Word	Amharic-am	Valence	Arousal	Dominance
amazing	አስደናቂ	0.906	0.837	0.849
amazingly	የሚያስደንቅ	0.918	0.765	0.920
ambassador	አምባሳደር	0.651	0.529	0.917
amber	አምበር	0.635	0.308	0.369
ambience	አካባቢ	0.735	0.356	0.426
ambient	አካባቢ	0.625	0.360	0.582
ambiguity	አሻሚነት	0.164	0.460	0.370
ambiguous	አሻሚ	0.265	0.462	0.358
ambit	ምህዋር	0.479	0.380	0.386
ambition	ትልቅ ምኞት	0.510	0.804	0.661
ambitious	ምኞት	0.484	0.821	0.717
ambivalent	የዓላማው	0.510	0.404	0.482
ambrosia	ኤምሬዛያ	0.571	0.452	0.480
ambulance	አምቡላንስ	0.500	0.750	0.609
ambush	ድብደባ	0.281	0.830	0.500
ameliorate	ይበልጥ የተሻሉ	0.770	0.548	0.747
amen	አሜን	0.781	0.182	0.542
amenable	ሞገስ	0.448	0.410	0.406
amend	አስተካክል	0.688	0.406	0.658
amendment	ማስተካከያ	0.531	0.459	0.606
amends	ይሻሻላል	0.640	0.366	0.517
amenity	ምቾት	0.750	0.327	0.574
amethyst	አሜቲስት	0.622	0.406	0.517
amiable	አፍቃሪ	0.847	0.290	0.483
amicable	ሞቅ ያለ	0.875	0.330	0.507
amid	በድር መካከል	0.510	0.340	0.256
amidst	በድር መካከል	0.480	0.330	0.316
amino	አሚኖ	0.551	0.402	0.433
ammo	ammo	0.323	0.765	0.621
ammonia	አሞኒያ	0.292	0.587	0.409
ammonium	አሚዮኒየም	0.354	0.396	0.368
ammunition	ጥይቶች	0.338	0.635	0.667
amnesia	አምነስያ	0.296	0.330	0.308
amnesty	ምሕረት	0.551	0.451	0.814
amorous	ሞቅ ያለ	0.844	0.670	0.636
amorphous	አምሳለ	0.327	0.402	0.349
amortization	ገንዘብ መክፈል	0.592	0.491	0.522
amount	መጠን	0.562	0.422	0.649
amour	NO TRANSLATION	0.865	0.480	0.652
amp	amp	0.439	0.393	0.375
ampersand	እና	0.480	0.448	0.483
amphetamines	አምፖታሚን	0.133	0.667	0.526
amphibian	አምፊቢያን	0.427	0.357	0.474
amphibious	አጥልቷል	0.479	0.346	0.445
amphitheater	አምፊቲያትር	0.653	0.480	0.545
ample	በቂ	0.744	0.349	0.719
amplification	ማጉላት	0.690	0.677	0.810
amplify	ማጉላት	0.677	0.735	0.827
amplitude	መጠን	0.694	0.439	0.692
amply	ብዙ	0.781	0.431	0.766
amputate	አምጪው	0.092	0.660	0.509
amputation	መቁረጥ	0.100	0.755	0.483
amuck	አወቀ	0.385	0.602	0.321
amulet	ድራማ	0.781	0.260	0.630
amuse	ሞገስ	0.812	0.684	0.664
amused	ሞቅ ያለ	0.942	0.847	0.596
amusement	መዝናኛ	0.929	0.837	0.803
amusing	የሚያስደስት	0.960	0.829	0.632
ana	NO TRANSLATION	0.541	0.300	0.314
anaconda	አናኮንዳ	0.146	0.830	0.540
anaesthesia	ማደንዘዣ	0.350	0.217	0.473
anaesthetic	ማደንዘዣ	0.449	0.268	0.509
anagram	አንባቢ	0.552	0.327	0.449
anal	ህመም	0.333	0.798	0.334
analgesic	ማደንዘዣ	0.417	0.321	0.441
analogous	ተመሳሳይ	0.531	0.270	0.500
analogue	አስደንጋጭ	0.570	0.320	0.446
analogy	ምስያ	0.510	0.367	0.509
analysis	ትንታኔ	0.729	0.448	0.705
analyst	ተንታኝ	0.604	0.415	0.755
analytic	ትንታኔያዊ	0.665	0.521	0.634
analytical	መተንተኛ	0.625	0.324	0.800
analyze	አሰሳ	0.667	0.462	0.710
analyzer	ትንታኔ	0.625	0.556	0.854
anaphylactic	አናፌላስትክ	0.378	0.588	0.500
anarchism	ኢነርሲዝም	0.125	0.804	0.623
anarchist	ኢነርሲስት	0.204	0.700	0.759
anarchy	አረመኔ	0.146	0.755	0.620
anastomosis	አናስቲሞሲስ	0.375	0.470	0.490
anathema	አስነዋሪ	0.286	0.490	0.519
anatomic	አናቶሚ	0.562	0.442	0.546
anatomy	ስነ-ስብስብ	0.562	0.390	0.571
ancestor	ቅድመ አያት	0.592	0.388	0.594
ancestral	አባታዊ	0.640	0.481	0.750
ancestry	የዘር ሐረግ	0.708	0.519	0.717
anchor	መልህቅ	0.520	0.284	0.564
anchorage	መልሕቅ	0.500	0.325	0.639
ancient	ጥንታዊ	0.420	0.217	0.439
ancillary	ተፈላጊ	0.449	0.442	0.278
androgen	androgen	0.255	0.523	0.527
android	android	0.663	0.436	0.500
anecdote	ማንነት	0.583	0.529	0.500
anemia	የደም ማነስ	0.188	0.327	0.310
anemic	የደም ማነስ	0.167	0.279	0.155
anemone	anemone	0.552	0.538	0.327
anesthesia	ማደንዘዣ	0.365	0.216	0.394
anesthesiologist	የማደንዘዣ ሐኪም	0.419	0.224	0.526
anesthetic	ማደንዘዣ	0.350	0.264	0.482
aneurysm	ኢኒሪየም	0.115	0.690	0.536
anew	አዲስ	0.771	0.358	0.385
angel	መልአክ	0.906	0.158	0.704
angelic	መላዕክት	0.927	0.298	0.668
anger	ቁጣ	0.167	0.865	0.657
angered	ተቆጣ	0.010	0.860	0.547
angermanagement	NO TRANSLATION	0.260	0.632	0.482
angina	ቁንጥና	0.230	0.630	0.464
angiogram	ማዕዘን	0.347	0.520	0.465
angiography	angiography	0.378	0.536	0.520
angle	ማዕዘን	0.541	0.330	0.455
angling	የማጥመድ	0.625	0.408	0.500
angora	angora	0.529	0.425	0.405
angriest	በጣም የሚያስቆጣ	0.094	0.892	0.430
angry	ተቆጣ	0.122	0.830	0.604
angrytweet	NO TRANSLATION	0.265	0.644	0.471
angst	angst	0.167	0.888	0.333
anguish	የሚያስጨንቅ	0.153	0.792	0.265
anguished	የተጨነቀ	0.135	0.720	0.307
angular	ማዕዘን	0.449	0.281	0.444
anhydrous	አረፈ	0.456	0.365	0.355
animal	እንስሳ	0.521	0.510	0.513
animate	ፍሰት	0.827	0.755	0.635
animated	ተለጣጣቂ	0.823	0.676	0.538
animation	እነማ	0.888	0.750	0.549
animosity	ጥላቻ	0.510	0.724	0.545
animus	ትዕቢት	0.698	0.676	0.466
ankle	ቁርጭምጭሚት	0.500	0.274	0.234
anklet	አንገት	0.410	0.276	0.302
annals	ሪፖርቶች	0.427	0.610	0.424
annex	ጭብጨባ	0.594	0.350	0.458
annexation	እገዳ	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	አጥፋ	0.115	0.918	0.681
annihilated	ተደምስሷል	0.080	0.760	0.324
annihilation	መጥፋት	0.041	0.800	0.591
anniversary	አመታዊ በአል	0.880	0.770	0.723
annotate	ማብራሪያ	0.592	0.469	0.441
annotation	ማብራሪያ	0.604	0.470	0.619
announce	አዋው	0.694	0.618	0.611
announcement	ማስታወቂያ	0.729	0.491	0.482
announcer	አስተዋዋቂ	0.602	0.570	0.732
annoy	ማናደድ	0.094	0.765	0.286
annoyance	ብስጭት	0.167	0.718	0.342
annoyed	የተናደደ	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	የሚያበሳጭ	0.082	0.853	0.348
annoys	ብስጭት	0.146	0.778	0.435
annual	ዓመታዊ	0.552	0.236	0.500
annuity	ኪሳራ	0.521	0.304	0.527
annul	መሰረዝ	0.250	0.448	0.364
annular	ማዕከላዊ	0.310	0.385	0.412
annulment	ማረም	0.153	0.375	0.447
annulus	የማሳ	0.458	0.380	0.376
anointed	የተቀባ	0.500	0.368	0.579
anointing	መቀባት	0.653	0.350	0.547
anomalous	ያልተለመደ	0.281	0.480	0.423
anomaly	ኢነማል	0.188	0.538	0.404
anon	አኖን	0.479	0.354	0.298
anonymity	ማንነት ያልታወቀ	0.469	0.255	0.430
anonymous	ስም አልባ	0.396	0.291	0.431
anorexic	አኖሬክሲክ	0.160	0.618	0.245
answer	መልስ	0.537	0.373	0.661
answerable	ተጠያቂ ነው	0.708	0.481	0.750
answering	መልስ	0.684	0.500	0.607
ant	አንበሳ	0.448	0.216	0.216
antagonism	ጠላትነት	0.224	0.618	0.524
antagonist	ጠላት ገላ	0.240	0.615	0.700
antagonistic	ተቃዋሚ	0.296	0.604	0.565
antagonize	ተቃዋሚ	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	ቀደምት	0.427	0.551	0.566
antelope	አጋዘን	0.542	0.510	0.500
antenna	አንቴና	0.521	0.327	0.358
anterior	ጥንታዊ	0.510	0.245	0.362
anthem	መዝሙር	0.780	0.343	0.729
anthill	አንጸባራቂ	0.327	0.578	0.377
anthology	አንትሮሎጂ	0.338	0.406	0.537
anthrax	አንትራክስ	0.188	0.730	0.500
anthropological	አንትሮፖሎጂካል	0.367	0.390	0.490
anthropologist	አንትሮፖሎጂስት	0.551	0.385	0.725
anthropology	አንትሮፖሎጂ	0.490	0.367	0.582
anti	ፀረ	0.365	0.412	0.384
antiaircraft	የፀረ-ሽብርተኝነት	0.330	0.622	0.629
antibiotic	አንቲባዮቲክ	0.510	0.373	0.658
antibiotics	አንቲባዮቲክስ	0.448	0.406	0.557
antichrist	ፀረ-ክርስቶስ	0.082	0.837	0.544
anticipate	ተስፋ ይጠብቀዋል	0.622	0.469	0.667
anticipation	ትንበያ	0.698	0.539	0.711
anticipatory	ተጠባባቂነት	0.653	0.551	0.682
antics	ተጨዋች	0.448	0.740	0.236
antidote	መድኃኒት	0.541	0.490	0.629
antifungal	ፀረ-ፍቱን	0.408	0.412	0.441
antigravity	ፀረ-ግራቪቭ	0.430	0.714	0.658
antimony	antimony	0.378	0.398	0.490
antipathy	እምቢተኛ	0.198	0.549	0.393
antiquarian	antiquarian	0.500	0.233	0.426
antiquated	ጥንታዊ	0.420	0.392	0.236
antique	ጥንታዊ	0.634	0.290	0.518
antiques	ጥንታዊ ቅርሶች	0.540	0.370	0.595
antiquity	ጥንታዊ	0.385	0.333	0.556
antiseptic	መድሃኒት	0.438	0.370	0.623
antisocial	ፀረ-ማህበረሰብ	0.146	0.686	0.391
antithesis	ተቀናቃኝ	0.396	0.412	0.536
antithetical	ተቀናቃኝ	0.271	0.509	0.358
antiviral	ፀረ-ቫይረስ	0.459	0.470	0.549
antler	መፈወሻ	0.448	0.470	0.500
antsy	መበስበስ	0.449	0.558	0.417
anus	አንበሳ	0.347	0.644	0.350
anvil	አንቪል	0.380	0.510	0.604
anxiety	ጭንቀት	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	ጭንቀት	0.281	0.875	0.434
anxiousness	ጭንቀት	0.235	0.814	0.282
anytime	በማንኛውም ጊዜ	0.625	0.461	0.436
aorta	ከአውራ	0.448	0.510	0.542
aortic	ኦስትካክ	0.436	0.540	0.438
apace	ፍጥነት	0.536	0.500	0.536
apache	apache	0.687	0.469	0.500
apartment	አፓርታማ	0.719	0.393	0.580
apartments	አፓርታማዎች	0.704	0.337	0.443
apathetic	እምቢተኛ	0.188	0.292	0.333
apathy	ግዴለሽነት	0.184	0.212	0.204
ape	ape	0.548	0.389	0.336
aperture	መከለያ	0.612	0.450	0.667
apex	apex	0.570	0.433	0.418
aphid	Aphid	0.388	0.473	0.407
aphrodisiac	Aphrodisiac	0.750	0.846	0.667
apiece	ቁራጭ	0.439	0.259	0.383
aplomb	እሽግ	0.500	0.509	0.582
apocalypse	የምጽዓት ቀን	0.050	0.867	0.736
apocalyptic	የምጽዓት ቀን	0.173	0.880	0.750
apologetic	ይቅርታ	0.479	0.461	0.571
apologist	ሐኪም	0.406	0.429	0.526
apologize	ይቅርታ	0.551	0.378	0.389
apology	ይቅርታ	0.571	0.346	0.402
apostasy	ክህደት	0.388	0.520	0.517
apostate	ከሃዲ	0.342	0.500	0.528
apostle	ሐዋርያ	0.646	0.347	0.732
apostolic	ሐዋርያት	0.592	0.300	0.717
apostrophe	ትእምርተ ጭረት	0.469	0.368	0.537
apothecary	አስማትም	0.561	0.328	0.529
appalled	ተደንቆ ነበር	0.194	0.792	0.562
appalling	አስደንጋጭ	0.160	0.827	0.415
apparatus	መሣሪያ	0.375	0.353	0.377
apparel	ልብስ	0.698	0.435	0.453
apparent	ግልጽ	0.473	0.383	0.398
apparently	ግልጽ ይመስላል	0.531	0.410	0.426
apparition	መተንፈሻ	0.406	0.573	0.636
appeal	ይግባኝ	0.663	0.598	0.558
appear	ብቅ አለ	0.735	0.506	0.567
appearance	መልክ	0.669	0.490	0.534
appease	ሰላምታ	0.633	0.278	0.434
appellant	ደጋፊ	0.327	0.588	0.568
append	ይጨመር	0.573	0.464	0.453
appendage	ጭማሪ	0.229	0.382	0.438
appendectomy	አፕንቲከልቶሚ	0.177	0.670	0.554
appendicitis	በመድሃኒት	0.031	0.640	0.347
appendix	ተጨማሪ	0.365	0.387	0.425
appetite	የምግብ ፍላጎት	0.704	0.637	0.581
appetizer	የምግብ አሰሪ	0.755	0.560	0.406
appetizing	የምግብ ፍጆታ	0.806	0.657	0.688
applaud	እኩራት	0.865	0.824	0.464
applause	ጭብጨባ	0.953	0.857	0.621
apple	ፖም	0.811	0.300	0.264
apple juice	የኣፕል ጭማቂ	0.765	0.204	0.294
applejack	አፕልጃክ	0.604	0.431	0.473
applesauce	ድመቶች	0.750	0.167	0.291
appliance	መሣሪያ	0.582	0.453	0.538
appliances	ዕቃዎች	0.594	0.394	0.567
applicability	ተግባራዊነት	0.677	0.490	0.741
applicable	ተግባራዊ መሆን	0.469	0.430	0.667
applicant	አመልካች	0.612	0.558	0.688
application	ትግበራ	0.646	0.445	0.726
apply	ማመልከት	0.612	0.321	0.667
appoint	ቀጠሮ	0.565	0.330	0.509
appointment	ቀጠሮ	0.688	0.594	0.547
appointments	ቀጠሮዎች	0.745	0.677	0.625
apportion	ማካፈል	0.677	0.490	0.638
apportionment	ማከፋፈል	0.552	0.481	0.453
appraisal	ግምገማ	0.417	0.667	0.682
appraise	ገምግም	0.677	0.490	0.696
appreciable	ከፍ ያለ	0.873	0.491	0.778
appreciate	ደስ ይበል	0.885	0.422	0.741
appreciated	የተደነቀ	0.910	0.434	0.779
appreciates	ያደንቃል	0.765	0.500	0.656
appreciation	ምስጋና	0.917	0.529	0.588
appreciative	አመስጋኝ	0.857	0.380	0.654
apprehend	ይጠቀማል	0.521	0.624	0.696
apprehension	ፍርሃት	0.385	0.720	0.454
apprehensive	አስፈሪ	0.406	0.592	0.431
apprentice	ተለማማጅ	0.615	0.413	0.452
apprenticeship	የሥራ ላይ ልምምድ	0.812	0.482	0.643
approach	አቀራረብ	0.612	0.392	0.610
approaching	እየቀረበ ነው	0.740	0.557	0.491
approbate	NO TRANSLATION	0.646	0.590	0.860
approbation	ማፅደቅ	0.792	0.529	0.774
appropriate	ተስማሚ	0.833	0.368	0.759
appropriation	መበደር	0.510	0.632	0.717
approval	ማጽደቅ	0.854	0.460	0.889
approve	ማፅደቅ	0.875	0.548	0.741
approved	ጸድቋል	0.833	0.349	0.698
approvement	ማፅደቅ	0.880	0.625	0.780
approving	ማፅደቅ	0.917	0.583	0.773
approximate	ግምታዊ	0.551	0.560	0.520
approximately	በግምት	0.622	0.396	0.538
approximating	በግምት	0.583	0.615	0.471
approximation	ግምት	0.582	0.402	0.593
appurtenances	የገንዘብ ድጋፍ	0.573	0.412	0.547
apricot	አፕሪኮት	0.708	0.320	0.278
apron	ሽርፍ	0.582	0.208	0.245
apt	ተስማሚ	0.582	0.418	0.382
aptitude	ችሎታ	0.750	0.471	0.746
aqua	ውሃ	0.656	0.292	0.359
aquamarine	የውሃ ማገኛን	0.729	0.306	0.413
aquarium	የውሃ ብርሀን	0.663	0.327	0.393
aquatic	የውኃ ውስጥ	0.677	0.510	0.463
aqueduct	የውኃ መውረጃ ጣቢያ	0.551	0.411	0.534
aqueous	ውሃ	0.429	0.270	0.310
arable	ሊበቅል የሚችል	0.510	0.350	0.465
arbiter	አርቢተር	0.561	0.537	0.814
arbitrary	የዘፈቀደ	0.281	0.702	0.686
arbitrate	ውሳኔ መስጠት	0.470	0.620	0.682
arbitration	ግጥሚያ	0.587	0.602	0.670
arbitrator	ዳኛ	0.385	0.448	0.795
arbor	ዛፍ	0.583	0.490	0.591
arc	ቅስት	0.552	0.388	0.396
arcade	የመጫወቻ ቦታ	0.676	0.521	0.502
arcane	ቅርፊት	0.500	0.490	0.637
arch	ግቢ	0.500	0.354	0.468
archaeological	አርኪኦሎጂያዊ	0.740	0.441	0.660
archaeologist	አርኪኦሎጂስት	0.552	0.451	0.706
archaeology	አርኪኦሎጂ	0.596	0.358	0.691
archaic	ጥንታዊ	0.271	0.327	0.332
archangel	የመላእክት አለቃ	0.837	0.500	0.708
archbishop	ሊቀ ጳጳሳት	0.622	0.280	0.776
archdiocese	ሊቀ ጳጳሳት	0.400	0.321	0.704
archduke	አርክኩክ	0.458	0.413	0.634
arched	የታጠፈ	0.582	0.403	0.398
archer	ቀስት	0.573	0.622	0.661
archery	ቀስት	0.594	0.604	0.589
archetype	አርኪታይፕ	0.448	0.520	0.569
archipelago	ደሴት	0.745	0.370	0.592
architect	አርኪቴክ	0.776	0.442	0.836
architectural	የስነ ሕንፃ	0.729	0.390	0.670
architecture	ሥነ ሕንፃ	0.820	0.390	0.694
archive	መዝገብ	0.438	0.294	0.527
arctic	አርክቲክ	0.615	0.352	0.546
ardent	ኃይለኛ	0.694	0.873	0.722
ardor	ጉልበት	0.500	0.780	0.538
arduous	አድካሚ	0.344	0.783	0.605
area	አካባቢ	0.490	0.306	0.464
arena	መድረክ	0.510	0.235	0.404
areola	ጥራኮ	0.417	0.396	0.381
areyoukidding	NO TRANSLATION	0.429	0.633	0.400
areyoukiddingme	NO TRANSLATION	0.365	0.635	0.375
argent	NO TRANSLATION	0.594	0.418	0.472
argh	ግሪን	0.260	0.538	0.328
arghh	NO TRANSLATION	0.292	0.536	0.397
arghhhh	NO TRANSLATION	0.250	0.618	0.324
argue	ክርክር	0.093	0.798	0.525
argument	ክርክር	0.510	0.464	0.698
argumentation	ክርክር	0.479	0.549	0.760
argumentative	ሙግታዊ	0.450	0.531	0.679
arguments	ነጋሪ እሴቶች	0.541	0.602	0.657
arid	ደረቅ	0.323	0.333	0.379
arise	ተነሱ	0.750	0.582	0.725
aristocracy	መኳንንት	0.688	0.549	0.842
aristocrat	መኳንንት	0.583	0.413	0.811
aristocratic	መኳንንት	0.449	0.519	0.676
arithmetic	ሒሳብ	0.453	0.460	0.634
ark	መርከብ	0.396	0.427	0.543
arm	ክንድ	0.552	0.285	0.469
armada	armada	0.408	0.740	0.868
armament	የጦር መሣሪያ	0.198	0.764	0.810
armaments	የጦር መሳሪያዎች	0.192	0.839	0.830
armature	የጦር መሣሪያ	0.510	0.558	0.755
armchair	የተስተካከለ ወንበር	0.646	0.164	0.339
armed	የታጠቀ	0.188	0.750	0.808
armor	የጦር መሣሪያ	0.469	0.625	0.784
armored	የተሰራ	0.469	0.509	0.861
armory	የጦር መሣሪያ	0.448	0.663	0.800
armpit	ብብት	0.283	0.439	0.250
arms	እጆች	0.464	0.395	0.483
army	ሠራዊት	0.417	0.759	0.902
aroma	መዓዛ	0.823	0.235	0.442
aromatherapy	የአሮምፓራፒ	0.847	0.220	0.473
arousal	መሳለቂያ	0.791	0.943	0.731
arouse	ፈገግታ	0.740	0.491	0.580
aroused	ተነሣ	0.708	0.952	0.667
arraignment	ቁርጥራጭ	0.406	0.837	0.534
arrange	አደራደር	0.740	0.490	0.571
arranged	የተደረደሩ	0.698	0.531	0.728
arrangement	ዝግጅት	0.625	0.382	0.683
array	ደርድር	0.521	0.396	0.568
arrears	ኪሳራዎች	0.286	0.485	0.302
arrest	ማሰር	0.146	0.951	0.500
arrhythmia	አፈራረሰ	0.265	0.706	0.356
arrival	መድረሻ	0.678	0.510	0.474
arrive	ደርድር	0.837	0.406	0.585
arrogance	እብሪተኝነት	0.143	0.750	0.620
arrogant	እብሪተኛ	0.115	0.755	0.580
arrow	ቀስት	0.439	0.390	0.454
arsehole	ጉሮሮ	0.276	0.598	0.433
arseholes	ባርኔጣዎች	0.188	0.545	0.351
arsenal	የጦር መሣሪያ ዕቃዎች	0.365	0.741	0.752
arsenic	አርሰኒክ	0.281	0.472	0.447
arson	አስደንጋጭ	0.133	0.904	0.567
arsonist	አርባ ነጋዴ	0.348	0.840	0.500
art	ሥነ ጥበብ	0.812	0.360	0.603
arterial	ደም ወሳጅ	0.396	0.510	0.583
artery	የደም ቧንቧ	0.396	0.580	0.537
artful	ድንቅ	0.771	0.608	0.778
arthritis	አርትራይተስ	0.110	0.518	0.345
arthropod	arthropod	0.344	0.464	0.434
artichoke	artichoke	0.583	0.218	0.287
article	ጽሑፍ	0.594	0.280	0.481
articles	ጽሑፎች	0.552	0.324	0.565
articulate	ግልጽ ደንብ	0.677	0.462	0.618
articulation	መገጣጠም	0.479	0.480	0.591
artifact	ቅርፅ	0.510	0.500	0.566
artifice	ቅርፅ	0.316	0.696	0.482
artificial	አርቲፊሻል	0.306	0.385	0.351
artillery	የጦር መሣሪያ	0.350	0.912	0.794
artisan	የእጅ ባለሙያ	0.781	0.330	0.411
artist	አርቲስት	0.802	0.442	0.732
artiste	NO TRANSLATION	0.844	0.512	0.565
artistic	ሥነ ጥበብ	0.802	0.646	0.632
artistry	ሥነ ጥበብ	0.823	0.346	0.769
artists	አርቲስቶች	0.796	0.667	0.741
artwork	የሥነ ጥበብ ስራ	0.896	0.368	0.679
arty	አርቲ	0.490	0.422	0.388
asap	ጓድ	0.571	0.500	0.552
asbestos	አስቤስቶስ	0.357	0.481	0.464
ascend	ወደላይ አሳድግ	0.830	0.620	0.812
ascendancy	የበላይነት	0.724	0.625	0.700
ascendant	ወደ ላይ	0.656	0.673	0.821
ascending	ወደ ላይ ወጥቷል	0.826	0.644	0.777
ascension	አረም	0.765	0.720	0.714
ascent	ወደ ላይ	0.755	0.627	0.833
ascertain	እርግጠኛ ሁን	0.560	0.530	0.625
ascertained	ተረጋገጠ	0.531	0.529	0.616
ascetic	ተጓዥ	0.438	0.375	0.472
ash	አመድ	0.260	0.210	0.207
ashamed	እፍረት	0.156	0.588	0.228
ashes	አመድ	0.327	0.279	0.142
ashtray	የሻይ ሽታ	0.406	0.382	0.265
asinine	አስሲን	0.429	0.472	0.433
ask	ይጠይቁ	0.531	0.440	0.459
asleeep	NO TRANSLATION	0.490	0.210	0.322
asleep	እንቅልፍ	0.604	0.100	0.270
asp	asp	0.438	0.489	0.375
asparagus	አረንጓዴ	0.469	0.317	0.264
aspartame	aspartame	0.469	0.480	0.322
aspect	ገፅታ	0.479	0.469	0.588
aspects	ገፅታዎች	0.439	0.480	0.565
aspen	Aspen	0.479	0.280	0.395
asphalt	አስፋልት	0.479	0.264	0.439
asphyxia	መበስበስ	0.198	0.704	0.311
asphyxiation	አረፋ	0.059	0.745	0.412
aspiration	ምኞት	0.704	0.724	0.675
aspire	አስፈሪ	0.812	0.469	0.722
aspirin	አስፕሪን	0.479	0.271	0.422
aspiring	ምኞት	0.844	0.582	0.604
ass	አህ	0.323	0.750	0.345
assail	ድብደባ	0.378	0.510	0.500
assailant	ጥቃት ፈጻሚ	0.184	0.868	0.602
assassin	አረፈ	0.073	0.933	0.632
assassinate	ገዳይ	0.051	0.969	0.722
assassination	ገድል	0.083	0.941	0.525
assault	ጥቃት	0.167	0.848	0.550
assay	ምርመራ	0.633	0.559	0.594
assemblage	መሰብሰብ	0.429	0.452	0.600
assemble	ተሰብስቡ	0.542	0.570	0.750
assembled	ተሰብስቧል	0.663	0.450	0.644
assembly	ስብሰባ	0.698	0.500	0.640
assemblyman	የጉባኤው አባል	0.430	0.538	0.760
assent	ግትር	0.615	0.515	0.719
assert	መረጋገጫ	0.750	0.619	0.809
asserting	ማረጋገጥ	0.694	0.531	0.736
assertion	ማረጋገጥ	0.740	0.442	0.750
assertive	መሐላ	0.719	0.412	0.770
assess	ገምግም	0.698	0.500	0.623
assessment	ግምገማ	0.750	0.623	0.658
assessor	ጠቋሚ	0.551	0.538	0.764
asset	ንብረት	0.797	0.765	0.788
assets	ንብረቶች	0.667	0.613	0.765
asshole	ጅል	0.133	0.582	0.263
assign	መድብ	0.622	0.417	0.709
assignee	ተጋሪ	0.510	0.462	0.510
assignment	የሥራ ምድብ	0.483	0.398	0.745
assimilate	ተባበረ	0.559	0.391	0.683
assimilation	መሰብሰብ	0.429	0.378	0.463
assist	እገዛ	0.833	0.435	0.629
assistance	እርዳታ	0.656	0.519	0.633
assistant	ረዳት	0.625	0.390	0.536
associate	ተባባሪ	0.812	0.409	0.625
association	መሰብሰብ	0.745	0.500	0.817
assorted	ስብስብ	0.602	0.460	0.472
assortment	ስብስብ	0.694	0.360	0.526
assuage	መደርደሪያ	0.745	0.255	0.500
assume	ግምት	0.698	0.401	0.464
assumed	ግምት	0.612	0.247	0.454
assuming	ታሳቢ	0.740	0.390	0.526
assumption	ግምት	0.479	0.431	0.417
