Word	Pashto-ps	Valence	Arousal	Dominance
amusement	تفریح	0.929	0.837	0.803
amusing	حیرانتیا	0.960	0.829	0.632
ana	NO TRANSLATION	0.541	0.300	0.314
anaconda	اناسونډا	0.146	0.830	0.540
anaesthesia	انستیکیا	0.350	0.217	0.473
anaesthetic	تناسب	0.449	0.268	0.509
anagram	انګرام	0.552	0.327	0.449
anal	مقعد	0.333	0.798	0.334
analgesic	انډولیزیک	0.417	0.321	0.441
analogous	ساده	0.531	0.270	0.500
analogue	انژول	0.570	0.320	0.446
analogy	ورته	0.510	0.367	0.509
analysis	تحلیل	0.729	0.448	0.705
analyst	شنونکی	0.604	0.415	0.755
analytic	شننه	0.665	0.521	0.634
analytical	شننه	0.625	0.324	0.800
analyze	تحلیل	0.667	0.462	0.710
analyzer	شنونکی	0.625	0.556	0.854
anaphylactic	انفلایلیکیک	0.378	0.588	0.500
anarchism	انارزمیزم	0.125	0.804	0.623
anarchist	انارشاست	0.204	0.700	0.759
anarchy	انارشي	0.146	0.755	0.620
anastomosis	انسټوموموسس	0.375	0.470	0.490
anathema	اناتما	0.286	0.490	0.519
anatomic	اناتومي	0.562	0.442	0.546
anatomy	اناتومي	0.562	0.390	0.571
ancestor	پلار	0.592	0.388	0.594
ancestral	پلار	0.640	0.481	0.750
ancestry	نيکۍ	0.708	0.519	0.717
anchor	لوګر	0.520	0.284	0.564
anchorage	لنگړه	0.500	0.325	0.639
ancient	زاړه	0.420	0.217	0.439
ancillary	تخنیکي	0.449	0.442	0.278
androgen	اوروجن	0.255	0.523	0.527
android	انډر	0.663	0.436	0.500
anecdote	انډیټوټ	0.583	0.529	0.500
anemia	انیمیا	0.188	0.327	0.310
anemic	وینی	0.167	0.279	0.155
anemone	انډون	0.552	0.538	0.327
anesthesia	انستیکیا	0.365	0.216	0.394
anesthesiologist	انستیکولوژیست	0.419	0.224	0.526
anesthetic	تناسب	0.350	0.264	0.482
aneurysm	انورسیم	0.115	0.690	0.536
anew	نوی	0.771	0.358	0.385
angel	فرښته	0.906	0.158	0.704
angelic	فرښته	0.927	0.298	0.668
anger	غوسه	0.167	0.865	0.657
angered	غوسه شوی	0.010	0.860	0.547
angermanagement	NO TRANSLATION	0.260	0.632	0.482
angina	انجینا	0.230	0.630	0.464
angiogram	انوګرم	0.347	0.520	0.465
angiography	انوګرافي	0.378	0.536	0.520
angle	زاویه	0.541	0.330	0.455
angling	زاویه	0.625	0.408	0.500
angora	انګورو	0.529	0.425	0.405
angriest	زاړه	0.094	0.892	0.430
angry	غوسه	0.122	0.830	0.604
angrytweet	NO TRANSLATION	0.265	0.644	0.471
angst	زاویه	0.167	0.888	0.333
anguish	سختۍ	0.153	0.792	0.265
anguished	سخته	0.135	0.720	0.307
angular	کونړ	0.449	0.281	0.444
anhydrous	انډیډس	0.456	0.365	0.355
animal	حيوانات	0.521	0.510	0.513
animate	انډول	0.827	0.755	0.635
animated	متحرک	0.823	0.676	0.538
animation	حرکت	0.888	0.750	0.549
animosity	ښکاري	0.510	0.724	0.545
animus	ښکاري	0.698	0.676	0.466
ankle	رنګ	0.500	0.274	0.234
anklet	پګړۍ	0.410	0.276	0.302
annals	کالونه	0.427	0.610	0.424
annex	ضمیمه	0.594	0.350	0.458
annexation	ضمیمه	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	ړنګول	0.115	0.918	0.681
annihilated	ضیاع شوی	0.080	0.760	0.324
annihilation	تخفیف	0.041	0.800	0.591
anniversary	لمانځ غونډه	0.880	0.770	0.723
annotate	تشریح کړئ	0.592	0.469	0.441
annotation	تشریح	0.604	0.470	0.619
announce	اعلان کړئ	0.694	0.618	0.611
announcement	اعلان	0.729	0.491	0.482
announcer	اعلان کوونکی	0.602	0.570	0.732
annoy	ځورول	0.094	0.765	0.286
annoyance	تاوان	0.167	0.718	0.342
annoyed	ناراضه شوی	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	ځوریدل	0.082	0.853	0.348
annoys	ځورونه	0.146	0.778	0.435
annual	کلنۍ	0.552	0.236	0.500
annuity	ژوندی	0.521	0.304	0.527
annul	کالم	0.250	0.448	0.364
annular	کڅوړی	0.310	0.385	0.412
annulment	تاوان	0.153	0.375	0.447
annulus	نوبل	0.458	0.380	0.376
anointed	تنخواه	0.500	0.368	0.579
anointing	تاکید کول	0.653	0.350	0.547
anomalous	ژوندی دی	0.281	0.480	0.423
anomaly	انډالي	0.188	0.538	0.404
anon	عنان	0.479	0.354	0.298
anonymity	ندی	0.469	0.255	0.430
anonymous	بې نومه	0.396	0.291	0.431
anorexic	انورکسیک	0.160	0.618	0.245
answer	ځواب	0.537	0.373	0.661
answerable	ځواب ورکوونکی	0.708	0.481	0.750
answering	ځواب	0.684	0.500	0.607
ant	انټرنټ	0.448	0.216	0.216
antagonism	مخالفین	0.224	0.618	0.524
antagonist	مخالف	0.240	0.615	0.700
antagonistic	مخالفین	0.296	0.604	0.565
antagonize	تاوان	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	تنفس	0.427	0.551	0.566
antelope	انډول	0.542	0.510	0.500
antenna	اینټینا	0.521	0.327	0.358
anterior	نوری	0.510	0.245	0.362
anthem	سرود	0.780	0.343	0.729
anthill	اتلیل	0.327	0.578	0.377
anthology	ارواپوهنه	0.338	0.406	0.537
anthrax	انټراکس	0.188	0.730	0.500
anthropological	د انسان	0.367	0.390	0.490
anthropologist	انتونپوه پوه	0.551	0.385	0.725
anthropology	انتونپوهنه	0.490	0.367	0.582
anti	ضد	0.365	0.412	0.384
antiaircraft	د انټرنټ کنټرول	0.330	0.622	0.629
antibiotic	انټي بيوټيټ	0.510	0.373	0.658
antibiotics	انتي بيوټيکونه	0.448	0.406	0.557
antichrist	ضد	0.082	0.837	0.544
anticipate	اټکل کوي	0.622	0.469	0.667
anticipation	اټکل	0.698	0.539	0.711
anticipatory	اټکل	0.653	0.551	0.682
antics	انتي	0.448	0.740	0.236
antidote	د ضد درملنه	0.541	0.490	0.629
antifungal	انفلافی	0.408	0.412	0.441
antigravity	انټرنېټ	0.430	0.714	0.658
antimony	انډول	0.378	0.398	0.490
antipathy	انتيپپي	0.198	0.549	0.393
antiquarian	لرغونتوب	0.500	0.233	0.426
antiquated	اټکل شوی	0.420	0.392	0.236
antique	انټیک	0.634	0.290	0.518
antiques	لرغوني توکي	0.540	0.370	0.595
antiquity	لرغونتوب	0.385	0.333	0.556
antiseptic	انتيسايټس	0.438	0.370	0.623
antisocial	انتونیسټي	0.146	0.686	0.391
antithesis	انتياليزم	0.396	0.412	0.536
antithetical	د	0.271	0.509	0.358
antiviral	انټي وييرل	0.459	0.470	0.549
antler	انټرټر	0.448	0.470	0.500
antsy	اندیښنه	0.449	0.558	0.417
anus	اینګس	0.347	0.644	0.350
anvil	ټانګ	0.380	0.510	0.604
anxiety	اندیښنه	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	اندیښنه	0.281	0.875	0.434
anxiousness	اندیښنه	0.235	0.814	0.282
anytime	هر وخت	0.625	0.461	0.436
aorta	اوورا	0.448	0.510	0.542
aortic	د هوا	0.436	0.540	0.438
apace	اپارتمان	0.536	0.500	0.536
apache	اپارتمان	0.687	0.469	0.500
apartment	اپارتمان	0.719	0.393	0.580
apartments	اپارتمانونه	0.704	0.337	0.443
apathetic	بې له شکه	0.188	0.292	0.333
apathy	اپارتمان	0.184	0.212	0.204
ape	اپو	0.548	0.389	0.336
aperture	هوا	0.612	0.450	0.667
apex	اپیکس	0.570	0.433	0.418
aphid	یفف	0.388	0.473	0.407
aphrodisiac	الف	0.750	0.846	0.667
apiece	یوه ټوټه	0.439	0.259	0.383
aplomb	اېپلانګ	0.500	0.509	0.582
apocalypse	اپوپالیټ	0.050	0.867	0.736
apocalyptic	اپوالیپټیک	0.173	0.880	0.750
apologetic	بخښنه غواړئ	0.479	0.461	0.571
apologist	بخښونکی	0.406	0.429	0.526
apologize	بخښنه غواړئ	0.551	0.378	0.389
apology	بخښنه غواړئ	0.571	0.346	0.402
apostasy	ارتباط	0.388	0.520	0.517
apostate	مرتکب	0.342	0.500	0.528
apostle	رسول	0.646	0.347	0.732
apostolic	رسول	0.592	0.300	0.717
apostrophe	رواني	0.469	0.368	0.537
apothecary	اپوټسیسی	0.561	0.328	0.529
appalled	ناڅاپه	0.194	0.792	0.562
appalling	ناڅاپه	0.160	0.827	0.415
apparatus	اپارتمان	0.375	0.353	0.377
apparel	جامې	0.698	0.435	0.453
apparent	ښکاره	0.473	0.383	0.398
apparently	په ښکاره توګه	0.531	0.410	0.426
apparition	انځور	0.406	0.573	0.636
appeal	اپیل	0.663	0.598	0.558
appear	لیدل کیږي	0.735	0.506	0.567
appearance	ظاهرا	0.669	0.490	0.534
appease	استثنا	0.633	0.278	0.434
appellant	اپیلینټ	0.327	0.588	0.568
append	ضمیمه کړئ	0.573	0.464	0.453
appendage	ضمیمه	0.229	0.382	0.438
appendectomy	ضمیمه	0.177	0.670	0.554
appendicitis	اپینډیټیسټس	0.031	0.640	0.347
appendix	ضمیمه	0.365	0.387	0.425
appetite	اشتباه	0.704	0.637	0.581
appetizer	اشتیټونکی	0.755	0.560	0.406
appetizing	ګوښه کول	0.806	0.657	0.688
applaud	اطمینان	0.865	0.824	0.464
applause	تلیفون	0.953	0.857	0.621
apple	مڼه	0.811	0.300	0.264
apple juice	د مڼو جوس	0.765	0.204	0.294
applejack	مڼه	0.604	0.431	0.473
applesauce	مڼه	0.750	0.167	0.291
appliance	وسیله	0.582	0.453	0.538
appliances	سامانونه	0.594	0.394	0.567
applicability	غوښتنلیک	0.677	0.490	0.741
applicable	تطبيق	0.469	0.430	0.667
applicant	غوښتونکي	0.612	0.558	0.688
application	کاریال	0.646	0.445	0.726
apply	غوښتنلیک	0.612	0.321	0.667
appoint	ټاکل	0.565	0.330	0.509
appointment	ټاکل	0.688	0.594	0.547
appointments	ټاکنې	0.745	0.677	0.625
apportion	اختصاص	0.677	0.490	0.638
apportionment	اختصاص	0.552	0.481	0.453
appraisal	ارزونه	0.417	0.667	0.682
appraise	ارزونه	0.677	0.490	0.696
appreciable	ستاینه وړ ده	0.873	0.491	0.778
appreciate	ستاینه	0.885	0.422	0.741
appreciated	ستاینه وشوه	0.910	0.434	0.779
appreciates	ستاینه کوي	0.765	0.500	0.656
appreciation	ستاینه	0.917	0.529	0.588
appreciative	ستاینه	0.857	0.380	0.654
apprehend	وتل	0.521	0.624	0.696
apprehension	اندیښنه	0.385	0.720	0.454
apprehensive	ګرانه	0.406	0.592	0.431
apprentice	ښوونکى	0.615	0.413	0.452
apprenticeship	د اپرنټشپټ	0.812	0.482	0.643
approach	تګلاره	0.612	0.392	0.610
approaching	نژدې	0.740	0.557	0.491
approbate	NO TRANSLATION	0.646	0.590	0.860
approbation	منظور	0.792	0.529	0.774
appropriate	مناسب	0.833	0.368	0.759
appropriation	تخصیص	0.510	0.632	0.717
approval	تایید	0.854	0.460	0.889
approve	تایید کړئ	0.875	0.548	0.741
approved	تایید شوی	0.833	0.349	0.698
approvement	تصویب	0.880	0.625	0.780
approving	تایید کول	0.917	0.583	0.773
approximate	اټکل	0.551	0.560	0.520
approximately	تقريبا	0.622	0.396	0.538
approximating	نږدی	0.583	0.615	0.471
approximation	نژدېان	0.582	0.402	0.593
appurtenances	اپورټاینس	0.573	0.412	0.547
apricot	مندته	0.708	0.320	0.278
apron	ایپون	0.582	0.208	0.245
apt	الف	0.582	0.418	0.382
aptitude	استعداد	0.750	0.471	0.746
aqua	ایکا	0.656	0.292	0.359
aquamarine	ااکامارین	0.729	0.306	0.413
aquarium	ایکویریم	0.663	0.327	0.393
aquatic	جزا	0.677	0.510	0.463
aqueduct	مستحق دي	0.551	0.411	0.534
aqueous	جلاوطني	0.429	0.270	0.310
arable	وړ وړ	0.510	0.350	0.465
arbiter	آربیتر	0.561	0.537	0.814
arbitrary	پخپل سري	0.281	0.702	0.686
arbitrate	میبایتریت	0.470	0.620	0.682
arbitration	ثالثی	0.587	0.602	0.670
arbitrator	ثالث	0.385	0.448	0.795
arbor	آربر	0.583	0.490	0.591
arc	آرک	0.552	0.388	0.396
arcade	آرکیډ	0.676	0.521	0.502
arcane	آرکی	0.500	0.490	0.637
arch	ارشیف	0.500	0.354	0.468
archaeological	لرغون پېژندنه	0.740	0.441	0.660
archaeologist	لرغونپوهنه	0.552	0.451	0.706
archaeology	لرغونپوهنه	0.596	0.358	0.691
archaic	آرکسيک	0.271	0.327	0.332
archangel	آرشیف	0.837	0.500	0.708
archbishop	آرشیف	0.622	0.280	0.776
archdiocese	ارشیفیسس	0.400	0.321	0.704
archduke	ارشیډیډیډ	0.458	0.413	0.634
arched	مینځل شوی	0.582	0.403	0.398
archer	آرشیف	0.573	0.622	0.661
archery	توغندي	0.594	0.604	0.589
archetype	آرکیټیپټ	0.448	0.520	0.569
archipelago	ارشیف	0.745	0.370	0.592
architect	معمار	0.776	0.442	0.836
architectural	مهندس	0.729	0.390	0.670
architecture	جوړښت	0.820	0.390	0.694
archive	آرشيف	0.438	0.294	0.527
arctic	آرکټيک	0.615	0.352	0.546
ardent	سخته	0.694	0.873	0.722
ardor	ardor	0.500	0.780	0.538
arduous	سخته	0.344	0.783	0.605
area	سيمه	0.490	0.306	0.464
arena	میدان	0.510	0.235	0.404
areola	هوولا	0.417	0.396	0.381
areyoukidding	NO TRANSLATION	0.429	0.633	0.400
areyoukiddingme	NO TRANSLATION	0.365	0.635	0.375
argent	NO TRANSLATION	0.594	0.418	0.472
argh	ارغ	0.260	0.538	0.328
arghh	NO TRANSLATION	0.292	0.536	0.397
arghhhh	NO TRANSLATION	0.250	0.618	0.324
argue	بحث وکړئ	0.093	0.798	0.525
argument	دليل	0.510	0.464	0.698
argumentation	دليل	0.479	0.549	0.760
argumentative	استدلال	0.450	0.531	0.679
arguments	دليلونه	0.541	0.602	0.657
arid	ارشاد	0.323	0.333	0.379
arise	پورته شوه	0.750	0.582	0.725
aristocracy	آرستیکسیسی	0.688	0.549	0.842
aristocrat	آرسټوکیت	0.583	0.413	0.811
aristocratic	آرشیژیک	0.449	0.519	0.676
arithmetic	ریاضی	0.453	0.460	0.634
ark	صندوق	0.396	0.427	0.543
arm	لاس	0.552	0.285	0.469
armada	armada	0.408	0.740	0.868
armament	وسلې	0.198	0.764	0.810
armaments	وسلې	0.192	0.839	0.830
armature	لښکرګاه	0.510	0.558	0.755
armchair	لښکرګاه	0.646	0.164	0.339
armed	وسله وال	0.188	0.750	0.808
armor	لښکر	0.469	0.625	0.784
armored	ځړول شوی	0.469	0.509	0.861
armory	وسلې	0.448	0.663	0.800
armpit	ننوتل	0.283	0.439	0.250
arms	وسلې	0.464	0.395	0.483
army	پوځ	0.417	0.759	0.902
aroma	ارام	0.823	0.235	0.442
aromatherapy	اروماتراپی	0.847	0.220	0.473
arousal	ارزوال	0.791	0.943	0.731
arouse	ژغورل	0.740	0.491	0.580
aroused	خوندور شو	0.708	0.952	0.667
arraignment	له مینځه وړل	0.406	0.837	0.534
arrange	تنظیم کړئ	0.740	0.490	0.571
arranged	تنظیم شوی	0.698	0.531	0.728
arrangement	تنظیم	0.625	0.382	0.683
array	سور	0.521	0.396	0.568
arrears	خنډونه	0.286	0.485	0.302
arrest	نیول	0.146	0.951	0.500
arrhythmia	اګیټیایا	0.265	0.706	0.356
arrival	رسیدنه	0.678	0.510	0.474
arrive	راځی	0.837	0.406	0.585
arrogance	سرغړونه	0.143	0.750	0.620
arrogant	سرغړونه	0.115	0.755	0.580
arrow	تیر	0.439	0.390	0.454
arsehole	ارسیلول	0.276	0.598	0.433
arseholes	arseholes	0.188	0.545	0.351
arsenal	آرشیف	0.365	0.741	0.752
arsenic	آرسنسي	0.281	0.472	0.447
arson	ټوپک	0.133	0.904	0.567
arsonist	ارونستانو	0.348	0.840	0.500
art	هنر	0.812	0.360	0.603
arterial	ارقام	0.396	0.510	0.583
artery	شریان	0.396	0.580	0.537
artful	ښکلی	0.771	0.608	0.778
arthritis	گرتریت	0.110	0.518	0.345
arthropod	ارتوپډ	0.344	0.464	0.434
artichoke	آرکیچیک	0.583	0.218	0.287
article	مقالې	0.594	0.280	0.481
articles	مقالې	0.552	0.324	0.565
articulate	انځورول	0.677	0.462	0.618
articulation	انځور	0.479	0.480	0.591
artifact	آثار	0.510	0.500	0.566
artifice	ټوپک	0.316	0.696	0.482
artificial	مصنوعي	0.306	0.385	0.351
artillery	توپچي	0.350	0.912	0.794
artisan	کاران	0.781	0.330	0.411
artist	فنکار	0.802	0.442	0.732
artiste	NO TRANSLATION	0.844	0.512	0.565
artistic	هنريست	0.802	0.646	0.632
artistry	آرټریټ	0.823	0.346	0.769
artists	هنرمندان	0.796	0.667	0.741
artwork	هنر کار	0.896	0.368	0.679
arty	آرټ	0.490	0.422	0.388
asap	asap	0.571	0.500	0.552
asbestos	اسټیسوس	0.357	0.481	0.464
ascend	راځی	0.830	0.620	0.812
ascendancy	ښایسته	0.724	0.625	0.700
ascendant	ماته	0.656	0.673	0.821
ascending	پورته کول	0.826	0.644	0.777
ascension	تکرار	0.765	0.720	0.714
ascent	پیسې	0.755	0.627	0.833
ascertain	یقینا	0.560	0.530	0.625
ascertained	معلومه شوه	0.531	0.529	0.616
ascetic	تڼی	0.438	0.375	0.472
ash	راش	0.260	0.210	0.207
ashamed	شرم	0.156	0.588	0.228
ashes	خاوره	0.327	0.279	0.142
ashtray	اسټریټ	0.406	0.382	0.265
asinine	اسینین	0.429	0.472	0.433
ask	پوښتنه وکړه	0.531	0.440	0.459
asleeep	NO TRANSLATION	0.490	0.210	0.322
asleep	خوب	0.604	0.100	0.270
asp	asp	0.438	0.489	0.375
asparagus	سمنډول	0.469	0.317	0.264
aspartame	اسپرامام	0.469	0.480	0.322
aspect	اړخ	0.479	0.469	0.588
aspects	اړخونه	0.439	0.480	0.565
aspen	aspen	0.479	0.280	0.395
asphalt	اسفالټ	0.479	0.264	0.439
asphyxia	اسفیقیا	0.198	0.704	0.311
asphyxiation	asphyxiation	0.059	0.745	0.412
aspiration	اطمینان	0.704	0.724	0.675
aspire	خواخوږی	0.812	0.469	0.722
aspirin	اسپرین	0.479	0.271	0.422
aspiring	هيله ده	0.844	0.582	0.604
ass	گدا	0.323	0.750	0.345
assail	حمله	0.378	0.510	0.500
assailant	حمله کونکي	0.184	0.868	0.602
assassin	وژنه	0.073	0.933	0.632
assassinate	وژنه	0.051	0.969	0.722
assassination	وژنه	0.083	0.941	0.525
assault	حمله	0.167	0.848	0.550
assay	ډاډ	0.633	0.559	0.594
assemblage	غونډه	0.429	0.452	0.600
assemble	راټولول	0.542	0.570	0.750
assembled	راغونډ شوی	0.663	0.450	0.644
assembly	غونډه	0.698	0.500	0.640
assemblyman	مجلس	0.430	0.538	0.760
assent	ژمنه	0.615	0.515	0.719
assert	زور	0.750	0.619	0.809
asserting	زورول	0.694	0.531	0.736
assertion	ادعا	0.740	0.442	0.750
assertive	سرغړونه	0.719	0.412	0.770
assess	ارزونه	0.698	0.500	0.623
assessment	ارزونه	0.750	0.623	0.658
assessor	ارزونکی	0.551	0.538	0.764
asset	شتمني	0.797	0.765	0.788
assets	شتمني	0.667	0.613	0.765
asshole	گدی	0.133	0.582	0.263
assign	تفریح ​​کړئ	0.622	0.417	0.709
assignee	دنده	0.510	0.462	0.510
assignment	دنده	0.483	0.398	0.745
assimilate	ډاډمن کړئ	0.559	0.391	0.683
assimilation	اطمینان ورکول	0.429	0.378	0.463
assist	مرسته کول	0.833	0.435	0.629
assistance	مرستې	0.656	0.519	0.633
assistant	مرستیال	0.625	0.390	0.536
associate	ملګري	0.812	0.409	0.625
association	ټولنه	0.745	0.500	0.817
assorted	مخلوط شوی	0.602	0.460	0.472
assortment	محرمیت	0.694	0.360	0.526
assuage	اطمینان ورکول	0.745	0.255	0.500
assume	فرض کړئ	0.698	0.401	0.464
assumed	فرض شوی	0.612	0.247	0.454
assuming	فرض کول	0.740	0.390	0.526
assumption	انګیرنه	0.479	0.431	0.417
assurance	ډاډ	0.675	0.442	0.704
assure	ډاډ ورکړئ	0.910	0.460	0.839
assured	ډاډ ورکړ	0.878	0.327	0.754
assuredly	یقینا	0.786	0.396	0.833
asterisk	ستاره	0.541	0.288	0.273
asteroid	اسټرائډس	0.430	0.721	0.623
asteroids	اسټریوډونه	0.361	0.694	0.712
asthma	د سږ کال	0.198	0.549	0.227
asthmatic	هوایی	0.229	0.706	0.294
astigmatism	سترګی	0.214	0.490	0.429
astonish	حیرانتیا	0.786	0.845	0.658
astonished	حیرانتیا	0.510	0.775	0.574
astonishing	حیرانتیا	0.844	0.802	0.821
astonishingly	NO TRANSLATION	0.827	0.898	0.773
astonishment	حیرانتیا	0.680	0.718	0.519
astound	حیرانتیا	0.729	0.675	0.474
astral	ستوری	0.604	0.417	0.567
astray	گمراه	0.098	0.676	0.308
astringent	ټوپک	0.316	0.500	0.474
astrologer	ستورپوهنه	0.594	0.519	0.673
astrology	ستورپوهنه	0.635	0.340	0.500
astronaut	سپوږمکۍ	0.792	0.601	0.761
astronomer	ستورپوهنه	0.750	0.509	0.735
astronomical	ستورپوهنه	0.600	0.632	0.726
astronomy	ستورپوهنه	0.613	0.474	0.722
astute	ستړی	0.776	0.658	0.827
asunder	لکه	0.208	0.442	0.259
asylum	پناه	0.407	0.330	0.445
asymmetric	ناببره	0.580	0.343	0.465
asymmetry	د اسامیتیمیا	0.476	0.373	0.527
asymptotic	اسیمیٹیکټ	0.479	0.451	0.472
atelier	اییلیلیر	0.490	0.330	0.705
atheism	توحید	0.276	0.460	0.481
atheist	ملګري	0.225	0.447	0.377
atheistic	پکار ده	0.373	0.481	0.466
atherosclerosis	ایریرسکلروسیس	0.250	0.480	0.343
athlete	لوبغاړی	0.781	0.718	0.686
athletic	ورزشکار	0.857	0.798	0.708
athleticism	اتلوليزمزم	0.750	0.863	0.778
athletics	ورزشکاران	0.831	0.691	0.740
atlas	اتلس	0.531	0.306	0.554
atmosphere	فضا	0.604	0.300	0.560
atmospheric	هوا	0.531	0.420	0.594
atoll	اتول	0.480	0.408	0.472
atom	اتوم	0.510	0.500	0.433
atomic	اټومي	0.327	0.817	0.713
atone	د	0.418	0.673	0.411
atonement	تاوان	0.550	0.602	0.683
atpeace	اوسمهال	0.724	0.298	0.519
atrium	اتریوم	0.469	0.365	0.473
atrocious	ظالمانه	0.073	0.811	0.445
atrocity	ظلم	0.115	0.844	0.593
atrophy	هوایی	0.177	0.540	0.208
attach	نښلول	0.520	0.363	0.559
