Word	Spanish-es	Valence	Arousal	Dominance
android	androide	0.663	0.436	0.500
anecdote	anécdota	0.583	0.529	0.500
anemia	anemia	0.188	0.327	0.310
anemic	anémico	0.167	0.279	0.155
anemone	anémona	0.552	0.538	0.327
anesthesia	anestesia	0.365	0.216	0.394
anesthesiologist	anestesiólogo	0.419	0.224	0.526
anesthetic	anestésico	0.350	0.264	0.482
aneurysm	aneurisma	0.115	0.690	0.536
anew	de nuevo	0.771	0.358	0.385
angel	ángel	0.906	0.158	0.704
angelic	angelical	0.927	0.298	0.668
anger	enfado	0.167	0.865	0.657
angered	enojado	0.010	0.860	0.547
angermanagement	NO TRANSLATION	0.260	0.632	0.482
angina	angina	0.230	0.630	0.464
angiogram	angiograma	0.347	0.520	0.465
angiography	angiografía	0.378	0.536	0.520
angle	ángulo	0.541	0.330	0.455
angling	pesca con caña	0.625	0.408	0.500
angora	angora	0.529	0.425	0.405
angriest	enojado	0.094	0.892	0.430
angry	enojado	0.122	0.830	0.604
angrytweet	NO TRANSLATION	0.265	0.644	0.471
angst	angustia	0.167	0.888	0.333
anguish	angustia	0.153	0.792	0.265
anguished	angustiado	0.135	0.720	0.307
angular	angular	0.449	0.281	0.444
anhydrous	anhidro	0.456	0.365	0.355
animal	animal	0.521	0.510	0.513
animate	animar	0.827	0.755	0.635
animated	animado	0.823	0.676	0.538
animation	animación	0.888	0.750	0.549
animosity	animosidad	0.510	0.724	0.545
animus	ánimo	0.698	0.676	0.466
ankle	tobillo	0.500	0.274	0.234
anklet	calcetín	0.410	0.276	0.302
annals	anales	0.427	0.610	0.424
annex	anexo	0.594	0.350	0.458
annexation	anexión	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	aniquilar	0.115	0.918	0.681
annihilated	aniquilado	0.080	0.760	0.324
annihilation	aniquilación	0.041	0.800	0.591
anniversary	aniversario	0.880	0.770	0.723
annotate	anotar	0.592	0.469	0.441
annotation	anotación	0.604	0.470	0.619
announce	anunciar	0.694	0.618	0.611
announcement	anuncio	0.729	0.491	0.482
announcer	locutor	0.602	0.570	0.732
annoy	molestar	0.094	0.765	0.286
annoyance	molestia	0.167	0.718	0.342
annoyed	irritado	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	molesto	0.082	0.853	0.348
annoys	molesta	0.146	0.778	0.435
annual	anual	0.552	0.236	0.500
annuity	anualidad	0.521	0.304	0.527
annul	anular	0.250	0.448	0.364
annular	anular	0.310	0.385	0.412
annulment	anulación	0.153	0.375	0.447
annulus	anillo	0.458	0.380	0.376
anointed	ungido	0.500	0.368	0.579
anointing	unción	0.653	0.350	0.547
anomalous	anómalo	0.281	0.480	0.423
anomaly	anomalía	0.188	0.538	0.404
anon	luego	0.479	0.354	0.298
anonymity	anonimato	0.469	0.255	0.430
anonymous	anónimo	0.396	0.291	0.431
anorexic	anoréxico	0.160	0.618	0.245
answer	responder	0.537	0.373	0.661
answerable	responsable	0.708	0.481	0.750
answering	respondiendo	0.684	0.500	0.607
ant	hormiga	0.448	0.216	0.216
antagonism	antagonismo	0.224	0.618	0.524
antagonist	antagonista	0.240	0.615	0.700
antagonistic	antagonista	0.296	0.604	0.565
antagonize	enemistarse	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	antecedente	0.427	0.551	0.566
antelope	antílope	0.542	0.510	0.500
antenna	antena	0.521	0.327	0.358
anterior	anterior	0.510	0.245	0.362
anthem	himno	0.780	0.343	0.729
anthill	hormiguero	0.327	0.578	0.377
anthology	antología	0.338	0.406	0.537
anthrax	ántrax	0.188	0.730	0.500
anthropological	antropológico	0.367	0.390	0.490
anthropologist	antropólogo	0.551	0.385	0.725
anthropology	antropología	0.490	0.367	0.582
anti	anti	0.365	0.412	0.384
antiaircraft	antiaéreo	0.330	0.622	0.629
antibiotic	antibiótico	0.510	0.373	0.658
antibiotics	antibióticos	0.448	0.406	0.557
antichrist	antecristo	0.082	0.837	0.544
anticipate	prever	0.622	0.469	0.667
anticipation	anticipación	0.698	0.539	0.711
anticipatory	anticipado	0.653	0.551	0.682
antics	payasadas	0.448	0.740	0.236
antidote	antídoto	0.541	0.490	0.629
antifungal	antimicótico	0.408	0.412	0.441
antigravity	anti gravedad	0.430	0.714	0.658
antimony	antimonio	0.378	0.398	0.490
antipathy	antipatía	0.198	0.549	0.393
antiquarian	anticuario	0.500	0.233	0.426
antiquated	anticuado	0.420	0.392	0.236
antique	antiguo	0.634	0.290	0.518
antiques	antigüedades	0.540	0.370	0.595
antiquity	antigüedad	0.385	0.333	0.556
antiseptic	antiséptico	0.438	0.370	0.623
antisocial	antisocial	0.146	0.686	0.391
antithesis	antítesis	0.396	0.412	0.536
antithetical	antitético	0.271	0.509	0.358
antiviral	antivirulento	0.459	0.470	0.549
antler	cuerno	0.448	0.470	0.500
antsy	antsy	0.449	0.558	0.417
anus	ano	0.347	0.644	0.350
anvil	yunque	0.380	0.510	0.604
anxiety	ansiedad	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	ansioso	0.281	0.875	0.434
anxiousness	ansiedad	0.235	0.814	0.282
anytime	en cualquier momento	0.625	0.461	0.436
aorta	aorta	0.448	0.510	0.542
aortic	aórtico	0.436	0.540	0.438
apace	rápidamente	0.536	0.500	0.536
apache	apache	0.687	0.469	0.500
apartment	apartamento	0.719	0.393	0.580
apartments	apartamentos	0.704	0.337	0.443
apathetic	apático	0.188	0.292	0.333
apathy	apatía	0.184	0.212	0.204
ape	mono	0.548	0.389	0.336
aperture	abertura	0.612	0.450	0.667
apex	apéndice	0.570	0.433	0.418
aphid	áfido	0.388	0.473	0.407
aphrodisiac	afrodisiaco	0.750	0.846	0.667
apiece	una pieza	0.439	0.259	0.383
aplomb	aplomo	0.500	0.509	0.582
apocalypse	apocalipsis	0.050	0.867	0.736
apocalyptic	apocalíptico	0.173	0.880	0.750
apologetic	apologético	0.479	0.461	0.571
apologist	apologista	0.406	0.429	0.526
apologize	pedir disculpas	0.551	0.378	0.389
apology	disculpa	0.571	0.346	0.402
apostasy	apostasía	0.388	0.520	0.517
apostate	apóstata	0.342	0.500	0.528
apostle	apóstol	0.646	0.347	0.732
apostolic	apostólico	0.592	0.300	0.717
apostrophe	apóstrofe	0.469	0.368	0.537
apothecary	boticario	0.561	0.328	0.529
appalled	horrorizado	0.194	0.792	0.562
appalling	pésimo	0.160	0.827	0.415
apparatus	aparato	0.375	0.353	0.377
apparel	vestir	0.698	0.435	0.453
apparent	aparente	0.473	0.383	0.398
apparently	aparentemente	0.531	0.410	0.426
apparition	aparición	0.406	0.573	0.636
appeal	apelación	0.663	0.598	0.558
appear	Aparecer	0.735	0.506	0.567
appearance	apariencia	0.669	0.490	0.534
appease	apaciguar	0.633	0.278	0.434
appellant	apelante	0.327	0.588	0.568
append	adjuntar	0.573	0.464	0.453
appendage	apéndice	0.229	0.382	0.438
appendectomy	apendectomía	0.177	0.670	0.554
appendicitis	apendicitis	0.031	0.640	0.347
appendix	apéndice	0.365	0.387	0.425
appetite	apetito	0.704	0.637	0.581
appetizer	aperitivo	0.755	0.560	0.406
appetizing	apetitoso	0.806	0.657	0.688
applaud	aplaudir	0.865	0.824	0.464
applause	aplausos	0.953	0.857	0.621
apple	manzana	0.811	0.300	0.264
apple juice	jugo de manzana	0.765	0.204	0.294
applejack	Aguardiente de manzana	0.604	0.431	0.473
applesauce	coba	0.750	0.167	0.291
appliance	aparato	0.582	0.453	0.538
appliances	accesorios	0.594	0.394	0.567
applicability	aplicabilidad	0.677	0.490	0.741
applicable	aplicable	0.469	0.430	0.667
applicant	solicitante	0.612	0.558	0.688
application	solicitud	0.646	0.445	0.726
apply	aplicar	0.612	0.321	0.667
appoint	nombrar	0.565	0.330	0.509
appointment	cita	0.688	0.594	0.547
appointments	equipo	0.745	0.677	0.625
apportion	prorratear	0.677	0.490	0.638
apportionment	prorrateo	0.552	0.481	0.453
appraisal	evaluación	0.417	0.667	0.682
appraise	evaluar	0.677	0.490	0.696
appreciable	apreciable	0.873	0.491	0.778
appreciate	apreciar	0.885	0.422	0.741
appreciated	apreciado	0.910	0.434	0.779
appreciates	aprecia	0.765	0.500	0.656
appreciation	apreciación	0.917	0.529	0.588
appreciative	agradecido	0.857	0.380	0.654
apprehend	aprehender	0.521	0.624	0.696
apprehension	detención	0.385	0.720	0.454
apprehensive	aprensivo	0.406	0.592	0.431
apprentice	aprendiz	0.615	0.413	0.452
apprenticeship	aprendizaje	0.812	0.482	0.643
approach	enfoque	0.612	0.392	0.610
approaching	que se acerca	0.740	0.557	0.491
approbate	NO TRANSLATION	0.646	0.590	0.860
approbation	aprobación	0.792	0.529	0.774
appropriate	apropiado	0.833	0.368	0.759
appropriation	apropiación	0.510	0.632	0.717
approval	aprobación	0.854	0.460	0.889
approve	aprobar	0.875	0.548	0.741
approved	aprobado	0.833	0.349	0.698
approvement	Aprobación	0.880	0.625	0.780
approving	aprobatorio	0.917	0.583	0.773
approximate	aproximado	0.551	0.560	0.520
approximately	aproximadamente	0.622	0.396	0.538
approximating	aproximándose	0.583	0.615	0.471
approximation	aproximación	0.582	0.402	0.593
appurtenances	anexidades	0.573	0.412	0.547
apricot	albaricoque	0.708	0.320	0.278
apron	delantal	0.582	0.208	0.245
apt	apto	0.582	0.418	0.382
aptitude	aptitud	0.750	0.471	0.746
aqua	agua	0.656	0.292	0.359
aquamarine	aguamarina	0.729	0.306	0.413
aquarium	acuario	0.663	0.327	0.393
aquatic	acuático	0.677	0.510	0.463
aqueduct	acueducto	0.551	0.411	0.534
aqueous	acuoso	0.429	0.270	0.310
arable	cultivable	0.510	0.350	0.465
arbiter	árbitro	0.561	0.537	0.814
arbitrary	arbitrario	0.281	0.702	0.686
arbitrate	arbitrar	0.470	0.620	0.682
arbitration	arbitraje	0.587	0.602	0.670
arbitrator	árbitro	0.385	0.448	0.795
arbor	cenador	0.583	0.490	0.591
arc	arco	0.552	0.388	0.396
arcade	arcada	0.676	0.521	0.502
arcane	arcano	0.500	0.490	0.637
arch	arco	0.500	0.354	0.468
archaeological	arqueológico	0.740	0.441	0.660
archaeologist	arqueólogo	0.552	0.451	0.706
archaeology	arqueología	0.596	0.358	0.691
archaic	arcaico	0.271	0.327	0.332
archangel	arcángel	0.837	0.500	0.708
archbishop	arzobispo	0.622	0.280	0.776
archdiocese	archidiócesis	0.400	0.321	0.704
archduke	archiduque	0.458	0.413	0.634
arched	arqueado	0.582	0.403	0.398
archer	arquero	0.573	0.622	0.661
archery	tiro al arco	0.594	0.604	0.589
archetype	arquetipo	0.448	0.520	0.569
archipelago	archipiélago	0.745	0.370	0.592
architect	arquitecto	0.776	0.442	0.836
architectural	arquitectónico	0.729	0.390	0.670
architecture	arquitectura	0.820	0.390	0.694
archive	archivo	0.438	0.294	0.527
arctic	ártico	0.615	0.352	0.546
ardent	ardiente	0.694	0.873	0.722
ardor	ardor	0.500	0.780	0.538
arduous	arduo	0.344	0.783	0.605
area	zona	0.490	0.306	0.464
arena	arena	0.510	0.235	0.404
areola	areola	0.417	0.396	0.381
areyoukidding	NO TRANSLATION	0.429	0.633	0.400
areyoukiddingme	NO TRANSLATION	0.365	0.635	0.375
argent	NO TRANSLATION	0.594	0.418	0.472
argh	argh	0.260	0.538	0.328
arghh	NO TRANSLATION	0.292	0.536	0.397
arghhhh	NO TRANSLATION	0.250	0.618	0.324
argue	discutir	0.093	0.798	0.525
argument	argumento	0.510	0.464	0.698
argumentation	argumentación	0.479	0.549	0.760
argumentative	discutidor	0.450	0.531	0.679
arguments	argumentos	0.541	0.602	0.657
arid	árido	0.323	0.333	0.379
arise	surgir	0.750	0.582	0.725
aristocracy	aristocracia	0.688	0.549	0.842
aristocrat	aristócrata	0.583	0.413	0.811
aristocratic	aristocrático	0.449	0.519	0.676
arithmetic	aritmética	0.453	0.460	0.634
ark	arca	0.396	0.427	0.543
arm	brazo	0.552	0.285	0.469
armada	armada	0.408	0.740	0.868
armament	armamento	0.198	0.764	0.810
armaments	armamento	0.192	0.839	0.830
armature	armadura	0.510	0.558	0.755
armchair	Sillón	0.646	0.164	0.339
armed	armado	0.188	0.750	0.808
armor	armadura	0.469	0.625	0.784
armored	blindado	0.469	0.509	0.861
armory	arsenal	0.448	0.663	0.800
armpit	axila	0.283	0.439	0.250
arms	brazos	0.464	0.395	0.483
army	Ejército	0.417	0.759	0.902
aroma	aroma	0.823	0.235	0.442
aromatherapy	aromaterapia	0.847	0.220	0.473
arousal	excitación	0.791	0.943	0.731
arouse	despertar	0.740	0.491	0.580
aroused	despertado	0.708	0.952	0.667
arraignment	acusación	0.406	0.837	0.534
arrange	organizar	0.740	0.490	0.571
arranged	arreglado	0.698	0.531	0.728
arrangement	arreglo	0.625	0.382	0.683
array	formación	0.521	0.396	0.568
arrears	atrasos	0.286	0.485	0.302
arrest	arrestar	0.146	0.951	0.500
arrhythmia	arritmia	0.265	0.706	0.356
arrival	llegada	0.678	0.510	0.474
arrive	llegar	0.837	0.406	0.585
arrogance	arrogancia	0.143	0.750	0.620
arrogant	arrogante	0.115	0.755	0.580
arrow	flecha	0.439	0.390	0.454
arsehole	gilipollas	0.276	0.598	0.433
arseholes	arseholes	0.188	0.545	0.351
arsenal	arsenal	0.365	0.741	0.752
arsenic	arsénico	0.281	0.472	0.447
arson	incendio provocado	0.133	0.904	0.567
arsonist	incendiario	0.348	0.840	0.500
art	art	0.812	0.360	0.603
arterial	arterial	0.396	0.510	0.583
artery	artería	0.396	0.580	0.537
artful	ingenioso	0.771	0.608	0.778
arthritis	artritis	0.110	0.518	0.345
arthropod	artrópodo	0.344	0.464	0.434
artichoke	alcachofa	0.583	0.218	0.287
article	artículo	0.594	0.280	0.481
articles	artículos	0.552	0.324	0.565
articulate	articular	0.677	0.462	0.618
articulation	articulación	0.479	0.480	0.591
artifact	artefacto	0.510	0.500	0.566
artifice	artificio	0.316	0.696	0.482
artificial	artificial	0.306	0.385	0.351
artillery	artillería	0.350	0.912	0.794
artisan	artesano	0.781	0.330	0.411
artist	artista	0.802	0.442	0.732
artiste	NO TRANSLATION	0.844	0.512	0.565
artistic	artístico	0.802	0.646	0.632
artistry	arte	0.823	0.346	0.769
artists	artistas	0.796	0.667	0.741
artwork	ilustraciones	0.896	0.368	0.679
arty	pretensioso	0.490	0.422	0.388
asap	lo antes posible	0.571	0.500	0.552
asbestos	amianto	0.357	0.481	0.464
ascend	ascender	0.830	0.620	0.812
ascendancy	ascendencia	0.724	0.625	0.700
ascendant	ascendente	0.656	0.673	0.821
ascending	ascendiendo	0.826	0.644	0.777
ascension	ascensión	0.765	0.720	0.714
ascent	ascenso	0.755	0.627	0.833
ascertain	cerciorarse	0.560	0.530	0.625
ascertained	averiguado	0.531	0.529	0.616
ascetic	ascético	0.438	0.375	0.472
ash	ceniza	0.260	0.210	0.207
ashamed	avergonzado	0.156	0.588	0.228
ashes	despojos mortales	0.327	0.279	0.142
ashtray	cenicero	0.406	0.382	0.265
asinine	asnal	0.429	0.472	0.433
ask	pedir	0.531	0.440	0.459
asleeep	NO TRANSLATION	0.490	0.210	0.322
asleep	dormido	0.604	0.100	0.270
asp	áspid	0.438	0.489	0.375
asparagus	espárragos	0.469	0.317	0.264
aspartame	aspartamo	0.469	0.480	0.322
aspect	aspecto	0.479	0.469	0.588
aspects	aspectos	0.439	0.480	0.565
aspen	álamo temblón	0.479	0.280	0.395
asphalt	asfalto	0.479	0.264	0.439
asphyxia	asfixia	0.198	0.704	0.311
asphyxiation	asfixia	0.059	0.745	0.412
aspiration	aspiración	0.704	0.724	0.675
aspire	aspirar	0.812	0.469	0.722
aspirin	aspirina	0.479	0.271	0.422
aspiring	ambicioso	0.844	0.582	0.604
ass	culo	0.323	0.750	0.345
assail	atacar	0.378	0.510	0.500
assailant	agresor	0.184	0.868	0.602
assassin	asesino	0.073	0.933	0.632
assassinate	asesinar	0.051	0.969	0.722
assassination	asesinato	0.083	0.941	0.525
assault	asalto	0.167	0.848	0.550
assay	ensayo	0.633	0.559	0.594
assemblage	montaje	0.429	0.452	0.600
assemble	armar	0.542	0.570	0.750
assembled	ensamblado	0.663	0.450	0.644
assembly	montaje	0.698	0.500	0.640
assemblyman	asambleísta	0.430	0.538	0.760
assent	asentir	0.615	0.515	0.719
assert	afirmar	0.750	0.619	0.809
asserting	afirmando	0.694	0.531	0.736
assertion	afirmación	0.740	0.442	0.750
assertive	positivo	0.719	0.412	0.770
assess	evaluar	0.698	0.500	0.623
assessment	evaluación	0.750	0.623	0.658
assessor	asesor	0.551	0.538	0.764
asset	activo	0.797	0.765	0.788
assets	bienes	0.667	0.613	0.765
asshole	Estúpido	0.133	0.582	0.263
assign	asignar	0.622	0.417	0.709
assignee	cesionario	0.510	0.462	0.510
assignment	asignación	0.483	0.398	0.745
assimilate	asimilar	0.559	0.391	0.683
assimilation	asimilación	0.429	0.378	0.463
assist	ayudar	0.833	0.435	0.629
assistance	asistencia	0.656	0.519	0.633
assistant	asistente	0.625	0.390	0.536
associate	asociar	0.812	0.409	0.625
association	asociación	0.745	0.500	0.817
assorted	clasificado	0.602	0.460	0.472
assortment	surtido	0.694	0.360	0.526
assuage	calmar	0.745	0.255	0.500
assume	asumir	0.698	0.401	0.464
assumed	ficticio	0.612	0.247	0.454
assuming	asumiendo	0.740	0.390	0.526
assumption	suposición	0.479	0.431	0.417
assurance	garantía	0.675	0.442	0.704
assure	asegurar	0.910	0.460	0.839
assured	seguro	0.878	0.327	0.754
assuredly	ciertamente	0.786	0.396	0.833
asterisk	asterisco	0.541	0.288	0.273
asteroid	asteroide	0.430	0.721	0.623
asteroids	asteroides	0.361	0.694	0.712
asthma	asma	0.198	0.549	0.227
asthmatic	asmático	0.229	0.706	0.294
astigmatism	astigmatismo	0.214	0.490	0.429
astonish	asombrar	0.786	0.845	0.658
astonished	asombrado	0.510	0.775	0.574
astonishing	asombroso	0.844	0.802	0.821
astonishingly	NO TRANSLATION	0.827	0.898	0.773
astonishment	asombro	0.680	0.718	0.519
astound	asombrar	0.729	0.675	0.474
astral	astral	0.604	0.417	0.567
astray	por mal camino	0.098	0.676	0.308
astringent	astringente	0.316	0.500	0.474
astrologer	astrólogo	0.594	0.519	0.673
astrology	astrología	0.635	0.340	0.500
astronaut	astronauta	0.792	0.601	0.761
astronomer	astrónomo	0.750	0.509	0.735
astronomical	astronómico	0.600	0.632	0.726
astronomy	astronomía	0.613	0.474	0.722
astute	astuto	0.776	0.658	0.827
asunder	en pedazos	0.208	0.442	0.259
asylum	asilo	0.407	0.330	0.445
asymmetric	asimétrico	0.580	0.343	0.465
asymmetry	asimetría	0.476	0.373	0.527
asymptotic	asintótico	0.479	0.451	0.472
atelier	taller	0.490	0.330	0.705
atheism	ateísmo	0.276	0.460	0.481
atheist	ateo	0.225	0.447	0.377
atheistic	ateo	0.373	0.481	0.466
atherosclerosis	aterosclerosis	0.250	0.480	0.343
athlete	atleta	0.781	0.718	0.686
athletic	atlético	0.857	0.798	0.708
athleticism	atletismo	0.750	0.863	0.778
athletics	atletismo	0.831	0.691	0.740
atlas	atlas	0.531	0.306	0.554
atmosphere	atmósfera	0.604	0.300	0.560
atmospheric	atmosférico	0.531	0.420	0.594
atoll	atolón	0.480	0.408	0.472
atom	átomo	0.510	0.500	0.433
atomic	atómico	0.327	0.817	0.713
atone	expiar	0.418	0.673	0.411
atonement	expiación	0.550	0.602	0.683
atpeace	en paz	0.724	0.298	0.519
atrium	atrio	0.469	0.365	0.473
atrocious	atroz	0.073	0.811	0.445
atrocity	atrocidad	0.115	0.844	0.593
atrophy	atrofia	0.177	0.540	0.208
attach	adjuntar	0.520	0.363	0.559
attached	adjunto	0.562	0.350	0.439
attachment	adjunto archivo	0.570	0.343	0.500
attack	ataque	0.286	0.948	0.670
attacker	agresor	0.185	0.962	0.629
attacking	agresor	0.276	0.837	0.642
attain	alcanzar	0.806	0.510	0.719
attainable	alcanzable	0.760	0.500	0.759
attainment	logro	0.830	0.520	0.940
attempt	intento	0.625	0.491	0.431
attempted	intentó	0.594	0.580	0.567
attend	asistir	0.650	0.420	0.625
attendance	asistencia	0.812	0.500	0.592
attendant	asistente	0.580	0.365	0.519
attention	atención	0.740	0.599	0.774
attentionseeker	NO TRANSLATION	0.367	0.745	0.457
attentionseekers	NO TRANSLATION	0.531	0.673	0.500
attentive	atento	0.812	0.520	0.724
attenuate	atenuar	0.408	0.302	0.429
attenuated	atenuado	0.449	0.280	0.298
attenuation	atenuación	0.458	0.363	0.464
attest	dar fe	0.439	0.710	0.685
attestation	atestación	0.234	0.635	0.500
attic	ático	0.521	0.259	0.377
attire	atuendo	0.742	0.388	0.483
attitude	actitud	0.760	0.644	0.861
attorney	abogado	0.600	0.594	0.754
attract	atraer	0.796	0.663	0.769
attraction	atracción	0.906	0.774	0.712
attractive	atractivo	0.906	0.630	0.769
attractiveness	atractivo	0.938	0.667	0.755
attributable	atribuible	0.704	0.430	0.527
attribute	atributo	0.781	0.439	0.795
attribution	atribución	0.646	0.467	0.658
attrition	desgaste	0.229	0.540	0.259
auburn	castaño	0.510	0.240	0.411
auction	subasta	0.594	0.702	0.519
auctioneer	subastador	0.542	0.732	0.716
audacious	audaz	0.740	0.875	0.825
audacity	audacia	0.760	0.755	0.916
audible	audible	0.673	0.370	0.462
audience	audiencia	0.698	0.610	0.613
audio	audio	0.709	0.425	0.370
audit	auditoría	0.375	0.562	0.735
audition	audición	0.750	0.685	0.615
auditions	audiciones	0.740	0.765	0.596
auditor	auditor	0.582	0.571	0.726
auditorium	sala	0.529	0.490	0.538
auditory	auditivo	0.531	0.481	0.570
aught	algo	0.418	0.135	0.217
augment	aumentar	0.650	0.683	0.645
augmentation	aumento	0.714	0.613	0.850
august	agosto	0.652	0.292	0.462
aunt	tía	0.667	0.291	0.420
auntie	tía	0.643	0.275	0.447
aura	aura	0.760	0.333	0.500
aurora	Aurora	0.817	0.306	0.537
auspices	auspicios	0.542	0.500	0.634
auspicious	propicio	0.562	0.635	0.669
austere	austero	0.500	0.390	0.422
austerity	austeridad	0.438	0.406	0.534
authentic	auténtico	0.885	0.510	0.782
authenticate	autenticar	0.833	0.480	0.789
authentication	autenticación	0.724	0.491	0.750
authenticity	autenticidad	0.670	0.548	0.845
author	autor	0.775	0.343	0.749
authoritative	autoritario	0.636	0.520	0.890
authority	autoridad	0.592	0.592	0.934
authorization	autorización	0.521	0.567	0.817
authorize	autorizar	0.772	0.596	0.821
authorized	autorizado	0.760	0.458	0.815
authorship	paternidad literaria	0.667	0.635	0.773
autism	autismo	0.235	0.500	0.447
autistic	autista	0.367	0.337	0.404
auto	auto	0.571	0.569	0.500
autobiographical	autobiográfico	0.909	0.462	0.582
autobiography	autobiografía	0.735	0.284	0.629
autocorrect	autocorrección	0.551	0.439	0.616
autocratic	autocrático	0.542	0.577	0.727
autograph	autógrafo	0.735	0.565	0.473
autographed	autografiado	0.781	0.620	0.625
automated	automatizado	0.578	0.402	0.632
automatic	automático	0.562	0.433	0.664
automobile	automóvil	0.753	0.625	0.534
automotive	automotor	0.656	0.520	0.577
autonomy	autonomía	0.781	0.349	0.891
autopilot	piloto automático	0.594	0.462	0.632
autopsy	autopsia	0.252	0.650	0.538
autumn	otoño	0.765	0.204	0.450
auxiliary	auxiliar	0.622	0.471	0.509
avail	aprovechar	0.800	0.430	0.603
availability	disponibilidad	0.796	0.544	0.600
