Word	Macedonian-mk	Valence	Arousal	Dominance
anemone	anemone	0.552	0.538	0.327
anesthesia	анестезија	0.365	0.216	0.394
anesthesiologist	анестезиолог	0.419	0.224	0.526
anesthetic	анестетик	0.350	0.264	0.482
aneurysm	аневризма	0.115	0.690	0.536
anew	одново	0.771	0.358	0.385
angel	ангел	0.906	0.158	0.704
angelic	ангелски	0.927	0.298	0.668
anger	лутина	0.167	0.865	0.657
angered	лути	0.010	0.860	0.547
angermanagement	NO TRANSLATION	0.260	0.632	0.482
angina	ангина	0.230	0.630	0.464
angiogram	ангиограм	0.347	0.520	0.465
angiography	ангиографија	0.378	0.536	0.520
angle	агол	0.541	0.330	0.455
angling	риболов	0.625	0.408	0.500
angora	ангора	0.529	0.425	0.405
angriest	најжесток	0.094	0.892	0.430
angry	лути	0.122	0.830	0.604
angrytweet	NO TRANSLATION	0.265	0.644	0.471
angst	angst	0.167	0.888	0.333
anguish	болка	0.153	0.792	0.265
anguished	болен	0.135	0.720	0.307
angular	аголна	0.449	0.281	0.444
anhydrous	безводен	0.456	0.365	0.355
animal	животно	0.521	0.510	0.513
animate	анимирај	0.827	0.755	0.635
animated	анимиран	0.823	0.676	0.538
animation	анимација	0.888	0.750	0.549
animosity	непријателство	0.510	0.724	0.545
animus	анимус	0.698	0.676	0.466
ankle	глуждот	0.500	0.274	0.234
anklet	anklet	0.410	0.276	0.302
annals	аналите	0.427	0.610	0.424
annex	анекс	0.594	0.350	0.458
annexation	анексија	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	уништува	0.115	0.918	0.681
annihilated	уништен	0.080	0.760	0.324
annihilation	аннигилација	0.041	0.800	0.591
anniversary	годишнина	0.880	0.770	0.723
annotate	annotate	0.592	0.469	0.441
annotation	коментар	0.604	0.470	0.619
announce	објави	0.694	0.618	0.611
announcement	најава	0.729	0.491	0.482
announcer	најавувач	0.602	0.570	0.732
annoy	нервирај	0.094	0.765	0.286
annoyance	вознемиреност	0.167	0.718	0.342
annoyed	вознемирен	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	досадни	0.082	0.853	0.348
annoys	иритира	0.146	0.778	0.435
annual	годишно	0.552	0.236	0.500
annuity	ануитет	0.521	0.304	0.527
annul	поништи	0.250	0.448	0.364
annular	прстенест	0.310	0.385	0.412
annulment	поништување	0.153	0.375	0.447
annulus	анулус	0.458	0.380	0.376
anointed	помазан	0.500	0.368	0.579
anointing	помазание	0.653	0.350	0.547
anomalous	аномалија	0.281	0.480	0.423
anomaly	аномалија	0.188	0.538	0.404
anon	anon	0.479	0.354	0.298
anonymity	анонимност	0.469	0.255	0.430
anonymous	анонимен	0.396	0.291	0.431
anorexic	анорексичен	0.160	0.618	0.245
answer	одговор	0.537	0.373	0.661
answerable	одговорно	0.708	0.481	0.750
answering	одговарање	0.684	0.500	0.607
ant	мравка	0.448	0.216	0.216
antagonism	антагонизам	0.224	0.618	0.524
antagonist	антагонист	0.240	0.615	0.700
antagonistic	антагонистички	0.296	0.604	0.565
antagonize	антагонизирај	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	претходник	0.427	0.551	0.566
antelope	антилопа	0.542	0.510	0.500
antenna	антена	0.521	0.327	0.358
anterior	предна страна	0.510	0.245	0.362
anthem	химна	0.780	0.343	0.729
anthill	мравјалник	0.327	0.578	0.377
anthology	антологија	0.338	0.406	0.537
anthrax	антракс	0.188	0.730	0.500
anthropological	антрополошки	0.367	0.390	0.490
anthropologist	антрополог	0.551	0.385	0.725
anthropology	антропологија	0.490	0.367	0.582
anti	анти	0.365	0.412	0.384
antiaircraft	антизавр	0.330	0.622	0.629
antibiotic	антибиотик	0.510	0.373	0.658
antibiotics	антибиотици	0.448	0.406	0.557
antichrist	антихрист	0.082	0.837	0.544
anticipate	предвиди	0.622	0.469	0.667
anticipation	исчекување	0.698	0.539	0.711
anticipatory	предвидено	0.653	0.551	0.682
antics	антички	0.448	0.740	0.236
antidote	противотров	0.541	0.490	0.629
antifungal	антифунгални	0.408	0.412	0.441
antigravity	антигравитација	0.430	0.714	0.658
antimony	антимон	0.378	0.398	0.490
antipathy	антипатија	0.198	0.549	0.393
antiquarian	антиквар	0.500	0.233	0.426
antiquated	застарена	0.420	0.392	0.236
antique	антички	0.634	0.290	0.518
antiques	антиквитети	0.540	0.370	0.595
antiquity	антиката	0.385	0.333	0.556
antiseptic	антисептик	0.438	0.370	0.623
antisocial	антисоцијален	0.146	0.686	0.391
antithesis	антитеза	0.396	0.412	0.536
antithetical	антитетички	0.271	0.509	0.358
antiviral	антивирусна	0.459	0.470	0.549
antler	роговиден	0.448	0.470	0.500
antsy	антив	0.449	0.558	0.417
anus	анус	0.347	0.644	0.350
anvil	наковало	0.380	0.510	0.604
anxiety	анксиозност	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	нервозни	0.281	0.875	0.434
anxiousness	вознемиреност	0.235	0.814	0.282
anytime	во секое време	0.625	0.461	0.436
aorta	аорта	0.448	0.510	0.542
aortic	аортна	0.436	0.540	0.438
apace	брзо	0.536	0.500	0.536
apache	apache	0.687	0.469	0.500
apartment	стан	0.719	0.393	0.580
apartments	апартмани	0.704	0.337	0.443
apathetic	апатичен	0.188	0.292	0.333
apathy	апатија	0.184	0.212	0.204
ape	мајмун	0.548	0.389	0.336
aperture	отвор	0.612	0.450	0.667
apex	врвот	0.570	0.433	0.418
aphid	листопад	0.388	0.473	0.407
aphrodisiac	афродизијак	0.750	0.846	0.667
apiece	парче	0.439	0.259	0.383
aplomb	Апликација	0.500	0.509	0.582
apocalypse	апокалипса	0.050	0.867	0.736
apocalyptic	апокалиптичен	0.173	0.880	0.750
apologetic	апологетски	0.479	0.461	0.571
apologist	апологет	0.406	0.429	0.526
apologize	извини	0.551	0.378	0.389
apology	извинување	0.571	0.346	0.402
apostasy	отпадништво	0.388	0.520	0.517
apostate	отпадник	0.342	0.500	0.528
apostle	апостол	0.646	0.347	0.732
apostolic	апостолски	0.592	0.300	0.717
apostrophe	апостроф	0.469	0.368	0.537
apothecary	аптека	0.561	0.328	0.529
appalled	изненаден	0.194	0.792	0.562
appalling	ужасни	0.160	0.827	0.415
apparatus	апарат	0.375	0.353	0.377
apparel	облека	0.698	0.435	0.453
apparent	очигледно	0.473	0.383	0.398
apparently	очигледно	0.531	0.410	0.426
apparition	сениште	0.406	0.573	0.636
appeal	жалба	0.663	0.598	0.558
appear	се појави	0.735	0.506	0.567
appearance	изглед	0.669	0.490	0.534
appease	смири	0.633	0.278	0.434
appellant	апелира	0.327	0.588	0.568
append	додадете	0.573	0.464	0.453
appendage	додаток	0.229	0.382	0.438
appendectomy	апендектомија	0.177	0.670	0.554
appendicitis	апендицитис	0.031	0.640	0.347
appendix	прилог	0.365	0.387	0.425
appetite	апетит	0.704	0.637	0.581
appetizer	мезе	0.755	0.560	0.406
appetizing	апетит	0.806	0.657	0.688
applaud	аплаудирај	0.865	0.824	0.464
applause	аплауз	0.953	0.857	0.621
apple	јаболко	0.811	0.300	0.264
apple juice	сок од јаболко	0.765	0.204	0.294
applejack	applejack	0.604	0.431	0.473
applesauce	јаболка	0.750	0.167	0.291
appliance	апаратот	0.582	0.453	0.538
appliances	апарати	0.594	0.394	0.567
applicability	применливост	0.677	0.490	0.741
applicable	применливо	0.469	0.430	0.667
applicant	апликант	0.612	0.558	0.688
application	апликација	0.646	0.445	0.726
apply	се применуваат	0.612	0.321	0.667
appoint	назначи	0.565	0.330	0.509
appointment	назначување	0.688	0.594	0.547
appointments	состаноци	0.745	0.677	0.625
apportion	распределба	0.677	0.490	0.638
apportionment	распределба	0.552	0.481	0.453
appraisal	проценка	0.417	0.667	0.682
appraise	оцени	0.677	0.490	0.696
appreciable	значително	0.873	0.491	0.778
appreciate	цени	0.885	0.422	0.741
appreciated	ценети	0.910	0.434	0.779
appreciates	цени	0.765	0.500	0.656
appreciation	благодарност	0.917	0.529	0.588
appreciative	благодарни	0.857	0.380	0.654
apprehend	апсење	0.521	0.624	0.696
apprehension	приведување	0.385	0.720	0.454
apprehensive	загрижен	0.406	0.592	0.431
apprentice	чирак	0.615	0.413	0.452
apprenticeship	школување	0.812	0.482	0.643
approach	приод	0.612	0.392	0.610
approaching	се приближува	0.740	0.557	0.491
approbate	NO TRANSLATION	0.646	0.590	0.860
approbation	одобрување	0.792	0.529	0.774
appropriate	соодветно	0.833	0.368	0.759
appropriation	присвојување	0.510	0.632	0.717
approval	одобрување	0.854	0.460	0.889
approve	одобри	0.875	0.548	0.741
approved	одобрен	0.833	0.349	0.698
approvement	одобрување	0.880	0.625	0.780
approving	одобрување	0.917	0.583	0.773
approximate	приближна	0.551	0.560	0.520
approximately	приближно	0.622	0.396	0.538
approximating	приближување	0.583	0.615	0.471
approximation	приближување	0.582	0.402	0.593
appurtenances	приклучоци	0.573	0.412	0.547
apricot	кајсија	0.708	0.320	0.278
apron	престилка	0.582	0.208	0.245
apt	АП	0.582	0.418	0.382
aptitude	способност	0.750	0.471	0.746
aqua	aqua	0.656	0.292	0.359
aquamarine	аквамарин	0.729	0.306	0.413
aquarium	аквариум	0.663	0.327	0.393
aquatic	водни	0.677	0.510	0.463
aqueduct	Аквадуктот	0.551	0.411	0.534
aqueous	воден	0.429	0.270	0.310
arable	обработливо земјиште	0.510	0.350	0.465
arbiter	арбитер	0.561	0.537	0.814
arbitrary	произволно	0.281	0.702	0.686
arbitrate	арбитража	0.470	0.620	0.682
arbitration	арбитража	0.587	0.602	0.670
arbitrator	арбитер	0.385	0.448	0.795
arbor	Арбор	0.583	0.490	0.591
arc	лак	0.552	0.388	0.396
arcade	аркада	0.676	0.521	0.502
arcane	аркан	0.500	0.490	0.637
arch	лак	0.500	0.354	0.468
archaeological	археолошки	0.740	0.441	0.660
archaeologist	археолог	0.552	0.451	0.706
archaeology	археологија	0.596	0.358	0.691
archaic	архаичен	0.271	0.327	0.332
archangel	архангел	0.837	0.500	0.708
archbishop	архиепископ	0.622	0.280	0.776
archdiocese	архиепископија	0.400	0.321	0.704
archduke	надмоќ	0.458	0.413	0.634
arched	заоблени	0.582	0.403	0.398
archer	Стрелец	0.573	0.622	0.661
archery	Стрелаштво	0.594	0.604	0.589
archetype	архетип	0.448	0.520	0.569
archipelago	архипелаг	0.745	0.370	0.592
architect	архитект	0.776	0.442	0.836
architectural	архитектонски	0.729	0.390	0.670
architecture	архитектура	0.820	0.390	0.694
archive	архива	0.438	0.294	0.527
arctic	Арктикот	0.615	0.352	0.546
ardent	жесток	0.694	0.873	0.722
ardor	плам	0.500	0.780	0.538
arduous	напорно	0.344	0.783	0.605
area	област	0.490	0.306	0.464
arena	арена	0.510	0.235	0.404
areola	ареола	0.417	0.396	0.381
areyoukidding	NO TRANSLATION	0.429	0.633	0.400
areyoukiddingme	NO TRANSLATION	0.365	0.635	0.375
argent	NO TRANSLATION	0.594	0.418	0.472
argh	argh	0.260	0.538	0.328
arghh	NO TRANSLATION	0.292	0.536	0.397
arghhhh	NO TRANSLATION	0.250	0.618	0.324
argue	тврдат	0.093	0.798	0.525
argument	аргумент	0.510	0.464	0.698
argumentation	аргументација	0.479	0.549	0.760
argumentative	аргументативно	0.450	0.531	0.679
arguments	аргументи	0.541	0.602	0.657
arid	суви	0.323	0.333	0.379
arise	се појават	0.750	0.582	0.725
aristocracy	аристократија	0.688	0.549	0.842
aristocrat	аристократ	0.583	0.413	0.811
aristocratic	аристократски	0.449	0.519	0.676
arithmetic	аритметика	0.453	0.460	0.634
ark	ark	0.396	0.427	0.543
arm	рака	0.552	0.285	0.469
armada	armada	0.408	0.740	0.868
armament	вооружување	0.198	0.764	0.810
armaments	вооружување	0.192	0.839	0.830
armature	арматура	0.510	0.558	0.755
armchair	фотелја	0.646	0.164	0.339
armed	вооружени	0.188	0.750	0.808
armor	оклоп	0.469	0.625	0.784
armored	оклопни	0.469	0.509	0.861
armory	оружје	0.448	0.663	0.800
armpit	пазува	0.283	0.439	0.250
arms	оружје	0.464	0.395	0.483
army	армија	0.417	0.759	0.902
aroma	арома	0.823	0.235	0.442
aromatherapy	ароматерапија	0.847	0.220	0.473
arousal	возбуда	0.791	0.943	0.731
arouse	предизвикува	0.740	0.491	0.580
aroused	возбудена	0.708	0.952	0.667
arraignment	arraignment	0.406	0.837	0.534
arrange	организираме	0.740	0.490	0.571
arranged	наредени	0.698	0.531	0.728
arrangement	аранжман	0.625	0.382	0.683
array	низа	0.521	0.396	0.568
arrears	долгови	0.286	0.485	0.302
arrest	апсење	0.146	0.951	0.500
arrhythmia	аритмија	0.265	0.706	0.356
arrival	пристигнување	0.678	0.510	0.474
arrive	пристигне	0.837	0.406	0.585
arrogance	ароганција	0.143	0.750	0.620
arrogant	арогантен	0.115	0.755	0.580
arrow	стрелка	0.439	0.390	0.454
arsehole	arsehole	0.276	0.598	0.433
arseholes	arseholes	0.188	0.545	0.351
arsenal	арсенал	0.365	0.741	0.752
arsenic	арсен	0.281	0.472	0.447
arson	подметнување пожар	0.133	0.904	0.567
arsonist	подметнувач	0.348	0.840	0.500
art	art	0.812	0.360	0.603
arterial	артериски	0.396	0.510	0.583
artery	артерија	0.396	0.580	0.537
artful	уметнички	0.771	0.608	0.778
arthritis	артритис	0.110	0.518	0.345
arthropod	Членконоги	0.344	0.464	0.434
artichoke	артишок	0.583	0.218	0.287
article	статија	0.594	0.280	0.481
articles	статии	0.552	0.324	0.565
articulate	артикулираат	0.677	0.462	0.618
articulation	артикулација	0.479	0.480	0.591
artifact	артефакт	0.510	0.500	0.566
artifice	артефакти	0.316	0.696	0.482
artificial	вештачки	0.306	0.385	0.351
artillery	артилерија	0.350	0.912	0.794
artisan	занаетчија	0.781	0.330	0.411
artist	уметник	0.802	0.442	0.732
artiste	NO TRANSLATION	0.844	0.512	0.565
artistic	уметнички	0.802	0.646	0.632
artistry	уметност	0.823	0.346	0.769
artists	уметници	0.796	0.667	0.741
artwork	уметничко дело	0.896	0.368	0.679
arty	arty	0.490	0.422	0.388
asap	побрзо	0.571	0.500	0.552
asbestos	азбест	0.357	0.481	0.464
ascend	се искачи	0.830	0.620	0.812
ascendancy	надмоќ	0.724	0.625	0.700
ascendant	асцедент	0.656	0.673	0.821
ascending	растечки	0.826	0.644	0.777
ascension	Вознесение	0.765	0.720	0.714
ascent	искачување	0.755	0.627	0.833
ascertain	утврди	0.560	0.530	0.625
ascertained	констатирано	0.531	0.529	0.616
ascetic	аскет	0.438	0.375	0.472
ash	пепел	0.260	0.210	0.207
ashamed	засрамен	0.156	0.588	0.228
ashes	пепел	0.327	0.279	0.142
ashtray	пепелник	0.406	0.382	0.265
