Word	Swahili-sw	Valence	Arousal	Dominance
anaphylactic	anaphylactic	0.378	0.588	0.500
anarchism	anarchism	0.125	0.804	0.623
anarchist	anarchist	0.204	0.700	0.759
anarchy	machafuko	0.146	0.755	0.620
anastomosis	anastomosis	0.375	0.470	0.490
anathema	anathema	0.286	0.490	0.519
anatomic	anatomic	0.562	0.442	0.546
anatomy	anatomy	0.562	0.390	0.571
ancestor	babu	0.592	0.388	0.594
ancestral	baba	0.640	0.481	0.750
ancestry	kizazi	0.708	0.519	0.717
anchor	nanga	0.520	0.284	0.564
anchorage	Anchorage	0.500	0.325	0.639
ancient	kale	0.420	0.217	0.439
ancillary	msaidizi	0.449	0.442	0.278
androgen	androgen	0.255	0.523	0.527
android	android	0.663	0.436	0.500
anecdote	anecdote	0.583	0.529	0.500
anemia	upungufu wa damu	0.188	0.327	0.310
anemic	anemic	0.167	0.279	0.155
anemone	anemone	0.552	0.538	0.327
anesthesia	anesthesia	0.365	0.216	0.394
anesthesiologist	anesthesiologist	0.419	0.224	0.526
anesthetic	anesthetic	0.350	0.264	0.482
aneurysm	aneurysm	0.115	0.690	0.536
anew	upya	0.771	0.358	0.385
angel	malaika	0.906	0.158	0.704
angelic	malaika	0.927	0.298	0.668
anger	hasira	0.167	0.865	0.657
angered	hasira	0.010	0.860	0.547
angermanagement	NO TRANSLATION	0.260	0.632	0.482
angina	angina	0.230	0.630	0.464
angiogram	angiogram	0.347	0.520	0.465
angiography	angiography	0.378	0.536	0.520
angle	angle	0.541	0.330	0.455
angling	angling	0.625	0.408	0.500
angora	angora	0.529	0.425	0.405
angriest	hasira	0.094	0.892	0.430
angry	hasira	0.122	0.830	0.604
angrytweet	NO TRANSLATION	0.265	0.644	0.471
angst	angst	0.167	0.888	0.333
anguish	maumivu	0.153	0.792	0.265
anguished	huzuni	0.135	0.720	0.307
angular	angular	0.449	0.281	0.444
anhydrous	anhydrous	0.456	0.365	0.355
animal	mnyama	0.521	0.510	0.513
animate	fanya	0.827	0.755	0.635
animated	animated	0.823	0.676	0.538
animation	uhuishaji	0.888	0.750	0.549
animosity	chuki	0.510	0.724	0.545
animus	animus	0.698	0.676	0.466
ankle	mguu	0.500	0.274	0.234
anklet	anklet	0.410	0.276	0.302
annals	inabiri	0.427	0.610	0.424
annex	kiambatisho	0.594	0.350	0.458
annexation	vifungo	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	kuangamiza	0.115	0.918	0.681
annihilated	kuharibiwa	0.080	0.760	0.324
annihilation	kuangamiza	0.041	0.800	0.591
anniversary	maadhimisho ya miaka	0.880	0.770	0.723
annotate	onyesha	0.592	0.469	0.441
annotation	maelezo	0.604	0.470	0.619
announce	tangazo	0.694	0.618	0.611
announcement	tangazo	0.729	0.491	0.482
announcer	mtangazaji	0.602	0.570	0.732
annoy	pendeza	0.094	0.765	0.286
annoyance	chuki	0.167	0.718	0.342
annoyed	alikasirika	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	hasira	0.082	0.853	0.348
annoys	hukasirika	0.146	0.778	0.435
annual	kila mwaka	0.552	0.236	0.500
annuity	annuity	0.521	0.304	0.527
annul	kufuta	0.250	0.448	0.364
annular	annular	0.310	0.385	0.412
annulment	kufutwa	0.153	0.375	0.447
annulus	annulus	0.458	0.380	0.376
anointed	mafuta	0.500	0.368	0.579
anointing	upako	0.653	0.350	0.547
anomalous	mbaya	0.281	0.480	0.423
anomaly	haifai	0.188	0.538	0.404
anon	anoni	0.479	0.354	0.298
anonymity	kutokujulikana	0.469	0.255	0.430
anonymous	haijulikani	0.396	0.291	0.431
anorexic	anorexic	0.160	0.618	0.245
answer	jibu	0.537	0.373	0.661
answerable	inayofaa	0.708	0.481	0.750
answering	kujibu	0.684	0.500	0.607
ant	ant	0.448	0.216	0.216
antagonism	kupinga	0.224	0.618	0.524
antagonist	mpinzani	0.240	0.615	0.700
antagonistic	kupinga	0.296	0.604	0.565
antagonize	antagonze	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	antecedent	0.427	0.551	0.566
antelope	Antelope	0.542	0.510	0.500
antenna	antenna	0.521	0.327	0.358
anterior	anterior	0.510	0.245	0.362
anthem	fimbo	0.780	0.343	0.729
anthill	tamaa	0.327	0.578	0.377
anthology	anthology	0.338	0.406	0.537
anthrax	anthrax	0.188	0.730	0.500
anthropological	anthropolojia	0.367	0.390	0.490
anthropologist	mwanadolojia	0.551	0.385	0.725
anthropology	anthropolojia	0.490	0.367	0.582
anti	kupambana	0.365	0.412	0.384
antiaircraft	antiaircraft	0.330	0.622	0.629
antibiotic	antibiotic	0.510	0.373	0.658
antibiotics	antibiotics	0.448	0.406	0.557
antichrist	mpinga Kristo	0.082	0.837	0.544
anticipate	wanatarajia	0.622	0.469	0.667
anticipation	kutarajia	0.698	0.539	0.711
anticipatory	kutarajia	0.653	0.551	0.682
antics	NO TRANSLATION	0.448	0.740	0.236
antidote	antidote	0.541	0.490	0.629
antifungal	antifungal	0.408	0.412	0.441
antigravity	antigravity	0.430	0.714	0.658
antimony	antimoni	0.378	0.398	0.490
antipathy	kupinga	0.198	0.549	0.393
antiquarian	antiquarian	0.500	0.233	0.426
antiquated	zimehifadhiwa	0.420	0.392	0.236
antique	kale	0.634	0.290	0.518
antiques	antiques	0.540	0.370	0.595
antiquity	zamani	0.385	0.333	0.556
antiseptic	antiseptic	0.438	0.370	0.623
antisocial	antisocial	0.146	0.686	0.391
antithesis	antithesis	0.396	0.412	0.536
antithetical	antithetical	0.271	0.509	0.358
antiviral	antiviral	0.459	0.470	0.549
antler	antler	0.448	0.470	0.500
antsy	antsy	0.449	0.558	0.417
anus	anus	0.347	0.644	0.350
anvil	mshauri	0.380	0.510	0.604
anxiety	wasiwasi	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	wasiwasi	0.281	0.875	0.434
anxiousness	wasiwasi	0.235	0.814	0.282
anytime	wakati wowote	0.625	0.461	0.436
aorta	aorta	0.448	0.510	0.542
aortic	aortic	0.436	0.540	0.438
apace	wazi	0.536	0.500	0.536
apache	apache	0.687	0.469	0.500
apartment	ghorofa	0.719	0.393	0.580
apartments	vyumba	0.704	0.337	0.443
apathetic	apathetic	0.188	0.292	0.333
apathy	kutojali	0.184	0.212	0.204
ape	ape	0.548	0.389	0.336
aperture	kufungua	0.612	0.450	0.667
apex	kilele	0.570	0.433	0.418
aphid	aphid	0.388	0.473	0.407
aphrodisiac	aphrodisiac	0.750	0.846	0.667
apiece	Kipande	0.439	0.259	0.383
aplomb	aplomb	0.500	0.509	0.582
apocalypse	apocalypse	0.050	0.867	0.736
apocalyptic	apocalyptic	0.173	0.880	0.750
apologetic	msamaha	0.479	0.461	0.571
apologist	msamaha	0.406	0.429	0.526
apologize	kuomba msamaha	0.551	0.378	0.389
apology	msamaha	0.571	0.346	0.402
apostasy	uasi	0.388	0.520	0.517
apostate	waasi	0.342	0.500	0.528
apostle	Mtume	0.646	0.347	0.732
apostolic	utume	0.592	0.300	0.717
apostrophe	apostrophe	0.469	0.368	0.537
apothecary	apothecary	0.561	0.328	0.529
appalled	alishangaa	0.194	0.792	0.562
appalling	inatisha	0.160	0.827	0.415
apparatus	vifaa	0.375	0.353	0.377
apparel	nguo	0.698	0.435	0.453
apparent	inaonekana	0.473	0.383	0.398
apparently	inaonekana	0.531	0.410	0.426
apparition	kuonekana	0.406	0.573	0.636
appeal	rufaa	0.663	0.598	0.558
appear	onekana	0.735	0.506	0.567
appearance	mwonekano	0.669	0.490	0.534
appease	radhi	0.633	0.278	0.434
appellant	mwombaji	0.327	0.588	0.568
append	tumia	0.573	0.464	0.453
appendage	kipengee	0.229	0.382	0.438
appendectomy	appendectomy	0.177	0.670	0.554
appendicitis	appendicitis	0.031	0.640	0.347
appendix	kiambatisho	0.365	0.387	0.425
appetite	hamu ya kula	0.704	0.637	0.581
appetizer	kivutio	0.755	0.560	0.406
appetizing	kupendeza	0.806	0.657	0.688
applaud	tamaa	0.865	0.824	0.464
applause	kupiga makofi	0.953	0.857	0.621
apple	apple	0.811	0.300	0.264
apple juice	juisi ya apple	0.765	0.204	0.294
applejack	applejack	0.604	0.431	0.473
applesauce	appleauce	0.750	0.167	0.291
appliance	vifaa	0.582	0.453	0.538
appliances	vifaa	0.594	0.394	0.567
applicability	matumizi	0.677	0.490	0.741
applicable	inatumika	0.469	0.430	0.667
applicant	mwombaji	0.612	0.558	0.688
application	programu	0.646	0.445	0.726
apply	tumia	0.612	0.321	0.667
appoint	weka	0.565	0.330	0.509
appointment	uteuzi	0.688	0.594	0.547
appointments	uteuzi	0.745	0.677	0.625
apportion	kugawa	0.677	0.490	0.638
apportionment	ugawaji	0.552	0.481	0.453
appraisal	tathmini	0.417	0.667	0.682
appraise	tazama	0.677	0.490	0.696
appreciable	appreciable	0.873	0.491	0.778
appreciate	kufahamu	0.885	0.422	0.741
appreciated	kupendezwa	0.910	0.434	0.779
appreciates	hupenda	0.765	0.500	0.656
appreciation	shukrani	0.917	0.529	0.588
appreciative	appreciative	0.857	0.380	0.654
apprehend	pata	0.521	0.624	0.696
apprehension	hofu	0.385	0.720	0.454
apprehensive	wasiwasi	0.406	0.592	0.431
apprentice	kujifunza	0.615	0.413	0.452
apprenticeship	kujifunza	0.812	0.482	0.643
approach	mbinu	0.612	0.392	0.610
approaching	inakaribia	0.740	0.557	0.491
approbate	NO TRANSLATION	0.646	0.590	0.860
approbation	kupitishwa	0.792	0.529	0.774
appropriate	sahihi	0.833	0.368	0.759
appropriation	ugawaji	0.510	0.632	0.717
approval	ruhusa	0.854	0.460	0.889
approve	kupitisha	0.875	0.548	0.741
approved	imeidhinishwa	0.833	0.349	0.698
approvement	kibali	0.880	0.625	0.780
approving	kuidhinisha	0.917	0.583	0.773
approximate	takriban	0.551	0.560	0.520
approximately	takribani	0.622	0.396	0.538
approximating	inakaribia	0.583	0.615	0.471
approximation	takriban	0.582	0.402	0.593
appurtenances	upungufu	0.573	0.412	0.547
apricot	apricot	0.708	0.320	0.278
apron	apron	0.582	0.208	0.245
apt	inafaa	0.582	0.418	0.382
aptitude	aptitude	0.750	0.471	0.746
aqua	aqua	0.656	0.292	0.359
aquamarine	aquamarine	0.729	0.306	0.413
aquarium	aquarium	0.663	0.327	0.393
aquatic	majini	0.677	0.510	0.463
aqueduct	maji	0.551	0.411	0.534
aqueous	yenye maji	0.429	0.270	0.310
arable	arable	0.510	0.350	0.465
arbiter	arbiter	0.561	0.537	0.814
arbitrary	kielelezo	0.281	0.702	0.686
arbitrate	kubatibitisha	0.470	0.620	0.682
arbitration	usuluhishi	0.587	0.602	0.670
arbitrator	mkaguzi	0.385	0.448	0.795
arbor	arbor	0.583	0.490	0.591
arc	arc	0.552	0.388	0.396
arcade	Arcade	0.676	0.521	0.502
arcane	arcane	0.500	0.490	0.637
arch	arch	0.500	0.354	0.468
archaeological	archaeological	0.740	0.441	0.660
archaeologist	archaeologist	0.552	0.451	0.706
archaeology	archeolojia	0.596	0.358	0.691
archaic	archaic	0.271	0.327	0.332
archangel	malaika mkuu	0.837	0.500	0.708
archbishop	Askofu Mkuu	0.622	0.280	0.776
archdiocese	archdiocese	0.400	0.321	0.704
archduke	archduke	0.458	0.413	0.634
arched	arched	0.582	0.403	0.398
archer	mshambuliaji	0.573	0.622	0.661
archery	upigaji wa vita	0.594	0.604	0.589
archetype	archetype	0.448	0.520	0.569
archipelago	visiwa	0.745	0.370	0.592
architect	mbunifu	0.776	0.442	0.836
architectural	usanifu	0.729	0.390	0.670
architecture	usanifu	0.820	0.390	0.694
archive	kumbukumbu	0.438	0.294	0.527
arctic	arctic	0.615	0.352	0.546
ardent	nguvu	0.694	0.873	0.722
ardor	shauku	0.500	0.780	0.538
arduous	vigumu	0.344	0.783	0.605
area	eneo	0.490	0.306	0.464
arena	uwanja	0.510	0.235	0.404
areola	isola	0.417	0.396	0.381
areyoukidding	NO TRANSLATION	0.429	0.633	0.400
areyoukiddingme	NO TRANSLATION	0.365	0.635	0.375
argent	NO TRANSLATION	0.594	0.418	0.472
argh	upande	0.260	0.538	0.328
arghh	NO TRANSLATION	0.292	0.536	0.397
arghhhh	NO TRANSLATION	0.250	0.618	0.324
argue	wanasema	0.093	0.798	0.525
argument	hoja	0.510	0.464	0.698
argumentation	hoja	0.479	0.549	0.760
argumentative	hoja	0.450	0.531	0.679
arguments	hoja	0.541	0.602	0.657
arid	jangwa	0.323	0.333	0.379
arise	toka	0.750	0.582	0.725
aristocracy	aristocracy	0.688	0.549	0.842
aristocrat	aristocrat	0.583	0.413	0.811
aristocratic	aristocratic	0.449	0.519	0.676
arithmetic	hesabu	0.453	0.460	0.634
ark	safina	0.396	0.427	0.543
arm	mkono	0.552	0.285	0.469
armada	silaha	0.408	0.740	0.868
armament	silaha	0.198	0.764	0.810
armaments	silaha	0.192	0.839	0.830
armature	silaha	0.510	0.558	0.755
armchair	armchair	0.646	0.164	0.339
armed	silaha	0.188	0.750	0.808
armor	silaha	0.469	0.625	0.784
armored	silaha	0.469	0.509	0.861
armory	silaha	0.448	0.663	0.800
armpit	piga	0.283	0.439	0.250
arms	silaha	0.464	0.395	0.483
army	jeshi	0.417	0.759	0.902
aroma	harufu	0.823	0.235	0.442
aromatherapy	aromatherapy	0.847	0.220	0.473
arousal	kumfufua	0.791	0.943	0.731
arouse	kuamsha	0.740	0.491	0.580
aroused	iliamka	0.708	0.952	0.667
arraignment	kupigana	0.406	0.837	0.534
arrange	kupanga	0.740	0.490	0.571
arranged	kupangwa	0.698	0.531	0.728
arrangement	utaratibu	0.625	0.382	0.683
array	safu	0.521	0.396	0.568
arrears	mikopo	0.286	0.485	0.302
arrest	kukamatwa	0.146	0.951	0.500
arrhythmia	arrhythmia	0.265	0.706	0.356
arrival	kuwasili	0.678	0.510	0.474
arrive	fika	0.837	0.406	0.585
arrogance	kiburi	0.143	0.750	0.620
arrogant	kiburi	0.115	0.755	0.580
arrow	mshale	0.439	0.390	0.454
arsehole	upinde	0.276	0.598	0.433
arseholes	arseholes	0.188	0.545	0.351
arsenal	silaha	0.365	0.741	0.752
arsenic	arsenic	0.281	0.472	0.447
arson	uchomaji	0.133	0.904	0.567
arsonist	mfanyabiashara	0.348	0.840	0.500
art	sanaa	0.812	0.360	0.603
arterial	arteri	0.396	0.510	0.583
artery	ateri	0.396	0.580	0.537
artful	uzuri	0.771	0.608	0.778
arthritis	arthritis	0.110	0.518	0.345
arthropod	arthropod	0.344	0.464	0.434
artichoke	artichoke	0.583	0.218	0.287
article	makala	0.594	0.280	0.481
articles	makala	0.552	0.324	0.565
articulate	kutaja	0.677	0.462	0.618
articulation	mazungumzo	0.479	0.480	0.591
artifact	shaba	0.510	0.500	0.566
artifice	shaba	0.316	0.696	0.482
artificial	bandia	0.306	0.385	0.351
artillery	silaha	0.350	0.912	0.794
artisan	mtaalamu	0.781	0.330	0.411
artist	msanii	0.802	0.442	0.732
artiste	NO TRANSLATION	0.844	0.512	0.565
artistic	kisanii	0.802	0.646	0.632
artistry	sanaa	0.823	0.346	0.769
artists	wasanii	0.796	0.667	0.741
artwork	mchoro	0.896	0.368	0.679
arty	arty	0.490	0.422	0.388
asap	Haraka iwezekanavyo	0.571	0.500	0.552
asbestos	asbestosi	0.357	0.481	0.464
ascend	kupaa	0.830	0.620	0.812
ascendancy	upandaji	0.724	0.625	0.700
ascendant	ascendant	0.656	0.673	0.821
ascending	hukua	0.826	0.644	0.777
ascension	kupanda	0.765	0.720	0.714
ascent	kupanda	0.755	0.627	0.833
ascertain	hakikisha	0.560	0.530	0.625
ascertained	imethibitishwa	0.531	0.529	0.616
ascetic	wastahili	0.438	0.375	0.472
ash	majivu	0.260	0.210	0.207
ashamed	aibu	0.156	0.588	0.228
ashes	majivu	0.327	0.279	0.142
ashtray	ashtray	0.406	0.382	0.265
asinine	asinine	0.429	0.472	0.433
ask	kuuliza	0.531	0.440	0.459
asleeep	NO TRANSLATION	0.490	0.210	0.322
asleep	amelala	0.604	0.100	0.270
asp	asp	0.438	0.489	0.375
asparagus	asufi	0.469	0.317	0.264
aspartame	aspartame	0.469	0.480	0.322
aspect	kipengele	0.479	0.469	0.588
aspects	mambo	0.439	0.480	0.565
aspen	aspen	0.479	0.280	0.395
asphalt	lami	0.479	0.264	0.439
asphyxia	asphyxia	0.198	0.704	0.311
asphyxiation	uharibifu	0.059	0.745	0.412
aspiration	sura	0.704	0.724	0.675
aspire	tamaa	0.812	0.469	0.722
aspirin	aspirini	0.479	0.271	0.422
aspiring	unataka	0.844	0.582	0.604
ass	punda	0.323	0.750	0.345
assail	kushambuliwa	0.378	0.510	0.500
assailant	mwenye kushambulia	0.184	0.868	0.602
assassin	assassin	0.073	0.933	0.632
assassinate	kuua	0.051	0.969	0.722
assassination	mauaji	0.083	0.941	0.525
assault	shambulio	0.167	0.848	0.550
assay	jaribio	0.633	0.559	0.594
assemblage	mkutano	0.429	0.452	0.600
assemble	kusanyika	0.542	0.570	0.750
assembled	walikusanyika	0.663	0.450	0.644
assembly	mkutano	0.698	0.500	0.640
assemblyman	mkutano	0.430	0.538	0.760
assent	thibitisha	0.615	0.515	0.719
assert	tamaa	0.750	0.619	0.809
asserting	kusisitiza	0.694	0.531	0.736
assertion	madai	0.740	0.442	0.750
assertive	kusisitiza	0.719	0.412	0.770
assess	tathmini	0.698	0.500	0.623
assessment	tathmini	0.750	0.623	0.658
assessor	mkaguzi	0.551	0.538	0.764
asset	mali	0.797	0.765	0.788
assets	mali	0.667	0.613	0.765
asshole	punda	0.133	0.582	0.263
assign	toa	0.622	0.417	0.709
assignee	assignee	0.510	0.462	0.510
assignment	kazi	0.483	0.398	0.745
assimilate	kuingiza	0.559	0.391	0.683
assimilation	kufanana	0.429	0.378	0.463
assist	kusaidia	0.833	0.435	0.629
assistance	msaada	0.656	0.519	0.633
assistant	msaidizi	0.625	0.390	0.536
associate	mshirika	0.812	0.409	0.625
association	ushirika	0.745	0.500	0.817
assorted	imeshindwa	0.602	0.460	0.472
assortment	usawa	0.694	0.360	0.526
assuage	kuchochea	0.745	0.255	0.500
assume	fanya	0.698	0.401	0.464
assumed	kudhaniwa	0.612	0.247	0.454
assuming	kuchukua	0.740	0.390	0.526
assumption	dhana	0.479	0.431	0.417
assurance	uhakika	0.675	0.442	0.704
assure	hakikisha	0.910	0.460	0.839
assured	uhakika	0.878	0.327	0.754
assuredly	hakika	0.786	0.396	0.833
asterisk	asterisk	0.541	0.288	0.273
asteroid	asteroid	0.430	0.721	0.623
asteroids	asteroids	0.361	0.694	0.712
asthma	pumu	0.198	0.549	0.227
asthmatic	asthmatic	0.229	0.706	0.294
astigmatism	astigmatism	0.214	0.490	0.429
astonish	mshangao	0.786	0.845	0.658
astonished	alishangaa	0.510	0.775	0.574
astonishing	kushangaza	0.844	0.802	0.821
astonishingly	NO TRANSLATION	0.827	0.898	0.773
astonishment	mshangao	0.680	0.718	0.519
astound	tamaa	0.729	0.675	0.474
astral	astral	0.604	0.417	0.567
astray	kupotea	0.098	0.676	0.308
astringent	kinyume	0.316	0.500	0.474
astrologer	nyota	0.594	0.519	0.673
astrology	astrology	0.635	0.340	0.500
astronaut	astronaut	0.792	0.601	0.761
astronomer	astronomer	0.750	0.509	0.735
astronomical	astronomical	0.600	0.632	0.726
astronomy	astronomy	0.613	0.474	0.722
astute	anajua	0.776	0.658	0.827
asunder	kuacha	0.208	0.442	0.259
asylum	hifadhi	0.407	0.330	0.445
asymmetric	asymmetric	0.580	0.343	0.465
asymmetry	asymmetry	0.476	0.373	0.527
asymptotic	asymptotic	0.479	0.451	0.472
atelier	atelier	0.490	0.330	0.705
atheism	Mungu	0.276	0.460	0.481
atheist	hawana Mungu	0.225	0.447	0.377
atheistic	wasioamini	0.373	0.481	0.466
atherosclerosis	atherosclerosis	0.250	0.480	0.343
athlete	mwanariadha	0.781	0.718	0.686
athletic	wanariadha	0.857	0.798	0.708
athleticism	athleticism	0.750	0.863	0.778
athletics	mashindano	0.831	0.691	0.740
atlas	atlas	0.531	0.306	0.554
atmosphere	anga	0.604	0.300	0.560
atmospheric	anga	0.531	0.420	0.594
atoll	atoll	0.480	0.408	0.472
atom	atomi	0.510	0.500	0.433
atomic	atomiki	0.327	0.817	0.713
atone	atone	0.418	0.673	0.411
atonement	upatanisho	0.550	0.602	0.683
atpeace	atpeace	0.724	0.298	0.519
atrium	atrium	0.469	0.365	0.473
atrocious	hasira	0.073	0.811	0.445
atrocity	atrocity	0.115	0.844	0.593
atrophy	atrophy	0.177	0.540	0.208
attach	ambatisha	0.520	0.363	0.559
attached	imefungwa	0.562	0.350	0.439
attachment	kiambatisho	0.570	0.343	0.500
attack	kushambulia	0.286	0.948	0.670
attacker	mshambulizi	0.185	0.962	0.629
attacking	kushambulia	0.276	0.837	0.642
attain	kufikia	0.806	0.510	0.719
attainable	kufikia	0.760	0.500	0.759
attainment	kufikia	0.830	0.520	0.940
attempt	jaribio	0.625	0.491	0.431
attempted	alijaribu	0.594	0.580	0.567
attend	hudhuria	0.650	0.420	0.625
attendance	mahudhurio	0.812	0.500	0.592
attendant	mtumishi	0.580	0.365	0.519
attention	tazama	0.740	0.599	0.774
attentionseeker	NO TRANSLATION	0.367	0.745	0.457
attentionseekers	NO TRANSLATION	0.531	0.673	0.500
attentive	makini	0.812	0.520	0.724
attenuate	attenuate	0.408	0.302	0.429
attenuated	imedhamiriwa	0.449	0.280	0.298
attenuation	uzuiaji	0.458	0.363	0.464
attest	inathibitisha	0.439	0.710	0.685
attestation	ushahidi	0.234	0.635	0.500
attic	attic	0.521	0.259	0.377
attire	mavazi	0.742	0.388	0.483
attitude	mtazamo	0.760	0.644	0.861
attorney	wakili	0.600	0.594	0.754
attract	kuvutia	0.796	0.663	0.769
attraction	kivutio	0.906	0.774	0.712
attractive	kuvutia	0.906	0.630	0.769
attractiveness	kuvutia	0.938	0.667	0.755
attributable	inatokana	0.704	0.430	0.527
attribute	sifa	0.781	0.439	0.795
attribution	mgao	0.646	0.467	0.658
attrition	ushindi	0.229	0.540	0.259
auburn	auburn	0.510	0.240	0.411
auction	mnada	0.594	0.702	0.519
auctioneer	mnadaji	0.542	0.732	0.716
audacious	wenye ujasiri	0.740	0.875	0.825
audacity	ujasiri	0.760	0.755	0.916
audible	kusikilizwa	0.673	0.370	0.462
audience	watazamaji	0.698	0.610	0.613
audio	redio	0.709	0.425	0.370
audit	ukaguzi	0.375	0.562	0.735
audition	ukaguzi	0.750	0.685	0.615
auditions	ukaguzi	0.740	0.765	0.596
auditor	mkaguzi	0.582	0.571	0.726
auditorium	hoteli	0.529	0.490	0.538
auditory	ukaguzi	0.531	0.481	0.570
aught	kitu kingine	0.418	0.135	0.217
augment	kuongeza	0.650	0.683	0.645
augmentation	kuongeza	0.714	0.613	0.850
august	Agosti	0.652	0.292	0.462
aunt	shangazi	0.667	0.291	0.420
auntie	Binti	0.643	0.275	0.447
aura	aura	0.760	0.333	0.500
aurora	aurora	0.817	0.306	0.537
auspices	auspices	0.542	0.500	0.634
auspicious	unuspicious	0.562	0.635	0.669
austere	mzuri	0.500	0.390	0.422
austerity	unusterity	0.438	0.406	0.534
authentic	halisi	0.885	0.510	0.782
authenticate	kuthibitisha	0.833	0.480	0.789
authentication	uthibitisho	0.724	0.491	0.750
authenticity	uhalali	0.670	0.548	0.845
author	mwandishi	0.775	0.343	0.749
authoritative	mamlaka	0.636	0.520	0.890
authority	mamlaka	0.592	0.592	0.934
authorization	idhini	0.521	0.567	0.817
authorize	idhini	0.772	0.596	0.821
authorized	mamlaka	0.760	0.458	0.815
authorship	uandishi	0.667	0.635	0.773
autism	autism	0.235	0.500	0.447
autistic	autistic	0.367	0.337	0.404
auto	auto	0.571	0.569	0.500
autobiographical	kijiografia	0.909	0.462	0.582
autobiography	kibadilishaji	0.735	0.284	0.629
autocorrect	imara	0.551	0.439	0.616
autocratic	kijeshi	0.542	0.577	0.727
autograph	autograph	0.735	0.565	0.473
autographed	imejitambulisha	0.781	0.620	0.625
automated	automatiska	0.578	0.402	0.632
automatic	moja kwa moja	0.562	0.433	0.664
automobile	gari	0.753	0.625	0.534
automotive	magari	0.656	0.520	0.577
autonomy	uhuru	0.781	0.349	0.891
autopilot	kujitegemea	0.594	0.462	0.632
autopsy	kujitegemea	0.252	0.650	0.538
autumn	vuli	0.765	0.204	0.450
auxiliary	msaidizi	0.622	0.471	0.509
avail	ni sawa	0.800	0.430	0.603
availability	upatikanaji	0.796	0.544	0.600
available	inapatikana	0.844	0.356	0.623
avalanche	Banguli	0.265	0.915	0.683
avarice	adarice	0.198	0.726	0.352
avatar	avatar	0.633	0.410	0.567
avenge	kulipiza kisasi	0.073	0.867	0.559
avenger	mlipuko	0.337	0.865	0.670
avenging	kulipiza kisasi	0.143	0.880	0.717
avenue	avenue	0.677	0.360	0.377
aver	NO TRANSLATION	0.492	0.450	0.393
average	wastani	0.684	0.280	0.455
aversation	NO TRANSLATION	0.582	0.442	0.432
averse	toa	0.253	0.569	0.492
averseness	uharibifu	0.296	0.606	0.528
aversion	upungufu	0.074	0.663	0.525
avert	kuepuka	0.510	0.388	0.465
aviary	aviary	0.500	0.360	0.467
aviation	anga	0.708	0.646	0.741
aviator	aviator	0.615	0.700	0.644
avid	mkali	0.582	0.459	0.593
avocado	avocado	0.677	0.255	0.287
avoid	kuepuka	0.427	0.442	0.415
avoidance	kuepuka	0.470	0.481	0.466
avoiding	kuepuka	0.457	0.433	0.309
await	wanasubiri	0.448	0.264	0.276
awake	Oka	0.667	0.469	0.741
awaken	kuamsha	0.729	0.412	0.611
awakening	kuamka	0.745	0.500	0.618
award	tuzo	0.865	0.745	0.660
awards	tuzo	0.958	0.736	0.652
aware	kufahamu	0.656	0.340	0.770
awareness	ufahamu	0.684	0.422	0.810
awe	NO TRANSLATION	0.469	0.740	0.300
awed	imetangazwa	0.364	0.774	0.361
awesome	kushangaza	0.980	0.897	0.891
