Word	Finnish-fi	Valence	Arousal	Dominance
amulet	amuletti	0.781	0.260	0.630
amuse	huvittaa	0.812	0.684	0.664
amused	huvittunut	0.942	0.847	0.596
amusement	huvi	0.929	0.837	0.803
amusing	huvittava	0.960	0.829	0.632
ana	NO TRANSLATION	0.541	0.300	0.314
anaconda	anaconda	0.146	0.830	0.540
anaesthesia	nukutus	0.350	0.217	0.473
anaesthetic	nukutusaine	0.449	0.268	0.509
anagram	anagrammi	0.552	0.327	0.449
anal	anaali-	0.333	0.798	0.334
analgesic	kipulääke	0.417	0.321	0.441
analogous	vastaava	0.531	0.270	0.500
analogue	analoginen	0.570	0.320	0.446
analogy	analogia	0.510	0.367	0.509
analysis	analyysi	0.729	0.448	0.705
analyst	analyytikko	0.604	0.415	0.755
analytic	analyyttinen	0.665	0.521	0.634
analytical	analyyttinen	0.625	0.324	0.800
analyze	analysoida	0.667	0.462	0.710
analyzer	analysaattori	0.625	0.556	0.854
anaphylactic	anafylaktinen	0.378	0.588	0.500
anarchism	anarkismi	0.125	0.804	0.623
anarchist	anarkisti	0.204	0.700	0.759
anarchy	anarkia	0.146	0.755	0.620
anastomosis	anastomosis	0.375	0.470	0.490
anathema	pannajulistus	0.286	0.490	0.519
anatomic	anatominen	0.562	0.442	0.546
anatomy	anatomia	0.562	0.390	0.571
ancestor	kantaisä	0.592	0.388	0.594
ancestral	esi-isiltä peritty	0.640	0.481	0.750
ancestry	syntyperä	0.708	0.519	0.717
anchor	ankkuri	0.520	0.284	0.564
anchorage	ankkurointi	0.500	0.325	0.639
ancient	muinainen	0.420	0.217	0.439
ancillary	avustavia	0.449	0.442	0.278
androgen	androgeenireseptorin	0.255	0.523	0.527
android	android	0.663	0.436	0.500
anecdote	anekdootti	0.583	0.529	0.500
anemia	anemia	0.188	0.327	0.310
anemic	aneeminen	0.167	0.279	0.155
anemone	vuokko	0.552	0.538	0.327
anesthesia	nukutus	0.365	0.216	0.394
anesthesiologist	nukutuslääkäri	0.419	0.224	0.526
anesthetic	nukutusaine	0.350	0.264	0.482
aneurysm	aneurysma	0.115	0.690	0.536
anew	uudelleen	0.771	0.358	0.385
angel	enkeli	0.906	0.158	0.704
angelic	enkelimäinen	0.927	0.298	0.668
anger	suututtaa	0.167	0.865	0.657
angered	suututti	0.010	0.860	0.547
angermanagement	NO TRANSLATION	0.260	0.632	0.482
angina	angina	0.230	0.630	0.464
angiogram	angiogram	0.347	0.520	0.465
angiography	angiografia	0.378	0.536	0.520
angle	kulma	0.541	0.330	0.455
angling	onkiminen	0.625	0.408	0.500
angora	angorakangas	0.529	0.425	0.405
angriest	vihaisimmat	0.094	0.892	0.430
angry	suuttunut	0.122	0.830	0.604
angrytweet	NO TRANSLATION	0.265	0.644	0.471
angst	angst	0.167	0.888	0.333
anguish	ahdistus	0.153	0.792	0.265
anguished	ahdistunut	0.135	0.720	0.307
angular	kulmikas	0.449	0.281	0.444
anhydrous	vedetön	0.456	0.365	0.355
animal	eläin	0.521	0.510	0.513
animate	elävöittää	0.827	0.755	0.635
animated	eloisa	0.823	0.676	0.538
animation	animaatio	0.888	0.750	0.549
animosity	vihamielisyys jtk kohtaan	0.510	0.724	0.545
animus	Animus	0.698	0.676	0.466
ankle	nilkka	0.500	0.274	0.234
anklet	nilkkaremmi	0.410	0.276	0.302
annals	aikakirjat	0.427	0.610	0.424
annex	liite	0.594	0.350	0.458
annexation	liittämistä	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	tuhota	0.115	0.918	0.681
annihilated	tuhotuksi	0.080	0.760	0.324
annihilation	tuhoaminen	0.041	0.800	0.591
anniversary	vuosipäivä	0.880	0.770	0.723
annotate	muistiinpanoja	0.592	0.469	0.441
annotation	huomautus	0.604	0.470	0.619
announce	ilmoittaa	0.694	0.618	0.611
announcement	ilmoitus	0.729	0.491	0.482
announcer	kuuluttaja	0.602	0.570	0.732
annoy	ärsyttää	0.094	0.765	0.286
annoyance	ärsyttävyys	0.167	0.718	0.342
annoyed	vihainen	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	ärsyttävä	0.082	0.853	0.348
annoys	ärsyttää	0.146	0.778	0.435
annual	vuotuinen	0.552	0.236	0.500
annuity	elinkorko	0.521	0.304	0.527
annul	peruuttaa	0.250	0.448	0.364
annular	rengasmainen	0.310	0.385	0.412
annulment	kumoaminen	0.153	0.375	0.447
annulus	annulus	0.458	0.380	0.376
anointed	voiteli	0.500	0.368	0.579
anointing	voitelu	0.653	0.350	0.547
anomalous	poikkeava	0.281	0.480	0.423
anomaly	poikkeus	0.188	0.538	0.404
anon	Anon	0.479	0.354	0.298
anonymity	nimettömyys	0.469	0.255	0.430
anonymous	anonyymi	0.396	0.291	0.431
anorexic	ruokahaluttomat	0.160	0.618	0.245
answer	vastaus	0.537	0.373	0.661
answerable	vastuussa	0.708	0.481	0.750
answering	puhelinvastaaja	0.684	0.500	0.607
ant	muurahainen	0.448	0.216	0.216
antagonism	antagonismi	0.224	0.618	0.524
antagonist	antagonisti	0.240	0.615	0.700
antagonistic	vihamielinen	0.296	0.604	0.565
antagonize	suututtaa	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	edeltäjä	0.427	0.551	0.566
antelope	antilooppi	0.542	0.510	0.500
antenna	antenni	0.521	0.327	0.358
anterior	etu-	0.510	0.245	0.362
anthem	hymni	0.780	0.343	0.729
anthill	muurahaiskeko	0.327	0.578	0.377
anthology	antologia	0.338	0.406	0.537
anthrax	pernarutto	0.188	0.730	0.500
anthropological	antropologinen	0.367	0.390	0.490
anthropologist	antropologi	0.551	0.385	0.725
anthropology	antropologia	0.490	0.367	0.582
anti	anti	0.365	0.412	0.384
antiaircraft	ilmatorjunta-	0.330	0.622	0.629
antibiotic	antibiootti	0.510	0.373	0.658
antibiotics	antibiootit	0.448	0.406	0.557
antichrist	antikristus	0.082	0.837	0.544
anticipate	ennakoida	0.622	0.469	0.667
anticipation	ennakointi	0.698	0.539	0.711
anticipatory	ennakoiva	0.653	0.551	0.682
antics	temput	0.448	0.740	0.236
antidote	vastamyrkky	0.541	0.490	0.629
antifungal	sienilääkkeet	0.408	0.412	0.441
antigravity	antigravitaatio	0.430	0.714	0.658
antimony	antimoni	0.378	0.398	0.490
antipathy	antipatia	0.198	0.549	0.393
antiquarian	antikvaarinen	0.500	0.233	0.426
antiquated	vanhentunut	0.420	0.392	0.236
antique	antiikki-	0.634	0.290	0.518
antiques	antiikkia	0.540	0.370	0.595
antiquity	antiikin	0.385	0.333	0.556
antiseptic	antiseptinen	0.438	0.370	0.623
antisocial	ihmisiä vihaava	0.146	0.686	0.391
antithesis	antiteesi	0.396	0.412	0.536
antithetical	vastakkaisia	0.271	0.509	0.358
antiviral	viruslääke	0.459	0.470	0.549
antler	sakara	0.448	0.470	0.500
antsy	antsy	0.449	0.558	0.417
anus	peräaukko	0.347	0.644	0.350
anvil	alasin	0.380	0.510	0.604
anxiety	levottomuus	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	ahdistunut	0.281	0.875	0.434
anxiousness	ahdistus	0.235	0.814	0.282
anytime	milloin tahansa	0.625	0.461	0.436
aorta	aortta	0.448	0.510	0.542
aortic	aortan	0.436	0.540	0.438
apace	nopeasti	0.536	0.500	0.536
apache	Apache	0.687	0.469	0.500
apartment	huoneisto	0.719	0.393	0.580
apartments	huoneisto	0.704	0.337	0.443
apathetic	apaattinen	0.188	0.292	0.333
apathy	apatia	0.184	0.212	0.204
ape	apina	0.548	0.389	0.336
aperture	aukko	0.612	0.450	0.667
apex	kärki	0.570	0.433	0.418
aphid	kirva	0.388	0.473	0.407
aphrodisiac	sukuviettiä kiihottava	0.750	0.846	0.667
apiece	palanen	0.439	0.259	0.383
aplomb	itsevarmuus	0.500	0.509	0.582
apocalypse	maailmanloppu	0.050	0.867	0.736
apocalyptic	maailmanlopun	0.173	0.880	0.750
apologetic	anteeksipyytävä	0.479	0.461	0.571
apologist	uskonpuolustaja	0.406	0.429	0.526
apologize	pyydä anteeksi	0.551	0.378	0.389
apology	anteeksipyyntö	0.571	0.346	0.402
apostasy	luopuminen	0.388	0.520	0.517
apostate	luopio	0.342	0.500	0.528
apostle	apostoli	0.646	0.347	0.732
apostolic	apostolinen	0.592	0.300	0.717
apostrophe	heittomerkki	0.469	0.368	0.537
apothecary	apteekkari	0.561	0.328	0.529
appalled	kauhistunut	0.194	0.792	0.562
appalling	kauhistuttava	0.160	0.827	0.415
apparatus	laitteet	0.375	0.353	0.377
apparel	vaatteet	0.698	0.435	0.453
apparent	näennäinen	0.473	0.383	0.398
apparently	ilmeisesti	0.531	0.410	0.426
apparition	ilmestys	0.406	0.573	0.636
appeal	valitus	0.663	0.598	0.558
appear	ilmestyä	0.735	0.506	0.567
appearance	ulkomuoto	0.669	0.490	0.534
appease	lepyttää	0.633	0.278	0.434
appellant	valittaja	0.327	0.588	0.568
append	liittää	0.573	0.464	0.453
appendage	lisäke	0.229	0.382	0.438
appendectomy	umpilisäkkeen poisto	0.177	0.670	0.554
appendicitis	umpilisäkkeen tulehdus	0.031	0.640	0.347
appendix	liite	0.365	0.387	0.425
appetite	ruokahalu	0.704	0.637	0.581
appetizer	alkupala	0.755	0.560	0.406
appetizing	herkullinen	0.806	0.657	0.688
applaud	osoittaa suosiota	0.865	0.824	0.464
applause	suosionosoitukset	0.953	0.857	0.621
apple	omena	0.811	0.300	0.264
apple juice	omena mehu	0.765	0.204	0.294
applejack	applejack	0.604	0.431	0.473
applesauce	omenasose	0.750	0.167	0.291
appliance	laite	0.582	0.453	0.538
appliances	kodinkoneet	0.594	0.394	0.567
applicability	sovellettavuus	0.677	0.490	0.741
applicable	sovelletaan	0.469	0.430	0.667
applicant	hakija	0.612	0.558	0.688
application	hakemus	0.646	0.445	0.726
apply	Käytä	0.612	0.321	0.667
appoint	nimittää	0.565	0.330	0.509
appointment	nimittäminen	0.688	0.594	0.547
appointments	nimitykset	0.745	0.677	0.625
apportion	jakaa	0.677	0.490	0.638
apportionment	jako	0.552	0.481	0.453
appraisal	arviointi	0.417	0.667	0.682
appraise	arvioida	0.677	0.490	0.696
appreciable	tuntuva	0.873	0.491	0.778
appreciate	arvostaa	0.885	0.422	0.741
appreciated	Ymmärretään	0.910	0.434	0.779
appreciates	arvostaa	0.765	0.500	0.656
appreciation	arvostus	0.917	0.529	0.588
appreciative	arvostava	0.857	0.380	0.654
apprehend	pidättää	0.521	0.624	0.696
apprehension	pelko	0.385	0.720	0.454
apprehensive	levoton	0.406	0.592	0.431
apprentice	oppipoika	0.615	0.413	0.452
apprenticeship	oppisopimus	0.812	0.482	0.643
approach	lähestyä	0.612	0.392	0.610
approaching	lähestyy	0.740	0.557	0.491
approbate	NO TRANSLATION	0.646	0.590	0.860
approbation	suostumus	0.792	0.529	0.774
appropriate	sopiva	0.833	0.368	0.759
appropriation	määräraha	0.510	0.632	0.717
approval	hyväksyminen	0.854	0.460	0.889
approve	hyväksyä	0.875	0.548	0.741
approved	hyväksytty	0.833	0.349	0.698
approvement	approvement	0.880	0.625	0.780
approving	hyväksyvä	0.917	0.583	0.773
approximate	lähentää	0.551	0.560	0.520
approximately	suunnilleen	0.622	0.396	0.538
approximating	vastaten suunnilleen	0.583	0.615	0.471
approximation	likiarvo	0.582	0.402	0.593
appurtenances	varusteita	0.573	0.412	0.547
apricot	aprikoosi	0.708	0.320	0.278
apron	esiliina	0.582	0.208	0.245
apt	osuva	0.582	0.418	0.382
aptitude	soveltuvuus	0.750	0.471	0.746
aqua	aqua	0.656	0.292	0.359
aquamarine	akvamariini	0.729	0.306	0.413
aquarium	akvaario	0.663	0.327	0.393
aquatic	vesi-	0.677	0.510	0.463
aqueduct	akvedukti	0.551	0.411	0.534
aqueous	vesi-	0.429	0.270	0.310
arable	viljelyskelpoinen	0.510	0.350	0.465
arbiter	sovittelija	0.561	0.537	0.814
arbitrary	mielivaltainen	0.281	0.702	0.686
arbitrate	sovittaa	0.470	0.620	0.682
arbitration	välimiesmenettely	0.587	0.602	0.670
arbitrator	välimies	0.385	0.448	0.795
arbor	lehtimaja	0.583	0.490	0.591
arc	kaari	0.552	0.388	0.396
arcade	arkadi	0.676	0.521	0.502
arcane	vaikeaselkoinen	0.500	0.490	0.637
arch	kaari	0.500	0.354	0.468
archaeological	arkeologinen	0.740	0.441	0.660
archaeologist	arkeologi	0.552	0.451	0.706
archaeology	arkeologia	0.596	0.358	0.691
archaic	arkaainen	0.271	0.327	0.332
archangel	Arkkienkeli	0.837	0.500	0.708
archbishop	arkkipiispa	0.622	0.280	0.776
archdiocese	arkkihiippakunta	0.400	0.321	0.704
archduke	arkkiherttua	0.458	0.413	0.634
arched	holvattu	0.582	0.403	0.398
archer	jousimies	0.573	0.622	0.661
archery	jousiammunta	0.594	0.604	0.589
archetype	perikuva	0.448	0.520	0.569
archipelago	saaristo	0.745	0.370	0.592
architect	arkkitehti	0.776	0.442	0.836
architectural	arkkitehtoninen	0.729	0.390	0.670
architecture	arkkitehtuuri	0.820	0.390	0.694
archive	arkisto	0.438	0.294	0.527
arctic	arktinen	0.615	0.352	0.546
ardent	kiihkeä	0.694	0.873	0.722
ardor	kiihko	0.500	0.780	0.538
arduous	vaivalloinen	0.344	0.783	0.605
area	alue	0.490	0.306	0.464
arena	areena	0.510	0.235	0.404
areola	areola	0.417	0.396	0.381
areyoukidding	NO TRANSLATION	0.429	0.633	0.400
areyoukiddingme	NO TRANSLATION	0.365	0.635	0.375
argent	NO TRANSLATION	0.594	0.418	0.472
argh	Argh	0.260	0.538	0.328
arghh	NO TRANSLATION	0.292	0.536	0.397
arghhhh	NO TRANSLATION	0.250	0.618	0.324
argue	väitellä	0.093	0.798	0.525
argument	Perustelu	0.510	0.464	0.698
argumentation	väittely	0.479	0.549	0.760
argumentative	väittelynhaluinen	0.450	0.531	0.679
arguments	argumentit	0.541	0.602	0.657
arid	hedelmätön	0.323	0.333	0.379
arise	nousta	0.750	0.582	0.725
aristocracy	ylhäisö	0.688	0.549	0.842
aristocrat	aristokraatti	0.583	0.413	0.811
aristocratic	aristokraattinen	0.449	0.519	0.676
arithmetic	aritmeettinen	0.453	0.460	0.634
ark	arkki	0.396	0.427	0.543
arm	käsivarsi	0.552	0.285	0.469
armada	suuri sotalaivasto	0.408	0.740	0.868
armament	aseistus	0.198	0.764	0.810
armaments	instrumentit	0.192	0.839	0.830
armature	ankkuri	0.510	0.558	0.755
armchair	nojatuoli	0.646	0.164	0.339
armed	aseistettu	0.188	0.750	0.808
armor	panssari	0.469	0.625	0.784
armored	panssaroitu	0.469	0.509	0.861
armory	asevarasto	0.448	0.663	0.800
armpit	kainalo	0.283	0.439	0.250
arms	aseet	0.464	0.395	0.483
army	armeija	0.417	0.759	0.902
aroma	aromi	0.823	0.235	0.442
aromatherapy	aromaterapiaa	0.847	0.220	0.473
arousal	kiihottumisen	0.791	0.943	0.731
arouse	herättää	0.740	0.491	0.580
aroused	herättänyt	0.708	0.952	0.667
arraignment	arraignment	0.406	0.837	0.534
arrange	järjestää	0.740	0.490	0.571
arranged	järjestetty	0.698	0.531	0.728
arrangement	järjestely	0.625	0.382	0.683
array	ryhmä	0.521	0.396	0.568
arrears	jälkikäteen	0.286	0.485	0.302
arrest	pidätys	0.146	0.951	0.500
arrhythmia	rytmihäiriö	0.265	0.706	0.356
arrival	saapuminen	0.678	0.510	0.474
arrive	saapua	0.837	0.406	0.585
arrogance	ylimielisyys	0.143	0.750	0.620
arrogant	ylimielinen	0.115	0.755	0.580
arrow	nuoli	0.439	0.390	0.454
arsehole	arsehole	0.276	0.598	0.433
arseholes	arseholes	0.188	0.545	0.351
arsenal	arsenaali	0.365	0.741	0.752
arsenic	arsenikki	0.281	0.472	0.447
arson	tuhopoltto	0.133	0.904	0.567
arsonist	tuhopolttaja	0.348	0.840	0.500
art	taide	0.812	0.360	0.603
arterial	valtimo-	0.396	0.510	0.583
artery	valtimo	0.396	0.580	0.537
artful	ovela	0.771	0.608	0.778
arthritis	niveltulehdus	0.110	0.518	0.345
arthropod	niveljalkaisten	0.344	0.464	0.434
artichoke	artisokka	0.583	0.218	0.287
article	artikla	0.594	0.280	0.481
articles	artikkeleita	0.552	0.324	0.565
articulate	artikuloitu	0.677	0.462	0.618
articulation	artikulaatio	0.479	0.480	0.591
artifact	esine	0.510	0.500	0.566
artifice	temppu	0.316	0.696	0.482
artificial	keinotekoinen	0.306	0.385	0.351
artillery	tykistö	0.350	0.912	0.794
artisan	käsityöläinen	0.781	0.330	0.411
artist	taiteilija	0.802	0.442	0.732
artiste	NO TRANSLATION	0.844	0.512	0.565
artistic	taiteellinen	0.802	0.646	0.632
artistry	taiteellisuus	0.823	0.346	0.769
artists	Taiteilijat	0.796	0.667	0.741
artwork	kuvamateriaali	0.896	0.368	0.679
arty	teennäinen	0.490	0.422	0.388
asap	mahdollisimman pian	0.571	0.500	0.552
asbestos	asbesti	0.357	0.481	0.464
ascend	nousta	0.830	0.620	0.812
ascendancy	ylemmyys	0.724	0.625	0.700
ascendant	nouseva	0.656	0.673	0.821
ascending	nouseva	0.826	0.644	0.777
ascension	nousu	0.765	0.720	0.714
ascent	nousu	0.755	0.627	0.833
ascertain	varmistaa	0.560	0.530	0.625
ascertained	varmistettu	0.531	0.529	0.616
ascetic	askeettinen	0.438	0.375	0.472
ash	tuhka	0.260	0.210	0.207
ashamed	häpeissään	0.156	0.588	0.228
ashes	tuhkat	0.327	0.279	0.142
ashtray	tuhkakuppi	0.406	0.382	0.265
asinine	aasimainen	0.429	0.472	0.433
ask	kysyä	0.531	0.440	0.459
asleeep	NO TRANSLATION	0.490	0.210	0.322
asleep	unessa	0.604	0.100	0.270
asp	aspiskyy	0.438	0.489	0.375
asparagus	parsa	0.469	0.317	0.264
aspartame	aspartaami	0.469	0.480	0.322
aspect	näkökohta	0.479	0.469	0.588
aspects	näkökohdat	0.439	0.480	0.565
aspen	haapa	0.479	0.280	0.395
asphalt	asfaltti	0.479	0.264	0.439
asphyxia	valekuolema	0.198	0.704	0.311
asphyxiation	tukehtuminen	0.059	0.745	0.412
aspiration	toive	0.704	0.724	0.675
aspire	tavoitella jtk	0.812	0.469	0.722
aspirin	aspiriini	0.479	0.271	0.422
aspiring	kunnianhimoinen	0.844	0.582	0.604
ass	perse	0.323	0.750	0.345
assail	ahdistaa	0.378	0.510	0.500
assailant	hyökkääjä	0.184	0.868	0.602
assassin	salamurhaaja	0.073	0.933	0.632
assassinate	murhata	0.051	0.969	0.722
assassination	salamurha	0.083	0.941	0.525
assault	hyökkäys	0.167	0.848	0.550
assay	määritys	0.633	0.559	0.594
assemblage	kokoontuminen	0.429	0.452	0.600
assemble	koota	0.542	0.570	0.750
assembled	koolla	0.663	0.450	0.644
assembly	kokoonpano	0.698	0.500	0.640
assemblyman	lakiasäätävän edustajakokouksen jäsen	0.430	0.538	0.760
assent	suostumus	0.615	0.515	0.719
assert	puolustaa	0.750	0.619	0.809
asserting	väittäen	0.694	0.531	0.736
assertion	väite	0.740	0.442	0.750
assertive	itsevarma	0.719	0.412	0.770
assess	arvioida	0.698	0.500	0.623
assessment	arviointi	0.750	0.623	0.658
assessor	arvioija	0.551	0.538	0.764
asset	etu	0.797	0.765	0.788
assets	varat	0.667	0.613	0.765
asshole	kusipää	0.133	0.582	0.263
assign	luovuttaa	0.622	0.417	0.709
assignee	siirronsaajalle	0.510	0.462	0.510
assignment	toimeksianto	0.483	0.398	0.745
assimilate	omaksua	0.559	0.391	0.683
assimilation	assimilaatio	0.429	0.378	0.463
assist	avustaa	0.833	0.435	0.629
assistance	apu	0.656	0.519	0.633
assistant	avustaja	0.625	0.390	0.536
associate	kumppani	0.812	0.409	0.625
association	yhdistys	0.745	0.500	0.817
assorted	valikoituja	0.602	0.460	0.472
assortment	lajitelma	0.694	0.360	0.526
assuage	tyynnyttää	0.745	0.255	0.500
assume	olettaa	0.698	0.401	0.464
assumed	oletettu	0.612	0.247	0.454
assuming	olettaen että	0.740	0.390	0.526
assumption	olettamus	0.479	0.431	0.417
assurance	varmuus	0.675	0.442	0.704
assure	vakuuttaa	0.910	0.460	0.839
assured	varma	0.878	0.327	0.754
assuredly	varmasti	0.786	0.396	0.833
asterisk	tähtimerkki	0.541	0.288	0.273
asteroid	asteroidi	0.430	0.721	0.623
asteroids	asteroidit	0.361	0.694	0.712
asthma	astma	0.198	0.549	0.227
asthmatic	astmaatikko	0.229	0.706	0.294
astigmatism	hajataittoisuus	0.214	0.490	0.429
astonish	hämmästyttää	0.786	0.845	0.658
astonished	hämmästyksissään	0.510	0.775	0.574
astonishing	hämmästyttävä	0.844	0.802	0.821
astonishingly	NO TRANSLATION	0.827	0.898	0.773
astonishment	hämmästys	0.680	0.718	0.519
astound	hämmästyttää	0.729	0.675	0.474
astral	astraaliruumis	0.604	0.417	0.567
astray	harhaan	0.098	0.676	0.308
astringent	supistava	0.316	0.500	0.474
astrologer	astrologi	0.594	0.519	0.673
astrology	astrologia	0.635	0.340	0.500
astronaut	astronautti	0.792	0.601	0.761
astronomer	tähtitieteilijä	0.750	0.509	0.735
astronomical	tähtitieteellinen	0.600	0.632	0.726
astronomy	tähtitiede	0.613	0.474	0.722
astute	neuvokas	0.776	0.658	0.827
asunder	kappaleiksi	0.208	0.442	0.259
asylum	turvapaikka	0.407	0.330	0.445
asymmetric	epäsymmetrinen	0.580	0.343	0.465
asymmetry	epäsymmetria	0.476	0.373	0.527
asymptotic	asymptoottinen	0.479	0.451	0.472
atelier	ateljee	0.490	0.330	0.705
atheism	ateismi	0.276	0.460	0.481
atheist	ateisti	0.225	0.447	0.377
atheistic	ateistinen	0.373	0.481	0.466
atherosclerosis	ateroskleroosi	0.250	0.480	0.343
athlete	urheilija	0.781	0.718	0.686
athletic	urheilu-	0.857	0.798	0.708
athleticism	urheilullisuuden	0.750	0.863	0.778
athletics	yleisurheilu	0.831	0.691	0.740
atlas	kartasto	0.531	0.306	0.554
atmosphere	ilmapiiri	0.604	0.300	0.560
atmospheric	ilmakehän	0.531	0.420	0.594
atoll	atolli	0.480	0.408	0.472
atom	atomi	0.510	0.500	0.433
atomic	atomi-	0.327	0.817	0.713
atone	sovittamaan	0.418	0.673	0.411
atonement	sovitus	0.550	0.602	0.683
atpeace	rauhassa	0.724	0.298	0.519
atrium	atrium	0.469	0.365	0.473
atrocious	julma	0.073	0.811	0.445
atrocity	julmuus	0.115	0.844	0.593
atrophy	surkastuminen	0.177	0.540	0.208
attach	liittää	0.520	0.363	0.559
attached	liitteenä	0.562	0.350	0.439
attachment	liite	0.570	0.343	0.500
attack	hyökkäys	0.286	0.948	0.670
attacker	hyökkääjä	0.185	0.962	0.629
attacking	hyökkää	0.276	0.837	0.642
attain	saavuttaa	0.806	0.510	0.719
attainable	saavutettavissa oleva	0.760	0.500	0.759
attainment	saavuttaminen	0.830	0.520	0.940
attempt	yrittää	0.625	0.491	0.431
attempted	yritettiin	0.594	0.580	0.567
attend	käydä	0.650	0.420	0.625
attendance	läsnäolo	0.812	0.500	0.592
attendant	liittyvä	0.580	0.365	0.519
attention	huomio	0.740	0.599	0.774
attentionseeker	NO TRANSLATION	0.367	0.745	0.457
attentionseekers	NO TRANSLATION	0.531	0.673	0.500
attentive	tarkkaavainen	0.812	0.520	0.724
attenuate	vaimentaa	0.408	0.302	0.429
attenuated	heikennetty	0.449	0.280	0.298
attenuation	vaimennus	0.458	0.363	0.464
attest	osoittaa	0.439	0.710	0.685
attestation	todistaminen	0.234	0.635	0.500
attic	ullakko	0.521	0.259	0.377
attire	pukea	0.742	0.388	0.483
attitude	asenne	0.760	0.644	0.861
attorney	asianajaja	0.600	0.594	0.754
attract	vetää puoleensa	0.796	0.663	0.769
attraction	vetovoima	0.906	0.774	0.712
attractive	viehättävä	0.906	0.630	0.769
attractiveness	houkuttelevuutta	0.938	0.667	0.755
attributable	johtuva	0.704	0.430	0.527
attribute	ominaisuus	0.781	0.439	0.795
attribution	Nimeä	0.646	0.467	0.658
attrition	hankaaminen	0.229	0.540	0.259
auburn	kullanruskea	0.510	0.240	0.411
auction	Huutokauppa	0.594	0.702	0.519
auctioneer	meklari	0.542	0.732	0.716
audacious	uskalias	0.740	0.875	0.825
audacity	rohkeus	0.760	0.755	0.916
audible	kuuluva	0.673	0.370	0.462
audience	yleisö	0.698	0.610	0.613
audio	audio-	0.709	0.425	0.370
audit	tarkastaa	0.375	0.562	0.735
audition	esiintymiskoe	0.750	0.685	0.615
auditions	koe	0.740	0.765	0.596
auditor	tilintarkastaja	0.582	0.571	0.726
auditorium	auditorio	0.529	0.490	0.538
auditory	auditiivinen	0.531	0.481	0.570
aught	mitään	0.418	0.135	0.217
augment	lisätä	0.650	0.683	0.645
augmentation	lisääminen	0.714	0.613	0.850
august	elokuu	0.652	0.292	0.462
aunt	täti	0.667	0.291	0.420
auntie	täti	0.643	0.275	0.447
aura	aura	0.760	0.333	0.500
aurora	aamurusko	0.817	0.306	0.537
auspices	suojeluksessa	0.542	0.500	0.634
auspicious	lupaava	0.562	0.635	0.669
austere	karu	0.500	0.390	0.422
austerity	ankaruus	0.438	0.406	0.534
authentic	aito	0.885	0.510	0.782
authenticate	todentaa	0.833	0.480	0.789
authentication	todennus	0.724	0.491	0.750
authenticity	aitous	0.670	0.548	0.845
