Word	Samoan-sm	Valence	Arousal	Dominance
analogous	tutusa	0.531	0.270	0.500
analogue	tutusa	0.570	0.320	0.446
analogy	tala faʻatusa	0.510	0.367	0.509
analysis	auiliiliga	0.729	0.448	0.705
analyst	tagata suʻesuʻe	0.604	0.415	0.755
analytic	analytic	0.665	0.521	0.634
analytical	auiliiliga	0.625	0.324	0.800
analyze	iloilo	0.667	0.462	0.710
analyzer	auiliiliga	0.625	0.556	0.854
anaphylactic	anaphylactic	0.378	0.588	0.500
anarchism	anarchism	0.125	0.804	0.623
anarchist	anarchist	0.204	0.700	0.759
anarchy	faʻanoanoa	0.146	0.755	0.620
anastomosis	anastomosis	0.375	0.470	0.490
anathema	faʻatau	0.286	0.490	0.519
anatomic	anatomic	0.562	0.442	0.546
anatomy	anatomy	0.562	0.390	0.571
ancestor	tuaa	0.592	0.388	0.594
ancestral	tuaa	0.640	0.481	0.750
ancestry	tuaa	0.708	0.519	0.717
anchor	taula	0.520	0.284	0.564
anchorage	taula	0.500	0.325	0.639
ancient	anamua	0.420	0.217	0.439
ancillary	faʻailoga	0.449	0.442	0.278
androgen	asene	0.255	0.523	0.527
android	taula	0.663	0.436	0.500
anecdote	tala otooto	0.583	0.529	0.500
anemia	anaemia	0.188	0.327	0.310
anemic	afaina	0.167	0.279	0.155
anemone	anemone	0.552	0.538	0.327
anesthesia	faʻamaʻi	0.365	0.216	0.394
anesthesiologist	anesthesiologist	0.419	0.224	0.526
anesthetic	vailaʻau	0.350	0.264	0.482
aneurysm	anerysm	0.115	0.690	0.536
anew	fou	0.771	0.358	0.385
angel	agelu	0.906	0.158	0.704
angelic	agelu	0.927	0.298	0.668
anger	ita	0.167	0.865	0.657
angered	ita	0.010	0.860	0.547
angermanagement	NO TRANSLATION	0.260	0.632	0.482
angina	angina	0.230	0.630	0.464
angiogram	angiogram	0.347	0.520	0.465
angiography	angiography	0.378	0.536	0.520
angle	tau	0.541	0.330	0.455
angling	faʻaiʻu	0.625	0.408	0.500
angora	Angora	0.529	0.425	0.405
angriest	faʻamasino	0.094	0.892	0.430
angry	ita	0.122	0.830	0.604
angrytweet	NO TRANSLATION	0.265	0.644	0.471
angst	angst	0.167	0.888	0.333
anguish	mafatiaga	0.153	0.792	0.265
anguished	mafatiaga	0.135	0.720	0.307
angular	angular	0.449	0.281	0.444
anhydrous	leai se mea	0.456	0.365	0.355
animal	manu	0.521	0.510	0.513
animate	fiafia	0.827	0.755	0.635
animated	fiafia	0.823	0.676	0.538
animation	animation	0.888	0.750	0.549
animosity	ita	0.510	0.724	0.545
animus	animus	0.698	0.676	0.466
ankle	tapuvae	0.500	0.274	0.234
anklet	solofanua	0.410	0.276	0.302
annals	faʻamaumauga	0.427	0.610	0.424
annex	annex	0.594	0.350	0.458
annexation	annexation	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	faʻaumatia	0.115	0.918	0.681
annihilated	faʻaumatia	0.080	0.760	0.324
annihilation	faʻaumatia	0.041	0.800	0.591
anniversary	atoaga ose mafutaga	0.880	0.770	0.723
annotate	Faʻamatala	0.592	0.469	0.441
annotation	faʻamatalaga	0.604	0.470	0.619
announce	faasilasila	0.694	0.618	0.611
announcement	faasilasilaga	0.729	0.491	0.482
announcer	faʻailoa	0.602	0.570	0.732
annoy	ita	0.094	0.765	0.286
annoyance	ita	0.167	0.718	0.342
annoyed	ita	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	ita	0.082	0.853	0.348
annoys	ita	0.146	0.778	0.435
annual	tausaga taʻitasi	0.552	0.236	0.500
annuity	tausaga taʻitasi	0.521	0.304	0.527
annul	faalēaogā	0.250	0.448	0.364
annular	faʻamau	0.310	0.385	0.412
annulment	faalēaogāina	0.153	0.375	0.447
annulus	faalēaogā	0.458	0.380	0.376
anointed	faauuina	0.500	0.368	0.579
anointing	faauuga	0.653	0.350	0.547
anomalous	leai se mea	0.281	0.480	0.423
anomaly	anomaly	0.188	0.538	0.404
anon	Anon	0.479	0.354	0.298
anonymity	le faʻamaonia	0.469	0.255	0.430
anonymous	le iloa	0.396	0.291	0.431
anorexic	meaʻai	0.160	0.618	0.245
answer	tali	0.537	0.373	0.661
answerable	taligofie	0.708	0.481	0.750
answering	Tali	0.684	0.500	0.607
ant	al	0.448	0.216	0.216
antagonism	taufaasese	0.224	0.618	0.524
antagonist	tagata tetee	0.240	0.615	0.700
antagonistic	tetee	0.296	0.604	0.565
antagonize	antagonize	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	faʻasologa	0.427	0.551	0.566
antelope	uila	0.542	0.510	0.500
antenna	antenna	0.521	0.327	0.358
anterior	tua	0.510	0.245	0.362
anthem	musika	0.780	0.343	0.729
anthill	fofo	0.327	0.578	0.377
anthology	tala faʻasolopito	0.338	0.406	0.537
anthrax	anthrax	0.188	0.730	0.500
anthropological	tala faʻasolopito	0.367	0.390	0.490
anthropologist	fomaʻi	0.551	0.385	0.725
anthropology	tala faʻasolopito	0.490	0.367	0.582
anti	aneti	0.365	0.412	0.384
antiaircraft	faʻataʻitaʻiga	0.330	0.622	0.629
antibiotic	vailaʻau	0.510	0.373	0.658
antibiotics	vailaau faʻamaʻi	0.448	0.406	0.557
antichrist	anetikeriso	0.082	0.837	0.544
anticipate	fuafua	0.622	0.469	0.667
anticipation	faanaunauga	0.698	0.539	0.711
anticipatory	faanaunauga	0.653	0.551	0.682
antics	faʻasologa	0.448	0.740	0.236
antidote	vaifofo	0.541	0.490	0.629
antifungal	faʻailoga	0.408	0.412	0.441
antigravity	vailaʻau	0.430	0.714	0.658
antimony	antimony	0.378	0.398	0.490
antipathy	antipathy	0.198	0.549	0.393
antiquarian	antiquarian	0.500	0.233	0.426
antiquated	faʻailoga	0.420	0.392	0.236
antique	anamua	0.634	0.290	0.518
antiques	anamua	0.540	0.370	0.595
antiquity	anamua	0.385	0.333	0.556
antiseptic	fomaʻi	0.438	0.370	0.623
antisocial	faʻapitoa	0.146	0.686	0.391
antithesis	vailaau	0.396	0.412	0.536
antithetical	faʻatau	0.271	0.509	0.358
antiviral	antiviral	0.459	0.470	0.549
antler	tagata faʻatau	0.448	0.470	0.500
antsy	aneti	0.449	0.558	0.417
anus	a	0.347	0.644	0.350
anvil	afā	0.380	0.510	0.604
anxiety	popolega	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	popole	0.281	0.875	0.434
anxiousness	popolega	0.235	0.814	0.282
anytime	soʻo se taimi	0.625	0.461	0.436
aorta	aorta	0.448	0.510	0.542
aortic	faʻatau	0.436	0.540	0.438
apace	avanoa lautele	0.536	0.500	0.536
apache	apache	0.687	0.469	0.500
apartment	fale	0.719	0.393	0.580
apartments	fale mautotogi	0.704	0.337	0.443
apathetic	lē fiafia	0.188	0.292	0.333
apathy	le le fiafia	0.184	0.212	0.204
ape	ape	0.548	0.389	0.336
aperture	tatala	0.612	0.450	0.667
apex	apex	0.570	0.433	0.418
aphid	aphid	0.388	0.473	0.407
aphrodisiac	aphrodisiac	0.750	0.846	0.667
apiece	faʻatasi	0.439	0.259	0.383
aplomb	aplomb	0.500	0.509	0.582
apocalypse	apocalypse	0.050	0.867	0.736
apocalyptic	apocalyptic	0.173	0.880	0.750
apologetic	faanatinati	0.479	0.461	0.571
apologist	apologist	0.406	0.429	0.526
apologize	faatoese	0.551	0.378	0.389
apology	faʻatoesega	0.571	0.346	0.402
apostasy	liliuese	0.388	0.520	0.517
apostate	liliuese	0.342	0.500	0.528
apostle	aposetolo	0.646	0.347	0.732
apostolic	apostolic	0.592	0.300	0.717
apostrophe	liliuese	0.469	0.368	0.537
apothecary	faʻamalosi	0.561	0.328	0.529
appalled	faʻanoanoa	0.194	0.792	0.562
appalling	maofa	0.160	0.827	0.415
apparatus	meafaigaluega	0.375	0.353	0.377
apparel	ofu	0.698	0.435	0.453
apparent	manino	0.473	0.383	0.398
apparently	foliga manino	0.531	0.410	0.426
apparition	foliga vaaia	0.406	0.573	0.636
appeal	apili	0.663	0.598	0.558
appear	faʻaalia	0.735	0.506	0.567
appearance	foliga vaaia	0.669	0.490	0.534
appease	faʻafiafia	0.633	0.278	0.434
appellant	tagata talosaga	0.327	0.588	0.568
append	faʻaopoopo	0.573	0.464	0.453
appendage	faʻaopoopoga	0.229	0.382	0.438
appendectomy	appendectomy	0.177	0.670	0.554
appendicitis	appendicitis	0.031	0.640	0.347
appendix	faʻaopoopoga	0.365	0.387	0.425
appetite	tuinanau	0.704	0.637	0.581
appetizer	meaʻai	0.755	0.560	0.406
appetizing	meaʻai	0.806	0.657	0.688
applaud	pese	0.865	0.824	0.464
applause	pepese	0.953	0.857	0.621
apple	apu	0.811	0.300	0.264
apple juice	apu opu	0.765	0.204	0.294
applejack	applejack	0.604	0.431	0.473
applesauce	taʻavale	0.750	0.167	0.291
appliance	meafaigaluega	0.582	0.453	0.538
appliances	masini	0.594	0.394	0.567
applicability	faʻatoga	0.677	0.490	0.741
applicable	talafeagai	0.469	0.430	0.667
applicant	talosaga	0.612	0.558	0.688
application	talosaga	0.646	0.445	0.726
apply	faʻaaoga	0.612	0.321	0.667
appoint	tofia	0.565	0.330	0.509
appointment	tofiga	0.688	0.594	0.547
appointments	tofiga	0.745	0.677	0.625
apportion	vaevaega	0.677	0.490	0.638
apportionment	vaevaega	0.552	0.481	0.453
appraisal	iloiloga	0.417	0.667	0.682
appraise	iloiloga	0.677	0.490	0.696
appreciable	talisapaia	0.873	0.491	0.778
appreciate	talisapaia	0.885	0.422	0.741
appreciated	talisapaia	0.910	0.434	0.779
appreciates	talisapaia	0.765	0.500	0.656
appreciation	talisapaia	0.917	0.529	0.588
appreciative	talisapaia	0.857	0.380	0.654
apprehend	matauina	0.521	0.624	0.696
apprehension	mataʻutia	0.385	0.720	0.454
apprehensive	popole	0.406	0.592	0.431
apprentice	tagata aperenitisi	0.615	0.413	0.452
apprenticeship	aperenitisi	0.812	0.482	0.643
approach	auala	0.612	0.392	0.610
approaching	latalata mai	0.740	0.557	0.491
approbate	NO TRANSLATION	0.646	0.590	0.860
approbation	faʻatagaga	0.792	0.529	0.774
appropriate	talafeagai	0.833	0.368	0.759
appropriation	faatatauina	0.510	0.632	0.717
approval	faamaoniga	0.854	0.460	0.889
approve	faamaonia	0.875	0.548	0.741
approved	faʻamaonia	0.833	0.349	0.698
approvement	faʻataʻitaʻiga	0.880	0.625	0.780
approving	faamaonia	0.917	0.583	0.773
approximate	faʻatatau	0.551	0.560	0.520
approximately	e tusa	0.622	0.396	0.538
approximating	faʻatatau	0.583	0.615	0.471
approximation	faʻatusatusa	0.582	0.402	0.593
appurtenances	mea faʻapitoa	0.573	0.412	0.547
apricot	apricot	0.708	0.320	0.278
apron	apron	0.582	0.208	0.245
apt	faʻaaoga	0.582	0.418	0.382
aptitude	atamamai	0.750	0.471	0.746
aqua	vai	0.656	0.292	0.359
aquamarine	aquamarine	0.729	0.306	0.413
aquarium	aquarium	0.663	0.327	0.393
aquatic	vai	0.677	0.510	0.463
aqueduct	alavai	0.551	0.411	0.534
aqueous	aqueous	0.429	0.270	0.310
arable	faʻataʻitaʻi	0.510	0.350	0.465
arbiter	faamasino	0.561	0.537	0.814
arbitrary	faʻasalaga	0.281	0.702	0.686
arbitrate	faʻamasinoga	0.470	0.620	0.682
arbitration	faamasinoga	0.587	0.602	0.670
arbitrator	faamasino	0.385	0.448	0.795
arbor	arbor	0.583	0.490	0.591
arc	arc	0.552	0.388	0.396
arcade	faʻailoga	0.676	0.521	0.502
arcane	faʻailoa	0.500	0.490	0.637
arch	fao	0.500	0.354	0.468
archaeological	fale suʻesuʻe	0.740	0.441	0.660
archaeologist	tagata suʻesuʻe o mea anamua	0.552	0.451	0.706
archaeology	archeology	0.596	0.358	0.691
archaic	archaic	0.271	0.327	0.332
archangel	agelu sili	0.837	0.500	0.708
archbishop	archbishop	0.622	0.280	0.776
archdiocese	archdiocese	0.400	0.321	0.704
archduke	faʻapipiʻi	0.458	0.413	0.634
arched	faʻailoa	0.582	0.403	0.398
archer	fanafana	0.573	0.622	0.661
archery	fanafana	0.594	0.604	0.589
archetype	archetype	0.448	0.520	0.569
archipelago	atumotu	0.745	0.370	0.592
architect	tusiata	0.776	0.442	0.836
architectural	tusiata	0.729	0.390	0.670
architecture	fausaga fale	0.820	0.390	0.694
archive	faamaumauga	0.438	0.294	0.527
arctic	arctic	0.615	0.352	0.546
ardent	faʻailoa	0.694	0.873	0.722
ardor	ita tele	0.500	0.780	0.538
arduous	faigata	0.344	0.783	0.605
area	nofoaga	0.490	0.306	0.464
arena	malae	0.510	0.235	0.404
areola	isola	0.417	0.396	0.381
areyoukidding	NO TRANSLATION	0.429	0.633	0.400
areyoukiddingme	NO TRANSLATION	0.365	0.635	0.375
argent	NO TRANSLATION	0.594	0.418	0.472
argh	tala	0.260	0.538	0.328
arghh	NO TRANSLATION	0.292	0.536	0.397
arghhhh	NO TRANSLATION	0.250	0.618	0.324
argue	finau	0.093	0.798	0.525
argument	finauga	0.510	0.464	0.698
argumentation	finauga	0.479	0.549	0.760
argumentative	finauga	0.450	0.531	0.679
arguments	finauga	0.541	0.602	0.657
arid	fafati	0.323	0.333	0.379
arise	tulaʻi	0.750	0.582	0.725
aristocracy	aristocracy	0.688	0.549	0.842
aristocrat	faʻatau	0.583	0.413	0.811
aristocratic	faʻauʻu	0.449	0.519	0.676
arithmetic	numera	0.453	0.460	0.634
ark	atolaau	0.396	0.427	0.543
arm	lima	0.552	0.285	0.469
armada	armada	0.408	0.740	0.868
armament	auupega	0.198	0.764	0.810
armaments	auupega	0.192	0.839	0.830
armature	auupega	0.510	0.558	0.755
armchair	fafie	0.646	0.164	0.339
armed	faaauupegaina	0.188	0.750	0.808
armor	ofutau	0.469	0.625	0.784
armored	ua fusia	0.469	0.509	0.861
armory	faleoloa	0.448	0.663	0.800
armpit	faʻailoga	0.283	0.439	0.250
arms	lima	0.464	0.395	0.483
army	fitafita	0.417	0.759	0.902
aroma	manogi	0.823	0.235	0.442
aromatherapy	aromatherapy	0.847	0.220	0.473
arousal	osofia	0.791	0.943	0.731
arouse	fagua	0.740	0.491	0.580
aroused	fagua	0.708	0.952	0.667
arraignment	faʻailoga	0.406	0.837	0.534
arrange	faatulaga	0.740	0.490	0.571
arranged	faatulaga	0.698	0.531	0.728
arrangement	faatulagaga	0.625	0.382	0.683
array	faatulagaga	0.521	0.396	0.568
arrears	faʻaiʻuga	0.286	0.485	0.302
arrest	puʻeina	0.146	0.951	0.500
arrhythmia	arrhythmia	0.265	0.706	0.356
arrival	taunuu mai	0.678	0.510	0.474
arrive	taunuu	0.837	0.406	0.585
arrogance	faamaualuga	0.143	0.750	0.620
arrogant	faʻamaualuga	0.115	0.755	0.580
arrow	arrow	0.439	0.390	0.454
arsehole	arsehole	0.276	0.598	0.433
arseholes	arseholes	0.188	0.545	0.351
arsenal	arsenal	0.365	0.741	0.752
arsenic	arsenic	0.281	0.472	0.447
arson	fana	0.133	0.904	0.567
arsonist	faʻailoga	0.348	0.840	0.500
art	faatufugaga	0.812	0.360	0.603
arterial	faʻailoga	0.396	0.510	0.583
artery	talatala	0.396	0.580	0.537
artful	aulelei	0.771	0.608	0.778
arthritis	gasegase	0.110	0.518	0.345
arthropod	arthropod	0.344	0.464	0.434
artichoke	artichoke	0.583	0.218	0.287
article	tusiga	0.594	0.280	0.481
articles	tusiga	0.552	0.324	0.565
articulate	faʻamatala	0.677	0.462	0.618
articulation	faʻamatalaga	0.479	0.480	0.591
artifact	faʻailoga	0.510	0.500	0.566
artifice	faʻailoga	0.316	0.696	0.482
artificial	faʻailoga	0.306	0.385	0.351
artillery	tusiata	0.350	0.912	0.794
artisan	tusiata	0.781	0.330	0.411
artist	tusiata	0.802	0.442	0.732
artiste	NO TRANSLATION	0.844	0.512	0.565
artistic	faatufugaga	0.802	0.646	0.632
artistry	tusiata	0.823	0.346	0.769
artists	tusiata	0.796	0.667	0.741
artwork	tusiata	0.896	0.368	0.679
arty	arty	0.490	0.422	0.388
asap	asap	0.571	0.500	0.552
asbestos	asbestos	0.357	0.481	0.464
ascend	alu aʻe	0.830	0.620	0.812
ascendancy	maualuga	0.724	0.625	0.700
ascendant	oso aʻe	0.656	0.673	0.821
ascending	alu aʻe	0.826	0.644	0.777
ascension	alu aʻe i le lagi	0.765	0.720	0.714
ascent	maualuga	0.755	0.627	0.833
ascertain	mautinoa	0.560	0.530	0.625
ascertained	faamautinoa	0.531	0.529	0.616
ascetic	solo	0.438	0.375	0.472
ash	efuefu	0.260	0.210	0.207
ashamed	maasiasi	0.156	0.588	0.228
ashes	lefulefu	0.327	0.279	0.142
ashtray	ashtray	0.406	0.382	0.265
asinine	asini	0.429	0.472	0.433
ask	fesili	0.531	0.440	0.459
asleeep	NO TRANSLATION	0.490	0.210	0.322
asleep	moe	0.604	0.100	0.270
asp	asp	0.438	0.489	0.375
asparagus	asparagus	0.469	0.317	0.264
aspartame	aspartame	0.469	0.480	0.322
aspect	foliga	0.479	0.469	0.588
aspects	itu	0.439	0.480	0.565
aspen	aspen	0.479	0.280	0.395
asphalt	asphalt	0.479	0.264	0.439
asphyxia	asphyxia	0.198	0.704	0.311
asphyxiation	asphyxiation	0.059	0.745	0.412
aspiration	aspiration	0.704	0.724	0.675
aspire	manaʻo	0.812	0.469	0.722
aspirin	aspirin	0.479	0.271	0.422
aspiring	manaʻo	0.844	0.582	0.604
ass	asini	0.323	0.750	0.345
assail	osofaiga	0.378	0.510	0.500
assailant	osofaʻi	0.184	0.868	0.602
assassin	fasioti tagata	0.073	0.933	0.632
assassinate	fasioti tagata	0.051	0.969	0.722
assassination	fasioti tagata	0.083	0.941	0.525
assault	osofaʻiga	0.167	0.848	0.550
assay	suega	0.633	0.559	0.594
assemblage	faʻapotopotoga	0.429	0.452	0.600
assemble	faʻapotopoto	0.542	0.570	0.750
assembled	potopoto	0.663	0.450	0.644
assembly	faʻapotopotoga	0.698	0.500	0.640
assemblyman	tagata faʻapotopoto	0.430	0.538	0.760
assent	ioe	0.615	0.515	0.719
assert	fai mai	0.750	0.619	0.809
asserting	faʻamaonia	0.694	0.531	0.736
assertion	faʻamaoniga	0.740	0.442	0.750
assertive	faʻamaonia	0.719	0.412	0.770
assess	iloilo	0.698	0.500	0.623
assessment	iloiloga	0.750	0.623	0.658
assessor	faatonu	0.551	0.538	0.764
asset	aseta	0.797	0.765	0.788
assets	aseta	0.667	0.613	0.765
asshole	osofaʻi	0.133	0.582	0.263
assign	tofi	0.622	0.417	0.709
assignee	tagata faʻasalaga	0.510	0.462	0.510
assignment	tofiga	0.483	0.398	0.745
assimilate	osofaʻi	0.559	0.391	0.683
assimilation	osofaʻiga	0.429	0.378	0.463
assist	fesoasoani	0.833	0.435	0.629
assistance	fesoasoani	0.656	0.519	0.633
assistant	fesoasoani	0.625	0.390	0.536
associate	faʻatasi	0.812	0.409	0.625
association	mafutaga	0.745	0.500	0.817
assorted	aufaʻatasia	0.602	0.460	0.472
assortment	atofa	0.694	0.360	0.526
assuage	faʻanoanoa	0.745	0.255	0.500
assume	manatu	0.698	0.401	0.464
assumed	aveina	0.612	0.247	0.454
assuming	manatu	0.740	0.390	0.526
assumption	masalosalo	0.479	0.431	0.417
assurance	mautinoa	0.675	0.442	0.704
assure	mautinoa	0.910	0.460	0.839
assured	mautinoa	0.878	0.327	0.754
assuredly	ioe	0.786	0.396	0.833
asterisk	Asterisk	0.541	0.288	0.273
asteroid	asteroid	0.430	0.721	0.623
asteroids	asteroids	0.361	0.694	0.712
asthma	fulu	0.198	0.549	0.227
asthmatic	asthmatic	0.229	0.706	0.294
astigmatism	astigmatism	0.214	0.490	0.429
astonish	maofa	0.786	0.845	0.658
astonished	ofo	0.510	0.775	0.574
astonishing	maofa	0.844	0.802	0.821
astonishingly	NO TRANSLATION	0.827	0.898	0.773
astonishment	maofa	0.680	0.718	0.519
astound	maofa	0.729	0.675	0.474
astral	astral	0.604	0.417	0.567
astray	sese	0.098	0.676	0.308
astringent	astringent	0.316	0.500	0.474
astrologer	tagata vaʻai	0.594	0.519	0.673
astrology	astrology	0.635	0.340	0.500
astronaut	tagata vaalele	0.792	0.601	0.761
astronomer	tagata suʻesuʻe i le vateatea	0.750	0.509	0.735
astronomical	fetuʻunaʻi	0.600	0.632	0.726
astronomy	astronomy	0.613	0.474	0.722
astute	mataʻutia	0.776	0.658	0.827
asunder	solo	0.208	0.442	0.259
asylum	nofoaga saogalemu	0.407	0.330	0.445
asymmetric	tutusa	0.580	0.343	0.465
asymmetry	tutusa	0.476	0.373	0.527
asymptotic	faʻamalosi	0.479	0.451	0.472
atelier	faleoloa	0.490	0.330	0.705
atheism	le talitonu i le Atua	0.276	0.460	0.481
atheist	lē talitonu i le Atua	0.225	0.447	0.377
atheistic	athelo	0.373	0.481	0.466
atherosclerosis	atherosclerosis	0.250	0.480	0.343
athlete	tagata taaalo	0.781	0.718	0.686
athletic	afeleti	0.857	0.798	0.708
athleticism	afeleti	0.750	0.863	0.778
athletics	afeleti	0.831	0.691	0.740
atlas	atlas	0.531	0.306	0.554
atmosphere	atemosifia	0.604	0.300	0.560
atmospheric	mataʻutia	0.531	0.420	0.594
atoll	atolo	0.480	0.408	0.472
atom	tolu	0.510	0.500	0.433
atomic	atomic	0.327	0.817	0.713
atone	togiola	0.418	0.673	0.411
atonement	togiola	0.550	0.602	0.683
atpeace	toso	0.724	0.298	0.519
atrium	atrium	0.469	0.365	0.473
atrocious	leaga	0.073	0.811	0.445
atrocity	toilalo	0.115	0.844	0.593
atrophy	atrophy	0.177	0.540	0.208
attach	faʻapipiʻi	0.520	0.363	0.559
attached	faapipiʻi	0.562	0.350	0.439
attachment	faʻaopoopoga	0.570	0.343	0.500
attack	osofaʻiga	0.286	0.948	0.670
attacker	osofaia	0.185	0.962	0.629
attacking	osofaia	0.276	0.837	0.642
attain	maua	0.806	0.510	0.719
attainable	mafai ona maua	0.760	0.500	0.759
attainment	ausia	0.830	0.520	0.940
attempt	taumafaiga	0.625	0.491	0.431
attempted	taumafai	0.594	0.580	0.567
attend	auai	0.650	0.420	0.625
attendance	auai	0.812	0.500	0.592
attendant	tautua	0.580	0.365	0.519
attention	gauai	0.740	0.599	0.774
attentionseeker	NO TRANSLATION	0.367	0.745	0.457
attentionseekers	NO TRANSLATION	0.531	0.673	0.500
attentive	mataala	0.812	0.520	0.724
attenuate	tagata auai	0.408	0.302	0.429
attenuated	toesea	0.449	0.280	0.298
attenuation	atinaua	0.458	0.363	0.464
attest	molimau	0.439	0.710	0.685
attestation	tusi faamaonia	0.234	0.635	0.500
attic	togi	0.521	0.259	0.377
attire	laei	0.742	0.388	0.483
attitude	uiga faaalia	0.760	0.644	0.861
attorney	loia	0.600	0.594	0.754
attract	tosina	0.796	0.663	0.769
attraction	tosina	0.906	0.774	0.712
attractive	lalelei	0.906	0.630	0.769
attractiveness	faatosina	0.938	0.667	0.755
attributable	e mafua ai	0.704	0.430	0.527
attribute	uiga	0.781	0.439	0.795
attribution	taui	0.646	0.467	0.658
attrition	togiaso	0.229	0.540	0.259
auburn	auburn	0.510	0.240	0.411
auction	faʻatau	0.594	0.702	0.519
auctioneer	auctioneer	0.542	0.732	0.716
audacious	loto gatasi	0.740	0.875	0.825
audacity	mautinoa	0.760	0.755	0.916
audible	faalogoina	0.673	0.370	0.462
audience	tagata maimoa	0.698	0.610	0.613
audio	leo	0.709	0.425	0.370
audit	suʻeina	0.375	0.562	0.735
audition	suʻega	0.750	0.685	0.615
auditions	suʻega	0.740	0.765	0.596
auditor	suetusi	0.582	0.571	0.726
auditorium	faletele	0.529	0.490	0.538
auditory	suʻega	0.531	0.481	0.570
aught	mea	0.418	0.135	0.217
augment	faateleina	0.650	0.683	0.645
augmentation	faʻaopoopoga	0.714	0.613	0.850
august	Aukuso	0.652	0.292	0.462
aunt	uso o le tina	0.667	0.291	0.420
auntie	uso o le tina	0.643	0.275	0.447
aura	aura	0.760	0.333	0.500
aurora	aurora	0.817	0.306	0.537
auspices	auspices	0.542	0.500	0.634
auspicious	manuia	0.562	0.635	0.669
austere	toso	0.500	0.390	0.422
austerity	austerity	0.438	0.406	0.534
authentic	moni	0.885	0.510	0.782
authenticate	faʻamaoni	0.833	0.480	0.789
authentication	faʻamaoni	0.724	0.491	0.750
authenticity	moni	0.670	0.548	0.845
author	tusitala	0.775	0.343	0.749
authoritative	pule	0.636	0.520	0.890
authority	pule	0.592	0.592	0.934
authorization	faʻatagaga	0.521	0.567	0.817
authorize	faatagaina	0.772	0.596	0.821
authorized	faatagaina	0.760	0.458	0.815
authorship	tusitala	0.667	0.635	0.773
autism	autism	0.235	0.500	0.447
autistic	autistic	0.367	0.337	0.404
auto	auto	0.571	0.569	0.500
autobiographical	autobiographical	0.909	0.462	0.582
autobiography	autobiography	0.735	0.284	0.629
autocorrect	autocorrect	0.551	0.439	0.616
autocratic	autocratic	0.542	0.577	0.727
autograph	autograph	0.735	0.565	0.473
autographed	aveeseina	0.781	0.620	0.625
automated	faʻanatinati	0.578	0.402	0.632
automatic	otometi	0.562	0.433	0.664
automobile	taavale	0.753	0.625	0.534
automotive	taavale afi	0.656	0.520	0.577
autonomy	autonomy	0.781	0.349	0.891
autopilot	autopilot	0.594	0.462	0.632
autopsy	autopsy	0.252	0.650	0.538
autumn	autumn	0.765	0.204	0.450
auxiliary	ausilali	0.622	0.471	0.509
avail	faʻaola	0.800	0.430	0.603
availability	avanoa	0.796	0.544	0.600
available	avanoa	0.844	0.356	0.623
avalanche	avalanche	0.265	0.915	0.683
avarice	avarice	0.198	0.726	0.352
avatar	avatar	0.633	0.410	0.567
avenge	taui	0.073	0.867	0.559
avenger	tagata faʻatau	0.337	0.865	0.670
avenging	taui	0.143	0.880	0.717
avenue	auala	0.677	0.360	0.377
aver	NO TRANSLATION	0.492	0.450	0.393
average	avefeʻau	0.684	0.280	0.455
aversation	NO TRANSLATION	0.582	0.442	0.432
averse	teteʻe	0.253	0.569	0.492
averseness	feeseeseaiga	0.296	0.606	0.528
aversion	avesion	0.074	0.663	0.525
avert	aloese	0.510	0.388	0.465
aviary	aviary	0.500	0.360	0.467
