Word	Sundanese-su	Valence	Arousal	Dominance
anarchism	anarchism	0.125	0.804	0.623
anarchist	anarkis	0.204	0.700	0.759
anarchy	tanpa aturan	0.146	0.755	0.620
anastomosis	anastomosis	0.375	0.470	0.490
anathema	anathema	0.286	0.490	0.519
anatomic	anatomik	0.562	0.442	0.546
anatomy	anatomi	0.562	0.390	0.571
ancestor	nini moyang	0.592	0.388	0.594
ancestral	ancestral	0.640	0.481	0.750
ancestry	luluhur	0.708	0.519	0.717
anchor	jangkar	0.520	0.284	0.564
anchorage	Anchorage	0.500	0.325	0.639
ancient	kuno	0.420	0.217	0.439
ancillary	ancillary	0.449	0.442	0.278
androgen	androgén	0.255	0.523	0.527
android	android	0.663	0.436	0.500
anecdote	anecdote	0.583	0.529	0.500
anemia	anémia	0.188	0.327	0.310
anemic	anemik	0.167	0.279	0.155
anemone	anemone	0.552	0.538	0.327
anesthesia	anesthesia	0.365	0.216	0.394
anesthesiologist	anesthesiologist	0.419	0.224	0.526
anesthetic	ubar keur ngabius	0.350	0.264	0.482
aneurysm	aneurysm	0.115	0.690	0.536
anew	anew	0.771	0.358	0.385
angel	malaikat	0.906	0.158	0.704
angelic	angelic	0.927	0.298	0.668
anger	ambek-ambekan	0.167	0.865	0.657
angered	angered	0.010	0.860	0.547
angermanagement	NO TRANSLATION	0.260	0.632	0.482
angina	panghina	0.230	0.630	0.464
angiogram	angiogram	0.347	0.520	0.465
angiography	angiography	0.378	0.536	0.520
angle	juru	0.541	0.330	0.455
angling	angling	0.625	0.408	0.500
angora	Angora	0.529	0.425	0.405
angriest	angriest	0.094	0.892	0.430
angry	ambek	0.122	0.830	0.604
angrytweet	NO TRANSLATION	0.265	0.644	0.471
angst	angst	0.167	0.888	0.333
anguish	anguish	0.153	0.792	0.265
anguished	anguished	0.135	0.720	0.307
angular	sudut	0.449	0.281	0.444
anhydrous	anhidrat	0.456	0.365	0.355
animal	hewan	0.521	0.510	0.513
animate	ngahirupkeun	0.827	0.755	0.635
animated	animasi	0.823	0.676	0.538
animation	animasi	0.888	0.750	0.549
animosity	kanyeri	0.510	0.724	0.545
animus	animus	0.698	0.676	0.466
ankle	pigeulang suku	0.500	0.274	0.234
anklet	anklet	0.410	0.276	0.302
annals	annals	0.427	0.610	0.424
annex	papiliun	0.594	0.350	0.458
annexation	anéksasi	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	ngahancurkeun	0.115	0.918	0.681
annihilated	annihilated	0.080	0.760	0.324
annihilation	cara ngaremukan	0.041	0.800	0.591
anniversary	pangeling-eling	0.880	0.770	0.723
annotate	annotate	0.592	0.469	0.441
annotation	annotation	0.604	0.470	0.619
announce	ngembarkeun	0.694	0.618	0.611
announcement	bewara	0.729	0.491	0.482
announcer	jelema nu nyebarkeun	0.602	0.570	0.732
annoy	ngaganggu	0.094	0.765	0.286
annoyance	gangguan	0.167	0.718	0.342
annoyed	annoyed	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	ganggu	0.082	0.853	0.348
annoys	annoys	0.146	0.778	0.435
annual	unggal taun	0.552	0.236	0.500
annuity	annuity	0.521	0.304	0.527
annul	ngabatalkeun	0.250	0.448	0.364
annular	annular	0.310	0.385	0.412
annulment	pembatalan	0.153	0.375	0.447
annulus	annulus	0.458	0.380	0.376
anointed	anointed	0.500	0.368	0.579
anointing	anointing	0.653	0.350	0.547
anomalous	anomalous	0.281	0.480	0.423
anomaly	anomali	0.188	0.538	0.404
anon	anon	0.479	0.354	0.298
anonymity	anonymity	0.469	0.255	0.430
anonymous	henteu aya namina	0.396	0.291	0.431
anorexic	anorexic	0.160	0.618	0.245
answer	jawaban	0.537	0.373	0.661
answerable	bisa kajawab	0.708	0.481	0.750
answering	ngajawaban	0.684	0.500	0.607
ant	sireum	0.448	0.216	0.216
antagonism	mumusuhan	0.224	0.618	0.524
antagonist	antagonis	0.240	0.615	0.700
antagonistic	antagonistic	0.296	0.604	0.565
antagonize	pikangewaeun	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	antecedent	0.427	0.551	0.566
antelope	antelop	0.542	0.510	0.500
antenna	antena	0.521	0.327	0.358
anterior	anterior	0.510	0.245	0.362
anthem	gubahan musik	0.780	0.343	0.729
anthill	imah sireum	0.327	0.578	0.377
anthology	antologi	0.338	0.406	0.537
anthrax	anthrax	0.188	0.730	0.500
anthropological	anthropological	0.367	0.390	0.490
anthropologist	anthropologist	0.551	0.385	0.725
anthropology	antropologi	0.490	0.367	0.582
anti	anti	0.365	0.412	0.384
antiaircraft	antiaircraft	0.330	0.622	0.629
antibiotic	antibiotik	0.510	0.373	0.658
antibiotics	antibiotik	0.448	0.406	0.557
antichrist	Dajjal	0.082	0.837	0.544
anticipate	ngaramalkeun nu bakal kajadian	0.622	0.469	0.667
anticipation	antisipasi	0.698	0.539	0.711
anticipatory	anticipatory	0.653	0.551	0.682
antics	antics	0.448	0.740	0.236
antidote	ubar keur nawarkeun racun	0.541	0.490	0.629
antifungal	antifungal	0.408	0.412	0.441
antigravity	antigravity	0.430	0.714	0.658
antimony	antimony	0.378	0.398	0.490
antipathy	antipati	0.198	0.549	0.393
antiquarian	antiquarian	0.500	0.233	0.426
antiquated	baheula	0.420	0.392	0.236
antique	antik	0.634	0.290	0.518
antiques	antik	0.540	0.370	0.595
antiquity	barang antik	0.385	0.333	0.556
antiseptic	antiseptik	0.438	0.370	0.623
antisocial	antisocial	0.146	0.686	0.391
antithesis	antithesis	0.396	0.412	0.536
antithetical	antithetical	0.271	0.509	0.358
antiviral	antiviral	0.459	0.470	0.549
antler	antler	0.448	0.470	0.500
antsy	antsy	0.449	0.558	0.417
anus	bool	0.347	0.644	0.350
anvil	dasar	0.380	0.510	0.604
anxiety	kaayaan guligah	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	guligah	0.281	0.875	0.434
anxiousness	anxiousness	0.235	0.814	0.282
anytime	iraha bae	0.625	0.461	0.436
aorta	aorta	0.448	0.510	0.542
aortic	aortic	0.436	0.540	0.438
apace	apace	0.536	0.500	0.536
apache	Apache	0.687	0.469	0.500
apartment	apartemen	0.719	0.393	0.580
apartments	apartemen	0.704	0.337	0.443
apathetic	apathetic	0.188	0.292	0.333
apathy	karaton	0.184	0.212	0.204
ape	kunyuk	0.548	0.389	0.336
aperture	aperture	0.612	0.450	0.667
apex	puncak	0.570	0.433	0.418
aphid	aphid	0.388	0.473	0.407
aphrodisiac	aphrodisiac	0.750	0.846	0.667
apiece	sapotong	0.439	0.259	0.383
aplomb	aplomb	0.500	0.509	0.582
apocalypse	apocalypse	0.050	0.867	0.736
apocalyptic	apocalyptic	0.173	0.880	0.750
apologetic	nyuhunkeun hampura	0.479	0.461	0.571
apologist	apologist	0.406	0.429	0.526
apologize	nyuhunkeun hampura	0.551	0.378	0.389
apology	kahoyong hampura	0.571	0.346	0.402
apostasy	Pemurtadan	0.388	0.520	0.517
apostate	Murtad	0.342	0.500	0.528
apostle	rasul	0.646	0.347	0.732
apostolic	Apostolik	0.592	0.300	0.717
apostrophe	kekenteng	0.469	0.368	0.537
apothecary	apothecary	0.561	0.328	0.529
appalled	appalled	0.194	0.792	0.562
appalling	matak gehger	0.160	0.827	0.415
apparatus	pakakas	0.375	0.353	0.377
apparel	apparel	0.698	0.435	0.453
apparent	katingali	0.473	0.383	0.398
apparently	katingalina	0.531	0.410	0.426
apparition	kaahéngan	0.406	0.573	0.636
appeal	banding	0.663	0.598	0.558
appear	katingali	0.735	0.506	0.567
appearance	katingalian	0.669	0.490	0.534
appease	ngajadikeun eureun	0.633	0.278	0.434
appellant	appellant	0.327	0.588	0.568
append	append	0.573	0.464	0.453
appendage	appendage	0.229	0.382	0.438
appendectomy	appendectomy	0.177	0.670	0.554
appendicitis	usus buntu	0.031	0.640	0.347
appendix	lampiran	0.365	0.387	0.425
appetite	rasa hayang ngedahar	0.704	0.637	0.581
appetizer	appetizer	0.755	0.560	0.406
appetizing	appetizing	0.806	0.657	0.688
applaud	keprok	0.865	0.824	0.464
applause	keprok	0.953	0.857	0.621
apple	apel	0.811	0.300	0.264
apple juice	jus apal	0.765	0.204	0.294
applejack	applejack	0.604	0.431	0.473
applesauce	applesauce	0.750	0.167	0.291
appliance	parabot	0.582	0.453	0.538
appliances	panerapan	0.594	0.394	0.567
applicability	applicability	0.677	0.490	0.741
applicable	bisa dipake	0.469	0.430	0.667
applicant	nu ngalamar	0.612	0.558	0.688
application	aplikasi	0.646	0.445	0.726
apply	ngalamar	0.612	0.321	0.667
appoint	nunjuk	0.565	0.330	0.509
appointment	panunjukeun	0.688	0.594	0.547
appointments	pasini	0.745	0.677	0.625
apportion	apportion	0.677	0.490	0.638
apportionment	apportionment	0.552	0.481	0.453
appraisal	pangajen	0.417	0.667	0.682
appraise	ngajen	0.677	0.490	0.696
appreciable	appreciable	0.873	0.491	0.778
appreciate	ngahargaaan	0.885	0.422	0.741
appreciated	ngaapresiasi	0.910	0.434	0.779
appreciates	appreciates	0.765	0.500	0.656
appreciation	panghargaan	0.917	0.529	0.588
appreciative	appreciative	0.857	0.380	0.654
apprehend	ngarti	0.521	0.624	0.696
apprehension	carana ngarti	0.385	0.720	0.454
apprehensive	hariwang	0.406	0.592	0.431
apprentice	calon pagawe	0.615	0.413	0.452
apprenticeship	magang	0.812	0.482	0.643
approach	ngadeukeutan	0.612	0.392	0.610
approaching	approaching	0.740	0.557	0.491
approbate	NO TRANSLATION	0.646	0.590	0.860
approbation	approbation	0.792	0.529	0.774
appropriate	cocok	0.833	0.368	0.759
appropriation	appropriation	0.510	0.632	0.717
approval	kasatujuan	0.854	0.460	0.889
approve	satuju	0.875	0.548	0.741
approved	disatujuan	0.833	0.349	0.698
approvement	approvement	0.880	0.625	0.780
approving	nyatujuan	0.917	0.583	0.773
approximate	perkiraan	0.551	0.560	0.520
approximately	kira-kira	0.622	0.396	0.538
approximating	approximating	0.583	0.615	0.471
approximation	pendekatan	0.582	0.402	0.593
appurtenances	appurtenances	0.573	0.412	0.547
apricot	alpuket	0.708	0.320	0.278
apron	celemek	0.582	0.208	0.245
apt	apt	0.582	0.418	0.382
aptitude	anleh	0.750	0.471	0.746
aqua	aqua	0.656	0.292	0.359
aquamarine	aquamarine	0.729	0.306	0.413
aquarium	akuarium	0.663	0.327	0.393
aquatic	akuatik	0.677	0.510	0.463
aqueduct	torowongan keur cai	0.551	0.411	0.534
aqueous	cai	0.429	0.270	0.310
arable	subur	0.510	0.350	0.465
arbiter	arbiter	0.561	0.537	0.814
arbitrary	sawenang-wenang	0.281	0.702	0.686
arbitrate	mere kaadilan	0.470	0.620	0.682
arbitration	arbitrasi	0.587	0.602	0.670
arbitrator	juru pisah	0.385	0.448	0.795
arbor	arbor	0.583	0.490	0.591
arc	Gandewa	0.552	0.388	0.396
arcade	arcade	0.676	0.521	0.502
arcane	arcane	0.500	0.490	0.637
arch	bengkokan	0.500	0.354	0.468
archaeological	arkéologis	0.740	0.441	0.660
archaeologist	ahli ngeunaan jaman baheula	0.552	0.451	0.706
archaeology	elmu ngeunaan jaman baheula	0.596	0.358	0.691
archaic	kuno	0.271	0.327	0.332
archangel	archangel	0.837	0.500	0.708
archbishop	archbishop	0.622	0.280	0.776
archdiocese	archdiocese	0.400	0.321	0.704
archduke	archduke	0.458	0.413	0.634
arched	arched	0.582	0.403	0.398
archer	nu manah	0.573	0.622	0.661
archery	panahan	0.594	0.604	0.589
archetype	archetype	0.448	0.520	0.569
archipelago	kapulauan	0.745	0.370	0.592
architect	undagi	0.776	0.442	0.836
architectural	arsitéktur	0.729	0.390	0.670
architecture	gawena undagi	0.820	0.390	0.694
archive	arsip	0.438	0.294	0.527
arctic	Arktik	0.615	0.352	0.546
ardent	ardent	0.694	0.873	0.722
ardor	ardor	0.500	0.780	0.538
arduous	arduous	0.344	0.783	0.605
area	Daérah	0.490	0.306	0.464
arena	pakalangan	0.510	0.235	0.404
areola	areola	0.417	0.396	0.381
areyoukidding	NO TRANSLATION	0.429	0.633	0.400
areyoukiddingme	NO TRANSLATION	0.365	0.635	0.375
argent	NO TRANSLATION	0.594	0.418	0.472
argh	Euh	0.260	0.538	0.328
arghh	NO TRANSLATION	0.292	0.536	0.397
arghhhh	NO TRANSLATION	0.250	0.618	0.324
argue	ngabantah	0.093	0.798	0.525
argument	bantahan	0.510	0.464	0.698
argumentation	argumentation	0.479	0.549	0.760
argumentative	suka ngabantah	0.450	0.531	0.679
arguments	alesan	0.541	0.602	0.657
arid	garing	0.323	0.333	0.379
arise	hudang	0.750	0.582	0.725
aristocracy	aristocracy	0.688	0.549	0.842
aristocrat	aristocrat	0.583	0.413	0.811
aristocratic	aristocratic	0.449	0.519	0.676
arithmetic	aritmatika	0.453	0.460	0.634
ark	Parahu	0.396	0.427	0.543
arm	panangan	0.552	0.285	0.469
armada	armada	0.408	0.740	0.868
armament	alat perang	0.198	0.764	0.810
armaments	armaments	0.192	0.839	0.830
armature	armature	0.510	0.558	0.755
armchair	korsi nu aya leungeuna	0.646	0.164	0.339
armed	kapakarang	0.188	0.750	0.808
armor	baju wesi	0.469	0.625	0.784
armored	Armored	0.469	0.509	0.861
armory	pabrik pakarang	0.448	0.663	0.800
armpit	kelek	0.283	0.439	0.250
arms	panangan	0.464	0.395	0.483
army	soldadu	0.417	0.759	0.902
aroma	seungit nyambuang	0.823	0.235	0.442
aromatherapy	aromatherapy	0.847	0.220	0.473
arousal	gairah	0.791	0.943	0.731
arouse	ngahudangkeun	0.740	0.491	0.580
aroused	aroused	0.708	0.952	0.667
arraignment	arraignment	0.406	0.837	0.534
arrange	ngatur	0.740	0.490	0.571
arranged	disusun	0.698	0.531	0.728
arrangement	carana nata	0.625	0.382	0.683
array	aturan	0.521	0.396	0.568
arrears	tunggakan	0.286	0.485	0.302
arrest	panahanan	0.146	0.951	0.500
arrhythmia	arrhythmia	0.265	0.706	0.356
arrival	kasumpingan	0.678	0.510	0.474
arrive	sumping	0.837	0.406	0.585
arrogance	kaadigungan	0.143	0.750	0.620
arrogant	bedegong	0.115	0.755	0.580
arrow	jamparing	0.439	0.390	0.454
arsehole	arsehole	0.276	0.598	0.433
arseholes	arseholes	0.188	0.545	0.351
arsenal	gudang pakarang	0.365	0.741	0.752
arsenic	arsén	0.281	0.472	0.447
arson	pameuleuman imah	0.133	0.904	0.567
arsonist	arsonist	0.348	0.840	0.500
art	seni	0.812	0.360	0.603
arterial	artéri	0.396	0.510	0.583
artery	pembuluh nadi	0.396	0.580	0.537
artful	artful	0.771	0.608	0.778
arthritis	radang buku-buku	0.110	0.518	0.345
arthropod	arthropoda	0.344	0.464	0.434
artichoke	tangkal artichoke	0.583	0.218	0.287
article	artikel	0.594	0.280	0.481
articles	artikel	0.552	0.324	0.565
articulate	ngucapkeun	0.677	0.462	0.618
articulation	artikulasi	0.479	0.480	0.591
artifact	artefak	0.510	0.500	0.566
artifice	artifice	0.316	0.696	0.482
artificial	jieunan	0.306	0.385	0.351
artillery	barisan mariem jeung mortir	0.350	0.912	0.794
artisan	artisan	0.781	0.330	0.411
artist	artis	0.802	0.442	0.732
artiste	NO TRANSLATION	0.844	0.512	0.565
artistic	endah	0.802	0.646	0.632
artistry	artistry	0.823	0.346	0.769
artists	seniman	0.796	0.667	0.741
artwork	karya seni	0.896	0.368	0.679
arty	arty	0.490	0.422	0.388
asap	gancang	0.571	0.500	0.552
asbestos	asbés	0.357	0.481	0.464
ascend	naek	0.830	0.620	0.812
ascendancy	ascendancy	0.724	0.625	0.700
ascendant	ascendant	0.656	0.673	0.821
ascending	naek	0.826	0.644	0.777
ascension	Ascension	0.765	0.720	0.714
ascent	pisan	0.755	0.627	0.833
ascertain	ascertain	0.560	0.530	0.625
ascertained	ascertained	0.531	0.529	0.616
ascetic	ascetic	0.438	0.375	0.472
ash	lebu	0.260	0.210	0.207
ashamed	isin	0.156	0.588	0.228
ashes	ashes	0.327	0.279	0.142
ashtray	asbak	0.406	0.382	0.265
asinine	asinine	0.429	0.472	0.433
ask	nanya	0.531	0.440	0.459
asleeep	NO TRANSLATION	0.490	0.210	0.322
asleep	sare	0.604	0.100	0.270
asp	ASP	0.438	0.489	0.375
asparagus	Asparagus	0.469	0.317	0.264
aspartame	aspartame	0.469	0.480	0.322
aspect	aspék	0.479	0.469	0.588
aspects	aspék	0.439	0.480	0.565
aspen	aspen	0.479	0.280	0.395
asphalt	aspal	0.479	0.264	0.439
asphyxia	asphyxia	0.198	0.704	0.311
asphyxiation	sesek napas	0.059	0.745	0.412
aspiration	aspirasi	0.704	0.724	0.675
aspire	aspire	0.812	0.469	0.722
aspirin	aspirin	0.479	0.271	0.422
aspiring	aspiring	0.844	0.582	0.604
ass	burit	0.323	0.750	0.345
assail	assail	0.378	0.510	0.500
assailant	assailant	0.184	0.868	0.602
assassin	jelema nu maehan	0.073	0.933	0.632
assassinate	maehan	0.051	0.969	0.722
assassination	rajapati	0.083	0.941	0.525
assault	narajang	0.167	0.848	0.550
assay	assay	0.633	0.559	0.594
assemblage	assemblage	0.429	0.452	0.600
assemble	papanggih	0.542	0.570	0.750
assembled	dirakit	0.663	0.450	0.644
assembly	papanggihan	0.698	0.500	0.640
assemblyman	assemblyman	0.430	0.538	0.760
assent	assent	0.615	0.515	0.719
assert	ngeceskeun	0.750	0.619	0.809
asserting	asserting	0.694	0.531	0.736
assertion	cindekna	0.740	0.442	0.750
assertive	tegas	0.719	0.412	0.770
assess	ngira-ngira	0.698	0.500	0.623
assessment	taksiran	0.750	0.623	0.658
assessor	assessor	0.551	0.538	0.764
asset	asét	0.797	0.765	0.788
assets	banda	0.667	0.613	0.765
asshole	Bangsat	0.133	0.582	0.263
assign	mere tugas	0.622	0.417	0.709
assignee	assignee	0.510	0.462	0.510
assignment	tugas	0.483	0.398	0.745
assimilate	assimilate	0.559	0.391	0.683
assimilation	asimilasi	0.429	0.378	0.463
assist	mantuan	0.833	0.435	0.629
assistance	bantuan	0.656	0.519	0.633
assistant	asisten	0.625	0.390	0.536
associate	babaturan deukeut	0.812	0.409	0.625
association	perkumpulan	0.745	0.500	0.817
assorted	rupa-rupa	0.602	0.460	0.472
assortment	campuran	0.694	0.360	0.526
assuage	assuage	0.745	0.255	0.500
assume	ngirakeun	0.698	0.401	0.464
assumed	dianggap	0.612	0.247	0.454
assuming	asumsina	0.740	0.390	0.526
assumption	perkiraan	0.479	0.431	0.417
assurance	jaminan	0.675	0.442	0.704
assure	ngajamin	0.910	0.460	0.839
assured	assured	0.878	0.327	0.754
assuredly	assuredly	0.786	0.396	0.833
asterisk	tanda asterik	0.541	0.288	0.273
asteroid	astéroid	0.430	0.721	0.623
asteroids	astéroid	0.361	0.694	0.712
asthma	asma	0.198	0.549	0.227
asthmatic	asthmatic	0.229	0.706	0.294
astigmatism	astigmatism	0.214	0.490	0.429
astonish	astonish	0.786	0.845	0.658
astonished	astonished	0.510	0.775	0.574
astonishing	pikaheraneun	0.844	0.802	0.821
astonishingly	NO TRANSLATION	0.827	0.898	0.773
astonishment	pikaheraneun	0.680	0.718	0.519
astound	ngareureuwas	0.729	0.675	0.474
astral	astral	0.604	0.417	0.567
astray	kasasab	0.098	0.676	0.308
astringent	astringent	0.316	0.500	0.474
astrologer	astrologer	0.594	0.519	0.673
astrology	elmu nujum	0.635	0.340	0.500
astronaut	astronot	0.792	0.601	0.761
astronomer	astronom	0.750	0.509	0.735
astronomical	astronomis	0.600	0.632	0.726
astronomy	elmu ngeunaan palintangan	0.613	0.474	0.722
astute	astute	0.776	0.658	0.827
asunder	asunder	0.208	0.442	0.259
asylum	suaka	0.407	0.330	0.445
asymmetric	asimétri	0.580	0.343	0.465
asymmetry	asymmetry	0.476	0.373	0.527
asymptotic	asimtot	0.479	0.451	0.472
atelier	atelier	0.490	0.330	0.705
atheism	ateisme	0.276	0.460	0.481
atheist	ateis	0.225	0.447	0.377
atheistic	atheistic	0.373	0.481	0.466
atherosclerosis	aterosklerosis	0.250	0.480	0.343
athlete	atlet	0.781	0.718	0.686
athletic	athletic	0.857	0.798	0.708
athleticism	athleticism	0.750	0.863	0.778
athletics	athletics	0.831	0.691	0.740
atlas	atlas	0.531	0.306	0.554
atmosphere	atmosper	0.604	0.300	0.560
atmospheric	atmosfir	0.531	0.420	0.594
atoll	atol	0.480	0.408	0.472
atom	atom	0.510	0.500	0.433
atomic	atomistis	0.327	0.817	0.713
atone	atone	0.418	0.673	0.411
atonement	panebusan	0.550	0.602	0.683
atpeace	atpeace	0.724	0.298	0.519
atrium	atrium	0.469	0.365	0.473
atrocious	atrocious	0.073	0.811	0.445
atrocity	atrocity	0.115	0.844	0.593
atrophy	atrophy	0.177	0.540	0.208
attach	ngalampirkeun	0.520	0.363	0.559
attached	napel	0.562	0.350	0.439
attachment	kantétan	0.570	0.343	0.500
attack	panarajang	0.286	0.948	0.670
attacker	lawan	0.185	0.962	0.629
attacking	narajang	0.276	0.837	0.642
attain	attain	0.806	0.510	0.719
attainable	attainable	0.760	0.500	0.759
attainment	attainment	0.830	0.520	0.940
attempt	nyobaan	0.625	0.491	0.431
attempted	nyoba	0.594	0.580	0.567
attend	ngadatangan	0.650	0.420	0.625
attendance	kadatangan	0.812	0.500	0.592
attendant	rencang	0.580	0.365	0.519
attention	perhatian	0.740	0.599	0.774
attentionseeker	NO TRANSLATION	0.367	0.745	0.457
attentionseekers	NO TRANSLATION	0.531	0.673	0.500
attentive	pinuh perhatian	0.812	0.520	0.724
attenuate	attenuate	0.408	0.302	0.429
attenuated	attenuated	0.449	0.280	0.298
attenuation	atenuasi	0.458	0.363	0.464
attest	ngabuktoskeun	0.439	0.710	0.685
attestation	attestation	0.234	0.635	0.500
attic	loteng	0.521	0.259	0.377
attire	attire	0.742	0.388	0.483
attitude	sikep	0.760	0.644	0.861
attorney	pokrol	0.600	0.594	0.754
attract	pikaresepeun	0.796	0.663	0.769
attraction	kakuatan keur narik ati	0.906	0.774	0.712
attractive	pikaresepeun	0.906	0.630	0.769
attractiveness	daya tarik	0.938	0.667	0.755
attributable	dipake	0.704	0.430	0.527
attribute	atribut	0.781	0.439	0.795
attribution	attribution	0.646	0.467	0.658
attrition	attrition	0.229	0.540	0.259
auburn	Pirang	0.510	0.240	0.411
auction	lelang	0.594	0.702	0.519
auctioneer	auctioneer	0.542	0.732	0.716
audacious	audacious	0.740	0.875	0.825
audacity	AudaCity	0.760	0.755	0.916
audible	karungu	0.673	0.370	0.462
audience	nu haladir	0.698	0.610	0.613
audio	audio	0.709	0.425	0.370
audit	mariksa masalah duit	0.375	0.562	0.735
audition	pamariksaan masalah duit	0.750	0.685	0.615
auditions	auditions	0.740	0.765	0.596
auditor	auditor publik	0.582	0.571	0.726
auditorium	rohangan gede	0.529	0.490	0.538
auditory	auditory	0.531	0.481	0.570
aught	aught	0.418	0.135	0.217
augment	ngagedekeun	0.650	0.683	0.645
augmentation	augmentation	0.714	0.613	0.850
august	Agustus	0.652	0.292	0.462
aunt	bibi	0.667	0.291	0.420
auntie	Tante	0.643	0.275	0.447
aura	aura	0.760	0.333	0.500
aurora	Parakan	0.817	0.306	0.537
auspices	naungan	0.542	0.500	0.634
auspicious	auspicious	0.562	0.635	0.669
austere	austere	0.500	0.390	0.422
austerity	austerity	0.438	0.406	0.534
authentic	asli	0.885	0.510	0.782
authenticate	ngabuktoskeun kaaslianana	0.833	0.480	0.789
authentication	auténtikasi	0.724	0.491	0.750
authenticity	kaaslian	0.670	0.548	0.845
author	nu ngarang	0.775	0.343	0.749
authoritative	nulis	0.636	0.520	0.890
authority	wibawa	0.592	0.592	0.934
authorization	mieun kuwasa	0.521	0.567	0.817
authorize	ngesahkeun	0.772	0.596	0.821
authorized	otorisasi	0.760	0.458	0.815
authorship	Pangarang	0.667	0.635	0.773
autism	autis	0.235	0.500	0.447
autistic	autistic	0.367	0.337	0.404
auto	otomatis	0.571	0.569	0.500
autobiographical	autobiographical	0.909	0.462	0.582
autobiography	otobiografi	0.735	0.284	0.629
autocorrect	autocorrect	0.551	0.439	0.616
autocratic	autocratic	0.542	0.577	0.727
autograph	otograpi	0.735	0.565	0.473
autographed	autographed	0.781	0.620	0.625
automated	otomatis	0.578	0.402	0.632
automatic	otomatis	0.562	0.433	0.664
automobile	mobil	0.753	0.625	0.534
automotive	otomotif	0.656	0.520	0.577
autonomy	otonomi	0.781	0.349	0.891
autopilot	autopilot	0.594	0.462	0.632
autopsy	pamarikasan mayit keur neangan sebab matina	0.252	0.650	0.538
autumn	gugur	0.765	0.204	0.450
auxiliary	bantu	0.622	0.471	0.509
