Word	Nepali-ne	Valence	Arousal	Dominance
amidst	मा	0.480	0.330	0.316
amino	amino	0.551	0.402	0.433
ammo	एमोमो	0.323	0.765	0.621
ammonia	अमोनिया	0.292	0.587	0.409
ammonium	अमोनियम	0.354	0.396	0.368
ammunition	गोला बारूद	0.338	0.635	0.667
amnesia	amnesia	0.296	0.330	0.308
amnesty	ईमानदारी	0.551	0.451	0.814
amorous	अमूल्य	0.844	0.670	0.636
amorphous	अमूल्य	0.327	0.402	0.349
amortization	परिशोधन	0.592	0.491	0.522
amount	राशि	0.562	0.422	0.649
amour	NO TRANSLATION	0.865	0.480	0.652
amp	amp	0.439	0.393	0.375
ampersand	एम्परसन	0.480	0.448	0.483
amphetamines	amphetamines	0.133	0.667	0.526
amphibian	amphibian	0.427	0.357	0.474
amphibious	amphibious	0.479	0.346	0.445
amphitheater	एम्पिथिएटर	0.653	0.480	0.545
ample	पर्याप्त	0.744	0.349	0.719
amplification	प्रवर्धन	0.690	0.677	0.810
amplify	प्रवर्द्धन गर्नुहोस्	0.677	0.735	0.827
amplitude	आयाम	0.694	0.439	0.692
amply	amply	0.781	0.431	0.766
amputate	निर्गत	0.092	0.660	0.509
amputation	मापन	0.100	0.755	0.483
amuck	अचम्म	0.385	0.602	0.321
amulet	चकलेट	0.781	0.260	0.630
amuse	प्रयोग गर्नुहोस्	0.812	0.684	0.664
amused	amused	0.942	0.847	0.596
amusement	मनोरञ्जन	0.929	0.837	0.803
amusing	मनोरञ्जन	0.960	0.829	0.632
ana	NO TRANSLATION	0.541	0.300	0.314
anaconda	anaconda	0.146	0.830	0.540
anaesthesia	एनेस्थेसिया	0.350	0.217	0.473
anaesthetic	अनुहार	0.449	0.268	0.509
anagram	anagram	0.552	0.327	0.449
anal	गुदा	0.333	0.798	0.334
analgesic	एन्जिल्सिक	0.417	0.321	0.441
analogous	अनुरूप	0.531	0.270	0.500
analogue	एनालग	0.570	0.320	0.446
analogy	एनालॉग	0.510	0.367	0.509
analysis	विश्लेषण	0.729	0.448	0.705
analyst	विश्लेषक	0.604	0.415	0.755
analytic	विश्लेषणात्मक	0.665	0.521	0.634
analytical	विश्लेषणात्मक	0.625	0.324	0.800
analyze	विश्लेषण गर्नुहोस्	0.667	0.462	0.710
analyzer	विश्लेषक	0.625	0.556	0.854
anaphylactic	अनाफालिटिक	0.378	0.588	0.500
anarchism	अराजकता	0.125	0.804	0.623
anarchist	अराजकतावादी	0.204	0.700	0.759
anarchy	अराजकता	0.146	0.755	0.620
anastomosis	अनास्टोमोसिस	0.375	0.470	0.490
anathema	anathema	0.286	0.490	0.519
anatomic	anatomic	0.562	0.442	0.546
anatomy	एनाटमी	0.562	0.390	0.571
ancestor	पूर्वज	0.592	0.388	0.594
ancestral	पुर्खा	0.640	0.481	0.750
ancestry	पूर्वज	0.708	0.519	0.717
anchor	एंकर	0.520	0.284	0.564
anchorage	लंगर	0.500	0.325	0.639
ancient	प्राचीन	0.420	0.217	0.439
ancillary	सहायक	0.449	0.442	0.278
androgen	androgen	0.255	0.523	0.527
android	android	0.663	0.436	0.500
anecdote	एकोडोट	0.583	0.529	0.500
anemia	रक्तअल्पता	0.188	0.327	0.310
anemic	अनीमिक	0.167	0.279	0.155
anemone	एनिमोन	0.552	0.538	0.327
anesthesia	एनेस्थेसिया	0.365	0.216	0.394
anesthesiologist	एनेस्नेविओलोजिस्ट	0.419	0.224	0.526
anesthetic	अनुहार	0.350	0.264	0.482
aneurysm	aneurysm	0.115	0.690	0.536
anew	नयाँ	0.771	0.358	0.385
angel	परी	0.906	0.158	0.704
angelic	स्वर्गदूत	0.927	0.298	0.668
anger	रिस	0.167	0.865	0.657
angered	रिस उठ्यो	0.010	0.860	0.547
angermanagement	NO TRANSLATION	0.260	0.632	0.482
angina	एन्जिना	0.230	0.630	0.464
angiogram	एंजियोोग्राम	0.347	0.520	0.465
angiography	एंजियोोग्राफी	0.378	0.536	0.520
angle	कोण	0.541	0.330	0.455
angling	एङ्गलिंग	0.625	0.408	0.500
angora	एङ्गोरा	0.529	0.425	0.405
angriest	ईश्वर	0.094	0.892	0.430
angry	रिस उठ्यो	0.122	0.830	0.604
angrytweet	NO TRANSLATION	0.265	0.644	0.471
angst	एन्स्ट	0.167	0.888	0.333
anguish	दु: खी	0.153	0.792	0.265
anguished	दु: खी	0.135	0.720	0.307
angular	कोणीय	0.449	0.281	0.444
anhydrous	anhydrous	0.456	0.365	0.355
animal	जनावर	0.521	0.510	0.513
animate	animate	0.827	0.755	0.635
animated	एनिमेटेड	0.823	0.676	0.538
animation	एनिमेसन	0.888	0.750	0.549
animosity	animosity	0.510	0.724	0.545
animus	एनिमस	0.698	0.676	0.466
ankle	टंक	0.500	0.274	0.234
anklet	बाँदर	0.410	0.276	0.302
annals	सालहरू	0.427	0.610	0.424
annex	अनुलग्नक	0.594	0.350	0.458
annexation	अनुलग्नक	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	विनाश	0.115	0.918	0.681
annihilated	विनाश	0.080	0.760	0.324
annihilation	विनाश	0.041	0.800	0.591
anniversary	सालगिरह	0.880	0.770	0.723
annotate	एनोटेट गर्नुहोस्	0.592	0.469	0.441
annotation	एनोटेशन	0.604	0.470	0.619
announce	घोषणा गर्नुहोस्	0.694	0.618	0.611
announcement	घोषणा	0.729	0.491	0.482
announcer	उद्घोषक	0.602	0.570	0.732
annoy	घृणा गर्नुहोस्	0.094	0.765	0.286
annoyance	कष्टप्रद	0.167	0.718	0.342
annoyed	घमन्ड	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	कष्टप्रद	0.082	0.853	0.348
annoys	कष्टप्रद	0.146	0.778	0.435
annual	वार्षिक	0.552	0.236	0.500
annuity	वार्षिकी	0.521	0.304	0.527
annul	annul	0.250	0.448	0.364
annular	कूलर	0.310	0.385	0.412
annulment	अनुकरण	0.153	0.375	0.447
annulus	annulus	0.458	0.380	0.376
anointed	अभिषिक्त	0.500	0.368	0.579
anointing	अभिषिक्त	0.653	0.350	0.547
anomalous	विषम	0.281	0.480	0.423
anomaly	विसंगति	0.188	0.538	0.404
anon	एन	0.479	0.354	0.298
anonymity	अज्ञातता	0.469	0.255	0.430
anonymous	बेनामी	0.396	0.291	0.431
anorexic	Anorexic	0.160	0.618	0.245
answer	जवाफ दिनुहोस्	0.537	0.373	0.661
answerable	उत्तरदायी	0.708	0.481	0.750
answering	जवाफ दिँदै	0.684	0.500	0.607
ant	ant	0.448	0.216	0.216
antagonism	विरोधाभास	0.224	0.618	0.524
antagonist	विरोधी	0.240	0.615	0.700
antagonistic	विरोधी	0.296	0.604	0.565
antagonize	विरोध गर्दछ	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	antecedent	0.427	0.551	0.566
antelope	एन्टिओप	0.542	0.510	0.500
antenna	एंटीना	0.521	0.327	0.358
anterior	anterior	0.510	0.245	0.362
anthem	गान्धी	0.780	0.343	0.729
anthill	एन्थिल	0.327	0.578	0.377
anthology	अर्थशास्त्र	0.338	0.406	0.537
anthrax	Anthrax	0.188	0.730	0.500
anthropological	वैज्ञानिक	0.367	0.390	0.490
anthropologist	मानवविज्ञानी	0.551	0.385	0.725
anthropology	मानव विज्ञान	0.490	0.367	0.582
anti	anti	0.365	0.412	0.384
antiaircraft	antiaircraft	0.330	0.622	0.629
antibiotic	एंटीबायोटिक	0.510	0.373	0.658
antibiotics	एंटीबायोटिक्स	0.448	0.406	0.557
antichrist	विरोधी	0.082	0.837	0.544
anticipate	प्रत्याशित	0.622	0.469	0.667
anticipation	प्रत्याशा	0.698	0.539	0.711
anticipatory	प्रत्याशित	0.653	0.551	0.682
antics	एन्टिटिक्स	0.448	0.740	0.236
antidote	एंटीडोट	0.541	0.490	0.629
antifungal	antifungal	0.408	0.412	0.441
antigravity	तीव्रता	0.430	0.714	0.658
antimony	antimony	0.378	0.398	0.490
antipathy	antipathy	0.198	0.549	0.393
antiquarian	प्राचीन	0.500	0.233	0.426
antiquated	प्राचीन	0.420	0.392	0.236
antique	antique	0.634	0.290	0.518
antiques	प्राचीन वस्तुहरु	0.540	0.370	0.595
antiquity	पुरातात्विक	0.385	0.333	0.556
antiseptic	एंटीसेप्टिक	0.438	0.370	0.623
antisocial	antisocial	0.146	0.686	0.391
antithesis	antithesis	0.396	0.412	0.536
antithetical	विख्यात	0.271	0.509	0.358
antiviral	एंटीवायरल	0.459	0.470	0.549
antler	antler	0.448	0.470	0.500
antsy	antsy	0.449	0.558	0.417
anus	anus	0.347	0.644	0.350
anvil	अंडिल	0.380	0.510	0.604
anxiety	चिन्ता	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	चिन्तित	0.281	0.875	0.434
anxiousness	चिन्तित	0.235	0.814	0.282
anytime	कुनै पनि समय	0.625	0.461	0.436
aorta	एरर्टा	0.448	0.510	0.542
aortic	हवाई	0.436	0.540	0.438
apace	apace	0.536	0.500	0.536
apache	apache	0.687	0.469	0.500
apartment	अपार्टमेन्ट	0.719	0.393	0.580
apartments	अपार्टमेन्टहरू	0.704	0.337	0.443
apathetic	बेपत्ता	0.188	0.292	0.333
apathy	बेपत्ता	0.184	0.212	0.204
ape	ape	0.548	0.389	0.336
aperture	एपर्चर	0.612	0.450	0.667
apex	apex	0.570	0.433	0.418
aphid	aphid	0.388	0.473	0.407
aphrodisiac	aphrodisiac	0.750	0.846	0.667
apiece	सान्त्वना	0.439	0.259	0.383
aplomb	aplomb	0.500	0.509	0.582
apocalypse	apocalypse	0.050	0.867	0.736
apocalyptic	अपोलिपिकल	0.173	0.880	0.750
apologetic	क्षमादान	0.479	0.461	0.571
apologist	माफी मानेको	0.406	0.429	0.526
apologize	माफी माग	0.551	0.378	0.389
apology	क्षमादान	0.571	0.346	0.402
apostasy	धर्मत्यागी	0.388	0.520	0.517
apostate	प्रेरित	0.342	0.500	0.528
apostle	प्रेरित	0.646	0.347	0.732
apostolic	प्रेरित	0.592	0.300	0.717
apostrophe	apostrophe	0.469	0.368	0.537
apothecary	apothecary	0.561	0.328	0.529
appalled	अपिल गरिएको	0.194	0.792	0.562
appalling	अप्ठ्यारो	0.160	0.827	0.415
apparatus	उपकरण	0.375	0.353	0.377
apparel	परिधान	0.698	0.435	0.453
apparent	स्पष्ट	0.473	0.383	0.398
apparently	जाडोमा	0.531	0.410	0.426
apparition	प्रहार	0.406	0.573	0.636
appeal	अपील	0.663	0.598	0.558
appear	देखा पर्दछ	0.735	0.506	0.567
appearance	उपस्थिति	0.669	0.490	0.534
appease	अपील गर्नुहोस्	0.633	0.278	0.434
appellant	अपीलेंट	0.327	0.588	0.568
append	जोड्नुहोस्	0.573	0.464	0.453
appendage	परिशिष्ट	0.229	0.382	0.438
appendectomy	एपेंटेन्टेक्टोमीमी	0.177	0.670	0.554
appendicitis	एन्सेन्डिकिसिस	0.031	0.640	0.347
appendix	परिशिष्ट	0.365	0.387	0.425
appetite	भूख	0.704	0.637	0.581
appetizer	आवेदक	0.755	0.560	0.406
appetizing	हिसाब गर्दै	0.806	0.657	0.688
applaud	प्रशंसा	0.865	0.824	0.464
applause	प्रशंसा	0.953	0.857	0.621
apple	स्याऊ	0.811	0.300	0.264
apple juice	स्याउको रस	0.765	0.204	0.294
applejack	applejack	0.604	0.431	0.473
applesauce	applesauce	0.750	0.167	0.291
appliance	उपकरण	0.582	0.453	0.538
appliances	उपकरणहरू	0.594	0.394	0.567
applicability	आवेदनपत्र	0.677	0.490	0.741
applicable	लागू	0.469	0.430	0.667
applicant	आवेदक	0.612	0.558	0.688
application	अनुप्रयोग	0.646	0.445	0.726
apply	निवेदन गर्नु	0.612	0.321	0.667
appoint	नियुक्ति गर्नुहोस्	0.565	0.330	0.509
appointment	नियुक्ति	0.688	0.594	0.547
appointments	नियुक्तिहरू	0.745	0.677	0.625
apportion	खोजी	0.677	0.490	0.638
apportionment	अप्ठ्यारो	0.552	0.481	0.453
appraisal	मूल्याङ्कन	0.417	0.667	0.682
appraise	मूल्याङ्कन गर्नुहोस्	0.677	0.490	0.696
appreciable	सराहनीय	0.873	0.491	0.778
appreciate	कदर गर्छौं	0.885	0.422	0.741
appreciated	सराहना	0.910	0.434	0.779
appreciates	सराहना गर्छु	0.765	0.500	0.656
appreciation	सराहना	0.917	0.529	0.588
appreciative	सराहनात्मक	0.857	0.380	0.654
apprehend	घृणा गर्नुहोस्	0.521	0.624	0.696
apprehension	भनाई	0.385	0.720	0.454
apprehensive	आभारी	0.406	0.592	0.431
apprentice	प्रशिक्षक	0.615	0.413	0.452
apprenticeship	प्रशिक्षक	0.812	0.482	0.643
approach	दृष्टिकोण	0.612	0.392	0.610
approaching	आउँदैछ	0.740	0.557	0.491
approbate	NO TRANSLATION	0.646	0.590	0.860
approbation	अनुमोदन	0.792	0.529	0.774
appropriate	उपयुक्त	0.833	0.368	0.759
appropriation	अनुमोदन	0.510	0.632	0.717
approval	अनुमोदन	0.854	0.460	0.889
approve	अनुमोदन गर्नुहोस्	0.875	0.548	0.741
approved	स्वीकृत	0.833	0.349	0.698
approvement	अनुमोदन	0.880	0.625	0.780
approving	अनुमोदन गर्दै	0.917	0.583	0.773
approximate	अनुमानित	0.551	0.560	0.520
approximately	लगभग	0.622	0.396	0.538
approximating	approximating	0.583	0.615	0.471
approximation	approximation	0.582	0.402	0.593
appurtenances	appurtenances	0.573	0.412	0.547
apricot	खूबानी	0.708	0.320	0.278
apron	एप्रन	0.582	0.208	0.245
apt	apt	0.582	0.418	0.382
aptitude	योग्यता	0.750	0.471	0.746
aqua	aqua	0.656	0.292	0.359
aquamarine	aquamarine	0.729	0.306	0.413
aquarium	एक्वैरियम	0.663	0.327	0.393
aquatic	जलीय	0.677	0.510	0.463
aqueduct	अक्टोबर	0.551	0.411	0.534
aqueous	जलीय	0.429	0.270	0.310
arable	अयोग्य	0.510	0.350	0.465
arbiter	arbiter	0.561	0.537	0.814
arbitrary	मनोनयन	0.281	0.702	0.686
arbitrate	मध्यस्थता	0.470	0.620	0.682
arbitration	मध्यस्थता	0.587	0.602	0.670
arbitrator	मध्यस्थ	0.385	0.448	0.795
arbor	arbor	0.583	0.490	0.591
arc	arc	0.552	0.388	0.396
arcade	आर्केड	0.676	0.521	0.502
arcane	arcane	0.500	0.490	0.637
arch	आर्क	0.500	0.354	0.468
archaeological	पुरातात्विक	0.740	0.441	0.660
archaeologist	पुरातत्वविद्	0.552	0.451	0.706
archaeology	पुरातत्व	0.596	0.358	0.691
archaic	पुरातन	0.271	0.327	0.332
archangel	पुरातत्व	0.837	0.500	0.708
archbishop	आर्कबिशप	0.622	0.280	0.776
archdiocese	archdiocese	0.400	0.321	0.704
archduke	archduke	0.458	0.413	0.634
arched	आर्यो	0.582	0.403	0.398
archer	आर्चर	0.573	0.622	0.661
archery	धनुविद्या	0.594	0.604	0.589
archetype	archetype	0.448	0.520	0.569
archipelago	द्वीपसमूह	0.745	0.370	0.592
architect	नक्शा वा रुपरेखा तयार पार्ने व्यक्ति	0.776	0.442	0.836
architectural	वास्तुकला	0.729	0.390	0.670
architecture	वास्तुकला	0.820	0.390	0.694
archive	संग्रह	0.438	0.294	0.527
arctic	आर्कटिक	0.615	0.352	0.546
ardent	ardent	0.694	0.873	0.722
ardor	ardor	0.500	0.780	0.538
arduous	कठिन	0.344	0.783	0.605
area	क्षेत्र	0.490	0.306	0.464
arena	क्षेत्र	0.510	0.235	0.404
areola	areola	0.417	0.396	0.381
areyoukidding	NO TRANSLATION	0.429	0.633	0.400
areyoukiddingme	NO TRANSLATION	0.365	0.635	0.375
argent	NO TRANSLATION	0.594	0.418	0.472
argh	argh	0.260	0.538	0.328
arghh	NO TRANSLATION	0.292	0.536	0.397
arghhhh	NO TRANSLATION	0.250	0.618	0.324
argue	तर्क गर्नुहोस्	0.093	0.798	0.525
argument	तर्क	0.510	0.464	0.698
argumentation	तर्क	0.479	0.549	0.760
argumentative	तर्कवादी	0.450	0.531	0.679
arguments	तर्कहरू	0.541	0.602	0.657
arid	arid	0.323	0.333	0.379
arise	उठ्यो	0.750	0.582	0.725
aristocracy	पुरालेख	0.688	0.549	0.842
aristocrat	aristocrat	0.583	0.413	0.811
aristocratic	अज्ञात	0.449	0.519	0.676
arithmetic	गणित	0.453	0.460	0.634
ark	सन्दूक	0.396	0.427	0.543
arm	हात	0.552	0.285	0.469
armada	armada	0.408	0.740	0.868
armament	armament	0.198	0.764	0.810
armaments	आर्मामेंट्स	0.192	0.839	0.830
armature	आर्मेन्सी	0.510	0.558	0.755
armchair	armchair	0.646	0.164	0.339
armed	सशस्त्र	0.188	0.750	0.808
