Word	Irish-ga	Valence	Arousal	Dominance
analytical	anailíseach	0.625	0.324	0.800
analyze	anailís a dhéanamh	0.667	0.462	0.710
analyzer	anailísí	0.625	0.556	0.854
anaphylactic	anaifioliteach	0.378	0.588	0.500
anarchism	anarchachas	0.125	0.804	0.623
anarchist	anarchist	0.204	0.700	0.759
anarchy	anarchy	0.146	0.755	0.620
anastomosis	anastómais	0.375	0.470	0.490
anathema	anathema	0.286	0.490	0.519
anatomic	anatamaigh	0.562	0.442	0.546
anatomy	anatamaíocht	0.562	0.390	0.571
ancestor	sinsear	0.592	0.388	0.594
ancestral	sinsearach	0.640	0.481	0.750
ancestry	sinsear	0.708	0.519	0.717
anchor	ancaire	0.520	0.284	0.564
anchorage	ancaireacht	0.500	0.325	0.639
ancient	ársa	0.420	0.217	0.439
ancillary	coimhdeach	0.449	0.442	0.278
androgen	androgen	0.255	0.523	0.527
android	android	0.663	0.436	0.500
anecdote	anecdote	0.583	0.529	0.500
anemia	anemia	0.188	0.327	0.310
anemic	anemic	0.167	0.279	0.155
anemone	anemóin	0.552	0.538	0.327
anesthesia	ainéistéise	0.365	0.216	0.394
anesthesiologist	anesthesiologist	0.419	0.224	0.526
anesthetic	ainéistéiseach	0.350	0.264	0.482
aneurysm	aneurysm	0.115	0.690	0.536
anew	arís	0.771	0.358	0.385
angel	aingeal	0.906	0.158	0.704
angelic	angelic	0.927	0.298	0.668
anger	fearg	0.167	0.865	0.657
angered	angered	0.010	0.860	0.547
angermanagement	NO TRANSLATION	0.260	0.632	0.482
angina	angina	0.230	0.630	0.464
angiogram	angiogram	0.347	0.520	0.465
angiography	angagrafaíocht	0.378	0.536	0.520
angle	uillinn	0.541	0.330	0.455
angling	slatiascaireacht	0.625	0.408	0.500
angora	angora	0.529	0.425	0.405
angriest	angriest	0.094	0.892	0.430
angry	feargach	0.122	0.830	0.604
angrytweet	NO TRANSLATION	0.265	0.644	0.471
angst	angst	0.167	0.888	0.333
anguish	anguish	0.153	0.792	0.265
anguished	imní	0.135	0.720	0.307
angular	uilleach	0.449	0.281	0.444
anhydrous	ainhidriúil	0.456	0.365	0.355
animal	ainmhí	0.521	0.510	0.513
animate	beoite	0.827	0.755	0.635
animated	beoite	0.823	0.676	0.538
animation	beochan	0.888	0.750	0.549
animosity	animosity	0.510	0.724	0.545
animus	animus	0.698	0.676	0.466
ankle	rúitín	0.500	0.274	0.234
anklet	anklet	0.410	0.276	0.302
annals	annals	0.427	0.610	0.424
annex	annex	0.594	0.350	0.458
annexation	athcheangal	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	díothú	0.115	0.918	0.681
annihilated	annihilated	0.080	0.760	0.324
annihilation	annihilation	0.041	0.800	0.591
anniversary	comóradh	0.880	0.770	0.723
annotate	anótáil	0.592	0.469	0.441
annotation	nótaí	0.604	0.470	0.619
announce	fhógairt	0.694	0.618	0.611
announcement	fógra	0.729	0.491	0.482
announcer	fógraí	0.602	0.570	0.732
annoy	annoy	0.094	0.765	0.286
annoyance	moill	0.167	0.718	0.342
annoyed	ar buile	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	annoying	0.082	0.853	0.348
annoys	annoys	0.146	0.778	0.435
annual	bliantúil	0.552	0.236	0.500
annuity	blianacht	0.521	0.304	0.527
annul	neamhniú	0.250	0.448	0.364
annular	annular	0.310	0.385	0.412
annulment	neamhniú	0.153	0.375	0.447
annulus	annulus	0.458	0.380	0.376
anointed	anointed	0.500	0.368	0.579
anointing	anointing	0.653	0.350	0.547
anomalous	aimhrialta	0.281	0.480	0.423
anomaly	aimhrialtacht	0.188	0.538	0.404
anon	anon	0.479	0.354	0.298
anonymity	gan ainm	0.469	0.255	0.430
anonymous	gan ainm	0.396	0.291	0.431
anorexic	anorexicach	0.160	0.618	0.245
answer	freagra	0.537	0.373	0.661
answerable	freagrach	0.708	0.481	0.750
answering	ag freagairt	0.684	0.500	0.607
ant	frith	0.448	0.216	0.216
antagonism	antagonism	0.224	0.618	0.524
antagonist	antagonist	0.240	0.615	0.700
antagonistic	antagonistic	0.296	0.604	0.565
antagonize	antagonize	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	roimh ré	0.427	0.551	0.566
antelope	antalóip	0.542	0.510	0.500
antenna	antenna	0.521	0.327	0.358
anterior	roimhe seo	0.510	0.245	0.362
anthem	amhrán	0.780	0.343	0.729
anthill	anthill	0.327	0.578	0.377
anthology	anteolaíocht	0.338	0.406	0.537
anthrax	anthrax	0.188	0.730	0.500
anthropological	antropological	0.367	0.390	0.490
anthropologist	anthropologist	0.551	0.385	0.725
anthropology	antraipeolaíocht	0.490	0.367	0.582
anti	frith	0.365	0.412	0.384
antiaircraft	antiaircraft	0.330	0.622	0.629
antibiotic	antaibheathach	0.510	0.373	0.658
antibiotics	antaibheathaigh	0.448	0.406	0.557
antichrist	antichrist	0.082	0.837	0.544
anticipate	réamh-mheas	0.622	0.469	0.667
anticipation	réamh-mheas	0.698	0.539	0.711
anticipatory	réamh-mheasta	0.653	0.551	0.682
antics	antics	0.448	0.740	0.236
antidote	antidote	0.541	0.490	0.629
antifungal	antifungal	0.408	0.412	0.441
antigravity	antigravity	0.430	0.714	0.658
antimony	antamóin	0.378	0.398	0.490
antipathy	antipathy	0.198	0.549	0.393
antiquarian	antiquarian	0.500	0.233	0.426
antiquated	antiquated	0.420	0.392	0.236
antique	seandacht	0.634	0.290	0.518
antiques	seandachtaí	0.540	0.370	0.595
antiquity	seanchas	0.385	0.333	0.556
antiseptic	antiseptic	0.438	0.370	0.623
antisocial	frithshóisialta	0.146	0.686	0.391
antithesis	antithesis	0.396	0.412	0.536
antithetical	antithetical	0.271	0.509	0.358
antiviral	antiviral	0.459	0.470	0.549
antler	antler	0.448	0.470	0.500
antsy	antsy	0.449	0.558	0.417
anus	anus	0.347	0.644	0.350
anvil	anvil	0.380	0.510	0.604
anxiety	imní	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	imníoch	0.281	0.875	0.434
anxiousness	imní	0.235	0.814	0.282
anytime	ag am ar bith	0.625	0.461	0.436
aorta	aorta	0.448	0.510	0.542
aortic	aortic	0.436	0.540	0.438
apace	díreach	0.536	0.500	0.536
apache	apache	0.687	0.469	0.500
apartment	árasán	0.719	0.393	0.580
apartments	árasáin	0.704	0.337	0.443
apathetic	éadóiseach	0.188	0.292	0.333
apathy	apathy	0.184	0.212	0.204
ape	ape	0.548	0.389	0.336
aperture	cró	0.612	0.450	0.667
apex	apex	0.570	0.433	0.418
aphid	Aifid	0.388	0.473	0.407
aphrodisiac	aphrodisiac	0.750	0.846	0.667
apiece	píosa	0.439	0.259	0.383
aplomb	bualadh	0.500	0.509	0.582
apocalypse	apocalypse	0.050	0.867	0.736
apocalyptic	apocalyptic	0.173	0.880	0.750
apologetic	leithscéal	0.479	0.461	0.571
apologist	apologist	0.406	0.429	0.526
apologize	leithscéal a ghabháil	0.551	0.378	0.389
apology	leithscéal	0.571	0.346	0.402
apostasy	apostasy	0.388	0.520	0.517
apostate	apostate	0.342	0.500	0.528
apostle	apostle	0.646	0.347	0.732
apostolic	apostóideach	0.592	0.300	0.717
apostrophe	aifreann	0.469	0.368	0.537
apothecary	apothecary	0.561	0.328	0.529
appalled	caoineadh	0.194	0.792	0.562
appalling	uafásach	0.160	0.827	0.415
apparatus	gaireas	0.375	0.353	0.377
apparel	éadaí	0.698	0.435	0.453
apparent	léir	0.473	0.383	0.398
apparently	cosúil	0.531	0.410	0.426
apparition	caitheamh	0.406	0.573	0.636
appeal	achomharc	0.663	0.598	0.558
appear	Nocht	0.735	0.506	0.567
appearance	cuma	0.669	0.490	0.534
appease	achomharc	0.633	0.278	0.434
appellant	achomharcóir	0.327	0.588	0.568
append	cuir isteach	0.573	0.464	0.453
appendage	aguisín	0.229	0.382	0.438
appendectomy	appendectomy	0.177	0.670	0.554
appendicitis	appendicitis	0.031	0.640	0.347
appendix	aguisín	0.365	0.387	0.425
appetite	boladh	0.704	0.637	0.581
appetizer	appetizer	0.755	0.560	0.406
appetizing	buíoch	0.806	0.657	0.688
applaud	moladh	0.865	0.824	0.464
applause	bualadh	0.953	0.857	0.621
apple	úll	0.811	0.300	0.264
apple juice	sú úll	0.765	0.204	0.294
applejack	applejack	0.604	0.431	0.473
applesauce	applesauce	0.750	0.167	0.291
appliance	fearas	0.582	0.453	0.538
appliances	fearais	0.594	0.394	0.567
applicability	infheidhmeacht	0.677	0.490	0.741
applicable	infheidhme	0.469	0.430	0.667
applicant	iarrthóir	0.612	0.558	0.688
application	iarratas	0.646	0.445	0.726
apply	iarratas a dhéanamh	0.612	0.321	0.667
appoint	ceapadh	0.565	0.330	0.509
appointment	ceapachán	0.688	0.594	0.547
appointments	ceapacháin	0.745	0.677	0.625
apportion	cionroinnt	0.677	0.490	0.638
apportionment	cionroinnt	0.552	0.481	0.453
appraisal	breithmheas	0.417	0.667	0.682
appraise	meas	0.677	0.490	0.696
appreciable	measartha	0.873	0.491	0.778
appreciate	buíoch as	0.885	0.422	0.741
appreciated	meas	0.910	0.434	0.779
appreciates	measann	0.765	0.500	0.656
appreciation	meas	0.917	0.529	0.588
appreciative	buíoch	0.857	0.380	0.654
apprehend	gabháil	0.521	0.624	0.696
apprehension	tuiscint	0.385	0.720	0.454
apprehensive	eaglach	0.406	0.592	0.431
apprentice	printíseach	0.615	0.413	0.452
apprenticeship	printíseacht	0.812	0.482	0.643
approach	cur chuige	0.612	0.392	0.610
approaching	ag druidim	0.740	0.557	0.491
approbate	NO TRANSLATION	0.646	0.590	0.860
approbation	ceadú	0.792	0.529	0.774
appropriate	cuí	0.833	0.368	0.759
appropriation	leithreasú	0.510	0.632	0.717
approval	ceadú	0.854	0.460	0.889
approve	cheadú	0.875	0.548	0.741
approved	ceadaithe	0.833	0.349	0.698
approvement	ceadú	0.880	0.625	0.780
approving	ag ceadú	0.917	0.583	0.773
approximate	thart	0.551	0.560	0.520
approximately	thart	0.622	0.396	0.538
approximating	timpeall	0.583	0.615	0.471
approximation	comhfhogasú	0.582	0.402	0.593
appurtenances	coimisinéirí	0.573	0.412	0.547
apricot	aibreog	0.708	0.320	0.278
apron	apron	0.582	0.208	0.245
apt	apt	0.582	0.418	0.382
aptitude	inniúlacht	0.750	0.471	0.746
aqua	aqua	0.656	0.292	0.359
aquamarine	aquamarine	0.729	0.306	0.413
aquarium	aquarium	0.663	0.327	0.393
aquatic	uisceach	0.677	0.510	0.463
aqueduct	uisceduct	0.551	0.411	0.534
aqueous	uiscí	0.429	0.270	0.310
arable	arúil	0.510	0.350	0.465
arbiter	arbiter	0.561	0.537	0.814
arbitrary	treallach	0.281	0.702	0.686
arbitrate	eadrána	0.470	0.620	0.682
arbitration	Eadrána	0.587	0.602	0.670
arbitrator	eadránaí	0.385	0.448	0.795
arbor	arbor	0.583	0.490	0.591
arc	stua	0.552	0.388	0.396
arcade	stua	0.676	0.521	0.502
arcane	stuaine	0.500	0.490	0.637
arch	áirse	0.500	0.354	0.468
archaeological	seandálaíochta	0.740	0.441	0.660
archaeologist	seandálaí	0.552	0.451	0.706
archaeology	seandálaíocht	0.596	0.358	0.691
archaic	archaic	0.271	0.327	0.332
archangel	archangel	0.837	0.500	0.708
archbishop	ardeaspag	0.622	0.280	0.776
archdiocese	archdiocese	0.400	0.321	0.704
archduke	archduke	0.458	0.413	0.634
arched	droichid	0.582	0.403	0.398
archer	saighdeoir	0.573	0.622	0.661
archery	boghdóireacht	0.594	0.604	0.589
archetype	archetype	0.448	0.520	0.569
archipelago	oileánra	0.745	0.370	0.592
architect	ailtire	0.776	0.442	0.836
architectural	ailtireachta	0.729	0.390	0.670
architecture	ailtireacht	0.820	0.390	0.694
archive	cartlann	0.438	0.294	0.527
arctic	ealaíne	0.615	0.352	0.546
ardent	ardent	0.694	0.873	0.722
ardor	ardor	0.500	0.780	0.538
arduous	arduous	0.344	0.783	0.605
area	limistéar	0.490	0.306	0.464
arena	réimse	0.510	0.235	0.404
areola	areola	0.417	0.396	0.381
areyoukidding	NO TRANSLATION	0.429	0.633	0.400
areyoukiddingme	NO TRANSLATION	0.365	0.635	0.375
argent	NO TRANSLATION	0.594	0.418	0.472
argh	argh	0.260	0.538	0.328
arghh	NO TRANSLATION	0.292	0.536	0.397
arghhhh	NO TRANSLATION	0.250	0.618	0.324
argue	argóint	0.093	0.798	0.525
argument	argóint	0.510	0.464	0.698
argumentation	argóint	0.479	0.549	0.760
argumentative	argumentative	0.450	0.531	0.679
arguments	argóintí	0.541	0.602	0.657
arid	arid	0.323	0.333	0.379
arise	teacht chun cinn	0.750	0.582	0.725
aristocracy	aristocracy	0.688	0.549	0.842
aristocrat	aristocrat	0.583	0.413	0.811
aristocratic	aristocratic	0.449	0.519	0.676
arithmetic	uimhríocht	0.453	0.460	0.634
ark	ark	0.396	0.427	0.543
arm	lámh	0.552	0.285	0.469
armada	armada	0.408	0.740	0.868
armament	armament	0.198	0.764	0.810
armaments	armálacha	0.192	0.839	0.830
armature	armature	0.510	0.558	0.755
armchair	cathaoirleach	0.646	0.164	0.339
armed	armtha	0.188	0.750	0.808
armor	armúr	0.469	0.625	0.784
armored	armúrtha	0.469	0.509	0.861
armory	armory	0.448	0.663	0.800
armpit	poll ascaille	0.283	0.439	0.250
arms	airm	0.464	0.395	0.483
army	arm	0.417	0.759	0.902
aroma	aroma	0.823	0.235	0.442
aromatherapy	cumhartheiripe	0.847	0.220	0.473
arousal	arousal	0.791	0.943	0.731
arouse	dúisigh	0.740	0.491	0.580
aroused	aroused	0.708	0.952	0.667
arraignment	díghrádú	0.406	0.837	0.534
arrange	socrú	0.740	0.490	0.571
arranged	socraithe	0.698	0.531	0.728
arrangement	socrú	0.625	0.382	0.683
array	sraith	0.521	0.396	0.568
arrears	riaráistí	0.286	0.485	0.302
arrest	gabháil	0.146	0.951	0.500
arrhythmia	arrhythmia	0.265	0.706	0.356
arrival	teacht	0.678	0.510	0.474
arrive	teacht	0.837	0.406	0.585
arrogance	arrogance	0.143	0.750	0.620
arrogant	sotalach	0.115	0.755	0.580
arrow	saighead	0.439	0.390	0.454
arsehole	arsehole	0.276	0.598	0.433
arseholes	arseholes	0.188	0.545	0.351
arsenal	Arsenal	0.365	0.741	0.752
arsenic	arsanaic	0.281	0.472	0.447
arson	cónaí	0.133	0.904	0.567
arsonist	coscáin	0.348	0.840	0.500
art	ealaín	0.812	0.360	0.603
arterial	ealaíne	0.396	0.510	0.583
artery	artaire	0.396	0.580	0.537
artful	ealaíne	0.771	0.608	0.778
arthritis	airtríteas	0.110	0.518	0.345
arthropod	artrapóid	0.344	0.464	0.434
artichoke	ceallóg	0.583	0.218	0.287
article	alt	0.594	0.280	0.481
articles	earraí	0.552	0.324	0.565
articulate	in iúl	0.677	0.462	0.618
articulation	cur in iúl	0.479	0.480	0.591
artifact	artifact	0.510	0.500	0.566
artifice	ealaíne	0.316	0.696	0.482
artificial	saorga	0.306	0.385	0.351
artillery	airtléire	0.350	0.912	0.794
artisan	ceardaí	0.781	0.330	0.411
artist	ealaíontóir	0.802	0.442	0.732
artiste	NO TRANSLATION	0.844	0.512	0.565
artistic	ealaíne	0.802	0.646	0.632
artistry	ealaíne	0.823	0.346	0.769
artists	ealaíontóirí	0.796	0.667	0.741
artwork	saothar ealaíne	0.896	0.368	0.679
arty	arty	0.490	0.422	0.388
asap	asap	0.571	0.500	0.552
asbestos	aispeist	0.357	0.481	0.464
ascend	ascend	0.830	0.620	0.812
ascendancy	ascendancy	0.724	0.625	0.700
ascendant	ascendant	0.656	0.673	0.821
ascending	ag dul suas	0.826	0.644	0.777
ascension	ascension	0.765	0.720	0.714
ascent	ascent	0.755	0.627	0.833
ascertain	fháil amach	0.560	0.530	0.625
ascertained	bhfionnadh	0.531	0.529	0.616
ascetic	ascetic	0.438	0.375	0.472
ash	fuinseog	0.260	0.210	0.207
ashamed	náire	0.156	0.588	0.228
ashes	luaithreach	0.327	0.279	0.142
ashtray	bhoscair	0.406	0.382	0.265
asinine	asinine	0.429	0.472	0.433
ask	iarr	0.531	0.440	0.459
asleeep	NO TRANSLATION	0.490	0.210	0.322
asleep	ina chodladh	0.604	0.100	0.270
asp	asp	0.438	0.489	0.375
asparagus	asparagus	0.469	0.317	0.264
aspartame	aspairtéim	0.469	0.480	0.322
aspect	gné	0.479	0.469	0.588
aspects	gnéithe	0.439	0.480	0.565
aspen	críonna	0.479	0.280	0.395
asphalt	asfalt	0.479	0.264	0.439
asphyxia	asphyxia	0.198	0.704	0.311
asphyxiation	asphyxiation	0.059	0.745	0.412
aspiration	aspiration	0.704	0.724	0.675
aspire	ag iarraidh	0.812	0.469	0.722
aspirin	aspirin	0.479	0.271	0.422
aspiring	ag iarraidh	0.844	0.582	0.604
ass	asal	0.323	0.750	0.345
assail	assail	0.378	0.510	0.500
assailant	assailant	0.184	0.868	0.602
assassin	assassin	0.073	0.933	0.632
assassinate	muinínigh	0.051	0.969	0.722
assassination	muinín	0.083	0.941	0.525
assault	ionsaí	0.167	0.848	0.550
assay	measúnacht	0.633	0.559	0.594
assemblage	assemblage	0.429	0.452	0.600
assemble	le chéile	0.542	0.570	0.750
assembled	chéile	0.663	0.450	0.644
assembly	tionól	0.698	0.500	0.640
assemblyman	cóimeálaí	0.430	0.538	0.760
assent	aontú	0.615	0.515	0.719
assert	a dhearbhú	0.750	0.619	0.809
asserting	ag dearbhú	0.694	0.531	0.736
assertion	dearbhú	0.740	0.442	0.750
assertive	dearfach	0.719	0.412	0.770
assess	measúnú	0.698	0.500	0.623
assessment	measúnú	0.750	0.623	0.658
assessor	measúnóir	0.551	0.538	0.764
asset	sócmhainn	0.797	0.765	0.788
assets	sócmhainní	0.667	0.613	0.765
asshole	asshole	0.133	0.582	0.263
assign	shannadh	0.622	0.417	0.709
assignee	sannaí	0.510	0.462	0.510
assignment	sannadh	0.483	0.398	0.745
assimilate	comhshamhlú	0.559	0.391	0.683
assimilation	comhshamhlú	0.429	0.378	0.463
assist	cabhrú leat	0.833	0.435	0.629
assistance	cúnamh	0.656	0.519	0.633
assistant	cúntóir	0.625	0.390	0.536
associate	comhlach	0.812	0.409	0.625
association	Comhlachas	0.745	0.500	0.817
assorted	éagsúil	0.602	0.460	0.472
assortment	saibhreas	0.694	0.360	0.526
assuage	assuage	0.745	0.255	0.500
assume	glacadh leis	0.698	0.401	0.464
assumed	glacadh leis	0.612	0.247	0.454
assuming	ag glacadh leis	0.740	0.390	0.526
assumption	toimhde	0.479	0.431	0.417
assurance	dearbhú	0.675	0.442	0.704
assure	cinnteoidh	0.910	0.460	0.839
assured	cinnte	0.878	0.327	0.754
assuredly	cinnte	0.786	0.396	0.833
asterisk	réiltín	0.541	0.288	0.273
asteroid	astaróideach	0.430	0.721	0.623
asteroids	asteroidí	0.361	0.694	0.712
asthma	asma	0.198	0.549	0.227
asthmatic	maighnéadach	0.229	0.706	0.294
astigmatism	astigmatism	0.214	0.490	0.429
astonish	iontas	0.786	0.845	0.658
astonished	iontas	0.510	0.775	0.574
astonishing	iontasach	0.844	0.802	0.821
astonishingly	NO TRANSLATION	0.827	0.898	0.773
astonishment	iontas	0.680	0.718	0.519
astound	astound	0.729	0.675	0.474
astral	astral	0.604	0.417	0.567
astray	súl	0.098	0.676	0.308
astringent	astringent	0.316	0.500	0.474
astrologer	astrologer	0.594	0.519	0.673
astrology	astrology	0.635	0.340	0.500
astronaut	spásaire	0.792	0.601	0.761
astronomer	réalteolaí	0.750	0.509	0.735
astronomical	réalteolaíoch	0.600	0.632	0.726
astronomy	réalteolaíocht	0.613	0.474	0.722
astute	scéalta	0.776	0.658	0.827
asunder	asunder	0.208	0.442	0.259
asylum	tearmann	0.407	0.330	0.445
asymmetric	neamhshiméadrach	0.580	0.343	0.465
asymmetry	neamhshiméadracht	0.476	0.373	0.527
asymptotic	asymptotic	0.479	0.451	0.472
atelier	atelier	0.490	0.330	0.705
atheism	atheism	0.276	0.460	0.481
atheist	atheist	0.225	0.447	0.377
atheistic	atheistic	0.373	0.481	0.466
atherosclerosis	atherosclerosis	0.250	0.480	0.343
athlete	lúthchleasaí	0.781	0.718	0.686
athletic	Lúthchleas Gael	0.857	0.798	0.708
athleticism	lúthchleasaíocht	0.750	0.863	0.778
athletics	lúthchleasaíocht	0.831	0.691	0.740
atlas	atlas	0.531	0.306	0.554
atmosphere	atmaisféar	0.604	0.300	0.560
atmospheric	atmaisféir	0.531	0.420	0.594
atoll	atoll	0.480	0.408	0.472
atom	adamh	0.510	0.500	0.433
atomic	adamhach	0.327	0.817	0.713
atone	atone	0.418	0.673	0.411
atonement	atonement	0.550	0.602	0.683
atpeace	atpeace	0.724	0.298	0.519
atrium	atrium	0.469	0.365	0.473
atrocious	aisteach	0.073	0.811	0.445
atrocity	atrocity	0.115	0.844	0.593
atrophy	atrophy	0.177	0.540	0.208
attach	ag gabháil leis	0.520	0.363	0.559
attached	ceangailte	0.562	0.350	0.439
attachment	ceangaltán	0.570	0.343	0.500
attack	ionsaí	0.286	0.948	0.670
attacker	ionsaitheoir	0.185	0.962	0.629
attacking	ionsaí	0.276	0.837	0.642
attain	bhaint amach	0.806	0.510	0.719
attainable	inbhuanaithe	0.760	0.500	0.759
attainment	gnóthachtáil	0.830	0.520	0.940
attempt	iarracht	0.625	0.491	0.431
attempted	iarracht	0.594	0.580	0.567
attend	freastal	0.650	0.420	0.625
attendance	tinreamh	0.812	0.500	0.592
attendant	freastail	0.580	0.365	0.519
attention	aird	0.740	0.599	0.774
attentionseeker	NO TRANSLATION	0.367	0.745	0.457
attentionseekers	NO TRANSLATION	0.531	0.673	0.500
attentive	aireach	0.812	0.520	0.724
attenuate	béim	0.408	0.302	0.429
attenuated	ídithe	0.449	0.280	0.298
attenuation	luasú	0.458	0.363	0.464
attest	fianú	0.439	0.710	0.685
attestation	fianú	0.234	0.635	0.500
attic	áiléar	0.521	0.259	0.377
attire	attire	0.742	0.388	0.483
attitude	dearcadh	0.760	0.644	0.861
attorney	aturnae	0.600	0.594	0.754
attract	mhealladh	0.796	0.663	0.769
attraction	mhealladh	0.906	0.774	0.712
attractive	tarraingteach	0.906	0.630	0.769
attractiveness	tarraingteach	0.938	0.667	0.755
attributable	inchurtha	0.704	0.430	0.527
attribute	tréith	0.781	0.439	0.795
attribution	leithdháileadh	0.646	0.467	0.658
attrition	díscaoileadh	0.229	0.540	0.259
auburn	auburn	0.510	0.240	0.411
auction	ceant	0.594	0.702	0.519
auctioneer	ceantálaí	0.542	0.732	0.716
audacious	aisteach	0.740	0.875	0.825
audacity	audacity	0.760	0.755	0.916
audible	inchloiste	0.673	0.370	0.462
audience	lucht féachana	0.698	0.610	0.613
audio	fuaime	0.709	0.425	0.370
audit	iniúchadh	0.375	0.562	0.735
audition	trialach	0.750	0.685	0.615
auditions	éisteachtaí	0.740	0.765	0.596
auditor	iniúchóir	0.582	0.571	0.726
auditorium	an hallalann	0.529	0.490	0.538
auditory	iniúchóireachta	0.531	0.481	0.570
aught	rud	0.418	0.135	0.217
augment	méadú	0.650	0.683	0.645
augmentation	méadú	0.714	0.613	0.850
august	Lúnasa	0.652	0.292	0.462
aunt	aintín	0.667	0.291	0.420
auntie	aintín	0.643	0.275	0.447
aura	aura	0.760	0.333	0.500
aurora	aurora	0.817	0.306	0.537
auspices	coimirce	0.542	0.500	0.634
auspicious	auspicious	0.562	0.635	0.669
austere	austere	0.500	0.390	0.422
austerity	austerity	0.438	0.406	0.534
authentic	barántúil	0.885	0.510	0.782
authenticate	dearbhú	0.833	0.480	0.789
authentication	fíordheimhniú	0.724	0.491	0.750
authenticity	barántúlacht	0.670	0.548	0.845
author	údar	0.775	0.343	0.749
authoritative	údarásach	0.636	0.520	0.890
authority	údarás	0.592	0.592	0.934
authorization	údarú	0.521	0.567	0.817
authorize	údarú	0.772	0.596	0.821
authorized	údaraithe	0.760	0.458	0.815
authorship	údar	0.667	0.635	0.773
autism	uathachas	0.235	0.500	0.447
autistic	uathachasach	0.367	0.337	0.404
auto	uathoibríoch	0.571	0.569	0.500
autobiographical	féin-bheathaisnéis	0.909	0.462	0.582
autobiography	autobiography	0.735	0.284	0.629
autocorrect	autocorrect	0.551	0.439	0.616
autocratic	autocratic	0.542	0.577	0.727
autograph	autograph	0.735	0.565	0.473
autographed	autographed	0.781	0.620	0.625
automated	uathoibrithe	0.578	0.402	0.632
automatic	uathoibríoch	0.562	0.433	0.664
automobile	gluaisteán	0.753	0.625	0.534
automotive	feithicleach	0.656	0.520	0.577
autonomy	neamhspleáchas	0.781	0.349	0.891
autopilot	autopilot	0.594	0.462	0.632
autopsy	autopsy	0.252	0.650	0.538
autumn	fómhar	0.765	0.204	0.450
auxiliary	cúnta	0.622	0.471	0.509
