Word	Yoruba-yo	Valence	Arousal	Dominance
analyst	Oluyanju	0.604	0.415	0.755
analytic	atupale	0.665	0.521	0.634
analytical	atupale	0.625	0.324	0.800
analyze	ṣe itupalẹ	0.667	0.462	0.710
analyzer	Oluyanju	0.625	0.556	0.854
anaphylactic	anaphylactic	0.378	0.588	0.500
anarchism	anarchism	0.125	0.804	0.623
anarchist	anarchist	0.204	0.700	0.759
anarchy	anarchy	0.146	0.755	0.620
anastomosis	anastomosis	0.375	0.470	0.490
anathema	anathema	0.286	0.490	0.519
anatomic	anatomic	0.562	0.442	0.546
anatomy	anatomi	0.562	0.390	0.571
ancestor	baba	0.592	0.388	0.594
ancestral	ancestral	0.640	0.481	0.750
ancestry	iranbi	0.708	0.519	0.717
anchor	oran	0.520	0.284	0.564
anchorage	anchorage	0.500	0.325	0.639
ancient	atijọ	0.420	0.217	0.439
ancillary	akọọlẹ	0.449	0.442	0.278
androgen	atirogini	0.255	0.523	0.527
android	Android	0.663	0.436	0.500
anecdote	anecdote	0.583	0.529	0.500
anemia	ẹjẹ	0.188	0.327	0.310
anemic	anemiki	0.167	0.279	0.155
anemone	anemone	0.552	0.538	0.327
anesthesia	ailera	0.365	0.216	0.394
anesthesiologist	anesthesiologist	0.419	0.224	0.526
anesthetic	anesitetiki	0.350	0.264	0.482
aneurysm	aneurysm	0.115	0.690	0.536
anew	lẹẹkansi	0.771	0.358	0.385
angel	angeli	0.906	0.158	0.704
angelic	angeli	0.927	0.298	0.668
anger	ibinu	0.167	0.865	0.657
angered	binu	0.010	0.860	0.547
angermanagement	NO TRANSLATION	0.260	0.632	0.482
angina	angina	0.230	0.630	0.464
angiogram	angiogram	0.347	0.520	0.465
angiography	angiography	0.378	0.536	0.520
angle	igun	0.541	0.330	0.455
angling	angling	0.625	0.408	0.500
angora	Angora	0.529	0.425	0.405
angriest	angriest	0.094	0.892	0.430
angry	binu	0.122	0.830	0.604
angrytweet	NO TRANSLATION	0.265	0.644	0.471
angst	angst	0.167	0.888	0.333
anguish	irora	0.153	0.792	0.265
anguished	ibanujẹ	0.135	0.720	0.307
angular	angular	0.449	0.281	0.444
anhydrous	anhydrous	0.456	0.365	0.355
animal	eranko	0.521	0.510	0.513
animate	idanilaraya	0.827	0.755	0.635
animated	ti ere idaraya	0.823	0.676	0.538
animation	iwara	0.888	0.750	0.549
animosity	irora	0.510	0.724	0.545
animus	animus	0.698	0.676	0.466
ankle	kokosẹ	0.500	0.274	0.234
anklet	anklet	0.410	0.276	0.302
annals	awọn akọle	0.427	0.610	0.424
annex	Afikun	0.594	0.350	0.458
annexation	Afikun	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	ti paarọ	0.115	0.918	0.681
annihilated	annihilated	0.080	0.760	0.324
annihilation	annihilation	0.041	0.800	0.591
anniversary	iranti aseye	0.880	0.770	0.723
annotate	ṣe akọsilẹ	0.592	0.469	0.441
annotation	akọsilẹ	0.604	0.470	0.619
announce	kede	0.694	0.618	0.611
announcement	kede	0.729	0.491	0.482
announcer	olupilẹhin	0.602	0.570	0.732
annoy	ibanujẹ	0.094	0.765	0.286
annoyance	ibanuje	0.167	0.718	0.342
annoyed	ibanuje	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	didanubi	0.082	0.853	0.348
annoys	annoys	0.146	0.778	0.435
annual	lododun	0.552	0.236	0.500
annuity	annuity	0.521	0.304	0.527
annul	pa	0.250	0.448	0.364
annular	annular	0.310	0.385	0.412
annulment	idinku	0.153	0.375	0.447
annulus	annulus	0.458	0.380	0.376
anointed	ororo	0.500	0.368	0.579
anointing	ororo	0.653	0.350	0.547
anomalous	anomalous	0.281	0.480	0.423
anomaly	anomaly	0.188	0.538	0.404
anon	anon	0.479	0.354	0.298
anonymity	àìdánimọ	0.469	0.255	0.430
anonymous	asiri	0.396	0.291	0.431
anorexic	anorexic	0.160	0.618	0.245
answer	idahun	0.537	0.373	0.661
answerable	alaafia	0.708	0.481	0.750
answering	idahun	0.684	0.500	0.607
ant	kokoro	0.448	0.216	0.216
antagonism	antagonism	0.224	0.618	0.524
antagonist	alakikanju	0.240	0.615	0.700
antagonistic	aiṣedede	0.296	0.604	0.565
antagonize	antagonize	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	oludari	0.427	0.551	0.566
antelope	antelope	0.542	0.510	0.500
antenna	eriali	0.521	0.327	0.358
anterior	iwaju	0.510	0.245	0.362
anthem	ohun orin	0.780	0.343	0.729
anthill	anthill	0.327	0.578	0.377
anthology	ẹtan	0.338	0.406	0.537
anthrax	anthrax	0.188	0.730	0.500
anthropological	anthropological	0.367	0.390	0.490
anthropologist	anthropologist	0.551	0.385	0.725
anthropology	anthropology	0.490	0.367	0.582
anti	egboogi	0.365	0.412	0.384
antiaircraft	ohun-elo	0.330	0.622	0.629
antibiotic	ogun aporo	0.510	0.373	0.658
antibiotics	egboogi	0.448	0.406	0.557
antichrist	Dajjal	0.082	0.837	0.544
anticipate	ni ifojusọna	0.622	0.469	0.667
anticipation	ifojusona	0.698	0.539	0.711
anticipatory	afojusọna	0.653	0.551	0.682
antics	NO TRANSLATION	0.448	0.740	0.236
antidote	antidote	0.541	0.490	0.629
antifungal	antifungal	0.408	0.412	0.441
antigravity	antigravity	0.430	0.714	0.658
antimony	antimony	0.378	0.398	0.490
antipathy	egboogi	0.198	0.549	0.393
antiquarian	antiquarian	0.500	0.233	0.426
antiquated	antiquated	0.420	0.392	0.236
antique	Ise Ona Atijo	0.634	0.290	0.518
antiques	awọn igba atijọ	0.540	0.370	0.595
antiquity	antiquity	0.385	0.333	0.556
antiseptic	apakokoro	0.438	0.370	0.623
antisocial	alatako	0.146	0.686	0.391
antithesis	antishesis	0.396	0.412	0.536
antithetical	ẹtan	0.271	0.509	0.358
antiviral	antiviral	0.459	0.470	0.549
antler	agbọn	0.448	0.470	0.500
antsy	antsy	0.449	0.558	0.417
anus	anus	0.347	0.644	0.350
anvil	anvil	0.380	0.510	0.604
anxiety	ṣàníyàn	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	iṣoro	0.281	0.875	0.434
anxiousness	iṣoro	0.235	0.814	0.282
anytime	nigbakugba	0.625	0.461	0.436
aorta	aorta	0.448	0.510	0.542
aortic	aortic	0.436	0.540	0.438
apace	apace	0.536	0.500	0.536
apache	apache	0.687	0.469	0.500
apartment	iyẹwu	0.719	0.393	0.580
apartments	Awọn Irini	0.704	0.337	0.443
apathetic	apathetic	0.188	0.292	0.333
apathy	alaafia	0.184	0.212	0.204
ape	ape	0.548	0.389	0.336
aperture	ibẹrẹ	0.612	0.450	0.667
apex	apex	0.570	0.433	0.418
aphid	aphid	0.388	0.473	0.407
aphrodisiac	aphrodisiac	0.750	0.846	0.667
apiece	eyo kan	0.439	0.259	0.383
aplomb	aplomb	0.500	0.509	0.582
apocalypse	apocalypse	0.050	0.867	0.736
apocalyptic	apocalyptic	0.173	0.880	0.750
apologetic	apologetic	0.479	0.461	0.571
apologist	apologist	0.406	0.429	0.526
apologize	gafara	0.551	0.378	0.389
apology	apology	0.571	0.346	0.402
apostasy	apostasy	0.388	0.520	0.517
apostate	apostate	0.342	0.500	0.528
apostle	Aposteli	0.646	0.347	0.732
apostolic	Aposteli	0.592	0.300	0.717
apostrophe	apostrophe	0.469	0.368	0.537
apothecary	apothecary	0.561	0.328	0.529
appalled	tayọ	0.194	0.792	0.562
appalling	appalling	0.160	0.827	0.415
apparatus	Ohun elo	0.375	0.353	0.377
apparel	aṣọ	0.698	0.435	0.453
apparent	gbangba	0.473	0.383	0.398
apparently	nkqwe	0.531	0.410	0.426
apparition	farahan	0.406	0.573	0.636
appeal	ẹbẹ	0.663	0.598	0.558
appear	han	0.735	0.506	0.567
appearance	irisi	0.669	0.490	0.534
appease	ṣe itara	0.633	0.278	0.434
appellant	appellant	0.327	0.588	0.568
append	ṣàfikún	0.573	0.464	0.453
appendage	appendage	0.229	0.382	0.438
appendectomy	appendectomy	0.177	0.670	0.554
appendicitis	appendicitis	0.031	0.640	0.347
appendix	afikun	0.365	0.387	0.425
appetite	ipongan	0.704	0.637	0.581
appetizer	appetizer	0.755	0.560	0.406
appetizing	gbigbọn	0.806	0.657	0.688
applaud	fọwọ si	0.865	0.824	0.464
applause	gbigbẹ	0.953	0.857	0.621
apple	Apu	0.811	0.300	0.264
apple juice	apple juice	0.765	0.204	0.294
applejack	applejack	0.604	0.431	0.473
applesauce	applesauce	0.750	0.167	0.291
appliance	ohun elo	0.582	0.453	0.538
appliances	awọn ẹrọ onigbọwọ	0.594	0.394	0.567
applicability	lilo	0.677	0.490	0.741
applicable	wulo	0.469	0.430	0.667
applicant	olubẹwẹ	0.612	0.558	0.688
application	ohun elo	0.646	0.445	0.726
apply	waye	0.612	0.321	0.667
appoint	yan	0.565	0.330	0.509
appointment	ipinnu lati pade	0.688	0.594	0.547
appointments	awọn ipinnu lati pade	0.745	0.677	0.625
apportion	pinpin	0.677	0.490	0.638
apportionment	pinpin	0.552	0.481	0.453
appraisal	igbeyewo	0.417	0.667	0.682
appraise	idaraya	0.677	0.490	0.696
appreciable	wulo	0.873	0.491	0.778
appreciate	riri riri	0.885	0.422	0.741
appreciated	abẹ	0.910	0.434	0.779
appreciates	ṣe akiyesi	0.765	0.500	0.656
appreciation	mọrírì	0.917	0.529	0.588
appreciative	ọpẹ	0.857	0.380	0.654
apprehend	dani	0.521	0.624	0.696
apprehension	ijanu	0.385	0.720	0.454
apprehensive	ifura	0.406	0.592	0.431
apprentice	olukọni	0.615	0.413	0.452
apprenticeship	apprenticeship	0.812	0.482	0.643
approach	ọna	0.612	0.392	0.610
approaching	approaching	0.740	0.557	0.491
approbate	NO TRANSLATION	0.646	0.590	0.860
approbation	approbation	0.792	0.529	0.774
appropriate	yẹ	0.833	0.368	0.759
appropriation	appropriation	0.510	0.632	0.717
approval	ìtẹwọgbà	0.854	0.460	0.889
approve	fi ọwọ si	0.875	0.548	0.741
approved	ti a fọwọsi	0.833	0.349	0.698
approvement	igbejade	0.880	0.625	0.780
approving	fọwọsi	0.917	0.583	0.773
approximate	isunmọ	0.551	0.560	0.520
approximately	to	0.622	0.396	0.538
approximating	to sunmọ	0.583	0.615	0.471
approximation	isunmọ	0.582	0.402	0.593
appurtenances	awọn ohun elo	0.573	0.412	0.547
apricot	eso ti o ṣeejẹ ti o ni oje yẹlo	0.708	0.320	0.278
apron	apọn	0.582	0.208	0.245
apt	apt	0.582	0.418	0.382
aptitude	aptitude	0.750	0.471	0.746
aqua	omi	0.656	0.292	0.359
aquamarine	aquamarine	0.729	0.306	0.413
aquarium	Aquarium	0.663	0.327	0.393
aquatic	omi-nla	0.677	0.510	0.463
aqueduct	aqueduct	0.551	0.411	0.534
aqueous	olomi	0.429	0.270	0.310
arable	arable	0.510	0.350	0.465
arbiter	alagbawi	0.561	0.537	0.814
arbitrary	lainidii	0.281	0.702	0.686
arbitrate	idajọ	0.470	0.620	0.682
arbitration	idajọ	0.587	0.602	0.670
arbitrator	alakoso	0.385	0.448	0.795
arbor	arbor	0.583	0.490	0.591
arc	arc	0.552	0.388	0.396
arcade	Olobiri	0.676	0.521	0.502
arcane	arcane	0.500	0.490	0.637
arch	agbọn	0.500	0.354	0.468
archaeological	ti inu ile aye	0.740	0.441	0.660
archaeologist	onimo-ijinlẹ	0.552	0.451	0.706
archaeology	archaeological	0.596	0.358	0.691
archaic	archaic	0.271	0.327	0.332
archangel	angeli	0.837	0.500	0.708
archbishop	archbishop	0.622	0.280	0.776
archdiocese	archdiocese	0.400	0.321	0.704
archduke	archduke	0.458	0.413	0.634
arched	arched	0.582	0.403	0.398
archer	archer	0.573	0.622	0.661
archery	archery	0.594	0.604	0.589
archetype	archetype	0.448	0.520	0.569
archipelago	ile-iwe akosile	0.745	0.370	0.592
architect	ayaworan	0.776	0.442	0.836
architectural	iṣẹ-ṣiṣe	0.729	0.390	0.670
architecture	akọọlẹ	0.820	0.390	0.694
archive	akosile	0.438	0.294	0.527
arctic	Arctic	0.615	0.352	0.546
ardent	alaafia	0.694	0.873	0.722
ardor	alara	0.500	0.780	0.538
arduous	alaafia	0.344	0.783	0.605
area	agbegbe	0.490	0.306	0.464
arena	arena	0.510	0.235	0.404
areola	isola	0.417	0.396	0.381
areyoukidding	NO TRANSLATION	0.429	0.633	0.400
areyoukiddingme	NO TRANSLATION	0.365	0.635	0.375
argent	NO TRANSLATION	0.594	0.418	0.472
argh	Ibẹrẹ	0.260	0.538	0.328
arghh	NO TRANSLATION	0.292	0.536	0.397
arghhhh	NO TRANSLATION	0.250	0.618	0.324
argue	jiyan	0.093	0.798	0.525
argument	ariyanjiyan	0.510	0.464	0.698
argumentation	ariyanjiyan	0.479	0.549	0.760
argumentative	ariyanjiyan	0.450	0.531	0.679
arguments	awọn ariyanjiyan	0.541	0.602	0.657
arid	ogbe	0.323	0.333	0.379
arise	dide	0.750	0.582	0.725
aristocracy	aristocracy	0.688	0.549	0.842
aristocrat	aristocrat	0.583	0.413	0.811
aristocratic	ti o wa	0.449	0.519	0.676
arithmetic	isiro	0.453	0.460	0.634
ark	ọkọ	0.396	0.427	0.543
arm	apa	0.552	0.285	0.469
armada	armada	0.408	0.740	0.868
armament	ohun ija	0.198	0.764	0.810
armaments	awọn ohun ija	0.192	0.839	0.830
armature	ihamọra	0.510	0.558	0.755
armchair	apanirun	0.646	0.164	0.339
armed	ologun	0.188	0.750	0.808
armor	ihamọra	0.469	0.625	0.784
armored	ihamọra	0.469	0.509	0.861
armory	ohun-ihamọra	0.448	0.663	0.800
armpit	armpit	0.283	0.439	0.250
arms	ọwọ	0.464	0.395	0.483
army	ogun	0.417	0.759	0.902
aroma	arora	0.823	0.235	0.442
aromatherapy	aromatherapy	0.847	0.220	0.473
arousal	arousal	0.791	0.943	0.731
arouse	arouse	0.740	0.491	0.580
aroused	ti ariyanjiyan	0.708	0.952	0.667
arraignment	atako	0.406	0.837	0.534
arrange	ṣeto	0.740	0.490	0.571
arranged	idayatọ	0.698	0.531	0.728
arrangement	ètò	0.625	0.382	0.683
array	orun	0.521	0.396	0.568
arrears	awọn oju-iwe	0.286	0.485	0.302
arrest	imudaniloju	0.146	0.951	0.500
arrhythmia	arrhythmia	0.265	0.706	0.356
arrival	dide	0.678	0.510	0.474
arrive	de	0.837	0.406	0.585
arrogance	igberaga	0.143	0.750	0.620
arrogant	agberaga	0.115	0.755	0.580
arrow	arrow	0.439	0.390	0.454
arsehole	arsehole	0.276	0.598	0.433
arseholes	arseholes	0.188	0.545	0.351
arsenal	arsenal	0.365	0.741	0.752
arsenic	arsenic	0.281	0.472	0.447
arson	arson	0.133	0.904	0.567
arsonist	arsonist	0.348	0.840	0.500
art	aworan	0.812	0.360	0.603
arterial	lapapo	0.396	0.510	0.583
artery	iṣọn-ẹjẹ	0.396	0.580	0.537
artful	artful	0.771	0.608	0.778
arthritis	arthritis	0.110	0.518	0.345
arthropod	arthropod	0.344	0.464	0.434
artichoke	atishoki	0.583	0.218	0.287
article	article	0.594	0.280	0.481
articles	Awọn ohun elo	0.552	0.324	0.565
articulate	ti ṣe alaye	0.677	0.462	0.618
articulation	isọkọ	0.479	0.480	0.591
artifact	artifact	0.510	0.500	0.566
artifice	artifice	0.316	0.696	0.482
artificial	artificial	0.306	0.385	0.351
artillery	ile-iṣẹ	0.350	0.912	0.794
artisan	artisan	0.781	0.330	0.411
artist	olorin	0.802	0.442	0.732
artiste	NO TRANSLATION	0.844	0.512	0.565
artistic	iṣẹ-ṣiṣe	0.802	0.646	0.632
artistry	iṣẹ-ṣiṣe	0.823	0.346	0.769
artists	awọn ošere	0.796	0.667	0.741
artwork	iṣẹ-ọnà	0.896	0.368	0.679
arty	arty	0.490	0.422	0.388
asap	bii	0.571	0.500	0.552
asbestos	asbestos	0.357	0.481	0.464
ascend	ascend	0.830	0.620	0.812
ascendancy	igbadun	0.724	0.625	0.700
ascendant	ascendant	0.656	0.673	0.821
ascending	gòke lọ	0.826	0.644	0.777
ascension	igoke	0.765	0.720	0.714
ascent	gbigbe	0.755	0.627	0.833
ascertain	mọ daju	0.560	0.530	0.625
ascertained	ascertained	0.531	0.529	0.616
ascetic	ascetic	0.438	0.375	0.472
ash	eeru	0.260	0.210	0.207
ashamed	tiju	0.156	0.588	0.228
ashes	ẽru	0.327	0.279	0.142
ashtray	iwe iranti	0.406	0.382	0.265
asinine	asinine	0.429	0.472	0.433
ask	beere	0.531	0.440	0.459
asleeep	NO TRANSLATION	0.490	0.210	0.322
asleep	sun oorun	0.604	0.100	0.270
asp	asp	0.438	0.489	0.375
asparagus	asparagus	0.469	0.317	0.264
aspartame	aspartame	0.469	0.480	0.322
aspect	Abala	0.479	0.469	0.588
aspects	aaye	0.439	0.480	0.565
aspen	aspen	0.479	0.280	0.395
asphalt	idapọmọra idapọmọra	0.479	0.264	0.439
asphyxia	asphyxia	0.198	0.704	0.311
asphyxiation	asphyxiation	0.059	0.745	0.412
aspiration	aspiration	0.704	0.724	0.675
aspire	bori	0.812	0.469	0.722
aspirin	aspirin	0.479	0.271	0.422
aspiring	aspiring	0.844	0.582	0.604
ass	kẹtẹkẹtẹ	0.323	0.750	0.345
assail	iranlowo	0.378	0.510	0.500
assailant	assailant	0.184	0.868	0.602
assassin	apaniyan	0.073	0.933	0.632
assassinate	o pa	0.051	0.969	0.722
assassination	ipaniyan	0.083	0.941	0.525
assault	sele si	0.167	0.848	0.550
assay	idanwo	0.633	0.559	0.594
assemblage	apejọ	0.429	0.452	0.600
assemble	apejọpọ	0.542	0.570	0.750
assembled	ti kojọpọ	0.663	0.450	0.644
assembly	apejọ	0.698	0.500	0.640
assemblyman	apejọ	0.430	0.538	0.760
assent	jẹwọ	0.615	0.515	0.719
assert	sọ	0.750	0.619	0.809
asserting	jẹwọ	0.694	0.531	0.736
assertion	idaniloju	0.740	0.442	0.750
assertive	asiri	0.719	0.412	0.770
assess	ṣe ayẹwo	0.698	0.500	0.623
assessment	iwadi iwadi	0.750	0.623	0.658
assessor	adawo	0.551	0.538	0.764
asset	dukia	0.797	0.765	0.788
assets	ohun ini	0.667	0.613	0.765
asshole	Iwoomusu	0.133	0.582	0.263
assign	firanṣẹ	0.622	0.417	0.709
assignee	oluṣowo	0.510	0.462	0.510
assignment	iṣẹ-ṣiṣe	0.483	0.398	0.745
assimilate	oludasile	0.559	0.391	0.683
assimilation	assimilation	0.429	0.378	0.463
assist	ran	0.833	0.435	0.629
assistance	iranlowo	0.656	0.519	0.633
assistant	olùrànlówó	0.625	0.390	0.536
associate	jọ	0.812	0.409	0.625
association	ajọṣepọ	0.745	0.500	0.817
assorted	oriṣiriṣi	0.602	0.460	0.472
assortment	akojọpọ oriṣiriṣi	0.694	0.360	0.526
assuage	jijọpọ	0.745	0.255	0.500
assume	ro	0.698	0.401	0.464
assumed	ti a pe	0.612	0.247	0.454
assuming	a ro	0.740	0.390	0.526
assumption	ipaniyan	0.479	0.431	0.417
assurance	idaniloju	0.675	0.442	0.704
assure	ṣe idaniloju	0.910	0.460	0.839
assured	ni idaniloju	0.878	0.327	0.754
assuredly	dajudaju	0.786	0.396	0.833
asterisk	aami akiyesi	0.541	0.288	0.273
asteroid	asteroid	0.430	0.721	0.623
asteroids	asteroids	0.361	0.694	0.712
asthma	ikọ-fèé	0.198	0.549	0.227
asthmatic	asthmatic	0.229	0.706	0.294
astigmatism	astigmatism	0.214	0.490	0.429
astonish	Ibanujẹ	0.786	0.845	0.658
astonished	ẹnu yà wọn	0.510	0.775	0.574
astonishing	Iyanilenu	0.844	0.802	0.821
astonishingly	NO TRANSLATION	0.827	0.898	0.773
astonishment	Iyalenu	0.680	0.718	0.519
astound	lasan	0.729	0.675	0.474
astral	astral	0.604	0.417	0.567
astray	ṣina	0.098	0.676	0.308
astringent	astringent	0.316	0.500	0.474
astrologer	astrologer	0.594	0.519	0.673
astrology	astrology	0.635	0.340	0.500
astronaut	astronaut	0.792	0.601	0.761
astronomer	astronomer	0.750	0.509	0.735
astronomical	astronomical	0.600	0.632	0.726
astronomy	astronomy	0.613	0.474	0.722
astute	tori	0.776	0.658	0.827
asunder	asunder	0.208	0.442	0.259
asylum	ibi aabo	0.407	0.330	0.445
asymmetric	Asymmetric	0.580	0.343	0.465
asymmetry	asymmetry	0.476	0.373	0.527
asymptotic	asymptotic	0.479	0.451	0.472
atelier	atelier	0.490	0.330	0.705
atheism	atheism	0.276	0.460	0.481
atheist	alaigbagbọ	0.225	0.447	0.377
atheistic	atheistic	0.373	0.481	0.466
atherosclerosis	atherosclerosis	0.250	0.480	0.343
athlete	elere-ije	0.781	0.718	0.686
athletic	elere-ije	0.857	0.798	0.708
athleticism	idaraya	0.750	0.863	0.778
athletics	idaraya	0.831	0.691	0.740
atlas	Atlas	0.531	0.306	0.554
atmosphere	bugbamu	0.604	0.300	0.560
atmospheric	aaye afẹfẹ	0.531	0.420	0.594
atoll	atoll	0.480	0.408	0.472
atom	atom	0.510	0.500	0.433
atomic	atomiki	0.327	0.817	0.713
atone	atone	0.418	0.673	0.411
atonement	ètùtù	0.550	0.602	0.683
atpeace	iparun	0.724	0.298	0.519
atrium	atrium	0.469	0.365	0.473
atrocious	atrocious	0.073	0.811	0.445
atrocity	atrocity	0.115	0.844	0.593
atrophy	atrophy	0.177	0.540	0.208
attach	so pọ	0.520	0.363	0.559
attached	so	0.562	0.350	0.439
attachment	asomọ	0.570	0.343	0.500
attack	kolu	0.286	0.948	0.670
attacker	oluwa	0.185	0.962	0.629
attacking	kolu	0.276	0.837	0.642
attain	bori	0.806	0.510	0.719
attainable	ṣawari	0.760	0.500	0.759
attainment	ipese	0.830	0.520	0.940
attempt	igbiyanju	0.625	0.491	0.431
attempted	igbidanwo	0.594	0.580	0.567
attend	lọ	0.650	0.420	0.625
attendance	wiwa	0.812	0.500	0.592
attendant	aṣoju	0.580	0.365	0.519
attention	akiyesi	0.740	0.599	0.774
attentionseeker	NO TRANSLATION	0.367	0.745	0.457
attentionseekers	NO TRANSLATION	0.531	0.673	0.500
attentive	fetísílẹ	0.812	0.520	0.724
attenuate	attenuate	0.408	0.302	0.429
attenuated	attenuated	0.449	0.280	0.298
attenuation	attenuation	0.458	0.363	0.464
attest	jẹri	0.439	0.710	0.685
attestation	iwe-ẹri	0.234	0.635	0.500
attic	atokuro	0.521	0.259	0.377
attire	aṣọ	0.742	0.388	0.483
attitude	iwa	0.760	0.644	0.861
attorney	attorney	0.600	0.594	0.754
attract	fa fifọ	0.796	0.663	0.769
attraction	ifamọra	0.906	0.774	0.712
attractive	wuni	0.906	0.630	0.769
attractiveness	didara	0.938	0.667	0.755
attributable	ti o jẹ pe	0.704	0.430	0.527
attribute	ro pe	0.781	0.439	0.795
attribution	ipilẹ	0.646	0.467	0.658
attrition	attrition	0.229	0.540	0.259
auburn	auburn	0.510	0.240	0.411
auction	titaja	0.594	0.702	0.519
auctioneer	auctioneer	0.542	0.732	0.716
audacious	iyanju	0.740	0.875	0.825
audacity	gbigboro	0.760	0.755	0.916
audible	gbigbasilẹ	0.673	0.370	0.462
audience	jepe	0.698	0.610	0.613
audio	iwe ohun	0.709	0.425	0.370
audit	ayewo	0.375	0.562	0.735
audition	idanwo	0.750	0.685	0.615
auditions	igbero	0.740	0.765	0.596
auditor	agbanisiran	0.582	0.571	0.726
auditorium	ile-iṣẹ	0.529	0.490	0.538
auditory	ti ṣayẹwo	0.531	0.481	0.570
aught	kini	0.418	0.135	0.217
augment	afikun	0.650	0.683	0.645
augmentation	augmentation	0.714	0.613	0.850
august	Oṣù	0.652	0.292	0.462
aunt	aunt	0.667	0.291	0.420
auntie	auntie	0.643	0.275	0.447
aura	aura	0.760	0.333	0.500
aurora	aurora	0.817	0.306	0.537
auspices	auspices	0.542	0.500	0.634
auspicious	aṣeyọri	0.562	0.635	0.669
austere	Agbara	0.500	0.390	0.422
austerity	austerity	0.438	0.406	0.534
authentic	nile	0.885	0.510	0.782
authenticate	jẹrisi	0.833	0.480	0.789
authentication	ìfàṣẹsí	0.724	0.491	0.750
authenticity	otitọ	0.670	0.548	0.845
author	onkowe	0.775	0.343	0.749
authoritative	aṣẹ	0.636	0.520	0.890
authority	aṣẹ	0.592	0.592	0.934
authorization	ašẹ	0.521	0.567	0.817
authorize	fun laṣẹ	0.772	0.596	0.821
authorized	fun ni aṣẹ	0.760	0.458	0.815
authorship	onkọwe	0.667	0.635	0.773
autism	autism	0.235	0.500	0.447
autistic	autistic	0.367	0.337	0.404
auto	auto	0.571	0.569	0.500
autobiographical	autobiographical	0.909	0.462	0.582
autobiography	autobiography	0.735	0.284	0.629
autocorrect	adakọ	0.551	0.439	0.616
autocratic	autocratic	0.542	0.577	0.727
autograph	autograph	0.735	0.565	0.473
autographed	autographed	0.781	0.620	0.625
automated	aládàáṣiṣẹ	0.578	0.402	0.632
automatic	laifọwọyi	0.562	0.433	0.664
automobile	ọkọ ayọkẹlẹ	0.753	0.625	0.534
automotive	Oko	0.656	0.520	0.577
autonomy	dabaṣe	0.781	0.349	0.891
autopilot	autopilot	0.594	0.462	0.632
autopsy	autopsy	0.252	0.650	0.538
autumn	Igba Irẹdanu Ewe	0.765	0.204	0.450
auxiliary	oluranlọwọ	0.622	0.471	0.509
avail	Ọja	0.800	0.430	0.603
availability	wiwa	0.796	0.544	0.600
available	wa	0.844	0.356	0.623
avalanche	Omiiran	0.265	0.915	0.683
avarice	avarice	0.198	0.726	0.352
avatar	avatar	0.633	0.410	0.567
avenge	gbẹsan	0.073	0.867	0.559
avenger	olugbẹsan	0.337	0.865	0.670
avenging	igbẹsan	0.143	0.880	0.717
avenue	opopo	0.677	0.360	0.377
aver	NO TRANSLATION	0.492	0.450	0.393
average	apapọ	0.684	0.280	0.455
aversation	NO TRANSLATION	0.582	0.442	0.432
averse	aṣeji	0.253	0.569	0.492
averseness	NO TRANSLATION	0.296	0.606	0.528
aversion	aversion	0.074	0.663	0.525
avert	avert	0.510	0.388	0.465
aviary	aviary	0.500	0.360	0.467
aviation	ofurufu	0.708	0.646	0.741
aviator	aviator	0.615	0.700	0.644
avid	gbadun	0.582	0.459	0.593
avocado	piha oyinbo	0.677	0.255	0.287
