Word	Luxembourgish-lb	Valence	Arousal	Dominance
amputation	Amputatioun	0.100	0.755	0.483
amuck	amuck	0.385	0.602	0.321
amulet	Amulett	0.781	0.260	0.630
amuse	ameséieren	0.812	0.684	0.664
amused	gelongen sinn	0.942	0.847	0.596
amusement	Amusement	0.929	0.837	0.803
amusing	lëschteg	0.960	0.829	0.632
ana	NO TRANSLATION	0.541	0.300	0.314
anaconda	Anakonda	0.146	0.830	0.540
anaesthesia	Anästhesie	0.350	0.217	0.473
anaesthetic	Anästhesie	0.449	0.268	0.509
anagram	Anagram	0.552	0.327	0.449
anal	anal	0.333	0.798	0.334
analgesic	Analgetik	0.417	0.321	0.441
analogous	analog	0.531	0.270	0.500
analogue	Analog	0.570	0.320	0.446
analogy	Analogie	0.510	0.367	0.509
analysis	Analyse	0.729	0.448	0.705
analyst	Analyst	0.604	0.415	0.755
analytic	analytesch ass	0.665	0.521	0.634
analytical	analytesch ass	0.625	0.324	0.800
analyze	analyséieren	0.667	0.462	0.710
analyzer	Analysator	0.625	0.556	0.854
anaphylactic	eng anaphylaktesch	0.378	0.588	0.500
anarchism	Anarchismus	0.125	0.804	0.623
anarchist	Anarchist	0.204	0.700	0.759
anarchy	Anarchie	0.146	0.755	0.620
anastomosis	Anastomose	0.375	0.470	0.490
anathema	Anathema	0.286	0.490	0.519
anatomic	Anatomien	0.562	0.442	0.546
anatomy	Anatomie	0.562	0.390	0.571
ancestor	Vorfahren	0.592	0.388	0.594
ancestral	un der Mamm	0.640	0.481	0.750
ancestry	Ahnung	0.708	0.519	0.717
anchor	Anker	0.520	0.284	0.564
anchorage	Hafen	0.500	0.325	0.639
ancient	al	0.420	0.217	0.439
ancillary	erginn	0.449	0.442	0.278
androgen	Androgen	0.255	0.523	0.527
android	Android	0.663	0.436	0.500
anecdote	Anekdot	0.583	0.529	0.500
anemia	Anämie	0.188	0.327	0.310
anemic	anemesch	0.167	0.279	0.155
anemone	anemonen	0.552	0.538	0.327
anesthesia	Anästhesie	0.365	0.216	0.394
anesthesiologist	Anästhesiologe	0.419	0.224	0.526
anesthetic	Anästhesie	0.350	0.264	0.482
aneurysm	Joerewäert	0.115	0.690	0.536
anew	opgewuess ass	0.771	0.358	0.385
angel	Engel	0.906	0.158	0.704
angelic	Engeleng	0.927	0.298	0.668
anger	rosen	0.167	0.865	0.657
angered	Nereeen	0.010	0.860	0.547
angermanagement	NO TRANSLATION	0.260	0.632	0.482
angina	Angina	0.230	0.630	0.464
angiogram	Angiogramm	0.347	0.520	0.465
angiography	Angiographie	0.378	0.536	0.520
angle	Wénkel	0.541	0.330	0.455
angling	Angscht	0.625	0.408	0.500
angora	Angora	0.529	0.425	0.405
angriest	Angscht	0.094	0.892	0.430
angry	rosen	0.122	0.830	0.604
angrytweet	NO TRANSLATION	0.265	0.644	0.471
angst	Angst	0.167	0.888	0.333
anguish	Neie	0.153	0.792	0.265
anguished	bedrunn	0.135	0.720	0.307
angular	Wénkelofgläich	0.449	0.281	0.444
anhydrous	Biesa	0.456	0.365	0.355
animal	Déier	0.521	0.510	0.513
animate	animéieren	0.827	0.755	0.635
animated	animéiert	0.823	0.676	0.538
animation	Animatioun	0.888	0.750	0.549
animosity	Animositéit	0.510	0.724	0.545
animus	animus	0.698	0.676	0.466
ankle	hin	0.500	0.274	0.234
anklet	anklet	0.410	0.276	0.302
annals	Annalen	0.427	0.610	0.424
annex	Annex	0.594	0.350	0.458
annexation	Annexioun	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	vernannt ginn	0.115	0.918	0.681
annihilated	annulléiert ginn	0.080	0.760	0.324
annihilation	annihiléiert	0.041	0.800	0.591
anniversary	Joresdag	0.880	0.770	0.723
annotate	annotéieren	0.592	0.469	0.441
annotation	Annotation	0.604	0.470	0.619
announce	verkënnegen	0.694	0.618	0.611
announcement	Ukënnegung	0.729	0.491	0.482
announcer	Erklärbär	0.602	0.570	0.732
annoy	ze rächen	0.094	0.765	0.286
annoyance	Nervositéit	0.167	0.718	0.342
annoyed	veruersaacht	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	roueg	0.082	0.853	0.348
annoys	houfreg	0.146	0.778	0.435
annual	jäerlech	0.552	0.236	0.500
annuity	Renten	0.521	0.304	0.527
annul	annuléieren	0.250	0.448	0.364
annular	annuléiert	0.310	0.385	0.412
annulment	annuléieren	0.153	0.375	0.447
annulus	Annulus	0.458	0.380	0.376
anointed	geheescht	0.500	0.368	0.579
anointing	Déierewelt	0.653	0.350	0.547
anomalous	anormal	0.281	0.480	0.423
anomaly	anomalie	0.188	0.538	0.404
anon	anon	0.479	0.354	0.298
anonymity	Anonymitéit	0.469	0.255	0.430
anonymous	anonym sinn	0.396	0.291	0.431
anorexic	Néierlag	0.160	0.618	0.245
answer	Äntwert	0.537	0.373	0.661
answerable	beäntwert	0.708	0.481	0.750
answering	beäntweren	0.684	0.500	0.607
ant	ant	0.448	0.216	0.216
antagonism	Antagonismus	0.224	0.618	0.524
antagonist	Antagonist	0.240	0.615	0.700
antagonistic	antagonistesch	0.296	0.604	0.565
antagonize	beweegen	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	duerf begeeschtert sinn	0.427	0.551	0.566
antelope	Antilop	0.542	0.510	0.500
antenna	Antenne	0.521	0.327	0.358
anterior	anterior	0.510	0.245	0.362
anthem	Hymn	0.780	0.343	0.729
anthill	anthill	0.327	0.578	0.377
anthology	Anthologie	0.338	0.406	0.537
anthrax	Anthrax	0.188	0.730	0.500
anthropological	anthropologesch	0.367	0.390	0.490
anthropologist	Anthropologen	0.551	0.385	0.725
anthropology	Anthropologie	0.490	0.367	0.582
anti	Anti	0.365	0.412	0.384
antiaircraft	Antillen	0.330	0.622	0.629
antibiotic	Antibiotike	0.510	0.373	0.658
antibiotics	Antibiotiken	0.448	0.406	0.557
antichrist	Antichrist	0.082	0.837	0.544
anticipate	virbereeden	0.622	0.469	0.667
anticipation	Erwaardung	0.698	0.539	0.711
anticipatory	oppassen	0.653	0.551	0.682
antics	Antiker	0.448	0.740	0.236
antidote	antidot	0.541	0.490	0.629
antifungal	antifungéiert	0.408	0.412	0.441
antigravity	Antigravitéit	0.430	0.714	0.658
antimony	antimony	0.378	0.398	0.490
antipathy	Antipathie	0.198	0.549	0.393
antiquarian	Antiquar	0.500	0.233	0.426
antiquated	Altertum	0.420	0.392	0.236
antique	Antiquitéiten	0.634	0.290	0.518
antiques	Antikitéiten	0.540	0.370	0.595
antiquity	Antiquitéit	0.385	0.333	0.556
antiseptic	antiseptesch sinn	0.438	0.370	0.623
antisocial	antisozial sinn	0.146	0.686	0.391
antithesis	Antithese fonnt	0.396	0.412	0.536
antithetical	Antithetik	0.271	0.509	0.358
antiviral	antiviral sinn	0.459	0.470	0.549
antler	Friem	0.448	0.470	0.500
antsy	antsy	0.449	0.558	0.417
anus	anus	0.347	0.644	0.350
anvil	Ambulanz	0.380	0.510	0.604
anxiety	Angscht maachen	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	ängschtlech	0.281	0.875	0.434
anxiousness	Angschtgefiller	0.235	0.814	0.282
anytime	all Abonnéiert	0.625	0.461	0.436
aorta	aorta	0.448	0.510	0.542
aortic	Aart a Weis	0.436	0.540	0.438
apace	amgaang	0.536	0.500	0.536
apache	Apache	0.687	0.469	0.500
apartment	Wunneng	0.719	0.393	0.580
apartments	Wunnenge sinn	0.704	0.337	0.443
apathetic	Apathie	0.188	0.292	0.333
apathy	Apathie	0.184	0.212	0.204
ape	Affekot	0.548	0.389	0.336
aperture	Apertur	0.612	0.450	0.667
apex	Schwaarzt	0.570	0.433	0.418
aphid	Aphid	0.388	0.473	0.407
aphrodisiac	Aphrodisiak	0.750	0.846	0.667
apiece	e Stéck	0.439	0.259	0.383
aplomb	Aan ass	0.500	0.509	0.582
apocalypse	Apokalypse	0.050	0.867	0.736
apocalyptic	Apokalyptik	0.173	0.880	0.750
apologetic	Apologesch	0.479	0.461	0.571
apologist	Apologist	0.406	0.429	0.526
apologize	entschëllegen	0.551	0.378	0.389
apology	entschëllegt	0.571	0.346	0.402
apostasy	apostaz	0.388	0.520	0.517
apostate	zéien	0.342	0.500	0.528
apostle	Apostel	0.646	0.347	0.732
apostolic	apostolesch ass	0.592	0.300	0.717
apostrophe	Apostrophe	0.469	0.368	0.537
apothecary	Apotheke kaaft	0.561	0.328	0.529
appalled	iwwerrascht	0.194	0.792	0.562
appalling	erschreckend	0.160	0.827	0.415
apparatus	Apparater	0.375	0.353	0.377
apparel	Apparel	0.698	0.435	0.453
apparent	offensichtlech sinn	0.473	0.383	0.398
apparently	scheinbar	0.531	0.410	0.426
apparition	Ursaach	0.406	0.573	0.636
appeal	Appel	0.663	0.598	0.558
appear	erschéngen	0.735	0.506	0.567
appearance	ze gesinn	0.669	0.490	0.534
appease	erstaunt	0.633	0.278	0.434
appellant	Appellant	0.327	0.588	0.568
append	unzeginn	0.573	0.464	0.453
appendage	Appendage	0.229	0.382	0.438
appendectomy	Appendektomie	0.177	0.670	0.554
appendicitis	Appendizis	0.031	0.640	0.347
appendix	App	0.365	0.387	0.425
appetite	Appetit	0.704	0.637	0.581
appetizer	Appetit	0.755	0.560	0.406
appetizing	appetitlech	0.806	0.657	0.688
applaud	applaudéiert	0.865	0.824	0.464
applause	gefeiert	0.953	0.857	0.621
apple	Äppel	0.811	0.300	0.264
apple juice	Äppel Jus	0.765	0.204	0.294
applejack	applejack	0.604	0.431	0.473
applesauce	Äppel	0.750	0.167	0.291
appliance	Apparat	0.582	0.453	0.538
appliances	Apparater	0.594	0.394	0.567
applicability	uwendbar	0.677	0.490	0.741
applicable	zoutrëfft	0.469	0.430	0.667
applicant	Bewerber	0.612	0.558	0.688
application	Applikatioun	0.646	0.445	0.726
apply	zoutrëfft	0.612	0.321	0.667
appoint	ernimmen	0.565	0.330	0.509
appointment	vous	0.688	0.594	0.547
appointments	Rendezvous	0.745	0.677	0.625
apportion	Verzweiflung	0.677	0.490	0.638
apportionment	Verzweiflung	0.552	0.481	0.453
appraisal	Appraisal	0.417	0.667	0.682
appraise	bestëmmen	0.677	0.490	0.696
appreciable	erkennbar sinn	0.873	0.491	0.778
appreciate	schätzen	0.885	0.422	0.741
appreciated	appréciéiert	0.910	0.434	0.779
appreciates	schätzt	0.765	0.500	0.656
appreciation	eng Valorisatioun	0.917	0.529	0.588
appreciative	appreciéiert	0.857	0.380	0.654
apprehend	festhalen	0.521	0.624	0.696
apprehension	Gefiller	0.385	0.720	0.454
apprehensive	gehal	0.406	0.592	0.431
apprentice	Léierbouf	0.615	0.413	0.452
apprenticeship	Auszuch	0.812	0.482	0.643
approach	virugoen	0.612	0.392	0.610
approaching	kommen	0.740	0.557	0.491
approbate	NO TRANSLATION	0.646	0.590	0.860
approbation	Erlaabnis	0.792	0.529	0.774
appropriate	entspriechend	0.833	0.368	0.759
appropriation	Zoustännegkeeten	0.510	0.632	0.717
approval	Accord	0.854	0.460	0.889
approve	approuvéieren	0.875	0.548	0.741
approved	guttgeheescht huet	0.833	0.349	0.698
approvement	approvement	0.880	0.625	0.780
approving	Genehmegung	0.917	0.583	0.773
approximate	ongeféier	0.551	0.560	0.520
approximately	ongeféier uginn	0.622	0.396	0.538
approximating	approximativ sinn	0.583	0.615	0.471
approximation	approximativ	0.582	0.402	0.593
appurtenances	Appetitele sinn	0.573	0.412	0.547
apricot	Aprikos	0.708	0.320	0.278
apron	Schirtech	0.582	0.208	0.245
apt	apt	0.582	0.418	0.382
aptitude	Aptitude	0.750	0.471	0.746
aqua	Aqua	0.656	0.292	0.359
aquamarine	Aquamarine	0.729	0.306	0.413
aquarium	Aquarium	0.663	0.327	0.393
aquatic	aquatesch	0.677	0.510	0.463
aqueduct	Aquädukt	0.551	0.411	0.534
aqueous	wässer	0.429	0.270	0.310
arable	Akrack	0.510	0.350	0.465
arbiter	arbiter	0.561	0.537	0.814
arbitrary	arbiträich sinn	0.281	0.702	0.686
arbitrate	Arbitrage maachen	0.470	0.620	0.682
arbitration	Schiedsgeriicht	0.587	0.602	0.670
arbitrator	Schiedsrichter	0.385	0.448	0.795
arbor	Äerdbunn	0.583	0.490	0.591
arc	Baaschtesbunn	0.552	0.388	0.396
arcade	Arkad	0.676	0.521	0.502
arcane	Arkaden	0.500	0.490	0.637
arch	Bësch	0.500	0.354	0.468
archaeological	archeologesch	0.740	0.441	0.660
archaeologist	Archäolog	0.552	0.451	0.706
archaeology	Archeologie	0.596	0.358	0.691
archaic	archaesch	0.271	0.327	0.332
archangel	Äerzengel	0.837	0.500	0.708
archbishop	Äerzbëschof	0.622	0.280	0.776
archdiocese	der Erzdiözes	0.400	0.321	0.704
archduke	Erënnerung	0.458	0.413	0.634
arched	gewierscht	0.582	0.403	0.398
archer	Archer	0.573	0.622	0.661
archery	Bësch	0.594	0.604	0.589
archetype	Archetyp	0.448	0.520	0.569
archipelago	Archipel	0.745	0.370	0.592
architect	Architekt	0.776	0.442	0.836
architectural	Architektur	0.729	0.390	0.670
architecture	Architektur	0.820	0.390	0.694
archive	Archiv	0.438	0.294	0.527
arctic	Arktis	0.615	0.352	0.546
ardent	ardent	0.694	0.873	0.722
ardor	stolz	0.500	0.780	0.538
arduous	haart genuch	0.344	0.783	0.605
area	Beräich	0.490	0.306	0.464
arena	Stadion	0.510	0.235	0.404
areola	areola	0.417	0.396	0.381
areyoukidding	NO TRANSLATION	0.429	0.633	0.400
areyoukiddingme	NO TRANSLATION	0.365	0.635	0.375
argent	NO TRANSLATION	0.594	0.418	0.472
argh	argh	0.260	0.538	0.328
arghh	NO TRANSLATION	0.292	0.536	0.397
arghhhh	NO TRANSLATION	0.250	0.618	0.324
argue	streiden	0.093	0.798	0.525
argument	Argument	0.510	0.464	0.698
argumentation	Argumentatioun	0.479	0.549	0.760
argumentative	argumentativ	0.450	0.531	0.679
arguments	Argumenter	0.541	0.602	0.657
arid	ariden	0.323	0.333	0.379
arise	stellen	0.750	0.582	0.725
aristocracy	Adel	0.688	0.549	0.842
aristocrat	Aristokraten	0.583	0.413	0.811
aristocratic	aristokratesch	0.449	0.519	0.676
arithmetic	Arithmetik	0.453	0.460	0.634
ark	Ark	0.396	0.427	0.543
arm	Aarm	0.552	0.285	0.469
armada	Armada	0.408	0.740	0.868
armament	Bewaffnung	0.198	0.764	0.810
armaments	Rüstung	0.192	0.839	0.830
armature	Armatur	0.510	0.558	0.755
armchair	Fotell leeën	0.646	0.164	0.339
armed	bewaffnet	0.188	0.750	0.808
armor	Rüstung	0.469	0.625	0.784
armored	agezunn ginn	0.469	0.509	0.861
armory	Rüstung	0.448	0.663	0.800
armpit	Akommes	0.283	0.439	0.250
arms	Waffen	0.464	0.395	0.483
army	Arméi	0.417	0.759	0.902
aroma	Aroma	0.823	0.235	0.442
aromatherapy	Aromatherapie	0.847	0.220	0.473
arousal	Erréedung	0.791	0.943	0.731
arouse	erwäche wäert	0.740	0.491	0.580
aroused	opgekuckt	0.708	0.952	0.667
arraignment	Uweisung	0.406	0.837	0.534
arrange	plangen	0.740	0.490	0.571
arranged	arrangéiert sinn	0.698	0.531	0.728
arrangement	Arrangement	0.625	0.382	0.683
array	Array	0.521	0.396	0.568
arrears	d`Rate weider	0.286	0.485	0.302
arrest	verhaft	0.146	0.951	0.500
arrhythmia	Arrhythmie	0.265	0.706	0.356
arrival	kommen	0.678	0.510	0.474
arrive	kommen	0.837	0.406	0.585
arrogance	Arroganz	0.143	0.750	0.620
arrogant	arrogant	0.115	0.755	0.580
arrow	Pfeil	0.439	0.390	0.454
arsehole	arsehole	0.276	0.598	0.433
arseholes	arseholes	0.188	0.545	0.351
arsenal	arsenal	0.365	0.741	0.752
arsenic	Arsen	0.281	0.472	0.447
arson	Brand	0.133	0.904	0.567
arsonist	arsonistesch	0.348	0.840	0.500
art	Konscht	0.812	0.360	0.603
arterial	arteriell	0.396	0.510	0.583
artery	verstoppen	0.396	0.580	0.537
artful	kënschtlech sinn	0.771	0.608	0.778
arthritis	Arthritis	0.110	0.518	0.345
arthropod	arthropod	0.344	0.464	0.434
artichoke	artichokes	0.583	0.218	0.287
article	Artikel	0.594	0.280	0.481
articles	Artikelen	0.552	0.324	0.565
articulate	ze artikuléieren	0.677	0.462	0.618
articulation	Artikulatioun	0.479	0.480	0.591
artifact	Artifact	0.510	0.500	0.566
artifice	Artifice	0.316	0.696	0.482
artificial	kënschtlesch	0.306	0.385	0.351
artillery	Artillerie	0.350	0.912	0.794
artisan	Handwierk	0.781	0.330	0.411
artist	Kënschtler	0.802	0.442	0.732
artiste	NO TRANSLATION	0.844	0.512	0.565
artistic	kënschtleresch	0.802	0.646	0.632
artistry	Konscht	0.823	0.346	0.769
artists	Kënschtler	0.796	0.667	0.741
artwork	Artwork	0.896	0.368	0.679
arty	arty	0.490	0.422	0.388
asap	asap	0.571	0.500	0.552
asbestos	Asbest	0.357	0.481	0.464
ascend	eropklammen	0.830	0.620	0.812
ascendancy	opstoen	0.724	0.625	0.700
ascendant	aszent	0.656	0.673	0.821
ascending	opsteigend	0.826	0.644	0.777
ascension	Rektaszensioun	0.765	0.720	0.714
ascent	erop	0.755	0.627	0.833
ascertain	erauszefannen	0.560	0.530	0.625
ascertained	festgehale goufen	0.531	0.529	0.616
ascetic	Aeschen	0.438	0.375	0.472
ash	Äschen	0.260	0.210	0.207
ashamed	geschummt hunn	0.156	0.588	0.228
ashes	Äschen	0.327	0.279	0.142
ashtray	Cajet ass	0.406	0.382	0.265
asinine	Asinesch	0.429	0.472	0.433
ask	froen	0.531	0.440	0.459
asleeep	NO TRANSLATION	0.490	0.210	0.322
asleep	schléift	0.604	0.100	0.270
asp	asp	0.438	0.489	0.375
asparagus	Spargelen	0.469	0.317	0.264
aspartame	Aspartam	0.469	0.480	0.322
aspect	Aspekt	0.479	0.469	0.588
aspects	Aspekter	0.439	0.480	0.565
aspen	aspen	0.479	0.280	0.395
asphalt	Asphalt	0.479	0.264	0.439
asphyxia	Asphyxie	0.198	0.704	0.311
asphyxiation	Aphyxie	0.059	0.745	0.412
aspiration	Aspiratioun	0.704	0.724	0.675
aspire	ophalen	0.812	0.469	0.722
aspirin	Aspirin	0.479	0.271	0.422
aspiring	sou striewe	0.844	0.582	0.604
ass	ass ass	0.323	0.750	0.345
assail	beliwwert	0.378	0.510	0.500
assailant	ze iwwerloossen	0.184	0.868	0.602
assassin	Erwuessenen	0.073	0.933	0.632
assassinate	Ermuerdung fonnt	0.051	0.969	0.722
assassination	Ermuerdung	0.083	0.941	0.525
assault	Schued	0.167	0.848	0.550
assay	Tester	0.633	0.559	0.594
assemblage	Assemblée	0.429	0.452	0.600
assemble	versammelen	0.542	0.570	0.750
assembled	versammelt	0.663	0.450	0.644
assembly	Versammlung	0.698	0.500	0.640
assemblyman	Assemblée	0.430	0.538	0.760
assent	geleet	0.615	0.515	0.719
assert	behaapten	0.750	0.619	0.809
asserting	behaapten	0.694	0.531	0.736
assertion	Behaaptung	0.740	0.442	0.750
assertive	Affirmatioun	0.719	0.412	0.770
assess	bewäerten	0.698	0.500	0.623
assessment	Bewäertung	0.750	0.623	0.658
assessor	Assessor	0.551	0.538	0.764
asset	Virdeel	0.797	0.765	0.788
assets	Verméigen	0.667	0.613	0.765
asshole	gelauschtert	0.133	0.582	0.263
assign	ze ginn	0.622	0.417	0.709
assignee	vertruede sinn	0.510	0.462	0.510
assignment	uginn	0.483	0.398	0.745
assimilate	Asimilat	0.559	0.391	0.683
assimilation	Asimilatioun	0.429	0.378	0.463
assist	ze hëllefen	0.833	0.435	0.629
assistance	Hëllef	0.656	0.519	0.633
assistant	Assistent	0.625	0.390	0.536
associate	Associé	0.812	0.409	0.625
association	Associatioun	0.745	0.500	0.817
assorted	asortéiert	0.602	0.460	0.472
assortment	Sortiment	0.694	0.360	0.526
assuage	gehuewen	0.745	0.255	0.500
assume	unzehuelen	0.698	0.401	0.464
assumed	iwwerholl	0.612	0.247	0.454
assuming	huelen	0.740	0.390	0.526
assumption	Hoffnung	0.479	0.431	0.417
assurance	assurance	0.675	0.442	0.704
assure	versécheren	0.910	0.460	0.839
assured	verséchert	0.878	0.327	0.754
assuredly	gesuergt	0.786	0.396	0.833
asterisk	Stäerchen	0.541	0.288	0.273
asteroid	Asteroid	0.430	0.721	0.623
asteroids	Asteroiden	0.361	0.694	0.712
asthma	Asthma	0.198	0.549	0.227
asthmatic	asthm	0.229	0.706	0.294
astigmatism	Astigmatismus	0.214	0.490	0.429
astonish	erstaunen	0.786	0.845	0.658
astonished	iwwerrascht	0.510	0.775	0.574
astonishing	erstaunlecherweis	0.844	0.802	0.821
astonishingly	NO TRANSLATION	0.827	0.898	0.773
astonishment	verwonnert	0.680	0.718	0.519
astound	erstaunt	0.729	0.675	0.474
astral	astral	0.604	0.417	0.567
astray	verréckt	0.098	0.676	0.308
astringent	Trikot	0.316	0.500	0.474
astrologer	Astrolog ginn	0.594	0.519	0.673
astrology	Astrologie	0.635	0.340	0.500
astronaut	Astronaut	0.792	0.601	0.761
astronomer	Astronom	0.750	0.509	0.735
astronomical	astronomesch	0.600	0.632	0.726
astronomy	Astronomie	0.613	0.474	0.722
astute	austoben	0.776	0.658	0.827
asunder	ofgebaut	0.208	0.442	0.259
asylum	Asyl	0.407	0.330	0.445
asymmetric	asymmetresch	0.580	0.343	0.465
asymmetry	Asymmetrie	0.476	0.373	0.527
asymptotic	asymptotesch	0.479	0.451	0.472
atelier	Atelier	0.490	0.330	0.705
atheism	Atheismus	0.276	0.460	0.481
atheist	Atheismus	0.225	0.447	0.377
atheistic	atheistescher	0.373	0.481	0.466
atherosclerosis	Atherosklerosis	0.250	0.480	0.343
athlete	Sportler	0.781	0.718	0.686
athletic	sportlech	0.857	0.798	0.708
athleticism	athletesch	0.750	0.863	0.778
athletics	athletics	0.831	0.691	0.740
atlas	Atlas	0.531	0.306	0.554
atmosphere	Atmosphär	0.604	0.300	0.560
atmospheric	Atmosphär	0.531	0.420	0.594
atoll	Atoll	0.480	0.408	0.472
atom	Atom ass	0.510	0.500	0.433
atomic	atomarer	0.327	0.817	0.713
atone	eriwwer	0.418	0.673	0.411
atonement	Verdingung	0.550	0.602	0.683
atpeace	erreechen	0.724	0.298	0.519
atrium	Atrium	0.469	0.365	0.473
atrocious	grausam sinn	0.073	0.811	0.445
atrocity	Grausamkeet	0.115	0.844	0.593
atrophy	Atrophie	0.177	0.540	0.208
attach	befestegt	0.520	0.363	0.559
attached	verbonnen ass	0.562	0.350	0.439
attachment	Uschloss	0.570	0.343	0.500
attack	attackéiert	0.286	0.948	0.670
attacker	Angschtakt gëtt	0.185	0.962	0.629
attacking	ugräifen	0.276	0.837	0.642
attain	erreechen	0.806	0.510	0.719
attainable	erreeche kënnen	0.760	0.500	0.759
attainment	erreechen	0.830	0.520	0.940
attempt	Versuch	0.625	0.491	0.431
attempted	versicht	0.594	0.580	0.567
attend	ze besichen	0.650	0.420	0.625
attendance	ze ginn	0.812	0.500	0.592
attendant	Begleetpersoun	0.580	0.365	0.519
attention	oppassen	0.740	0.599	0.774
attentionseeker	NO TRANSLATION	0.367	0.745	0.457
attentionseekers	NO TRANSLATION	0.531	0.673	0.500
attentive	opmierksam	0.812	0.520	0.724
attenuate	z'entwéckelen	0.408	0.302	0.429
attenuated	ofgeschwächt	0.449	0.280	0.298
attenuation	Dämpfung	0.458	0.363	0.464
attest	ze besoin	0.439	0.710	0.685
attestation	Qualifikatioun	0.234	0.635	0.500
attic	Attika	0.521	0.259	0.377
attire	Vue	0.742	0.388	0.483
attitude	Haltung	0.760	0.644	0.861
attorney	Affekot	0.600	0.594	0.754
attract	unzezéien	0.796	0.663	0.769
attraction	Attraktioun	0.906	0.774	0.712
attractive	attraktiv	0.906	0.630	0.769
attractiveness	Attraktivitéit	0.938	0.667	0.755
attributable	ze zielen	0.704	0.430	0.527
attribute	Attribut	0.781	0.439	0.795
attribution	Attributioun	0.646	0.467	0.658
attrition	ze erreechen	0.229	0.540	0.259
auburn	Auburn	0.510	0.240	0.411
auction	Auktioun	0.594	0.702	0.519
auctioneer	Auktiounshais	0.542	0.732	0.716
audacious	Hauch	0.740	0.875	0.825
audacity	Aptitude	0.760	0.755	0.916
audible	hörbar ass	0.673	0.370	0.462
audience	Publikum	0.698	0.610	0.613
audio	Audio	0.709	0.425	0.370
audit	Audit	0.375	0.562	0.735
audition	Auditioun	0.750	0.685	0.615
auditions	Auditiounen	0.740	0.765	0.596
auditor	Audit	0.582	0.571	0.726
auditorium	Auditium	0.529	0.490	0.538
auditory	héieren	0.531	0.481	0.570
aught	stierwen	0.418	0.135	0.217
augment	Augmentatioun	0.650	0.683	0.645
augmentation	Vergréisserung	0.714	0.613	0.850
august	August	0.652	0.292	0.462
aunt	Tatta	0.667	0.291	0.420
auntie	grousser Tangramine	0.643	0.275	0.447
aura	Aura maachen	0.760	0.333	0.500
aurora	Aurora	0.817	0.306	0.537
auspices	Éducatrice	0.542	0.500	0.634
auspicious	verspriechen	0.562	0.635	0.669
austere	äifreg	0.500	0.390	0.422
austerity	Spuermoossnamen	0.438	0.406	0.534
authentic	authentesch ass	0.885	0.510	0.782
authenticate	authentifizéieren	0.833	0.480	0.789
authentication	Authentifikatioun	0.724	0.491	0.750
authenticity	Authentizitéit	0.670	0.548	0.845
author	Auteur	0.775	0.343	0.749
authoritative	autoritär	0.636	0.520	0.890
authority	Autoritéit	0.592	0.592	0.934
authorization	Autorisatioun	0.521	0.567	0.817
authorize	autoriséiert	0.772	0.596	0.821
authorized	autoriséiert	0.760	0.458	0.815
authorship	Autorerechter	0.667	0.635	0.773
autism	Autismus	0.235	0.500	0.447
