Word	Marathi-mr	Valence	Arousal	Dominance
amen	आमीन	0.781	0.182	0.542
amenable	कौतुकास्पद	0.448	0.410	0.406
amend	दुरुस्त करा	0.688	0.406	0.658
amendment	दुरुस्ती	0.531	0.459	0.606
amends	दुरुस्त करा	0.640	0.366	0.517
amenity	सुखसोयी	0.750	0.327	0.574
amethyst	नीलम	0.622	0.406	0.517
amiable	सौम्य	0.847	0.290	0.483
amicable	सोयीस्कर	0.875	0.330	0.507
amid	दरम्यान	0.510	0.340	0.256
amidst	दरम्यान	0.480	0.330	0.316
amino	अमीनो	0.551	0.402	0.433
ammo	बारूद	0.323	0.765	0.621
ammonia	अमोनिया	0.292	0.587	0.409
ammonium	अमोनियम	0.354	0.396	0.368
ammunition	दारुगोळा	0.338	0.635	0.667
amnesia	स्मृतितभ्रंश	0.296	0.330	0.308
amnesty	माफी	0.551	0.451	0.814
amorous	कामुक	0.844	0.670	0.636
amorphous	बेढब	0.327	0.402	0.349
amortization	परिशोधन	0.592	0.491	0.522
amount	रक्कम	0.562	0.422	0.649
amour	NO TRANSLATION	0.865	0.480	0.652
amp	एपीपी	0.439	0.393	0.375
ampersand	अँपरसँड	0.480	0.448	0.483
amphetamines	एम्फेटामाइन्स	0.133	0.667	0.526
amphibian	उभयचर	0.427	0.357	0.474
amphibious	उभयचर	0.479	0.346	0.445
amphitheater	बदामी प्रेक्षागृह	0.653	0.480	0.545
ample	पुरेशी	0.744	0.349	0.719
amplification	प्रवर्धन	0.690	0.677	0.810
amplify	शक्ती वाढवणे	0.677	0.735	0.827
amplitude	मोठेपणा	0.694	0.439	0.692
amply	विस्तृत	0.781	0.431	0.766
amputate	कापून टाकणे	0.092	0.660	0.509
amputation	अंगच्छेद	0.100	0.755	0.483
amuck	अचल	0.385	0.602	0.321
amulet	ताबीक	0.781	0.260	0.630
amuse	मनोरंजन	0.812	0.684	0.664
amused	आश्चर्यचकित	0.942	0.847	0.596
amusement	करमणूक	0.929	0.837	0.803
amusing	गमतीशीर	0.960	0.829	0.632
ana	NO TRANSLATION	0.541	0.300	0.314
anaconda	ऍनाकोंडा	0.146	0.830	0.540
anaesthesia	बधिरता	0.350	0.217	0.473
anaesthetic	वेदना जाणवणे बंद करणारा पदार्थ	0.449	0.268	0.509
anagram	अनागोंदा	0.552	0.327	0.449
anal	गुदद्वारासंबंधीचा	0.333	0.798	0.334
analgesic	वेदनशामक	0.417	0.321	0.441
analogous	सारखे	0.531	0.270	0.500
analogue	अँगलॉग	0.570	0.320	0.446
analogy	समानता	0.510	0.367	0.509
analysis	विश्लेषण	0.729	0.448	0.705
analyst	विश्लेषक	0.604	0.415	0.755
analytic	परिच्छेदीय	0.665	0.521	0.634
analytical	विश्लेषणात्मक	0.625	0.324	0.800
analyze	विश्लेषण	0.667	0.462	0.710
analyzer	विश्लेषक	0.625	0.556	0.854
anaphylactic	अनफिलेक्टिक	0.378	0.588	0.500
anarchism	अराजकता	0.125	0.804	0.623
anarchist	अराजकतावादी	0.204	0.700	0.759
anarchy	अराजक	0.146	0.755	0.620
anastomosis	ऍनेस्टोमॉसिस	0.375	0.470	0.490
anathema	अनादर	0.286	0.490	0.519
anatomic	शारीरिक	0.562	0.442	0.546
anatomy	शरीरशास्त्र	0.562	0.390	0.571
ancestor	पूर्वज	0.592	0.388	0.594
ancestral	पिढीजात	0.640	0.481	0.750
ancestry	पूर्वज	0.708	0.519	0.717
anchor	अँकर	0.520	0.284	0.564
anchorage	अँकरेज	0.500	0.325	0.639
ancient	प्राचीन	0.420	0.217	0.439
ancillary	सहायक	0.449	0.442	0.278
androgen	ऍन्ड्रोजन	0.255	0.523	0.527
android	Android	0.663	0.436	0.500
anecdote	किस्सा	0.583	0.529	0.500
anemia	अशक्तपणा	0.188	0.327	0.310
anemic	अशक्त	0.167	0.279	0.155
anemone	अनमोन	0.552	0.538	0.327
anesthesia	बधिरता	0.365	0.216	0.394
anesthesiologist	अनैस्टीसायोलॉजिस्ट	0.419	0.224	0.526
anesthetic	वेदना जाणवणे बंद करणारा पदार्थ	0.350	0.264	0.482
aneurysm	अनियिरिसम	0.115	0.690	0.536
anew	पुन्हा नवीन	0.771	0.358	0.385
angel	देवदूत	0.906	0.158	0.704
angelic	देवघाती	0.927	0.298	0.668
anger	राग	0.167	0.865	0.657
angered	संतप्त	0.010	0.860	0.547
angermanagement	NO TRANSLATION	0.260	0.632	0.482
angina	हृदयविकाराचा	0.230	0.630	0.464
angiogram	एंजियोग्राम	0.347	0.520	0.465
angiography	एन्जिओग्राफी	0.378	0.536	0.520
angle	कोन	0.541	0.330	0.455
angling	गुंड	0.625	0.408	0.500
angora	एंजोरा	0.529	0.425	0.405
angriest	आकस्मिक	0.094	0.892	0.430
angry	रागावले	0.122	0.830	0.604
angrytweet	NO TRANSLATION	0.265	0.644	0.471
angst	तीव्र चिंता	0.167	0.888	0.333
anguish	यातना	0.153	0.792	0.265
anguished	दुःखी	0.135	0.720	0.307
angular	कोन्या	0.449	0.281	0.444
anhydrous	निरर्थक	0.456	0.365	0.355
animal	प्राणी	0.521	0.510	0.513
animate	अॅनिमेट	0.827	0.755	0.635
animated	एनिमेटेड	0.823	0.676	0.538
animation	अॅनिमेशन	0.888	0.750	0.549
animosity	द्वेष	0.510	0.724	0.545
animus	द्वेषबुद्धी	0.698	0.676	0.466
ankle	पाऊल आणि वरचा पाय यांना जोडणारा सांधा	0.500	0.274	0.234
anklet	गवत	0.410	0.276	0.302
annals	इतिहास	0.427	0.610	0.424
annex	सामीलीकरण	0.594	0.350	0.458
annexation	खालसा करणे	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	संपूर्ण विध्वंस करणे	0.115	0.918	0.681
annihilated	नष्ट केले	0.080	0.760	0.324
annihilation	नायनाट	0.041	0.800	0.591
anniversary	वर्धापनदिन	0.880	0.770	0.723
annotate	टीका करा	0.592	0.469	0.441
annotation	भाष्य	0.604	0.470	0.619
announce	घोषित करा	0.694	0.618	0.611
announcement	घोषणा	0.729	0.491	0.482
announcer	निवेदक	0.602	0.570	0.732
annoy	चिडवणे	0.094	0.765	0.286
annoyance	चीड	0.167	0.718	0.342
annoyed	चिडलेला	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	त्रासदायक	0.082	0.853	0.348
annoys	अनागोंदी	0.146	0.778	0.435
annual	वार्षिक	0.552	0.236	0.500
annuity	ऍन्युइटी	0.521	0.304	0.527
annul	रद्द करणे	0.250	0.448	0.364
annular	कंकणाकृती	0.310	0.385	0.412
annulment	विलोपन	0.153	0.375	0.447
annulus	अनुलस	0.458	0.380	0.376
anointed	अभिषिक्त	0.500	0.368	0.579
anointing	अभिषेक	0.653	0.350	0.547
anomalous	अनुषंगिक	0.281	0.480	0.423
anomaly	विसंगती	0.188	0.538	0.404
anon	अनामिक	0.479	0.354	0.298
anonymity	अनामिकत्व	0.469	0.255	0.430
anonymous	निनावी	0.396	0.291	0.431
anorexic	अनोएक्सिक	0.160	0.618	0.245
answer	उत्तर	0.537	0.373	0.661
answerable	उत्तरदायी	0.708	0.481	0.750
answering	उत्तर द्या	0.684	0.500	0.607
ant	मुंगी	0.448	0.216	0.216
antagonism	विरोध	0.224	0.618	0.524
antagonist	विरोधक	0.240	0.615	0.700
antagonistic	द्वेष करणारा	0.296	0.604	0.565
antagonize	विरोध करणे	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	पूर्वीचा	0.427	0.551	0.566
antelope	काळवीट	0.542	0.510	0.500
antenna	ऍन्टीना	0.521	0.327	0.358
anterior	आधीची वेळ	0.510	0.245	0.362
anthem	गान	0.780	0.343	0.729
anthill	एन्थिल	0.327	0.578	0.377
anthology	संकलन	0.338	0.406	0.537
anthrax	अँथ्रेक्स	0.188	0.730	0.500
anthropological	मानवशास्त्र	0.367	0.390	0.490
anthropologist	मानववंशशास्त्रज्ञ	0.551	0.385	0.725
anthropology	मानववंशशास्त्र	0.490	0.367	0.582
anti	विरोधी	0.365	0.412	0.384
antiaircraft	antiaircraft	0.330	0.622	0.629
antibiotic	प्रतिजैविक	0.510	0.373	0.658
antibiotics	प्रतिजैविक	0.448	0.406	0.557
antichrist	दोघांनाही	0.082	0.837	0.544
anticipate	अपेक्षा करणे	0.622	0.469	0.667
anticipation	आगाऊ	0.698	0.539	0.711
anticipatory	आगाऊ	0.653	0.551	0.682
antics	रानटी	0.448	0.740	0.236
antidote	विषावरचा उतारा	0.541	0.490	0.629
antifungal	स्फोटक द्रव्य	0.408	0.412	0.441
antigravity	प्रतिगामीता	0.430	0.714	0.658
antimony	सुरमा	0.378	0.398	0.490
antipathy	विषाणू	0.198	0.549	0.393
antiquarian	पुराणवस्तुशास्त्र	0.500	0.233	0.426
antiquated	पुरातन	0.420	0.392	0.236
antique	प्राचीन	0.634	0.290	0.518
antiques	पुराणवस्तू	0.540	0.370	0.595
antiquity	पुरातन वास्तू	0.385	0.333	0.556
antiseptic	पूतिनाशक	0.438	0.370	0.623
antisocial	समाजविघातक	0.146	0.686	0.391
antithesis	प्रतिवाद	0.396	0.412	0.536
antithetical	विरोधक	0.271	0.509	0.358
antiviral	अँटीव्हायरल	0.459	0.470	0.549
antler	अँंटरर	0.448	0.470	0.500
antsy	antsy	0.449	0.558	0.417
anus	गुद्द्वार	0.347	0.644	0.350
anvil	निळसर	0.380	0.510	0.604
anxiety	चिंता	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	चिंतित	0.281	0.875	0.434
anxiousness	उत्सुकता	0.235	0.814	0.282
anytime	कधीही	0.625	0.461	0.436
aorta	महाधमनी	0.448	0.510	0.542
aortic	महालक्षिका	0.436	0.540	0.438
apace	जलद	0.536	0.500	0.536
apache	अपाचे	0.687	0.469	0.500
apartment	अपार्टमेंट	0.719	0.393	0.580
apartments	अपार्टमेंटस्	0.704	0.337	0.443
apathetic	उदासीन	0.188	0.292	0.333
apathy	औदासीन्य	0.184	0.212	0.204
ape	चांदणे	0.548	0.389	0.336
aperture	छिद्र	0.612	0.450	0.667
apex	शिखर	0.570	0.433	0.418
aphid	अफिड	0.388	0.473	0.407
aphrodisiac	कामोत्तेजक	0.750	0.846	0.667
apiece	एक तुकडा	0.439	0.259	0.383
aplomb	आत्मविश्वास	0.500	0.509	0.582
apocalypse	सगळे	0.050	0.867	0.736
apocalyptic	apocalyptic	0.173	0.880	0.750
apologetic	क्षमायाचनात्मक	0.479	0.461	0.571
apologist	क्षमायाचना करणारा	0.406	0.429	0.526
apologize	दिलगीर आहोत	0.551	0.378	0.389
apology	दिलगिरी	0.571	0.346	0.402
apostasy	स्वमतत्याग	0.388	0.520	0.517
apostate	धर्मत्यागी	0.342	0.500	0.528
apostle	प्रेषित	0.646	0.347	0.732
apostolic	येशूच्या बारा अनुयायांपैकी	0.592	0.300	0.717
apostrophe	अपॉस्ट्रॉफी	0.469	0.368	0.537
apothecary	apothecary	0.561	0.328	0.529
appalled	भयावह	0.194	0.792	0.562
appalling	धक्कादायक	0.160	0.827	0.415
apparatus	उपकरणे	0.375	0.353	0.377
apparel	पोशाख	0.698	0.435	0.453
apparent	उघड	0.473	0.383	0.398
apparently	वरवर पाहता	0.531	0.410	0.426
apparition	भक्ती	0.406	0.573	0.636
appeal	अपील	0.663	0.598	0.558
appear	दिसेल	0.735	0.506	0.567
appearance	देखावा	0.669	0.490	0.534
appease	संतुष्ट करा	0.633	0.278	0.434
appellant	अपील करणारा	0.327	0.588	0.568
append	जोडा	0.573	0.464	0.453
appendage	परिशिष्ट	0.229	0.382	0.438
appendectomy	परिशिष्टबद्धता	0.177	0.670	0.554
appendicitis	अॅपेन्डिसाइटिस	0.031	0.640	0.347
appendix	परिशिष्ट	0.365	0.387	0.425
appetite	भूक	0.704	0.637	0.581
appetizer	क्षुधावर्धक	0.755	0.560	0.406
appetizing	मोहक	0.806	0.657	0.688
applaud	प्रशंसा	0.865	0.824	0.464
applause	प्रशंसा	0.953	0.857	0.621
apple	सफरचंद	0.811	0.300	0.264
apple juice	सफरचंद रस	0.765	0.204	0.294
applejack	ऍपलजेक	0.604	0.431	0.473
applesauce	सफरचंद	0.750	0.167	0.291
appliance	उपकरण	0.582	0.453	0.538
appliances	साधने	0.594	0.394	0.567
applicability	उपयुक्तता	0.677	0.490	0.741
applicable	लागू	0.469	0.430	0.667
applicant	अर्जदार	0.612	0.558	0.688
application	अनुप्रयोग	0.646	0.445	0.726
apply	अर्ज	0.612	0.321	0.667
appoint	नियुक्त करा	0.565	0.330	0.509
appointment	नियुक्ती	0.688	0.594	0.547
appointments	नियुक्ती	0.745	0.677	0.625
apportion	वाटणी	0.677	0.490	0.638
apportionment	विभाग	0.552	0.481	0.453
appraisal	मूल्यमापन	0.417	0.667	0.682
appraise	मूल्यमापन करा	0.677	0.490	0.696
appreciable	प्रशंसनीय	0.873	0.491	0.778
appreciate	प्रशंसा करा	0.885	0.422	0.741
appreciated	कौतुक	0.910	0.434	0.779
appreciates	कौतुक	0.765	0.500	0.656
appreciation	कृतज्ञता	0.917	0.529	0.588
appreciative	मार्मिक	0.857	0.380	0.654
apprehend	पकडणे	0.521	0.624	0.696
apprehension	धास्ती	0.385	0.720	0.454
apprehensive	भयभीत	0.406	0.592	0.431
apprentice	शिकाऊ उमेदवार	0.615	0.413	0.452
apprenticeship	उमेदवारी	0.812	0.482	0.643
approach	दृष्टीकोन	0.612	0.392	0.610
approaching	जवळ येत आहे	0.740	0.557	0.491
approbate	NO TRANSLATION	0.646	0.590	0.860
approbation	प्रशंसा	0.792	0.529	0.774
appropriate	योग्य	0.833	0.368	0.759
appropriation	विनियोग	0.510	0.632	0.717
approval	मंजूरी	0.854	0.460	0.889
approve	मंजूर	0.875	0.548	0.741
approved	मंजूर	0.833	0.349	0.698
approvement	मंजुरी	0.880	0.625	0.780
approving	मंजूर	0.917	0.583	0.773
approximate	अंदाजे	0.551	0.560	0.520
approximately	अंदाजे	0.622	0.396	0.538
approximating	अंदाजे आहे	0.583	0.615	0.471
approximation	अंदाजे	0.582	0.402	0.593
appurtenances	उपयोजन	0.573	0.412	0.547
apricot	जर्दाळू	0.708	0.320	0.278
apron	मागील बाजूस	0.582	0.208	0.245
apt	योग्य	0.582	0.418	0.382
aptitude	योग्यता	0.750	0.471	0.746
aqua	पाणी	0.656	0.292	0.359
aquamarine	सुशोभित केलेले	0.729	0.306	0.413
aquarium	मत्स्यालय	0.663	0.327	0.393
aquatic	जलीय	0.677	0.510	0.463
aqueduct	जलप्रवास	0.551	0.411	0.534
aqueous	पाण्यासारखा	0.429	0.270	0.310
arable	जिरायती	0.510	0.350	0.465
arbiter	मध्यस्थ	0.561	0.537	0.814
arbitrary	अनियंत्रित	0.281	0.702	0.686
arbitrate	मध्यस्थी	0.470	0.620	0.682
arbitration	लवाद	0.587	0.602	0.670
arbitrator	मध्यस्थ	0.385	0.448	0.795
arbor	मंडप	0.583	0.490	0.591
arc	कंस	0.552	0.388	0.396
arcade	आर्केड	0.676	0.521	0.502
arcane	रहस्यमय	0.500	0.490	0.637
arch	कमान	0.500	0.354	0.468
archaeological	पुरातनवस्तुशास्त्रीय	0.740	0.441	0.660
