Word	Haitian Creole-ht	Valence	Arousal	Dominance
anemia	anemi	0.188	0.327	0.310
anemic	anemik	0.167	0.279	0.155
anemone	anemòn	0.552	0.538	0.327
anesthesia	anestezi	0.365	0.216	0.394
anesthesiologist	anestezi	0.419	0.224	0.526
anesthetic	anestezi	0.350	0.264	0.482
aneurysm	aneurism	0.115	0.690	0.536
anew	ankò	0.771	0.358	0.385
angel	anj	0.906	0.158	0.704
angelic	zanj	0.927	0.298	0.668
anger	kòlè	0.167	0.865	0.657
angered	fache	0.010	0.860	0.547
angermanagement	NO TRANSLATION	0.260	0.632	0.482
angina	anjin	0.230	0.630	0.464
angiogram	anjyogram	0.347	0.520	0.465
angiography	anjyografi	0.378	0.536	0.520
angle	ang	0.541	0.330	0.455
angling	Pêche	0.625	0.408	0.500
angora	angora	0.529	0.425	0.405
angriest	enkyetid	0.094	0.892	0.430
angry	fache	0.122	0.830	0.604
angrytweet	NO TRANSLATION	0.265	0.644	0.471
angst	anmè	0.167	0.888	0.333
anguish	lapenn	0.153	0.792	0.265
anguished	lapenn	0.135	0.720	0.307
angular	angilè	0.449	0.281	0.444
anhydrous	anidrit	0.456	0.365	0.355
animal	bèt	0.521	0.510	0.513
animate	anime	0.827	0.755	0.635
animated	anime	0.823	0.676	0.538
animation	Animasyon	0.888	0.750	0.549
animosity	animosite	0.510	0.724	0.545
animus	Animus	0.698	0.676	0.466
ankle	cheviy	0.500	0.274	0.234
anklet	anklet	0.410	0.276	0.302
annals	Annale	0.427	0.610	0.424
annex	anèks	0.594	0.350	0.458
annexation	anèks	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	elimine	0.115	0.918	0.681
annihilated	anile	0.080	0.760	0.324
annihilation	anilasyon	0.041	0.800	0.591
anniversary	anivèsè	0.880	0.770	0.723
annotate	anote	0.592	0.469	0.441
annotation	anote	0.604	0.470	0.619
announce	anonse	0.694	0.618	0.611
announcement	anons	0.729	0.491	0.482
announcer	anonse	0.602	0.570	0.732
annoy	anbete	0.094	0.765	0.286
annoyance	anmèdan	0.167	0.718	0.342
annoyed	énervé	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	anmèdan	0.082	0.853	0.348
annoys	anoi	0.146	0.778	0.435
annual	chak ane	0.552	0.236	0.500
annuity	anwite	0.521	0.304	0.527
annul	revoke	0.250	0.448	0.364
annular	annik	0.310	0.385	0.412
annulment	anilasyon	0.153	0.375	0.447
annulus	annulus	0.458	0.380	0.376
anointed	soulaje	0.500	0.368	0.579
anointing	alimantasyon	0.653	0.350	0.547
anomalous	anomalous	0.281	0.480	0.423
anomaly	anomali	0.188	0.538	0.404
anon	anon	0.479	0.354	0.298
anonymity	anonimite	0.469	0.255	0.430
anonymous	anonim	0.396	0.291	0.431
anorexic	anorèks	0.160	0.618	0.245
answer	Repons	0.537	0.373	0.661
answerable	reponn	0.708	0.481	0.750
answering	reponn	0.684	0.500	0.607
ant	ant	0.448	0.216	0.216
antagonism	antagonis	0.224	0.618	0.524
antagonist	antagonist	0.240	0.615	0.700
antagonistic	antagonik	0.296	0.604	0.565
antagonize	antagonize	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	antecedent	0.427	0.551	0.566
antelope	antilop	0.542	0.510	0.500
antenna	antèn	0.521	0.327	0.358
anterior	antérieure	0.510	0.245	0.362
anthem	imèn	0.780	0.343	0.729
anthill	anthill	0.327	0.578	0.377
anthology	Anthology	0.338	0.406	0.537
anthrax	anthrax	0.188	0.730	0.500
anthropological	antwopolojik	0.367	0.390	0.490
anthropologist	antwopològ	0.551	0.385	0.725
anthropology	antwopoloji	0.490	0.367	0.582
anti	anti	0.365	0.412	0.384
antiaircraft	antye	0.330	0.622	0.629
antibiotic	antibyotik	0.510	0.373	0.658
antibiotics	antibyotik	0.448	0.406	0.557
antichrist	antikristyanism	0.082	0.837	0.544
anticipate	prevwa	0.622	0.469	0.667
anticipation	antisipasyon	0.698	0.539	0.711
anticipatory	anticipatory	0.653	0.551	0.682
antics	antik	0.448	0.740	0.236
antidote	antidot	0.541	0.490	0.629
antifungal	antifonjik	0.408	0.412	0.441
antigravity	antigravite	0.430	0.714	0.658
antimony	antimony	0.378	0.398	0.490
antipathy	antipati	0.198	0.549	0.393
antiquarian	antikye	0.500	0.233	0.426
antiquated	ansyen	0.420	0.392	0.236
antique	antik	0.634	0.290	0.518
antiques	lantikite	0.540	0.370	0.595
antiquity	antikite	0.385	0.333	0.556
antiseptic	Antiseptik	0.438	0.370	0.623
antisocial	antisosyal	0.146	0.686	0.391
antithesis	antitèz	0.396	0.412	0.536
antithetical	antitetik	0.271	0.509	0.358
antiviral	antiviral	0.459	0.470	0.549
antler	antler	0.448	0.470	0.500
antsy	antsy	0.449	0.558	0.417
anus	anus	0.347	0.644	0.350
anvil	anvil	0.380	0.510	0.604
anxiety	enkyetid	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	enkyete	0.281	0.875	0.434
anxiousness	enkyetid	0.235	0.814	0.282
anytime	nenpòt lè	0.625	0.461	0.436
aorta	Aorta	0.448	0.510	0.542
aortic	aortik	0.436	0.540	0.438
apace	apace	0.536	0.500	0.536
apache	Apache	0.687	0.469	0.500
apartment	apatman	0.719	0.393	0.580
apartments	apatman	0.704	0.337	0.443
apathetic	endiferan	0.188	0.292	0.333
apathy	Apeti	0.184	0.212	0.204
ape	Makak	0.548	0.389	0.336
aperture	Ouverture	0.612	0.450	0.667
apex	Apex	0.570	0.433	0.418
aphid	afich	0.388	0.473	0.407
aphrodisiac	Aphrodizyak	0.750	0.846	0.667
apiece	yon moso	0.439	0.259	0.383
aplomb	aplon	0.500	0.509	0.582
apocalypse	Apocalypse	0.050	0.867	0.736
apocalyptic	Apokalips	0.173	0.880	0.750
apologetic	apolojik	0.479	0.461	0.571
apologist	apològ	0.406	0.429	0.526
apologize	mande padon	0.551	0.378	0.389
apology	ekskiz	0.571	0.346	0.402
apostasy	apostazi	0.388	0.520	0.517
apostate	aposta	0.342	0.500	0.528
apostle	apòt	0.646	0.347	0.732
apostolic	apostolik	0.592	0.300	0.717
apostrophe	apostwòf	0.469	0.368	0.537
apothecary	Apotekè	0.561	0.328	0.529
appalled	sezi	0.194	0.792	0.562
appalling	terifyan	0.160	0.827	0.415
apparatus	aparèy	0.375	0.353	0.377
apparel	rad	0.698	0.435	0.453
apparent	aparan	0.473	0.383	0.398
apparently	aparamman	0.531	0.410	0.426
apparition	aparisyon	0.406	0.573	0.636
appeal	fè apèl la	0.663	0.598	0.558
appear	parèt	0.735	0.506	0.567
appearance	aparans	0.669	0.490	0.534
appease	fè apèl	0.633	0.278	0.434
appellant	apèl la	0.327	0.588	0.568
append	ajoute	0.573	0.464	0.453
appendage	Apendis	0.229	0.382	0.438
appendectomy	Apendetik	0.177	0.670	0.554
appendicitis	Apendis	0.031	0.640	0.347
appendix	anèks	0.365	0.387	0.425
appetite	apeti	0.704	0.637	0.581
appetizer	Aperitif	0.755	0.560	0.406
appetizing	Apetisan	0.806	0.657	0.688
applaud	bat bravo	0.865	0.824	0.464
applause	aplodisman	0.953	0.857	0.621
apple	pòm	0.811	0.300	0.264
apple juice	ji pòm	0.765	0.204	0.294
applejack	applejack	0.604	0.431	0.473
applesauce	pòm	0.750	0.167	0.291
appliance	aparèy	0.582	0.453	0.538
appliances	aparèy yo	0.594	0.394	0.567
applicability	aplikab	0.677	0.490	0.741
applicable	aplikab	0.469	0.430	0.667
applicant	aplikan	0.612	0.558	0.688
application	aplikasyon	0.646	0.445	0.726
apply	aplike	0.612	0.321	0.667
appoint	nonmen	0.565	0.330	0.509
appointment	randevou	0.688	0.594	0.547
appointments	randevou	0.745	0.677	0.625
apportion	divizyon	0.677	0.490	0.638
apportionment	Distribisyon	0.552	0.481	0.453
appraisal	evalyasyon	0.417	0.667	0.682
appraise	Evalye	0.677	0.490	0.696
appreciable	apresye	0.873	0.491	0.778
appreciate	apresye	0.885	0.422	0.741
appreciated	apresye	0.910	0.434	0.779
appreciates	apresye	0.765	0.500	0.656
appreciation	apresyasyon	0.917	0.529	0.588
appreciative	apresye	0.857	0.380	0.654
apprehend	arete	0.521	0.624	0.696
apprehension	arèstasyon	0.385	0.720	0.454
apprehensive	kretyen	0.406	0.592	0.431
apprentice	apranti	0.615	0.413	0.452
apprenticeship	aprantisaj	0.812	0.482	0.643
approach	apwòch	0.612	0.392	0.610
approaching	apwoche	0.740	0.557	0.491
approbate	NO TRANSLATION	0.646	0.590	0.860
approbation	apwobasyon	0.792	0.529	0.774
appropriate	apwopriye	0.833	0.368	0.759
appropriation	afektasyon	0.510	0.632	0.717
approval	apwouve	0.854	0.460	0.889
approve	apwouve	0.875	0.548	0.741
approved	apwouve	0.833	0.349	0.698
approvement	apwobasyon	0.880	0.625	0.780
approving	apwouve	0.917	0.583	0.773
approximate	apwoksimatif	0.551	0.560	0.520
approximately	apeprè	0.622	0.396	0.538
approximating	apwoksimatif	0.583	0.615	0.471
approximation	apwoksimasyon	0.582	0.402	0.593
appurtenances	aparans	0.573	0.412	0.547
apricot	abiko	0.708	0.320	0.278
apron	Kabina	0.582	0.208	0.245
apt	Apt	0.582	0.418	0.382
aptitude	aptitid	0.750	0.471	0.746
aqua	aqua	0.656	0.292	0.359
aquamarine	aquamarine	0.729	0.306	0.413
aquarium	akwaryòm	0.663	0.327	0.393
aquatic	akwatik	0.677	0.510	0.463
aqueduct	akduk	0.551	0.411	0.534
aqueous	akeuz	0.429	0.270	0.310
arable	arab	0.510	0.350	0.465
arbiter	arbiter	0.561	0.537	0.814
arbitrary	abitrè	0.281	0.702	0.686
arbitrate	arbitrate	0.470	0.620	0.682
arbitration	abitraj	0.587	0.602	0.670
arbitrator	medyatè	0.385	0.448	0.795
arbor	arbor	0.583	0.490	0.591
arc	arc	0.552	0.388	0.396
arcade	Arcade	0.676	0.521	0.502
arcane	arcane	0.500	0.490	0.637
arch	vout	0.500	0.354	0.468
archaeological	akeyolojik	0.740	0.441	0.660
archaeologist	akeyològ	0.552	0.451	0.706
archaeology	akeyoloji	0.596	0.358	0.691
archaic	reyaksyonè	0.271	0.327	0.332
archangel	arkanj	0.837	0.500	0.708
archbishop	monsenyè	0.622	0.280	0.776
archdiocese	Achidyosèz	0.400	0.321	0.704
archduke	Archduke	0.458	0.413	0.634
arched	vout	0.582	0.403	0.398
archer	Archer	0.573	0.622	0.661
archery	archery	0.594	0.604	0.589
archetype	arketip	0.448	0.520	0.569
archipelago	achipèl	0.745	0.370	0.592
architect	achitèk	0.776	0.442	0.836
architectural	achitekti	0.729	0.390	0.670
architecture	achitekti	0.820	0.390	0.694
archive	achiv	0.438	0.294	0.527
arctic	aktik	0.615	0.352	0.546
ardent	ardent	0.694	0.873	0.722
ardor	jidisyè	0.500	0.780	0.538
arduous	jòb ki vrèman difisil	0.344	0.783	0.605
area	zòn nan	0.490	0.306	0.464
arena	tèren	0.510	0.235	0.404
areola	seola	0.417	0.396	0.381
areyoukidding	NO TRANSLATION	0.429	0.633	0.400
areyoukiddingme	NO TRANSLATION	0.365	0.635	0.375
argent	NO TRANSLATION	0.594	0.418	0.472
argh	argh	0.260	0.538	0.328
arghh	NO TRANSLATION	0.292	0.536	0.397
arghhhh	NO TRANSLATION	0.250	0.618	0.324
argue	diskite	0.093	0.798	0.525
argument	agiman	0.510	0.464	0.698
argumentation	agiman	0.479	0.549	0.760
argumentative	agiman	0.450	0.531	0.679
arguments	agiman	0.541	0.602	0.657
arid	arid	0.323	0.333	0.379
arise	leve	0.750	0.582	0.725
aristocracy	aristokrasi	0.688	0.549	0.842
aristocrat	aristocrate	0.583	0.413	0.811
aristocratic	aristokrat	0.449	0.519	0.676
arithmetic	aritmetik	0.453	0.460	0.634
ark	ark	0.396	0.427	0.543
arm	bra	0.552	0.285	0.469
armada	zam	0.408	0.740	0.868
armament	zam	0.198	0.764	0.810
armaments	zam	0.192	0.839	0.830
armature	aranjman	0.510	0.558	0.755
armchair	fotèy	0.646	0.164	0.339
armed	ame	0.188	0.750	0.808
armor	zam	0.469	0.625	0.784
armored	blende	0.469	0.509	0.861
armory	zam	0.448	0.663	0.800
armpit	anbabye	0.283	0.439	0.250
arms	bra	0.464	0.395	0.483
army	lame	0.417	0.759	0.902
aroma	bon sant	0.823	0.235	0.442
aromatherapy	aromaterapi	0.847	0.220	0.473
arousal	eksitasyon	0.791	0.943	0.731
arouse	eksite	0.740	0.491	0.580
aroused	te eksite	0.708	0.952	0.667
arraignment	aranjman	0.406	0.837	0.534
arrange	ranje	0.740	0.490	0.571
arranged	ranje	0.698	0.531	0.728
arrangement	aranjman	0.625	0.382	0.683
array	etalaj	0.521	0.396	0.568
arrears	aryere yo	0.286	0.485	0.302
arrest	arestasyon	0.146	0.951	0.500
arrhythmia	aritmi	0.265	0.706	0.356
arrival	arive	0.678	0.510	0.474
arrive	rive	0.837	0.406	0.585
arrogance	awogans	0.143	0.750	0.620
arrogant	arogan	0.115	0.755	0.580
arrow	flèch	0.439	0.390	0.454
arsehole	arsehole	0.276	0.598	0.433
arseholes	arseholes	0.188	0.545	0.351
arsenal	asenal	0.365	0.741	0.752
arsenic	asenik	0.281	0.472	0.447
arson	mete dife	0.133	0.904	0.567
arsonist	arsonist	0.348	0.840	0.500
art	atizay	0.812	0.360	0.603
arterial	atè	0.396	0.510	0.583
artery	atè	0.396	0.580	0.537
artful	koken	0.771	0.608	0.778
arthritis	atrit	0.110	0.518	0.345
arthropod	arthropod	0.344	0.464	0.434
artichoke	Aticho	0.583	0.218	0.287
article	atik	0.594	0.280	0.481
articles	atik	0.552	0.324	0.565
articulate	articuler	0.677	0.462	0.618
articulation	atikilasyon	0.479	0.480	0.591
artifact	asosif	0.510	0.500	0.566
artifice	artifice	0.316	0.696	0.482
artificial	atifisyèl	0.306	0.385	0.351
artillery	zam	0.350	0.912	0.794
artisan	atizan	0.781	0.330	0.411
artist	atis	0.802	0.442	0.732
artiste	NO TRANSLATION	0.844	0.512	0.565
artistic	atistik	0.802	0.646	0.632
artistry	atistik	0.823	0.346	0.769
artists	atis	0.796	0.667	0.741
artwork	travay atistik	0.896	0.368	0.679
arty	Atizay	0.490	0.422	0.388
asap	asap	0.571	0.500	0.552
asbestos	asbesto	0.357	0.481	0.464
ascend	monte	0.830	0.620	0.812
ascendancy	asansyon	0.724	0.625	0.700
ascendant	asandant	0.656	0.673	0.821
ascending	monte	0.826	0.644	0.777
ascension	Asansyon	0.765	0.720	0.714
ascent	monte	0.755	0.627	0.833
ascertain	rann kont	0.560	0.530	0.625
ascertained	detèmine	0.531	0.529	0.616
ascetic	asèt	0.438	0.375	0.472
ash	sann	0.260	0.210	0.207
ashamed	wont	0.156	0.588	0.228
ashes	sann	0.327	0.279	0.142
ashtray	sandriye	0.406	0.382	0.265
asinine	asinin	0.429	0.472	0.433
ask	mande	0.531	0.440	0.459
asleeep	NO TRANSLATION	0.490	0.210	0.322
asleep	dòmi	0.604	0.100	0.270
asp	asp	0.438	0.489	0.375
asparagus	aspèj	0.469	0.317	0.264
aspartame	aspartame	0.469	0.480	0.322
aspect	aspè	0.479	0.469	0.588
aspects	Aspè	0.439	0.480	0.565
aspen	aspen	0.479	0.280	0.395
asphalt	asfalt	0.479	0.264	0.439
asphyxia	asfiksi	0.198	0.704	0.311
asphyxiation	asfiksi	0.059	0.745	0.412
aspiration	aspirasyon	0.704	0.724	0.675
aspire	renmen	0.812	0.469	0.722
aspirin	aspirin	0.479	0.271	0.422
aspiring	aspiran	0.844	0.582	0.604
ass	manman bourik	0.323	0.750	0.345
assail	detèmine	0.378	0.510	0.500
assailant	atakan	0.184	0.868	0.602
assassin	asasen	0.073	0.933	0.632
assassinate	asasen	0.051	0.969	0.722
assassination	asasina	0.083	0.941	0.525
assault	atak	0.167	0.848	0.550
assay	pran echantiyon	0.633	0.559	0.594
assemblage	asanble	0.429	0.452	0.600
assemble	rasanble	0.542	0.570	0.750
assembled	reyini	0.663	0.450	0.644
assembly	Asanble	0.698	0.500	0.640
assemblyman	asanble	0.430	0.538	0.760
assent	aji	0.615	0.515	0.719
assert	afime	0.750	0.619	0.809
asserting	deklare	0.694	0.531	0.736
assertion	deklarasyon	0.740	0.442	0.750
assertive	assertive	0.719	0.412	0.770
assess	evalye	0.698	0.500	0.623
assessment	evalyasyon	0.750	0.623	0.658
assessor	Evalyatè	0.551	0.538	0.764
asset	avantaj	0.797	0.765	0.788
assets	byen	0.667	0.613	0.765
asshole	estipid	0.133	0.582	0.263
assign	bay	0.622	0.417	0.709
assignee	asistan	0.510	0.462	0.510
assignment	plasman	0.483	0.398	0.745
assimilate	asimile	0.559	0.391	0.683
assimilation	asimilasyon	0.429	0.378	0.463
assist	ede	0.833	0.435	0.629
assistance	asistans	0.656	0.519	0.633
assistant	asistan	0.625	0.390	0.536
associate	asosye	0.812	0.409	0.625
association	asosyasyon	0.745	0.500	0.817
assorted	asòti	0.602	0.460	0.472
assortment	varyete	0.694	0.360	0.526
assuage	afekte	0.745	0.255	0.500
assume	asime	0.698	0.401	0.464
assumed	sipoze	0.612	0.247	0.454
assuming	asepte	0.740	0.390	0.526
assumption	sipozisyon	0.479	0.431	0.417
assurance	asirans	0.675	0.442	0.704
assure	asire	0.910	0.460	0.839
assured	asire ou	0.878	0.327	0.754
assuredly	byen	0.786	0.396	0.833
asterisk	asterisk	0.541	0.288	0.273
asteroid	astewoyid	0.430	0.721	0.623
asteroids	astewoyid	0.361	0.694	0.712
asthma	opresyon	0.198	0.549	0.227
asthmatic	Asthmatik	0.229	0.706	0.294
astigmatism	Astigmatism	0.214	0.490	0.429
astonish	etone	0.786	0.845	0.658
astonished	sezi	0.510	0.775	0.574
astonishing	etonan	0.844	0.802	0.821
astonishingly	NO TRANSLATION	0.827	0.898	0.773
astonishment	sezi	0.680	0.718	0.519
astound	etone	0.729	0.675	0.474
astral	astral	0.604	0.417	0.567
astray	tris	0.098	0.676	0.308
astringent	dantre	0.316	0.500	0.474
astrologer	astrolog	0.594	0.519	0.673
astrology	Astwoloji	0.635	0.340	0.500
astronaut	astwonòt	0.792	0.601	0.761
astronomer	astwonòm	0.750	0.509	0.735
astronomical	astwonomik	0.600	0.632	0.726
astronomy	Astwonomi	0.613	0.474	0.722
astute	rize	0.776	0.658	0.827
asunder	janbe	0.208	0.442	0.259
asylum	azil	0.407	0.330	0.445
asymmetric	asimetri	0.580	0.343	0.465
asymmetry	Asymétrie	0.476	0.373	0.527
asymptotic	asikptotik	0.479	0.451	0.472
atelier	atelier	0.490	0.330	0.705
atheism	ateism	0.276	0.460	0.481
atheist	ate	0.225	0.447	0.377
atheistic	ate	0.373	0.481	0.466
atherosclerosis	ateroskleroz	0.250	0.480	0.343
athlete	atlèt	0.781	0.718	0.686
athletic	atletik	0.857	0.798	0.708
athleticism	atletik	0.750	0.863	0.778
athletics	atletik	0.831	0.691	0.740
atlas	atlas	0.531	0.306	0.554
atmosphere	atmosfè	0.604	0.300	0.560
atmospheric	atmosferik	0.531	0.420	0.594
atoll	atol	0.480	0.408	0.472
atom	atòm	0.510	0.500	0.433
atomic	atomik	0.327	0.817	0.713
atone	aton	0.418	0.673	0.411
atonement	ekspyasyon	0.550	0.602	0.683
atpeace	atpeace	0.724	0.298	0.519
atrium	atrium	0.469	0.365	0.473
atrocious	atròs	0.073	0.811	0.445
atrocity	atwosite	0.115	0.844	0.593
atrophy	atrofi	0.177	0.540	0.208
attach	tache	0.520	0.363	0.559
attached	atache	0.562	0.350	0.439
attachment	atachman	0.570	0.343	0.500
attack	atak	0.286	0.948	0.670
attacker	atakè	0.185	0.962	0.629
attacking	atake	0.276	0.837	0.642
attain	atenn	0.806	0.510	0.719
attainable	atenn	0.760	0.500	0.759
attainment	akonplisman	0.830	0.520	0.940
attempt	tantativ	0.625	0.491	0.431
attempted	eseye	0.594	0.580	0.567
attend	ale nan	0.650	0.420	0.625
attendance	prezans	0.812	0.500	0.592
attendant	asistan	0.580	0.365	0.519
attention	atansyon	0.740	0.599	0.774
attentionseeker	NO TRANSLATION	0.367	0.745	0.457
attentionseekers	NO TRANSLATION	0.531	0.673	0.500
attentive	atantif	0.812	0.520	0.724
attenuate	atenye	0.408	0.302	0.429
attenuated	atenye	0.449	0.280	0.298
attenuation	atenuasyon	0.458	0.363	0.464
attest	ateste	0.439	0.710	0.685
attestation	atestasyon	0.234	0.635	0.500
attic	grenye	0.521	0.259	0.377
attire	vètman	0.742	0.388	0.483
attitude	atitid	0.760	0.644	0.861
attorney	avoka	0.600	0.594	0.754
attract	atire	0.796	0.663	0.769
attraction	atraksyon	0.906	0.774	0.712
attractive	atire	0.906	0.630	0.769
attractiveness	plus	0.938	0.667	0.755
attributable	atribuabl	0.704	0.430	0.527
attribute	atribi	0.781	0.439	0.795
attribution	attribution	0.646	0.467	0.658
attrition	atraksyon	0.229	0.540	0.259
auburn	Auburn	0.510	0.240	0.411
auction	vann piblik	0.594	0.702	0.519
auctioneer	vann piblik	0.542	0.732	0.716
audacious	odasyeu	0.740	0.875	0.825
audacity	odasye	0.760	0.755	0.916
audible	sonib	0.673	0.370	0.462
audience	odyans	0.698	0.610	0.613
audio	odyo	0.709	0.425	0.370
audit	kontwòl kontab	0.375	0.562	0.735
audition	odisyon	0.750	0.685	0.615
auditions	odisyon	0.740	0.765	0.596
auditor	oditè	0.582	0.571	0.726
auditorium	oditoryòm	0.529	0.490	0.538
auditory	oditif	0.531	0.481	0.570
aught	aught	0.418	0.135	0.217
augment	ogmante	0.650	0.683	0.645
augmentation	ogmantasyon	0.714	0.613	0.850
august	Out	0.652	0.292	0.462
aunt	matant	0.667	0.291	0.420
auntie	auntie	0.643	0.275	0.447
aura	Aura	0.760	0.333	0.500
aurora	aurora	0.817	0.306	0.537
auspices	epès	0.542	0.500	0.634
auspicious	favorab	0.562	0.635	0.669
austere	ki di	0.500	0.390	0.422
austerity	osterite	0.438	0.406	0.534
authentic	natif natal	0.885	0.510	0.782
authenticate	Otantifye	0.833	0.480	0.789
authentication	Otantifikasyon	0.724	0.491	0.750
authenticity	otantisite	0.670	0.548	0.845
author	otè	0.775	0.343	0.749
authoritative	otorite	0.636	0.520	0.890
authority	otorite	0.592	0.592	0.934
authorization	otorizasyon	0.521	0.567	0.817
authorize	otorize	0.772	0.596	0.821
authorized	otorize	0.760	0.458	0.815
authorship	patènite	0.667	0.635	0.773
autism	otis	0.235	0.500	0.447
autistic	otis	0.367	0.337	0.404
auto	oto	0.571	0.569	0.500
autobiographical	otobiografik	0.909	0.462	0.582
autobiography	otobiyografi	0.735	0.284	0.629
autocorrect	autocorrect	0.551	0.439	0.616
autocratic	otokratik	0.542	0.577	0.727
autograph	otograf	0.735	0.565	0.473
autographed	otografi	0.781	0.620	0.625
automated	otomatik	0.578	0.402	0.632
automatic	otomatik	0.562	0.433	0.664
automobile	otomobil	0.753	0.625	0.534
automotive	otomobil	0.656	0.520	0.577
autonomy	otonomi	0.781	0.349	0.891
autopilot	otopilot	0.594	0.462	0.632
autopsy	otopsi	0.252	0.650	0.538
autumn	otòn	0.765	0.204	0.450
auxiliary	oksilyè	0.622	0.471	0.509
avail	pwofite	0.800	0.430	0.603
availability	disponiblite	0.796	0.544	0.600
available	disponib	0.844	0.356	0.623
avalanche	lavalas	0.265	0.915	0.683
avarice	avarice	0.198	0.726	0.352
avatar	avatar	0.633	0.410	0.567
avenge	vanje	0.073	0.867	0.559
avenger	avyon	0.337	0.865	0.670
avenging	vanjans	0.143	0.880	0.717
avenue	avni	0.677	0.360	0.377
aver	NO TRANSLATION	0.492	0.450	0.393
average	mwayèn	0.684	0.280	0.455
aversation	NO TRANSLATION	0.582	0.442	0.432
averse	advèrsèr	0.253	0.569	0.492
averseness	averseness	0.296	0.606	0.528
aversion	Aversion	0.074	0.663	0.525
avert	evite	0.510	0.388	0.465
aviary	aviary	0.500	0.360	0.467
aviation	aviyasyon	0.708	0.646	0.741
aviator	aviator	0.615	0.700	0.644
avid	grangou	0.582	0.459	0.593
avocado	zaboka	0.677	0.255	0.287
avoid	evite	0.427	0.442	0.415
avoidance	evite	0.470	0.481	0.466
avoiding	evite	0.457	0.433	0.309
await	tann	0.448	0.264	0.276
awake	reveye	0.667	0.469	0.741
awaken	reveye	0.729	0.412	0.611
awakening	Awakening	0.745	0.500	0.618
award	prim	0.865	0.745	0.660
awards	prim	0.958	0.736	0.652
aware	okouran	0.656	0.340	0.770
awareness	konsyans	0.684	0.422	0.810
awe	NO TRANSLATION	0.469	0.740	0.300
awed	awed	0.364	0.774	0.361
awesome	awizom	0.980	0.897	0.891
awesomeness	awesomeness	0.917	0.647	0.927
awestruck	awestruck	0.615	0.767	0.680
awful	terib	0.061	0.786	0.450
awkward	gòch	0.296	0.650	0.358
awkwardness	malèz	0.167	0.454	0.148
awning	banza	0.500	0.186	0.318
awry	fou	0.156	0.540	0.275
axe	rach	0.296	0.690	0.536
axial	axial	0.458	0.278	0.491
axiom	aksyòm	0.439	0.441	0.583
axiomatic	aksyomatik	0.458	0.392	0.627
axis	aks	0.209	0.250	0.356
axle	aks	0.459	0.294	0.473
ay	ay	0.500	0.557	0.255
aye	Aye	0.562	0.420	0.392
azimuth	azimit	0.385	0.461	0.421
azure	ble	0.620	0.256	0.339
babble	babble	0.552	0.441	0.204
babbling	tranbleman	0.396	0.418	0.241
babe	Babe	0.860	0.536	0.424
baboon	babon	0.357	0.410	0.429
baby	ti bebe	0.837	0.365	0.455
babysit	babysit	0.719	0.587	0.398
babysitter	Babysitter	0.656	0.415	0.408
baccalaureate	Bakaloreya	0.729	0.510	0.480
