Word	Japanese-ja	Valence	Arousal	Dominance
anesthesiologist	麻酔医	0.419	0.224	0.526
anesthetic	麻酔薬	0.350	0.264	0.482
aneurysm	動脈瘤	0.115	0.690	0.536
anew	改めて	0.771	0.358	0.385
angel	天使	0.906	0.158	0.704
angelic	天使の	0.927	0.298	0.668
anger	怒り	0.167	0.865	0.657
angered	怒った	0.010	0.860	0.547
angermanagement	NO TRANSLATION	0.260	0.632	0.482
angina	狭心症	0.230	0.630	0.464
angiogram	血管造影	0.347	0.520	0.465
angiography	血管造影	0.378	0.536	0.520
angle	角度	0.541	0.330	0.455
angling	釣り	0.625	0.408	0.500
angora	アンゴラ	0.529	0.425	0.405
angriest	怒っている	0.094	0.892	0.430
angry	怒っている	0.122	0.830	0.604
angrytweet	NO TRANSLATION	0.265	0.644	0.471
angst	怒り	0.167	0.888	0.333
anguish	苦悩	0.153	0.792	0.265
anguished	苦しんだ	0.135	0.720	0.307
angular	角張った	0.449	0.281	0.444
anhydrous	無水	0.456	0.365	0.355
animal	動物	0.521	0.510	0.513
animate	アニメーション化する	0.827	0.755	0.635
animated	アニメーション	0.823	0.676	0.538
animation	アニメーション	0.888	0.750	0.549
animosity	敵意	0.510	0.724	0.545
animus	アニミス	0.698	0.676	0.466
ankle	足首	0.500	0.274	0.234
anklet	アンクレット	0.410	0.276	0.302
annals	年表	0.427	0.610	0.424
annex	別館	0.594	0.350	0.458
annexation	併合	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	全滅させる	0.115	0.918	0.681
annihilated	絶滅した	0.080	0.760	0.324
annihilation	消滅	0.041	0.800	0.591
anniversary	記念日	0.880	0.770	0.723
annotate	注釈を付ける	0.592	0.469	0.441
annotation	注釈	0.604	0.470	0.619
announce	発表する	0.694	0.618	0.611
announcement	発表	0.729	0.491	0.482
announcer	アナウンサー	0.602	0.570	0.732
annoy	悩ます	0.094	0.765	0.286
annoyance	煩わしさ	0.167	0.718	0.342
annoyed	悩まされる	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	迷惑な	0.082	0.853	0.348
annoys	悩み	0.146	0.778	0.435
annual	年次	0.552	0.236	0.500
annuity	年金	0.521	0.304	0.527
annul	廃止する	0.250	0.448	0.364
annular	環状	0.310	0.385	0.412
annulment	廃止	0.153	0.375	0.447
annulus	環	0.458	0.380	0.376
anointed	油そそがれた	0.500	0.368	0.579
anointing	油を注ぐ	0.653	0.350	0.547
anomalous	異常	0.281	0.480	0.423
anomaly	異常	0.188	0.538	0.404
anon	アンオン	0.479	0.354	0.298
anonymity	匿名	0.469	0.255	0.430
anonymous	匿名	0.396	0.291	0.431
anorexic	食欲不振	0.160	0.618	0.245
answer	回答	0.537	0.373	0.661
answerable	答えられる	0.708	0.481	0.750
answering	答える	0.684	0.500	0.607
ant	蟻	0.448	0.216	0.216
antagonism	拮抗	0.224	0.618	0.524
antagonist	アンタゴニスト	0.240	0.615	0.700
antagonistic	敵対的	0.296	0.604	0.565
antagonize	拮抗する	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	先行する	0.427	0.551	0.566
antelope	アンテロープ	0.542	0.510	0.500
antenna	アンテナ	0.521	0.327	0.358
anterior	前方	0.510	0.245	0.362
anthem	国歌	0.780	0.343	0.729
anthill	蟻塚	0.327	0.578	0.377
anthology	アンソロジー	0.338	0.406	0.537
anthrax	炭疽	0.188	0.730	0.500
anthropological	人類学	0.367	0.390	0.490
anthropologist	人類学者	0.551	0.385	0.725
anthropology	人類学	0.490	0.367	0.582
anti	反	0.365	0.412	0.384
antiaircraft	対空航空機	0.330	0.622	0.629
antibiotic	抗生物質	0.510	0.373	0.658
antibiotics	抗生物質	0.448	0.406	0.557
antichrist	赤ちゃん	0.082	0.837	0.544
anticipate	予期する	0.622	0.469	0.667
anticipation	期待	0.698	0.539	0.711
anticipatory	先行する	0.653	0.551	0.682
antics	いたずら	0.448	0.740	0.236
antidote	解毒剤	0.541	0.490	0.629
antifungal	抗真菌剤	0.408	0.412	0.441
antigravity	反重力	0.430	0.714	0.658
antimony	アンチモン	0.378	0.398	0.490
antipathy	反感	0.198	0.549	0.393
antiquarian	古墳	0.500	0.233	0.426
antiquated	古くなった	0.420	0.392	0.236
antique	アンティーク	0.634	0.290	0.518
antiques	骨董品	0.540	0.370	0.595
antiquity	古代	0.385	0.333	0.556
antiseptic	消毒剤	0.438	0.370	0.623
antisocial	反社会的	0.146	0.686	0.391
antithesis	アンチテーゼ	0.396	0.412	0.536
antithetical	対称	0.271	0.509	0.358
antiviral	抗ウィルス	0.459	0.470	0.549
antler	狼男	0.448	0.470	0.500
antsy	antsy	0.449	0.558	0.417
anus	肛門	0.347	0.644	0.350
anvil	アンビル	0.380	0.510	0.604
anxiety	不安	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	不安	0.281	0.875	0.434
anxiousness	不安	0.235	0.814	0.282
anytime	どんなときも	0.625	0.461	0.436
aorta	大動脈	0.448	0.510	0.542
aortic	大動脈	0.436	0.540	0.438
apace	アペース	0.536	0.500	0.536
apache	アパッチ	0.687	0.469	0.500
apartment	アパート	0.719	0.393	0.580
apartments	アパート	0.704	0.337	0.443
apathetic	無愛想	0.188	0.292	0.333
apathy	無関心	0.184	0.212	0.204
ape	猿	0.548	0.389	0.336
aperture	絞り	0.612	0.450	0.667
apex	頂点	0.570	0.433	0.418
aphid	アブラムシ	0.388	0.473	0.407
aphrodisiac	媚薬	0.750	0.846	0.667
apiece	各個に	0.439	0.259	0.383
aplomb	腹を立てる	0.500	0.509	0.582
apocalypse	黙示録	0.050	0.867	0.736
apocalyptic	黙示録的な	0.173	0.880	0.750
apologetic	謝罪する	0.479	0.461	0.571
apologist	謝罪者	0.406	0.429	0.526
apologize	お詫びする	0.551	0.378	0.389
apology	謝罪	0.571	0.346	0.402
apostasy	背教	0.388	0.520	0.517
apostate	背教者	0.342	0.500	0.528
apostle	使徒	0.646	0.347	0.732
apostolic	使徒	0.592	0.300	0.717
apostrophe	アポストロフィ	0.469	0.368	0.537
apothecary	薬局	0.561	0.328	0.529
appalled	ぞっとする	0.194	0.792	0.562
appalling	ぞっとする	0.160	0.827	0.415
apparatus	装置	0.375	0.353	0.377
apparel	衣服	0.698	0.435	0.453
apparent	見かけ上	0.473	0.383	0.398
apparently	明らかに	0.531	0.410	0.426
apparition	出現	0.406	0.573	0.636
appeal	アピール	0.663	0.598	0.558
appear	現れる	0.735	0.506	0.567
appearance	外観	0.669	0.490	0.534
appease	なだめる	0.633	0.278	0.434
appellant	上訴人	0.327	0.588	0.568
append	追加する	0.573	0.464	0.453
appendage	付属器	0.229	0.382	0.438
appendectomy	虫垂切除術	0.177	0.670	0.554
appendicitis	虫垂炎	0.031	0.640	0.347
appendix	付録	0.365	0.387	0.425
appetite	食欲	0.704	0.637	0.581
appetizer	前菜	0.755	0.560	0.406
appetizing	食欲をそそる	0.806	0.657	0.688
applaud	賞賛	0.865	0.824	0.464
applause	拍手	0.953	0.857	0.621
apple	林檎	0.811	0.300	0.264
apple juice	リンゴジュース	0.765	0.204	0.294
applejack	アップルジャック	0.604	0.431	0.473
applesauce	リンゴソース	0.750	0.167	0.291
appliance	アプライアンス	0.582	0.453	0.538
appliances	家電	0.594	0.394	0.567
applicability	適用性	0.677	0.490	0.741
applicable	適用可能な	0.469	0.430	0.667
applicant	応募者	0.612	0.558	0.688
application	応用	0.646	0.445	0.726
apply	適用する	0.612	0.321	0.667
appoint	任命する	0.565	0.330	0.509
appointment	予定	0.688	0.594	0.547
appointments	予定	0.745	0.677	0.625
apportion	配分	0.677	0.490	0.638
apportionment	配分	0.552	0.481	0.453
appraisal	評価	0.417	0.667	0.682
appraise	鑑定	0.677	0.490	0.696
appreciable	相当な	0.873	0.491	0.778
appreciate	感謝する	0.885	0.422	0.741
appreciated	感謝	0.910	0.434	0.779
appreciates	高く評価する	0.765	0.500	0.656
appreciation	感謝	0.917	0.529	0.588
appreciative	感謝の気持ち	0.857	0.380	0.654
apprehend	逮捕する	0.521	0.624	0.696
apprehension	不安	0.385	0.720	0.454
apprehensive	恐ろしい	0.406	0.592	0.431
apprentice	見習い	0.615	0.413	0.452
apprenticeship	見習い	0.812	0.482	0.643
approach	アプローチ	0.612	0.392	0.610
approaching	接近する	0.740	0.557	0.491
approbate	NO TRANSLATION	0.646	0.590	0.860
approbation	承認	0.792	0.529	0.774
appropriate	適切な	0.833	0.368	0.759
appropriation	予算	0.510	0.632	0.717
approval	承認	0.854	0.460	0.889
approve	承認する	0.875	0.548	0.741
approved	承認された	0.833	0.349	0.698
approvement	承認	0.880	0.625	0.780
approving	承認する	0.917	0.583	0.773
approximate	近似	0.551	0.560	0.520
approximately	約	0.622	0.396	0.538
approximating	近似する	0.583	0.615	0.471
approximation	近似	0.582	0.402	0.593
appurtenances	付属品	0.573	0.412	0.547
apricot	アプリコット	0.708	0.320	0.278
apron	エプロン	0.582	0.208	0.245
apt	適切	0.582	0.418	0.382
aptitude	適性	0.750	0.471	0.746
aqua	アクア	0.656	0.292	0.359
aquamarine	アクアマリン	0.729	0.306	0.413
aquarium	水族館	0.663	0.327	0.393
aquatic	水生生物	0.677	0.510	0.463
aqueduct	水道	0.551	0.411	0.534
aqueous	水性	0.429	0.270	0.310
arable	耕作可能な	0.510	0.350	0.465
arbiter	アービタ	0.561	0.537	0.814
arbitrary	任意	0.281	0.702	0.686
arbitrate	仲裁する	0.470	0.620	0.682
arbitration	仲裁	0.587	0.602	0.670
arbitrator	仲裁人	0.385	0.448	0.795
arbor	アーバー	0.583	0.490	0.591
arc	アーク	0.552	0.388	0.396
arcade	アーケード	0.676	0.521	0.502
arcane	秘密	0.500	0.490	0.637
arch	アーチ	0.500	0.354	0.468
archaeological	考古学的	0.740	0.441	0.660
archaeologist	考古学者	0.552	0.451	0.706
archaeology	考古学	0.596	0.358	0.691
archaic	アルカイック	0.271	0.327	0.332
archangel	大天使	0.837	0.500	0.708
archbishop	大司教	0.622	0.280	0.776
archdiocese	大司教区	0.400	0.321	0.704
archduke	大公	0.458	0.413	0.634
arched	アーチ型	0.582	0.403	0.398
archer	射手	0.573	0.622	0.661
archery	アーチェリー	0.594	0.604	0.589
archetype	アーキタイプ	0.448	0.520	0.569
archipelago	諸島	0.745	0.370	0.592
architect	建築家	0.776	0.442	0.836
architectural	建築	0.729	0.390	0.670
architecture	建築	0.820	0.390	0.694
archive	アーカイブ	0.438	0.294	0.527
arctic	北極	0.615	0.352	0.546
ardent	熱烈な	0.694	0.873	0.722
ardor	熱烈な	0.500	0.780	0.538
arduous	つらい	0.344	0.783	0.605
area	エリア	0.490	0.306	0.464
arena	アリーナ	0.510	0.235	0.404
areola	乳頭	0.417	0.396	0.381
areyoukidding	NO TRANSLATION	0.429	0.633	0.400
areyoukiddingme	NO TRANSLATION	0.365	0.635	0.375
argent	NO TRANSLATION	0.594	0.418	0.472
argh	ああ	0.260	0.538	0.328
arghh	NO TRANSLATION	0.292	0.536	0.397
arghhhh	NO TRANSLATION	0.250	0.618	0.324
argue	主張する	0.093	0.798	0.525
argument	引数	0.510	0.464	0.698
argumentation	議論	0.479	0.549	0.760
argumentative	議論的な	0.450	0.531	0.679
arguments	議論	0.541	0.602	0.657
arid	乾燥	0.323	0.333	0.379
arise	発生する	0.750	0.582	0.725
aristocracy	貴族	0.688	0.549	0.842
aristocrat	貴族	0.583	0.413	0.811
aristocratic	貴族の	0.449	0.519	0.676
arithmetic	算術	0.453	0.460	0.634
ark	箱	0.396	0.427	0.543
arm	腕	0.552	0.285	0.469
armada	艦隊	0.408	0.740	0.868
armament	武装	0.198	0.764	0.810
armaments	軍備	0.192	0.839	0.830
armature	アーマチュア	0.510	0.558	0.755
armchair	アームチェア	0.646	0.164	0.339
armed	武装した	0.188	0.750	0.808
armor	鎧	0.469	0.625	0.784
armored	装甲した	0.469	0.509	0.861
armory	兵器	0.448	0.663	0.800
armpit	脇の下	0.283	0.439	0.250
arms	武器	0.464	0.395	0.483
army	軍	0.417	0.759	0.902
aroma	香り	0.823	0.235	0.442
aromatherapy	アロマセラピー	0.847	0.220	0.473
arousal	覚醒	0.791	0.943	0.731
arouse	興奮する	0.740	0.491	0.580
aroused	興奮した	0.708	0.952	0.667
arraignment	裁判	0.406	0.837	0.534
arrange	アレンジ	0.740	0.490	0.571
arranged	整えられた	0.698	0.531	0.728
arrangement	配置	0.625	0.382	0.683
array	アレイ	0.521	0.396	0.568
arrears	延滞	0.286	0.485	0.302
arrest	逮捕	0.146	0.951	0.500
arrhythmia	不整脈	0.265	0.706	0.356
arrival	到着	0.678	0.510	0.474
arrive	到着する	0.837	0.406	0.585
arrogance	傲慢	0.143	0.750	0.620
arrogant	傲慢な	0.115	0.755	0.580
arrow	arrow	0.439	0.390	0.454
arsehole	アーチホール	0.276	0.598	0.433
arseholes	アースホール	0.188	0.545	0.351
arsenal	アーセナル	0.365	0.741	0.752
arsenic	砒素	0.281	0.472	0.447
arson	放火	0.133	0.904	0.567
arsonist	放火犯	0.348	0.840	0.500
art	アート	0.812	0.360	0.603
arterial	動脈	0.396	0.510	0.583
artery	動脈	0.396	0.580	0.537
artful	巧みな	0.771	0.608	0.778
arthritis	関節炎	0.110	0.518	0.345
arthropod	節足動物	0.344	0.464	0.434
artichoke	アーティチョーク	0.583	0.218	0.287
article	記事	0.594	0.280	0.481
articles	記事	0.552	0.324	0.565
articulate	明瞭な	0.677	0.462	0.618
articulation	関節運動	0.479	0.480	0.591
artifact	アーティファクト	0.510	0.500	0.566
artifice	工芸品	0.316	0.696	0.482
artificial	人工的な	0.306	0.385	0.351
artillery	砲兵	0.350	0.912	0.794
artisan	職人	0.781	0.330	0.411
artist	アーティスト	0.802	0.442	0.732
artiste	NO TRANSLATION	0.844	0.512	0.565
artistic	芸術的	0.802	0.646	0.632
artistry	芸術	0.823	0.346	0.769
artists	アーティスト	0.796	0.667	0.741
artwork	アートワーク	0.896	0.368	0.679
arty	アーティー	0.490	0.422	0.388
asap	できるだけ速くに	0.571	0.500	0.552
asbestos	アスベスト	0.357	0.481	0.464
ascend	上昇する	0.830	0.620	0.812
ascendancy	優位	0.724	0.625	0.700
ascendant	優位	0.656	0.673	0.821
ascending	上昇	0.826	0.644	0.777
ascension	上昇	0.765	0.720	0.714
ascent	上昇	0.755	0.627	0.833
ascertain	確かめる	0.560	0.530	0.625
ascertained	確認された	0.531	0.529	0.616
ascetic	禁欲的な	0.438	0.375	0.472
ash	灰	0.260	0.210	0.207
ashamed	恥ずかしい	0.156	0.588	0.228
ashes	灰	0.327	0.279	0.142
ashtray	灰皿	0.406	0.382	0.265
asinine	Asinine	0.429	0.472	0.433
ask	尋ねる	0.531	0.440	0.459
asleeep	NO TRANSLATION	0.490	0.210	0.322
asleep	眠っている	0.604	0.100	0.270
asp	ASP	0.438	0.489	0.375
asparagus	アスパラガス	0.469	0.317	0.264
aspartame	アスパルテーム	0.469	0.480	0.322
aspect	アスペクト	0.479	0.469	0.588
aspects	側面	0.439	0.480	0.565
aspen	アスペン	0.479	0.280	0.395
asphalt	アスファルト	0.479	0.264	0.439
asphyxia	窒息	0.198	0.704	0.311
asphyxiation	窒息	0.059	0.745	0.412
aspiration	吸引	0.704	0.724	0.675
aspire	熱望する	0.812	0.469	0.722
aspirin	アスピリン	0.479	0.271	0.422
aspiring	志望する	0.844	0.582	0.604
ass	お尻	0.323	0.750	0.345
assail	襲撃	0.378	0.510	0.500
assailant	加害者	0.184	0.868	0.602
assassin	暗殺者	0.073	0.933	0.632
assassinate	暗殺する	0.051	0.969	0.722
assassination	暗殺	0.083	0.941	0.525
assault	暴行	0.167	0.848	0.550
assay	アッセイ	0.633	0.559	0.594
assemblage	集合	0.429	0.452	0.600
assemble	アセンブル	0.542	0.570	0.750
assembled	組み立てられた	0.663	0.450	0.644
assembly	アセンブリ	0.698	0.500	0.640
assemblyman	議員	0.430	0.538	0.760
assent	同意する	0.615	0.515	0.719
assert	アサート	0.750	0.619	0.809
asserting	断言する	0.694	0.531	0.736
assertion	アサーション	0.740	0.442	0.750
assertive	積極的な	0.719	0.412	0.770
assess	評価する	0.698	0.500	0.623
assessment	評価	0.750	0.623	0.658
assessor	審査員	0.551	0.538	0.764
asset	資産	0.797	0.765	0.788
assets	資産	0.667	0.613	0.765
asshole	下衆野郎	0.133	0.582	0.263
assign	割り当てます	0.622	0.417	0.709
assignee	譲受人	0.510	0.462	0.510
assignment	割り当て	0.483	0.398	0.745
assimilate	同化する	0.559	0.391	0.683
assimilation	同化	0.429	0.378	0.463
assist	支援する	0.833	0.435	0.629
assistance	支援	0.656	0.519	0.633
assistant	アシスタント	0.625	0.390	0.536
associate	関連付ける	0.812	0.409	0.625
association	協会	0.745	0.500	0.817
assorted	様々な	0.602	0.460	0.472
assortment	品揃え	0.694	0.360	0.526
assuage	安楽死	0.745	0.255	0.500
assume	想定する	0.698	0.401	0.464
assumed	想定される	0.612	0.247	0.454
assuming	前提	0.740	0.390	0.526
assumption	仮定	0.479	0.431	0.417
assurance	保証	0.675	0.442	0.704
assure	保証する	0.910	0.460	0.839
assured	保証された	0.878	0.327	0.754
assuredly	確かに	0.786	0.396	0.833
asterisk	アスタリスク	0.541	0.288	0.273
asteroid	小惑星	0.430	0.721	0.623
asteroids	小惑星	0.361	0.694	0.712
asthma	喘息	0.198	0.549	0.227
asthmatic	喘息の	0.229	0.706	0.294
astigmatism	乱視	0.214	0.490	0.429
astonish	驚く	0.786	0.845	0.658
astonished	驚いた	0.510	0.775	0.574
astonishing	驚く	0.844	0.802	0.821
astonishingly	NO TRANSLATION	0.827	0.898	0.773
astonishment	驚き	0.680	0.718	0.519
astound	驚く	0.729	0.675	0.474
astral	アストラル	0.604	0.417	0.567
astray	迷う	0.098	0.676	0.308
astringent	収斂	0.316	0.500	0.474
astrologer	占星術師	0.594	0.519	0.673
astrology	占星術	0.635	0.340	0.500
astronaut	宇宙飛行士	0.792	0.601	0.761
astronomer	天文学者	0.750	0.509	0.735
astronomical	天文学的	0.600	0.632	0.726
astronomy	天文学	0.613	0.474	0.722
astute	鋭い	0.776	0.658	0.827
asunder	付属品	0.208	0.442	0.259
asylum	亡命	0.407	0.330	0.445
asymmetric	非対称な	0.580	0.343	0.465
asymmetry	非対称	0.476	0.373	0.527
asymptotic	漸近的	0.479	0.451	0.472
atelier	アトリエ	0.490	0.330	0.705
atheism	無神論	0.276	0.460	0.481
atheist	無神論者	0.225	0.447	0.377
atheistic	無神論	0.373	0.481	0.466
atherosclerosis	アテローム性動脈硬化症	0.250	0.480	0.343
athlete	アスリート	0.781	0.718	0.686
athletic	運動	0.857	0.798	0.708
athleticism	運動競技	0.750	0.863	0.778
athletics	陸上競技	0.831	0.691	0.740
atlas	アトラス	0.531	0.306	0.554
atmosphere	雰囲気	0.604	0.300	0.560
atmospheric	大気	0.531	0.420	0.594
atoll	環礁	0.480	0.408	0.472
atom	原子	0.510	0.500	0.433
atomic	アトミック	0.327	0.817	0.713
atone	償う	0.418	0.673	0.411
atonement	償い	0.550	0.602	0.683
atpeace	アットペース	0.724	0.298	0.519
atrium	アトリウム	0.469	0.365	0.473
atrocious	ひどい	0.073	0.811	0.445
atrocity	残虐行為	0.115	0.844	0.593
atrophy	萎縮	0.177	0.540	0.208
attach	付ける	0.520	0.363	0.559
attached	添付された	0.562	0.350	0.439
attachment	アタッチメント	0.570	0.343	0.500
attack	攻撃	0.286	0.948	0.670
attacker	アタッカー	0.185	0.962	0.629
attacking	攻撃	0.276	0.837	0.642
attain	達成する	0.806	0.510	0.719
attainable	達成可能な	0.760	0.500	0.759
attainment	達成	0.830	0.520	0.940
attempt	試みる	0.625	0.491	0.431
attempted	試みた	0.594	0.580	0.567
attend	出席する	0.650	0.420	0.625
attendance	出席	0.812	0.500	0.592
attendant	アテンダント	0.580	0.365	0.519
attention	注意	0.740	0.599	0.774
attentionseeker	NO TRANSLATION	0.367	0.745	0.457
attentionseekers	NO TRANSLATION	0.531	0.673	0.500
attentive	注意深い	0.812	0.520	0.724
attenuate	減衰	0.408	0.302	0.429
attenuated	減衰した	0.449	0.280	0.298
attenuation	減衰	0.458	0.363	0.464
attest	証明する	0.439	0.710	0.685
attestation	アテステーション	0.234	0.635	0.500
attic	屋根裏	0.521	0.259	0.377
attire	服装	0.742	0.388	0.483
attitude	姿勢	0.760	0.644	0.861
attorney	弁護士	0.600	0.594	0.754
attract	引き付ける	0.796	0.663	0.769
attraction	アトラクション	0.906	0.774	0.712
attractive	魅力的	0.906	0.630	0.769
attractiveness	魅力	0.938	0.667	0.755
attributable	帰属	0.704	0.430	0.527
attribute	属性	0.781	0.439	0.795
attribution	帰属	0.646	0.467	0.658
attrition	損害	0.229	0.540	0.259
auburn	小人	0.510	0.240	0.411
auction	オークション	0.594	0.702	0.519
auctioneer	オークション出品者	0.542	0.732	0.716
audacious	大胆な	0.740	0.875	0.825
audacity	大胆	0.760	0.755	0.916
audible	可聴	0.673	0.370	0.462
audience	聴衆	0.698	0.610	0.613
audio	オーディオ	0.709	0.425	0.370
audit	監査	0.375	0.562	0.735
audition	オーディション	0.750	0.685	0.615
auditions	オーディション	0.740	0.765	0.596
auditor	審査員	0.582	0.571	0.726
auditorium	講堂	0.529	0.490	0.538
auditory	聴覚	0.531	0.481	0.570
aught	〜する	0.418	0.135	0.217
augment	増強	0.650	0.683	0.645
augmentation	増強	0.714	0.613	0.850
