Word	Hawaiian-haw	Valence	Arousal	Dominance
amphibious	amphibious	0.479	0.346	0.445
amphitheater	amphitheater	0.653	0.480	0.545
ample	nui	0.744	0.349	0.719
amplification	hoʻonui	0.690	0.677	0.810
amplify	e hoʻonui	0.677	0.735	0.827
amplitude	amplitude	0.694	0.439	0.692
amply	ʻoiai	0.781	0.431	0.766
amputate	amputate	0.092	0.660	0.509
amputation	ʻoho	0.100	0.755	0.483
amuck	amuck	0.385	0.602	0.321
amulet	amulet	0.781	0.260	0.630
amuse	ʻoliʻoli	0.812	0.684	0.664
amused	hauʻoli	0.942	0.847	0.596
amusement	leʻaleʻa	0.929	0.837	0.803
amusing	pāʻani	0.960	0.829	0.632
ana	NO TRANSLATION	0.541	0.300	0.314
anaconda	anaconda	0.146	0.830	0.540
anaesthesia	anesthesia	0.350	0.217	0.473
anaesthetic	maikaʻi	0.449	0.268	0.509
anagram	ana	0.552	0.327	0.449
anal	anal	0.333	0.798	0.334
analgesic	analgesic	0.417	0.321	0.441
analogous	like like	0.531	0.270	0.500
analogue	analogue	0.570	0.320	0.446
analogy	ʻike	0.510	0.367	0.509
analysis	ʻikepili	0.729	0.448	0.705
analyst	mea hoʻopuka	0.604	0.415	0.755
analytic	ka mea'eneke	0.665	0.521	0.634
analytical	hoʻopākāka	0.625	0.324	0.800
analyze	e hoʻopili	0.667	0.462	0.710
analyzer	hoʻoponopono	0.625	0.556	0.854
anaphylactic	anaphylactic	0.378	0.588	0.500
anarchism	anarchism	0.125	0.804	0.623
anarchist	anarchist	0.204	0.700	0.759
anarchy	anarchy	0.146	0.755	0.620
anastomosis	anastomosis	0.375	0.470	0.490
anathema	hōʻai'ē	0.286	0.490	0.519
anatomic	anatomic	0.562	0.442	0.546
anatomy	anatomia	0.562	0.390	0.571
ancestor	kupuna	0.592	0.388	0.594
ancestral	kūpuna	0.640	0.481	0.750
ancestry	kūpuna	0.708	0.519	0.717
anchor	he heleuma	0.520	0.284	0.564
anchorage	ke kuʻuna	0.500	0.325	0.639
ancient	kahiko	0.420	0.217	0.439
ancillary	ke kuhi	0.449	0.442	0.278
androgen	Androgen	0.255	0.523	0.527
android	wiki	0.663	0.436	0.500
anecdote	anecdote	0.583	0.529	0.500
anemia	anemia	0.188	0.327	0.310
anemic	anemic	0.167	0.279	0.155
anemone	anemone	0.552	0.538	0.327
anesthesia	anesthesia	0.365	0.216	0.394
anesthesiologist	anesthesiologist	0.419	0.224	0.526
anesthetic	maikaʻi	0.350	0.264	0.482
aneurysm	anerysm	0.115	0.690	0.536
anew	hou	0.771	0.358	0.385
angel	'ānela	0.906	0.158	0.704
angelic	'ānela	0.927	0.298	0.668
anger	huhū	0.167	0.865	0.657
angered	huhū	0.010	0.860	0.547
angermanagement	NO TRANSLATION	0.260	0.632	0.482
angina	ʻO Angina	0.230	0.630	0.464
angiogram	nā angiogram	0.347	0.520	0.465
angiography	ʻike wikiwiki	0.378	0.536	0.520
angle	ka lōʻihi	0.541	0.330	0.455
angling	kūkā	0.625	0.408	0.500
angora	angora	0.529	0.425	0.405
angriest	ʻo ia ke kahuna	0.094	0.892	0.430
angry	huhū	0.122	0.830	0.604
angrytweet	NO TRANSLATION	0.265	0.644	0.471
angst	ʻo ia	0.167	0.888	0.333
anguish	eha	0.153	0.792	0.265
anguished	pōʻino	0.135	0.720	0.307
angular	ke poʻo	0.449	0.281	0.444
anhydrous	anhydrous	0.456	0.365	0.355
animal	holoholona	0.521	0.510	0.513
animate	wikiwiki	0.827	0.755	0.635
animated	wikiwiki	0.823	0.676	0.538
animation	wikiwiki	0.888	0.750	0.549
animosity	haunaele	0.510	0.724	0.545
animus	animus	0.698	0.676	0.466
ankle	ka wāwae	0.500	0.274	0.234
anklet	anklet	0.410	0.276	0.302
annals	nā hōʻike	0.427	0.610	0.424
annex	annex	0.594	0.350	0.458
annexation	ka hoʻohui'āina	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	lukuʻia	0.115	0.918	0.681
annihilated	lukuʻia	0.080	0.760	0.324
annihilation	luku	0.041	0.800	0.591
anniversary	lā hoʻomanaʻo	0.880	0.770	0.723
annotate	hōʻike makahiki	0.592	0.469	0.441
annotation	hōʻike manaʻo	0.604	0.470	0.619
announce	e haʻi	0.694	0.618	0.611
announcement	hoʻolaha	0.729	0.491	0.482
announcer	hoʻolaha	0.602	0.570	0.732
annoy	huhū	0.094	0.765	0.286
annoyance	hōʻehaʻeha	0.167	0.718	0.342
annoyed	ua huhū	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	hoʻonāukiuki	0.082	0.853	0.348
annoys	hōʻino	0.146	0.778	0.435
annual	makahiki	0.552	0.236	0.500
annuity	ka uku makahiki	0.521	0.304	0.527
annul	hoʻopau	0.250	0.448	0.364
annular	makahiki	0.310	0.385	0.412
annulment	hoʻopauʻia	0.153	0.375	0.447
annulus	hoʻopau	0.458	0.380	0.376
anointed	i poniʻia	0.500	0.368	0.579
anointing	ka poniʻana	0.653	0.350	0.547
anomalous	ʻaʻole pono	0.281	0.480	0.423
anomaly	anomaly	0.188	0.538	0.404
anon	anon	0.479	0.354	0.298
anonymity	anonymity	0.469	0.255	0.430
anonymous	inoaʻole	0.396	0.291	0.431
anorexic	ʻO ka meaʻole	0.160	0.618	0.245
answer	pane	0.537	0.373	0.661
answerable	ʻikeʻia	0.708	0.481	0.750
answering	pane mai	0.684	0.500	0.607
ant	w	0.448	0.216	0.216
antagonism	antagonism	0.224	0.618	0.524
antagonist	ka mea kū'ē	0.240	0.615	0.700
antagonistic	ke kū'ē	0.296	0.604	0.565
antagonize	antagonize	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	antecedent	0.427	0.551	0.566
antelope	antelope	0.542	0.510	0.500
antenna	antenna	0.521	0.327	0.358
anterior	anamua	0.510	0.245	0.362
anthem	mele	0.780	0.343	0.729
anthill	ke kuʻi	0.327	0.578	0.377
anthology	nā moʻolelo	0.338	0.406	0.537
anthrax	anthrax	0.188	0.730	0.500
anthropological	anthropological	0.367	0.390	0.490
anthropologist	anthropologist	0.551	0.385	0.725
anthropology	anthropology	0.490	0.367	0.582
anti	kū'ē	0.365	0.412	0.384
antiaircraft	hana hoʻopunipuni	0.330	0.622	0.629
antibiotic	huakikī	0.510	0.373	0.658
antibiotics	nā lāʻauʻokoʻa	0.448	0.406	0.557
antichrist	anikristo	0.082	0.837	0.544
anticipate	e manaʻo mua	0.622	0.469	0.667
anticipation	ke kūlana	0.698	0.539	0.711
anticipatory	ke kūlana	0.653	0.551	0.682
antics	nā hōʻailona	0.448	0.740	0.236
antidote	'ōlelo hōʻole	0.541	0.490	0.629
antifungal	antifungal	0.408	0.412	0.441
antigravity	ke kū'ē'ē	0.430	0.714	0.658
antimony	huahua	0.378	0.398	0.490
antipathy	ke hōʻole	0.198	0.549	0.393
antiquarian	ka antiquarian	0.500	0.233	0.426
antiquated	ke kuʻuna	0.420	0.392	0.236
antique	kahiko	0.634	0.290	0.518
antiques	nā mea kahiko	0.540	0.370	0.595
antiquity	kahiko	0.385	0.333	0.556
antiseptic	maʻi hōʻailona	0.438	0.370	0.623
antisocial	ke kū'ē'ē	0.146	0.686	0.391
antithesis	ke kū'ē	0.396	0.412	0.536
antithetical	ʻano hōʻailona	0.271	0.509	0.358
antiviral	ke antiviral	0.459	0.470	0.549
antler	anuhea	0.448	0.470	0.500
antsy	ante	0.449	0.558	0.417
anus	anus	0.347	0.644	0.350
anvil	pākuʻi	0.380	0.510	0.604
anxiety	hopohopo	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	makemake	0.281	0.875	0.434
anxiousness	manaʻo nui	0.235	0.814	0.282
anytime	i kekahi manawa	0.625	0.461	0.436
aorta	aorta	0.448	0.510	0.542
aortic	aortic	0.436	0.540	0.438
apace	ākea	0.536	0.500	0.536
apache	apache	0.687	0.469	0.500
apartment	hale	0.719	0.393	0.580
apartments	nā hale kūʻai	0.704	0.337	0.443
apathetic	maikaʻiʻole	0.188	0.292	0.333
apathy	ʻo ka pīhoihoi	0.184	0.212	0.204
ape	ape	0.548	0.389	0.336
aperture	puka	0.612	0.450	0.667
apex	apex	0.570	0.433	0.418
aphid	aphid	0.388	0.473	0.407
aphrodisiac	aphrodisiac	0.750	0.846	0.667
apiece	apiece	0.439	0.259	0.383
aplomb	aplomb	0.500	0.509	0.582
apocalypse	ke apocalypse	0.050	0.867	0.736
apocalyptic	apocalyptic	0.173	0.880	0.750
apologetic	ke aloha	0.479	0.461	0.571
apologist	apologist	0.406	0.429	0.526
apologize	e kala aku	0.551	0.378	0.389
apology	ke apo	0.571	0.346	0.402
apostasy	ʻo ka apostasy	0.388	0.520	0.517
apostate	ka mea haʻalele	0.342	0.500	0.528
apostle	ka aposetolo	0.646	0.347	0.732
apostolic	ka apostolic	0.592	0.300	0.717
apostrophe	ʻO ka apostrophe	0.469	0.368	0.537
apothecary	apothecary	0.561	0.328	0.529
appalled	haʻohaʻo	0.194	0.792	0.562
appalling	auhea	0.160	0.827	0.415
apparatus	nā mea hana	0.375	0.353	0.377
apparel	ka lole	0.698	0.435	0.453
apparent	maopopo	0.473	0.383	0.398
apparently	maopopo	0.531	0.410	0.426
apparition	ʻike	0.406	0.573	0.636
appeal	hoopii	0.663	0.598	0.558
appear	ʻikeʻia	0.735	0.506	0.567
appearance	ʻike	0.669	0.490	0.534
appease	hoʻomaha	0.633	0.278	0.434
appellant	ka mea noi	0.327	0.588	0.568
append	hoʻopili	0.573	0.464	0.453
appendage	hoʻoponopono	0.229	0.382	0.438
appendectomy	ʻike inoa	0.177	0.670	0.554
appendicitis	Appendicitis	0.031	0.640	0.347
appendix	hoʻopau	0.365	0.387	0.425
appetite	makemake	0.704	0.637	0.581
appetizer	makemake	0.755	0.560	0.406
appetizing	makemake	0.806	0.657	0.688
applaud	hoʻopōmaikaʻi	0.865	0.824	0.464
applause	hāmama	0.953	0.857	0.621
apple	apple	0.811	0.300	0.264
apple juice	'ōpona wai	0.765	0.204	0.294
applejack	applejack	0.604	0.431	0.473
applesauce	appleauce	0.750	0.167	0.291
appliance	mea hana	0.582	0.453	0.538
appliances	nā mea kani	0.594	0.394	0.567
applicability	pono	0.677	0.490	0.741
applicable	kūpono	0.469	0.430	0.667
applicant	ka mea noi	0.612	0.558	0.688
application	polokalamu noi	0.646	0.445	0.726
apply	noi	0.612	0.321	0.667
appoint	koho	0.565	0.330	0.509
appointment	ke koho	0.688	0.594	0.547
appointments	nā koho	0.745	0.677	0.625
apportion	māhele	0.677	0.490	0.638
apportionment	maheleʻana	0.552	0.481	0.453
appraisal	ʻike	0.417	0.667	0.682
appraise	ʻike wikiwiki	0.677	0.490	0.696
appreciable	mahalo	0.873	0.491	0.778
appreciate	mahalo	0.885	0.422	0.741
appreciated	mahaloʻia	0.910	0.434	0.779
appreciates	mahalo	0.765	0.500	0.656
appreciation	mahalo	0.917	0.529	0.588
appreciative	mahalo	0.857	0.380	0.654
apprehend	ʻike	0.521	0.624	0.696
apprehension	ʻike	0.385	0.720	0.454
apprehensive	e hopohopo	0.406	0.592	0.431
apprentice	haumana	0.615	0.413	0.452
apprenticeship	ke aʻoʻana	0.812	0.482	0.643
approach	hoʻokokoke	0.612	0.392	0.610
approaching	kokoke	0.740	0.557	0.491
approbate	NO TRANSLATION	0.646	0.590	0.860
approbation	ka'āponoʻana	0.792	0.529	0.774
appropriate	kūpono	0.833	0.368	0.759
appropriation	haawina	0.510	0.632	0.717
approval	'āpono	0.854	0.460	0.889
approve	'āpono	0.875	0.548	0.741
approved	ua'āponoʻia	0.833	0.349	0.698
approvement	hoʻolālā	0.880	0.625	0.780
approving	'āpono	0.917	0.583	0.773
approximate	kokoke	0.551	0.560	0.520
approximately	kokoke	0.622	0.396	0.538
approximating	kokoke	0.583	0.615	0.471
approximation	kokoke	0.582	0.402	0.593
appurtenances	nā mea pili	0.573	0.412	0.547
apricot	apricot	0.708	0.320	0.278
apron	apron	0.582	0.208	0.245
apt	apt	0.582	0.418	0.382
aptitude	aptitude	0.750	0.471	0.746
aqua	ka wai	0.656	0.292	0.359
aquamarine	aquamarine	0.729	0.306	0.413
aquarium	aquarium	0.663	0.327	0.393
aquatic	nā'auwaʻa	0.677	0.510	0.463
aqueduct	ke alawai	0.551	0.411	0.534
aqueous	aqueous	0.429	0.270	0.310
arable	arable	0.510	0.350	0.465
arbiter	ka mea hoʻoholo	0.561	0.537	0.814
arbitrary	me keʻanoʻole	0.281	0.702	0.686
arbitrate	hoʻokolokolo	0.470	0.620	0.682
arbitration	ka hoʻokuʻu	0.587	0.602	0.670
arbitrator	kūkā	0.385	0.448	0.795
arbor	arbor	0.583	0.490	0.591
arc	arc	0.552	0.388	0.396
arcade	ka pahu mele	0.676	0.521	0.502
arcane	ke kino	0.500	0.490	0.637
arch	ke kiko	0.500	0.354	0.468
archaeological	ke kahawai	0.740	0.441	0.660
archaeologist	ke kanaka hulihonua	0.552	0.451	0.706
archaeology	archaeology	0.596	0.358	0.691
archaic	ke kīʻaha	0.271	0.327	0.332
archangel	ka'ānela	0.837	0.500	0.708
archbishop	ka 'ahapihopa	0.622	0.280	0.776
archdiocese	archdiocese	0.400	0.321	0.704
archduke	archduke	0.458	0.413	0.634
arched	kākoʻo	0.582	0.403	0.398
archer	pana pua	0.573	0.622	0.661
archery	pana pua	0.594	0.604	0.589
archetype	archetype	0.448	0.520	0.569
archipelago	ka pae moku	0.745	0.370	0.592
architect	hale hoʻolālā	0.776	0.442	0.836
architectural	hale hoʻolālā	0.729	0.390	0.670
architecture	hale hana	0.820	0.390	0.694
archive	waihona	0.438	0.294	0.527
arctic	arctic	0.615	0.352	0.546
ardent	nā mea koʻikoʻi	0.694	0.873	0.722
ardor	ikaika	0.500	0.780	0.538
arduous	hoʻopilikia	0.344	0.783	0.605
area	wahi	0.490	0.306	0.464
arena	arena	0.510	0.235	0.404
areola	isola	0.417	0.396	0.381
areyoukidding	NO TRANSLATION	0.429	0.633	0.400
areyoukiddingme	NO TRANSLATION	0.365	0.635	0.375
argent	NO TRANSLATION	0.594	0.418	0.472
argh	ke kumu	0.260	0.538	0.328
arghh	NO TRANSLATION	0.292	0.536	0.397
arghhhh	NO TRANSLATION	0.250	0.618	0.324
argue	ke hoʻopaʻapaʻa	0.093	0.798	0.525
argument	ka pane	0.510	0.464	0.698
argumentation	ʻike	0.479	0.549	0.760
argumentative	ʻike	0.450	0.531	0.679
arguments	nā pane	0.541	0.602	0.657
arid	ala	0.323	0.333	0.379
arise	e ala	0.750	0.582	0.725
aristocracy	ke kuhi	0.688	0.549	0.842
aristocrat	ke kūʻana	0.583	0.413	0.811
aristocratic	ke kaulike	0.449	0.519	0.676
arithmetic	helu helu	0.453	0.460	0.634
ark	ka hale	0.396	0.427	0.543
arm	lima	0.552	0.285	0.469
armada	armada	0.408	0.740	0.868
armament	mea kaua	0.198	0.764	0.810
armaments	nā mea kaua	0.192	0.839	0.830
armature	kāʻei	0.510	0.558	0.755
armchair	ka hoʻokipa	0.646	0.164	0.339
armed	nā mea kaua	0.188	0.750	0.808
armor	nā mea kaua	0.469	0.625	0.784
armored	ka pale kaua	0.469	0.509	0.861
armory	hale kāhiko	0.448	0.663	0.800
armpit	ke kū	0.283	0.439	0.250
arms	nā mea kaua	0.464	0.395	0.483
army	koa	0.417	0.759	0.902
aroma	ka meaʻala	0.823	0.235	0.442
aromatherapy	nā meaʻono	0.847	0.220	0.473
arousal	manaʻo nui	0.791	0.943	0.731
arouse	ho'āla	0.740	0.491	0.580
aroused	ho'ālaʻia	0.708	0.952	0.667
arraignment	hoʻopiʻi	0.406	0.837	0.534
arrange	hoʻonohonoho	0.740	0.490	0.571
arranged	hoʻonohonoho	0.698	0.531	0.728
arrangement	hoʻonoho 'ana	0.625	0.382	0.683
array	papa	0.521	0.396	0.568
arrears	ka hope	0.286	0.485	0.302
arrest	hopu	0.146	0.951	0.500
arrhythmia	arrhythmia	0.265	0.706	0.356
arrival	hiki mai	0.678	0.510	0.474
arrive	hōʻea	0.837	0.406	0.585
arrogance	haʻaheo	0.143	0.750	0.620
arrogant	ka haʻaheo	0.115	0.755	0.580
arrow	pua	0.439	0.390	0.454
arsehole	arsehole	0.276	0.598	0.433
arseholes	arseholes	0.188	0.545	0.351
arsenal	arsenal	0.365	0.741	0.752
arsenic	arsenic	0.281	0.472	0.447
arson	ke ahi	0.133	0.904	0.567
arsonist	arsonist	0.348	0.840	0.500
art	ʻoihana	0.812	0.360	0.603
arterial	keʻano	0.396	0.510	0.583
artery	ke ana	0.396	0.580	0.537
artful	hihihihi	0.771	0.608	0.778
arthritis	maʻi	0.110	0.518	0.345
arthropod	ke āpau	0.344	0.464	0.434
artichoke	artichoke	0.583	0.218	0.287
article	'ōlelo	0.594	0.280	0.481
articles	nāʻatikala	0.552	0.324	0.565
articulate	kūkā	0.677	0.462	0.618
articulation	ka hui	0.479	0.480	0.591
artifact	ke kiʻi	0.510	0.500	0.566
artifice	ke kumu	0.316	0.696	0.482
artificial	hana hoʻopunipuni	0.306	0.385	0.351
artillery	keaka mele	0.350	0.912	0.794
artisan	paʻahana	0.781	0.330	0.411
artist	kauka	0.802	0.442	0.732
artiste	NO TRANSLATION	0.844	0.512	0.565
artistic	ʻikeʻoihana	0.802	0.646	0.632
artistry	ʻoihana	0.823	0.346	0.769
artists	nā mea hoʻolale	0.796	0.667	0.741
artwork	hana hana	0.896	0.368	0.679
arty	ke kumu	0.490	0.422	0.388
asap	asap	0.571	0.500	0.552
asbestos	asbestos	0.357	0.481	0.464
ascend	piʻi aʻe	0.830	0.620	0.812
ascendancy	piʻi kiʻekiʻe	0.724	0.625	0.700
ascendant	piʻi	0.656	0.673	0.821
ascending	piʻi piʻi	0.826	0.644	0.777
ascension	piʻi i ka piʻi	0.765	0.720	0.714
ascent	piʻi	0.755	0.627	0.833
ascertain	ʻike	0.560	0.530	0.625
ascertained	ʻikeʻia	0.531	0.529	0.616
ascetic	piʻi	0.438	0.375	0.472
ash	'ōpala	0.260	0.210	0.207
ashamed	hilahila	0.156	0.588	0.228
ashes	ka lehu	0.327	0.279	0.142
ashtray	ashtray	0.406	0.382	0.265
asinine	asinine	0.429	0.472	0.433
ask	nīnau	0.531	0.440	0.459
asleeep	NO TRANSLATION	0.490	0.210	0.322
asleep	hiamoe	0.604	0.100	0.270
asp	asp	0.438	0.489	0.375
asparagus	'Akopa	0.469	0.317	0.264
aspartame	aspartame	0.469	0.480	0.322
aspect	hiʻohiʻona	0.479	0.469	0.588
aspects	nā hiʻohiʻona	0.439	0.480	0.565
aspen	aspen	0.479	0.280	0.395
asphalt	ka pulu	0.479	0.264	0.439
asphyxia	asphyxia	0.198	0.704	0.311
asphyxiation	ke asphyxiation	0.059	0.745	0.412
aspiration	ka hopena	0.704	0.724	0.675
aspire	likep	0.812	0.469	0.722
aspirin	aspirin	0.479	0.271	0.422
aspiring	makemake	0.844	0.582	0.604
ass	ass	0.323	0.750	0.345
assail	ke kaua	0.378	0.510	0.500
assailant	kauā	0.184	0.868	0.602
assassin	pepehi kanaka	0.073	0.933	0.632
assassinate	pepehi	0.051	0.969	0.722
assassination	pepehi kanaka	0.083	0.941	0.525
assault	Limanui	0.167	0.848	0.550
assay	ka hopena	0.633	0.559	0.594
assemblage	hui	0.429	0.452	0.600
assemble	e'ākoakoa	0.542	0.570	0.750
assembled	i akoakoa	0.663	0.450	0.644
assembly	hui	0.698	0.500	0.640
assemblyman	ka hui	0.430	0.538	0.760
assent	eʻae	0.615	0.515	0.719
assert	e'ōlelo	0.750	0.619	0.809
asserting	e hōʻike ana	0.694	0.531	0.736
assertion	ʻike	0.740	0.442	0.750
assertive	ʻike	0.719	0.412	0.770
assess	ʻike	0.698	0.500	0.623
assessment	ʻike	0.750	0.623	0.658
assessor	ka Luna Helu	0.551	0.538	0.764
asset	waiwai	0.797	0.765	0.788
assets	waiwai	0.667	0.613	0.765
asshole	asshole	0.133	0.582	0.263
assign	koho	0.622	0.417	0.709
assignee	helignee	0.510	0.462	0.510
assignment	hana	0.483	0.398	0.745
assimilate	kūkā	0.559	0.391	0.683
assimilation	ka hopena	0.429	0.378	0.463
assist	kōkua	0.833	0.435	0.629
assistance	kōkua	0.656	0.519	0.633
assistant	kōkua	0.625	0.390	0.536
associate	hoa hui	0.812	0.409	0.625
association	hui	0.745	0.500	0.817
assorted	hoʻopiliʻia	0.602	0.460	0.472
assortment	hui	0.694	0.360	0.526
assuage	'ānā	0.745	0.255	0.500
assume	lawe	0.698	0.401	0.464
assumed	ua paʻa	0.612	0.247	0.454
assuming	manaʻo	0.740	0.390	0.526
assumption	manaʻo	0.479	0.431	0.417
assurance	ʻike	0.675	0.442	0.704
assure	hōʻoia	0.910	0.460	0.839
assured	Ua hōʻoia	0.878	0.327	0.754
assuredly	ʻoiaʻiʻo	0.786	0.396	0.833
asterisk	kiʻi	0.541	0.288	0.273
asteroid	kekaha	0.430	0.721	0.623
asteroids	nā asteroids	0.361	0.694	0.712
asthma	hānai	0.198	0.549	0.227
asthmatic	asthmatic	0.229	0.706	0.294
astigmatism	ʻo ka astigmatism	0.214	0.490	0.429
astonish	e kahaha	0.786	0.845	0.658
astonished	he mahāhā	0.510	0.775	0.574
astonishing	hāhāhā	0.844	0.802	0.821
astonishingly	NO TRANSLATION	0.827	0.898	0.773
astonishment	Kahaha	0.680	0.718	0.519
astound	he kupaianaha	0.729	0.675	0.474
astral	astral	0.604	0.417	0.567
astray	ua hewa	0.098	0.676	0.308
astringent	astringent	0.316	0.500	0.474
astrologer	ka mea hōʻailona	0.594	0.519	0.673
astrology	hōkū	0.635	0.340	0.500
astronaut	hika	0.792	0.601	0.761
astronomer	hōkū	0.750	0.509	0.735
astronomical	astronomical	0.600	0.632	0.726
astronomy	hōkū hōkū	0.613	0.474	0.722
astute	ʻo ke akamai	0.776	0.658	0.827
asunder	i lalo	0.208	0.442	0.259
asylum	hale noho	0.407	0.330	0.445
asymmetric	e like me ka mea maʻamau	0.580	0.343	0.465
asymmetry	ke kūmākī	0.476	0.373	0.527
asymptotic	asymptotic	0.479	0.451	0.472
atelier	nā kaulike	0.490	0.330	0.705
atheism	atheism	0.276	0.460	0.481
atheist	atheist	0.225	0.447	0.377
atheistic	atheistic	0.373	0.481	0.466
atherosclerosis	atherosclerosis	0.250	0.480	0.343
athlete	kanaka pāʻani	0.781	0.718	0.686
athletic	pāʻani	0.857	0.798	0.708
athleticism	ka pāʻani	0.750	0.863	0.778
athletics	nā mea pāʻani	0.831	0.691	0.740
atlas	atlas	0.531	0.306	0.554
atmosphere	ka lewa	0.604	0.300	0.560
atmospheric	ka honua	0.531	0.420	0.594
atoll	Apana	0.480	0.408	0.472
atom	ʻokoʻa	0.510	0.500	0.433
atomic	ana	0.327	0.817	0.713
atone	e kala	0.418	0.673	0.411
atonement	kalahala	0.550	0.602	0.683
atpeace	e	0.724	0.298	0.519
atrium	atrium	0.469	0.365	0.473
atrocious	ʻokoʻa	0.073	0.811	0.445
atrocity	paʻaʻole	0.115	0.844	0.593
atrophy	ke atrophy	0.177	0.540	0.208
attach	pākuʻi	0.520	0.363	0.559
attached	hoʻopiliʻia	0.562	0.350	0.439
attachment	hoʻopili	0.570	0.343	0.500
attack	ke kaua	0.286	0.948	0.670
attacker	hoahewa	0.185	0.962	0.629
attacking	kū'ē	0.276	0.837	0.642
attain	e loaʻa	0.806	0.510	0.719
attainable	hiki ke kiʻi	0.760	0.500	0.759
attainment	loaʻa	0.830	0.520	0.940
attempt	ho'āʻo	0.625	0.491	0.431
attempted	ho'āʻo	0.594	0.580	0.567
attend	e hele	0.650	0.420	0.625
attendance	hele	0.812	0.500	0.592
attendant	kahu	0.580	0.365	0.519
attention	e nānā	0.740	0.599	0.774
attentionseeker	NO TRANSLATION	0.367	0.745	0.457
attentionseekers	NO TRANSLATION	0.531	0.673	0.500
attentive	hoʻolohe	0.812	0.520	0.724
attenuate	pāʻokoʻa	0.408	0.302	0.429
attenuated	i hoʻokoeʻia	0.449	0.280	0.298
attenuation	ke kauʻana	0.458	0.363	0.464
attest	hōʻike	0.439	0.710	0.685
attestation	hōʻike	0.234	0.635	0.500
attic	kaukau	0.521	0.259	0.377
attire	nāʻaʻahu	0.742	0.388	0.483
attitude	manaʻo	0.760	0.644	0.861
attorney	loio	0.600	0.594	0.754
attract	hoʻopiʻi	0.796	0.663	0.769
attraction	ʻike	0.906	0.774	0.712
attractive	maikaʻi	0.906	0.630	0.769
attractiveness	maikaʻi	0.938	0.667	0.755
attributable	kuleana	0.704	0.430	0.527
attribute	ʻike	0.781	0.439	0.795
attribution	makana	0.646	0.467	0.658
attrition	nā kumu hana	0.229	0.540	0.259
auburn	auburn	0.510	0.240	0.411
auction	hale kūʻai	0.594	0.702	0.519
auctioneer	auctioneer	0.542	0.732	0.716
audacious	me ke kaniʻuhū	0.740	0.875	0.825
audacity	me ke kūpaʻa	0.760	0.755	0.916
audible	lohe	0.673	0.370	0.462
audience	hoʻolohe	0.698	0.610	0.613
audio	lohe	0.709	0.425	0.370
audit	ʻike	0.375	0.562	0.735
audition	ia	0.750	0.685	0.615
auditions	a me ka lohe	0.740	0.765	0.596
auditor	ka Luna Buke	0.582	0.571	0.726
auditorium	ka halepule	0.529	0.490	0.538
auditory	ke kākoʻo	0.531	0.481	0.570
aught	nā mea	0.418	0.135	0.217
augment	piʻi	0.650	0.683	0.645
augmentation	piʻi	0.714	0.613	0.850
august	ʻAukake	0.652	0.292	0.462
aunt	makuahine	0.667	0.291	0.420
auntie	ka makuahine	0.643	0.275	0.447
aura	aura	0.760	0.333	0.500
aurora	aurora	0.817	0.306	0.537
auspices	nā mana	0.542	0.500	0.634
auspicious	ʻoiai	0.562	0.635	0.669
austere	ʻOihana	0.500	0.390	0.422
austerity	'Āmene	0.438	0.406	0.534
authentic	ʻoiaʻiʻo	0.885	0.510	0.782
authenticate	hōʻoia	0.833	0.480	0.789
authentication	ʻike hōʻoia	0.724	0.491	0.750
authenticity	ke kūʻiʻoʻiʻo	0.670	0.548	0.845
author	ka mea kākau	0.775	0.343	0.749
authoritative	ka mana	0.636	0.520	0.890
authority	ka mana	0.592	0.592	0.934
authorization	ka mana	0.521	0.567	0.817
authorize	eʻae	0.772	0.596	0.821
authorized	ka mana	0.760	0.458	0.815
authorship	ka mea kākau	0.667	0.635	0.773
autism	ke autism	0.235	0.500	0.447
autistic	ka mana	0.367	0.337	0.404
auto	auto	0.571	0.569	0.500
autobiographical	autobiographical	0.909	0.462	0.582
autobiography	moʻolelo holoʻokoʻa	0.735	0.284	0.629
autocorrect	kūpono	0.551	0.439	0.616
autocratic	ke kūʻokoʻa	0.542	0.577	0.727
autograph	'ōkuhi	0.735	0.565	0.473
autographed	ua hoʻokaʻawaleʻia	0.781	0.620	0.625
automated	hoʻopūʻokoʻa	0.578	0.402	0.632
automatic	aunoa	0.562	0.433	0.664
automobile	kaʻa	0.753	0.625	0.534
automotive	ke kaʻahana	0.656	0.520	0.577
autonomy	ke kūʻonoʻa	0.781	0.349	0.891
autopilot	autopilot	0.594	0.462	0.632
autopsy	ke kūpopo	0.252	0.650	0.538
autumn	ke kau	0.765	0.204	0.450
auxiliary	helulu	0.622	0.471	0.509
avail	ala	0.800	0.430	0.603
availability	loaʻa	0.796	0.544	0.600
available	loaʻa	0.844	0.356	0.623
avalanche	ke aloha	0.265	0.915	0.683
avarice	hoʻopōʻino	0.198	0.726	0.352
