Word	Corsican-co	Valence	Arousal	Dominance
anchorage	anchorage	0.500	0.325	0.639
ancient	antichi	0.420	0.217	0.439
ancillary	ancillary	0.449	0.442	0.278
androgen	androgenu	0.255	0.523	0.527
android	android	0.663	0.436	0.500
anecdote	anecdote	0.583	0.529	0.500
anemia	anémie	0.188	0.327	0.310
anemic	anemic	0.167	0.279	0.155
anemone	anemone	0.552	0.538	0.327
anesthesia	anesthesia	0.365	0.216	0.394
anesthesiologist	anesthesiologu	0.419	0.224	0.526
anesthetic	anesteticu	0.350	0.264	0.482
aneurysm	aneurysm	0.115	0.690	0.536
anew	novu	0.771	0.358	0.385
angel	ànghjulu	0.906	0.158	0.704
angelic	angèlicu	0.927	0.298	0.668
anger	còllera	0.167	0.865	0.657
angered	angered	0.010	0.860	0.547
angermanagement	NO TRANSLATION	0.260	0.632	0.482
angina	angina	0.230	0.630	0.464
angiogram	angiogramu	0.347	0.520	0.465
angiography	angiogramia	0.378	0.536	0.520
angle	angulu	0.541	0.330	0.455
angling	angling	0.625	0.408	0.500
angora	angora	0.529	0.425	0.405
angriest	l 'angriest	0.094	0.892	0.430
angry	in còllera	0.122	0.830	0.604
angrytweet	NO TRANSLATION	0.265	0.644	0.471
angst	angst	0.167	0.888	0.333
anguish	anguish	0.153	0.792	0.265
anguished	anguished	0.135	0.720	0.307
angular	angular	0.449	0.281	0.444
anhydrous	anhydrous	0.456	0.365	0.355
animal	animali	0.521	0.510	0.513
animate	animate	0.827	0.755	0.635
animated	animatu	0.823	0.676	0.538
animation	animazione	0.888	0.750	0.549
animosity	animosità	0.510	0.724	0.545
animus	animus	0.698	0.676	0.466
ankle	u turmiu	0.500	0.274	0.234
anklet	anca	0.410	0.276	0.302
annals	annals	0.427	0.610	0.424
annex	annessi	0.594	0.350	0.458
annexation	annessioni	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	aniquila	0.115	0.918	0.681
annihilated	aniquilatu	0.080	0.760	0.324
annihilation	aniquilazione	0.041	0.800	0.591
anniversary	anniversariu	0.880	0.770	0.723
annotate	annotate	0.592	0.469	0.441
annotation	annotazioni	0.604	0.470	0.619
announce	annunzià	0.694	0.618	0.611
announcement	annunziu	0.729	0.491	0.482
announcer	annunziu	0.602	0.570	0.732
annoy	annoys	0.094	0.765	0.286
annoyance	annunziu	0.167	0.718	0.342
annoyed	scuntenti	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	disgrazia	0.082	0.853	0.348
annoys	annoys	0.146	0.778	0.435
annual	annuali	0.552	0.236	0.500
annuity	annuity	0.521	0.304	0.527
annul	annul	0.250	0.448	0.364
annular	annular	0.310	0.385	0.412
annulment	annulment	0.153	0.375	0.447
annulus	annulus	0.458	0.380	0.376
anointed	untu	0.500	0.368	0.579
anointing	untu	0.653	0.350	0.547
anomalous	anomalous	0.281	0.480	0.423
anomaly	anurmalità	0.188	0.538	0.404
anon	anon	0.479	0.354	0.298
anonymity	anonimatu	0.469	0.255	0.430
anonymous	anonimu	0.396	0.291	0.431
anorexic	anorèxica	0.160	0.618	0.245
answer	risposta	0.537	0.373	0.661
answerable	rispunsevuli	0.708	0.481	0.750
answering	risponde	0.684	0.500	0.607
ant	ant	0.448	0.216	0.216
antagonism	antagunisimu	0.224	0.618	0.524
antagonist	antagunista	0.240	0.615	0.700
antagonistic	antagonistic	0.296	0.604	0.565
antagonize	antagonizà	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	antecedente	0.427	0.551	0.566
antelope	antilatu	0.542	0.510	0.500
antenna	antenna	0.521	0.327	0.358
anterior	precedente	0.510	0.245	0.362
anthem	innu	0.780	0.343	0.729
anthill	antra	0.327	0.578	0.377
anthology	antologia	0.338	0.406	0.537
anthrax	anthrax	0.188	0.730	0.500
anthropological	antropològichi	0.367	0.390	0.490
anthropologist	antropologu	0.551	0.385	0.725
anthropology	antropologia	0.490	0.367	0.582
anti	anti	0.365	0.412	0.384
antiaircraft	antiaisturi	0.330	0.622	0.629
antibiotic	antibioticu	0.510	0.373	0.658
antibiotics	antibiotici	0.448	0.406	0.557
antichrist	'anticristu	0.082	0.837	0.544
anticipate	anticipate	0.622	0.469	0.667
anticipation	anticipazione	0.698	0.539	0.711
anticipatory	anticipazione	0.653	0.551	0.682
antics	antics	0.448	0.740	0.236
antidote	antidotu	0.541	0.490	0.629
antifungal	antifunguale	0.408	0.412	0.441
antigravity	antigravità	0.430	0.714	0.658
antimony	antimoniu	0.378	0.398	0.490
antipathy	antipatyite	0.198	0.549	0.393
antiquarian	antiquarian	0.500	0.233	0.426
antiquated	antiquatu	0.420	0.392	0.236
antique	antica	0.634	0.290	0.518
antiques	antichi	0.540	0.370	0.595
antiquity	antichità	0.385	0.333	0.556
antiseptic	antisepiche	0.438	0.370	0.623
antisocial	antisocial	0.146	0.686	0.391
antithesis	antitesi	0.396	0.412	0.536
antithetical	antitettu	0.271	0.509	0.358
antiviral	antivirale	0.459	0.470	0.549
antler	antler	0.448	0.470	0.500
antsy	annantu	0.449	0.558	0.417
anus	anus	0.347	0.644	0.350
anvil	i iuli	0.380	0.510	0.604
anxiety	anxiety	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	ansiusa	0.281	0.875	0.434
anxiousness	anzieux	0.235	0.814	0.282
anytime	in ogni tempu	0.625	0.461	0.436
aorta	aorta	0.448	0.510	0.542
aortic	aorta	0.436	0.540	0.438
apace	apace	0.536	0.500	0.536
apache	apache	0.687	0.469	0.500
apartment	apartment	0.719	0.393	0.580
apartments	appartamenti	0.704	0.337	0.443
apathetic	apathetic	0.188	0.292	0.333
apathy	apatia	0.184	0.212	0.204
ape	scimmia	0.548	0.389	0.336
aperture	apertura	0.612	0.450	0.667
apex	apex	0.570	0.433	0.418
aphid	aphid	0.388	0.473	0.407
aphrodisiac	'afrodisiacu	0.750	0.846	0.667
apiece	una sola volta	0.439	0.259	0.383
aplomb	aplomb	0.500	0.509	0.582
apocalypse	apucalipse	0.050	0.867	0.736
apocalyptic	apocaliptique	0.173	0.880	0.750
apologetic	apologètica	0.479	0.461	0.571
apologist	apologista	0.406	0.429	0.526
apologize	scusemu	0.551	0.378	0.389
apology	scusa	0.571	0.346	0.402
apostasy	apostasy	0.388	0.520	0.517
apostate	apostate	0.342	0.500	0.528
apostle	apòstulu	0.646	0.347	0.732
apostolic	apostolicu	0.592	0.300	0.717
apostrophe	apostrufu	0.469	0.368	0.537
apothecary	lucali	0.561	0.328	0.529
appalled	scantati	0.194	0.792	0.562
appalling	fantasmagoriu	0.160	0.827	0.415
apparatus	apparatus	0.375	0.353	0.377
apparel	vistimentu	0.698	0.435	0.453
apparent	apparente	0.473	0.383	0.398
apparently	apparentimenti	0.531	0.410	0.426
apparition	apparizione	0.406	0.573	0.636
appeal	appellu	0.663	0.598	0.558
appear	apparisce	0.735	0.506	0.567
appearance	apparizione	0.669	0.490	0.534
appease	calmà	0.633	0.278	0.434
appellant	appellant	0.327	0.588	0.568
append	append	0.573	0.464	0.453
appendage	appendage	0.229	0.382	0.438
appendectomy	appendomie	0.177	0.670	0.554
appendicitis	appendicitis	0.031	0.640	0.347
appendix	appendix	0.365	0.387	0.425
appetite	appetite	0.704	0.637	0.581
appetizer	appetizer	0.755	0.560	0.406
appetizing	appetizing	0.806	0.657	0.688
applaud	applaud	0.865	0.824	0.464
applause	applausi	0.953	0.857	0.621
apple	mela	0.811	0.300	0.264
apple juice	u zitellu	0.765	0.204	0.294
applejack	applejack	0.604	0.431	0.473
applesauce	purée	0.750	0.167	0.291
appliance	appruicamentu	0.582	0.453	0.538
appliances	apparecchi	0.594	0.394	0.567
applicability	applicabilità	0.677	0.490	0.741
applicable	applicà	0.469	0.430	0.667
applicant	applijente	0.612	0.558	0.688
application	applicazione	0.646	0.445	0.726
apply	applicà	0.612	0.321	0.667
appoint	stabilisce	0.565	0.330	0.509
appointment	appuntamentu	0.688	0.594	0.547
appointments	appuntamentu	0.745	0.677	0.625
apportion	apportion	0.677	0.490	0.638
apportionment	apportionment	0.552	0.481	0.453
appraisal	appraisal	0.417	0.667	0.682
appraise	valutà	0.677	0.490	0.696
appreciable	apprezzativa	0.873	0.491	0.778
appreciate	apprizzà	0.885	0.422	0.741
appreciated	apprizzata	0.910	0.434	0.779
appreciates	valora apprezzate	0.765	0.500	0.656
appreciation	apprezzamentu	0.917	0.529	0.588
appreciative	valutariu	0.857	0.380	0.654
apprehend	apprehend	0.521	0.624	0.696
apprehension	apprehension	0.385	0.720	0.454
apprehensive	appressu	0.406	0.592	0.431
apprentice	apprentice	0.615	0.413	0.452
apprenticeship	un'amparera	0.812	0.482	0.643
approach	approcciu	0.612	0.392	0.610
approaching	avvicinà	0.740	0.557	0.491
approbate	NO TRANSLATION	0.646	0.590	0.860
approbation	approbation	0.792	0.529	0.774
appropriate	apprupriti	0.833	0.368	0.759
appropriation	appruvazioni	0.510	0.632	0.717
approval	appruvazioni	0.854	0.460	0.889
approve	appruvà	0.875	0.548	0.741
approved	appruvata	0.833	0.349	0.698
approvement	appruvisione	0.880	0.625	0.780
approving	appruvamentu	0.917	0.583	0.773
approximate	apprussimati	0.551	0.560	0.520
approximately	appressu	0.622	0.396	0.538
approximating	apprussimati	0.583	0.615	0.471
approximation	appruntamentu	0.582	0.402	0.593
appurtenances	appurtenances	0.573	0.412	0.547
apricot	apricot	0.708	0.320	0.278
apron	mandibula	0.582	0.208	0.245
apt	apt	0.582	0.418	0.382
aptitude	'aptitude	0.750	0.471	0.746
aqua	aqua	0.656	0.292	0.359
aquamarine	acquamarina	0.729	0.306	0.413
aquarium	aquarium	0.663	0.327	0.393
aquatic	aquatic	0.677	0.510	0.463
aqueduct	acquedotto	0.551	0.411	0.534
aqueous	aquaux	0.429	0.270	0.310
arable	arable	0.510	0.350	0.465
arbiter	arbiteru	0.561	0.537	0.814
arbitrary	arbitrarie	0.281	0.702	0.686
arbitrate	arbitrate	0.470	0.620	0.682
arbitration	arbitrage	0.587	0.602	0.670
arbitrator	arbitru	0.385	0.448	0.795
arbor	arbor	0.583	0.490	0.591
arc	arc	0.552	0.388	0.396
arcade	arcade	0.676	0.521	0.502
arcane	arcane	0.500	0.490	0.637
arch	arch	0.500	0.354	0.468
archaeological	archeologicu	0.740	0.441	0.660
archaeologist	archeologu	0.552	0.451	0.706
archaeology	archeologia	0.596	0.358	0.691
archaic	arcaismu	0.271	0.327	0.332
archangel	arcànghjulu	0.837	0.500	0.708
archbishop	arcivescu	0.622	0.280	0.776
archdiocese	Archidisissu	0.400	0.321	0.704
archduke	archduke	0.458	0.413	0.634
arched	arched	0.582	0.403	0.398
archer	archer	0.573	0.622	0.661
archery	archery	0.594	0.604	0.589
archetype	archetipu	0.448	0.520	0.569
archipelago	archipelago	0.745	0.370	0.592
architect	architettu	0.776	0.442	0.836
architectural	architetturale	0.729	0.390	0.670
architecture	architettura	0.820	0.390	0.694
archive	archiviu	0.438	0.294	0.527
arctic	arctic	0.615	0.352	0.546
ardent	ardente	0.694	0.873	0.722
ardor	ardor	0.500	0.780	0.538
arduous	arduous	0.344	0.783	0.605
area	zona	0.490	0.306	0.464
arena	arena	0.510	0.235	0.404
areola	areola	0.417	0.396	0.381
areyoukidding	NO TRANSLATION	0.429	0.633	0.400
areyoukiddingme	NO TRANSLATION	0.365	0.635	0.375
argent	NO TRANSLATION	0.594	0.418	0.472
argh	argh	0.260	0.538	0.328
arghh	NO TRANSLATION	0.292	0.536	0.397
arghhhh	NO TRANSLATION	0.250	0.618	0.324
argue	sustene	0.093	0.798	0.525
argument	argumentu	0.510	0.464	0.698
argumentation	argumintazzioni	0.479	0.549	0.760
argumentative	argumentative	0.450	0.531	0.679
arguments	argumenti	0.541	0.602	0.657
arid	arid	0.323	0.333	0.379
arise	arise	0.750	0.582	0.725
aristocracy	aristocrazia	0.688	0.549	0.842
aristocrat	aristucraticu	0.583	0.413	0.811
aristocratic	aristucraticu	0.449	0.519	0.676
arithmetic	aritmetica	0.453	0.460	0.634
ark	arca	0.396	0.427	0.543
arm	vrazzu	0.552	0.285	0.469
armada	armata	0.408	0.740	0.868
armament	armamentu	0.198	0.764	0.810
armaments	armamenti	0.192	0.839	0.830
armature	armatura	0.510	0.558	0.755
armchair	armchair	0.646	0.164	0.339
armed	armatu	0.188	0.750	0.808
armor	armatura	0.469	0.625	0.784
armored	armatura	0.469	0.509	0.861
armory	armoria	0.448	0.663	0.800
armpit	armpit	0.283	0.439	0.250
arms	armi	0.464	0.395	0.483
army	esercitu	0.417	0.759	0.902
aroma	aroma	0.823	0.235	0.442
aromatherapy	aromatherapy	0.847	0.220	0.473
arousal	sedimentu	0.791	0.943	0.731
arouse	suscitarà	0.740	0.491	0.580
aroused	suscitatu	0.708	0.952	0.667
arraignment	arraignment	0.406	0.837	0.534
arrange	organizà	0.740	0.490	0.571
arranged	arranjatu	0.698	0.531	0.728
arrangement	arrangiatu	0.625	0.382	0.683
array	array	0.521	0.396	0.568
arrears	arretru	0.286	0.485	0.302
arrest	arrestu	0.146	0.951	0.500
arrhythmia	arritmià	0.265	0.706	0.356
arrival	arrivu	0.678	0.510	0.474
arrive	arrivanu	0.837	0.406	0.585
arrogance	arruganza	0.143	0.750	0.620
arrogant	arruganti	0.115	0.755	0.580
arrow	freccia	0.439	0.390	0.454
arsehole	arsehole	0.276	0.598	0.433
arseholes	arseholes	0.188	0.545	0.351
arsenal	arsenale	0.365	0.741	0.752
arsenic	arsenicu	0.281	0.472	0.447
arson	arson	0.133	0.904	0.567
arsonist	incontru	0.348	0.840	0.500
art	arti	0.812	0.360	0.603
arterial	arterial	0.396	0.510	0.583
artery	artery	0.396	0.580	0.537
artful	artful	0.771	0.608	0.778
arthritis	artritis	0.110	0.518	0.345
arthropod	articulu	0.344	0.464	0.434
artichoke	articulu	0.583	0.218	0.287
article	articulu	0.594	0.280	0.481
articles	articuli	0.552	0.324	0.565
articulate	articule	0.677	0.462	0.618
articulation	articulation	0.479	0.480	0.591
artifact	artefactu	0.510	0.500	0.566
artifice	artifice	0.316	0.696	0.482
artificial	artificiale	0.306	0.385	0.351
artillery	artiglieria	0.350	0.912	0.794
artisan	artighjanali	0.781	0.330	0.411
artist	artista	0.802	0.442	0.732
artiste	NO TRANSLATION	0.844	0.512	0.565
artistic	artistica	0.802	0.646	0.632
artistry	artisti	0.823	0.346	0.769
artists	artisti	0.796	0.667	0.741
artwork	illustrazione	0.896	0.368	0.679
arty	arty	0.490	0.422	0.388
asap	asap	0.571	0.500	0.552
asbestos	ampianto	0.357	0.481	0.464
ascend	ascend	0.830	0.620	0.812
ascendancy	ascendenza	0.724	0.625	0.700
ascendant	ascendant	0.656	0.673	0.821
ascending	ascendennu	0.826	0.644	0.777
ascension	ascension	0.765	0.720	0.714
ascent	ascenseur	0.755	0.627	0.833
ascertain	accuncià	0.560	0.530	0.625
ascertained	ascertained	0.531	0.529	0.616
ascetic	asceticu	0.438	0.375	0.472
ash	frasin	0.260	0.210	0.207
ashamed	vargugnate	0.156	0.588	0.228
ashes	cennere	0.327	0.279	0.142
ashtray	cirianu	0.406	0.382	0.265
asinine	asininu	0.429	0.472	0.433
ask	dumandà	0.531	0.440	0.459
asleeep	NO TRANSLATION	0.490	0.210	0.322
asleep	dormu	0.604	0.100	0.270
asp	asp	0.438	0.489	0.375
asparagus	asparagus	0.469	0.317	0.264
aspartame	aspartame	0.469	0.480	0.322
aspect	aspettu	0.479	0.469	0.588
aspects	aspetti	0.439	0.480	0.565
aspen	aspen	0.479	0.280	0.395
asphalt	asfaltatu	0.479	0.264	0.439
asphyxia	asfixia	0.198	0.704	0.311
asphyxiation	asfixiazione	0.059	0.745	0.412
aspiration	aspirazioni	0.704	0.724	0.675
aspire	aspira	0.812	0.469	0.722
aspirin	aspirin	0.479	0.271	0.422
aspiring	aspiring	0.844	0.582	0.604
ass	culo	0.323	0.750	0.345
assail	assail	0.378	0.510	0.500
assailant	assailant	0.184	0.868	0.602
assassin	assassinu	0.073	0.933	0.632
assassinate	assassinate	0.051	0.969	0.722
assassination	assassiniu	0.083	0.941	0.525
assault	assaltu	0.167	0.848	0.550
assay	assaiculamentu	0.633	0.559	0.594
assemblage	assemblea	0.429	0.452	0.600
assemble	assemble	0.542	0.570	0.750
assembled	assembled	0.663	0.450	0.644
assembly	assemblea	0.698	0.500	0.640
assemblyman	assemblyman	0.430	0.538	0.760
assent	assent	0.615	0.515	0.719
assert	dichjarà	0.750	0.619	0.809
asserting	affirmannu	0.694	0.531	0.736
assertion	assirzioni	0.740	0.442	0.750
assertive	assertiu	0.719	0.412	0.770
assess	valutà	0.698	0.500	0.623
assessment	valutazione	0.750	0.623	0.658
assessor	assessur	0.551	0.538	0.764
asset	attivu	0.797	0.765	0.788
assets	attivu	0.667	0.613	0.765
asshole	culo	0.133	0.582	0.263
assign	assignà	0.622	0.417	0.709
assignee	cessionariu	0.510	0.462	0.510
assignment	assignment	0.483	0.398	0.745
assimilate	assimilarle	0.559	0.391	0.683
assimilation	assimilazzioni	0.429	0.378	0.463
assist	assistenza	0.833	0.435	0.629
assistance	assistenza	0.656	0.519	0.633
assistant	assistente	0.625	0.390	0.536
associate	associate	0.812	0.409	0.625
association	associu	0.745	0.500	0.817
assorted	assortita	0.602	0.460	0.472
assortment	assortiment	0.694	0.360	0.526
assuage	assuage	0.745	0.255	0.500
assume	assume	0.698	0.401	0.464
assumed	assumisce	0.612	0.247	0.454
assuming	assumendu	0.740	0.390	0.526
assumption	assuntu	0.479	0.431	0.417
assurance	assicuranza	0.675	0.442	0.704
assure	assicura	0.910	0.460	0.839
assured	assicurati	0.878	0.327	0.754
assuredly	assicurazione	0.786	0.396	0.833
asterisk	astruca	0.541	0.288	0.273
asteroid	asteroide	0.430	0.721	0.623
asteroids	asteroide	0.361	0.694	0.712
asthma	asma	0.198	0.549	0.227
asthmatic	astmaticu	0.229	0.706	0.294
astigmatism	astigmatismu	0.214	0.490	0.429
astonish	maravigliate	0.786	0.845	0.658
astonished	maravigliati	0.510	0.775	0.574
astonishing	stupidu	0.844	0.802	0.821
astonishingly	NO TRANSLATION	0.827	0.898	0.773
astonishment	maravigghiatu	0.680	0.718	0.519
astound	scantu	0.729	0.675	0.474
astral	astral	0.604	0.417	0.567
astray	miseria	0.098	0.676	0.308
astringent	astringente	0.316	0.500	0.474
astrologer	astruzimulu	0.594	0.519	0.673
astrology	astruzzione	0.635	0.340	0.500
astronaut	astronauta	0.792	0.601	0.761
astronomer	astronomu	0.750	0.509	0.735
astronomical	astronumìa	0.600	0.632	0.726
astronomy	astronomia	0.613	0.474	0.722
astute	astutu	0.776	0.658	0.827
asunder	asunder	0.208	0.442	0.259
asylum	asiliu	0.407	0.330	0.445
asymmetric	asimmetricu	0.580	0.343	0.465
asymmetry	asimetria	0.476	0.373	0.527
asymptotic	asimptotic	0.479	0.451	0.472
atelier	atelier	0.490	0.330	0.705
atheism	atheism	0.276	0.460	0.481
atheist	atheist	0.225	0.447	0.377
atheistic	atea	0.373	0.481	0.466
atherosclerosis	ateroesclerose	0.250	0.480	0.343
athlete	atleta	0.781	0.718	0.686
athletic	athletic	0.857	0.798	0.708
athleticism	athleticism	0.750	0.863	0.778
athletics	atletica	0.831	0.691	0.740
atlas	atlas	0.531	0.306	0.554
atmosphere	atmosfera	0.604	0.300	0.560
atmospheric	atmosferichi	0.531	0.420	0.594
atoll	atolone	0.480	0.408	0.472
atom	atomu	0.510	0.500	0.433
atomic	atomicu	0.327	0.817	0.713
atone	atone	0.418	0.673	0.411
atonement	annunzzione	0.550	0.602	0.683
atpeace	atpeace	0.724	0.298	0.519
atrium	atrium	0.469	0.365	0.473
atrocious	atrocious	0.073	0.811	0.445
atrocity	atrocità	0.115	0.844	0.593
atrophy	atrofia	0.177	0.540	0.208
attach	attache	0.520	0.363	0.559
attached	anu attaccatu	0.562	0.350	0.439
attachment	attaccamentu	0.570	0.343	0.500
attack	attaccu	0.286	0.948	0.670
attacker	attaccu	0.185	0.962	0.629
attacking	attaccà	0.276	0.837	0.642
attain	mette	0.806	0.510	0.719
attainable	attainable	0.760	0.500	0.759
attainment	puntu	0.830	0.520	0.940
attempt	tentativu	0.625	0.491	0.431
attempted	pruvatu	0.594	0.580	0.567
attend	assiste	0.650	0.420	0.625
attendance	assistenza	0.812	0.500	0.592
attendant	servitore	0.580	0.365	0.519
attention	attenzioni	0.740	0.599	0.774
attentionseeker	NO TRANSLATION	0.367	0.745	0.457
attentionseekers	NO TRANSLATION	0.531	0.673	0.500
attentive	attenti	0.812	0.520	0.724
attenuate	attendu	0.408	0.302	0.429
attenuated	attenuated	0.449	0.280	0.298
attenuation	attenzioni	0.458	0.363	0.464
attest	attesta	0.439	0.710	0.685
attestation	attestazione	0.234	0.635	0.500
attic	attic	0.521	0.259	0.377
attire	attire	0.742	0.388	0.483
attitude	attitudine	0.760	0.644	0.861
attorney	attorney	0.600	0.594	0.754
attract	attruvarà	0.796	0.663	0.769
attraction	attrazioni	0.906	0.774	0.712
attractive	attrattiva	0.906	0.630	0.769
attractiveness	attrattu	0.938	0.667	0.755
attributable	attribuisce	0.704	0.430	0.527
attribute	attribuisce	0.781	0.439	0.795
attribution	attribuisce	0.646	0.467	0.658
attrition	attrition	0.229	0.540	0.259
auburn	auburn	0.510	0.240	0.411
auction	subacquista	0.594	0.702	0.519
auctioneer	auctioneer	0.542	0.732	0.716
audacious	audaciu	0.740	0.875	0.825
audacity	audàcia	0.760	0.755	0.916
audible	audible	0.673	0.370	0.462
audience	udienza	0.698	0.610	0.613
audio	audio	0.709	0.425	0.370
audit	cuntrollu	0.375	0.562	0.735
audition	audition	0.750	0.685	0.615
auditions	auditions	0.740	0.765	0.596
auditor	auditor	0.582	0.571	0.726
auditorium	auditorium	0.529	0.490	0.538
auditory	audizione	0.531	0.481	0.570
aught	nunda	0.418	0.135	0.217
augment	aumentà	0.650	0.683	0.645
augmentation	augmentation	0.714	0.613	0.850
august	Aostu	0.652	0.292	0.462
aunt	tia	0.667	0.291	0.420
auntie	auntia	0.643	0.275	0.447
aura	aura	0.760	0.333	0.500
aurora	aurora	0.817	0.306	0.537
auspices	auspices	0.542	0.500	0.634
auspicious	auspicious	0.562	0.635	0.669
austere	austeru	0.500	0.390	0.422
austerity	austerità	0.438	0.406	0.534
authentic	autenticu	0.885	0.510	0.782
authenticate	autentificà	0.833	0.480	0.789
authentication	autentificazione	0.724	0.491	0.750
authenticity	a sputichezza	0.670	0.548	0.845
author	autore	0.775	0.343	0.749
authoritative	auturità	0.636	0.520	0.890
authority	autorità	0.592	0.592	0.934
authorization	autorizazione	0.521	0.567	0.817
authorize	auturizà	0.772	0.596	0.821
authorized	autorizata	0.760	0.458	0.815
authorship	autura	0.667	0.635	0.773
autism	autismu	0.235	0.500	0.447
autistic	autisticu	0.367	0.337	0.404
auto	auto	0.571	0.569	0.500
autobiographical	autubiugràficu	0.909	0.462	0.582
autobiography	n'autubioggrafia	0.735	0.284	0.629
autocorrect	autocorrect	0.551	0.439	0.616
autocratic	autocraticu	0.542	0.577	0.727
autograph	autografu	0.735	0.565	0.473
autographed	autografitatu	0.781	0.620	0.625
automated	automatizatu	0.578	0.402	0.632
automatic	autumàticu	0.562	0.433	0.664
automobile	automobile	0.753	0.625	0.534
automotive	automobilistica	0.656	0.520	0.577
autonomy	autonumia	0.781	0.349	0.891
autopilot	prugrammu	0.594	0.462	0.632
autopsy	autopsia	0.252	0.650	0.538
autumn	vaghjimu	0.765	0.204	0.450
auxiliary	aiutu	0.622	0.471	0.509
avail	vulutu	0.800	0.430	0.603
availability	dispunibilità	0.796	0.544	0.600
available	dispunibuli	0.844	0.356	0.623
avalanche	avalanche	0.265	0.915	0.683
avarice	avarice	0.198	0.726	0.352
avatar	avatar	0.633	0.410	0.567
avenge	vindicà	0.073	0.867	0.559
avenger	avenger	0.337	0.865	0.670
avenging	vinnutu	0.143	0.880	0.717
avenue	avenue	0.677	0.360	0.377
