Word	Telugu-te	Valence	Arousal	Dominance
altogether	పూర్తిగా	0.833	0.324	0.644
aluminum	అల్యూమినియం	0.449	0.280	0.434
alumnus	పూర్వ విద్యార్థి	0.633	0.368	0.422
alveolar	దంతమూలీయ	0.469	0.481	0.367
alzheimers	NO TRANSLATION	0.194	0.518	0.319
amalgam	మిశ్రమానికి	0.438	0.333	0.510
amalgamation	సమ్మేళనం	0.406	0.470	0.531
amaretto	amaretto	0.543	0.551	0.375
amass	కూడబెట్టు	0.552	0.465	0.465
amateur	ఔత్సాహిక	0.469	0.500	0.409
amaze	ఆశ్చర్యపరచు	0.896	0.843	0.783
amazed	ఆశ్చర్యపోయాడు	0.796	0.779	0.533
amazedness	NO TRANSLATION	0.827	0.872	0.510
amazement	ఆశ్చర్యపోయిన	0.750	0.800	0.639
amazing	అద్భుతమైన	0.906	0.837	0.849
amazingly	అద్భుతంగా	0.918	0.765	0.920
ambassador	అంబాసిడర్	0.651	0.529	0.917
amber	అంబర్	0.635	0.308	0.369
ambience	వాతావరణంలో	0.735	0.356	0.426
ambient	పరిసర	0.625	0.360	0.582
ambiguity	సందిగ్ధత	0.164	0.460	0.370
ambiguous	సందిగ్ధంగా	0.265	0.462	0.358
ambit	ambit	0.479	0.380	0.386
ambition	ఆశయం	0.510	0.804	0.661
ambitious	ప్రతిష్టాత్మక	0.484	0.821	0.717
ambivalent	సందిగ్ధంలో	0.510	0.404	0.482
ambrosia	అమృతం	0.571	0.452	0.480
ambulance	అంబులెన్స్	0.500	0.750	0.609
ambush	ఆకస్మిక	0.281	0.830	0.500
ameliorate	నిర్మూలించేందుకు	0.770	0.548	0.747
amen	ఆమెన్	0.781	0.182	0.542
amenable	సుసాధ్యం	0.448	0.410	0.406
amend	సవరించాలనే	0.688	0.406	0.658
amendment	సవరణను	0.531	0.459	0.606
amends	తప్పుకు పరిహారం	0.640	0.366	0.517
amenity	వసతి	0.750	0.327	0.574
amethyst	అమెథిస్ట్	0.622	0.406	0.517
amiable	ప్రీతిపాత్రమైన	0.847	0.290	0.483
amicable	స్నేహపూర్వకమైన	0.875	0.330	0.507
amid	మధ్య	0.510	0.340	0.256
amidst	నడుమ	0.480	0.330	0.316
amino	అమైనో	0.551	0.402	0.433
ammo	మందు సామగ్రి సరఫరా	0.323	0.765	0.621
ammonia	అమ్మోనియా	0.292	0.587	0.409
ammonium	అమ్మోనియం	0.354	0.396	0.368
ammunition	మందుగుండు	0.338	0.635	0.667
amnesia	స్మృతి	0.296	0.330	0.308
amnesty	అమ్నెస్టీ	0.551	0.451	0.814
amorous	రసిక	0.844	0.670	0.636
amorphous	నిరాకార	0.327	0.402	0.349
amortization	రుణ విమోచన	0.592	0.491	0.522
amount	మొత్తం	0.562	0.422	0.649
amour	NO TRANSLATION	0.865	0.480	0.652
amp	amp	0.439	0.393	0.375
ampersand	ఏంపర్సెండ్	0.480	0.448	0.483
amphetamines	ఉత్తేజాన్ని	0.133	0.667	0.526
amphibian	ఉభయచర	0.427	0.357	0.474
amphibious	త్రివిధ	0.479	0.346	0.445
amphitheater	ఉన్నత స్థానము	0.653	0.480	0.545
ample	పుష్కల	0.744	0.349	0.719
amplification	సంవర్ధక	0.690	0.677	0.810
amplify	విస్తృతపరిచే	0.677	0.735	0.827
amplitude	వ్యాప్తి	0.694	0.439	0.692
amply	నిండా	0.781	0.431	0.766
amputate	ఛేదించు	0.092	0.660	0.509
amputation	విచ్ఛేదనం	0.100	0.755	0.483
amuck	ఉన్మాదంగా	0.385	0.602	0.321
amulet	రక్ష	0.781	0.260	0.630
amuse	వినోదం	0.812	0.684	0.664
amused	ఆశ్చర్యపరస్తుంది	0.942	0.847	0.596
amusement	వినోద	0.929	0.837	0.803
amusing	వినోదాత్మక	0.960	0.829	0.632
ana	NO TRANSLATION	0.541	0.300	0.314
anaconda	anaconda	0.146	0.830	0.540
anaesthesia	అనస్థీషియా	0.350	0.217	0.473
anaesthetic	మత్తు	0.449	0.268	0.509
anagram	విపర్యయసిద్ధంను	0.552	0.327	0.449
anal	అంగ	0.333	0.798	0.334
analgesic	అనాల్జేసిక్	0.417	0.321	0.441
analogous	అనురూప	0.531	0.270	0.500
analogue	అనలాగ్	0.570	0.320	0.446
analogy	సారూప్యత	0.510	0.367	0.509
analysis	విశ్లేషణ	0.729	0.448	0.705
analyst	విశ్లేషకుడు	0.604	0.415	0.755
analytic	వైశ్లేషిక	0.665	0.521	0.634
analytical	విశ్లేషణాత్మక	0.625	0.324	0.800
analyze	విశ్లేషించడానికి	0.667	0.462	0.710
analyzer	విశ్లేషణము	0.625	0.556	0.854
anaphylactic	ఔషధము	0.378	0.588	0.500
anarchism	అరాజకవాదం	0.125	0.804	0.623
anarchist	అరాచక	0.204	0.700	0.759
anarchy	అనార్కి	0.146	0.755	0.620
anastomosis	కలుపుట	0.375	0.470	0.490
anathema	శాపం	0.286	0.490	0.519
anatomic	శరీర నిర్మాణ	0.562	0.442	0.546
anatomy	అనాటమీ	0.562	0.390	0.571
ancestor	పూర్వీకులు	0.592	0.388	0.594
ancestral	పూర్వీకుల	0.640	0.481	0.750
ancestry	వంశపారంపర్య	0.708	0.519	0.717
anchor	యాంకర్	0.520	0.284	0.564
anchorage	లంగరు	0.500	0.325	0.639
ancient	ప్రాచీన	0.420	0.217	0.439
ancillary	సహకార	0.449	0.442	0.278
androgen	ఆండ్రోజెన్	0.255	0.523	0.527
android	Android	0.663	0.436	0.500
anecdote	అవాంతర	0.583	0.529	0.500
anemia	రక్తహీనత	0.188	0.327	0.310
anemic	రక్తహీనత	0.167	0.279	0.155
anemone	పుష్పాలు	0.552	0.538	0.327
anesthesia	అనస్థీషియా	0.365	0.216	0.394
anesthesiologist	అనస్థీషియా	0.419	0.224	0.526
anesthetic	మత్తు	0.350	0.264	0.482
aneurysm	ఎన్యూరిజం	0.115	0.690	0.536
anew	కొత్తగా	0.771	0.358	0.385
angel	దూత	0.906	0.158	0.704
angelic	దేవదూతల	0.927	0.298	0.668
anger	కోపం	0.167	0.865	0.657
angered	ఆగ్రహానికి	0.010	0.860	0.547
angermanagement	NO TRANSLATION	0.260	0.632	0.482
angina	ఆంజినా	0.230	0.630	0.464
angiogram	ఆంజియోగ్రామ్	0.347	0.520	0.465
angiography	యాంజియోగ్రఫీ	0.378	0.536	0.520
angle	కోణం	0.541	0.330	0.455
angling	పడుతూ కాలక్షేపం	0.625	0.408	0.500
angora	అంగోరా	0.529	0.425	0.405
angriest	angriest	0.094	0.892	0.430
angry	కోపం	0.122	0.830	0.604
angrytweet	NO TRANSLATION	0.265	0.644	0.471
angst	బెంగ	0.167	0.888	0.333
anguish	వేదన	0.153	0.792	0.265
anguished	anguished	0.135	0.720	0.307
angular	కోణీయ	0.449	0.281	0.444
anhydrous	అనార్ద్ర	0.456	0.365	0.355
animal	జంతు	0.521	0.510	0.513
animate	యానిమేట్	0.827	0.755	0.635
animated	యానిమేటెడ్	0.823	0.676	0.538
animation	యానిమేషన్	0.888	0.750	0.549
animosity	శత్రుత్వం	0.510	0.724	0.545
animus	దొంగిలించు	0.698	0.676	0.466
ankle	చీలమండ	0.500	0.274	0.234
anklet	కడియము	0.410	0.276	0.302
annals	చరిత్రలపై	0.427	0.610	0.424
annex	annex	0.594	0.350	0.458
annexation	ఆక్రమణకు	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	అంతమొందించడం	0.115	0.918	0.681
annihilated	హతమైన	0.080	0.760	0.324
annihilation	విధ్వంసం	0.041	0.800	0.591
anniversary	వార్షికోత్సవం	0.880	0.770	0.723
annotate	వ్యాఖ్యానించడం	0.592	0.469	0.441
annotation	ఉల్లేఖన	0.604	0.470	0.619
announce	ప్రకటించిన	0.694	0.618	0.611
announcement	ప్రకటన	0.729	0.491	0.482
announcer	అనౌన్సర్	0.602	0.570	0.732
annoy	బాధించు	0.094	0.765	0.286
annoyance	కోపానికి	0.167	0.718	0.342
annoyed	కోపం	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	కోపం తెప్పించేది	0.082	0.853	0.348
annoys	కోపం తెప్పిస్తుంది	0.146	0.778	0.435
annual	వార్షిక	0.552	0.236	0.500
annuity	యాన్యుటీ	0.521	0.304	0.527
annul	రద్దు	0.250	0.448	0.364
annular	కంకణాకార	0.310	0.385	0.412
annulment	రద్దుకు	0.153	0.375	0.447
annulus	యాన్యులస్కు	0.458	0.380	0.376
anointed	అభిషేకం	0.500	0.368	0.579
anointing	అభిషేక	0.653	0.350	0.547
anomalous	క్రమరహిత	0.281	0.480	0.423
anomaly	విపరీతమైనది	0.188	0.538	0.404
anon	అనన్	0.479	0.354	0.298
anonymity	కాదు	0.469	0.255	0.430
anonymous	అజ్ఞాత	0.396	0.291	0.431
anorexic	ఆకలి	0.160	0.618	0.245
answer	సమాధానం	0.537	0.373	0.661
answerable	జవాబు	0.708	0.481	0.750
answering	ఆన్సరింగ్	0.684	0.500	0.607
ant	చీమల	0.448	0.216	0.216
antagonism	చైనాతో	0.224	0.618	0.524
antagonist	ప్రతినాయకుడు	0.240	0.615	0.700
antagonistic	విరుద్ధమైన	0.296	0.604	0.565
antagonize	ప్రతిఘటించు	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	పూర్వ	0.427	0.551	0.566
antelope	ANTELOPE	0.542	0.510	0.500
antenna	యాంటెన్నా	0.521	0.327	0.358
anterior	పూర్వ	0.510	0.245	0.362
anthem	గీతం	0.780	0.343	0.729
anthill	పుట్ట	0.327	0.578	0.377
anthology	సంపుటి	0.338	0.406	0.537
anthrax	ఆంత్రాక్స్	0.188	0.730	0.500
anthropological	మానవశాస్త్ర	0.367	0.390	0.490
anthropologist	సామాజిక శాస్త్రవేత్త	0.551	0.385	0.725
anthropology	పురా	0.490	0.367	0.582
anti	వ్యతిరేక	0.365	0.412	0.384
antiaircraft	విమాన విధ్వంసక	0.330	0.622	0.629
antibiotic	యాంటీబయాటిక్	0.510	0.373	0.658
antibiotics	యాంటీబయాటిక్స్	0.448	0.406	0.557
antichrist	పాకులాడే	0.082	0.837	0.544
anticipate	ముందుగా	0.622	0.469	0.667
anticipation	ఊహించి	0.698	0.539	0.711
anticipatory	ముందస్తు	0.653	0.551	0.682
antics	NO TRANSLATION	0.448	0.740	0.236
antidote	విరుగుడు	0.541	0.490	0.629
antifungal	యాంటీ ఫంగల్	0.408	0.412	0.441
antigravity	శరీరమును నిఠారుగా నిలబెట్టు	0.430	0.714	0.658
antimony	నీలాంజనము	0.378	0.398	0.490
antipathy	ద్వేషము	0.198	0.549	0.393
antiquarian	పురాతన	0.500	0.233	0.426
antiquated	పురాతన	0.420	0.392	0.236
antique	పురాతన	0.634	0.290	0.518
antiques	యాంటిక	0.540	0.370	0.595
antiquity	పూర్వకాలంలో	0.385	0.333	0.556
antiseptic	క్రిమినాశక	0.438	0.370	0.623
antisocial	సంఘ వ్యతిరేక	0.146	0.686	0.391
antithesis	విపరీతం	0.396	0.412	0.536
antithetical	వ్యతిరేకం	0.271	0.509	0.358
antiviral	యాంటివైరల్	0.459	0.470	0.549
antler	కొమ్ములను	0.448	0.470	0.500
antsy	antsy	0.449	0.558	0.417
anus	పాయువు	0.347	0.644	0.350
anvil	దాగిలి	0.380	0.510	0.604
anxiety	ఆందోళన	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	ఆత్రుత	0.281	0.875	0.434
anxiousness	చింత	0.235	0.814	0.282
anytime	ఎప్పుడైనా	0.625	0.461	0.436
aorta	బృహద్ధమని	0.448	0.510	0.542
aortic	బృహద్ధమని	0.436	0.540	0.438
apace	వడివడిగా	0.536	0.500	0.536
apache	Apache	0.687	0.469	0.500
apartment	అపార్ట్ మెంట్	0.719	0.393	0.580
apartments	అపార్ట్	0.704	0.337	0.443
apathetic	ఉదాసీనత	0.188	0.292	0.333
apathy	ఉదాసీనత	0.184	0.212	0.204
ape	ఏప్	0.548	0.389	0.336
aperture	ఎపర్చరు	0.612	0.450	0.667
apex	APEX	0.570	0.433	0.418
aphid	పురుగు	0.388	0.473	0.407
aphrodisiac	నిరోధకంగా	0.750	0.846	0.667
apiece	ఒక ముక్క	0.439	0.259	0.383
aplomb	సామర్థ్యంగా	0.500	0.509	0.582
apocalypse	అపోకలిప్స్	0.050	0.867	0.736
apocalyptic	అలౌకిక	0.173	0.880	0.750
apologetic	క్షమాపణ	0.479	0.461	0.571
apologist	అపరాధక్షమాపణ	0.406	0.429	0.526
apologize	క్షమాపణ	0.551	0.378	0.389
apology	క్షమాపణ	0.571	0.346	0.402
apostasy	స్వధర్మ	0.388	0.520	0.517
apostate	మతభ్రష్ట	0.342	0.500	0.528
apostle	అపొస్తలుడైన	0.646	0.347	0.732
apostolic	అపోస్టోలిక్	0.592	0.300	0.717
apostrophe	అపోస్ట్రోప్	0.469	0.368	0.537
apothecary	మందుల	0.561	0.328	0.529
appalled	భయపడ్డాడు	0.194	0.792	0.562
appalling	భయానక	0.160	0.827	0.415
apparatus	ఉపకరణం	0.375	0.353	0.377
apparel	దుస్తులు	0.698	0.435	0.453
apparent	స్పష్టమైన	0.473	0.383	0.398
apparently	స్పష్టంగా	0.531	0.410	0.426
apparition	భూతం	0.406	0.573	0.636
appeal	అప్పీల్	0.663	0.598	0.558
appear	కనిపించే	0.735	0.506	0.567
appearance	ప్రదర్శన	0.669	0.490	0.534
appease	బుజ్జగించడానికి	0.633	0.278	0.434
appellant	ఫిర్యాదుదారు	0.327	0.588	0.568
append	కలపవచ్చు	0.573	0.464	0.453
appendage	చేరినది	0.229	0.382	0.438
appendectomy	appendectomy	0.177	0.670	0.554
appendicitis	అపెండిసైటిస్	0.031	0.640	0.347
appendix	అపెండిక్స్	0.365	0.387	0.425
appetite	ఆకలి	0.704	0.637	0.581
appetizer	ఆకలి	0.755	0.560	0.406
appetizing	ఆకలి పుట్టించే	0.806	0.657	0.688
applaud	స్తుతించు	0.865	0.824	0.464
applause	ప్రశంసలను	0.953	0.857	0.621
apple	ఆపిల్	0.811	0.300	0.264
apple juice	ఆపిల్ పండు రసం	0.765	0.204	0.294
applejack	Applejack	0.604	0.431	0.473
applesauce	applesauce	0.750	0.167	0.291
appliance	ఉపకరణం	0.582	0.453	0.538
appliances	గృహోపకరణాలు	0.594	0.394	0.567
applicability	అన్వయం	0.677	0.490	0.741
applicable	వర్తించే	0.469	0.430	0.667
applicant	దరఖాస్తుదారు	0.612	0.558	0.688
application	అప్లికేషన్	0.646	0.445	0.726
apply	దరఖాస్తు	0.612	0.321	0.667
appoint	నియమించాలని	0.565	0.330	0.509
appointment	అపాయింట్మెంట్	0.688	0.594	0.547
appointments	నియామకాలు	0.745	0.677	0.625
apportion	విభజించేందుకు	0.677	0.490	0.638
apportionment	నియామకాలకు	0.552	0.481	0.453
appraisal	అంచనా	0.417	0.667	0.682
appraise	వెలమతించు	0.677	0.490	0.696
appreciable	ఇలా చెప్పుకోతగ్గ	0.873	0.491	0.778
appreciate	అభినందిస్తున్నాము	0.885	0.422	0.741
appreciated	ప్రశంసలు	0.910	0.434	0.779
appreciates	ప్రశంసించింది	0.765	0.500	0.656
appreciation	ప్రశంసతో	0.917	0.529	0.588
appreciative	అభినందనీయులు	0.857	0.380	0.654
apprehend	నిర్బంధంలోకి	0.521	0.624	0.696
apprehension	దిగులు	0.385	0.720	0.454
apprehensive	ఆందోళన	0.406	0.592	0.431
apprentice	అప్రెంటిస్	0.615	0.413	0.452
apprenticeship	శిష్యరికం	0.812	0.482	0.643
approach	విధానం	0.612	0.392	0.610
approaching	సమీపించే	0.740	0.557	0.491
approbate	NO TRANSLATION	0.646	0.590	0.860
approbation	సమ్మతి	0.792	0.529	0.774
appropriate	తగిన	0.833	0.368	0.759
appropriation	వినియోగం	0.510	0.632	0.717
approval	అనుమతి	0.854	0.460	0.889
approve	ఆమోదించడానికి	0.875	0.548	0.741
approved	ఆమోదం	0.833	0.349	0.698
approvement	approvement	0.880	0.625	0.780
approving	ఆమోదించే	0.917	0.583	0.773
approximate	సుమారు	0.551	0.560	0.520
approximately	సుమారు	0.622	0.396	0.538
approximating	సమీపించే	0.583	0.615	0.471
