Word	Afrikaans-af	Valence	Arousal	Dominance
anarchy	anargie	0.146	0.755	0.620
anastomosis	anastomose	0.375	0.470	0.490
anathema	anathema	0.286	0.490	0.519
anatomic	anatomiese	0.562	0.442	0.546
anatomy	anatomie	0.562	0.390	0.571
ancestor	voorvader	0.592	0.388	0.594
ancestral	voorvaderlike	0.640	0.481	0.750
ancestry	afkoms	0.708	0.519	0.717
anchor	anker	0.520	0.284	0.564
anchorage	anker	0.500	0.325	0.639
ancient	antieke	0.420	0.217	0.439
ancillary	aanvullende	0.449	0.442	0.278
androgen	androgeen	0.255	0.523	0.527
android	Android	0.663	0.436	0.500
anecdote	staaltjie	0.583	0.529	0.500
anemia	anemie	0.188	0.327	0.310
anemic	anemies	0.167	0.279	0.155
anemone	anemone	0.552	0.538	0.327
anesthesia	narkose	0.365	0.216	0.394
anesthesiologist	anesthesist	0.419	0.224	0.526
anesthetic	narkose	0.350	0.264	0.482
aneurysm	aneurisme	0.115	0.690	0.536
anew	opnuut	0.771	0.358	0.385
angel	engel	0.906	0.158	0.704
angelic	engele	0.927	0.298	0.668
anger	woede	0.167	0.865	0.657
angered	kwaad	0.010	0.860	0.547
angermanagement	NO TRANSLATION	0.260	0.632	0.482
angina	angina	0.230	0.630	0.464
angiogram	angiogram	0.347	0.520	0.465
angiography	angiografie	0.378	0.536	0.520
angle	hoek	0.541	0.330	0.455
angling	hengel	0.625	0.408	0.500
angora	angora	0.529	0.425	0.405
angriest	kwaadste	0.094	0.892	0.430
angry	kwaad	0.122	0.830	0.604
angrytweet	NO TRANSLATION	0.265	0.644	0.471
angst	Vrees	0.167	0.888	0.333
anguish	angs	0.153	0.792	0.265
anguished	hartroerende	0.135	0.720	0.307
angular	hoek	0.449	0.281	0.444
anhydrous	anhidriese	0.456	0.365	0.355
animal	dier	0.521	0.510	0.513
animate	animeer	0.827	0.755	0.635
animated	geanimeerde	0.823	0.676	0.538
animation	animasie	0.888	0.750	0.549
animosity	vyandigheid	0.510	0.724	0.545
animus	animus	0.698	0.676	0.466
ankle	enkel	0.500	0.274	0.234
anklet	enkelband	0.410	0.276	0.302
annals	annale	0.427	0.610	0.424
annex	aanhangsel	0.594	0.350	0.458
annexation	anneksasie	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	uit te wis	0.115	0.918	0.681
annihilated	vernietig	0.080	0.760	0.324
annihilation	uitwissing	0.041	0.800	0.591
anniversary	herdenking	0.880	0.770	0.723
annotate	annoteer	0.592	0.469	0.441
annotation	body	0.604	0.470	0.619
announce	kondig	0.694	0.618	0.611
announcement	aankondiging	0.729	0.491	0.482
announcer	omroeper	0.602	0.570	0.732
annoy	irriteer	0.094	0.765	0.286
annoyance	ergernis	0.167	0.718	0.342
annoyed	vererg	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	irriterende	0.082	0.853	0.348
annoys	sorg vir groot struikelblok	0.146	0.778	0.435
annual	jaarlikse	0.552	0.236	0.500
annuity	annuïteit	0.521	0.304	0.527
annul	nietig te verklaar	0.250	0.448	0.364
annular	ringvormig	0.310	0.385	0.412
annulment	nietigverklaring	0.153	0.375	0.447
annulus	annulus	0.458	0.380	0.376
anointed	gesalfde	0.500	0.368	0.579
anointing	salwing	0.653	0.350	0.547
anomalous	onreëlmatige	0.281	0.480	0.423
anomaly	anomalie	0.188	0.538	0.404
anon	anon	0.479	0.354	0.298
anonymity	anonimiteit	0.469	0.255	0.430
anonymous	anoniem	0.396	0.291	0.431
anorexic	anoreksies	0.160	0.618	0.245
answer	antwoord	0.537	0.373	0.661
answerable	verantwoordbaar	0.708	0.481	0.750
answering	antwoord	0.684	0.500	0.607
ant	mier	0.448	0.216	0.216
antagonism	antagonisme	0.224	0.618	0.524
antagonist	antagonis	0.240	0.615	0.700
antagonistic	antagonistiese	0.296	0.604	0.565
antagonize	antagoniseer	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	antesedente	0.427	0.551	0.566
antelope	wildsbokke	0.542	0.510	0.500
antenna	antenna	0.521	0.327	0.358
anterior	anterior	0.510	0.245	0.362
anthem	volkslied	0.780	0.343	0.729
anthill	miershoop	0.327	0.578	0.377
anthology	bundel	0.338	0.406	0.537
anthrax	antraks	0.188	0.730	0.500
anthropological	antropologiese	0.367	0.390	0.490
anthropologist	antropoloog	0.551	0.385	0.725
anthropology	antropologie	0.490	0.367	0.582
anti	anti	0.365	0.412	0.384
antiaircraft	antiaircraft	0.330	0.622	0.629
antibiotic	antibiotika	0.510	0.373	0.658
antibiotics	antibiotika	0.448	0.406	0.557
antichrist	antichris	0.082	0.837	0.544
anticipate	antisipeer	0.622	0.469	0.667
anticipation	afwagting	0.698	0.539	0.711
anticipatory	antisiperende	0.653	0.551	0.682
antics	manewales	0.448	0.740	0.236
antidote	teenmiddel	0.541	0.490	0.629
antifungal	antifungale	0.408	0.412	0.441
antigravity	antigravity	0.430	0.714	0.658
antimony	antimoon	0.378	0.398	0.490
antipathy	weersin	0.198	0.549	0.393
antiquarian	Ou	0.500	0.233	0.426
antiquated	verouderde	0.420	0.392	0.236
antique	antieke	0.634	0.290	0.518
antiques	oudhede	0.540	0.370	0.595
antiquity	antieke	0.385	0.333	0.556
antiseptic	antiseptiese	0.438	0.370	0.623
antisocial	antisosiale	0.146	0.686	0.391
antithesis	antitese	0.396	0.412	0.536
antithetical	antitetiese	0.271	0.509	0.358
antiviral	antivirale	0.459	0.470	0.549
antler	geweier	0.448	0.470	0.500
antsy	antsy	0.449	0.558	0.417
anus	anus	0.347	0.644	0.350
anvil	aambeeld	0.380	0.510	0.604
anxiety	angs	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	angstig	0.281	0.875	0.434
anxiousness	angs	0.235	0.814	0.282
anytime	enige tyd	0.625	0.461	0.436
aorta	aorta	0.448	0.510	0.542
aortic	aorta	0.436	0.540	0.438
apace	nader	0.536	0.500	0.536
apache	apache	0.687	0.469	0.500
apartment	woonstel	0.719	0.393	0.580
apartments	woonstelle	0.704	0.337	0.443
apathetic	apaties	0.188	0.292	0.333
apathy	apatie	0.184	0.212	0.204
ape	aap	0.548	0.389	0.336
aperture	diafragma	0.612	0.450	0.667
apex	toppunt	0.570	0.433	0.418
aphid	plantluis	0.388	0.473	0.407
aphrodisiac	aphrodisiac	0.750	0.846	0.667
apiece	n stuk	0.439	0.259	0.383
aplomb	aplomb	0.500	0.509	0.582
apocalypse	apokalips	0.050	0.867	0.736
apocalyptic	apokaliptiese	0.173	0.880	0.750
apologetic	apologetiese	0.479	0.461	0.571
apologist	apologeet	0.406	0.429	0.526
apologize	vra om verskoning	0.551	0.378	0.389
apology	verskoning	0.571	0.346	0.402
apostasy	afvalligheid	0.388	0.520	0.517
apostate	afvallige	0.342	0.500	0.528
apostle	apostel	0.646	0.347	0.732
apostolic	apostoliese	0.592	0.300	0.717
apostrophe	afkappingsteken	0.469	0.368	0.537
apothecary	apteker	0.561	0.328	0.529
appalled	verstom	0.194	0.792	0.562
appalling	haglike	0.160	0.827	0.415
apparatus	apparaat	0.375	0.353	0.377
apparel	klere	0.698	0.435	0.453
apparent	oënskynlike	0.473	0.383	0.398
apparently	blykbaar	0.531	0.410	0.426
apparition	spook	0.406	0.573	0.636
appeal	appélleer	0.663	0.598	0.558
appear	verskyn	0.735	0.506	0.567
appearance	voorkoms	0.669	0.490	0.534
appease	paai	0.633	0.278	0.434
appellant	appellant	0.327	0.588	0.568
append	voeg	0.573	0.464	0.453
appendage	aanhangsel	0.229	0.382	0.438
appendectomy	appendectomy	0.177	0.670	0.554
appendicitis	blindedermontsteking	0.031	0.640	0.347
appendix	bylaag	0.365	0.387	0.425
appetite	eetlus	0.704	0.637	0.581
appetizer	voorgereg	0.755	0.560	0.406
appetizing	smaaklik	0.806	0.657	0.688
applaud	jubel	0.865	0.824	0.464
applause	applous	0.953	0.857	0.621
apple	appel	0.811	0.300	0.264
apple juice	appelsap	0.765	0.204	0.294
applejack	applejack	0.604	0.431	0.473
applesauce	appelmoes	0.750	0.167	0.291
appliance	toestel	0.582	0.453	0.538
appliances	toestelle	0.594	0.394	0.567
applicability	toepaslikheid	0.677	0.490	0.741
applicable	toepassing	0.469	0.430	0.667
applicant	aansoeker	0.612	0.558	0.688
application	aansoek	0.646	0.445	0.726
apply	aansoek doen	0.612	0.321	0.667
appoint	aanstel	0.565	0.330	0.509
appointment	aanstelling	0.688	0.594	0.547
appointments	aanstellings	0.745	0.677	0.625
apportion	verdeel	0.677	0.490	0.638
apportionment	toedeling	0.552	0.481	0.453
appraisal	evaluering	0.417	0.667	0.682
appraise	beoordeel	0.677	0.490	0.696
appreciable	aansienlike	0.873	0.491	0.778
appreciate	waardeer	0.885	0.422	0.741
appreciated	waardeer	0.910	0.434	0.779
appreciates	waardeer	0.765	0.500	0.656
appreciation	waardering	0.917	0.529	0.588
appreciative	waarderende	0.857	0.380	0.654
apprehend	vang	0.521	0.624	0.696
apprehension	vrees	0.385	0.720	0.454
apprehensive	bekommerd	0.406	0.592	0.431
apprentice	vakleerling	0.615	0.413	0.452
apprenticeship	vakleerlingskap	0.812	0.482	0.643
approach	benadering	0.612	0.392	0.610
approaching	nader	0.740	0.557	0.491
approbate	NO TRANSLATION	0.646	0.590	0.860
approbation	approbasie	0.792	0.529	0.774
appropriate	toepaslike	0.833	0.368	0.759
appropriation	bewilliging	0.510	0.632	0.717
approval	goedkeuring	0.854	0.460	0.889
approve	goed te keur	0.875	0.548	0.741
approved	goedgekeur	0.833	0.349	0.698
approvement	approvement	0.880	0.625	0.780
approving	goedkeuring	0.917	0.583	0.773
approximate	geskatte	0.551	0.560	0.520
approximately	ongeveer	0.622	0.396	0.538
approximating	benader	0.583	0.615	0.471
approximation	benadering	0.582	0.402	0.593
appurtenances	toebehore	0.573	0.412	0.547
apricot	appelkoos	0.708	0.320	0.278
apron	voorskoot	0.582	0.208	0.245
apt	bekwaam	0.582	0.418	0.382
aptitude	aanleg	0.750	0.471	0.746
aqua	aqua	0.656	0.292	0.359
aquamarine	akwamaryn	0.729	0.306	0.413
aquarium	akwarium	0.663	0.327	0.393
aquatic	akwatiese	0.677	0.510	0.463
aqueduct	akwaduk	0.551	0.411	0.534
aqueous	waterige	0.429	0.270	0.310
arable	bewerkbare	0.510	0.350	0.465
arbiter	arbiter	0.561	0.537	0.814
arbitrary	arbitrêre	0.281	0.702	0.686
arbitrate	arbitreer	0.470	0.620	0.682
arbitration	arbitrasie	0.587	0.602	0.670
arbitrator	arbiter	0.385	0.448	0.795
arbor	arbor	0.583	0.490	0.591
arc	boog	0.552	0.388	0.396
arcade	arcade	0.676	0.521	0.502
arcane	arcane	0.500	0.490	0.637
arch	boog	0.500	0.354	0.468
archaeological	argeologiese	0.740	0.441	0.660
archaeologist	argeoloog	0.552	0.451	0.706
archaeology	argeologie	0.596	0.358	0.691
archaic	argaïese	0.271	0.327	0.332
archangel	aartsengel	0.837	0.500	0.708
archbishop	aartsbiskop	0.622	0.280	0.776
archdiocese	aartsbisdom	0.400	0.321	0.704
archduke	aartshertog	0.458	0.413	0.634
arched	boog	0.582	0.403	0.398
archer	boogskutter	0.573	0.622	0.661
archery	boogskiet	0.594	0.604	0.589
archetype	argetipe	0.448	0.520	0.569
archipelago	argipel	0.745	0.370	0.592
architect	argitek	0.776	0.442	0.836
architectural	argitektoniese	0.729	0.390	0.670
architecture	argitektuur	0.820	0.390	0.694
archive	argief	0.438	0.294	0.527
arctic	arktiese	0.615	0.352	0.546
ardent	vurige	0.694	0.873	0.722
ardor	ywer	0.500	0.780	0.538
arduous	moeilike	0.344	0.783	0.605
area	gebied	0.490	0.306	0.464
arena	arena	0.510	0.235	0.404
areola	areola	0.417	0.396	0.381
areyoukidding	NO TRANSLATION	0.429	0.633	0.400
areyoukiddingme	NO TRANSLATION	0.365	0.635	0.375
argent	NO TRANSLATION	0.594	0.418	0.472
argh	Ag nee	0.260	0.538	0.328
arghh	NO TRANSLATION	0.292	0.536	0.397
arghhhh	NO TRANSLATION	0.250	0.618	0.324
argue	argumenteer	0.093	0.798	0.525
argument	argument	0.510	0.464	0.698
argumentation	argumentasie	0.479	0.549	0.760
argumentative	argumentatiewe	0.450	0.531	0.679
arguments	argumente	0.541	0.602	0.657
arid	dorre	0.323	0.333	0.379
arise	ontstaan	0.750	0.582	0.725
aristocracy	aristokrasie	0.688	0.549	0.842
aristocrat	aristokraat	0.583	0.413	0.811
aristocratic	aristokratiese	0.449	0.519	0.676
arithmetic	rekenkundige	0.453	0.460	0.634
ark	ark	0.396	0.427	0.543
arm	arm	0.552	0.285	0.469
armada	armada	0.408	0.740	0.868
armament	wapentuig	0.198	0.764	0.810
armaments	wapentuig	0.192	0.839	0.830
armature	anker	0.510	0.558	0.755
armchair	leunstoel	0.646	0.164	0.339
armed	gewapende	0.188	0.750	0.808
armor	wapens	0.469	0.625	0.784
armored	gepantserde	0.469	0.509	0.861
armory	arsenaal	0.448	0.663	0.800
armpit	oksel	0.283	0.439	0.250
arms	arms	0.464	0.395	0.483
army	weermag	0.417	0.759	0.902
aroma	aroma	0.823	0.235	0.442
aromatherapy	aromaterapie	0.847	0.220	0.473
arousal	opwekking	0.791	0.943	0.731
arouse	wek	0.740	0.491	0.580
aroused	gewek	0.708	0.952	0.667
arraignment	aanklagte	0.406	0.837	0.534
arrange	reël	0.740	0.490	0.571
arranged	gereël	0.698	0.531	0.728
arrangement	reëling	0.625	0.382	0.683
array	verskeidenheid	0.521	0.396	0.568
arrears	agterstallig	0.286	0.485	0.302
arrest	arresteer	0.146	0.951	0.500
arrhythmia	aritmie	0.265	0.706	0.356
arrival	aankoms	0.678	0.510	0.474
arrive	kom	0.837	0.406	0.585
arrogance	arrogansie	0.143	0.750	0.620
arrogant	arrogant	0.115	0.755	0.580
arrow	pyl	0.439	0.390	0.454
arsehole	gat	0.276	0.598	0.433
arseholes	poepholle	0.188	0.545	0.351
arsenal	arsenaal	0.365	0.741	0.752
arsenic	arseen	0.281	0.472	0.447
arson	brandstigting	0.133	0.904	0.567
arsonist	brandstigter	0.348	0.840	0.500
art	kuns	0.812	0.360	0.603
arterial	arteriële	0.396	0.510	0.583
artery	slagaar	0.396	0.580	0.537
artful	skelm	0.771	0.608	0.778
arthritis	artritis	0.110	0.518	0.345
arthropod	geleedpotige	0.344	0.464	0.434
artichoke	artisjok	0.583	0.218	0.287
article	artikel	0.594	0.280	0.481
articles	artikels	0.552	0.324	0.565
articulate	verwoord	0.677	0.462	0.618
articulation	artikulasie	0.479	0.480	0.591
artifact	juweel	0.510	0.500	0.566
artifice	listig	0.316	0.696	0.482
artificial	kunsmatige	0.306	0.385	0.351
artillery	artillerie	0.350	0.912	0.794
artisan	vakman	0.781	0.330	0.411
artist	kunstenaar	0.802	0.442	0.732
artiste	NO TRANSLATION	0.844	0.512	0.565
artistic	artistieke	0.802	0.646	0.632
artistry	kunstenaarskap	0.823	0.346	0.769
artists	kunstenaars	0.796	0.667	0.741
artwork	kunswerk	0.896	0.368	0.679
arty	kunstige	0.490	0.422	0.388
asap	so gou as moontlik	0.571	0.500	0.552
asbestos	asbes	0.357	0.481	0.464
ascend	klim	0.830	0.620	0.812
ascendancy	opkoms	0.724	0.625	0.700
ascendant	voorouer	0.656	0.673	0.821
ascending	stygende	0.826	0.644	0.777
ascension	hemelvaart	0.765	0.720	0.714
ascent	trap	0.755	0.627	0.833
ascertain	bepaal	0.560	0.530	0.625
ascertained	vasgestel	0.531	0.529	0.616
ascetic	asketiese	0.438	0.375	0.472
ash	as	0.260	0.210	0.207
ashamed	skaam	0.156	0.588	0.228
ashes	as	0.327	0.279	0.142
ashtray	asbak	0.406	0.382	0.265
asinine	asinine	0.429	0.472	0.433
ask	vra	0.531	0.440	0.459
asleeep	NO TRANSLATION	0.490	0.210	0.322
asleep	slaap	0.604	0.100	0.270
asp	ASP	0.438	0.489	0.375
asparagus	aspersies	0.469	0.317	0.264
aspartame	aspartaam	0.469	0.480	0.322
aspect	aspek	0.479	0.469	0.588
aspects	aspekte	0.439	0.480	0.565
aspen	Aspen	0.479	0.280	0.395
asphalt	asfalt	0.479	0.264	0.439
asphyxia	asfiksie	0.198	0.704	0.311
asphyxiation	versmoring	0.059	0.745	0.412
aspiration	aspirasie	0.704	0.724	0.675
aspire	streef	0.812	0.469	0.722
aspirin	aspirien	0.479	0.271	0.422
aspiring	aspirant	0.844	0.582	0.604
ass	gat	0.323	0.750	0.345
assail	aanstorm	0.378	0.510	0.500
assailant	aanvaller	0.184	0.868	0.602
assassin	sluipmoordenaar	0.073	0.933	0.632
assassinate	vermoor	0.051	0.969	0.722
assassination	sluipmoord	0.083	0.941	0.525
assault	aanranding	0.167	0.848	0.550
assay	toets	0.633	0.559	0.594
assemblage	assemblage	0.429	0.452	0.600
assemble	vergader	0.542	0.570	0.750
assembled	vergader	0.663	0.450	0.644
assembly	vergadering	0.698	0.500	0.640
assemblyman	assemblyman	0.430	0.538	0.760
assent	instemming	0.615	0.515	0.719
assert	beweer	0.750	0.619	0.809
asserting	beweer	0.694	0.531	0.736
assertion	bewering	0.740	0.442	0.750
assertive	selfgeldend	0.719	0.412	0.770
assess	evalueer	0.698	0.500	0.623
assessment	assessering	0.750	0.623	0.658
assessor	assessor	0.551	0.538	0.764
asset	bate	0.797	0.765	0.788
assets	bates	0.667	0.613	0.765
asshole	asshole	0.133	0.582	0.263
assign	toewys	0.622	0.417	0.709
assignee	Gemagtigde	0.510	0.462	0.510
assignment	opdrag	0.483	0.398	0.745
assimilate	assimileer	0.559	0.391	0.683
assimilation	assimilasie	0.429	0.378	0.463
assist	help	0.833	0.435	0.629
assistance	hulp	0.656	0.519	0.633
assistant	assistent	0.625	0.390	0.536
associate	assosieer	0.812	0.409	0.625
association	vereniging	0.745	0.500	0.817
assorted	verskillende soorte	0.602	0.460	0.472
assortment	verskeidenheid	0.694	0.360	0.526
assuage	sus	0.745	0.255	0.500
assume	aanvaar	0.698	0.401	0.464
assumed	aanvaar	0.612	0.247	0.454
assuming	veronderstelling	0.740	0.390	0.526
assumption	aanname	0.479	0.431	0.417
assurance	versekering	0.675	0.442	0.704
assure	verseker	0.910	0.460	0.839
assured	verseker	0.878	0.327	0.754
assuredly	Voorwaar	0.786	0.396	0.833
asterisk	asterisk	0.541	0.288	0.273
asteroid	asteroïde	0.430	0.721	0.623
asteroids	asteroïdes	0.361	0.694	0.712
asthma	asma	0.198	0.549	0.227
asthmatic	asmatiese	0.229	0.706	0.294
astigmatism	astigmatisme	0.214	0.490	0.429
astonish	verbazen	0.786	0.845	0.658
astonished	verbaas	0.510	0.775	0.574
astonishing	verstommende	0.844	0.802	0.821
astonishingly	NO TRANSLATION	0.827	0.898	0.773
astonishment	verbasing	0.680	0.718	0.519
astound	verstom	0.729	0.675	0.474
astral	astrale	0.604	0.417	0.567
astray	verdwaal	0.098	0.676	0.308
astringent	trekkend	0.316	0.500	0.474
astrologer	astroloog	0.594	0.519	0.673
astrology	astrologie	0.635	0.340	0.500
astronaut	ruimtevaarder	0.792	0.601	0.761
astronomer	sterrekundige	0.750	0.509	0.735
astronomical	astronomiese	0.600	0.632	0.726
astronomy	astronomie	0.613	0.474	0.722
astute	slim	0.776	0.658	0.827
asunder	verbreek	0.208	0.442	0.259
asylum	asiel	0.407	0.330	0.445
asymmetric	asimmetriese	0.580	0.343	0.465
asymmetry	asimmetrie	0.476	0.373	0.527
asymptotic	asimptotiese	0.479	0.451	0.472
atelier	ateljee	0.490	0.330	0.705
atheism	ateïsme	0.276	0.460	0.481
atheist	ateïs	0.225	0.447	0.377
atheistic	ateïstiese	0.373	0.481	0.466
atherosclerosis	aterosklerose	0.250	0.480	0.343
athlete	atleet	0.781	0.718	0.686
athletic	atletiek	0.857	0.798	0.708
athleticism	atleties	0.750	0.863	0.778
athletics	atletiek	0.831	0.691	0.740
atlas	atlas	0.531	0.306	0.554
atmosphere	atmosfeer	0.604	0.300	0.560
atmospheric	atmosferiese	0.531	0.420	0.594
atoll	atol	0.480	0.408	0.472
atom	atoom	0.510	0.500	0.433
atomic	atoom	0.327	0.817	0.713
atone	versoening	0.418	0.673	0.411
atonement	versoening	0.550	0.602	0.683
atpeace	atpeace	0.724	0.298	0.519
atrium	atrium	0.469	0.365	0.473
atrocious	gruwelike	0.073	0.811	0.445
atrocity	gruweldaad	0.115	0.844	0.593
atrophy	atrofie	0.177	0.540	0.208
attach	heg	0.520	0.363	0.559
attached	aangeheg	0.562	0.350	0.439
attachment	beslaglegging	0.570	0.343	0.500
attack	aanval	0.286	0.948	0.670
attacker	aanvaller	0.185	0.962	0.629
attacking	aanval	0.276	0.837	0.642
attain	bereik	0.806	0.510	0.719
attainable	haalbaar	0.760	0.500	0.759
attainment	bereiking	0.830	0.520	0.940
attempt	poging	0.625	0.491	0.431
attempted	poging tot	0.594	0.580	0.567
attend	bywoon	0.650	0.420	0.625
attendance	bywoning	0.812	0.500	0.592
attendant	gepaardgaande	0.580	0.365	0.519
attention	aandag	0.740	0.599	0.774
attentionseeker	NO TRANSLATION	0.367	0.745	0.457
attentionseekers	NO TRANSLATION	0.531	0.673	0.500
attentive	aandagtig	0.812	0.520	0.724
attenuate	verswak	0.408	0.302	0.429
attenuated	verswakte	0.449	0.280	0.298
attenuation	attenuasie	0.458	0.363	0.464
attest	getuig	0.439	0.710	0.685
attestation	verklaring	0.234	0.635	0.500
attic	solder	0.521	0.259	0.377
attire	drag	0.742	0.388	0.483
attitude	houding	0.760	0.644	0.861
attorney	prokureur	0.600	0.594	0.754
attract	trek	0.796	0.663	0.769
attraction	aantrekkingskrag	0.906	0.774	0.712
attractive	aantreklike	0.906	0.630	0.769
attractiveness	aantreklikheid	0.938	0.667	0.755
attributable	toegeskryf	0.704	0.430	0.527
attribute	kenmerk	0.781	0.439	0.795
attribution	Erkenning	0.646	0.467	0.658
attrition	uitvloei	0.229	0.540	0.259
auburn	Rooi	0.510	0.240	0.411
auction	veiling	0.594	0.702	0.519
auctioneer	afslaer	0.542	0.732	0.716
audacious	gewaagde	0.740	0.875	0.825
audacity	vermetelheid	0.760	0.755	0.916
audible	hoorbaar	0.673	0.370	0.462
audience	gehoor	0.698	0.610	0.613
audio	klank	0.709	0.425	0.370
audit	oudit	0.375	0.562	0.735
audition	oudisie	0.750	0.685	0.615
auditions	oudisies	0.740	0.765	0.596
auditor	ouditeur	0.582	0.571	0.726
auditorium	ouditorium	0.529	0.490	0.538
auditory	ouditiewe	0.531	0.481	0.570
aught	niks	0.418	0.135	0.217
augment	vul	0.650	0.683	0.645
augmentation	aanvulling	0.714	0.613	0.850
august	Augustus	0.652	0.292	0.462
aunt	tante	0.667	0.291	0.420
auntie	tannie	0.643	0.275	0.447
aura	aura	0.760	0.333	0.500
aurora	Aurora	0.817	0.306	0.537
auspices	beskerming	0.542	0.500	0.634
auspicious	luisterryke	0.562	0.635	0.669
austere	sober	0.500	0.390	0.422
austerity	soberheid	0.438	0.406	0.534
authentic	outentieke	0.885	0.510	0.782
authenticate	authentic	0.833	0.480	0.789
authentication	verifikasie	0.724	0.491	0.750
authenticity	egtheid	0.670	0.548	0.845
author	skrywer	0.775	0.343	0.749
authoritative	gesaghebbende	0.636	0.520	0.890
authority	gesag	0.592	0.592	0.934
authorization	magtiging	0.521	0.567	0.817
authorize	magtig	0.772	0.596	0.821
authorized	gemagtigde	0.760	0.458	0.815
authorship	outeurskap	0.667	0.635	0.773
autism	outisme	0.235	0.500	0.447
autistic	outistiese	0.367	0.337	0.404
auto	motor	0.571	0.569	0.500
autobiographical	outobiografiese	0.909	0.462	0.582
autobiography	outobiografie	0.735	0.284	0.629
autocorrect	Auto Correct	0.551	0.439	0.616
autocratic	outokratiese	0.542	0.577	0.727
autograph	handtekening	0.735	0.565	0.473
autographed	handtekening	0.781	0.620	0.625
automated	outomatiese	0.578	0.402	0.632
automatic	outomatiese	0.562	0.433	0.664
automobile	motor	0.753	0.625	0.534
automotive	motor	0.656	0.520	0.577
autonomy	outonomie	0.781	0.349	0.891
autopilot	auto pilot	0.594	0.462	0.632
autopsy	lykskouing	0.252	0.650	0.538
autumn	herfs	0.765	0.204	0.450
auxiliary	hulp	0.622	0.471	0.509
avail	opgelewer	0.800	0.430	0.603
availability	beskikbaarheid	0.796	0.544	0.600
available	beskikbaar	0.844	0.356	0.623
avalanche	stortvloed	0.265	0.915	0.683
avarice	gierigheid	0.198	0.726	0.352
avatar	avatar	0.633	0.410	0.567
avenge	wreek	0.073	0.867	0.559
avenger	wraakgierige	0.337	0.865	0.670
avenging	Omdat aanvoerders aangevoer	0.143	0.880	0.717
avenue	laan	0.677	0.360	0.377
aver	NO TRANSLATION	0.492	0.450	0.393
average	gemiddelde	0.684	0.280	0.455
