Word	Frisian-fy	Valence	Arousal	Dominance
anatomic	anatomisch	0.562	0.442	0.546
anatomy	anatomy	0.562	0.390	0.571
ancestor	foarâlder	0.592	0.388	0.594
ancestral	ancestral	0.640	0.481	0.750
ancestry	ancestry	0.708	0.519	0.717
anchor	anker	0.520	0.284	0.564
anchorage	anchorage	0.500	0.325	0.639
ancient	âld	0.420	0.217	0.439
ancillary	ancillary	0.449	0.442	0.278
androgen	androgen	0.255	0.523	0.527
android	Android	0.663	0.436	0.500
anecdote	anecdote	0.583	0.529	0.500
anemia	anemia	0.188	0.327	0.310
anemic	anemysk	0.167	0.279	0.155
anemone	anemone	0.552	0.538	0.327
anesthesia	anesthesia	0.365	0.216	0.394
anesthesiologist	anesthesiologist	0.419	0.224	0.526
anesthetic	anesthetic	0.350	0.264	0.482
aneurysm	aneurysme	0.115	0.690	0.536
anew	anew	0.771	0.358	0.385
angel	ingel	0.906	0.158	0.704
angelic	angelic	0.927	0.298	0.668
anger	lilkens	0.167	0.865	0.657
angered	geweldig	0.010	0.860	0.547
angermanagement	NO TRANSLATION	0.260	0.632	0.482
angina	angina	0.230	0.630	0.464
angiogram	angiogram	0.347	0.520	0.465
angiography	angiografy	0.378	0.536	0.520
angle	hoeke	0.541	0.330	0.455
angling	angling	0.625	0.408	0.500
angora	angora	0.529	0.425	0.405
angriest	angriest	0.094	0.892	0.430
angry	lilk	0.122	0.830	0.604
angrytweet	NO TRANSLATION	0.265	0.644	0.471
angst	angst	0.167	0.888	0.333
anguish	eangje	0.153	0.792	0.265
anguished	ferwûne	0.135	0.720	0.307
angular	angular	0.449	0.281	0.444
anhydrous	anhydrous	0.456	0.365	0.355
animal	bist	0.521	0.510	0.513
animate	animate	0.827	0.755	0.635
animated	animearre	0.823	0.676	0.538
animation	animaasje	0.888	0.750	0.549
animosity	animosity	0.510	0.724	0.545
animus	animus	0.698	0.676	0.466
ankle	ankle	0.500	0.274	0.234
anklet	anklet	0.410	0.276	0.302
annals	annalen	0.427	0.610	0.424
annex	annex	0.594	0.350	0.458
annexation	Annexaasje	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	annihilearje	0.115	0.918	0.681
annihilated	annihilearre	0.080	0.760	0.324
annihilation	annihilaasje	0.041	0.800	0.591
anniversary	jubileum	0.880	0.770	0.723
annotate	annotearje	0.592	0.469	0.441
annotation	annotaasje	0.604	0.470	0.619
announce	oankundigje	0.694	0.618	0.611
announcement	oankundiging	0.729	0.491	0.482
announcer	announcer	0.602	0.570	0.732
annoy	annoy	0.094	0.765	0.286
annoyance	argewaasje	0.167	0.718	0.342
annoyed	ferwûne	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	ferrassend	0.082	0.853	0.348
annoys	annoy	0.146	0.778	0.435
annual	jierliks	0.552	0.236	0.500
annuity	annuity	0.521	0.304	0.527
annul	annul	0.250	0.448	0.364
annular	annular	0.310	0.385	0.412
annulment	annulme	0.153	0.375	0.447
annulus	annulus	0.458	0.380	0.376
anointed	salvje	0.500	0.368	0.579
anointing	salvjen	0.653	0.350	0.547
anomalous	anomalous	0.281	0.480	0.423
anomaly	anomaly	0.188	0.538	0.404
anon	anon	0.479	0.354	0.298
anonymity	anonymity	0.469	0.255	0.430
anonymous	anonym	0.396	0.291	0.431
anorexic	anorexic	0.160	0.618	0.245
answer	antwurd	0.537	0.373	0.661
answerable	ferantwurdelik	0.708	0.481	0.750
answering	antwurdzje	0.684	0.500	0.607
ant	ant	0.448	0.216	0.216
antagonism	antagonisme	0.224	0.618	0.524
antagonist	antagonist	0.240	0.615	0.700
antagonistic	antagonistysk	0.296	0.604	0.565
antagonize	antagonize	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	antecedent	0.427	0.551	0.566
antelope	antelope	0.542	0.510	0.500
antenna	antenne	0.521	0.327	0.358
anterior	anterior	0.510	0.245	0.362
anthem	folksliet	0.780	0.343	0.729
anthill	anthill	0.327	0.578	0.377
anthology	anthology	0.338	0.406	0.537
anthrax	anthrax	0.188	0.730	0.500
anthropological	anthropology	0.367	0.390	0.490
anthropologist	anthropolooch	0.551	0.385	0.725
anthropology	anthropology	0.490	0.367	0.582
anti	anti	0.365	0.412	0.384
antiaircraft	antiaircraft	0.330	0.622	0.629
antibiotic	antibiotika	0.510	0.373	0.658
antibiotics	antibiotika	0.448	0.406	0.557
antichrist	antykrist	0.082	0.837	0.544
anticipate	anticipate	0.622	0.469	0.667
anticipation	anticipatie	0.698	0.539	0.711
anticipatory	anticipatory	0.653	0.551	0.682
antics	antyk	0.448	0.740	0.236
antidote	tsjingif	0.541	0.490	0.629
antifungal	antifungal	0.408	0.412	0.441
antigravity	antigravity	0.430	0.714	0.658
antimony	antimony	0.378	0.398	0.490
antipathy	antipaty	0.198	0.549	0.393
antiquarian	antiquarian	0.500	0.233	0.426
antiquated	âldich	0.420	0.392	0.236
antique	antyk	0.634	0.290	0.518
antiques	antyks	0.540	0.370	0.595
antiquity	âldheid	0.385	0.333	0.556
antiseptic	antiseptysk	0.438	0.370	0.623
antisocial	antisosysk	0.146	0.686	0.391
antithesis	antithesis	0.396	0.412	0.536
antithetical	antithetical	0.271	0.509	0.358
antiviral	antivirale	0.459	0.470	0.549
antler	antler	0.448	0.470	0.500
antsy	antsy	0.449	0.558	0.417
anus	anus	0.347	0.644	0.350
anvil	anvil	0.380	0.510	0.604
anxiety	eangst	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	eangstme	0.281	0.875	0.434
anxiousness	eangstme	0.235	0.814	0.282
anytime	wannear dan ek	0.625	0.461	0.436
aorta	aorta	0.448	0.510	0.542
aortic	aortika	0.436	0.540	0.438
apace	apace	0.536	0.500	0.536
apache	apache	0.687	0.469	0.500
apartment	appartemint	0.719	0.393	0.580
apartments	apparteminten	0.704	0.337	0.443
apathetic	apathetysk	0.188	0.292	0.333
apathy	apathy	0.184	0.212	0.204
ape	aap	0.548	0.389	0.336
aperture	aperture	0.612	0.450	0.667
apex	apex	0.570	0.433	0.418
aphid	aphide	0.388	0.473	0.407
aphrodisiac	aphrodisiac	0.750	0.846	0.667
apiece	apiece	0.439	0.259	0.383
aplomb	aplomb	0.500	0.509	0.582
apocalypse	apokalypse	0.050	0.867	0.736
apocalyptic	apokalyptysk	0.173	0.880	0.750
apologetic	apologetysk	0.479	0.461	0.571
apologist	apolooch	0.406	0.429	0.526
apologize	ferûntskuldigje	0.551	0.378	0.389
apology	apology	0.571	0.346	0.402
apostasy	apostasy	0.388	0.520	0.517
apostate	apostelje	0.342	0.500	0.528
apostle	apostel	0.646	0.347	0.732
apostolic	apostolok	0.592	0.300	0.717
apostrophe	apostrophe	0.469	0.368	0.537
apothecary	apotheek	0.561	0.328	0.529
appalled	ferwûne	0.194	0.792	0.562
appalling	geweldich	0.160	0.827	0.415
apparatus	apparaat	0.375	0.353	0.377
apparel	apparel	0.698	0.435	0.453
apparent	skynber	0.473	0.383	0.398
apparently	skynber	0.531	0.410	0.426
apparition	ferjit	0.406	0.573	0.636
appeal	berop	0.663	0.598	0.558
appear	skine	0.735	0.506	0.567
appearance	ferskining	0.669	0.490	0.534
appease	beropje	0.633	0.278	0.434
appellant	oanrjochter	0.327	0.588	0.568
append	oanfange	0.573	0.464	0.453
appendage	appendage	0.229	0.382	0.438
appendectomy	appendektomy	0.177	0.670	0.554
appendicitis	appendicitis	0.031	0.640	0.347
appendix	taheakke	0.365	0.387	0.425
appetite	appetit	0.704	0.637	0.581
appetizer	appetizer	0.755	0.560	0.406
appetizing	appetitearjend	0.806	0.657	0.688
applaud	applaud	0.865	0.824	0.464
applause	applaus	0.953	0.857	0.621
apple	appel	0.811	0.300	0.264
apple juice	appel sap	0.765	0.204	0.294
applejack	applejack	0.604	0.431	0.473
applesauce	applesauce	0.750	0.167	0.291
appliance	apparaat	0.582	0.453	0.538
appliances	apparaten	0.594	0.394	0.567
applicability	Applikaasje	0.677	0.490	0.741
applicable	tapaslik	0.469	0.430	0.667
applicant	oanfregers	0.612	0.558	0.688
application	oanfraach	0.646	0.445	0.726
apply	tapasse	0.612	0.321	0.667
appoint	beneame	0.565	0.330	0.509
appointment	beneaming	0.688	0.594	0.547
appointments	ôfspraken	0.745	0.677	0.625
apportion	ôfdieling	0.677	0.490	0.638
apportionment	ôfdieling	0.552	0.481	0.453
appraisal	appraisal	0.417	0.667	0.682
appraise	appraise	0.677	0.490	0.696
appreciable	merkber	0.873	0.491	0.778
appreciate	wurdearje	0.885	0.422	0.741
appreciated	wurdearre	0.910	0.434	0.779
appreciates	fertsjinnet	0.765	0.500	0.656
appreciation	erkentlikens	0.917	0.529	0.588
appreciative	wurdich	0.857	0.380	0.654
apprehend	rekkenje	0.521	0.624	0.696
apprehension	behoefte	0.385	0.720	0.454
apprehensive	eangst	0.406	0.592	0.431
apprentice	learling	0.615	0.413	0.452
apprenticeship	learplicht	0.812	0.482	0.643
approach	oanpak	0.612	0.392	0.610
approaching	oanwêzich	0.740	0.557	0.491
approbate	NO TRANSLATION	0.646	0.590	0.860
approbation	ferjouwing	0.792	0.529	0.774
appropriate	gaadlik	0.833	0.368	0.759
appropriation	oansluting	0.510	0.632	0.717
approval	ynstimming	0.854	0.460	0.889
approve	fertsjinje	0.875	0.548	0.741
approved	goedkard	0.833	0.349	0.698
approvement	goedkarring	0.880	0.625	0.780
approving	fertsjinje	0.917	0.583	0.773
approximate	ûngefear	0.551	0.560	0.520
approximately	sawat	0.622	0.396	0.538
approximating	oanwêzich	0.583	0.615	0.471
approximation	Approximaasje	0.582	0.402	0.593
appurtenances	appurtenances	0.573	0.412	0.547
apricot	abrikoas	0.708	0.320	0.278
apron	apron	0.582	0.208	0.245
apt	apt	0.582	0.418	0.382
aptitude	aptitude	0.750	0.471	0.746
aqua	aqua	0.656	0.292	0.359
aquamarine	aquamarine	0.729	0.306	0.413
aquarium	aquarium	0.663	0.327	0.393
aquatic	aquatic	0.677	0.510	0.463
aqueduct	akwadukt	0.551	0.411	0.534
aqueous	wapen	0.429	0.270	0.310
arable	arable	0.510	0.350	0.465
arbiter	arbiter	0.561	0.537	0.814
arbitrary	arbitrêr	0.281	0.702	0.686
arbitrate	arbitrate	0.470	0.620	0.682
arbitration	arbitraazje	0.587	0.602	0.670
arbitrator	arbitrator	0.385	0.448	0.795
arbor	arbor	0.583	0.490	0.591
arc	arc	0.552	0.388	0.396
arcade	arcade	0.676	0.521	0.502
arcane	arcane	0.500	0.490	0.637
arch	bôge	0.500	0.354	0.468
archaeological	argeologysk	0.740	0.441	0.660
archaeologist	argeolooch	0.552	0.451	0.706
archaeology	argeology	0.596	0.358	0.691
archaic	archaik	0.271	0.327	0.332
archangel	argeanjel	0.837	0.500	0.708
archbishop	aartsbiskop	0.622	0.280	0.776
archdiocese	aartsbisdom	0.400	0.321	0.704
archduke	argyf	0.458	0.413	0.634
arched	gewurde	0.582	0.403	0.398
archer	archer	0.573	0.622	0.661
archery	Bogery	0.594	0.604	0.589
archetype	archetype	0.448	0.520	0.569
archipelago	arsjipel	0.745	0.370	0.592
architect	arsjitekt	0.776	0.442	0.836
architectural	arsjitekten	0.729	0.390	0.670
architecture	boukunde	0.820	0.390	0.694
archive	argyf	0.438	0.294	0.527
arctic	arktika	0.615	0.352	0.546
ardent	ardent	0.694	0.873	0.722
ardor	ardor	0.500	0.780	0.538
arduous	moedich	0.344	0.783	0.605
area	krite	0.490	0.306	0.464
arena	arena	0.510	0.235	0.404
areola	isola	0.417	0.396	0.381
areyoukidding	NO TRANSLATION	0.429	0.633	0.400
areyoukiddingme	NO TRANSLATION	0.365	0.635	0.375
argent	NO TRANSLATION	0.594	0.418	0.472
argh	argh	0.260	0.538	0.328
arghh	NO TRANSLATION	0.292	0.536	0.397
arghhhh	NO TRANSLATION	0.250	0.618	0.324
argue	argue	0.093	0.798	0.525
argument	argumint	0.510	0.464	0.698
argumentation	argumintaasje	0.479	0.549	0.760
argumentative	argumintatyf	0.450	0.531	0.679
arguments	arguminten	0.541	0.602	0.657
arid	arid	0.323	0.333	0.379
arise	ûntstien	0.750	0.582	0.725
aristocracy	aristokrasy	0.688	0.549	0.842
aristocrat	aristokraten	0.583	0.413	0.811
aristocratic	aristokratysk	0.449	0.519	0.676
arithmetic	arithmetica	0.453	0.460	0.634
ark	ark	0.396	0.427	0.543
arm	earm	0.552	0.285	0.469
armada	armada	0.408	0.740	0.868
armament	wapen	0.198	0.764	0.810
armaments	wapens	0.192	0.839	0.830
armature	armature	0.510	0.558	0.755
armchair	leunstoel	0.646	0.164	0.339
armed	beweard	0.188	0.750	0.808
armor	gewear	0.469	0.625	0.784
armored	ferwûne	0.469	0.509	0.861
armory	armory	0.448	0.663	0.800
armpit	armpit	0.283	0.439	0.250
arms	wapens	0.464	0.395	0.483
army	leger	0.417	0.759	0.902
aroma	geur	0.823	0.235	0.442
aromatherapy	aromatherapy	0.847	0.220	0.473
arousal	oprop	0.791	0.943	0.731
arouse	oproppe	0.740	0.491	0.580
aroused	oproppe	0.708	0.952	0.667
arraignment	oardering	0.406	0.837	0.534
arrange	arranzje	0.740	0.490	0.571
arranged	arranzjearre	0.698	0.531	0.728
arrangement	arranzjemint	0.625	0.382	0.683
array	array	0.521	0.396	0.568
arrears	efterstân	0.286	0.485	0.302
arrest	arrestaasje	0.146	0.951	0.500
arrhythmia	arrhythmia	0.265	0.706	0.356
arrival	oankomst	0.678	0.510	0.474
arrive	oankomme	0.837	0.406	0.585
arrogance	arrogânsje	0.143	0.750	0.620
arrogant	eigenwiis	0.115	0.755	0.580
arrow	pylk	0.439	0.390	0.454
arsehole	arsehole	0.276	0.598	0.433
arseholes	arseholes	0.188	0.545	0.351
arsenal	arsenal	0.365	0.741	0.752
arsenic	arsenik	0.281	0.472	0.447
arson	arson	0.133	0.904	0.567
arsonist	arsonist	0.348	0.840	0.500
art	keunst	0.812	0.360	0.603
arterial	arteriel	0.396	0.510	0.583
artery	artery	0.396	0.580	0.537
artful	kunstich	0.771	0.608	0.778
arthritis	artritis	0.110	0.518	0.345
arthropod	arthropod	0.344	0.464	0.434
artichoke	artichoke	0.583	0.218	0.287
article	lidwurd	0.594	0.280	0.481
articles	artikels	0.552	0.324	0.565
articulate	articulate	0.677	0.462	0.618
articulation	artikulaasje	0.479	0.480	0.591
artifact	artifact	0.510	0.500	0.566
artifice	artifice	0.316	0.696	0.482
artificial	keunstmjittich	0.306	0.385	0.351
artillery	artillery	0.350	0.912	0.794
artisan	artisan	0.781	0.330	0.411
artist	artyst	0.802	0.442	0.732
artiste	NO TRANSLATION	0.844	0.512	0.565
artistic	artistyk	0.802	0.646	0.632
artistry	artistry	0.823	0.346	0.769
artists	artysten	0.796	0.667	0.741
artwork	artwork	0.896	0.368	0.679
arty	arty	0.490	0.422	0.388
asap	sa gau mooglik	0.571	0.500	0.552
asbestos	asbest	0.357	0.481	0.464
ascend	opstien	0.830	0.620	0.812
ascendancy	opstân	0.724	0.625	0.700
ascendant	ascendant	0.656	0.673	0.821
ascending	opkomst	0.826	0.644	0.777
ascension	ascension	0.765	0.720	0.714
ascent	ascent	0.755	0.627	0.833
ascertain	befestigje	0.560	0.530	0.625
ascertained	opskreaun	0.531	0.529	0.616
ascetic	ascetic	0.438	0.375	0.472
ash	ash	0.260	0.210	0.207
ashamed	beskamme	0.156	0.588	0.228
ashes	Aazje	0.327	0.279	0.142
ashtray	ashtray	0.406	0.382	0.265
asinine	asinine	0.429	0.472	0.433
ask	freegje	0.531	0.440	0.459
asleeep	NO TRANSLATION	0.490	0.210	0.322
asleep	sliep	0.604	0.100	0.270
asp	asp	0.438	0.489	0.375
asparagus	spargel	0.469	0.317	0.264
aspartame	aspartame	0.469	0.480	0.322
aspect	aspect	0.479	0.469	0.588
aspects	aspekten	0.439	0.480	0.565
aspen	aspen	0.479	0.280	0.395
asphalt	asfalt	0.479	0.264	0.439
asphyxia	asfykia	0.198	0.704	0.311
asphyxiation	asfiksiaasje	0.059	0.745	0.412
aspiration	aspiraasje	0.704	0.724	0.675
aspire	aspire	0.812	0.469	0.722
aspirin	aspirine	0.479	0.271	0.422
aspiring	aspirearje	0.844	0.582	0.604
ass	ass	0.323	0.750	0.345
assail	oantsjutte	0.378	0.510	0.500
assailant	oanfaller	0.184	0.868	0.602
assassin	assassin	0.073	0.933	0.632
assassinate	ferrifelje	0.051	0.969	0.722
assassination	assassination	0.083	0.941	0.525
assault	oanfaller	0.167	0.848	0.550
assay	assay	0.633	0.559	0.594
assemblage	assemblage	0.429	0.452	0.600
assemble	oanpakke	0.542	0.570	0.750
assembled	gearstalde	0.663	0.450	0.644
assembly	gearkomste	0.698	0.500	0.640
assemblyman	assemblyman	0.430	0.538	0.760
assent	assent	0.615	0.515	0.719
assert	assert	0.750	0.619	0.809
asserting	beslute	0.694	0.531	0.736
assertion	bewearing	0.740	0.442	0.750
assertive	assertive	0.719	0.412	0.770
assess	beoardielje	0.698	0.500	0.623
assessment	beoardieling	0.750	0.623	0.658
assessor	assessor	0.551	0.538	0.764
asset	asset	0.797	0.765	0.788
assets	aktiva	0.667	0.613	0.765
asshole	asshole	0.133	0.582	0.263
assign	oantsjutte	0.622	0.417	0.709
assignee	oanwêzich	0.510	0.462	0.510
assignment	opdracht	0.483	0.398	0.745
assimilate	assimilate	0.559	0.391	0.683
assimilation	assimilaasje	0.429	0.378	0.463
assist	helpe	0.833	0.435	0.629
assistance	assistinsje	0.656	0.519	0.633
assistant	assistint	0.625	0.390	0.536
associate	kompanjon	0.812	0.409	0.625
association	bûn	0.745	0.500	0.817
assorted	asortearre	0.602	0.460	0.472
assortment	assortment	0.694	0.360	0.526
assuage	ferwite	0.745	0.255	0.500
assume	leauwe	0.698	0.401	0.464
assumed	oannommen	0.612	0.247	0.454
assuming	oannimme	0.740	0.390	0.526
assumption	ferûnderstelling	0.479	0.431	0.417
assurance	assurance	0.675	0.442	0.704
assure	fersekerje	0.910	0.460	0.839
assured	assured	0.878	0.327	0.754
assuredly	wis	0.786	0.396	0.833
asterisk	stjerke	0.541	0.288	0.273
asteroid	asteroïde	0.430	0.721	0.623
asteroids	asteroïden	0.361	0.694	0.712
asthma	Asthma	0.198	0.549	0.227
asthmatic	asthmatic	0.229	0.706	0.294
astigmatism	astigmatisme	0.214	0.490	0.429
astonish	ferwûnderje	0.786	0.845	0.658
astonished	ferwûndering	0.510	0.775	0.574
astonishing	ferrassend	0.844	0.802	0.821
astonishingly	NO TRANSLATION	0.827	0.898	0.773
astonishment	ferwûndering	0.680	0.718	0.519
astound	astound	0.729	0.675	0.474
astral	astral	0.604	0.417	0.567
astray	ferdwaald	0.098	0.676	0.308
astringent	astringent	0.316	0.500	0.474
astrologer	astrologer	0.594	0.519	0.673
astrology	astrology	0.635	0.340	0.500
astronaut	astronaut	0.792	0.601	0.761
astronomer	astronoom	0.750	0.509	0.735
astronomical	astronomy	0.600	0.632	0.726
astronomy	stjerrekunde	0.613	0.474	0.722
astute	astute	0.776	0.658	0.827
asunder	oandwaan	0.208	0.442	0.259
asylum	asyl	0.407	0.330	0.445
asymmetric	asymmetrisch	0.580	0.343	0.465
asymmetry	asymmetry	0.476	0.373	0.527
asymptotic	asymptotyk	0.479	0.451	0.472
atelier	atelier	0.490	0.330	0.705
atheism	ateïsme	0.276	0.460	0.481
atheist	ateïst	0.225	0.447	0.377
atheistic	atheistysk	0.373	0.481	0.466
atherosclerosis	atherosklerose	0.250	0.480	0.343
athlete	atleet	0.781	0.718	0.686
athletic	sportyf	0.857	0.798	0.708
athleticism	atletisme	0.750	0.863	0.778
athletics	Atletyk	0.831	0.691	0.740
atlas	atlas	0.531	0.306	0.554
atmosphere	atmosfear	0.604	0.300	0.560
atmospheric	atmosfear	0.531	0.420	0.594
atoll	atoll	0.480	0.408	0.472
atom	atoom	0.510	0.500	0.433
atomic	atomysk	0.327	0.817	0.713
atone	atone	0.418	0.673	0.411
atonement	fergiftiging	0.550	0.602	0.683
atpeace	yn frede	0.724	0.298	0.519
atrium	atrium	0.469	0.365	0.473
atrocious	geweldig	0.073	0.811	0.445
atrocity	geweldigheid	0.115	0.844	0.593
atrophy	atrophy	0.177	0.540	0.208
attach	befestigje	0.520	0.363	0.559
attached	oanbean	0.562	0.350	0.439
attachment	oanfolling	0.570	0.343	0.500
attack	oanfal	0.286	0.948	0.670
attacker	oanfaller	0.185	0.962	0.629
attacking	oanfalle	0.276	0.837	0.642
attain	attain	0.806	0.510	0.719
attainable	berikber	0.760	0.500	0.759
attainment	attainment	0.830	0.520	0.940
attempt	besykjen	0.625	0.491	0.431
attempted	besocht	0.594	0.580	0.567
attend	besykje	0.650	0.420	0.625
attendance	opkomst	0.812	0.500	0.592
attendant	gearkomste	0.580	0.365	0.519
attention	oandacht	0.740	0.599	0.774
attentionseeker	NO TRANSLATION	0.367	0.745	0.457
attentionseekers	NO TRANSLATION	0.531	0.673	0.500
attentive	opmerklik	0.812	0.520	0.724
attenuate	attenuate	0.408	0.302	0.429
attenuated	attenuatearre	0.449	0.280	0.298
attenuation	attenuaasje	0.458	0.363	0.464
attest	besjen	0.439	0.710	0.685
attestation	beoardieling	0.234	0.635	0.500
attic	doarp	0.521	0.259	0.377
attire	attire	0.742	0.388	0.483
attitude	hâlding	0.760	0.644	0.861
attorney	advokaat	0.600	0.594	0.754
attract	lûke	0.796	0.663	0.769
attraction	attraction	0.906	0.774	0.712
attractive	oantreklik	0.906	0.630	0.769
attractiveness	attraktiviteit	0.938	0.667	0.755
attributable	oanwêzich	0.704	0.430	0.527
attribute	attribute	0.781	0.439	0.795
attribution	attribution	0.646	0.467	0.658
attrition	attrition	0.229	0.540	0.259
auburn	auburn	0.510	0.240	0.411
auction	feiling	0.594	0.702	0.519
auctioneer	Auctioneer	0.542	0.732	0.716
audacious	audacious	0.740	0.875	0.825
audacity	hûd	0.760	0.755	0.916
audible	hearlik	0.673	0.370	0.462
audience	publyk	0.698	0.610	0.613
audio	audio	0.709	0.425	0.370
audit	audit	0.375	0.562	0.735
audition	audysje	0.750	0.685	0.615
auditions	audysjes	0.740	0.765	0.596
auditor	auditor	0.582	0.571	0.726
auditorium	auditorium	0.529	0.490	0.538
auditory	hûd	0.531	0.481	0.570
aught	aught	0.418	0.135	0.217
augment	augment	0.650	0.683	0.645
augmentation	augmentaasje	0.714	0.613	0.850
august	augustus	0.652	0.292	0.462
aunt	muoike	0.667	0.291	0.420
auntie	auntie	0.643	0.275	0.447
aura	aura	0.760	0.333	0.500
aurora	aurora	0.817	0.306	0.537
auspices	earm	0.542	0.500	0.634
auspicious	geweldich	0.562	0.635	0.669
austere	austere	0.500	0.390	0.422
austerity	sprake	0.438	0.406	0.534
authentic	authentich	0.885	0.510	0.782
authenticate	oardielje	0.833	0.480	0.789
authentication	ferifikaasje	0.724	0.491	0.750
authenticity	echtheid	0.670	0.548	0.845
author	skriuwer	0.775	0.343	0.749
authoritative	autoritatyf	0.636	0.520	0.890
authority	autoriteit	0.592	0.592	0.934
authorization	machtiging	0.521	0.567	0.817
authorize	autorisearje	0.772	0.596	0.821
authorized	autorisearre	0.760	0.458	0.815
authorship	auteur	0.667	0.635	0.773
autism	autisme	0.235	0.500	0.447
autistic	autistysk	0.367	0.337	0.404
auto	auto	0.571	0.569	0.500
autobiographical	autobiografysk	0.909	0.462	0.582
autobiography	autobiografy	0.735	0.284	0.629
autocorrect	autokorrekt	0.551	0.439	0.616
autocratic	autokratysk	0.542	0.577	0.727
autograph	autogram	0.735	0.565	0.473
autographed	autografearre	0.781	0.620	0.625
automated	automatisearre	0.578	0.402	0.632
automatic	automatysk	0.562	0.433	0.664
automobile	automobil	0.753	0.625	0.534
automotive	automotive	0.656	0.520	0.577
autonomy	autonomy	0.781	0.349	0.891
autopilot	autopilot	0.594	0.462	0.632
autopsy	autopsy	0.252	0.650	0.538
autumn	hjerst	0.765	0.204	0.450
auxiliary	auxiliary	0.622	0.471	0.509
avail	foardielje	0.800	0.430	0.603
availability	beskikberens	0.796	0.544	0.600
available	beskikber	0.844	0.356	0.623
avalanche	avalanche	0.265	0.915	0.683
avarice	avarice	0.198	0.726	0.352
avatar	avatar	0.633	0.410	0.567
avenge	avenge	0.073	0.867	0.559
avenger	avenger	0.337	0.865	0.670
avenging	ferjit	0.143	0.880	0.717
avenue	avenue	0.677	0.360	0.377
aver	NO TRANSLATION	0.492	0.450	0.393
average	trochsneed	0.684	0.280	0.455
aversation	NO TRANSLATION	0.582	0.442	0.432
averse	averse	0.253	0.569	0.492
averseness	ferachting	0.296	0.606	0.528
aversion	ôfkear	0.074	0.663	0.525
avert	avert	0.510	0.388	0.465
aviary	aviary	0.500	0.360	0.467
aviation	loftfeart	0.708	0.646	0.741
