Word	Vietnamese-vi	Valence	Arousal	Dominance
amphetamines	amphetamine	0.133	0.667	0.526
amphibian	động vật lưỡng cư	0.427	0.357	0.474
amphibious	đổ bộ	0.479	0.346	0.445
amphitheater	giảng đường	0.653	0.480	0.545
ample	dồi dào	0.744	0.349	0.719
amplification	khuếch đại	0.690	0.677	0.810
amplify	khoa trương	0.677	0.735	0.827
amplitude	biên độ	0.694	0.439	0.692
amply	amply	0.781	0.431	0.766
amputate	cưa đi	0.092	0.660	0.509
amputation	cắt cụt	0.100	0.755	0.483
amuck	ảm đạm	0.385	0.602	0.321
amulet	bùa hộ mệnh	0.781	0.260	0.630
amuse	thích thú	0.812	0.684	0.664
amused	thích thú	0.942	0.847	0.596
amusement	vui chơi giải trí	0.929	0.837	0.803
amusing	vui	0.960	0.829	0.632
ana	NO TRANSLATION	0.541	0.300	0.314
anaconda	anaconda	0.146	0.830	0.540
anaesthesia	gây tê	0.350	0.217	0.473
anaesthetic	thuốc mê	0.449	0.268	0.509
anagram	đảo chữ cái	0.552	0.327	0.449
anal	hậu môn	0.333	0.798	0.334
analgesic	thuốc giảm đau	0.417	0.321	0.441
analogous	tương tự	0.531	0.270	0.500
analogue	tương tự	0.570	0.320	0.446
analogy	sự giống nhau	0.510	0.367	0.509
analysis	phân tích	0.729	0.448	0.705
analyst	nhà phân tích	0.604	0.415	0.755
analytic	phân tích	0.665	0.521	0.634
analytical	phân tích	0.625	0.324	0.800
analyze	phân tích	0.667	0.462	0.710
analyzer	người phân tích	0.625	0.556	0.854
anaphylactic	phản vệ	0.378	0.588	0.500
anarchism	chủ nghĩa vô chính phủ	0.125	0.804	0.623
anarchist	vô chính phủ	0.204	0.700	0.759
anarchy	tình trạng hỗn loạn	0.146	0.755	0.620
anastomosis	sự phá hủy	0.375	0.470	0.490
anathema	thuốc anathema	0.286	0.490	0.519
anatomic	giải phẫu	0.562	0.442	0.546
anatomy	giải phẫu học	0.562	0.390	0.571
ancestor	tổ tiên	0.592	0.388	0.594
ancestral	tổ tiên	0.640	0.481	0.750
ancestry	tổ tiên	0.708	0.519	0.717
anchor	mỏ neo	0.520	0.284	0.564
anchorage	neo đậu	0.500	0.325	0.639
ancient	xưa	0.420	0.217	0.439
ancillary	phụ trợ	0.449	0.442	0.278
androgen	androgen	0.255	0.523	0.527
android	android	0.663	0.436	0.500
anecdote	giai thoại	0.583	0.529	0.500
anemia	thiếu máu	0.188	0.327	0.310
anemic	thiếu máu	0.167	0.279	0.155
anemone	hải quỳ	0.552	0.538	0.327
anesthesia	gây tê	0.365	0.216	0.394
anesthesiologist	bác sĩ gây mê	0.419	0.224	0.526
anesthetic	thuốc mê	0.350	0.264	0.482
aneurysm	chứng phình động mạch	0.115	0.690	0.536
anew	một lần nữa	0.771	0.358	0.385
angel	Thiên thần	0.906	0.158	0.704
angelic	thiên thần	0.927	0.298	0.668
anger	Sự phẫn nộ	0.167	0.865	0.657
angered	tức giận	0.010	0.860	0.547
angermanagement	NO TRANSLATION	0.260	0.632	0.482
angina	đau thắt ngực	0.230	0.630	0.464
angiogram	angiogram	0.347	0.520	0.465
angiography	chụp động mạch	0.378	0.536	0.520
angle	góc	0.541	0.330	0.455
angling	Câu cá	0.625	0.408	0.500
angora	angora	0.529	0.425	0.405
angriest	angriest	0.094	0.892	0.430
angry	bực bội	0.122	0.830	0.604
angrytweet	NO TRANSLATION	0.265	0.644	0.471
angst	sợ	0.167	0.888	0.333
anguish	đau khổ	0.153	0.792	0.265
anguished	đau khổ	0.135	0.720	0.307
angular	góc cạnh	0.449	0.281	0.444
anhydrous	khan	0.456	0.365	0.355
animal	thú vật	0.521	0.510	0.513
animate	animate	0.827	0.755	0.635
animated	hoạt hình	0.823	0.676	0.538
animation	hoạt hình	0.888	0.750	0.549
animosity	sự thù địch	0.510	0.724	0.545
animus	animus	0.698	0.676	0.466
ankle	mắt cá	0.500	0.274	0.234
anklet	vòng chân	0.410	0.276	0.302
annals	biên niên sử	0.427	0.610	0.424
annex	Phụ lục	0.594	0.350	0.458
annexation	sự sát nhập	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	tiêu diệt	0.115	0.918	0.681
annihilated	tiêu diệt	0.080	0.760	0.324
annihilation	hủy diệt	0.041	0.800	0.591
anniversary	ngày kỷ niệm	0.880	0.770	0.723
annotate	chú thích	0.592	0.469	0.441
annotation	chú thích	0.604	0.470	0.619
announce	thông báo	0.694	0.618	0.611
announcement	thông báo	0.729	0.491	0.482
announcer	người thông báo	0.602	0.570	0.732
annoy	làm phiền	0.094	0.765	0.286
annoyance	làm phiền	0.167	0.718	0.342
annoyed	khó chịu	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	làm phiền	0.082	0.853	0.348
annoys	làm phiền	0.146	0.778	0.435
annual	hàng năm	0.552	0.236	0.500
annuity	niên kim	0.521	0.304	0.527
annul	hủy bỏ	0.250	0.448	0.364
annular	hình khuyên	0.310	0.385	0.412
annulment	hủy bỏ	0.153	0.375	0.447
annulus	annulus	0.458	0.380	0.376
anointed	xức dầu	0.500	0.368	0.579
anointing	xức dầu	0.653	0.350	0.547
anomalous	dị thường	0.281	0.480	0.423
anomaly	bất thường	0.188	0.538	0.404
anon	anon	0.479	0.354	0.298
anonymity	giấu tên	0.469	0.255	0.430
anonymous	vô danh	0.396	0.291	0.431
anorexic	chứng biếng ăn	0.160	0.618	0.245
answer	câu trả lời	0.537	0.373	0.661
answerable	có thể trả lời	0.708	0.481	0.750
answering	trả lời	0.684	0.500	0.607
ant	kiến	0.448	0.216	0.216
antagonism	đối kháng	0.224	0.618	0.524
antagonist	nhân vật phản diện	0.240	0.615	0.700
antagonistic	phản đối	0.296	0.604	0.565
antagonize	đối kháng	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	tiền lệ	0.427	0.551	0.566
antelope	Linh dương	0.542	0.510	0.500
antenna	ăng ten	0.521	0.327	0.358
anterior	phía trước	0.510	0.245	0.362
anthem	quốc ca	0.780	0.343	0.729
anthill	anthill	0.327	0.578	0.377
anthology	tuyển tập	0.338	0.406	0.537
anthrax	bệnh than	0.188	0.730	0.500
anthropological	nhân chủng học	0.367	0.390	0.490
anthropologist	nhà nhân chủng học	0.551	0.385	0.725
anthropology	nhân chủng học	0.490	0.367	0.582
anti	chống lại	0.365	0.412	0.384
antiaircraft	phòng không	0.330	0.622	0.629
antibiotic	kháng sinh	0.510	0.373	0.658
antibiotics	kháng sinh	0.448	0.406	0.557
antichrist	antichrist	0.082	0.837	0.544
anticipate	dự đoán trước	0.622	0.469	0.667
anticipation	dự đoán	0.698	0.539	0.711
anticipatory	dự đoán trước	0.653	0.551	0.682
antics	NO TRANSLATION	0.448	0.740	0.236
antidote	thuốc giải độc	0.541	0.490	0.629
antifungal	kháng nấm	0.408	0.412	0.441
antigravity	chống trọng lực	0.430	0.714	0.658
antimony	antimon	0.378	0.398	0.490
antipathy	sự phản đối	0.198	0.549	0.393
antiquarian	đồ cổ	0.500	0.233	0.426
antiquated	cổ xưa	0.420	0.392	0.236
antique	đồ cổ	0.634	0.290	0.518
antiques	đồ cổ	0.540	0.370	0.595
antiquity	cổ xưa	0.385	0.333	0.556
antiseptic	sát khuẩn	0.438	0.370	0.623
antisocial	chống đối xã hội	0.146	0.686	0.391
antithesis	phản đối	0.396	0.412	0.536
antithetical	phản đối	0.271	0.509	0.358
antiviral	kháng virus	0.459	0.470	0.549
antler	gạc	0.448	0.470	0.500
antsy	antsy	0.449	0.558	0.417
anus	hậu môn	0.347	0.644	0.350
anvil	đe dọa	0.380	0.510	0.604
anxiety	sự lo ngại	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	lo lắng	0.281	0.875	0.434
anxiousness	sự lo lắng	0.235	0.814	0.282
anytime	Bất cứ lúc nào	0.625	0.461	0.436
aorta	aorta	0.448	0.510	0.542
aortic	động mạch chủ	0.436	0.540	0.438
apace	apace	0.536	0.500	0.536
apache	apache	0.687	0.469	0.500
apartment	căn hộ, chung cư	0.719	0.393	0.580
apartments	căn hộ	0.704	0.337	0.443
apathetic	thờ ơ	0.188	0.292	0.333
apathy	sự thờ ơ	0.184	0.212	0.204
ape	ape	0.548	0.389	0.336
aperture	khẩu độ	0.612	0.450	0.667
apex	đỉnh	0.570	0.433	0.418
aphid	rệp	0.388	0.473	0.407
aphrodisiac	kích thích tình dục	0.750	0.846	0.667
apiece	một mảnh	0.439	0.259	0.383
aplomb	aplomb	0.500	0.509	0.582
apocalypse	tận thế	0.050	0.867	0.736
apocalyptic	khải huyền	0.173	0.880	0.750
apologetic	xin lỗi	0.479	0.461	0.571
apologist	người biện hộ	0.406	0.429	0.526
apologize	xin lỗi	0.551	0.378	0.389
apology	lời xin lỗi	0.571	0.346	0.402
apostasy	sự bội đạo	0.388	0.520	0.517
apostate	apostate	0.342	0.500	0.528
apostle	tông đồ	0.646	0.347	0.732
apostolic	tông đồ	0.592	0.300	0.717
apostrophe	dấu nháy đơn	0.469	0.368	0.537
apothecary	bào chế thuốc	0.561	0.328	0.529
appalled	kinh khủng	0.194	0.792	0.562
appalling	kinh khủng	0.160	0.827	0.415
apparatus	bộ máy	0.375	0.353	0.377
apparel	trang phục	0.698	0.435	0.453
apparent	rõ ràng	0.473	0.383	0.398
apparently	hình như	0.531	0.410	0.426
apparition	sự xuất hiện	0.406	0.573	0.636
appeal	kháng nghị	0.663	0.598	0.558
appear	xuất hiện	0.735	0.506	0.567
appearance	xuất hiện	0.669	0.490	0.534
appease	xoa dịu	0.633	0.278	0.434
appellant	người kháng cáo	0.327	0.588	0.568
append	nối thêm	0.573	0.464	0.453
appendage	phần phụ	0.229	0.382	0.438
appendectomy	cắt bỏ ruột thừa	0.177	0.670	0.554
appendicitis	viêm ruột thừa	0.031	0.640	0.347
appendix	ruột thừa	0.365	0.387	0.425
appetite	sự thèm ăn	0.704	0.637	0.581
appetizer	Món khai vị	0.755	0.560	0.406
appetizing	ngon miệng	0.806	0.657	0.688
applaud	hoan nghênh	0.865	0.824	0.464
applause	vỗ tay	0.953	0.857	0.621
apple	táo	0.811	0.300	0.264
apple juice	nước táo	0.765	0.204	0.294
applejack	Rượu làm bằng trái táo	0.604	0.431	0.473
applesauce	applesauce	0.750	0.167	0.291
appliance	thiết bị	0.582	0.453	0.538
appliances	thiết bị	0.594	0.394	0.567
applicability	khả năng ứng dụng	0.677	0.490	0.741
applicable	áp dụng	0.469	0.430	0.667
applicant	người nộp đơn	0.612	0.558	0.688
application	ứng dụng	0.646	0.445	0.726
apply	ứng dụng	0.612	0.321	0.667
appoint	bổ nhiệm	0.565	0.330	0.509
appointment	cuộc hẹn	0.688	0.594	0.547
appointments	cuộc hẹn	0.745	0.677	0.625
apportion	chia	0.677	0.490	0.638
apportionment	sự phân chia	0.552	0.481	0.453
appraisal	sự thẩm định	0.417	0.667	0.682
appraise	thẩm định	0.677	0.490	0.696
appreciable	đáng khen ngợi	0.873	0.491	0.778
appreciate	đánh giá	0.885	0.422	0.741
appreciated	đánh giá cao	0.910	0.434	0.779
appreciates	đánh giá cao	0.765	0.500	0.656
appreciation	sự đánh giá	0.917	0.529	0.588
appreciative	đánh giá cao	0.857	0.380	0.654
apprehend	bắt giữ	0.521	0.624	0.696
apprehension	lo sợ	0.385	0.720	0.454
apprehensive	sợ hãi	0.406	0.592	0.431
apprentice	học nghề	0.615	0.413	0.452
apprenticeship	sự học việc	0.812	0.482	0.643
approach	tiếp cận	0.612	0.392	0.610
approaching	tiếp cận	0.740	0.557	0.491
approbate	NO TRANSLATION	0.646	0.590	0.860
approbation	sự phê chuẩn	0.792	0.529	0.774
appropriate	thích hợp	0.833	0.368	0.759
appropriation	sự chiếm đoạt	0.510	0.632	0.717
approval	sự chấp thuận	0.854	0.460	0.889
approve	phê duyệt	0.875	0.548	0.741
approved	tán thành	0.833	0.349	0.698
approvement	sự phê chuẩn	0.880	0.625	0.780
approving	phê duyệt	0.917	0.583	0.773
approximate	gần đúng	0.551	0.560	0.520
approximately	xấp xỉ	0.622	0.396	0.538
approximating	gần đúng	0.583	0.615	0.471
approximation	xấp xỉ	0.582	0.402	0.593
appurtenances	phụ cấp	0.573	0.412	0.547
apricot	mơ	0.708	0.320	0.278
apron	tạp dề	0.582	0.208	0.245
apt	apt	0.582	0.418	0.382
aptitude	năng khiếu	0.750	0.471	0.746
aqua	thủy sản	0.656	0.292	0.359
aquamarine	aquamarine	0.729	0.306	0.413
aquarium	bể nuôi cá	0.663	0.327	0.393
aquatic	thủy sản	0.677	0.510	0.463
aqueduct	ống dẫn nước	0.551	0.411	0.534
aqueous	dung dịch nước	0.429	0.270	0.310
arable	có thể trồng được	0.510	0.350	0.465
arbiter	trọng tài	0.561	0.537	0.814
arbitrary	tùy ý	0.281	0.702	0.686
arbitrate	phân xử	0.470	0.620	0.682
arbitration	trọng tài	0.587	0.602	0.670
arbitrator	trọng tài	0.385	0.448	0.795
arbor	cây thông	0.583	0.490	0.591
arc	vòng cung	0.552	0.388	0.396
arcade	giải trí	0.676	0.521	0.502
arcane	phức tạp	0.500	0.490	0.637
arch	vòm	0.500	0.354	0.468
archaeological	khảo cổ học	0.740	0.441	0.660
archaeologist	nhà khảo cổ học	0.552	0.451	0.706
archaeology	khảo cổ học	0.596	0.358	0.691
archaic	cổ xưa	0.271	0.327	0.332
archangel	tổng lãnh thiên thần	0.837	0.500	0.708
archbishop	tổng giám mục	0.622	0.280	0.776
archdiocese	tổng giáo phận	0.400	0.321	0.704
archduke	âm mưu	0.458	0.413	0.634
arched	cong	0.582	0.403	0.398
archer	Người bắn cung	0.573	0.622	0.661
archery	bắn cung	0.594	0.604	0.589
archetype	nguyên mẫu	0.448	0.520	0.569
archipelago	quần đảo	0.745	0.370	0.592
architect	kiến trúc sư	0.776	0.442	0.836
architectural	kiến trúc	0.729	0.390	0.670
architecture	kiến trúc	0.820	0.390	0.694
archive	lưu trữ	0.438	0.294	0.527
arctic	bắc cực	0.615	0.352	0.546
ardent	hăng hái	0.694	0.873	0.722
ardor	ardor	0.500	0.780	0.538
arduous	gian truân	0.344	0.783	0.605
area	khu vực	0.490	0.306	0.464
arena	đấu trường	0.510	0.235	0.404
areola	areola	0.417	0.396	0.381
areyoukidding	NO TRANSLATION	0.429	0.633	0.400
areyoukiddingme	NO TRANSLATION	0.365	0.635	0.375
argent	NO TRANSLATION	0.594	0.418	0.472
argh	argh	0.260	0.538	0.328
arghh	NO TRANSLATION	0.292	0.536	0.397
arghhhh	NO TRANSLATION	0.250	0.618	0.324
argue	tranh luận	0.093	0.798	0.525
argument	tranh luận	0.510	0.464	0.698
argumentation	sự tranh luận	0.479	0.549	0.760
argumentative	tranh luận	0.450	0.531	0.679
arguments	lập luận	0.541	0.602	0.657
arid	khô khan	0.323	0.333	0.379
arise	nảy sinh	0.750	0.582	0.725
aristocracy	tầng lớp quý tộc	0.688	0.549	0.842
aristocrat	quý tộc	0.583	0.413	0.811
aristocratic	quý tộc	0.449	0.519	0.676
arithmetic	số học	0.453	0.460	0.634
ark	hòm	0.396	0.427	0.543
arm	cánh tay	0.552	0.285	0.469
armada	armada	0.408	0.740	0.868
armament	vũ trang	0.198	0.764	0.810
armaments	vũ khí	0.192	0.839	0.830
armature	phần ứng	0.510	0.558	0.755
armchair	ghế bành	0.646	0.164	0.339
armed	vũ trang	0.188	0.750	0.808
armor	áo giáp	0.469	0.625	0.784
armored	bọc thép	0.469	0.509	0.861
armory	kho vũ khí	0.448	0.663	0.800
armpit	nách	0.283	0.439	0.250
arms	cánh tay	0.464	0.395	0.483
army	quân đội	0.417	0.759	0.902
aroma	mùi thơm	0.823	0.235	0.442
aromatherapy	hương liệu	0.847	0.220	0.473
arousal	kích thích	0.791	0.943	0.731
arouse	đánh thức	0.740	0.491	0.580
aroused	dấy lên	0.708	0.952	0.667
arraignment	arraignment	0.406	0.837	0.534
arrange	sắp xếp	0.740	0.490	0.571
arranged	sắp xếp	0.698	0.531	0.728
arrangement	sắp xếp	0.625	0.382	0.683
array	mảng	0.521	0.396	0.568
arrears	nợ	0.286	0.485	0.302
arrest	bắt giữ	0.146	0.951	0.500
arrhythmia	loạn nhịp tim	0.265	0.706	0.356
arrival	đến	0.678	0.510	0.474
arrive	đến	0.837	0.406	0.585
arrogance	kiêu căng	0.143	0.750	0.620
arrogant	kiêu ngạo	0.115	0.755	0.580
arrow	mũi tên	0.439	0.390	0.454
arsehole	arsehole	0.276	0.598	0.433
arseholes	arseholes	0.188	0.545	0.351
arsenal	kho vũ khí	0.365	0.741	0.752
arsenic	asen	0.281	0.472	0.447
arson	arson	0.133	0.904	0.567
arsonist	arsonist	0.348	0.840	0.500
art	nghệ thuật	0.812	0.360	0.603
arterial	động mạch	0.396	0.510	0.583
artery	động mạch	0.396	0.580	0.537
artful	khéo léo	0.771	0.608	0.778
arthritis	viêm khớp	0.110	0.518	0.345
arthropod	động vật chân đốt	0.344	0.464	0.434
artichoke	atisô	0.583	0.218	0.287
article	bài báo	0.594	0.280	0.481
articles	bài viết	0.552	0.324	0.565
articulate	khớp nối	0.677	0.462	0.618
articulation	khớp nối	0.479	0.480	0.591
artifact	tạo tác	0.510	0.500	0.566
artifice	đồ tạo tác	0.316	0.696	0.482
artificial	nhân tạo	0.306	0.385	0.351
artillery	pháo binh	0.350	0.912	0.794
artisan	nghệ nhân	0.781	0.330	0.411
artist	nghệ sĩ	0.802	0.442	0.732
artiste	NO TRANSLATION	0.844	0.512	0.565
artistic	nghệ thuật	0.802	0.646	0.632
artistry	nghệ thuật	0.823	0.346	0.769
artists	nghệ sĩ	0.796	0.667	0.741
artwork	tác phẩm nghệ thuật	0.896	0.368	0.679
arty	arty	0.490	0.422	0.388
asap	càng sớm càng tốt	0.571	0.500	0.552
asbestos	amiăng	0.357	0.481	0.464
ascend	lên	0.830	0.620	0.812
ascendancy	sự lên ngôi	0.724	0.625	0.700
ascendant	lên cao	0.656	0.673	0.821
ascending	tăng dần	0.826	0.644	0.777
ascension	thăng thiên	0.765	0.720	0.714
ascent	đi lên	0.755	0.627	0.833
ascertain	xác định	0.560	0.530	0.625
ascertained	xác định chắc chắn	0.531	0.529	0.616
ascetic	khổ hạnh	0.438	0.375	0.472
ash	tro	0.260	0.210	0.207
ashamed	hổ thẹn	0.156	0.588	0.228
ashes	đống tro tàn	0.327	0.279	0.142
ashtray	gạt tàn	0.406	0.382	0.265
asinine	ngu si	0.429	0.472	0.433
ask	hỏi	0.531	0.440	0.459
asleeep	NO TRANSLATION	0.490	0.210	0.322
asleep	ngủ	0.604	0.100	0.270
asp	khao khát	0.438	0.489	0.375
asparagus	măng tây	0.469	0.317	0.264
aspartame	aspartame	0.469	0.480	0.322
aspect	khía cạnh	0.479	0.469	0.588
aspects	các khía cạnh	0.439	0.480	0.565
aspen	aspen	0.479	0.280	0.395
asphalt	nhựa đường	0.479	0.264	0.439
asphyxia	ngạt thở	0.198	0.704	0.311
asphyxiation	sự ngạt thở	0.059	0.745	0.412
aspiration	khát vọng	0.704	0.724	0.675
aspire	khao khát	0.812	0.469	0.722
aspirin	aspirin	0.479	0.271	0.422
aspiring	tham vọng	0.844	0.582	0.604
ass	ass	0.323	0.750	0.345
assail	tấn công	0.378	0.510	0.500
assailant	kẻ tấn công	0.184	0.868	0.602
assassin	kẻ ám sát	0.073	0.933	0.632
assassinate	ám sát	0.051	0.969	0.722
assassination	ám sát	0.083	0.941	0.525
assault	tấn công	0.167	0.848	0.550
assay	khảo nghiệm	0.633	0.559	0.594
assemblage	tập hợp	0.429	0.452	0.600
assemble	tập hợp	0.542	0.570	0.750
assembled	lắp ráp	0.663	0.450	0.644
assembly	hội,, tổ hợp	0.698	0.500	0.640
assemblyman	người lắp ráp	0.430	0.538	0.760
assent	đồng ý	0.615	0.515	0.719
assert	khẳng định	0.750	0.619	0.809
asserting	khẳng định	0.694	0.531	0.736
assertion	quả quyết	0.740	0.442	0.750
assertive	quả quyết	0.719	0.412	0.770
assess	đánh giá	0.698	0.500	0.623
assessment	thẩm định, lượng định, đánh giá	0.750	0.623	0.658
assessor	người đánh giá	0.551	0.538	0.764
asset	tài sản	0.797	0.765	0.788
assets	tài sản	0.667	0.613	0.765
asshole	lỗ đít	0.133	0.582	0.263
assign	chỉ định	0.622	0.417	0.709
assignee	người được chuyển nhượng	0.510	0.462	0.510
assignment	bài tập	0.483	0.398	0.745
assimilate	đồng hóa	0.559	0.391	0.683
assimilation	đồng hóa	0.429	0.378	0.463
assist	hỗ trợ	0.833	0.435	0.629
assistance	hỗ trợ	0.656	0.519	0.633
assistant	phụ tá	0.625	0.390	0.536
associate	liên kết	0.812	0.409	0.625
association	sự kết hợp	0.745	0.500	0.817
assorted	các loại	0.602	0.460	0.472
assortment	phân loại	0.694	0.360	0.526
assuage	assuage	0.745	0.255	0.500
assume	giả định	0.698	0.401	0.464
assumed	giả định	0.612	0.247	0.454
assuming	giả định	0.740	0.390	0.526
assumption	giả định	0.479	0.431	0.417
assurance	sự bảo đảm	0.675	0.442	0.704
assure	cam đoan	0.910	0.460	0.839
assured	yên tâm	0.878	0.327	0.754
assuredly	chắc chắn	0.786	0.396	0.833
asterisk	dấu hoa thị	0.541	0.288	0.273
asteroid	tiểu hành tinh	0.430	0.721	0.623
asteroids	tiểu hành tinh	0.361	0.694	0.712
asthma	bệnh suyễn	0.198	0.549	0.227
asthmatic	hen suyễn	0.229	0.706	0.294
astigmatism	loạn thị	0.214	0.490	0.429
astonish	kinh ngạc	0.786	0.845	0.658
astonished	kinh ngạc	0.510	0.775	0.574
astonishing	kinh ngạc	0.844	0.802	0.821
astonishingly	NO TRANSLATION	0.827	0.898	0.773
astonishment	sự kinh ngạc	0.680	0.718	0.519
astound	kinh ngạc	0.729	0.675	0.474
astral	astral	0.604	0.417	0.567
astray	lạc đường	0.098	0.676	0.308
astringent	làm se	0.316	0.500	0.474
astrologer	nhà chiêm tinh	0.594	0.519	0.673
astrology	chiêm tinh học	0.635	0.340	0.500
astronaut	phi hành gia	0.792	0.601	0.761
astronomer	nhà thiên văn học	0.750	0.509	0.735
astronomical	thiên văn	0.600	0.632	0.726
astronomy	thiên văn học	0.613	0.474	0.722
astute	sắc sảo	0.776	0.658	0.827
asunder	bừa bãi	0.208	0.442	0.259
asylum	xin tị nạn	0.407	0.330	0.445
asymmetric	bất đối xứng	0.580	0.343	0.465
asymmetry	bất đối xứng	0.476	0.373	0.527
asymptotic	tiệm cận	0.479	0.451	0.472
atelier	atelier	0.490	0.330	0.705
atheism	vô thần	0.276	0.460	0.481
atheist	người vô thần	0.225	0.447	0.377
atheistic	vô thần	0.373	0.481	0.466
atherosclerosis	xơ vữa động mạch	0.250	0.480	0.343
athlete	lực sĩ	0.781	0.718	0.686
athletic	Khỏe mạnh	0.857	0.798	0.708
athleticism	môn thể thao	0.750	0.863	0.778
athletics	điền kinh	0.831	0.691	0.740
atlas	bản đồ	0.531	0.306	0.554
atmosphere	không khí	0.604	0.300	0.560
atmospheric	khí quyển	0.531	0.420	0.594
atoll	đảo san hô	0.480	0.408	0.472
atom	nguyên tử	0.510	0.500	0.433
atomic	nguyên tử	0.327	0.817	0.713
atone	chuộc tội	0.418	0.673	0.411
atonement	sự chuộc tội	0.550	0.602	0.683
