Word	Kazakh-kk	Valence	Arousal	Dominance
amused	таң қалдырды	0.942	0.847	0.596
amusement	ойын-сауық	0.929	0.837	0.803
amusing	көңілді	0.960	0.829	0.632
ana	NO TRANSLATION	0.541	0.300	0.314
anaconda	анаконда	0.146	0.830	0.540
anaesthesia	анестезия	0.350	0.217	0.473
anaesthetic	анестезиялық	0.449	0.268	0.509
anagram	анаграмма	0.552	0.327	0.449
anal	анал	0.333	0.798	0.334
analgesic	анальгетиктер	0.417	0.321	0.441
analogous	ұқсас	0.531	0.270	0.500
analogue	аналогы	0.570	0.320	0.446
analogy	ұқсастығы	0.510	0.367	0.509
analysis	талдау	0.729	0.448	0.705
analyst	талдаушы	0.604	0.415	0.755
analytic	аналитикалық	0.665	0.521	0.634
analytical	аналитикалық	0.625	0.324	0.800
analyze	талдау	0.667	0.462	0.710
analyzer	анализатор	0.625	0.556	0.854
anaphylactic	анафилактикалық	0.378	0.588	0.500
anarchism	анархизм	0.125	0.804	0.623
anarchist	анархист	0.204	0.700	0.759
anarchy	анархия	0.146	0.755	0.620
anastomosis	анастомоз	0.375	0.470	0.490
anathema	анатея	0.286	0.490	0.519
anatomic	анатомиялық	0.562	0.442	0.546
anatomy	анатомия	0.562	0.390	0.571
ancestor	арғы ата	0.592	0.388	0.594
ancestral	бабаларымыз	0.640	0.481	0.750
ancestry	ата-бабаларымыз	0.708	0.519	0.717
anchor	якорь	0.520	0.284	0.564
anchorage	бекіту	0.500	0.325	0.639
ancient	ежелгі	0.420	0.217	0.439
ancillary	қосалқы	0.449	0.442	0.278
androgen	андроген	0.255	0.523	0.527
android	жәнеroid	0.663	0.436	0.500
anecdote	анекдот	0.583	0.529	0.500
anemia	анемия	0.188	0.327	0.310
anemic	анемия	0.167	0.279	0.155
anemone	анемон	0.552	0.538	0.327
anesthesia	анестезия	0.365	0.216	0.394
anesthesiologist	анестезиолог	0.419	0.224	0.526
anesthetic	анестезиялық	0.350	0.264	0.482
aneurysm	аневризма	0.115	0.690	0.536
anew	жаңадан	0.771	0.358	0.385
angel	періште	0.906	0.158	0.704
angelic	періште	0.927	0.298	0.668
anger	ашулану	0.167	0.865	0.657
angered	ашуланды	0.010	0.860	0.547
angermanagement	NO TRANSLATION	0.260	0.632	0.482
angina	ангина	0.230	0.630	0.464
angiogram	ангиограф	0.347	0.520	0.465
angiography	ангиография	0.378	0.536	0.520
angle	бұрышы	0.541	0.330	0.455
angling	боран	0.625	0.408	0.500
angora	ангора	0.529	0.425	0.405
angriest	бақытсыздық	0.094	0.892	0.430
angry	ашуланған	0.122	0.830	0.604
angrytweet	NO TRANSLATION	0.265	0.644	0.471
angst	ашу	0.167	0.888	0.333
anguish	күйзеліс	0.153	0.792	0.265
anguished	мұңайған	0.135	0.720	0.307
angular	бұрыштық	0.449	0.281	0.444
anhydrous	сусыз	0.456	0.365	0.355
animal	жануар	0.521	0.510	0.513
animate	тірі	0.827	0.755	0.635
animated	анимацияланған	0.823	0.676	0.538
animation	анимация	0.888	0.750	0.549
animosity	қиянат	0.510	0.724	0.545
animus	анимус	0.698	0.676	0.466
ankle	айқас	0.500	0.274	0.234
anklet	буксет	0.410	0.276	0.302
annals	жылнамалар	0.427	0.610	0.424
annex	қосымша	0.594	0.350	0.458
annexation	аннексиялау	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	жою	0.115	0.918	0.681
annihilated	жойылған	0.080	0.760	0.324
annihilation	аннигиляция	0.041	0.800	0.591
anniversary	мерейтойы	0.880	0.770	0.723
annotate	түсініктеме	0.592	0.469	0.441
annotation	аннотация	0.604	0.470	0.619
announce	хабарлаңыз	0.694	0.618	0.611
announcement	хабарландыру	0.729	0.491	0.482
announcer	диктор	0.602	0.570	0.732
annoy	тітіркендіреді	0.094	0.765	0.286
annoyance	тітіркену	0.167	0.718	0.342
annoyed	тітіркендіреді	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	тітіркендіргіш	0.082	0.853	0.348
annoys	тітіркендіреді	0.146	0.778	0.435
annual	жылдық	0.552	0.236	0.500
annuity	аннуитет	0.521	0.304	0.527
annul	күшін жойды	0.250	0.448	0.364
annular	сақиналы	0.310	0.385	0.412
annulment	күшін жою	0.153	0.375	0.447
annulus	аннулус	0.458	0.380	0.376
anointed	майланған	0.500	0.368	0.579
anointing	майлау	0.653	0.350	0.547
anomalous	ауытқушылық	0.281	0.480	0.423
anomaly	аномалия	0.188	0.538	0.404
anon	анон	0.479	0.354	0.298
anonymity	анонимдік	0.469	0.255	0.430
anonymous	Аноним	0.396	0.291	0.431
anorexic	анорексиялық	0.160	0.618	0.245
answer	жауап	0.537	0.373	0.661
answerable	жауапты	0.708	0.481	0.750
answering	жауап беру	0.684	0.500	0.607
ant	қасқыр	0.448	0.216	0.216
antagonism	антагонизм	0.224	0.618	0.524
antagonist	антагонист	0.240	0.615	0.700
antagonistic	антагонистикалық	0.296	0.604	0.565
antagonize	антагонизация	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	алдын ала	0.427	0.551	0.566
antelope	антилопа	0.542	0.510	0.500
antenna	антенна	0.521	0.327	0.358
anterior	алдыңғы	0.510	0.245	0.362
anthem	әнұран	0.780	0.343	0.729
anthill	антил	0.327	0.578	0.377
anthology	антология	0.338	0.406	0.537
anthrax	күйдіргі	0.188	0.730	0.500
anthropological	антропологиялық	0.367	0.390	0.490
anthropologist	антрополог	0.551	0.385	0.725
anthropology	антропология	0.490	0.367	0.582
anti	қарсы	0.365	0.412	0.384
antiaircraft	зениттік зымыран	0.330	0.622	0.629
antibiotic	антибиотик	0.510	0.373	0.658
antibiotics	антибиотиктер	0.448	0.406	0.557
antichrist	Дьяхрист	0.082	0.837	0.544
anticipate	күтеді	0.622	0.469	0.667
anticipation	күтім	0.698	0.539	0.711
anticipatory	күтпеген	0.653	0.551	0.682
antics	антика	0.448	0.740	0.236
antidote	антидот	0.541	0.490	0.629
antifungal	қарсы препарат	0.408	0.412	0.441
antigravity	антигравитация	0.430	0.714	0.658
antimony	сурьма	0.378	0.398	0.490
antipathy	антипатия	0.198	0.549	0.393
antiquarian	антикварлықтар	0.500	0.233	0.426
antiquated	ескірген	0.420	0.392	0.236
antique	антикварлық	0.634	0.290	0.518
antiques	антиквариат	0.540	0.370	0.595
antiquity	ежелгі	0.385	0.333	0.556
antiseptic	антисептикалық	0.438	0.370	0.623
antisocial	антисоциальлық	0.146	0.686	0.391
antithesis	антитез	0.396	0.412	0.536
antithetical	қарсы	0.271	0.509	0.358
antiviral	вирусқа қарсы	0.459	0.470	0.549
antler	антлер	0.448	0.470	0.500
antsy	антсис	0.449	0.558	0.417
anus	анус	0.347	0.644	0.350
anvil	анвил	0.380	0.510	0.604
anxiety	алаңдаушылық	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	алаңдаушылық	0.281	0.875	0.434
anxiousness	алаңдаушылық	0.235	0.814	0.282
anytime	кез келген уақытта	0.625	0.461	0.436
aorta	аорта	0.448	0.510	0.542
aortic	аорты	0.436	0.540	0.438
apace	апат	0.536	0.500	0.536
apache	apache	0.687	0.469	0.500
apartment	пәтер	0.719	0.393	0.580
apartments	пәтерлер	0.704	0.337	0.443
apathetic	апатетикалық	0.188	0.292	0.333
apathy	апатия	0.184	0.212	0.204
ape	маймыл	0.548	0.389	0.336
aperture	тесік	0.612	0.450	0.667
apex	шыңы	0.570	0.433	0.418
aphid	aphid	0.388	0.473	0.407
aphrodisiac	афродизиак	0.750	0.846	0.667
apiece	дана	0.439	0.259	0.383
aplomb	аулау	0.500	0.509	0.582
apocalypse	апокалипсис	0.050	0.867	0.736
apocalyptic	апокалиптический	0.173	0.880	0.750
apologetic	кешірімсіз	0.479	0.461	0.571
apologist	кешірім сұрады	0.406	0.429	0.526
apologize	кешірім сұраймыз	0.551	0.378	0.389
apology	кешірім	0.571	0.346	0.402
apostasy	жолдан таю	0.388	0.520	0.517
apostate	жолдан тайған	0.342	0.500	0.528
apostle	Елші	0.646	0.347	0.732
apostolic	апостольдық	0.592	0.300	0.717
apostrophe	апостроф	0.469	0.368	0.537
apothecary	апотекар	0.561	0.328	0.529
appalled	таң қалдырды	0.194	0.792	0.562
appalling	қасіретін	0.160	0.827	0.415
apparatus	аппараты	0.375	0.353	0.377
apparel	киім	0.698	0.435	0.453
apparent	анық	0.473	0.383	0.398
apparently	анық	0.531	0.410	0.426
apparition	көрініс	0.406	0.573	0.636
appeal	апелляция	0.663	0.598	0.558
appear	пайда болады	0.735	0.506	0.567
appearance	сыртқы түрі	0.669	0.490	0.534
appease	тыныштық	0.633	0.278	0.434
appellant	өтініш беруші	0.327	0.588	0.568
append	қосу	0.573	0.464	0.453
appendage	қосымша	0.229	0.382	0.438
appendectomy	аппендэктомия	0.177	0.670	0.554
appendicitis	аппендицит	0.031	0.640	0.347
appendix	қосымша	0.365	0.387	0.425
appetite	тәбет	0.704	0.637	0.581
appetizer	тісбасар	0.755	0.560	0.406
appetizing	тәбетті	0.806	0.657	0.688
applaud	алақайлап	0.865	0.824	0.464
applause	шапалақ	0.953	0.857	0.621
apple	алма	0.811	0.300	0.264
apple juice	алма шырыны	0.765	0.204	0.294
applejack	applejack	0.604	0.431	0.473
applesauce	applesauce	0.750	0.167	0.291
appliance	құралды қолданыңыз	0.582	0.453	0.538
appliances	тұрмыстық техника	0.594	0.394	0.567
applicability	қолдану мүмкіндігі	0.677	0.490	0.741
applicable	қолданылатын	0.469	0.430	0.667
applicant	өтініш беруші	0.612	0.558	0.688
application	қолдану	0.646	0.445	0.726
apply	қолданыңыз	0.612	0.321	0.667
appoint	тағайындаңыз	0.565	0.330	0.509
appointment	тағайындау	0.688	0.594	0.547
appointments	тағайындаулар	0.745	0.677	0.625
apportion	бөлу	0.677	0.490	0.638
apportionment	бөлу	0.552	0.481	0.453
appraisal	бағалау	0.417	0.667	0.682
appraise	бағалау	0.677	0.490	0.696
appreciable	айтарлықтай	0.873	0.491	0.778
appreciate	бағалаңыз	0.885	0.422	0.741
appreciated	бағалады	0.910	0.434	0.779
appreciates	жоғары бағалайды	0.765	0.500	0.656
appreciation	алғыс	0.917	0.529	0.588
appreciative	ризамын	0.857	0.380	0.654
apprehend	ұстау	0.521	0.624	0.696
apprehension	ұстау	0.385	0.720	0.454
apprehensive	қауіпті	0.406	0.592	0.431
apprentice	оқушы	0.615	0.413	0.452
apprenticeship	шәкіртақы	0.812	0.482	0.643
approach	тәсіл	0.612	0.392	0.610
approaching	жақындап келеді	0.740	0.557	0.491
approbate	NO TRANSLATION	0.646	0.590	0.860
approbation	сынау	0.792	0.529	0.774
appropriate	қолайлы	0.833	0.368	0.759
appropriation	қаржы бөлу	0.510	0.632	0.717
approval	мақұлдау	0.854	0.460	0.889
approve	мақұлдау	0.875	0.548	0.741
approved	бекітілген	0.833	0.349	0.698
approvement	бекіту	0.880	0.625	0.780
approving	бекіту	0.917	0.583	0.773
approximate	жуық	0.551	0.560	0.520
approximately	шамамен шамамен	0.622	0.396	0.538
approximating	жуықтау	0.583	0.615	0.471
approximation	жуықтау	0.582	0.402	0.593
appurtenances	көмек	0.573	0.412	0.547
apricot	өрік	0.708	0.320	0.278
apron	перрон	0.582	0.208	0.245
apt	ұйқы	0.582	0.418	0.382
aptitude	қабілеті	0.750	0.471	0.746
aqua	аква	0.656	0.292	0.359
aquamarine	аквамарин	0.729	0.306	0.413
aquarium	аквариум	0.663	0.327	0.393
aquatic	су	0.677	0.510	0.463
aqueduct	акведук	0.551	0.411	0.534
aqueous	су	0.429	0.270	0.310
arable	егістік	0.510	0.350	0.465
arbiter	арбитр	0.561	0.537	0.814
arbitrary	ерікті	0.281	0.702	0.686
arbitrate	арбитраж	0.470	0.620	0.682
arbitration	арбитраж	0.587	0.602	0.670
arbitrator	арбитр	0.385	0.448	0.795
arbor	шатыр	0.583	0.490	0.591
arc	доғасы	0.552	0.388	0.396
arcade	Аркадий	0.676	0.521	0.502
arcane	аркан	0.500	0.490	0.637
arch	арка	0.500	0.354	0.468
archaeological	археологиялық	0.740	0.441	0.660
archaeologist	археолог	0.552	0.451	0.706
archaeology	археология	0.596	0.358	0.691
archaic	архаикалық	0.271	0.327	0.332
archangel	бас періште	0.837	0.500	0.708
archbishop	архиепископ	0.622	0.280	0.776
archdiocese	архидиоцез	0.400	0.321	0.704
archduke	archduke	0.458	0.413	0.634
arched	арка	0.582	0.403	0.398
archer	садақшы	0.573	0.622	0.661
archery	садақ ату	0.594	0.604	0.589
archetype	архетип	0.448	0.520	0.569
archipelago	архипелаг	0.745	0.370	0.592
architect	сәулетші	0.776	0.442	0.836
architectural	сәулет	0.729	0.390	0.670
architecture	сәулет	0.820	0.390	0.694
archive	мұрағаты	0.438	0.294	0.527
arctic	арктика	0.615	0.352	0.546
ardent	қызықты	0.694	0.873	0.722
ardor	ард	0.500	0.780	0.538
arduous	қиын	0.344	0.783	0.605
area	ауданы	0.490	0.306	0.464
arena	арена	0.510	0.235	0.404
areola	isola	0.417	0.396	0.381
areyoukidding	NO TRANSLATION	0.429	0.633	0.400
areyoukiddingme	NO TRANSLATION	0.365	0.635	0.375
argent	NO TRANSLATION	0.594	0.418	0.472
argh	арх	0.260	0.538	0.328
arghh	NO TRANSLATION	0.292	0.536	0.397
arghhhh	NO TRANSLATION	0.250	0.618	0.324
argue	дау айту	0.093	0.798	0.525
argument	дәлел	0.510	0.464	0.698
argumentation	дәлелдеу	0.479	0.549	0.760
argumentative	дәлелді	0.450	0.531	0.679
arguments	дәлелдер	0.541	0.602	0.657
arid	құрғақ	0.323	0.333	0.379
arise	пайда болады	0.750	0.582	0.725
aristocracy	ақсүйектер	0.688	0.549	0.842
aristocrat	аристократ	0.583	0.413	0.811
aristocratic	ақсүйектер	0.449	0.519	0.676
arithmetic	арифметика	0.453	0.460	0.634
ark	кеме	0.396	0.427	0.543
arm	қол	0.552	0.285	0.469
armada	armada	0.408	0.740	0.868
armament	қару-жарақ	0.198	0.764	0.810
armaments	қару-жарақ	0.192	0.839	0.830
armature	арматура	0.510	0.558	0.755
armchair	кресло	0.646	0.164	0.339
armed	қарулы	0.188	0.750	0.808
armor	қару-жарақ	0.469	0.625	0.784
armored	брондалған	0.469	0.509	0.861
armory	қару-жарақ	0.448	0.663	0.800
armpit	қолтаңба	0.283	0.439	0.250
arms	қолдар	0.464	0.395	0.483
army	армия	0.417	0.759	0.902
aroma	хош иіс	0.823	0.235	0.442
aromatherapy	ароматерапия	0.847	0.220	0.473
arousal	жағымсыздық	0.791	0.943	0.731
arouse	ояту	0.740	0.491	0.580
aroused	көтерілді	0.708	0.952	0.667
arraignment	келісу	0.406	0.837	0.534
arrange	ұйымдастырыңыз	0.740	0.490	0.571
arranged	ұйымдастырылған	0.698	0.531	0.728
arrangement	келісу	0.625	0.382	0.683
array	массив	0.521	0.396	0.568
arrears	берешек	0.286	0.485	0.302
arrest	қамауға алу	0.146	0.951	0.500
arrhythmia	аритмия	0.265	0.706	0.356
arrival	келу	0.678	0.510	0.474
arrive	келу	0.837	0.406	0.585
arrogance	бойкүндік	0.143	0.750	0.620
arrogant	мақтаншақ	0.115	0.755	0.580
arrow	жебе	0.439	0.390	0.454
arsehole	арсенол	0.276	0.598	0.433
arseholes	арсенолдар	0.188	0.545	0.351
arsenal	арсенал	0.365	0.741	0.752
arsenic	мышьяк	0.281	0.472	0.447
arson	өрт	0.133	0.904	0.567
arsonist	арсеналист	0.348	0.840	0.500
art	өнер	0.812	0.360	0.603
arterial	артериялық	0.396	0.510	0.583
artery	артерия	0.396	0.580	0.537
artful	шебер	0.771	0.608	0.778
arthritis	артрит	0.110	0.518	0.345
arthropod	артропод	0.344	0.464	0.434
artichoke	артишок	0.583	0.218	0.287
article	мақала	0.594	0.280	0.481
articles	мақалалар	0.552	0.324	0.565
articulate	артикулы	0.677	0.462	0.618
articulation	артикуляция	0.479	0.480	0.591
artifact	артефакт	0.510	0.500	0.566
artifice	артефиц	0.316	0.696	0.482
artificial	жасанды	0.306	0.385	0.351
artillery	артиллерия	0.350	0.912	0.794
artisan	қолөнершілер	0.781	0.330	0.411
artist	әртіс	0.802	0.442	0.732
artiste	NO TRANSLATION	0.844	0.512	0.565
artistic	көркемдік	0.802	0.646	0.632
artistry	шеберлік	0.823	0.346	0.769
artists	суретшілер	0.796	0.667	0.741
artwork	өнер туындысы	0.896	0.368	0.679
arty	арты	0.490	0.422	0.388
asap	мүмкіндігінше тезірек	0.571	0.500	0.552
asbestos	асбест	0.357	0.481	0.464
ascend	көтерілу	0.830	0.620	0.812
ascendancy	ұлылық	0.724	0.625	0.700
ascendant	үстем	0.656	0.673	0.821
ascending	көтерілген	0.826	0.644	0.777
ascension	көтерілу	0.765	0.720	0.714
ascent	көтерілу	0.755	0.627	0.833
ascertain	анықтаңыз	0.560	0.530	0.625
ascertained	анықталды	0.531	0.529	0.616
ascetic	аскеталық	0.438	0.375	0.472
ash	күл	0.260	0.210	0.207
ashamed	ұялады	0.156	0.588	0.228
ashes	күлді	0.327	0.279	0.142
ashtray	асхана	0.406	0.382	0.265
asinine	асинин	0.429	0.472	0.433
ask	сұраңыз	0.531	0.440	0.459
asleeep	NO TRANSLATION	0.490	0.210	0.322
asleep	ұйықтап жатыр	0.604	0.100	0.270
