Word	Slovak-sk	Valence	Arousal	Dominance
analogy	analógia	0.510	0.367	0.509
analysis	analýza	0.729	0.448	0.705
analyst	analytik	0.604	0.415	0.755
analytic	analytický	0.665	0.521	0.634
analytical	analytické	0.625	0.324	0.800
analyze	analyzovať	0.667	0.462	0.710
analyzer	analyzátor	0.625	0.556	0.854
anaphylactic	anafylaktický	0.378	0.588	0.500
anarchism	anarchizmus	0.125	0.804	0.623
anarchist	anarchista	0.204	0.700	0.759
anarchy	anarchia	0.146	0.755	0.620
anastomosis	anastomóza	0.375	0.470	0.490
anathema	anatéma	0.286	0.490	0.519
anatomic	anatomický	0.562	0.442	0.546
anatomy	anatómia	0.562	0.390	0.571
ancestor	predok	0.592	0.388	0.594
ancestral	dedičný	0.640	0.481	0.750
ancestry	pôvod	0.708	0.519	0.717
anchor	Kotva	0.520	0.284	0.564
anchorage	kotvisko	0.500	0.325	0.639
ancient	staroveký	0.420	0.217	0.439
ancillary	pomocný	0.449	0.442	0.278
androgen	androgénnej	0.255	0.523	0.527
android	Android	0.663	0.436	0.500
anecdote	anekdota	0.583	0.529	0.500
anemia	anémia	0.188	0.327	0.310
anemic	anemický	0.167	0.279	0.155
anemone	sasanka	0.552	0.538	0.327
anesthesia	anestézie	0.365	0.216	0.394
anesthesiologist	anestéziológ	0.419	0.224	0.526
anesthetic	anestetikum	0.350	0.264	0.482
aneurysm	aneuryzma	0.115	0.690	0.536
anew	znovu	0.771	0.358	0.385
angel	anjel	0.906	0.158	0.704
angelic	anjelský	0.927	0.298	0.668
anger	hnev	0.167	0.865	0.657
angered	hneval	0.010	0.860	0.547
angermanagement	NO TRANSLATION	0.260	0.632	0.482
angina	angína	0.230	0.630	0.464
angiogram	angiogram	0.347	0.520	0.465
angiography	angiografia	0.378	0.536	0.520
angle	uhol	0.541	0.330	0.455
angling	rybárčenie	0.625	0.408	0.500
angora	angora	0.529	0.425	0.405
angriest	nejrozzlobenější	0.094	0.892	0.430
angry	nahnevaný	0.122	0.830	0.604
angrytweet	NO TRANSLATION	0.265	0.644	0.471
angst	pocit úzkosti	0.167	0.888	0.333
anguish	úzkosť	0.153	0.792	0.265
anguished	mučivý	0.135	0.720	0.307
angular	uhlový	0.449	0.281	0.444
anhydrous	bezvodý	0.456	0.365	0.355
animal	zviera	0.521	0.510	0.513
animate	oživiť	0.827	0.755	0.635
animated	animovaný	0.823	0.676	0.538
animation	animácie	0.888	0.750	0.549
animosity	nepriateľstvo	0.510	0.724	0.545
animus	hnevu	0.698	0.676	0.466
ankle	členok	0.500	0.274	0.234
anklet	šperku	0.410	0.276	0.302
annals	anály	0.427	0.610	0.424
annex	príloha	0.594	0.350	0.458
annexation	zabratie	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	vyhladiť	0.115	0.918	0.681
annihilated	zničený	0.080	0.760	0.324
annihilation	zničenie	0.041	0.800	0.591
anniversary	výročie	0.880	0.770	0.723
annotate	opatriť poznámkami	0.592	0.469	0.441
annotation	vysvetlivka	0.604	0.470	0.619
announce	oznámiť	0.694	0.618	0.611
announcement	oznámenia	0.729	0.491	0.482
announcer	hlásateľ	0.602	0.570	0.732
annoy	otravovať	0.094	0.765	0.286
annoyance	nepríjemnosť	0.167	0.718	0.342
annoyed	otrávený	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	nepríjemný	0.082	0.853	0.348
annoys	obťažuje	0.146	0.778	0.435
annual	Výročný	0.552	0.236	0.500
annuity	anuita	0.521	0.304	0.527
annul	zrušiť	0.250	0.448	0.364
annular	kruhový	0.310	0.385	0.412
annulment	zrušenie	0.153	0.375	0.447
annulus	medzikružia	0.458	0.380	0.376
anointed	pomazaný	0.500	0.368	0.579
anointing	pomazanie	0.653	0.350	0.547
anomalous	anomálne	0.281	0.480	0.423
anomaly	anomália	0.188	0.538	0.404
anon	brzo	0.479	0.354	0.298
anonymity	anonymita	0.469	0.255	0.430
anonymous	anonymný	0.396	0.291	0.431
anorexic	anorektických	0.160	0.618	0.245
answer	odpoveď	0.537	0.373	0.661
answerable	zodpovedný	0.708	0.481	0.750
answering	záznamník	0.684	0.500	0.607
ant	mravec	0.448	0.216	0.216
antagonism	antagonizmus	0.224	0.618	0.524
antagonist	antagonista	0.240	0.615	0.700
antagonistic	antagonistický	0.296	0.604	0.565
antagonize	znepriateliť	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	predchodca	0.427	0.551	0.566
antelope	antilopa	0.542	0.510	0.500
antenna	anténa	0.521	0.327	0.358
anterior	predné	0.510	0.245	0.362
anthem	hymna	0.780	0.343	0.729
anthill	mravenisko	0.327	0.578	0.377
anthology	antológie	0.338	0.406	0.537
anthrax	antrax	0.188	0.730	0.500
anthropological	antropologický	0.367	0.390	0.490
anthropologist	antropológ	0.551	0.385	0.725
anthropology	antropológia	0.490	0.367	0.582
anti	proti	0.365	0.412	0.384
antiaircraft	protilietadlový	0.330	0.622	0.629
antibiotic	antibiotikum	0.510	0.373	0.658
antibiotics	antibiotiká	0.448	0.406	0.557
antichrist	antikrist	0.082	0.837	0.544
anticipate	predbiehať	0.622	0.469	0.667
anticipation	očakávania	0.698	0.539	0.711
anticipatory	predbežný	0.653	0.551	0.682
antics	NO TRANSLATION	0.448	0.740	0.236
antidote	protijed	0.541	0.490	0.629
antifungal	antimykotické	0.408	0.412	0.441
antigravity	anti gravitácia	0.430	0.714	0.658
antimony	antimón	0.378	0.398	0.490
antipathy	antipatia	0.198	0.549	0.393
antiquarian	starožitný	0.500	0.233	0.426
antiquated	staromódny	0.420	0.392	0.236
antique	antický	0.634	0.290	0.518
antiques	starožitnosti	0.540	0.370	0.595
antiquity	starovek	0.385	0.333	0.556
antiseptic	antiseptický	0.438	0.370	0.623
antisocial	nespoločenský	0.146	0.686	0.391
antithesis	protiklad	0.396	0.412	0.536
antithetical	protikladný	0.271	0.509	0.358
antiviral	protivírusový	0.459	0.470	0.549
antler	parohy	0.448	0.470	0.500
antsy	ants	0.449	0.558	0.417
anus	riť	0.347	0.644	0.350
anvil	nákova	0.380	0.510	0.604
anxiety	úzkosť	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	úzkostlivý	0.281	0.875	0.434
anxiousness	úzkosť	0.235	0.814	0.282
anytime	kedykoľvek	0.625	0.461	0.436
aorta	aorta	0.448	0.510	0.542
aortic	aortálnou	0.436	0.540	0.438
apace	náhlivo	0.536	0.500	0.536
apache	apache	0.687	0.469	0.500
apartment	byt	0.719	0.393	0.580
apartments	apartmány	0.704	0.337	0.443
apathetic	apatický	0.188	0.292	0.333
apathy	apatia	0.184	0.212	0.204
ape	opice	0.548	0.389	0.336
aperture	otvor	0.612	0.450	0.667
apex	vrchol	0.570	0.433	0.418
aphid	vošky	0.388	0.473	0.407
aphrodisiac	afrodiziakum	0.750	0.846	0.667
apiece	kúsok	0.439	0.259	0.383
aplomb	aplomb	0.500	0.509	0.582
apocalypse	apokalypsa	0.050	0.867	0.736
apocalyptic	apokalyptický	0.173	0.880	0.750
apologetic	ospravedlňujúci	0.479	0.461	0.571
apologist	obhajcu	0.406	0.429	0.526
apologize	ospravedlňovať	0.551	0.378	0.389
apology	ospravedlnenie	0.571	0.346	0.402
apostasy	odpadnutie	0.388	0.520	0.517
apostate	odpadlík	0.342	0.500	0.528
apostle	apoštol	0.646	0.347	0.732
apostolic	apoštolský	0.592	0.300	0.717
apostrophe	apostrof	0.469	0.368	0.537
apothecary	lekárnik	0.561	0.328	0.529
appalled	zdesený	0.194	0.792	0.562
appalling	otrasný	0.160	0.827	0.415
apparatus	prístroj	0.375	0.353	0.377
apparel	odev	0.698	0.435	0.453
apparent	zdanlivý	0.473	0.383	0.398
apparently	zrejme	0.531	0.410	0.426
apparition	zjavenie	0.406	0.573	0.636
appeal	odvolanie	0.663	0.598	0.558
appear	javí	0.735	0.506	0.567
appearance	vzhľad	0.669	0.490	0.534
appease	upokojiť	0.633	0.278	0.434
appellant	odvolávajúci	0.327	0.588	0.568
append	pripojiť	0.573	0.464	0.453
appendage	prívesok	0.229	0.382	0.438
appendectomy	operácia slepého čreva	0.177	0.670	0.554
appendicitis	zápal slepého čreva	0.031	0.640	0.347
appendix	príloha	0.365	0.387	0.425
appetite	chuť	0.704	0.637	0.581
appetizer	predjedlo	0.755	0.560	0.406
appetizing	chutný	0.806	0.657	0.688
applaud	aplaudovať	0.865	0.824	0.464
applause	potlesk	0.953	0.857	0.621
apple	jablko	0.811	0.300	0.264
apple juice	jablkový džús	0.765	0.204	0.294
applejack	Applejack	0.604	0.431	0.473
applesauce	jablkové pyré	0.750	0.167	0.291
appliance	spotrebič	0.582	0.453	0.538
appliances	spotrebiče	0.594	0.394	0.567
applicability	použiteľnosť	0.677	0.490	0.741
applicable	použiteľný	0.469	0.430	0.667
applicant	žiadateľ	0.612	0.558	0.688
application	prihláška	0.646	0.445	0.726
apply	platiť	0.612	0.321	0.667
appoint	menovať	0.565	0.330	0.509
appointment	vymenovanie	0.688	0.594	0.547
appointments	schôdzky	0.745	0.677	0.625
apportion	rozdeliť	0.677	0.490	0.638
apportionment	rozdelenie	0.552	0.481	0.453
appraisal	ocenenie	0.417	0.667	0.682
appraise	odhadnúť	0.677	0.490	0.696
appreciable	citeľný	0.873	0.491	0.778
appreciate	oceniť	0.885	0.422	0.741
appreciated	ocenili	0.910	0.434	0.779
appreciates	oceňuje	0.765	0.500	0.656
appreciation	ocenenie	0.917	0.529	0.588
appreciative	vďačný	0.857	0.380	0.654
apprehend	dopadnúť	0.521	0.624	0.696
apprehension	predtucha	0.385	0.720	0.454
apprehensive	chápavý	0.406	0.592	0.431
apprentice	učeň	0.615	0.413	0.452
apprenticeship	učenie	0.812	0.482	0.643
approach	prístup	0.612	0.392	0.610
approaching	blíži	0.740	0.557	0.491
approbate	NO TRANSLATION	0.646	0.590	0.860
approbation	aprobácie	0.792	0.529	0.774
appropriate	primeraný	0.833	0.368	0.759
appropriation	položka	0.510	0.632	0.717
approval	schválenie	0.854	0.460	0.889
approve	schvaľovať	0.875	0.548	0.741
approved	schválený	0.833	0.349	0.698
approvement	approvement	0.880	0.625	0.780
approving	schvaľovanie	0.917	0.583	0.773
approximate	približný	0.551	0.560	0.520
approximately	približne	0.622	0.396	0.538
approximating	aproximačnou	0.583	0.615	0.471
approximation	priblíženie	0.582	0.402	0.593
appurtenances	náležitosti	0.573	0.412	0.547
apricot	marhuľa	0.708	0.320	0.278
apron	zástera	0.582	0.208	0.245
apt	naklonený	0.582	0.418	0.382
aptitude	nadanie	0.750	0.471	0.746
aqua	aqua	0.656	0.292	0.359
aquamarine	akvamarín	0.729	0.306	0.413
aquarium	akvárium	0.663	0.327	0.393
aquatic	vodné	0.677	0.510	0.463
aqueduct	akvadukt	0.551	0.411	0.534
aqueous	vodné	0.429	0.270	0.310
arable	Orny	0.510	0.350	0.465
arbiter	rozhodca	0.561	0.537	0.814
arbitrary	svojvoľný	0.281	0.702	0.686
arbitrate	rozsudzovať	0.470	0.620	0.682
arbitration	arbitráž	0.587	0.602	0.670
arbitrator	rozhodcu	0.385	0.448	0.795
arbor	hriadeľ	0.583	0.490	0.591
arc	oblúk	0.552	0.388	0.396
arcade	arkáda	0.676	0.521	0.502
arcane	tajomný	0.500	0.490	0.637
arch	oblúk	0.500	0.354	0.468
archaeological	archeologický	0.740	0.441	0.660
archaeologist	archeológ	0.552	0.451	0.706
archaeology	archeológia	0.596	0.358	0.691
archaic	archaický	0.271	0.327	0.332
archangel	archanjel	0.837	0.500	0.708
archbishop	arcibiskup	0.622	0.280	0.776
archdiocese	arcidiecézy	0.400	0.321	0.704
archduke	arcivojvoda	0.458	0.413	0.634
arched	klenutý	0.582	0.403	0.398
archer	lukostrelec	0.573	0.622	0.661
archery	lukostreľba	0.594	0.604	0.589
archetype	archetyp	0.448	0.520	0.569
archipelago	súostrovie	0.745	0.370	0.592
architect	architekt	0.776	0.442	0.836
architectural	architektonický	0.729	0.390	0.670
architecture	architektúra	0.820	0.390	0.694
archive	archív	0.438	0.294	0.527
arctic	polárne	0.615	0.352	0.546
ardent	žhavý	0.694	0.873	0.722
ardor	zanietenie	0.500	0.780	0.538
arduous	obtiažnejší	0.344	0.783	0.605
area	rozloha	0.490	0.306	0.464
arena	aréna	0.510	0.235	0.404
areola	areola	0.417	0.396	0.381
areyoukidding	NO TRANSLATION	0.429	0.633	0.400
areyoukiddingme	NO TRANSLATION	0.365	0.635	0.375
argent	NO TRANSLATION	0.594	0.418	0.472
argh	argh	0.260	0.538	0.328
arghh	NO TRANSLATION	0.292	0.536	0.397
arghhhh	NO TRANSLATION	0.250	0.618	0.324
argue	argumentovať	0.093	0.798	0.525
argument	argument	0.510	0.464	0.698
argumentation	argumentácia	0.479	0.549	0.760
argumentative	hašterivý	0.450	0.531	0.679
arguments	argumenty	0.541	0.602	0.657
arid	suchý	0.323	0.333	0.379
arise	vyvstať	0.750	0.582	0.725
aristocracy	aristokracie	0.688	0.549	0.842
aristocrat	aristokrat	0.583	0.413	0.811
aristocratic	aristokratický	0.449	0.519	0.676
arithmetic	aritmetika	0.453	0.460	0.634
ark	archa	0.396	0.427	0.543
arm	paže	0.552	0.285	0.469
armada	loďstvo	0.408	0.740	0.868
armament	vyzbrojení	0.198	0.764	0.810
armaments	výzbroj	0.192	0.839	0.830
armature	armatúra	0.510	0.558	0.755
armchair	kreslo	0.646	0.164	0.339
armed	ozbrojený	0.188	0.750	0.808
armor	brnenie	0.469	0.625	0.784
armored	obrnený	0.469	0.509	0.861
armory	zbrojnica	0.448	0.663	0.800
armpit	podpazušie	0.283	0.439	0.250
arms	zbrane	0.464	0.395	0.483
army	armáda	0.417	0.759	0.902
aroma	aróma	0.823	0.235	0.442
aromatherapy	aromaterapia	0.847	0.220	0.473
arousal	vzrušenie	0.791	0.943	0.731
arouse	vzbudiť	0.740	0.491	0.580
aroused	vzbudilo	0.708	0.952	0.667
arraignment	obžaloba	0.406	0.837	0.534
arrange	usporiadať	0.740	0.490	0.571
arranged	usporiadané	0.698	0.531	0.728
arrangement	usporiadanie	0.625	0.382	0.683
array	rad	0.521	0.396	0.568
arrears	nedoplatky	0.286	0.485	0.302
arrest	zatknúť	0.146	0.951	0.500
arrhythmia	arytmie	0.265	0.706	0.356
arrival	prílet	0.678	0.510	0.474
arrive	prísť	0.837	0.406	0.585
arrogance	arogancia	0.143	0.750	0.620
arrogant	arogantný	0.115	0.755	0.580
arrow	šíp	0.439	0.390	0.454
arsehole	sráč	0.276	0.598	0.433
arseholes	arseholes	0.188	0.545	0.351
arsenal	arzenál	0.365	0.741	0.752
arsenic	arzén	0.281	0.472	0.447
arson	podpaľačstvo	0.133	0.904	0.567
arsonist	podpaľač	0.348	0.840	0.500
art	umenie	0.812	0.360	0.603
arterial	arteriálnej	0.396	0.510	0.583
artery	tepna	0.396	0.580	0.537
artful	mazaný	0.771	0.608	0.778
arthritis	artritída	0.110	0.518	0.345
arthropod	článkonožcov	0.344	0.464	0.434
artichoke	artičok	0.583	0.218	0.287
article	článok	0.594	0.280	0.481
articles	články	0.552	0.324	0.565
articulate	artikulovať	0.677	0.462	0.618
articulation	artikulácia	0.479	0.480	0.591
artifact	artefakt	0.510	0.500	0.566
artifice	rafinovanosť	0.316	0.696	0.482
artificial	umelý	0.306	0.385	0.351
artillery	delostrelectvo	0.350	0.912	0.794
artisan	remeselník	0.781	0.330	0.411
artist	umelec	0.802	0.442	0.732
artiste	NO TRANSLATION	0.844	0.512	0.565
artistic	umelecký	0.802	0.646	0.632
artistry	umenie	0.823	0.346	0.769
artists	umelci	0.796	0.667	0.741
artwork	umelecké diela	0.896	0.368	0.679
arty	bohémsky	0.490	0.422	0.388
asap	ASAP	0.571	0.500	0.552
asbestos	azbest	0.357	0.481	0.464
ascend	stúpať	0.830	0.620	0.812
ascendancy	prevaha	0.724	0.625	0.700
ascendant	stúpajúca	0.656	0.673	0.821
ascending	stúpajúca	0.826	0.644	0.777
ascension	stúpanie	0.765	0.720	0.714
ascent	výstup	0.755	0.627	0.833
ascertain	zistiť	0.560	0.530	0.625
ascertained	zistené	0.531	0.529	0.616
ascetic	asketický	0.438	0.375	0.472
ash	popol	0.260	0.210	0.207
ashamed	zahanbený	0.156	0.588	0.228
ashes	popol	0.327	0.279	0.142
ashtray	popolník	0.406	0.382	0.265
asinine	hlúpy	0.429	0.472	0.433
ask	opýtať sa	0.531	0.440	0.459
asleeep	NO TRANSLATION	0.490	0.210	0.322
asleep	spiace	0.604	0.100	0.270
asp	okuliarnik	0.438	0.489	0.375
asparagus	špargľa	0.469	0.317	0.264
aspartame	aspartám	0.469	0.480	0.322
aspect	aspekt	0.479	0.469	0.588
aspects	aspekty	0.439	0.480	0.565
aspen	osika	0.479	0.280	0.395
asphalt	asfalt	0.479	0.264	0.439
asphyxia	asfyxia	0.198	0.704	0.311
asphyxiation	zadusenie	0.059	0.745	0.412
aspiration	ašpirácie	0.704	0.724	0.675
aspire	túžiť	0.812	0.469	0.722
aspirin	aspirín	0.479	0.271	0.422
aspiring	ctižiadostivý	0.844	0.582	0.604
ass	somár	0.323	0.750	0.345
assail	prepadnúť	0.378	0.510	0.500
assailant	útočník	0.184	0.868	0.602
assassin	vrah	0.073	0.933	0.632
assassinate	zavraždiť	0.051	0.969	0.722
assassination	vražda	0.083	0.941	0.525
assault	prepadnutia	0.167	0.848	0.550
assay	test	0.633	0.559	0.594
assemblage	zhromaždenia	0.429	0.452	0.600
assemble	zostaviť	0.542	0.570	0.750
assembled	zmontovaný	0.663	0.450	0.644
assembly	zhromaždenie	0.698	0.500	0.640
assemblyman	montér	0.430	0.538	0.760
assent	súhlas	0.615	0.515	0.719
assert	tvrdiť	0.750	0.619	0.809
asserting	tvrdiť	0.694	0.531	0.736
assertion	tvrdenie	0.740	0.442	0.750
assertive	asertívny	0.719	0.412	0.770
assess	posúdiť	0.698	0.500	0.623
assessment	posúdenie	0.750	0.623	0.658
assessor	odhadcu	0.551	0.538	0.764
asset	aktívum	0.797	0.765	0.788
assets	aktíva	0.667	0.613	0.765
asshole	kretén	0.133	0.582	0.263
assign	priradiť	0.622	0.417	0.709
assignee	postupník	0.510	0.462	0.510
assignment	prideľovanie	0.483	0.398	0.745
assimilate	asimilovať	0.559	0.391	0.683
assimilation	asimilácia	0.429	0.378	0.463
assist	asistovať	0.833	0.435	0.629
assistance	pomoc	0.656	0.519	0.633
assistant	pomocník	0.625	0.390	0.536
associate	spolupracovník	0.812	0.409	0.625
association	združenie	0.745	0.500	0.817
assorted	roztriedený	0.602	0.460	0.472
assortment	výber	0.694	0.360	0.526
assuage	utíšiť	0.745	0.255	0.500
assume	predpokladať	0.698	0.401	0.464
assumed	predpokladaný	0.612	0.247	0.454
assuming	za predpokladu, že	0.740	0.390	0.526
assumption	predpoklad	0.479	0.431	0.417
assurance	uistenie	0.675	0.442	0.704
assure	uistiť	0.910	0.460	0.839
assured	sebaistý	0.878	0.327	0.754
assuredly	iste	0.786	0.396	0.833
asterisk	hviezdička	0.541	0.288	0.273
asteroid	asteroid	0.430	0.721	0.623
asteroids	asteroidy	0.361	0.694	0.712
asthma	astma	0.198	0.549	0.227
asthmatic	astmatik	0.229	0.706	0.294
astigmatism	astigmatizmus	0.214	0.490	0.429
astonish	ohromiť	0.786	0.845	0.658
astonished	užasnutý	0.510	0.775	0.574
astonishing	udivujúce	0.844	0.802	0.821
astonishingly	NO TRANSLATION	0.827	0.898	0.773
astonishment	údiv	0.680	0.718	0.519
astound	ohromiť	0.729	0.675	0.474
astral	hviezdny	0.604	0.417	0.567
astray	zblúdilý	0.098	0.676	0.308
astringent	zvieravý	0.316	0.500	0.474
astrologer	astrológ	0.594	0.519	0.673
astrology	astrológia	0.635	0.340	0.500
astronaut	astronaut	0.792	0.601	0.761
astronomer	astronóm	0.750	0.509	0.735
astronomical	astronomický	0.600	0.632	0.726
astronomy	astronómie	0.613	0.474	0.722
astute	prefíkaný	0.776	0.658	0.827
asunder	od seba	0.208	0.442	0.259
asylum	azyl	0.407	0.330	0.445
asymmetric	asymetrický	0.580	0.343	0.465
asymmetry	asymetria	0.476	0.373	0.527
asymptotic	asymptotic	0.479	0.451	0.472
atelier	ateliér	0.490	0.330	0.705
atheism	ateizmus	0.276	0.460	0.481
atheist	ateista	0.225	0.447	0.377
atheistic	ateistický	0.373	0.481	0.466
atherosclerosis	ateroskleróza	0.250	0.480	0.343
athlete	športovec	0.781	0.718	0.686
athletic	atletický	0.857	0.798	0.708
athleticism	atletického	0.750	0.863	0.778
athletics	Atletika	0.831	0.691	0.740
atlas	atlas	0.531	0.306	0.554
atmosphere	atmosféra	0.604	0.300	0.560
atmospheric	atmosférický	0.531	0.420	0.594
atoll	atol	0.480	0.408	0.472
atom	atóm	0.510	0.500	0.433
atomic	atómový	0.327	0.817	0.713
atone	odčiniť	0.418	0.673	0.411
atonement	zmierenie	0.550	0.602	0.683
atpeace	v mieri	0.724	0.298	0.519
atrium	átrium	0.469	0.365	0.473
atrocious	ukrutný	0.073	0.811	0.445
atrocity	krutosť	0.115	0.844	0.593
atrophy	atrofia	0.177	0.540	0.208
attach	priložiť	0.520	0.363	0.559
attached	pripojený	0.562	0.350	0.439
attachment	pripevnenie	0.570	0.343	0.500
attack	útok	0.286	0.948	0.670
attacker	útočník	0.185	0.962	0.629
attacking	útočiace	0.276	0.837	0.642
attain	dosiahnuť	0.806	0.510	0.719
attainable	dosiahnuteľný	0.760	0.500	0.759
attainment	dosiahnutie	0.830	0.520	0.940
attempt	pokus	0.625	0.491	0.431
attempted	pokúsili	0.594	0.580	0.567
attend	navštevovať	0.650	0.420	0.625
attendance	prezencia	0.812	0.500	0.592
attendant	strážca	0.580	0.365	0.519
attention	pozornosť	0.740	0.599	0.774
attentionseeker	NO TRANSLATION	0.367	0.745	0.457
attentionseekers	NO TRANSLATION	0.531	0.673	0.500
attentive	pozorný	0.812	0.520	0.724
attenuate	zmierniť	0.408	0.302	0.429
attenuated	oslabený	0.449	0.280	0.298
attenuation	útlm	0.458	0.363	0.464
attest	osvedčiť	0.439	0.710	0.685
attestation	svedectvo	0.234	0.635	0.500
attic	podkrovie	0.521	0.259	0.377
attire	odev	0.742	0.388	0.483
attitude	postoj	0.760	0.644	0.861
attorney	advokát	0.600	0.594	0.754
attract	priťahovať	0.796	0.663	0.769
attraction	príťažlivosť	0.906	0.774	0.712
attractive	atraktívne	0.906	0.630	0.769
attractiveness	príťažlivosť	0.938	0.667	0.755
attributable	pripísať	0.704	0.430	0.527
attribute	atribút	0.781	0.439	0.795
attribution	prisudzovanie	0.646	0.467	0.658
attrition	oter	0.229	0.540	0.259
auburn	gaštanový	0.510	0.240	0.411
auction	aukcie	0.594	0.702	0.519
auctioneer	dražiteľ	0.542	0.732	0.716
audacious	smelý	0.740	0.875	0.825
audacity	smelosť	0.760	0.755	0.916
audible	počuteľný	0.673	0.370	0.462
audience	publikum	0.698	0.610	0.613
audio	audio	0.709	0.425	0.370
audit	audit	0.375	0.562	0.735
audition	konkurz	0.750	0.685	0.615
auditions	konkurzy	0.740	0.765	0.596
auditor	kontrolór	0.582	0.571	0.726
auditorium	hľadisko	0.529	0.490	0.538
auditory	sluchový	0.531	0.481	0.570
aught	čokoľvek	0.418	0.135	0.217
augment	zväčšiť	0.650	0.683	0.645
augmentation	zväčšenie	0.714	0.613	0.850
august	august	0.652	0.292	0.462
aunt	teta	0.667	0.291	0.420
auntie	tetuška	0.643	0.275	0.447
aura	aura	0.760	0.333	0.500
aurora	zornička	0.817	0.306	0.537
auspices	záštita	0.542	0.500	0.634
auspicious	nádejný	0.562	0.635	0.669
austere	strohý	0.500	0.390	0.422
austerity	prísnosť	0.438	0.406	0.534
authentic	autentický	0.885	0.510	0.782
authenticate	overiť	0.833	0.480	0.789
authentication	overenie pravosti	0.724	0.491	0.750
authenticity	autentickosť	0.670	0.548	0.845
author	autor	0.775	0.343	0.749
authoritative	autoritatívny	0.636	0.520	0.890
authority	autorita	0.592	0.592	0.934
authorization	povolenie	0.521	0.567	0.817
authorize	povoliť	0.772	0.596	0.821
authorized	oprávnený	0.760	0.458	0.815
authorship	autorstvo	0.667	0.635	0.773
autism	autizmus	0.235	0.500	0.447
autistic	autistický	0.367	0.337	0.404
auto	auto	0.571	0.569	0.500
autobiographical	autobiografický	0.909	0.462	0.582
