Word	German-de	Valence	Arousal	Dominance
amusement	Amüsement	0.929	0.837	0.803
amusing	lustig	0.960	0.829	0.632
ana	NO TRANSLATION	0.541	0.300	0.314
anaconda	Anakonda	0.146	0.830	0.540
anaesthesia	Anästhesie	0.350	0.217	0.473
anaesthetic	Narkose	0.449	0.268	0.509
anagram	Anagramm	0.552	0.327	0.449
anal	anal	0.333	0.798	0.334
analgesic	Analgetikum	0.417	0.321	0.441
analogous	analog	0.531	0.270	0.500
analogue	analog	0.570	0.320	0.446
analogy	Analogie	0.510	0.367	0.509
analysis	Analyse	0.729	0.448	0.705
analyst	Analytiker	0.604	0.415	0.755
analytic	analytisch	0.665	0.521	0.634
analytical	analytisch	0.625	0.324	0.800
analyze	analysieren	0.667	0.462	0.710
analyzer	Analysator	0.625	0.556	0.854
anaphylactic	anaphylaktisch	0.378	0.588	0.500
anarchism	Anarchismus	0.125	0.804	0.623
anarchist	Anarchist	0.204	0.700	0.759
anarchy	Anarchie	0.146	0.755	0.620
anastomosis	Anastomose	0.375	0.470	0.490
anathema	Anathema	0.286	0.490	0.519
anatomic	anatomisch	0.562	0.442	0.546
anatomy	Anatomie	0.562	0.390	0.571
ancestor	Vorfahr	0.592	0.388	0.594
ancestral	Ahnen-	0.640	0.481	0.750
ancestry	Abstammung	0.708	0.519	0.717
anchor	Anker	0.520	0.284	0.564
anchorage	Anchorage	0.500	0.325	0.639
ancient	alt	0.420	0.217	0.439
ancillary	Hilfskräfte	0.449	0.442	0.278
androgen	Androgen	0.255	0.523	0.527
android	Android	0.663	0.436	0.500
anecdote	Anekdote	0.583	0.529	0.500
anemia	Anämie	0.188	0.327	0.310
anemic	anämisch	0.167	0.279	0.155
anemone	Anemone	0.552	0.538	0.327
anesthesia	Anästhesie	0.365	0.216	0.394
anesthesiologist	Anästhesist	0.419	0.224	0.526
anesthetic	Narkose	0.350	0.264	0.482
aneurysm	Aneurysma	0.115	0.690	0.536
anew	ein neuer	0.771	0.358	0.385
angel	Engel	0.906	0.158	0.704
angelic	engelhaft	0.927	0.298	0.668
anger	Zorn	0.167	0.865	0.657
angered	verärgert	0.010	0.860	0.547
angermanagement	NO TRANSLATION	0.260	0.632	0.482
angina	Angina	0.230	0.630	0.464
angiogram	Angiogramm	0.347	0.520	0.465
angiography	Angiographie	0.378	0.536	0.520
angle	Winkel	0.541	0.330	0.455
angling	Angeln	0.625	0.408	0.500
angora	Angora	0.529	0.425	0.405
angriest	wütendsten	0.094	0.892	0.430
angry	wütend	0.122	0.830	0.604
angrytweet	NO TRANSLATION	0.265	0.644	0.471
angst	Angst	0.167	0.888	0.333
anguish	Pein	0.153	0.792	0.265
anguished	gequält	0.135	0.720	0.307
angular	eckig	0.449	0.281	0.444
anhydrous	wasserfrei	0.456	0.365	0.355
animal	Tier	0.521	0.510	0.513
animate	animieren	0.827	0.755	0.635
animated	animiert	0.823	0.676	0.538
animation	Animation	0.888	0.750	0.549
animosity	Feindseligkeit	0.510	0.724	0.545
animus	Animus	0.698	0.676	0.466
ankle	Knöchel	0.500	0.274	0.234
anklet	Fußkette	0.410	0.276	0.302
annals	Annalen	0.427	0.610	0.424
annex	annektieren	0.594	0.350	0.458
annexation	Annexion	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	vernichten	0.115	0.918	0.681
annihilated	vernichtet	0.080	0.760	0.324
annihilation	Vernichtung	0.041	0.800	0.591
anniversary	Jahrestag	0.880	0.770	0.723
annotate	kommentieren	0.592	0.469	0.441
annotation	Anmerkung	0.604	0.470	0.619
announce	bekannt geben	0.694	0.618	0.611
announcement	Ankündigung	0.729	0.491	0.482
announcer	Ansager	0.602	0.570	0.732
annoy	Nerven	0.094	0.765	0.286
annoyance	Ärger	0.167	0.718	0.342
annoyed	verärgert	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	nervig	0.082	0.853	0.348
annoys	ärgert	0.146	0.778	0.435
annual	jährlich	0.552	0.236	0.500
annuity	Rente	0.521	0.304	0.527
annul	annullieren	0.250	0.448	0.364
annular	ringförmig	0.310	0.385	0.412
annulment	Aufhebung	0.153	0.375	0.447
annulus	Annulus	0.458	0.380	0.376
anointed	gesalbt	0.500	0.368	0.579
anointing	Salbung	0.653	0.350	0.547
anomalous	anomal	0.281	0.480	0.423
anomaly	Anomalie	0.188	0.538	0.404
anon	Anon	0.479	0.354	0.298
anonymity	Anonymität	0.469	0.255	0.430
anonymous	anonym	0.396	0.291	0.431
anorexic	magersüchtig	0.160	0.618	0.245
answer	Antworten	0.537	0.373	0.661
answerable	verantwortlich	0.708	0.481	0.750
answering	antwortend	0.684	0.500	0.607
ant	Ameise	0.448	0.216	0.216
antagonism	Antagonismus	0.224	0.618	0.524
antagonist	Gegner	0.240	0.615	0.700
antagonistic	antagonistisch	0.296	0.604	0.565
antagonize	antagonisieren	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	Vorgeschichte	0.427	0.551	0.566
antelope	Antilope	0.542	0.510	0.500
antenna	Antenne	0.521	0.327	0.358
anterior	anterior	0.510	0.245	0.362
anthem	Hymne	0.780	0.343	0.729
anthill	Ameisenhaufen	0.327	0.578	0.377
anthology	Anthologie	0.338	0.406	0.537
anthrax	Milzbrand	0.188	0.730	0.500
anthropological	anthropologisch	0.367	0.390	0.490
anthropologist	Anthropologe	0.551	0.385	0.725
anthropology	Anthropologie	0.490	0.367	0.582
anti	Anti	0.365	0.412	0.384
antiaircraft	Flugabwehr	0.330	0.622	0.629
antibiotic	Antibiotikum	0.510	0.373	0.658
antibiotics	Antibiotika	0.448	0.406	0.557
antichrist	Antichrist	0.082	0.837	0.544
anticipate	erwarten	0.622	0.469	0.667
anticipation	Erwartung	0.698	0.539	0.711
anticipatory	vorausschauend	0.653	0.551	0.682
antics	Mätzchen	0.448	0.740	0.236
antidote	Gegenmittel	0.541	0.490	0.629
antifungal	antimykotisch	0.408	0.412	0.441
antigravity	Anti Schwerkraft	0.430	0.714	0.658
antimony	Antimon	0.378	0.398	0.490
antipathy	Antipathie	0.198	0.549	0.393
antiquarian	Antiquarian	0.500	0.233	0.426
antiquated	veraltet	0.420	0.392	0.236
antique	Antiquität	0.634	0.290	0.518
antiques	Antiquitäten	0.540	0.370	0.595
antiquity	Antike	0.385	0.333	0.556
antiseptic	Antiseptikum	0.438	0.370	0.623
antisocial	asozial	0.146	0.686	0.391
antithesis	Antithese	0.396	0.412	0.536
antithetical	antithetisch	0.271	0.509	0.358
antiviral	antiviral	0.459	0.470	0.549
antler	Geweih	0.448	0.470	0.500
antsy	antsy	0.449	0.558	0.417
anus	Anus	0.347	0.644	0.350
anvil	Amboss	0.380	0.510	0.604
anxiety	Angst	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	Ängstlich	0.281	0.875	0.434
anxiousness	Angst	0.235	0.814	0.282
anytime	Jederzeit	0.625	0.461	0.436
aorta	Aorta	0.448	0.510	0.542
aortic	Aorta	0.436	0.540	0.438
apace	schnell	0.536	0.500	0.536
apache	Apache	0.687	0.469	0.500
apartment	Wohnung	0.719	0.393	0.580
apartments	Wohnungen	0.704	0.337	0.443
apathetic	apathisch	0.188	0.292	0.333
apathy	Apathie	0.184	0.212	0.204
ape	Affe	0.548	0.389	0.336
aperture	Öffnung	0.612	0.450	0.667
apex	Apex	0.570	0.433	0.418
aphid	Blattlaus	0.388	0.473	0.407
aphrodisiac	Aphrodisiakum	0.750	0.846	0.667
apiece	ein Stück	0.439	0.259	0.383
aplomb	Gelassenheit	0.500	0.509	0.582
apocalypse	Apokalypse	0.050	0.867	0.736
apocalyptic	apokalyptisch	0.173	0.880	0.750
apologetic	entschuldigend	0.479	0.461	0.571
apologist	Apologet	0.406	0.429	0.526
apologize	entschuldigen	0.551	0.378	0.389
apology	Entschuldigung	0.571	0.346	0.402
apostasy	Apostasie	0.388	0.520	0.517
apostate	Apostat	0.342	0.500	0.528
apostle	Apostel	0.646	0.347	0.732
apostolic	apostolisch	0.592	0.300	0.717
apostrophe	Apostroph	0.469	0.368	0.537
apothecary	Apotheker	0.561	0.328	0.529
appalled	entsetzt	0.194	0.792	0.562
appalling	entsetzlich	0.160	0.827	0.415
apparatus	Gerät	0.375	0.353	0.377
apparel	Bekleidung	0.698	0.435	0.453
apparent	ersichtlich	0.473	0.383	0.398
apparently	anscheinend	0.531	0.410	0.426
apparition	Erscheinung	0.406	0.573	0.636
appeal	Beschwerde	0.663	0.598	0.558
appear	erscheinen	0.735	0.506	0.567
appearance	Aussehen	0.669	0.490	0.534
appease	beschwichtigen	0.633	0.278	0.434
appellant	Berufungsführerin	0.327	0.588	0.568
append	anhängen	0.573	0.464	0.453
appendage	Anhängsel	0.229	0.382	0.438
appendectomy	Blinddarmoperation	0.177	0.670	0.554
appendicitis	Appendizitis	0.031	0.640	0.347
appendix	Blinddarm	0.365	0.387	0.425
appetite	Appetit	0.704	0.637	0.581
appetizer	Vorspeise	0.755	0.560	0.406
appetizing	appetitlich	0.806	0.657	0.688
applaud	applaudieren	0.865	0.824	0.464
applause	Beifall	0.953	0.857	0.621
apple	Apfel	0.811	0.300	0.264
apple juice	Apfelsaft	0.765	0.204	0.294
applejack	Applejack	0.604	0.431	0.473
applesauce	Apfelsoße	0.750	0.167	0.291
appliance	Gerät	0.582	0.453	0.538
appliances	Haushaltsgeräte	0.594	0.394	0.567
applicability	Anwendbarkeit	0.677	0.490	0.741
applicable	anwendbar	0.469	0.430	0.667
applicant	Antragsteller	0.612	0.558	0.688
application	Anwendung	0.646	0.445	0.726
apply	sich bewerben	0.612	0.321	0.667
appoint	ernennen	0.565	0.330	0.509
appointment	geplanter Termin	0.688	0.594	0.547
appointments	Termine	0.745	0.677	0.625
apportion	aufteilen	0.677	0.490	0.638
apportionment	Umlegung	0.552	0.481	0.453
appraisal	Bewertung	0.417	0.667	0.682
appraise	bewerten	0.677	0.490	0.696
appreciable	nennenswert	0.873	0.491	0.778
appreciate	schätzen	0.885	0.422	0.741
appreciated	geschätzt	0.910	0.434	0.779
appreciates	schätzt	0.765	0.500	0.656
appreciation	Anerkennung	0.917	0.529	0.588
appreciative	dankbar	0.857	0.380	0.654
apprehend	begreifen	0.521	0.624	0.696
apprehension	Auffassung	0.385	0.720	0.454
apprehensive	besorgt	0.406	0.592	0.431
apprentice	Lehrling	0.615	0.413	0.452
apprenticeship	Lehre	0.812	0.482	0.643
approach	Ansatz	0.612	0.392	0.610
approaching	Annäherung	0.740	0.557	0.491
approbate	NO TRANSLATION	0.646	0.590	0.860
approbation	Billigung	0.792	0.529	0.774
appropriate	angemessen	0.833	0.368	0.759
appropriation	Aneignung	0.510	0.632	0.717
approval	die Genehmigung	0.854	0.460	0.889
approve	genehmigen	0.875	0.548	0.741
approved	genehmigt	0.833	0.349	0.698
approvement	Zustimmung	0.880	0.625	0.780
approving	genehmigen	0.917	0.583	0.773
approximate	ungefähr	0.551	0.560	0.520
approximately	ca	0.622	0.396	0.538
approximating	näherungsweise	0.583	0.615	0.471
approximation	Annäherung	0.582	0.402	0.593
appurtenances	Zubehör	0.573	0.412	0.547
apricot	Aprikose	0.708	0.320	0.278
apron	Schürze	0.582	0.208	0.245
apt	geeignet	0.582	0.418	0.382
aptitude	Eignung	0.750	0.471	0.746
aqua	Wasser	0.656	0.292	0.359
aquamarine	Aquamarin	0.729	0.306	0.413
aquarium	Aquarium	0.663	0.327	0.393
aquatic	Wasser-	0.677	0.510	0.463
aqueduct	Aquädukt	0.551	0.411	0.534
aqueous	wässrig	0.429	0.270	0.310
arable	Ackerland	0.510	0.350	0.465
arbiter	Schiedsrichter	0.561	0.537	0.814
arbitrary	willkürlich	0.281	0.702	0.686
arbitrate	vermitteln	0.470	0.620	0.682
arbitration	Schiedsgerichtsbarkeit	0.587	0.602	0.670
arbitrator	Schiedsrichter	0.385	0.448	0.795
arbor	Laube	0.583	0.490	0.591
arc	Bogen	0.552	0.388	0.396
arcade	Arkade	0.676	0.521	0.502
arcane	geheimnisvoll	0.500	0.490	0.637
arch	Bogen	0.500	0.354	0.468
archaeological	archäologisch	0.740	0.441	0.660
archaeologist	Archäologe	0.552	0.451	0.706
archaeology	Archäologie	0.596	0.358	0.691
archaic	archaisch	0.271	0.327	0.332
archangel	Erzengel	0.837	0.500	0.708
archbishop	Erzbischof	0.622	0.280	0.776
archdiocese	Erzdiözese	0.400	0.321	0.704
archduke	Erzherzog	0.458	0.413	0.634
arched	gewölbt	0.582	0.403	0.398
archer	Bogenschütze	0.573	0.622	0.661
archery	Bogenschießen	0.594	0.604	0.589
archetype	Archetyp	0.448	0.520	0.569
archipelago	Archipel	0.745	0.370	0.592
architect	Architekt	0.776	0.442	0.836
architectural	architektonisch	0.729	0.390	0.670
architecture	die Architektur	0.820	0.390	0.694
archive	Archiv	0.438	0.294	0.527
arctic	Arktis	0.615	0.352	0.546
ardent	glühend	0.694	0.873	0.722
ardor	Eifer	0.500	0.780	0.538
arduous	beschwerlich	0.344	0.783	0.605
area	Bereich	0.490	0.306	0.464
arena	Arena	0.510	0.235	0.404
areola	Warzenhof	0.417	0.396	0.381
areyoukidding	NO TRANSLATION	0.429	0.633	0.400
areyoukiddingme	NO TRANSLATION	0.365	0.635	0.375
argent	NO TRANSLATION	0.594	0.418	0.472
argh	argh	0.260	0.538	0.328
arghh	NO TRANSLATION	0.292	0.536	0.397
arghhhh	NO TRANSLATION	0.250	0.618	0.324
argue	streiten	0.093	0.798	0.525
argument	Streit	0.510	0.464	0.698
argumentation	Argumentation	0.479	0.549	0.760
argumentative	argumentativ	0.450	0.531	0.679
arguments	Argumente	0.541	0.602	0.657
arid	trocken	0.323	0.333	0.379
arise	entstehen	0.750	0.582	0.725
aristocracy	Adel	0.688	0.549	0.842
aristocrat	Aristokrat	0.583	0.413	0.811
aristocratic	aristokratisch	0.449	0.519	0.676
arithmetic	Arithmetik	0.453	0.460	0.634
ark	Arche	0.396	0.427	0.543
arm	Arm	0.552	0.285	0.469
armada	Armada	0.408	0.740	0.868
armament	Rüstung	0.198	0.764	0.810
armaments	Waffen	0.192	0.839	0.830
armature	Anker	0.510	0.558	0.755
armchair	Sessel	0.646	0.164	0.339
armed	bewaffnet	0.188	0.750	0.808
armor	Rüstung	0.469	0.625	0.784
armored	gepanzert	0.469	0.509	0.861
armory	Waffenkammer	0.448	0.663	0.800
armpit	Achsel	0.283	0.439	0.250
arms	Waffen	0.464	0.395	0.483
army	Armee	0.417	0.759	0.902
aroma	Aroma	0.823	0.235	0.442
aromatherapy	Aromatherapie	0.847	0.220	0.473
arousal	Erregung	0.791	0.943	0.731
arouse	erregen	0.740	0.491	0.580
aroused	geweckt	0.708	0.952	0.667
arraignment	Anklage	0.406	0.837	0.534
arrange	ordnen	0.740	0.490	0.571
arranged	vereinbart worden	0.698	0.531	0.728
arrangement	Anordnung	0.625	0.382	0.683
array	Array	0.521	0.396	0.568
arrears	Verzug	0.286	0.485	0.302
arrest	Festnahme	0.146	0.951	0.500
arrhythmia	Arrhythmie	0.265	0.706	0.356
arrival	Ankunft	0.678	0.510	0.474
arrive	ankommen	0.837	0.406	0.585
arrogance	Arroganz	0.143	0.750	0.620
arrogant	arrogant	0.115	0.755	0.580
arrow	Pfeil	0.439	0.390	0.454
arsehole	Arschloch	0.276	0.598	0.433
arseholes	Arschlöcher	0.188	0.545	0.351
arsenal	Arsenal	0.365	0.741	0.752
arsenic	Arsen	0.281	0.472	0.447
arson	Brandstiftung	0.133	0.904	0.567
arsonist	Brandstifter	0.348	0.840	0.500
art	Kunst	0.812	0.360	0.603
arterial	arteriell	0.396	0.510	0.583
artery	Arterie	0.396	0.580	0.537
artful	kunstvoll	0.771	0.608	0.778
arthritis	Arthritis	0.110	0.518	0.345
arthropod	Gliederfüßer	0.344	0.464	0.434
artichoke	Artischocke	0.583	0.218	0.287
article	Artikel	0.594	0.280	0.481
articles	Artikel	0.552	0.324	0.565
articulate	artikulieren	0.677	0.462	0.618
articulation	Artikulation	0.479	0.480	0.591
artifact	Artefakt	0.510	0.500	0.566
artifice	Kunstgriff	0.316	0.696	0.482
artificial	künstlich	0.306	0.385	0.351
artillery	Artillerie	0.350	0.912	0.794
artisan	Handwerker	0.781	0.330	0.411
artist	Künstler	0.802	0.442	0.732
artiste	NO TRANSLATION	0.844	0.512	0.565
artistic	künstlerisch	0.802	0.646	0.632
artistry	Kunst	0.823	0.346	0.769
artists	Künstler	0.796	0.667	0.741
artwork	Kunstwerk	0.896	0.368	0.679
arty	Kunst	0.490	0.422	0.388
asap	schnellstmöglich	0.571	0.500	0.552
asbestos	Asbest	0.357	0.481	0.464
ascend	aufsteigen	0.830	0.620	0.812
ascendancy	Überlegenheit	0.724	0.625	0.700
ascendant	aufsteigend	0.656	0.673	0.821
ascending	aufsteigend	0.826	0.644	0.777
ascension	Aufstieg	0.765	0.720	0.714
ascent	Aufstieg	0.755	0.627	0.833
ascertain	ermitteln	0.560	0.530	0.625
ascertained	festgestellt	0.531	0.529	0.616
ascetic	Asket	0.438	0.375	0.472
ash	Asche	0.260	0.210	0.207
ashamed	beschämt	0.156	0.588	0.228
ashes	Asche	0.327	0.279	0.142
ashtray	Aschenbecher	0.406	0.382	0.265
asinine	Asinin	0.429	0.472	0.433
ask	Fragen	0.531	0.440	0.459
asleeep	NO TRANSLATION	0.490	0.210	0.322
asleep	schlafend	0.604	0.100	0.270
asp	Asp	0.438	0.489	0.375
asparagus	Spargel	0.469	0.317	0.264
aspartame	Aspartam	0.469	0.480	0.322
aspect	Aspekt	0.479	0.469	0.588
aspects	Aspekte	0.439	0.480	0.565
aspen	Espe	0.479	0.280	0.395
asphalt	Asphalt	0.479	0.264	0.439
asphyxia	Erstickung	0.198	0.704	0.311
asphyxiation	Erstickung	0.059	0.745	0.412
aspiration	Aspiration	0.704	0.724	0.675
aspire	streben	0.812	0.469	0.722
aspirin	Aspirin	0.479	0.271	0.422
aspiring	aufstrebend	0.844	0.582	0.604
ass	Arsch	0.323	0.750	0.345
assail	angreifen	0.378	0.510	0.500
assailant	Angreifer	0.184	0.868	0.602
assassin	Attentäter	0.073	0.933	0.632
assassinate	ermorden	0.051	0.969	0.722
assassination	Ermordung	0.083	0.941	0.525
assault	Angriff	0.167	0.848	0.550
assay	Test	0.633	0.559	0.594
assemblage	Montage	0.429	0.452	0.600
assemble	montieren	0.542	0.570	0.750
assembled	gebaut	0.663	0.450	0.644
assembly	Versammlung	0.698	0.500	0.640
assemblyman	Abgeordnete	0.430	0.538	0.760
assent	Zustimmung	0.615	0.515	0.719
assert	behaupten	0.750	0.619	0.809
asserting	geltend machen	0.694	0.531	0.736
assertion	Behauptung	0.740	0.442	0.750
assertive	durchsetzungsfähig	0.719	0.412	0.770
assess	beurteilen	0.698	0.500	0.623
assessment	Bewertung	0.750	0.623	0.658
assessor	Gutachter	0.551	0.538	0.764
asset	Vermögenswert	0.797	0.765	0.788
assets	Vermögenswerte	0.667	0.613	0.765
asshole	Arschloch	0.133	0.582	0.263
assign	zuordnen	0.622	0.417	0.709
assignee	Bevollmächtigter	0.510	0.462	0.510
assignment	Zuordnung	0.483	0.398	0.745
assimilate	assimilieren	0.559	0.391	0.683
assimilation	Assimilation	0.429	0.378	0.463
assist	helfen	0.833	0.435	0.629
assistance	Hilfe	0.656	0.519	0.633
assistant	Assistent	0.625	0.390	0.536
associate	assoziieren	0.812	0.409	0.625
association	Verband	0.745	0.500	0.817
assorted	sortiert	0.602	0.460	0.472
assortment	Sortiment	0.694	0.360	0.526
assuage	Beschwichtigung	0.745	0.255	0.500
assume	annehmen	0.698	0.401	0.464
assumed	angenommen	0.612	0.247	0.454
assuming	angenommen	0.740	0.390	0.526
assumption	Annahme	0.479	0.431	0.417
assurance	Sicherheit	0.675	0.442	0.704
assure	versichern	0.910	0.460	0.839
assured	versicherte	0.878	0.327	0.754
assuredly	ganz gewiss	0.786	0.396	0.833
asterisk	Sternchen	0.541	0.288	0.273
asteroid	Asteroid	0.430	0.721	0.623
asteroids	Asteroiden	0.361	0.694	0.712
asthma	Asthma	0.198	0.549	0.227
asthmatic	Asthmatiker	0.229	0.706	0.294
astigmatism	Astigmatismus	0.214	0.490	0.429
astonish	erstaunen	0.786	0.845	0.658
astonished	erstaunt	0.510	0.775	0.574
astonishing	erstaunlich	0.844	0.802	0.821
astonishingly	NO TRANSLATION	0.827	0.898	0.773
astonishment	Erstaunen	0.680	0.718	0.519
astound	erstaunlich	0.729	0.675	0.474
astral	astral	0.604	0.417	0.567
astray	in die Irre gehen	0.098	0.676	0.308
astringent	adstringierend	0.316	0.500	0.474
astrologer	Astrologe	0.594	0.519	0.673
astrology	Astrologie	0.635	0.340	0.500
astronaut	Astronaut	0.792	0.601	0.761
astronomer	Astronom	0.750	0.509	0.735
astronomical	astronomisch	0.600	0.632	0.726
astronomy	Astronomie	0.613	0.474	0.722
astute	scharfsinnig	0.776	0.658	0.827
asunder	auseinander	0.208	0.442	0.259
asylum	Asyl	0.407	0.330	0.445
asymmetric	asymmetrisch	0.580	0.343	0.465
asymmetry	Asymmetrie	0.476	0.373	0.527
asymptotic	asymptotisch	0.479	0.451	0.472
atelier	Atelier	0.490	0.330	0.705
atheism	Atheismus	0.276	0.460	0.481
atheist	Atheist	0.225	0.447	0.377
atheistic	atheistisch	0.373	0.481	0.466
atherosclerosis	Atherosklerose	0.250	0.480	0.343
athlete	Athlet	0.781	0.718	0.686
athletic	sportlich	0.857	0.798	0.708
athleticism	Sportlichkeit	0.750	0.863	0.778
athletics	die Leichtathletik	0.831	0.691	0.740
atlas	Atlas	0.531	0.306	0.554
atmosphere	Atmosphäre	0.604	0.300	0.560
atmospheric	atmosphärisch	0.531	0.420	0.594
atoll	Atoll	0.480	0.408	0.472
atom	Atom	0.510	0.500	0.433
atomic	atomar	0.327	0.817	0.713
atone	büßen	0.418	0.673	0.411
atonement	Sühne	0.550	0.602	0.683
atpeace	atpeace	0.724	0.298	0.519
atrium	Atrium	0.469	0.365	0.473
atrocious	scheußlich	0.073	0.811	0.445
atrocity	Gräueltat	0.115	0.844	0.593
atrophy	Atrophie	0.177	0.540	0.208
attach	anfügen	0.520	0.363	0.559
attached	angebracht	0.562	0.350	0.439
attachment	Befestigung	0.570	0.343	0.500
attack	Attacke	0.286	0.948	0.670
attacker	Angreifer	0.185	0.962	0.629
attacking	anzugreifen	0.276	0.837	0.642
attain	erreichen	0.806	0.510	0.719
attainable	erreichbar	0.760	0.500	0.759
attainment	Erreichung	0.830	0.520	0.940
attempt	Versuch	0.625	0.491	0.431
attempted	versucht	0.594	0.580	0.567
attend	besuchen	0.650	0.420	0.625
attendance	Teilnahme	0.812	0.500	0.592
attendant	Begleiter	0.580	0.365	0.519
attention	Beachtung	0.740	0.599	0.774
attentionseeker	NO TRANSLATION	0.367	0.745	0.457
attentionseekers	NO TRANSLATION	0.531	0.673	0.500
attentive	aufmerksam	0.812	0.520	0.724
attenuate	abschwächen	0.408	0.302	0.429
attenuated	abgeschwächt	0.449	0.280	0.298
attenuation	Dämpfung	0.458	0.363	0.464
attest	bezeugen	0.439	0.710	0.685
attestation	Bescheinigung	0.234	0.635	0.500
attic	Dachboden	0.521	0.259	0.377
attire	Kleidung	0.742	0.388	0.483
attitude	Haltung	0.760	0.644	0.861
attorney	Rechtsanwalt	0.600	0.594	0.754
attract	anlocken	0.796	0.663	0.769
attraction	Attraktion	0.906	0.774	0.712
attractive	attraktiv	0.906	0.630	0.769
attractiveness	Attraktivität	0.938	0.667	0.755
attributable	Zurechenbar	0.704	0.430	0.527
attribute	Attribut	0.781	0.439	0.795
attribution	Zuschreibung	0.646	0.467	0.658
attrition	Attrition	0.229	0.540	0.259
auburn	Kastanienbraun	0.510	0.240	0.411
auction	Versteigerung	0.594	0.702	0.519
auctioneer	Auktionator	0.542	0.732	0.716
audacious	kühn	0.740	0.875	0.825
audacity	Kühnheit	0.760	0.755	0.916
audible	hörbar	0.673	0.370	0.462
audience	Publikum	0.698	0.610	0.613
audio	Audio-	0.709	0.425	0.370
audit	Prüfung	0.375	0.562	0.735
audition	Vorsprechen	0.750	0.685	0.615
auditions	Vorsprechen	0.740	0.765	0.596
auditor	Prüfer	0.582	0.571	0.726
auditorium	Auditorium	0.529	0.490	0.538
auditory	auditiv	0.531	0.481	0.570
aught	etwas	0.418	0.135	0.217
augment	vermehren	0.650	0.683	0.645
augmentation	Augmentation	0.714	0.613	0.850
august	August	0.652	0.292	0.462
aunt	Tante	0.667	0.291	0.420
auntie	Tante	0.643	0.275	0.447
aura	Aura	0.760	0.333	0.500
aurora	Aurora	0.817	0.306	0.537
auspices	Auspizien	0.542	0.500	0.634
auspicious	glückverheißend	0.562	0.635	0.669
austere	streng	0.500	0.390	0.422
austerity	Strenge	0.438	0.406	0.534
authentic	authentisch	0.885	0.510	0.782
authenticate	authentifizieren	0.833	0.480	0.789
authentication	Authentifizierung	0.724	0.491	0.750
authenticity	Authentizität	0.670	0.548	0.845
author	Autor	0.775	0.343	0.749
authoritative	autoritativ	0.636	0.520	0.890
authority	Behörde	0.592	0.592	0.934
authorization	Genehmigung	0.521	0.567	0.817
authorize	autorisieren	0.772	0.596	0.821
authorized	autorisiert	0.760	0.458	0.815
authorship	Urheberschaft	0.667	0.635	0.773
autism	Autismus	0.235	0.500	0.447
autistic	autistisch	0.367	0.337	0.404
auto	Auto	0.571	0.569	0.500
autobiographical	autobiographisch	0.909	0.462	0.582
autobiography	Autobiographie	0.735	0.284	0.629
autocorrect	Autokorrektur	0.551	0.439	0.616
autocratic	autokratisch	0.542	0.577	0.727
autograph	Autogramm	0.735	0.565	0.473
