Word	Slovenian-sl	Valence	Arousal	Dominance
anarchy	anarhija	0.146	0.755	0.620
anastomosis	anastomoza	0.375	0.470	0.490
anathema	anatema	0.286	0.490	0.519
anatomic	anatomsko	0.562	0.442	0.546
anatomy	anatomija	0.562	0.390	0.571
ancestor	prednik	0.592	0.388	0.594
ancestral	predniki	0.640	0.481	0.750
ancestry	prednikov	0.708	0.519	0.717
anchor	sidro	0.520	0.284	0.564
anchorage	sidrišče	0.500	0.325	0.639
ancient	starodavne	0.420	0.217	0.439
ancillary	Pomožni	0.449	0.442	0.278
androgen	androgen	0.255	0.523	0.527
android	android	0.663	0.436	0.500
anecdote	anekdota	0.583	0.529	0.500
anemia	anemija	0.188	0.327	0.310
anemic	anemično	0.167	0.279	0.155
anemone	anemone	0.552	0.538	0.327
anesthesia	anestezija	0.365	0.216	0.394
anesthesiologist	anesteziolog	0.419	0.224	0.526
anesthetic	anestezija	0.350	0.264	0.482
aneurysm	anevrizma	0.115	0.690	0.536
anew	novo	0.771	0.358	0.385
angel	angel	0.906	0.158	0.704
angelic	angelski	0.927	0.298	0.668
anger	jeza	0.167	0.865	0.657
angered	jezen	0.010	0.860	0.547
angermanagement	NO TRANSLATION	0.260	0.632	0.482
angina	angina	0.230	0.630	0.464
angiogram	angiogram	0.347	0.520	0.465
angiography	angiografija	0.378	0.536	0.520
angle	kota	0.541	0.330	0.455
angling	ribarjenje	0.625	0.408	0.500
angora	angora	0.529	0.425	0.405
angriest	najbolj jezen	0.094	0.892	0.430
angry	jezen	0.122	0.830	0.604
angrytweet	NO TRANSLATION	0.265	0.644	0.471
angst	angst	0.167	0.888	0.333
anguish	bojazen	0.153	0.792	0.265
anguished	jezen	0.135	0.720	0.307
angular	kotni	0.449	0.281	0.444
anhydrous	brezvodni	0.456	0.365	0.355
animal	živali	0.521	0.510	0.513
animate	animiraj	0.827	0.755	0.635
animated	animirano	0.823	0.676	0.538
animation	animacija	0.888	0.750	0.549
animosity	sovražnost	0.510	0.724	0.545
animus	animus	0.698	0.676	0.466
ankle	gleženj	0.500	0.274	0.234
anklet	anklet	0.410	0.276	0.302
annals	anali	0.427	0.610	0.424
annex	Priloga	0.594	0.350	0.458
annexation	aneksacija	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	izničiti	0.115	0.918	0.681
annihilated	uničen	0.080	0.760	0.324
annihilation	anihilacija	0.041	0.800	0.591
anniversary	obletnico	0.880	0.770	0.723
annotate	annotate	0.592	0.469	0.441
annotation	opomba	0.604	0.470	0.619
announce	napovedati	0.694	0.618	0.611
announcement	napoved	0.729	0.491	0.482
announcer	napovedovalec	0.602	0.570	0.732
annoy	moti	0.094	0.765	0.286
annoyance	motnja	0.167	0.718	0.342
annoyed	moti	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	nadležen	0.082	0.853	0.348
annoys	moti	0.146	0.778	0.435
annual	letno	0.552	0.236	0.500
annuity	renta	0.521	0.304	0.527
annul	razveljaviti	0.250	0.448	0.364
annular	obročasto	0.310	0.385	0.412
annulment	razveljavitev	0.153	0.375	0.447
annulus	annulus	0.458	0.380	0.376
anointed	pomazan	0.500	0.368	0.579
anointing	pomazanje	0.653	0.350	0.547
anomalous	anomalous	0.281	0.480	0.423
anomaly	anomalija	0.188	0.538	0.404
anon	anon	0.479	0.354	0.298
anonymity	anonimnost	0.469	0.255	0.430
anonymous	anonimno	0.396	0.291	0.431
anorexic	anoreksičen	0.160	0.618	0.245
answer	odgovor	0.537	0.373	0.661
answerable	odgovoren	0.708	0.481	0.750
answering	odgovori	0.684	0.500	0.607
ant	Mravlja	0.448	0.216	0.216
antagonism	antagonizem	0.224	0.618	0.524
antagonist	antagonist	0.240	0.615	0.700
antagonistic	antagonistično	0.296	0.604	0.565
antagonize	antagonizirati	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	predhodnik	0.427	0.551	0.566
antelope	antilopa	0.542	0.510	0.500
antenna	antena	0.521	0.327	0.358
anterior	anterior	0.510	0.245	0.362
anthem	himna	0.780	0.343	0.729
anthill	mravlje	0.327	0.578	0.377
anthology	antologija	0.338	0.406	0.537
anthrax	antraks	0.188	0.730	0.500
anthropological	antropološko	0.367	0.390	0.490
anthropologist	antropolog	0.551	0.385	0.725
anthropology	antropologija	0.490	0.367	0.582
anti	anti	0.365	0.412	0.384
antiaircraft	antiaircraft	0.330	0.622	0.629
antibiotic	antibiotik	0.510	0.373	0.658
antibiotics	antibiotiki	0.448	0.406	0.557
antichrist	antikrist	0.082	0.837	0.544
anticipate	pričakujte	0.622	0.469	0.667
anticipation	pričakovanje	0.698	0.539	0.711
anticipatory	predvidevajo	0.653	0.551	0.682
antics	antike	0.448	0.740	0.236
antidote	protistrup	0.541	0.490	0.629
antifungal	protiglivično	0.408	0.412	0.441
antigravity	antigravity	0.430	0.714	0.658
antimony	antimon	0.378	0.398	0.490
antipathy	antipatija	0.198	0.549	0.393
antiquarian	antikvarij	0.500	0.233	0.426
antiquated	zastarel	0.420	0.392	0.236
antique	starinsko	0.634	0.290	0.518
antiques	starine	0.540	0.370	0.595
antiquity	antike	0.385	0.333	0.556
antiseptic	antiseptik	0.438	0.370	0.623
antisocial	antisocialno	0.146	0.686	0.391
antithesis	antiteza	0.396	0.412	0.536
antithetical	antimetrično	0.271	0.509	0.358
antiviral	protivirusno	0.459	0.470	0.549
antler	antler	0.448	0.470	0.500
antsy	antsy	0.449	0.558	0.417
anus	anus	0.347	0.644	0.350
anvil	nakovalo	0.380	0.510	0.604
anxiety	anksioznost	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	tesnoba	0.281	0.875	0.434
anxiousness	anksioznost	0.235	0.814	0.282
anytime	kadarkoli	0.625	0.461	0.436
aorta	aorta	0.448	0.510	0.542
aortic	aortna	0.436	0.540	0.438
apace	apace	0.536	0.500	0.536
apache	Apache	0.687	0.469	0.500
apartment	stanovanje	0.719	0.393	0.580
apartments	apartmaji	0.704	0.337	0.443
apathetic	apatično	0.188	0.292	0.333
apathy	apatija	0.184	0.212	0.204
ape	majmun	0.548	0.389	0.336
aperture	odprtina	0.612	0.450	0.667
apex	vrh	0.570	0.433	0.418
aphid	ušesa	0.388	0.473	0.407
aphrodisiac	afrodiziak	0.750	0.846	0.667
apiece	košček	0.439	0.259	0.383
aplomb	aplomb	0.500	0.509	0.582
apocalypse	apokalipse	0.050	0.867	0.736
apocalyptic	apokaliptično	0.173	0.880	0.750
apologetic	apologetično	0.479	0.461	0.571
apologist	apologist	0.406	0.429	0.526
apologize	se opravičujem	0.551	0.378	0.389
apology	opravičilo	0.571	0.346	0.402
apostasy	apostasy	0.388	0.520	0.517
apostate	apostat	0.342	0.500	0.528
apostle	apostol	0.646	0.347	0.732
apostolic	apostolski	0.592	0.300	0.717
apostrophe	apostrof	0.469	0.368	0.537
apothecary	apotekar	0.561	0.328	0.529
appalled	užaljen	0.194	0.792	0.562
appalling	grozljivo	0.160	0.827	0.415
apparatus	naprave	0.375	0.353	0.377
apparel	oblačila	0.698	0.435	0.453
apparent	očitno	0.473	0.383	0.398
apparently	očitno	0.531	0.410	0.426
apparition	prikazovanje	0.406	0.573	0.636
appeal	pritožba	0.663	0.598	0.558
appear	Pojavi se	0.735	0.506	0.567
appearance	videz	0.669	0.490	0.534
appease	umirite	0.633	0.278	0.434
appellant	pritožnik	0.327	0.588	0.568
append	dodajte	0.573	0.464	0.453
appendage	dodatek	0.229	0.382	0.438
appendectomy	appendectomy	0.177	0.670	0.554
appendicitis	apendicitis	0.031	0.640	0.347
appendix	Dodatek	0.365	0.387	0.425
appetite	apetit	0.704	0.637	0.581
appetizer	predjed	0.755	0.560	0.406
appetizing	appetizing	0.806	0.657	0.688
applaud	aplaudi	0.865	0.824	0.464
applause	aplavz	0.953	0.857	0.621
apple	jabolka	0.811	0.300	0.264
apple juice	jabolčni sok	0.765	0.204	0.294
applejack	applejack	0.604	0.431	0.473
applesauce	applesauce	0.750	0.167	0.291
appliance	aparat	0.582	0.453	0.538
appliances	naprave	0.594	0.394	0.567
applicability	uporabnost	0.677	0.490	0.741
applicable	primerno	0.469	0.430	0.667
applicant	prosilec	0.612	0.558	0.688
application	aplikacija	0.646	0.445	0.726
apply	veljajo	0.612	0.321	0.667
appoint	imenovati	0.565	0.330	0.509
appointment	imenovanje	0.688	0.594	0.547
appointments	imenovanja	0.745	0.677	0.625
apportion	razdelitev	0.677	0.490	0.638
apportionment	porazdelitev	0.552	0.481	0.453
appraisal	ocenjevanje	0.417	0.667	0.682
appraise	oceniti	0.677	0.490	0.696
appreciable	opazen	0.873	0.491	0.778
appreciate	cenite	0.885	0.422	0.741
appreciated	cenjen	0.910	0.434	0.779
appreciates	ceni	0.765	0.500	0.656
appreciation	spoštovanje	0.917	0.529	0.588
appreciative	hvaležni	0.857	0.380	0.654
apprehend	spoznati	0.521	0.624	0.696
apprehension	prijetje	0.385	0.720	0.454
apprehensive	vznemirjen	0.406	0.592	0.431
apprentice	vajenec	0.615	0.413	0.452
apprenticeship	vajeništvo	0.812	0.482	0.643
approach	pristop	0.612	0.392	0.610
approaching	približuje	0.740	0.557	0.491
approbate	NO TRANSLATION	0.646	0.590	0.860
approbation	odobritev	0.792	0.529	0.774
appropriate	primerno	0.833	0.368	0.759
appropriation	odobritve	0.510	0.632	0.717
approval	odobritev	0.854	0.460	0.889
approve	odobri	0.875	0.548	0.741
approved	odobren	0.833	0.349	0.698
approvement	odobritev	0.880	0.625	0.780
approving	odobritev	0.917	0.583	0.773
approximate	približno	0.551	0.560	0.520
approximately	približno	0.622	0.396	0.538
approximating	približevanje	0.583	0.615	0.471
approximation	približevanje	0.582	0.402	0.593
appurtenances	priloge	0.573	0.412	0.547
apricot	marelice	0.708	0.320	0.278
apron	predpasnik	0.582	0.208	0.245
apt	apt	0.582	0.418	0.382
aptitude	sposobnost	0.750	0.471	0.746
aqua	aqua	0.656	0.292	0.359
aquamarine	akvamarin	0.729	0.306	0.413
aquarium	akvarij	0.663	0.327	0.393
aquatic	vodni	0.677	0.510	0.463
aqueduct	vodovod	0.551	0.411	0.534
aqueous	vodni	0.429	0.270	0.310
arable	poljedelstvo	0.510	0.350	0.465
arbiter	Arbiter	0.561	0.537	0.814
arbitrary	arbitrarna	0.281	0.702	0.686
arbitrate	arbitražo	0.470	0.620	0.682
arbitration	arbitraža	0.587	0.602	0.670
arbitrator	arbitra	0.385	0.448	0.795
arbor	arbor	0.583	0.490	0.591
arc	lok	0.552	0.388	0.396
arcade	arkada	0.676	0.521	0.502
arcane	arkane	0.500	0.490	0.637
arch	lok	0.500	0.354	0.468
archaeological	arheološko	0.740	0.441	0.660
archaeologist	arheolog	0.552	0.451	0.706
archaeology	arheologija	0.596	0.358	0.691
archaic	arhaična	0.271	0.327	0.332
archangel	arhangel	0.837	0.500	0.708
archbishop	nadškof	0.622	0.280	0.776
archdiocese	nadškofija	0.400	0.321	0.704
archduke	nadvojvoda	0.458	0.413	0.634
arched	arched	0.582	0.403	0.398
archer	streličar	0.573	0.622	0.661
archery	lokostrelstvo	0.594	0.604	0.589
archetype	arhetip	0.448	0.520	0.569
archipelago	arhipelag	0.745	0.370	0.592
architect	arhitekt	0.776	0.442	0.836
architectural	arhitekturno	0.729	0.390	0.670
architecture	arhitektura	0.820	0.390	0.694
archive	arhiv	0.438	0.294	0.527
arctic	Arktika	0.615	0.352	0.546
ardent	goreč	0.694	0.873	0.722
ardor	Ardor	0.500	0.780	0.538
arduous	naporno	0.344	0.783	0.605
area	območje	0.490	0.306	0.464
arena	arena	0.510	0.235	0.404
areola	areola	0.417	0.396	0.381
areyoukidding	NO TRANSLATION	0.429	0.633	0.400
areyoukiddingme	NO TRANSLATION	0.365	0.635	0.375
argent	NO TRANSLATION	0.594	0.418	0.472
argh	argh	0.260	0.538	0.328
arghh	NO TRANSLATION	0.292	0.536	0.397
arghhhh	NO TRANSLATION	0.250	0.618	0.324
argue	trdijo	0.093	0.798	0.525
argument	prepir	0.510	0.464	0.698
argumentation	argumentacija	0.479	0.549	0.760
argumentative	argumentativno	0.450	0.531	0.679
arguments	argumente	0.541	0.602	0.657
arid	arid	0.323	0.333	0.379
arise	Pojavi se	0.750	0.582	0.725
aristocracy	aristokracija	0.688	0.549	0.842
aristocrat	aristokrat	0.583	0.413	0.811
aristocratic	aristokratsko	0.449	0.519	0.676
arithmetic	aritmetično	0.453	0.460	0.634
ark	ark	0.396	0.427	0.543
arm	roka	0.552	0.285	0.469
armada	armada	0.408	0.740	0.868
armament	oborožitev	0.198	0.764	0.810
armaments	oborožitev	0.192	0.839	0.830
armature	armatura	0.510	0.558	0.755
armchair	fotelj	0.646	0.164	0.339
armed	oborožen	0.188	0.750	0.808
armor	oklep	0.469	0.625	0.784
armored	oklepno	0.469	0.509	0.861
armory	orožje	0.448	0.663	0.800
armpit	pazduha	0.283	0.439	0.250
arms	roke	0.464	0.395	0.483
army	vojska	0.417	0.759	0.902
aroma	aroma	0.823	0.235	0.442
aromatherapy	aromaterapija	0.847	0.220	0.473
arousal	vzburjenost	0.791	0.943	0.731
arouse	vzburi	0.740	0.491	0.580
aroused	vzburjen	0.708	0.952	0.667
arraignment	poravnava	0.406	0.837	0.534
arrange	uredi	0.740	0.490	0.571
arranged	urejeno	0.698	0.531	0.728
arrangement	ureditev	0.625	0.382	0.683
array	array	0.521	0.396	0.568
arrears	zaostala plačila	0.286	0.485	0.302
arrest	aretirati	0.146	0.951	0.500
arrhythmia	aritmija	0.265	0.706	0.356
arrival	prihod	0.678	0.510	0.474
arrive	prispejo	0.837	0.406	0.585
arrogance	aroganco	0.143	0.750	0.620
arrogant	aroganten	0.115	0.755	0.580
arrow	puščica	0.439	0.390	0.454
arsehole	arsehole	0.276	0.598	0.433
arseholes	arseholes	0.188	0.545	0.351
arsenal	arsenal	0.365	0.741	0.752
arsenic	arzen	0.281	0.472	0.447
arson	požig	0.133	0.904	0.567
arsonist	požigalka	0.348	0.840	0.500
art	umetnost	0.812	0.360	0.603
arterial	arterijski	0.396	0.510	0.583
artery	arterija	0.396	0.580	0.537
artful	umetni	0.771	0.608	0.778
arthritis	artritis	0.110	0.518	0.345
arthropod	členonožcev	0.344	0.464	0.434
artichoke	artičoka	0.583	0.218	0.287
article	članek	0.594	0.280	0.481
articles	izdelki	0.552	0.324	0.565
articulate	artikulirati	0.677	0.462	0.618
articulation	artikulacija	0.479	0.480	0.591
artifact	artefakt	0.510	0.500	0.566
artifice	umetnost	0.316	0.696	0.482
artificial	umetno	0.306	0.385	0.351
artillery	artilerijo	0.350	0.912	0.794
artisan	obrtnik	0.781	0.330	0.411
artist	umetnik	0.802	0.442	0.732
artiste	NO TRANSLATION	0.844	0.512	0.565
artistic	umetniško	0.802	0.646	0.632
artistry	umetnost	0.823	0.346	0.769
artists	umetniki	0.796	0.667	0.741
artwork	umetniško delo	0.896	0.368	0.679
arty	arty	0.490	0.422	0.388
asap	takoj, ko bo mogoče	0.571	0.500	0.552
asbestos	azbest	0.357	0.481	0.464
ascend	vzpon	0.830	0.620	0.812
ascendancy	nadvlada	0.724	0.625	0.700
ascendant	Ascendant	0.656	0.673	0.821
ascending	naraščajoče	0.826	0.644	0.777
ascension	vzpon	0.765	0.720	0.714
ascent	vzpon	0.755	0.627	0.833
ascertain	preveri	0.560	0.530	0.625
ascertained	ugotovljeno	0.531	0.529	0.616
ascetic	asket	0.438	0.375	0.472
ash	pepel	0.260	0.210	0.207
ashamed	sram	0.156	0.588	0.228
ashes	pepel	0.327	0.279	0.142
ashtray	pepelnik	0.406	0.382	0.265
asinine	asinin	0.429	0.472	0.433
ask	vprašajte	0.531	0.440	0.459
asleeep	NO TRANSLATION	0.490	0.210	0.322
asleep	spati	0.604	0.100	0.270
asp	asp	0.438	0.489	0.375
asparagus	špargljev	0.469	0.317	0.264
aspartame	aspartam	0.469	0.480	0.322
aspect	vidik	0.479	0.469	0.588
aspects	vidike	0.439	0.480	0.565
aspen	Aspen	0.479	0.280	0.395
asphalt	asfalt	0.479	0.264	0.439
asphyxia	asfiksija	0.198	0.704	0.311
asphyxiation	zadušitev	0.059	0.745	0.412
aspiration	aspiracija	0.704	0.724	0.675
aspire	si prizadevajo	0.812	0.469	0.722
aspirin	aspirin	0.479	0.271	0.422
aspiring	ambiciozni	0.844	0.582	0.604
ass	rit	0.323	0.750	0.345
assail	assail	0.378	0.510	0.500
assailant	napadalec	0.184	0.868	0.602
assassin	morilec	0.073	0.933	0.632
assassinate	ubiti	0.051	0.969	0.722
assassination	atentat	0.083	0.941	0.525
assault	napad	0.167	0.848	0.550
assay	esej	0.633	0.559	0.594
assemblage	montaža	0.429	0.452	0.600
assemble	zbrati	0.542	0.570	0.750
assembled	sestavljen	0.663	0.450	0.644
assembly	montaža	0.698	0.500	0.640
assemblyman	montažer	0.430	0.538	0.760
assent	privolitev	0.615	0.515	0.719
assert	trditi	0.750	0.619	0.809
asserting	trditev	0.694	0.531	0.736
assertion	trditev	0.740	0.442	0.750
assertive	trdno	0.719	0.412	0.770
assess	oceniti	0.698	0.500	0.623
assessment	ocenjevanje	0.750	0.623	0.658
assessor	ocenjevalec	0.551	0.538	0.764
asset	sredstva	0.797	0.765	0.788
assets	sredstva	0.667	0.613	0.765
asshole	kreten	0.133	0.582	0.263
assign	dodelite	0.622	0.417	0.709
assignee	pooblaščenec	0.510	0.462	0.510
assignment	dodelitev	0.483	0.398	0.745
assimilate	asimilirati	0.559	0.391	0.683
assimilation	asimilacija	0.429	0.378	0.463
assist	pomoč	0.833	0.435	0.629
assistance	pomoč	0.656	0.519	0.633
assistant	pomočnik	0.625	0.390	0.536
associate	sodelavec	0.812	0.409	0.625
association	združenje	0.745	0.500	0.817
assorted	izbrano	0.602	0.460	0.472
assortment	izbor	0.694	0.360	0.526
assuage	assuage	0.745	0.255	0.500
assume	domnevati	0.698	0.401	0.464
assumed	domnevajo	0.612	0.247	0.454
assuming	ob predpostavki	0.740	0.390	0.526
assumption	predpostavka	0.479	0.431	0.417
assurance	zagotovilo	0.675	0.442	0.704
assure	Zagotavljam	0.910	0.460	0.839
assured	Zagotovo	0.878	0.327	0.754
assuredly	zagotovo	0.786	0.396	0.833
asterisk	zvezdico	0.541	0.288	0.273
asteroid	asteroid	0.430	0.721	0.623
asteroids	asteroidi	0.361	0.694	0.712
asthma	astma	0.198	0.549	0.227
asthmatic	astmatično	0.229	0.706	0.294
astigmatism	astigmatizem	0.214	0.490	0.429
astonish	Presenetiti	0.786	0.845	0.658
astonished	začuden	0.510	0.775	0.574
astonishing	presenetljivo	0.844	0.802	0.821
astonishingly	NO TRANSLATION	0.827	0.898	0.773
astonishment	presenečenje	0.680	0.718	0.519
astound	presenečen	0.729	0.675	0.474
astral	astralno	0.604	0.417	0.567
astray	zabrisati	0.098	0.676	0.308
astringent	adstringent	0.316	0.500	0.474
astrologer	astrolog	0.594	0.519	0.673
astrology	astrologija	0.635	0.340	0.500
astronaut	astronavt	0.792	0.601	0.761
astronomer	astronom	0.750	0.509	0.735
astronomical	astronomsko	0.600	0.632	0.726
astronomy	astronomija	0.613	0.474	0.722
astute	preudarno	0.776	0.658	0.827
asunder	Spodaj	0.208	0.442	0.259
asylum	azil	0.407	0.330	0.445
asymmetric	asimetrična	0.580	0.343	0.465
asymmetry	asimetrija	0.476	0.373	0.527
asymptotic	asimptotični	0.479	0.451	0.472
atelier	atelje	0.490	0.330	0.705
atheism	ateizem	0.276	0.460	0.481
atheist	ateista	0.225	0.447	0.377
atheistic	ateistično	0.373	0.481	0.466
atherosclerosis	ateroskleroza	0.250	0.480	0.343
athlete	atlet	0.781	0.718	0.686
athletic	atletska	0.857	0.798	0.708
athleticism	atletika	0.750	0.863	0.778
athletics	atletika	0.831	0.691	0.740
atlas	atlas	0.531	0.306	0.554
atmosphere	atmosfero	0.604	0.300	0.560
atmospheric	atmosferski	0.531	0.420	0.594
atoll	atol	0.480	0.408	0.472
atom	atom	0.510	0.500	0.433
atomic	atomski	0.327	0.817	0.713
atone	atone	0.418	0.673	0.411
atonement	sprave	0.550	0.602	0.683
atpeace	atpeace	0.724	0.298	0.519
atrium	atrij	0.469	0.365	0.473
atrocious	grozno	0.073	0.811	0.445
atrocity	grozote	0.115	0.844	0.593
atrophy	atrofija	0.177	0.540	0.208
attach	priložite	0.520	0.363	0.559
attached	priložen	0.562	0.350	0.439
attachment	Priponka	0.570	0.343	0.500
attack	napad	0.286	0.948	0.670
attacker	napadalec	0.185	0.962	0.629
attacking	napadajo	0.276	0.837	0.642
attain	doseči	0.806	0.510	0.719
attainable	dosegljiv	0.760	0.500	0.759
attainment	doseganje	0.830	0.520	0.940
attempt	poskus	0.625	0.491	0.431
attempted	poskušal	0.594	0.580	0.567
attend	udeležiti se	0.650	0.420	0.625
attendance	prisotnost	0.812	0.500	0.592
attendant	spremljevalec	0.580	0.365	0.519
attention	pozornost	0.740	0.599	0.774
attentionseeker	NO TRANSLATION	0.367	0.745	0.457
attentionseekers	NO TRANSLATION	0.531	0.673	0.500
attentive	pozoren	0.812	0.520	0.724
attenuate	oslabiti	0.408	0.302	0.429
attenuated	oslabljeno	0.449	0.280	0.298
attenuation	slabljenje	0.458	0.363	0.464
attest	potrditi	0.439	0.710	0.685
attestation	potrdilo	0.234	0.635	0.500
attic	mansarda	0.521	0.259	0.377
attire	Obleka	0.742	0.388	0.483
attitude	odnos	0.760	0.644	0.861
attorney	odvetnik	0.600	0.594	0.754
attract	privabiti	0.796	0.663	0.769
attraction	atrakcija	0.906	0.774	0.712
attractive	privlačen	0.906	0.630	0.769
attractiveness	privlačnost	0.938	0.667	0.755
attributable	pripisati	0.704	0.430	0.527
attribute	atribut	0.781	0.439	0.795
attribution	dodelitev	0.646	0.467	0.658
attrition	izguba	0.229	0.540	0.259
auburn	auburn	0.510	0.240	0.411
auction	dražbi	0.594	0.702	0.519
auctioneer	dražitelj	0.542	0.732	0.716
audacious	drzno	0.740	0.875	0.825
audacity	drznost	0.760	0.755	0.916
audible	slišno	0.673	0.370	0.462
audience	občinstvo	0.698	0.610	0.613
audio	avdio	0.709	0.425	0.370
audit	revizijo	0.375	0.562	0.735
audition	avdicija	0.750	0.685	0.615
auditions	avdicije	0.740	0.765	0.596
auditor	revizor	0.582	0.571	0.726
auditorium	avditorij	0.529	0.490	0.538
auditory	slušni	0.531	0.481	0.570
aught	Aught	0.418	0.135	0.217
augment	Povečanje	0.650	0.683	0.645
augmentation	povečanje	0.714	0.613	0.850
august	avgust	0.652	0.292	0.462
aunt	teta	0.667	0.291	0.420
auntie	Teta	0.643	0.275	0.447
aura	aura	0.760	0.333	0.500
aurora	Aurora	0.817	0.306	0.537
auspices	pokroviteljstvo	0.542	0.500	0.634
auspicious	Ugodno	0.562	0.635	0.669
austere	strogo	0.500	0.390	0.422
austerity	varčnosti	0.438	0.406	0.534
authentic	verodostojna	0.885	0.510	0.782
authenticate	avtentikacija	0.833	0.480	0.789
authentication	preverjanje pristnosti	0.724	0.491	0.750
authenticity	avtentičnost	0.670	0.548	0.845
author	avtor	0.775	0.343	0.749
authoritative	avtoritativni	0.636	0.520	0.890
authority	organ	0.592	0.592	0.934
authorization	dovoljenje	0.521	0.567	0.817
authorize	dovolite	0.772	0.596	0.821
authorized	dovoljeno	0.760	0.458	0.815
authorship	avtorstvo	0.667	0.635	0.773
autism	avtizem	0.235	0.500	0.447
autistic	avtistično	0.367	0.337	0.404
auto	avto	0.571	0.569	0.500
autobiographical	avtobiografski	0.909	0.462	0.582
autobiography	avtobiografija	0.735	0.284	0.629
autocorrect	samodejno popravljanje	0.551	0.439	0.616
autocratic	avtokratsko	0.542	0.577	0.727
autograph	avtogram	0.735	0.565	0.473
autographed	avtographed	0.781	0.620	0.625
automated	avtomatsko	0.578	0.402	0.632
automatic	avtomatsko	0.562	0.433	0.664
automobile	avtomobil	0.753	0.625	0.534
automotive	avtomobilska industrija	0.656	0.520	0.577
autonomy	avtonomija	0.781	0.349	0.891
autopilot	avtopilot	0.594	0.462	0.632
autopsy	obdukcija	0.252	0.650	0.538
autumn	jeseni	0.765	0.204	0.450
auxiliary	pomožni	0.622	0.471	0.509
avail	izkoristiti	0.800	0.430	0.603
availability	razpoložljivost	0.796	0.544	0.600
available	na voljo	0.844	0.356	0.623
avalanche	plaz	0.265	0.915	0.683
avarice	avarice	0.198	0.726	0.352
avatar	avatar	0.633	0.410	0.567
avenge	maščevanje	0.073	0.867	0.559
avenger	avenger	0.337	0.865	0.670
avenging	maščevanje	0.143	0.880	0.717
avenue	aveniji	0.677	0.360	0.377
aver	NO TRANSLATION	0.492	0.450	0.393
