Word	Turkish-tr	Valence	Arousal	Dominance
analysis	analiz	0.729	0.448	0.705
analyst	analist	0.604	0.415	0.755
analytic	analitik	0.665	0.521	0.634
analytical	analitik	0.625	0.324	0.800
analyze	çözümlemek	0.667	0.462	0.710
analyzer	analizör	0.625	0.556	0.854
anaphylactic	anafilaktik	0.378	0.588	0.500
anarchism	anarşizm	0.125	0.804	0.623
anarchist	anarşist	0.204	0.700	0.759
anarchy	anarşi	0.146	0.755	0.620
anastomosis	anastomoz	0.375	0.470	0.490
anathema	aforoz	0.286	0.490	0.519
anatomic	anatomik	0.562	0.442	0.546
anatomy	anatomi	0.562	0.390	0.571
ancestor	Ata	0.592	0.388	0.594
ancestral	atalardan kalma	0.640	0.481	0.750
ancestry	soy	0.708	0.519	0.717
anchor	Çapa	0.520	0.284	0.564
anchorage	demirleme	0.500	0.325	0.639
ancient	eski	0.420	0.217	0.439
ancillary	yardımcı	0.449	0.442	0.278
androgen	androjen	0.255	0.523	0.527
android	android	0.663	0.436	0.500
anecdote	anekdot	0.583	0.529	0.500
anemia	anemi	0.188	0.327	0.310
anemic	anemik	0.167	0.279	0.155
anemone	anemon	0.552	0.538	0.327
anesthesia	anestezi	0.365	0.216	0.394
anesthesiologist	anestezist	0.419	0.224	0.526
anesthetic	anestetik	0.350	0.264	0.482
aneurysm	anevrizma	0.115	0.690	0.536
anew	yeniden	0.771	0.358	0.385
angel	melek	0.906	0.158	0.704
angelic	melek gibi	0.927	0.298	0.668
anger	öfke	0.167	0.865	0.657
angered	kızdırdı	0.010	0.860	0.547
angermanagement	NO TRANSLATION	0.260	0.632	0.482
angina	anjin	0.230	0.630	0.464
angiogram	anjiyogram	0.347	0.520	0.465
angiography	anjiyografi	0.378	0.536	0.520
angle	açı	0.541	0.330	0.455
angling	olta ile balık tutma	0.625	0.408	0.500
angora	Angora	0.529	0.425	0.405
angriest	sinirli	0.094	0.892	0.430
angry	kızgın	0.122	0.830	0.604
angrytweet	NO TRANSLATION	0.265	0.644	0.471
angst	endişe	0.167	0.888	0.333
anguish	ızdırap	0.153	0.792	0.265
anguished	kederli	0.135	0.720	0.307
angular	açısal	0.449	0.281	0.444
anhydrous	susuz	0.456	0.365	0.355
animal	hayvan	0.521	0.510	0.513
animate	hareketli	0.827	0.755	0.635
animated	canlandırılmış	0.823	0.676	0.538
animation	animasyon	0.888	0.750	0.549
animosity	düşmanlık	0.510	0.724	0.545
animus	düşmanlık	0.698	0.676	0.466
ankle	ayak bileği	0.500	0.274	0.234
anklet	halhal	0.410	0.276	0.302
annals	tarihsel olaylar	0.427	0.610	0.424
annex	ek	0.594	0.350	0.458
annexation	ilhak	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	yoketmek	0.115	0.918	0.681
annihilated	imha	0.080	0.760	0.324
annihilation	yok etme	0.041	0.800	0.591
anniversary	yıldönümü	0.880	0.770	0.723
annotate	açıklama	0.592	0.469	0.441
annotation	not	0.604	0.470	0.619
announce	duyurmak	0.694	0.618	0.611
announcement	duyuru	0.729	0.491	0.482
announcer	spiker	0.602	0.570	0.732
annoy	kızdırmak	0.094	0.765	0.286
annoyance	sıkıntı	0.167	0.718	0.342
annoyed	kızgın	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	Can sıkıcı	0.082	0.853	0.348
annoys	kızdıramaz	0.146	0.778	0.435
annual	yıllık	0.552	0.236	0.500
annuity	yıllık gelir	0.521	0.304	0.527
annul	feshetmek	0.250	0.448	0.364
annular	dairesel	0.310	0.385	0.412
annulment	iptal	0.153	0.375	0.447
annulus	halka	0.458	0.380	0.376
anointed	meshetti	0.500	0.368	0.579
anointing	mesh	0.653	0.350	0.547
anomalous	anormal	0.281	0.480	0.423
anomaly	anomali	0.188	0.538	0.404
anon	çok geçmeden	0.479	0.354	0.298
anonymity	anonimlik	0.469	0.255	0.430
anonymous	anonim	0.396	0.291	0.431
anorexic	anoreksik	0.160	0.618	0.245
answer	Cevap	0.537	0.373	0.661
answerable	sorumlu	0.708	0.481	0.750
answering	cevap veren	0.684	0.500	0.607
ant	karınca	0.448	0.216	0.216
antagonism	düşmanlık	0.224	0.618	0.524
antagonist	rakip	0.240	0.615	0.700
antagonistic	muhalif	0.296	0.604	0.565
antagonize	kışkırtmak	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	öncül	0.427	0.551	0.566
antelope	antilop	0.542	0.510	0.500
antenna	anten	0.521	0.327	0.358
anterior	ön	0.510	0.245	0.362
anthem	marş	0.780	0.343	0.729
anthill	karınca yuvası	0.327	0.578	0.377
anthology	antoloji	0.338	0.406	0.537
anthrax	şarbon	0.188	0.730	0.500
anthropological	antropolojik	0.367	0.390	0.490
anthropologist	antropolog	0.551	0.385	0.725
anthropology	antropoloji	0.490	0.367	0.582
anti	anti	0.365	0.412	0.384
antiaircraft	uçaksavar	0.330	0.622	0.629
antibiotic	antibiyotik	0.510	0.373	0.658
antibiotics	antibiyotikler	0.448	0.406	0.557
antichrist	Deccal	0.082	0.837	0.544
anticipate	tahmin etmek	0.622	0.469	0.667
anticipation	umma	0.698	0.539	0.711
anticipatory	ileriye yönelik	0.653	0.551	0.682
antics	NO TRANSLATION	0.448	0.740	0.236
antidote	panzehir	0.541	0.490	0.629
antifungal	antifungal	0.408	0.412	0.441
antigravity	yerçekimine karşı	0.430	0.714	0.658
antimony	antimon	0.378	0.398	0.490
antipathy	antipati	0.198	0.549	0.393
antiquarian	antika	0.500	0.233	0.426
antiquated	modası geçmiş	0.420	0.392	0.236
antique	Antik	0.634	0.290	0.518
antiques	antikalar	0.540	0.370	0.595
antiquity	eskilik	0.385	0.333	0.556
antiseptic	antiseptik	0.438	0.370	0.623
antisocial	antisosyal	0.146	0.686	0.391
antithesis	antitez	0.396	0.412	0.536
antithetical	karşıt	0.271	0.509	0.358
antiviral	antiviral	0.459	0.470	0.549
antler	boynuz	0.448	0.470	0.500
antsy	sabırsız	0.449	0.558	0.417
anus	anüs	0.347	0.644	0.350
anvil	örs	0.380	0.510	0.604
anxiety	kaygı	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	endişeli	0.281	0.875	0.434
anxiousness	anxiousness	0.235	0.814	0.282
anytime	istediğin zaman	0.625	0.461	0.436
aorta	aort	0.448	0.510	0.542
aortic	aort	0.436	0.540	0.438
apace	hızla	0.536	0.500	0.536
apache	apache	0.687	0.469	0.500
apartment	apartman	0.719	0.393	0.580
apartments	daireler	0.704	0.337	0.443
apathetic	ilgisiz	0.188	0.292	0.333
apathy	ilgisizlik	0.184	0.212	0.204
ape	maymun	0.548	0.389	0.336
aperture	açıklık	0.612	0.450	0.667
apex	doruk	0.570	0.433	0.418
aphid	yaprak biti	0.388	0.473	0.407
aphrodisiac	afrodizyak	0.750	0.846	0.667
apiece	bir parça	0.439	0.259	0.383
aplomb	kendini tutma	0.500	0.509	0.582
apocalypse	vahiy	0.050	0.867	0.736
apocalyptic	kıyamet	0.173	0.880	0.750
apologetic	özür dileyen	0.479	0.461	0.571
apologist	apolojist	0.406	0.429	0.526
apologize	özür dilemek	0.551	0.378	0.389
apology	özür	0.571	0.346	0.402
apostasy	döneklik	0.388	0.520	0.517
apostate	dönek	0.342	0.500	0.528
apostle	havari	0.646	0.347	0.732
apostolic	havariler ile ilgili	0.592	0.300	0.717
apostrophe	apostrof	0.469	0.368	0.537
apothecary	eczacı	0.561	0.328	0.529
appalled	dehşete	0.194	0.792	0.562
appalling	korkunç	0.160	0.827	0.415
apparatus	cihaz	0.375	0.353	0.377
apparel	giysi	0.698	0.435	0.453
apparent	bariz	0.473	0.383	0.398
apparently	görünüşe göre	0.531	0.410	0.426
apparition	hayalet	0.406	0.573	0.636
appeal	temyiz	0.663	0.598	0.558
appear	görünmek	0.735	0.506	0.567
appearance	görünüm	0.669	0.490	0.534
appease	yatıştırmak	0.633	0.278	0.434
appellant	temyiz eden taraf	0.327	0.588	0.568
append	eklemek	0.573	0.464	0.453
appendage	uzantı	0.229	0.382	0.438
appendectomy	apandis ameliyatı	0.177	0.670	0.554
appendicitis	apandisit	0.031	0.640	0.347
appendix	apandis	0.365	0.387	0.425
appetite	iştah	0.704	0.637	0.581
appetizer	meze	0.755	0.560	0.406
appetizing	iştah açıcı	0.806	0.657	0.688
applaud	alkışlamak	0.865	0.824	0.464
applause	alkış	0.953	0.857	0.621
apple	elma	0.811	0.300	0.264
apple juice	elma suyu	0.765	0.204	0.294
applejack	elma konyağı	0.604	0.431	0.473
applesauce	elma püresi	0.750	0.167	0.291
appliance	cihaz	0.582	0.453	0.538
appliances	aletleri	0.594	0.394	0.567
applicability	uygulanabilirlik	0.677	0.490	0.741
applicable	uygulanabilir	0.469	0.430	0.667
applicant	başvuru sahibi	0.612	0.558	0.688
application	uygulama	0.646	0.445	0.726
apply	uygulamak	0.612	0.321	0.667
appoint	atamak	0.565	0.330	0.509
appointment	randevu	0.688	0.594	0.547
appointments	randevular	0.745	0.677	0.625
apportion	paylaştırmak	0.677	0.490	0.638
apportionment	paylaştırma	0.552	0.481	0.453
appraisal	değerlendirme	0.417	0.667	0.682
appraise	değerlendirmek	0.677	0.490	0.696
appreciable	sezilebilir	0.873	0.491	0.778
appreciate	anlamak	0.885	0.422	0.741
appreciated	takdir	0.910	0.434	0.779
appreciates	takdir	0.765	0.500	0.656
appreciation	takdir	0.917	0.529	0.588
appreciative	minnettar	0.857	0.380	0.654
apprehend	tutuklamak	0.521	0.624	0.696
apprehension	endişe	0.385	0.720	0.454
apprehensive	endişeli	0.406	0.592	0.431
apprentice	Çırak	0.615	0.413	0.452
apprenticeship	çıraklık	0.812	0.482	0.643
approach	yaklaşım	0.612	0.392	0.610
approaching	yaklaşan	0.740	0.557	0.491
approbate	NO TRANSLATION	0.646	0.590	0.860
approbation	onama	0.792	0.529	0.774
appropriate	uygun	0.833	0.368	0.759
appropriation	ödenek	0.510	0.632	0.717
approval	onay	0.854	0.460	0.889
approve	onaylamak	0.875	0.548	0.741
approved	onaylı	0.833	0.349	0.698
approvement	Güvence	0.880	0.625	0.780
approving	onaylayan	0.917	0.583	0.773
approximate	yaklaşık	0.551	0.560	0.520
approximately	yaklaşık olarak	0.622	0.396	0.538
approximating	yaklaştırma	0.583	0.615	0.471
approximation	tahmin	0.582	0.402	0.593
appurtenances	irtifak hakkı	0.573	0.412	0.547
apricot	kayısı	0.708	0.320	0.278
apron	apron	0.582	0.208	0.245
apt	uygun	0.582	0.418	0.382
aptitude	yetenek	0.750	0.471	0.746
aqua	su	0.656	0.292	0.359
aquamarine	akuamarin	0.729	0.306	0.413
aquarium	akvaryum	0.663	0.327	0.393
aquatic	suda yaşayan	0.677	0.510	0.463
aqueduct	sukemeri	0.551	0.411	0.534
aqueous	sulu	0.429	0.270	0.310
arable	tarıma elverişli	0.510	0.350	0.465
arbiter	söz sahibi	0.561	0.537	0.814
arbitrary	keyfi	0.281	0.702	0.686
arbitrate	hakemlik etmek	0.470	0.620	0.682
arbitration	Tahkim	0.587	0.602	0.670
arbitrator	hakem	0.385	0.448	0.795
arbor	çardak	0.583	0.490	0.591
arc	yay	0.552	0.388	0.396
arcade	çarşı	0.676	0.521	0.502
arcane	gizli	0.500	0.490	0.637
arch	kemer	0.500	0.354	0.468
archaeological	arkeolojik	0.740	0.441	0.660
archaeologist	arkeolog	0.552	0.451	0.706
archaeology	arkeoloji	0.596	0.358	0.691
archaic	arkaik	0.271	0.327	0.332
archangel	başmelek	0.837	0.500	0.708
archbishop	başpiskopos	0.622	0.280	0.776
archdiocese	başpiskoposun yönetimindeki bölge	0.400	0.321	0.704
archduke	arşidük	0.458	0.413	0.634
arched	kemerli	0.582	0.403	0.398
archer	okçu	0.573	0.622	0.661
archery	okçuluk	0.594	0.604	0.589
archetype	prototip	0.448	0.520	0.569
archipelago	adalar	0.745	0.370	0.592
architect	mimar	0.776	0.442	0.836
architectural	mimari	0.729	0.390	0.670
architecture	mimari	0.820	0.390	0.694
archive	Arşiv	0.438	0.294	0.527
arctic	Arktik	0.615	0.352	0.546
ardent	ateşli	0.694	0.873	0.722
ardor	şevk	0.500	0.780	0.538
arduous	çetin	0.344	0.783	0.605
area	alan	0.490	0.306	0.464
arena	arena	0.510	0.235	0.404
areola	areola	0.417	0.396	0.381
areyoukidding	NO TRANSLATION	0.429	0.633	0.400
areyoukiddingme	NO TRANSLATION	0.365	0.635	0.375
argent	NO TRANSLATION	0.594	0.418	0.472
argh	argh	0.260	0.538	0.328
arghh	NO TRANSLATION	0.292	0.536	0.397
arghhhh	NO TRANSLATION	0.250	0.618	0.324
argue	tartışmak	0.093	0.798	0.525
argument	tartışma	0.510	0.464	0.698
argumentation	tartışma	0.479	0.549	0.760
argumentative	münakaşacı	0.450	0.531	0.679
arguments	argümanlar	0.541	0.602	0.657
arid	kurak	0.323	0.333	0.379
arise	ortaya	0.750	0.582	0.725
aristocracy	aristokrasi	0.688	0.549	0.842
aristocrat	aristokrat	0.583	0.413	0.811
aristocratic	soylu	0.449	0.519	0.676
arithmetic	aritmetik	0.453	0.460	0.634
ark	sandık	0.396	0.427	0.543
arm	kol	0.552	0.285	0.469
armada	donanma	0.408	0.740	0.868
armament	silâhlanma	0.198	0.764	0.810
armaments	silahlanma	0.192	0.839	0.830
armature	armatür	0.510	0.558	0.755
armchair	koltuk	0.646	0.164	0.339
armed	silâhlı	0.188	0.750	0.808
armor	zırh	0.469	0.625	0.784
armored	zırhlı	0.469	0.509	0.861
armory	cephanelik	0.448	0.663	0.800
armpit	koltuk altı	0.283	0.439	0.250
arms	silâh	0.464	0.395	0.483
army	ordu	0.417	0.759	0.902
aroma	aroma	0.823	0.235	0.442
aromatherapy	aromaterapi	0.847	0.220	0.473
arousal	uyarılma	0.791	0.943	0.731
arouse	uyandırmak	0.740	0.491	0.580
aroused	uyandırdı	0.708	0.952	0.667
arraignment	kabahat yükleme	0.406	0.837	0.534
arrange	düzenlemek	0.740	0.490	0.571
arranged	düzenlenmiş	0.698	0.531	0.728
arrangement	aranjman	0.625	0.382	0.683
array	dizi	0.521	0.396	0.568
arrears	borç	0.286	0.485	0.302
arrest	tutuklamak	0.146	0.951	0.500
arrhythmia	aritmi	0.265	0.706	0.356
arrival	varış	0.678	0.510	0.474
arrive	varmak	0.837	0.406	0.585
arrogance	kibir	0.143	0.750	0.620
arrogant	kibirli	0.115	0.755	0.580
arrow	ok	0.439	0.390	0.454
arsehole	göt deliği	0.276	0.598	0.433
arseholes	Arseholes	0.188	0.545	0.351
arsenal	cephanelik	0.365	0.741	0.752
arsenic	arsenik	0.281	0.472	0.447
arson	kundakçılık	0.133	0.904	0.567
arsonist	kundakçı	0.348	0.840	0.500
art	Sanat	0.812	0.360	0.603
arterial	atardamar	0.396	0.510	0.583
artery	arter	0.396	0.580	0.537
artful	sanatlı	0.771	0.608	0.778
arthritis	artrit	0.110	0.518	0.345
arthropod	eklem bacaklı	0.344	0.464	0.434
artichoke	enginar	0.583	0.218	0.287
article	makale	0.594	0.280	0.481
articles	haberler	0.552	0.324	0.565
articulate	ifade	0.677	0.462	0.618
articulation	mafsal	0.479	0.480	0.591
artifact	yapay	0.510	0.500	0.566
artifice	beceri	0.316	0.696	0.482
artificial	yapay	0.306	0.385	0.351
artillery	ağır silahlar	0.350	0.912	0.794
artisan	esnaf	0.781	0.330	0.411
artist	sanatçı	0.802	0.442	0.732
artiste	NO TRANSLATION	0.844	0.512	0.565
artistic	artistik	0.802	0.646	0.632
artistry	yetenek	0.823	0.346	0.769
artists	sanatçılar	0.796	0.667	0.741
artwork	sanat eseri	0.896	0.368	0.679
arty	gösterişli	0.490	0.422	0.388
asap	en kısa sürede	0.571	0.500	0.552
asbestos	asbest	0.357	0.481	0.464
ascend	çıkmak	0.830	0.620	0.812
ascendancy	üstünlük	0.724	0.625	0.700
ascendant	yükselen	0.656	0.673	0.821
ascending	yükselen	0.826	0.644	0.777
ascension	yükselme	0.765	0.720	0.714
ascent	çıkış	0.755	0.627	0.833
ascertain	anlamak	0.560	0.530	0.625
ascertained	tespit	0.531	0.529	0.616
ascetic	sofu	0.438	0.375	0.472
ash	kül	0.260	0.210	0.207
ashamed	utanmış	0.156	0.588	0.228
ashes	küller	0.327	0.279	0.142
ashtray	kül tablası	0.406	0.382	0.265
asinine	eşekçe	0.429	0.472	0.433
ask	Sor	0.531	0.440	0.459
asleeep	NO TRANSLATION	0.490	0.210	0.322
asleep	uykuda	0.604	0.100	0.270
asp	asp	0.438	0.489	0.375
asparagus	Kuşkonmaz	0.469	0.317	0.264
aspartame	aspartam	0.469	0.480	0.322
aspect	Görünüş	0.479	0.469	0.588
aspects	yönleri	0.439	0.480	0.565
aspen	titrek kavak	0.479	0.280	0.395
asphalt	asfalt	0.479	0.264	0.439
asphyxia	boğulma	0.198	0.704	0.311
asphyxiation	boğulma	0.059	0.745	0.412
aspiration	özlem	0.704	0.724	0.675
aspire	çok istemek	0.812	0.469	0.722
aspirin	aspirin	0.479	0.271	0.422
aspiring	can atan	0.844	0.582	0.604
ass	eşek	0.323	0.750	0.345
assail	saldırmak	0.378	0.510	0.500
assailant	saldırgan	0.184	0.868	0.602
assassin	katil	0.073	0.933	0.632
assassinate	öldürmek	0.051	0.969	0.722
assassination	suikast	0.083	0.941	0.525
assault	saldırı	0.167	0.848	0.550
assay	tahlil	0.633	0.559	0.594
assemblage	montaj	0.429	0.452	0.600
assemble	birleştirmek	0.542	0.570	0.750
assembled	birleştirilmiş	0.663	0.450	0.644
assembly	montaj	0.698	0.500	0.640
assemblyman	meclis üyesi	0.430	0.538	0.760
assent	rıza	0.615	0.515	0.719
assert	ileri sürmek	0.750	0.619	0.809
asserting	iddia	0.694	0.531	0.736
assertion	iddia	0.740	0.442	0.750
assertive	iddialı	0.719	0.412	0.770
assess	belirlemek	0.698	0.500	0.623
assessment	değerlendirme	0.750	0.623	0.658
assessor	Değerlendirici	0.551	0.538	0.764
asset	varlık	0.797	0.765	0.788
assets	varlıklar	0.667	0.613	0.765
asshole	Pislik	0.133	0.582	0.263
assign	atamak	0.622	0.417	0.709
assignee	vekil	0.510	0.462	0.510
assignment	atama	0.483	0.398	0.745
assimilate	özümsemek	0.559	0.391	0.683
assimilation	asimilasyon	0.429	0.378	0.463
assist	yardım	0.833	0.435	0.629
assistance	yardım	0.656	0.519	0.633
assistant	asistan	0.625	0.390	0.536
associate	ortak	0.812	0.409	0.625
association	birleşme	0.745	0.500	0.817
assorted	çeşitli	0.602	0.460	0.472
assortment	çeşit	0.694	0.360	0.526
assuage	yatıştırmak	0.745	0.255	0.500
assume	üstlenmek	0.698	0.401	0.464
assumed	varsayılır	0.612	0.247	0.454
assuming	varsayarak	0.740	0.390	0.526
assumption	varsayım	0.479	0.431	0.417
assurance	güvence	0.675	0.442	0.704
assure	sağlamak	0.910	0.460	0.839
assured	emin	0.878	0.327	0.754
assuredly	kesinlikle	0.786	0.396	0.833
asterisk	yıldız işareti	0.541	0.288	0.273
asteroid	asteroit	0.430	0.721	0.623
asteroids	asteroitler	0.361	0.694	0.712
asthma	astım	0.198	0.549	0.227
asthmatic	astımlı	0.229	0.706	0.294
astigmatism	astigmatizm	0.214	0.490	0.429
astonish	Şaşkın	0.786	0.845	0.658
astonished	hayret	0.510	0.775	0.574
astonishing	şaşırtıcı	0.844	0.802	0.821
astonishingly	NO TRANSLATION	0.827	0.898	0.773
astonishment	şaşkınlık	0.680	0.718	0.519
astound	şaşırtmak	0.729	0.675	0.474
astral	astral	0.604	0.417	0.567
astray	yoldan	0.098	0.676	0.308
astringent	büzücü	0.316	0.500	0.474
astrologer	astrolog	0.594	0.519	0.673
astrology	astroloji	0.635	0.340	0.500
astronaut	astronot	0.792	0.601	0.761
astronomer	astronom	0.750	0.509	0.735
astronomical	astronomik	0.600	0.632	0.726
astronomy	astronomi	0.613	0.474	0.722
astute	zeki	0.776	0.658	0.827
asunder	parça parça	0.208	0.442	0.259
asylum	iltica	0.407	0.330	0.445
asymmetric	asimetrik	0.580	0.343	0.465
asymmetry	asimetri	0.476	0.373	0.527
asymptotic	asimptotik	0.479	0.451	0.472
atelier	atölye	0.490	0.330	0.705
atheism	ateizm	0.276	0.460	0.481
atheist	ateist	0.225	0.447	0.377
atheistic	ateist	0.373	0.481	0.466
atherosclerosis	ateroskleroz	0.250	0.480	0.343
athlete	atlet	0.781	0.718	0.686
athletic	atletik	0.857	0.798	0.708
athleticism	atletizm	0.750	0.863	0.778
athletics	atletizm	0.831	0.691	0.740
atlas	Atlas	0.531	0.306	0.554
atmosphere	atmosfer	0.604	0.300	0.560
atmospheric	atmosferik	0.531	0.420	0.594
atoll	atol	0.480	0.408	0.472
atom	atom	0.510	0.500	0.433
atomic	atomik	0.327	0.817	0.713
atone	gönül almak	0.418	0.673	0.411
atonement	kefaret	0.550	0.602	0.683
atpeace	atpeace	0.724	0.298	0.519
atrium	atriyum	0.469	0.365	0.473
atrocious	gaddarca	0.073	0.811	0.445
atrocity	gaddarlık	0.115	0.844	0.593
atrophy	atrofi	0.177	0.540	0.208
attach	iliştirmek	0.520	0.363	0.559
attached	ekli	0.562	0.350	0.439
attachment	ek dosya	0.570	0.343	0.500
attack	saldırı	0.286	0.948	0.670
attacker	saldırgan	0.185	0.962	0.629
attacking	saldırma	0.276	0.837	0.642
attain	ulaşmak	0.806	0.510	0.719
attainable	ulaşılabilir	0.760	0.500	0.759
attainment	ulaşma	0.830	0.520	0.940
attempt	girişim	0.625	0.491	0.431
attempted	teşebbüs	0.594	0.580	0.567
attend	katılmak	0.650	0.420	0.625
attendance	katılım	0.812	0.500	0.592
attendant	görevli	0.580	0.365	0.519
attention	Dikkat	0.740	0.599	0.774
attentionseeker	NO TRANSLATION	0.367	0.745	0.457
attentionseekers	NO TRANSLATION	0.531	0.673	0.500
attentive	özenli	0.812	0.520	0.724
attenuate	azaltmak	0.408	0.302	0.429
attenuated	zayıflatılmış	0.449	0.280	0.298
attenuation	zayıflama	0.458	0.363	0.464
attest	kanıtlamak	0.439	0.710	0.685
attestation	tasdik	0.234	0.635	0.500
attic	Çatı katı	0.521	0.259	0.377
attire	giydirmek	0.742	0.388	0.483
attitude	tutum	0.760	0.644	0.861
attorney	avukat	0.600	0.594	0.754
attract	çekmek	0.796	0.663	0.769
attraction	cazibe	0.906	0.774	0.712
attractive	çekici	0.906	0.630	0.769
attractiveness	çekicilik	0.938	0.667	0.755
attributable	dayandırılabilir	0.704	0.430	0.527
attribute	nitelik	0.781	0.439	0.795
attribution	nitelik	0.646	0.467	0.658
attrition	yıpranma	0.229	0.540	0.259
auburn	kumral	0.510	0.240	0.411
auction	açık arttırma	0.594	0.702	0.519
auctioneer	mezatçı	0.542	0.732	0.716
audacious	cüretli	0.740	0.875	0.825
audacity	küstahlık	0.760	0.755	0.916
audible	duyulabilir	0.673	0.370	0.462
audience	seyirci	0.698	0.610	0.613
audio	ses	0.709	0.425	0.370
audit	denetim	0.375	0.562	0.735
audition	işitme	0.750	0.685	0.615
auditions	Seçmeler	0.740	0.765	0.596
auditor	denetçi	0.582	0.571	0.726
auditorium	konferans salonu	0.529	0.490	0.538
auditory	işitsel	0.531	0.481	0.570
aught	zerre	0.418	0.135	0.217
augment	çoğaltmak	0.650	0.683	0.645
augmentation	büyüme	0.714	0.613	0.850
august	Ağustos	0.652	0.292	0.462
aunt	teyze	0.667	0.291	0.420
auntie	teyzeciğim	0.643	0.275	0.447
aura	atmosfer	0.760	0.333	0.500
aurora	şafak	0.817	0.306	0.537
auspices	himaye	0.542	0.500	0.634
auspicious	hayırlı	0.562	0.635	0.669
austere	sade	0.500	0.390	0.422
austerity	tasarruf	0.438	0.406	0.534
authentic	otantik	0.885	0.510	0.782
authenticate	kimlik doğrulaması	0.833	0.480	0.789
authentication	kimlik doğrulama	0.724	0.491	0.750
authenticity	otantiklik	0.670	0.548	0.845
author	yazar	0.775	0.343	0.749
authoritative	yetkili	0.636	0.520	0.890
authority	yetki	0.592	0.592	0.934
authorization	yetki	0.521	0.567	0.817
authorize	yetki vermek	0.772	0.596	0.821
authorized	yetkili	0.760	0.458	0.815
authorship	yazarlık	0.667	0.635	0.773
autism	otizm	0.235	0.500	0.447
autistic	otistik	0.367	0.337	0.404
auto	Oto	0.571	0.569	0.500
autobiographical	otobiyografik	0.909	0.462	0.582
autobiography	otobiyografi	0.735	0.284	0.629
autocorrect	otomatik düzeltme	0.551	0.439	0.616
autocratic	otokratik	0.542	0.577	0.727
autograph	imza	0.735	0.565	0.473
autographed	imzalı	0.781	0.620	0.625
automated	otomatikleştirilmiş	0.578	0.402	0.632
automatic	otomatik	0.562	0.433	0.664
automobile	otomobil	0.753	0.625	0.534
automotive	otomotiv	0.656	0.520	0.577
autonomy	özerklik	0.781	0.349	0.891
autopilot	otomatik pilot	0.594	0.462	0.632
autopsy	otopsi	0.252	0.650	0.538
autumn	sonbahar	0.765	0.204	0.450
auxiliary	yardımcı	0.622	0.471	0.509
avail	yaramak	0.800	0.430	0.603
availability	kullanılabilirlik	0.796	0.544	0.600
available	mevcut	0.844	0.356	0.623
avalanche	çığ	0.265	0.915	0.683
avarice	açgözlülük	0.198	0.726	0.352
