"label","text","googleScore","VADER"
"Positive","There is a song here that every country music fan can relate too sometime in their life! Thank you for your great uploads!!!!!",0.7,0.877
"Neutral","he a sniper just like me",0.3,0.361
"Neutral","Thanks for helping me against that heavy.0:49",0.8,0.625
"Neutral","How can u not like Shaggy and Shabba???? LMAO!",-0.1,0.651
"Neutral","I SoCed the guards. Only Cauthrien survived:)",0.4,0.511
"Positive","She has an Aretha sound, she can definitely get some work as Aretha's background singer or even do demos for Aretha, she's interesting, I wonder if she lives what she sings, these poor women who these men take it through.",-0.4,0.318
"Positive","i burned the disc and stuff just like you said. only problem is that when it says "" Click the button below to restart your computer and begin the installation process. "" i click restart and it just restarts. that's all. no installing occurs. could you help me out with this? thanks and great simple video instructions. i'll rate it 5 stars once i get this working.",-0.1,0.807
"Positive","Great video!!!",0.8,0.716
"Negative","Hello? (it's the brain)",0.2,0
"Neutral","@blue861000 I agree. Bullies & haters are wrong in every sense of the word.",0.1,-0.586
"Neutral","Most convicted killers that have been cleared and freed didn't have as much evidence to exonerate them as there is for ALA. If ALA cannot be cleared on the prints, DNA and handwriting, nobody could ever be cleared of a crime. To accept ALA's guilt is to deny solid physical evidence in favor of witch hunting, sophistry, invented factoids and wild speculation. Some think that's stronger evidence than prints, DNA and handwriting. If that evidence is so weak, then nobody could ever be convicted.",-0.3,-0.581
"Neutral","Will be trying this tonight. I might bake them instead of frying. I just feel that potatoes especially mashed will soak up every bit of the oil. Frying is always yummier, but since I'm pregnant, everything fried gives me indigestion...",0,0
"Neutral","@ccdcassi I hope so too. It's still a great city and will always be. Thank you for your support",0.5,0.904
"Neutral","yh ur rite soul touching and very sad...",-0.4,-0.526
"Neutral","his hat is fuking sik 5:10",0,-0.637
"Positive","These are the days these are the moments that pass us by",0.3,0
"Negative","Apples taste good but Oranges taste good also. I just summed up your stance on any two opposing issues, do you work in congress? Allow me to stereotype you: Spineless, unprincipled, panderer. Any one will work.",0,0.637
"Neutral","dizaster sucks",-0.5,-0.361
"Neutral","ok so shep's ship is totally a guitar. it even has a whammy bar!",0.1,0.4
"Positive","Sex, drugs, rock-n-roll !!!",0,0
"Neutral","im a dance minister and when there is song of warfare on sometimes it just be like that. you got to minister to your self and stomp satan all the same time . amennn",0,0.077
"Negative","vanguard of justice my ass more like the vangurd of low down cheating mother fuckers",-0.2,-0.785
"Neutral","When was this video made? I didn't see it in the credits",-0.4,0.361
"Neutral","you couldn't be a Libertarian and believe the way you believe",0.1,-0.169
"Neutral","this is my new favorite super furry animals song",0.8,0.785
"Neutral","totally agree with you. liked them for a couple years now.",0.1,0.68
"Neutral","dude just go to the apple store snow lepord is there!",0.3,0
"Neutral","yeah its totally worth it",0.9,0.526
"Positive","So Dope...!!!",0.8,0
"Positive","Charmed LOL",0.3,0.795
"Neutral","Ok,You PA boys can stop showing off now. We know y'all have all the power we drool over in the rare times it gets south of you.",0.1,-0.296
"Positive","i was a little kid when i heard this song in my moms cd's. i dont remember how old i was but i remember i didint understand the words to well, but i fell in love. i fell in love with the music and the words my small brain could pick up. great era of music.",0.3,0.972
"Neutral","? this swucks",-0.2,0
"Neutral","what is a pyro fx",0.3,0
"Positive","Great video Steve! I remember the first time I read John Muir's description of the ice cone, I was amazed by it. To see it through your eyes is pretty cool. Love the time lapse of the creek too.",0.7,0.954
"Neutral","@cdreddick34 Thanks for the advice I will consider that the next time I get them twisted up.",0.5,0.44
"Positive","Thank you! :)",0.8,0.7
"Positive","Fantastic. Thanks for posting. And Rod...sort it out!",0.4,0.778
"Neutral","legit",0.2,0
"Neutral","shits perfect",0.3,0.153
"Positive","that gave me chills. ...so very excellent.",0.5,0.645
"Neutral","yes",0.1,0.402
"Negative","@VeganButterfly Wow, you expect to have a civilized discourse with that kind of pessimistic dualistic attitude? The reason my responses seem ""dumb"" to you is because I'm pointing out all of the contradictory fallacies in your arguments. My responses are m",-0.1,-0.701
"Neutral","Gld etf is stored in london.",0.3,0
"Neutral","@ln4359 havent played since i broke my wrist last year.....its still not 100% yet....",-0.1,-0.591
"Positive","I cannot thank you enough for this incredible information. You are living proof that the raw food diet is miraculous. You are SO beautiful! Thank you so much for your example and for being such an inspiration. I want to look as beautiful and be as healthy as you are!",0.7,0.959
"Positive","that is the best video I have seen on what the argument is.Thank you",0.8,0.402
"Negative","laureen cheated laureen cheated she cheated FUKIN cheated",-0.5,-0.922
"Neutral","Andy Milanokis!",0.3,0
"Neutral","I wish the ""Nashvilles"" would pull their heads out of their asses and promote more music like this, there are very talented songwriters out there, but the Nashvilles are ignoring them. I don't understand why they are promoting this ""Hip Hop"" country of today. Sure it sells, but there is stuff out there that would sell better.",-0.3,0.907
"Neutral","i think at 0:57 he was going for another soccer kick but then remembered he was in the WEC lol",0.6,0.673
"Neutral","wow neon another episode your uploading alot today",0.2,0.586
"Neutral","hey got a question about this if u dont mind. Do I have to control when it starts swelling? or does the pedal know when to do it? im not sure if you understand this, but in simpler words: ""does the volume start swelling everytime you pluck a note?""",-0.1,-0.255
"Positive","i think im in love.. lol",0.6,0.82
"Neutral","try and make ur vids more clear",0.2,0.439
"Neutral","why do you have that if you don't have 2",-0.1,0
"Negative","Hmm, who would I rather have talking about foreign affairs? A ball of Bushisms? Or this guy?Great speech Barack. I'm sure another hundred years in the middle-east would reallllly help Israel. Hah! Yeah right.",0.1,0.792
"Positive","Love the AMV.OMG. That's my TV! :O",0.4,0.624
"Neutral","on thing to say to cobra commander cooooooobra.",-0.1,0
"Positive","good job!",0.5,0.493
"Positive","I luv this film",0.7,0
"Negative","PITIFUL that the federal govt doesn't give a damn about the very folks that voted them into office. It's absurd to enforce a regulation/law that REQUIRES a pharmacy, OR ANY BUSINESS, TO OPERATE BELOW COST! This is just plain WRONG! As we say in the South- That dog won't hunt"". ",-0.7,-0.796
"Neutral","wrd6807 76mf3i2 fr2j070 483v42 772",0.1,0
"Positive","aww shes so cute ny little brother does this too",0.5,0.509
"Positive","wow, sickest commentary ever, he's playing assasins creed on gow2! loool",0.7,0.709
"Neutral","lol a mage queen huh XP",0.1,0.757
"Neutral","TE AMOO!!! WERA !!! ESTEFANI ERES MI TODO UN DIA TE VOY A TENER A MI LADO SI TU ME DEGARAS <33333333",0.2,0
"Negative","which is what i origionaly said obama is waisting all of the tax payers money spending waaay too much and not spending they way he should.",-0.8,0
"Positive","this is the best PCTS live show ever",0.6,0.637
"Neutral","estuvo vacano eso!!",0.5,0
"Neutral","Looks like fun and the air strip is by my house. I go by it on the way to the town dump. One day I'll get my ultralight.",0.1,0.494
"Negative","snoops fucking baked",-0.2,0
"Neutral","@DaymyanT ""actoring""?",-0.1,0
"Neutral","Thanks for posting. Its so old!",0.2,0.493
"Neutral","im startin to wonder an worry dude",0.2,-0.44
"Positive","Cool. Good job! And dope tracc! Straight up G shit!Thanks 4 tha upload!",0.6,0.806
"Positive","Wow your lyrics are awesome :D Love the key of awesome. Always entertaining",0.8,0.973
"Positive","lve daa song ;)",0.7,0.226
"Positive","you'll always mean so much to me.........thank's for being such awonderful friend......I'll just keep right on proving that good friends were meant to last....",0.5,0.718
"Neutral","Why is Jack seemingly nude when he's scared? xD",0,0.214
"Positive","i completely just fell for you.....you i will see in namibia.",-0.3,0
"Positive","florence is my favorite city in the entire world...and, believe me, i've been around. i LOVE LOVE LOVE that you were so slow and deliberate in your filming of my favorite city. i wll visit your post ofte...and wish i were back in the land and city that i love! gracie!",0.7,0.984
"Negative","You freak!",0.1,-0.493
"Neutral","who loves google? :/",-0.3,0.318
"Positive","looks damn good! can't wait to see it!",0.7,0.198
"Positive","Yippy! I was just telling my brother that i was having Nutnfancy withdrawals because its been about a week since your last vid.",0.1,0
"Neutral","I mean to say with the media would give ron paul at least a 1/10th of the time that Obama gets",0.1,0
"Neutral","@King100Joe he makes it out less than it is. he doesn't see it as much of a problem.",-0.3,-0.402
"Neutral","good",0.3,0.44
"Positive","You GO girl !!! If everybody were a diva then asshat CEOs might get their act together !!!",0,0
"Positive","better than shiny toy guns. ",0.3,0.44
"Positive","Awesome",0.7,0.625
"Positive","@whatif1999 I like the bit where she jumpes to the floor and it dosn't blow up and then it blows up and she gets back up and when it blows the second time then she jumps well at 3:21/4:10",-0.3,0.557
"Negative","In the past four years, Bayh collected more than $1.7 million in pre-tax income when she exercised stock options from two of the corporations. Her actual income from exercising stock options is higher, but the details of one transaction were not publicly reported.",0,0
"Positive","Alison Moyet's looking bloody terrific! Wowser x",0.4,-0.294
"Neutral","cavs have a terrible bench, pietrus outscored the whole bench and hes a bench warmer as well so cavs are a team that breaks in the playoffs so next season you will see lebron on the knicks",0,0.052
"Positive","@vannoah i voted 4 him last time...i hope more peolple would wise up...",0.2,0.74
"Neutral","cuando va a ser el dia q piensen mas como deportistas y no como ingnorantes perdedores de la vida, q solo saben insultar a los demas equipos. Q lastima me da ver esto, y pensar q yo tambien soy uruguayo... me da asco la mentalidad de todos los fanaticos, q lo unico q hacen es agredir, y no respetan a los otros equipos... es muy facil odiar. Me imagino q es la mentalidad uruguaya, nos gusta lo facil. Q desgracia!! APOYEN EL DEPORTE MUCHACHOS, no la VIOLENCIA!",-0.2,-0.756
"Neutral","Yeah, actually I kind of felt that way myself. I'm probably going to go in and add a few more SMW areas to better even out the Sonic:Mario ratio.",0.2,0.625
"Neutral","Killer!",0.7,-0.68
"Neutral","What a beautiful look that I can wear anywhere. I don't recall seeing you use pigments. Do you like them or use them? If so, I would like to see a step by step tutorial.",0.1,0.847
"Neutral","I would suggest that to stop it bowling outwards 1st slow your wheel down and 2nd make sure you collar the top in before lifting like I do which helps to counteract the centrifugal force wanting to throw it out widely.",0,0.718
"Positive","tapthattoast (jeezechesse)is like a super star so is jeezejess and jeezecheese",0.6,0.751
