English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Welsh Word
amphetamines	0	0	1	0	0	1	0	0	0	0	amffetaminau
amphibian	0	0	0	0	0	0	0	0	0	0	amffibiaid
amphibious	0	0	0	0	0	0	0	0	0	0	amffibaidd
amphitheater	0	0	0	0	0	0	0	0	0	0	amffitheatr
amplification	0	0	0	0	0	0	0	0	0	0	mwyhad
amplify	0	0	0	0	0	0	0	0	0	0	mwyhau
amplitude	0	0	0	0	0	0	0	0	0	0	osgled
amply	0	0	0	0	0	0	0	0	0	0	helaeth
amputation	0	0	0	0	0	0	0	0	0	0	trychiad
amulet	0	0	0	0	0	0	0	0	0	0	amulet
amuse	0	0	0	0	1	0	1	0	0	0	difyrrwch
amused	0	0	0	0	1	0	1	0	0	0	difyr
amusement	0	0	0	0	1	0	1	0	0	0	difyrrwch
amusing	0	0	0	0	1	0	1	0	0	0	doniol
ana	0	0	0	0	0	0	0	0	0	0	ana
anaconda	0	0	1	1	0	1	0	0	0	0	anaconda
anaesthesia	0	0	0	0	0	0	0	0	0	0	anesthesia
anaesthetic	0	0	0	0	0	0	0	0	0	0	anesthetig
anal	0	0	0	0	0	1	0	0	0	0	rhefrol
analgesic	0	0	0	0	0	0	0	0	0	0	poenliniarol
analogous	0	0	0	0	0	0	0	0	0	0	analogaidd
analogue	0	0	0	0	0	0	0	0	0	0	analog
analogy	0	0	0	0	0	0	0	0	0	0	cyfatebiaeth
analysis	0	0	0	0	0	0	0	0	0	0	dadansoddi
analyst	0	1	0	0	0	0	1	0	0	1	dadansoddwr
analytic	0	0	0	0	0	0	0	0	0	0	dadansoddol
analyze	0	0	0	0	0	0	0	0	0	0	dadansoddi
analyzer	0	0	0	0	0	0	0	0	0	0	dadansoddwr
anarchism	1	0	0	1	0	1	0	0	0	0	anarchiaeth
anarchist	1	0	0	1	0	1	0	0	0	0	anarchydd
anarchy	1	0	0	1	0	1	0	0	0	0	anarchiaeth
anastomosis	0	0	0	0	0	0	0	0	0	0	anastomosis
anathema	1	0	1	1	0	1	0	1	0	0	anathema
anatomic	0	0	0	0	0	0	0	0	0	0	anatomeg
anatomy	0	0	0	0	0	0	0	0	0	0	anatomeg
ancestor	0	0	0	0	0	0	0	0	0	0	hynafiad
ancestral	0	0	0	0	0	0	0	0	0	1	hynafiad
ancestry	0	0	0	0	0	0	0	0	0	0	llinach
anchor	0	0	0	0	0	0	1	0	0	0	angor
anchorage	0	0	0	0	0	0	1	1	0	0	angorfa
ancient	0	0	0	0	0	1	0	0	0	0	hynafol
ancillary	0	0	0	0	0	0	0	0	0	0	ategol
androgen	0	0	0	0	0	0	0	0	0	0	androgen
anemone	0	0	0	0	0	0	0	0	0	0	anemoni
anew	0	0	0	0	0	0	0	0	0	0	newydd
angel	0	1	0	0	1	0	1	0	1	1	angel
angelic	0	0	0	0	1	0	1	0	0	1	angylaidd
anger	1	0	0	0	0	1	0	0	0	0	dicter
angina	0	0	0	1	0	1	0	0	0	0	angina
angiography	0	0	0	0	0	0	0	0	0	0	angiograffeg
angle	0	0	0	0	0	0	0	0	0	0	ongl
angling	0	1	0	0	0	1	0	0	0	0	genweirio
angry	1	0	1	0	0	1	0	0	0	0	blin
anguish	1	0	0	1	0	1	0	1	0	0	ing
angular	0	0	0	0	0	0	0	0	0	0	onglog
anhydrous	0	0	0	0	0	0	0	0	0	0	anhydrus
animal	0	0	0	0	0	0	0	0	0	0	anifail
animate	0	0	0	0	0	0	1	0	0	0	animeiddio
animated	0	0	0	0	1	0	1	0	0	0	hanimeiddio
animation	0	0	0	0	0	0	0	0	0	0	animeiddiad
animosity	1	0	1	1	0	1	0	1	0	0	gelyniaeth
animus	1	0	0	0	0	1	0	0	0	0	animws
ankle	0	0	0	0	0	0	0	0	0	0	ffêr
annals	0	0	0	0	0	0	0	0	0	0	blwyddiaid
annex	0	0	0	0	0	0	0	0	0	0	anecs
annexation	0	0	0	0	0	0	0	0	0	0	anecs
annexe	0	0	0	0	0	0	0	0	0	0	anecs
annihilate	1	0	0	1	0	1	0	0	0	0	difodi
annihilated	1	0	0	1	0	1	0	1	0	0	difodi
annihilation	1	0	0	1	0	1	0	1	0	0	difodiant
annotate	0	0	0	0	0	0	0	0	0	0	anodi
annotation	0	0	0	0	0	0	0	0	0	0	anodiad
announce	0	0	0	0	0	0	0	0	0	0	cyhoeddi
announcement	0	1	0	0	0	0	0	0	0	0	cyhoeddiad
annoy	1	0	1	0	0	1	0	0	0	0	blin
annoyance	1	0	1	0	0	1	0	0	0	0	annifyrrwch
annoying	1	0	0	0	0	1	0	0	0	0	blino
annuity	0	0	0	0	0	0	0	0	0	0	blwydd-dal
annul	0	0	0	0	0	1	0	0	0	0	dirymu
annular	0	0	0	0	0	0	0	0	0	0	annular
annulment	0	0	0	0	0	1	0	1	0	0	dirymiad
annulus	0	0	0	0	0	0	0	0	0	0	annulus
anointing	0	0	0	0	0	0	0	0	0	0	eneiniad
anomalous	0	0	0	0	0	0	0	0	0	0	afreolaidd
anomaly	0	0	0	1	0	1	0	0	1	0	anghysondeb
anon	0	0	0	0	0	0	0	0	0	0	anon
anonymous	0	0	0	0	0	1	0	0	0	0	dienw
answer	0	0	0	0	0	0	0	0	0	0	ateb
answerable	0	0	0	0	0	0	0	0	0	1	atebol
answering	0	0	0	0	0	0	0	0	0	0	yn ateb
ant	0	0	0	0	0	0	0	0	0	0	morgrugyn
antagonism	1	0	0	0	0	1	0	0	0	0	gelyniaeth
antagonist	1	0	0	0	0	1	0	0	0	0	antagonist
antagonistic	1	0	1	0	0	1	0	0	0	0	antagonist
ante	0	0	0	0	0	0	0	0	0	0	cynt
antecedent	0	0	0	0	0	0	0	0	0	0	rhagflaenol
antelope	0	0	0	0	0	0	0	0	0	0	antelop
antenna	0	0	0	0	0	0	0	0	0	0	antena
anterior	0	0	0	0	0	0	0	0	0	0	blaenor
anthem	0	0	0	0	0	0	0	0	0	0	anthem
anthology	0	0	0	0	0	0	0	0	0	0	blodeugerdd
anthrax	0	0	1	1	0	1	0	1	0	0	anthracs
anthropology	0	0	0	0	0	0	0	0	0	0	anthropoleg
antibiotic	0	0	0	0	0	0	0	0	0	0	gwrthfiotig
antibiotics	0	0	0	0	0	0	1	0	0	0	gwrthfiotigau
antichrist	1	0	1	1	0	1	0	0	0	0	anghrist
anticipation	0	1	0	0	0	0	0	0	0	0	disgwyliad
anticipatory	0	1	0	0	0	0	0	0	0	0	rhagweledol
antidote	0	1	0	0	0	0	1	0	0	1	gwrthwenwyn
antifungal	0	0	0	0	0	0	1	0	0	1	gwrthffyngaidd
antimony	0	0	0	0	0	0	0	0	0	0	antimoni
antipathy	1	0	1	0	0	1	0	0	0	0	gwrthun
antiquarian	0	0	0	0	0	0	0	0	0	0	hynafiaethydd
antiquated	0	0	0	0	0	1	0	0	0	0	hynafol
antique	0	0	0	0	0	0	1	0	0	0	hynafol
antiquity	0	0	0	0	0	0	0	0	0	0	hynafiaeth
antiseptic	0	0	0	0	0	0	1	0	0	1	antiseptig
antisocial	1	0	1	1	0	1	0	1	0	0	gwrthgymdeithasol
antithesis	1	0	0	0	0	1	0	0	0	0	gwrththesis
antithetical	0	0	0	0	0	0	0	0	0	0	gwrthun
antiviral	0	0	0	0	0	0	0	0	0	0	gwrthfeirysol
antler	0	0	0	0	0	0	0	0	0	0	cyrn
anvil	0	0	0	0	0	0	0	0	0	0	einion
anxiety	1	1	0	1	0	1	0	1	0	0	pryder
anxious	0	1	0	1	0	1	0	0	0	0	bryderus
aorta	0	0	0	0	0	0	0	0	0	0	aorta
apace	0	0	0	0	0	0	0	0	0	0	cyflym
apache	0	0	0	1	0	1	0	0	0	0	apache
apartment	0	0	0	0	0	0	0	0	0	0	fflat
apathetic	0	0	0	0	0	1	0	1	0	0	difater
apathy	0	0	0	0	0	1	0	1	0	0	difaterwch
ape	0	0	0	0	0	0	0	0	0	0	epa
aperture	0	0	0	0	0	0	0	0	0	0	agorfa
apex	0	0	0	0	0	0	0	0	0	0	apig
aphid	0	0	1	0	0	1	0	0	0	0	llyslau
apiece	0	0	0	0	0	0	0	0	0	0	darn
aplomb	0	0	0	0	0	0	1	0	0	0	aplomb
apocalyptic	0	0	0	0	0	0	0	0	0	0	apocalyptaidd
apologetic	0	0	0	0	0	0	1	0	0	1	ymddiheuriadol
apologist	0	0	0	0	0	0	0	0	0	0	ymddiheuriad
apologize	0	0	0	0	0	0	1	1	0	1	ymddiheuro
apology	0	0	0	0	0	0	1	0	0	0	ymddiheuriad
apostasy	0	0	0	0	0	0	0	0	0	0	apostasy
apostate	0	0	0	0	0	0	0	0	0	0	apostate
apostle	0	0	0	0	0	0	1	0	0	1	apostol
apostolic	0	0	0	0	0	0	0	0	0	1	apostolaidd
apostrophe	0	0	0	0	0	0	0	0	0	0	collnod
appalling	0	0	1	1	0	1	0	0	0	0	echrydus
apparatus	0	0	0	0	0	0	0	0	0	0	offer
apparel	0	0	0	0	0	0	0	0	0	0	dillad
apparently	0	0	0	0	0	0	0	0	0	0	mae'n debyg
apparition	0	0	0	1	0	0	0	0	1	0	edrychiad
appeal	0	1	0	0	0	0	0	0	0	0	apel
appearance	0	0	0	0	0	0	0	0	0	0	gwedd
appease	0	0	0	0	0	0	0	0	0	0	dyhuddo
appellant	0	0	0	0	0	0	0	0	0	0	apelydd
append	0	0	0	0	0	0	0	0	0	0	atodiad
appendage	0	0	0	0	0	0	0	0	0	0	atodiad
appendicitis	0	0	0	1	0	1	0	1	0	0	appendicitis
appendix	0	0	0	0	0	0	0	0	0	0	atodiad
appetite	0	0	0	0	0	0	0	0	0	0	archwaeth
appetizer	0	0	0	0	0	0	0	0	0	0	archwaeth
applause	0	0	0	0	1	0	1	0	1	1	cymmeradwyaeth
apple	0	0	0	0	0	0	0	0	0	0	afal
appliance	0	0	0	0	0	0	0	0	0	0	teclyn
appliances	0	0	0	0	0	0	0	0	0	0	offer
applicability	0	0	0	0	0	0	0	0	0	0	cymhwysedd
applicable	0	0	0	0	0	0	0	0	0	0	berthnasol
applicant	0	1	0	0	0	0	0	0	0	0	ymgeisydd
application	0	0	0	0	0	0	0	0	0	0	cais
apply	0	0	0	0	0	0	0	0	0	0	gwneud cais
appoint	0	0	0	0	0	0	0	0	0	0	penodi
appointment	0	0	0	0	0	0	0	0	0	0	apwyntiad
appointments	0	0	0	0	0	0	0	0	0	0	apwyntiadau
apportion	0	0	0	0	0	0	0	0	0	0	dosraniad
apportionment	0	0	0	0	0	0	0	0	0	0	dosraniad
appraise	0	0	0	0	0	0	0	0	0	0	gwerthuso
appreciable	0	0	0	0	0	0	0	0	0	0	sylweddol
appreciation	0	0	0	0	1	0	1	0	0	1	gwerthfawrogiad
apprehend	0	0	0	1	0	0	0	0	0	0	dal
apprehension	0	0	0	1	0	1	0	0	0	0	pryder
apprehensive	0	1	0	1	0	1	0	0	0	0	ofnus
apprentice	0	0	0	0	0	0	0	0	0	1	prentis
apprenticeship	0	0	0	0	0	0	0	0	0	0	prentisiaeth
approach	0	0	0	0	0	0	0	0	0	0	dynesiad
approaching	0	1	0	0	0	0	0	0	0	0	nesau
approbation	0	0	0	0	0	0	1	0	0	1	cymeradwyo
appropriation	0	0	0	0	0	1	0	0	0	0	neilltuo
approval	0	0	0	0	0	0	1	0	0	0	cymmeradwyaeth
approve	0	0	0	0	1	0	1	0	0	1	cymeradwyo
approving	0	0	0	0	0	0	1	0	0	0	cymeradwyo
approximate	0	0	0	0	0	0	0	0	0	0	bras
approximately	0	0	0	0	0	0	0	0	0	0	oddeutu
approximating	0	0	0	0	0	0	0	0	0	0	brasamcanu
approximation	0	0	0	0	0	0	0	0	0	0	brasamcan
appurtenances	0	0	0	0	0	0	0	0	0	0	atodion
apron	0	0	0	0	0	0	0	0	0	0	ffedog
apt	0	0	0	0	0	0	1	0	0	0	addas
aptitude	0	0	0	0	0	0	1	0	0	0	dawn
aqua	0	0	0	0	0	0	0	0	0	0	dwr
aquamarine	0	0	0	0	0	0	0	0	0	0	aquamarine
aquarium	0	0	0	0	0	0	0	0	0	0	acwariwm
aquatic	0	0	0	0	0	0	0	0	0	0	dyfrol
aqueduct	0	0	0	0	0	0	0	0	0	0	traphont ddwr
aqueous	0	0	0	0	0	0	0	0	0	0	dyfrllyd
arable	0	0	0	0	0	0	0	0	0	0	âr
arbiter	0	0	0	0	0	0	0	0	0	1	cyflafareddwr
arbitrate	0	0	0	0	0	0	0	0	0	0	cyflafareddu
arbitration	0	1	0	0	0	0	0	0	0	0	cyflafareddu
arbitrator	0	0	0	0	0	0	0	0	0	1	cyflafareddwr
arbor	0	0	0	0	0	0	0	0	0	0	deildy
arc	0	0	0	0	0	0	0	0	0	0	arc
arcade	0	0	0	0	0	0	0	0	0	0	arcêd
arch	0	0	0	0	0	0	0	0	0	0	bwa
archaeological	0	0	0	0	0	0	0	0	0	0	archeolegol
archaeologist	0	0	0	0	0	0	0	0	0	0	archeolegydd
archaeology	0	1	0	0	0	0	1	0	0	0	archeoleg
archaic	0	0	0	0	0	1	0	0	0	0	hynafol
archbishop	0	0	0	0	0	0	0	0	0	0	archesgob
arched	0	0	0	0	0	0	0	0	0	0	bwaog
archer	0	0	0	0	0	0	0	0	0	0	saethwr
archery	0	0	0	0	0	0	0	0	0	0	saethyddiaeth
archetype	0	0	0	0	0	0	0	0	0	0	archdeip
archipelago	0	0	0	0	0	0	0	0	0	0	archipelago
architect	0	0	0	0	0	0	0	0	0	0	pensaer
architecture	0	0	0	0	0	0	0	0	0	1	pensaernïaeth
archive	0	0	0	0	0	0	0	0	0	0	archif
arctic	0	0	0	0	0	0	0	0	0	0	arctig
ardent	0	1	0	0	1	0	1	0	0	0	selog
ardor	0	0	0	0	0	0	1	0	0	0	ardor
arduous	0	0	0	0	0	1	0	0	0	0	llafurus
area	0	0	0	0	0	0	0	0	0	0	ardal
arena	0	0	0	0	0	0	0	0	0	0	arena
areola	0	0	0	0	0	0	0	0	0	0	areola
argent	0	0	0	0	0	0	0	0	0	0	argent
argue	1	0	0	0	0	1	0	0	0	0	dadlau
argument	1	0	0	0	0	1	0	0	0	0	dadl
argumentation	1	0	0	0	0	0	0	0	0	0	dadl
argumentative	0	0	0	0	0	1	0	0	0	0	dadleuol
arguments	1	0	0	0	0	0	0	0	0	0	dadleuon
arid	0	0	0	0	0	1	0	1	0	0	cras
aristocracy	0	0	0	0	0	0	1	0	0	0	pendefigaeth
aristocrat	0	0	0	0	0	0	0	0	0	0	pendefig
aristocratic	0	0	0	0	0	0	1	0	0	0	aristocrataidd
arithmetic	0	0	0	0	0	0	0	0	0	0	rhifyddeg
ark	0	0	0	0	0	0	0	0	0	0	arch
arm	0	0	0	0	0	0	0	0	0	0	braich
armada	0	0	0	0	0	0	0	0	0	0	armada
armament	1	0	0	1	0	0	0	0	0	0	arfogaeth
armaments	0	0	0	1	0	1	0	0	0	0	arfau
armature	0	0	0	0	0	0	0	0	0	0	arfogaeth
armed	1	0	0	1	0	1	1	0	0	0	arfog
armor	0	0	0	1	0	0	1	0	0	1	arfwisg
armored	0	0	0	1	0	0	0	0	0	0	arfog
armory	0	0	0	0	0	0	0	0	0	1	arfogaeth
arms	0	0	0	0	0	0	0	0	0	0	breichiau
army	0	0	0	0	0	0	0	0	0	0	fyddin
aroma	0	0	0	0	0	0	1	0	0	0	arogl
arousal	0	0	0	0	0	0	0	0	0	0	cyffroad
arouse	0	1	0	0	0	0	1	0	0	0	cyffroi
arraignment	1	0	0	1	0	1	0	1	0	0	ariad
arrange	0	0	0	0	0	0	0	0	0	0	trefnu
arranged	0	0	0	0	0	0	0	0	0	0	trefnu
arrangement	0	0	0	0	0	0	0	0	0	0	trefniant
array	0	0	0	0	0	0	1	0	0	0	arae
arrears	0	0	0	0	0	1	0	0	0	0	ôl-ddyledion
arrest	0	0	0	0	0	1	0	0	0	0	arestio
arrival	0	1	0	0	0	0	0	0	0	0	cyrraedd
arrive	0	1	0	0	0	0	0	0	0	0	cyrraedd
arrogance	0	0	0	0	0	1	0	0	0	0	haerllugrwydd
arrogant	1	0	1	0	0	1	0	0	0	0	trahaus
arrow	0	0	0	0	0	0	0	0	0	0	saeth
arsenal	0	0	0	0	0	0	0	0	0	0	arsenal
arsenic	0	0	1	1	0	1	0	1	0	0	arsenig
arson	1	0	0	1	0	1	0	0	0	0	llosgi bwriadol
art	0	1	0	0	1	0	1	1	1	0	celf
artery	0	0	0	0	0	0	0	0	0	0	rhydweli
artful	0	0	0	0	0	0	0	0	0	0	celfydd
arthropod	0	0	0	0	0	0	0	0	0	0	arthropod
artichoke	0	0	0	0	0	0	0	0	0	0	artisiog
article	0	0	0	0	0	0	0	0	0	0	erthygl
articles	0	0	0	0	0	0	0	0	0	0	erthyglau
articulate	0	0	0	0	0	0	1	0	0	0	huawdl
articulation	0	0	0	0	0	0	1	0	0	0	ynganu
artifice	0	0	0	0	0	0	0	0	0	0	celfydd
artillery	0	0	0	1	0	1	0	0	0	0	magnelau
artisan	0	0	0	0	0	0	1	0	0	0	crefftwr
artist	0	0	0	0	0	0	0	0	0	0	arlunydd
artiste	0	0	0	0	0	0	1	0	0	0	artiste
artistic	0	0	0	0	0	0	1	0	0	0	artistig
artists	0	0	0	0	0	0	0	0	0	0	artistiaid
ascend	0	0	0	0	0	0	0	0	0	0	esgyn
ascendancy	0	0	0	0	0	0	1	0	0	0	goruchafiaeth
ascension	0	0	0	0	0	0	0	0	0	0	esgyniad
ascent	0	0	0	0	0	0	1	0	0	0	esgyniad
ascertain	0	0	0	0	0	0	0	0	0	0	canfod
ascertained	0	0	0	0	0	0	0	0	0	0	canfyddedig
ascetic	0	0	0	0	0	0	0	0	0	0	asgetig
ash	0	0	0	0	0	1	0	0	0	0	lludw
ashamed	0	0	1	0	0	1	0	1	0	0	cywilydd
ashes	0	0	0	0	0	1	0	1	0	0	lludw
asleep	0	0	0	0	0	0	0	0	0	0	cysgu
asp	0	0	0	1	0	0	0	0	0	0	asp
aspartame	0	0	0	0	0	0	0	0	0	0	aspartame
aspect	0	0	0	0	0	0	0	0	0	0	agwedd
aspects	0	0	0	0	0	0	0	0	0	0	agweddau
asphalt	0	0	0	0	0	0	0	0	0	0	asffalt
aspiration	0	1	0	0	1	0	1	0	1	1	dyhead
aspire	0	1	0	0	1	0	1	0	0	0	dyheu
aspiring	0	1	0	0	1	0	1	0	0	1	dyheu
ass	0	0	0	0	0	1	0	0	0	0	asyn
assail	1	0	0	1	0	1	0	0	1	0	ymosod
assailant	1	0	0	1	0	1	0	1	0	0	ymosodwr
assassin	1	0	0	1	0	1	0	1	0	0	llofrudd
assassinate	1	0	0	1	0	1	0	0	0	0	llofruddio
assassination	1	0	0	1	0	1	0	1	0	0	llofruddiaeth
assault	1	0	0	1	0	1	0	0	0	0	ymosodiad
assay	0	0	0	0	0	0	0	0	0	0	assay
assemblage	0	0	0	0	0	0	0	0	0	0	cynulliad
assemble	0	0	0	0	0	0	0	0	0	0	ymgynnull
assembled	0	0	0	0	0	0	0	0	0	0	ymgynnull
assembly	0	0	0	0	0	0	1	0	0	1	cynulliad
assent	0	0	0	0	0	0	1	0	0	0	cydsynio
assert	0	0	0	0	0	0	0	0	0	0	haeru
asserting	0	0	0	0	0	0	1	0	0	1	yn haeru
assertion	0	0	0	0	0	0	0	0	0	0	haeriad
assess	0	0	0	0	0	0	0	0	0	0	asesu
assessment	0	0	0	0	0	0	0	0	1	1	asesu
assessor	0	0	0	0	0	0	0	0	0	1	aseswr
assets	0	0	0	0	0	0	1	0	0	0	asedau
asshole	1	0	1	0	0	1	0	0	0	0	asshole
assign	0	0	0	0	0	0	0	0	0	0	aseinio
assignee	0	0	0	0	0	0	0	0	0	1	aseinai
assignment	0	0	0	0	0	0	0	0	0	0	aseiniad
assimilate	0	0	0	0	0	0	0	0	0	0	cymathu
assimilation	0	0	0	0	0	0	0	0	0	0	cymathiad
assist	0	0	0	0	0	0	1	0	0	1	cynorthwyo
assistance	0	0	0	0	0	0	1	0	0	0	cymorth
assistant	0	0	0	0	0	0	0	0	0	0	cynorthwyydd
associate	0	0	0	0	0	0	1	0	0	1	cyfeillach
association	0	0	0	0	0	0	0	0	0	1	cymdeithas
assorted	0	0	0	0	0	0	0	0	0	0	amrywiol
assortment	0	0	0	0	0	0	0	0	0	0	amrywiaeth
assuage	0	0	0	0	0	0	1	0	0	0	assuage
assumed	0	0	0	0	0	0	0	0	0	0	tybiedig
assuming	0	0	0	0	0	0	0	0	0	0	gan dybio
assumption	0	0	0	0	0	0	0	0	0	0	tybiaeth
assurance	0	0	0	0	0	0	1	0	0	1	sicrwydd
assure	0	0	0	0	0	0	0	0	0	1	sicrhau
assured	0	0	0	0	0	0	1	0	0	1	sicr
assuredly	0	0	0	0	0	0	0	0	0	1	yn sicr
asterisk	0	0	0	0	0	0	0	0	0	0	seren
asteroids	0	0	0	0	0	0	0	0	0	0	asteroidau
astigmatism	0	0	0	0	0	0	0	0	0	0	astigmatiaeth
astonishingly	0	0	0	0	0	0	1	0	1	0	yn rhyfeddol
astonishment	0	0	0	0	1	0	1	0	1	0	syndod
astral	0	0	0	0	0	0	0	0	0	0	astral
astray	0	0	0	1	0	1	0	0	0	0	cyfeiliorni
astringent	0	0	0	0	0	1	0	0	0	0	astringent
astrologer	0	1	0	0	0	0	1	0	0	0	astrolegydd
astrology	0	0	0	0	0	0	0	0	0	0	astroleg
astronaut	0	0	0	0	0	0	1	0	0	0	gofodwr
astronomer	0	1	0	0	0	0	1	0	0	0	seryddwr
astronomy	0	0	0	0	0	0	0	0	0	0	seryddiaeth
astute	0	0	0	0	0	0	1	0	0	0	craff
asunder	0	0	0	0	0	0	0	0	0	0	anrheithio
asylum	0	0	0	1	0	1	0	0	0	0	lloches
asymmetric	0	0	0	0	0	0	0	0	0	0	anghymesur
asymmetry	0	0	1	0	0	0	0	0	0	0	anghymesuredd
asymptotic	0	0	0	0	0	0	0	0	0	0	asymptotig
atelier	0	0	0	0	0	0	0	0	0	0	atelier
atheism	0	0	0	0	0	1	0	0	0	0	anffyddiaeth
atheistic	0	0	0	0	0	0	0	0	0	0	anffyddiol
atherosclerosis	0	0	0	1	0	1	0	1	0	0	atherosglerosis
athlete	0	0	0	0	0	0	1	0	0	0	athletwr
athletic	0	0	0	0	0	0	1	0	0	0	athletaidd
athleticism	0	0	0	0	0	0	0	0	0	0	athletiaeth
athletics	0	0	0	0	0	0	0	0	0	0	athletau
atlas	0	0	0	0	0	0	0	0	0	0	atlas
atmosphere	0	0	0	0	0	0	0	0	0	0	awyrgylch
atmospheric	0	0	0	0	0	0	0	0	0	0	atmosfferig
atoll	0	0	0	0	0	0	0	0	0	0	atol
atom	0	0	0	0	0	0	1	0	0	0	atom
atomic	0	0	0	0	0	0	0	0	0	0	atomig
atone	0	1	0	0	1	0	1	0	0	1	iawn
atonement	0	0	0	0	0	0	1	0	0	0	cymod
atrium	0	0	0	0	0	0	0	0	0	0	atriwm
atrocious	1	0	1	0	0	1	0	0	0	0	erchyll
atrocity	1	0	1	1	0	1	0	1	0	0	erchyllter
atrophy	0	0	1	1	0	1	0	1	0	0	atroffi
attach	0	0	0	0	0	0	0	0	0	0	atodi
attachment	0	0	0	0	0	0	1	0	0	0	ymlyniad
attack	1	0	0	1	0	1	0	0	0	0	ymosod
attacking	1	0	1	1	0	1	0	1	1	0	ymosod
attain	0	0	0	0	0	0	0	0	0	0	cyrraedd
attainable	0	1	0	0	0	0	1	0	0	0	cyraeddadwy
attainment	0	0	0	0	0	0	1	0	0	0	cyrhaeddiad
attempt	0	1	0	0	0	0	0	0	0	0	ymgais
attendance	0	1	0	0	0	0	0	0	0	0	presenoldeb
attendant	0	0	0	0	0	0	1	0	0	1	cynorthwyydd
attention	0	0	0	0	0	0	1	0	0	0	sylw
attentive	0	0	0	0	0	0	1	0	0	1	astud
attenuate	0	0	0	0	0	0	0	0	0	0	gwanhau
attenuated	0	0	0	0	0	1	0	0	0	0	gwanedig
attenuation	0	0	0	0	0	1	0	1	0	0	gwanhau
attest	0	0	0	0	0	0	1	0	0	1	tystio
attestation	0	0	0	0	0	0	0	0	0	1	ardystiad
attic	0	0	0	0	0	0	0	0	0	0	atig
attire	0	0	0	0	0	0	0	0	0	0	gwisg
attitude	0	0	0	0	0	0	0	0	0	0	agwedd
attorney	1	0	0	1	0	0	1	0	0	1	twrnai
attraction	0	0	0	0	0	0	1	0	0	0	atyniad
attractiveness	0	0	0	0	0	0	1	0	0	0	atyniad
attributable	0	0	0	0	0	0	0	0	0	0	priodoladwy
attribute	0	0	0	0	0	0	0	0	0	0	priodoledd
attribution	0	0	0	0	0	0	0	0	0	0	priodoli
attrition	0	0	0	0	0	0	0	0	0	0	athreuliad
auburn	0	0	0	0	0	0	0	0	0	0	auburn
auction	0	1	0	0	0	0	0	0	0	0	ocsiwn
auctioneer	0	0	0	0	0	0	0	0	0	0	arwerthwr
audacious	0	0	0	0	0	0	0	0	0	0	hyawdl
audacity	0	0	0	0	0	1	0	0	0	0	hyawdledd
audible	0	0	0	0	0	0	0	0	0	0	glywadwy
audience	0	1	0	0	0	0	0	0	0	0	cynulleidfa
audit	0	0	0	0	0	0	0	0	0	0	archwiliad
audition	0	0	0	0	0	0	0	0	0	0	clyweliad
auditor	0	0	0	1	0	0	0	0	0	1	archwiliwr
auditorium	0	0	0	0	0	0	0	0	0	0	awditoriwm
auditory	0	0	0	0	0	0	0	0	0	0	clywedol
aught	0	0	0	0	0	0	0	0	0	0	au
augment	0	0	0	0	0	0	1	0	0	0	cynydd
augmentation	0	0	0	0	0	0	0	0	0	0	cynydd
august	0	0	0	0	0	0	1	0	0	0	awst
aunt	0	0	0	0	0	0	1	0	0	1	modryb
aura	0	0	0	0	0	0	1	0	0	0	naws
aurora	0	0	0	0	0	0	0	0	0	0	aurora
auspices	0	0	0	0	0	0	0	0	0	0	nawdd
auspicious	0	1	0	0	1	0	1	0	0	0	addawol
austere	0	0	0	1	0	1	0	1	0	0	llym
austerity	0	0	0	0	0	1	0	0	0	0	llymder
authentic	0	0	0	0	1	0	1	0	0	1	dilys
authenticate	0	0	0	0	0	0	0	0	0	1	dilysu
authentication	0	0	0	0	0	0	0	0	0	1	dilysu
authenticity	0	0	0	0	0	0	1	0	0	1	dilysrwydd
author	0	0	0	0	0	0	1	0	0	1	awdur
authoritative	0	0	0	0	0	0	1	0	0	1	awdurdodol
authority	0	0	0	0	0	0	1	0	0	1	awdurdod
authorization	0	0	0	0	0	0	1	0	0	1	awdurdodiad
authorize	0	0	0	0	0	0	0	0	0	1	awdurdodi
authorized	0	0	0	0	0	0	1	0	0	0	awdurdodedig
authorship	0	0	0	0	0	0	0	0	0	0	awduraeth
auto	0	0	0	0	0	0	0	0	0	0	auto
autobiography	0	0	0	0	0	0	0	0	0	0	hunangofiant
autocratic	0	0	0	0	0	1	0	0	0	0	unbenaethol
autograph	0	0	0	0	0	0	0	0	0	0	llofnod
automatic	0	0	0	0	0	0	0	0	0	1	awtomatig
automobile	0	0	0	0	0	0	0	0	0	0	ceir
autonomy	0	0	0	0	0	0	0	0	0	0	ymreolaeth
autopsy	0	0	1	1	0	1	0	1	0	0	awtopsi
autumn	0	0	0	0	0	0	0	0	0	0	hydref
auxiliary	0	0	0	0	0	0	0	0	0	0	cynorthwyol
avail	0	0	0	0	0	0	0	0	0	0	manteisio
avalanche	0	0	0	1	0	1	0	1	1	0	eirlithriad
avarice	1	0	1	0	0	1	0	0	0	0	afaris
avatar	0	0	0	0	0	0	1	0	0	0	avatar
avenger	1	0	0	0	0	1	0	0	0	0	dialydd
avenue	0	0	0	0	0	0	0	0	0	0	rhodfa
aver	0	0	0	0	0	0	0	0	0	0	aver
average	0	0	0	0	0	0	0	0	0	0	cyfartaledd
