English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	French Word
anal	0	0	0	0	0	1	0	0	0	0	anal
analgesic	0	0	0	0	0	0	0	0	0	0	analgésique
analogous	0	0	0	0	0	0	0	0	0	0	analogue
analogue	0	0	0	0	0	0	0	0	0	0	analogue
analogy	0	0	0	0	0	0	0	0	0	0	analogie
analysis	0	0	0	0	0	0	0	0	0	0	une analyse
analyst	0	1	0	0	0	0	1	0	0	1	analyste
analytic	0	0	0	0	0	0	0	0	0	0	analytique
analyze	0	0	0	0	0	0	0	0	0	0	analyser
analyzer	0	0	0	0	0	0	0	0	0	0	analyseur
anarchism	1	0	0	1	0	1	0	0	0	0	anarchisme
anarchist	1	0	0	1	0	1	0	0	0	0	anarchiste
anarchy	1	0	0	1	0	1	0	0	0	0	anarchie
anastomosis	0	0	0	0	0	0	0	0	0	0	anastomose
anathema	1	0	1	1	0	1	0	1	0	0	anathème
anatomic	0	0	0	0	0	0	0	0	0	0	anatomique
anatomy	0	0	0	0	0	0	0	0	0	0	anatomie
ancestor	0	0	0	0	0	0	0	0	0	0	ancêtre
ancestral	0	0	0	0	0	0	0	0	0	1	ancestral
ancestry	0	0	0	0	0	0	0	0	0	0	ascendance
anchor	0	0	0	0	0	0	1	0	0	0	ancre
anchorage	0	0	0	0	0	0	1	1	0	0	ancrage
ancient	0	0	0	0	0	1	0	0	0	0	ancien
ancillary	0	0	0	0	0	0	0	0	0	0	auxiliaire
androgen	0	0	0	0	0	0	0	0	0	0	androgène
anemone	0	0	0	0	0	0	0	0	0	0	anémone
anew	0	0	0	0	0	0	0	0	0	0	un nouveau
angel	0	1	0	0	1	0	1	0	1	1	ange
angelic	0	0	0	0	1	0	1	0	0	1	angélique
anger	1	0	0	0	0	1	0	0	0	0	colère
angina	0	0	0	1	0	1	0	0	0	0	angine
angiography	0	0	0	0	0	0	0	0	0	0	angiographie
angle	0	0	0	0	0	0	0	0	0	0	angle
angling	0	1	0	0	0	1	0	0	0	0	pêche à la ligne
angry	1	0	1	0	0	1	0	0	0	0	fâché
anguish	1	0	0	1	0	1	0	1	0	0	angoisse
angular	0	0	0	0	0	0	0	0	0	0	angulaire
anhydrous	0	0	0	0	0	0	0	0	0	0	anhydre
animal	0	0	0	0	0	0	0	0	0	0	animal
animate	0	0	0	0	0	0	1	0	0	0	animer
animated	0	0	0	0	1	0	1	0	0	0	Animé
animation	0	0	0	0	0	0	0	0	0	0	animation
animosity	1	0	1	1	0	1	0	1	0	0	animosité
animus	1	0	0	0	0	1	0	0	0	0	animus
ankle	0	0	0	0	0	0	0	0	0	0	la cheville
annals	0	0	0	0	0	0	0	0	0	0	annales
annex	0	0	0	0	0	0	0	0	0	0	annexe
annexation	0	0	0	0	0	0	0	0	0	0	annexion
annexe	0	0	0	0	0	0	0	0	0	0	annexe
annihilate	1	0	0	1	0	1	0	0	0	0	annihiler
annihilated	1	0	0	1	0	1	0	1	0	0	anéanti
annihilation	1	0	0	1	0	1	0	1	0	0	annihilation
annotate	0	0	0	0	0	0	0	0	0	0	annoter
annotation	0	0	0	0	0	0	0	0	0	0	annotation
announce	0	0	0	0	0	0	0	0	0	0	annoncer
announcement	0	1	0	0	0	0	0	0	0	0	annonce
annoy	1	0	1	0	0	1	0	0	0	0	ennuyer
annoyance	1	0	1	0	0	1	0	0	0	0	contrariété
annoying	1	0	0	0	0	1	0	0	0	0	énervant
annuity	0	0	0	0	0	0	0	0	0	0	rente
annul	0	0	0	0	0	1	0	0	0	0	annuler
annular	0	0	0	0	0	0	0	0	0	0	annulaire
annulment	0	0	0	0	0	1	0	1	0	0	annulation
annulus	0	0	0	0	0	0	0	0	0	0	anneau
anointing	0	0	0	0	0	0	0	0	0	0	onction
anomalous	0	0	0	0	0	0	0	0	0	0	anormal
anomaly	0	0	0	1	0	1	0	0	1	0	anomalie
anon	0	0	0	0	0	0	0	0	0	0	anon
anonymous	0	0	0	0	0	1	0	0	0	0	anonyme
answer	0	0	0	0	0	0	0	0	0	0	réponse
answerable	0	0	0	0	0	0	0	0	0	1	responsable
answering	0	0	0	0	0	0	0	0	0	0	répondre
ant	0	0	0	0	0	0	0	0	0	0	fourmi
antagonism	1	0	0	0	0	1	0	0	0	0	antagonisme
antagonist	1	0	0	0	0	1	0	0	0	0	antagoniste
antagonistic	1	0	1	0	0	1	0	0	0	0	antagoniste
ante	0	0	0	0	0	0	0	0	0	0	avant
antecedent	0	0	0	0	0	0	0	0	0	0	antécédent
antelope	0	0	0	0	0	0	0	0	0	0	antilope
antenna	0	0	0	0	0	0	0	0	0	0	antenne
anterior	0	0	0	0	0	0	0	0	0	0	antérieur
anthem	0	0	0	0	0	0	0	0	0	0	hymne
anthology	0	0	0	0	0	0	0	0	0	0	anthologie
anthrax	0	0	1	1	0	1	0	1	0	0	anthrax
anthropology	0	0	0	0	0	0	0	0	0	0	anthropologie
antibiotic	0	0	0	0	0	0	0	0	0	0	antibiotique
antibiotics	0	0	0	0	0	0	1	0	0	0	antibiotiques
antichrist	1	0	1	1	0	1	0	0	0	0	Antéchrist
anticipation	0	1	0	0	0	0	0	0	0	0	anticipation
anticipatory	0	1	0	0	0	0	0	0	0	0	anticipatif
antidote	0	1	0	0	0	0	1	0	0	1	antidote
antifungal	0	0	0	0	0	0	1	0	0	1	antifongique
antimony	0	0	0	0	0	0	0	0	0	0	antimoine
antipathy	1	0	1	0	0	1	0	0	0	0	antipathie
antiquarian	0	0	0	0	0	0	0	0	0	0	antiquaire
antiquated	0	0	0	0	0	1	0	0	0	0	vieilli
antique	0	0	0	0	0	0	1	0	0	0	antique
antiquity	0	0	0	0	0	0	0	0	0	0	antiquité
antiseptic	0	0	0	0	0	0	1	0	0	1	antiseptique
antisocial	1	0	1	1	0	1	0	1	0	0	antisocial
antithesis	1	0	0	0	0	1	0	0	0	0	antithèse
antithetical	0	0	0	0	0	0	0	0	0	0	antithétique
antiviral	0	0	0	0	0	0	0	0	0	0	antiviral
antler	0	0	0	0	0	0	0	0	0	0	ramure
anvil	0	0	0	0	0	0	0	0	0	0	enclume
anxiety	1	1	0	1	0	1	0	1	0	0	anxiété
anxious	0	1	0	1	0	1	0	0	0	0	anxieux
aorta	0	0	0	0	0	0	0	0	0	0	aorte
apace	0	0	0	0	0	0	0	0	0	0	un rythme
apache	0	0	0	1	0	1	0	0	0	0	Apache
apartment	0	0	0	0	0	0	0	0	0	0	appartement
apathetic	0	0	0	0	0	1	0	1	0	0	apathique
apathy	0	0	0	0	0	1	0	1	0	0	apathie
ape	0	0	0	0	0	0	0	0	0	0	singe
aperture	0	0	0	0	0	0	0	0	0	0	ouverture
apex	0	0	0	0	0	0	0	0	0	0	sommet
aphid	0	0	1	0	0	1	0	0	0	0	puceron
apiece	0	0	0	0	0	0	0	0	0	0	un morceau
aplomb	0	0	0	0	0	0	1	0	0	0	aplomb
apocalyptic	0	0	0	0	0	0	0	0	0	0	apocalyptique
apologetic	0	0	0	0	0	0	1	0	0	1	apologétique
apologist	0	0	0	0	0	0	0	0	0	0	apologiste
apologize	0	0	0	0	0	0	1	1	0	1	s'excuser
apology	0	0	0	0	0	0	1	0	0	0	excuses
apostasy	0	0	0	0	0	0	0	0	0	0	apostasie
apostate	0	0	0	0	0	0	0	0	0	0	apostat
apostle	0	0	0	0	0	0	1	0	0	1	apôtre
apostolic	0	0	0	0	0	0	0	0	0	1	apostolique
apostrophe	0	0	0	0	0	0	0	0	0	0	apostrophe
appalling	0	0	1	1	0	1	0	0	0	0	épouvantable
apparatus	0	0	0	0	0	0	0	0	0	0	appareil
apparel	0	0	0	0	0	0	0	0	0	0	vêtements
apparently	0	0	0	0	0	0	0	0	0	0	Apparemment
apparition	0	0	0	1	0	0	0	0	1	0	apparition
appeal	0	1	0	0	0	0	0	0	0	0	appel
appearance	0	0	0	0	0	0	0	0	0	0	apparence
appease	0	0	0	0	0	0	0	0	0	0	apaiser
appellant	0	0	0	0	0	0	0	0	0	0	appelant
append	0	0	0	0	0	0	0	0	0	0	ajouter
appendage	0	0	0	0	0	0	0	0	0	0	appendice
appendicitis	0	0	0	1	0	1	0	1	0	0	appendicite
appendix	0	0	0	0	0	0	0	0	0	0	annexe
appetite	0	0	0	0	0	0	0	0	0	0	appétit
appetizer	0	0	0	0	0	0	0	0	0	0	apéritif
applause	0	0	0	0	1	0	1	0	1	1	applaudissements
apple	0	0	0	0	0	0	0	0	0	0	Pomme
appliance	0	0	0	0	0	0	0	0	0	0	appareil
appliances	0	0	0	0	0	0	0	0	0	0	appareils électroménagers
applicability	0	0	0	0	0	0	0	0	0	0	applicabilité
applicable	0	0	0	0	0	0	0	0	0	0	en vigueur
applicant	0	1	0	0	0	0	0	0	0	0	demandeur
application	0	0	0	0	0	0	0	0	0	0	application
apply	0	0	0	0	0	0	0	0	0	0	appliquer
appoint	0	0	0	0	0	0	0	0	0	0	nommer
appointment	0	0	0	0	0	0	0	0	0	0	rendez-vous
appointments	0	0	0	0	0	0	0	0	0	0	rendez-vous
apportion	0	0	0	0	0	0	0	0	0	0	répartir
apportionment	0	0	0	0	0	0	0	0	0	0	répartition
appraise	0	0	0	0	0	0	0	0	0	0	évaluer
appreciable	0	0	0	0	0	0	0	0	0	0	appréciable
appreciation	0	0	0	0	1	0	1	0	0	1	appréciation
apprehend	0	0	0	1	0	0	0	0	0	0	appréhender
apprehension	0	0	0	1	0	1	0	0	0	0	appréhension
apprehensive	0	1	0	1	0	1	0	0	0	0	inquiet
apprentice	0	0	0	0	0	0	0	0	0	1	apprenti
apprenticeship	0	0	0	0	0	0	0	0	0	0	apprentissage
approach	0	0	0	0	0	0	0	0	0	0	approcher
approaching	0	1	0	0	0	0	0	0	0	0	approchant
approbation	0	0	0	0	0	0	1	0	0	1	approbation
appropriation	0	0	0	0	0	1	0	0	0	0	appropriation
approval	0	0	0	0	0	0	1	0	0	0	approbation
approve	0	0	0	0	1	0	1	0	0	1	approuver
approving	0	0	0	0	0	0	1	0	0	0	approuvant
approximate	0	0	0	0	0	0	0	0	0	0	approximatif
approximately	0	0	0	0	0	0	0	0	0	0	approximativement
approximating	0	0	0	0	0	0	0	0	0	0	se rapprochant
approximation	0	0	0	0	0	0	0	0	0	0	approximation
appurtenances	0	0	0	0	0	0	0	0	0	0	accessoires
apron	0	0	0	0	0	0	0	0	0	0	tablier
apt	0	0	0	0	0	0	1	0	0	0	apte
aptitude	0	0	0	0	0	0	1	0	0	0	aptitude
aqua	0	0	0	0	0	0	0	0	0	0	aqua
aquamarine	0	0	0	0	0	0	0	0	0	0	bleu vert
aquarium	0	0	0	0	0	0	0	0	0	0	aquarium
aquatic	0	0	0	0	0	0	0	0	0	0	aquatique
aqueduct	0	0	0	0	0	0	0	0	0	0	aqueduc
aqueous	0	0	0	0	0	0	0	0	0	0	aqueux
arable	0	0	0	0	0	0	0	0	0	0	arable
arbiter	0	0	0	0	0	0	0	0	0	1	arbitre
arbitrate	0	0	0	0	0	0	0	0	0	0	arbitrer
arbitration	0	1	0	0	0	0	0	0	0	0	arbitrage
arbitrator	0	0	0	0	0	0	0	0	0	1	arbitre
arbor	0	0	0	0	0	0	0	0	0	0	tonnelle
arc	0	0	0	0	0	0	0	0	0	0	arc
arcade	0	0	0	0	0	0	0	0	0	0	arcade
arch	0	0	0	0	0	0	0	0	0	0	cambre
archaeological	0	0	0	0	0	0	0	0	0	0	archéologique
archaeologist	0	0	0	0	0	0	0	0	0	0	archéologue
archaeology	0	1	0	0	0	0	1	0	0	0	archéologie
archaic	0	0	0	0	0	1	0	0	0	0	archaïque
archbishop	0	0	0	0	0	0	0	0	0	0	archevêque
arched	0	0	0	0	0	0	0	0	0	0	arqué
archer	0	0	0	0	0	0	0	0	0	0	archer
archery	0	0	0	0	0	0	0	0	0	0	tir à l'arc
archetype	0	0	0	0	0	0	0	0	0	0	archétype
archipelago	0	0	0	0	0	0	0	0	0	0	archipel
architect	0	0	0	0	0	0	0	0	0	0	architecte
architecture	0	0	0	0	0	0	0	0	0	1	architecture
archive	0	0	0	0	0	0	0	0	0	0	archive
arctic	0	0	0	0	0	0	0	0	0	0	Arctique
ardent	0	1	0	0	1	0	1	0	0	0	ardent
ardor	0	0	0	0	0	0	1	0	0	0	ardeur
arduous	0	0	0	0	0	1	0	0	0	0	difficile
area	0	0	0	0	0	0	0	0	0	0	Région
arena	0	0	0	0	0	0	0	0	0	0	arène
areola	0	0	0	0	0	0	0	0	0	0	aréole
argent	0	0	0	0	0	0	0	0	0	0	argent
argue	1	0	0	0	0	1	0	0	0	0	se disputer
argument	1	0	0	0	0	1	0	0	0	0	dispute
argumentation	1	0	0	0	0	0	0	0	0	0	argumentation
argumentative	0	0	0	0	0	1	0	0	0	0	argumentatif
arguments	1	0	0	0	0	0	0	0	0	0	arguments
arid	0	0	0	0	0	1	0	1	0	0	aride
aristocracy	0	0	0	0	0	0	1	0	0	0	aristocratie
aristocrat	0	0	0	0	0	0	0	0	0	0	aristocrate
aristocratic	0	0	0	0	0	0	1	0	0	0	aristocratique
arithmetic	0	0	0	0	0	0	0	0	0	0	arithmétique
ark	0	0	0	0	0	0	0	0	0	0	arche
arm	0	0	0	0	0	0	0	0	0	0	bras
armada	0	0	0	0	0	0	0	0	0	0	armada
armament	1	0	0	1	0	0	0	0	0	0	armement
armaments	0	0	0	1	0	1	0	0	0	0	armements
armature	0	0	0	0	0	0	0	0	0	0	armature
armed	1	0	0	1	0	1	1	0	0	0	armé
armor	0	0	0	1	0	0	1	0	0	1	armure
armored	0	0	0	1	0	0	0	0	0	0	blindé
armory	0	0	0	0	0	0	0	0	0	1	arsenal
arms	0	0	0	0	0	0	0	0	0	0	les bras
army	0	0	0	0	0	0	0	0	0	0	armée
aroma	0	0	0	0	0	0	1	0	0	0	arôme
arousal	0	0	0	0	0	0	0	0	0	0	éveil
arouse	0	1	0	0	0	0	1	0	0	0	susciter
arraignment	1	0	0	1	0	1	0	1	0	0	accusation
arrange	0	0	0	0	0	0	0	0	0	0	organiser
arranged	0	0	0	0	0	0	0	0	0	0	arrangé
arrangement	0	0	0	0	0	0	0	0	0	0	arrangement
array	0	0	0	0	0	0	1	0	0	0	déployer
arrears	0	0	0	0	0	1	0	0	0	0	arrérages
arrest	0	0	0	0	0	1	0	0	0	0	arrêter
arrival	0	1	0	0	0	0	0	0	0	0	Arrivées
arrive	0	1	0	0	0	0	0	0	0	0	arriver
arrogance	0	0	0	0	0	1	0	0	0	0	arrogance
arrogant	1	0	1	0	0	1	0	0	0	0	arrogant
arrow	0	0	0	0	0	0	0	0	0	0	La Flèche
arsenal	0	0	0	0	0	0	0	0	0	0	arsenal
arsenic	0	0	1	1	0	1	0	1	0	0	arsenic
arson	1	0	0	1	0	1	0	0	0	0	incendie criminel
art	0	1	0	0	1	0	1	1	1	0	art
artery	0	0	0	0	0	0	0	0	0	0	artère
artful	0	0	0	0	0	0	0	0	0	0	astucieux
arthropod	0	0	0	0	0	0	0	0	0	0	arthropode
artichoke	0	0	0	0	0	0	0	0	0	0	artichaut
article	0	0	0	0	0	0	0	0	0	0	article
articles	0	0	0	0	0	0	0	0	0	0	des articles
articulate	0	0	0	0	0	0	1	0	0	0	articuler
articulation	0	0	0	0	0	0	1	0	0	0	articulation
artifice	0	0	0	0	0	0	0	0	0	0	artifice
artillery	0	0	0	1	0	1	0	0	0	0	artillerie
artisan	0	0	0	0	0	0	1	0	0	0	artisan
artist	0	0	0	0	0	0	0	0	0	0	artiste
artiste	0	0	0	0	0	0	1	0	0	0	artiste
artistic	0	0	0	0	0	0	1	0	0	0	artistique
artists	0	0	0	0	0	0	0	0	0	0	artistes
ascend	0	0	0	0	0	0	0	0	0	0	monter
ascendancy	0	0	0	0	0	0	1	0	0	0	ascendant
ascension	0	0	0	0	0	0	0	0	0	0	ascension
ascent	0	0	0	0	0	0	1	0	0	0	ascension
ascertain	0	0	0	0	0	0	0	0	0	0	vérifier
ascertained	0	0	0	0	0	0	0	0	0	0	constaté
ascetic	0	0	0	0	0	0	0	0	0	0	ascétique
ash	0	0	0	0	0	1	0	0	0	0	cendre
ashamed	0	0	1	0	0	1	0	1	0	0	honteux
ashes	0	0	0	0	0	1	0	1	0	0	cendres
asleep	0	0	0	0	0	0	0	0	0	0	endormi
asp	0	0	0	1	0	0	0	0	0	0	aspic
aspartame	0	0	0	0	0	0	0	0	0	0	aspartame
aspect	0	0	0	0	0	0	0	0	0	0	aspect
aspects	0	0	0	0	0	0	0	0	0	0	aspects
asphalt	0	0	0	0	0	0	0	0	0	0	asphalte
aspiration	0	1	0	0	1	0	1	0	1	1	aspiration
aspire	0	1	0	0	1	0	1	0	0	0	aspirer
aspiring	0	1	0	0	1	0	1	0	0	1	en herbe
ass	0	0	0	0	0	1	0	0	0	0	cul
assail	1	0	0	1	0	1	0	0	1	0	assaillir
assailant	1	0	0	1	0	1	0	1	0	0	agresseur
assassin	1	0	0	1	0	1	0	1	0	0	assassin
assassinate	1	0	0	1	0	1	0	0	0	0	assassiner
assassination	1	0	0	1	0	1	0	1	0	0	assassinat
assault	1	0	0	1	0	1	0	0	0	0	assaut
assay	0	0	0	0	0	0	0	0	0	0	essai
assemblage	0	0	0	0	0	0	0	0	0	0	assemblage
assemble	0	0	0	0	0	0	0	0	0	0	assembler
assembled	0	0	0	0	0	0	0	0	0	0	assemblé
assembly	0	0	0	0	0	0	1	0	0	1	Assemblée
assent	0	0	0	0	0	0	1	0	0	0	assentiment
assert	0	0	0	0	0	0	0	0	0	0	affirmer
asserting	0	0	0	0	0	0	1	0	0	1	affirmer
assertion	0	0	0	0	0	0	0	0	0	0	affirmation
assess	0	0	0	0	0	0	0	0	0	0	évaluer
assessment	0	0	0	0	0	0	0	0	1	1	évaluation
assessor	0	0	0	0	0	0	0	0	0	1	assesseur
assets	0	0	0	0	0	0	1	0	0	0	des atouts
asshole	1	0	1	0	0	1	0	0	0	0	Connard
assign	0	0	0	0	0	0	0	0	0	0	attribuer
assignee	0	0	0	0	0	0	0	0	0	1	cessionnaire
assignment	0	0	0	0	0	0	0	0	0	0	mission
assimilate	0	0	0	0	0	0	0	0	0	0	assimiler
assimilation	0	0	0	0	0	0	0	0	0	0	assimilation
assist	0	0	0	0	0	0	1	0	0	1	aider
assistance	0	0	0	0	0	0	1	0	0	0	assistance
assistant	0	0	0	0	0	0	0	0	0	0	assistant
associate	0	0	0	0	0	0	1	0	0	1	associé
association	0	0	0	0	0	0	0	0	0	1	association
assorted	0	0	0	0	0	0	0	0	0	0	assorti
assortment	0	0	0	0	0	0	0	0	0	0	assortiment
assuage	0	0	0	0	0	0	1	0	0	0	apaiser
assumed	0	0	0	0	0	0	0	0	0	0	assumé
assuming	0	0	0	0	0	0	0	0	0	0	en supposant
assumption	0	0	0	0	0	0	0	0	0	0	supposition
assurance	0	0	0	0	0	0	1	0	0	1	assurance
assure	0	0	0	0	0	0	0	0	0	1	assurer
assured	0	0	0	0	0	0	1	0	0	1	assuré
assuredly	0	0	0	0	0	0	0	0	0	1	assurément
asterisk	0	0	0	0	0	0	0	0	0	0	astérisque
asteroids	0	0	0	0	0	0	0	0	0	0	astéroïdes
astigmatism	0	0	0	0	0	0	0	0	0	0	astigmatisme
astonishingly	0	0	0	0	0	0	1	0	1	0	étonnamment
astonishment	0	0	0	0	1	0	1	0	1	0	étonnement
astral	0	0	0	0	0	0	0	0	0	0	astral
astray	0	0	0	1	0	1	0	0	0	0	égaré
astringent	0	0	0	0	0	1	0	0	0	0	astringent
astrologer	0	1	0	0	0	0	1	0	0	0	astrologue
astrology	0	0	0	0	0	0	0	0	0	0	astrologie
astronaut	0	0	0	0	0	0	1	0	0	0	astronaute
astronomer	0	1	0	0	0	0	1	0	0	0	astronome
astronomy	0	0	0	0	0	0	0	0	0	0	astronomie
astute	0	0	0	0	0	0	1	0	0	0	astucieux
asunder	0	0	0	0	0	0	0	0	0	0	en morceaux
asylum	0	0	0	1	0	1	0	0	0	0	asile
asymmetric	0	0	0	0	0	0	0	0	0	0	asymétrique
asymmetry	0	0	1	0	0	0	0	0	0	0	asymétrie
asymptotic	0	0	0	0	0	0	0	0	0	0	asymptotique
atelier	0	0	0	0	0	0	0	0	0	0	atelier
atheism	0	0	0	0	0	1	0	0	0	0	athéisme
atheistic	0	0	0	0	0	0	0	0	0	0	athée
atherosclerosis	0	0	0	1	0	1	0	1	0	0	athérosclérose
athlete	0	0	0	0	0	0	1	0	0	0	athlète
athletic	0	0	0	0	0	0	1	0	0	0	athlétique
athleticism	0	0	0	0	0	0	0	0	0	0	athlétisme
athletics	0	0	0	0	0	0	0	0	0	0	athlétisme
atlas	0	0	0	0	0	0	0	0	0	0	atlas
atmosphere	0	0	0	0	0	0	0	0	0	0	atmosphère
atmospheric	0	0	0	0	0	0	0	0	0	0	atmosphérique
atoll	0	0	0	0	0	0	0	0	0	0	atoll
atom	0	0	0	0	0	0	1	0	0	0	atome
atomic	0	0	0	0	0	0	0	0	0	0	atomique
atone	0	1	0	0	1	0	1	0	0	1	expier
atonement	0	0	0	0	0	0	1	0	0	0	expiation
atrium	0	0	0	0	0	0	0	0	0	0	atrium
atrocious	1	0	1	0	0	1	0	0	0	0	atroce
atrocity	1	0	1	1	0	1	0	1	0	0	atrocité
atrophy	0	0	1	1	0	1	0	1	0	0	atrophie
attach	0	0	0	0	0	0	0	0	0	0	joindre
attachment	0	0	0	0	0	0	1	0	0	0	attachement
attack	1	0	0	1	0	1	0	0	0	0	attaque
attacking	1	0	1	1	0	1	0	1	1	0	attaquer
attain	0	0	0	0	0	0	0	0	0	0	atteindre
attainable	0	1	0	0	0	0	1	0	0	0	réalisable
attainment	0	0	0	0	0	0	1	0	0	0	réalisation
attempt	0	1	0	0	0	0	0	0	0	0	tentative
attendance	0	1	0	0	0	0	0	0	0	0	présence
attendant	0	0	0	0	0	0	1	0	0	1	préposé
attention	0	0	0	0	0	0	1	0	0	0	attention
attentive	0	0	0	0	0	0	1	0	0	1	attentif
attenuate	0	0	0	0	0	0	0	0	0	0	atténuer
attenuated	0	0	0	0	0	1	0	0	0	0	atténué
attenuation	0	0	0	0	0	1	0	1	0	0	atténuation
attest	0	0	0	0	0	0	1	0	0	1	attester
attestation	0	0	0	0	0	0	0	0	0	1	attestation
attic	0	0	0	0	0	0	0	0	0	0	grenier
attire	0	0	0	0	0	0	0	0	0	0	tenue
attitude	0	0	0	0	0	0	0	0	0	0	attitude
attorney	1	0	0	1	0	0	1	0	0	1	avocat
attraction	0	0	0	0	0	0	1	0	0	0	attraction
attractiveness	0	0	0	0	0	0	1	0	0	0	attraction
attributable	0	0	0	0	0	0	0	0	0	0	attribuable
attribute	0	0	0	0	0	0	0	0	0	0	attribut
attribution	0	0	0	0	0	0	0	0	0	0	attribution
attrition	0	0	0	0	0	0	0	0	0	0	usure
auburn	0	0	0	0	0	0	0	0	0	0	auburn
auction	0	1	0	0	0	0	0	0	0	0	enchères
auctioneer	0	0	0	0	0	0	0	0	0	0	commissaire-priseur
audacious	0	0	0	0	0	0	0	0	0	0	audacieux
audacity	0	0	0	0	0	1	0	0	0	0	audace
audible	0	0	0	0	0	0	0	0	0	0	audible
audience	0	1	0	0	0	0	0	0	0	0	spectateurs
audit	0	0	0	0	0	0	0	0	0	0	Audit
audition	0	0	0	0	0	0	0	0	0	0	audition
auditor	0	0	0	1	0	0	0	0	0	1	Auditeur
auditorium	0	0	0	0	0	0	0	0	0	0	salle
auditory	0	0	0	0	0	0	0	0	0	0	auditif
aught	0	0	0	0	0	0	0	0	0	0	rien
augment	0	0	0	0	0	0	1	0	0	0	augmenter
augmentation	0	0	0	0	0	0	0	0	0	0	augmentation
august	0	0	0	0	0	0	1	0	0	0	août
aunt	0	0	0	0	0	0	1	0	0	1	tante
aura	0	0	0	0	0	0	1	0	0	0	aura
aurora	0	0	0	0	0	0	0	0	0	0	aurore
auspices	0	0	0	0	0	0	0	0	0	0	auspices
auspicious	0	1	0	0	1	0	1	0	0	0	de bon augure
austere	0	0	0	1	0	1	0	1	0	0	austère
austerity	0	0	0	0	0	1	0	0	0	0	austérité
authentic	0	0	0	0	1	0	1	0	0	1	authentique
authenticate	0	0	0	0	0	0	0	0	0	1	authentifier
authentication	0	0	0	0	0	0	0	0	0	1	authentification
authenticity	0	0	0	0	0	0	1	0	0	1	authenticité
author	0	0	0	0	0	0	1	0	0	1	auteur
authoritative	0	0	0	0	0	0	1	0	0	1	faisant autorité
authority	0	0	0	0	0	0	1	0	0	1	autorité
authorization	0	0	0	0	0	0	1	0	0	1	autorisation
authorize	0	0	0	0	0	0	0	0	0	1	autoriser
authorized	0	0	0	0	0	0	1	0	0	0	autorisé
authorship	0	0	0	0	0	0	0	0	0	0	paternité
auto	0	0	0	0	0	0	0	0	0	0	auto
autobiography	0	0	0	0	0	0	0	0	0	0	autobiographie
autocratic	0	0	0	0	0	1	0	0	0	0	autocratique
autograph	0	0	0	0	0	0	0	0	0	0	un autographe
automatic	0	0	0	0	0	0	0	0	0	1	automatique
automobile	0	0	0	0	0	0	0	0	0	0	voiture
autonomy	0	0	0	0	0	0	0	0	0	0	autonomie
autopsy	0	0	1	1	0	1	0	1	0	0	autopsie
autumn	0	0	0	0	0	0	0	0	0	0	l'automne
auxiliary	0	0	0	0	0	0	0	0	0	0	auxiliaire
avail	0	0	0	0	0	0	0	0	0	0	profiter
avalanche	0	0	0	1	0	1	0	1	1	0	avalanche
avarice	1	0	1	0	0	1	0	0	0	0	avarice
avatar	0	0	0	0	0	0	1	0	0	0	avatar
avenger	1	0	0	0	0	1	0	0	0	0	vengeur
avenue	0	0	0	0	0	0	0	0	0	0	rue
aver	0	0	0	0	0	0	0	0	0	0	moyen
average	0	0	0	0	0	0	0	0	0	0	moyen
averse	1	0	1	1	0	1	0	0	0	0	averse
aversion	1	0	1	1	0	1	0	0	0	0	aversion
avert	0	0	0	0	0	0	0	0	0	0	éviter
aviary	0	0	0	0	0	0	0	0	0	0	volière
aviation	0	0	0	0	0	0	0	0	0	0	aviation
aviator	0	0	0	0	0	0	0	0	0	0	aviateur
avid	0	0	0	0	0	0	0	0	0	0	avide
avocado	0	0	0	0	0	0	0	0	0	0	Avocat
avoid	0	0	0	1	0	1	0	0	0	0	éviter de
avoidance	0	0	0	1	0	1	0	0	0	0	évitement
avoiding	0	0	0	1	0	0	0	0	0	0	éviter
await	0	1	0	0	0	0	0	0	0	0	attendre
awake	0	0	0	0	0	0	0	0	0	0	éveillé
awaken	0	0	0	0	0	0	0	0	0	0	éveiller
award	0	1	0	0	1	0	1	0	1	1	décerner
awe	0	0	0	0	0	0	0	0	0	0	admiration
awful	1	0	1	1	0	1	0	1	0	0	terrible
awkwardness	0	0	1	0	0	1	0	0	0	0	maladresse
awning	0	0	0	0	0	0	0	0	0	0	store
awry	0	0	0	0	0	1	0	0	0	0	de travers
axial	0	0	0	0	0	0	0	0	0	0	axial
axiom	0	0	0	0	0	0	0	0	0	1	axiome
axiomatic	0	0	0	0	0	0	0	0	0	1	axiomatique
axis	0	0	0	0	0	0	0	0	0	0	axe
axle	0	0	0	0	0	0	0	0	0	0	essieu
ay	0	0	0	0	0	0	1	0	0	0	ouais
aye	0	0	0	0	0	0	1	0	0	0	toujours
azimuth	0	0	0	0	0	0	0	0	0	0	azimut
azure	0	0	0	0	0	0	0	0	0	0	Azur
babble	0	0	0	0	0	1	0	0	0	0	babiller
babbling	0	0	0	0	0	1	0	0	0	0	babillage
baboon	0	0	1	0	0	1	0	0	0	0	babouin
baby	0	0	0	0	1	0	1	0	0	0	bébé
babysitter	0	0	0	0	0	0	0	0	0	1	Baby-sitter
baccalaureate	0	0	0	0	0	0	1	0	0	0	baccalauréat
baccarat	0	0	0	0	0	0	0	0	0	0	baccara
