English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Kyrgyz Word
amorphous	0	0	0	0	0	0	0	0	0	0	аморфтук
amortization	0	0	0	0	0	0	0	0	0	1	амортизация
amount	0	0	0	0	0	0	0	0	0	0	сумма
amour	0	1	0	0	1	0	1	0	0	1	сүйүү
ampersand	0	0	0	0	0	0	0	0	0	0	амперсант
amphetamines	0	0	1	0	0	1	0	0	0	0	амфетаминдер
amphibian	0	0	0	0	0	0	0	0	0	0	амфибия
amphibious	0	0	0	0	0	0	0	0	0	0	амфибия
amphitheater	0	0	0	0	0	0	0	0	0	0	амфитеатр
amplification	0	0	0	0	0	0	0	0	0	0	күчөтүү
amplify	0	0	0	0	0	0	0	0	0	0	күчөтүү
amplitude	0	0	0	0	0	0	0	0	0	0	амплитудасы
amply	0	0	0	0	0	0	0	0	0	0	көп
amputation	0	0	0	0	0	0	0	0	0	0	ампутация
amulet	0	0	0	0	0	0	0	0	0	0	тумар
amuse	0	0	0	0	1	0	1	0	0	0	көңүл ачуу
amused	0	0	0	0	1	0	1	0	0	0	тамашалады
amusement	0	0	0	0	1	0	1	0	0	0	көңүл ачуу
amusing	0	0	0	0	1	0	1	0	0	0	кызыктуу
ana	0	0	0	0	0	0	0	0	0	0	ана
anaconda	0	0	1	1	0	1	0	0	0	0	Анаконда
anaesthesia	0	0	0	0	0	0	0	0	0	0	анестезия
anaesthetic	0	0	0	0	0	0	0	0	0	0	анестетик
anal	0	0	0	0	0	1	0	0	0	0	анал
analgesic	0	0	0	0	0	0	0	0	0	0	анальгетик
analogous	0	0	0	0	0	0	0	0	0	0	окшош
analogue	0	0	0	0	0	0	0	0	0	0	аналогу
analogy	0	0	0	0	0	0	0	0	0	0	аналогия
analysis	0	0	0	0	0	0	0	0	0	0	талдоо
analyst	0	1	0	0	0	0	1	0	0	1	аналитик
analytic	0	0	0	0	0	0	0	0	0	0	аналитикалык
analyze	0	0	0	0	0	0	0	0	0	0	талдоо
analyzer	0	0	0	0	0	0	0	0	0	0	анализатор
anarchism	1	0	0	1	0	1	0	0	0	0	анархизм
anarchist	1	0	0	1	0	1	0	0	0	0	анархист
anarchy	1	0	0	1	0	1	0	0	0	0	анархия
anastomosis	0	0	0	0	0	0	0	0	0	0	анастомоз
anathema	1	0	1	1	0	1	0	1	0	0	анатема
anatomic	0	0	0	0	0	0	0	0	0	0	анатомиялык
anatomy	0	0	0	0	0	0	0	0	0	0	анатомия
ancestor	0	0	0	0	0	0	0	0	0	0	баба
ancestral	0	0	0	0	0	0	0	0	0	1	ата-баба
ancestry	0	0	0	0	0	0	0	0	0	0	ата-теги
anchor	0	0	0	0	0	0	1	0	0	0	казык
anchorage	0	0	0	0	0	0	1	1	0	0	бекитүү
ancient	0	0	0	0	0	1	0	0	0	0	байыркы
ancillary	0	0	0	0	0	0	0	0	0	0	көмөкчү
androgen	0	0	0	0	0	0	0	0	0	0	андроген
anemone	0	0	0	0	0	0	0	0	0	0	анемон
anew	0	0	0	0	0	0	0	0	0	0	жаңы
angel	0	1	0	0	1	0	1	0	1	1	периште
angelic	0	0	0	0	1	0	1	0	0	1	периштедей
anger	1	0	0	0	0	1	0	0	0	0	ачуулануу
angina	0	0	0	1	0	1	0	0	0	0	ангина
angiography	0	0	0	0	0	0	0	0	0	0	ангиография
angle	0	0	0	0	0	0	0	0	0	0	бурч
angling	0	1	0	0	0	1	0	0	0	0	балык уулоо
angry	1	0	1	0	0	1	0	0	0	0	ачуулуу
anguish	1	0	0	1	0	1	0	1	0	0	азап
angular	0	0	0	0	0	0	0	0	0	0	бурчтуу
anhydrous	0	0	0	0	0	0	0	0	0	0	суусуз
animal	0	0	0	0	0	0	0	0	0	0	жаныбар
animate	0	0	0	0	0	0	1	0	0	0	жандуу
animated	0	0	0	0	1	0	1	0	0	0	анимацияланган
animation	0	0	0	0	0	0	0	0	0	0	анимация
animosity	1	0	1	1	0	1	0	1	0	0	кастык
animus	1	0	0	0	0	1	0	0	0	0	animus
ankle	0	0	0	0	0	0	0	0	0	0	балтыр
annals	0	0	0	0	0	0	0	0	0	0	жылнамалар
annex	0	0	0	0	0	0	0	0	0	0	тиркеме
annexation	0	0	0	0	0	0	0	0	0	0	аннексия
annexe	0	0	0	0	0	0	0	0	0	0	тиркеме
annihilate	1	0	0	1	0	1	0	0	0	0	жок кылуу
annihilated	1	0	0	1	0	1	0	1	0	0	жок кылынган
annihilation	1	0	0	1	0	1	0	1	0	0	жок кылуу
annotate	0	0	0	0	0	0	0	0	0	0	аннотациялоо
annotation	0	0	0	0	0	0	0	0	0	0	аннотация
announce	0	0	0	0	0	0	0	0	0	0	жарыялоо
announcement	0	1	0	0	0	0	0	0	0	0	кулактандыруу
annoy	1	0	1	0	0	1	0	0	0	0	кыжырдантуу
annoyance	1	0	1	0	0	1	0	0	0	0	кыжырдануу
annoying	1	0	0	0	0	1	0	0	0	0	тажатма
annuity	0	0	0	0	0	0	0	0	0	0	аннуитет
annul	0	0	0	0	0	1	0	0	0	0	жокко чыгаруу
annular	0	0	0	0	0	0	0	0	0	0	шакекче
annulment	0	0	0	0	0	1	0	1	0	0	жокко чыгаруу
annulus	0	0	0	0	0	0	0	0	0	0	annulus
anointing	0	0	0	0	0	0	0	0	0	0	майлоо
anomalous	0	0	0	0	0	0	0	0	0	0	аномалдуу
anomaly	0	0	0	1	0	1	0	0	1	0	аномалия
anon	0	0	0	0	0	0	0	0	0	0	анон
anonymous	0	0	0	0	0	1	0	0	0	0	анонимдүү
answer	0	0	0	0	0	0	0	0	0	0	жооп
answerable	0	0	0	0	0	0	0	0	0	1	жооп берет
answering	0	0	0	0	0	0	0	0	0	0	жооп берүү
ant	0	0	0	0	0	0	0	0	0	0	кумурска
antagonism	1	0	0	0	0	1	0	0	0	0	антагонизм
antagonist	1	0	0	0	0	1	0	0	0	0	антагонист
antagonistic	1	0	1	0	0	1	0	0	0	0	антагонисттик
ante	0	0	0	0	0	0	0	0	0	0	анте
antecedent	0	0	0	0	0	0	0	0	0	0	антецедент
antelope	0	0	0	0	0	0	0	0	0	0	антилопа
antenna	0	0	0	0	0	0	0	0	0	0	антенна
anterior	0	0	0	0	0	0	0	0	0	0	алдыңкы
anthem	0	0	0	0	0	0	0	0	0	0	гимн
anthology	0	0	0	0	0	0	0	0	0	0	антология
anthrax	0	0	1	1	0	1	0	1	0	0	күйдүргү
anthropology	0	0	0	0	0	0	0	0	0	0	антропология
antibiotic	0	0	0	0	0	0	0	0	0	0	антибиотик
antibiotics	0	0	0	0	0	0	1	0	0	0	антибиотиктер
antichrist	1	0	1	1	0	1	0	0	0	0	антихрист
anticipation	0	1	0	0	0	0	0	0	0	0	күтүү
anticipatory	0	1	0	0	0	0	0	0	0	0	күтүү
antidote	0	1	0	0	0	0	1	0	0	1	антидот
antifungal	0	0	0	0	0	0	1	0	0	1	грибокко каршы
antimony	0	0	0	0	0	0	0	0	0	0	сурьма
antipathy	1	0	1	0	0	1	0	0	0	0	антипатия
antiquarian	0	0	0	0	0	0	0	0	0	0	антиквариат
antiquated	0	0	0	0	0	1	0	0	0	0	эски
antique	0	0	0	0	0	0	1	0	0	0	антиквариат
antiquity	0	0	0	0	0	0	0	0	0	0	байыркы
antiseptic	0	0	0	0	0	0	1	0	0	1	антисептик
antisocial	1	0	1	1	0	1	0	1	0	0	антисоциалдык
antithesis	1	0	0	0	0	1	0	0	0	0	антитеза
antithetical	0	0	0	0	0	0	0	0	0	0	антитетикалык
antiviral	0	0	0	0	0	0	0	0	0	0	антивирустук
antler	0	0	0	0	0	0	0	0	0	0	мүйүз
anvil	0	0	0	0	0	0	0	0	0	0	анвил
anxiety	1	1	0	1	0	1	0	1	0	0	тынчсыздануу
anxious	0	1	0	1	0	1	0	0	0	0	тынчсыздануу
aorta	0	0	0	0	0	0	0	0	0	0	аорта
apace	0	0	0	0	0	0	0	0	0	0	ылдам
apache	0	0	0	1	0	1	0	0	0	0	apache
apartment	0	0	0	0	0	0	0	0	0	0	батир
apathetic	0	0	0	0	0	1	0	1	0	0	кайдыгер
apathy	0	0	0	0	0	1	0	1	0	0	апатия
ape	0	0	0	0	0	0	0	0	0	0	маймыл
aperture	0	0	0	0	0	0	0	0	0	0	диафрагма
apex	0	0	0	0	0	0	0	0	0	0	чокусу
aphid	0	0	1	0	0	1	0	0	0	0	aphid
apiece	0	0	0	0	0	0	0	0	0	0	бир кесим
aplomb	0	0	0	0	0	0	1	0	0	0	aplomb
apocalyptic	0	0	0	0	0	0	0	0	0	0	апокалиптикалык
apologetic	0	0	0	0	0	0	1	0	0	1	кечирим сураган
apologist	0	0	0	0	0	0	0	0	0	0	аполог
apologize	0	0	0	0	0	0	1	1	0	1	кечирим сура
apology	0	0	0	0	0	0	1	0	0	0	кечирим суроо
apostasy	0	0	0	0	0	0	0	0	0	0	чындыктан четтөө
apostate	0	0	0	0	0	0	0	0	0	0	динден чыккан
apostle	0	0	0	0	0	0	1	0	0	1	апостол
apostolic	0	0	0	0	0	0	0	0	0	1	апостолдук
apostrophe	0	0	0	0	0	0	0	0	0	0	апостроф
appalling	0	0	1	1	0	1	0	0	0	0	коркунучтуу
apparatus	0	0	0	0	0	0	0	0	0	0	аппарат
apparel	0	0	0	0	0	0	0	0	0	0	кийим
apparently	0	0	0	0	0	0	0	0	0	0	көрүнөт
apparition	0	0	0	1	0	0	0	0	1	0	көрүнүш
appeal	0	1	0	0	0	0	0	0	0	0	кайрылуу
appearance	0	0	0	0	0	0	0	0	0	0	көрүнүшү
appease	0	0	0	0	0	0	0	0	0	0	тынчтандыруу
appellant	0	0	0	0	0	0	0	0	0	0	арыздануучу
append	0	0	0	0	0	0	0	0	0	0	кошуу
appendage	0	0	0	0	0	0	0	0	0	0	тиркеме
appendicitis	0	0	0	1	0	1	0	1	0	0	аппендицит
appendix	0	0	0	0	0	0	0	0	0	0	тиркеме
appetite	0	0	0	0	0	0	0	0	0	0	аппетит
appetizer	0	0	0	0	0	0	0	0	0	0	аппетит
applause	0	0	0	0	1	0	1	0	1	1	кол чабуулар
apple	0	0	0	0	0	0	0	0	0	0	алма
appliance	0	0	0	0	0	0	0	0	0	0	прибор
appliances	0	0	0	0	0	0	0	0	0	0	приборлор
applicability	0	0	0	0	0	0	0	0	0	0	колдонуу мүмкүнчүлүгү
applicable	0	0	0	0	0	0	0	0	0	0	тиешелүү
applicant	0	1	0	0	0	0	0	0	0	0	арыз берүүчү
application	0	0	0	0	0	0	0	0	0	0	колдонмо
apply	0	0	0	0	0	0	0	0	0	0	колдонуу
appoint	0	0	0	0	0	0	0	0	0	0	дайындоо
appointment	0	0	0	0	0	0	0	0	0	0	дайындоо
appointments	0	0	0	0	0	0	0	0	0	0	дайындоолор
apportion	0	0	0	0	0	0	0	0	0	0	бөлүштүрүү
apportionment	0	0	0	0	0	0	0	0	0	0	бөлүштүрүү
appraise	0	0	0	0	0	0	0	0	0	0	баалоо
appreciable	0	0	0	0	0	0	0	0	0	0	баалуу
appreciation	0	0	0	0	1	0	1	0	0	1	баалоо
apprehend	0	0	0	1	0	0	0	0	0	0	кармоо
apprehension	0	0	0	1	0	1	0	0	0	0	кооптонуу
apprehensive	0	1	0	1	0	1	0	0	0	0	кооптонуу
apprentice	0	0	0	0	0	0	0	0	0	1	шакирт
apprenticeship	0	0	0	0	0	0	0	0	0	0	шакирттик
approach	0	0	0	0	0	0	0	0	0	0	мамиле
approaching	0	1	0	0	0	0	0	0	0	0	жакындап келе жатат
approbation	0	0	0	0	0	0	1	0	0	1	апробация
appropriation	0	0	0	0	0	1	0	0	0	0	ээлик кылуу
approval	0	0	0	0	0	0	1	0	0	0	бекитүү
approve	0	0	0	0	1	0	1	0	0	1	бекитүү
approving	0	0	0	0	0	0	1	0	0	0	бекитүү
approximate	0	0	0	0	0	0	0	0	0	0	болжолдуу
approximately	0	0	0	0	0	0	0	0	0	0	болжол менен
approximating	0	0	0	0	0	0	0	0	0	0	жакындоо
approximation	0	0	0	0	0	0	0	0	0	0	жакындоо
appurtenances	0	0	0	0	0	0	0	0	0	0	приборлор
apron	0	0	0	0	0	0	0	0	0	0	фартук
apt	0	0	0	0	0	0	1	0	0	0	apt
aptitude	0	0	0	0	0	0	1	0	0	0	жөндөмдүүлүк
aqua	0	0	0	0	0	0	0	0	0	0	аква
aquamarine	0	0	0	0	0	0	0	0	0	0	аквамарин
aquarium	0	0	0	0	0	0	0	0	0	0	аквариум
aquatic	0	0	0	0	0	0	0	0	0	0	суу
aqueduct	0	0	0	0	0	0	0	0	0	0	акведук
aqueous	0	0	0	0	0	0	0	0	0	0	суулуу
arable	0	0	0	0	0	0	0	0	0	0	айдоо
arbiter	0	0	0	0	0	0	0	0	0	1	арбитр
arbitrate	0	0	0	0	0	0	0	0	0	0	арбитраж
arbitration	0	1	0	0	0	0	0	0	0	0	арбитраж
arbitrator	0	0	0	0	0	0	0	0	0	1	арбитр
arbor	0	0	0	0	0	0	0	0	0	0	беседка
arc	0	0	0	0	0	0	0	0	0	0	арка
arcade	0	0	0	0	0	0	0	0	0	0	аркада
arch	0	0	0	0	0	0	0	0	0	0	арка
archaeological	0	0	0	0	0	0	0	0	0	0	археологиялык
archaeologist	0	0	0	0	0	0	0	0	0	0	археолог
archaeology	0	1	0	0	0	0	1	0	0	0	археология
archaic	0	0	0	0	0	1	0	0	0	0	архаикалык
archbishop	0	0	0	0	0	0	0	0	0	0	архиепископ
arched	0	0	0	0	0	0	0	0	0	0	аркалуу
archer	0	0	0	0	0	0	0	0	0	0	жаачы
archery	0	0	0	0	0	0	0	0	0	0	жаа атуу
archetype	0	0	0	0	0	0	0	0	0	0	архетип
archipelago	0	0	0	0	0	0	0	0	0	0	архипелаг
architect	0	0	0	0	0	0	0	0	0	0	архитектор
architecture	0	0	0	0	0	0	0	0	0	1	архитектура
archive	0	0	0	0	0	0	0	0	0	0	архив
arctic	0	0	0	0	0	0	0	0	0	0	арктика
ardent	0	1	0	0	1	0	1	0	0	0	жалындуу
ardor	0	0	0	0	0	0	1	0	0	0	жалындуу
arduous	0	0	0	0	0	1	0	0	0	0	оор
area	0	0	0	0	0	0	0	0	0	0	аймак
arena	0	0	0	0	0	0	0	0	0	0	арена
areola	0	0	0	0	0	0	0	0	0	0	ареола
argent	0	0	0	0	0	0	0	0	0	0	аргент
argue	1	0	0	0	0	1	0	0	0	0	талашуу
argument	1	0	0	0	0	1	0	0	0	0	аргумент
argumentation	1	0	0	0	0	0	0	0	0	0	аргументация
argumentative	0	0	0	0	0	1	0	0	0	0	аргументтүү
arguments	1	0	0	0	0	0	0	0	0	0	аргументтер
arid	0	0	0	0	0	1	0	1	0	0	кургак
aristocracy	0	0	0	0	0	0	1	0	0	0	аристократия
aristocrat	0	0	0	0	0	0	0	0	0	0	аристократ
aristocratic	0	0	0	0	0	0	1	0	0	0	аристократиялык
arithmetic	0	0	0	0	0	0	0	0	0	0	арифметика
ark	0	0	0	0	0	0	0	0	0	0	кеме
arm	0	0	0	0	0	0	0	0	0	0	кол
armada	0	0	0	0	0	0	0	0	0	0	армада
armament	1	0	0	1	0	0	0	0	0	0	куралдануу
armaments	0	0	0	1	0	1	0	0	0	0	куралдануу
armature	0	0	0	0	0	0	0	0	0	0	арматура
armed	1	0	0	1	0	1	1	0	0	0	куралдуу
armor	0	0	0	1	0	0	1	0	0	1	соот
armored	0	0	0	1	0	0	0	0	0	0	брондолгон
armory	0	0	0	0	0	0	0	0	0	1	курал-жарак кампасы
arms	0	0	0	0	0	0	0	0	0	0	курал
army	0	0	0	0	0	0	0	0	0	0	армия
aroma	0	0	0	0	0	0	1	0	0	0	жыт
arousal	0	0	0	0	0	0	0	0	0	0	козголуу
arouse	0	1	0	0	0	0	1	0	0	0	ойготуу
arraignment	1	0	0	1	0	1	0	1	0	0	айыптоо
arrange	0	0	0	0	0	0	0	0	0	0	уюштуруу
arranged	0	0	0	0	0	0	0	0	0	0	уюштурулган
arrangement	0	0	0	0	0	0	0	0	0	0	аранжировка
array	0	0	0	0	0	0	1	0	0	0	массив
arrears	0	0	0	0	0	1	0	0	0	0	карыздар
arrest	0	0	0	0	0	1	0	0	0	0	камакка алуу
arrival	0	1	0	0	0	0	0	0	0	0	келүү
arrive	0	1	0	0	0	0	0	0	0	0	келүү
arrogance	0	0	0	0	0	1	0	0	0	0	текебердик
arrogant	1	0	1	0	0	1	0	0	0	0	текебер
arrow	0	0	0	0	0	0	0	0	0	0	жебе
arsenal	0	0	0	0	0	0	0	0	0	0	арсенал
arsenic	0	0	1	1	0	1	0	1	0	0	мышьяк
arson	1	0	0	1	0	1	0	0	0	0	өрттөө
art	0	1	0	0	1	0	1	1	1	0	ст
artery	0	0	0	0	0	0	0	0	0	0	артерия
artful	0	0	0	0	0	0	0	0	0	0	көркөм
arthropod	0	0	0	0	0	0	0	0	0	0	муунак буттуу
artichoke	0	0	0	0	0	0	0	0	0	0	артишок
article	0	0	0	0	0	0	0	0	0	0	макала
articles	0	0	0	0	0	0	0	0	0	0	макалалар
articulate	0	0	0	0	0	0	1	0	0	0	айтуу
articulation	0	0	0	0	0	0	1	0	0	0	артикуляция
artifice	0	0	0	0	0	0	0	0	0	0	жасалмалуулук
artillery	0	0	0	1	0	1	0	0	0	0	артиллерия
artisan	0	0	0	0	0	0	1	0	0	0	кол өнөрчү
artist	0	0	0	0	0	0	0	0	0	0	сүрөтчү
artiste	0	0	0	0	0	0	1	0	0	0	артист
artistic	0	0	0	0	0	0	1	0	0	0	көркөм
artists	0	0	0	0	0	0	0	0	0	0	артисттер
ascend	0	0	0	0	0	0	0	0	0	0	көтөрүлүү
ascendancy	0	0	0	0	0	0	1	0	0	0	көтөрүлүү
ascension	0	0	0	0	0	0	0	0	0	0	көтөрүлүү
ascent	0	0	0	0	0	0	1	0	0	0	көтөрүлүү
ascertain	0	0	0	0	0	0	0	0	0	0	аныктоо
ascertained	0	0	0	0	0	0	0	0	0	0	аныкталды
ascetic	0	0	0	0	0	0	0	0	0	0	аскеттик
ash	0	0	0	0	0	1	0	0	0	0	күл
ashamed	0	0	1	0	0	1	0	1	0	0	уялдым
ashes	0	0	0	0	0	1	0	1	0	0	күл
asleep	0	0	0	0	0	0	0	0	0	0	уктап
asp	0	0	0	1	0	0	0	0	0	0	asp
aspartame	0	0	0	0	0	0	0	0	0	0	аспартам
aspect	0	0	0	0	0	0	0	0	0	0	аспект
aspects	0	0	0	0	0	0	0	0	0	0	аспектилери
asphalt	0	0	0	0	0	0	0	0	0	0	асфальт
aspiration	0	1	0	0	1	0	1	0	1	1	умтулуу
aspire	0	1	0	0	1	0	1	0	0	0	умтулуу
aspiring	0	1	0	0	1	0	1	0	0	1	умтулган
ass	0	0	0	0	0	1	0	0	0	0	ass
assail	1	0	0	1	0	1	0	0	1	0	кол салуу
assailant	1	0	0	1	0	1	0	1	0	0	кол салган
assassin	1	0	0	1	0	1	0	1	0	0	киши өлтүргүч
assassinate	1	0	0	1	0	1	0	0	0	0	өлтүрүү
assassination	1	0	0	1	0	1	0	1	0	0	өлтүрүү
assault	1	0	0	1	0	1	0	0	0	0	кол салуу
assay	0	0	0	0	0	0	0	0	0	0	анализ
assemblage	0	0	0	0	0	0	0	0	0	0	чогултуу
assemble	0	0	0	0	0	0	0	0	0	0	чогултуу
assembled	0	0	0	0	0	0	0	0	0	0	чогулган
assembly	0	0	0	0	0	0	1	0	0	1	чогулуш
assent	0	0	0	0	0	0	1	0	0	0	макул
assert	0	0	0	0	0	0	0	0	0	0	ырастоо
asserting	0	0	0	0	0	0	1	0	0	1	ырастоо
assertion	0	0	0	0	0	0	0	0	0	0	ырастоо
assess	0	0	0	0	0	0	0	0	0	0	баалоо
assessment	0	0	0	0	0	0	0	0	1	1	баалоо
assessor	0	0	0	0	0	0	0	0	0	1	баалоочу
assets	0	0	0	0	0	0	1	0	0	0	активдер
asshole	1	0	1	0	0	1	0	0	0	0	эшек
assign	0	0	0	0	0	0	0	0	0	0	дайындоо
assignee	0	0	0	0	0	0	0	0	0	1	тапшыруучу
assignment	0	0	0	0	0	0	0	0	0	0	тапшырма
assimilate	0	0	0	0	0	0	0	0	0	0	ассимиляциялоо
assimilation	0	0	0	0	0	0	0	0	0	0	ассимиляция
assist	0	0	0	0	0	0	1	0	0	1	жардам берүү
assistance	0	0	0	0	0	0	1	0	0	0	жардам
assistant	0	0	0	0	0	0	0	0	0	0	жардамчы
associate	0	0	0	0	0	0	1	0	0	1	шериктеш
association	0	0	0	0	0	0	0	0	0	1	бирикме
assorted	0	0	0	0	0	0	0	0	0	0	ассорти
assortment	0	0	0	0	0	0	0	0	0	0	ассортимент
assuage	0	0	0	0	0	0	1	0	0	0	сооротуу
assumed	0	0	0	0	0	0	0	0	0	0	болжолдонгон
assuming	0	0	0	0	0	0	0	0	0	0	болжолдоо
assumption	0	0	0	0	0	0	0	0	0	0	божомол
assurance	0	0	0	0	0	0	1	0	0	1	кепилдик
assure	0	0	0	0	0	0	0	0	0	1	ынандыруу
assured	0	0	0	0	0	0	1	0	0	1	ишендирди
assuredly	0	0	0	0	0	0	0	0	0	1	албетте
asterisk	0	0	0	0	0	0	0	0	0	0	жылдызча
asteroids	0	0	0	0	0	0	0	0	0	0	астероиддер
astigmatism	0	0	0	0	0	0	0	0	0	0	астигматизм
astonishingly	0	0	0	0	0	0	1	0	1	0	таң калыштуу
astonishment	0	0	0	0	1	0	1	0	1	0	таң калуу
astral	0	0	0	0	0	0	0	0	0	0	астралдык
astray	0	0	0	1	0	1	0	0	0	0	адашуу
astringent	0	0	0	0	0	1	0	0	0	0	тутантуучу
astrologer	0	1	0	0	0	0	1	0	0	0	астролог
astrology	0	0	0	0	0	0	0	0	0	0	астрология
astronaut	0	0	0	0	0	0	1	0	0	0	астронавт
astronomer	0	1	0	0	0	0	1	0	0	0	астроном
astronomy	0	0	0	0	0	0	0	0	0	0	астрономия
astute	0	0	0	0	0	0	1	0	0	0	кыраакы
asunder	0	0	0	0	0	0	0	0	0	0	ажыратуу
asylum	0	0	0	1	0	1	0	0	0	0	башпаанек
asymmetric	0	0	0	0	0	0	0	0	0	0	асимметриялык
asymmetry	0	0	1	0	0	0	0	0	0	0	асимметрия
asymptotic	0	0	0	0	0	0	0	0	0	0	асимптотикалык
atelier	0	0	0	0	0	0	0	0	0	0	ателье
atheism	0	0	0	0	0	1	0	0	0	0	атеизм
atheistic	0	0	0	0	0	0	0	0	0	0	атеист
atherosclerosis	0	0	0	1	0	1	0	1	0	0	атеросклероз
athlete	0	0	0	0	0	0	1	0	0	0	спортчу
athletic	0	0	0	0	0	0	1	0	0	0	спорттук
athleticism	0	0	0	0	0	0	0	0	0	0	атлетика
athletics	0	0	0	0	0	0	0	0	0	0	жеңил атлетика
atlas	0	0	0	0	0	0	0	0	0	0	атлас
atmosphere	0	0	0	0	0	0	0	0	0	0	атмосфера
atmospheric	0	0	0	0	0	0	0	0	0	0	атмосфералык
atoll	0	0	0	0	0	0	0	0	0	0	атолл
atom	0	0	0	0	0	0	1	0	0	0	атом
atomic	0	0	0	0	0	0	0	0	0	0	атомдук
atone	0	1	0	0	1	0	1	0	0	1	кечирүү
atonement	0	0	0	0	0	0	1	0	0	0	кечирүү
atrium	0	0	0	0	0	0	0	0	0	0	атриум
atrocious	1	0	1	0	0	1	0	0	0	0	ырайымсыз
atrocity	1	0	1	1	0	1	0	1	0	0	мыкаачылык
atrophy	0	0	1	1	0	1	0	1	0	0	атрофия
attach	0	0	0	0	0	0	0	0	0	0	тиркөө
attachment	0	0	0	0	0	0	1	0	0	0	тиркеме
attack	1	0	0	1	0	1	0	0	0	0	кол салуу
attacking	1	0	1	1	0	1	0	1	1	0	кол салуу
attain	0	0	0	0	0	0	0	0	0	0	жетүү
attainable	0	1	0	0	0	0	1	0	0	0	жетүүгө болот
attainment	0	0	0	0	0	0	1	0	0	0	жетишүү
attempt	0	1	0	0	0	0	0	0	0	0	аракет кылуу
attendance	0	1	0	0	0	0	0	0	0	0	катышуу
attendant	0	0	0	0	0	0	1	0	0	1	кызматчы
attention	0	0	0	0	0	0	1	0	0	0	көңүл
attentive	0	0	0	0	0	0	1	0	0	1	кунт коюп
attenuate	0	0	0	0	0	0	0	0	0	0	басаңдатуу
attenuated	0	0	0	0	0	1	0	0	0	0	жумшартылган
attenuation	0	0	0	0	0	1	0	1	0	0	басаңдатуу
attest	0	0	0	0	0	0	1	0	0	1	күбөлөндүрүү
attestation	0	0	0	0	0	0	0	0	0	1	аттестация
attic	0	0	0	0	0	0	0	0	0	0	чердак
attire	0	0	0	0	0	0	0	0	0	0	кийим
attitude	0	0	0	0	0	0	0	0	0	0	мамиле
attorney	1	0	0	1	0	0	1	0	0	1	адвокат
attraction	0	0	0	0	0	0	1	0	0	0	аттракцион
attractiveness	0	0	0	0	0	0	1	0	0	0	жагымдуулук
attributable	0	0	0	0	0	0	0	0	0	0	таандык
attribute	0	0	0	0	0	0	0	0	0	0	атрибут
attribution	0	0	0	0	0	0	0	0	0	0	атрибуция
attrition	0	0	0	0	0	0	0	0	0	0	эскирүү
auburn	0	0	0	0	0	0	0	0	0	0	күрөң
auction	0	1	0	0	0	0	0	0	0	0	аукцион
auctioneer	0	0	0	0	0	0	0	0	0	0	аукциончу
audacious	0	0	0	0	0	0	0	0	0	0	тайманбас
audacity	0	0	0	0	0	1	0	0	0	0	тайманбастык
audible	0	0	0	0	0	0	0	0	0	0	уккулуктуу
audience	0	1	0	0	0	0	0	0	0	0	аудитория
audit	0	0	0	0	0	0	0	0	0	0	аудит
audition	0	0	0	0	0	0	0	0	0	0	угуу
auditor	0	0	0	1	0	0	0	0	0	1	аудитор
auditorium	0	0	0	0	0	0	0	0	0	0	аудитория
auditory	0	0	0	0	0	0	0	0	0	0	угуу
aught	0	0	0	0	0	0	0	0	0	0	эч нерсе
augment	0	0	0	0	0	0	1	0	0	0	көбөйтүү
augmentation	0	0	0	0	0	0	0	0	0	0	көбөйтүү
august	0	0	0	0	0	0	1	0	0	0	Август
aunt	0	0	0	0	0	0	1	0	0	1	эжеке
aura	0	0	0	0	0	0	1	0	0	0	аура
aurora	0	0	0	0	0	0	0	0	0	0	аврора
auspices	0	0	0	0	0	0	0	0	0	0	колдоо
auspicious	0	1	0	0	1	0	1	0	0	0	куттуу
austere	0	0	0	1	0	1	0	1	0	0	катаал
austerity	0	0	0	0	0	1	0	0	0	0	үнөмдөө
authentic	0	0	0	0	1	0	1	0	0	1	анык
authenticate	0	0	0	0	0	0	0	0	0	1	аныктыгын текшерүү
authentication	0	0	0	0	0	0	0	0	0	1	аутентификация
authenticity	0	0	0	0	0	0	1	0	0	1	аныктыгы
author	0	0	0	0	0	0	1	0	0	1	автор
authoritative	0	0	0	0	0	0	1	0	0	1	авторитеттүү
authority	0	0	0	0	0	0	1	0	0	1	бийлик
authorization	0	0	0	0	0	0	1	0	0	1	уруксат
authorize	0	0	0	0	0	0	0	0	0	1	уруксат берүү
authorized	0	0	0	0	0	0	1	0	0	0	ыйгарым укуктуу
authorship	0	0	0	0	0	0	0	0	0	0	автордук
auto	0	0	0	0	0	0	0	0	0	0	авто
autobiography	0	0	0	0	0	0	0	0	0	0	автобиография
autocratic	0	0	0	0	0	1	0	0	0	0	автократиялык
autograph	0	0	0	0	0	0	0	0	0	0	автограф
automatic	0	0	0	0	0	0	0	0	0	1	автоматтык
automobile	0	0	0	0	0	0	0	0	0	0	автомобиль
autonomy	0	0	0	0	0	0	0	0	0	0	автономия
autopsy	0	0	1	1	0	1	0	1	0	0	аутопсия
autumn	0	0	0	0	0	0	0	0	0	0	күз
auxiliary	0	0	0	0	0	0	0	0	0	0	көмөкчү
avail	0	0	0	0	0	0	0	0	0	0	пайда
avalanche	0	0	0	1	0	1	0	1	1	0	кар көчкү
