English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Luxembourgish Word
amphetamines	0	0	1	0	0	1	0	0	0	0	amphetamines
amphibian	0	0	0	0	0	0	0	0	0	0	Amphibien
amphibious	0	0	0	0	0	0	0	0	0	0	Amphibien
amphitheater	0	0	0	0	0	0	0	0	0	0	amphitheater
amplification	0	0	0	0	0	0	0	0	0	0	amplification
amplify	0	0	0	0	0	0	0	0	0	0	verstäerken
amplitude	0	0	0	0	0	0	0	0	0	0	amplitude
amply	0	0	0	0	0	0	0	0	0	0	räich
amputation	0	0	0	0	0	0	0	0	0	0	amputatioun
amulet	0	0	0	0	0	0	0	0	0	0	amulett
amuse	0	0	0	0	1	0	1	0	0	0	ameséieren
amused	0	0	0	0	1	0	1	0	0	0	amuséiert
amusement	0	0	0	0	1	0	1	0	0	0	Amusement
amusing	0	0	0	0	1	0	1	0	0	0	lëschteg
ana	0	0	0	0	0	0	0	0	0	0	ana
anaconda	0	0	1	1	0	1	0	0	0	0	anakonda
anaesthesia	0	0	0	0	0	0	0	0	0	0	Anästhesie
anaesthetic	0	0	0	0	0	0	0	0	0	0	Anästhesie
anal	0	0	0	0	0	1	0	0	0	0	anal
analgesic	0	0	0	0	0	0	0	0	0	0	analgesic
analogous	0	0	0	0	0	0	0	0	0	0	analog
analogue	0	0	0	0	0	0	0	0	0	0	analog
analogy	0	0	0	0	0	0	0	0	0	0	Analogie
analysis	0	0	0	0	0	0	0	0	0	0	Analyse
analyst	0	1	0	0	0	0	1	0	0	1	Analyst
analytic	0	0	0	0	0	0	0	0	0	0	analytesch
analyze	0	0	0	0	0	0	0	0	0	0	analyséieren
analyzer	0	0	0	0	0	0	0	0	0	0	analysator
anarchism	1	0	0	1	0	1	0	0	0	0	Anarchismus
anarchist	1	0	0	1	0	1	0	0	0	0	anarchist
anarchy	1	0	0	1	0	1	0	0	0	0	anarchie
anastomosis	0	0	0	0	0	0	0	0	0	0	anastomosis
anathema	1	0	1	1	0	1	0	1	0	0	anathema
anatomic	0	0	0	0	0	0	0	0	0	0	anatomesch
anatomy	0	0	0	0	0	0	0	0	0	0	Anatomie
ancestor	0	0	0	0	0	0	0	0	0	0	Vorfahren
ancestral	0	0	0	0	0	0	0	0	0	1	virfueren
ancestry	0	0	0	0	0	0	0	0	0	0	hierkommen
anchor	0	0	0	0	0	0	1	0	0	0	ankeren
anchorage	0	0	0	0	0	0	1	1	0	0	verankert
ancient	0	0	0	0	0	1	0	0	0	0	antike
ancillary	0	0	0	0	0	0	0	0	0	0	Niewebäi
androgen	0	0	0	0	0	0	0	0	0	0	androgen
anemone	0	0	0	0	0	0	0	0	0	0	anemone
anew	0	0	0	0	0	0	0	0	0	0	nei
angel	0	1	0	0	1	0	1	0	1	1	engel
angelic	0	0	0	0	1	0	1	0	0	1	engelsch
anger	1	0	0	0	0	1	0	0	0	0	rosen
angina	0	0	0	1	0	1	0	0	0	0	angina
angiography	0	0	0	0	0	0	0	0	0	0	angiography
angle	0	0	0	0	0	0	0	0	0	0	Wénkel
angling	0	1	0	0	0	1	0	0	0	0	Fëscherei
angry	1	0	1	0	0	1	0	0	0	0	rosen
anguish	1	0	0	1	0	1	0	1	0	0	Angscht
angular	0	0	0	0	0	0	0	0	0	0	eckeg
anhydrous	0	0	0	0	0	0	0	0	0	0	waasserdicht
animal	0	0	0	0	0	0	0	0	0	0	Déier
animate	0	0	0	0	0	0	1	0	0	0	animéieren
animated	0	0	0	0	1	0	1	0	0	0	animéierten
animation	0	0	0	0	0	0	0	0	0	0	Animatioun
animosity	1	0	1	1	0	1	0	1	0	0	Feindlechkeet
animus	1	0	0	0	0	1	0	0	0	0	animus
ankle	0	0	0	0	0	0	0	0	0	0	Knöchel
annals	0	0	0	0	0	0	0	0	0	0	annalen
annex	0	0	0	0	0	0	0	0	0	0	annex
annexation	0	0	0	0	0	0	0	0	0	0	Annexioun
annexe	0	0	0	0	0	0	0	0	0	0	annexe
annihilate	1	0	0	1	0	1	0	0	0	0	zerstéieren
annihilated	1	0	0	1	0	1	0	1	0	0	annihiléiert
annihilation	1	0	0	1	0	1	0	1	0	0	annihilation
annotate	0	0	0	0	0	0	0	0	0	0	annotéieren
annotation	0	0	0	0	0	0	0	0	0	0	Annotatioun
announce	0	0	0	0	0	0	0	0	0	0	annoncéieren
announcement	0	1	0	0	0	0	0	0	0	0	Ukënnegung
annoy	1	0	1	0	0	1	0	0	0	0	nerven
annoyance	1	0	1	0	0	1	0	0	0	0	Verärgerung
annoying	1	0	0	0	0	1	0	0	0	0	lästeg
annuity	0	0	0	0	0	0	0	0	0	0	annuitéit
annul	0	0	0	0	0	1	0	0	0	0	annuléieren
annular	0	0	0	0	0	0	0	0	0	0	annular
annulment	0	0	0	0	0	1	0	1	0	0	Annulatioun
annulus	0	0	0	0	0	0	0	0	0	0	annulus
anointing	0	0	0	0	0	0	0	0	0	0	Salbung
anomalous	0	0	0	0	0	0	0	0	0	0	anomal
anomaly	0	0	0	1	0	1	0	0	1	0	Anomalie
anon	0	0	0	0	0	0	0	0	0	0	anon
anonymous	0	0	0	0	0	1	0	0	0	0	anonym
answer	0	0	0	0	0	0	0	0	0	0	äntweren
answerable	0	0	0	0	0	0	0	0	0	1	verantwortlech
answering	0	0	0	0	0	0	0	0	0	0	äntweren
ant	0	0	0	0	0	0	0	0	0	0	ant
antagonism	1	0	0	0	0	1	0	0	0	0	antagonismus
antagonist	1	0	0	0	0	1	0	0	0	0	antagonist
antagonistic	1	0	1	0	0	1	0	0	0	0	antagonistesch
ante	0	0	0	0	0	0	0	0	0	0	ante
antecedent	0	0	0	0	0	0	0	0	0	0	Virgänger
antelope	0	0	0	0	0	0	0	0	0	0	antilope
antenna	0	0	0	0	0	0	0	0	0	0	Antenne
anterior	0	0	0	0	0	0	0	0	0	0	anterior
anthem	0	0	0	0	0	0	0	0	0	0	Hymn
anthology	0	0	0	0	0	0	0	0	0	0	anthologie
anthrax	0	0	1	1	0	1	0	1	0	0	anthrax
anthropology	0	0	0	0	0	0	0	0	0	0	anthropologie
antibiotic	0	0	0	0	0	0	0	0	0	0	Antibiotikum
antibiotics	0	0	0	0	0	0	1	0	0	0	Antibiotike
antichrist	1	0	1	1	0	1	0	0	0	0	antichrist
anticipation	0	1	0	0	0	0	0	0	0	0	Erwaardung
anticipatory	0	1	0	0	0	0	0	0	0	0	viraussiichtlech
antidote	0	1	0	0	0	0	1	0	0	1	Géigewier
antifungal	0	0	0	0	0	0	1	0	0	1	antifungal
antimony	0	0	0	0	0	0	0	0	0	0	antimon
antipathy	1	0	1	0	0	1	0	0	0	0	antipathy
antiquarian	0	0	0	0	0	0	0	0	0	0	antiquaresch
antiquated	0	0	0	0	0	1	0	0	0	0	antiquéiert
antique	0	0	0	0	0	0	1	0	0	0	antike
antiquity	0	0	0	0	0	0	0	0	0	0	Antikitéit
antiseptic	0	0	0	0	0	0	1	0	0	1	antiseptesch
antisocial	1	0	1	1	0	1	0	1	0	0	antisozial
antithesis	1	0	0	0	0	1	0	0	0	0	antithesis
antithetical	0	0	0	0	0	0	0	0	0	0	antithetesch
antiviral	0	0	0	0	0	0	0	0	0	0	antiviral
antler	0	0	0	0	0	0	0	0	0	0	Gewei
anvil	0	0	0	0	0	0	0	0	0	0	ambolt
anxiety	1	1	0	1	0	1	0	1	0	0	Besuergnëss
anxious	0	1	0	1	0	1	0	0	0	0	ängschtlech
aorta	0	0	0	0	0	0	0	0	0	0	aorta
apace	0	0	0	0	0	0	0	0	0	0	séier
apache	0	0	0	1	0	1	0	0	0	0	apache
apartment	0	0	0	0	0	0	0	0	0	0	Appartement
apathetic	0	0	0	0	0	1	0	1	0	0	apathesch
apathy	0	0	0	0	0	1	0	1	0	0	Apathie
ape	0	0	0	0	0	0	0	0	0	0	ape
aperture	0	0	0	0	0	0	0	0	0	0	Blend
apex	0	0	0	0	0	0	0	0	0	0	apex
aphid	0	0	1	0	0	1	0	0	0	0	Blatlais
apiece	0	0	0	0	0	0	0	0	0	0	e Stéck
aplomb	0	0	0	0	0	0	1	0	0	0	aplomb
apocalyptic	0	0	0	0	0	0	0	0	0	0	apokalyptesch
apologetic	0	0	0	0	0	0	1	0	0	1	entschëllegt
apologist	0	0	0	0	0	0	0	0	0	0	entschëllegt
apologize	0	0	0	0	0	0	1	1	0	1	entschëllegen
apology	0	0	0	0	0	0	1	0	0	0	Entschëllegung
apostasy	0	0	0	0	0	0	0	0	0	0	Offall
apostate	0	0	0	0	0	0	0	0	0	0	apostate
apostle	0	0	0	0	0	0	1	0	0	1	apostel
apostolic	0	0	0	0	0	0	0	0	0	1	apostolesch
apostrophe	0	0	0	0	0	0	0	0	0	0	apostroph
appalling	0	0	1	1	0	1	0	0	0	0	erschreckend
apparatus	0	0	0	0	0	0	0	0	0	0	Apparat
apparel	0	0	0	0	0	0	0	0	0	0	Kleeder
apparently	0	0	0	0	0	0	0	0	0	0	anscheinend
apparition	0	0	0	1	0	0	0	0	1	0	Erscheinung
appeal	0	1	0	0	0	0	0	0	0	0	appelléieren
appearance	0	0	0	0	0	0	0	0	0	0	Ausgesinn
appease	0	0	0	0	0	0	0	0	0	0	berouegen
appellant	0	0	0	0	0	0	0	0	0	0	appellant
append	0	0	0	0	0	0	0	0	0	0	appendéieren
appendage	0	0	0	0	0	0	0	0	0	0	Anhang
appendicitis	0	0	0	1	0	1	0	1	0	0	Appendizis
appendix	0	0	0	0	0	0	0	0	0	0	appendix
appetite	0	0	0	0	0	0	0	0	0	0	Appetit
appetizer	0	0	0	0	0	0	0	0	0	0	appetizer
applause	0	0	0	0	1	0	1	0	1	1	applaus
apple	0	0	0	0	0	0	0	0	0	0	apel
appliance	0	0	0	0	0	0	0	0	0	0	Apparat
appliances	0	0	0	0	0	0	0	0	0	0	Apparater
applicability	0	0	0	0	0	0	0	0	0	0	applicabel
applicable	0	0	0	0	0	0	0	0	0	0	applicabel
applicant	0	1	0	0	0	0	0	0	0	0	Bewerberinnen
application	0	0	0	0	0	0	0	0	0	0	Applikatioun
apply	0	0	0	0	0	0	0	0	0	0	gëllen
appoint	0	0	0	0	0	0	0	0	0	0	ernennen
appointment	0	0	0	0	0	0	0	0	0	0	Rendez-vous
appointments	0	0	0	0	0	0	0	0	0	0	Rendez-vous
apportion	0	0	0	0	0	0	0	0	0	0	deelen
apportionment	0	0	0	0	0	0	0	0	0	0	Verdeelung
appraise	0	0	0	0	0	0	0	0	0	0	bewäerten
appreciable	0	0	0	0	0	0	0	0	0	0	appreciable
appreciation	0	0	0	0	1	0	1	0	0	1	Unerkennung
apprehend	0	0	0	1	0	0	0	0	0	0	erfaassen
apprehension	0	0	0	1	0	1	0	0	0	0	Angscht
apprehensive	0	1	0	1	0	1	0	0	0	0	ängschtlech
apprentice	0	0	0	0	0	0	0	0	0	1	Léierbouf
apprenticeship	0	0	0	0	0	0	0	0	0	0	Léierplaz
approach	0	0	0	0	0	0	0	0	0	0	Approche
approaching	0	1	0	0	0	0	0	0	0	0	ukommen
approbation	0	0	0	0	0	0	1	0	0	1	Genehmegung
appropriation	0	0	0	0	0	1	0	0	0	0	appropriation
approval	0	0	0	0	0	0	1	0	0	0	Genehmegung
approve	0	0	0	0	1	0	1	0	0	1	stëmmen
approving	0	0	0	0	0	0	1	0	0	0	approuvéieren
approximate	0	0	0	0	0	0	0	0	0	0	geschätzte
approximately	0	0	0	0	0	0	0	0	0	0	ongeféier
approximating	0	0	0	0	0	0	0	0	0	0	ongeféier
approximation	0	0	0	0	0	0	0	0	0	0	Approximatioun
appurtenances	0	0	0	0	0	0	0	0	0	0	apprtenances
apron	0	0	0	0	0	0	0	0	0	0	Schürze
apt	0	0	0	0	0	0	1	0	0	0	apt
aptitude	0	0	0	0	0	0	1	0	0	0	aptitude
aqua	0	0	0	0	0	0	0	0	0	0	aqua
aquamarine	0	0	0	0	0	0	0	0	0	0	Aquamarine
aquarium	0	0	0	0	0	0	0	0	0	0	Aquarium
aquatic	0	0	0	0	0	0	0	0	0	0	aquatesch
aqueduct	0	0	0	0	0	0	0	0	0	0	aqueduct
aqueous	0	0	0	0	0	0	0	0	0	0	wässerlech
arable	0	0	0	0	0	0	0	0	0	0	arable
arbiter	0	0	0	0	0	0	0	0	0	1	Arbitter
arbitrate	0	0	0	0	0	0	0	0	0	0	arbitréieren
arbitration	0	1	0	0	0	0	0	0	0	0	Arbitrage
arbitrator	0	0	0	0	0	0	0	0	0	1	Arbitter
arbor	0	0	0	0	0	0	0	0	0	0	Arbor
arc	0	0	0	0	0	0	0	0	0	0	arc
arcade	0	0	0	0	0	0	0	0	0	0	Arkad
arch	0	0	0	0	0	0	0	0	0	0	arch
archaeological	0	0	0	0	0	0	0	0	0	0	archeologesche
archaeologist	0	0	0	0	0	0	0	0	0	0	archäolog
archaeology	0	1	0	0	0	0	1	0	0	0	archeologie
archaic	0	0	0	0	0	1	0	0	0	0	archaesch
archbishop	0	0	0	0	0	0	0	0	0	0	Äerzbëschof
arched	0	0	0	0	0	0	0	0	0	0	archéiert
archer	0	0	0	0	0	0	0	0	0	0	archer
archery	0	0	0	0	0	0	0	0	0	0	boogschieten
archetype	0	0	0	0	0	0	0	0	0	0	Archetyp
archipelago	0	0	0	0	0	0	0	0	0	0	Archipel
architect	0	0	0	0	0	0	0	0	0	0	Architekt
architecture	0	0	0	0	0	0	0	0	0	1	Architektur
archive	0	0	0	0	0	0	0	0	0	0	archiv
arctic	0	0	0	0	0	0	0	0	0	0	arktis
ardent	0	1	0	0	1	0	1	0	0	0	éierlech
ardor	0	0	0	0	0	0	1	0	0	0	ardor
arduous	0	0	0	0	0	1	0	0	0	0	ustrengend
area	0	0	0	0	0	0	0	0	0	0	Beräich
arena	0	0	0	0	0	0	0	0	0	0	arena
areola	0	0	0	0	0	0	0	0	0	0	areola
argent	0	0	0	0	0	0	0	0	0	0	argent
argue	1	0	0	0	0	1	0	0	0	0	streiden
argument	1	0	0	0	0	1	0	0	0	0	Argument
argumentation	1	0	0	0	0	0	0	0	0	0	Argumentatioun
argumentative	0	0	0	0	0	1	0	0	0	0	argumentativ
arguments	1	0	0	0	0	0	0	0	0	0	Argumenter
arid	0	0	0	0	0	1	0	1	0	0	dréchen
aristocracy	0	0	0	0	0	0	1	0	0	0	Adel
aristocrat	0	0	0	0	0	0	0	0	0	0	aristokrat
aristocratic	0	0	0	0	0	0	1	0	0	0	aristokratesch
arithmetic	0	0	0	0	0	0	0	0	0	0	arithmetik
ark	0	0	0	0	0	0	0	0	0	0	ark
arm	0	0	0	0	0	0	0	0	0	0	arm
armada	0	0	0	0	0	0	0	0	0	0	armada
armament	1	0	0	1	0	0	0	0	0	0	Bewaffnung
armaments	0	0	0	1	0	1	0	0	0	0	Bewaffnung
armature	0	0	0	0	0	0	0	0	0	0	armature
armed	1	0	0	1	0	1	1	0	0	0	bewaffnet
armor	0	0	0	1	0	0	1	0	0	1	Rüstung
armored	0	0	0	1	0	0	0	0	0	0	gepanzert
armory	0	0	0	0	0	0	0	0	0	1	Rüstung
arms	0	0	0	0	0	0	0	0	0	0	Waffen
army	0	0	0	0	0	0	0	0	0	0	Arméi
aroma	0	0	0	0	0	0	1	0	0	0	Aroma
arousal	0	0	0	0	0	0	0	0	0	0	Erhuelung
arouse	0	1	0	0	0	0	1	0	0	0	opreegen
arraignment	1	0	0	1	0	1	0	1	0	0	Uerteel
arrange	0	0	0	0	0	0	0	0	0	0	arrangéieren
arranged	0	0	0	0	0	0	0	0	0	0	arrangéiert
arrangement	0	0	0	0	0	0	0	0	0	0	Arrangement
array	0	0	0	0	0	0	1	0	0	0	Array
arrears	0	0	0	0	0	1	0	0	0	0	Réckzuch
arrest	0	0	0	0	0	1	0	0	0	0	verhaft
arrival	0	1	0	0	0	0	0	0	0	0	Arrivée
arrive	0	1	0	0	0	0	0	0	0	0	kommen
arrogance	0	0	0	0	0	1	0	0	0	0	Arroganz
arrogant	1	0	1	0	0	1	0	0	0	0	arrogant
arrow	0	0	0	0	0	0	0	0	0	0	Pfeil
arsenal	0	0	0	0	0	0	0	0	0	0	Arsenal
arsenic	0	0	1	1	0	1	0	1	0	0	arsenic
arson	1	0	0	1	0	1	0	0	0	0	Brandstëftung
art	0	1	0	0	1	0	1	1	1	0	Konscht
artery	0	0	0	0	0	0	0	0	0	0	arterie
artful	0	0	0	0	0	0	0	0	0	0	kënschtlech
arthropod	0	0	0	0	0	0	0	0	0	0	arthropod
artichoke	0	0	0	0	0	0	0	0	0	0	artichoke
article	0	0	0	0	0	0	0	0	0	0	Artikel
articles	0	0	0	0	0	0	0	0	0	0	Artikelen
articulate	0	0	0	0	0	0	1	0	0	0	artikuléieren
articulation	0	0	0	0	0	0	1	0	0	0	artikulatioun
artifice	0	0	0	0	0	0	0	0	0	0	kënschtlech
artillery	0	0	0	1	0	1	0	0	0	0	artillerie
artisan	0	0	0	0	0	0	1	0	0	0	handwierklech
artist	0	0	0	0	0	0	0	0	0	0	Kënschtler
artiste	0	0	0	0	0	0	1	0	0	0	artiste
artistic	0	0	0	0	0	0	1	0	0	0	artistesch
artists	0	0	0	0	0	0	0	0	0	0	Kënschtler
ascend	0	0	0	0	0	0	0	0	0	0	eropgoen
ascendancy	0	0	0	0	0	0	1	0	0	0	Opstig
ascension	0	0	0	0	0	0	0	0	0	0	Himmelfahrt
ascent	0	0	0	0	0	0	1	0	0	0	opgoen
ascertain	0	0	0	0	0	0	0	0	0	0	feststellen
ascertained	0	0	0	0	0	0	0	0	0	0	festgestallt
ascetic	0	0	0	0	0	0	0	0	0	0	asketesch
ash	0	0	0	0	0	1	0	0	0	0	Äschen
ashamed	0	0	1	0	0	1	0	1	0	0	geschummt
ashes	0	0	0	0	0	1	0	1	0	0	Äschen
asleep	0	0	0	0	0	0	0	0	0	0	geschlof
asp	0	0	0	1	0	0	0	0	0	0	asp
aspartame	0	0	0	0	0	0	0	0	0	0	aspartam
aspect	0	0	0	0	0	0	0	0	0	0	Aspekt
aspects	0	0	0	0	0	0	0	0	0	0	Aspekter
asphalt	0	0	0	0	0	0	0	0	0	0	asphalt
aspiration	0	1	0	0	1	0	1	0	1	1	Aspiratioun
aspire	0	1	0	0	1	0	1	0	0	0	ustriewen
aspiring	0	1	0	0	1	0	1	0	0	1	aspirant
ass	0	0	0	0	0	1	0	0	0	0	ass
assail	1	0	0	1	0	1	0	0	1	0	iwwerfalen
assailant	1	0	0	1	0	1	0	1	0	0	Ugräifer
assassin	1	0	0	1	0	1	0	1	0	0	Attentäter
assassinate	1	0	0	1	0	1	0	0	0	0	ëmbréngen
assassination	1	0	0	1	0	1	0	1	0	0	Ermuerdung
assault	1	0	0	1	0	1	0	0	0	0	iwwerfalen
assay	0	0	0	0	0	0	0	0	0	0	assay
assemblage	0	0	0	0	0	0	0	0	0	0	Versammlung
assemble	0	0	0	0	0	0	0	0	0	0	versammelen
assembled	0	0	0	0	0	0	0	0	0	0	zesummegesat
assembly	0	0	0	0	0	0	1	0	0	1	Assemblée
assent	0	0	0	0	0	0	1	0	0	0	zoustëmmen
assert	0	0	0	0	0	0	0	0	0	0	behaapten
asserting	0	0	0	0	0	0	1	0	0	1	behaapten
assertion	0	0	0	0	0	0	0	0	0	0	Behaaptung
assess	0	0	0	0	0	0	0	0	0	0	bewäerten
assessment	0	0	0	0	0	0	0	0	1	1	Bewäertung
assessor	0	0	0	0	0	0	0	0	0	1	bewäert
assets	0	0	0	0	0	0	1	0	0	0	Verméigen
asshole	1	0	1	0	0	1	0	0	0	0	Arsch
assign	0	0	0	0	0	0	0	0	0	0	zouzeschreiwen
assignee	0	0	0	0	0	0	0	0	0	1	assignee
assignment	0	0	0	0	0	0	0	0	0	0	Aufgab
assimilate	0	0	0	0	0	0	0	0	0	0	assimiléieren
assimilation	0	0	0	0	0	0	0	0	0	0	Assimilatioun
assist	0	0	0	0	0	0	1	0	0	1	hëllefen
assistance	0	0	0	0	0	0	1	0	0	0	Hëllef
assistant	0	0	0	0	0	0	0	0	0	0	Assistent
associate	0	0	0	0	0	0	1	0	0	1	Associé
association	0	0	0	0	0	0	0	0	0	1	Associatioun
assorted	0	0	0	0	0	0	0	0	0	0	assortéiert
assortment	0	0	0	0	0	0	0	0	0	0	Sortiment
assuage	0	0	0	0	0	0	1	0	0	0	berouegen
assumed	0	0	0	0	0	0	0	0	0	0	ugeholl
assuming	0	0	0	0	0	0	0	0	0	0	unhuelen
assumption	0	0	0	0	0	0	0	0	0	0	Virgab
assurance	0	0	0	0	0	0	1	0	0	1	Assurance
assure	0	0	0	0	0	0	0	0	0	1	versécheren
assured	0	0	0	0	0	0	1	0	0	1	verséchert
assuredly	0	0	0	0	0	0	0	0	0	1	sécherlech
asterisk	0	0	0	0	0	0	0	0	0	0	asterisk
asteroids	0	0	0	0	0	0	0	0	0	0	Asteroiden
astigmatism	0	0	0	0	0	0	0	0	0	0	Astigmatismus
astonishingly	0	0	0	0	0	0	1	0	1	0	erstaunlecherweis
astonishment	0	0	0	0	1	0	1	0	1	0	Staunen
astral	0	0	0	0	0	0	0	0	0	0	astral
astray	0	0	0	1	0	1	0	0	0	0	verwandelt
astringent	0	0	0	0	0	1	0	0	0	0	astringent
astrologer	0	1	0	0	0	0	1	0	0	0	astrolog
astrology	0	0	0	0	0	0	0	0	0	0	Astrologie
astronaut	0	0	0	0	0	0	1	0	0	0	Astronaut
astronomer	0	1	0	0	0	0	1	0	0	0	Astronom
astronomy	0	0	0	0	0	0	0	0	0	0	Astronomie
astute	0	0	0	0	0	0	1	0	0	0	schlau
asunder	0	0	0	0	0	0	0	0	0	0	ënnerzegoen
asylum	0	0	0	1	0	1	0	0	0	0	Asyl
asymmetric	0	0	0	0	0	0	0	0	0	0	asymmetresch
asymmetry	0	0	1	0	0	0	0	0	0	0	asymmetrie
asymptotic	0	0	0	0	0	0	0	0	0	0	asymptotesch
atelier	0	0	0	0	0	0	0	0	0	0	Atelier
atheism	0	0	0	0	0	1	0	0	0	0	Atheismus
atheistic	0	0	0	0	0	0	0	0	0	0	atheistesch
atherosclerosis	0	0	0	1	0	1	0	1	0	0	Atherosklerosis
athlete	0	0	0	0	0	0	1	0	0	0	Sportler
athletic	0	0	0	0	0	0	1	0	0	0	athletesch
athleticism	0	0	0	0	0	0	0	0	0	0	athleticism
athletics	0	0	0	0	0	0	0	0	0	0	athletics
atlas	0	0	0	0	0	0	0	0	0	0	atlas
atmosphere	0	0	0	0	0	0	0	0	0	0	Atmosphär
atmospheric	0	0	0	0	0	0	0	0	0	0	atmosphäresch
atoll	0	0	0	0	0	0	0	0	0	0	atol
atom	0	0	0	0	0	0	1	0	0	0	atom
atomic	0	0	0	0	0	0	0	0	0	0	atomarer
atone	0	1	0	0	1	0	1	0	0	1	ofsoen
atonement	0	0	0	0	0	0	1	0	0	0	Atonement
atrium	0	0	0	0	0	0	0	0	0	0	Atrium
atrocious	1	0	1	0	0	1	0	0	0	0	grausam
atrocity	1	0	1	1	0	1	0	1	0	0	grujeleg
atrophy	0	0	1	1	0	1	0	1	0	0	atrophie
attach	0	0	0	0	0	0	0	0	0	0	befestegt
attachment	0	0	0	0	0	0	1	0	0	0	Uschloss
attack	1	0	0	1	0	1	0	0	0	0	attackéieren
attacking	1	0	1	1	0	1	0	1	1	0	attackéieren
attain	0	0	0	0	0	0	0	0	0	0	erreechen
attainable	0	1	0	0	0	0	1	0	0	0	erreechbar
attainment	0	0	0	0	0	0	1	0	0	0	Erreeche
attempt	0	1	0	0	0	0	0	0	0	0	Versuch
attendance	0	1	0	0	0	0	0	0	0	0	Präsenz
attendant	0	0	0	0	0	0	1	0	0	1	Begleetpersoun
attention	0	0	0	0	0	0	1	0	0	0	Opmierksamkeet
attentive	0	0	0	0	0	0	1	0	0	1	opmierksam
attenuate	0	0	0	0	0	0	0	0	0	0	ofschwächen
attenuated	0	0	0	0	0	1	0	0	0	0	ofgeschwächt
attenuation	0	0	0	0	0	1	0	1	0	0	Dämpfung
attest	0	0	0	0	0	0	1	0	0	1	bestätegen
attestation	0	0	0	0	0	0	0	0	0	1	Attestatioun
attic	0	0	0	0	0	0	0	0	0	0	Dachgeschoss
attire	0	0	0	0	0	0	0	0	0	0	Kleedung
attitude	0	0	0	0	0	0	0	0	0	0	Astellung
attorney	1	0	0	1	0	0	1	0	0	1	Affekot
attraction	0	0	0	0	0	0	1	0	0	0	Attraktioun
attractiveness	0	0	0	0	0	0	1	0	0	0	Attraktivitéit
attributable	0	0	0	0	0	0	0	0	0	0	zouzeschreiwen
attribute	0	0	0	0	0	0	0	0	0	0	Attribut
attribution	0	0	0	0	0	0	0	0	0	0	Attributioun
attrition	0	0	0	0	0	0	0	0	0	0	Ausschnëtter
auburn	0	0	0	0	0	0	0	0	0	0	auburn
auction	0	1	0	0	0	0	0	0	0	0	Auktioun
auctioneer	0	0	0	0	0	0	0	0	0	0	Auktioun
audacious	0	0	0	0	0	0	0	0	0	0	audacious
audacity	0	0	0	0	0	1	0	0	0	0	Audacity
audible	0	0	0	0	0	0	0	0	0	0	hörbar
audience	0	1	0	0	0	0	0	0	0	0	Publikum
audit	0	0	0	0	0	0	0	0	0	0	audit
audition	0	0	0	0	0	0	0	0	0	0	Auditioun
auditor	0	0	0	1	0	0	0	0	0	1	auditor
auditorium	0	0	0	0	0	0	0	0	0	0	auditorium
auditory	0	0	0	0	0	0	0	0	0	0	auditiv
aught	0	0	0	0	0	0	0	0	0	0	aacht
augment	0	0	0	0	0	0	1	0	0	0	vergréisseren
augmentation	0	0	0	0	0	0	0	0	0	0	Erhéijung
august	0	0	0	0	0	0	1	0	0	0	August
aunt	0	0	0	0	0	0	1	0	0	1	tante
aura	0	0	0	0	0	0	1	0	0	0	aura
aurora	0	0	0	0	0	0	0	0	0	0	aurora
auspices	0	0	0	0	0	0	0	0	0	0	auspicien
auspicious	0	1	0	0	1	0	1	0	0	0	glécklech
austere	0	0	0	1	0	1	0	1	0	0	streng
austerity	0	0	0	0	0	1	0	0	0	0	Austeritéit
authentic	0	0	0	0	1	0	1	0	0	1	authentesch
authenticate	0	0	0	0	0	0	0	0	0	1	authentifizéieren
authentication	0	0	0	0	0	0	0	0	0	1	Authentifikatioun
authenticity	0	0	0	0	0	0	1	0	0	1	Authentizitéit
author	0	0	0	0	0	0	1	0	0	1	Auteur
authoritative	0	0	0	0	0	0	1	0	0	1	autoritär
authority	0	0	0	0	0	0	1	0	0	1	Autoritéit
authorization	0	0	0	0	0	0	1	0	0	1	Autorisatioun
authorize	0	0	0	0	0	0	0	0	0	1	autoriséieren
authorized	0	0	0	0	0	0	1	0	0	0	autoriséiert
authorship	0	0	0	0	0	0	0	0	0	0	Auteur
auto	0	0	0	0	0	0	0	0	0	0	auto
autobiography	0	0	0	0	0	0	0	0	0	0	autobiographie
autocratic	0	0	0	0	0	1	0	0	0	0	autokratesch
autograph	0	0	0	0	0	0	0	0	0	0	autograph
automatic	0	0	0	0	0	0	0	0	0	1	automatesch
automobile	0	0	0	0	0	0	0	0	0	0	automobil
autonomy	0	0	0	0	0	0	0	0	0	0	Autonomie
autopsy	0	0	1	1	0	1	0	1	0	0	Autopsie
autumn	0	0	0	0	0	0	0	0	0	0	Hierscht
auxiliary	0	0	0	0	0	0	0	0	0	0	Hëllefsmëttel
avail	0	0	0	0	0	0	0	0	0	0	profitéieren
avalanche	0	0	0	1	0	1	0	1	1	0	lawine
avarice	1	0	1	0	0	1	0	0	0	0	géigesäiteg
avatar	0	0	0	0	0	0	1	0	0	0	avatar
avenger	1	0	0	0	0	1	0	0	0	0	avenger
avenue	0	0	0	0	0	0	0	0	0	0	avenue
aver	0	0	0	0	0	0	0	0	0	0	aver
average	0	0	0	0	0	0	0	0	0	0	duerchschnëttlech
averse	1	0	1	1	0	1	0	0	0	0	averstanen
