English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	German Word
amortization	0	0	0	0	0	0	0	0	0	1	Amortisation
amount	0	0	0	0	0	0	0	0	0	0	Menge
amour	0	1	0	0	1	0	1	0	0	1	Liebe
ampersand	0	0	0	0	0	0	0	0	0	0	Et-Zeichen
amphetamines	0	0	1	0	0	1	0	0	0	0	Amphetamine
amphibian	0	0	0	0	0	0	0	0	0	0	Amphibie
amphibious	0	0	0	0	0	0	0	0	0	0	amphibisch
amphitheater	0	0	0	0	0	0	0	0	0	0	Amphitheater
amplification	0	0	0	0	0	0	0	0	0	0	Verstärkung
amplify	0	0	0	0	0	0	0	0	0	0	verstärken
amplitude	0	0	0	0	0	0	0	0	0	0	Amplitude
amply	0	0	0	0	0	0	0	0	0	0	reichlich
amputation	0	0	0	0	0	0	0	0	0	0	Amputation
amulet	0	0	0	0	0	0	0	0	0	0	Amulett
amuse	0	0	0	0	1	0	1	0	0	0	amüsieren
amused	0	0	0	0	1	0	1	0	0	0	amüsiert
amusement	0	0	0	0	1	0	1	0	0	0	Amüsement
amusing	0	0	0	0	1	0	1	0	0	0	lustig
ana	0	0	0	0	0	0	0	0	0	0	Ana
anaconda	0	0	1	1	0	1	0	0	0	0	Anakonda
anaesthesia	0	0	0	0	0	0	0	0	0	0	Anästhesie
anaesthetic	0	0	0	0	0	0	0	0	0	0	Narkose
anal	0	0	0	0	0	1	0	0	0	0	anal
analgesic	0	0	0	0	0	0	0	0	0	0	Analgetikum
analogous	0	0	0	0	0	0	0	0	0	0	analog
analogue	0	0	0	0	0	0	0	0	0	0	analog
analogy	0	0	0	0	0	0	0	0	0	0	Analogie
analysis	0	0	0	0	0	0	0	0	0	0	Analyse
analyst	0	1	0	0	0	0	1	0	0	1	Analytiker
analytic	0	0	0	0	0	0	0	0	0	0	analytisch
analyze	0	0	0	0	0	0	0	0	0	0	analysieren
analyzer	0	0	0	0	0	0	0	0	0	0	Analysator
anarchism	1	0	0	1	0	1	0	0	0	0	Anarchismus
anarchist	1	0	0	1	0	1	0	0	0	0	Anarchist
anarchy	1	0	0	1	0	1	0	0	0	0	Anarchie
anastomosis	0	0	0	0	0	0	0	0	0	0	Anastomose
anathema	1	0	1	1	0	1	0	1	0	0	Anathema
anatomic	0	0	0	0	0	0	0	0	0	0	anatomisch
anatomy	0	0	0	0	0	0	0	0	0	0	Anatomie
ancestor	0	0	0	0	0	0	0	0	0	0	Vorfahr
ancestral	0	0	0	0	0	0	0	0	0	1	Ahnen-
ancestry	0	0	0	0	0	0	0	0	0	0	Abstammung
anchor	0	0	0	0	0	0	1	0	0	0	Anker
anchorage	0	0	0	0	0	0	1	1	0	0	Anchorage
ancient	0	0	0	0	0	1	0	0	0	0	alt
ancillary	0	0	0	0	0	0	0	0	0	0	untergeordnet
androgen	0	0	0	0	0	0	0	0	0	0	Androgen
anemone	0	0	0	0	0	0	0	0	0	0	Anemone
anew	0	0	0	0	0	0	0	0	0	0	ein neuer
angel	0	1	0	0	1	0	1	0	1	1	Engel
angelic	0	0	0	0	1	0	1	0	0	1	engelhaft
anger	1	0	0	0	0	1	0	0	0	0	Wut
angina	0	0	0	1	0	1	0	0	0	0	Angina
angiography	0	0	0	0	0	0	0	0	0	0	Angiographie
angle	0	0	0	0	0	0	0	0	0	0	Winkel
angling	0	1	0	0	0	1	0	0	0	0	Angeln
angry	1	0	1	0	0	1	0	0	0	0	wütend
anguish	1	0	0	1	0	1	0	1	0	0	Pein
angular	0	0	0	0	0	0	0	0	0	0	eckig
anhydrous	0	0	0	0	0	0	0	0	0	0	wasserfrei
animal	0	0	0	0	0	0	0	0	0	0	Tier
animate	0	0	0	0	0	0	1	0	0	0	animieren
animated	0	0	0	0	1	0	1	0	0	0	animiert
animation	0	0	0	0	0	0	0	0	0	0	Animation
animosity	1	0	1	1	0	1	0	1	0	0	Feindseligkeit
animus	1	0	0	0	0	1	0	0	0	0	Animus
ankle	0	0	0	0	0	0	0	0	0	0	Knöchel
annals	0	0	0	0	0	0	0	0	0	0	Annalen
annex	0	0	0	0	0	0	0	0	0	0	annektieren
annexation	0	0	0	0	0	0	0	0	0	0	Annexion
annexe	0	0	0	0	0	0	0	0	0	0	Nebengebäude
annihilate	1	0	0	1	0	1	0	0	0	0	vernichten
annihilated	1	0	0	1	0	1	0	1	0	0	vernichtet
annihilation	1	0	0	1	0	1	0	1	0	0	Vernichtung
annotate	0	0	0	0	0	0	0	0	0	0	kommentieren
annotation	0	0	0	0	0	0	0	0	0	0	Anmerkung
announce	0	0	0	0	0	0	0	0	0	0	bekannt geben
announcement	0	1	0	0	0	0	0	0	0	0	Bekanntmachung
annoy	1	0	1	0	0	1	0	0	0	0	Nerven
annoyance	1	0	1	0	0	1	0	0	0	0	Ärger
annoying	1	0	0	0	0	1	0	0	0	0	ärgerlich
annuity	0	0	0	0	0	0	0	0	0	0	Rente
annul	0	0	0	0	0	1	0	0	0	0	annullieren
annular	0	0	0	0	0	0	0	0	0	0	ringförmig
annulment	0	0	0	0	0	1	0	1	0	0	Aufhebung
annulus	0	0	0	0	0	0	0	0	0	0	Ring
anointing	0	0	0	0	0	0	0	0	0	0	Salbung
anomalous	0	0	0	0	0	0	0	0	0	0	anomal
anomaly	0	0	0	1	0	1	0	0	1	0	Anomalie
anon	0	0	0	0	0	0	0	0	0	0	anon
anonymous	0	0	0	0	0	1	0	0	0	0	anonym
answer	0	0	0	0	0	0	0	0	0	0	Antworten
answerable	0	0	0	0	0	0	0	0	0	1	verantwortlich
answering	0	0	0	0	0	0	0	0	0	0	antworten
ant	0	0	0	0	0	0	0	0	0	0	Ameise
antagonism	1	0	0	0	0	1	0	0	0	0	Antagonismus
antagonist	1	0	0	0	0	1	0	0	0	0	Gegner
antagonistic	1	0	1	0	0	1	0	0	0	0	antagonistisch
ante	0	0	0	0	0	0	0	0	0	0	ante
antecedent	0	0	0	0	0	0	0	0	0	0	Vorläufer
antelope	0	0	0	0	0	0	0	0	0	0	Antilope
antenna	0	0	0	0	0	0	0	0	0	0	Antenne
anterior	0	0	0	0	0	0	0	0	0	0	anterior
anthem	0	0	0	0	0	0	0	0	0	0	Hymne
anthology	0	0	0	0	0	0	0	0	0	0	Anthologie
anthrax	0	0	1	1	0	1	0	1	0	0	Milzbrand
anthropology	0	0	0	0	0	0	0	0	0	0	Anthropologie
antibiotic	0	0	0	0	0	0	0	0	0	0	Antibiotikum
antibiotics	0	0	0	0	0	0	1	0	0	0	Antibiotika
antichrist	1	0	1	1	0	1	0	0	0	0	Antichrist
anticipation	0	1	0	0	0	0	0	0	0	0	Vorwegnahme
anticipatory	0	1	0	0	0	0	0	0	0	0	vorausschauend
antidote	0	1	0	0	0	0	1	0	0	1	Gegenmittel
antifungal	0	0	0	0	0	0	1	0	0	1	antimykotisch
antimony	0	0	0	0	0	0	0	0	0	0	Antimon
antipathy	1	0	1	0	0	1	0	0	0	0	Antipathie
antiquarian	0	0	0	0	0	0	0	0	0	0	Antiquariat
antiquated	0	0	0	0	0	1	0	0	0	0	veraltet
antique	0	0	0	0	0	0	1	0	0	0	Antiquität
antiquity	0	0	0	0	0	0	0	0	0	0	Antike
antiseptic	0	0	0	0	0	0	1	0	0	1	Antiseptikum
antisocial	1	0	1	1	0	1	0	1	0	0	asozial
antithesis	1	0	0	0	0	1	0	0	0	0	Antithese
antithetical	0	0	0	0	0	0	0	0	0	0	antithetisch
antiviral	0	0	0	0	0	0	0	0	0	0	Virostatikum
antler	0	0	0	0	0	0	0	0	0	0	Geweih
anvil	0	0	0	0	0	0	0	0	0	0	Amboss
anxiety	1	1	0	1	0	1	0	1	0	0	Angst
anxious	0	1	0	1	0	1	0	0	0	0	Ängstlich
aorta	0	0	0	0	0	0	0	0	0	0	Aorta
apace	0	0	0	0	0	0	0	0	0	0	schnell
apache	0	0	0	1	0	1	0	0	0	0	Apache
apartment	0	0	0	0	0	0	0	0	0	0	Wohnung
apathetic	0	0	0	0	0	1	0	1	0	0	apathisch
apathy	0	0	0	0	0	1	0	1	0	0	Apathie
ape	0	0	0	0	0	0	0	0	0	0	Affe
aperture	0	0	0	0	0	0	0	0	0	0	Öffnung
apex	0	0	0	0	0	0	0	0	0	0	Apex
aphid	0	0	1	0	0	1	0	0	0	0	Blattlaus
apiece	0	0	0	0	0	0	0	0	0	0	ein Stück
aplomb	0	0	0	0	0	0	1	0	0	0	Gelassenheit
apocalyptic	0	0	0	0	0	0	0	0	0	0	apokalyptisch
apologetic	0	0	0	0	0	0	1	0	0	1	entschuldigend
apologist	0	0	0	0	0	0	0	0	0	0	Apologet
apologize	0	0	0	0	0	0	1	1	0	1	entschuldigen
apology	0	0	0	0	0	0	1	0	0	0	Entschuldigung
apostasy	0	0	0	0	0	0	0	0	0	0	Apostasie
apostate	0	0	0	0	0	0	0	0	0	0	Apostat
apostle	0	0	0	0	0	0	1	0	0	1	Apostel
apostolic	0	0	0	0	0	0	0	0	0	1	apostolisch
apostrophe	0	0	0	0	0	0	0	0	0	0	Apostroph
appalling	0	0	1	1	0	1	0	0	0	0	entsetzlich
apparatus	0	0	0	0	0	0	0	0	0	0	Gerät
apparel	0	0	0	0	0	0	0	0	0	0	Kleidung
apparently	0	0	0	0	0	0	0	0	0	0	offenbar
apparition	0	0	0	1	0	0	0	0	1	0	Erscheinung
appeal	0	1	0	0	0	0	0	0	0	0	appellieren
appearance	0	0	0	0	0	0	0	0	0	0	Aussehen
appease	0	0	0	0	0	0	0	0	0	0	beschwichtigen
appellant	0	0	0	0	0	0	0	0	0	0	Beschwerdeführer
append	0	0	0	0	0	0	0	0	0	0	anhängen
appendage	0	0	0	0	0	0	0	0	0	0	Anhängsel
appendicitis	0	0	0	1	0	1	0	1	0	0	Appendizitis
appendix	0	0	0	0	0	0	0	0	0	0	Blinddarm
appetite	0	0	0	0	0	0	0	0	0	0	Appetit
appetizer	0	0	0	0	0	0	0	0	0	0	Vorspeise
applause	0	0	0	0	1	0	1	0	1	1	Beifall
apple	0	0	0	0	0	0	0	0	0	0	Apfel
appliance	0	0	0	0	0	0	0	0	0	0	Gerät
appliances	0	0	0	0	0	0	0	0	0	0	Haushaltsgeräte
applicability	0	0	0	0	0	0	0	0	0	0	Anwendbarkeit
applicable	0	0	0	0	0	0	0	0	0	0	zutreffend
applicant	0	1	0	0	0	0	0	0	0	0	Antragsteller
application	0	0	0	0	0	0	0	0	0	0	Anwendung
apply	0	0	0	0	0	0	0	0	0	0	anwenden
appoint	0	0	0	0	0	0	0	0	0	0	ernennen
appointment	0	0	0	0	0	0	0	0	0	0	geplanter Termin
appointments	0	0	0	0	0	0	0	0	0	0	Termine
apportion	0	0	0	0	0	0	0	0	0	0	aufteilen
apportionment	0	0	0	0	0	0	0	0	0	0	Aufteilung
appraise	0	0	0	0	0	0	0	0	0	0	bewerten
appreciable	0	0	0	0	0	0	0	0	0	0	nennenswert
appreciation	0	0	0	0	1	0	1	0	0	1	Anerkennung
apprehend	0	0	0	1	0	0	0	0	0	0	begreifen
apprehension	0	0	0	1	0	1	0	0	0	0	Auffassung
apprehensive	0	1	0	1	0	1	0	0	0	0	besorgt
apprentice	0	0	0	0	0	0	0	0	0	1	Lehrling
apprenticeship	0	0	0	0	0	0	0	0	0	0	Lehre
approach	0	0	0	0	0	0	0	0	0	0	sich nähern
approaching	0	1	0	0	0	0	0	0	0	0	Annäherung
approbation	0	0	0	0	0	0	1	0	0	1	Billigung
appropriation	0	0	0	0	0	1	0	0	0	0	Aneignung
approval	0	0	0	0	0	0	1	0	0	0	die Genehmigung
approve	0	0	0	0	1	0	1	0	0	1	genehmigen
approving	0	0	0	0	0	0	1	0	0	0	genehmigen
approximate	0	0	0	0	0	0	0	0	0	0	ungefähr
approximately	0	0	0	0	0	0	0	0	0	0	etwa
approximating	0	0	0	0	0	0	0	0	0	0	Annäherung
approximation	0	0	0	0	0	0	0	0	0	0	Annäherung
appurtenances	0	0	0	0	0	0	0	0	0	0	Zubehör
apron	0	0	0	0	0	0	0	0	0	0	Schürze
apt	0	0	0	0	0	0	1	0	0	0	geeignet
aptitude	0	0	0	0	0	0	1	0	0	0	Eignung
aqua	0	0	0	0	0	0	0	0	0	0	Aqua
aquamarine	0	0	0	0	0	0	0	0	0	0	Aquamarin
aquarium	0	0	0	0	0	0	0	0	0	0	Aquarium
aquatic	0	0	0	0	0	0	0	0	0	0	Wasser-
aqueduct	0	0	0	0	0	0	0	0	0	0	Aquädukt
aqueous	0	0	0	0	0	0	0	0	0	0	wässrig
arable	0	0	0	0	0	0	0	0	0	0	Acker
arbiter	0	0	0	0	0	0	0	0	0	1	Schiedsrichter
arbitrate	0	0	0	0	0	0	0	0	0	0	vermitteln
arbitration	0	1	0	0	0	0	0	0	0	0	Schlichtung
arbitrator	0	0	0	0	0	0	0	0	0	1	Schiedsrichter
arbor	0	0	0	0	0	0	0	0	0	0	Laube
arc	0	0	0	0	0	0	0	0	0	0	Bogen
arcade	0	0	0	0	0	0	0	0	0	0	Arkade
arch	0	0	0	0	0	0	0	0	0	0	Bogen
archaeological	0	0	0	0	0	0	0	0	0	0	archäologisch
archaeologist	0	0	0	0	0	0	0	0	0	0	Archäologe
archaeology	0	1	0	0	0	0	1	0	0	0	Archäologie
archaic	0	0	0	0	0	1	0	0	0	0	archaisch
archbishop	0	0	0	0	0	0	0	0	0	0	Erzbischof
arched	0	0	0	0	0	0	0	0	0	0	gewölbt
archer	0	0	0	0	0	0	0	0	0	0	Bogenschütze
archery	0	0	0	0	0	0	0	0	0	0	Bogenschießen
archetype	0	0	0	0	0	0	0	0	0	0	Archetyp
archipelago	0	0	0	0	0	0	0	0	0	0	Archipel
architect	0	0	0	0	0	0	0	0	0	0	Architekt
architecture	0	0	0	0	0	0	0	0	0	1	die Architektur
archive	0	0	0	0	0	0	0	0	0	0	Archiv
arctic	0	0	0	0	0	0	0	0	0	0	Arktis
ardent	0	1	0	0	1	0	1	0	0	0	leidenschaftlich
ardor	0	0	0	0	0	0	1	0	0	0	Eifer
arduous	0	0	0	0	0	1	0	0	0	0	mühsam
area	0	0	0	0	0	0	0	0	0	0	Bereich
arena	0	0	0	0	0	0	0	0	0	0	Arena
areola	0	0	0	0	0	0	0	0	0	0	Warzenhof
argent	0	0	0	0	0	0	0	0	0	0	Silber
argue	1	0	0	0	0	1	0	0	0	0	streiten
argument	1	0	0	0	0	1	0	0	0	0	Streit
argumentation	1	0	0	0	0	0	0	0	0	0	Argumentation
argumentative	0	0	0	0	0	1	0	0	0	0	argumentativ
arguments	1	0	0	0	0	0	0	0	0	0	Argumente
arid	0	0	0	0	0	1	0	1	0	0	trocken
aristocracy	0	0	0	0	0	0	1	0	0	0	Adel
aristocrat	0	0	0	0	0	0	0	0	0	0	Aristokrat
aristocratic	0	0	0	0	0	0	1	0	0	0	aristokratisch
arithmetic	0	0	0	0	0	0	0	0	0	0	Arithmetik
ark	0	0	0	0	0	0	0	0	0	0	Arche
arm	0	0	0	0	0	0	0	0	0	0	Arm
armada	0	0	0	0	0	0	0	0	0	0	Armada
armament	1	0	0	1	0	0	0	0	0	0	Rüstung
armaments	0	0	0	1	0	1	0	0	0	0	Rüstungen
armature	0	0	0	0	0	0	0	0	0	0	Anker
armed	1	0	0	1	0	1	1	0	0	0	bewaffnet
armor	0	0	0	1	0	0	1	0	0	1	Rüstung
armored	0	0	0	1	0	0	0	0	0	0	gepanzert
armory	0	0	0	0	0	0	0	0	0	1	Waffenkammer
arms	0	0	0	0	0	0	0	0	0	0	Waffen
army	0	0	0	0	0	0	0	0	0	0	Heer
aroma	0	0	0	0	0	0	1	0	0	0	Aroma
arousal	0	0	0	0	0	0	0	0	0	0	Erregung
arouse	0	1	0	0	0	0	1	0	0	0	erregen
arraignment	1	0	0	1	0	1	0	1	0	0	Anklage
arrange	0	0	0	0	0	0	0	0	0	0	arrangieren
arranged	0	0	0	0	0	0	0	0	0	0	vereinbart worden
arrangement	0	0	0	0	0	0	0	0	0	0	Anordnung
array	0	0	0	0	0	0	1	0	0	0	Reihe
arrears	0	0	0	0	0	1	0	0	0	0	Verzug
arrest	0	0	0	0	0	1	0	0	0	0	Festnahme
arrival	0	1	0	0	0	0	0	0	0	0	Ankunft
arrive	0	1	0	0	0	0	0	0	0	0	ankommen
arrogance	0	0	0	0	0	1	0	0	0	0	Arroganz
arrogant	1	0	1	0	0	1	0	0	0	0	arrogant
arrow	0	0	0	0	0	0	0	0	0	0	Pfeil
arsenal	0	0	0	0	0	0	0	0	0	0	Arsenal
arsenic	0	0	1	1	0	1	0	1	0	0	Arsen
arson	1	0	0	1	0	1	0	0	0	0	Brandstiftung
art	0	1	0	0	1	0	1	1	1	0	Kunst
artery	0	0	0	0	0	0	0	0	0	0	Arterie
artful	0	0	0	0	0	0	0	0	0	0	kunstvoll
arthropod	0	0	0	0	0	0	0	0	0	0	Gliederfüßer
artichoke	0	0	0	0	0	0	0	0	0	0	Artischocke
article	0	0	0	0	0	0	0	0	0	0	Artikel
articles	0	0	0	0	0	0	0	0	0	0	Artikel
articulate	0	0	0	0	0	0	1	0	0	0	artikulieren
articulation	0	0	0	0	0	0	1	0	0	0	Artikulation
artifice	0	0	0	0	0	0	0	0	0	0	Kunststück
artillery	0	0	0	1	0	1	0	0	0	0	Artillerie
artisan	0	0	0	0	0	0	1	0	0	0	Handwerker
artist	0	0	0	0	0	0	0	0	0	0	Künstler
artiste	0	0	0	0	0	0	1	0	0	0	Künstler
artistic	0	0	0	0	0	0	1	0	0	0	künstlerisch
artists	0	0	0	0	0	0	0	0	0	0	Künstler
ascend	0	0	0	0	0	0	0	0	0	0	aufsteigen
ascendancy	0	0	0	0	0	0	1	0	0	0	Überlegenheit
ascension	0	0	0	0	0	0	0	0	0	0	Aufstieg
ascent	0	0	0	0	0	0	1	0	0	0	Aufstieg
ascertain	0	0	0	0	0	0	0	0	0	0	ermitteln
ascertained	0	0	0	0	0	0	0	0	0	0	festgestellt
ascetic	0	0	0	0	0	0	0	0	0	0	Asket
ash	0	0	0	0	0	1	0	0	0	0	Asche
ashamed	0	0	1	0	0	1	0	1	0	0	beschämt
ashes	0	0	0	0	0	1	0	1	0	0	Asche
asleep	0	0	0	0	0	0	0	0	0	0	schlafend
asp	0	0	0	1	0	0	0	0	0	0	Asp
aspartame	0	0	0	0	0	0	0	0	0	0	Aspartam
aspect	0	0	0	0	0	0	0	0	0	0	Aspekt
aspects	0	0	0	0	0	0	0	0	0	0	Aspekte
asphalt	0	0	0	0	0	0	0	0	0	0	Asphalt
aspiration	0	1	0	0	1	0	1	0	1	1	Aspiration
aspire	0	1	0	0	1	0	1	0	0	0	streben
aspiring	0	1	0	0	1	0	1	0	0	1	aufstrebend
ass	0	0	0	0	0	1	0	0	0	0	Arsch
assail	1	0	0	1	0	1	0	0	1	0	angreifen
assailant	1	0	0	1	0	1	0	1	0	0	Angreifer
assassin	1	0	0	1	0	1	0	1	0	0	Attentäter
assassinate	1	0	0	1	0	1	0	0	0	0	ermorden
assassination	1	0	0	1	0	1	0	1	0	0	Ermordung
assault	1	0	0	1	0	1	0	0	0	0	Angriff
assay	0	0	0	0	0	0	0	0	0	0	Test
assemblage	0	0	0	0	0	0	0	0	0	0	Montage
assemble	0	0	0	0	0	0	0	0	0	0	montieren
assembled	0	0	0	0	0	0	0	0	0	0	gebaut
assembly	0	0	0	0	0	0	1	0	0	1	Montage
assent	0	0	0	0	0	0	1	0	0	0	Zustimmung
assert	0	0	0	0	0	0	0	0	0	0	behaupten
asserting	0	0	0	0	0	0	1	0	0	1	behaupten
assertion	0	0	0	0	0	0	0	0	0	0	Behauptung
assess	0	0	0	0	0	0	0	0	0	0	bewerten
assessment	0	0	0	0	0	0	0	0	1	1	Bewertung
assessor	0	0	0	0	0	0	0	0	0	1	Gutachter
assets	0	0	0	0	0	0	1	0	0	0	Vermögenswerte
asshole	1	0	1	0	0	1	0	0	0	0	Arschloch
assign	0	0	0	0	0	0	0	0	0	0	zuordnen
assignee	0	0	0	0	0	0	0	0	0	1	Bevollmächtigter
assignment	0	0	0	0	0	0	0	0	0	0	Abtretung
assimilate	0	0	0	0	0	0	0	0	0	0	assimilieren
assimilation	0	0	0	0	0	0	0	0	0	0	Assimilation
assist	0	0	0	0	0	0	1	0	0	1	helfen
assistance	0	0	0	0	0	0	1	0	0	0	Hilfe
assistant	0	0	0	0	0	0	0	0	0	0	Assistent
associate	0	0	0	0	0	0	1	0	0	1	assoziieren
association	0	0	0	0	0	0	0	0	0	1	Verband
assorted	0	0	0	0	0	0	0	0	0	0	sortiert
assortment	0	0	0	0	0	0	0	0	0	0	Sortiment
assuage	0	0	0	0	0	0	1	0	0	0	beschwichtigen
assumed	0	0	0	0	0	0	0	0	0	0	vermutet
assuming	0	0	0	0	0	0	0	0	0	0	vorausgesetzt
assumption	0	0	0	0	0	0	0	0	0	0	Annahme
assurance	0	0	0	0	0	0	1	0	0	1	Sicherheit
assure	0	0	0	0	0	0	0	0	0	1	versichern
assured	0	0	0	0	0	0	1	0	0	1	versicherte
assuredly	0	0	0	0	0	0	0	0	0	1	ganz gewiss
asterisk	0	0	0	0	0	0	0	0	0	0	Sternchen
asteroids	0	0	0	0	0	0	0	0	0	0	Asteroiden
astigmatism	0	0	0	0	0	0	0	0	0	0	Astigmatismus
astonishingly	0	0	0	0	0	0	1	0	1	0	erstaunlich
astonishment	0	0	0	0	1	0	1	0	1	0	Erstaunen
astral	0	0	0	0	0	0	0	0	0	0	astral
astray	0	0	0	1	0	1	0	0	0	0	in die Irre
astringent	0	0	0	0	0	1	0	0	0	0	adstringierend
astrologer	0	1	0	0	0	0	1	0	0	0	Astrologe
astrology	0	0	0	0	0	0	0	0	0	0	Astrologie
astronaut	0	0	0	0	0	0	1	0	0	0	Astronaut
astronomer	0	1	0	0	0	0	1	0	0	0	Astronom
astronomy	0	0	0	0	0	0	0	0	0	0	Astronomie
astute	0	0	0	0	0	0	1	0	0	0	schlau
asunder	0	0	0	0	0	0	0	0	0	0	auseinander
asylum	0	0	0	1	0	1	0	0	0	0	Asyl
asymmetric	0	0	0	0	0	0	0	0	0	0	asymmetrisch
asymmetry	0	0	1	0	0	0	0	0	0	0	Asymmetrie
asymptotic	0	0	0	0	0	0	0	0	0	0	asymptotisch
atelier	0	0	0	0	0	0	0	0	0	0	Atelier
atheism	0	0	0	0	0	1	0	0	0	0	Atheismus
atheistic	0	0	0	0	0	0	0	0	0	0	atheistisch
atherosclerosis	0	0	0	1	0	1	0	1	0	0	Atherosklerose
athlete	0	0	0	0	0	0	1	0	0	0	Athlet
athletic	0	0	0	0	0	0	1	0	0	0	sportlich
athleticism	0	0	0	0	0	0	0	0	0	0	Sportlichkeit
athletics	0	0	0	0	0	0	0	0	0	0	Leichtathletik
atlas	0	0	0	0	0	0	0	0	0	0	Atlas
atmosphere	0	0	0	0	0	0	0	0	0	0	Atmosphäre
atmospheric	0	0	0	0	0	0	0	0	0	0	atmosphärisch
atoll	0	0	0	0	0	0	0	0	0	0	Atoll
atom	0	0	0	0	0	0	1	0	0	0	Atom
atomic	0	0	0	0	0	0	0	0	0	0	atomar
atone	0	1	0	0	1	0	1	0	0	1	büßen
atonement	0	0	0	0	0	0	1	0	0	0	Sühne
atrium	0	0	0	0	0	0	0	0	0	0	Atrium
atrocious	1	0	1	0	0	1	0	0	0	0	scheußlich
atrocity	1	0	1	1	0	1	0	1	0	0	Grausamkeit
atrophy	0	0	1	1	0	1	0	1	0	0	Atrophie
attach	0	0	0	0	0	0	0	0	0	0	anfügen
attachment	0	0	0	0	0	0	1	0	0	0	Anhang
attack	1	0	0	1	0	1	0	0	0	0	Attacke
attacking	1	0	1	1	0	1	0	1	1	0	angreifen
attain	0	0	0	0	0	0	0	0	0	0	erreichen
attainable	0	1	0	0	0	0	1	0	0	0	erreichbar
attainment	0	0	0	0	0	0	1	0	0	0	Erreichung
attempt	0	1	0	0	0	0	0	0	0	0	versuchen
attendance	0	1	0	0	0	0	0	0	0	0	Teilnahme
attendant	0	0	0	0	0	0	1	0	0	1	Begleiter
attention	0	0	0	0	0	0	1	0	0	0	Aufmerksamkeit
attentive	0	0	0	0	0	0	1	0	0	1	aufmerksam
attenuate	0	0	0	0	0	0	0	0	0	0	dämpfen
attenuated	0	0	0	0	0	1	0	0	0	0	gedämpft
attenuation	0	0	0	0	0	1	0	1	0	0	Dämpfung
attest	0	0	0	0	0	0	1	0	0	1	bezeugen
attestation	0	0	0	0	0	0	0	0	0	1	Bescheinigung
attic	0	0	0	0	0	0	0	0	0	0	Dachboden
attire	0	0	0	0	0	0	0	0	0	0	Kleidung
attitude	0	0	0	0	0	0	0	0	0	0	Attitüde
attorney	1	0	0	1	0	0	1	0	0	1	Rechtsanwalt
attraction	0	0	0	0	0	0	1	0	0	0	Attraktion
attractiveness	0	0	0	0	0	0	1	0	0	0	Attraktivität
attributable	0	0	0	0	0	0	0	0	0	0	Zurechenbar
attribute	0	0	0	0	0	0	0	0	0	0	Attribut
attribution	0	0	0	0	0	0	0	0	0	0	Zuschreibung
attrition	0	0	0	0	0	0	0	0	0	0	Attrition
auburn	0	0	0	0	0	0	0	0	0	0	rotbraun
auction	0	1	0	0	0	0	0	0	0	0	Versteigerung
auctioneer	0	0	0	0	0	0	0	0	0	0	Auktionator
audacious	0	0	0	0	0	0	0	0	0	0	kühn
audacity	0	0	0	0	0	1	0	0	0	0	Unverfrorenheit
audible	0	0	0	0	0	0	0	0	0	0	hörbar
audience	0	1	0	0	0	0	0	0	0	0	Publikum
audit	0	0	0	0	0	0	0	0	0	0	Prüfung
audition	0	0	0	0	0	0	0	0	0	0	Vorsprechen
auditor	0	0	0	1	0	0	0	0	0	1	Wirtschaftsprüfer
auditorium	0	0	0	0	0	0	0	0	0	0	Auditorium
auditory	0	0	0	0	0	0	0	0	0	0	auditiv
aught	0	0	0	0	0	0	0	0	0	0	was
augment	0	0	0	0	0	0	1	0	0	0	vermehren
augmentation	0	0	0	0	0	0	0	0	0	0	Augmentation
august	0	0	0	0	0	0	1	0	0	0	August
aunt	0	0	0	0	0	0	1	0	0	1	Tante
aura	0	0	0	0	0	0	1	0	0	0	Aura
aurora	0	0	0	0	0	0	0	0	0	0	Polarlicht
auspices	0	0	0	0	0	0	0	0	0	0	Auspizien
auspicious	0	1	0	0	1	0	1	0	0	0	günstig
austere	0	0	0	1	0	1	0	1	0	0	streng
austerity	0	0	0	0	0	1	0	0	0	0	Strenge
authentic	0	0	0	0	1	0	1	0	0	1	authentisch
authenticate	0	0	0	0	0	0	0	0	0	1	authentifizieren
authentication	0	0	0	0	0	0	0	0	0	1	Authentifizierung
authenticity	0	0	0	0	0	0	1	0	0	1	Authentizität
author	0	0	0	0	0	0	1	0	0	1	Autor
authoritative	0	0	0	0	0	0	1	0	0	1	maßgeblich
authority	0	0	0	0	0	0	1	0	0	1	Behörde
authorization	0	0	0	0	0	0	1	0	0	1	Genehmigung
authorize	0	0	0	0	0	0	0	0	0	1	autorisieren
authorized	0	0	0	0	0	0	1	0	0	0	autorisiert
authorship	0	0	0	0	0	0	0	0	0	0	Urheberschaft
auto	0	0	0	0	0	0	0	0	0	0	Auto
autobiography	0	0	0	0	0	0	0	0	0	0	Autobiographie
autocratic	0	0	0	0	0	1	0	0	0	0	autokratisch
autograph	0	0	0	0	0	0	0	0	0	0	Autogramm
automatic	0	0	0	0	0	0	0	0	0	1	automatisch
automobile	0	0	0	0	0	0	0	0	0	0	Automobil
autonomy	0	0	0	0	0	0	0	0	0	0	Autonomie
autopsy	0	0	1	1	0	1	0	1	0	0	Autopsie
autumn	0	0	0	0	0	0	0	0	0	0	Herbst
auxiliary	0	0	0	0	0	0	0	0	0	0	Hilfs-
avail	0	0	0	0	0	0	0	0	0	0	nutzen
