English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Macedonian Word
anaconda	0	0	1	1	0	1	0	0	0	0	анаконда
anaesthesia	0	0	0	0	0	0	0	0	0	0	анестезија
anaesthetic	0	0	0	0	0	0	0	0	0	0	анестетик
anal	0	0	0	0	0	1	0	0	0	0	анален
analgesic	0	0	0	0	0	0	0	0	0	0	аналгетик
analogous	0	0	0	0	0	0	0	0	0	0	аналоген
analogue	0	0	0	0	0	0	0	0	0	0	аналоген
analogy	0	0	0	0	0	0	0	0	0	0	аналогија
analysis	0	0	0	0	0	0	0	0	0	0	анализа
analyst	0	1	0	0	0	0	1	0	0	1	аналитичар
analytic	0	0	0	0	0	0	0	0	0	0	аналитички
analyze	0	0	0	0	0	0	0	0	0	0	анализирајте
analyzer	0	0	0	0	0	0	0	0	0	0	анализатор
anarchism	1	0	0	1	0	1	0	0	0	0	анархизам
anarchist	1	0	0	1	0	1	0	0	0	0	анархист
anarchy	1	0	0	1	0	1	0	0	0	0	анархија
anastomosis	0	0	0	0	0	0	0	0	0	0	анастомоза
anathema	1	0	1	1	0	1	0	1	0	0	анатема
anatomic	0	0	0	0	0	0	0	0	0	0	анатомски
anatomy	0	0	0	0	0	0	0	0	0	0	анатомија
ancestor	0	0	0	0	0	0	0	0	0	0	предок
ancestral	0	0	0	0	0	0	0	0	0	1	предок
ancestry	0	0	0	0	0	0	0	0	0	0	потекло
anchor	0	0	0	0	0	0	1	0	0	0	сидро
anchorage	0	0	0	0	0	0	1	1	0	0	сидро
ancient	0	0	0	0	0	1	0	0	0	0	антички
ancillary	0	0	0	0	0	0	0	0	0	0	помошни
androgen	0	0	0	0	0	0	0	0	0	0	андрогинот
anemone	0	0	0	0	0	0	0	0	0	0	анемона
anew	0	0	0	0	0	0	0	0	0	0	одново
angel	0	1	0	0	1	0	1	0	1	1	ангел
angelic	0	0	0	0	1	0	1	0	0	1	ангелски
anger	1	0	0	0	0	1	0	0	0	0	гнев
angina	0	0	0	1	0	1	0	0	0	0	ангина
angiography	0	0	0	0	0	0	0	0	0	0	ангиографија
angle	0	0	0	0	0	0	0	0	0	0	агол
angling	0	1	0	0	0	1	0	0	0	0	риболов
angry	1	0	1	0	0	1	0	0	0	0	лути
anguish	1	0	0	1	0	1	0	1	0	0	мака
angular	0	0	0	0	0	0	0	0	0	0	аголна
anhydrous	0	0	0	0	0	0	0	0	0	0	безводен
animal	0	0	0	0	0	0	0	0	0	0	животно
animate	0	0	0	0	0	0	1	0	0	0	анимира
animated	0	0	0	0	1	0	1	0	0	0	анимирани
animation	0	0	0	0	0	0	0	0	0	0	анимација
animosity	1	0	1	1	0	1	0	1	0	0	непријателство
animus	1	0	0	0	0	1	0	0	0	0	анимус
ankle	0	0	0	0	0	0	0	0	0	0	глуждот
annals	0	0	0	0	0	0	0	0	0	0	анали
annex	0	0	0	0	0	0	0	0	0	0	анекс
annexation	0	0	0	0	0	0	0	0	0	0	припојување
annexe	0	0	0	0	0	0	0	0	0	0	анекс
annihilate	1	0	0	1	0	1	0	0	0	0	уништи
annihilated	1	0	0	1	0	1	0	1	0	0	уништени
annihilation	1	0	0	1	0	1	0	1	0	0	уништување
annotate	0	0	0	0	0	0	0	0	0	0	забелешка
annotation	0	0	0	0	0	0	0	0	0	0	прибелешка
announce	0	0	0	0	0	0	0	0	0	0	објави
announcement	0	1	0	0	0	0	0	0	0	0	најава
annoy	1	0	1	0	0	1	0	0	0	0	досадуваат
annoyance	1	0	1	0	0	1	0	0	0	0	вознемиреност
annoying	1	0	0	0	0	1	0	0	0	0	досадни
annuity	0	0	0	0	0	0	0	0	0	0	ануитет
annul	0	0	0	0	0	1	0	0	0	0	поништи
annular	0	0	0	0	0	0	0	0	0	0	прстенест
annulment	0	0	0	0	0	1	0	1	0	0	поништување
annulus	0	0	0	0	0	0	0	0	0	0	анулус
anointing	0	0	0	0	0	0	0	0	0	0	помазание
anomalous	0	0	0	0	0	0	0	0	0	0	аномални
anomaly	0	0	0	1	0	1	0	0	1	0	аномалија
anon	0	0	0	0	0	0	0	0	0	0	анон
anonymous	0	0	0	0	0	1	0	0	0	0	анонимни
answer	0	0	0	0	0	0	0	0	0	0	одговори
answerable	0	0	0	0	0	0	0	0	0	1	одговорен
answering	0	0	0	0	0	0	0	0	0	0	одговарајќи
ant	0	0	0	0	0	0	0	0	0	0	мравка
antagonism	1	0	0	0	0	1	0	0	0	0	антагонизам
antagonist	1	0	0	0	0	1	0	0	0	0	антагонист
antagonistic	1	0	1	0	0	1	0	0	0	0	антагонистички
ante	0	0	0	0	0	0	0	0	0	0	анте
antecedent	0	0	0	0	0	0	0	0	0	0	претходник
antelope	0	0	0	0	0	0	0	0	0	0	антилопа
antenna	0	0	0	0	0	0	0	0	0	0	антена
anterior	0	0	0	0	0	0	0	0	0	0	предниот
anthem	0	0	0	0	0	0	0	0	0	0	химна
anthology	0	0	0	0	0	0	0	0	0	0	антологија
anthrax	0	0	1	1	0	1	0	1	0	0	антракс
anthropology	0	0	0	0	0	0	0	0	0	0	антропологијата
antibiotic	0	0	0	0	0	0	0	0	0	0	антибиотик
antibiotics	0	0	0	0	0	0	1	0	0	0	антибиотици
antichrist	1	0	1	1	0	1	0	0	0	0	антихристот
anticipation	0	1	0	0	0	0	0	0	0	0	исчекување
anticipatory	0	1	0	0	0	0	0	0	0	0	антиципативно
antidote	0	1	0	0	0	0	1	0	0	1	противотров
antifungal	0	0	0	0	0	0	1	0	0	1	антифунгални
antimony	0	0	0	0	0	0	0	0	0	0	антимон
antipathy	1	0	1	0	0	1	0	0	0	0	антипатија
antiquarian	0	0	0	0	0	0	0	0	0	0	антикварец
antiquated	0	0	0	0	0	1	0	0	0	0	застарена
antique	0	0	0	0	0	0	1	0	0	0	антички
antiquity	0	0	0	0	0	0	0	0	0	0	антиката
antiseptic	0	0	0	0	0	0	1	0	0	1	антисептик
antisocial	1	0	1	1	0	1	0	1	0	0	асоцијални
antithesis	1	0	0	0	0	1	0	0	0	0	антитеза
antithetical	0	0	0	0	0	0	0	0	0	0	антитетички
antiviral	0	0	0	0	0	0	0	0	0	0	антивирусно
antler	0	0	0	0	0	0	0	0	0	0	рогови
anvil	0	0	0	0	0	0	0	0	0	0	наковална
anxiety	1	1	0	1	0	1	0	1	0	0	анксиозност
anxious	0	1	0	1	0	1	0	0	0	0	вознемирен
aorta	0	0	0	0	0	0	0	0	0	0	аортата
apace	0	0	0	0	0	0	0	0	0	0	забрзано
apache	0	0	0	1	0	1	0	0	0	0	апачи
apartment	0	0	0	0	0	0	0	0	0	0	стан
apathetic	0	0	0	0	0	1	0	1	0	0	апатичен
apathy	0	0	0	0	0	1	0	1	0	0	апатија
ape	0	0	0	0	0	0	0	0	0	0	мајмун
aperture	0	0	0	0	0	0	0	0	0	0	отворот
apex	0	0	0	0	0	0	0	0	0	0	врвот
aphid	0	0	1	0	0	1	0	0	0	0	вошка вошка
apiece	0	0	0	0	0	0	0	0	0	0	парче
aplomb	0	0	0	0	0	0	1	0	0	0	апломб
apocalyptic	0	0	0	0	0	0	0	0	0	0	апокалиптичен
apologetic	0	0	0	0	0	0	1	0	0	1	извини
apologist	0	0	0	0	0	0	0	0	0	0	апологет
apologize	0	0	0	0	0	0	1	1	0	1	извини
apology	0	0	0	0	0	0	1	0	0	0	извинување
apostasy	0	0	0	0	0	0	0	0	0	0	отпадништво
apostate	0	0	0	0	0	0	0	0	0	0	отпадник
apostle	0	0	0	0	0	0	1	0	0	1	апостол
apostolic	0	0	0	0	0	0	0	0	0	1	апостолски
apostrophe	0	0	0	0	0	0	0	0	0	0	апостроф
appalling	0	0	1	1	0	1	0	0	0	0	ужасно
apparatus	0	0	0	0	0	0	0	0	0	0	апарат
apparel	0	0	0	0	0	0	0	0	0	0	облека
apparently	0	0	0	0	0	0	0	0	0	0	очигледно
apparition	0	0	0	1	0	0	0	0	1	0	привидение
appeal	0	1	0	0	0	0	0	0	0	0	жалба
appearance	0	0	0	0	0	0	0	0	0	0	изглед
appease	0	0	0	0	0	0	0	0	0	0	смири
appellant	0	0	0	0	0	0	0	0	0	0	жалител
append	0	0	0	0	0	0	0	0	0	0	додаток
appendage	0	0	0	0	0	0	0	0	0	0	додаток
appendicitis	0	0	0	1	0	1	0	1	0	0	апендицитис
appendix	0	0	0	0	0	0	0	0	0	0	додаток
appetite	0	0	0	0	0	0	0	0	0	0	апетитот
appetizer	0	0	0	0	0	0	0	0	0	0	мезе
applause	0	0	0	0	1	0	1	0	1	1	аплауз
apple	0	0	0	0	0	0	0	0	0	0	јаболко
appliance	0	0	0	0	0	0	0	0	0	0	апаратот
appliances	0	0	0	0	0	0	0	0	0	0	апарати
applicability	0	0	0	0	0	0	0	0	0	0	применливост
applicable	0	0	0	0	0	0	0	0	0	0	применливи
applicant	0	1	0	0	0	0	0	0	0	0	апликант
application	0	0	0	0	0	0	0	0	0	0	апликација
apply	0	0	0	0	0	0	0	0	0	0	се применуваат
appoint	0	0	0	0	0	0	0	0	0	0	назначи
appointment	0	0	0	0	0	0	0	0	0	0	назначување
appointments	0	0	0	0	0	0	0	0	0	0	состаноци
apportion	0	0	0	0	0	0	0	0	0	0	распределба
apportionment	0	0	0	0	0	0	0	0	0	0	распределба
appraise	0	0	0	0	0	0	0	0	0	0	оценуваат
appreciable	0	0	0	0	0	0	0	0	0	0	забележлив
appreciation	0	0	0	0	1	0	1	0	0	1	благодарност
apprehend	0	0	0	1	0	0	0	0	0	0	приведат
apprehension	0	0	0	1	0	1	0	0	0	0	приведување
apprehensive	0	1	0	1	0	1	0	0	0	0	застрашувачки
apprentice	0	0	0	0	0	0	0	0	0	1	чирак
apprenticeship	0	0	0	0	0	0	0	0	0	0	стажирање
approach	0	0	0	0	0	0	0	0	0	0	приод
approaching	0	1	0	0	0	0	0	0	0	0	се приближува
approbation	0	0	0	0	0	0	1	0	0	1	одобрување
appropriation	0	0	0	0	0	1	0	0	0	0	присвојување
approval	0	0	0	0	0	0	1	0	0	0	одобрување
approve	0	0	0	0	1	0	1	0	0	1	одобри
approving	0	0	0	0	0	0	1	0	0	0	одобрување
approximate	0	0	0	0	0	0	0	0	0	0	приближна
approximately	0	0	0	0	0	0	0	0	0	0	приближно
approximating	0	0	0	0	0	0	0	0	0	0	приближување
approximation	0	0	0	0	0	0	0	0	0	0	приближување
appurtenances	0	0	0	0	0	0	0	0	0	0	додатоци
apron	0	0	0	0	0	0	0	0	0	0	престилка
apt	0	0	0	0	0	0	1	0	0	0	Апт
aptitude	0	0	0	0	0	0	1	0	0	0	способност
aqua	0	0	0	0	0	0	0	0	0	0	аква
aquamarine	0	0	0	0	0	0	0	0	0	0	аквамарин
aquarium	0	0	0	0	0	0	0	0	0	0	аквариум
aquatic	0	0	0	0	0	0	0	0	0	0	водни
aqueduct	0	0	0	0	0	0	0	0	0	0	аквадукт
aqueous	0	0	0	0	0	0	0	0	0	0	воден
arable	0	0	0	0	0	0	0	0	0	0	обработлива
arbiter	0	0	0	0	0	0	0	0	0	1	арбитер
arbitrate	0	0	0	0	0	0	0	0	0	0	арбитрира
arbitration	0	1	0	0	0	0	0	0	0	0	арбитража
arbitrator	0	0	0	0	0	0	0	0	0	1	арбитер
arbor	0	0	0	0	0	0	0	0	0	0	Арбор
arc	0	0	0	0	0	0	0	0	0	0	лак
arcade	0	0	0	0	0	0	0	0	0	0	аркада
arch	0	0	0	0	0	0	0	0	0	0	арх
archaeological	0	0	0	0	0	0	0	0	0	0	археолошки
archaeologist	0	0	0	0	0	0	0	0	0	0	археолог
archaeology	0	1	0	0	0	0	1	0	0	0	археологијата
archaic	0	0	0	0	0	1	0	0	0	0	архаични
archbishop	0	0	0	0	0	0	0	0	0	0	архиепископ
arched	0	0	0	0	0	0	0	0	0	0	заоблени
archer	0	0	0	0	0	0	0	0	0	0	стрелец
archery	0	0	0	0	0	0	0	0	0	0	Стрелаштво
archetype	0	0	0	0	0	0	0	0	0	0	архетип
archipelago	0	0	0	0	0	0	0	0	0	0	архипелаг
architect	0	0	0	0	0	0	0	0	0	0	архитект
architecture	0	0	0	0	0	0	0	0	0	1	архитектура
archive	0	0	0	0	0	0	0	0	0	0	архива
arctic	0	0	0	0	0	0	0	0	0	0	Арктикот
ardent	0	1	0	0	1	0	1	0	0	0	жесток
ardor	0	0	0	0	0	0	1	0	0	0	жар
arduous	0	0	0	0	0	1	0	0	0	0	макотрпна
area	0	0	0	0	0	0	0	0	0	0	област
arena	0	0	0	0	0	0	0	0	0	0	арена
areola	0	0	0	0	0	0	0	0	0	0	ареола
argent	0	0	0	0	0	0	0	0	0	0	аргент
argue	1	0	0	0	0	1	0	0	0	0	расправаат
argument	1	0	0	0	0	1	0	0	0	0	аргумент
argumentation	1	0	0	0	0	0	0	0	0	0	аргументација
argumentative	0	0	0	0	0	1	0	0	0	0	аргументирано
arguments	1	0	0	0	0	0	0	0	0	0	аргументи
arid	0	0	0	0	0	1	0	1	0	0	сушен
aristocracy	0	0	0	0	0	0	1	0	0	0	аристократија
aristocrat	0	0	0	0	0	0	0	0	0	0	аристократ
aristocratic	0	0	0	0	0	0	1	0	0	0	аристократски
arithmetic	0	0	0	0	0	0	0	0	0	0	аритметика
ark	0	0	0	0	0	0	0	0	0	0	ковчег
arm	0	0	0	0	0	0	0	0	0	0	рака
armada	0	0	0	0	0	0	0	0	0	0	армада
armament	1	0	0	1	0	0	0	0	0	0	вооружување
armaments	0	0	0	1	0	1	0	0	0	0	вооружување
armature	0	0	0	0	0	0	0	0	0	0	арматура
armed	1	0	0	1	0	1	1	0	0	0	вооружени
armor	0	0	0	1	0	0	1	0	0	1	оклоп
armored	0	0	0	1	0	0	0	0	0	0	оклопни
armory	0	0	0	0	0	0	0	0	0	1	оружарница
arms	0	0	0	0	0	0	0	0	0	0	оружје
army	0	0	0	0	0	0	0	0	0	0	армија
aroma	0	0	0	0	0	0	1	0	0	0	арома
arousal	0	0	0	0	0	0	0	0	0	0	возбуда
arouse	0	1	0	0	0	0	1	0	0	0	предизвикува
arraignment	1	0	0	1	0	1	0	1	0	0	судење
arrange	0	0	0	0	0	0	0	0	0	0	организира
arranged	0	0	0	0	0	0	0	0	0	0	наредени
arrangement	0	0	0	0	0	0	0	0	0	0	аранжман
array	0	0	0	0	0	0	1	0	0	0	низа
arrears	0	0	0	0	0	1	0	0	0	0	заостанати долгови
arrest	0	0	0	0	0	1	0	0	0	0	апсење
arrival	0	1	0	0	0	0	0	0	0	0	пристигнување
arrive	0	1	0	0	0	0	0	0	0	0	пристигнете
arrogance	0	0	0	0	0	1	0	0	0	0	ароганција
arrogant	1	0	1	0	0	1	0	0	0	0	арогантен
arrow	0	0	0	0	0	0	0	0	0	0	стрелка
arsenal	0	0	0	0	0	0	0	0	0	0	арсенал
arsenic	0	0	1	1	0	1	0	1	0	0	арсен
arson	1	0	0	1	0	1	0	0	0	0	подметнување пожар
art	0	1	0	0	1	0	1	1	1	0	уметност
artery	0	0	0	0	0	0	0	0	0	0	артерија
artful	0	0	0	0	0	0	0	0	0	0	вештачки
arthropod	0	0	0	0	0	0	0	0	0	0	членконоги
artichoke	0	0	0	0	0	0	0	0	0	0	артишок
article	0	0	0	0	0	0	0	0	0	0	статија
articles	0	0	0	0	0	0	0	0	0	0	статии
articulate	0	0	0	0	0	0	1	0	0	0	артикулираат
articulation	0	0	0	0	0	0	1	0	0	0	артикулација
artifice	0	0	0	0	0	0	0	0	0	0	вештачење
artillery	0	0	0	1	0	1	0	0	0	0	артилерија
artisan	0	0	0	0	0	0	1	0	0	0	занаетчија
artist	0	0	0	0	0	0	0	0	0	0	уметник
artiste	0	0	0	0	0	0	1	0	0	0	уметник
artistic	0	0	0	0	0	0	1	0	0	0	уметнички
artists	0	0	0	0	0	0	0	0	0	0	уметници
ascend	0	0	0	0	0	0	0	0	0	0	се искачуваат
ascendancy	0	0	0	0	0	0	1	0	0	0	надмоќ
ascension	0	0	0	0	0	0	0	0	0	0	вознесение
ascent	0	0	0	0	0	0	1	0	0	0	искачување
ascertain	0	0	0	0	0	0	0	0	0	0	утврди
ascertained	0	0	0	0	0	0	0	0	0	0	констатирано
ascetic	0	0	0	0	0	0	0	0	0	0	аскетски
ash	0	0	0	0	0	1	0	0	0	0	пепел
ashamed	0	0	1	0	0	1	0	1	0	0	засрамен
ashes	0	0	0	0	0	1	0	1	0	0	пепел
asleep	0	0	0	0	0	0	0	0	0	0	заспана
asp	0	0	0	1	0	0	0	0	0	0	асп
aspartame	0	0	0	0	0	0	0	0	0	0	аспартам
aspect	0	0	0	0	0	0	0	0	0	0	аспект
aspects	0	0	0	0	0	0	0	0	0	0	аспекти
asphalt	0	0	0	0	0	0	0	0	0	0	асфалт
aspiration	0	1	0	0	1	0	1	0	1	1	аспирација
aspire	0	1	0	0	1	0	1	0	0	0	се стремат
aspiring	0	1	0	0	1	0	1	0	0	1	аспиранти
ass	0	0	0	0	0	1	0	0	0	0	газ
assail	1	0	0	1	0	1	0	0	1	0	нападнат
assailant	1	0	0	1	0	1	0	1	0	0	напаѓач
assassin	1	0	0	1	0	1	0	1	0	0	атентатор
assassinate	1	0	0	1	0	1	0	0	0	0	изврши атентат
assassination	1	0	0	1	0	1	0	1	0	0	атентат
assault	1	0	0	1	0	1	0	0	0	0	напад
assay	0	0	0	0	0	0	0	0	0	0	анализа
assemblage	0	0	0	0	0	0	0	0	0	0	склопување
assemble	0	0	0	0	0	0	0	0	0	0	составува
assembled	0	0	0	0	0	0	0	0	0	0	склопени
assembly	0	0	0	0	0	0	1	0	0	1	склопување
assent	0	0	0	0	0	0	1	0	0	0	согласност
assert	0	0	0	0	0	0	0	0	0	0	тврдат
asserting	0	0	0	0	0	0	1	0	0	1	тврдејќи
assertion	0	0	0	0	0	0	0	0	0	0	тврдење
assess	0	0	0	0	0	0	0	0	0	0	оцени
assessment	0	0	0	0	0	0	0	0	1	1	оценување
assessor	0	0	0	0	0	0	0	0	0	1	оценувач
assets	0	0	0	0	0	0	1	0	0	0	средства
asshole	1	0	1	0	0	1	0	0	0	0	шупак
assign	0	0	0	0	0	0	0	0	0	0	додели
assignee	0	0	0	0	0	0	0	0	0	1	нарачател
assignment	0	0	0	0	0	0	0	0	0	0	задача
assimilate	0	0	0	0	0	0	0	0	0	0	асимилираат
assimilation	0	0	0	0	0	0	0	0	0	0	асимилација
assist	0	0	0	0	0	0	1	0	0	1	помагаат
assistance	0	0	0	0	0	0	1	0	0	0	помош
assistant	0	0	0	0	0	0	0	0	0	0	асистент
associate	0	0	0	0	0	0	1	0	0	1	соработник
association	0	0	0	0	0	0	0	0	0	1	асоцијација
assorted	0	0	0	0	0	0	0	0	0	0	разновидни
assortment	0	0	0	0	0	0	0	0	0	0	асортиман
assuage	0	0	0	0	0	0	1	0	0	0	смирување
assumed	0	0	0	0	0	0	0	0	0	0	се претпоставува
assuming	0	0	0	0	0	0	0	0	0	0	претпоставувајќи
assumption	0	0	0	0	0	0	0	0	0	0	претпоставка
assurance	0	0	0	0	0	0	1	0	0	1	уверување
assure	0	0	0	0	0	0	0	0	0	1	уверуваат
assured	0	0	0	0	0	0	1	0	0	1	увери
assuredly	0	0	0	0	0	0	0	0	0	1	сигурно
asterisk	0	0	0	0	0	0	0	0	0	0	ѕвездичка
asteroids	0	0	0	0	0	0	0	0	0	0	астероиди
astigmatism	0	0	0	0	0	0	0	0	0	0	астигматизам
astonishingly	0	0	0	0	0	0	1	0	1	0	зачудувачки
astonishment	0	0	0	0	1	0	1	0	1	0	зачуденост
astral	0	0	0	0	0	0	0	0	0	0	астрална
astray	0	0	0	1	0	1	0	0	0	0	залутан
astringent	0	0	0	0	0	1	0	0	0	0	адстрингентно
astrologer	0	1	0	0	0	0	1	0	0	0	астролог
astrology	0	0	0	0	0	0	0	0	0	0	астрологијата
astronaut	0	0	0	0	0	0	1	0	0	0	астронаут
astronomer	0	1	0	0	0	0	1	0	0	0	астроном
astronomy	0	0	0	0	0	0	0	0	0	0	астрономијата
astute	0	0	0	0	0	0	1	0	0	0	остроумен
asunder	0	0	0	0	0	0	0	0	0	0	раздвои
asylum	0	0	0	1	0	1	0	0	0	0	азил
asymmetric	0	0	0	0	0	0	0	0	0	0	асиметричен
asymmetry	0	0	1	0	0	0	0	0	0	0	асиметрија
asymptotic	0	0	0	0	0	0	0	0	0	0	асимптотични
atelier	0	0	0	0	0	0	0	0	0	0	ателје
atheism	0	0	0	0	0	1	0	0	0	0	атеизмот
atheistic	0	0	0	0	0	0	0	0	0	0	атеистички
atherosclerosis	0	0	0	1	0	1	0	1	0	0	атеросклероза
athlete	0	0	0	0	0	0	1	0	0	0	атлетичар
athletic	0	0	0	0	0	0	1	0	0	0	атлетски
athleticism	0	0	0	0	0	0	0	0	0	0	атлетизам
athletics	0	0	0	0	0	0	0	0	0	0	атлетика
atlas	0	0	0	0	0	0	0	0	0	0	атлас
atmosphere	0	0	0	0	0	0	0	0	0	0	атмосфера
atmospheric	0	0	0	0	0	0	0	0	0	0	атмосферски
atoll	0	0	0	0	0	0	0	0	0	0	атол
atom	0	0	0	0	0	0	1	0	0	0	атом
atomic	0	0	0	0	0	0	0	0	0	0	атомски
atone	0	1	0	0	1	0	1	0	0	1	искупи
atonement	0	0	0	0	0	0	1	0	0	0	помирување
atrium	0	0	0	0	0	0	0	0	0	0	атриум
atrocious	1	0	1	0	0	1	0	0	0	0	ѕверски
atrocity	1	0	1	1	0	1	0	1	0	0	ѕверство
atrophy	0	0	1	1	0	1	0	1	0	0	атрофија
attach	0	0	0	0	0	0	0	0	0	0	прикачи
attachment	0	0	0	0	0	0	1	0	0	0	приврзаност
attack	1	0	0	1	0	1	0	0	0	0	напад
attacking	1	0	1	1	0	1	0	1	1	0	напаѓајќи
attain	0	0	0	0	0	0	0	0	0	0	постигне
attainable	0	1	0	0	0	0	1	0	0	0	остварлив
attainment	0	0	0	0	0	0	1	0	0	0	достигнување
attempt	0	1	0	0	0	0	0	0	0	0	обид
attendance	0	1	0	0	0	0	0	0	0	0	присуство
attendant	0	0	0	0	0	0	1	0	0	1	придружник
attention	0	0	0	0	0	0	1	0	0	0	внимание
attentive	0	0	0	0	0	0	1	0	0	1	внимателен
attenuate	0	0	0	0	0	0	0	0	0	0	ослабуваат
attenuated	0	0	0	0	0	1	0	0	0	0	атенуирани
attenuation	0	0	0	0	0	1	0	1	0	0	слабеење
attest	0	0	0	0	0	0	1	0	0	1	потврди
attestation	0	0	0	0	0	0	0	0	0	1	атестирање
attic	0	0	0	0	0	0	0	0	0	0	поткровје
attire	0	0	0	0	0	0	0	0	0	0	облека
attitude	0	0	0	0	0	0	0	0	0	0	став
attorney	1	0	0	1	0	0	1	0	0	1	адвокат
attraction	0	0	0	0	0	0	1	0	0	0	атракција
attractiveness	0	0	0	0	0	0	1	0	0	0	привлечност
attributable	0	0	0	0	0	0	0	0	0	0	се припишуваат
attribute	0	0	0	0	0	0	0	0	0	0	атрибут
attribution	0	0	0	0	0	0	0	0	0	0	припишување
attrition	0	0	0	0	0	0	0	0	0	0	трошење
auburn	0	0	0	0	0	0	0	0	0	0	костенлива
auction	0	1	0	0	0	0	0	0	0	0	аукција
auctioneer	0	0	0	0	0	0	0	0	0	0	аукционер
audacious	0	0	0	0	0	0	0	0	0	0	дрзок
audacity	0	0	0	0	0	1	0	0	0	0	дрскост
audible	0	0	0	0	0	0	0	0	0	0	звучен
audience	0	1	0	0	0	0	0	0	0	0	публика
audit	0	0	0	0	0	0	0	0	0	0	ревизија
audition	0	0	0	0	0	0	0	0	0	0	аудиција
auditor	0	0	0	1	0	0	0	0	0	1	ревизор
auditorium	0	0	0	0	0	0	0	0	0	0	аудиториум
auditory	0	0	0	0	0	0	0	0	0	0	аудитивни
aught	0	0	0	0	0	0	0	0	0	0	ништо
augment	0	0	0	0	0	0	1	0	0	0	зголемување
augmentation	0	0	0	0	0	0	0	0	0	0	зголемување
august	0	0	0	0	0	0	1	0	0	0	август
aunt	0	0	0	0	0	0	1	0	0	1	тетка
aura	0	0	0	0	0	0	1	0	0	0	аура
aurora	0	0	0	0	0	0	0	0	0	0	поларната светлина
auspices	0	0	0	0	0	0	0	0	0	0	покровителство
auspicious	0	1	0	0	1	0	1	0	0	0	поволна
austere	0	0	0	1	0	1	0	1	0	0	строг
austerity	0	0	0	0	0	1	0	0	0	0	штедење
authentic	0	0	0	0	1	0	1	0	0	1	автентични
authenticate	0	0	0	0	0	0	0	0	0	1	автентицираат
authentication	0	0	0	0	0	0	0	0	0	1	автентикација
authenticity	0	0	0	0	0	0	1	0	0	1	автентичноста
author	0	0	0	0	0	0	1	0	0	1	автор
authoritative	0	0	0	0	0	0	1	0	0	1	авторитетен
authority	0	0	0	0	0	0	1	0	0	1	авторитет
authorization	0	0	0	0	0	0	1	0	0	1	овластување
authorize	0	0	0	0	0	0	0	0	0	1	овластат
authorized	0	0	0	0	0	0	1	0	0	0	овластени
authorship	0	0	0	0	0	0	0	0	0	0	авторство
auto	0	0	0	0	0	0	0	0	0	0	автоматско
autobiography	0	0	0	0	0	0	0	0	0	0	автобиографија
autocratic	0	0	0	0	0	1	0	0	0	0	автократски
autograph	0	0	0	0	0	0	0	0	0	0	автограм
automatic	0	0	0	0	0	0	0	0	0	1	автоматски
automobile	0	0	0	0	0	0	0	0	0	0	автомобилски
autonomy	0	0	0	0	0	0	0	0	0	0	автономија
autopsy	0	0	1	1	0	1	0	1	0	0	обдукција
autumn	0	0	0	0	0	0	0	0	0	0	есен
auxiliary	0	0	0	0	0	0	0	0	0	0	помошен
avail	0	0	0	0	0	0	0	0	0	0	искористат
avalanche	0	0	0	1	0	1	0	1	1	0	лавина
avarice	1	0	1	0	0	1	0	0	0	0	среброљубие
avatar	0	0	0	0	0	0	1	0	0	0	аватар
avenger	1	0	0	0	0	1	0	0	0	0	одмаздник
avenue	0	0	0	0	0	0	0	0	0	0	авенија
aver	0	0	0	0	0	0	0	0	0	0	авер
average	0	0	0	0	0	0	0	0	0	0	просек
averse	1	0	1	1	0	1	0	0	0	0	аверс
aversion	1	0	1	1	0	1	0	0	0	0	аверзија
avert	0	0	0	0	0	0	0	0	0	0	одбрани
aviary	0	0	0	0	0	0	0	0	0	0	птичарникот
aviation	0	0	0	0	0	0	0	0	0	0	авијација
aviator	0	0	0	0	0	0	0	0	0	0	авијатичар
avid	0	0	0	0	0	0	0	0	0	0	страствен
avocado	0	0	0	0	0	0	0	0	0	0	авокадо
avoid	0	0	0	1	0	1	0	0	0	0	избегнувајте
avoidance	0	0	0	1	0	1	0	0	0	0	избегнување
avoiding	0	0	0	1	0	0	0	0	0	0	избегнувајќи
await	0	1	0	0	0	0	0	0	0	0	чекаат
awake	0	0	0	0	0	0	0	0	0	0	буден
awaken	0	0	0	0	0	0	0	0	0	0	разбуди
award	0	1	0	0	1	0	1	0	1	1	награда
awe	0	0	0	0	0	0	0	0	0	0	стравопочит
awful	1	0	1	1	0	1	0	1	0	0	Ужасно
awkwardness	0	0	1	0	0	1	0	0	0	0	незгодност
awning	0	0	0	0	0	0	0	0	0	0	тенда
awry	0	0	0	0	0	1	0	0	0	0	криво
