English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Indonesian Word
amplify	0	0	0	0	0	0	0	0	0	0	memperkuat
amplitude	0	0	0	0	0	0	0	0	0	0	amplitudo
amply	0	0	0	0	0	0	0	0	0	0	cukup
amputation	0	0	0	0	0	0	0	0	0	0	amputasi
amulet	0	0	0	0	0	0	0	0	0	0	jimat
amuse	0	0	0	0	1	0	1	0	0	0	menghibur
amused	0	0	0	0	1	0	1	0	0	0	terhibur
amusement	0	0	0	0	1	0	1	0	0	0	hiburan
amusing	0	0	0	0	1	0	1	0	0	0	menyenangkan
ana	0	0	0	0	0	0	0	0	0	0	ana
anaconda	0	0	1	1	0	1	0	0	0	0	anakonda
anaesthesia	0	0	0	0	0	0	0	0	0	0	anestesi
anaesthetic	0	0	0	0	0	0	0	0	0	0	obat bius
anal	0	0	0	0	0	1	0	0	0	0	anal
analgesic	0	0	0	0	0	0	0	0	0	0	analgesik
analogous	0	0	0	0	0	0	0	0	0	0	sejalan
analogue	0	0	0	0	0	0	0	0	0	0	analog
analogy	0	0	0	0	0	0	0	0	0	0	analogi
analysis	0	0	0	0	0	0	0	0	0	0	analisis
analyst	0	1	0	0	0	0	1	0	0	1	analis
analytic	0	0	0	0	0	0	0	0	0	0	analitik
analyze	0	0	0	0	0	0	0	0	0	0	menganalisa
analyzer	0	0	0	0	0	0	0	0	0	0	penganalisa
anarchism	1	0	0	1	0	1	0	0	0	0	anarkisme
anarchist	1	0	0	1	0	1	0	0	0	0	anarkis
anarchy	1	0	0	1	0	1	0	0	0	0	anarki
anastomosis	0	0	0	0	0	0	0	0	0	0	anastomosis
anathema	1	0	1	1	0	1	0	1	0	0	laknat
anatomic	0	0	0	0	0	0	0	0	0	0	anatomis
anatomy	0	0	0	0	0	0	0	0	0	0	ilmu urai
ancestor	0	0	0	0	0	0	0	0	0	0	leluhur
ancestral	0	0	0	0	0	0	0	0	0	1	leluhur
ancestry	0	0	0	0	0	0	0	0	0	0	keturunan
anchor	0	0	0	0	0	0	1	0	0	0	jangkar
anchorage	0	0	0	0	0	0	1	1	0	0	pelabuhan
ancient	0	0	0	0	0	1	0	0	0	0	kuno
ancillary	0	0	0	0	0	0	0	0	0	0	tambahan
androgen	0	0	0	0	0	0	0	0	0	0	androgen
anemone	0	0	0	0	0	0	0	0	0	0	anemon
anew	0	0	0	0	0	0	0	0	0	0	lagi
angel	0	1	0	0	1	0	1	0	1	1	malaikat
angelic	0	0	0	0	1	0	1	0	0	1	seperti malaikat
anger	1	0	0	0	0	1	0	0	0	0	amarah
angina	0	0	0	1	0	1	0	0	0	0	angina
angiography	0	0	0	0	0	0	0	0	0	0	angiografi
angle	0	0	0	0	0	0	0	0	0	0	sudut
angling	0	1	0	0	0	1	0	0	0	0	memancing
angry	1	0	1	0	0	1	0	0	0	0	marah
anguish	1	0	0	1	0	1	0	1	0	0	derita
angular	0	0	0	0	0	0	0	0	0	0	bersudut
anhydrous	0	0	0	0	0	0	0	0	0	0	anhidrat
animal	0	0	0	0	0	0	0	0	0	0	satwa
animate	0	0	0	0	0	0	1	0	0	0	menghidupkan
animated	0	0	0	0	1	0	1	0	0	0	animasi
animation	0	0	0	0	0	0	0	0	0	0	animasi
animosity	1	0	1	1	0	1	0	1	0	0	kebencian
animus	1	0	0	0	0	1	0	0	0	0	kebencian
ankle	0	0	0	0	0	0	0	0	0	0	pergelangan kaki
annals	0	0	0	0	0	0	0	0	0	0	sejarah
annex	0	0	0	0	0	0	0	0	0	0	mencaplok
annexation	0	0	0	0	0	0	0	0	0	0	aneksasi
annexe	0	0	0	0	0	0	0	0	0	0	pavilyun
annihilate	1	0	0	1	0	1	0	0	0	0	membinasakan
annihilated	1	0	0	1	0	1	0	1	0	0	musnah
annihilation	1	0	0	1	0	1	0	1	0	0	penghancuran
annotate	0	0	0	0	0	0	0	0	0	0	membubuhi keterangan
annotation	0	0	0	0	0	0	0	0	0	0	anotasi
announce	0	0	0	0	0	0	0	0	0	0	mengumumkan
announcement	0	1	0	0	0	0	0	0	0	0	pengumuman
annoy	1	0	1	0	0	1	0	0	0	0	mengganggu
annoyance	1	0	1	0	0	1	0	0	0	0	gangguan
annoying	1	0	0	0	0	1	0	0	0	0	mengganggu
annuity	0	0	0	0	0	0	0	0	0	0	anuitas
annul	0	0	0	0	0	1	0	0	0	0	membatalkan
annular	0	0	0	0	0	0	0	0	0	0	berbentuk lingkaran
annulment	0	0	0	0	0	1	0	1	0	0	pembatalan
annulus	0	0	0	0	0	0	0	0	0	0	anulus
anointing	0	0	0	0	0	0	0	0	0	0	urapan
anomalous	0	0	0	0	0	0	0	0	0	0	ganjil
anomaly	0	0	0	1	0	1	0	0	1	0	anomali
anon	0	0	0	0	0	0	0	0	0	0	segera
anonymous	0	0	0	0	0	1	0	0	0	0	anonim
answer	0	0	0	0	0	0	0	0	0	0	menjawab
answerable	0	0	0	0	0	0	0	0	0	1	jawab
answering	0	0	0	0	0	0	0	0	0	0	menjawab
ant	0	0	0	0	0	0	0	0	0	0	semut
antagonism	1	0	0	0	0	1	0	0	0	0	antagonisme
antagonist	1	0	0	0	0	1	0	0	0	0	antagonis
antagonistic	1	0	1	0	0	1	0	0	0	0	bermusuhan
ante	0	0	0	0	0	0	0	0	0	0	sokongan
antecedent	0	0	0	0	0	0	0	0	0	0	mendahului
antelope	0	0	0	0	0	0	0	0	0	0	kijang
antenna	0	0	0	0	0	0	0	0	0	0	antena
anterior	0	0	0	0	0	0	0	0	0	0	depan
anthem	0	0	0	0	0	0	0	0	0	0	lagu kebangsaan
anthology	0	0	0	0	0	0	0	0	0	0	antologi
anthrax	0	0	1	1	0	1	0	1	0	0	antraks
anthropology	0	0	0	0	0	0	0	0	0	0	antropologi
antibiotic	0	0	0	0	0	0	0	0	0	0	antibiotika
antibiotics	0	0	0	0	0	0	1	0	0	0	antibiotik
antichrist	1	0	1	1	0	1	0	0	0	0	antikristus
anticipation	0	1	0	0	0	0	0	0	0	0	antisipasi
anticipatory	0	1	0	0	0	0	0	0	0	0	antisipatif
antidote	0	1	0	0	0	0	1	0	0	1	penangkal
antifungal	0	0	0	0	0	0	1	0	0	1	antijamur
antimony	0	0	0	0	0	0	0	0	0	0	antimon
antipathy	1	0	1	0	0	1	0	0	0	0	antipati
antiquarian	0	0	0	0	0	0	0	0	0	0	barang antik
antiquated	0	0	0	0	0	1	0	0	0	0	kuno
antique	0	0	0	0	0	0	1	0	0	0	antik
antiquity	0	0	0	0	0	0	0	0	0	0	jaman dahulu
antiseptic	0	0	0	0	0	0	1	0	0	1	antiseptik
antisocial	1	0	1	1	0	1	0	1	0	0	antisosial
antithesis	1	0	0	0	0	1	0	0	0	0	antitesis
antithetical	0	0	0	0	0	0	0	0	0	0	berlawanan
antiviral	0	0	0	0	0	0	0	0	0	0	antivirus
antler	0	0	0	0	0	0	0	0	0	0	tanduk
anvil	0	0	0	0	0	0	0	0	0	0	landasan
anxiety	1	1	0	1	0	1	0	1	0	0	kecemasan
anxious	0	1	0	1	0	1	0	0	0	0	cemas
aorta	0	0	0	0	0	0	0	0	0	0	aorta
apace	0	0	0	0	0	0	0	0	0	0	cepat
apache	0	0	0	1	0	1	0	0	0	0	apache
apartment	0	0	0	0	0	0	0	0	0	0	Apartemen
apathetic	0	0	0	0	0	1	0	1	0	0	apatis
apathy	0	0	0	0	0	1	0	1	0	0	apati
ape	0	0	0	0	0	0	0	0	0	0	kera
aperture	0	0	0	0	0	0	0	0	0	0	bukaan
apex	0	0	0	0	0	0	0	0	0	0	puncak
aphid	0	0	1	0	0	1	0	0	0	0	kutu
apiece	0	0	0	0	0	0	0	0	0	0	masing-masing
aplomb	0	0	0	0	0	0	1	0	0	0	percaya diri
apocalyptic	0	0	0	0	0	0	0	0	0	0	apokaliptik
apologetic	0	0	0	0	0	0	1	0	0	1	minta maaf
apologist	0	0	0	0	0	0	0	0	0	0	pembela
apologize	0	0	0	0	0	0	1	1	0	1	meminta maaf
apology	0	0	0	0	0	0	1	0	0	0	permintaan maaf
apostasy	0	0	0	0	0	0	0	0	0	0	kemurtadan
apostate	0	0	0	0	0	0	0	0	0	0	murtad
apostle	0	0	0	0	0	0	1	0	0	1	rasul
apostolic	0	0	0	0	0	0	0	0	0	1	apostolik
apostrophe	0	0	0	0	0	0	0	0	0	0	apostrof
appalling	0	0	1	1	0	1	0	0	0	0	mengerikan
apparatus	0	0	0	0	0	0	0	0	0	0	aparat
apparel	0	0	0	0	0	0	0	0	0	0	pakaian
apparently	0	0	0	0	0	0	0	0	0	0	tampaknya
apparition	0	0	0	1	0	0	0	0	1	0	penampakan
appeal	0	1	0	0	0	0	0	0	0	0	menarik
appearance	0	0	0	0	0	0	0	0	0	0	penampilan
appease	0	0	0	0	0	0	0	0	0	0	menenangkan
appellant	0	0	0	0	0	0	0	0	0	0	pemohon banding
append	0	0	0	0	0	0	0	0	0	0	menambahkan
appendage	0	0	0	0	0	0	0	0	0	0	tambahan
appendicitis	0	0	0	1	0	1	0	1	0	0	radang usus buntu
appendix	0	0	0	0	0	0	0	0	0	0	lampiran
appetite	0	0	0	0	0	0	0	0	0	0	nafsu makan
appetizer	0	0	0	0	0	0	0	0	0	0	hidangan pembuka
applause	0	0	0	0	1	0	1	0	1	1	tepuk tangan
apple	0	0	0	0	0	0	0	0	0	0	apel
appliance	0	0	0	0	0	0	0	0	0	0	alat
appliances	0	0	0	0	0	0	0	0	0	0	peralatan
applicability	0	0	0	0	0	0	0	0	0	0	penerapan
applicable	0	0	0	0	0	0	0	0	0	0	berlaku
applicant	0	1	0	0	0	0	0	0	0	0	pemohon
application	0	0	0	0	0	0	0	0	0	0	aplikasi
apply	0	0	0	0	0	0	0	0	0	0	berlaku
appoint	0	0	0	0	0	0	0	0	0	0	menunjuk
appointment	0	0	0	0	0	0	0	0	0	0	janji temu
appointments	0	0	0	0	0	0	0	0	0	0	janji temu
apportion	0	0	0	0	0	0	0	0	0	0	membagikan
apportionment	0	0	0	0	0	0	0	0	0	0	pembagian
appraise	0	0	0	0	0	0	0	0	0	0	menilai
appreciable	0	0	0	0	0	0	0	0	0	0	cukup besar
appreciation	0	0	0	0	1	0	1	0	0	1	apresiasi
apprehend	0	0	0	1	0	0	0	0	0	0	menangkap
apprehension	0	0	0	1	0	1	0	0	0	0	penangkapan
apprehensive	0	1	0	1	0	1	0	0	0	0	gelisah
apprentice	0	0	0	0	0	0	0	0	0	1	anak magang
apprenticeship	0	0	0	0	0	0	0	0	0	0	magang
approach	0	0	0	0	0	0	0	0	0	0	mendekati
approaching	0	1	0	0	0	0	0	0	0	0	mendekati
approbation	0	0	0	0	0	0	1	0	0	1	persetujuan
appropriation	0	0	0	0	0	1	0	0	0	0	pemberian
approval	0	0	0	0	0	0	1	0	0	0	persetujuan
approve	0	0	0	0	1	0	1	0	0	1	menyetujui
approving	0	0	0	0	0	0	1	0	0	0	menyetujui
approximate	0	0	0	0	0	0	0	0	0	0	perkiraan
approximately	0	0	0	0	0	0	0	0	0	0	sekitar
approximating	0	0	0	0	0	0	0	0	0	0	mendekati
approximation	0	0	0	0	0	0	0	0	0	0	perkiraan
appurtenances	0	0	0	0	0	0	0	0	0	0	perlengkapan
apron	0	0	0	0	0	0	0	0	0	0	celemek
apt	0	0	0	0	0	0	1	0	0	0	tepat
aptitude	0	0	0	0	0	0	1	0	0	0	bakat
aqua	0	0	0	0	0	0	0	0	0	0	air
aquamarine	0	0	0	0	0	0	0	0	0	0	aquamarine
aquarium	0	0	0	0	0	0	0	0	0	0	akuarium
aquatic	0	0	0	0	0	0	0	0	0	0	akuatik
aqueduct	0	0	0	0	0	0	0	0	0	0	terowongan air
aqueous	0	0	0	0	0	0	0	0	0	0	encer
arable	0	0	0	0	0	0	0	0	0	0	subur
arbiter	0	0	0	0	0	0	0	0	0	1	wasit
arbitrate	0	0	0	0	0	0	0	0	0	0	melerai
arbitration	0	1	0	0	0	0	0	0	0	0	arbitrasi
arbitrator	0	0	0	0	0	0	0	0	0	1	wasit
arbor	0	0	0	0	0	0	0	0	0	0	punjung
arc	0	0	0	0	0	0	0	0	0	0	busur
arcade	0	0	0	0	0	0	0	0	0	0	arcade
arch	0	0	0	0	0	0	0	0	0	0	lengkungan
archaeological	0	0	0	0	0	0	0	0	0	0	arkeologi
archaeologist	0	0	0	0	0	0	0	0	0	0	arkeolog
archaeology	0	1	0	0	0	0	1	0	0	0	arkeologi
archaic	0	0	0	0	0	1	0	0	0	0	kuno
archbishop	0	0	0	0	0	0	0	0	0	0	uskup agung
arched	0	0	0	0	0	0	0	0	0	0	melengkung
archer	0	0	0	0	0	0	0	0	0	0	pemanah
archery	0	0	0	0	0	0	0	0	0	0	panahan
archetype	0	0	0	0	0	0	0	0	0	0	pola dasar
archipelago	0	0	0	0	0	0	0	0	0	0	kepulauan
architect	0	0	0	0	0	0	0	0	0	0	arsitek
architecture	0	0	0	0	0	0	0	0	0	1	Arsitektur
archive	0	0	0	0	0	0	0	0	0	0	arsip
arctic	0	0	0	0	0	0	0	0	0	0	arktik
ardent	0	1	0	0	1	0	1	0	0	0	bersemangat
ardor	0	0	0	0	0	0	1	0	0	0	semangat
arduous	0	0	0	0	0	1	0	0	0	0	sulit
area	0	0	0	0	0	0	0	0	0	0	daerah
arena	0	0	0	0	0	0	0	0	0	0	arena
areola	0	0	0	0	0	0	0	0	0	0	areola
argent	0	0	0	0	0	0	0	0	0	0	perak
argue	1	0	0	0	0	1	0	0	0	0	membantah
argument	1	0	0	0	0	1	0	0	0	0	argumen
argumentation	1	0	0	0	0	0	0	0	0	0	argumentasi
argumentative	0	0	0	0	0	1	0	0	0	0	argumentatif
arguments	1	0	0	0	0	0	0	0	0	0	argumen
arid	0	0	0	0	0	1	0	1	0	0	kering
aristocracy	0	0	0	0	0	0	1	0	0	0	aristokrasi
aristocrat	0	0	0	0	0	0	0	0	0	0	aristokrat
aristocratic	0	0	0	0	0	0	1	0	0	0	bangsawan
arithmetic	0	0	0	0	0	0	0	0	0	0	hitung
ark	0	0	0	0	0	0	0	0	0	0	tabut
arm	0	0	0	0	0	0	0	0	0	0	lengan
armada	0	0	0	0	0	0	0	0	0	0	armada
armament	1	0	0	1	0	0	0	0	0	0	persenjataan
armaments	0	0	0	1	0	1	0	0	0	0	persenjataan
armature	0	0	0	0	0	0	0	0	0	0	angker
armed	1	0	0	1	0	1	1	0	0	0	bersenjata
armor	0	0	0	1	0	0	1	0	0	1	baju zirah
armored	0	0	0	1	0	0	0	0	0	0	lapis baja
armory	0	0	0	0	0	0	0	0	0	1	gudang senjata
arms	0	0	0	0	0	0	0	0	0	0	lengan
army	0	0	0	0	0	0	0	0	0	0	tentara
aroma	0	0	0	0	0	0	1	0	0	0	aroma
arousal	0	0	0	0	0	0	0	0	0	0	gairah
arouse	0	1	0	0	0	0	1	0	0	0	membangkitkan
arraignment	1	0	0	1	0	1	0	1	0	0	dakwaan
arrange	0	0	0	0	0	0	0	0	0	0	mengatur
arranged	0	0	0	0	0	0	0	0	0	0	diatur
arrangement	0	0	0	0	0	0	0	0	0	0	pengaturan
array	0	0	0	0	0	0	1	0	0	0	Himpunan
arrears	0	0	0	0	0	1	0	0	0	0	tunggakan
arrest	0	0	0	0	0	1	0	0	0	0	menangkap
arrival	0	1	0	0	0	0	0	0	0	0	kedatangan
arrive	0	1	0	0	0	0	0	0	0	0	tiba
arrogance	0	0	0	0	0	1	0	0	0	0	kesombongan
arrogant	1	0	1	0	0	1	0	0	0	0	arogan
arrow	0	0	0	0	0	0	0	0	0	0	anak panah
arsenal	0	0	0	0	0	0	0	0	0	0	gudang senjata
arsenic	0	0	1	1	0	1	0	1	0	0	arsenik
arson	1	0	0	1	0	1	0	0	0	0	pembakaran
art	0	1	0	0	1	0	1	1	1	0	seni
artery	0	0	0	0	0	0	0	0	0	0	pembuluh darah
artful	0	0	0	0	0	0	0	0	0	0	licik
arthropod	0	0	0	0	0	0	0	0	0	0	artropoda
artichoke	0	0	0	0	0	0	0	0	0	0	artichoke
article	0	0	0	0	0	0	0	0	0	0	artikel
articles	0	0	0	0	0	0	0	0	0	0	artikel
articulate	0	0	0	0	0	0	1	0	0	0	pandai berbicara
articulation	0	0	0	0	0	0	1	0	0	0	artikulasi
artifice	0	0	0	0	0	0	0	0	0	0	kecerdasan
artillery	0	0	0	1	0	1	0	0	0	0	artileri
artisan	0	0	0	0	0	0	1	0	0	0	tukang
artist	0	0	0	0	0	0	0	0	0	0	artis
artiste	0	0	0	0	0	0	1	0	0	0	artis
artistic	0	0	0	0	0	0	1	0	0	0	artistik
artists	0	0	0	0	0	0	0	0	0	0	artis
ascend	0	0	0	0	0	0	0	0	0	0	naik
ascendancy	0	0	0	0	0	0	1	0	0	0	kekuasaan
ascension	0	0	0	0	0	0	0	0	0	0	kenaikan
ascent	0	0	0	0	0	0	1	0	0	0	pendakian
ascertain	0	0	0	0	0	0	0	0	0	0	memastikan
ascertained	0	0	0	0	0	0	0	0	0	0	dipastikan
ascetic	0	0	0	0	0	0	0	0	0	0	pertapa
ash	0	0	0	0	0	1	0	0	0	0	Abu
ashamed	0	0	1	0	0	1	0	1	0	0	malu
ashes	0	0	0	0	0	1	0	1	0	0	abu
asleep	0	0	0	0	0	0	0	0	0	0	tertidur
asp	0	0	0	1	0	0	0	0	0	0	asp
aspartame	0	0	0	0	0	0	0	0	0	0	aspartam
aspect	0	0	0	0	0	0	0	0	0	0	aspek
aspects	0	0	0	0	0	0	0	0	0	0	aspek
asphalt	0	0	0	0	0	0	0	0	0	0	aspal
aspiration	0	1	0	0	1	0	1	0	1	1	aspirasi
aspire	0	1	0	0	1	0	1	0	0	0	bercita-cita
aspiring	0	1	0	0	1	0	1	0	0	1	bercita-cita
ass	0	0	0	0	0	1	0	0	0	0	pantat
assail	1	0	0	1	0	1	0	0	1	0	menyerang
assailant	1	0	0	1	0	1	0	1	0	0	penyerang
assassin	1	0	0	1	0	1	0	1	0	0	pembunuh
assassinate	1	0	0	1	0	1	0	0	0	0	membunuh
assassination	1	0	0	1	0	1	0	1	0	0	pembunuhan
assault	1	0	0	1	0	1	0	0	0	0	serangan
assay	0	0	0	0	0	0	0	0	0	0	pengujian kadar logam
assemblage	0	0	0	0	0	0	0	0	0	0	himpunan
assemble	0	0	0	0	0	0	0	0	0	0	berkumpul
assembled	0	0	0	0	0	0	0	0	0	0	berkumpul
assembly	0	0	0	0	0	0	1	0	0	1	perakitan
assent	0	0	0	0	0	0	1	0	0	0	persetujuan
assert	0	0	0	0	0	0	0	0	0	0	menegaskan
asserting	0	0	0	0	0	0	1	0	0	1	menegaskan
assertion	0	0	0	0	0	0	0	0	0	0	tuntutan
assess	0	0	0	0	0	0	0	0	0	0	menilai
assessment	0	0	0	0	0	0	0	0	1	1	penilaian
assessor	0	0	0	0	0	0	0	0	0	1	penilai
assets	0	0	0	0	0	0	1	0	0	0	aktiva
asshole	1	0	1	0	0	1	0	0	0	0	bajingan
assign	0	0	0	0	0	0	0	0	0	0	menetapkan
assignee	0	0	0	0	0	0	0	0	0	1	penerima tugas
assignment	0	0	0	0	0	0	0	0	0	0	penugasan
assimilate	0	0	0	0	0	0	0	0	0	0	mengasimilasi
assimilation	0	0	0	0	0	0	0	0	0	0	asimilasi
assist	0	0	0	0	0	0	1	0	0	1	membantu
assistance	0	0	0	0	0	0	1	0	0	0	pendampingan
assistant	0	0	0	0	0	0	0	0	0	0	asisten
associate	0	0	0	0	0	0	1	0	0	1	rekan
association	0	0	0	0	0	0	0	0	0	1	asosiasi
assorted	0	0	0	0	0	0	0	0	0	0	berbagai macam
assortment	0	0	0	0	0	0	0	0	0	0	bermacam-macam
assuage	0	0	0	0	0	0	1	0	0	0	meredakan
assumed	0	0	0	0	0	0	0	0	0	0	diasumsikan
assuming	0	0	0	0	0	0	0	0	0	0	asumsi
assumption	0	0	0	0	0	0	0	0	0	0	anggapan
assurance	0	0	0	0	0	0	1	0	0	1	jaminan
assure	0	0	0	0	0	0	0	0	0	1	memastikan
assured	0	0	0	0	0	0	1	0	0	1	terjamin
assuredly	0	0	0	0	0	0	0	0	0	1	pasti
asterisk	0	0	0	0	0	0	0	0	0	0	asterisk
asteroids	0	0	0	0	0	0	0	0	0	0	asteroid
astigmatism	0	0	0	0	0	0	0	0	0	0	astigmatisme
astonishingly	0	0	0	0	0	0	1	0	1	0	secara mengejutkan
astonishment	0	0	0	0	1	0	1	0	1	0	heran
astral	0	0	0	0	0	0	0	0	0	0	astral
astray	0	0	0	1	0	1	0	0	0	0	sesat
astringent	0	0	0	0	0	1	0	0	0	0	zat
astrologer	0	1	0	0	0	0	1	0	0	0	ahli nujum
astrology	0	0	0	0	0	0	0	0	0	0	perbintangan
astronaut	0	0	0	0	0	0	1	0	0	0	astronaut
astronomer	0	1	0	0	0	0	1	0	0	0	ahli astronomi
astronomy	0	0	0	0	0	0	0	0	0	0	astronomi
astute	0	0	0	0	0	0	1	0	0	0	cerdik
asunder	0	0	0	0	0	0	0	0	0	0	terbelah
asylum	0	0	0	1	0	1	0	0	0	0	suaka
asymmetric	0	0	0	0	0	0	0	0	0	0	asimetris
asymmetry	0	0	1	0	0	0	0	0	0	0	asimetri
asymptotic	0	0	0	0	0	0	0	0	0	0	asimtotik
atelier	0	0	0	0	0	0	0	0	0	0	studio
atheism	0	0	0	0	0	1	0	0	0	0	ateisme
atheistic	0	0	0	0	0	0	0	0	0	0	ateis
atherosclerosis	0	0	0	1	0	1	0	1	0	0	aterosklerosis
athlete	0	0	0	0	0	0	1	0	0	0	atlet
athletic	0	0	0	0	0	0	1	0	0	0	atletis
athleticism	0	0	0	0	0	0	0	0	0	0	atletis
athletics	0	0	0	0	0	0	0	0	0	0	atletik
atlas	0	0	0	0	0	0	0	0	0	0	atlas
atmosphere	0	0	0	0	0	0	0	0	0	0	suasana
atmospheric	0	0	0	0	0	0	0	0	0	0	atmosfer
atoll	0	0	0	0	0	0	0	0	0	0	atol
atom	0	0	0	0	0	0	1	0	0	0	atom
atomic	0	0	0	0	0	0	0	0	0	0	atom
atone	0	1	0	0	1	0	1	0	0	1	menebus
atonement	0	0	0	0	0	0	1	0	0	0	penebusan dosa
atrium	0	0	0	0	0	0	0	0	0	0	atrium
atrocious	1	0	1	0	0	1	0	0	0	0	mengerikan
atrocity	1	0	1	1	0	1	0	1	0	0	kekejaman
atrophy	0	0	1	1	0	1	0	1	0	0	atrophia
attach	0	0	0	0	0	0	0	0	0	0	menempel
attachment	0	0	0	0	0	0	1	0	0	0	lampiran
attack	1	0	0	1	0	1	0	0	0	0	menyerang
attacking	1	0	1	1	0	1	0	1	1	0	menyerang
attain	0	0	0	0	0	0	0	0	0	0	mencapai
attainable	0	1	0	0	0	0	1	0	0	0	dapat dicapai
attainment	0	0	0	0	0	0	1	0	0	0	pencapaian
attempt	0	1	0	0	0	0	0	0	0	0	percobaan
attendance	0	1	0	0	0	0	0	0	0	0	kehadiran
attendant	0	0	0	0	0	0	1	0	0	1	pembantu
attention	0	0	0	0	0	0	1	0	0	0	perhatian
attentive	0	0	0	0	0	0	1	0	0	1	penuh perhatian
attenuate	0	0	0	0	0	0	0	0	0	0	melemahkan
attenuated	0	0	0	0	0	1	0	0	0	0	dilemahkan
attenuation	0	0	0	0	0	1	0	1	0	0	redaman
attest	0	0	0	0	0	0	1	0	0	1	membuktikan
attestation	0	0	0	0	0	0	0	0	0	1	pengesahan
attic	0	0	0	0	0	0	0	0	0	0	loteng
attire	0	0	0	0	0	0	0	0	0	0	pakaian
attitude	0	0	0	0	0	0	0	0	0	0	sikap
attorney	1	0	0	1	0	0	1	0	0	1	pengacara
attraction	0	0	0	0	0	0	1	0	0	0	daya tarik
attractiveness	0	0	0	0	0	0	1	0	0	0	daya tarik
attributable	0	0	0	0	0	0	0	0	0	0	disebabkan
attribute	0	0	0	0	0	0	0	0	0	0	atribut
attribution	0	0	0	0	0	0	0	0	0	0	atribusi
attrition	0	0	0	0	0	0	0	0	0	0	erosi
auburn	0	0	0	0	0	0	0	0	0	0	pirang
auction	0	1	0	0	0	0	0	0	0	0	lelang
auctioneer	0	0	0	0	0	0	0	0	0	0	juru lelang
audacious	0	0	0	0	0	0	0	0	0	0	berani
audacity	0	0	0	0	0	1	0	0	0	0	kenekatan
audible	0	0	0	0	0	0	0	0	0	0	terdengar
audience	0	1	0	0	0	0	0	0	0	0	hadirin
audit	0	0	0	0	0	0	0	0	0	0	audit
audition	0	0	0	0	0	0	0	0	0	0	audisi
auditor	0	0	0	1	0	0	0	0	0	1	auditor
auditorium	0	0	0	0	0	0	0	0	0	0	auditorium
auditory	0	0	0	0	0	0	0	0	0	0	pendengaran
aught	0	0	0	0	0	0	0	0	0	0	apa pun
augment	0	0	0	0	0	0	1	0	0	0	menambah
augmentation	0	0	0	0	0	0	0	0	0	0	augmentasi
august	0	0	0	0	0	0	1	0	0	0	Agustus
aunt	0	0	0	0	0	0	1	0	0	1	tante
aura	0	0	0	0	0	0	1	0	0	0	aura
aurora	0	0	0	0	0	0	0	0	0	0	aurora
auspices	0	0	0	0	0	0	0	0	0	0	bantuan
auspicious	0	1	0	0	1	0	1	0	0	0	menguntungkan
austere	0	0	0	1	0	1	0	1	0	0	keras
austerity	0	0	0	0	0	1	0	0	0	0	penghematan
authentic	0	0	0	0	1	0	1	0	0	1	autentik
authenticate	0	0	0	0	0	0	0	0	0	1	mengautentikasi
authentication	0	0	0	0	0	0	0	0	0	1	autentikasi
authenticity	0	0	0	0	0	0	1	0	0	1	keaslian
author	0	0	0	0	0	0	1	0	0	1	pengarang
authoritative	0	0	0	0	0	0	1	0	0	1	berwibawa
authority	0	0	0	0	0	0	1	0	0	1	otoritas
authorization	0	0	0	0	0	0	1	0	0	1	otorisasi
authorize	0	0	0	0	0	0	0	0	0	1	mengizinkan
authorized	0	0	0	0	0	0	1	0	0	0	resmi
authorship	0	0	0	0	0	0	0	0	0	0	kepengarangan
auto	0	0	0	0	0	0	0	0	0	0	mobil
autobiography	0	0	0	0	0	0	0	0	0	0	autobiografi
autocratic	0	0	0	0	0	1	0	0	0	0	otokratis
autograph	0	0	0	0	0	0	0	0	0	0	tanda tangan
automatic	0	0	0	0	0	0	0	0	0	1	otomatis
automobile	0	0	0	0	0	0	0	0	0	0	mobil
autonomy	0	0	0	0	0	0	0	0	0	0	otonomi
autopsy	0	0	1	1	0	1	0	1	0	0	autopsi
autumn	0	0	0	0	0	0	0	0	0	0	musim gugur
auxiliary	0	0	0	0	0	0	0	0	0	0	bantu
avail	0	0	0	0	0	0	0	0	0	0	faedah
avalanche	0	0	0	1	0	1	0	1	1	0	salju longsor
avarice	1	0	1	0	0	1	0	0	0	0	ketamakan
avatar	0	0	0	0	0	0	1	0	0	0	avatar
avenger	1	0	0	0	0	1	0	0	0	0	pembalas
avenue	0	0	0	0	0	0	0	0	0	0	jalan
aver	0	0	0	0	0	0	0	0	0	0	menegaskan
average	0	0	0	0	0	0	0	0	0	0	rata-rata
averse	1	0	1	1	0	1	0	0	0	0	enggan
aversion	1	0	1	1	0	1	0	0	0	0	keengganan
avert	0	0	0	0	0	0	0	0	0	0	mencegah
aviary	0	0	0	0	0	0	0	0	0	0	kandang burung
aviation	0	0	0	0	0	0	0	0	0	0	penerbangan
aviator	0	0	0	0	0	0	0	0	0	0	penerbang
avid	0	0	0	0	0	0	0	0	0	0	keranjingan
avocado	0	0	0	0	0	0	0	0	0	0	alpukat
avoid	0	0	0	1	0	1	0	0	0	0	menghindari
avoidance	0	0	0	1	0	1	0	0	0	0	penghindaran
avoiding	0	0	0	1	0	0	0	0	0	0	menghindari
await	0	1	0	0	0	0	0	0	0	0	menunggu
awake	0	0	0	0	0	0	0	0	0	0	bangun
