English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Nepali Word
ambulance	0	0	0	1	0	0	0	0	0	1	यम्बुलेन्स
ambush	1	0	0	1	0	1	0	0	1	0	एम्बुस
ameliorate	0	0	0	0	0	0	1	0	0	0	सुधार गर्ने
amen	0	0	0	0	1	0	1	0	0	1	आमेन
amenable	0	0	0	0	0	0	1	0	0	0	अनुकुल
amend	0	0	0	0	0	0	1	0	0	0	परिमार्जन
amendment	0	0	0	0	0	0	0	0	0	0	संशोधन
amends	0	0	0	0	0	0	1	0	0	0	परिमार्जन गर्दछ
amenity	0	0	0	0	0	0	1	0	0	0	सुविधा
amethyst	0	0	0	0	0	0	0	0	0	0	नीलम
amiable	0	0	0	0	0	0	1	0	0	0	मिलनसार
amicable	0	0	0	0	1	0	1	0	0	0	मिलनसार
amid	0	0	0	0	0	0	0	0	0	0	बीचमा
amidst	0	0	0	0	0	0	0	0	0	0	बीचमा
ammonia	0	0	1	0	0	0	0	0	0	0	अमोनिया
ammunition	0	0	0	0	0	0	0	0	0	0	गोला बारूद
amnesia	0	0	0	0	0	1	0	0	0	0	स्मृतिभ्रंश
amnesty	0	0	0	0	1	0	1	0	0	0	आममाफी
amorphous	0	0	0	0	0	0	0	0	0	0	अनाकार
amortization	0	0	0	0	0	0	0	0	0	1	परिशोधन
amount	0	0	0	0	0	0	0	0	0	0	रकम
amour	0	1	0	0	1	0	1	0	0	1	प्रेम
ampersand	0	0	0	0	0	0	0	0	0	0	एम्परसेन्ड
amphetamines	0	0	1	0	0	1	0	0	0	0	amphetamines
amphibian	0	0	0	0	0	0	0	0	0	0	उभयचर
amphibious	0	0	0	0	0	0	0	0	0	0	उभयचर
amphitheater	0	0	0	0	0	0	0	0	0	0	एम्फीथिएटर
amplification	0	0	0	0	0	0	0	0	0	0	प्रवर्धन
amplify	0	0	0	0	0	0	0	0	0	0	विस्तार गर्नुहोस्
amplitude	0	0	0	0	0	0	0	0	0	0	आयाम
amply	0	0	0	0	0	0	0	0	0	0	प्रशस्त
amputation	0	0	0	0	0	0	0	0	0	0	विच्छेदन
amulet	0	0	0	0	0	0	0	0	0	0	ताबीज
amuse	0	0	0	0	1	0	1	0	0	0	मनोरञ्जन
amused	0	0	0	0	1	0	1	0	0	0	रमाइलो
amusement	0	0	0	0	1	0	1	0	0	0	मनोरञ्जन
amusing	0	0	0	0	1	0	1	0	0	0	रमाइलो
ana	0	0	0	0	0	0	0	0	0	0	ana
anaconda	0	0	1	1	0	1	0	0	0	0	anaconda
anaesthesia	0	0	0	0	0	0	0	0	0	0	एनेस्थेसिया
anaesthetic	0	0	0	0	0	0	0	0	0	0	एनेस्थेटिक
anal	0	0	0	0	0	1	0	0	0	0	गुदा
analgesic	0	0	0	0	0	0	0	0	0	0	एनाल्जेसिक
analogous	0	0	0	0	0	0	0	0	0	0	समान
analogue	0	0	0	0	0	0	0	0	0	0	एनालग
analogy	0	0	0	0	0	0	0	0	0	0	समानता
analysis	0	0	0	0	0	0	0	0	0	0	विश्लेषण
analyst	0	1	0	0	0	0	1	0	0	1	विश्लेषक
analytic	0	0	0	0	0	0	0	0	0	0	विश्लेषणात्मक
analyze	0	0	0	0	0	0	0	0	0	0	विश्लेषण गर्नुहोस्
analyzer	0	0	0	0	0	0	0	0	0	0	विश्लेषक
anarchism	1	0	0	1	0	1	0	0	0	0	अराजकतावाद
anarchist	1	0	0	1	0	1	0	0	0	0	अराजकतावादी
anarchy	1	0	0	1	0	1	0	0	0	0	अराजकता
anastomosis	0	0	0	0	0	0	0	0	0	0	एनास्टोमोसिस
anathema	1	0	1	1	0	1	0	1	0	0	एनाथेमा
anatomic	0	0	0	0	0	0	0	0	0	0	शारीरिक
anatomy	0	0	0	0	0	0	0	0	0	0	शरीर रचना
ancestor	0	0	0	0	0	0	0	0	0	0	पुर्खा
ancestral	0	0	0	0	0	0	0	0	0	1	पुर्खा
ancestry	0	0	0	0	0	0	0	0	0	0	वंश
anchor	0	0	0	0	0	0	1	0	0	0	लंगर
anchorage	0	0	0	0	0	0	1	1	0	0	लंगर
ancient	0	0	0	0	0	1	0	0	0	0	पुरानो
ancillary	0	0	0	0	0	0	0	0	0	0	सहायक
androgen	0	0	0	0	0	0	0	0	0	0	एन्ड्रोजन
anemone	0	0	0	0	0	0	0	0	0	0	एनिमोन
anew	0	0	0	0	0	0	0	0	0	0	नयाँ
angel	0	1	0	0	1	0	1	0	1	1	परी
angelic	0	0	0	0	1	0	1	0	0	1	परी
anger	1	0	0	0	0	1	0	0	0	0	क्रोध
angina	0	0	0	1	0	1	0	0	0	0	एनजाइना
angiography	0	0	0	0	0	0	0	0	0	0	एन्जियोग्राफी
angle	0	0	0	0	0	0	0	0	0	0	कोण
angling	0	1	0	0	0	1	0	0	0	0	angling
angry	1	0	1	0	0	1	0	0	0	0	क्रोधित
anguish	1	0	0	1	0	1	0	1	0	0	पीडा
angular	0	0	0	0	0	0	0	0	0	0	कोणीय
anhydrous	0	0	0	0	0	0	0	0	0	0	निर्जल
animal	0	0	0	0	0	0	0	0	0	0	जनावर
animate	0	0	0	0	0	0	1	0	0	0	एनिमेट
animated	0	0	0	0	1	0	1	0	0	0	एनिमेटेड
animation	0	0	0	0	0	0	0	0	0	0	एनिमेसन
animosity	1	0	1	1	0	1	0	1	0	0	दुश्मनी
animus	1	0	0	0	0	1	0	0	0	0	एनिमस
ankle	0	0	0	0	0	0	0	0	0	0	घुँडा
annals	0	0	0	0	0	0	0	0	0	0	इतिहास
annex	0	0	0	0	0	0	0	0	0	0	अनुलग्नक
annexation	0	0	0	0	0	0	0	0	0	0	विलय
annexe	0	0	0	0	0	0	0	0	0	0	एनेक्सी
annihilate	1	0	0	1	0	1	0	0	0	0	विनाश गर्नु
annihilated	1	0	0	1	0	1	0	1	0	0	विनाश गरियो
annihilation	1	0	0	1	0	1	0	1	0	0	विनाश
annotate	0	0	0	0	0	0	0	0	0	0	टिप्पणी
annotation	0	0	0	0	0	0	0	0	0	0	एनोटेशन
announce	0	0	0	0	0	0	0	0	0	0	घोषणा
announcement	0	1	0	0	0	0	0	0	0	0	घोषणा
annoy	1	0	1	0	0	1	0	0	0	0	रिसाउनु
annoyance	1	0	1	0	0	1	0	0	0	0	रिस
annoying	1	0	0	0	0	1	0	0	0	0	कष्टप्रद
annuity	0	0	0	0	0	0	0	0	0	0	वार्षिकी
annul	0	0	0	0	0	1	0	0	0	0	रद्द
annular	0	0	0	0	0	0	0	0	0	0	कुण्डाकार
annulment	0	0	0	0	0	1	0	1	0	0	खारेज
annulus	0	0	0	0	0	0	0	0	0	0	वलय
anointing	0	0	0	0	0	0	0	0	0	0	अभिषेक
anomalous	0	0	0	0	0	0	0	0	0	0	असामान्य
anomaly	0	0	0	1	0	1	0	0	1	0	विसंगति
anon	0	0	0	0	0	0	0	0	0	0	anon
anonymous	0	0	0	0	0	1	0	0	0	0	बेनामी
answer	0	0	0	0	0	0	0	0	0	0	जवाफ
answerable	0	0	0	0	0	0	0	0	0	1	जवाफदेही
answering	0	0	0	0	0	0	0	0	0	0	जवाफ दिँदै
ant	0	0	0	0	0	0	0	0	0	0	कमिला
antagonism	1	0	0	0	0	1	0	0	0	0	विरोधीता
antagonist	1	0	0	0	0	1	0	0	0	0	विरोधी
antagonistic	1	0	1	0	0	1	0	0	0	0	विरोधी
ante	0	0	0	0	0	0	0	0	0	0	पूर्व
antecedent	0	0	0	0	0	0	0	0	0	0	पूर्ववर्ती
antelope	0	0	0	0	0	0	0	0	0	0	मृग
antenna	0	0	0	0	0	0	0	0	0	0	एन्टेना
anterior	0	0	0	0	0	0	0	0	0	0	अगाडिको
anthem	0	0	0	0	0	0	0	0	0	0	गान
anthology	0	0	0	0	0	0	0	0	0	0	संकलन
anthrax	0	0	1	1	0	1	0	1	0	0	एन्थ्रेक्स
anthropology	0	0	0	0	0	0	0	0	0	0	मानवविज्ञान
antibiotic	0	0	0	0	0	0	0	0	0	0	एन्टिबायोटिक
antibiotics	0	0	0	0	0	0	1	0	0	0	एन्टिबायोटिक्स
antichrist	1	0	1	1	0	1	0	0	0	0	ख्रीष्ट विरोधी
anticipation	0	1	0	0	0	0	0	0	0	0	प्रत्याशा
anticipatory	0	1	0	0	0	0	0	0	0	0	प्रत्याशित
antidote	0	1	0	0	0	0	1	0	0	1	औषधि
antifungal	0	0	0	0	0	0	1	0	0	1	एन्टिफंगल
antimony	0	0	0	0	0	0	0	0	0	0	एन्टिमोनी
antipathy	1	0	1	0	0	1	0	0	0	0	विरोधी भावना
antiquarian	0	0	0	0	0	0	0	0	0	0	पुरातात्विक
antiquated	0	0	0	0	0	1	0	0	0	0	पुरातन
antique	0	0	0	0	0	0	1	0	0	0	पुरातन
antiquity	0	0	0	0	0	0	0	0	0	0	पुरातनता
antiseptic	0	0	0	0	0	0	1	0	0	1	एन्टिसेप्टिक
antisocial	1	0	1	1	0	1	0	1	0	0	असामाजिक
antithesis	1	0	0	0	0	1	0	0	0	0	विरोधी
antithetical	0	0	0	0	0	0	0	0	0	0	विरोधी
antiviral	0	0	0	0	0	0	0	0	0	0	एन्टिभाइरल
antler	0	0	0	0	0	0	0	0	0	0	antler
anvil	0	0	0	0	0	0	0	0	0	0	निहाई
anxiety	1	1	0	1	0	1	0	1	0	0	चिन्ता
anxious	0	1	0	1	0	1	0	0	0	0	चिन्तित
aorta	0	0	0	0	0	0	0	0	0	0	महाधमनी
apace	0	0	0	0	0	0	0	0	0	0	गति
apache	0	0	0	1	0	1	0	0	0	0	apache
apartment	0	0	0	0	0	0	0	0	0	0	अपार्टमेन्ट
apathetic	0	0	0	0	0	1	0	1	0	0	उदासीन
apathy	0	0	0	0	0	1	0	1	0	0	उदासीनता
ape	0	0	0	0	0	0	0	0	0	0	वानर
aperture	0	0	0	0	0	0	0	0	0	0	एपर्चर
apex	0	0	0	0	0	0	0	0	0	0	शीर्ष
aphid	0	0	1	0	0	1	0	0	0	0	एफिड
apiece	0	0	0	0	0	0	0	0	0	0	प्रत्येक
aplomb	0	0	0	0	0	0	1	0	0	0	aplomb
apocalyptic	0	0	0	0	0	0	0	0	0	0	apocalyptic
apologetic	0	0	0	0	0	0	1	0	0	1	क्षमाप्रार्थी
apologist	0	0	0	0	0	0	0	0	0	0	माफी माग्ने
apologize	0	0	0	0	0	0	1	1	0	1	माफी माग्नुहोस्
apology	0	0	0	0	0	0	1	0	0	0	माफी
apostasy	0	0	0	0	0	0	0	0	0	0	धर्मत्याग
apostate	0	0	0	0	0	0	0	0	0	0	धर्मत्यागी
apostle	0	0	0	0	0	0	1	0	0	1	प्रेरित
apostolic	0	0	0	0	0	0	0	0	0	1	अपोस्टोलिक
apostrophe	0	0	0	0	0	0	0	0	0	0	apostrophe
appalling	0	0	1	1	0	1	0	0	0	0	डरलाग्दो
apparatus	0	0	0	0	0	0	0	0	0	0	उपकरण
apparel	0	0	0	0	0	0	0	0	0	0	कपडा
apparently	0	0	0	0	0	0	0	0	0	0	स्पष्ट रूपमा
apparition	0	0	0	1	0	0	0	0	1	0	प्रकटीकरण
appeal	0	1	0	0	0	0	0	0	0	0	अपील
appearance	0	0	0	0	0	0	0	0	0	0	उपस्थिति
appease	0	0	0	0	0	0	0	0	0	0	सन्तुष्ट पार्नु
appellant	0	0	0	0	0	0	0	0	0	0	अपीलकर्ता
append	0	0	0	0	0	0	0	0	0	0	संलग्न गर्नुहोस्
appendage	0	0	0	0	0	0	0	0	0	0	परिशिष्ट
appendicitis	0	0	0	1	0	1	0	1	0	0	एपेन्डिसाइटिस
appendix	0	0	0	0	0	0	0	0	0	0	परिशिष्ट
appetite	0	0	0	0	0	0	0	0	0	0	भोक
appetizer	0	0	0	0	0	0	0	0	0	0	भोक लगाउने
applause	0	0	0	0	1	0	1	0	1	1	ताली
apple	0	0	0	0	0	0	0	0	0	0	स्याऊ
appliance	0	0	0	0	0	0	0	0	0	0	उपकरण
appliances	0	0	0	0	0	0	0	0	0	0	उपकरणहरू
applicability	0	0	0	0	0	0	0	0	0	0	प्रयोज्यता
applicable	0	0	0	0	0	0	0	0	0	0	लागू हुन्छ
applicant	0	1	0	0	0	0	0	0	0	0	आवेदक
application	0	0	0	0	0	0	0	0	0	0	आवेदन
apply	0	0	0	0	0	0	0	0	0	0	निवेदन गर्नु
appoint	0	0	0	0	0	0	0	0	0	0	नियुक्त गर्ने
appointment	0	0	0	0	0	0	0	0	0	0	नियुक्ति
appointments	0	0	0	0	0	0	0	0	0	0	नियुक्तिहरू
apportion	0	0	0	0	0	0	0	0	0	0	विभाजन
apportionment	0	0	0	0	0	0	0	0	0	0	विभाजन
appraise	0	0	0	0	0	0	0	0	0	0	मूल्यांकन
appreciable	0	0	0	0	0	0	0	0	0	0	सराहनीय
appreciation	0	0	0	0	1	0	1	0	0	1	प्रशंसा
apprehend	0	0	0	1	0	0	0	0	0	0	समात्नु
apprehension	0	0	0	1	0	1	0	0	0	0	आशंका
apprehensive	0	1	0	1	0	1	0	0	0	0	डराउने
apprentice	0	0	0	0	0	0	0	0	0	1	प्रशिक्षु
apprenticeship	0	0	0	0	0	0	0	0	0	0	प्रशिक्षुता
approach	0	0	0	0	0	0	0	0	0	0	दृष्टिकोण
approaching	0	1	0	0	0	0	0	0	0	0	नजिक
approbation	0	0	0	0	0	0	1	0	0	1	अनुमोदन
appropriation	0	0	0	0	0	1	0	0	0	0	विनियोजन
approval	0	0	0	0	0	0	1	0	0	0	स्वीकृति
approve	0	0	0	0	1	0	1	0	0	1	अनुमोदन
approving	0	0	0	0	0	0	1	0	0	0	अनुमोदन गर्दै
approximate	0	0	0	0	0	0	0	0	0	0	अनुमानित
approximately	0	0	0	0	0	0	0	0	0	0	लगभग
approximating	0	0	0	0	0	0	0	0	0	0	अनुमानित
approximation	0	0	0	0	0	0	0	0	0	0	अनुमान
appurtenances	0	0	0	0	0	0	0	0	0	0	सहयोग
apron	0	0	0	0	0	0	0	0	0	0	एप्रन
apt	0	0	0	0	0	0	1	0	0	0	उपयुक्त
aptitude	0	0	0	0	0	0	1	0	0	0	योग्यता
aqua	0	0	0	0	0	0	0	0	0	0	एक्वा
aquamarine	0	0	0	0	0	0	0	0	0	0	एक्वामेरीन
aquarium	0	0	0	0	0	0	0	0	0	0	एक्वैरियम
aquatic	0	0	0	0	0	0	0	0	0	0	जलीय
aqueduct	0	0	0	0	0	0	0	0	0	0	जलवाहिनी
aqueous	0	0	0	0	0	0	0	0	0	0	जलीय
arable	0	0	0	0	0	0	0	0	0	0	कृषि योग्य
arbiter	0	0	0	0	0	0	0	0	0	1	मध्यस्थ
arbitrate	0	0	0	0	0	0	0	0	0	0	मध्यस्थता
arbitration	0	1	0	0	0	0	0	0	0	0	मध्यस्थता
arbitrator	0	0	0	0	0	0	0	0	0	1	मध्यस्थ
arbor	0	0	0	0	0	0	0	0	0	0	आर्बर
arc	0	0	0	0	0	0	0	0	0	0	चाप
arcade	0	0	0	0	0	0	0	0	0	0	आर्केड
arch	0	0	0	0	0	0	0	0	0	0	आर्क
archaeological	0	0	0	0	0	0	0	0	0	0	पुरातात्विक
archaeologist	0	0	0	0	0	0	0	0	0	0	पुरातत्वविद्
archaeology	0	1	0	0	0	0	1	0	0	0	पुरातत्व
archaic	0	0	0	0	0	1	0	0	0	0	पुरातन
archbishop	0	0	0	0	0	0	0	0	0	0	आर्कबिशप
arched	0	0	0	0	0	0	0	0	0	0	आर्केड
archer	0	0	0	0	0	0	0	0	0	0	धनुर्धारी
archery	0	0	0	0	0	0	0	0	0	0	धनुविद्या
archetype	0	0	0	0	0	0	0	0	0	0	पुरातन प्रकार
archipelago	0	0	0	0	0	0	0	0	0	0	द्वीपसमूह
architect	0	0	0	0	0	0	0	0	0	0	नक्शा वा रुपरेखा तयार पार्ने व्यक्ति
architecture	0	0	0	0	0	0	0	0	0	1	वास्तुकला
archive	0	0	0	0	0	0	0	0	0	0	अभिलेख
arctic	0	0	0	0	0	0	0	0	0	0	आर्कटिक
ardent	0	1	0	0	1	0	1	0	0	0	उत्कट
ardor	0	0	0	0	0	0	1	0	0	0	जोश
arduous	0	0	0	0	0	1	0	0	0	0	कठिन
area	0	0	0	0	0	0	0	0	0	0	क्षेत्र
arena	0	0	0	0	0	0	0	0	0	0	मैदान
areola	0	0	0	0	0	0	0	0	0	0	areola
argent	0	0	0	0	0	0	0	0	0	0	argent
argue	1	0	0	0	0	1	0	0	0	0	तर्क
argument	1	0	0	0	0	1	0	0	0	0	तर्क
argumentation	1	0	0	0	0	0	0	0	0	0	तर्क
argumentative	0	0	0	0	0	1	0	0	0	0	तर्कपूर्ण
arguments	1	0	0	0	0	0	0	0	0	0	तर्कहरू
arid	0	0	0	0	0	1	0	1	0	0	सुक्खा
aristocracy	0	0	0	0	0	0	1	0	0	0	कुलीनता
aristocrat	0	0	0	0	0	0	0	0	0	0	कुलीन
aristocratic	0	0	0	0	0	0	1	0	0	0	कुलीन
arithmetic	0	0	0	0	0	0	0	0	0	0	अंकगणित
ark	0	0	0	0	0	0	0	0	0	0	जहाज
arm	0	0	0	0	0	0	0	0	0	0	हात
armada	0	0	0	0	0	0	0	0	0	0	आर्मडा
armament	1	0	0	1	0	0	0	0	0	0	हतियार
armaments	0	0	0	1	0	1	0	0	0	0	हतियार
armature	0	0	0	0	0	0	0	0	0	0	आर्मेचर
armed	1	0	0	1	0	1	1	0	0	0	सशस्त्र
armor	0	0	0	1	0	0	1	0	0	1	कवच
armored	0	0	0	1	0	0	0	0	0	0	बख्तरबंद
armory	0	0	0	0	0	0	0	0	0	1	शस्त्रागार
arms	0	0	0	0	0	0	0	0	0	0	हतियार
army	0	0	0	0	0	0	0	0	0	0	सेना
aroma	0	0	0	0	0	0	1	0	0	0	सुगन्ध
arousal	0	0	0	0	0	0	0	0	0	0	उत्तेजना
arouse	0	1	0	0	0	0	1	0	0	0	जगाउनु
arraignment	1	0	0	1	0	1	0	1	0	0	अभियोग
arrange	0	0	0	0	0	0	0	0	0	0	व्यवस्था गर्नुहोस्
arranged	0	0	0	0	0	0	0	0	0	0	व्यवस्था गरियो
arrangement	0	0	0	0	0	0	0	0	0	0	व्यवस्था
array	0	0	0	0	0	0	1	0	0	0	array
arrears	0	0	0	0	0	1	0	0	0	0	बक्यौता
arrest	0	0	0	0	0	1	0	0	0	0	गिरफ्तार
arrival	0	1	0	0	0	0	0	0	0	0	आगमन
arrive	0	1	0	0	0	0	0	0	0	0	आइपुग्छ
arrogance	0	0	0	0	0	1	0	0	0	0	अहंकार
arrogant	1	0	1	0	0	1	0	0	0	0	अहंकारी
arrow	0	0	0	0	0	0	0	0	0	0	तीर
arsenal	0	0	0	0	0	0	0	0	0	0	शस्त्रागार
arsenic	0	0	1	1	0	1	0	1	0	0	आर्सेनिक
arson	1	0	0	1	0	1	0	0	0	0	आगजनी
art	0	1	0	0	1	0	1	1	1	0	कला
artery	0	0	0	0	0	0	0	0	0	0	धमनी
artful	0	0	0	0	0	0	0	0	0	0	कलात्मक
arthropod	0	0	0	0	0	0	0	0	0	0	आर्थ्रोपड
artichoke	0	0	0	0	0	0	0	0	0	0	आटिचोक
article	0	0	0	0	0	0	0	0	0	0	लेख
articles	0	0	0	0	0	0	0	0	0	0	लेखहरू
articulate	0	0	0	0	0	0	1	0	0	0	अभिव्यक्त
articulation	0	0	0	0	0	0	1	0	0	0	अभिव्यक्ति
artifice	0	0	0	0	0	0	0	0	0	0	कला
artillery	0	0	0	1	0	1	0	0	0	0	तोपखाना
artisan	0	0	0	0	0	0	1	0	0	0	कारीगर
artist	0	0	0	0	0	0	0	0	0	0	कलाकार
artiste	0	0	0	0	0	0	1	0	0	0	कलाकार
artistic	0	0	0	0	0	0	1	0	0	0	कलात्मक
artists	0	0	0	0	0	0	0	0	0	0	कलाकारहरू
ascend	0	0	0	0	0	0	0	0	0	0	आरोहण
ascendancy	0	0	0	0	0	0	1	0	0	0	आरोहण
ascension	0	0	0	0	0	0	0	0	0	0	आरोहण
ascent	0	0	0	0	0	0	1	0	0	0	आरोहण
ascertain	0	0	0	0	0	0	0	0	0	0	सुनिश्चित गर्ने
ascertained	0	0	0	0	0	0	0	0	0	0	निश्चित गरियो
ascetic	0	0	0	0	0	0	0	0	0	0	तपस्वी
ash	0	0	0	0	0	1	0	0	0	0	खरानी
ashamed	0	0	1	0	0	1	0	1	0	0	लज्जित
ashes	0	0	0	0	0	1	0	1	0	0	खरानी
asleep	0	0	0	0	0	0	0	0	0	0	सुतेको
asp	0	0	0	1	0	0	0	0	0	0	asp
aspartame	0	0	0	0	0	0	0	0	0	0	aspartame
aspect	0	0	0	0	0	0	0	0	0	0	पक्ष
aspects	0	0	0	0	0	0	0	0	0	0	पक्षहरू
asphalt	0	0	0	0	0	0	0	0	0	0	डामर
aspiration	0	1	0	0	1	0	1	0	1	1	आकांक्षा
aspire	0	1	0	0	1	0	1	0	0	0	आकांक्षा
aspiring	0	1	0	0	1	0	1	0	0	1	महत्वाकांक्षी
ass	0	0	0	0	0	1	0	0	0	0	गधा
assail	1	0	0	1	0	1	0	0	1	0	आक्रमण
assailant	1	0	0	1	0	1	0	1	0	0	आक्रमणकारी
assassin	1	0	0	1	0	1	0	1	0	0	हत्यारा
assassinate	1	0	0	1	0	1	0	0	0	0	हत्या गर्ने
assassination	1	0	0	1	0	1	0	1	0	0	हत्या
assault	1	0	0	1	0	1	0	0	0	0	आक्रमण
assay	0	0	0	0	0	0	0	0	0	0	परख
assemblage	0	0	0	0	0	0	0	0	0	0	जमघट
assemble	0	0	0	0	0	0	0	0	0	0	जम्मा गर्नुहोस्
assembled	0	0	0	0	0	0	0	0	0	0	भेला भयो
assembly	0	0	0	0	0	0	1	0	0	1	सभा
assent	0	0	0	0	0	0	1	0	0	0	स्वीकृति
assert	0	0	0	0	0	0	0	0	0	0	दाबी गर्नुहोस्
asserting	0	0	0	0	0	0	1	0	0	1	दाबी गर्दै
assertion	0	0	0	0	0	0	0	0	0	0	दावी
assess	0	0	0	0	0	0	0	0	0	0	मूल्याङ्कन
assessment	0	0	0	0	0	0	0	0	1	1	मूल्याङ्कन
assessor	0	0	0	0	0	0	0	0	0	1	मूल्याङ्कनकर्ता
assets	0	0	0	0	0	0	1	0	0	0	सम्पत्ति
asshole	1	0	1	0	0	1	0	0	0	0	गधा
assign	0	0	0	0	0	0	0	0	0	0	तोक्नु
assignee	0	0	0	0	0	0	0	0	0	1	नियुक्ति
assignment	0	0	0	0	0	0	0	0	0	0	असाइनमेन्ट
assimilate	0	0	0	0	0	0	0	0	0	0	आत्मसात गर्नु
assimilation	0	0	0	0	0	0	0	0	0	0	आत्मसात
assist	0	0	0	0	0	0	1	0	0	1	सहयोग
assistance	0	0	0	0	0	0	1	0	0	0	सहयोग
assistant	0	0	0	0	0	0	0	0	0	0	सहायक
associate	0	0	0	0	0	0	1	0	0	1	सहयोगी
association	0	0	0	0	0	0	0	0	0	1	संघ
assorted	0	0	0	0	0	0	0	0	0	0	मिश्रित
assortment	0	0	0	0	0	0	0	0	0	0	वर्गीकरण
assuage	0	0	0	0	0	0	1	0	0	0	आश्वस्त
assumed	0	0	0	0	0	0	0	0	0	0	अनुमान गरिएको
assuming	0	0	0	0	0	0	0	0	0	0	मान्दै
assumption	0	0	0	0	0	0	0	0	0	0	धारणा
assurance	0	0	0	0	0	0	1	0	0	1	आश्वासन
assure	0	0	0	0	0	0	0	0	0	1	आश्वासन दिनुहोस्
assured	0	0	0	0	0	0	1	0	0	1	आश्वासन दिए
assuredly	0	0	0	0	0	0	0	0	0	1	निश्चित रूपमा
asterisk	0	0	0	0	0	0	0	0	0	0	तारा चिन्ह
asteroids	0	0	0	0	0	0	0	0	0	0	क्षुद्रग्रहहरू
astigmatism	0	0	0	0	0	0	0	0	0	0	दृष्टिवैषम्य
astonishingly	0	0	0	0	0	0	1	0	1	0	आश्चर्यजनक रूपमा
astonishment	0	0	0	0	1	0	1	0	1	0	अचम्म
astral	0	0	0	0	0	0	0	0	0	0	सूक्ष्म
astray	0	0	0	1	0	1	0	0	0	0	भ्रामक
astringent	0	0	0	0	0	1	0	0	0	0	तुरट
astrologer	0	1	0	0	0	0	1	0	0	0	ज्योतिषी
astrology	0	0	0	0	0	0	0	0	0	0	ज्योतिष
astronaut	0	0	0	0	0	0	1	0	0	0	अन्तरिक्ष यात्री
astronomer	0	1	0	0	0	0	1	0	0	0	खगोलविद्
astronomy	0	0	0	0	0	0	0	0	0	0	खगोल विज्ञान
astute	0	0	0	0	0	0	1	0	0	0	चतुर
asunder	0	0	0	0	0	0	0	0	0	0	अण्डर
asylum	0	0	0	1	0	1	0	0	0	0	शरण
asymmetric	0	0	0	0	0	0	0	0	0	0	असममित
asymmetry	0	0	1	0	0	0	0	0	0	0	विषमता
asymptotic	0	0	0	0	0	0	0	0	0	0	asymptotic
atelier	0	0	0	0	0	0	0	0	0	0	एटेलर
atheism	0	0	0	0	0	1	0	0	0	0	नास्तिकता
atheistic	0	0	0	0	0	0	0	0	0	0	नास्तिक
atherosclerosis	0	0	0	1	0	1	0	1	0	0	atherosclerosis
athlete	0	0	0	0	0	0	1	0	0	0	खेलाडी
athletic	0	0	0	0	0	0	1	0	0	0	एथलेटिक
athleticism	0	0	0	0	0	0	0	0	0	0	एथलेटिकवाद
athletics	0	0	0	0	0	0	0	0	0	0	एथलेटिक्स
atlas	0	0	0	0	0	0	0	0	0	0	एटलस
atmosphere	0	0	0	0	0	0	0	0	0	0	वातावरण
atmospheric	0	0	0	0	0	0	0	0	0	0	वायुमण्डलीय
atoll	0	0	0	0	0	0	0	0	0	0	एटोल
atom	0	0	0	0	0	0	1	0	0	0	परमाणु
atomic	0	0	0	0	0	0	0	0	0	0	परमाणु
atone	0	1	0	0	1	0	1	0	0	1	प्रायश्चित
atonement	0	0	0	0	0	0	1	0	0	0	प्रायश्चित
atrium	0	0	0	0	0	0	0	0	0	0	atrium
atrocious	1	0	1	0	0	1	0	0	0	0	क्रूर
atrocity	1	0	1	1	0	1	0	1	0	0	अत्याचार
atrophy	0	0	1	1	0	1	0	1	0	0	शोष
attach	0	0	0	0	0	0	0	0	0	0	संलग्न गर्नुहोस्
attachment	0	0	0	0	0	0	1	0	0	0	संलग्नक
attack	1	0	0	1	0	1	0	0	0	0	आक्रमण
attacking	1	0	1	1	0	1	0	1	1	0	आक्रमण गर्दै
attain	0	0	0	0	0	0	0	0	0	0	प्राप्त गर्न
attainable	0	1	0	0	0	0	1	0	0	0	प्राप्य
attainment	0	0	0	0	0	0	1	0	0	0	प्राप्ति
attempt	0	1	0	0	0	0	0	0	0	0	प्रयास
attendance	0	1	0	0	0	0	0	0	0	0	उपस्थित
attendant	0	0	0	0	0	0	1	0	0	1	परिचर
attention	0	0	0	0	0	0	1	0	0	0	ध्यान
attentive	0	0	0	0	0	0	1	0	0	1	ध्यान दिने
attenuate	0	0	0	0	0	0	0	0	0	0	कम गर्ने
attenuated	0	0	0	0	0	1	0	0	0	0	कम गरिएको
attenuation	0	0	0	0	0	1	0	1	0	0	क्षीणता
attest	0	0	0	0	0	0	1	0	0	1	प्रमाणित गर्नुहोस्
attestation	0	0	0	0	0	0	0	0	0	1	प्रमाणीकरण
attic	0	0	0	0	0	0	0	0	0	0	अटारी
attire	0	0	0	0	0	0	0	0	0	0	पोशाक
attitude	0	0	0	0	0	0	0	0	0	0	मनोवृत्ति
attorney	1	0	0	1	0	0	1	0	0	1	वकील
attraction	0	0	0	0	0	0	1	0	0	0	आकर्षण
attractiveness	0	0	0	0	0	0	1	0	0	0	आकर्षण
attributable	0	0	0	0	0	0	0	0	0	0	विशेषता योग्य
attribute	0	0	0	0	0	0	0	0	0	0	विशेषता
attribution	0	0	0	0	0	0	0	0	0	0	विशेषता
