English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Portuguese Word
anaesthetic	0	0	0	0	0	0	0	0	0	0	anestésico
anal	0	0	0	0	0	1	0	0	0	0	anal
analgesic	0	0	0	0	0	0	0	0	0	0	analgésico
analogous	0	0	0	0	0	0	0	0	0	0	análogo
analogue	0	0	0	0	0	0	0	0	0	0	análogo
analogy	0	0	0	0	0	0	0	0	0	0	analogia
analysis	0	0	0	0	0	0	0	0	0	0	análise
analyst	0	1	0	0	0	0	1	0	0	1	analista
analytic	0	0	0	0	0	0	0	0	0	0	analítico
analyze	0	0	0	0	0	0	0	0	0	0	analisar
analyzer	0	0	0	0	0	0	0	0	0	0	analisador
anarchism	1	0	0	1	0	1	0	0	0	0	anarquismo
anarchist	1	0	0	1	0	1	0	0	0	0	anarquista
anarchy	1	0	0	1	0	1	0	0	0	0	anarquia
anastomosis	0	0	0	0	0	0	0	0	0	0	anastomose
anathema	1	0	1	1	0	1	0	1	0	0	anátema
anatomic	0	0	0	0	0	0	0	0	0	0	anatômico
anatomy	0	0	0	0	0	0	0	0	0	0	anatomia
ancestor	0	0	0	0	0	0	0	0	0	0	antepassado
ancestral	0	0	0	0	0	0	0	0	0	1	ancestral
ancestry	0	0	0	0	0	0	0	0	0	0	ancestralidade
anchor	0	0	0	0	0	0	1	0	0	0	âncora
anchorage	0	0	0	0	0	0	1	1	0	0	ancoragem
ancient	0	0	0	0	0	1	0	0	0	0	antigo
ancillary	0	0	0	0	0	0	0	0	0	0	auxiliar
androgen	0	0	0	0	0	0	0	0	0	0	andrógeno
anemone	0	0	0	0	0	0	0	0	0	0	anêmona
anew	0	0	0	0	0	0	0	0	0	0	uma nova
angel	0	1	0	0	1	0	1	0	1	1	anjo
angelic	0	0	0	0	1	0	1	0	0	1	angélico
anger	1	0	0	0	0	1	0	0	0	0	raiva
angina	0	0	0	1	0	1	0	0	0	0	angina
angiography	0	0	0	0	0	0	0	0	0	0	angiografia
angle	0	0	0	0	0	0	0	0	0	0	ângulo
angling	0	1	0	0	0	1	0	0	0	0	pesca à linha
angry	1	0	1	0	0	1	0	0	0	0	Bravo
anguish	1	0	0	1	0	1	0	1	0	0	angústia
angular	0	0	0	0	0	0	0	0	0	0	angular
anhydrous	0	0	0	0	0	0	0	0	0	0	anidro
animal	0	0	0	0	0	0	0	0	0	0	animal
animate	0	0	0	0	0	0	1	0	0	0	animar
animated	0	0	0	0	1	0	1	0	0	0	animado
animation	0	0	0	0	0	0	0	0	0	0	animação
animosity	1	0	1	1	0	1	0	1	0	0	antipatia
animus	1	0	0	0	0	1	0	0	0	0	animus
ankle	0	0	0	0	0	0	0	0	0	0	tornozelo
annals	0	0	0	0	0	0	0	0	0	0	anuais
annex	0	0	0	0	0	0	0	0	0	0	anexo
annexation	0	0	0	0	0	0	0	0	0	0	anexação
annexe	0	0	0	0	0	0	0	0	0	0	anexo
annihilate	1	0	0	1	0	1	0	0	0	0	aniquilar
annihilated	1	0	0	1	0	1	0	1	0	0	aniquilado
annihilation	1	0	0	1	0	1	0	1	0	0	aniquilação
annotate	0	0	0	0	0	0	0	0	0	0	anotar
annotation	0	0	0	0	0	0	0	0	0	0	anotação
announce	0	0	0	0	0	0	0	0	0	0	anunciar
announcement	0	1	0	0	0	0	0	0	0	0	anúncio
annoy	1	0	1	0	0	1	0	0	0	0	incomodar
annoyance	1	0	1	0	0	1	0	0	0	0	aborrecimento
annoying	1	0	0	0	0	1	0	0	0	0	chato
annuity	0	0	0	0	0	0	0	0	0	0	anuidade
annul	0	0	0	0	0	1	0	0	0	0	anular
annular	0	0	0	0	0	0	0	0	0	0	anular
annulment	0	0	0	0	0	1	0	1	0	0	anulação
annulus	0	0	0	0	0	0	0	0	0	0	anel
anointing	0	0	0	0	0	0	0	0	0	0	unção
anomalous	0	0	0	0	0	0	0	0	0	0	anômalo
anomaly	0	0	0	1	0	1	0	0	1	0	anomalia
anon	0	0	0	0	0	0	0	0	0	0	logo
anonymous	0	0	0	0	0	1	0	0	0	0	anônimo
answer	0	0	0	0	0	0	0	0	0	0	responda
answerable	0	0	0	0	0	0	0	0	0	1	responsável
answering	0	0	0	0	0	0	0	0	0	0	respondendo
ant	0	0	0	0	0	0	0	0	0	0	formiga
antagonism	1	0	0	0	0	1	0	0	0	0	antagonismo
antagonist	1	0	0	0	0	1	0	0	0	0	antagonista
antagonistic	1	0	1	0	0	1	0	0	0	0	antagônico
ante	0	0	0	0	0	0	0	0	0	0	ante
antecedent	0	0	0	0	0	0	0	0	0	0	antecedente
antelope	0	0	0	0	0	0	0	0	0	0	antílope
antenna	0	0	0	0	0	0	0	0	0	0	antena
anterior	0	0	0	0	0	0	0	0	0	0	anterior
anthem	0	0	0	0	0	0	0	0	0	0	hino
anthology	0	0	0	0	0	0	0	0	0	0	antologia
anthrax	0	0	1	1	0	1	0	1	0	0	antraz
anthropology	0	0	0	0	0	0	0	0	0	0	antropologia
antibiotic	0	0	0	0	0	0	0	0	0	0	antibiótico
antibiotics	0	0	0	0	0	0	1	0	0	0	antibióticos
antichrist	1	0	1	1	0	1	0	0	0	0	anticristo
anticipation	0	1	0	0	0	0	0	0	0	0	antecipação
anticipatory	0	1	0	0	0	0	0	0	0	0	antecipatório
antidote	0	1	0	0	0	0	1	0	0	1	antídoto
antifungal	0	0	0	0	0	0	1	0	0	1	antifúngico
antimony	0	0	0	0	0	0	0	0	0	0	antimônio
antipathy	1	0	1	0	0	1	0	0	0	0	antipatia
antiquarian	0	0	0	0	0	0	0	0	0	0	antiquário
antiquated	0	0	0	0	0	1	0	0	0	0	antiquado
antique	0	0	0	0	0	0	1	0	0	0	Antiguidade
antiquity	0	0	0	0	0	0	0	0	0	0	antiguidade
antiseptic	0	0	0	0	0	0	1	0	0	1	antisséptico
antisocial	1	0	1	1	0	1	0	1	0	0	anti-social
antithesis	1	0	0	0	0	1	0	0	0	0	antítese
antithetical	0	0	0	0	0	0	0	0	0	0	antitético
antiviral	0	0	0	0	0	0	0	0	0	0	antiviral
antler	0	0	0	0	0	0	0	0	0	0	chifre
anvil	0	0	0	0	0	0	0	0	0	0	bigorna
anxiety	1	1	0	1	0	1	0	1	0	0	ansiedade
anxious	0	1	0	1	0	1	0	0	0	0	ansioso
aorta	0	0	0	0	0	0	0	0	0	0	aorta
apace	0	0	0	0	0	0	0	0	0	0	rapidamente
apache	0	0	0	1	0	1	0	0	0	0	apache
apartment	0	0	0	0	0	0	0	0	0	0	apartamento
apathetic	0	0	0	0	0	1	0	1	0	0	apático
apathy	0	0	0	0	0	1	0	1	0	0	apatia
ape	0	0	0	0	0	0	0	0	0	0	macaco
aperture	0	0	0	0	0	0	0	0	0	0	abertura
apex	0	0	0	0	0	0	0	0	0	0	ápice
aphid	0	0	1	0	0	1	0	0	0	0	pulgão
apiece	0	0	0	0	0	0	0	0	0	0	um pedaço
aplomb	0	0	0	0	0	0	1	0	0	0	desenvoltura
apocalyptic	0	0	0	0	0	0	0	0	0	0	apocalíptico
apologetic	0	0	0	0	0	0	1	0	0	1	apologético
apologist	0	0	0	0	0	0	0	0	0	0	apologista
apologize	0	0	0	0	0	0	1	1	0	1	desculpar-se
apology	0	0	0	0	0	0	1	0	0	0	desculpa
apostasy	0	0	0	0	0	0	0	0	0	0	apostasia
apostate	0	0	0	0	0	0	0	0	0	0	apóstata
apostle	0	0	0	0	0	0	1	0	0	1	apóstolo
apostolic	0	0	0	0	0	0	0	0	0	1	apostólico
apostrophe	0	0	0	0	0	0	0	0	0	0	apóstrofo
appalling	0	0	1	1	0	1	0	0	0	0	terrível
apparatus	0	0	0	0	0	0	0	0	0	0	aparelho
apparel	0	0	0	0	0	0	0	0	0	0	vestuário
apparently	0	0	0	0	0	0	0	0	0	0	aparentemente
apparition	0	0	0	1	0	0	0	0	1	0	aparição
appeal	0	1	0	0	0	0	0	0	0	0	apelo
appearance	0	0	0	0	0	0	0	0	0	0	aparência
appease	0	0	0	0	0	0	0	0	0	0	apaziguar
appellant	0	0	0	0	0	0	0	0	0	0	recorrente
append	0	0	0	0	0	0	0	0	0	0	acrescentar
appendage	0	0	0	0	0	0	0	0	0	0	apêndice
appendicitis	0	0	0	1	0	1	0	1	0	0	apendicite
appendix	0	0	0	0	0	0	0	0	0	0	apêndice
appetite	0	0	0	0	0	0	0	0	0	0	apetite
appetizer	0	0	0	0	0	0	0	0	0	0	Aperitivo
applause	0	0	0	0	1	0	1	0	1	1	aplausos
apple	0	0	0	0	0	0	0	0	0	0	maçã
appliance	0	0	0	0	0	0	0	0	0	0	utensílio
appliances	0	0	0	0	0	0	0	0	0	0	eletrodomésticos
applicability	0	0	0	0	0	0	0	0	0	0	aplicabilidade
applicable	0	0	0	0	0	0	0	0	0	0	aplicável
applicant	0	1	0	0	0	0	0	0	0	0	candidato
application	0	0	0	0	0	0	0	0	0	0	inscrição
apply	0	0	0	0	0	0	0	0	0	0	Aplique
appoint	0	0	0	0	0	0	0	0	0	0	nomear
appointment	0	0	0	0	0	0	0	0	0	0	compromisso
appointments	0	0	0	0	0	0	0	0	0	0	compromissos
apportion	0	0	0	0	0	0	0	0	0	0	repartir
apportionment	0	0	0	0	0	0	0	0	0	0	repartição
appraise	0	0	0	0	0	0	0	0	0	0	avaliar
appreciable	0	0	0	0	0	0	0	0	0	0	apreciável
appreciation	0	0	0	0	1	0	1	0	0	1	apreciação
apprehend	0	0	0	1	0	0	0	0	0	0	apreender
apprehension	0	0	0	1	0	1	0	0	0	0	apreensão
apprehensive	0	1	0	1	0	1	0	0	0	0	apreensivo
apprentice	0	0	0	0	0	0	0	0	0	1	Aprendiz
apprenticeship	0	0	0	0	0	0	0	0	0	0	aprendizagem
approach	0	0	0	0	0	0	0	0	0	0	abordagem
approaching	0	1	0	0	0	0	0	0	0	0	Aproximando
approbation	0	0	0	0	0	0	1	0	0	1	aprovação
appropriation	0	0	0	0	0	1	0	0	0	0	apropriação
approval	0	0	0	0	0	0	1	0	0	0	aprovação
approve	0	0	0	0	1	0	1	0	0	1	aprovar
approving	0	0	0	0	0	0	1	0	0	0	aprovando
approximate	0	0	0	0	0	0	0	0	0	0	aproximado
approximately	0	0	0	0	0	0	0	0	0	0	aproximadamente
approximating	0	0	0	0	0	0	0	0	0	0	aproximando
approximation	0	0	0	0	0	0	0	0	0	0	aproximação
appurtenances	0	0	0	0	0	0	0	0	0	0	acessórios
apron	0	0	0	0	0	0	0	0	0	0	avental
apt	0	0	0	0	0	0	1	0	0	0	apto
aptitude	0	0	0	0	0	0	1	0	0	0	aptidão
aqua	0	0	0	0	0	0	0	0	0	0	aqua
aquamarine	0	0	0	0	0	0	0	0	0	0	água-marinha
aquarium	0	0	0	0	0	0	0	0	0	0	aquário
aquatic	0	0	0	0	0	0	0	0	0	0	aquático
aqueduct	0	0	0	0	0	0	0	0	0	0	aqueduto
aqueous	0	0	0	0	0	0	0	0	0	0	aquoso
arable	0	0	0	0	0	0	0	0	0	0	arável
arbiter	0	0	0	0	0	0	0	0	0	1	árbitro
arbitrate	0	0	0	0	0	0	0	0	0	0	arbitrar
arbitration	0	1	0	0	0	0	0	0	0	0	arbitragem
arbitrator	0	0	0	0	0	0	0	0	0	1	árbitro
arbor	0	0	0	0	0	0	0	0	0	0	mandril
arc	0	0	0	0	0	0	0	0	0	0	arco
arcade	0	0	0	0	0	0	0	0	0	0	videogames
arch	0	0	0	0	0	0	0	0	0	0	arco
archaeological	0	0	0	0	0	0	0	0	0	0	arqueológico
archaeologist	0	0	0	0	0	0	0	0	0	0	arqueólogo
archaeology	0	1	0	0	0	0	1	0	0	0	arqueologia
archaic	0	0	0	0	0	1	0	0	0	0	arcaico
archbishop	0	0	0	0	0	0	0	0	0	0	arcebispo
arched	0	0	0	0	0	0	0	0	0	0	arqueado
archer	0	0	0	0	0	0	0	0	0	0	arqueiro
archery	0	0	0	0	0	0	0	0	0	0	tiro com arco
archetype	0	0	0	0	0	0	0	0	0	0	arquétipo
archipelago	0	0	0	0	0	0	0	0	0	0	arquipélago
architect	0	0	0	0	0	0	0	0	0	0	arquiteto
architecture	0	0	0	0	0	0	0	0	0	1	arquitetura
archive	0	0	0	0	0	0	0	0	0	0	arquivo
arctic	0	0	0	0	0	0	0	0	0	0	ártico
ardent	0	1	0	0	1	0	1	0	0	0	ardente
ardor	0	0	0	0	0	0	1	0	0	0	ardor
arduous	0	0	0	0	0	1	0	0	0	0	árduo
area	0	0	0	0	0	0	0	0	0	0	área
arena	0	0	0	0	0	0	0	0	0	0	arena
areola	0	0	0	0	0	0	0	0	0	0	aréola
argent	0	0	0	0	0	0	0	0	0	0	argente
argue	1	0	0	0	0	1	0	0	0	0	argumentar
argument	1	0	0	0	0	1	0	0	0	0	argumento
argumentation	1	0	0	0	0	0	0	0	0	0	argumentação
argumentative	0	0	0	0	0	1	0	0	0	0	argumentativo
arguments	1	0	0	0	0	0	0	0	0	0	argumentos
arid	0	0	0	0	0	1	0	1	0	0	árido
aristocracy	0	0	0	0	0	0	1	0	0	0	aristocracia
aristocrat	0	0	0	0	0	0	0	0	0	0	aristocrata
aristocratic	0	0	0	0	0	0	1	0	0	0	aristocrático
arithmetic	0	0	0	0	0	0	0	0	0	0	aritmética
ark	0	0	0	0	0	0	0	0	0	0	arca
arm	0	0	0	0	0	0	0	0	0	0	braço
armada	0	0	0	0	0	0	0	0	0	0	armada
armament	1	0	0	1	0	0	0	0	0	0	armamento
armaments	0	0	0	1	0	1	0	0	0	0	armamentos
armature	0	0	0	0	0	0	0	0	0	0	armadura
armed	1	0	0	1	0	1	1	0	0	0	armado
armor	0	0	0	1	0	0	1	0	0	1	armaduras
armored	0	0	0	1	0	0	0	0	0	0	blindado
armory	0	0	0	0	0	0	0	0	0	1	arsenal
arms	0	0	0	0	0	0	0	0	0	0	braços
army	0	0	0	0	0	0	0	0	0	0	exército
aroma	0	0	0	0	0	0	1	0	0	0	aroma
arousal	0	0	0	0	0	0	0	0	0	0	excitação
arouse	0	1	0	0	0	0	1	0	0	0	despertar
arraignment	1	0	0	1	0	1	0	1	0	0	acusação
arrange	0	0	0	0	0	0	0	0	0	0	arranjo
arranged	0	0	0	0	0	0	0	0	0	0	arranjado
arrangement	0	0	0	0	0	0	0	0	0	0	arranjo
array	0	0	0	0	0	0	1	0	0	0	variedade
arrears	0	0	0	0	0	1	0	0	0	0	atrasados
arrest	0	0	0	0	0	1	0	0	0	0	prender prisão
arrival	0	1	0	0	0	0	0	0	0	0	chegada
arrive	0	1	0	0	0	0	0	0	0	0	chegar
arrogance	0	0	0	0	0	1	0	0	0	0	arrogância
arrogant	1	0	1	0	0	1	0	0	0	0	arrogante
arrow	0	0	0	0	0	0	0	0	0	0	flecha
arsenal	0	0	0	0	0	0	0	0	0	0	arsenal
arsenic	0	0	1	1	0	1	0	1	0	0	arsênico
arson	1	0	0	1	0	1	0	0	0	0	incêndio culposo
art	0	1	0	0	1	0	1	1	1	0	arte
artery	0	0	0	0	0	0	0	0	0	0	artéria
artful	0	0	0	0	0	0	0	0	0	0	astuto
arthropod	0	0	0	0	0	0	0	0	0	0	artrópode
artichoke	0	0	0	0	0	0	0	0	0	0	Alcachofra
article	0	0	0	0	0	0	0	0	0	0	artigo
articles	0	0	0	0	0	0	0	0	0	0	artigos
articulate	0	0	0	0	0	0	1	0	0	0	articular
articulation	0	0	0	0	0	0	1	0	0	0	articulação
artifice	0	0	0	0	0	0	0	0	0	0	artifício
artillery	0	0	0	1	0	1	0	0	0	0	artilharia
artisan	0	0	0	0	0	0	1	0	0	0	artesão
artist	0	0	0	0	0	0	0	0	0	0	artista
artiste	0	0	0	0	0	0	1	0	0	0	artista
artistic	0	0	0	0	0	0	1	0	0	0	artístico
artists	0	0	0	0	0	0	0	0	0	0	artistas
ascend	0	0	0	0	0	0	0	0	0	0	subir
ascendancy	0	0	0	0	0	0	1	0	0	0	ascendência
ascension	0	0	0	0	0	0	0	0	0	0	ascensão
ascent	0	0	0	0	0	0	1	0	0	0	subida
ascertain	0	0	0	0	0	0	0	0	0	0	verificar
ascertained	0	0	0	0	0	0	0	0	0	0	apurado
ascetic	0	0	0	0	0	0	0	0	0	0	ascético
ash	0	0	0	0	0	1	0	0	0	0	cinza
ashamed	0	0	1	0	0	1	0	1	0	0	envergonhado
ashes	0	0	0	0	0	1	0	1	0	0	cinzas
asleep	0	0	0	0	0	0	0	0	0	0	dormindo
asp	0	0	0	1	0	0	0	0	0	0	áspide
aspartame	0	0	0	0	0	0	0	0	0	0	aspartame
aspect	0	0	0	0	0	0	0	0	0	0	aspecto
aspects	0	0	0	0	0	0	0	0	0	0	aspectos
asphalt	0	0	0	0	0	0	0	0	0	0	asfalto
aspiration	0	1	0	0	1	0	1	0	1	1	aspiração
aspire	0	1	0	0	1	0	1	0	0	0	aspirar
aspiring	0	1	0	0	1	0	1	0	0	1	aspirante
ass	0	0	0	0	0	1	0	0	0	0	bunda
assail	1	0	0	1	0	1	0	0	1	0	atacar
assailant	1	0	0	1	0	1	0	1	0	0	assaltante
assassin	1	0	0	1	0	1	0	1	0	0	assassino
assassinate	1	0	0	1	0	1	0	0	0	0	assassinar
assassination	1	0	0	1	0	1	0	1	0	0	assassinato
assault	1	0	0	1	0	1	0	0	0	0	assalto
assay	0	0	0	0	0	0	0	0	0	0	ensaio
assemblage	0	0	0	0	0	0	0	0	0	0	montagem
assemble	0	0	0	0	0	0	0	0	0	0	montar
assembled	0	0	0	0	0	0	0	0	0	0	montado
assembly	0	0	0	0	0	0	1	0	0	1	conjunto
assent	0	0	0	0	0	0	1	0	0	0	concordar
assert	0	0	0	0	0	0	0	0	0	0	afirmar
asserting	0	0	0	0	0	0	1	0	0	1	afirmando
assertion	0	0	0	0	0	0	0	0	0	0	afirmação
assess	0	0	0	0	0	0	0	0	0	0	avaliar
assessment	0	0	0	0	0	0	0	0	1	1	avaliação
assessor	0	0	0	0	0	0	0	0	0	1	assessor
assets	0	0	0	0	0	0	1	0	0	0	ativos
asshole	1	0	1	0	0	1	0	0	0	0	Idiota
assign	0	0	0	0	0	0	0	0	0	0	atribuir
assignee	0	0	0	0	0	0	0	0	0	1	cessionário
assignment	0	0	0	0	0	0	0	0	0	0	atribuição
assimilate	0	0	0	0	0	0	0	0	0	0	assimilar
assimilation	0	0	0	0	0	0	0	0	0	0	assimilação
assist	0	0	0	0	0	0	1	0	0	1	ajudar
assistance	0	0	0	0	0	0	1	0	0	0	assistência
assistant	0	0	0	0	0	0	0	0	0	0	assistente
associate	0	0	0	0	0	0	1	0	0	1	associado
association	0	0	0	0	0	0	0	0	0	1	Associação
assorted	0	0	0	0	0	0	0	0	0	0	sortido
assortment	0	0	0	0	0	0	0	0	0	0	sortimento
assuage	0	0	0	0	0	0	1	0	0	0	acalmar
assumed	0	0	0	0	0	0	0	0	0	0	presumido
assuming	0	0	0	0	0	0	0	0	0	0	assumindo
assumption	0	0	0	0	0	0	0	0	0	0	suposição
assurance	0	0	0	0	0	0	1	0	0	1	garantia
assure	0	0	0	0	0	0	0	0	0	1	assegurar
assured	0	0	0	0	0	0	1	0	0	1	confiante
assuredly	0	0	0	0	0	0	0	0	0	1	seguramente
asterisk	0	0	0	0	0	0	0	0	0	0	asterisco
asteroids	0	0	0	0	0	0	0	0	0	0	asteróides
astigmatism	0	0	0	0	0	0	0	0	0	0	astigmatismo
astonishingly	0	0	0	0	0	0	1	0	1	0	surpreendentemente
astonishment	0	0	0	0	1	0	1	0	1	0	espanto
astral	0	0	0	0	0	0	0	0	0	0	astral
astray	0	0	0	1	0	1	0	0	0	0	extraviado
astringent	0	0	0	0	0	1	0	0	0	0	adstringente
astrologer	0	1	0	0	0	0	1	0	0	0	astrólogo
astrology	0	0	0	0	0	0	0	0	0	0	astrologia
astronaut	0	0	0	0	0	0	1	0	0	0	astronauta
astronomer	0	1	0	0	0	0	1	0	0	0	astrônomo
astronomy	0	0	0	0	0	0	0	0	0	0	astronomia
astute	0	0	0	0	0	0	1	0	0	0	astuto
asunder	0	0	0	0	0	0	0	0	0	0	em pedaços
asylum	0	0	0	1	0	1	0	0	0	0	asilo
asymmetric	0	0	0	0	0	0	0	0	0	0	assimétrico
asymmetry	0	0	1	0	0	0	0	0	0	0	assimetria
asymptotic	0	0	0	0	0	0	0	0	0	0	assintótico
atelier	0	0	0	0	0	0	0	0	0	0	ateliê
atheism	0	0	0	0	0	1	0	0	0	0	ateísmo
atheistic	0	0	0	0	0	0	0	0	0	0	ateu
atherosclerosis	0	0	0	1	0	1	0	1	0	0	aterosclerose
athlete	0	0	0	0	0	0	1	0	0	0	atleta
athletic	0	0	0	0	0	0	1	0	0	0	Atlético
athleticism	0	0	0	0	0	0	0	0	0	0	atletismo
athletics	0	0	0	0	0	0	0	0	0	0	atletismo
atlas	0	0	0	0	0	0	0	0	0	0	Atlas
atmosphere	0	0	0	0	0	0	0	0	0	0	atmosfera
atmospheric	0	0	0	0	0	0	0	0	0	0	atmosférico
atoll	0	0	0	0	0	0	0	0	0	0	atol
atom	0	0	0	0	0	0	1	0	0	0	átomo
atomic	0	0	0	0	0	0	0	0	0	0	atômico
atone	0	1	0	0	1	0	1	0	0	1	expiar
atonement	0	0	0	0	0	0	1	0	0	0	expiação
atrium	0	0	0	0	0	0	0	0	0	0	átrio
atrocious	1	0	1	0	0	1	0	0	0	0	atroz
atrocity	1	0	1	1	0	1	0	1	0	0	atrocidade
atrophy	0	0	1	1	0	1	0	1	0	0	atrofia
attach	0	0	0	0	0	0	0	0	0	0	anexar
attachment	0	0	0	0	0	0	1	0	0	0	acessório
attack	1	0	0	1	0	1	0	0	0	0	ataque
attacking	1	0	1	1	0	1	0	1	1	0	atacante
attain	0	0	0	0	0	0	0	0	0	0	atingir
attainable	0	1	0	0	0	0	1	0	0	0	alcançável
attainment	0	0	0	0	0	0	1	0	0	0	atendimento
attempt	0	1	0	0	0	0	0	0	0	0	tentar
attendance	0	1	0	0	0	0	0	0	0	0	comparecimento
attendant	0	0	0	0	0	0	1	0	0	1	atendente
attention	0	0	0	0	0	0	1	0	0	0	atenção
attentive	0	0	0	0	0	0	1	0	0	1	atento
attenuate	0	0	0	0	0	0	0	0	0	0	atenuar
attenuated	0	0	0	0	0	1	0	0	0	0	atenuado
attenuation	0	0	0	0	0	1	0	1	0	0	atenuação
attest	0	0	0	0	0	0	1	0	0	1	atestar
attestation	0	0	0	0	0	0	0	0	0	1	atestado
attic	0	0	0	0	0	0	0	0	0	0	sótão
attire	0	0	0	0	0	0	0	0	0	0	traje
attitude	0	0	0	0	0	0	0	0	0	0	atitude
attorney	1	0	0	1	0	0	1	0	0	1	advogado
attraction	0	0	0	0	0	0	1	0	0	0	atração
attractiveness	0	0	0	0	0	0	1	0	0	0	atratividade
attributable	0	0	0	0	0	0	0	0	0	0	atribuível
attribute	0	0	0	0	0	0	0	0	0	0	atributo
attribution	0	0	0	0	0	0	0	0	0	0	atribuição
attrition	0	0	0	0	0	0	0	0	0	0	atrito
auburn	0	0	0	0	0	0	0	0	0	0	ruivo
auction	0	1	0	0	0	0	0	0	0	0	leilão
auctioneer	0	0	0	0	0	0	0	0	0	0	leiloeiro
audacious	0	0	0	0	0	0	0	0	0	0	audacioso
audacity	0	0	0	0	0	1	0	0	0	0	audácia
audible	0	0	0	0	0	0	0	0	0	0	audível
audience	0	1	0	0	0	0	0	0	0	0	público
audit	0	0	0	0	0	0	0	0	0	0	auditoria
audition	0	0	0	0	0	0	0	0	0	0	audição
auditor	0	0	0	1	0	0	0	0	0	1	auditor
auditorium	0	0	0	0	0	0	0	0	0	0	auditório
auditory	0	0	0	0	0	0	0	0	0	0	auditivo
aught	0	0	0	0	0	0	0	0	0	0	qualquer coisa
augment	0	0	0	0	0	0	1	0	0	0	aumentar
augmentation	0	0	0	0	0	0	0	0	0	0	aumento
august	0	0	0	0	0	0	1	0	0	0	agosto
aunt	0	0	0	0	0	0	1	0	0	1	tia
aura	0	0	0	0	0	0	1	0	0	0	aura
aurora	0	0	0	0	0	0	0	0	0	0	aurora
auspices	0	0	0	0	0	0	0	0	0	0	augúrios
auspicious	0	1	0	0	1	0	1	0	0	0	auspicioso
austere	0	0	0	1	0	1	0	1	0	0	austero
austerity	0	0	0	0	0	1	0	0	0	0	austeridade
authentic	0	0	0	0	1	0	1	0	0	1	autêntico
authenticate	0	0	0	0	0	0	0	0	0	1	autenticar
authentication	0	0	0	0	0	0	0	0	0	1	autenticação
authenticity	0	0	0	0	0	0	1	0	0	1	autenticidade
author	0	0	0	0	0	0	1	0	0	1	autor
authoritative	0	0	0	0	0	0	1	0	0	1	autoritário
authority	0	0	0	0	0	0	1	0	0	1	autoridade
authorization	0	0	0	0	0	0	1	0	0	1	autorização
authorize	0	0	0	0	0	0	0	0	0	1	autorizar
authorized	0	0	0	0	0	0	1	0	0	0	autorizado
authorship	0	0	0	0	0	0	0	0	0	0	autoria
auto	0	0	0	0	0	0	0	0	0	0	auto
autobiography	0	0	0	0	0	0	0	0	0	0	autobiografia
autocratic	0	0	0	0	0	1	0	0	0	0	autocrático
autograph	0	0	0	0	0	0	0	0	0	0	autógrafo
automatic	0	0	0	0	0	0	0	0	0	1	automático
automobile	0	0	0	0	0	0	0	0	0	0	automóvel
autonomy	0	0	0	0	0	0	0	0	0	0	autonomia
autopsy	0	0	1	1	0	1	0	1	0	0	autópsia
autumn	0	0	0	0	0	0	0	0	0	0	outono
auxiliary	0	0	0	0	0	0	0	0	0	0	auxiliar
avail	0	0	0	0	0	0	0	0	0	0	aproveitar
avalanche	0	0	0	1	0	1	0	1	1	0	avalanche
avarice	1	0	1	0	0	1	0	0	0	0	avareza
avatar	0	0	0	0	0	0	1	0	0	0	avatar
avenger	1	0	0	0	0	1	0	0	0	0	vingador
avenue	0	0	0	0	0	0	0	0	0	0	Avenida
aver	0	0	0	0	0	0	0	0	0	0	afirmar
average	0	0	0	0	0	0	0	0	0	0	média
averse	1	0	1	1	0	1	0	0	0	0	avesso
aversion	1	0	1	1	0	1	0	0	0	0	aversão
avert	0	0	0	0	0	0	0	0	0	0	evitar
aviary	0	0	0	0	0	0	0	0	0	0	aviário
aviation	0	0	0	0	0	0	0	0	0	0	aviação
aviator	0	0	0	0	0	0	0	0	0	0	aviador
avid	0	0	0	0	0	0	0	0	0	0	ávido
avocado	0	0	0	0	0	0	0	0	0	0	abacate
avoid	0	0	0	1	0	1	0	0	0	0	evitar
avoidance	0	0	0	1	0	1	0	0	0	0	evitação
avoiding	0	0	0	1	0	0	0	0	0	0	evitando
await	0	1	0	0	0	0	0	0	0	0	aguardam
awake	0	0	0	0	0	0	0	0	0	0	acordado
awaken	0	0	0	0	0	0	0	0	0	0	despertar
award	0	1	0	0	1	0	1	0	1	1	prêmio
awe	0	0	0	0	0	0	0	0	0	0	temor
awful	1	0	1	1	0	1	0	1	0	0	horrível
awkwardness	0	0	1	0	0	1	0	0	0	0	constrangimento
awning	0	0	0	0	0	0	0	0	0	0	toldo
awry	0	0	0	0	0	1	0	0	0	0	errado
axial	0	0	0	0	0	0	0	0	0	0	axial
axiom	0	0	0	0	0	0	0	0	0	1	axioma
axiomatic	0	0	0	0	0	0	0	0	0	1	axiomático
axis	0	0	0	0	0	0	0	0	0	0	eixo
axle	0	0	0	0	0	0	0	0	0	0	eixo
ay	0	0	0	0	0	0	1	0	0	0	ai
aye	0	0	0	0	0	0	1	0	0	0	Sim
azimuth	0	0	0	0	0	0	0	0	0	0	azimute
azure	0	0	0	0	0	0	0	0	0	0	azul
babble	0	0	0	0	0	1	0	0	0	0	balbuciar
babbling	0	0	0	0	0	1	0	0	0	0	balbuciando
baboon	0	0	1	0	0	1	0	0	0	0	babuíno
baby	0	0	0	0	1	0	1	0	0	0	bebê
babysitter	0	0	0	0	0	0	0	0	0	1	babá
