English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Latvian Word
amortization	0	0	0	0	0	0	0	0	0	1	amortizācija
amount	0	0	0	0	0	0	0	0	0	0	summa
amour	0	1	0	0	1	0	1	0	0	1	mīlestība
ampersand	0	0	0	0	0	0	0	0	0	0	& 
amphetamines	0	0	1	0	0	1	0	0	0	0	amfetamīni
amphibian	0	0	0	0	0	0	0	0	0	0	abinieks
amphibious	0	0	0	0	0	0	0	0	0	0	amfībijas
amphitheater	0	0	0	0	0	0	0	0	0	0	amfiteātris
amplification	0	0	0	0	0	0	0	0	0	0	pastiprināšana
amplify	0	0	0	0	0	0	0	0	0	0	paplašināt
amplitude	0	0	0	0	0	0	0	0	0	0	amplitūda
amply	0	0	0	0	0	0	0	0	0	0	plaši
amputation	0	0	0	0	0	0	0	0	0	0	amputācija
amulet	0	0	0	0	0	0	0	0	0	0	amulets
amuse	0	0	0	0	1	0	1	0	0	0	uzjautrināt
amused	0	0	0	0	1	0	1	0	0	0	uzjautrināts
amusement	0	0	0	0	1	0	1	0	0	0	izpriecas
amusing	0	0	0	0	1	0	1	0	0	0	uzjautrinoši
ana	0	0	0	0	0	0	0	0	0	0	ana
anaconda	0	0	1	1	0	1	0	0	0	0	anakonda
anaesthesia	0	0	0	0	0	0	0	0	0	0	anestēzija
anaesthetic	0	0	0	0	0	0	0	0	0	0	anestēzijas līdzeklis
anal	0	0	0	0	0	1	0	0	0	0	anal
analgesic	0	0	0	0	0	0	0	0	0	0	pretsāpju līdzeklis
analogous	0	0	0	0	0	0	0	0	0	0	analogs
analogue	0	0	0	0	0	0	0	0	0	0	analogs
analogy	0	0	0	0	0	0	0	0	0	0	līdzība
analysis	0	0	0	0	0	0	0	0	0	0	analīze
analyst	0	1	0	0	0	0	1	0	0	1	analītiķis
analytic	0	0	0	0	0	0	0	0	0	0	analītisks
analyze	0	0	0	0	0	0	0	0	0	0	analizēt
analyzer	0	0	0	0	0	0	0	0	0	0	analizators
anarchism	1	0	0	1	0	1	0	0	0	0	anarhisms
anarchist	1	0	0	1	0	1	0	0	0	0	anarhists
anarchy	1	0	0	1	0	1	0	0	0	0	anarhija
anastomosis	0	0	0	0	0	0	0	0	0	0	anastomoze
anathema	1	0	1	1	0	1	0	1	0	0	anatēma
anatomic	0	0	0	0	0	0	0	0	0	0	anatomisks
anatomy	0	0	0	0	0	0	0	0	0	0	anatomija
ancestor	0	0	0	0	0	0	0	0	0	0	sencis
ancestral	0	0	0	0	0	0	0	0	0	1	senču
ancestry	0	0	0	0	0	0	0	0	0	0	senči
anchor	0	0	0	0	0	0	1	0	0	0	enkurs
anchorage	0	0	0	0	0	0	1	1	0	0	enkurvieta
ancient	0	0	0	0	0	1	0	0	0	0	sens
ancillary	0	0	0	0	0	0	0	0	0	0	palīgdarbinieki
androgen	0	0	0	0	0	0	0	0	0	0	androgēns
anemone	0	0	0	0	0	0	0	0	0	0	anemone
anew	0	0	0	0	0	0	0	0	0	0	no jauna
angel	0	1	0	0	1	0	1	0	1	1	eņģelis
angelic	0	0	0	0	1	0	1	0	0	1	eņģelis
anger	1	0	0	0	0	1	0	0	0	0	dusmas
angina	0	0	0	1	0	1	0	0	0	0	stenokardija
angiography	0	0	0	0	0	0	0	0	0	0	angiogrāfija
angle	0	0	0	0	0	0	0	0	0	0	leņķis
angling	0	1	0	0	0	1	0	0	0	0	makšķerēšana
angry	1	0	1	0	0	1	0	0	0	0	dusmīgs
anguish	1	0	0	1	0	1	0	1	0	0	mokas
angular	0	0	0	0	0	0	0	0	0	0	leņķisks
anhydrous	0	0	0	0	0	0	0	0	0	0	bezūdens
animal	0	0	0	0	0	0	0	0	0	0	dzīvnieks
animate	0	0	0	0	0	0	1	0	0	0	animēt
animated	0	0	0	0	1	0	1	0	0	0	animēts
animation	0	0	0	0	0	0	0	0	0	0	animācija
animosity	1	0	1	1	0	1	0	1	0	0	naidīgums
animus	1	0	0	0	0	1	0	0	0	0	animus
ankle	0	0	0	0	0	0	0	0	0	0	potīti
annals	0	0	0	0	0	0	0	0	0	0	gadagrāmatas
annex	0	0	0	0	0	0	0	0	0	0	pielikumu
annexation	0	0	0	0	0	0	0	0	0	0	aneksija
annexe	0	0	0	0	0	0	0	0	0	0	pielikums
annihilate	1	0	0	1	0	1	0	0	0	0	iznīcināt
annihilated	1	0	0	1	0	1	0	1	0	0	iznīcināts
annihilation	1	0	0	1	0	1	0	1	0	0	iznīcināšana
annotate	0	0	0	0	0	0	0	0	0	0	komentēt
annotation	0	0	0	0	0	0	0	0	0	0	anotācija
announce	0	0	0	0	0	0	0	0	0	0	paziņot
announcement	0	1	0	0	0	0	0	0	0	0	paziņojums
annoy	1	0	1	0	0	1	0	0	0	0	kaitināt
annoyance	1	0	1	0	0	1	0	0	0	0	īgnumu
annoying	1	0	0	0	0	1	0	0	0	0	kaitinošs
annuity	0	0	0	0	0	0	0	0	0	0	mūža rente
annul	0	0	0	0	0	1	0	0	0	0	atcelt
annular	0	0	0	0	0	0	0	0	0	0	gredzenveida
annulment	0	0	0	0	0	1	0	1	0	0	atcelšanu
annulus	0	0	0	0	0	0	0	0	0	0	gredzenveida
anointing	0	0	0	0	0	0	0	0	0	0	svaidījums
anomalous	0	0	0	0	0	0	0	0	0	0	anomāli
anomaly	0	0	0	1	0	1	0	0	1	0	anomālija
anon	0	0	0	0	0	0	0	0	0	0	anon
anonymous	0	0	0	0	0	1	0	0	0	0	Anonīms
answer	0	0	0	0	0	0	0	0	0	0	atbildi
answerable	0	0	0	0	0	0	0	0	0	1	atbildīgs
answering	0	0	0	0	0	0	0	0	0	0	atbildot
ant	0	0	0	0	0	0	0	0	0	0	skudra
antagonism	1	0	0	0	0	1	0	0	0	0	antagonisms
antagonist	1	0	0	0	0	1	0	0	0	0	antagonists
antagonistic	1	0	1	0	0	1	0	0	0	0	antagonistisks
ante	0	0	0	0	0	0	0	0	0	0	ante
antecedent	0	0	0	0	0	0	0	0	0	0	priekštecis
antelope	0	0	0	0	0	0	0	0	0	0	antilope
antenna	0	0	0	0	0	0	0	0	0	0	antena
anterior	0	0	0	0	0	0	0	0	0	0	priekšējais
anthem	0	0	0	0	0	0	0	0	0	0	himna
anthology	0	0	0	0	0	0	0	0	0	0	antoloģija
anthrax	0	0	1	1	0	1	0	1	0	0	Sibīrijas mēris
anthropology	0	0	0	0	0	0	0	0	0	0	antropoloģija
antibiotic	0	0	0	0	0	0	0	0	0	0	antibiotika
antibiotics	0	0	0	0	0	0	1	0	0	0	antibiotikas
antichrist	1	0	1	1	0	1	0	0	0	0	antikrists
anticipation	0	1	0	0	0	0	0	0	0	0	paredzēšana
anticipatory	0	1	0	0	0	0	0	0	0	0	paredzams
antidote	0	1	0	0	0	0	1	0	0	1	pretlīdzeklis
antifungal	0	0	0	0	0	0	1	0	0	1	pretsēnīšu līdzeklis
antimony	0	0	0	0	0	0	0	0	0	0	antimons
antipathy	1	0	1	0	0	1	0	0	0	0	antipātijas
antiquarian	0	0	0	0	0	0	0	0	0	0	antikvārs
antiquated	0	0	0	0	0	1	0	0	0	0	novecojis
antique	0	0	0	0	0	0	1	0	0	0	antīks
antiquity	0	0	0	0	0	0	0	0	0	0	senatne
antiseptic	0	0	0	0	0	0	1	0	0	1	antiseptisks
antisocial	1	0	1	1	0	1	0	1	0	0	antisociāls
antithesis	1	0	0	0	0	1	0	0	0	0	antitēze
antithetical	0	0	0	0	0	0	0	0	0	0	antitētisks
antiviral	0	0	0	0	0	0	0	0	0	0	pretvīrusu
antler	0	0	0	0	0	0	0	0	0	0	rags
anvil	0	0	0	0	0	0	0	0	0	0	lakta
anxiety	1	1	0	1	0	1	0	1	0	0	trauksme
anxious	0	1	0	1	0	1	0	0	0	0	satraukts
aorta	0	0	0	0	0	0	0	0	0	0	aorta
apace	0	0	0	0	0	0	0	0	0	0	ātrumā
apache	0	0	0	1	0	1	0	0	0	0	apache
apartment	0	0	0	0	0	0	0	0	0	0	dzīvoklis
apathetic	0	0	0	0	0	1	0	1	0	0	apātisks
apathy	0	0	0	0	0	1	0	1	0	0	apātija
ape	0	0	0	0	0	0	0	0	0	0	pērtiķis
aperture	0	0	0	0	0	0	0	0	0	0	atvērums
apex	0	0	0	0	0	0	0	0	0	0	virsotne
aphid	0	0	1	0	0	1	0	0	0	0	laputis
apiece	0	0	0	0	0	0	0	0	0	0	gabals
aplomb	0	0	0	0	0	0	1	0	0	0	aplomb
apocalyptic	0	0	0	0	0	0	0	0	0	0	apokaliptisks
apologetic	0	0	0	0	0	0	1	0	0	1	atvainojos
apologist	0	0	0	0	0	0	0	0	0	0	atvainošanās
apologize	0	0	0	0	0	0	1	1	0	1	atvainoties
apology	0	0	0	0	0	0	1	0	0	0	atvainošanos
apostasy	0	0	0	0	0	0	0	0	0	0	atkrišana
apostate	0	0	0	0	0	0	0	0	0	0	atkritējs
apostle	0	0	0	0	0	0	1	0	0	1	apustulis
apostolic	0	0	0	0	0	0	0	0	0	1	apustuliskais
apostrophe	0	0	0	0	0	0	0	0	0	0	apostrofs
appalling	0	0	1	1	0	1	0	0	0	0	šausminoši
apparatus	0	0	0	0	0	0	0	0	0	0	aparātu
apparel	0	0	0	0	0	0	0	0	0	0	apģērbu
apparently	0	0	0	0	0	0	0	0	0	0	acīmredzot
apparition	0	0	0	1	0	0	0	0	1	0	parādīšanās
appeal	0	1	0	0	0	0	0	0	0	0	pārsūdzēt
appearance	0	0	0	0	0	0	0	0	0	0	izskats
appease	0	0	0	0	0	0	0	0	0	0	nomierināt
appellant	0	0	0	0	0	0	0	0	0	0	apelācijas sūdzības iesniedzēja
append	0	0	0	0	0	0	0	0	0	0	pievienot
appendage	0	0	0	0	0	0	0	0	0	0	piedēklis
appendicitis	0	0	0	1	0	1	0	1	0	0	apendicīts
appendix	0	0	0	0	0	0	0	0	0	0	pielikums
appetite	0	0	0	0	0	0	0	0	0	0	apetīte
appetizer	0	0	0	0	0	0	0	0	0	0	uzkoda
applause	0	0	0	0	1	0	1	0	1	1	aplausi
apple	0	0	0	0	0	0	0	0	0	0	ābolu
appliance	0	0	0	0	0	0	0	0	0	0	ierīci
appliances	0	0	0	0	0	0	0	0	0	0	ierīces
applicability	0	0	0	0	0	0	0	0	0	0	piemērojamību
applicable	0	0	0	0	0	0	0	0	0	0	piemērojami
applicant	0	1	0	0	0	0	0	0	0	0	pretendents
application	0	0	0	0	0	0	0	0	0	0	pieteikumu
apply	0	0	0	0	0	0	0	0	0	0	pieteikties
appoint	0	0	0	0	0	0	0	0	0	0	iecelt
appointment	0	0	0	0	0	0	0	0	0	0	Pieraksts
appointments	0	0	0	0	0	0	0	0	0	0	tikšanās
apportion	0	0	0	0	0	0	0	0	0	0	sadali
apportionment	0	0	0	0	0	0	0	0	0	0	sadali
appraise	0	0	0	0	0	0	0	0	0	0	novērtēt
appreciable	0	0	0	0	0	0	0	0	0	0	ievērojams
appreciation	0	0	0	0	1	0	1	0	0	1	atzinību
apprehend	0	0	0	1	0	0	0	0	0	0	aizturēt
apprehension	0	0	0	1	0	1	0	0	0	0	aizturēšana
apprehensive	0	1	0	1	0	1	0	0	0	0	bažīgs
apprentice	0	0	0	0	0	0	0	0	0	1	māceklis
apprenticeship	0	0	0	0	0	0	0	0	0	0	mācekļa prakse
approach	0	0	0	0	0	0	0	0	0	0	pieeja
approaching	0	1	0	0	0	0	0	0	0	0	tuvojas
approbation	0	0	0	0	0	0	1	0	0	1	aprobācija
appropriation	0	0	0	0	0	1	0	0	0	0	apropriāciju
approval	0	0	0	0	0	0	1	0	0	0	apstiprinājums
approve	0	0	0	0	1	0	1	0	0	1	apstiprināt
approving	0	0	0	0	0	0	1	0	0	0	apstiprinot
approximate	0	0	0	0	0	0	0	0	0	0	aptuvens
approximately	0	0	0	0	0	0	0	0	0	0	aptuveni
approximating	0	0	0	0	0	0	0	0	0	0	tuvinot
approximation	0	0	0	0	0	0	0	0	0	0	tuvināšana
appurtenances	0	0	0	0	0	0	0	0	0	0	piederumus
apron	0	0	0	0	0	0	0	0	0	0	priekšauts
apt	0	0	0	0	0	0	1	0	0	0	apt
aptitude	0	0	0	0	0	0	1	0	0	0	piemērotību
aqua	0	0	0	0	0	0	0	0	0	0	aqua
aquamarine	0	0	0	0	0	0	0	0	0	0	akvamarīns
aquarium	0	0	0	0	0	0	0	0	0	0	akvārijs
aquatic	0	0	0	0	0	0	0	0	0	0	ūdens
aqueduct	0	0	0	0	0	0	0	0	0	0	akvedukts
aqueous	0	0	0	0	0	0	0	0	0	0	ūdens
arable	0	0	0	0	0	0	0	0	0	0	aram
arbiter	0	0	0	0	0	0	0	0	0	1	šķīrējtiesnesis
arbitrate	0	0	0	0	0	0	0	0	0	0	šķīrējtiesā
arbitration	0	1	0	0	0	0	0	0	0	0	šķīrējtiesa
arbitrator	0	0	0	0	0	0	0	0	0	1	šķīrējtiesnesis
arbor	0	0	0	0	0	0	0	0	0	0	lapene
arc	0	0	0	0	0	0	0	0	0	0	loka
arcade	0	0	0	0	0	0	0	0	0	0	arkāde
arch	0	0	0	0	0	0	0	0	0	0	arka
archaeological	0	0	0	0	0	0	0	0	0	0	arheoloģiskais
archaeologist	0	0	0	0	0	0	0	0	0	0	arheologs
archaeology	0	1	0	0	0	0	1	0	0	0	arheoloģija
archaic	0	0	0	0	0	1	0	0	0	0	arhaisks
archbishop	0	0	0	0	0	0	0	0	0	0	arhibīskaps
arched	0	0	0	0	0	0	0	0	0	0	izliekts
archer	0	0	0	0	0	0	0	0	0	0	strēlnieks
archery	0	0	0	0	0	0	0	0	0	0	loka šaušana
archetype	0	0	0	0	0	0	0	0	0	0	arhetips
archipelago	0	0	0	0	0	0	0	0	0	0	arhipelāgs
architect	0	0	0	0	0	0	0	0	0	0	arhitekts
architecture	0	0	0	0	0	0	0	0	0	1	arhitektūra
archive	0	0	0	0	0	0	0	0	0	0	arhīvs
arctic	0	0	0	0	0	0	0	0	0	0	arktisks
ardent	0	1	0	0	1	0	1	0	0	0	dedzīgs
ardor	0	0	0	0	0	0	1	0	0	0	degsme
arduous	0	0	0	0	0	1	0	0	0	0	grūts
area	0	0	0	0	0	0	0	0	0	0	apgabalā
arena	0	0	0	0	0	0	0	0	0	0	arēna
areola	0	0	0	0	0	0	0	0	0	0	areola
argent	0	0	0	0	0	0	0	0	0	0	argent
argue	1	0	0	0	0	1	0	0	0	0	strīdēties
argument	1	0	0	0	0	1	0	0	0	0	arguments
argumentation	1	0	0	0	0	0	0	0	0	0	argumentācija
argumentative	0	0	0	0	0	1	0	0	0	0	argumentēts
arguments	1	0	0	0	0	0	0	0	0	0	argumenti
arid	0	0	0	0	0	1	0	1	0	0	sauss
aristocracy	0	0	0	0	0	0	1	0	0	0	aristokrātija
aristocrat	0	0	0	0	0	0	0	0	0	0	aristokrāts
aristocratic	0	0	0	0	0	0	1	0	0	0	aristokrātisks
arithmetic	0	0	0	0	0	0	0	0	0	0	aritmētika
ark	0	0	0	0	0	0	0	0	0	0	šķirsts
arm	0	0	0	0	0	0	0	0	0	0	roka
armada	0	0	0	0	0	0	0	0	0	0	armāda
armament	1	0	0	1	0	0	0	0	0	0	bruņojums
armaments	0	0	0	1	0	1	0	0	0	0	bruņojums
armature	0	0	0	0	0	0	0	0	0	0	armatūra
armed	1	0	0	1	0	1	1	0	0	0	bruņota
armor	0	0	0	1	0	0	1	0	0	1	bruņas
armored	0	0	0	1	0	0	0	0	0	0	bruņoti
armory	0	0	0	0	0	0	0	0	0	1	ieroču novietne
arms	0	0	0	0	0	0	0	0	0	0	rokas
army	0	0	0	0	0	0	0	0	0	0	armija
aroma	0	0	0	0	0	0	1	0	0	0	aromāts
arousal	0	0	0	0	0	0	0	0	0	0	uzbudinājums
arouse	0	1	0	0	0	0	1	0	0	0	uzbudināt
arraignment	1	0	0	1	0	1	0	1	0	0	apsūdzība
arrange	0	0	0	0	0	0	0	0	0	0	sakārtot
arranged	0	0	0	0	0	0	0	0	0	0	sakārtots
arrangement	0	0	0	0	0	0	0	0	0	0	vienošanās
array	0	0	0	0	0	0	1	0	0	0	masīvs
arrears	0	0	0	0	0	1	0	0	0	0	parādi
arrest	0	0	0	0	0	1	0	0	0	0	arests
arrival	0	1	0	0	0	0	0	0	0	0	ierašanās
arrive	0	1	0	0	0	0	0	0	0	0	ierasties
arrogance	0	0	0	0	0	1	0	0	0	0	augstprātība
arrogant	1	0	1	0	0	1	0	0	0	0	augstprātīgi
arrow	0	0	0	0	0	0	0	0	0	0	bultiņa
arsenal	0	0	0	0	0	0	0	0	0	0	arsenāls
arsenic	0	0	1	1	0	1	0	1	0	0	arsēns
arson	1	0	0	1	0	1	0	0	0	0	ļaunprātīga dedzināšana
art	0	1	0	0	1	0	1	1	1	0	art
artery	0	0	0	0	0	0	0	0	0	0	artērija
artful	0	0	0	0	0	0	0	0	0	0	izveicīgs
arthropod	0	0	0	0	0	0	0	0	0	0	posmkāji
artichoke	0	0	0	0	0	0	0	0	0	0	artišoks
article	0	0	0	0	0	0	0	0	0	0	rakstu
articles	0	0	0	0	0	0	0	0	0	0	rakstus
articulate	0	0	0	0	0	0	1	0	0	0	artikulēt
articulation	0	0	0	0	0	0	1	0	0	0	artikulācija
artifice	0	0	0	0	0	0	0	0	0	0	samākslotība
artillery	0	0	0	1	0	1	0	0	0	0	artilērija
artisan	0	0	0	0	0	0	1	0	0	0	amatnieks
artist	0	0	0	0	0	0	0	0	0	0	mākslinieks
artiste	0	0	0	0	0	0	1	0	0	0	mākslinieks
artistic	0	0	0	0	0	0	1	0	0	0	māksliniecisks
artists	0	0	0	0	0	0	0	0	0	0	māksliniekiem
ascend	0	0	0	0	0	0	0	0	0	0	pacelties
ascendancy	0	0	0	0	0	0	1	0	0	0	pārākums
ascension	0	0	0	0	0	0	0	0	0	0	pacelšanās
ascent	0	0	0	0	0	0	1	0	0	0	pacelšanās
ascertain	0	0	0	0	0	0	0	0	0	0	noskaidrot
ascertained	0	0	0	0	0	0	0	0	0	0	konstatēts
ascetic	0	0	0	0	0	0	0	0	0	0	askētisks
ash	0	0	0	0	0	1	0	0	0	0	pelni
ashamed	0	0	1	0	0	1	0	1	0	0	kauns
ashes	0	0	0	0	0	1	0	1	0	0	pelni
asleep	0	0	0	0	0	0	0	0	0	0	aizmidzis
asp	0	0	0	1	0	0	0	0	0	0	asp
aspartame	0	0	0	0	0	0	0	0	0	0	aspartāms
aspect	0	0	0	0	0	0	0	0	0	0	aspekts
aspects	0	0	0	0	0	0	0	0	0	0	aspektiem
asphalt	0	0	0	0	0	0	0	0	0	0	asfalts
aspiration	0	1	0	0	1	0	1	0	1	1	tiekšanās
aspire	0	1	0	0	1	0	1	0	0	0	tiekties
aspiring	0	1	0	0	1	0	1	0	0	1	tiecas
ass	0	0	0	0	0	1	0	0	0	0	ass
assail	1	0	0	1	0	1	0	0	1	0	uzbrukums
assailant	1	0	0	1	0	1	0	1	0	0	uzbrucējs
assassin	1	0	0	1	0	1	0	1	0	0	slepkava
assassinate	1	0	0	1	0	1	0	0	0	0	noslepkavot
assassination	1	0	0	1	0	1	0	1	0	0	slepkavība
assault	1	0	0	1	0	1	0	0	0	0	uzbrukums
assay	0	0	0	0	0	0	0	0	0	0	tests
assemblage	0	0	0	0	0	0	0	0	0	0	montāža
assemble	0	0	0	0	0	0	0	0	0	0	salikt
assembled	0	0	0	0	0	0	0	0	0	0	samontēts
assembly	0	0	0	0	0	0	1	0	0	1	montāža
assent	0	0	0	0	0	0	1	0	0	0	piekrišanu
assert	0	0	0	0	0	0	0	0	0	0	apgalvot
asserting	0	0	0	0	0	0	1	0	0	1	apgalvojot
assertion	0	0	0	0	0	0	0	0	0	0	apgalvojums
assess	0	0	0	0	0	0	0	0	0	0	novērtēt
assessment	0	0	0	0	0	0	0	0	1	1	novērtējums
assessor	0	0	0	0	0	0	0	0	0	1	vērtētājs
assets	0	0	0	0	0	0	1	0	0	0	aktīviem
asshole	1	0	1	0	0	1	0	0	0	0	dupsis
assign	0	0	0	0	0	0	0	0	0	0	piešķirt
assignee	0	0	0	0	0	0	0	0	0	1	pilnvarotais
assignment	0	0	0	0	0	0	0	0	0	0	uzdevums
assimilate	0	0	0	0	0	0	0	0	0	0	asimilēt
assimilation	0	0	0	0	0	0	0	0	0	0	asimilācija
assist	0	0	0	0	0	0	1	0	0	1	palīdzēt
assistance	0	0	0	0	0	0	1	0	0	0	palīdzību
assistant	0	0	0	0	0	0	0	0	0	0	palīgs
associate	0	0	0	0	0	0	1	0	0	1	asociētais
association	0	0	0	0	0	0	0	0	0	1	asociācija
assorted	0	0	0	0	0	0	0	0	0	0	asorti
assortment	0	0	0	0	0	0	0	0	0	0	sortiments
assuage	0	0	0	0	0	0	1	0	0	0	nomierināt
assumed	0	0	0	0	0	0	0	0	0	0	pieņemts
assuming	0	0	0	0	0	0	0	0	0	0	pieņemot
assumption	0	0	0	0	0	0	0	0	0	0	pieņēmums
assurance	0	0	0	0	0	0	1	0	0	1	pārliecību
assure	0	0	0	0	0	0	0	0	0	1	apgalvot
assured	0	0	0	0	0	0	1	0	0	1	pārliecināts
assuredly	0	0	0	0	0	0	0	0	0	1	noteikti
asterisk	0	0	0	0	0	0	0	0	0	0	zvaigznīte
asteroids	0	0	0	0	0	0	0	0	0	0	asteroīdi
astigmatism	0	0	0	0	0	0	0	0	0	0	astigmatisms
astonishingly	0	0	0	0	0	0	1	0	1	0	pārsteidzoši
astonishment	0	0	0	0	1	0	1	0	1	0	izbrīns
astral	0	0	0	0	0	0	0	0	0	0	astrāls
astray	0	0	0	1	0	1	0	0	0	0	apmaldījies
astringent	0	0	0	0	0	1	0	0	0	0	savelkošs
astrologer	0	1	0	0	0	0	1	0	0	0	astrologs
astrology	0	0	0	0	0	0	0	0	0	0	astroloģija
astronaut	0	0	0	0	0	0	1	0	0	0	astronauts
astronomer	0	1	0	0	0	0	1	0	0	0	astronoms
astronomy	0	0	0	0	0	0	0	0	0	0	astronomija
astute	0	0	0	0	0	0	1	0	0	0	asprātīgs
asunder	0	0	0	0	0	0	0	0	0	0	sadalīt
asylum	0	0	0	1	0	1	0	0	0	0	patvērums
asymmetric	0	0	0	0	0	0	0	0	0	0	asimetrisks
asymmetry	0	0	1	0	0	0	0	0	0	0	asimetrija
asymptotic	0	0	0	0	0	0	0	0	0	0	asimptotisks
atelier	0	0	0	0	0	0	0	0	0	0	ateljē
atheism	0	0	0	0	0	1	0	0	0	0	ateisms
atheistic	0	0	0	0	0	0	0	0	0	0	ateistisks
atherosclerosis	0	0	0	1	0	1	0	1	0	0	ateroskleroze
athlete	0	0	0	0	0	0	1	0	0	0	sportists
athletic	0	0	0	0	0	0	1	0	0	0	atlētisks
athleticism	0	0	0	0	0	0	0	0	0	0	atlētiskums
athletics	0	0	0	0	0	0	0	0	0	0	vieglatlētika
atlas	0	0	0	0	0	0	0	0	0	0	atlants
atmosphere	0	0	0	0	0	0	0	0	0	0	atmosfēra
atmospheric	0	0	0	0	0	0	0	0	0	0	atmosfēras
atoll	0	0	0	0	0	0	0	0	0	0	atols
atom	0	0	0	0	0	0	1	0	0	0	atoms
atomic	0	0	0	0	0	0	0	0	0	0	atomu
atone	0	1	0	0	1	0	1	0	0	1	izpirkt
atonement	0	0	0	0	0	0	1	0	0	0	izpirkšana
atrium	0	0	0	0	0	0	0	0	0	0	ātrijs
atrocious	1	0	1	0	0	1	0	0	0	0	zvērīgi
atrocity	1	0	1	1	0	1	0	1	0	0	zvērība
atrophy	0	0	1	1	0	1	0	1	0	0	atrofija
attach	0	0	0	0	0	0	0	0	0	0	pievienot
attachment	0	0	0	0	0	0	1	0	0	0	pielikumu
attack	1	0	0	1	0	1	0	0	0	0	uzbrukums
attacking	1	0	1	1	0	1	0	1	1	0	uzbrūkot
attain	0	0	0	0	0	0	0	0	0	0	sasniegt
attainable	0	1	0	0	0	0	1	0	0	0	sasniedzams
attainment	0	0	0	0	0	0	1	0	0	0	sasniegšanu
attempt	0	1	0	0	0	0	0	0	0	0	mēģinājums
attendance	0	1	0	0	0	0	0	0	0	0	apmeklējums
attendant	0	0	0	0	0	0	1	0	0	1	pavadonis
attention	0	0	0	0	0	0	1	0	0	0	uzmanību
attentive	0	0	0	0	0	0	1	0	0	1	uzmanīgs
attenuate	0	0	0	0	0	0	0	0	0	0	vājināt
attenuated	0	0	0	0	0	1	0	0	0	0	novājināta
attenuation	0	0	0	0	0	1	0	1	0	0	vājināšanās
attest	0	0	0	0	0	0	1	0	0	1	apliecināt
attestation	0	0	0	0	0	0	0	0	0	1	apliecinājums
attic	0	0	0	0	0	0	0	0	0	0	Bēniņi
attire	0	0	0	0	0	0	0	0	0	0	apģērbs
attitude	0	0	0	0	0	0	0	0	0	0	attieksme
attorney	1	0	0	1	0	0	1	0	0	1	advokāts
attraction	0	0	0	0	0	0	1	0	0	0	pievilcība
attractiveness	0	0	0	0	0	0	1	0	0	0	pievilcību
attributable	0	0	0	0	0	0	0	0	0	0	attiecināms
attribute	0	0	0	0	0	0	0	0	0	0	atribūts
attribution	0	0	0	0	0	0	0	0	0	0	attiecināšana
attrition	0	0	0	0	0	0	0	0	0	0	nodilums
auburn	0	0	0	0	0	0	0	0	0	0	kastaņbrūns
auction	0	1	0	0	0	0	0	0	0	0	izsole
auctioneer	0	0	0	0	0	0	0	0	0	0	izsoles rīkotājs
audacious	0	0	0	0	0	0	0	0	0	0	pārdrošs
audacity	0	0	0	0	0	1	0	0	0	0	pārdrošība
audible	0	0	0	0	0	0	0	0	0	0	dzirdams
audience	0	1	0	0	0	0	0	0	0	0	auditorija
audit	0	0	0	0	0	0	0	0	0	0	audits
audition	0	0	0	0	0	0	0	0	0	0	klausīšanās
auditor	0	0	0	1	0	0	0	0	0	1	auditors
auditorium	0	0	0	0	0	0	0	0	0	0	auditorija
auditory	0	0	0	0	0	0	0	0	0	0	dzirdes
aught	0	0	0	0	0	0	0	0	0	0	aught
augment	0	0	0	0	0	0	1	0	0	0	palielināt
augmentation	0	0	0	0	0	0	0	0	0	0	palielināšana
august	0	0	0	0	0	0	1	0	0	0	augusts
aunt	0	0	0	0	0	0	1	0	0	1	tante
aura	0	0	0	0	0	0	1	0	0	0	aura
aurora	0	0	0	0	0	0	0	0	0	0	aurora
auspices	0	0	0	0	0	0	0	0	0	0	aizbildniecībā
auspicious	0	1	0	0	1	0	1	0	0	0	labvēlīgs
austere	0	0	0	1	0	1	0	1	0	0	askētisks
austerity	0	0	0	0	0	1	0	0	0	0	taupība
authentic	0	0	0	0	1	0	1	0	0	1	autentisks
authenticate	0	0	0	0	0	0	0	0	0	1	autentificēt
authentication	0	0	0	0	0	0	0	0	0	1	autentifikācija
authenticity	0	0	0	0	0	0	1	0	0	1	autentiskums
author	0	0	0	0	0	0	1	0	0	1	autors
authoritative	0	0	0	0	0	0	1	0	0	1	autoritatīvs
authority	0	0	0	0	0	0	1	0	0	1	iestāde
authorization	0	0	0	0	0	0	1	0	0	1	autorizācija
authorize	0	0	0	0	0	0	0	0	0	1	pilnvarot
authorized	0	0	0	0	0	0	1	0	0	0	pilnvarots
authorship	0	0	0	0	0	0	0	0	0	0	autorība
auto	0	0	0	0	0	0	0	0	0	0	auto
autobiography	0	0	0	0	0	0	0	0	0	0	autobiogrāfija
autocratic	0	0	0	0	0	1	0	0	0	0	autokrātisks
autograph	0	0	0	0	0	0	0	0	0	0	autogrāfs
automatic	0	0	0	0	0	0	0	0	0	1	automātiski
automobile	0	0	0	0	0	0	0	0	0	0	automašīna
autonomy	0	0	0	0	0	0	0	0	0	0	autonomija
autopsy	0	0	1	1	0	1	0	1	0	0	autopsija
autumn	0	0	0	0	0	0	0	0	0	0	rudens
auxiliary	0	0	0	0	0	0	0	0	0	0	palīgierīce
