English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Maori Word
amplification	0	0	0	0	0	0	0	0	0	0	whakakaha
amplify	0	0	0	0	0	0	0	0	0	0	whakakaha
amplitude	0	0	0	0	0	0	0	0	0	0	kaha kaha
amply	0	0	0	0	0	0	0	0	0	0	nui
amputation	0	0	0	0	0	0	0	0	0	0	tapahi
amulet	0	0	0	0	0	0	0	0	0	0	amuleti
amuse	0	0	0	0	1	0	1	0	0	0	whakangahau
amused	0	0	0	0	1	0	1	0	0	0	whakahihiri
amusement	0	0	0	0	1	0	1	0	0	0	whakangahau
amusing	0	0	0	0	1	0	1	0	0	0	whakahihiri
ana	0	0	0	0	0	0	0	0	0	0	ana
anaconda	0	0	1	1	0	1	0	0	0	0	anaconda
anaesthesia	0	0	0	0	0	0	0	0	0	0	whakamohoatanga
anaesthetic	0	0	0	0	0	0	0	0	0	0	whakawhanaunga
anal	0	0	0	0	0	1	0	0	0	0	whakaeneene
analgesic	0	0	0	0	0	0	0	0	0	0	whakamaroke
analogous	0	0	0	0	0	0	0	0	0	0	tairitenga
analogue	0	0	0	0	0	0	0	0	0	0	tairitenga
analogy	0	0	0	0	0	0	0	0	0	0	whakataurite
analysis	0	0	0	0	0	0	0	0	0	0	tātaritanga
analyst	0	1	0	0	0	0	1	0	0	1	kaitātari
analytic	0	0	0	0	0	0	0	0	0	0	tātari
analyze	0	0	0	0	0	0	0	0	0	0	tātari
analyzer	0	0	0	0	0	0	0	0	0	0	kaitātari
anarchism	1	0	0	1	0	1	0	0	0	0	anarchism
anarchist	1	0	0	1	0	1	0	0	0	0	anarchist
anarchy	1	0	0	1	0	1	0	0	0	0	whakakino
anastomosis	0	0	0	0	0	0	0	0	0	0	anastomosis
anathema	1	0	1	1	0	1	0	1	0	0	anatema
anatomic	0	0	0	0	0	0	0	0	0	0	tinana
anatomy	0	0	0	0	0	0	0	0	0	0	tinana
ancestor	0	0	0	0	0	0	0	0	0	0	tupuna
ancestral	0	0	0	0	0	0	0	0	0	1	tupuna
ancestry	0	0	0	0	0	0	0	0	0	0	whakapapa
anchor	0	0	0	0	0	0	1	0	0	0	punga
anchorage	0	0	0	0	0	0	1	1	0	0	punga
ancient	0	0	0	0	0	1	0	0	0	0	tawhito
ancillary	0	0	0	0	0	0	0	0	0	0	apiti
androgen	0	0	0	0	0	0	0	0	0	0	androgen
anemone	0	0	0	0	0	0	0	0	0	0	anemone
anew	0	0	0	0	0	0	0	0	0	0	hou
angel	0	1	0	0	1	0	1	0	1	1	anahera
angelic	0	0	0	0	1	0	1	0	0	1	anahera
anger	1	0	0	0	0	1	0	0	0	0	riri
angina	0	0	0	1	0	1	0	0	0	0	angina
angiography	0	0	0	0	0	0	0	0	0	0	angiography
angle	0	0	0	0	0	0	0	0	0	0	koki
angling	0	1	0	0	0	1	0	0	0	0	hī ika
angry	1	0	1	0	0	1	0	0	0	0	riri
anguish	1	0	0	1	0	1	0	1	0	0	mamae
angular	0	0	0	0	0	0	0	0	0	0	koki
anhydrous	0	0	0	0	0	0	0	0	0	0	hauwai
animal	0	0	0	0	0	0	0	0	0	0	kararehe
animate	0	0	0	0	0	0	1	0	0	0	whakakorikori
animated	0	0	0	0	1	0	1	0	0	0	pakiwaituhi
animation	0	0	0	0	0	0	0	0	0	0	hākoritanga
animosity	1	0	1	1	0	1	0	1	0	0	te mauahara
animus	1	0	0	0	0	1	0	0	0	0	hāora
ankle	0	0	0	0	0	0	0	0	0	0	rekereke
annals	0	0	0	0	0	0	0	0	0	0	nga korero
annex	0	0	0	0	0	0	0	0	0	0	āpitihanga
annexation	0	0	0	0	0	0	0	0	0	0	te taapiri
annexe	0	0	0	0	0	0	0	0	0	0	āpitihanga
annihilate	1	0	0	1	0	1	0	0	0	0	whakangaro
annihilated	1	0	0	1	0	1	0	1	0	0	whakamotitia
annihilation	1	0	0	1	0	1	0	1	0	0	whakamomori
annotate	0	0	0	0	0	0	0	0	0	0	tuhipoka
annotation	0	0	0	0	0	0	0	0	0	0	tuhipoka
announce	0	0	0	0	0	0	0	0	0	0	panui
announcement	0	1	0	0	0	0	0	0	0	0	panui
annoy	1	0	1	0	0	1	0	0	0	0	whakapouri
annoyance	1	0	1	0	0	1	0	0	0	0	hoha
annoying	1	0	0	0	0	1	0	0	0	0	hoha
annuity	0	0	0	0	0	0	0	0	0	0	tau tau
annul	0	0	0	0	0	1	0	0	0	0	whakakore
annular	0	0	0	0	0	0	0	0	0	0	annular
annulment	0	0	0	0	0	1	0	1	0	0	whakakorenga
annulus	0	0	0	0	0	0	0	0	0	0	haumanu
anointing	0	0	0	0	0	0	0	0	0	0	te whakawahinga
anomalous	0	0	0	0	0	0	0	0	0	0	pokanoa
anomaly	0	0	0	1	0	1	0	0	1	0	pokanoa
anon	0	0	0	0	0	0	0	0	0	0	ano
anonymous	0	0	0	0	0	1	0	0	0	0	ingoamuna
answer	0	0	0	0	0	0	0	0	0	0	whakautu
answerable	0	0	0	0	0	0	0	0	0	1	whakautu
answering	0	0	0	0	0	0	0	0	0	0	whakautu
ant	0	0	0	0	0	0	0	0	0	0	popokorua
antagonism	1	0	0	0	0	1	0	0	0	0	te riri
antagonist	1	0	0	0	0	1	0	0	0	0	kaitukino
antagonistic	1	0	1	0	0	1	0	0	0	0	whakatakariri
ante	0	0	0	0	0	0	0	0	0	0	mua
antecedent	0	0	0	0	0	0	0	0	0	0	mua
antelope	0	0	0	0	0	0	0	0	0	0	antelope
antenna	0	0	0	0	0	0	0	0	0	0	pūihi
anterior	0	0	0	0	0	0	0	0	0	0	o mua
anthem	0	0	0	0	0	0	0	0	0	0	waiata
anthology	0	0	0	0	0	0	0	0	0	0	anthology
anthrax	0	0	1	1	0	1	0	1	0	0	anthrax
anthropology	0	0	0	0	0	0	0	0	0	0	tikanga tangata
antibiotic	0	0	0	0	0	0	0	0	0	0	paturopi
antibiotics	0	0	0	0	0	0	1	0	0	0	paturopi
antichrist	1	0	1	1	0	1	0	0	0	0	anatikaraiti
anticipation	0	1	0	0	0	0	0	0	0	0	tatari
anticipatory	0	1	0	0	0	0	0	0	0	0	matakite
antidote	0	1	0	0	0	0	1	0	0	1	rongoā mate
antifungal	0	0	0	0	0	0	1	0	0	1	antifungal
antimony	0	0	0	0	0	0	0	0	0	0	antimoni
antipathy	1	0	1	0	0	1	0	0	0	0	te riri
antiquarian	0	0	0	0	0	0	0	0	0	0	tawhito
antiquated	0	0	0	0	0	1	0	0	0	0	tawhito
antique	0	0	0	0	0	0	1	0	0	0	tawhito
antiquity	0	0	0	0	0	0	0	0	0	0	tawhito
antiseptic	0	0	0	0	0	0	1	0	0	1	patupatu
antisocial	1	0	1	1	0	1	0	1	0	0	whakakeke
antithesis	1	0	0	0	0	1	0	0	0	0	whakapae
antithetical	0	0	0	0	0	0	0	0	0	0	whakahē
antiviral	0	0	0	0	0	0	0	0	0	0	patu huaketo
antler	0	0	0	0	0	0	0	0	0	0	korokoro
anvil	0	0	0	0	0	0	0	0	0	0	paepae
anxiety	1	1	0	1	0	1	0	1	0	0	māharahara
anxious	0	1	0	1	0	1	0	0	0	0	māharahara
aorta	0	0	0	0	0	0	0	0	0	0	aorta
apace	0	0	0	0	0	0	0	0	0	0	tere
apache	0	0	0	1	0	1	0	0	0	0	apache
apartment	0	0	0	0	0	0	0	0	0	0	whare noho
apathetic	0	0	0	0	0	1	0	1	0	0	karekau
apathy	0	0	0	0	0	1	0	1	0	0	karekau
ape	0	0	0	0	0	0	0	0	0	0	makimaki
aperture	0	0	0	0	0	0	0	0	0	0	tuwhera
apex	0	0	0	0	0	0	0	0	0	0	tihi
aphid	0	0	1	0	0	1	0	0	0	0	aphid
apiece	0	0	0	0	0	0	0	0	0	0	ia tangata
aplomb	0	0	0	0	0	0	1	0	0	0	whakahihiri
apocalyptic	0	0	0	0	0	0	0	0	0	0	apocalyptic
apologetic	0	0	0	0	0	0	1	0	0	1	whakapāha
apologist	0	0	0	0	0	0	0	0	0	0	kaikorero
apologize	0	0	0	0	0	0	1	1	0	1	whakapāha
apology	0	0	0	0	0	0	1	0	0	0	whakapāha
apostasy	0	0	0	0	0	0	0	0	0	0	taivaraa
apostate	0	0	0	0	0	0	0	0	0	0	taivaraa
apostle	0	0	0	0	0	0	1	0	0	1	apotoro
apostolic	0	0	0	0	0	0	0	0	0	1	apotoro
apostrophe	0	0	0	0	0	0	0	0	0	0	tohutoro
appalling	0	0	1	1	0	1	0	0	0	0	whakamataku
apparatus	0	0	0	0	0	0	0	0	0	0	taputapu
apparel	0	0	0	0	0	0	0	0	0	0	kakahu
apparently	0	0	0	0	0	0	0	0	0	0	te ahua
apparition	0	0	0	1	0	0	0	0	1	0	whakakitenga
appeal	0	1	0	0	0	0	0	0	0	0	piira
appearance	0	0	0	0	0	0	0	0	0	0	ahua
appease	0	0	0	0	0	0	0	0	0	0	whakararu
appellant	0	0	0	0	0	0	0	0	0	0	kaipiira
append	0	0	0	0	0	0	0	0	0	0	apiti
appendage	0	0	0	0	0	0	0	0	0	0	taapiri
appendicitis	0	0	0	1	0	1	0	1	0	0	appendicitis
appendix	0	0	0	0	0	0	0	0	0	0	āpitihanga
appetite	0	0	0	0	0	0	0	0	0	0	hiahia
appetizer	0	0	0	0	0	0	0	0	0	0	kai reka
applause	0	0	0	0	1	0	1	0	1	1	pakipaki
apple	0	0	0	0	0	0	0	0	0	0	aporo
appliance	0	0	0	0	0	0	0	0	0	0	taputapu
appliances	0	0	0	0	0	0	0	0	0	0	taputapu
applicability	0	0	0	0	0	0	0	0	0	0	whaihuatanga
applicable	0	0	0	0	0	0	0	0	0	0	e tika ana
applicant	0	1	0	0	0	0	0	0	0	0	kaitono
application	0	0	0	0	0	0	0	0	0	0	tono
apply	0	0	0	0	0	0	0	0	0	0	tono
appoint	0	0	0	0	0	0	0	0	0	0	whakaritea
appointment	0	0	0	0	0	0	0	0	0	0	whakarite
appointments	0	0	0	0	0	0	0	0	0	0	whakaritenga
apportion	0	0	0	0	0	0	0	0	0	0	wehewehenga
apportionment	0	0	0	0	0	0	0	0	0	0	wehewehenga
appraise	0	0	0	0	0	0	0	0	0	0	arohaehae
appreciable	0	0	0	0	0	0	0	0	0	0	whakamihi
appreciation	0	0	0	0	1	0	1	0	0	1	maioha
apprehend	0	0	0	1	0	0	0	0	0	0	hopukina
apprehension	0	0	0	1	0	1	0	0	0	0	mataku
apprehensive	0	1	0	1	0	1	0	0	0	0	mataku
apprentice	0	0	0	0	0	0	0	0	0	1	tauira
apprenticeship	0	0	0	0	0	0	0	0	0	0	whakangungu
approach	0	0	0	0	0	0	0	0	0	0	whakatata
approaching	0	1	0	0	0	0	0	0	0	0	e whakatata mai ana
approbation	0	0	0	0	0	0	1	0	0	1	whakaaetanga
appropriation	0	0	0	0	0	1	0	0	0	0	whakawhiwhinga
approval	0	0	0	0	0	0	1	0	0	0	whakaaetanga
approve	0	0	0	0	1	0	1	0	0	1	whakaae
approving	0	0	0	0	0	0	1	0	0	0	whakaae
approximate	0	0	0	0	0	0	0	0	0	0	tata
approximately	0	0	0	0	0	0	0	0	0	0	āhua
approximating	0	0	0	0	0	0	0	0	0	0	e tata ana
approximation	0	0	0	0	0	0	0	0	0	0	whakatata
appurtenances	0	0	0	0	0	0	0	0	0	0	taputapu
apron	0	0	0	0	0	0	0	0	0	0	apron
apt	0	0	0	0	0	0	1	0	0	0	tika
aptitude	0	0	0	0	0	0	1	0	0	0	kaha
aqua	0	0	0	0	0	0	0	0	0	0	aqua
aquamarine	0	0	0	0	0	0	0	0	0	0	aquamarine
aquarium	0	0	0	0	0	0	0	0	0	0	aquarium
aquatic	0	0	0	0	0	0	0	0	0	0	waiwai
aqueduct	0	0	0	0	0	0	0	0	0	0	kohanga wai
aqueous	0	0	0	0	0	0	0	0	0	0	wai
arable	0	0	0	0	0	0	0	0	0	0	ahuwhenua
arbiter	0	0	0	0	0	0	0	0	0	1	kaiwawao
arbitrate	0	0	0	0	0	0	0	0	0	0	whakatau
arbitration	0	1	0	0	0	0	0	0	0	0	apitireihana
arbitrator	0	0	0	0	0	0	0	0	0	1	kaiwawao
arbor	0	0	0	0	0	0	0	0	0	0	rakau
arc	0	0	0	0	0	0	0	0	0	0	pewa
arcade	0	0	0	0	0	0	0	0	0	0	whare tapere
arch	0	0	0	0	0	0	0	0	0	0	kikorangi
archaeological	0	0	0	0	0	0	0	0	0	0	whaipara tangata
archaeologist	0	0	0	0	0	0	0	0	0	0	whaipara tangata
archaeology	0	1	0	0	0	0	1	0	0	0	whaipara tangata
archaic	0	0	0	0	0	1	0	0	0	0	tawhito
archbishop	0	0	0	0	0	0	0	0	0	0	pīhopa
arched	0	0	0	0	0	0	0	0	0	0	kikorangi
archer	0	0	0	0	0	0	0	0	0	0	kaikopere
archery	0	0	0	0	0	0	0	0	0	0	kopere
archetype	0	0	0	0	0	0	0	0	0	0	tohutoro
archipelago	0	0	0	0	0	0	0	0	0	0	motu
architect	0	0	0	0	0	0	0	0	0	0	hoahoanga
architecture	0	0	0	0	0	0	0	0	0	1	hoahoanga
archive	0	0	0	0	0	0	0	0	0	0	pūranga
arctic	0	0	0	0	0	0	0	0	0	0	Arctic
ardent	0	1	0	0	1	0	1	0	0	0	pukuriri
ardor	0	0	0	0	0	0	1	0	0	0	pukuriri
arduous	0	0	0	0	0	1	0	0	0	0	uaua
area	0	0	0	0	0	0	0	0	0	0	rohe
arena	0	0	0	0	0	0	0	0	0	0	arena
areola	0	0	0	0	0	0	0	0	0	0	areola
argent	0	0	0	0	0	0	0	0	0	0	argent
argue	1	0	0	0	0	1	0	0	0	0	tautohe
argument	1	0	0	0	0	1	0	0	0	0	tautohe
argumentation	1	0	0	0	0	0	0	0	0	0	tautohetohe
argumentative	0	0	0	0	0	1	0	0	0	0	tautohetohe
arguments	1	0	0	0	0	0	0	0	0	0	tautohetohe
arid	0	0	0	0	0	1	0	1	0	0	maroke
aristocracy	0	0	0	0	0	0	1	0	0	0	arikitanga
aristocrat	0	0	0	0	0	0	0	0	0	0	rangatira
aristocratic	0	0	0	0	0	0	1	0	0	0	rangatira
arithmetic	0	0	0	0	0	0	0	0	0	0	tātai
ark	0	0	0	0	0	0	0	0	0	0	aaka
arm	0	0	0	0	0	0	0	0	0	0	ringa
armada	0	0	0	0	0	0	0	0	0	0	armada
armament	1	0	0	1	0	0	0	0	0	0	mau patu
armaments	0	0	0	1	0	1	0	0	0	0	mau patu
armature	0	0	0	0	0	0	0	0	0	0	patupatu
armed	1	0	0	1	0	1	1	0	0	0	mau patu
armor	0	0	0	1	0	0	1	0	0	1	patu patu
armored	0	0	0	1	0	0	0	0	0	0	mau patu
armory	0	0	0	0	0	0	0	0	0	1	whare patu
arms	0	0	0	0	0	0	0	0	0	0	ringa
army	0	0	0	0	0	0	0	0	0	0	ope taua
aroma	0	0	0	0	0	0	1	0	0	0	kakara
arousal	0	0	0	0	0	0	0	0	0	0	whakaohooho
arouse	0	1	0	0	0	0	1	0	0	0	whakaohokia
arraignment	1	0	0	1	0	1	0	1	0	0	whakawakanga
arrange	0	0	0	0	0	0	0	0	0	0	whakarite
arranged	0	0	0	0	0	0	0	0	0	0	whakaritea
arrangement	0	0	0	0	0	0	0	0	0	0	whakaritenga
array	0	0	0	0	0	0	1	0	0	0	huinga
arrears	0	0	0	0	0	1	0	0	0	0	nga nama
arrest	0	0	0	0	0	1	0	0	0	0	hopukina
arrival	0	1	0	0	0	0	0	0	0	0	te taenga mai
arrive	0	1	0	0	0	0	0	0	0	0	tae mai
arrogance	0	0	0	0	0	1	0	0	0	0	whakahihi
arrogant	1	0	1	0	0	1	0	0	0	0	whakahihi
arrow	0	0	0	0	0	0	0	0	0	0	pere
arsenal	0	0	0	0	0	0	0	0	0	0	mau patu
arsenic	0	0	1	1	0	1	0	1	0	0	arsenic
arson	1	0	0	1	0	1	0	0	0	0	tahu ahi
art	0	1	0	0	1	0	1	1	1	0	toi
artery	0	0	0	0	0	0	0	0	0	0	uaua
artful	0	0	0	0	0	0	0	0	0	0	toi
arthropod	0	0	0	0	0	0	0	0	0	0	angawaho
artichoke	0	0	0	0	0	0	0	0	0	0	toiokao
article	0	0	0	0	0	0	0	0	0	0	tuhinga
articles	0	0	0	0	0	0	0	0	0	0	tuhinga
articulate	0	0	0	0	0	0	1	0	0	0	korero
articulation	0	0	0	0	0	0	1	0	0	0	whakahua
artifice	0	0	0	0	0	0	0	0	0	0	hangai
artillery	0	0	0	1	0	1	0	0	0	0	pū pū
artisan	0	0	0	0	0	0	1	0	0	0	tohunga toi
artist	0	0	0	0	0	0	0	0	0	0	kaitoi
artiste	0	0	0	0	0	0	1	0	0	0	kaitoi
artistic	0	0	0	0	0	0	1	0	0	0	toi
artists	0	0	0	0	0	0	0	0	0	0	kaitoi
ascend	0	0	0	0	0	0	0	0	0	0	piki
ascendancy	0	0	0	0	0	0	1	0	0	0	pikinga
ascension	0	0	0	0	0	0	0	0	0	0	pikinga
ascent	0	0	0	0	0	0	1	0	0	0	pikinga
ascertain	0	0	0	0	0	0	0	0	0	0	whakatau
ascertained	0	0	0	0	0	0	0	0	0	0	kua kitea
ascetic	0	0	0	0	0	0	0	0	0	0	whakakeke
ash	0	0	0	0	0	1	0	0	0	0	pungarehu
ashamed	0	0	1	0	0	1	0	1	0	0	whakama
ashes	0	0	0	0	0	1	0	1	0	0	pungarehu
asleep	0	0	0	0	0	0	0	0	0	0	moe
asp	0	0	0	1	0	0	0	0	0	0	asp
aspartame	0	0	0	0	0	0	0	0	0	0	aspartame
aspect	0	0	0	0	0	0	0	0	0	0	ahua
aspects	0	0	0	0	0	0	0	0	0	0	āhuatanga
asphalt	0	0	0	0	0	0	0	0	0	0	uku
aspiration	0	1	0	0	1	0	1	0	1	1	wawata
aspire	0	1	0	0	1	0	1	0	0	0	wawata
aspiring	0	1	0	0	1	0	1	0	0	1	te wawata
ass	0	0	0	0	0	1	0	0	0	0	kaihe
assail	1	0	0	1	0	1	0	0	1	0	whakaeke
assailant	1	0	0	1	0	1	0	1	0	0	kaikino
assassin	1	0	0	1	0	1	0	1	0	0	kohuru
assassinate	1	0	0	1	0	1	0	0	0	0	kohuru
assassination	1	0	0	1	0	1	0	1	0	0	kohuru
assault	1	0	0	1	0	1	0	0	0	0	huaki
assay	0	0	0	0	0	0	0	0	0	0	whakamātautau
assemblage	0	0	0	0	0	0	0	0	0	0	whakahuihui
assemble	0	0	0	0	0	0	0	0	0	0	whakahuihui
assembled	0	0	0	0	0	0	0	0	0	0	huihui
assembly	0	0	0	0	0	0	1	0	0	1	huihuinga
assent	0	0	0	0	0	0	1	0	0	0	whakaae
assert	0	0	0	0	0	0	0	0	0	0	whakapae
asserting	0	0	0	0	0	0	1	0	0	1	e kii ana
assertion	0	0	0	0	0	0	0	0	0	0	whakapae
assess	0	0	0	0	0	0	0	0	0	0	aromatawai
assessment	0	0	0	0	0	0	0	0	1	1	aromatawai
assessor	0	0	0	0	0	0	0	0	0	1	kaiaromatawai
assets	0	0	0	0	0	0	1	0	0	0	rawa
asshole	1	0	1	0	0	1	0	0	0	0	pouaru
assign	0	0	0	0	0	0	0	0	0	0	tautapa
assignee	0	0	0	0	0	0	0	0	0	1	te kaiwhakawhiwhi
assignment	0	0	0	0	0	0	0	0	0	0	taumahi
assimilate	0	0	0	0	0	0	0	0	0	0	whakahuihui
assimilation	0	0	0	0	0	0	0	0	0	0	whakahuihui
assist	0	0	0	0	0	0	1	0	0	1	awhina
assistance	0	0	0	0	0	0	1	0	0	0	awhina
assistant	0	0	0	0	0	0	0	0	0	0	kaiawhina
associate	0	0	0	0	0	0	1	0	0	1	hoa
association	0	0	0	0	0	0	0	0	0	1	hononga
assorted	0	0	0	0	0	0	0	0	0	0	momo
assortment	0	0	0	0	0	0	0	0	0	0	momo
assuage	0	0	0	0	0	0	1	0	0	0	whakaahuru
assumed	0	0	0	0	0	0	0	0	0	0	whakaaro
assuming	0	0	0	0	0	0	0	0	0	0	whakaaro
assumption	0	0	0	0	0	0	0	0	0	0	whakapae
assurance	0	0	0	0	0	0	1	0	0	1	whakapumautanga
assure	0	0	0	0	0	0	0	0	0	1	whakapūmau
assured	0	0	0	0	0	0	1	0	0	1	whakapumau
assuredly	0	0	0	0	0	0	0	0	0	1	tino pono
asterisk	0	0	0	0	0	0	0	0	0	0	whetūriki
asteroids	0	0	0	0	0	0	0	0	0	0	asteroids
astigmatism	0	0	0	0	0	0	0	0	0	0	astigmatism
astonishingly	0	0	0	0	0	0	1	0	1	0	whakamīharo
astonishment	0	0	0	0	1	0	1	0	1	0	miharo
astral	0	0	0	0	0	0	0	0	0	0	astral
astray	0	0	0	1	0	1	0	0	0	0	kotiti ke
astringent	0	0	0	0	0	1	0	0	0	0	astringent
astrologer	0	1	0	0	0	0	1	0	0	0	tohunga whetu
astrology	0	0	0	0	0	0	0	0	0	0	wheturangi
astronaut	0	0	0	0	0	0	1	0	0	0	kairangirangi
astronomer	0	1	0	0	0	0	1	0	0	0	tohunga arorangi
astronomy	0	0	0	0	0	0	0	0	0	0	arorangi
astute	0	0	0	0	0	0	1	0	0	0	mohio
asunder	0	0	0	0	0	0	0	0	0	0	wehea
asylum	0	0	0	1	0	1	0	0	0	0	whakaruruhau
asymmetric	0	0	0	0	0	0	0	0	0	0	hangarite
asymmetry	0	0	1	0	0	0	0	0	0	0	hangarite
asymptotic	0	0	0	0	0	0	0	0	0	0	asymptotic
atelier	0	0	0	0	0	0	0	0	0	0	whare taonga
atheism	0	0	0	0	0	1	0	0	0	0	whakaponokore
atheistic	0	0	0	0	0	0	0	0	0	0	whakaponokore
atherosclerosis	0	0	0	1	0	1	0	1	0	0	atherosclerosis
athlete	0	0	0	0	0	0	1	0	0	0	kaipara
athletic	0	0	0	0	0	0	1	0	0	0	hakinakina
athleticism	0	0	0	0	0	0	0	0	0	0	hakinakina
athletics	0	0	0	0	0	0	0	0	0	0	hakinakina
atlas	0	0	0	0	0	0	0	0	0	0	atlas
atmosphere	0	0	0	0	0	0	0	0	0	0	huru
atmospheric	0	0	0	0	0	0	0	0	0	0	hau
atoll	0	0	0	0	0	0	0	0	0	0	motumotu
atom	0	0	0	0	0	0	1	0	0	0	ngota
atomic	0	0	0	0	0	0	0	0	0	0	ngota
atone	0	1	0	0	1	0	1	0	0	1	taraehara
atonement	0	0	0	0	0	0	1	0	0	0	taraehara
atrium	0	0	0	0	0	0	0	0	0	0	atrium
atrocious	1	0	1	0	0	1	0	0	0	0	kino
atrocity	1	0	1	1	0	1	0	1	0	0	mahi nanakia
atrophy	0	0	1	1	0	1	0	1	0	0	atrophy
attach	0	0	0	0	0	0	0	0	0	0	whakapiri
attachment	0	0	0	0	0	0	1	0	0	0	āpitihanga
attack	1	0	0	1	0	1	0	0	0	0	whakaeke
attacking	1	0	1	1	0	1	0	1	1	0	whakaeke
attain	0	0	0	0	0	0	0	0	0	0	tutuki
attainable	0	1	0	0	0	0	1	0	0	0	ka taea
attainment	0	0	0	0	0	0	1	0	0	0	tutukitanga
attempt	0	1	0	0	0	0	0	0	0	0	nganatanga
attendance	0	1	0	0	0	0	0	0	0	0	te taenga mai
attendant	0	0	0	0	0	0	1	0	0	1	kaitiaki
attention	0	0	0	0	0	0	1	0	0	0	aro
attentive	0	0	0	0	0	0	1	0	0	1	aro nui
attenuate	0	0	0	0	0	0	0	0	0	0	whakaheke
attenuated	0	0	0	0	0	1	0	0	0	0	kua whakahekehia
attenuation	0	0	0	0	0	1	0	1	0	0	whakahekenga
attest	0	0	0	0	0	0	1	0	0	1	whakaatu
attestation	0	0	0	0	0	0	0	0	0	1	whakamana
attic	0	0	0	0	0	0	0	0	0	0	tuanui
attire	0	0	0	0	0	0	0	0	0	0	kakahu
attitude	0	0	0	0	0	0	0	0	0	0	huru
attorney	1	0	0	1	0	0	1	0	0	1	roia
attraction	0	0	0	0	0	0	1	0	0	0	whakahihiri
attractiveness	0	0	0	0	0	0	1	0	0	0	ātaahua
attributable	0	0	0	0	0	0	0	0	0	0	huanga
attribute	0	0	0	0	0	0	0	0	0	0	huanga
attribution	0	0	0	0	0	0	0	0	0	0	taunga
attrition	0	0	0	0	0	0	0	0	0	0	whakahekenga
auburn	0	0	0	0	0	0	0	0	0	0	kākāriki
auction	0	1	0	0	0	0	0	0	0	0	hokohoko
auctioneer	0	0	0	0	0	0	0	0	0	0	kaihoko hokohoko
audacious	0	0	0	0	0	0	0	0	0	0	māia
audacity	0	0	0	0	0	1	0	0	0	0	maia
audible	0	0	0	0	0	0	0	0	0	0	ka rangona
audience	0	1	0	0	0	0	0	0	0	0	minenga
audit	0	0	0	0	0	0	0	0	0	0	arotake
audition	0	0	0	0	0	0	0	0	0	0	whakamātautau
auditor	0	0	0	1	0	0	0	0	0	1	kaitātari kaute
auditorium	0	0	0	0	0	0	0	0	0	0	whare whakarongo
auditory	0	0	0	0	0	0	0	0	0	0	whakarongo
aught	0	0	0	0	0	0	0	0	0	0	aha
augment	0	0	0	0	0	0	1	0	0	0	whakanui
augmentation	0	0	0	0	0	0	0	0	0	0	whakanuinga
august	0	0	0	0	0	0	1	0	0	0	Akuhata
aunt	0	0	0	0	0	0	1	0	0	1	whaea kēkē
aura	0	0	0	0	0	0	1	0	0	0	aura
aurora	0	0	0	0	0	0	0	0	0	0	aurora
auspices	0	0	0	0	0	0	0	0	0	0	manaakitanga
auspicious	0	1	0	0	1	0	1	0	0	0	manaakitanga
austere	0	0	0	1	0	1	0	1	0	0	uaua
austerity	0	0	0	0	0	1	0	0	0	0	tiiti
authentic	0	0	0	0	1	0	1	0	0	1	pono
authenticate	0	0	0	0	0	0	0	0	0	1	whakamotuhēhē
authentication	0	0	0	0	0	0	0	0	0	1	motuhēhēnga
authenticity	0	0	0	0	0	0	1	0	0	1	pono
author	0	0	0	0	0	0	1	0	0	1	kaituhi
authoritative	0	0	0	0	0	0	1	0	0	1	whai mana
authority	0	0	0	0	0	0	1	0	0	1	mana
authorization	0	0	0	0	0	0	1	0	0	1	whakamanatanga
authorize	0	0	0	0	0	0	0	0	0	1	whakamana
authorized	0	0	0	0	0	0	1	0	0	0	whakamana
authorship	0	0	0	0	0	0	0	0	0	0	kaituhi
auto	0	0	0	0	0	0	0	0	0	0	auto
autobiography	0	0	0	0	0	0	0	0	0	0	haurongo
autocratic	0	0	0	0	0	1	0	0	0	0	mana motuhake
autograph	0	0	0	0	0	0	0	0	0	0	autograph
automatic	0	0	0	0	0	0	0	0	0	1	aunoa
automobile	0	0	0	0	0	0	0	0	0	0	waka
autonomy	0	0	0	0	0	0	0	0	0	0	mana motuhake
autopsy	0	0	1	1	0	1	0	1	0	0	autopsy
autumn	0	0	0	0	0	0	0	0	0	0	ngahuru
auxiliary	0	0	0	0	0	0	0	0	0	0	awhina
avail	0	0	0	0	0	0	0	0	0	0	whai hua
avalanche	0	0	0	1	0	1	0	1	1	0	tohenga
avarice	1	0	1	0	0	1	0	0	0	0	mokemoke
avatar	0	0	0	0	0	0	1	0	0	0	avatar
avenger	1	0	0	0	0	1	0	0	0	0	kaitakitaki
avenue	0	0	0	0	0	0	0	0	0	0	huarahi
aver	0	0	0	0	0	0	0	0	0	0	aver
average	0	0	0	0	0	0	0	0	0	0	toharite
averse	1	0	1	1	0	1	0	0	0	0	whakakeke
aversion	1	0	1	1	0	1	0	0	0	0	whakakeke
avert	0	0	0	0	0	0	0	0	0	0	karo
aviary	0	0	0	0	0	0	0	0	0	0	whare manu
aviation	0	0	0	0	0	0	0	0	0	0	rererangi
aviator	0	0	0	0	0	0	0	0	0	0	waka rererangi
avid	0	0	0	0	0	0	0	0	0	0	kaingākau
avocado	0	0	0	0	0	0	0	0	0	0	awhekātō
avoid	0	0	0	1	0	1	0	0	0	0	karo
