English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Kurdish-Kurmanji Word
amphibious	0	0	0	0	0	0	0	0	0	0	amphibious
amphitheater	0	0	0	0	0	0	0	0	0	0	amphitheater
amplification	0	0	0	0	0	0	0	0	0	0	amplification
amplify	0	0	0	0	0	0	0	0	0	0	xûrtkirin
amplitude	0	0	0	0	0	0	0	0	0	0	amplitude
amply	0	0	0	0	0	0	0	0	0	0	berfireh
amputation	0	0	0	0	0	0	0	0	0	0	jêkirinî
amulet	0	0	0	0	0	0	0	0	0	0	amulet
amuse	0	0	0	0	1	0	1	0	0	0	kêfkirin
amused	0	0	0	0	1	0	1	0	0	0	amused
amusement	0	0	0	0	1	0	1	0	0	0	kêf
amusing	0	0	0	0	1	0	1	0	0	0	pêkene
ana	0	0	0	0	0	0	0	0	0	0	ana
anaconda	0	0	1	1	0	1	0	0	0	0	anaconda
anaesthesia	0	0	0	0	0	0	0	0	0	0	anesthesia
anaesthetic	0	0	0	0	0	0	0	0	0	0	jarepûç
anal	0	0	0	0	0	1	0	0	0	0	anal
analgesic	0	0	0	0	0	0	0	0	0	0	analgesic
analogous	0	0	0	0	0	0	0	0	0	0	analogous
analogue	0	0	0	0	0	0	0	0	0	0	analog
analogy	0	0	0	0	0	0	0	0	0	0	analogy
analysis	0	0	0	0	0	0	0	0	0	0	lêkolîne
analyst	0	1	0	0	0	0	1	0	0	1	analyst
analytic	0	0	0	0	0	0	0	0	0	0	analîtîk
analyze	0	0	0	0	0	0	0	0	0	0	lêkolîn
analyzer	0	0	0	0	0	0	0	0	0	0	analyzer
anarchism	1	0	0	1	0	1	0	0	0	0	anarşîzm
anarchist	1	0	0	1	0	1	0	0	0	0	anarşîst
anarchy	1	0	0	1	0	1	0	0	0	0	anarşî
anastomosis	0	0	0	0	0	0	0	0	0	0	anastomosis
anathema	1	0	1	1	0	1	0	1	0	0	anatema
anatomic	0	0	0	0	0	0	0	0	0	0	anatomîk
anatomy	0	0	0	0	0	0	0	0	0	0	enatomî
ancestor	0	0	0	0	0	0	0	0	0	0	pêşî
ancestral	0	0	0	0	0	0	0	0	0	1	bav û kalan
ancestry	0	0	0	0	0	0	0	0	0	0	bapîran
anchor	0	0	0	0	0	0	1	0	0	0	lenger
anchorage	0	0	0	0	0	0	1	1	0	0	lengergeh
ancient	0	0	0	0	0	1	0	0	0	0	kevnar
ancillary	0	0	0	0	0	0	0	0	0	0	alîkar
androgen	0	0	0	0	0	0	0	0	0	0	androgen
anemone	0	0	0	0	0	0	0	0	0	0	anemone
anew	0	0	0	0	0	0	0	0	0	0	ji nû ve
angel	0	1	0	0	1	0	1	0	1	1	milyaket
angelic	0	0	0	0	1	0	1	0	0	1	melek
anger	1	0	0	0	0	1	0	0	0	0	hêrs
angina	0	0	0	1	0	1	0	0	0	0	angina
angiography	0	0	0	0	0	0	0	0	0	0	anjîyografî
angle	0	0	0	0	0	0	0	0	0	0	qozî
angling	0	1	0	0	0	1	0	0	0	0	goşegirtinê
angry	1	0	1	0	0	1	0	0	0	0	hêrsbû
anguish	1	0	0	1	0	1	0	1	0	0	tengahî
angular	0	0	0	0	0	0	0	0	0	0	goşeyî
anhydrous	0	0	0	0	0	0	0	0	0	0	bêhîd
animal	0	0	0	0	0	0	0	0	0	0	teba
animate	0	0	0	0	0	0	1	0	0	0	jîyandan
animated	0	0	0	0	1	0	1	0	0	0	anîmasyon kirin
animation	0	0	0	0	0	0	0	0	0	0	jayandarî
animosity	1	0	1	1	0	1	0	1	0	0	dijminatî
animus	1	0	0	0	0	1	0	0	0	0	animus
ankle	0	0	0	0	0	0	0	0	0	0	gûzok
annals	0	0	0	0	0	0	0	0	0	0	salnameyan
annex	0	0	0	0	0	0	0	0	0	0	xanîber
annexation	0	0	0	0	0	0	0	0	0	0	pêvekirin
annexe	0	0	0	0	0	0	0	0	0	0	pêvek
annihilate	1	0	0	1	0	1	0	0	0	0	qirkirin
annihilated	1	0	0	1	0	1	0	1	0	0	tine kirin
annihilation	1	0	0	1	0	1	0	1	0	0	qirkirinî
annotate	0	0	0	0	0	0	0	0	0	0	annotate
annotation	0	0	0	0	0	0	0	0	0	0	annotation
announce	0	0	0	0	0	0	0	0	0	0	nasdayin
announcement	0	1	0	0	0	0	0	0	0	0	daxûyanî
annoy	1	0	1	0	0	1	0	0	0	0	xûlîkirin
annoyance	1	0	1	0	0	1	0	0	0	0	hêrs
annoying	1	0	0	0	0	1	0	0	0	0	hêrsane
annuity	0	0	0	0	0	0	0	0	0	0	salixdana
annul	0	0	0	0	0	1	0	0	0	0	rakirin
annular	0	0	0	0	0	0	0	0	0	0	annular
annulment	0	0	0	0	0	1	0	1	0	0	bişûndekişandinî
annulus	0	0	0	0	0	0	0	0	0	0	annulus
anointing	0	0	0	0	0	0	0	0	0	0	rûnkirin
anomalous	0	0	0	0	0	0	0	0	0	0	anormal
anomaly	0	0	0	1	0	1	0	0	1	0	anomalî
anon	0	0	0	0	0	0	0	0	0	0	anon
anonymous	0	0	0	0	0	1	0	0	0	0	bênav
answer	0	0	0	0	0	0	0	0	0	0	bersiv
answerable	0	0	0	0	0	0	0	0	0	1	berpisîyarî
answering	0	0	0	0	0	0	0	0	0	0	bersivandin
ant	0	0	0	0	0	0	0	0	0	0	gêrîk
antagonism	1	0	0	0	0	1	0	0	0	0	dijminatî
antagonist	1	0	0	0	0	1	0	0	0	0	antagonist
antagonistic	1	0	1	0	0	1	0	0	0	0	antagonîst
ante	0	0	0	0	0	0	0	0	0	0	ante
antecedent	0	0	0	0	0	0	0	0	0	0	antecedent
antelope	0	0	0	0	0	0	0	0	0	0	xezal
antenna	0	0	0	0	0	0	0	0	0	0	antên
anterior	0	0	0	0	0	0	0	0	0	0	anterior
anthem	0	0	0	0	0	0	0	0	0	0	marş
anthology	0	0	0	0	0	0	0	0	0	0	antolojî
anthrax	0	0	1	1	0	1	0	1	0	0	antrax
anthropology	0	0	0	0	0	0	0	0	0	0	antropolojî
antibiotic	0	0	0	0	0	0	0	0	0	0	antîbîyotîk
antibiotics	0	0	0	0	0	0	1	0	0	0	antîbiyotîk
antichrist	1	0	1	1	0	1	0	0	0	0	antichrist
anticipation	0	1	0	0	0	0	0	0	0	0	payinî
anticipatory	0	1	0	0	0	0	0	0	0	0	bendewarî
antidote	0	1	0	0	0	0	1	0	0	1	dermanê li dijî tiştekî
antifungal	0	0	0	0	0	0	1	0	0	1	antifungal
antimony	0	0	0	0	0	0	0	0	0	0	antîmon
antipathy	1	0	1	0	0	1	0	0	0	0	antîpatî
antiquarian	0	0	0	0	0	0	0	0	0	0	kevnar
antiquated	0	0	0	0	0	1	0	0	0	0	kevnar kirin
antique	0	0	0	0	0	0	1	0	0	0	kevnar
antiquity	0	0	0	0	0	0	0	0	0	0	kevnedem
antiseptic	0	0	0	0	0	0	1	0	0	1	antîseptîk
antisocial	1	0	1	1	0	1	0	1	0	0	antîsosyal
antithesis	1	0	0	0	0	1	0	0	0	0	antîtez
antithetical	0	0	0	0	0	0	0	0	0	0	antîtetîk
antiviral	0	0	0	0	0	0	0	0	0	0	antiviral
antler	0	0	0	0	0	0	0	0	0	0	antler
anvil	0	0	0	0	0	0	0	0	0	0	hors
anxiety	1	1	0	1	0	1	0	1	0	0	meraq
anxious	0	1	0	1	0	1	0	0	0	0	meraqkirî
aorta	0	0	0	0	0	0	0	0	0	0	aorta
apace	0	0	0	0	0	0	0	0	0	0	apace
apache	0	0	0	1	0	1	0	0	0	0	apache
apartment	0	0	0	0	0	0	0	0	0	0	mal
apathetic	0	0	0	0	0	1	0	1	0	0	apathetic
apathy	0	0	0	0	0	1	0	1	0	0	apatî
ape	0	0	0	0	0	0	0	0	0	0	meymûn
aperture	0	0	0	0	0	0	0	0	0	0	aperture
apex	0	0	0	0	0	0	0	0	0	0	serînî
aphid	0	0	1	0	0	1	0	0	0	0	aphid
apiece	0	0	0	0	0	0	0	0	0	0	her yek
aplomb	0	0	0	0	0	0	1	0	0	0	aplomb
apocalyptic	0	0	0	0	0	0	0	0	0	0	apocalyptic
apologetic	0	0	0	0	0	0	1	0	0	1	borîne
apologist	0	0	0	0	0	0	0	0	0	0	lêborîn
apologize	0	0	0	0	0	0	1	1	0	1	borîxwestin
apology	0	0	0	0	0	0	1	0	0	0	borî
apostasy	0	0	0	0	0	0	0	0	0	0	apostasy
apostate	0	0	0	0	0	0	0	0	0	0	apostate
apostle	0	0	0	0	0	0	1	0	0	1	rêber
apostolic	0	0	0	0	0	0	0	0	0	1	şandî
apostrophe	0	0	0	0	0	0	0	0	0	0	tîpveqetok
appalling	0	0	1	1	0	1	0	0	0	0	xofane
apparatus	0	0	0	0	0	0	0	0	0	0	hacet
apparel	0	0	0	0	0	0	0	0	0	0	apparel
apparently	0	0	0	0	0	0	0	0	0	0	qey
apparition	0	0	0	1	0	0	0	0	1	0	xuyanîbûn
appeal	0	1	0	0	0	0	0	0	0	0	lidijrabûn
appearance	0	0	0	0	0	0	0	0	0	0	xuyabûnî
appease	0	0	0	0	0	0	0	0	0	0	sivikkirin
appellant	0	0	0	0	0	0	0	0	0	0	appellant
append	0	0	0	0	0	0	0	0	0	0	pêvekirin
appendage	0	0	0	0	0	0	0	0	0	0	pêvek
appendicitis	0	0	0	1	0	1	0	1	0	0	apandîsît
appendix	0	0	0	0	0	0	0	0	0	0	revîyê kor
appetite	0	0	0	0	0	0	0	0	0	0	dilbijîn
appetizer	0	0	0	0	0	0	0	0	0	0	appetizer
applause	0	0	0	0	1	0	1	0	1	1	çepik
apple	0	0	0	0	0	0	0	0	0	0	sêv
appliance	0	0	0	0	0	0	0	0	0	0	pêvdank
appliances	0	0	0	0	0	0	0	0	0	0	appliances
applicability	0	0	0	0	0	0	0	0	0	0	sepandin
applicable	0	0	0	0	0	0	0	0	0	0	lêtê
applicant	0	1	0	0	0	0	0	0	0	0	namzêd
application	0	0	0	0	0	0	0	0	0	0	bikaranînî
apply	0	0	0	0	0	0	0	0	0	0	bikaranîn
appoint	0	0	0	0	0	0	0	0	0	0	navkirin
appointment	0	0	0	0	0	0	0	0	0	0	binavkirî
appointments	0	0	0	0	0	0	0	0	0	0	randevûyan
apportion	0	0	0	0	0	0	0	0	0	0	dabeşkirin
apportionment	0	0	0	0	0	0	0	0	0	0	dabeşkirin
appraise	0	0	0	0	0	0	0	0	0	0	texmînkirin
appreciable	0	0	0	0	0	0	0	0	0	0	pejirandî
appreciation	0	0	0	0	1	0	1	0	0	1	rûmetdanî
apprehend	0	0	0	1	0	0	0	0	0	0	girtin
apprehension	0	0	0	1	0	1	0	0	0	0	binçavkirinî
apprehensive	0	1	0	1	0	1	0	0	0	0	nerehet
apprentice	0	0	0	0	0	0	0	0	0	1	şagird
apprenticeship	0	0	0	0	0	0	0	0	0	0	dema şagirdîyê
approach	0	0	0	0	0	0	0	0	0	0	nêzîkbûhatinî
approaching	0	1	0	0	0	0	0	0	0	0	nêzîk dibin
approbation	0	0	0	0	0	0	1	0	0	1	pejirandin
appropriation	0	0	0	0	0	1	0	0	0	0	veqetandin
approval	0	0	0	0	0	0	1	0	0	0	qayilî
approve	0	0	0	0	1	0	1	0	0	1	destûrdan
approving	0	0	0	0	0	0	1	0	0	0	pejirandin
approximate	0	0	0	0	0	0	0	0	0	0	nêzî
approximately	0	0	0	0	0	0	0	0	0	0	teqrîben
approximating	0	0	0	0	0	0	0	0	0	0	teqrîben
approximation	0	0	0	0	0	0	0	0	0	0	approximation
appurtenances	0	0	0	0	0	0	0	0	0	0	appurtenances
apron	0	0	0	0	0	0	0	0	0	0	pêşmal
apt	0	0	0	0	0	0	1	0	0	0	apt
aptitude	0	0	0	0	0	0	1	0	0	0	jêhatî
aqua	0	0	0	0	0	0	0	0	0	0	aqua
aquamarine	0	0	0	0	0	0	0	0	0	0	aquamarine
aquarium	0	0	0	0	0	0	0	0	0	0	kûzikê masîyan
aquatic	0	0	0	0	0	0	0	0	0	0	aquatic
aqueduct	0	0	0	0	0	0	0	0	0	0	pira lûlê avê
aqueous	0	0	0	0	0	0	0	0	0	0	avî
arable	0	0	0	0	0	0	0	0	0	0	çandinî
arbiter	0	0	0	0	0	0	0	0	0	1	arbiter
arbitrate	0	0	0	0	0	0	0	0	0	0	lihevanîn
arbitration	0	1	0	0	0	0	0	0	0	0	lihevanînî
arbitrator	0	0	0	0	0	0	0	0	0	1	dad
arbor	0	0	0	0	0	0	0	0	0	0	arbor
arc	0	0	0	0	0	0	0	0	0	0	taqa
arcade	0	0	0	0	0	0	0	0	0	0	arcade
arch	0	0	0	0	0	0	0	0	0	0	taqa
archaeological	0	0	0	0	0	0	0	0	0	0	arkeolojîk
archaeologist	0	0	0	0	0	0	0	0	0	0	arkelog
archaeology	0	1	0	0	0	0	1	0	0	0	arkelojî
archaic	0	0	0	0	0	1	0	0	0	0	kevn
archbishop	0	0	0	0	0	0	0	0	0	0	serpîskopos
arched	0	0	0	0	0	0	0	0	0	0	kemerî
archer	0	0	0	0	0	0	0	0	0	0	tîrevan
archery	0	0	0	0	0	0	0	0	0	0	tîravêtin
archetype	0	0	0	0	0	0	0	0	0	0	archetype
archipelago	0	0	0	0	0	0	0	0	0	0	girav
architect	0	0	0	0	0	0	0	0	0	0	mîmar
architecture	0	0	0	0	0	0	0	0	0	1	avakarî
archive	0	0	0	0	0	0	0	0	0	0	arşîv
arctic	0	0	0	0	0	0	0	0	0	0	arctic
ardent	0	1	0	0	1	0	1	0	0	0	ardent
ardor	0	0	0	0	0	0	1	0	0	0	ardor
arduous	0	0	0	0	0	1	0	0	0	0	dijwar
area	0	0	0	0	0	0	0	0	0	0	dewer
arena	0	0	0	0	0	0	0	0	0	0	şermeydan
areola	0	0	0	0	0	0	0	0	0	0	areola
argent	0	0	0	0	0	0	0	0	0	0	argent
argue	1	0	0	0	0	1	0	0	0	0	şerkirin
argument	1	0	0	0	0	1	0	0	0	0	bersivk
argumentation	1	0	0	0	0	0	0	0	0	0	argumentkirin
argumentative	0	0	0	0	0	1	0	0	0	0	şerxwaz
arguments	1	0	0	0	0	0	0	0	0	0	argumentên
arid	0	0	0	0	0	1	0	1	0	0	hişk
aristocracy	0	0	0	0	0	0	1	0	0	0	aristaniyê
aristocrat	0	0	0	0	0	0	0	0	0	0	arîstokrat
aristocratic	0	0	0	0	0	0	1	0	0	0	arîstokrat
arithmetic	0	0	0	0	0	0	0	0	0	0	riyazî
ark	0	0	0	0	0	0	0	0	0	0	ark
arm	0	0	0	0	0	0	0	0	0	0	pîl
armada	0	0	0	0	0	0	0	0	0	0	armada
armament	1	0	0	1	0	0	0	0	0	0	çekkirî
armaments	0	0	0	1	0	1	0	0	0	0	çekdarî
armature	0	0	0	0	0	0	0	0	0	0	armature
armed	1	0	0	1	0	1	1	0	0	0	çekkirî
armor	0	0	0	1	0	0	1	0	0	1	çekdarî
armored	0	0	0	1	0	0	0	0	0	0	zirxî
armory	0	0	0	0	0	0	0	0	0	1	çekxane
arms	0	0	0	0	0	0	0	0	0	0	çek
army	0	0	0	0	0	0	0	0	0	0	artêş
aroma	0	0	0	0	0	0	1	0	0	0	tam
arousal	0	0	0	0	0	0	0	0	0	0	arousal
arouse	0	1	0	0	0	0	1	0	0	0	hişyarkirin
arraignment	1	0	0	1	0	1	0	1	0	0	arraignment
arrange	0	0	0	0	0	0	0	0	0	0	lihevhatin
arranged	0	0	0	0	0	0	0	0	0	0	tertîb kirin
arrangement	0	0	0	0	0	0	0	0	0	0	ferman
array	0	0	0	0	0	0	1	0	0	0	rêzî
arrears	0	0	0	0	0	1	0	0	0	0	jibermayî
arrest	0	0	0	0	0	1	0	0	0	0	tewqîf
arrival	0	1	0	0	0	0	0	0	0	0	hatinî
arrive	0	1	0	0	0	0	0	0	0	0	gihîştin
arrogance	0	0	0	0	0	1	0	0	0	0	pozbilindî
arrogant	1	0	1	0	0	1	0	0	0	0	pozbilind
arrow	0	0	0	0	0	0	0	0	0	0	tîr
arsenal	0	0	0	0	0	0	0	0	0	0	embar
arsenic	0	0	1	1	0	1	0	1	0	0	arsenîk
arson	1	0	0	1	0	1	0	0	0	0	agirpêxistinî
art	0	1	0	0	1	0	1	1	1	0	fen
artery	0	0	0	0	0	0	0	0	0	0	tamar
artful	0	0	0	0	0	0	0	0	0	0	hunerî
arthropod	0	0	0	0	0	0	0	0	0	0	arthropod
artichoke	0	0	0	0	0	0	0	0	0	0	artichoke
article	0	0	0	0	0	0	0	0	0	0	tişt
articles	0	0	0	0	0	0	0	0	0	0	articles
articulate	0	0	0	0	0	0	1	0	0	0	vekirî axaftin
articulation	0	0	0	0	0	0	1	0	0	0	articulation
artifice	0	0	0	0	0	0	0	0	0	0	hunerî
artillery	0	0	0	1	0	1	0	0	0	0	topavêt
artisan	0	0	0	0	0	0	1	0	0	0	artisan
artist	0	0	0	0	0	0	0	0	0	0	Hunermend
artiste	0	0	0	0	0	0	1	0	0	0	artiste
artistic	0	0	0	0	0	0	1	0	0	0	hûnermendî
artists	0	0	0	0	0	0	0	0	0	0	hunermendan
ascend	0	0	0	0	0	0	0	0	0	0	lêsiwarbûn
ascendancy	0	0	0	0	0	0	1	0	0	0	ascendency
ascension	0	0	0	0	0	0	0	0	0	0	hilkişîn
ascent	0	0	0	0	0	0	1	0	0	0	hilkişîn
ascertain	0	0	0	0	0	0	0	0	0	0	tespît kirin
ascertained	0	0	0	0	0	0	0	0	0	0	tesbît kirin
ascetic	0	0	0	0	0	0	0	0	0	0	asketî
ash	0	0	0	0	0	1	0	0	0	0	xwelî
ashamed	0	0	1	0	0	1	0	1	0	0	şermezar
ashes	0	0	0	0	0	1	0	1	0	0	ax
asleep	0	0	0	0	0	0	0	0	0	0	nivistî
asp	0	0	0	1	0	0	0	0	0	0	asp
aspartame	0	0	0	0	0	0	0	0	0	0	aspartame
aspect	0	0	0	0	0	0	0	0	0	0	aspect
aspects	0	0	0	0	0	0	0	0	0	0	aliyên
asphalt	0	0	0	0	0	0	0	0	0	0	asfalt
aspiration	0	1	0	0	1	0	1	0	1	1	aspiration
aspire	0	1	0	0	1	0	1	0	0	0	aspire
aspiring	0	1	0	0	1	0	1	0	0	1	aspiring
ass	0	0	0	0	0	1	0	0	0	0	ass
assail	1	0	0	1	0	1	0	0	1	0	êrîş kirin
assailant	1	0	0	1	0	1	0	1	0	0	êrîşkar
assassin	1	0	0	1	0	1	0	1	0	0	mêrkûj
assassinate	1	0	0	1	0	1	0	0	0	0	kûştin
assassination	1	0	0	1	0	1	0	1	0	0	mêrkûjî
assault	1	0	0	1	0	1	0	0	0	0	êriş
assay	0	0	0	0	0	0	0	0	0	0	assay
assemblage	0	0	0	0	0	0	0	0	0	0	kombûn
assemble	0	0	0	0	0	0	0	0	0	0	berekirin
assembled	0	0	0	0	0	0	0	0	0	0	civandin
assembly	0	0	0	0	0	0	1	0	0	1	civîn
assent	0	0	0	0	0	0	1	0	0	0	razîbûn
assert	0	0	0	0	0	0	0	0	0	0	îddîakirin
asserting	0	0	0	0	0	0	1	0	0	1	îdîakirin
assertion	0	0	0	0	0	0	0	0	0	0	îddîa
assess	0	0	0	0	0	0	0	0	0	0	qîmetbirrîn
assessment	0	0	0	0	0	0	0	0	1	1	bellîkirinî
assessor	0	0	0	0	0	0	0	0	0	1	nirxandin
assets	0	0	0	0	0	0	1	0	0	0	tiştan
asshole	1	0	1	0	0	1	0	0	0	0	asshole
assign	0	0	0	0	0	0	0	0	0	0	cîrêdan
assignee	0	0	0	0	0	0	0	0	0	1	wezîfedar
assignment	0	0	0	0	0	0	0	0	0	0	danî
assimilate	0	0	0	0	0	0	0	0	0	0	asîmîle kirin
assimilation	0	0	0	0	0	0	0	0	0	0	asîmîlasyon
assist	0	0	0	0	0	0	1	0	0	1	alîkirin
assistance	0	0	0	0	0	0	1	0	0	0	alîkarî
assistant	0	0	0	0	0	0	0	0	0	0	alîkar
associate	0	0	0	0	0	0	1	0	0	1	şirîk
association	0	0	0	0	0	0	0	0	0	1	komel
assorted	0	0	0	0	0	0	0	0	0	0	tevlihev
assortment	0	0	0	0	0	0	0	0	0	0	tevlihevî
assuage	0	0	0	0	0	0	1	0	0	0	asuage
assumed	0	0	0	0	0	0	0	0	0	0	texmîn kirin
assuming	0	0	0	0	0	0	0	0	0	0	texmîn kirin
assumption	0	0	0	0	0	0	0	0	0	0	gumanî
assurance	0	0	0	0	0	0	1	0	0	1	sîxorte
assure	0	0	0	0	0	0	0	0	0	1	sîxortekirin
assured	0	0	0	0	0	0	1	0	0	1	piştrast kir
assuredly	0	0	0	0	0	0	0	0	0	1	bi guman
asterisk	0	0	0	0	0	0	0	0	0	0	stêrkok
asteroids	0	0	0	0	0	0	0	0	0	0	asteroids
astigmatism	0	0	0	0	0	0	0	0	0	0	astigmatîzm
astonishingly	0	0	0	0	0	0	1	0	1	0	ecêbmayî
astonishment	0	0	0	0	1	0	1	0	1	0	ecêbî
astral	0	0	0	0	0	0	0	0	0	0	astral
astray	0	0	0	1	0	1	0	0	0	0	wendabûyî
astringent	0	0	0	0	0	1	0	0	0	0	astringent
astrologer	0	1	0	0	0	0	1	0	0	0	astrologer
astrology	0	0	0	0	0	0	0	0	0	0	falzanî
astronaut	0	0	0	0	0	0	1	0	0	0	astronot
astronomer	0	1	0	0	0	0	1	0	0	0	astronom
astronomy	0	0	0	0	0	0	0	0	0	0	stêrnasî
astute	0	0	0	0	0	0	1	0	0	0	astute
asunder	0	0	0	0	0	0	0	0	0	0	perçe kirin
asylum	0	0	0	1	0	1	0	0	0	0	penaberî
asymmetric	0	0	0	0	0	0	0	0	0	0	asimetrîk
asymmetry	0	0	1	0	0	0	0	0	0	0	asîmetrî
asymptotic	0	0	0	0	0	0	0	0	0	0	asîmptotîk
atelier	0	0	0	0	0	0	0	0	0	0	atolye
atheism	0	0	0	0	0	1	0	0	0	0	xwedênenasî
atheistic	0	0	0	0	0	0	0	0	0	0	ateîst
atherosclerosis	0	0	0	1	0	1	0	1	0	0	atherosclerosis
athlete	0	0	0	0	0	0	1	0	0	0	pêhlewan
athletic	0	0	0	0	0	0	1	0	0	0	athletic
athleticism	0	0	0	0	0	0	0	0	0	0	athleticism
athletics	0	0	0	0	0	0	0	0	0	0	atletîzm
atlas	0	0	0	0	0	0	0	0	0	0	erdkifşar
atmosphere	0	0	0	0	0	0	0	0	0	0	atmosfer
atmospheric	0	0	0	0	0	0	0	0	0	0	atmosferî
atoll	0	0	0	0	0	0	0	0	0	0	atoll
atom	0	0	0	0	0	0	1	0	0	0	atom
atomic	0	0	0	0	0	0	0	0	0	0	atomî
atone	0	1	0	0	1	0	1	0	0	1	tone
atonement	0	0	0	0	0	0	1	0	0	0	tonement
atrium	0	0	0	0	0	0	0	0	0	0	atrium
atrocious	1	0	1	0	0	1	0	0	0	0	hovane
atrocity	1	0	1	1	0	1	0	1	0	0	hovîtî
atrophy	0	0	1	1	0	1	0	1	0	0	atrophy
attach	0	0	0	0	0	0	0	0	0	0	pêvcebirandin
attachment	0	0	0	0	0	0	1	0	0	0	pêvekirin
attack	1	0	0	1	0	1	0	0	0	0	êriş
attacking	1	0	1	1	0	1	0	1	1	0	êrîş kirin
attain	0	0	0	0	0	0	0	0	0	0	bidestxistin
attainable	0	1	0	0	0	0	1	0	0	0	gihîştî
attainment	0	0	0	0	0	0	1	0	0	0	bidestxistin
attempt	0	1	0	0	0	0	0	0	0	0	ceribandinî
attendance	0	1	0	0	0	0	0	0	0	0	amadetî
attendant	0	0	0	0	0	0	1	0	0	1	rêheval
attention	0	0	0	0	0	0	1	0	0	0	baldarî
attentive	0	0	0	0	0	0	1	0	0	1	balane
attenuate	0	0	0	0	0	0	0	0	0	0	kêm kirin
attenuated	0	0	0	0	0	1	0	0	0	0	kêm kirin
attenuation	0	0	0	0	0	1	0	1	0	0	kêmbûn
attest	0	0	0	0	0	0	1	0	0	1	tesdîqkirin
attestation	0	0	0	0	0	0	0	0	0	1	tesdîqkirin
attic	0	0	0	0	0	0	0	0	0	0	banî
attire	0	0	0	0	0	0	0	0	0	0	cilan
attitude	0	0	0	0	0	0	0	0	0	0	rewş
attorney	1	0	0	1	0	0	1	0	0	1	parêzvan
attraction	0	0	0	0	0	0	1	0	0	0	hêza kişînê
attractiveness	0	0	0	0	0	0	1	0	0	0	balkêşbûn
attributable	0	0	0	0	0	0	0	0	0	0	binavkirin
attribute	0	0	0	0	0	0	0	0	0	0	taybetmendî
attribution	0	0	0	0	0	0	0	0	0	0	attribution
attrition	0	0	0	0	0	0	0	0	0	0	atrition
auburn	0	0	0	0	0	0	0	0	0	0	auburn
auction	0	1	0	0	0	0	0	0	0	0	mazat
auctioneer	0	0	0	0	0	0	0	0	0	0	mezadkar
audacious	0	0	0	0	0	0	0	0	0	0	wêrek
audacity	0	0	0	0	0	1	0	0	0	0	audacity
audible	0	0	0	0	0	0	0	0	0	0	bihîstbar
audience	0	1	0	0	0	0	0	0	0	0	binêrevan
audit	0	0	0	0	0	0	0	0	0	0	berçavkirina
audition	0	0	0	0	0	0	0	0	0	0	seh
auditor	0	0	0	1	0	0	0	0	0	1	auditor
auditorium	0	0	0	0	0	0	0	0	0	0	jûra gûhdarîyê
auditory	0	0	0	0	0	0	0	0	0	0	guhdarî
aught	0	0	0	0	0	0	0	0	0	0	ough
augment	0	0	0	0	0	0	1	0	0	0	zêdekirin
augmentation	0	0	0	0	0	0	0	0	0	0	zêdekirin
august	0	0	0	0	0	0	1	0	0	0	Tebax
aunt	0	0	0	0	0	0	1	0	0	1	met
aura	0	0	0	0	0	0	1	0	0	0	aura
aurora	0	0	0	0	0	0	0	0	0	0	aurora
auspices	0	0	0	0	0	0	0	0	0	0	auspices
auspicious	0	1	0	0	1	0	1	0	0	0	bi xêr
austere	0	0	0	1	0	1	0	1	0	0	hişk
austerity	0	0	0	0	0	1	0	0	0	0	hişkbûn
authentic	0	0	0	0	1	0	1	0	0	1	rast
authenticate	0	0	0	0	0	0	0	0	0	1	tesdîqkirin
authentication	0	0	0	0	0	0	0	0	0	1	authentication
authenticity	0	0	0	0	0	0	1	0	0	1	rasteqînî
author	0	0	0	0	0	0	1	0	0	1	nivîskar
authoritative	0	0	0	0	0	0	1	0	0	1	desthilatdar
authority	0	0	0	0	0	0	1	0	0	1	erc
authorization	0	0	0	0	0	0	1	0	0	1	wekîlkirinî
authorize	0	0	0	0	0	0	0	0	0	1	ercdan
authorized	0	0	0	0	0	0	1	0	0	0	rayedar kirin
authorship	0	0	0	0	0	0	0	0	0	0	nivîskarî
auto	0	0	0	0	0	0	0	0	0	0	auto
autobiography	0	0	0	0	0	0	0	0	0	0	autobiography
autocratic	0	0	0	0	0	1	0	0	0	0	otokratîk
autograph	0	0	0	0	0	0	0	0	0	0	destnîşan
automatic	0	0	0	0	0	0	0	0	0	1	otomatîkî
automobile	0	0	0	0	0	0	0	0	0	0	trombêl
autonomy	0	0	0	0	0	0	0	0	0	0	serxwebûnî
autopsy	0	0	1	1	0	1	0	1	0	0	laşnerrînî
autumn	0	0	0	0	0	0	0	0	0	0	payiz
auxiliary	0	0	0	0	0	0	0	0	0	0	alîkar
avail	0	0	0	0	0	0	0	0	0	0	sûdmend
avalanche	0	0	0	1	0	1	0	1	1	0	şap
avarice	1	0	1	0	0	1	0	0	0	0	hovîtî
avatar	0	0	0	0	0	0	1	0	0	0	avatar
avenger	1	0	0	0	0	1	0	0	0	0	avenger
avenue	0	0	0	0	0	0	0	0	0	0	rêya fireh û nexkiri
aver	0	0	0	0	0	0	0	0	0	0	aver
average	0	0	0	0	0	0	0	0	0	0	navoser
averse	1	0	1	1	0	1	0	0	0	0	averse
aversion	1	0	1	1	0	1	0	0	0	0	dilnexwazî
avert	0	0	0	0	0	0	0	0	0	0	paarastin
