English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Persian Word
amidst	0	0	0	0	0	0	0	0	0	0	در میان
ammonia	0	0	1	0	0	0	0	0	0	0	آمونیاک
ammunition	0	0	0	0	0	0	0	0	0	0	مهمات
amnesia	0	0	0	0	0	1	0	0	0	0	فراموشی
amnesty	0	0	0	0	1	0	1	0	0	0	عفو
amorphous	0	0	0	0	0	0	0	0	0	0	بی شکل
amortization	0	0	0	0	0	0	0	0	0	1	استهلاک
amount	0	0	0	0	0	0	0	0	0	0	میزان
amour	0	1	0	0	1	0	1	0	0	1	عشق
ampersand	0	0	0	0	0	0	0	0	0	0	آمپرسند
amphetamines	0	0	1	0	0	1	0	0	0	0	آمفتامین ها
amphibian	0	0	0	0	0	0	0	0	0	0	دوزیستان
amphibious	0	0	0	0	0	0	0	0	0	0	دوزیست
amphitheater	0	0	0	0	0	0	0	0	0	0	آمفی تئاتر
amplification	0	0	0	0	0	0	0	0	0	0	تقویت
amplify	0	0	0	0	0	0	0	0	0	0	تقویت
amplitude	0	0	0	0	0	0	0	0	0	0	دامنه
amply	0	0	0	0	0	0	0	0	0	0	به اندازه کافی
amputation	0	0	0	0	0	0	0	0	0	0	قطع عضو
amulet	0	0	0	0	0	0	0	0	0	0	طلسم
amuse	0	0	0	0	1	0	1	0	0	0	سرگرم کردن
amused	0	0	0	0	1	0	1	0	0	0	سرگرم شده
amusement	0	0	0	0	1	0	1	0	0	0	تفریحی
amusing	0	0	0	0	1	0	1	0	0	0	سرگرم کننده
ana	0	0	0	0	0	0	0	0	0	0	آنا
anaconda	0	0	1	1	0	1	0	0	0	0	آناکوندا
anaesthesia	0	0	0	0	0	0	0	0	0	0	بیهوشی
anaesthetic	0	0	0	0	0	0	0	0	0	0	بی حس کننده
anal	0	0	0	0	0	1	0	0	0	0	مقعدی
analgesic	0	0	0	0	0	0	0	0	0	0	ضد درد
analogous	0	0	0	0	0	0	0	0	0	0	مشابه
analogue	0	0	0	0	0	0	0	0	0	0	آنالوگ
analogy	0	0	0	0	0	0	0	0	0	0	مقایسه
analysis	0	0	0	0	0	0	0	0	0	0	تحلیل و بررسی
analyst	0	1	0	0	0	0	1	0	0	1	تحلیلگر
analytic	0	0	0	0	0	0	0	0	0	0	تحلیلی
analyze	0	0	0	0	0	0	0	0	0	0	تجزیه و تحلیل
analyzer	0	0	0	0	0	0	0	0	0	0	تحلیلگر
anarchism	1	0	0	1	0	1	0	0	0	0	آنارشیسم
anarchist	1	0	0	1	0	1	0	0	0	0	هرج و مرج طلب
anarchy	1	0	0	1	0	1	0	0	0	0	هرج و مرج
anastomosis	0	0	0	0	0	0	0	0	0	0	آناستوموز
anathema	1	0	1	1	0	1	0	1	0	0	آناتما
anatomic	0	0	0	0	0	0	0	0	0	0	آناتومیک
anatomy	0	0	0	0	0	0	0	0	0	0	آناتومی
ancestor	0	0	0	0	0	0	0	0	0	0	جد
ancestral	0	0	0	0	0	0	0	0	0	1	اجدادی
ancestry	0	0	0	0	0	0	0	0	0	0	اصل و نسب
anchor	0	0	0	0	0	0	1	0	0	0	لنگر
anchorage	0	0	0	0	0	0	1	1	0	0	لنگرگاه
ancient	0	0	0	0	0	1	0	0	0	0	کهن
ancillary	0	0	0	0	0	0	0	0	0	0	فرعی
androgen	0	0	0	0	0	0	0	0	0	0	آندروژن
anemone	0	0	0	0	0	0	0	0	0	0	شقایق
anew	0	0	0	0	0	0	0	0	0	0	دوباره
angel	0	1	0	0	1	0	1	0	1	1	فرشته
angelic	0	0	0	0	1	0	1	0	0	1	فرشته ای
anger	1	0	0	0	0	1	0	0	0	0	عصبانیت
angina	0	0	0	1	0	1	0	0	0	0	آنژین
angiography	0	0	0	0	0	0	0	0	0	0	آنژیوگرافی
angle	0	0	0	0	0	0	0	0	0	0	زاویه
angling	0	1	0	0	0	1	0	0	0	0	ماهیگیری
angry	1	0	1	0	0	1	0	0	0	0	خشمگین
anguish	1	0	0	1	0	1	0	1	0	0	غم و اندوه
angular	0	0	0	0	0	0	0	0	0	0	زاویه ای
anhydrous	0	0	0	0	0	0	0	0	0	0	بی آب
animal	0	0	0	0	0	0	0	0	0	0	حیوان
animate	0	0	0	0	0	0	1	0	0	0	جان دادن
animated	0	0	0	0	1	0	1	0	0	0	متحرک
animation	0	0	0	0	0	0	0	0	0	0	انیمیشن
animosity	1	0	1	1	0	1	0	1	0	0	خصومت
animus	1	0	0	0	0	1	0	0	0	0	آنیموس
ankle	0	0	0	0	0	0	0	0	0	0	مچ پا
annals	0	0	0	0	0	0	0	0	0	0	سالنامه ها
annex	0	0	0	0	0	0	0	0	0	0	ضمیمه
annexation	0	0	0	0	0	0	0	0	0	0	انضمام
annexe	0	0	0	0	0	0	0	0	0	0	ضمیمه
annihilate	1	0	0	1	0	1	0	0	0	0	نابود کردن
annihilated	1	0	0	1	0	1	0	1	0	0	نابود شد
annihilation	1	0	0	1	0	1	0	1	0	0	نابودی
annotate	0	0	0	0	0	0	0	0	0	0	حاشیه نویسی کنید
annotation	0	0	0	0	0	0	0	0	0	0	حاشیه نویسی
announce	0	0	0	0	0	0	0	0	0	0	اعلام
announcement	0	1	0	0	0	0	0	0	0	0	اعلامیه
annoy	1	0	1	0	0	1	0	0	0	0	آزار دادن
annoyance	1	0	1	0	0	1	0	0	0	0	مزاحمت
annoying	1	0	0	0	0	1	0	0	0	0	مزاحم
annuity	0	0	0	0	0	0	0	0	0	0	سالیانه
annul	0	0	0	0	0	1	0	0	0	0	باطل
annular	0	0	0	0	0	0	0	0	0	0	حلقوی
annulment	0	0	0	0	0	1	0	1	0	0	لغو
annulus	0	0	0	0	0	0	0	0	0	0	حلقوی
anointing	0	0	0	0	0	0	0	0	0	0	مسح کردن
anomalous	0	0	0	0	0	0	0	0	0	0	غیر عادی
anomaly	0	0	0	1	0	1	0	0	1	0	ناهنجاری
anon	0	0	0	0	0	0	0	0	0	0	آنون
anonymous	0	0	0	0	0	1	0	0	0	0	ناشناس
answer	0	0	0	0	0	0	0	0	0	0	پاسخ
answerable	0	0	0	0	0	0	0	0	0	1	پاسخگو
answering	0	0	0	0	0	0	0	0	0	0	پاسخ دادن
ant	0	0	0	0	0	0	0	0	0	0	مورچه
antagonism	1	0	0	0	0	1	0	0	0	0	تضاد
antagonist	1	0	0	0	0	1	0	0	0	0	آنتاگونیست
antagonistic	1	0	1	0	0	1	0	0	0	0	آنتاگونیست
ante	0	0	0	0	0	0	0	0	0	0	قبل از
antecedent	0	0	0	0	0	0	0	0	0	0	پیشین
antelope	0	0	0	0	0	0	0	0	0	0	بزکوهی
antenna	0	0	0	0	0	0	0	0	0	0	آنتن
anterior	0	0	0	0	0	0	0	0	0	0	قدامی
anthem	0	0	0	0	0	0	0	0	0	0	سرود
anthology	0	0	0	0	0	0	0	0	0	0	گلچین
anthrax	0	0	1	1	0	1	0	1	0	0	سیاه زخم
anthropology	0	0	0	0	0	0	0	0	0	0	مردم شناسی
antibiotic	0	0	0	0	0	0	0	0	0	0	آنتی بیوتیک
antibiotics	0	0	0	0	0	0	1	0	0	0	آنتی بیوتیک ها
antichrist	1	0	1	1	0	1	0	0	0	0	دجال
anticipation	0	1	0	0	0	0	0	0	0	0	پیش بینی
anticipatory	0	1	0	0	0	0	0	0	0	0	پیش بینی کننده
antidote	0	1	0	0	0	0	1	0	0	1	پادزهر
antifungal	0	0	0	0	0	0	1	0	0	1	ضد قارچ
antimony	0	0	0	0	0	0	0	0	0	0	آنتیموان
antipathy	1	0	1	0	0	1	0	0	0	0	انزجار
antiquarian	0	0	0	0	0	0	0	0	0	0	باستانی
antiquated	0	0	0	0	0	1	0	0	0	0	قدیمی
antique	0	0	0	0	0	0	1	0	0	0	عتیقه
antiquity	0	0	0	0	0	0	0	0	0	0	دوران باستان
antiseptic	0	0	0	0	0	0	1	0	0	1	ضد عفونی کننده
antisocial	1	0	1	1	0	1	0	1	0	0	ضد اجتماعی
antithesis	1	0	0	0	0	1	0	0	0	0	آنتی تز
antithetical	0	0	0	0	0	0	0	0	0	0	متضاد
antiviral	0	0	0	0	0	0	0	0	0	0	ضد ویروس
antler	0	0	0	0	0	0	0	0	0	0	شاخ گوزن
anvil	0	0	0	0	0	0	0	0	0	0	سندان
anxiety	1	1	0	1	0	1	0	1	0	0	اضطراب
anxious	0	1	0	1	0	1	0	0	0	0	مشتاق
aorta	0	0	0	0	0	0	0	0	0	0	آئورت - شریان بزرگ
apace	0	0	0	0	0	0	0	0	0	0	به سرعت
apache	0	0	0	1	0	1	0	0	0	0	آپاچی
apartment	0	0	0	0	0	0	0	0	0	0	اپارتمان
apathetic	0	0	0	0	0	1	0	1	0	0	بی تفاوت
apathy	0	0	0	0	0	1	0	1	0	0	بی تفاوتی
ape	0	0	0	0	0	0	0	0	0	0	بوزینه
aperture	0	0	0	0	0	0	0	0	0	0	دیافراگم
apex	0	0	0	0	0	0	0	0	0	0	راس
aphid	0	0	1	0	0	1	0	0	0	0	شته
apiece	0	0	0	0	0	0	0	0	0	0	یک تکه
aplomb	0	0	0	0	0	0	1	0	0	0	اعتماد به نفس
apocalyptic	0	0	0	0	0	0	0	0	0	0	آخرالزمانی
apologetic	0	0	0	0	0	0	1	0	0	1	عذرخواهی
apologist	0	0	0	0	0	0	0	0	0	0	معذرت خواهی
apologize	0	0	0	0	0	0	1	1	0	1	عذر خواهی کردن
apology	0	0	0	0	0	0	1	0	0	0	معذرت خواهی
apostasy	0	0	0	0	0	0	0	0	0	0	ارتداد
apostate	0	0	0	0	0	0	0	0	0	0	مرتد
apostle	0	0	0	0	0	0	1	0	0	1	رسول
apostolic	0	0	0	0	0	0	0	0	0	1	رسولی
apostrophe	0	0	0	0	0	0	0	0	0	0	آپستروف
appalling	0	0	1	1	0	1	0	0	0	0	مخوف
apparatus	0	0	0	0	0	0	0	0	0	0	دستگاه
apparel	0	0	0	0	0	0	0	0	0	0	پوشاک
apparently	0	0	0	0	0	0	0	0	0	0	ظاهرا
apparition	0	0	0	1	0	0	0	0	1	0	ظهور
appeal	0	1	0	0	0	0	0	0	0	0	درخواست
appearance	0	0	0	0	0	0	0	0	0	0	ظاهر
appease	0	0	0	0	0	0	0	0	0	0	تسکین دادن
appellant	0	0	0	0	0	0	0	0	0	0	تجدیدنظرخواه
append	0	0	0	0	0	0	0	0	0	0	ضمیمه
appendage	0	0	0	0	0	0	0	0	0	0	زائده
appendicitis	0	0	0	1	0	1	0	1	0	0	آپاندیسیت
appendix	0	0	0	0	0	0	0	0	0	0	ضمیمه
appetite	0	0	0	0	0	0	0	0	0	0	اشتها، میل
appetizer	0	0	0	0	0	0	0	0	0	0	پیش غذا
applause	0	0	0	0	1	0	1	0	1	1	تشویق و تمجید
apple	0	0	0	0	0	0	0	0	0	0	سیب
appliance	0	0	0	0	0	0	0	0	0	0	دستگاه
appliances	0	0	0	0	0	0	0	0	0	0	لوازم خانگی
applicability	0	0	0	0	0	0	0	0	0	0	قابل اجرا بودن
applicable	0	0	0	0	0	0	0	0	0	0	مناسب
applicant	0	1	0	0	0	0	0	0	0	0	درخواست کننده
application	0	0	0	0	0	0	0	0	0	0	کاربرد
apply	0	0	0	0	0	0	0	0	0	0	درخواست دادن
appoint	0	0	0	0	0	0	0	0	0	0	تعیین کنید
appointment	0	0	0	0	0	0	0	0	0	0	وقت ملاقات
appointments	0	0	0	0	0	0	0	0	0	0	قرار ملاقات ها
apportion	0	0	0	0	0	0	0	0	0	0	تقسیم
apportionment	0	0	0	0	0	0	0	0	0	0	تقسیم بندی
appraise	0	0	0	0	0	0	0	0	0	0	ارزیابی
appreciable	0	0	0	0	0	0	0	0	0	0	قابل تقدیر
appreciation	0	0	0	0	1	0	1	0	0	1	قدردانی
apprehend	0	0	0	1	0	0	0	0	0	0	دستگیر کردن
apprehension	0	0	0	1	0	1	0	0	0	0	دلهره
apprehensive	0	1	0	1	0	1	0	0	0	0	دلهره آور
apprentice	0	0	0	0	0	0	0	0	0	1	شاگرد کارآموز
apprenticeship	0	0	0	0	0	0	0	0	0	0	دوره کار آموزی
approach	0	0	0	0	0	0	0	0	0	0	رویکرد
approaching	0	1	0	0	0	0	0	0	0	0	نزدیک شدن
approbation	0	0	0	0	0	0	1	0	0	1	موافقت رسمی
appropriation	0	0	0	0	0	1	0	0	0	0	تخصیص
approval	0	0	0	0	0	0	1	0	0	0	تصویب
approve	0	0	0	0	1	0	1	0	0	1	تایید
approving	0	0	0	0	0	0	1	0	0	0	تایید کردن
approximate	0	0	0	0	0	0	0	0	0	0	تقریبی
approximately	0	0	0	0	0	0	0	0	0	0	تقریبا
approximating	0	0	0	0	0	0	0	0	0	0	تقریبی
approximation	0	0	0	0	0	0	0	0	0	0	تقریب
appurtenances	0	0	0	0	0	0	0	0	0	0	متعلقات
apron	0	0	0	0	0	0	0	0	0	0	پیشبند
apt	0	0	0	0	0	0	1	0	0	0	apt
aptitude	0	0	0	0	0	0	1	0	0	0	صلاحیت - استعداد - شایستگی
aqua	0	0	0	0	0	0	0	0	0	0	آبی
aquamarine	0	0	0	0	0	0	0	0	0	0	آکوامارین
aquarium	0	0	0	0	0	0	0	0	0	0	آکواریوم
aquatic	0	0	0	0	0	0	0	0	0	0	آبزی
aqueduct	0	0	0	0	0	0	0	0	0	0	قنات
aqueous	0	0	0	0	0	0	0	0	0	0	آبدار
arable	0	0	0	0	0	0	0	0	0	0	قابل کشت
arbiter	0	0	0	0	0	0	0	0	0	1	داور
arbitrate	0	0	0	0	0	0	0	0	0	0	داوری کند
arbitration	0	1	0	0	0	0	0	0	0	0	داوری
arbitrator	0	0	0	0	0	0	0	0	0	1	داور
arbor	0	0	0	0	0	0	0	0	0	0	درختکاری
arc	0	0	0	0	0	0	0	0	0	0	قوس
arcade	0	0	0	0	0	0	0	0	0	0	گذرگاه طاقدار
arch	0	0	0	0	0	0	0	0	0	0	قوس
archaeological	0	0	0	0	0	0	0	0	0	0	باستان شناسی
archaeologist	0	0	0	0	0	0	0	0	0	0	باستان شناس
archaeology	0	1	0	0	0	0	1	0	0	0	باستان شناسی
archaic	0	0	0	0	0	1	0	0	0	0	قدیمی، کهنه
archbishop	0	0	0	0	0	0	0	0	0	0	اسقف اعظم
arched	0	0	0	0	0	0	0	0	0	0	قوس دار
archer	0	0	0	0	0	0	0	0	0	0	کماندار
archery	0	0	0	0	0	0	0	0	0	0	تیراندازی با کمان
archetype	0	0	0	0	0	0	0	0	0	0	الگو، نمونه اولیه
archipelago	0	0	0	0	0	0	0	0	0	0	مجمع الجزایر
architect	0	0	0	0	0	0	0	0	0	0	معمار
architecture	0	0	0	0	0	0	0	0	0	1	معماری
archive	0	0	0	0	0	0	0	0	0	0	بایگانی
arctic	0	0	0	0	0	0	0	0	0	0	قطب شمال
ardent	0	1	0	0	1	0	1	0	0	0	پرشور
ardor	0	0	0	0	0	0	1	0	0	0	شور و شوق
arduous	0	0	0	0	0	1	0	0	0	0	سخت
area	0	0	0	0	0	0	0	0	0	0	حوزه
arena	0	0	0	0	0	0	0	0	0	0	عرصه
areola	0	0	0	0	0	0	0	0	0	0	آرئولا
argent	0	0	0	0	0	0	0	0	0	0	آرجنت
argue	1	0	0	0	0	1	0	0	0	0	جر و بحث
argument	1	0	0	0	0	1	0	0	0	0	بحث و جدل
argumentation	1	0	0	0	0	0	0	0	0	0	استدلال
argumentative	0	0	0	0	0	1	0	0	0	0	استدلالی
arguments	1	0	0	0	0	0	0	0	0	0	استدلال ها
arid	0	0	0	0	0	1	0	1	0	0	خشک
aristocracy	0	0	0	0	0	0	1	0	0	0	اشرافیت
aristocrat	0	0	0	0	0	0	0	0	0	0	اشراف زاده
aristocratic	0	0	0	0	0	0	1	0	0	0	اشرافی
arithmetic	0	0	0	0	0	0	0	0	0	0	حسابی
ark	0	0	0	0	0	0	0	0	0	0	کشتی
arm	0	0	0	0	0	0	0	0	0	0	بازو
armada	0	0	0	0	0	0	0	0	0	0	آرمادا
armament	1	0	0	1	0	0	0	0	0	0	تسلیحات
armaments	0	0	0	1	0	1	0	0	0	0	تسلیحات
armature	0	0	0	0	0	0	0	0	0	0	آرماتور
armed	1	0	0	1	0	1	1	0	0	0	مسلح
armor	0	0	0	1	0	0	1	0	0	1	زره پوش
armored	0	0	0	1	0	0	0	0	0	0	زره پوش
armory	0	0	0	0	0	0	0	0	0	1	اسلحه خانه
arms	0	0	0	0	0	0	0	0	0	0	بازوها
army	0	0	0	0	0	0	0	0	0	0	ارتش
aroma	0	0	0	0	0	0	1	0	0	0	عطر
arousal	0	0	0	0	0	0	0	0	0	0	انگیختگی
arouse	0	1	0	0	0	0	1	0	0	0	برانگیختن
arraignment	1	0	0	1	0	1	0	1	0	0	محاکمه
arrange	0	0	0	0	0	0	0	0	0	0	ترتیب دادن
arranged	0	0	0	0	0	0	0	0	0	0	ترتیب داده شده است
arrangement	0	0	0	0	0	0	0	0	0	0	ترتیب
array	0	0	0	0	0	0	1	0	0	0	آرایه
arrears	0	0	0	0	0	1	0	0	0	0	معوقه
arrest	0	0	0	0	0	1	0	0	0	0	دستگیری
arrival	0	1	0	0	0	0	0	0	0	0	ورود
arrive	0	1	0	0	0	0	0	0	0	0	رسیدن
arrogance	0	0	0	0	0	1	0	0	0	0	تکبر
arrogant	1	0	1	0	0	1	0	0	0	0	مغرور
arrow	0	0	0	0	0	0	0	0	0	0	فلش
arsenal	0	0	0	0	0	0	0	0	0	0	انبار مهمات
arsenic	0	0	1	1	0	1	0	1	0	0	آرسنیک
arson	1	0	0	1	0	1	0	0	0	0	آتش زدن
art	0	1	0	0	1	0	1	1	1	0	هنر
artery	0	0	0	0	0	0	0	0	0	0	شریان
artful	0	0	0	0	0	0	0	0	0	0	هنرمندانه
arthropod	0	0	0	0	0	0	0	0	0	0	بندپایان
artichoke	0	0	0	0	0	0	0	0	0	0	کنگر فرنگی
article	0	0	0	0	0	0	0	0	0	0	مقاله
articles	0	0	0	0	0	0	0	0	0	0	مقالات
articulate	0	0	0	0	0	0	1	0	0	0	بیان
articulation	0	0	0	0	0	0	1	0	0	0	مفصل بندی
artifice	0	0	0	0	0	0	0	0	0	0	تصنع
artillery	0	0	0	1	0	1	0	0	0	0	توپخانه
artisan	0	0	0	0	0	0	1	0	0	0	صنعتگر
artist	0	0	0	0	0	0	0	0	0	0	هنرمند
artiste	0	0	0	0	0	0	1	0	0	0	هنرمند
artistic	0	0	0	0	0	0	1	0	0	0	هنری
artists	0	0	0	0	0	0	0	0	0	0	هنرمندان
ascend	0	0	0	0	0	0	0	0	0	0	صعود کردن
ascendancy	0	0	0	0	0	0	1	0	0	0	برتری
ascension	0	0	0	0	0	0	0	0	0	0	عروج
ascent	0	0	0	0	0	0	1	0	0	0	صعود
ascertain	0	0	0	0	0	0	0	0	0	0	مشخص کردن
ascertained	0	0	0	0	0	0	0	0	0	0	مشخص شد
ascetic	0	0	0	0	0	0	0	0	0	0	زاهد
ash	0	0	0	0	0	1	0	0	0	0	خاکستر
ashamed	0	0	1	0	0	1	0	1	0	0	شرمنده
ashes	0	0	0	0	0	1	0	1	0	0	خاکستر
asleep	0	0	0	0	0	0	0	0	0	0	خواب
asp	0	0	0	1	0	0	0	0	0	0	asp
aspartame	0	0	0	0	0	0	0	0	0	0	آسپارتام
aspect	0	0	0	0	0	0	0	0	0	0	جنبه
aspects	0	0	0	0	0	0	0	0	0	0	جنبه های
asphalt	0	0	0	0	0	0	0	0	0	0	آسفالت
aspiration	0	1	0	0	1	0	1	0	1	1	تنفس
aspire	0	1	0	0	1	0	1	0	0	0	آرزو می کنم
aspiring	0	1	0	0	1	0	1	0	0	1	مشتاق
ass	0	0	0	0	0	1	0	0	0	0	الاغ
assail	1	0	0	1	0	1	0	0	1	0	حمله کردن
assailant	1	0	0	1	0	1	0	1	0	0	مهاجم
assassin	1	0	0	1	0	1	0	1	0	0	قاتل
assassinate	1	0	0	1	0	1	0	0	0	0	ترور کردن
assassination	1	0	0	1	0	1	0	1	0	0	ترور
assault	1	0	0	1	0	1	0	0	0	0	حمله
assay	0	0	0	0	0	0	0	0	0	0	سنجش
assemblage	0	0	0	0	0	0	0	0	0	0	مجموعه
assemble	0	0	0	0	0	0	0	0	0	0	جمع آوری کنید
assembled	0	0	0	0	0	0	0	0	0	0	مونتاژ
assembly	0	0	0	0	0	0	1	0	0	1	مونتاژ
assent	0	0	0	0	0	0	1	0	0	0	موافقت
assert	0	0	0	0	0	0	0	0	0	0	ادعا کردن
asserting	0	0	0	0	0	0	1	0	0	1	ادعا کردن
assertion	0	0	0	0	0	0	0	0	0	0	ادعا
assess	0	0	0	0	0	0	0	0	0	0	ارزیابی کنید
assessment	0	0	0	0	0	0	0	0	1	1	ارزیابی
assessor	0	0	0	0	0	0	0	0	0	1	ارزیاب
assets	0	0	0	0	0	0	1	0	0	0	دارایی های
asshole	1	0	1	0	0	1	0	0	0	0	احمق
assign	0	0	0	0	0	0	0	0	0	0	اختصاص دهد
assignee	0	0	0	0	0	0	0	0	0	1	واگذارنده
assignment	0	0	0	0	0	0	0	0	0	0	وظیفه
assimilate	0	0	0	0	0	0	0	0	0	0	جذب، همانند ساختن
assimilation	0	0	0	0	0	0	0	0	0	0	ادغام
assist	0	0	0	0	0	0	1	0	0	1	کمک کند
assistance	0	0	0	0	0	0	1	0	0	0	معاونت
assistant	0	0	0	0	0	0	0	0	0	0	دستیار
associate	0	0	0	0	0	0	1	0	0	1	وابسته
association	0	0	0	0	0	0	0	0	0	1	اتحادیه
assorted	0	0	0	0	0	0	0	0	0	0	متنوع
assortment	0	0	0	0	0	0	0	0	0	0	مجموعه ای
assuage	0	0	0	0	0	0	1	0	0	0	آرام کردن
assumed	0	0	0	0	0	0	0	0	0	0	فرض
assuming	0	0	0	0	0	0	0	0	0	0	با فرض اینکه
assumption	0	0	0	0	0	0	0	0	0	0	فرض
assurance	0	0	0	0	0	0	1	0	0	1	اطمینان
assure	0	0	0	0	0	0	0	0	0	1	اطمینان دادن
assured	0	0	0	0	0	0	1	0	0	1	خاطر جمع
assuredly	0	0	0	0	0	0	0	0	0	1	مطمئنا
asterisk	0	0	0	0	0	0	0	0	0	0	ستاره
asteroids	0	0	0	0	0	0	0	0	0	0	سیارک ها
astigmatism	0	0	0	0	0	0	0	0	0	0	آستیگماتیسم
astonishingly	0	0	0	0	0	0	1	0	1	0	به طرز شگفت آور
astonishment	0	0	0	0	1	0	1	0	1	0	حیرت، شگفتی
astral	0	0	0	0	0	0	0	0	0	0	اختری
astray	0	0	0	1	0	1	0	0	0	0	بیراهه
astringent	0	0	0	0	0	1	0	0	0	0	قابض
astrologer	0	1	0	0	0	0	1	0	0	0	ستاره شناس
astrology	0	0	0	0	0	0	0	0	0	0	طالع بینی
astronaut	0	0	0	0	0	0	1	0	0	0	فضانورد
astronomer	0	1	0	0	0	0	1	0	0	0	ستاره شناس
astronomy	0	0	0	0	0	0	0	0	0	0	ستاره شناسی
astute	0	0	0	0	0	0	1	0	0	0	زیرک
asunder	0	0	0	0	0	0	0	0	0	0	شکافتن
asylum	0	0	0	1	0	1	0	0	0	0	پناهندگی
asymmetric	0	0	0	0	0	0	0	0	0	0	نامتقارن
asymmetry	0	0	1	0	0	0	0	0	0	0	عدم تقارن
asymptotic	0	0	0	0	0	0	0	0	0	0	تقریبی
atelier	0	0	0	0	0	0	0	0	0	0	آتلیه
atheism	0	0	0	0	0	1	0	0	0	0	بی خدایی
atheistic	0	0	0	0	0	0	0	0	0	0	آتئیست
atherosclerosis	0	0	0	1	0	1	0	1	0	0	آترواسکلروز
athlete	0	0	0	0	0	0	1	0	0	0	ورزشکار
athletic	0	0	0	0	0	0	1	0	0	0	ورزشی
athleticism	0	0	0	0	0	0	0	0	0	0	ورزشکاری
athletics	0	0	0	0	0	0	0	0	0	0	ورزشکاری
atlas	0	0	0	0	0	0	0	0	0	0	نقشه اطلس
atmosphere	0	0	0	0	0	0	0	0	0	0	جو
atmospheric	0	0	0	0	0	0	0	0	0	0	جوی
atoll	0	0	0	0	0	0	0	0	0	0	جزیره مرجانی
atom	0	0	0	0	0	0	1	0	0	0	اتم
atomic	0	0	0	0	0	0	0	0	0	0	اتمی
atone	0	1	0	0	1	0	1	0	0	1	کفاره دادن
atonement	0	0	0	0	0	0	1	0	0	0	کفاره
atrium	0	0	0	0	0	0	0	0	0	0	دهلیز
atrocious	1	0	1	0	0	1	0	0	0	0	بی رحمانه
atrocity	1	0	1	1	0	1	0	1	0	0	قساوت
atrophy	0	0	1	1	0	1	0	1	0	0	آتروفی
attach	0	0	0	0	0	0	0	0	0	0	ضمیمه کردن
attachment	0	0	0	0	0	0	1	0	0	0	پیوست
attack	1	0	0	1	0	1	0	0	0	0	حمله کنند
attacking	1	0	1	1	0	1	0	1	1	0	هجوم بردن
attain	0	0	0	0	0	0	0	0	0	0	به دست آوردن
attainable	0	1	0	0	0	0	1	0	0	0	قابل دستیابی
attainment	0	0	0	0	0	0	1	0	0	0	حصول
attempt	0	1	0	0	0	0	0	0	0	0	تلاش
attendance	0	1	0	0	0	0	0	0	0	0	حضور
attendant	0	0	0	0	0	0	1	0	0	1	خدمتکار
attention	0	0	0	0	0	0	1	0	0	0	توجه
attentive	0	0	0	0	0	0	1	0	0	1	توجه
attenuate	0	0	0	0	0	0	0	0	0	0	تضعیف کردن
attenuated	0	0	0	0	0	1	0	0	0	0	ضعیف شده
attenuation	0	0	0	0	0	1	0	1	0	0	تضعیفی
attest	0	0	0	0	0	0	1	0	0	1	گواهی
attestation	0	0	0	0	0	0	0	0	0	1	تصدیق
attic	0	0	0	0	0	0	0	0	0	0	اتاق زیر شیروانی
attire	0	0	0	0	0	0	0	0	0	0	لباس
attitude	0	0	0	0	0	0	0	0	0	0	نگرش
attorney	1	0	0	1	0	0	1	0	0	1	وکیل
attraction	0	0	0	0	0	0	1	0	0	0	جاذبه
attractiveness	0	0	0	0	0	0	1	0	0	0	جذابیت
attributable	0	0	0	0	0	0	0	0	0	0	قابل انتساب
attribute	0	0	0	0	0	0	0	0	0	0	صفت
attribution	0	0	0	0	0	0	0	0	0	0	نسبت دادن
attrition	0	0	0	0	0	0	0	0	0	0	فرسایش
auburn	0	0	0	0	0	0	0	0	0	0	خرمایی
auction	0	1	0	0	0	0	0	0	0	0	حراج
auctioneer	0	0	0	0	0	0	0	0	0	0	حراج گزار
audacious	0	0	0	0	0	0	0	0	0	0	جسور
audacity	0	0	0	0	0	1	0	0	0	0	گستاخی
audible	0	0	0	0	0	0	0	0	0	0	قابل شنیدن
audience	0	1	0	0	0	0	0	0	0	0	حضار
audit	0	0	0	0	0	0	0	0	0	0	حسابرسی
audition	0	0	0	0	0	0	0	0	0	0	آزمون
auditor	0	0	0	1	0	0	0	0	0	1	ممیز، مامور رسیدگی
auditorium	0	0	0	0	0	0	0	0	0	0	سالن نمایش
auditory	0	0	0	0	0	0	0	0	0	0	شنوایی
aught	0	0	0	0	0	0	0	0	0	0	هیچ
augment	0	0	0	0	0	0	1	0	0	0	تقویت کردن
augmentation	0	0	0	0	0	0	0	0	0	0	افزایش
august	0	0	0	0	0	0	1	0	0	0	اوت
aunt	0	0	0	0	0	0	1	0	0	1	عمه
aura	0	0	0	0	0	0	1	0	0	0	هاله
aurora	0	0	0	0	0	0	0	0	0	0	شفق قطبی
auspices	0	0	0	0	0	0	0	0	0	0	حامی
auspicious	0	1	0	0	1	0	1	0	0	0	خوشحالی
austere	0	0	0	1	0	1	0	1	0	0	سختگیر
austerity	0	0	0	0	0	1	0	0	0	0	ریاضت
authentic	0	0	0	0	1	0	1	0	0	1	معتبر
authenticate	0	0	0	0	0	0	0	0	0	1	تصدیق کردن
authentication	0	0	0	0	0	0	0	0	0	1	احراز هویت
authenticity	0	0	0	0	0	0	1	0	0	1	اعتبار
