English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Filipino Word
amphetamines	0	0	1	0	0	1	0	0	0	0	mga amphetamine
amphibian	0	0	0	0	0	0	0	0	0	0	amphibian
amphibious	0	0	0	0	0	0	0	0	0	0	amphibious
amphitheater	0	0	0	0	0	0	0	0	0	0	ampiteatro
amplification	0	0	0	0	0	0	0	0	0	0	pagpapalakas
amplify	0	0	0	0	0	0	0	0	0	0	palakasin
amplitude	0	0	0	0	0	0	0	0	0	0	malawak
amply	0	0	0	0	0	0	0	0	0	0	sagana
amputation	0	0	0	0	0	0	0	0	0	0	amputation
amulet	0	0	0	0	0	0	0	0	0	0	anting-anting
amuse	0	0	0	0	1	0	1	0	0	0	magpatawa
amused	0	0	0	0	1	0	1	0	0	0	nalilibang
amusement	0	0	0	0	1	0	1	0	0	0	libangan
amusing	0	0	0	0	1	0	1	0	0	0	nakakatuwa
ana	0	0	0	0	0	0	0	0	0	0	ana
anaconda	0	0	1	1	0	1	0	0	0	0	anaconda
anaesthesia	0	0	0	0	0	0	0	0	0	0	kawalan ng pakiramdam
anaesthetic	0	0	0	0	0	0	0	0	0	0	pampamanhid
anal	0	0	0	0	0	1	0	0	0	0	anal
analgesic	0	0	0	0	0	0	0	0	0	0	analgesic
analogous	0	0	0	0	0	0	0	0	0	0	kahalintulad
analogue	0	0	0	0	0	0	0	0	0	0	analogue
analogy	0	0	0	0	0	0	0	0	0	0	pagkakatulad
analysis	0	0	0	0	0	0	0	0	0	0	pagsusuri
analyst	0	1	0	0	0	0	1	0	0	1	analyst
analytic	0	0	0	0	0	0	0	0	0	0	analitiko
analyze	0	0	0	0	0	0	0	0	0	0	pag-aralan
analyzer	0	0	0	0	0	0	0	0	0	0	analisador
anarchism	1	0	0	1	0	1	0	0	0	0	anarkismo
anarchist	1	0	0	1	0	1	0	0	0	0	anarkista
anarchy	1	0	0	1	0	1	0	0	0	0	anarkiya
anastomosis	0	0	0	0	0	0	0	0	0	0	anastomosis
anathema	1	0	1	1	0	1	0	1	0	0	anathema
anatomic	0	0	0	0	0	0	0	0	0	0	anatomiko
anatomy	0	0	0	0	0	0	0	0	0	0	anatomy
ancestor	0	0	0	0	0	0	0	0	0	0	ninuno
ancestral	0	0	0	0	0	0	0	0	0	1	ninuno
ancestry	0	0	0	0	0	0	0	0	0	0	ninuno
anchor	0	0	0	0	0	0	1	0	0	0	anchor
anchorage	0	0	0	0	0	0	1	1	0	0	anchorage
ancient	0	0	0	0	0	1	0	0	0	0	sinaunang
ancillary	0	0	0	0	0	0	0	0	0	0	pantulong
androgen	0	0	0	0	0	0	0	0	0	0	androgen
anemone	0	0	0	0	0	0	0	0	0	0	anemone
anew	0	0	0	0	0	0	0	0	0	0	panibago
angel	0	1	0	0	1	0	1	0	1	1	anghel
angelic	0	0	0	0	1	0	1	0	0	1	mala-anghel
anger	1	0	0	0	0	1	0	0	0	0	galit
angina	0	0	0	1	0	1	0	0	0	0	angina
angiography	0	0	0	0	0	0	0	0	0	0	angiography
angle	0	0	0	0	0	0	0	0	0	0	anggulo
angling	0	1	0	0	0	1	0	0	0	0	pangingisda
angry	1	0	1	0	0	1	0	0	0	0	galit
anguish	1	0	0	1	0	1	0	1	0	0	paghihirap
angular	0	0	0	0	0	0	0	0	0	0	angular
anhydrous	0	0	0	0	0	0	0	0	0	0	walang tubig
animal	0	0	0	0	0	0	0	0	0	0	hayop
animate	0	0	0	0	0	0	1	0	0	0	buhayin
animated	0	0	0	0	1	0	1	0	0	0	animated
animation	0	0	0	0	0	0	0	0	0	0	animation
animosity	1	0	1	1	0	1	0	1	0	0	poot
animus	1	0	0	0	0	1	0	0	0	0	animus
ankle	0	0	0	0	0	0	0	0	0	0	bukong-bukong
annals	0	0	0	0	0	0	0	0	0	0	mga talaan
annex	0	0	0	0	0	0	0	0	0	0	annex
annexation	0	0	0	0	0	0	0	0	0	0	pagsasanib
annexe	0	0	0	0	0	0	0	0	0	0	annexe
annihilate	1	0	0	1	0	1	0	0	0	0	lipulin
annihilated	1	0	0	1	0	1	0	1	0	0	nilipol
annihilation	1	0	0	1	0	1	0	1	0	0	pagkalipol
annotate	0	0	0	0	0	0	0	0	0	0	mag-annotate
annotation	0	0	0	0	0	0	0	0	0	0	anotasyon
announce	0	0	0	0	0	0	0	0	0	0	ipahayag
announcement	0	1	0	0	0	0	0	0	0	0	anunsyo
annoy	1	0	1	0	0	1	0	0	0	0	inisin
annoyance	1	0	1	0	0	1	0	0	0	0	inis
annoying	1	0	0	0	0	1	0	0	0	0	nakakainis
annuity	0	0	0	0	0	0	0	0	0	0	annuity
annul	0	0	0	0	0	1	0	0	0	0	magpawalang-bisa
annular	0	0	0	0	0	0	0	0	0	0	annular
annulment	0	0	0	0	0	1	0	1	0	0	annulment
annulus	0	0	0	0	0	0	0	0	0	0	annulus
anointing	0	0	0	0	0	0	0	0	0	0	pagpapahid
anomalous	0	0	0	0	0	0	0	0	0	0	maanomalya
anomaly	0	0	0	1	0	1	0	0	1	0	anomalya
anon	0	0	0	0	0	0	0	0	0	0	anon
anonymous	0	0	0	0	0	1	0	0	0	0	anonymous
answer	0	0	0	0	0	0	0	0	0	0	sagot
answerable	0	0	0	0	0	0	0	0	0	1	masasagot
answering	0	0	0	0	0	0	0	0	0	0	sumasagot
ant	0	0	0	0	0	0	0	0	0	0	langgam
antagonism	1	0	0	0	0	1	0	0	0	0	antagonismo
antagonist	1	0	0	0	0	1	0	0	0	0	antagonist
antagonistic	1	0	1	0	0	1	0	0	0	0	antagonistic
ante	0	0	0	0	0	0	0	0	0	0	ante
antecedent	0	0	0	0	0	0	0	0	0	0	nauna
antelope	0	0	0	0	0	0	0	0	0	0	antilope
antenna	0	0	0	0	0	0	0	0	0	0	antenna
anterior	0	0	0	0	0	0	0	0	0	0	nauuna
anthem	0	0	0	0	0	0	0	0	0	0	awit
anthology	0	0	0	0	0	0	0	0	0	0	antolohiya
anthrax	0	0	1	1	0	1	0	1	0	0	anthrax
anthropology	0	0	0	0	0	0	0	0	0	0	antropolohiya
antibiotic	0	0	0	0	0	0	0	0	0	0	antibiotic
antibiotics	0	0	0	0	0	0	1	0	0	0	antibiotics
antichrist	1	0	1	1	0	1	0	0	0	0	antikristo
anticipation	0	1	0	0	0	0	0	0	0	0	pag-asa
anticipatory	0	1	0	0	0	0	0	0	0	0	anticipatory
antidote	0	1	0	0	0	0	1	0	0	1	panlunas
antifungal	0	0	0	0	0	0	1	0	0	1	antifungal
antimony	0	0	0	0	0	0	0	0	0	0	antimony
antipathy	1	0	1	0	0	1	0	0	0	0	antipatiya
antiquarian	0	0	0	0	0	0	0	0	0	0	antiquarian
antiquated	0	0	0	0	0	1	0	0	0	0	lipas na
antique	0	0	0	0	0	0	1	0	0	0	antigo
antiquity	0	0	0	0	0	0	0	0	0	0	sinaunang panahon
antiseptic	0	0	0	0	0	0	1	0	0	1	antiseptiko
antisocial	1	0	1	1	0	1	0	1	0	0	antisosyal
antithesis	1	0	0	0	0	1	0	0	0	0	antithesis
antithetical	0	0	0	0	0	0	0	0	0	0	antithetical
antiviral	0	0	0	0	0	0	0	0	0	0	antiviral
antler	0	0	0	0	0	0	0	0	0	0	sungay
anvil	0	0	0	0	0	0	0	0	0	0	palihan
anxiety	1	1	0	1	0	1	0	1	0	0	pagkabalisa
anxious	0	1	0	1	0	1	0	0	0	0	balisa
aorta	0	0	0	0	0	0	0	0	0	0	aorta
apace	0	0	0	0	0	0	0	0	0	0	mabilis
apache	0	0	0	1	0	1	0	0	0	0	apache
apartment	0	0	0	0	0	0	0	0	0	0	apartment
apathetic	0	0	0	0	0	1	0	1	0	0	walang pakialam
apathy	0	0	0	0	0	1	0	1	0	0	kawalang-interes
ape	0	0	0	0	0	0	0	0	0	0	unggoy
aperture	0	0	0	0	0	0	0	0	0	0	siwang
apex	0	0	0	0	0	0	0	0	0	0	tuktok
aphid	0	0	1	0	0	1	0	0	0	0	aphid
apiece	0	0	0	0	0	0	0	0	0	0	isang piraso
aplomb	0	0	0	0	0	0	1	0	0	0	masigla
apocalyptic	0	0	0	0	0	0	0	0	0	0	apocalyptic
apologetic	0	0	0	0	0	0	1	0	0	1	humihingi ng tawad
apologist	0	0	0	0	0	0	0	0	0	0	apologist
apologize	0	0	0	0	0	0	1	1	0	1	humingi ng tawad
apology	0	0	0	0	0	0	1	0	0	0	paghingi ng tawad
apostasy	0	0	0	0	0	0	0	0	0	0	apostasiya
apostate	0	0	0	0	0	0	0	0	0	0	tumalikod
apostle	0	0	0	0	0	0	1	0	0	1	apostol
apostolic	0	0	0	0	0	0	0	0	0	1	apostoliko
apostrophe	0	0	0	0	0	0	0	0	0	0	kudlit
appalling	0	0	1	1	0	1	0	0	0	0	kakila-kilabot
apparatus	0	0	0	0	0	0	0	0	0	0	kagamitan
apparel	0	0	0	0	0	0	0	0	0	0	damit
apparently	0	0	0	0	0	0	0	0	0	0	parang
apparition	0	0	0	1	0	0	0	0	1	0	aparisyon
appeal	0	1	0	0	0	0	0	0	0	0	apela
appearance	0	0	0	0	0	0	0	0	0	0	hitsura
appease	0	0	0	0	0	0	0	0	0	0	huminahon
appellant	0	0	0	0	0	0	0	0	0	0	nag-apela
append	0	0	0	0	0	0	0	0	0	0	dugtungan
appendage	0	0	0	0	0	0	0	0	0	0	dugtungan
appendicitis	0	0	0	1	0	1	0	1	0	0	apendisitis
appendix	0	0	0	0	0	0	0	0	0	0	apendiks
appetite	0	0	0	0	0	0	0	0	0	0	gana
appetizer	0	0	0	0	0	0	0	0	0	0	pampagana
applause	0	0	0	0	1	0	1	0	1	1	palakpakan
apple	0	0	0	0	0	0	0	0	0	0	mansanas
appliance	0	0	0	0	0	0	0	0	0	0	kasangkapan
appliances	0	0	0	0	0	0	0	0	0	0	mga kagamitan
applicability	0	0	0	0	0	0	0	0	0	0	kakayahang magamit
applicable	0	0	0	0	0	0	0	0	0	0	naaangkop
applicant	0	1	0	0	0	0	0	0	0	0	aplikante
application	0	0	0	0	0	0	0	0	0	0	aplikasyon
apply	0	0	0	0	0	0	0	0	0	0	mag-apply
appoint	0	0	0	0	0	0	0	0	0	0	humirang
appointment	0	0	0	0	0	0	0	0	0	0	appointment
appointments	0	0	0	0	0	0	0	0	0	0	mga appointment
apportion	0	0	0	0	0	0	0	0	0	0	paghahati-hati
apportionment	0	0	0	0	0	0	0	0	0	0	paghahati-hati
appraise	0	0	0	0	0	0	0	0	0	0	magpahalaga
appreciable	0	0	0	0	0	0	0	0	0	0	kapansin-pansin
appreciation	0	0	0	0	1	0	1	0	0	1	pagpapahalaga
apprehend	0	0	0	1	0	0	0	0	0	0	hulihin
apprehension	0	0	0	1	0	1	0	0	0	0	pangamba
apprehensive	0	1	0	1	0	1	0	0	0	0	nangangamba
apprentice	0	0	0	0	0	0	0	0	0	1	baguhan
apprenticeship	0	0	0	0	0	0	0	0	0	0	apprenticeship
approach	0	0	0	0	0	0	0	0	0	0	lapitan
approaching	0	1	0	0	0	0	0	0	0	0	papalapit
approbation	0	0	0	0	0	0	1	0	0	1	pagsang-ayon
appropriation	0	0	0	0	0	1	0	0	0	0	paglalaan
approval	0	0	0	0	0	0	1	0	0	0	pag-apruba
approve	0	0	0	0	1	0	1	0	0	1	aprubahan
approving	0	0	0	0	0	0	1	0	0	0	pag-apruba
approximate	0	0	0	0	0	0	0	0	0	0	tinatayang
approximately	0	0	0	0	0	0	0	0	0	0	humigit-kumulang
approximating	0	0	0	0	0	0	0	0	0	0	tinatantiya
approximation	0	0	0	0	0	0	0	0	0	0	pagtatantya
appurtenances	0	0	0	0	0	0	0	0	0	0	mga kagamitan
apron	0	0	0	0	0	0	0	0	0	0	apron
apt	0	0	0	0	0	0	1	0	0	0	apt
aptitude	0	0	0	0	0	0	1	0	0	0	kakayahan
aqua	0	0	0	0	0	0	0	0	0	0	aqua
aquamarine	0	0	0	0	0	0	0	0	0	0	aquamarine
aquarium	0	0	0	0	0	0	0	0	0	0	akwaryum
aquatic	0	0	0	0	0	0	0	0	0	0	pantubig
aqueduct	0	0	0	0	0	0	0	0	0	0	aqueduct
aqueous	0	0	0	0	0	0	0	0	0	0	may tubig
arable	0	0	0	0	0	0	0	0	0	0	maaararo
arbiter	0	0	0	0	0	0	0	0	0	1	arbiter
arbitrate	0	0	0	0	0	0	0	0	0	0	arbitrate
arbitration	0	1	0	0	0	0	0	0	0	0	arbitrasyon
arbitrator	0	0	0	0	0	0	0	0	0	1	tagapamagitan
arbor	0	0	0	0	0	0	0	0	0	0	arbor
arc	0	0	0	0	0	0	0	0	0	0	arko
arcade	0	0	0	0	0	0	0	0	0	0	arcade
arch	0	0	0	0	0	0	0	0	0	0	arko
archaeological	0	0	0	0	0	0	0	0	0	0	arkeolohiko
archaeologist	0	0	0	0	0	0	0	0	0	0	arkeologo
archaeology	0	1	0	0	0	0	1	0	0	0	arkeolohiya
archaic	0	0	0	0	0	1	0	0	0	0	lipas na
archbishop	0	0	0	0	0	0	0	0	0	0	arsobispo
arched	0	0	0	0	0	0	0	0	0	0	nakaarko
archer	0	0	0	0	0	0	0	0	0	0	mamamana
archery	0	0	0	0	0	0	0	0	0	0	pamamana
archetype	0	0	0	0	0	0	0	0	0	0	archetype
archipelago	0	0	0	0	0	0	0	0	0	0	kapuluan
architect	0	0	0	0	0	0	0	0	0	0	arkitekto
architecture	0	0	0	0	0	0	0	0	0	1	arkitektura
archive	0	0	0	0	0	0	0	0	0	0	archive
arctic	0	0	0	0	0	0	0	0	0	0	arctic
ardent	0	1	0	0	1	0	1	0	0	0	masigasig
ardor	0	0	0	0	0	0	1	0	0	0	sigasig
arduous	0	0	0	0	0	1	0	0	0	0	mahirap
area	0	0	0	0	0	0	0	0	0	0	lugar
arena	0	0	0	0	0	0	0	0	0	0	arena
areola	0	0	0	0	0	0	0	0	0	0	areola
argent	0	0	0	0	0	0	0	0	0	0	argent
argue	1	0	0	0	0	1	0	0	0	0	makipagtalo
argument	1	0	0	0	0	1	0	0	0	0	argumento
argumentation	1	0	0	0	0	0	0	0	0	0	pagtatalo
argumentative	0	0	0	0	0	1	0	0	0	0	argumentative
arguments	1	0	0	0	0	0	0	0	0	0	mga argumento
arid	0	0	0	0	0	1	0	1	0	0	tigang
aristocracy	0	0	0	0	0	0	1	0	0	0	aristokrasya
aristocrat	0	0	0	0	0	0	0	0	0	0	aristokrata
aristocratic	0	0	0	0	0	0	1	0	0	0	maharlika
arithmetic	0	0	0	0	0	0	0	0	0	0	aritmetika
ark	0	0	0	0	0	0	0	0	0	0	arka
arm	0	0	0	0	0	0	0	0	0	0	braso
armada	0	0	0	0	0	0	0	0	0	0	armada
armament	1	0	0	1	0	0	0	0	0	0	armament
armaments	0	0	0	1	0	1	0	0	0	0	mga armas
armature	0	0	0	0	0	0	0	0	0	0	armature
armed	1	0	0	1	0	1	1	0	0	0	armado
armor	0	0	0	1	0	0	1	0	0	1	baluti
armored	0	0	0	1	0	0	0	0	0	0	nakabaluti
armory	0	0	0	0	0	0	0	0	0	1	taguan ng mga armas
arms	0	0	0	0	0	0	0	0	0	0	mga armas
army	0	0	0	0	0	0	0	0	0	0	hukbo
aroma	0	0	0	0	0	0	1	0	0	0	bango
arousal	0	0	0	0	0	0	0	0	0	0	pagpukaw
arouse	0	1	0	0	0	0	1	0	0	0	pukawin
arraignment	1	0	0	1	0	1	0	1	0	0	arraignment
arrange	0	0	0	0	0	0	0	0	0	0	ayusin
arranged	0	0	0	0	0	0	0	0	0	0	nakaayos
arrangement	0	0	0	0	0	0	0	0	0	0	Pagkakaayos
array	0	0	0	0	0	0	1	0	0	0	array
arrears	0	0	0	0	0	1	0	0	0	0	atraso
arrest	0	0	0	0	0	1	0	0	0	0	pag-aresto
arrival	0	1	0	0	0	0	0	0	0	0	pagdating
arrive	0	1	0	0	0	0	0	0	0	0	dumating
arrogance	0	0	0	0	0	1	0	0	0	0	kayabangan
arrogant	1	0	1	0	0	1	0	0	0	0	mayabang
arrow	0	0	0	0	0	0	0	0	0	0	palaso
arsenal	0	0	0	0	0	0	0	0	0	0	arsenal
arsenic	0	0	1	1	0	1	0	1	0	0	arsenic
arson	1	0	0	1	0	1	0	0	0	0	panununog
art	0	1	0	0	1	0	1	1	1	0	sining
artery	0	0	0	0	0	0	0	0	0	0	arterya
artful	0	0	0	0	0	0	0	0	0	0	maarte
arthropod	0	0	0	0	0	0	0	0	0	0	arthropod
artichoke	0	0	0	0	0	0	0	0	0	0	artichoke
article	0	0	0	0	0	0	0	0	0	0	artikulo
articles	0	0	0	0	0	0	0	0	0	0	mga artikulo
articulate	0	0	0	0	0	0	1	0	0	0	nakapagsasalita
articulation	0	0	0	0	0	0	1	0	0	0	artikulasyon
artifice	0	0	0	0	0	0	0	0	0	0	katalinuhan
artillery	0	0	0	1	0	1	0	0	0	0	artilerya
artisan	0	0	0	0	0	0	1	0	0	0	artisan
artist	0	0	0	0	0	0	0	0	0	0	artista
artiste	0	0	0	0	0	0	1	0	0	0	artista
artistic	0	0	0	0	0	0	1	0	0	0	masining
artists	0	0	0	0	0	0	0	0	0	0	mga artista
ascend	0	0	0	0	0	0	0	0	0	0	umakyat
ascendancy	0	0	0	0	0	0	1	0	0	0	pag-asenso
ascension	0	0	0	0	0	0	0	0	0	0	pag-akyat sa langit
ascent	0	0	0	0	0	0	1	0	0	0	pag-akyat
ascertain	0	0	0	0	0	0	0	0	0	0	tiyakin
ascertained	0	0	0	0	0	0	0	0	0	0	natiyak
ascetic	0	0	0	0	0	0	0	0	0	0	asetiko
ash	0	0	0	0	0	1	0	0	0	0	abo
ashamed	0	0	1	0	0	1	0	1	0	0	nahihiya
ashes	0	0	0	0	0	1	0	1	0	0	abo
asleep	0	0	0	0	0	0	0	0	0	0	natutulog
asp	0	0	0	1	0	0	0	0	0	0	asp
aspartame	0	0	0	0	0	0	0	0	0	0	aspartame
aspect	0	0	0	0	0	0	0	0	0	0	aspeto
aspects	0	0	0	0	0	0	0	0	0	0	mga aspeto
asphalt	0	0	0	0	0	0	0	0	0	0	aspalto
aspiration	0	1	0	0	1	0	1	0	1	1	hangad
aspire	0	1	0	0	1	0	1	0	0	0	maghangad
aspiring	0	1	0	0	1	0	1	0	0	1	naghahangad
ass	0	0	0	0	0	1	0	0	0	0	puwit
assail	1	0	0	1	0	1	0	0	1	0	pagsalakay
assailant	1	0	0	1	0	1	0	1	0	0	umaatake
assassin	1	0	0	1	0	1	0	1	0	0	mamamatay-tao
assassinate	1	0	0	1	0	1	0	0	0	0	pumatay
assassination	1	0	0	1	0	1	0	1	0	0	pagpatay
assault	1	0	0	1	0	1	0	0	0	0	pag-atake
assay	0	0	0	0	0	0	0	0	0	0	pagsusuri
assemblage	0	0	0	0	0	0	0	0	0	0	pagtitipon
assemble	0	0	0	0	0	0	0	0	0	0	magtipon
assembled	0	0	0	0	0	0	0	0	0	0	tipunin
assembly	0	0	0	0	0	0	1	0	0	1	pagpupulong
assent	0	0	0	0	0	0	1	0	0	0	pagsang-ayon
assert	0	0	0	0	0	0	0	0	0	0	igiit
asserting	0	0	0	0	0	0	1	0	0	1	paggigiit
assertion	0	0	0	0	0	0	0	0	0	0	paninindigan
assess	0	0	0	0	0	0	0	0	0	0	tasahin
assessment	0	0	0	0	0	0	0	0	1	1	pagtatasa
assessor	0	0	0	0	0	0	0	0	0	1	tagasuri
assets	0	0	0	0	0	0	1	0	0	0	mga ari-arian
asshole	1	0	1	0	0	1	0	0	0	0	asshole
assign	0	0	0	0	0	0	0	0	0	0	italaga
assignee	0	0	0	0	0	0	0	0	0	1	assignee
assignment	0	0	0	0	0	0	0	0	0	0	takdang-aralin
assimilate	0	0	0	0	0	0	0	0	0	0	asimilahin
assimilation	0	0	0	0	0	0	0	0	0	0	asimilasyon
assist	0	0	0	0	0	0	1	0	0	1	tumulong
assistance	0	0	0	0	0	0	1	0	0	0	tulong
assistant	0	0	0	0	0	0	0	0	0	0	katulong
associate	0	0	0	0	0	0	1	0	0	1	iugnay
association	0	0	0	0	0	0	0	0	0	1	samahan
assorted	0	0	0	0	0	0	0	0	0	0	sari-sari
assortment	0	0	0	0	0	0	0	0	0	0	assortment
assuage	0	0	0	0	0	0	1	0	0	0	pagpapatahimik
assumed	0	0	0	0	0	0	0	0	0	0	ipinapalagay
assuming	0	0	0	0	0	0	0	0	0	0	ipagpalagay
assumption	0	0	0	0	0	0	0	0	0	0	pagpapalagay
assurance	0	0	0	0	0	0	1	0	0	1	katiyakan
assure	0	0	0	0	0	0	0	0	0	1	tiyakin
assured	0	0	0	0	0	0	1	0	0	1	panatag
assuredly	0	0	0	0	0	0	0	0	0	1	tiyak
asterisk	0	0	0	0	0	0	0	0	0	0	asterisk
asteroids	0	0	0	0	0	0	0	0	0	0	mga asteroid
astigmatism	0	0	0	0	0	0	0	0	0	0	astigmatism
astonishingly	0	0	0	0	0	0	1	0	1	0	nakakamangha
astonishment	0	0	0	0	1	0	1	0	1	0	pagtataka
astral	0	0	0	0	0	0	0	0	0	0	astral
astray	0	0	0	1	0	1	0	0	0	0	naliligaw
astringent	0	0	0	0	0	1	0	0	0	0	astringent
astrologer	0	1	0	0	0	0	1	0	0	0	astrologo
astrology	0	0	0	0	0	0	0	0	0	0	astrolohiya
astronaut	0	0	0	0	0	0	1	0	0	0	astronaut
astronomer	0	1	0	0	0	0	1	0	0	0	astronomer
astronomy	0	0	0	0	0	0	0	0	0	0	astronomiya
astute	0	0	0	0	0	0	1	0	0	0	matalino
asunder	0	0	0	0	0	0	0	0	0	0	magkahiwalay
asylum	0	0	0	1	0	1	0	0	0	0	asylum
asymmetric	0	0	0	0	0	0	0	0	0	0	walang simetriko
asymmetry	0	0	1	0	0	0	0	0	0	0	kawalaan ng simetrya
asymptotic	0	0	0	0	0	0	0	0	0	0	asymptotic
atelier	0	0	0	0	0	0	0	0	0	0	atelier
atheism	0	0	0	0	0	1	0	0	0	0	ateismo
atheistic	0	0	0	0	0	0	0	0	0	0	ateista
atherosclerosis	0	0	0	1	0	1	0	1	0	0	atherosclerosis
athlete	0	0	0	0	0	0	1	0	0	0	atleta
athletic	0	0	0	0	0	0	1	0	0	0	athletic
athleticism	0	0	0	0	0	0	0	0	0	0	athleticism
athletics	0	0	0	0	0	0	0	0	0	0	athletics
atlas	0	0	0	0	0	0	0	0	0	0	atlas
atmosphere	0	0	0	0	0	0	0	0	0	0	kapaligiran
atmospheric	0	0	0	0	0	0	0	0	0	0	atmospera
atoll	0	0	0	0	0	0	0	0	0	0	atoll
atom	0	0	0	0	0	0	1	0	0	0	atom
atomic	0	0	0	0	0	0	0	0	0	0	atomic
atone	0	1	0	0	1	0	1	0	0	1	magbayad-sala
atonement	0	0	0	0	0	0	1	0	0	0	pagbabayad-sala
atrium	0	0	0	0	0	0	0	0	0	0	atrium
atrocious	1	0	1	0	0	1	0	0	0	0	mabangis
atrocity	1	0	1	1	0	1	0	1	0	0	kalupitan
atrophy	0	0	1	1	0	1	0	1	0	0	pagkasayang
attach	0	0	0	0	0	0	0	0	0	0	ikabit
attachment	0	0	0	0	0	0	1	0	0	0	kalakip
attack	1	0	0	1	0	1	0	0	0	0	atake
attacking	1	0	1	1	0	1	0	1	1	0	umaatake
attain	0	0	0	0	0	0	0	0	0	0	makamit
attainable	0	1	0	0	0	0	1	0	0	0	maaabot
attainment	0	0	0	0	0	0	1	0	0	0	pagkamit
attempt	0	1	0	0	0	0	0	0	0	0	tangka
attendance	0	1	0	0	0	0	0	0	0	0	pagdalo
attendant	0	0	0	0	0	0	1	0	0	1	katulong
attention	0	0	0	0	0	0	1	0	0	0	pansin
attentive	0	0	0	0	0	0	1	0	0	1	matulungin
attenuate	0	0	0	0	0	0	0	0	0	0	magpapahina
attenuated	0	0	0	0	0	1	0	0	0	0	pinahina
attenuation	0	0	0	0	0	1	0	1	0	0	pagpapalambing
attest	0	0	0	0	0	0	1	0	0	1	magpatotoo
attestation	0	0	0	0	0	0	0	0	0	1	pagpapatunay
attic	0	0	0	0	0	0	0	0	0	0	attic
attire	0	0	0	0	0	0	0	0	0	0	kasuotan
attitude	0	0	0	0	0	0	0	0	0	0	saloobin
attorney	1	0	0	1	0	0	1	0	0	1	abogado
attraction	0	0	0	0	0	0	1	0	0	0	atraksyon
attractiveness	0	0	0	0	0	0	1	0	0	0	pagiging kaakit-akit
attributable	0	0	0	0	0	0	0	0	0	0	maiuugnay
attribute	0	0	0	0	0	0	0	0	0	0	katangian
attribution	0	0	0	0	0	0	0	0	0	0	pagpapatungkol
attrition	0	0	0	0	0	0	0	0	0	0	attrisyon
auburn	0	0	0	0	0	0	0	0	0	0	auburn
auction	0	1	0	0	0	0	0	0	0	0	subasta
auctioneer	0	0	0	0	0	0	0	0	0	0	tagasubasta
audacious	0	0	0	0	0	0	0	0	0	0	matapang
audacity	0	0	0	0	0	1	0	0	0	0	katapangan
audible	0	0	0	0	0	0	0	0	0	0	naririnig
audience	0	1	0	0	0	0	0	0	0	0	madla
audit	0	0	0	0	0	0	0	0	0	0	pag-audit
audition	0	0	0	0	0	0	0	0	0	0	audition
auditor	0	0	0	1	0	0	0	0	0	1	auditor
auditorium	0	0	0	0	0	0	0	0	0	0	auditorium
auditory	0	0	0	0	0	0	0	0	0	0	pandinig
aught	0	0	0	0	0	0	0	0	0	0	wala
augment	0	0	0	0	0	0	1	0	0	0	dagdagan
augmentation	0	0	0	0	0	0	0	0	0	0	pagpapalaki
august	0	0	0	0	0	0	1	0	0	0	Agosto
aunt	0	0	0	0	0	0	1	0	0	1	Tiya
aura	0	0	0	0	0	0	1	0	0	0	aura
aurora	0	0	0	0	0	0	0	0	0	0	aurora
auspices	0	0	0	0	0	0	0	0	0	0	tangkilikin
auspicious	0	1	0	0	1	0	1	0	0	0	mapalad
austere	0	0	0	1	0	1	0	1	0	0	mahigpit
austerity	0	0	0	0	0	1	0	0	0	0	pagtitipid
authentic	0	0	0	0	1	0	1	0	0	1	tunay
authenticate	0	0	0	0	0	0	0	0	0	1	patotohanan
authentication	0	0	0	0	0	0	0	0	0	1	pagpapatunay
authenticity	0	0	0	0	0	0	1	0	0	1	pagiging tunay
author	0	0	0	0	0	0	1	0	0	1	may-akda
authoritative	0	0	0	0	0	0	1	0	0	1	makapangyarihan
authority	0	0	0	0	0	0	1	0	0	1	awtoridad
authorization	0	0	0	0	0	0	1	0	0	1	awtorisasyon
authorize	0	0	0	0	0	0	0	0	0	1	pahintulutan
authorized	0	0	0	0	0	0	1	0	0	0	pinahintulutan
authorship	0	0	0	0	0	0	0	0	0	0	pagiging may-akda
auto	0	0	0	0	0	0	0	0	0	0	sasakyan
autobiography	0	0	0	0	0	0	0	0	0	0	sariling talambuhay
autocratic	0	0	0	0	0	1	0	0	0	0	autokratiko
autograph	0	0	0	0	0	0	0	0	0	0	autograph
automatic	0	0	0	0	0	0	0	0	0	1	awtomatiko
automobile	0	0	0	0	0	0	0	0	0	0	sasakyan
autonomy	0	0	0	0	0	0	0	0	0	0	awtonomiya
autopsy	0	0	1	1	0	1	0	1	0	0	autopsy
autumn	0	0	0	0	0	0	0	0	0	0	taglagas
auxiliary	0	0	0	0	0	0	0	0	0	0	pantulong
avail	0	0	0	0	0	0	0	0	0	0	mapakinabangan
avalanche	0	0	0	1	0	1	0	1	1	0	avalanche
avarice	1	0	1	0	0	1	0	0	0	0	katakawan
avatar	0	0	0	0	0	0	1	0	0	0	avatar
avenger	1	0	0	0	0	1	0	0	0	0	tagapaghiganti
avenue	0	0	0	0	0	0	0	0	0	0	abenida
aver	0	0	0	0	0	0	0	0	0	0	aver
average	0	0	0	0	0	0	0	0	0	0	karaniwan
averse	1	0	1	1	0	1	0	0	0	0	tumanggi
aversion	1	0	1	1	0	1	0	0	0	0	pag-ayaw
