English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Lao Word
alive	0	1	0	0	1	0	1	0	0	1	ມີຊີວິດຢູ່
alkali	0	0	0	0	0	0	0	0	0	0	ດ່າງ
alkaloids	0	0	0	0	0	0	0	0	0	0	alkaloids
allay	0	0	0	0	0	0	1	0	0	0	ຜ່ອນ
allegation	1	0	0	0	0	1	0	0	0	0	ການກ່າວຫາ
allege	0	0	0	0	0	1	0	0	0	0	ກ່າວຫາ
alleged	0	0	0	0	0	0	0	0	0	0	ຖືກກ່າວຫາ
allegiance	0	0	0	0	0	0	1	0	0	1	ຈົງຮັກພັກດີ
allegorical	0	0	0	0	0	0	0	0	0	0	ປຽບທຽບ
allegory	0	0	0	0	0	0	0	0	0	0	ນິທານ
allegro	0	0	0	0	0	0	1	0	0	0	Allegro
alleviate	0	0	0	0	0	0	1	0	0	0	ບັນເທົາ
alleviation	0	0	0	0	0	0	1	0	0	0	ບັນເທົາ
alley	0	0	0	0	0	0	0	0	0	0	ຊອຍ
alliance	0	0	0	0	0	0	0	0	0	1	ພັນທະມິດ
allied	0	0	0	0	0	0	1	0	0	1	ພັນທະມິດ
alligator	0	0	0	0	0	0	0	0	0	0	ແຂ້
allocate	0	0	0	0	0	0	0	0	0	0	ຈັດສັນ
allocation	0	0	0	0	0	0	0	0	0	0	ການຈັດສັນ
allot	0	0	0	0	0	0	0	0	0	0	ຈັດສັນ
allotment	0	0	0	0	0	0	0	0	0	0	ການຈັດສັນ
allowable	0	0	0	0	0	0	1	0	0	0	ອະນຸຍາດ
allowance	0	0	0	0	0	0	0	0	0	0	ເງິນອຸດໜູນ
allowed	0	0	0	0	0	0	0	0	0	0	ອະນຸຍາດ
alloy	0	0	0	0	0	0	0	0	0	0	ໂລຫະປະສົມ
allure	0	1	0	0	1	0	1	0	1	0	ດຶງດູດ
alluring	0	0	0	0	0	0	1	0	0	0	ຈູງໃຈ
allusion	0	0	0	0	0	0	0	0	0	0	ອ້າງ
alluvial	0	0	0	0	0	0	0	0	0	0	ລ່ອງລອຍ
ally	0	0	0	0	0	0	1	0	0	1	ພັນທະມິດ
almanac	0	0	0	0	0	0	0	0	0	0	ປູ່
almighty	0	0	0	0	0	0	1	0	0	0	ພະ​ເຈົ້າ
aloft	0	0	0	0	0	0	0	0	0	0	ສູງ
aloha	0	1	0	0	1	0	1	0	0	0	ອາໂລຮາ
alongside	0	0	0	0	0	0	0	0	0	0	ຄຽງຂ້າງ
aloof	0	0	0	0	0	1	0	0	0	0	ຫ່າງ​ໄກ
aloud	0	0	0	0	0	0	0	0	0	0	ດັງໆ
alphabet	0	0	0	0	0	0	0	0	0	0	ຕົວອັກສອນ
alphabetical	0	0	0	0	0	0	0	0	0	0	ຕົວອັກສອນ
altar	0	0	0	0	0	0	0	0	0	0	ແທ່ນບູຊາ
alter	0	0	0	0	0	0	0	0	0	0	ປ່ຽນແປງ
alteration	0	0	0	0	0	0	0	0	0	0	ການປ່ຽນແປງ
altercation	1	0	0	0	0	1	0	0	0	0	ການ​ຂັດ​ແຍ້ງ
altered	0	0	0	0	0	0	0	0	0	0	ປ່ຽນແປງ
alternate	0	0	0	0	0	0	0	0	0	0	ສະຫຼັບ
alternative	0	0	0	0	0	0	0	0	0	0	ທາງເລືອກ
altitude	0	0	0	0	0	0	0	0	0	0	ລະດັບຄວາມສູງ
alto	0	0	0	0	0	0	0	0	0	0	alto
altogether	0	0	0	0	0	0	0	0	0	0	ທັງໝົດ
alumnus	0	0	0	0	0	0	0	0	0	0	ນິສິດເກົ່າ
alveolar	0	0	0	0	0	0	0	0	0	0	ຜິວໜັງ
amalgam	0	0	0	0	0	0	0	0	0	0	ປະສົມ
amalgamation	0	0	0	0	0	0	0	0	0	0	ການລວມກັນ
amass	0	0	0	0	0	0	0	0	0	0	ມະຫາສານ
amateur	0	0	0	0	0	0	0	0	0	0	ນັກສມັກເລ່ນ
amaze	0	0	0	0	0	0	0	0	1	0	ປະຫລາດໃຈ
amazement	0	0	0	0	0	0	0	0	0	0	ຄວາມປະຫລາດໃຈ
amazingly	0	0	0	0	1	0	1	0	1	0	ເຮັດໃຫ້ປະລາດ
ambassador	0	0	0	0	0	0	1	0	0	1	ເອກອັກຄະລັດຖະທູດ
amber	0	0	0	0	0	0	0	0	0	0	ອໍາພັນ
ambient	0	0	0	0	0	0	0	0	0	0	ສະພາບແວດລ້ອມ
ambiguity	0	0	0	0	0	0	0	0	0	0	ຄວາມບໍ່ແນ່ນອນ
ambiguous	0	0	0	0	0	1	0	0	0	0	ບໍ່ຊັດເຈນ
ambit	0	0	0	0	0	0	0	0	0	0	ທະເຍີທະຍານ
ambition	0	1	0	0	1	0	1	0	0	1	ຄວາມທະເຍີທະຍານ
ambitious	0	0	0	0	0	0	0	0	0	0	ທະເຍີທະຍານ
ambulance	0	0	0	1	0	0	0	0	0	1	ລົດສຸກເສີນ
ambush	1	0	0	1	0	1	0	0	1	0	ໂຈນ
ameliorate	0	0	0	0	0	0	1	0	0	0	ບັນເທົາ
amen	0	0	0	0	1	0	1	0	0	1	ອາແມນ
amenable	0	0	0	0	0	0	1	0	0	0	ພໍດີ
amend	0	0	0	0	0	0	1	0	0	0	ແກ້ໄຂ
amendment	0	0	0	0	0	0	0	0	0	0	ການແກ້ໄຂ
amends	0	0	0	0	0	0	1	0	0	0	ແກ້ໄຂ
amenity	0	0	0	0	0	0	1	0	0	0	ສິ່ງອໍານວຍຄວາມສະດວກ
amethyst	0	0	0	0	0	0	0	0	0	0	amethyst
amiable	0	0	0	0	0	0	1	0	0	0	ສະໜິດສະໜົມ
amicable	0	0	0	0	1	0	1	0	0	0	ມິດຕະພາບ
amid	0	0	0	0	0	0	0	0	0	0	ທ່າມກາງ
amidst	0	0	0	0	0	0	0	0	0	0	ທ່າມກາງ
ammonia	0	0	1	0	0	0	0	0	0	0	ແອມໂມເນຍ
ammunition	0	0	0	0	0	0	0	0	0	0	ລູກປືນ
amnesia	0	0	0	0	0	1	0	0	0	0	ຄວາມຈຳເສື່ອມ
amnesty	0	0	0	0	1	0	1	0	0	0	ອະໄພຍະໂທດ
amorphous	0	0	0	0	0	0	0	0	0	0	ທາດປະສົມ
amortization	0	0	0	0	0	0	0	0	0	1	ການຕັດຂາຍ
amount	0	0	0	0	0	0	0	0	0	0	ຈໍາ​ນວນ
amour	0	1	0	0	1	0	1	0	0	1	ຮັກແພງ
ampersand	0	0	0	0	0	0	0	0	0	0	ampersand
amphetamines	0	0	1	0	0	1	0	0	0	0	ແອມເຟຕາມີນ
amphibian	0	0	0	0	0	0	0	0	0	0	amphibian
amphibious	0	0	0	0	0	0	0	0	0	0	ນ້ຳຕົກຄ້າງ
amphitheater	0	0	0	0	0	0	0	0	0	0	amphitheatre
amplification	0	0	0	0	0	0	0	0	0	0	ການຂະຫຍາຍ
amplify	0	0	0	0	0	0	0	0	0	0	ຂະຫຍາຍ
amplitude	0	0	0	0	0	0	0	0	0	0	ຄວາມກວ້າງໄກ
amply	0	0	0	0	0	0	0	0	0	0	ພຽງພໍ
amputation	0	0	0	0	0	0	0	0	0	0	ຕັດແຂນຂາ
amulet	0	0	0	0	0	0	0	0	0	0	ເຄື່ອງຣາວ
amuse	0	0	0	0	1	0	1	0	0	0	ມ່ວນ
amused	0	0	0	0	1	0	1	0	0	0	ມ່ວນ
amusement	0	0	0	0	1	0	1	0	0	0	ຄວາມມ່ວນ
amusing	0	0	0	0	1	0	1	0	0	0	ມ່ວນ
ana	0	0	0	0	0	0	0	0	0	0	ອານາ
anaconda	0	0	1	1	0	1	0	0	0	0	ອະນາຄອນດາ
anaesthesia	0	0	0	0	0	0	0	0	0	0	ອາການສລົບ
anaesthetic	0	0	0	0	0	0	0	0	0	0	ຢາສະລົບ
anal	0	0	0	0	0	1	0	0	0	0	ຮູທະວານ
analgesic	0	0	0	0	0	0	0	0	0	0	ຢາແກ້ປວດ
analogous	0	0	0	0	0	0	0	0	0	0	ປຽບທຽບ
analogue	0	0	0	0	0	0	0	0	0	0	ການປຽບທຽບ
analogy	0	0	0	0	0	0	0	0	0	0	ການປຽບທຽບ
analysis	0	0	0	0	0	0	0	0	0	0	ການວິເຄາະ
analyst	0	1	0	0	0	0	1	0	0	1	ນັກວິເຄາະ
analytic	0	0	0	0	0	0	0	0	0	0	ການວິເຄາະ
analyze	0	0	0	0	0	0	0	0	0	0	ວິເຄາະ
analyzer	0	0	0	0	0	0	0	0	0	0	ເຄື່ອງວິເຄາະ
anarchism	1	0	0	1	0	1	0	0	0	0	ອະທິປະໄຕ
anarchist	1	0	0	1	0	1	0	0	0	0	ອະນາທິປະໄຕ
anarchy	1	0	0	1	0	1	0	0	0	0	ອະທິປະໄຕ
anastomosis	0	0	0	0	0	0	0	0	0	0	anastomosis
anathema	1	0	1	1	0	1	0	1	0	0	ອາການຄັນຄາຍ
anatomic	0	0	0	0	0	0	0	0	0	0	ຮ່າງກາຍ
anatomy	0	0	0	0	0	0	0	0	0	0	ຮ່າງກາຍ
ancestor	0	0	0	0	0	0	0	0	0	0	ບັນພະບຸລຸດ
ancestral	0	0	0	0	0	0	0	0	0	1	ບັນພະບຸລຸດ
ancestry	0	0	0	0	0	0	0	0	0	0	ເຊື້ອສາຍ
anchor	0	0	0	0	0	0	1	0	0	0	ສະມໍ
anchorage	0	0	0	0	0	0	1	1	0	0	ສະມໍ
ancient	0	0	0	0	0	1	0	0	0	0	ບູຮານ
ancillary	0	0	0	0	0	0	0	0	0	0	ເສີມ
androgen	0	0	0	0	0	0	0	0	0	0	ແອນໂດຣເຈນ
anemone	0	0	0	0	0	0	0	0	0	0	ດອກເຜິ້ງ
anew	0	0	0	0	0	0	0	0	0	0	ໃໝ່
angel	0	1	0	0	1	0	1	0	1	1	ເທວະດາ
angelic	0	0	0	0	1	0	1	0	0	1	ເທວະດາ
anger	1	0	0	0	0	1	0	0	0	0	ຄວາມໃຈຮ້າຍ
angina	0	0	0	1	0	1	0	0	0	0	angina
angiography	0	0	0	0	0	0	0	0	0	0	angiography
angle	0	0	0	0	0	0	0	0	0	0	ມຸມ
angling	0	1	0	0	0	1	0	0	0	0	ການລ່ອງເຮືອ
angry	1	0	1	0	0	1	0	0	0	0	ໃຈຮ້າຍ
anguish	1	0	0	1	0	1	0	1	0	0	ຄວາມ​ເຈັບ​ປວດ
angular	0	0	0	0	0	0	0	0	0	0	ມຸມ
anhydrous	0	0	0	0	0	0	0	0	0	0	ບໍ່ມີນ້ໍາ
animal	0	0	0	0	0	0	0	0	0	0	ສັດ
animate	0	0	0	0	0	0	1	0	0	0	ສັດ
animated	0	0	0	0	1	0	1	0	0	0	ມີການເຄື່ອນໄຫວ
animation	0	0	0	0	0	0	0	0	0	0	ພາບເຄື່ອນໄຫວ
animosity	1	0	1	1	0	1	0	1	0	0	ສັດຮ້າຍ
animus	1	0	0	0	0	1	0	0	0	0	ສັດ
ankle	0	0	0	0	0	0	0	0	0	0	ຂໍ້ຕີນ
annals	0	0	0	0	0	0	0	0	0	0	ປະຫວັດ
annex	0	0	0	0	0	0	0	0	0	0	ເອກະສານຊ້ອນທ້າຍ
annexation	0	0	0	0	0	0	0	0	0	0	ການ​ເຊື່ອມ​ໂຍງ
annexe	0	0	0	0	0	0	0	0	0	0	ເອກະສານຊ້ອນທ້າຍ
annihilate	1	0	0	1	0	1	0	0	0	0	ທໍາລາຍ
annihilated	1	0	0	1	0	1	0	1	0	0	ຖືກທໍາລາຍ
annihilation	1	0	0	1	0	1	0	1	0	0	ການທໍາລາຍ
annotate	0	0	0	0	0	0	0	0	0	0	ໝາຍເຫດ
annotation	0	0	0	0	0	0	0	0	0	0	ຄໍາບັນຍາຍ
announce	0	0	0	0	0	0	0	0	0	0	ປະກາດ
announcement	0	1	0	0	0	0	0	0	0	0	ປະກາດ
annoy	1	0	1	0	0	1	0	0	0	0	ລົບກວນ
annoyance	1	0	1	0	0	1	0	0	0	0	ລຳຄານ
annoying	1	0	0	0	0	1	0	0	0	0	ລໍາຄານ
annuity	0	0	0	0	0	0	0	0	0	0	ເງິນປີ
annul	0	0	0	0	0	1	0	0	0	0	ຍົກເລີກ
annular	0	0	0	0	0	0	0	0	0	0	ຮູບວົງມົນ
annulment	0	0	0	0	0	1	0	1	0	0	ການຍົກເລີກ
annulus	0	0	0	0	0	0	0	0	0	0	annulus
anointing	0	0	0	0	0	0	0	0	0	0	ເຈີມ
anomalous	0	0	0	0	0	0	0	0	0	0	ຜິດປົກກະຕິ
anomaly	0	0	0	1	0	1	0	0	1	0	ຜິດປົກກະຕິ
anon	0	0	0	0	0	0	0	0	0	0	ອະໂນນ
anonymous	0	0	0	0	0	1	0	0	0	0	ບໍ່ເປີດເຜີຍຊື່
answer	0	0	0	0	0	0	0	0	0	0	ຄໍາຕອບ
answerable	0	0	0	0	0	0	0	0	0	1	ຕອບໄດ້
answering	0	0	0	0	0	0	0	0	0	0	ຕອບ
ant	0	0	0	0	0	0	0	0	0	0	ມົດ
antagonism	1	0	0	0	0	1	0	0	0	0	ການເປັນສັດຕູກັນ
antagonist	1	0	0	0	0	1	0	0	0	0	ສັດຕູ
antagonistic	1	0	1	0	0	1	0	0	0	0	ເປັນສັດຕູກັນ
ante	0	0	0	0	0	0	0	0	0	0	ກ່ອນ
antecedent	0	0	0	0	0	0	0	0	0	0	ມາກ່ອນ
antelope	0	0	0	0	0	0	0	0	0	0	antelope
antenna	0	0	0	0	0	0	0	0	0	0	ເສົາອາກາດ
anterior	0	0	0	0	0	0	0	0	0	0	ດ້ານໜ້າ
anthem	0	0	0	0	0	0	0	0	0	0	ເພງສັນລະເສີນ
anthology	0	0	0	0	0	0	0	0	0	0	ນິລັນດອນ
anthrax	0	0	1	1	0	1	0	1	0	0	ພະຍາດ Anthrax
anthropology	0	0	0	0	0	0	0	0	0	0	ມະນຸດວິທະຍາ
antibiotic	0	0	0	0	0	0	0	0	0	0	ຢາຕ້ານເຊື້ອ
antibiotics	0	0	0	0	0	0	1	0	0	0	ຢາຕ້ານເຊື້ອ
antichrist	1	0	1	1	0	1	0	0	0	0	ຕ້ານພຣະຄຣິດ
anticipation	0	1	0	0	0	0	0	0	0	0	ຄວາມ​ຄາດ​ຫວັງ
anticipatory	0	1	0	0	0	0	0	0	0	0	ຄາດ​ຄະ​ເນ
antidote	0	1	0	0	0	0	1	0	0	1	ຢາແກ້ພິດ
antifungal	0	0	0	0	0	0	1	0	0	1	ຕ້ານເຊື້ອລາ
antimony	0	0	0	0	0	0	0	0	0	0	ພົນລະເຮືອນ
antipathy	1	0	1	0	0	1	0	0	0	0	ຄວາມຕ້ານທານ
antiquarian	0	0	0	0	0	0	0	0	0	0	ວັດຖຸບູຮານ
antiquated	0	0	0	0	0	1	0	0	0	0	ເກົ່າແກ່
antique	0	0	0	0	0	0	1	0	0	0	ວັດຖຸບູຮານ
antiquity	0	0	0	0	0	0	0	0	0	0	ວັດຖຸບູຮານ
antiseptic	0	0	0	0	0	0	1	0	0	1	ຢາຂ້າເຊື້ອໂລກ
antisocial	1	0	1	1	0	1	0	1	0	0	ຕ້ານສັງຄົມ
antithesis	1	0	0	0	0	1	0	0	0	0	ຕ້ານການຕໍ່ຕ້ານ
antithetical	0	0	0	0	0	0	0	0	0	0	ກົງກັນຂ້າມ
antiviral	0	0	0	0	0	0	0	0	0	0	ຕ້ານໄວຣັດ
antler	0	0	0	0	0	0	0	0	0	0	ມັນກອກ
anvil	0	0	0	0	0	0	0	0	0	0	ທະວານ
anxiety	1	1	0	1	0	1	0	1	0	0	ຄວາມກັງວົນ
anxious	0	1	0	1	0	1	0	0	0	0	ກະວົນກະວາຍ
aorta	0	0	0	0	0	0	0	0	0	0	ເສັ້ນເລືອດແດງ
apace	0	0	0	0	0	0	0	0	0	0	ຈັງຫວະ
apache	0	0	0	1	0	1	0	0	0	0	apache
apartment	0	0	0	0	0	0	0	0	0	0	ອາພາດເມັນ
apathetic	0	0	0	0	0	1	0	1	0	0	ບໍ່ສະບາຍ
apathy	0	0	0	0	0	1	0	1	0	0	ໃຈຮ້າຍ
ape	0	0	0	0	0	0	0	0	0	0	ແອດ
aperture	0	0	0	0	0	0	0	0	0	0	ຮູຮັບແສງ
apex	0	0	0	0	0	0	0	0	0	0	ປາຍ
aphid	0	0	1	0	0	1	0	0	0	0	ຕົວເພີ້ຍ
apiece	0	0	0	0	0	0	0	0	0	0	ສິ້ນ
aplomb	0	0	0	0	0	0	1	0	0	0	ສຽງດັງ
apocalyptic	0	0	0	0	0	0	0	0	0	0	apocalyptic
apologetic	0	0	0	0	0	0	1	0	0	1	ຂໍໂທດ
apologist	0	0	0	0	0	0	0	0	0	0	ຜູ້ຂໍໂທດ
apologize	0	0	0	0	0	0	1	1	0	1	ຂໍໂທດ
apology	0	0	0	0	0	0	1	0	0	0	ຄຳຂໍໂທດ
apostasy	0	0	0	0	0	0	0	0	0	0	ການປະຖິ້ມຄວາມເຊື່ອ
apostate	0	0	0	0	0	0	0	0	0	0	ປະຖິ້ມຄວາມເຊື່ອ
apostle	0	0	0	0	0	0	1	0	0	1	ອັກຄະສາວົກ
apostolic	0	0	0	0	0	0	0	0	0	1	ອັກຄະສາວົກ
apostrophe	0	0	0	0	0	0	0	0	0	0	apostrophe
appalling	0	0	1	1	0	1	0	0	0	0	ຕົກໃຈ
apparatus	0	0	0	0	0	0	0	0	0	0	ອຸ​ປະ​ກອນ
apparel	0	0	0	0	0	0	0	0	0	0	ເຄື່ອງແຕ່ງກາຍ
apparently	0	0	0	0	0	0	0	0	0	0	ປາກົດຂື້ນ
apparition	0	0	0	1	0	0	0	0	1	0	ການປະກົດຕົວ
appeal	0	1	0	0	0	0	0	0	0	0	ການອຸທອນ
appearance	0	0	0	0	0	0	0	0	0	0	ຮູບລັກສະນະ
appease	0	0	0	0	0	0	0	0	0	0	ສະບາຍໃຈ
appellant	0	0	0	0	0	0	0	0	0	0	ຜູ້ອຸທອນ
append	0	0	0	0	0	0	0	0	0	0	ຕື່ມໃສ່
appendage	0	0	0	0	0	0	0	0	0	0	ໃບຊ້ອນທ້າຍ
appendicitis	0	0	0	1	0	1	0	1	0	0	ໄສ້ກອກ
appendix	0	0	0	0	0	0	0	0	0	0	ເອກະສານຊ້ອນທ້າຍ
appetite	0	0	0	0	0	0	0	0	0	0	ຄວາມຢາກອາຫານ
appetizer	0	0	0	0	0	0	0	0	0	0	ອາຫານແຊບ
applause	0	0	0	0	1	0	1	0	1	1	ຕົບມື
apple	0	0	0	0	0	0	0	0	0	0	ໝາກໂປມ
appliance	0	0	0	0	0	0	0	0	0	0	ເຄື່ອງໃຊ້
appliances	0	0	0	0	0	0	0	0	0	0	ເຄື່ອງໃຊ້
applicability	0	0	0	0	0	0	0	0	0	0	ການນຳໃຊ້
applicable	0	0	0	0	0	0	0	0	0	0	ນຳໃຊ້ໄດ້
applicant	0	1	0	0	0	0	0	0	0	0	ຜູ້ສະຫມັກ
application	0	0	0	0	0	0	0	0	0	0	ຄໍາຮ້ອງສະຫມັກ
apply	0	0	0	0	0	0	0	0	0	0	ສະຫມັກ
appoint	0	0	0	0	0	0	0	0	0	0	ແຕ່ງຕັ້ງ
appointment	0	0	0	0	0	0	0	0	0	0	ການນັດພົບ
appointments	0	0	0	0	0	0	0	0	0	0	ການນັດໝາຍ
apportion	0	0	0	0	0	0	0	0	0	0	ການແບ່ງສ່ວນ
apportionment	0	0	0	0	0	0	0	0	0	0	ການ​ແບ່ງ​ປັນ
appraise	0	0	0	0	0	0	0	0	0	0	ປະເມີນລາຄາ
appreciable	0	0	0	0	0	0	0	0	0	0	ຊົມເຊີຍ
appreciation	0	0	0	0	1	0	1	0	0	1	ການຍົກຍ້ອງ
apprehend	0	0	0	1	0	0	0	0	0	0	ຈັບ​ໄດ້
apprehension	0	0	0	1	0	1	0	0	0	0	ຄວາມ​ຢ້ານ​ກົວ
apprehensive	0	1	0	1	0	1	0	0	0	0	ເປັນຫ່ວງ
apprentice	0	0	0	0	0	0	0	0	0	1	ຝຶກຫັດ
apprenticeship	0	0	0	0	0	0	0	0	0	0	ຝຶກງານ
approach	0	0	0	0	0	0	0	0	0	0	ວິທີການ
approaching	0	1	0	0	0	0	0	0	0	0	ໃກ້ເຂົ້າມາແລ້ວ
approbation	0	0	0	0	0	0	1	0	0	1	ການອະນຸມັດ
appropriation	0	0	0	0	0	1	0	0	0	0	ຄວາມເໝາະສົມ
approval	0	0	0	0	0	0	1	0	0	0	ການອະນຸມັດ
approve	0	0	0	0	1	0	1	0	0	1	ອະນຸມັດ
approving	0	0	0	0	0	0	1	0	0	0	ອະນຸມັດ
approximate	0	0	0	0	0	0	0	0	0	0	ປະມານ
approximately	0	0	0	0	0	0	0	0	0	0	ປະມານ
approximating	0	0	0	0	0	0	0	0	0	0	ປະມານ
approximation	0	0	0	0	0	0	0	0	0	0	ປະມານ
appurtenances	0	0	0	0	0	0	0	0	0	0	ເຄື່ອງ​ມື
apron	0	0	0	0	0	0	0	0	0	0	ຜ້າກັນເປື້ອນ
apt	0	0	0	0	0	0	1	0	0	0	ເໝາະສົມ
aptitude	0	0	0	0	0	0	1	0	0	0	ຄວາມສາມາດ
aqua	0	0	0	0	0	0	0	0	0	0	ນ້ຳ
aquamarine	0	0	0	0	0	0	0	0	0	0	ສັດນ້ຳ
aquarium	0	0	0	0	0	0	0	0	0	0	ຕູ້ປາ
aquatic	0	0	0	0	0	0	0	0	0	0	ນ້ໍາ
aqueduct	0	0	0	0	0	0	0	0	0	0	ທໍ່ນ້ຳ
aqueous	0	0	0	0	0	0	0	0	0	0	ນ້ຳ
arable	0	0	0	0	0	0	0	0	0	0	ປູກຝັງ
arbiter	0	0	0	0	0	0	0	0	0	1	ຜູ້ຕັດສິນ
arbitrate	0	0	0	0	0	0	0	0	0	0	ຊີ້ຂາດ
arbitration	0	1	0	0	0	0	0	0	0	0	ການຊີ້ຂາດ
arbitrator	0	0	0	0	0	0	0	0	0	1	ຊີ້ຂາດ
arbor	0	0	0	0	0	0	0	0	0	0	ໄມ້ຢືນຕົ້ນ
arc	0	0	0	0	0	0	0	0	0	0	ໂຄ້ງ
arcade	0	0	0	0	0	0	0	0	0	0	ເກມ
arch	0	0	0	0	0	0	0	0	0	0	ໂຄ້ງ
archaeological	0	0	0	0	0	0	0	0	0	0	ໂບຮານຄະດີ
archaeologist	0	0	0	0	0	0	0	0	0	0	ນັກໂບຮານຄະດີ
archaeology	0	1	0	0	0	0	1	0	0	0	ໂບຮານຄະດີ
archaic	0	0	0	0	0	1	0	0	0	0	ເກົ່າແກ່
archbishop	0	0	0	0	0	0	0	0	0	0	ອະທິການບໍດີ
arched	0	0	0	0	0	0	0	0	0	0	ໂຄ້ງ
archer	0	0	0	0	0	0	0	0	0	0	ຄົນຍິງທະນູ
archery	0	0	0	0	0	0	0	0	0	0	ການຍິງທະນູ
archetype	0	0	0	0	0	0	0	0	0	0	ແບບເດີມ
archipelago	0	0	0	0	0	0	0	0	0	0	ໝູ່​ເກາະ
architect	0	0	0	0	0	0	0	0	0	0	ສະຖາປະນິກ
architecture	0	0	0	0	0	0	0	0	0	1	ຖາປັດຕະຍະ
archive	0	0	0	0	0	0	0	0	0	0	ຮວບຮວມ
arctic	0	0	0	0	0	0	0	0	0	0	ອາກຕິກ
ardent	0	1	0	0	1	0	1	0	0	0	ດຸໝັ່ນ
ardor	0	0	0	0	0	0	1	0	0	0	ຄວາມອົດທົນ
arduous	0	0	0	0	0	1	0	0	0	0	ລຳບາກ
area	0	0	0	0	0	0	0	0	0	0	ພື້ນທີ່
arena	0	0	0	0	0	0	0	0	0	0	ສະໜາມກິລາ
areola	0	0	0	0	0	0	0	0	0	0	areola
argent	0	0	0	0	0	0	0	0	0	0	argent
argue	1	0	0	0	0	1	0	0	0	0	ໂຕ້ຖຽງ
argument	1	0	0	0	0	1	0	0	0	0	ການໂຕ້ຖຽງ
argumentation	1	0	0	0	0	0	0	0	0	0	ການໂຕ້ຖຽງ
argumentative	0	0	0	0	0	1	0	0	0	0	ໂຕ້ຖຽງ
arguments	1	0	0	0	0	0	0	0	0	0	ການໂຕ້ຖຽງ
arid	0	0	0	0	0	1	0	1	0	0	ແຫ້ງແລ້ງ
aristocracy	0	0	0	0	0	0	1	0	0	0	ຊັ້ນສູງ
aristocrat	0	0	0	0	0	0	0	0	0	0	ຄົນຊັ້ນສູງ
aristocratic	0	0	0	0	0	0	1	0	0	0	ຊັ້ນສູງ
arithmetic	0	0	0	0	0	0	0	0	0	0	ເລກເລກ
ark	0	0	0	0	0	0	0	0	0	0	ຫີບ
arm	0	0	0	0	0	0	0	0	0	0	ແຂນ
armada	0	0	0	0	0	0	0	0	0	0	ອາວຸດ
armament	1	0	0	1	0	0	0	0	0	0	ອາວຸດຍຸດໂທປະກອນ
armaments	0	0	0	1	0	1	0	0	0	0	ອາວຸດຍຸດໂທປະກອນ
armature	0	0	0	0	0	0	0	0	0	0	ກະທຽມ
armed	1	0	0	1	0	1	1	0	0	0	ປະກອບອາວຸດ
armor	0	0	0	1	0	0	1	0	0	1	ເກາະ
armored	0	0	0	1	0	0	0	0	0	0	ເກາະ
armory	0	0	0	0	0	0	0	0	0	1	ຄັງອາວຸດ
arms	0	0	0	0	0	0	0	0	0	0	ແຂນ
army	0	0	0	0	0	0	0	0	0	0	ກອງທັບ
aroma	0	0	0	0	0	0	1	0	0	0	ກິ່ນຫອມ
arousal	0	0	0	0	0	0	0	0	0	0	ການປຸກລະດົມ
arouse	0	1	0	0	0	0	1	0	0	0	ປຸກ
arraignment	1	0	0	1	0	1	0	1	0	0	ການ​ເດີນ​ທາງ
arrange	0	0	0	0	0	0	0	0	0	0	ຈັດ
arranged	0	0	0	0	0	0	0	0	0	0	ຈັດລຽງ
arrangement	0	0	0	0	0	0	0	0	0	0	ການຈັດການ
array	0	0	0	0	0	0	1	0	0	0	array
arrears	0	0	0	0	0	1	0	0	0	0	ຄ້າງ
arrest	0	0	0	0	0	1	0	0	0	0	ການ​ຈັບ​ກຸມ
arrival	0	1	0	0	0	0	0	0	0	0	ມາຮອດ
arrive	0	1	0	0	0	0	0	0	0	0	ມາຮອດ
arrogance	0	0	0	0	0	1	0	0	0	0	ຈອງຫອງ
arrogant	1	0	1	0	0	1	0	0	0	0	ຫຍິ່ງ
arrow	0	0	0	0	0	0	0	0	0	0	ລູກສອນ
arsenal	0	0	0	0	0	0	0	0	0	0	ຄັງອາວຸດ
arsenic	0	0	1	1	0	1	0	1	0	0	ສານຫນູ
arson	1	0	0	1	0	1	0	0	0	0	ການຈູດເຜົາ
art	0	1	0	0	1	0	1	1	1	0	ສິນລະປະ
artery	0	0	0	0	0	0	0	0	0	0	ເສັ້ນເລືອດແດງ
artful	0	0	0	0	0	0	0	0	0	0	ມີສິນລະປະ
arthropod	0	0	0	0	0	0	0	0	0	0	ແຂນຂາ
artichoke	0	0	0	0	0	0	0	0	0	0	artichoke
article	0	0	0	0	0	0	0	0	0	0	ບົດຄວາມ
articles	0	0	0	0	0	0	0	0	0	0	ບົດຄວາມ
articulate	0	0	0	0	0	0	1	0	0	0	ປະສາດ
articulation	0	0	0	0	0	0	1	0	0	0	ປະສາດ
artifice	0	0	0	0	0	0	0	0	0	0	ປອມ
artillery	0	0	0	1	0	1	0	0	0	0	ປືນໃຫຍ່
artisan	0	0	0	0	0	0	1	0	0	0	ຊ່າງຝີມື
artist	0	0	0	0	0	0	0	0	0	0	ຈິດຕະນາການ
artiste	0	0	0	0	0	0	1	0	0	0	ສິລະປິນ
artistic	0	0	0	0	0	0	1	0	0	0	ສິລະປະ
artists	0	0	0	0	0	0	0	0	0	0	ນັກສິລະປິນ
ascend	0	0	0	0	0	0	0	0	0	0	ຂຶ້ນ
