English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Georgian Word
amber	0	0	0	0	0	0	0	0	0	0	ქარვა
ambient	0	0	0	0	0	0	0	0	0	0	გარემო
ambiguity	0	0	0	0	0	0	0	0	0	0	გაურკვევლობა
ambiguous	0	0	0	0	0	1	0	0	0	0	ორაზროვანი
ambit	0	0	0	0	0	0	0	0	0	0	ამბიტი
ambition	0	1	0	0	1	0	1	0	0	1	ამბიცია
ambitious	0	0	0	0	0	0	0	0	0	0	ამბიციური
ambulance	0	0	0	1	0	0	0	0	0	1	სასწრაფო დახმარება
ambush	1	0	0	1	0	1	0	0	1	0	ჩასაფრება
ameliorate	0	0	0	0	0	0	1	0	0	0	გააუმჯობესებს
amen	0	0	0	0	1	0	1	0	0	1	ამინ
amenable	0	0	0	0	0	0	1	0	0	0	მორჩილი
amend	0	0	0	0	0	0	1	0	0	0	შეცვალოს
amendment	0	0	0	0	0	0	0	0	0	0	შესწორება
amends	0	0	0	0	0	0	1	0	0	0	ასწორებს
amenity	0	0	0	0	0	0	1	0	0	0	კეთილმოწყობა
amethyst	0	0	0	0	0	0	0	0	0	0	ამეთვისტო
amiable	0	0	0	0	0	0	1	0	0	0	მეგობრული
amicable	0	0	0	0	1	0	1	0	0	0	მეგობრული
amid	0	0	0	0	0	0	0	0	0	0	ფონზე
amidst	0	0	0	0	0	0	0	0	0	0	ფონზე
ammonia	0	0	1	0	0	0	0	0	0	0	ამიაკი
ammunition	0	0	0	0	0	0	0	0	0	0	საბრძოლო მასალა
amnesia	0	0	0	0	0	1	0	0	0	0	ამნეზია
amnesty	0	0	0	0	1	0	1	0	0	0	ამნისტია
amorphous	0	0	0	0	0	0	0	0	0	0	ამორფული
amortization	0	0	0	0	0	0	0	0	0	1	ამორტიზაცია
amount	0	0	0	0	0	0	0	0	0	0	თანხა
amour	0	1	0	0	1	0	1	0	0	1	სიყვარული
ampersand	0	0	0	0	0	0	0	0	0	0	ამპერსანდი
amphetamines	0	0	1	0	0	1	0	0	0	0	ამფეტამინები
amphibian	0	0	0	0	0	0	0	0	0	0	ამფიბია
amphibious	0	0	0	0	0	0	0	0	0	0	ამფიბიური
amphitheater	0	0	0	0	0	0	0	0	0	0	ამფითეატრი
amplification	0	0	0	0	0	0	0	0	0	0	გაძლიერება
amplify	0	0	0	0	0	0	0	0	0	0	გაძლიერება
amplitude	0	0	0	0	0	0	0	0	0	0	დიაპაზონი
amply	0	0	0	0	0	0	0	0	0	0	ფართოდ
amputation	0	0	0	0	0	0	0	0	0	0	ამპუტაცია
amulet	0	0	0	0	0	0	0	0	0	0	ამულეტი
amuse	0	0	0	0	1	0	1	0	0	0	გართობა
amused	0	0	0	0	1	0	1	0	0	0	მხიარულობდა
amusement	0	0	0	0	1	0	1	0	0	0	გართობა
amusing	0	0	0	0	1	0	1	0	0	0	სახალისო
ana	0	0	0	0	0	0	0	0	0	0	ანა
anaconda	0	0	1	1	0	1	0	0	0	0	ანაკონდა
anaesthesia	0	0	0	0	0	0	0	0	0	0	ანესთეზია
anaesthetic	0	0	0	0	0	0	0	0	0	0	საანესთეზიო
anal	0	0	0	0	0	1	0	0	0	0	ანალური
analgesic	0	0	0	0	0	0	0	0	0	0	ტკივილგამაყუჩებელი
analogous	0	0	0	0	0	0	0	0	0	0	ანალოგიური
analogue	0	0	0	0	0	0	0	0	0	0	ანალოგი
analogy	0	0	0	0	0	0	0	0	0	0	ანალოგი
analysis	0	0	0	0	0	0	0	0	0	0	ანალიზი
analyst	0	1	0	0	0	0	1	0	0	1	ანალიტიკოსი
analytic	0	0	0	0	0	0	0	0	0	0	ანალიტიკური
analyze	0	0	0	0	0	0	0	0	0	0	ანალიზი
analyzer	0	0	0	0	0	0	0	0	0	0	ანალიზატორი
anarchism	1	0	0	1	0	1	0	0	0	0	ანარქიზმი
anarchist	1	0	0	1	0	1	0	0	0	0	ანარქისტი
anarchy	1	0	0	1	0	1	0	0	0	0	ანარქია
anastomosis	0	0	0	0	0	0	0	0	0	0	ანასტომოზი
anathema	1	0	1	1	0	1	0	1	0	0	ანათემა
anatomic	0	0	0	0	0	0	0	0	0	0	ანატომიური
anatomy	0	0	0	0	0	0	0	0	0	0	ანატომია
ancestor	0	0	0	0	0	0	0	0	0	0	წინაპარი
ancestral	0	0	0	0	0	0	0	0	0	1	საგვარეულო
ancestry	0	0	0	0	0	0	0	0	0	0	წინაპრები
anchor	0	0	0	0	0	0	1	0	0	0	წამყვანი
anchorage	0	0	0	0	0	0	1	1	0	0	სამაგრი
ancient	0	0	0	0	0	1	0	0	0	0	უძველესი
ancillary	0	0	0	0	0	0	0	0	0	0	დამხმარე
androgen	0	0	0	0	0	0	0	0	0	0	ანდროგენი
anemone	0	0	0	0	0	0	0	0	0	0	ანემონი
anew	0	0	0	0	0	0	0	0	0	0	თავიდან
angel	0	1	0	0	1	0	1	0	1	1	ანგელოზი
angelic	0	0	0	0	1	0	1	0	0	1	ანგელოზური
anger	1	0	0	0	0	1	0	0	0	0	გაბრაზება
angina	0	0	0	1	0	1	0	0	0	0	სტენოკარდია
angiography	0	0	0	0	0	0	0	0	0	0	ანგიოგრაფია
angle	0	0	0	0	0	0	0	0	0	0	კუთხე
angling	0	1	0	0	0	1	0	0	0	0	დათრევა
angry	1	0	1	0	0	1	0	0	0	0	გაბრაზებული
anguish	1	0	0	1	0	1	0	1	0	0	ტანჯვა
angular	0	0	0	0	0	0	0	0	0	0	კუთხოვანი
anhydrous	0	0	0	0	0	0	0	0	0	0	უწყლო
animal	0	0	0	0	0	0	0	0	0	0	ცხოველი
animate	0	0	0	0	0	0	1	0	0	0	აცოცხლებს
animated	0	0	0	0	1	0	1	0	0	0	ანიმაციური
animation	0	0	0	0	0	0	0	0	0	0	ანიმაცია
animosity	1	0	1	1	0	1	0	1	0	0	მტრობა
animus	1	0	0	0	0	1	0	0	0	0	ანიმუსი
ankle	0	0	0	0	0	0	0	0	0	0	ტერფი
annals	0	0	0	0	0	0	0	0	0	0	ანალები
annex	0	0	0	0	0	0	0	0	0	0	დანართი
annexation	0	0	0	0	0	0	0	0	0	0	ანექსია
annexe	0	0	0	0	0	0	0	0	0	0	დანართი
annihilate	1	0	0	1	0	1	0	0	0	0	მოსპობა
annihilated	1	0	0	1	0	1	0	1	0	0	განადგურდა
annihilation	1	0	0	1	0	1	0	1	0	0	განადგურება
annotate	0	0	0	0	0	0	0	0	0	0	ანოტაცია
annotation	0	0	0	0	0	0	0	0	0	0	ანოტაცია
announce	0	0	0	0	0	0	0	0	0	0	გამოაცხადოს
announcement	0	1	0	0	0	0	0	0	0	0	განცხადება
annoy	1	0	1	0	0	1	0	0	0	0	გაღიზიანება
annoyance	1	0	1	0	0	1	0	0	0	0	გამაღიზიანებლობა
annoying	1	0	0	0	0	1	0	0	0	0	შემაწუხებელი
annuity	0	0	0	0	0	0	0	0	0	0	ანუიტეტი
annul	0	0	0	0	0	1	0	0	0	0	გაუქმება
annular	0	0	0	0	0	0	0	0	0	0	რგოლისებრი
annulment	0	0	0	0	0	1	0	1	0	0	გაუქმება
annulus	0	0	0	0	0	0	0	0	0	0	ანულუსი
anointing	0	0	0	0	0	0	0	0	0	0	ცხება
anomalous	0	0	0	0	0	0	0	0	0	0	ანომალიური
anomaly	0	0	0	1	0	1	0	0	1	0	ანომალია
anon	0	0	0	0	0	0	0	0	0	0	ანონი
anonymous	0	0	0	0	0	1	0	0	0	0	ანონიმური
answer	0	0	0	0	0	0	0	0	0	0	პასუხი
answerable	0	0	0	0	0	0	0	0	0	1	პასუხისმგებელია
answering	0	0	0	0	0	0	0	0	0	0	პასუხობს
ant	0	0	0	0	0	0	0	0	0	0	ჭიანჭველა
antagonism	1	0	0	0	0	1	0	0	0	0	ანტაგონიზმი
antagonist	1	0	0	0	0	1	0	0	0	0	ანტაგონისტი
antagonistic	1	0	1	0	0	1	0	0	0	0	ანტაგონისტური
ante	0	0	0	0	0	0	0	0	0	0	ანტე
antecedent	0	0	0	0	0	0	0	0	0	0	წინამორბედი
antelope	0	0	0	0	0	0	0	0	0	0	ანტილოპა
antenna	0	0	0	0	0	0	0	0	0	0	ანტენა
anterior	0	0	0	0	0	0	0	0	0	0	წინა
anthem	0	0	0	0	0	0	0	0	0	0	ჰიმნი
anthology	0	0	0	0	0	0	0	0	0	0	ანთოლოგია
anthrax	0	0	1	1	0	1	0	1	0	0	ჯილეხი
anthropology	0	0	0	0	0	0	0	0	0	0	ანთროპოლოგია
antibiotic	0	0	0	0	0	0	0	0	0	0	ანტიბიოტიკი
antibiotics	0	0	0	0	0	0	1	0	0	0	ანტიბიოტიკები
antichrist	1	0	1	1	0	1	0	0	0	0	ანტიქრისტე
anticipation	0	1	0	0	0	0	0	0	0	0	მოლოდინი
anticipatory	0	1	0	0	0	0	0	0	0	0	მოსალოდნელი
antidote	0	1	0	0	0	0	1	0	0	1	ანტიდოტი
antifungal	0	0	0	0	0	0	1	0	0	1	სოკოს საწინააღმდეგო
antimony	0	0	0	0	0	0	0	0	0	0	ანტიმონი
antipathy	1	0	1	0	0	1	0	0	0	0	ანტიპათია
antiquarian	0	0	0	0	0	0	0	0	0	0	ანტიკვარული
antiquated	0	0	0	0	0	1	0	0	0	0	მოძველებული
antique	0	0	0	0	0	0	1	0	0	0	ანტიკური
antiquity	0	0	0	0	0	0	0	0	0	0	ანტიკურობა
antiseptic	0	0	0	0	0	0	1	0	0	1	ანტისეპტიკური
antisocial	1	0	1	1	0	1	0	1	0	0	ანტისოციალური
antithesis	1	0	0	0	0	1	0	0	0	0	ანტითეზისი
antithetical	0	0	0	0	0	0	0	0	0	0	ანტითეტიკური
antiviral	0	0	0	0	0	0	0	0	0	0	ანტივირუსული
antler	0	0	0	0	0	0	0	0	0	0	რქა
anvil	0	0	0	0	0	0	0	0	0	0	კოჭა
anxiety	1	1	0	1	0	1	0	1	0	0	შფოთვა
anxious	0	1	0	1	0	1	0	0	0	0	შეშფოთებულია
aorta	0	0	0	0	0	0	0	0	0	0	აორტა
apace	0	0	0	0	0	0	0	0	0	0	სისწრაფით
apache	0	0	0	1	0	1	0	0	0	0	აპაჩი
apartment	0	0	0	0	0	0	0	0	0	0	ბინა
apathetic	0	0	0	0	0	1	0	1	0	0	აპათიური
apathy	0	0	0	0	0	1	0	1	0	0	აპათია
ape	0	0	0	0	0	0	0	0	0	0	მაიმუნი
aperture	0	0	0	0	0	0	0	0	0	0	დიაფრაგმა
apex	0	0	0	0	0	0	0	0	0	0	მწვერვალი
aphid	0	0	1	0	0	1	0	0	0	0	ბუგრები
apiece	0	0	0	0	0	0	0	0	0	0	ნაწილი
aplomb	0	0	0	0	0	0	1	0	0	0	aplomb
apocalyptic	0	0	0	0	0	0	0	0	0	0	აპოკალიფსური
apologetic	0	0	0	0	0	0	1	0	0	1	ბოდიშის მოხდა
apologist	0	0	0	0	0	0	0	0	0	0	აპოლოგეტი
apologize	0	0	0	0	0	0	1	1	0	1	ბოდიში მოიხადე
apology	0	0	0	0	0	0	1	0	0	0	ბოდიში
apostasy	0	0	0	0	0	0	0	0	0	0	განდგომა
apostate	0	0	0	0	0	0	0	0	0	0	განდგომილი
apostle	0	0	0	0	0	0	1	0	0	1	მოციქული
apostolic	0	0	0	0	0	0	0	0	0	1	სამოციქულო
apostrophe	0	0	0	0	0	0	0	0	0	0	აპოსტროფი
appalling	0	0	1	1	0	1	0	0	0	0	შემზარავი
apparatus	0	0	0	0	0	0	0	0	0	0	აპარატი
apparel	0	0	0	0	0	0	0	0	0	0	ტანსაცმელი
apparently	0	0	0	0	0	0	0	0	0	0	როგორც ჩანს
apparition	0	0	0	1	0	0	0	0	1	0	მოჩვენება
appeal	0	1	0	0	0	0	0	0	0	0	მიმართვა
appearance	0	0	0	0	0	0	0	0	0	0	გარეგნობა
appease	0	0	0	0	0	0	0	0	0	0	დამშვიდება
appellant	0	0	0	0	0	0	0	0	0	0	აპელანტი
append	0	0	0	0	0	0	0	0	0	0	დაურთოს
appendage	0	0	0	0	0	0	0	0	0	0	დანამატი
appendicitis	0	0	0	1	0	1	0	1	0	0	აპენდიციტი
appendix	0	0	0	0	0	0	0	0	0	0	დანართი
appetite	0	0	0	0	0	0	0	0	0	0	მადა
appetizer	0	0	0	0	0	0	0	0	0	0	მადისაღმძვრელი
applause	0	0	0	0	1	0	1	0	1	1	ტაში
apple	0	0	0	0	0	0	0	0	0	0	ვაშლი
appliance	0	0	0	0	0	0	0	0	0	0	მოწყობილობა
appliances	0	0	0	0	0	0	0	0	0	0	ტექნიკა
applicability	0	0	0	0	0	0	0	0	0	0	გამოყენებადობა
applicable	0	0	0	0	0	0	0	0	0	0	მოქმედი
applicant	0	1	0	0	0	0	0	0	0	0	განმცხადებელი
application	0	0	0	0	0	0	0	0	0	0	განაცხადი
apply	0	0	0	0	0	0	0	0	0	0	ვრცელდება
appoint	0	0	0	0	0	0	0	0	0	0	დანიშნოს
appointment	0	0	0	0	0	0	0	0	0	0	დანიშვნა
appointments	0	0	0	0	0	0	0	0	0	0	დანიშვნები
apportion	0	0	0	0	0	0	0	0	0	0	განაწილება
apportionment	0	0	0	0	0	0	0	0	0	0	განაწილება
appraise	0	0	0	0	0	0	0	0	0	0	შეფასება
appreciable	0	0	0	0	0	0	0	0	0	0	შესაფასებელი
appreciation	0	0	0	0	1	0	1	0	0	1	დაფასება
apprehend	0	0	0	1	0	0	0	0	0	0	დაჭერა
apprehension	0	0	0	1	0	1	0	0	0	0	დაკავება
apprehensive	0	1	0	1	0	1	0	0	0	0	შეშინებული
apprentice	0	0	0	0	0	0	0	0	0	1	შეგირდი
apprenticeship	0	0	0	0	0	0	0	0	0	0	შეგირდობა
approach	0	0	0	0	0	0	0	0	0	0	მიდგომა
approaching	0	1	0	0	0	0	0	0	0	0	ახლოვდება
approbation	0	0	0	0	0	0	1	0	0	1	მოწონება
appropriation	0	0	0	0	0	1	0	0	0	0	მითვისება
approval	0	0	0	0	0	0	1	0	0	0	დამტკიცება
approve	0	0	0	0	1	0	1	0	0	1	დაამტკიცოს
approving	0	0	0	0	0	0	1	0	0	0	მოწონება
approximate	0	0	0	0	0	0	0	0	0	0	მიახლოებითი
approximately	0	0	0	0	0	0	0	0	0	0	დაახლოებით
approximating	0	0	0	0	0	0	0	0	0	0	მიახლოებითი
approximation	0	0	0	0	0	0	0	0	0	0	დაახლოება
appurtenances	0	0	0	0	0	0	0	0	0	0	აქსესუარები
apron	0	0	0	0	0	0	0	0	0	0	წინსაფარი
apt	0	0	0	0	0	0	1	0	0	0	აპ
aptitude	0	0	0	0	0	0	1	0	0	0	უნარი
aqua	0	0	0	0	0	0	0	0	0	0	აკვა
aquamarine	0	0	0	0	0	0	0	0	0	0	აკვამარინი
aquarium	0	0	0	0	0	0	0	0	0	0	აკვარიუმი
aquatic	0	0	0	0	0	0	0	0	0	0	წყლის
aqueduct	0	0	0	0	0	0	0	0	0	0	აკვედუკი
aqueous	0	0	0	0	0	0	0	0	0	0	წყლიანი
arable	0	0	0	0	0	0	0	0	0	0	სახნავი
arbiter	0	0	0	0	0	0	0	0	0	1	არბიტრი
arbitrate	0	0	0	0	0	0	0	0	0	0	არბიტრაჟი
arbitration	0	1	0	0	0	0	0	0	0	0	არბიტრაჟი
arbitrator	0	0	0	0	0	0	0	0	0	1	არბიტრი
arbor	0	0	0	0	0	0	0	0	0	0	არბორი
arc	0	0	0	0	0	0	0	0	0	0	რკალი
arcade	0	0	0	0	0	0	0	0	0	0	არკადული
arch	0	0	0	0	0	0	0	0	0	0	თაღოვანი
archaeological	0	0	0	0	0	0	0	0	0	0	არქეოლოგიური
archaeologist	0	0	0	0	0	0	0	0	0	0	არქეოლოგი
archaeology	0	1	0	0	0	0	1	0	0	0	არქეოლოგია
archaic	0	0	0	0	0	1	0	0	0	0	არქაული
archbishop	0	0	0	0	0	0	0	0	0	0	მთავარეპისკოპოსი
arched	0	0	0	0	0	0	0	0	0	0	თაღოვანი
archer	0	0	0	0	0	0	0	0	0	0	მშვილდოსანი
archery	0	0	0	0	0	0	0	0	0	0	მშვილდოსნობა
archetype	0	0	0	0	0	0	0	0	0	0	არქეტიპი
archipelago	0	0	0	0	0	0	0	0	0	0	არქიპელაგი
architect	0	0	0	0	0	0	0	0	0	0	არქიტექტორი
architecture	0	0	0	0	0	0	0	0	0	1	არქიტექტურა
archive	0	0	0	0	0	0	0	0	0	0	არქივი
arctic	0	0	0	0	0	0	0	0	0	0	არქტიკა
ardent	0	1	0	0	1	0	1	0	0	0	მხურვალე
ardor	0	0	0	0	0	0	1	0	0	0	მხურვალე
arduous	0	0	0	0	0	1	0	0	0	0	მძიმე
area	0	0	0	0	0	0	0	0	0	0	ფართობი
arena	0	0	0	0	0	0	0	0	0	0	არენაზე
areola	0	0	0	0	0	0	0	0	0	0	არეოლა
argent	0	0	0	0	0	0	0	0	0	0	არგენტი
argue	1	0	0	0	0	1	0	0	0	0	კამათი
argument	1	0	0	0	0	1	0	0	0	0	არგუმენტი
argumentation	1	0	0	0	0	0	0	0	0	0	არგუმენტაცია
argumentative	0	0	0	0	0	1	0	0	0	0	არგუმენტირებული
arguments	1	0	0	0	0	0	0	0	0	0	არგუმენტები
arid	0	0	0	0	0	1	0	1	0	0	არიდული
aristocracy	0	0	0	0	0	0	1	0	0	0	არისტოკრატია
aristocrat	0	0	0	0	0	0	0	0	0	0	არისტოკრატი
aristocratic	0	0	0	0	0	0	1	0	0	0	არისტოკრატიული
arithmetic	0	0	0	0	0	0	0	0	0	0	არითმეტიკა
ark	0	0	0	0	0	0	0	0	0	0	კიდობანი
arm	0	0	0	0	0	0	0	0	0	0	მკლავი
armada	0	0	0	0	0	0	0	0	0	0	არმადა
armament	1	0	0	1	0	0	0	0	0	0	შეიარაღება
armaments	0	0	0	1	0	1	0	0	0	0	შეიარაღება
armature	0	0	0	0	0	0	0	0	0	0	არმატურა
armed	1	0	0	1	0	1	1	0	0	0	შეიარაღებული
armor	0	0	0	1	0	0	1	0	0	1	ჯავშანი
armored	0	0	0	1	0	0	0	0	0	0	დაჯავშნული
armory	0	0	0	0	0	0	0	0	0	1	შეიარაღება
arms	0	0	0	0	0	0	0	0	0	0	იარაღი
army	0	0	0	0	0	0	0	0	0	0	არმია
aroma	0	0	0	0	0	0	1	0	0	0	არომატი
arousal	0	0	0	0	0	0	0	0	0	0	აღგზნება
arouse	0	1	0	0	0	0	1	0	0	0	აღგზნება
arraignment	1	0	0	1	0	1	0	1	0	0	სასამართლო განხილვა
arrange	0	0	0	0	0	0	0	0	0	0	მოწყობა
arranged	0	0	0	0	0	0	0	0	0	0	მოწყობილი
arrangement	0	0	0	0	0	0	0	0	0	0	მოწყობა
array	0	0	0	0	0	0	1	0	0	0	მასივი
arrears	0	0	0	0	0	1	0	0	0	0	დავალიანება
arrest	0	0	0	0	0	1	0	0	0	0	დაკავება
arrival	0	1	0	0	0	0	0	0	0	0	ჩამოსვლა
arrive	0	1	0	0	0	0	0	0	0	0	ჩამოსვლა
arrogance	0	0	0	0	0	1	0	0	0	0	ქედმაღლობა
arrogant	1	0	1	0	0	1	0	0	0	0	ამპარტავანი
arrow	0	0	0	0	0	0	0	0	0	0	ისარი
arsenal	0	0	0	0	0	0	0	0	0	0	არსენალი
arsenic	0	0	1	1	0	1	0	1	0	0	დარიშხანი
arson	1	0	0	1	0	1	0	0	0	0	ცეცხლმოკიდება
art	0	1	0	0	1	0	1	1	1	0	ხელოვნება
artery	0	0	0	0	0	0	0	0	0	0	არტერია
artful	0	0	0	0	0	0	0	0	0	0	მხატვრული
arthropod	0	0	0	0	0	0	0	0	0	0	ართროპოდი
artichoke	0	0	0	0	0	0	0	0	0	0	არტიშოკი
article	0	0	0	0	0	0	0	0	0	0	სტატია
articles	0	0	0	0	0	0	0	0	0	0	სტატიები
articulate	0	0	0	0	0	0	1	0	0	0	არტიკულაცია
articulation	0	0	0	0	0	0	1	0	0	0	არტიკულაცია
artifice	0	0	0	0	0	0	0	0	0	0	ხელოვნურობა
artillery	0	0	0	1	0	1	0	0	0	0	არტილერია
artisan	0	0	0	0	0	0	1	0	0	0	ხელოსანი
artist	0	0	0	0	0	0	0	0	0	0	მხატვარი
artiste	0	0	0	0	0	0	1	0	0	0	მხატვარი
artistic	0	0	0	0	0	0	1	0	0	0	მხატვრული
artists	0	0	0	0	0	0	0	0	0	0	მხატვრები
ascend	0	0	0	0	0	0	0	0	0	0	ასვლა
ascendancy	0	0	0	0	0	0	1	0	0	0	აღმავლობა
ascension	0	0	0	0	0	0	0	0	0	0	ამაღლება
ascent	0	0	0	0	0	0	1	0	0	0	აღმართი
ascertain	0	0	0	0	0	0	0	0	0	0	დაადგენს
ascertained	0	0	0	0	0	0	0	0	0	0	დაადგინა
ascetic	0	0	0	0	0	0	0	0	0	0	ასკეტური
ash	0	0	0	0	0	1	0	0	0	0	ნაცარი
ashamed	0	0	1	0	0	1	0	1	0	0	მრცხვენია
ashes	0	0	0	0	0	1	0	1	0	0	ფერფლი
asleep	0	0	0	0	0	0	0	0	0	0	ეძინა
asp	0	0	0	1	0	0	0	0	0	0	ასპ
aspartame	0	0	0	0	0	0	0	0	0	0	ასპარტამი
aspect	0	0	0	0	0	0	0	0	0	0	ასპექტი
aspects	0	0	0	0	0	0	0	0	0	0	ასპექტები
asphalt	0	0	0	0	0	0	0	0	0	0	ასფალტი
aspiration	0	1	0	0	1	0	1	0	1	1	სწრაფვა
aspire	0	1	0	0	1	0	1	0	0	0	მისწრაფება
aspiring	0	1	0	0	1	0	1	0	0	1	მიისწრაფვის
ass	0	0	0	0	0	1	0	0	0	0	ტრაკი
assail	1	0	0	1	0	1	0	0	1	0	თავდასხმა
assailant	1	0	0	1	0	1	0	1	0	0	თავდამსხმელი
assassin	1	0	0	1	0	1	0	1	0	0	მკვლელი
assassinate	1	0	0	1	0	1	0	0	0	0	მოკვლა
assassination	1	0	0	1	0	1	0	1	0	0	მკვლელობა
assault	1	0	0	1	0	1	0	0	0	0	თავდასხმა
assay	0	0	0	0	0	0	0	0	0	0	ანალიზი
assemblage	0	0	0	0	0	0	0	0	0	0	შეკრება
assemble	0	0	0	0	0	0	0	0	0	0	შეკრება
assembled	0	0	0	0	0	0	0	0	0	0	აწყობილი
assembly	0	0	0	0	0	0	1	0	0	1	შეკრება
assent	0	0	0	0	0	0	1	0	0	0	თანხმობა
assert	0	0	0	0	0	0	0	0	0	0	ამტკიცებენ
asserting	0	0	0	0	0	0	1	0	0	1	ამტკიცებს
assertion	0	0	0	0	0	0	0	0	0	0	მტკიცება
assess	0	0	0	0	0	0	0	0	0	0	შეაფასეთ
assessment	0	0	0	0	0	0	0	0	1	1	შეფასება
assessor	0	0	0	0	0	0	0	0	0	1	შემფასებელი
assets	0	0	0	0	0	0	1	0	0	0	აქტივები
asshole	1	0	1	0	0	1	0	0	0	0	სულელი
assign	0	0	0	0	0	0	0	0	0	0	დაავალოს
assignee	0	0	0	0	0	0	0	0	0	1	უფლებამოსილი
assignment	0	0	0	0	0	0	0	0	0	0	დავალება
assimilate	0	0	0	0	0	0	0	0	0	0	ათვისება
assimilation	0	0	0	0	0	0	0	0	0	0	ასიმილაცია
assist	0	0	0	0	0	0	1	0	0	1	დახმარება
