English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Latin Word
anaesthesia	0	0	0	0	0	0	0	0	0	0	anesthesia
anaesthetic	0	0	0	0	0	0	0	0	0	0	Papaver
anal	0	0	0	0	0	1	0	0	0	0	anal
analgesic	0	0	0	0	0	0	0	0	0	0	analgesic
analogous	0	0	0	0	0	0	0	0	0	0	analogum
analogue	0	0	0	0	0	0	0	0	0	0	analogon
analogy	0	0	0	0	0	0	0	0	0	0	analogia
analysis	0	0	0	0	0	0	0	0	0	0	analysis
analyst	0	1	0	0	0	0	1	0	0	1	analyst
analytic	0	0	0	0	0	0	0	0	0	0	analytic
analyze	0	0	0	0	0	0	0	0	0	0	resolvere
analyzer	0	0	0	0	0	0	0	0	0	0	analyser
anarchism	1	0	0	1	0	1	0	0	0	0	anarchism
anarchist	1	0	0	1	0	1	0	0	0	0	anarchist
anarchy	1	0	0	1	0	1	0	0	0	0	LICENTIA
anastomosis	0	0	0	0	0	0	0	0	0	0	anastomosin
anathema	1	0	1	1	0	1	0	1	0	0	anathema
anatomic	0	0	0	0	0	0	0	0	0	0	anatomic
anatomy	0	0	0	0	0	0	0	0	0	0	anatomia
ancestor	0	0	0	0	0	0	0	0	0	0	antecessor
ancestral	0	0	0	0	0	0	0	0	0	1	paterna
ancestry	0	0	0	0	0	0	0	0	0	0	genus
anchor	0	0	0	0	0	0	1	0	0	0	anchora
anchorage	0	0	0	0	0	0	1	1	0	0	statio
ancient	0	0	0	0	0	1	0	0	0	0	antiqua
ancillary	0	0	0	0	0	0	0	0	0	0	ancillis
androgen	0	0	0	0	0	0	0	0	0	0	androgen
anemone	0	0	0	0	0	0	0	0	0	0	anemone
anew	0	0	0	0	0	0	0	0	0	0	de novo
angel	0	1	0	0	1	0	1	0	1	1	angelus
angelic	0	0	0	0	1	0	1	0	0	1	angelicus
anger	1	0	0	0	0	1	0	0	0	0	ira
angina	0	0	0	1	0	1	0	0	0	0	angina
angiography	0	0	0	0	0	0	0	0	0	0	angiography
angle	0	0	0	0	0	0	0	0	0	0	angulus
angling	0	1	0	0	0	1	0	0	0	0	angling
angry	1	0	1	0	0	1	0	0	0	0	Iratus
anguish	1	0	0	1	0	1	0	1	0	0	angustia
angular	0	0	0	0	0	0	0	0	0	0	angularis
anhydrous	0	0	0	0	0	0	0	0	0	0	anhydrous
animal	0	0	0	0	0	0	0	0	0	0	animal
animate	0	0	0	0	0	0	1	0	0	0	animatus
animated	0	0	0	0	1	0	1	0	0	0	animatum
animation	0	0	0	0	0	0	0	0	0	0	animatio
animosity	1	0	1	1	0	1	0	1	0	0	inimicitiae
animus	1	0	0	0	0	1	0	0	0	0	animus
ankle	0	0	0	0	0	0	0	0	0	0	talus
annals	0	0	0	0	0	0	0	0	0	0	annales
annex	0	0	0	0	0	0	0	0	0	0	annexis
annexation	0	0	0	0	0	0	0	0	0	0	adiunctio
annexe	0	0	0	0	0	0	0	0	0	0	annexe
annihilate	1	0	0	1	0	1	0	0	0	0	annihilare
annihilated	1	0	0	1	0	1	0	1	0	0	exstinguitur
annihilation	1	0	0	1	0	1	0	1	0	0	annihilatio
annotate	0	0	0	0	0	0	0	0	0	0	annotate
annotation	0	0	0	0	0	0	0	0	0	0	annotation
announce	0	0	0	0	0	0	0	0	0	0	nuntiare
announcement	0	1	0	0	0	0	0	0	0	0	denuntiatio
annoy	1	0	1	0	0	1	0	0	0	0	molestus
annoyance	1	0	1	0	0	1	0	0	0	0	molestie
annoying	1	0	0	0	0	1	0	0	0	0	molestus
annuity	0	0	0	0	0	0	0	0	0	0	annuitatem
annul	0	0	0	0	0	1	0	0	0	0	annul
annular	0	0	0	0	0	0	0	0	0	0	annularis
annulment	0	0	0	0	0	1	0	1	0	0	opto:
annulus	0	0	0	0	0	0	0	0	0	0	annulus
anointing	0	0	0	0	0	0	0	0	0	0	unctio
anomalous	0	0	0	0	0	0	0	0	0	0	anomala
anomaly	0	0	0	1	0	1	0	0	1	0	anomalia
anon	0	0	0	0	0	0	0	0	0	0	mox
anonymous	0	0	0	0	0	1	0	0	0	0	sine nomine
answer	0	0	0	0	0	0	0	0	0	0	respondere
answerable	0	0	0	0	0	0	0	0	0	1	respondere
answering	0	0	0	0	0	0	0	0	0	0	respondens
ant	0	0	0	0	0	0	0	0	0	0	ant
antagonism	1	0	0	0	0	1	0	0	0	0	repugnantia
antagonist	1	0	0	0	0	1	0	0	0	0	adversario
antagonistic	1	0	1	0	0	1	0	0	0	0	contrarius
ante	0	0	0	0	0	0	0	0	0	0	ante
antecedent	0	0	0	0	0	0	0	0	0	0	antecedente
antelope	0	0	0	0	0	0	0	0	0	0	orygem
antenna	0	0	0	0	0	0	0	0	0	0	antenna
anterior	0	0	0	0	0	0	0	0	0	0	anterior
anthem	0	0	0	0	0	0	0	0	0	0	solemne
anthology	0	0	0	0	0	0	0	0	0	0	anthology
anthrax	0	0	1	1	0	1	0	1	0	0	anthrax
anthropology	0	0	0	0	0	0	0	0	0	0	anthropologia
antibiotic	0	0	0	0	0	0	0	0	0	0	antibiotic
antibiotics	0	0	0	0	0	0	1	0	0	0	antibiotics
antichrist	1	0	1	1	0	1	0	0	0	0	antichristus
anticipation	0	1	0	0	0	0	0	0	0	0	anticipatio
anticipatory	0	1	0	0	0	0	0	0	0	0	praenuntia
antidote	0	1	0	0	0	0	1	0	0	1	antidotum
antifungal	0	0	0	0	0	0	1	0	0	1	antifungal
antimony	0	0	0	0	0	0	0	0	0	0	antimonii
antipathy	1	0	1	0	0	1	0	0	0	0	antipathia
antiquarian	0	0	0	0	0	0	0	0	0	0	antiquarian
antiquated	0	0	0	0	0	1	0	0	0	0	vetustate
antique	0	0	0	0	0	0	1	0	0	0	antiquitas
antiquity	0	0	0	0	0	0	0	0	0	0	antiquitas
antiseptic	0	0	0	0	0	0	1	0	0	1	antiseptic
antisocial	1	0	1	1	0	1	0	1	0	0	antisocial
antithesis	1	0	0	0	0	1	0	0	0	0	antithesis
antithetical	0	0	0	0	0	0	0	0	0	0	antithetical
antiviral	0	0	0	0	0	0	0	0	0	0	antiviral
antler	0	0	0	0	0	0	0	0	0	0	cornibus
anvil	0	0	0	0	0	0	0	0	0	0	incus
anxiety	1	1	0	1	0	1	0	1	0	0	anxietatem
anxious	0	1	0	1	0	1	0	0	0	0	sollicitus
aorta	0	0	0	0	0	0	0	0	0	0	arteriae
apace	0	0	0	0	0	0	0	0	0	0	spatio
apache	0	0	0	1	0	1	0	0	0	0	Apache
apartment	0	0	0	0	0	0	0	0	0	0	apartment
apathetic	0	0	0	0	0	1	0	1	0	0	segnis
apathy	0	0	0	0	0	1	0	1	0	0	accidiam
ape	0	0	0	0	0	0	0	0	0	0	simiae
aperture	0	0	0	0	0	0	0	0	0	0	foramen
apex	0	0	0	0	0	0	0	0	0	0	apex
aphid	0	0	1	0	0	1	0	0	0	0	aphid
apiece	0	0	0	0	0	0	0	0	0	0	centeni
aplomb	0	0	0	0	0	0	1	0	0	0	aplomb
apocalyptic	0	0	0	0	0	0	0	0	0	0	apocalyptic
apologetic	0	0	0	0	0	0	1	0	0	1	apologeticum
apologist	0	0	0	0	0	0	0	0	0	0	apologeticum
apologize	0	0	0	0	0	0	1	1	0	1	deprecarentur
apology	0	0	0	0	0	0	1	0	0	0	excusatio
apostasy	0	0	0	0	0	0	0	0	0	0	apostasia
apostate	0	0	0	0	0	0	0	0	0	0	apostata
apostle	0	0	0	0	0	0	1	0	0	1	apostoli
apostolic	0	0	0	0	0	0	0	0	0	1	apostolicus
apostrophe	0	0	0	0	0	0	0	0	0	0	apostrophe
appalling	0	0	1	1	0	1	0	0	0	0	horribilis
apparatus	0	0	0	0	0	0	0	0	0	0	apparatus
apparel	0	0	0	0	0	0	0	0	0	0	indumentum
apparently	0	0	0	0	0	0	0	0	0	0	videtur
apparition	0	0	0	1	0	0	0	0	1	0	apparitio
appeal	0	1	0	0	0	0	0	0	0	0	appellatio
appearance	0	0	0	0	0	0	0	0	0	0	species
appease	0	0	0	0	0	0	0	0	0	0	placare
appellant	0	0	0	0	0	0	0	0	0	0	appellantis
append	0	0	0	0	0	0	0	0	0	0	append
appendage	0	0	0	0	0	0	0	0	0	0	appendix
appendicitis	0	0	0	1	0	1	0	1	0	0	appendicis
appendix	0	0	0	0	0	0	0	0	0	0	appendix
appetite	0	0	0	0	0	0	0	0	0	0	appetitus
appetizer	0	0	0	0	0	0	0	0	0	0	gustus
applause	0	0	0	0	1	0	1	0	1	1	plausus
apple	0	0	0	0	0	0	0	0	0	0	malum
appliance	0	0	0	0	0	0	0	0	0	0	appliance
appliances	0	0	0	0	0	0	0	0	0	0	adjumenta
applicability	0	0	0	0	0	0	0	0	0	0	applicability
applicable	0	0	0	0	0	0	0	0	0	0	applicabiles
applicant	0	1	0	0	0	0	0	0	0	0	applicant
application	0	0	0	0	0	0	0	0	0	0	application
apply	0	0	0	0	0	0	0	0	0	0	applicare
appoint	0	0	0	0	0	0	0	0	0	0	constituo
appointment	0	0	0	0	0	0	0	0	0	0	appointment
appointments	0	0	0	0	0	0	0	0	0	0	institutiones
apportion	0	0	0	0	0	0	0	0	0	0	discriptio
apportionment	0	0	0	0	0	0	0	0	0	0	divisio
appraise	0	0	0	0	0	0	0	0	0	0	aestimo
appreciable	0	0	0	0	0	0	0	0	0	0	aliqua
appreciation	0	0	0	0	1	0	1	0	0	1	appreciation
apprehend	0	0	0	1	0	0	0	0	0	0	apprehendere
apprehension	0	0	0	1	0	1	0	0	0	0	apprehensio
apprehensive	0	1	0	1	0	1	0	0	0	0	apprehensiva
apprentice	0	0	0	0	0	0	0	0	0	1	discipulus
apprenticeship	0	0	0	0	0	0	0	0	0	0	tirocinium
approach	0	0	0	0	0	0	0	0	0	0	accessus
approaching	0	1	0	0	0	0	0	0	0	0	appropinquare
approbation	0	0	0	0	0	0	1	0	0	1	approbatio
appropriation	0	0	0	0	0	1	0	0	0	0	appropriatio
approval	0	0	0	0	0	0	1	0	0	0	approbatio
approve	0	0	0	0	1	0	1	0	0	1	approbo
approving	0	0	0	0	0	0	1	0	0	0	approbantes
approximate	0	0	0	0	0	0	0	0	0	0	proximus
approximately	0	0	0	0	0	0	0	0	0	0	circa
approximating	0	0	0	0	0	0	0	0	0	0	appropinquare
approximation	0	0	0	0	0	0	0	0	0	0	approximatio
appurtenances	0	0	0	0	0	0	0	0	0	0	pertinentiis
apron	0	0	0	0	0	0	0	0	0	0	PRAECINCTORIUM
apt	0	0	0	0	0	0	1	0	0	0	aptum
aptitude	0	0	0	0	0	0	1	0	0	0	habilitas
aqua	0	0	0	0	0	0	0	0	0	0	aqua
aquamarine	0	0	0	0	0	0	0	0	0	0	aquaticus
aquarium	0	0	0	0	0	0	0	0	0	0	aquarium
aquatic	0	0	0	0	0	0	0	0	0	0	aquatilis
aqueduct	0	0	0	0	0	0	0	0	0	0	aquaeductus
aqueous	0	0	0	0	0	0	0	0	0	0	aqueus
arable	0	0	0	0	0	0	0	0	0	0	arabilis
arbiter	0	0	0	0	0	0	0	0	0	1	arbiter
arbitrate	0	0	0	0	0	0	0	0	0	0	disceptare
arbitration	0	1	0	0	0	0	0	0	0	0	arbitrium
arbitrator	0	0	0	0	0	0	0	0	0	1	arbitrum
arbor	0	0	0	0	0	0	0	0	0	0	arbor
arc	0	0	0	0	0	0	0	0	0	0	arcus
arcade	0	0	0	0	0	0	0	0	0	0	porticus
arch	0	0	0	0	0	0	0	0	0	0	arcus
archaeological	0	0	0	0	0	0	0	0	0	0	archaeological
archaeologist	0	0	0	0	0	0	0	0	0	0	archaeologist
archaeology	0	1	0	0	0	0	1	0	0	0	archaeologiae
archaic	0	0	0	0	0	1	0	0	0	0	pervetustis
archbishop	0	0	0	0	0	0	0	0	0	0	archiepiscopus
arched	0	0	0	0	0	0	0	0	0	0	repandum
archer	0	0	0	0	0	0	0	0	0	0	sagittarius
archery	0	0	0	0	0	0	0	0	0	0	sagittariorum
archetype	0	0	0	0	0	0	0	0	0	0	archetypus
archipelago	0	0	0	0	0	0	0	0	0	0	archipelago
architect	0	0	0	0	0	0	0	0	0	0	architectus
architecture	0	0	0	0	0	0	0	0	0	1	architectura
archive	0	0	0	0	0	0	0	0	0	0	archivum
arctic	0	0	0	0	0	0	0	0	0	0	arcticum
ardent	0	1	0	0	1	0	1	0	0	0	ardens
ardor	0	0	0	0	0	0	1	0	0	0	ardor
arduous	0	0	0	0	0	1	0	0	0	0	arduous
area	0	0	0	0	0	0	0	0	0	0	area
arena	0	0	0	0	0	0	0	0	0	0	arena
areola	0	0	0	0	0	0	0	0	0	0	areola
argent	0	0	0	0	0	0	0	0	0	0	argent
argue	1	0	0	0	0	1	0	0	0	0	argumentari
argument	1	0	0	0	0	1	0	0	0	0	argumentum
argumentation	1	0	0	0	0	0	0	0	0	0	argumentatio
argumentative	0	0	0	0	0	1	0	0	0	0	litigiosa
arguments	1	0	0	0	0	0	0	0	0	0	argumentis
arid	0	0	0	0	0	1	0	1	0	0	aridum
aristocracy	0	0	0	0	0	0	1	0	0	0	aristocratia
aristocrat	0	0	0	0	0	0	0	0	0	0	optimatium
aristocratic	0	0	0	0	0	0	1	0	0	0	optimatium
arithmetic	0	0	0	0	0	0	0	0	0	0	arithmetica
ark	0	0	0	0	0	0	0	0	0	0	arca
arm	0	0	0	0	0	0	0	0	0	0	arm
armada	0	0	0	0	0	0	0	0	0	0	armada
armament	1	0	0	1	0	0	0	0	0	0	armamentarium
armaments	0	0	0	1	0	1	0	0	0	0	arma
armature	0	0	0	0	0	0	0	0	0	0	armature
armed	1	0	0	1	0	1	1	0	0	0	armatus
armor	0	0	0	1	0	0	1	0	0	1	armis
armored	0	0	0	1	0	0	0	0	0	0	armatis
armory	0	0	0	0	0	0	0	0	0	1	armamentarium
arms	0	0	0	0	0	0	0	0	0	0	arma
army	0	0	0	0	0	0	0	0	0	0	exercitus
aroma	0	0	0	0	0	0	1	0	0	0	aroma
arousal	0	0	0	0	0	0	0	0	0	0	concitatio, concitationis
arouse	0	1	0	0	0	0	1	0	0	0	suscito
arraignment	1	0	0	1	0	1	0	1	0	0	accusatio
arrange	0	0	0	0	0	0	0	0	0	0	disponere
arranged	0	0	0	0	0	0	0	0	0	0	disposita
arrangement	0	0	0	0	0	0	0	0	0	0	dispositio
array	0	0	0	0	0	0	1	0	0	0	ordinata
arrears	0	0	0	0	0	1	0	0	0	0	aretro
arrest	0	0	0	0	0	1	0	0	0	0	comprehensio
arrival	0	1	0	0	0	0	0	0	0	0	adventus
arrive	0	1	0	0	0	0	0	0	0	0	venire
arrogance	0	0	0	0	0	1	0	0	0	0	arrogantia
arrogant	1	0	1	0	0	1	0	0	0	0	arrogans
arrow	0	0	0	0	0	0	0	0	0	0	sagitta
arsenal	0	0	0	0	0	0	0	0	0	0	armamentarium
arsenic	0	0	1	1	0	1	0	1	0	0	arsenicum
arson	1	0	0	1	0	1	0	0	0	0	incendium
art	0	1	0	0	1	0	1	1	1	0	artem
artery	0	0	0	0	0	0	0	0	0	0	arteria
artful	0	0	0	0	0	0	0	0	0	0	versutus
arthropod	0	0	0	0	0	0	0	0	0	0	arthropodibus
artichoke	0	0	0	0	0	0	0	0	0	0	cactus
article	0	0	0	0	0	0	0	0	0	0	articulus
articles	0	0	0	0	0	0	0	0	0	0	vasa
articulate	0	0	0	0	0	0	1	0	0	0	articulate
articulation	0	0	0	0	0	0	1	0	0	0	articulatio
artifice	0	0	0	0	0	0	0	0	0	0	artificium
artillery	0	0	0	1	0	1	0	0	0	0	tormenta
artisan	0	0	0	0	0	0	1	0	0	0	artifex
artist	0	0	0	0	0	0	0	0	0	0	artifex
artiste	0	0	0	0	0	0	1	0	0	0	artiste
artistic	0	0	0	0	0	0	1	0	0	0	artis
artists	0	0	0	0	0	0	0	0	0	0	artists
ascend	0	0	0	0	0	0	0	0	0	0	ascend
ascendancy	0	0	0	0	0	0	1	0	0	0	principatus
ascension	0	0	0	0	0	0	0	0	0	0	ascensio
ascent	0	0	0	0	0	0	1	0	0	0	ascensus
ascertain	0	0	0	0	0	0	0	0	0	0	cognoscere
ascertained	0	0	0	0	0	0	0	0	0	0	compertum
ascetic	0	0	0	0	0	0	0	0	0	0	ascetic
ash	0	0	0	0	0	1	0	0	0	0	cinis
ashamed	0	0	1	0	0	1	0	1	0	0	pudet
ashes	0	0	0	0	0	1	0	1	0	0	cinis
asleep	0	0	0	0	0	0	0	0	0	0	somnum
asp	0	0	0	1	0	0	0	0	0	0	aspis
aspartame	0	0	0	0	0	0	0	0	0	0	aspartame
aspect	0	0	0	0	0	0	0	0	0	0	aspect
aspects	0	0	0	0	0	0	0	0	0	0	facies
asphalt	0	0	0	0	0	0	0	0	0	0	multos bituminis
aspiration	0	1	0	0	1	0	1	0	1	1	aspiratio
aspire	0	1	0	0	1	0	1	0	0	0	aspirare
aspiring	0	1	0	0	1	0	1	0	0	1	aspirare
ass	0	0	0	0	0	1	0	0	0	0	asinus
assail	1	0	0	1	0	1	0	0	1	0	oppugnare
assailant	1	0	0	1	0	1	0	1	0	0	oppugnator
assassin	1	0	0	1	0	1	0	1	0	0	sicarius
assassinate	1	0	0	1	0	1	0	0	0	0	insurgere
assassination	1	0	0	1	0	1	0	1	0	0	caedes
assault	1	0	0	1	0	1	0	0	0	0	impetum
assay	0	0	0	0	0	0	0	0	0	0	primordium
assemblage	0	0	0	0	0	0	0	0	0	0	congregatio
assemble	0	0	0	0	0	0	0	0	0	0	convenire
assembled	0	0	0	0	0	0	0	0	0	0	convenerunt
assembly	0	0	0	0	0	0	1	0	0	1	comitium
assent	0	0	0	0	0	0	1	0	0	0	assentire
assert	0	0	0	0	0	0	0	0	0	0	dicunt
asserting	0	0	0	0	0	0	1	0	0	1	affirmans
assertion	0	0	0	0	0	0	0	0	0	0	assertio
assess	0	0	0	0	0	0	0	0	0	0	perpendere
assessment	0	0	0	0	0	0	0	0	1	1	taxatio
assessor	0	0	0	0	0	0	0	0	0	1	assessor
assets	0	0	0	0	0	0	1	0	0	0	bonorum
asshole	1	0	1	0	0	1	0	0	0	0	podex
assign	0	0	0	0	0	0	0	0	0	0	assign
assignee	0	0	0	0	0	0	0	0	0	1	assignatus
assignment	0	0	0	0	0	0	0	0	0	0	assignment
assimilate	0	0	0	0	0	0	0	0	0	0	assimilare
assimilation	0	0	0	0	0	0	0	0	0	0	assimilatio
assist	0	0	0	0	0	0	1	0	0	1	adiuvaret
assistance	0	0	0	0	0	0	1	0	0	0	auxilium
assistant	0	0	0	0	0	0	0	0	0	0	adiutor
associate	0	0	0	0	0	0	1	0	0	1	socium
association	0	0	0	0	0	0	0	0	0	1	consociatio
assorted	0	0	0	0	0	0	0	0	0	0	confusaque
assortment	0	0	0	0	0	0	0	0	0	0	certa
assuage	0	0	0	0	0	0	1	0	0	0	mitigare
assumed	0	0	0	0	0	0	0	0	0	0	ponatur
assuming	0	0	0	0	0	0	0	0	0	0	assumens
assumption	0	0	0	0	0	0	0	0	0	0	assumptione
assurance	0	0	0	0	0	0	1	0	0	1	fides
assure	0	0	0	0	0	0	0	0	0	1	confirmo
assured	0	0	0	0	0	0	1	0	0	1	certus
assuredly	0	0	0	0	0	0	0	0	0	1	certe
asterisk	0	0	0	0	0	0	0	0	0	0	asteriscus
asteroids	0	0	0	0	0	0	0	0	0	0	asteroides
astigmatism	0	0	0	0	0	0	0	0	0	0	astigmatism
astonishingly	0	0	0	0	0	0	1	0	1	0	mirum in modum
astonishment	0	0	0	0	1	0	1	0	1	0	stupor
astral	0	0	0	0	0	0	0	0	0	0	astral
astray	0	0	0	1	0	1	0	0	0	0	errans
astringent	0	0	0	0	0	1	0	0	0	0	adstringens
astrologer	0	1	0	0	0	0	1	0	0	0	mathematicus
astrology	0	0	0	0	0	0	0	0	0	0	astrologia
astronaut	0	0	0	0	0	0	1	0	0	0	astronaut
astronomer	0	1	0	0	0	0	1	0	0	0	astrologus
astronomy	0	0	0	0	0	0	0	0	0	0	astrologia
astute	0	0	0	0	0	0	1	0	0	0	astutus
asunder	0	0	0	0	0	0	0	0	0	0	separet
asylum	0	0	0	1	0	1	0	0	0	0	asylum
asymmetric	0	0	0	0	0	0	0	0	0	0	asymmetric
asymmetry	0	0	1	0	0	0	0	0	0	0	asymmetria
asymptotic	0	0	0	0	0	0	0	0	0	0	asymptoticus
atelier	0	0	0	0	0	0	0	0	0	0	atelier
atheism	0	0	0	0	0	1	0	0	0	0	atheismus
atheistic	0	0	0	0	0	0	0	0	0	0	atheus
atherosclerosis	0	0	0	1	0	1	0	1	0	0	atherosclerosis
athlete	0	0	0	0	0	0	1	0	0	0	athleta
athletic	0	0	0	0	0	0	1	0	0	0	athletice
athleticism	0	0	0	0	0	0	0	0	0	0	athleticism
athletics	0	0	0	0	0	0	0	0	0	0	agone'
atlas	0	0	0	0	0	0	0	0	0	0	atlas
atmosphere	0	0	0	0	0	0	0	0	0	0	atmosphaera
atmospheric	0	0	0	0	0	0	0	0	0	0	atmosphaerico
atoll	0	0	0	0	0	0	0	0	0	0	atoll
atom	0	0	0	0	0	0	1	0	0	0	atomus
atomic	0	0	0	0	0	0	0	0	0	0	nuclei
atone	0	1	0	0	1	0	1	0	0	1	expiare
atonement	0	0	0	0	0	0	1	0	0	0	expiatio
atrium	0	0	0	0	0	0	0	0	0	0	atrium
atrocious	1	0	1	0	0	1	0	0	0	0	atrox
atrocity	1	0	1	1	0	1	0	1	0	0	atrocitas
atrophy	0	0	1	1	0	1	0	1	0	0	atrophia
attach	0	0	0	0	0	0	0	0	0	0	attach
attachment	0	0	0	0	0	0	1	0	0	0	affectum
attack	1	0	0	1	0	1	0	0	0	0	impetum
attacking	1	0	1	1	0	1	0	1	1	0	oppugnare
attain	0	0	0	0	0	0	0	0	0	0	adipisci
attainable	0	1	0	0	0	0	1	0	0	0	impetrabilis
attainment	0	0	0	0	0	0	1	0	0	0	consecutio
attempt	0	1	0	0	0	0	0	0	0	0	conatus
attendance	0	1	0	0	0	0	0	0	0	0	auscultatio
attendant	0	0	0	0	0	0	1	0	0	1	famulus
attention	0	0	0	0	0	0	1	0	0	0	attention
attentive	0	0	0	0	0	0	1	0	0	1	attentus
attenuate	0	0	0	0	0	0	0	0	0	0	attenuate
attenuated	0	0	0	0	0	1	0	0	0	0	attenuatum
attenuation	0	0	0	0	0	1	0	1	0	0	attenuatio
attest	0	0	0	0	0	0	1	0	0	1	testantur
attestation	0	0	0	0	0	0	0	0	0	1	testificatio
attic	0	0	0	0	0	0	0	0	0	0	Atticae
attire	0	0	0	0	0	0	0	0	0	0	vestis
attitude	0	0	0	0	0	0	0	0	0	0	habitus
attorney	1	0	0	1	0	0	1	0	0	1	advocatus
attraction	0	0	0	0	0	0	1	0	0	0	attractio
attractiveness	0	0	0	0	0	0	1	0	0	0	dulcedo
attributable	0	0	0	0	0	0	0	0	0	0	adscribendum
attribute	0	0	0	0	0	0	0	0	0	0	attributum
attribution	0	0	0	0	0	0	0	0	0	0	attributio
attrition	0	0	0	0	0	0	0	0	0	0	attritio
auburn	0	0	0	0	0	0	0	0	0	0	auburn
auction	0	1	0	0	0	0	0	0	0	0	auction
auctioneer	0	0	0	0	0	0	0	0	0	0	praeconem
audacious	0	0	0	0	0	0	0	0	0	0	audacibus
audacity	0	0	0	0	0	1	0	0	0	0	audacia
audible	0	0	0	0	0	0	0	0	0	0	audiri
audience	0	1	0	0	0	0	0	0	0	0	auditorium
audit	0	0	0	0	0	0	0	0	0	0	audit
audition	0	0	0	0	0	0	0	0	0	0	audition
auditor	0	0	0	1	0	0	0	0	0	1	auditor
auditorium	0	0	0	0	0	0	0	0	0	0	auditorium
auditory	0	0	0	0	0	0	0	0	0	0	auditorium
aught	0	0	0	0	0	0	0	0	0	0	quid?
augment	0	0	0	0	0	0	1	0	0	0	augere
augmentation	0	0	0	0	0	0	0	0	0	0	augmentatio
august	0	0	0	0	0	0	1	0	0	0	augusta
aunt	0	0	0	0	0	0	1	0	0	1	matertera
aura	0	0	0	0	0	0	1	0	0	0	aura
aurora	0	0	0	0	0	0	0	0	0	0	aurora
auspices	0	0	0	0	0	0	0	0	0	0	auspicia
auspicious	0	1	0	0	1	0	1	0	0	0	faustum
austere	0	0	0	1	0	1	0	1	0	0	austerus
austerity	0	0	0	0	0	1	0	0	0	0	austeritas
authentic	0	0	0	0	1	0	1	0	0	1	authentica
authenticate	0	0	0	0	0	0	0	0	0	1	signo authenticitatis incisionem
authentication	0	0	0	0	0	0	0	0	0	1	authenticas
authenticity	0	0	0	0	0	0	1	0	0	1	veritas
author	0	0	0	0	0	0	1	0	0	1	author
authoritative	0	0	0	0	0	0	1	0	0	1	auctoritate
authority	0	0	0	0	0	0	1	0	0	1	auctoritas
authorization	0	0	0	0	0	0	1	0	0	1	auctoritas
authorize	0	0	0	0	0	0	0	0	0	1	auctor
authorized	0	0	0	0	0	0	1	0	0	0	auctoritate
authorship	0	0	0	0	0	0	0	0	0	0	auctoritas
auto	0	0	0	0	0	0	0	0	0	0	auto
autobiography	0	0	0	0	0	0	0	0	0	0	vita
autocratic	0	0	0	0	0	1	0	0	0	0	autocratic
autograph	0	0	0	0	0	0	0	0	0	0	autographum
automatic	0	0	0	0	0	0	0	0	0	1	automatic
automobile	0	0	0	0	0	0	0	0	0	0	collisionem autocineti
autonomy	0	0	0	0	0	0	0	0	0	0	autonomia
autopsy	0	0	1	1	0	1	0	1	0	0	autopsy
autumn	0	0	0	0	0	0	0	0	0	0	Autumna
auxiliary	0	0	0	0	0	0	0	0	0	0	auxiliaris
avail	0	0	0	0	0	0	0	0	0	0	valet
avalanche	0	0	0	1	0	1	0	1	1	0	NIVIS CASUS
avarice	1	0	1	0	0	1	0	0	0	0	avaritia
avatar	0	0	0	0	0	0	1	0	0	0	avatar
avenger	1	0	0	0	0	1	0	0	0	0	vindex
avenue	0	0	0	0	0	0	0	0	0	0	aditu praesaepto
aver	0	0	0	0	0	0	0	0	0	0	aver
average	0	0	0	0	0	0	0	0	0	0	mediocris
averse	1	0	1	1	0	1	0	0	0	0	abhorrere
aversion	1	0	1	1	0	1	0	0	0	0	aversatio
avert	0	0	0	0	0	0	0	0	0	0	avertat
aviary	0	0	0	0	0	0	0	0	0	0	aviarium
aviation	0	0	0	0	0	0	0	0	0	0	aviation
aviator	0	0	0	0	0	0	0	0	0	0	aviator
avid	0	0	0	0	0	0	0	0	0	0	avid
avocado	0	0	0	0	0	0	0	0	0	0	avocado
avoid	0	0	0	1	0	1	0	0	0	0	devita
avoidance	0	0	0	1	0	1	0	0	0	0	fuga
avoiding	0	0	0	1	0	0	0	0	0	0	avoiding
await	0	1	0	0	0	0	0	0	0	0	expecto
awake	0	0	0	0	0	0	0	0	0	0	expergiscimini
awaken	0	0	0	0	0	0	0	0	0	0	expergiscimini
award	0	1	0	0	1	0	1	0	1	1	award
awe	0	0	0	0	0	0	0	0	0	0	tremendum
awful	1	0	1	1	0	1	0	1	0	0	awful
awkwardness	0	0	1	0	0	1	0	0	0	0	imperitia
awning	0	0	0	0	0	0	0	0	0	0	prandium
awry	0	0	0	0	0	1	0	0	0	0	awry
axial	0	0	0	0	0	0	0	0	0	0	articulatio
axiom	0	0	0	0	0	0	0	0	0	1	axioma
axiomatic	0	0	0	0	0	0	0	0	0	1	axioma
axis	0	0	0	0	0	0	0	0	0	0	axis
axle	0	0	0	0	0	0	0	0	0	0	axem
ay	0	0	0	0	0	0	1	0	0	0	denique *
aye	0	0	0	0	0	0	1	0	0	0	immo
azimuth	0	0	0	0	0	0	0	0	0	0	plaga
azure	0	0	0	0	0	0	0	0	0	0	caeruleum
babble	0	0	0	0	0	1	0	0	0	0	garrire
babbling	0	0	0	0	0	1	0	0	0	0	multiloquium
baboon	0	0	1	0	0	1	0	0	0	0	Nireus
