English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Azerbaijani Word
ammonia	0	0	1	0	0	0	0	0	0	0	ammonyak
ammunition	0	0	0	0	0	0	0	0	0	0	sursat
amnesia	0	0	0	0	0	1	0	0	0	0	amneziya
amnesty	0	0	0	0	1	0	1	0	0	0	amnistiya
amorphous	0	0	0	0	0	0	0	0	0	0	amorf
amortization	0	0	0	0	0	0	0	0	0	1	amortizasiya
amount	0	0	0	0	0	0	0	0	0	0	məbləğ
amour	0	1	0	0	1	0	1	0	0	1	həvəs
ampersand	0	0	0	0	0	0	0	0	0	0	ampersand
amphetamines	0	0	1	0	0	1	0	0	0	0	amfetaminlər
amphibian	0	0	0	0	0	0	0	0	0	0	amfibiya
amphibious	0	0	0	0	0	0	0	0	0	0	amfibiya
amphitheater	0	0	0	0	0	0	0	0	0	0	amfiteatr
amplification	0	0	0	0	0	0	0	0	0	0	gücləndirmə
amplify	0	0	0	0	0	0	0	0	0	0	gücləndirmək
amplitude	0	0	0	0	0	0	0	0	0	0	amplituda
amply	0	0	0	0	0	0	0	0	0	0	bol-bol
amputation	0	0	0	0	0	0	0	0	0	0	amputasiya
amulet	0	0	0	0	0	0	0	0	0	0	amulet
amuse	0	0	0	0	1	0	1	0	0	0	əyləndirmək
amused	0	0	0	0	1	0	1	0	0	0	əyləndi
amusement	0	0	0	0	1	0	1	0	0	0	əyləncə
amusing	0	0	0	0	1	0	1	0	0	0	əyləncəli
ana	0	0	0	0	0	0	0	0	0	0	ana
anaconda	0	0	1	1	0	1	0	0	0	0	anakonda
anaesthesia	0	0	0	0	0	0	0	0	0	0	anesteziya
anaesthetic	0	0	0	0	0	0	0	0	0	0	anestezik
anal	0	0	0	0	0	1	0	0	0	0	anal
analgesic	0	0	0	0	0	0	0	0	0	0	analjezik
analogous	0	0	0	0	0	0	0	0	0	0	analoji
analogue	0	0	0	0	0	0	0	0	0	0	analoq
analogy	0	0	0	0	0	0	0	0	0	0	bənzətmə
analysis	0	0	0	0	0	0	0	0	0	0	təhlil
analyst	0	1	0	0	0	0	1	0	0	1	analitik
analytic	0	0	0	0	0	0	0	0	0	0	analitik
analyze	0	0	0	0	0	0	0	0	0	0	təhlil etmək
analyzer	0	0	0	0	0	0	0	0	0	0	analizator
anarchism	1	0	0	1	0	1	0	0	0	0	anarxizm
anarchist	1	0	0	1	0	1	0	0	0	0	anarxist
anarchy	1	0	0	1	0	1	0	0	0	0	anarxiya
anastomosis	0	0	0	0	0	0	0	0	0	0	anastomoz
anathema	1	0	1	1	0	1	0	1	0	0	anatema
anatomic	0	0	0	0	0	0	0	0	0	0	anatomik
anatomy	0	0	0	0	0	0	0	0	0	0	anatomiya
ancestor	0	0	0	0	0	0	0	0	0	0	əcdad
ancestral	0	0	0	0	0	0	0	0	0	1	ata-baba
ancestry	0	0	0	0	0	0	0	0	0	0	əcdad
anchor	0	0	0	0	0	0	1	0	0	0	lövbər
anchorage	0	0	0	0	0	0	1	1	0	0	lövbər
ancient	0	0	0	0	0	1	0	0	0	0	qədim
ancillary	0	0	0	0	0	0	0	0	0	0	köməkçi
androgen	0	0	0	0	0	0	0	0	0	0	androgen
anemone	0	0	0	0	0	0	0	0	0	0	anemon
anew	0	0	0	0	0	0	0	0	0	0	yenidən
angel	0	1	0	0	1	0	1	0	1	1	mələk
angelic	0	0	0	0	1	0	1	0	0	1	mələk
anger	1	0	0	0	0	1	0	0	0	0	qəzəb
angina	0	0	0	1	0	1	0	0	0	0	angina
angiography	0	0	0	0	0	0	0	0	0	0	angioqrafiya
angle	0	0	0	0	0	0	0	0	0	0	bucaq
angling	0	1	0	0	0	1	0	0	0	0	balıqçılıq
angry	1	0	1	0	0	1	0	0	0	0	qəzəbli
anguish	1	0	0	1	0	1	0	1	0	0	iztirab
angular	0	0	0	0	0	0	0	0	0	0	bucaqlı
anhydrous	0	0	0	0	0	0	0	0	0	0	susuz
animal	0	0	0	0	0	0	0	0	0	0	heyvan
animate	0	0	0	0	0	0	1	0	0	0	canlandırmaq
animated	0	0	0	0	1	0	1	0	0	0	animasiya
animation	0	0	0	0	0	0	0	0	0	0	animasiya
animosity	1	0	1	1	0	1	0	1	0	0	düşmənçilik
animus	1	0	0	0	0	1	0	0	0	0	düşmən
ankle	0	0	0	0	0	0	0	0	0	0	ayaq biləyi
annals	0	0	0	0	0	0	0	0	0	0	salnamələr
annex	0	0	0	0	0	0	0	0	0	0	əlavə
annexation	0	0	0	0	0	0	0	0	0	0	ilhaq
annexe	0	0	0	0	0	0	0	0	0	0	əlavə
annihilate	1	0	0	1	0	1	0	0	0	0	məhv etmək
annihilated	1	0	0	1	0	1	0	1	0	0	məhv edilmişdir
annihilation	1	0	0	1	0	1	0	1	0	0	məhv edilməsi
annotate	0	0	0	0	0	0	0	0	0	0	annotasiya etmək
annotation	0	0	0	0	0	0	0	0	0	0	annotasiya
announce	0	0	0	0	0	0	0	0	0	0	elan et
announcement	0	1	0	0	0	0	0	0	0	0	elan
annoy	1	0	1	0	0	1	0	0	0	0	bezdirmək
annoyance	1	0	1	0	0	1	0	0	0	0	qıcıqlanma
annoying	1	0	0	0	0	1	0	0	0	0	bezdirici
annuity	0	0	0	0	0	0	0	0	0	0	annuitet
annul	0	0	0	0	0	1	0	0	0	0	ləğv etmək
annular	0	0	0	0	0	0	0	0	0	0	həlqəvi
annulment	0	0	0	0	0	1	0	1	0	0	ləğv
annulus	0	0	0	0	0	0	0	0	0	0	annulus
anointing	0	0	0	0	0	0	0	0	0	0	məsh
anomalous	0	0	0	0	0	0	0	0	0	0	anormal
anomaly	0	0	0	1	0	1	0	0	1	0	anomaliya
anon	0	0	0	0	0	0	0	0	0	0	anon
anonymous	0	0	0	0	0	1	0	0	0	0	anonim
answer	0	0	0	0	0	0	0	0	0	0	cavab
answerable	0	0	0	0	0	0	0	0	0	1	cavabdehdir
answering	0	0	0	0	0	0	0	0	0	0	cavab verir
ant	0	0	0	0	0	0	0	0	0	0	qarışqa
antagonism	1	0	0	0	0	1	0	0	0	0	antaqonizm
antagonist	1	0	0	0	0	1	0	0	0	0	antaqonist
antagonistic	1	0	1	0	0	1	0	0	0	0	antaqonist
ante	0	0	0	0	0	0	0	0	0	0	ante
antecedent	0	0	0	0	0	0	0	0	0	0	qabaqcıl
antelope	0	0	0	0	0	0	0	0	0	0	antilop
antenna	0	0	0	0	0	0	0	0	0	0	antenna
anterior	0	0	0	0	0	0	0	0	0	0	ön
anthem	0	0	0	0	0	0	0	0	0	0	himn
anthology	0	0	0	0	0	0	0	0	0	0	antologiya
anthrax	0	0	1	1	0	1	0	1	0	0	qarayara
anthropology	0	0	0	0	0	0	0	0	0	0	antropologiya
antibiotic	0	0	0	0	0	0	0	0	0	0	antibiotik
antibiotics	0	0	0	0	0	0	1	0	0	0	antibiotiklər
antichrist	1	0	1	1	0	1	0	0	0	0	dəccal
anticipation	0	1	0	0	0	0	0	0	0	0	intizar
anticipatory	0	1	0	0	0	0	0	0	0	0	gözlənilən
antidote	0	1	0	0	0	0	1	0	0	1	antidot
antifungal	0	0	0	0	0	0	1	0	0	1	antifungal
antimony	0	0	0	0	0	0	0	0	0	0	sürmə
antipathy	1	0	1	0	0	1	0	0	0	0	antipatiya
antiquarian	0	0	0	0	0	0	0	0	0	0	antikvar
antiquated	0	0	0	0	0	1	0	0	0	0	köhnə
antique	0	0	0	0	0	0	1	0	0	0	antik
antiquity	0	0	0	0	0	0	0	0	0	0	qədimlik
antiseptic	0	0	0	0	0	0	1	0	0	1	antiseptik
antisocial	1	0	1	1	0	1	0	1	0	0	antisosial
antithesis	1	0	0	0	0	1	0	0	0	0	antiteza
antithetical	0	0	0	0	0	0	0	0	0	0	antitetik
antiviral	0	0	0	0	0	0	0	0	0	0	antiviral
antler	0	0	0	0	0	0	0	0	0	0	buynuz
anvil	0	0	0	0	0	0	0	0	0	0	anvil
anxiety	1	1	0	1	0	1	0	1	0	0	narahatlıq
anxious	0	1	0	1	0	1	0	0	0	0	narahat
aorta	0	0	0	0	0	0	0	0	0	0	aorta
apace	0	0	0	0	0	0	0	0	0	0	sürətlə
apache	0	0	0	1	0	1	0	0	0	0	apache
apartment	0	0	0	0	0	0	0	0	0	0	mənzil
apathetic	0	0	0	0	0	1	0	1	0	0	laqeyd
apathy	0	0	0	0	0	1	0	1	0	0	apatiya
ape	0	0	0	0	0	0	0	0	0	0	meymun
aperture	0	0	0	0	0	0	0	0	0	0	diyafram
apex	0	0	0	0	0	0	0	0	0	0	zirvə
aphid	0	0	1	0	0	1	0	0	0	0	aphid
apiece	0	0	0	0	0	0	0	0	0	0	bir parça
aplomb	0	0	0	0	0	0	1	0	0	0	təvazökarlıq
apocalyptic	0	0	0	0	0	0	0	0	0	0	apokaliptik
apologetic	0	0	0	0	0	0	1	0	0	1	üzrxahlıq
apologist	0	0	0	0	0	0	0	0	0	0	üzrxahlıq edən
apologize	0	0	0	0	0	0	1	1	0	1	üzr istə
apology	0	0	0	0	0	0	1	0	0	0	üzrxahlıq
apostasy	0	0	0	0	0	0	0	0	0	0	dönüklük
apostate	0	0	0	0	0	0	0	0	0	0	mürtəd
apostle	0	0	0	0	0	0	1	0	0	1	həvari
apostolic	0	0	0	0	0	0	0	0	0	1	apostol
apostrophe	0	0	0	0	0	0	0	0	0	0	apostrof
appalling	0	0	1	1	0	1	0	0	0	0	dəhşətli
apparatus	0	0	0	0	0	0	0	0	0	0	aparat
apparel	0	0	0	0	0	0	0	0	0	0	geyim
apparently	0	0	0	0	0	0	0	0	0	0	görünür
apparition	0	0	0	1	0	0	0	0	1	0	zühur
appeal	0	1	0	0	0	0	0	0	0	0	müraciət etmək
appearance	0	0	0	0	0	0	0	0	0	0	görünüş
appease	0	0	0	0	0	0	0	0	0	0	sakitləşdirmək
appellant	0	0	0	0	0	0	0	0	0	0	şikayətçi
append	0	0	0	0	0	0	0	0	0	0	əlavə edin
appendage	0	0	0	0	0	0	0	0	0	0	əlavə
appendicitis	0	0	0	1	0	1	0	1	0	0	appendisit
appendix	0	0	0	0	0	0	0	0	0	0	əlavə
appetite	0	0	0	0	0	0	0	0	0	0	iştah
appetizer	0	0	0	0	0	0	0	0	0	0	məzə
applause	0	0	0	0	1	0	1	0	1	1	alqışlar
apple	0	0	0	0	0	0	0	0	0	0	alma
appliance	0	0	0	0	0	0	0	0	0	0	cihaz
appliances	0	0	0	0	0	0	0	0	0	0	məişət texnikası
applicability	0	0	0	0	0	0	0	0	0	0	tətbiq olunma qabiliyyəti
applicable	0	0	0	0	0	0	0	0	0	0	tətbiq olunur
applicant	0	1	0	0	0	0	0	0	0	0	ərizəçi
application	0	0	0	0	0	0	0	0	0	0	tətbiq
apply	0	0	0	0	0	0	0	0	0	0	müraciət edin
appoint	0	0	0	0	0	0	0	0	0	0	təyin etmək
appointment	0	0	0	0	0	0	0	0	0	0	təyinat
appointments	0	0	0	0	0	0	0	0	0	0	təyinatlar
apportion	0	0	0	0	0	0	0	0	0	0	bölgü
apportionment	0	0	0	0	0	0	0	0	0	0	bölgü
appraise	0	0	0	0	0	0	0	0	0	0	qiymətləndirmək
appreciable	0	0	0	0	0	0	0	0	0	0	təqdirəlayiq
appreciation	0	0	0	0	1	0	1	0	0	1	təqdir
apprehend	0	0	0	1	0	0	0	0	0	0	tutmaq
apprehension	0	0	0	1	0	1	0	0	0	0	qorxu
apprehensive	0	1	0	1	0	1	0	0	0	0	qorxulu
apprentice	0	0	0	0	0	0	0	0	0	1	şagird
apprenticeship	0	0	0	0	0	0	0	0	0	0	şagirdlik
approach	0	0	0	0	0	0	0	0	0	0	yanaşma
approaching	0	1	0	0	0	0	0	0	0	0	yaxınlaşır
approbation	0	0	0	0	0	0	1	0	0	1	aprobasiya
appropriation	0	0	0	0	0	1	0	0	0	0	mənimsəmə
approval	0	0	0	0	0	0	1	0	0	0	təsdiq
approve	0	0	0	0	1	0	1	0	0	1	təsdiq etmək
approving	0	0	0	0	0	0	1	0	0	0	təsdiq edir
approximate	0	0	0	0	0	0	0	0	0	0	təxmini
approximately	0	0	0	0	0	0	0	0	0	0	təxminən
approximating	0	0	0	0	0	0	0	0	0	0	yaxınlaşdıran
approximation	0	0	0	0	0	0	0	0	0	0	yaxınlaşma
appurtenances	0	0	0	0	0	0	0	0	0	0	avadanlıqlar
apron	0	0	0	0	0	0	0	0	0	0	önlük
apt	0	0	0	0	0	0	1	0	0	0	tutarlı
aptitude	0	0	0	0	0	0	1	0	0	0	qabiliyyət
aqua	0	0	0	0	0	0	0	0	0	0	aqua
aquamarine	0	0	0	0	0	0	0	0	0	0	akuamarin
aquarium	0	0	0	0	0	0	0	0	0	0	akvarium
aquatic	0	0	0	0	0	0	0	0	0	0	su
aqueduct	0	0	0	0	0	0	0	0	0	0	su kəməri
aqueous	0	0	0	0	0	0	0	0	0	0	sulu
arable	0	0	0	0	0	0	0	0	0	0	əkinə yararlı
arbiter	0	0	0	0	0	0	0	0	0	1	hakim
arbitrate	0	0	0	0	0	0	0	0	0	0	arbitraj
arbitration	0	1	0	0	0	0	0	0	0	0	Arbitraj
arbitrator	0	0	0	0	0	0	0	0	0	1	arbitr
arbor	0	0	0	0	0	0	0	0	0	0	çardaq
arc	0	0	0	0	0	0	0	0	0	0	qövs
arcade	0	0	0	0	0	0	0	0	0	0	arkada
arch	0	0	0	0	0	0	0	0	0	0	tağ
archaeological	0	0	0	0	0	0	0	0	0	0	arxeoloji
archaeologist	0	0	0	0	0	0	0	0	0	0	arxeoloq
archaeology	0	1	0	0	0	0	1	0	0	0	arxeologiya
archaic	0	0	0	0	0	1	0	0	0	0	arxaik
archbishop	0	0	0	0	0	0	0	0	0	0	arxiyepiskop
arched	0	0	0	0	0	0	0	0	0	0	tağlı
archer	0	0	0	0	0	0	0	0	0	0	oxatan
archery	0	0	0	0	0	0	0	0	0	0	oxatma
archetype	0	0	0	0	0	0	0	0	0	0	arxetip
archipelago	0	0	0	0	0	0	0	0	0	0	arxipelaq
architect	0	0	0	0	0	0	0	0	0	0	memar
architecture	0	0	0	0	0	0	0	0	0	1	memarlıq
archive	0	0	0	0	0	0	0	0	0	0	arxiv
arctic	0	0	0	0	0	0	0	0	0	0	arktika
ardent	0	1	0	0	1	0	1	0	0	0	alovlu
ardor	0	0	0	0	0	0	1	0	0	0	şövq
arduous	0	0	0	0	0	1	0	0	0	0	çətin
area	0	0	0	0	0	0	0	0	0	0	sahə
arena	0	0	0	0	0	0	0	0	0	0	arena
areola	0	0	0	0	0	0	0	0	0	0	areola
argent	0	0	0	0	0	0	0	0	0	0	argent
argue	1	0	0	0	0	1	0	0	0	0	mübahisə etmək
argument	1	0	0	0	0	1	0	0	0	0	arqument
argumentation	1	0	0	0	0	0	0	0	0	0	arqumentasiya
argumentative	0	0	0	0	0	1	0	0	0	0	mübahisəli
arguments	1	0	0	0	0	0	0	0	0	0	arqumentlər
arid	0	0	0	0	0	1	0	1	0	0	quraq
aristocracy	0	0	0	0	0	0	1	0	0	0	aristokratiya
aristocrat	0	0	0	0	0	0	0	0	0	0	aristokrat
aristocratic	0	0	0	0	0	0	1	0	0	0	aristokratik
arithmetic	0	0	0	0	0	0	0	0	0	0	hesab
ark	0	0	0	0	0	0	0	0	0	0	gəmi
arm	0	0	0	0	0	0	0	0	0	0	qol
armada	0	0	0	0	0	0	0	0	0	0	armada
armament	1	0	0	1	0	0	0	0	0	0	silahlanma
armaments	0	0	0	1	0	1	0	0	0	0	silahlanma
armature	0	0	0	0	0	0	0	0	0	0	armatur
armed	1	0	0	1	0	1	1	0	0	0	silahlı
armor	0	0	0	1	0	0	1	0	0	1	zireh
armored	0	0	0	1	0	0	0	0	0	0	zirehli
armory	0	0	0	0	0	0	0	0	0	1	silah anbarı
arms	0	0	0	0	0	0	0	0	0	0	silah
army	0	0	0	0	0	0	0	0	0	0	ordu
aroma	0	0	0	0	0	0	1	0	0	0	aroma
arousal	0	0	0	0	0	0	0	0	0	0	oyanma
arouse	0	1	0	0	0	0	1	0	0	0	oyatmaq
arraignment	1	0	0	1	0	1	0	1	0	0	ittiham
arrange	0	0	0	0	0	0	0	0	0	0	təşkil etmək
arranged	0	0	0	0	0	0	0	0	0	0	təşkil edilmişdir
arrangement	0	0	0	0	0	0	0	0	0	0	tənzimləmə
array	0	0	0	0	0	0	1	0	0	0	massiv
arrears	0	0	0	0	0	1	0	0	0	0	borclar
arrest	0	0	0	0	0	1	0	0	0	0	həbs
arrival	0	1	0	0	0	0	0	0	0	0	gəliş
arrive	0	1	0	0	0	0	0	0	0	0	gəlmək
arrogance	0	0	0	0	0	1	0	0	0	0	təkəbbür
arrogant	1	0	1	0	0	1	0	0	0	0	təkəbbürlü
arrow	0	0	0	0	0	0	0	0	0	0	ox
arsenal	0	0	0	0	0	0	0	0	0	0	arsenal
arsenic	0	0	1	1	0	1	0	1	0	0	arsen
arson	1	0	0	1	0	1	0	0	0	0	yandırma
art	0	1	0	0	1	0	1	1	1	0	incəsənət
artery	0	0	0	0	0	0	0	0	0	0	arteriya
artful	0	0	0	0	0	0	0	0	0	0	sənətkar
arthropod	0	0	0	0	0	0	0	0	0	0	artropod
artichoke	0	0	0	0	0	0	0	0	0	0	artishok
article	0	0	0	0	0	0	0	0	0	0	məqalə
articles	0	0	0	0	0	0	0	0	0	0	məqalələr
articulate	0	0	0	0	0	0	1	0	0	0	ifadə etmək
articulation	0	0	0	0	0	0	1	0	0	0	artikulyasiya
artifice	0	0	0	0	0	0	0	0	0	0	sünilik
artillery	0	0	0	1	0	1	0	0	0	0	artilleriya
artisan	0	0	0	0	0	0	1	0	0	0	sənətkar
artist	0	0	0	0	0	0	0	0	0	0	rəssam
artiste	0	0	0	0	0	0	1	0	0	0	artist
artistic	0	0	0	0	0	0	1	0	0	0	bədii
artists	0	0	0	0	0	0	0	0	0	0	rəssamlar
ascend	0	0	0	0	0	0	0	0	0	0	qalxmaq
ascendancy	0	0	0	0	0	0	1	0	0	0	yüksəliş
ascension	0	0	0	0	0	0	0	0	0	0	yüksəliş
ascent	0	0	0	0	0	0	1	0	0	0	yoxuş
ascertain	0	0	0	0	0	0	0	0	0	0	müəyyən etmək
ascertained	0	0	0	0	0	0	0	0	0	0	müəyyən edilmişdir
ascetic	0	0	0	0	0	0	0	0	0	0	asket
ash	0	0	0	0	0	1	0	0	0	0	kül
ashamed	0	0	1	0	0	1	0	1	0	0	utandım
ashes	0	0	0	0	0	1	0	1	0	0	kül
asleep	0	0	0	0	0	0	0	0	0	0	yuxuda
asp	0	0	0	1	0	0	0	0	0	0	asp
aspartame	0	0	0	0	0	0	0	0	0	0	aspartam
aspect	0	0	0	0	0	0	0	0	0	0	aspekti
aspects	0	0	0	0	0	0	0	0	0	0	aspektləri
asphalt	0	0	0	0	0	0	0	0	0	0	asfalt
aspiration	0	1	0	0	1	0	1	0	1	1	istək
aspire	0	1	0	0	1	0	1	0	0	0	can atmaq
aspiring	0	1	0	0	1	0	1	0	0	1	həvəsli
ass	0	0	0	0	0	1	0	0	0	0	eşşək
assail	1	0	0	1	0	1	0	0	1	0	hücum
assailant	1	0	0	1	0	1	0	1	0	0	basqınçı
assassin	1	0	0	1	0	1	0	1	0	0	qatil
assassinate	1	0	0	1	0	1	0	0	0	0	sui-qəsd etmək
assassination	1	0	0	1	0	1	0	1	0	0	sui-qəsd
assault	1	0	0	1	0	1	0	0	0	0	basqın
assay	0	0	0	0	0	0	0	0	0	0	analiz
assemblage	0	0	0	0	0	0	0	0	0	0	yığma
assemble	0	0	0	0	0	0	0	0	0	0	yığmaq
assembled	0	0	0	0	0	0	0	0	0	0	yığılmışdır
assembly	0	0	0	0	0	0	1	0	0	1	montaj
assent	0	0	0	0	0	0	1	0	0	0	razılıq
assert	0	0	0	0	0	0	0	0	0	0	iddia etmək
asserting	0	0	0	0	0	0	1	0	0	1	iddia edir
assertion	0	0	0	0	0	0	0	0	0	0	iddia
assess	0	0	0	0	0	0	0	0	0	0	qiymətləndirmək
assessment	0	0	0	0	0	0	0	0	1	1	qiymətləndirilməsi
assessor	0	0	0	0	0	0	0	0	0	1	qiymətləndirici
assets	0	0	0	0	0	0	1	0	0	0	aktivlər
asshole	1	0	1	0	0	1	0	0	0	0	göt
assign	0	0	0	0	0	0	0	0	0	0	təyin etmək
assignee	0	0	0	0	0	0	0	0	0	1	təyin edən
assignment	0	0	0	0	0	0	0	0	0	0	tapşırıq
assimilate	0	0	0	0	0	0	0	0	0	0	assimilyasiya etmək
assimilation	0	0	0	0	0	0	0	0	0	0	assimilyasiya
assist	0	0	0	0	0	0	1	0	0	1	yardım etmək
assistance	0	0	0	0	0	0	1	0	0	0	yardım
assistant	0	0	0	0	0	0	0	0	0	0	köməkçi
associate	0	0	0	0	0	0	1	0	0	1	şərik
association	0	0	0	0	0	0	0	0	0	1	assosiasiya
assorted	0	0	0	0	0	0	0	0	0	0	çeşidli
assortment	0	0	0	0	0	0	0	0	0	0	çeşid
assuage	0	0	0	0	0	0	1	0	0	0	sakitləşdirmək
assumed	0	0	0	0	0	0	0	0	0	0	güman edilir
assuming	0	0	0	0	0	0	0	0	0	0	güman edərək
assumption	0	0	0	0	0	0	0	0	0	0	fərziyyə
assurance	0	0	0	0	0	0	1	0	0	1	təminat
assure	0	0	0	0	0	0	0	0	0	1	təmin etmək
assured	0	0	0	0	0	0	1	0	0	1	arxayın olub
assuredly	0	0	0	0	0	0	0	0	0	1	mütləq
asterisk	0	0	0	0	0	0	0	0	0	0	ulduz
asteroids	0	0	0	0	0	0	0	0	0	0	asteroidlər
astigmatism	0	0	0	0	0	0	0	0	0	0	astiqmatizm
astonishingly	0	0	0	0	0	0	1	0	1	0	heyrətamiz şəkildə
astonishment	0	0	0	0	1	0	1	0	1	0	heyrət
astral	0	0	0	0	0	0	0	0	0	0	astral
astray	0	0	0	1	0	1	0	0	0	0	azmaq
astringent	0	0	0	0	0	1	0	0	0	0	büzücü
astrologer	0	1	0	0	0	0	1	0	0	0	astroloq
astrology	0	0	0	0	0	0	0	0	0	0	astrologiya
astronaut	0	0	0	0	0	0	1	0	0	0	astronavt
astronomer	0	1	0	0	0	0	1	0	0	0	astronom
astronomy	0	0	0	0	0	0	0	0	0	0	astronomiya
astute	0	0	0	0	0	0	1	0	0	0	zirək
asunder	0	0	0	0	0	0	0	0	0	0	parçalamaq
asylum	0	0	0	1	0	1	0	0	0	0	sığınacaq
asymmetric	0	0	0	0	0	0	0	0	0	0	asimmetrik
asymmetry	0	0	1	0	0	0	0	0	0	0	asimmetriya
asymptotic	0	0	0	0	0	0	0	0	0	0	asimptotik
atelier	0	0	0	0	0	0	0	0	0	0	atelye
atheism	0	0	0	0	0	1	0	0	0	0	ateizm
atheistic	0	0	0	0	0	0	0	0	0	0	ateist
atherosclerosis	0	0	0	1	0	1	0	1	0	0	ateroskleroz
athlete	0	0	0	0	0	0	1	0	0	0	atlet
athletic	0	0	0	0	0	0	1	0	0	0	atletik
athleticism	0	0	0	0	0	0	0	0	0	0	atletizm
athletics	0	0	0	0	0	0	0	0	0	0	atletika
atlas	0	0	0	0	0	0	0	0	0	0	atlas
atmosphere	0	0	0	0	0	0	0	0	0	0	atmosfer
atmospheric	0	0	0	0	0	0	0	0	0	0	atmosferik
atoll	0	0	0	0	0	0	0	0	0	0	atoll
atom	0	0	0	0	0	0	1	0	0	0	atom
atomic	0	0	0	0	0	0	0	0	0	0	atom
atone	0	1	0	0	1	0	1	0	0	1	kəffarə etmək
atonement	0	0	0	0	0	0	1	0	0	0	kəffarə
atrium	0	0	0	0	0	0	0	0	0	0	atrium
atrocious	1	0	1	0	0	1	0	0	0	0	vəhşi
atrocity	1	0	1	1	0	1	0	1	0	0	vəhşilik
atrophy	0	0	1	1	0	1	0	1	0	0	atrofiya
attach	0	0	0	0	0	0	0	0	0	0	əlavə edin
attachment	0	0	0	0	0	0	1	0	0	0	qoşma
attack	1	0	0	1	0	1	0	0	0	0	hücum
attacking	1	0	1	1	0	1	0	1	1	0	hücum edir
attain	0	0	0	0	0	0	0	0	0	0	nail olmaq
attainable	0	1	0	0	0	0	1	0	0	0	əldə edilə bilən
attainment	0	0	0	0	0	0	1	0	0	0	nailiyyət
attempt	0	1	0	0	0	0	0	0	0	0	cəhd
attendance	0	1	0	0	0	0	0	0	0	0	iştirak
attendant	0	0	0	0	0	0	1	0	0	1	qulluqçu
attention	0	0	0	0	0	0	1	0	0	0	diqqət
attentive	0	0	0	0	0	0	1	0	0	1	diqqətli
attenuate	0	0	0	0	0	0	0	0	0	0	zəiflətmək
attenuated	0	0	0	0	0	1	0	0	0	0	zəiflədi
attenuation	0	0	0	0	0	1	0	1	0	0	zəifləmə
attest	0	0	0	0	0	0	1	0	0	1	təsdiq etmək
attestation	0	0	0	0	0	0	0	0	0	1	attestasiya
attic	0	0	0	0	0	0	0	0	0	0	çardaq
attire	0	0	0	0	0	0	0	0	0	0	geyim
attitude	0	0	0	0	0	0	0	0	0	0	münasibət
attorney	1	0	0	1	0	0	1	0	0	1	müvəkkil
attraction	0	0	0	0	0	0	1	0	0	0	cazibə
attractiveness	0	0	0	0	0	0	1	0	0	0	cəlbedicilik
attributable	0	0	0	0	0	0	0	0	0	0	aid edilə bilən
attribute	0	0	0	0	0	0	0	0	0	0	atribut
attribution	0	0	0	0	0	0	0	0	0	0	atribut
attrition	0	0	0	0	0	0	0	0	0	0	aşınma
auburn	0	0	0	0	0	0	0	0	0	0	tünd qırmızı
auction	0	1	0	0	0	0	0	0	0	0	hərrac
auctioneer	0	0	0	0	0	0	0	0	0	0	auksionçu
audacious	0	0	0	0	0	0	0	0	0	0	cəsarətli
audacity	0	0	0	0	0	1	0	0	0	0	cəsarət
audible	0	0	0	0	0	0	0	0	0	0	eşidilir
audience	0	1	0	0	0	0	0	0	0	0	tamaşaçı
audit	0	0	0	0	0	0	0	0	0	0	audit
audition	0	0	0	0	0	0	0	0	0	0	dinləmə
auditor	0	0	0	1	0	0	0	0	0	1	auditor
auditorium	0	0	0	0	0	0	0	0	0	0	auditoriya
auditory	0	0	0	0	0	0	0	0	0	0	eşitmə
aught	0	0	0	0	0	0	0	0	0	0	yox
augment	0	0	0	0	0	0	1	0	0	0	artırmaq
augmentation	0	0	0	0	0	0	0	0	0	0	artırılması
august	0	0	0	0	0	0	1	0	0	0	avqust
aunt	0	0	0	0	0	0	1	0	0	1	xala
aura	0	0	0	0	0	0	1	0	0	0	aura
aurora	0	0	0	0	0	0	0	0	0	0	aurora
auspices	0	0	0	0	0	0	0	0	0	0	himayəsi
auspicious	0	1	0	0	1	0	1	0	0	0	xeyirli
austere	0	0	0	1	0	1	0	1	0	0	sərt
austerity	0	0	0	0	0	1	0	0	0	0	qənaət
authentic	0	0	0	0	1	0	1	0	0	1	orijinal
authenticate	0	0	0	0	0	0	0	0	0	1	autentifikasiya edin
authentication	0	0	0	0	0	0	0	0	0	1	identifikasiyası
authenticity	0	0	0	0	0	0	1	0	0	1	həqiqilik
author	0	0	0	0	0	0	1	0	0	1	müəllif
authoritative	0	0	0	0	0	0	1	0	0	1	nüfuzlu
authority	0	0	0	0	0	0	1	0	0	1	səlahiyyət
authorization	0	0	0	0	0	0	1	0	0	1	icazə
authorize	0	0	0	0	0	0	0	0	0	1	icazə verin
authorized	0	0	0	0	0	0	1	0	0	0	səlahiyyətli
authorship	0	0	0	0	0	0	0	0	0	0	müəlliflik
auto	0	0	0	0	0	0	0	0	0	0	avto
autobiography	0	0	0	0	0	0	0	0	0	0	tərcümeyi-halı
autocratic	0	0	0	0	0	1	0	0	0	0	avtokratik
autograph	0	0	0	0	0	0	0	0	0	0	avtoqraf
automatic	0	0	0	0	0	0	0	0	0	1	avtomatik
automobile	0	0	0	0	0	0	0	0	0	0	avtomobil
