English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Basque Word
amphibian	0	0	0	0	0	0	0	0	0	0	anfibioa
amphibious	0	0	0	0	0	0	0	0	0	0	anfibioa
amphitheater	0	0	0	0	0	0	0	0	0	0	anfiteatroa
amplification	0	0	0	0	0	0	0	0	0	0	anplifikazioa
amplify	0	0	0	0	0	0	0	0	0	0	handitu
amplitude	0	0	0	0	0	0	0	0	0	0	anplitudea
amply	0	0	0	0	0	0	0	0	0	0	aski
amputation	0	0	0	0	0	0	0	0	0	0	anputazioa
amulet	0	0	0	0	0	0	0	0	0	0	amuleto
amuse	0	0	0	0	1	0	1	0	0	0	dibertitu
amused	0	0	0	0	1	0	1	0	0	0	dibertitu
amusement	0	0	0	0	1	0	1	0	0	0	dibertsioa
amusing	0	0	0	0	1	0	1	0	0	0	dibertigarria
ana	0	0	0	0	0	0	0	0	0	0	ana
anaconda	0	0	1	1	0	1	0	0	0	0	anakonda
anaesthesia	0	0	0	0	0	0	0	0	0	0	anestesia
anaesthetic	0	0	0	0	0	0	0	0	0	0	anestesikoa
anal	0	0	0	0	0	1	0	0	0	0	anal
analgesic	0	0	0	0	0	0	0	0	0	0	analgesikoa
analogous	0	0	0	0	0	0	0	0	0	0	analogoa
analogue	0	0	0	0	0	0	0	0	0	0	analogikoa
analogy	0	0	0	0	0	0	0	0	0	0	analogia
analysis	0	0	0	0	0	0	0	0	0	0	analisia
analyst	0	1	0	0	0	0	1	0	0	1	analista
analytic	0	0	0	0	0	0	0	0	0	0	analitikoa
analyze	0	0	0	0	0	0	0	0	0	0	aztertu
analyzer	0	0	0	0	0	0	0	0	0	0	analizatzailea
anarchism	1	0	0	1	0	1	0	0	0	0	anarkismoa
anarchist	1	0	0	1	0	1	0	0	0	0	anarkista
anarchy	1	0	0	1	0	1	0	0	0	0	anarkia
anastomosis	0	0	0	0	0	0	0	0	0	0	anastomosia
anathema	1	0	1	1	0	1	0	1	0	0	anatema
anatomic	0	0	0	0	0	0	0	0	0	0	anatomikoa
anatomy	0	0	0	0	0	0	0	0	0	0	anatomia
ancestor	0	0	0	0	0	0	0	0	0	0	arbasoa
ancestral	0	0	0	0	0	0	0	0	0	1	arbaso
ancestry	0	0	0	0	0	0	0	0	0	0	arbasoak
anchor	0	0	0	0	0	0	1	0	0	0	aingura
anchorage	0	0	0	0	0	0	1	1	0	0	ainguraketa
ancient	0	0	0	0	0	1	0	0	0	0	antzinako
ancillary	0	0	0	0	0	0	0	0	0	0	osagarria
androgen	0	0	0	0	0	0	0	0	0	0	androgenoa
anemone	0	0	0	0	0	0	0	0	0	0	anemona
anew	0	0	0	0	0	0	0	0	0	0	berriz
angel	0	1	0	0	1	0	1	0	1	1	aingerua
angelic	0	0	0	0	1	0	1	0	0	1	aingerukoa
anger	1	0	0	0	0	1	0	0	0	0	haserrea
angina	0	0	0	1	0	1	0	0	0	0	angina
angiography	0	0	0	0	0	0	0	0	0	0	angiografia
angle	0	0	0	0	0	0	0	0	0	0	angelua
angling	0	1	0	0	0	1	0	0	0	0	arrantza egitea
angry	1	0	1	0	0	1	0	0	0	0	haserre
anguish	1	0	0	1	0	1	0	1	0	0	larritasuna
angular	0	0	0	0	0	0	0	0	0	0	angeluarra
anhydrous	0	0	0	0	0	0	0	0	0	0	anhidroa
animal	0	0	0	0	0	0	0	0	0	0	animalia
animate	0	0	0	0	0	0	1	0	0	0	animatu
animated	0	0	0	0	1	0	1	0	0	0	animatua
animation	0	0	0	0	0	0	0	0	0	0	animazioa
animosity	1	0	1	1	0	1	0	1	0	0	etsaitasuna
animus	1	0	0	0	0	1	0	0	0	0	animoso
ankle	0	0	0	0	0	0	0	0	0	0	orkatila
annals	0	0	0	0	0	0	0	0	0	0	analak
annex	0	0	0	0	0	0	0	0	0	0	eranskina
annexation	0	0	0	0	0	0	0	0	0	0	anexioa
annexe	0	0	0	0	0	0	0	0	0	0	eranskina
annihilate	1	0	0	1	0	1	0	0	0	0	deuseztatu
annihilated	1	0	0	1	0	1	0	1	0	0	deuseztatu
annihilation	1	0	0	1	0	1	0	1	0	0	suntsipena
annotate	0	0	0	0	0	0	0	0	0	0	ohartarazi
annotation	0	0	0	0	0	0	0	0	0	0	oharpena
announce	0	0	0	0	0	0	0	0	0	0	iragarri
announcement	0	1	0	0	0	0	0	0	0	0	iragarkia
annoy	1	0	1	0	0	1	0	0	0	0	gogaitu
annoyance	1	0	1	0	0	1	0	0	0	0	gogaikarria
annoying	1	0	0	0	0	1	0	0	0	0	gogaikarria
annuity	0	0	0	0	0	0	0	0	0	0	errenta
annul	0	0	0	0	0	1	0	0	0	0	baliogabetu
annular	0	0	0	0	0	0	0	0	0	0	eraztun
annulment	0	0	0	0	0	1	0	1	0	0	baliogabetzea
annulus	0	0	0	0	0	0	0	0	0	0	eraztun
anointing	0	0	0	0	0	0	0	0	0	0	gantzudura
anomalous	0	0	0	0	0	0	0	0	0	0	anomalia
anomaly	0	0	0	1	0	1	0	0	1	0	anomalia
anon	0	0	0	0	0	0	0	0	0	0	anon
anonymous	0	0	0	0	0	1	0	0	0	0	anonimoa
answer	0	0	0	0	0	0	0	0	0	0	erantzun
answerable	0	0	0	0	0	0	0	0	0	1	erantzuleak
answering	0	0	0	0	0	0	0	0	0	0	erantzuten
ant	0	0	0	0	0	0	0	0	0	0	inurri
antagonism	1	0	0	0	0	1	0	0	0	0	antagonismoa
antagonist	1	0	0	0	0	1	0	0	0	0	antagonista
antagonistic	1	0	1	0	0	1	0	0	0	0	antagonista
ante	0	0	0	0	0	0	0	0	0	0	ante
antecedent	0	0	0	0	0	0	0	0	0	0	aurrekaria
antelope	0	0	0	0	0	0	0	0	0	0	antilopea
antenna	0	0	0	0	0	0	0	0	0	0	antena
anterior	0	0	0	0	0	0	0	0	0	0	aurrekoa
anthem	0	0	0	0	0	0	0	0	0	0	ereserkia
anthology	0	0	0	0	0	0	0	0	0	0	antologia
anthrax	0	0	1	1	0	1	0	1	0	0	antraxa
anthropology	0	0	0	0	0	0	0	0	0	0	antropologia
antibiotic	0	0	0	0	0	0	0	0	0	0	antibiotikoa
antibiotics	0	0	0	0	0	0	1	0	0	0	antibiotikoak
antichrist	1	0	1	1	0	1	0	0	0	0	antikristo
anticipation	0	1	0	0	0	0	0	0	0	0	aurreikuspena
anticipatory	0	1	0	0	0	0	0	0	0	0	aurrea hartzeko
antidote	0	1	0	0	0	0	1	0	0	1	antidotoa
antifungal	0	0	0	0	0	0	1	0	0	1	antifungikoa
antimony	0	0	0	0	0	0	0	0	0	0	antimonioa
antipathy	1	0	1	0	0	1	0	0	0	0	antipatia
antiquarian	0	0	0	0	0	0	0	0	0	0	antikuarioa
antiquated	0	0	0	0	0	1	0	0	0	0	zaharkitua
antique	0	0	0	0	0	0	1	0	0	0	antzinako
antiquity	0	0	0	0	0	0	0	0	0	0	antzinatasuna
antiseptic	0	0	0	0	0	0	1	0	0	1	antiseptikoa
antisocial	1	0	1	1	0	1	0	1	0	0	antisoziala
antithesis	1	0	0	0	0	1	0	0	0	0	antitesia
antithetical	0	0	0	0	0	0	0	0	0	0	antitetikoa
antiviral	0	0	0	0	0	0	0	0	0	0	birusen aurkakoa
antler	0	0	0	0	0	0	0	0	0	0	adarka
anvil	0	0	0	0	0	0	0	0	0	0	ingude
anxiety	1	1	0	1	0	1	0	1	0	0	antsietatea
anxious	0	1	0	1	0	1	0	0	0	0	urduri
aorta	0	0	0	0	0	0	0	0	0	0	aorta
apace	0	0	0	0	0	0	0	0	0	0	patxadaz
apache	0	0	0	1	0	1	0	0	0	0	apache
apartment	0	0	0	0	0	0	0	0	0	0	apartamentua
apathetic	0	0	0	0	0	1	0	1	0	0	apatikoa
apathy	0	0	0	0	0	1	0	1	0	0	apatia
ape	0	0	0	0	0	0	0	0	0	0	tximinoa
aperture	0	0	0	0	0	0	0	0	0	0	irekiera
apex	0	0	0	0	0	0	0	0	0	0	erpina
aphid	0	0	1	0	0	1	0	0	0	0	afidoa
apiece	0	0	0	0	0	0	0	0	0	0	zati bat
aplomb	0	0	0	0	0	0	1	0	0	0	aplomba
apocalyptic	0	0	0	0	0	0	0	0	0	0	apokaliptikoa
apologetic	0	0	0	0	0	0	1	0	0	1	barkamena
apologist	0	0	0	0	0	0	0	0	0	0	apologia
apologize	0	0	0	0	0	0	1	1	0	1	barkamena eskatu
apology	0	0	0	0	0	0	1	0	0	0	barkamena
apostasy	0	0	0	0	0	0	0	0	0	0	apostasia
apostate	0	0	0	0	0	0	0	0	0	0	apostatu
apostle	0	0	0	0	0	0	1	0	0	1	apostolu
apostolic	0	0	0	0	0	0	0	0	0	1	apostolikoa
apostrophe	0	0	0	0	0	0	0	0	0	0	apostrofa
appalling	0	0	1	1	0	1	0	0	0	0	ikaragarria
apparatus	0	0	0	0	0	0	0	0	0	0	aparatua
apparel	0	0	0	0	0	0	0	0	0	0	jantziak
apparently	0	0	0	0	0	0	0	0	0	0	itxuraz
apparition	0	0	0	1	0	0	0	0	1	0	agerpena
appeal	0	1	0	0	0	0	0	0	0	0	errekurtsoa
appearance	0	0	0	0	0	0	0	0	0	0	itxura
appease	0	0	0	0	0	0	0	0	0	0	baretu
appellant	0	0	0	0	0	0	0	0	0	0	errekurtsogilea
append	0	0	0	0	0	0	0	0	0	0	erantsi
appendage	0	0	0	0	0	0	0	0	0	0	eranskina
appendicitis	0	0	0	1	0	1	0	1	0	0	apendizitisa
appendix	0	0	0	0	0	0	0	0	0	0	eranskina
appetite	0	0	0	0	0	0	0	0	0	0	gosea
appetizer	0	0	0	0	0	0	0	0	0	0	hamaiketakoa
applause	0	0	0	0	1	0	1	0	1	1	txaloak
apple	0	0	0	0	0	0	0	0	0	0	sagarra
appliance	0	0	0	0	0	0	0	0	0	0	aparatua
appliances	0	0	0	0	0	0	0	0	0	0	etxetresna elektrikoak
applicability	0	0	0	0	0	0	0	0	0	0	aplikagarritasuna
applicable	0	0	0	0	0	0	0	0	0	0	aplikagarriak
applicant	0	1	0	0	0	0	0	0	0	0	eskatzailea
application	0	0	0	0	0	0	0	0	0	0	aplikazio
apply	0	0	0	0	0	0	0	0	0	0	aplikatu
appoint	0	0	0	0	0	0	0	0	0	0	izendatu
appointment	0	0	0	0	0	0	0	0	0	0	hitzordua
appointments	0	0	0	0	0	0	0	0	0	0	hitzorduak
apportion	0	0	0	0	0	0	0	0	0	0	banatzea
apportionment	0	0	0	0	0	0	0	0	0	0	banaketa
appraise	0	0	0	0	0	0	0	0	0	0	baloratu
appreciable	0	0	0	0	0	0	0	0	0	0	estimagarria
appreciation	0	0	0	0	1	0	1	0	0	1	estimua
apprehend	0	0	0	1	0	0	0	0	0	0	atzeman
apprehension	0	0	0	1	0	1	0	0	0	0	atzematea
apprehensive	0	1	0	1	0	1	0	0	0	0	beldurra
apprentice	0	0	0	0	0	0	0	0	0	1	aprendiz
apprenticeship	0	0	0	0	0	0	0	0	0	0	ikaskuntza
approach	0	0	0	0	0	0	0	0	0	0	hurbildu
approaching	0	1	0	0	0	0	0	0	0	0	hurbiltzen
approbation	0	0	0	0	0	0	1	0	0	1	onespena
appropriation	0	0	0	0	0	1	0	0	0	0	jabetzea
approval	0	0	0	0	0	0	1	0	0	0	onespena
approve	0	0	0	0	1	0	1	0	0	1	onartzea
approving	0	0	0	0	0	0	1	0	0	0	onesten
approximate	0	0	0	0	0	0	0	0	0	0	gutxi gorabeherako
approximately	0	0	0	0	0	0	0	0	0	0	gutxi gorabehera
approximating	0	0	0	0	0	0	0	0	0	0	gutxi gorabehera
approximation	0	0	0	0	0	0	0	0	0	0	hurbilketa
appurtenances	0	0	0	0	0	0	0	0	0	0	osagarriak
apron	0	0	0	0	0	0	0	0	0	0	mantala
apt	0	0	0	0	0	0	1	0	0	0	egoki
aptitude	0	0	0	0	0	0	1	0	0	0	gaitasun
aqua	0	0	0	0	0	0	0	0	0	0	aqua
aquamarine	0	0	0	0	0	0	0	0	0	0	ur-marina
aquarium	0	0	0	0	0	0	0	0	0	0	akuarioa
aquatic	0	0	0	0	0	0	0	0	0	0	uretakoak
aqueduct	0	0	0	0	0	0	0	0	0	0	akueduktua
aqueous	0	0	0	0	0	0	0	0	0	0	urtsua
arable	0	0	0	0	0	0	0	0	0	0	laborantza
arbiter	0	0	0	0	0	0	0	0	0	1	arbitro
arbitrate	0	0	0	0	0	0	0	0	0	0	arbitraje
arbitration	0	1	0	0	0	0	0	0	0	0	arbitrajea
arbitrator	0	0	0	0	0	0	0	0	0	1	arbitro
arbor	0	0	0	0	0	0	0	0	0	0	arbola
arc	0	0	0	0	0	0	0	0	0	0	arkua
arcade	0	0	0	0	0	0	0	0	0	0	arkupea
arch	0	0	0	0	0	0	0	0	0	0	arku
archaeological	0	0	0	0	0	0	0	0	0	0	arkeologikoak
archaeologist	0	0	0	0	0	0	0	0	0	0	arkeologoa
archaeology	0	1	0	0	0	0	1	0	0	0	arkeologia
archaic	0	0	0	0	0	1	0	0	0	0	arkaikoa
archbishop	0	0	0	0	0	0	0	0	0	0	artzapezpikua
arched	0	0	0	0	0	0	0	0	0	0	arkuduna
archer	0	0	0	0	0	0	0	0	0	0	arkularia
archery	0	0	0	0	0	0	0	0	0	0	arku-tiroa
archetype	0	0	0	0	0	0	0	0	0	0	arketipoa
archipelago	0	0	0	0	0	0	0	0	0	0	artxipelago
architect	0	0	0	0	0	0	0	0	0	0	arkitektoa
architecture	0	0	0	0	0	0	0	0	0	1	arkitektura
archive	0	0	0	0	0	0	0	0	0	0	artxiboa
arctic	0	0	0	0	0	0	0	0	0	0	artikoa
ardent	0	1	0	0	1	0	1	0	0	0	sutsu
ardor	0	0	0	0	0	0	1	0	0	0	ardura
arduous	0	0	0	0	0	1	0	0	0	0	neketsua
area	0	0	0	0	0	0	0	0	0	0	eremua
arena	0	0	0	0	0	0	0	0	0	0	arena
areola	0	0	0	0	0	0	0	0	0	0	areola
argent	0	0	0	0	0	0	0	0	0	0	argentea
argue	1	0	0	0	0	1	0	0	0	0	argudiatu
argument	1	0	0	0	0	1	0	0	0	0	argumentua
argumentation	1	0	0	0	0	0	0	0	0	0	argudioa
argumentative	0	0	0	0	0	1	0	0	0	0	argudiozkoa
arguments	1	0	0	0	0	0	0	0	0	0	argudioak
arid	0	0	0	0	0	1	0	1	0	0	lehorra
aristocracy	0	0	0	0	0	0	1	0	0	0	aristokrazia
aristocrat	0	0	0	0	0	0	0	0	0	0	aristokrata
aristocratic	0	0	0	0	0	0	1	0	0	0	aristokratikoa
arithmetic	0	0	0	0	0	0	0	0	0	0	aritmetika
ark	0	0	0	0	0	0	0	0	0	0	ark
arm	0	0	0	0	0	0	0	0	0	0	besoa
armada	0	0	0	0	0	0	0	0	0	0	armada
armament	1	0	0	1	0	0	0	0	0	0	armamentua
armaments	0	0	0	1	0	1	0	0	0	0	armamentuak
armature	0	0	0	0	0	0	0	0	0	0	armadura
armed	1	0	0	1	0	1	1	0	0	0	armatua
armor	0	0	0	1	0	0	1	0	0	1	armadura
armored	0	0	0	1	0	0	0	0	0	0	blindatua
armory	0	0	0	0	0	0	0	0	0	1	armeria
arms	0	0	0	0	0	0	0	0	0	0	besoak
army	0	0	0	0	0	0	0	0	0	0	armada
aroma	0	0	0	0	0	0	1	0	0	0	usaina
arousal	0	0	0	0	0	0	0	0	0	0	kitzikapen
arouse	0	1	0	0	0	0	1	0	0	0	piztu
arraignment	1	0	0	1	0	1	0	1	0	0	auzipetzea
arrange	0	0	0	0	0	0	0	0	0	0	antolatu
arranged	0	0	0	0	0	0	0	0	0	0	antolatuta
arrangement	0	0	0	0	0	0	0	0	0	0	antolamendua
array	0	0	0	0	0	0	1	0	0	0	array
arrears	0	0	0	0	0	1	0	0	0	0	atzerapenak
arrest	0	0	0	0	0	1	0	0	0	0	atxiloketa
arrival	0	1	0	0	0	0	0	0	0	0	etorrera
arrive	0	1	0	0	0	0	0	0	0	0	heldu
arrogance	0	0	0	0	0	1	0	0	0	0	harrokeria
arrogant	1	0	1	0	0	1	0	0	0	0	harroputz
arrow	0	0	0	0	0	0	0	0	0	0	gezia
arsenal	0	0	0	0	0	0	0	0	0	0	arsenal
arsenic	0	0	1	1	0	1	0	1	0	0	artsenikoa
arson	1	0	0	1	0	1	0	0	0	0	piztea
art	0	1	0	0	1	0	1	1	1	0	art
artery	0	0	0	0	0	0	0	0	0	0	arteria
artful	0	0	0	0	0	0	0	0	0	0	artetsua
arthropod	0	0	0	0	0	0	0	0	0	0	artropodoa
artichoke	0	0	0	0	0	0	0	0	0	0	alkatxofa
article	0	0	0	0	0	0	0	0	0	0	Artikulu
articles	0	0	0	0	0	0	0	0	0	0	artikuluak
articulate	0	0	0	0	0	0	1	0	0	0	artikulatu
articulation	0	0	0	0	0	0	1	0	0	0	artikulazioa
artifice	0	0	0	0	0	0	0	0	0	0	artifizioa
artillery	0	0	0	1	0	1	0	0	0	0	artilleria
artisan	0	0	0	0	0	0	1	0	0	0	artisaua
artist	0	0	0	0	0	0	0	0	0	0	artista
artiste	0	0	0	0	0	0	1	0	0	0	artista
artistic	0	0	0	0	0	0	1	0	0	0	artistikoa
artists	0	0	0	0	0	0	0	0	0	0	artistak
ascend	0	0	0	0	0	0	0	0	0	0	igo
ascendancy	0	0	0	0	0	0	1	0	0	0	goragotasuna
ascension	0	0	0	0	0	0	0	0	0	0	igoera
ascent	0	0	0	0	0	0	1	0	0	0	igoera
ascertain	0	0	0	0	0	0	0	0	0	0	egiaztatu
ascertained	0	0	0	0	0	0	0	0	0	0	ziurtatuta
ascetic	0	0	0	0	0	0	0	0	0	0	aszetikoa
ash	0	0	0	0	0	1	0	0	0	0	lizarra
ashamed	0	0	1	0	0	1	0	1	0	0	lotsatuta
ashes	0	0	0	0	0	1	0	1	0	0	errautsak
asleep	0	0	0	0	0	0	0	0	0	0	lotan
asp	0	0	0	1	0	0	0	0	0	0	asp
aspartame	0	0	0	0	0	0	0	0	0	0	aspartamoa
aspect	0	0	0	0	0	0	0	0	0	0	alderdia
aspects	0	0	0	0	0	0	0	0	0	0	alderdiak
asphalt	0	0	0	0	0	0	0	0	0	0	asfaltoa
aspiration	0	1	0	0	1	0	1	0	1	1	aspirazioa
aspire	0	1	0	0	1	0	1	0	0	0	aspiratu
aspiring	0	1	0	0	1	0	1	0	0	1	aspiratzailea
ass	0	0	0	0	0	1	0	0	0	0	ipurdia
assail	1	0	0	1	0	1	0	0	1	0	eraso
assailant	1	0	0	1	0	1	0	1	0	0	erasotzailea
assassin	1	0	0	1	0	1	0	1	0	0	hiltzailea
assassinate	1	0	0	1	0	1	0	0	0	0	hil
assassination	1	0	0	1	0	1	0	1	0	0	hilketa
assault	1	0	0	1	0	1	0	0	0	0	eraso
assay	0	0	0	0	0	0	0	0	0	0	saiakuntza
assemblage	0	0	0	0	0	0	0	0	0	0	muntaia
assemble	0	0	0	0	0	0	0	0	0	0	muntatu
assembled	0	0	0	0	0	0	0	0	0	0	muntatu
assembly	0	0	0	0	0	0	1	0	0	1	muntaia
assent	0	0	0	0	0	0	1	0	0	0	onespena
assert	0	0	0	0	0	0	0	0	0	0	baieztatzen
asserting	0	0	0	0	0	0	1	0	0	1	baieztatzen
assertion	0	0	0	0	0	0	0	0	0	0	baieztapena
assess	0	0	0	0	0	0	0	0	0	0	baloratu
assessment	0	0	0	0	0	0	0	0	1	1	balorazioa
assessor	0	0	0	0	0	0	0	0	0	1	ebaluatzailea
assets	0	0	0	0	0	0	1	0	0	0	aktiboak
asshole	1	0	1	0	0	1	0	0	0	0	ipurdia
assign	0	0	0	0	0	0	0	0	0	0	esleitu
assignee	0	0	0	0	0	0	0	0	0	1	esleipendun
assignment	0	0	0	0	0	0	0	0	0	0	esleipena
assimilate	0	0	0	0	0	0	0	0	0	0	asimilatu
assimilation	0	0	0	0	0	0	0	0	0	0	asimilazioa
assist	0	0	0	0	0	0	1	0	0	1	lagundu
assistance	0	0	0	0	0	0	1	0	0	0	laguntza
assistant	0	0	0	0	0	0	0	0	0	0	laguntzailea
associate	0	0	0	0	0	0	1	0	0	1	elkartu
association	0	0	0	0	0	0	0	0	0	1	elkartea
assorted	0	0	0	0	0	0	0	0	0	0	askotariko
assortment	0	0	0	0	0	0	0	0	0	0	sorta
assuage	0	0	0	0	0	0	1	0	0	0	baretu
assumed	0	0	0	0	0	0	0	0	0	0	suposatu
assuming	0	0	0	0	0	0	0	0	0	0	suposatuz
assumption	0	0	0	0	0	0	0	0	0	0	suposizioa
assurance	0	0	0	0	0	0	1	0	0	1	bermea
assure	0	0	0	0	0	0	0	0	0	1	ziurtatu
assured	0	0	0	0	0	0	1	0	0	1	ziurtatua
assuredly	0	0	0	0	0	0	0	0	0	1	ziur aski
asterisk	0	0	0	0	0	0	0	0	0	0	izartxoa
asteroids	0	0	0	0	0	0	0	0	0	0	asteroideak
astigmatism	0	0	0	0	0	0	0	0	0	0	astigmatismoa
astonishingly	0	0	0	0	0	0	1	0	1	0	harrigarriki
astonishment	0	0	0	0	1	0	1	0	1	0	harridura
astral	0	0	0	0	0	0	0	0	0	0	astral
astray	0	0	0	1	0	1	0	0	0	0	okertu
astringent	0	0	0	0	0	1	0	0	0	0	astringentea
astrologer	0	1	0	0	0	0	1	0	0	0	astrologoa
astrology	0	0	0	0	0	0	0	0	0	0	astrologia
astronaut	0	0	0	0	0	0	1	0	0	0	astronauta
astronomer	0	1	0	0	0	0	1	0	0	0	astronomoa
astronomy	0	0	0	0	0	0	0	0	0	0	astronomia
astute	0	0	0	0	0	0	1	0	0	0	zuhurra
asunder	0	0	0	0	0	0	0	0	0	0	zatikatu
asylum	0	0	0	1	0	1	0	0	0	0	asiloa
asymmetric	0	0	0	0	0	0	0	0	0	0	asimetrikoa
asymmetry	0	0	1	0	0	0	0	0	0	0	asimetria
asymptotic	0	0	0	0	0	0	0	0	0	0	asintotikoa
atelier	0	0	0	0	0	0	0	0	0	0	atelierra
atheism	0	0	0	0	0	1	0	0	0	0	ateismoa
atheistic	0	0	0	0	0	0	0	0	0	0	ateoa
atherosclerosis	0	0	0	1	0	1	0	1	0	0	aterosklerosia
athlete	0	0	0	0	0	0	1	0	0	0	atleta
athletic	0	0	0	0	0	0	1	0	0	0	atletikoa
athleticism	0	0	0	0	0	0	0	0	0	0	atletismoa
athletics	0	0	0	0	0	0	0	0	0	0	atletismoa
atlas	0	0	0	0	0	0	0	0	0	0	atlasa
atmosphere	0	0	0	0	0	0	0	0	0	0	giroa
atmospheric	0	0	0	0	0	0	0	0	0	0	atmosferikoa
atoll	0	0	0	0	0	0	0	0	0	0	atoloia
atom	0	0	0	0	0	0	1	0	0	0	atomoa
atomic	0	0	0	0	0	0	0	0	0	0	atomikoa
atone	0	1	0	0	1	0	1	0	0	1	barkatu
atonement	0	0	0	0	0	0	1	0	0	0	barkamena
atrium	0	0	0	0	0	0	0	0	0	0	ataria
atrocious	1	0	1	0	0	1	0	0	0	0	ikaragarria
atrocity	1	0	1	1	0	1	0	1	0	0	ankerkeria
atrophy	0	0	1	1	0	1	0	1	0	0	atrofia
attach	0	0	0	0	0	0	0	0	0	0	erantsi
attachment	0	0	0	0	0	0	1	0	0	0	eranskina
attack	1	0	0	1	0	1	0	0	0	0	erasoa
attacking	1	0	1	1	0	1	0	1	1	0	erasotzen
attain	0	0	0	0	0	0	0	0	0	0	lortu
attainable	0	1	0	0	0	0	1	0	0	0	lorgarri
attainment	0	0	0	0	0	0	1	0	0	0	lorpena
attempt	0	1	0	0	0	0	0	0	0	0	saiakera
attendance	0	1	0	0	0	0	0	0	0	0	asistentzia
attendant	0	0	0	0	0	0	1	0	0	1	laguntzaile
attention	0	0	0	0	0	0	1	0	0	0	arreta
attentive	0	0	0	0	0	0	1	0	0	1	adi
attenuate	0	0	0	0	0	0	0	0	0	0	apaldu
attenuated	0	0	0	0	0	1	0	0	0	0	apaldu
attenuation	0	0	0	0	0	1	0	1	0	0	atenuazioa
attest	0	0	0	0	0	0	1	0	0	1	egiaztatzen
attestation	0	0	0	0	0	0	0	0	0	1	aitorpena
attic	0	0	0	0	0	0	0	0	0	0	ganbara
attire	0	0	0	0	0	0	0	0	0	0	janzkera
attitude	0	0	0	0	0	0	0	0	0	0	jarrera
attorney	1	0	0	1	0	0	1	0	0	1	abokatua
attraction	0	0	0	0	0	0	1	0	0	0	erakarpena
attractiveness	0	0	0	0	0	0	1	0	0	0	erakargarritasuna
attributable	0	0	0	0	0	0	0	0	0	0	egozgarria
attribute	0	0	0	0	0	0	0	0	0	0	atributu
attribution	0	0	0	0	0	0	0	0	0	0	atribuzioa
attrition	0	0	0	0	0	0	0	0	0	0	higadura
auburn	0	0	0	0	0	0	0	0	0	0	gorria
auction	0	1	0	0	0	0	0	0	0	0	enkantea
auctioneer	0	0	0	0	0	0	0	0	0	0	enkantea
audacious	0	0	0	0	0	0	0	0	0	0	ausarta
audacity	0	0	0	0	0	1	0	0	0	0	ausardia
audible	0	0	0	0	0	0	0	0	0	0	entzungarria
audience	0	1	0	0	0	0	0	0	0	0	publikoa
audit	0	0	0	0	0	0	0	0	0	0	auditoria
audition	0	0	0	0	0	0	0	0	0	0	entzunaldia
auditor	0	0	0	1	0	0	0	0	0	1	auditorea
auditorium	0	0	0	0	0	0	0	0	0	0	auditorioa
auditory	0	0	0	0	0	0	0	0	0	0	entzumenezkoa
aught	0	0	0	0	0	0	0	0	0	0	ezer
augment	0	0	0	0	0	0	1	0	0	0	areagotu
augmentation	0	0	0	0	0	0	0	0	0	0	handitze
august	0	0	0	0	0	0	1	0	0	0	Abuztu
aunt	0	0	0	0	0	0	1	0	0	1	izeba
aura	0	0	0	0	0	0	1	0	0	0	aura
aurora	0	0	0	0	0	0	0	0	0	0	aurora
auspices	0	0	0	0	0	0	0	0	0	0	auspizioak
auspicious	0	1	0	0	1	0	1	0	0	0	aproposa
austere	0	0	0	1	0	1	0	1	0	0	soil
austerity	0	0	0	0	0	1	0	0	0	0	austeritatea
authentic	0	0	0	0	1	0	1	0	0	1	benetakoa
authenticate	0	0	0	0	0	0	0	0	0	1	autentifikatu
authentication	0	0	0	0	0	0	0	0	0	1	autentifikazioa
authenticity	0	0	0	0	0	0	1	0	0	1	benetakotasuna
author	0	0	0	0	0	0	1	0	0	1	egilea
authoritative	0	0	0	0	0	0	1	0	0	1	autoritarioa
authority	0	0	0	0	0	0	1	0	0	1	agintaritza
authorization	0	0	0	0	0	0	1	0	0	1	baimena
authorize	0	0	0	0	0	0	0	0	0	1	baimendu
authorized	0	0	0	0	0	0	1	0	0	0	baimenduta
authorship	0	0	0	0	0	0	0	0	0	0	egiletza
auto	0	0	0	0	0	0	0	0	0	0	autoa
autobiography	0	0	0	0	0	0	0	0	0	0	autobiografia
autocratic	0	0	0	0	0	1	0	0	0	0	autokratikoa
autograph	0	0	0	0	0	0	0	0	0	0	autografoa
automatic	0	0	0	0	0	0	0	0	0	1	automatikoa
automobile	0	0	0	0	0	0	0	0	0	0	automobila
autonomy	0	0	0	0	0	0	0	0	0	0	autonomia
autopsy	0	0	1	1	0	1	0	1	0	0	autopsia
autumn	0	0	0	0	0	0	0	0	0	0	udazkena
auxiliary	0	0	0	0	0	0	0	0	0	0	laguntzaile
avail	0	0	0	0	0	0	0	0	0	0	baliagarri
avalanche	0	0	0	1	0	1	0	1	1	0	elur-jausi
avarice	1	0	1	0	0	1	0	0	0	0	zitalkeria
avatar	0	0	0	0	0	0	1	0	0	0	abatarra
avenger	1	0	0	0	0	1	0	0	0	0	mendekatzailea
avenue	0	0	0	0	0	0	0	0	0	0	etorbidea
aver	0	0	0	0	0	0	0	0	0	0	aver
average	0	0	0	0	0	0	0	0	0	0	batez bestekoa
averse	1	0	1	1	0	1	0	0	0	0	kontrakoa
