English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Czech Word
amputation	0	0	0	0	0	0	0	0	0	0	amputace
amulet	0	0	0	0	0	0	0	0	0	0	amulet
amuse	0	0	0	0	1	0	1	0	0	0	bavit
amused	0	0	0	0	1	0	1	0	0	0	pobavený
amusement	0	0	0	0	1	0	1	0	0	0	pobavení
amusing	0	0	0	0	1	0	1	0	0	0	zábavný
ana	0	0	0	0	0	0	0	0	0	0	ana
anaconda	0	0	1	1	0	1	0	0	0	0	anakonda
anaesthesia	0	0	0	0	0	0	0	0	0	0	anestézie
anaesthetic	0	0	0	0	0	0	0	0	0	0	anestetikum
anal	0	0	0	0	0	1	0	0	0	0	anální
analgesic	0	0	0	0	0	0	0	0	0	0	analgetikum
analogous	0	0	0	0	0	0	0	0	0	0	analogický
analogue	0	0	0	0	0	0	0	0	0	0	analog
analogy	0	0	0	0	0	0	0	0	0	0	analogie
analysis	0	0	0	0	0	0	0	0	0	0	analýza
analyst	0	1	0	0	0	0	1	0	0	1	analytik
analytic	0	0	0	0	0	0	0	0	0	0	analytický
analyze	0	0	0	0	0	0	0	0	0	0	analyzovat
analyzer	0	0	0	0	0	0	0	0	0	0	analyzátor
anarchism	1	0	0	1	0	1	0	0	0	0	anarchismus
anarchist	1	0	0	1	0	1	0	0	0	0	anarchista
anarchy	1	0	0	1	0	1	0	0	0	0	anarchie
anastomosis	0	0	0	0	0	0	0	0	0	0	anastomóza
anathema	1	0	1	1	0	1	0	1	0	0	anathema
anatomic	0	0	0	0	0	0	0	0	0	0	anatomický
anatomy	0	0	0	0	0	0	0	0	0	0	anatomie
ancestor	0	0	0	0	0	0	0	0	0	0	předek
ancestral	0	0	0	0	0	0	0	0	0	1	rodový
ancestry	0	0	0	0	0	0	0	0	0	0	původ
anchor	0	0	0	0	0	0	1	0	0	0	Kotva
anchorage	0	0	0	0	0	0	1	1	0	0	kotviště
ancient	0	0	0	0	0	1	0	0	0	0	starověký
ancillary	0	0	0	0	0	0	0	0	0	0	vedlejší
androgen	0	0	0	0	0	0	0	0	0	0	androgen
anemone	0	0	0	0	0	0	0	0	0	0	sasanka
anew	0	0	0	0	0	0	0	0	0	0	znovu
angel	0	1	0	0	1	0	1	0	1	1	anděl
angelic	0	0	0	0	1	0	1	0	0	1	andělský
anger	1	0	0	0	0	1	0	0	0	0	hněv
angina	0	0	0	1	0	1	0	0	0	0	angina pectoris
angiography	0	0	0	0	0	0	0	0	0	0	angiografie
angle	0	0	0	0	0	0	0	0	0	0	úhel
angling	0	1	0	0	0	1	0	0	0	0	rybaření
angry	1	0	1	0	0	1	0	0	0	0	rozzlobený
anguish	1	0	0	1	0	1	0	1	0	0	úzkost
angular	0	0	0	0	0	0	0	0	0	0	hranatý
anhydrous	0	0	0	0	0	0	0	0	0	0	bezvodý
animal	0	0	0	0	0	0	0	0	0	0	zvíře
animate	0	0	0	0	0	0	1	0	0	0	animovat
animated	0	0	0	0	1	0	1	0	0	0	animovaný
animation	0	0	0	0	0	0	0	0	0	0	animace
animosity	1	0	1	1	0	1	0	1	0	0	nepřátelství
animus	1	0	0	0	0	1	0	0	0	0	animus
ankle	0	0	0	0	0	0	0	0	0	0	kotník
annals	0	0	0	0	0	0	0	0	0	0	anály
annex	0	0	0	0	0	0	0	0	0	0	Příloha
annexation	0	0	0	0	0	0	0	0	0	0	anexe
annexe	0	0	0	0	0	0	0	0	0	0	přístavba
annihilate	1	0	0	1	0	1	0	0	0	0	zničit
annihilated	1	0	0	1	0	1	0	1	0	0	zničena
annihilation	1	0	0	1	0	1	0	1	0	0	zničení
annotate	0	0	0	0	0	0	0	0	0	0	opatřit poznámkami
annotation	0	0	0	0	0	0	0	0	0	0	anotace
announce	0	0	0	0	0	0	0	0	0	0	oznámit
announcement	0	1	0	0	0	0	0	0	0	0	oznámení
annoy	1	0	1	0	0	1	0	0	0	0	otravovat
annoyance	1	0	1	0	0	1	0	0	0	0	nepříjemnost
annoying	1	0	0	0	0	1	0	0	0	0	nepříjemný
annuity	0	0	0	0	0	0	0	0	0	0	anuita
annul	0	0	0	0	0	1	0	0	0	0	zrušit
annular	0	0	0	0	0	0	0	0	0	0	prstencový
annulment	0	0	0	0	0	1	0	1	0	0	zrušení
annulus	0	0	0	0	0	0	0	0	0	0	prstenec
anointing	0	0	0	0	0	0	0	0	0	0	pomazání
anomalous	0	0	0	0	0	0	0	0	0	0	anomální
anomaly	0	0	0	1	0	1	0	0	1	0	anomálie
anon	0	0	0	0	0	0	0	0	0	0	anon
anonymous	0	0	0	0	0	1	0	0	0	0	anonymní
answer	0	0	0	0	0	0	0	0	0	0	Odpovědět
answerable	0	0	0	0	0	0	0	0	0	1	odpovědný
answering	0	0	0	0	0	0	0	0	0	0	odpovídání
ant	0	0	0	0	0	0	0	0	0	0	mravenec
antagonism	1	0	0	0	0	1	0	0	0	0	antagonismus
antagonist	1	0	0	0	0	1	0	0	0	0	antagonista
antagonistic	1	0	1	0	0	1	0	0	0	0	antagonistický
ante	0	0	0	0	0	0	0	0	0	0	ante
antecedent	0	0	0	0	0	0	0	0	0	0	předchůdce
antelope	0	0	0	0	0	0	0	0	0	0	antilopa
antenna	0	0	0	0	0	0	0	0	0	0	anténa
anterior	0	0	0	0	0	0	0	0	0	0	přední
anthem	0	0	0	0	0	0	0	0	0	0	hymna
anthology	0	0	0	0	0	0	0	0	0	0	antologie
anthrax	0	0	1	1	0	1	0	1	0	0	antrax
anthropology	0	0	0	0	0	0	0	0	0	0	antropologie
antibiotic	0	0	0	0	0	0	0	0	0	0	antibiotikum
antibiotics	0	0	0	0	0	0	1	0	0	0	antibiotika
antichrist	1	0	1	1	0	1	0	0	0	0	antikrist
anticipation	0	1	0	0	0	0	0	0	0	0	očekávání
anticipatory	0	1	0	0	0	0	0	0	0	0	předvídavý
antidote	0	1	0	0	0	0	1	0	0	1	protijed
antifungal	0	0	0	0	0	0	1	0	0	1	antimykotikum
antimony	0	0	0	0	0	0	0	0	0	0	antimon
antipathy	1	0	1	0	0	1	0	0	0	0	antipatie
antiquarian	0	0	0	0	0	0	0	0	0	0	starožitný
antiquated	0	0	0	0	0	1	0	0	0	0	zastaralý
antique	0	0	0	0	0	0	1	0	0	0	starožitný
antiquity	0	0	0	0	0	0	0	0	0	0	starověk
antiseptic	0	0	0	0	0	0	1	0	0	1	antiseptický
antisocial	1	0	1	1	0	1	0	1	0	0	asociální
antithesis	1	0	0	0	0	1	0	0	0	0	protiklad
antithetical	0	0	0	0	0	0	0	0	0	0	protikladný
antiviral	0	0	0	0	0	0	0	0	0	0	antivirový
antler	0	0	0	0	0	0	0	0	0	0	paroh
anvil	0	0	0	0	0	0	0	0	0	0	kovadlina
anxiety	1	1	0	1	0	1	0	1	0	0	úzkost
anxious	0	1	0	1	0	1	0	0	0	0	úzkostný
aorta	0	0	0	0	0	0	0	0	0	0	aorta
apace	0	0	0	0	0	0	0	0	0	0	rychle
apache	0	0	0	1	0	1	0	0	0	0	apache
apartment	0	0	0	0	0	0	0	0	0	0	byt
apathetic	0	0	0	0	0	1	0	1	0	0	apatický
apathy	0	0	0	0	0	1	0	1	0	0	apatie
ape	0	0	0	0	0	0	0	0	0	0	opice
aperture	0	0	0	0	0	0	0	0	0	0	clona
apex	0	0	0	0	0	0	0	0	0	0	vrchol
aphid	0	0	1	0	0	1	0	0	0	0	mšice
apiece	0	0	0	0	0	0	0	0	0	0	kus
aplomb	0	0	0	0	0	0	1	0	0	0	aplomb
apocalyptic	0	0	0	0	0	0	0	0	0	0	apokalyptický
apologetic	0	0	0	0	0	0	1	0	0	1	omluvný
apologist	0	0	0	0	0	0	0	0	0	0	apologeta
apologize	0	0	0	0	0	0	1	1	0	1	omluvit se
apology	0	0	0	0	0	0	1	0	0	0	omluva
apostasy	0	0	0	0	0	0	0	0	0	0	odpadnutí
apostate	0	0	0	0	0	0	0	0	0	0	odpadlík
apostle	0	0	0	0	0	0	1	0	0	1	apoštol
apostolic	0	0	0	0	0	0	0	0	0	1	apoštolský
apostrophe	0	0	0	0	0	0	0	0	0	0	apostrof
appalling	0	0	1	1	0	1	0	0	0	0	otřesné
apparatus	0	0	0	0	0	0	0	0	0	0	zařízení
apparel	0	0	0	0	0	0	0	0	0	0	oděv
apparently	0	0	0	0	0	0	0	0	0	0	zřejmě
apparition	0	0	0	1	0	0	0	0	1	0	zjevení
appeal	0	1	0	0	0	0	0	0	0	0	odvolání
appearance	0	0	0	0	0	0	0	0	0	0	vzhled
appease	0	0	0	0	0	0	0	0	0	0	uklidnit
appellant	0	0	0	0	0	0	0	0	0	0	odvolatel
append	0	0	0	0	0	0	0	0	0	0	připojit
appendage	0	0	0	0	0	0	0	0	0	0	přívěsek
appendicitis	0	0	0	1	0	1	0	1	0	0	apendicitida
appendix	0	0	0	0	0	0	0	0	0	0	slepé střevo
appetite	0	0	0	0	0	0	0	0	0	0	chuť
appetizer	0	0	0	0	0	0	0	0	0	0	předkrm
applause	0	0	0	0	1	0	1	0	1	1	potlesk
apple	0	0	0	0	0	0	0	0	0	0	jablko
appliance	0	0	0	0	0	0	0	0	0	0	spotřebič
appliances	0	0	0	0	0	0	0	0	0	0	spotřebiče
applicability	0	0	0	0	0	0	0	0	0	0	použitelnost
applicable	0	0	0	0	0	0	0	0	0	0	použitelný
applicant	0	1	0	0	0	0	0	0	0	0	žadatel
application	0	0	0	0	0	0	0	0	0	0	aplikace
apply	0	0	0	0	0	0	0	0	0	0	aplikovat
appoint	0	0	0	0	0	0	0	0	0	0	jmenovat
appointment	0	0	0	0	0	0	0	0	0	0	jmenování
appointments	0	0	0	0	0	0	0	0	0	0	schůzky
apportion	0	0	0	0	0	0	0	0	0	0	rozdělit
apportionment	0	0	0	0	0	0	0	0	0	0	rozdělení
appraise	0	0	0	0	0	0	0	0	0	0	ocenit
appreciable	0	0	0	0	0	0	0	0	0	0	znatelné
appreciation	0	0	0	0	1	0	1	0	0	1	uznání
apprehend	0	0	0	1	0	0	0	0	0	0	zatknout
apprehension	0	0	0	1	0	1	0	0	0	0	obava
apprehensive	0	1	0	1	0	1	0	0	0	0	obavami
apprentice	0	0	0	0	0	0	0	0	0	1	učeň
apprenticeship	0	0	0	0	0	0	0	0	0	0	učební obor
approach	0	0	0	0	0	0	0	0	0	0	přístup
approaching	0	1	0	0	0	0	0	0	0	0	blížící se
approbation	0	0	0	0	0	0	1	0	0	1	aprobace
appropriation	0	0	0	0	0	1	0	0	0	0	přivlastnění
approval	0	0	0	0	0	0	1	0	0	0	schválení
approve	0	0	0	0	1	0	1	0	0	1	Schválit
approving	0	0	0	0	0	0	1	0	0	0	schvalování
approximate	0	0	0	0	0	0	0	0	0	0	přibližný
approximately	0	0	0	0	0	0	0	0	0	0	přibližně
approximating	0	0	0	0	0	0	0	0	0	0	přibližující se
approximation	0	0	0	0	0	0	0	0	0	0	přiblížení
appurtenances	0	0	0	0	0	0	0	0	0	0	příslušenství
apron	0	0	0	0	0	0	0	0	0	0	zástěra
apt	0	0	0	0	0	0	1	0	0	0	apt
aptitude	0	0	0	0	0	0	1	0	0	0	nadání
aqua	0	0	0	0	0	0	0	0	0	0	aqua
aquamarine	0	0	0	0	0	0	0	0	0	0	akvamarín
aquarium	0	0	0	0	0	0	0	0	0	0	akvárium
aquatic	0	0	0	0	0	0	0	0	0	0	vodní
aqueduct	0	0	0	0	0	0	0	0	0	0	akvadukt
aqueous	0	0	0	0	0	0	0	0	0	0	vodný
arable	0	0	0	0	0	0	0	0	0	0	orný
arbiter	0	0	0	0	0	0	0	0	0	1	rozhodce
arbitrate	0	0	0	0	0	0	0	0	0	0	rozsuzovat
arbitration	0	1	0	0	0	0	0	0	0	0	arbitráž
arbitrator	0	0	0	0	0	0	0	0	0	1	rozhodce
arbor	0	0	0	0	0	0	0	0	0	0	altán
arc	0	0	0	0	0	0	0	0	0	0	oblouk
arcade	0	0	0	0	0	0	0	0	0	0	pasáž
arch	0	0	0	0	0	0	0	0	0	0	oblouk
archaeological	0	0	0	0	0	0	0	0	0	0	archeologický
archaeologist	0	0	0	0	0	0	0	0	0	0	archeolog
archaeology	0	1	0	0	0	0	1	0	0	0	archeologie
archaic	0	0	0	0	0	1	0	0	0	0	archaický
archbishop	0	0	0	0	0	0	0	0	0	0	arcibiskup
arched	0	0	0	0	0	0	0	0	0	0	klenutý
archer	0	0	0	0	0	0	0	0	0	0	lukostřelec
archery	0	0	0	0	0	0	0	0	0	0	lukostřelba
archetype	0	0	0	0	0	0	0	0	0	0	archetyp
archipelago	0	0	0	0	0	0	0	0	0	0	souostroví
architect	0	0	0	0	0	0	0	0	0	0	architekt
architecture	0	0	0	0	0	0	0	0	0	1	architektura
archive	0	0	0	0	0	0	0	0	0	0	archiv
arctic	0	0	0	0	0	0	0	0	0	0	arktický
ardent	0	1	0	0	1	0	1	0	0	0	vroucí
ardor	0	0	0	0	0	0	1	0	0	0	zanícení
arduous	0	0	0	0	0	1	0	0	0	0	náročný
area	0	0	0	0	0	0	0	0	0	0	plocha
arena	0	0	0	0	0	0	0	0	0	0	aréna
areola	0	0	0	0	0	0	0	0	0	0	dvorec
argent	0	0	0	0	0	0	0	0	0	0	argent
argue	1	0	0	0	0	1	0	0	0	0	dohadovat se
argument	1	0	0	0	0	1	0	0	0	0	argument
argumentation	1	0	0	0	0	0	0	0	0	0	argumentace
argumentative	0	0	0	0	0	1	0	0	0	0	argumentační
arguments	1	0	0	0	0	0	0	0	0	0	argumenty
arid	0	0	0	0	0	1	0	1	0	0	vyprahlá
aristocracy	0	0	0	0	0	0	1	0	0	0	aristokracie
aristocrat	0	0	0	0	0	0	0	0	0	0	aristokrat
aristocratic	0	0	0	0	0	0	1	0	0	0	aristokratický
arithmetic	0	0	0	0	0	0	0	0	0	0	aritmetický
ark	0	0	0	0	0	0	0	0	0	0	archa
arm	0	0	0	0	0	0	0	0	0	0	paže
armada	0	0	0	0	0	0	0	0	0	0	armáda
armament	1	0	0	1	0	0	0	0	0	0	vyzbrojení
armaments	0	0	0	1	0	1	0	0	0	0	výzbroj
armature	0	0	0	0	0	0	0	0	0	0	armatura
armed	1	0	0	1	0	1	1	0	0	0	ozbrojený
armor	0	0	0	1	0	0	1	0	0	1	brnění
armored	0	0	0	1	0	0	0	0	0	0	obrněný
armory	0	0	0	0	0	0	0	0	0	1	zbrojnice
arms	0	0	0	0	0	0	0	0	0	0	zbraně
army	0	0	0	0	0	0	0	0	0	0	armáda
aroma	0	0	0	0	0	0	1	0	0	0	aroma
arousal	0	0	0	0	0	0	0	0	0	0	vzrušení
arouse	0	1	0	0	0	0	1	0	0	0	vzbudit
arraignment	1	0	0	1	0	1	0	1	0	0	obvinění
arrange	0	0	0	0	0	0	0	0	0	0	uspořádat
arranged	0	0	0	0	0	0	0	0	0	0	uspořádány
arrangement	0	0	0	0	0	0	0	0	0	0	dohoda
array	0	0	0	0	0	0	1	0	0	0	pole
arrears	0	0	0	0	0	1	0	0	0	0	nedoplatky
arrest	0	0	0	0	0	1	0	0	0	0	zatknout
arrival	0	1	0	0	0	0	0	0	0	0	příchod
arrive	0	1	0	0	0	0	0	0	0	0	přijet
arrogance	0	0	0	0	0	1	0	0	0	0	arogance
arrogant	1	0	1	0	0	1	0	0	0	0	arogantní
arrow	0	0	0	0	0	0	0	0	0	0	šipka
arsenal	0	0	0	0	0	0	0	0	0	0	arzenál
arsenic	0	0	1	1	0	1	0	1	0	0	arsen
arson	1	0	0	1	0	1	0	0	0	0	žhářství
art	0	1	0	0	1	0	1	1	1	0	umění
artery	0	0	0	0	0	0	0	0	0	0	tepna
artful	0	0	0	0	0	0	0	0	0	0	umný
arthropod	0	0	0	0	0	0	0	0	0	0	členovec
artichoke	0	0	0	0	0	0	0	0	0	0	artyčok
article	0	0	0	0	0	0	0	0	0	0	článek
articles	0	0	0	0	0	0	0	0	0	0	články
articulate	0	0	0	0	0	0	1	0	0	0	artikulovat
articulation	0	0	0	0	0	0	1	0	0	0	artikulace
artifice	0	0	0	0	0	0	0	0	0	0	rafinovanost
artillery	0	0	0	1	0	1	0	0	0	0	dělostřelectvo
artisan	0	0	0	0	0	0	1	0	0	0	řemeslník
artist	0	0	0	0	0	0	0	0	0	0	umělec
artiste	0	0	0	0	0	0	1	0	0	0	artista
artistic	0	0	0	0	0	0	1	0	0	0	umělecký
artists	0	0	0	0	0	0	0	0	0	0	umělci
ascend	0	0	0	0	0	0	0	0	0	0	zlézt
ascendancy	0	0	0	0	0	0	1	0	0	0	nadvláda
ascension	0	0	0	0	0	0	0	0	0	0	nanebevstoupení
ascent	0	0	0	0	0	0	1	0	0	0	výstup
ascertain	0	0	0	0	0	0	0	0	0	0	zjistit
ascertained	0	0	0	0	0	0	0	0	0	0	zjištěno
ascetic	0	0	0	0	0	0	0	0	0	0	asketický
ash	0	0	0	0	0	1	0	0	0	0	popel
ashamed	0	0	1	0	0	1	0	1	0	0	zahanbený
ashes	0	0	0	0	0	1	0	1	0	0	popel
asleep	0	0	0	0	0	0	0	0	0	0	spící
asp	0	0	0	1	0	0	0	0	0	0	asp
aspartame	0	0	0	0	0	0	0	0	0	0	aspartam
aspect	0	0	0	0	0	0	0	0	0	0	aspekt
aspects	0	0	0	0	0	0	0	0	0	0	aspekty
asphalt	0	0	0	0	0	0	0	0	0	0	asfalt
aspiration	0	1	0	0	1	0	1	0	1	1	aspirace
aspire	0	1	0	0	1	0	1	0	0	0	Toužit
aspiring	0	1	0	0	1	0	1	0	0	1	aspirující
ass	0	0	0	0	0	1	0	0	0	0	osel
assail	1	0	0	1	0	1	0	0	1	0	napadnout
assailant	1	0	0	1	0	1	0	1	0	0	útočník
assassin	1	0	0	1	0	1	0	1	0	0	vrah
assassinate	1	0	0	1	0	1	0	0	0	0	zavraždit
assassination	1	0	0	1	0	1	0	1	0	0	atentát
assault	1	0	0	1	0	1	0	0	0	0	útok
assay	0	0	0	0	0	0	0	0	0	0	test
assemblage	0	0	0	0	0	0	0	0	0	0	shromáždění
assemble	0	0	0	0	0	0	0	0	0	0	shromáždit
assembled	0	0	0	0	0	0	0	0	0	0	sestaven
assembly	0	0	0	0	0	0	1	0	0	1	shromáždění
assent	0	0	0	0	0	0	1	0	0	0	souhlas
assert	0	0	0	0	0	0	0	0	0	0	tvrdit
asserting	0	0	0	0	0	0	1	0	0	1	tvrdící
assertion	0	0	0	0	0	0	0	0	0	0	tvrzení
assess	0	0	0	0	0	0	0	0	0	0	posoudit
assessment	0	0	0	0	0	0	0	0	1	1	Posouzení
assessor	0	0	0	0	0	0	0	0	0	1	posuzovatel
assets	0	0	0	0	0	0	1	0	0	0	aktiva
asshole	1	0	1	0	0	1	0	0	0	0	kretén
assign	0	0	0	0	0	0	0	0	0	0	přiřadit
assignee	0	0	0	0	0	0	0	0	0	1	zmocněnec
assignment	0	0	0	0	0	0	0	0	0	0	úkol
assimilate	0	0	0	0	0	0	0	0	0	0	asimilovat
assimilation	0	0	0	0	0	0	0	0	0	0	asimilace
assist	0	0	0	0	0	0	1	0	0	1	pomáhat
assistance	0	0	0	0	0	0	1	0	0	0	pomoc
assistant	0	0	0	0	0	0	0	0	0	0	asistent
associate	0	0	0	0	0	0	1	0	0	1	spolupracovník
association	0	0	0	0	0	0	0	0	0	1	sdružení
assorted	0	0	0	0	0	0	0	0	0	0	roztříděný
assortment	0	0	0	0	0	0	0	0	0	0	sortiment
assuage	0	0	0	0	0	0	1	0	0	0	utišit
assumed	0	0	0	0	0	0	0	0	0	0	předpokládaný
assuming	0	0	0	0	0	0	0	0	0	0	za předpokladu
assumption	0	0	0	0	0	0	0	0	0	0	předpoklad
assurance	0	0	0	0	0	0	1	0	0	1	ujištění
assure	0	0	0	0	0	0	0	0	0	1	ujistit
assured	0	0	0	0	0	0	1	0	0	1	zajištěno
assuredly	0	0	0	0	0	0	0	0	0	1	jistě
asterisk	0	0	0	0	0	0	0	0	0	0	hvězdička
asteroids	0	0	0	0	0	0	0	0	0	0	asteroidy
astigmatism	0	0	0	0	0	0	0	0	0	0	astigmatismus
astonishingly	0	0	0	0	0	0	1	0	1	0	překvapivě
astonishment	0	0	0	0	1	0	1	0	1	0	údiv
astral	0	0	0	0	0	0	0	0	0	0	astrální
astray	0	0	0	1	0	1	0	0	0	0	zbloudilý
astringent	0	0	0	0	0	1	0	0	0	0	svíravý
astrologer	0	1	0	0	0	0	1	0	0	0	astrolog
astrology	0	0	0	0	0	0	0	0	0	0	astrologie
astronaut	0	0	0	0	0	0	1	0	0	0	astronaut
astronomer	0	1	0	0	0	0	1	0	0	0	astronom
astronomy	0	0	0	0	0	0	0	0	0	0	astronomie
astute	0	0	0	0	0	0	1	0	0	0	rafinovaný
asunder	0	0	0	0	0	0	0	0	0	0	rozdělit
asylum	0	0	0	1	0	1	0	0	0	0	azyl
asymmetric	0	0	0	0	0	0	0	0	0	0	asymetrický
asymmetry	0	0	1	0	0	0	0	0	0	0	asymetrie
asymptotic	0	0	0	0	0	0	0	0	0	0	asymptotické
atelier	0	0	0	0	0	0	0	0	0	0	ateliér
atheism	0	0	0	0	0	1	0	0	0	0	ateismus
atheistic	0	0	0	0	0	0	0	0	0	0	ateistický
atherosclerosis	0	0	0	1	0	1	0	1	0	0	ateroskleróza
athlete	0	0	0	0	0	0	1	0	0	0	sportovec
athletic	0	0	0	0	0	0	1	0	0	0	atletický
athleticism	0	0	0	0	0	0	0	0	0	0	atletika
athletics	0	0	0	0	0	0	0	0	0	0	atletika
atlas	0	0	0	0	0	0	0	0	0	0	atlas
atmosphere	0	0	0	0	0	0	0	0	0	0	atmosféra
atmospheric	0	0	0	0	0	0	0	0	0	0	atmosférický
atoll	0	0	0	0	0	0	0	0	0	0	atol
atom	0	0	0	0	0	0	1	0	0	0	atom
atomic	0	0	0	0	0	0	0	0	0	0	atomový
atone	0	1	0	0	1	0	1	0	0	1	odčinit
atonement	0	0	0	0	0	0	1	0	0	0	smíření
atrium	0	0	0	0	0	0	0	0	0	0	atrium
atrocious	1	0	1	0	0	1	0	0	0	0	otřesný
atrocity	1	0	1	1	0	1	0	1	0	0	krutost
atrophy	0	0	1	1	0	1	0	1	0	0	atrofie
attach	0	0	0	0	0	0	0	0	0	0	připojit
attachment	0	0	0	0	0	0	1	0	0	0	příloha
attack	1	0	0	1	0	1	0	0	0	0	Záchvat
attacking	1	0	1	1	0	1	0	1	1	0	útočící
attain	0	0	0	0	0	0	0	0	0	0	dosáhnout
attainable	0	1	0	0	0	0	1	0	0	0	dosažitelný
attainment	0	0	0	0	0	0	1	0	0	0	dosažení
attempt	0	1	0	0	0	0	0	0	0	0	pokus
attendance	0	1	0	0	0	0	0	0	0	0	účast
attendant	0	0	0	0	0	0	1	0	0	1	obsluha
attention	0	0	0	0	0	0	1	0	0	0	Pozornost
attentive	0	0	0	0	0	0	1	0	0	1	pozorný
attenuate	0	0	0	0	0	0	0	0	0	0	utlumit
attenuated	0	0	0	0	0	1	0	0	0	0	utlumený
attenuation	0	0	0	0	0	1	0	1	0	0	útlum
attest	0	0	0	0	0	0	1	0	0	1	potvrdit
attestation	0	0	0	0	0	0	0	0	0	1	atestace
attic	0	0	0	0	0	0	0	0	0	0	podkroví
attire	0	0	0	0	0	0	0	0	0	0	oděv
attitude	0	0	0	0	0	0	0	0	0	0	přístup
attorney	1	0	0	1	0	0	1	0	0	1	advokát
attraction	0	0	0	0	0	0	1	0	0	0	atrakce
attractiveness	0	0	0	0	0	0	1	0	0	0	přitažlivost
attributable	0	0	0	0	0	0	0	0	0	0	přičitatelné
attribute	0	0	0	0	0	0	0	0	0	0	atribut
attribution	0	0	0	0	0	0	0	0	0	0	atribuce
attrition	0	0	0	0	0	0	0	0	0	0	otěr
auburn	0	0	0	0	0	0	0	0	0	0	kaštanové
auction	0	1	0	0	0	0	0	0	0	0	aukce
auctioneer	0	0	0	0	0	0	0	0	0	0	dražitel
audacious	0	0	0	0	0	0	0	0	0	0	odvážný
audacity	0	0	0	0	0	1	0	0	0	0	drzost
audible	0	0	0	0	0	0	0	0	0	0	slyšitelný
audience	0	1	0	0	0	0	0	0	0	0	publikum
audit	0	0	0	0	0	0	0	0	0	0	audit
audition	0	0	0	0	0	0	0	0	0	0	konkurs
auditor	0	0	0	1	0	0	0	0	0	1	auditor
auditorium	0	0	0	0	0	0	0	0	0	0	hlediště
auditory	0	0	0	0	0	0	0	0	0	0	sluchový
aught	0	0	0	0	0	0	0	0	0	0	nic
augment	0	0	0	0	0	0	1	0	0	0	rozšířit
augmentation	0	0	0	0	0	0	0	0	0	0	augmentace
august	0	0	0	0	0	0	1	0	0	0	srpen
aunt	0	0	0	0	0	0	1	0	0	1	teta
aura	0	0	0	0	0	0	1	0	0	0	aura
aurora	0	0	0	0	0	0	0	0	0	0	polární záře
auspices	0	0	0	0	0	0	0	0	0	0	záštity
auspicious	0	1	0	0	1	0	1	0	0	0	příznivý
austere	0	0	0	1	0	1	0	1	0	0	strohý
austerity	0	0	0	0	0	1	0	0	0	0	přísnost
authentic	0	0	0	0	1	0	1	0	0	1	autentický
authenticate	0	0	0	0	0	0	0	0	0	1	ověřit
authentication	0	0	0	0	0	0	0	0	0	1	autentizace
authenticity	0	0	0	0	0	0	1	0	0	1	pravost
author	0	0	0	0	0	0	1	0	0	1	autor
authoritative	0	0	0	0	0	0	1	0	0	1	autoritativní
authority	0	0	0	0	0	0	1	0	0	1	autorita
authorization	0	0	0	0	0	0	1	0	0	1	povolení
authorize	0	0	0	0	0	0	0	0	0	1	povolit
authorized	0	0	0	0	0	0	1	0	0	0	autorizovaný
authorship	0	0	0	0	0	0	0	0	0	0	autorství
auto	0	0	0	0	0	0	0	0	0	0	auto
autobiography	0	0	0	0	0	0	0	0	0	0	autobiografie
autocratic	0	0	0	0	0	1	0	0	0	0	autokratický
autograph	0	0	0	0	0	0	0	0	0	0	autogram
automatic	0	0	0	0	0	0	0	0	0	1	automatický
automobile	0	0	0	0	0	0	0	0	0	0	automobil
autonomy	0	0	0	0	0	0	0	0	0	0	autonomie
autopsy	0	0	1	1	0	1	0	1	0	0	pitva
autumn	0	0	0	0	0	0	0	0	0	0	podzim
auxiliary	0	0	0	0	0	0	0	0	0	0	pomocný
avail	0	0	0	0	0	0	0	0	0	0	využít
avalanche	0	0	0	1	0	1	0	1	1	0	lavina
avarice	1	0	1	0	0	1	0	0	0	0	lakota
avatar	0	0	0	0	0	0	1	0	0	0	avatar
avenger	1	0	0	0	0	1	0	0	0	0	mstitel
avenue	0	0	0	0	0	0	0	0	0	0	avenue
aver	0	0	0	0	0	0	0	0	0	0	prům
average	0	0	0	0	0	0	0	0	0	0	průměrný
averse	1	0	1	1	0	1	0	0	0	0	odmítavý
aversion	1	0	1	1	0	1	0	0	0	0	averze
avert	0	0	0	0	0	0	0	0	0	0	odvrátit
aviary	0	0	0	0	0	0	0	0	0	0	voliéra
aviation	0	0	0	0	0	0	0	0	0	0	letectví
aviator	0	0	0	0	0	0	0	0	0	0	letec
avid	0	0	0	0	0	0	0	0	0	0	zanícený
avocado	0	0	0	0	0	0	0	0	0	0	avokádo
avoid	0	0	0	1	0	1	0	0	0	0	vyhýbat se
avoidance	0	0	0	1	0	1	0	0	0	0	vyhýbání se
avoiding	0	0	0	1	0	0	0	0	0	0	vyhýbání se
await	0	1	0	0	0	0	0	0	0	0	čekat
awake	0	0	0	0	0	0	0	0	0	0	probudit
awaken	0	0	0	0	0	0	0	0	0	0	probudit
award	0	1	0	0	1	0	1	0	1	1	cena
awe	0	0	0	0	0	0	0	0	0	0	hrůza
awful	1	0	1	1	0	1	0	1	0	0	hrozné
awkwardness	0	0	1	0	0	1	0	0	0	0	trapnost
awning	0	0	0	0	0	0	0	0	0	0	markýza
awry	0	0	0	0	0	1	0	0	0	0	nakřivo
