English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Somali Word
amour	0	1	0	0	1	0	1	0	0	1	amor
ampersand	0	0	0	0	0	0	0	0	0	0	ampersand
amphetamines	0	0	1	0	0	1	0	0	0	0	amphetamines
amphibian	0	0	0	0	0	0	0	0	0	0	amphibian
amphibious	0	0	0	0	0	0	0	0	0	0	xoog badan
amphitheater	0	0	0	0	0	0	0	0	0	0	amphitheater
amplification	0	0	0	0	0	0	0	0	0	0	kor u qaadis
amplify	0	0	0	0	0	0	0	0	0	0	xoojin
amplitude	0	0	0	0	0	0	0	0	0	0	baaxadda
amply	0	0	0	0	0	0	0	0	0	0	si buuxda
amputation	0	0	0	0	0	0	0	0	0	0	goynta
amulet	0	0	0	0	0	0	0	0	0	0	amulet
amuse	0	0	0	0	1	0	1	0	0	0	maaweelo
amused	0	0	0	0	1	0	1	0	0	0	maaweelo
amusement	0	0	0	0	1	0	1	0	0	0	maaweelo
amusing	0	0	0	0	1	0	1	0	0	0	madadaalo
ana	0	0	0	0	0	0	0	0	0	0	ana
anaconda	0	0	1	1	0	1	0	0	0	0	anaconda
anaesthesia	0	0	0	0	0	0	0	0	0	0	suuxinta
anaesthetic	0	0	0	0	0	0	0	0	0	0	suuxinta
anal	0	0	0	0	0	1	0	0	0	0	futada
analgesic	0	0	0	0	0	0	0	0	0	0	xanuunka xanuunka
analogous	0	0	0	0	0	0	0	0	0	0	la mid ah
analogue	0	0	0	0	0	0	0	0	0	0	analoog
analogy	0	0	0	0	0	0	0	0	0	0	isu ekaansho
analysis	0	0	0	0	0	0	0	0	0	0	falanqaynta
analyst	0	1	0	0	0	0	1	0	0	1	falanqeeye
analytic	0	0	0	0	0	0	0	0	0	0	gorfayn
analyze	0	0	0	0	0	0	0	0	0	0	taxliilin
analyzer	0	0	0	0	0	0	0	0	0	0	falanqeeye
anarchism	1	0	0	1	0	1	0	0	0	0	fowdo
anarchist	1	0	0	1	0	1	0	0	0	0	Anarchist
anarchy	1	0	0	1	0	1	0	0	0	0	fowdo
anastomosis	0	0	0	0	0	0	0	0	0	0	anastomosis
anathema	1	0	1	1	0	1	0	1	0	0	anathema
anatomic	0	0	0	0	0	0	0	0	0	0	anatomic
anatomy	0	0	0	0	0	0	0	0	0	0	anatomy
ancestor	0	0	0	0	0	0	0	0	0	0	awow
ancestral	0	0	0	0	0	0	0	0	0	1	awoowayaal
ancestry	0	0	0	0	0	0	0	0	0	0	abtirsiinyo
anchor	0	0	0	0	0	0	1	0	0	0	barroosin
anchorage	0	0	0	0	0	0	1	1	0	0	barkin
ancient	0	0	0	0	0	1	0	0	0	0	qadiimiga ah
ancillary	0	0	0	0	0	0	0	0	0	0	kaabayaal
androgen	0	0	0	0	0	0	0	0	0	0	androgen
anemone	0	0	0	0	0	0	0	0	0	0	anemone
anew	0	0	0	0	0	0	0	0	0	0	cusub
angel	0	1	0	0	1	0	1	0	1	1	malag
angelic	0	0	0	0	1	0	1	0	0	1	malaa'ig
anger	1	0	0	0	0	1	0	0	0	0	xanaaq
angina	0	0	0	1	0	1	0	0	0	0	angina
angiography	0	0	0	0	0	0	0	0	0	0	angiography
angle	0	0	0	0	0	0	0	0	0	0	xagal
angling	0	1	0	0	0	1	0	0	0	0	xaglood
angry	1	0	1	0	0	1	0	0	0	0	xanaaqsan
anguish	1	0	0	1	0	1	0	1	0	0	cidhiidhi
angular	0	0	0	0	0	0	0	0	0	0	xagal
anhydrous	0	0	0	0	0	0	0	0	0	0	anhydrous
animal	0	0	0	0	0	0	0	0	0	0	xayawaan
animate	0	0	0	0	0	0	1	0	0	0	noole
animated	0	0	0	0	1	0	1	0	0	0	noole
animation	0	0	0	0	0	0	0	0	0	0	animation
animosity	1	0	1	1	0	1	0	1	0	0	cadaawad
animus	1	0	0	0	0	1	0	0	0	0	animus
ankle	0	0	0	0	0	0	0	0	0	0	anqawga
annals	0	0	0	0	0	0	0	0	0	0	taariikhda
annex	0	0	0	0	0	0	0	0	0	0	lifaaq
annexation	0	0	0	0	0	0	0	0	0	0	ku darida
annexe	0	0	0	0	0	0	0	0	0	0	lifaaq
annihilate	1	0	0	1	0	1	0	0	0	0	baabi'in
annihilated	1	0	0	1	0	1	0	1	0	0	la baabi'iyay
annihilation	1	0	0	1	0	1	0	1	0	0	baabi'in
annotate	0	0	0	0	0	0	0	0	0	0	dulmar
annotation	0	0	0	0	0	0	0	0	0	0	tilmaamid
announce	0	0	0	0	0	0	0	0	0	0	ku dhawaaqid
announcement	0	1	0	0	0	0	0	0	0	0	ogeysiis
annoy	1	0	1	0	0	1	0	0	0	0	xanaaqsan
annoyance	1	0	1	0	0	1	0	0	0	0	xanaaqid
annoying	1	0	0	0	0	1	0	0	0	0	xanaaqsan
annuity	0	0	0	0	0	0	0	0	0	0	gunnada
annul	0	0	0	0	0	1	0	0	0	0	baabi'in
annular	0	0	0	0	0	0	0	0	0	0	sanadle ah
annulment	0	0	0	0	0	1	0	1	0	0	baabi'in
annulus	0	0	0	0	0	0	0	0	0	0	annulus
anointing	0	0	0	0	0	0	0	0	0	0	subkid
anomalous	0	0	0	0	0	0	0	0	0	0	aan caadi ahayn
anomaly	0	0	0	1	0	1	0	0	1	0	anomaly
anon	0	0	0	0	0	0	0	0	0	0	aan ahayn
anonymous	0	0	0	0	0	1	0	0	0	0	qarsoodi
answer	0	0	0	0	0	0	0	0	0	0	jawaab
answerable	0	0	0	0	0	0	0	0	0	1	laga jawaabi karo
answering	0	0	0	0	0	0	0	0	0	0	ka jawaabaya
ant	0	0	0	0	0	0	0	0	0	0	Quraanjo
antagonism	1	0	0	0	0	1	0	0	0	0	iska soo horjeeda
antagonist	1	0	0	0	0	1	0	0	0	0	ka soo horjeeda
antagonistic	1	0	1	0	0	1	0	0	0	0	iska soo horjeeda
ante	0	0	0	0	0	0	0	0	0	0	ante
antecedent	0	0	0	0	0	0	0	0	0	0	ka hor
antelope	0	0	0	0	0	0	0	0	0	0	antelope
antenna	0	0	0	0	0	0	0	0	0	0	anteeno
anterior	0	0	0	0	0	0	0	0	0	0	hore
anthem	0	0	0	0	0	0	0	0	0	0	heesta
anthology	0	0	0	0	0	0	0	0	0	0	anthology
anthrax	0	0	1	1	0	1	0	1	0	0	kudka
anthropology	0	0	0	0	0	0	0	0	0	0	cilmiga anthropology
antibiotic	0	0	0	0	0	0	0	0	0	0	antibiyootik
antibiotics	0	0	0	0	0	0	1	0	0	0	antibiyootiga
antichrist	1	0	1	1	0	1	0	0	0	0	ka gees ah
anticipation	0	1	0	0	0	0	0	0	0	0	filasho
anticipatory	0	1	0	0	0	0	0	0	0	0	filasho
antidote	0	1	0	0	0	0	1	0	0	1	daawo
antifungal	0	0	0	0	0	0	1	0	0	1	antifungal
antimony	0	0	0	0	0	0	0	0	0	0	antimony
antipathy	1	0	1	0	0	1	0	0	0	0	nacaybka
antiquarian	0	0	0	0	0	0	0	0	0	0	antiquarian
antiquated	0	0	0	0	0	1	0	0	0	0	qadiimiga ah
antique	0	0	0	0	0	0	1	0	0	0	oo qaraami ah
antiquity	0	0	0	0	0	0	0	0	0	0	qadiimiga
antiseptic	0	0	0	0	0	0	1	0	0	1	jeermiska dila
antisocial	1	0	1	1	0	1	0	1	0	0	bulshada ka soo horjeeda
antithesis	1	0	0	0	0	1	0	0	0	0	liddi ku ah
antithetical	0	0	0	0	0	0	0	0	0	0	liddi ku ah
antiviral	0	0	0	0	0	0	0	0	0	0	ka hortagga fayraska
antler	0	0	0	0	0	0	0	0	0	0	qudaar
anvil	0	0	0	0	0	0	0	0	0	0	canab
anxiety	1	1	0	1	0	1	0	1	0	0	walaac
anxious	0	1	0	1	0	1	0	0	0	0	walaacsan
aorta	0	0	0	0	0	0	0	0	0	0	aorta
apace	0	0	0	0	0	0	0	0	0	0	degdeg ah
apache	0	0	0	1	0	1	0	0	0	0	apache
apartment	0	0	0	0	0	0	0	0	0	0	guri dabaq ah
apathetic	0	0	0	0	0	1	0	1	0	0	caajisnimo
apathy	0	0	0	0	0	1	0	1	0	0	caajisnimo
ape	0	0	0	0	0	0	0	0	0	0	daanyeer
aperture	0	0	0	0	0	0	0	0	0	0	dalool
apex	0	0	0	0	0	0	0	0	0	0	ugu sarreysa
aphid	0	0	1	0	0	1	0	0	0	0	aphid
apiece	0	0	0	0	0	0	0	0	0	0	mid kasta
aplomb	0	0	0	0	0	0	1	0	0	0	diyaarsan
apocalyptic	0	0	0	0	0	0	0	0	0	0	apocalyptic
apologetic	0	0	0	0	0	0	1	0	0	1	raaligelin
apologist	0	0	0	0	0	0	0	0	0	0	raaligelin
apologize	0	0	0	0	0	0	1	1	0	1	raali gelin
apology	0	0	0	0	0	0	1	0	0	0	raaligelin
apostasy	0	0	0	0	0	0	0	0	0	0	riddnimo
apostate	0	0	0	0	0	0	0	0	0	0	riddoobay
apostle	0	0	0	0	0	0	1	0	0	1	rasuulku
apostolic	0	0	0	0	0	0	0	0	0	1	rasuulnimo
apostrophe	0	0	0	0	0	0	0	0	0	0	riddoobay
appalling	0	0	1	1	0	1	0	0	0	0	naxdin leh
apparatus	0	0	0	0	0	0	0	0	0	0	qalab
apparel	0	0	0	0	0	0	0	0	0	0	dhar
apparently	0	0	0	0	0	0	0	0	0	0	sida muuqata
apparition	0	0	0	1	0	0	0	0	1	0	muuqaalka
appeal	0	1	0	0	0	0	0	0	0	0	racfaan
appearance	0	0	0	0	0	0	0	0	0	0	muuqaal
appease	0	0	0	0	0	0	0	0	0	0	raalligelin
appellant	0	0	0	0	0	0	0	0	0	0	racfaanle
append	0	0	0	0	0	0	0	0	0	0	ku lifaaq
appendage	0	0	0	0	0	0	0	0	0	0	lifaaq
appendicitis	0	0	0	1	0	1	0	1	0	0	xanuunka loo yaqaan 'appendicitis'
appendix	0	0	0	0	0	0	0	0	0	0	lifaaqa
appetite	0	0	0	0	0	0	0	0	0	0	rabitaanka cuntada
appetizer	0	0	0	0	0	0	0	0	0	0	appetizer
applause	0	0	0	0	1	0	1	0	1	1	sacab
apple	0	0	0	0	0	0	0	0	0	0	tufaax
appliance	0	0	0	0	0	0	0	0	0	0	qalabka
appliances	0	0	0	0	0	0	0	0	0	0	qalabka
applicability	0	0	0	0	0	0	0	0	0	0	lagu dabaqi karo
applicable	0	0	0	0	0	0	0	0	0	0	lagu dabaqi karo
applicant	0	1	0	0	0	0	0	0	0	0	codsade
application	0	0	0	0	0	0	0	0	0	0	codsi
apply	0	0	0	0	0	0	0	0	0	0	codsan
appoint	0	0	0	0	0	0	0	0	0	0	magacaabid
appointment	0	0	0	0	0	0	0	0	0	0	ballan
appointments	0	0	0	0	0	0	0	0	0	0	balamo
apportion	0	0	0	0	0	0	0	0	0	0	qaybin
apportionment	0	0	0	0	0	0	0	0	0	0	qaybinta
appraise	0	0	0	0	0	0	0	0	0	0	qiimayn
appreciable	0	0	0	0	0	0	0	0	0	0	la mahadiyo
appreciation	0	0	0	0	1	0	1	0	0	1	qaddarin
apprehend	0	0	0	1	0	0	0	0	0	0	qabtaan
apprehension	0	0	0	1	0	1	0	0	0	0	cabsi
apprehensive	0	1	0	1	0	1	0	0	0	0	cabsi
apprentice	0	0	0	0	0	0	0	0	0	1	barbaariye
apprenticeship	0	0	0	0	0	0	0	0	0	0	tababarnimo
approach	0	0	0	0	0	0	0	0	0	0	habayn
approaching	0	1	0	0	0	0	0	0	0	0	soo dhawaanaya
approbation	0	0	0	0	0	0	1	0	0	1	ansixinta
appropriation	0	0	0	0	0	1	0	0	0	0	qoondaynta
approval	0	0	0	0	0	0	1	0	0	0	oggolaansho
approve	0	0	0	0	1	0	1	0	0	1	ansixiyo
approving	0	0	0	0	0	0	1	0	0	0	ansixinaya
approximate	0	0	0	0	0	0	0	0	0	0	qiyaas ahaan
approximately	0	0	0	0	0	0	0	0	0	0	qiyaastii
approximating	0	0	0	0	0	0	0	0	0	0	qiyaasid
approximation	0	0	0	0	0	0	0	0	0	0	qiyaasid
appurtenances	0	0	0	0	0	0	0	0	0	0	qalabyada
apron	0	0	0	0	0	0	0	0	0	0	maro
apt	0	0	0	0	0	0	1	0	0	0	ku habboon
aptitude	0	0	0	0	0	0	1	0	0	0	karti
aqua	0	0	0	0	0	0	0	0	0	0	aqua
aquamarine	0	0	0	0	0	0	0	0	0	0	aquamarine
aquarium	0	0	0	0	0	0	0	0	0	0	aquarium
aquatic	0	0	0	0	0	0	0	0	0	0	biyaha
aqueduct	0	0	0	0	0	0	0	0	0	0	biyo mareen
aqueous	0	0	0	0	0	0	0	0	0	0	biyo leh
arable	0	0	0	0	0	0	0	0	0	0	beeran karo
arbiter	0	0	0	0	0	0	0	0	0	1	garqaade
arbitrate	0	0	0	0	0	0	0	0	0	0	garqaadid
arbitration	0	1	0	0	0	0	0	0	0	0	garqaadid
arbitrator	0	0	0	0	0	0	0	0	0	1	garqaade
arbor	0	0	0	0	0	0	0	0	0	0	dhir beerid
arc	0	0	0	0	0	0	0	0	0	0	qaanso
arcade	0	0	0	0	0	0	0	0	0	0	arcade
arch	0	0	0	0	0	0	0	0	0	0	qaanso
archaeological	0	0	0	0	0	0	0	0	0	0	qadiimiga
archaeologist	0	0	0	0	0	0	0	0	0	0	cilmiga qadiimiga
archaeology	0	1	0	0	0	0	1	0	0	0	qadiimiga
archaic	0	0	0	0	0	1	0	0	0	0	qadiimiga ah
archbishop	0	0	0	0	0	0	0	0	0	0	wadaadka sare
arched	0	0	0	0	0	0	0	0	0	0	qaansada
archer	0	0	0	0	0	0	0	0	0	0	qaansoley
archery	0	0	0	0	0	0	0	0	0	0	qaanso
archetype	0	0	0	0	0	0	0	0	0	0	nooca qadiimiga ah
archipelago	0	0	0	0	0	0	0	0	0	0	jasiiradaha
architect	0	0	0	0	0	0	0	0	0	0	naqshadeeye
architecture	0	0	0	0	0	0	0	0	0	1	dhismaha
archive	0	0	0	0	0	0	0	0	0	0	kayd
arctic	0	0	0	0	0	0	0	0	0	0	Arctic
ardent	0	1	0	0	1	0	1	0	0	0	kaftan
ardor	0	0	0	0	0	0	1	0	0	0	qurxin
arduous	0	0	0	0	0	1	0	0	0	0	dhib badan
area	0	0	0	0	0	0	0	0	0	0	aagga
arena	0	0	0	0	0	0	0	0	0	0	garoonka
areola	0	0	0	0	0	0	0	0	0	0	areola
argent	0	0	0	0	0	0	0	0	0	0	wakiilka
argue	1	0	0	0	0	1	0	0	0	0	ku doodo
argument	1	0	0	0	0	1	0	0	0	0	dood
argumentation	1	0	0	0	0	0	0	0	0	0	dood
argumentative	0	0	0	0	0	1	0	0	0	0	dood badan
arguments	1	0	0	0	0	0	0	0	0	0	doodaha
arid	0	0	0	0	0	1	0	1	0	0	oomane
aristocracy	0	0	0	0	0	0	1	0	0	0	aristocracy
aristocrat	0	0	0	0	0	0	0	0	0	0	aristocrat
aristocratic	0	0	0	0	0	0	1	0	0	0	aristocratic
arithmetic	0	0	0	0	0	0	0	0	0	0	xisaabta
ark	0	0	0	0	0	0	0	0	0	0	sanduuq
arm	0	0	0	0	0	0	0	0	0	0	cudud
armada	0	0	0	0	0	0	0	0	0	0	armada
armament	1	0	0	1	0	0	0	0	0	0	hubaynta
armaments	0	0	0	1	0	1	0	0	0	0	hubka
armature	0	0	0	0	0	0	0	0	0	0	cudud
armed	1	0	0	1	0	1	1	0	0	0	hubaysan
armor	0	0	0	1	0	0	1	0	0	1	hub
armored	0	0	0	1	0	0	0	0	0	0	gaashaaman
armory	0	0	0	0	0	0	0	0	0	1	hubka
arms	0	0	0	0	0	0	0	0	0	0	cudud
army	0	0	0	0	0	0	0	0	0	0	ciidan
aroma	0	0	0	0	0	0	1	0	0	0	caraf udgoon
arousal	0	0	0	0	0	0	0	0	0	0	kacsi
arouse	0	1	0	0	0	0	1	0	0	0	kicin
arraignment	1	0	0	1	0	1	0	1	0	0	maxkamadayn
arrange	0	0	0	0	0	0	0	0	0	0	habayn
arranged	0	0	0	0	0	0	0	0	0	0	habaysan
arrangement	0	0	0	0	0	0	0	0	0	0	habayn
array	0	0	0	0	0	0	1	0	0	0	diyaarin
arrears	0	0	0	0	0	1	0	0	0	0	deymaha
arrest	0	0	0	0	0	1	0	0	0	0	xirid
arrival	0	1	0	0	0	0	0	0	0	0	imaanshaha
arrive	0	1	0	0	0	0	0	0	0	0	iman
arrogance	0	0	0	0	0	1	0	0	0	0	isla wayni
arrogant	1	0	1	0	0	1	0	0	0	0	kibirsan
arrow	0	0	0	0	0	0	0	0	0	0	fallaadho
arsenal	0	0	0	0	0	0	0	0	0	0	Arsenal
arsenic	0	0	1	1	0	1	0	1	0	0	arsenic
arson	1	0	0	1	0	1	0	0	0	0	gubasho
art	0	1	0	0	1	0	1	1	1	0	fanka
artery	0	0	0	0	0	0	0	0	0	0	halbowleyaasha
artful	0	0	0	0	0	0	0	0	0	0	farshaxan
arthropod	0	0	0	0	0	0	0	0	0	0	arthropod
artichoke	0	0	0	0	0	0	0	0	0	0	artichoke
article	0	0	0	0	0	0	0	0	0	0	maqaal
articles	0	0	0	0	0	0	0	0	0	0	maqaallo
articulate	0	0	0	0	0	0	1	0	0	0	caddeeyo
articulation	0	0	0	0	0	0	1	0	0	0	dhawaaqid
artifice	0	0	0	0	0	0	0	0	0	0	farshaxan
artillery	0	0	0	1	0	1	0	0	0	0	madaafiic
artisan	0	0	0	0	0	0	1	0	0	0	farsamayaqaan
artist	0	0	0	0	0	0	0	0	0	0	fanaan
artiste	0	0	0	0	0	0	1	0	0	0	artiste
artistic	0	0	0	0	0	0	1	0	0	0	faneed
artists	0	0	0	0	0	0	0	0	0	0	fanaaniinta
ascend	0	0	0	0	0	0	0	0	0	0	fuulid
ascendancy	0	0	0	0	0	0	1	0	0	0	sareyn
ascension	0	0	0	0	0	0	0	0	0	0	fuulid
ascent	0	0	0	0	0	0	1	0	0	0	fuulid
ascertain	0	0	0	0	0	0	0	0	0	0	la hubsado
ascertained	0	0	0	0	0	0	0	0	0	0	la hubsaday
ascetic	0	0	0	0	0	0	0	0	0	0	ascetic
ash	0	0	0	0	0	1	0	0	0	0	dambas
ashamed	0	0	1	0	0	1	0	1	0	0	xishood
ashes	0	0	0	0	0	1	0	1	0	0	dambas
asleep	0	0	0	0	0	0	0	0	0	0	hurdo
asp	0	0	0	1	0	0	0	0	0	0	asp
aspartame	0	0	0	0	0	0	0	0	0	0	aspartame
aspect	0	0	0	0	0	0	0	0	0	0	dhinac
aspects	0	0	0	0	0	0	0	0	0	0	dhinacyada
asphalt	0	0	0	0	0	0	0	0	0	0	daamur
aspiration	0	1	0	0	1	0	1	0	1	1	hammi
aspire	0	1	0	0	1	0	1	0	0	0	hammi
aspiring	0	1	0	0	1	0	1	0	0	1	hammiyi
ass	0	0	0	0	0	1	0	0	0	0	dabada
assail	1	0	0	1	0	1	0	0	1	0	weerar
assailant	1	0	0	1	0	1	0	1	0	0	gacan-ku-dhiigle
assassin	1	0	0	1	0	1	0	1	0	0	gacan ku dhiigle
assassinate	1	0	0	1	0	1	0	0	0	0	dilaan
assassination	1	0	0	1	0	1	0	1	0	0	dil
assault	1	0	0	1	0	1	0	0	0	0	weerar
assay	0	0	0	0	0	0	0	0	0	0	qiyaasid
assemblage	0	0	0	0	0	0	0	0	0	0	ururin
assemble	0	0	0	0	0	0	0	0	0	0	ururin
assembled	0	0	0	0	0	0	0	0	0	0	kulmiyay
assembly	0	0	0	0	0	0	1	0	0	1	shirka
assent	0	0	0	0	0	0	1	0	0	0	ogolaansho
assert	0	0	0	0	0	0	0	0	0	0	caddayn
asserting	0	0	0	0	0	0	1	0	0	1	caddaynaya
assertion	0	0	0	0	0	0	0	0	0	0	caddayn
assess	0	0	0	0	0	0	0	0	0	0	qiimee
assessment	0	0	0	0	0	0	0	0	1	1	qiimaynta
assessor	0	0	0	0	0	0	0	0	0	1	qiimee
assets	0	0	0	0	0	0	1	0	0	0	hantida
asshole	1	0	1	0	0	1	0	0	0	0	dabada
assign	0	0	0	0	0	0	0	0	0	0	u dhiibo
assignee	0	0	0	0	0	0	0	0	0	1	loo xilsaaray
assignment	0	0	0	0	0	0	0	0	0	0	meelayn
assimilate	0	0	0	0	0	0	0	0	0	0	assimilate
assimilation	0	0	0	0	0	0	0	0	0	0	assimilation
assist	0	0	0	0	0	0	1	0	0	1	caawin
assistance	0	0	0	0	0	0	1	0	0	0	gargaar
assistant	0	0	0	0	0	0	0	0	0	0	kaaliye
associate	0	0	0	0	0	0	1	0	0	1	xiriiriye
association	0	0	0	0	0	0	0	0	0	1	ururka
assorted	0	0	0	0	0	0	0	0	0	0	kala duwan
assortment	0	0	0	0	0	0	0	0	0	0	kala duwanaansho
assuage	0	0	0	0	0	0	1	0	0	0	qancin
assumed	0	0	0	0	0	0	0	0	0	0	la qaatay
assuming	0	0	0	0	0	0	0	0	0	0	male
assumption	0	0	0	0	0	0	0	0	0	0	malo
assurance	0	0	0	0	0	0	1	0	0	1	hubin
assure	0	0	0	0	0	0	0	0	0	1	hubso
assured	0	0	0	0	0	0	1	0	0	1	la hubo
assuredly	0	0	0	0	0	0	0	0	0	1	hubaal
asterisk	0	0	0	0	0	0	0	0	0	0	calaamad
asteroids	0	0	0	0	0	0	0	0	0	0	asteroids
astigmatism	0	0	0	0	0	0	0	0	0	0	astigmatism
astonishingly	0	0	0	0	0	0	1	0	1	0	yaab leh
astonishment	0	0	0	0	1	0	1	0	1	0	amakaag
astral	0	0	0	0	0	0	0	0	0	0	astral
astray	0	0	0	1	0	1	0	0	0	0	baadiyoobay
astringent	0	0	0	0	0	1	0	0	0	0	astringent
astrologer	0	1	0	0	0	0	1	0	0	0	xiddigiye
astrology	0	0	0	0	0	0	0	0	0	0	xiddigiska
astronaut	0	0	0	0	0	0	1	0	0	0	cirbixiyeen
astronomer	0	1	0	0	0	0	1	0	0	0	cirbixiyeen
astronomy	0	0	0	0	0	0	0	0	0	0	xiddigiska
astute	0	0	0	0	0	0	1	0	0	0	caqli leh
asunder	0	0	0	0	0	0	0	0	0	0	kala geddisnaan
asylum	0	0	0	1	0	1	0	0	0	0	magangelyo
asymmetric	0	0	0	0	0	0	0	0	0	0	asymmetrical
asymmetry	0	0	1	0	0	0	0	0	0	0	asymmetry
asymptotic	0	0	0	0	0	0	0	0	0	0	asymptotic
atelier	0	0	0	0	0	0	0	0	0	0	atelier
atheism	0	0	0	0	0	1	0	0	0	0	cawaannimo
atheistic	0	0	0	0	0	0	0	0	0	0	cawaan
atherosclerosis	0	0	0	1	0	1	0	1	0	0	atherosclerosis
athlete	0	0	0	0	0	0	1	0	0	0	cayaartoyga
athletic	0	0	0	0	0	0	1	0	0	0	ciyaaraha fudud
athleticism	0	0	0	0	0	0	0	0	0	0	ciyaaraha fudud
athletics	0	0	0	0	0	0	0	0	0	0	ciyaaraha fudud
atlas	0	0	0	0	0	0	0	0	0	0	atlas
atmosphere	0	0	0	0	0	0	0	0	0	0	jawi
atmospheric	0	0	0	0	0	0	0	0	0	0	jawiga
atoll	0	0	0	0	0	0	0	0	0	0	toll
atom	0	0	0	0	0	0	1	0	0	0	atamka
atomic	0	0	0	0	0	0	0	0	0	0	atomiga
atone	0	1	0	0	1	0	1	0	0	1	kafaaraggud
atonement	0	0	0	0	0	0	1	0	0	0	kafaaraggud
atrium	0	0	0	0	0	0	0	0	0	0	atrium
atrocious	1	0	1	0	0	1	0	0	0	0	bahalnimo
atrocity	1	0	1	1	0	1	0	1	0	0	bahalnimo
atrophy	0	0	1	1	0	1	0	1	0	0	atrophy
attach	0	0	0	0	0	0	0	0	0	0	ku lifaaq
attachment	0	0	0	0	0	0	1	0	0	0	lifaaqa
attack	1	0	0	1	0	1	0	0	0	0	weerar
attacking	1	0	1	1	0	1	0	1	1	0	weerar
attain	0	0	0	0	0	0	0	0	0	0	gaadhid
attainable	0	1	0	0	0	0	1	0	0	0	la gaari karo
attainment	0	0	0	0	0	0	1	0	0	0	hanashada
attempt	0	1	0	0	0	0	0	0	0	0	isku day
attendance	0	1	0	0	0	0	0	0	0	0	imaanshaha
attendant	0	0	0	0	0	0	1	0	0	1	kaaliyaha
attention	0	0	0	0	0	0	1	0	0	0	fiiro gaar ah
attentive	0	0	0	0	0	0	1	0	0	1	feejigan
attenuate	0	0	0	0	0	0	0	0	0	0	dhayalsan
attenuated	0	0	0	0	0	1	0	0	0	0	la dhimay
attenuation	0	0	0	0	0	1	0	1	0	0	yarayn
attest	0	0	0	0	0	0	1	0	0	1	caddayn
attestation	0	0	0	0	0	0	0	0	0	1	caddayn
attic	0	0	0	0	0	0	0	0	0	0	saqafka sare
attire	0	0	0	0	0	0	0	0	0	0	lebbiska
attitude	0	0	0	0	0	0	0	0	0	0	dabeecadda
attorney	1	0	0	1	0	0	1	0	0	1	qareen
attraction	0	0	0	0	0	0	1	0	0	0	soo jiidasho
attractiveness	0	0	0	0	0	0	1	0	0	0	soo jiidasho
attributable	0	0	0	0	0	0	0	0	0	0	loo aaneyn karo
attribute	0	0	0	0	0	0	0	0	0	0	sifo
attribution	0	0	0	0	0	0	0	0	0	0	sifo
attrition	0	0	0	0	0	0	0	0	0	0	ilbaxnimo
auburn	0	0	0	0	0	0	0	0	0	0	Auburn
auction	0	1	0	0	0	0	0	0	0	0	xaraash
auctioneer	0	0	0	0	0	0	0	0	0	0	xaraash
audacious	0	0	0	0	0	0	0	0	0	0	dhiiranaan
audacity	0	0	0	0	0	1	0	0	0	0	dhiiranaan
audible	0	0	0	0	0	0	0	0	0	0	la maqli karo
audience	0	1	0	0	0	0	0	0	0	0	daawadayaasha
audit	0	0	0	0	0	0	0	0	0	0	hantidhawrka
audition	0	0	0	0	0	0	0	0	0	0	daawasho
auditor	0	0	0	1	0	0	0	0	0	1	hantidhawr
auditorium	0	0	0	0	0	0	0	0	0	0	hoolka
auditory	0	0	0	0	0	0	0	0	0	0	maqal
aught	0	0	0	0	0	0	0	0	0	0	waxba
augment	0	0	0	0	0	0	1	0	0	0	kordhin
augmentation	0	0	0	0	0	0	0	0	0	0	kordhin
august	0	0	0	0	0	0	1	0	0	0	Ogosto
aunt	0	0	0	0	0	0	1	0	0	1	eedo
aura	0	0	0	0	0	0	1	0	0	0	aura
aurora	0	0	0	0	0	0	0	0	0	0	aurora
auspices	0	0	0	0	0	0	0	0	0	0	maslaxad
auspicious	0	1	0	0	1	0	1	0	0	0	wanaagsan
austere	0	0	0	1	0	1	0	1	0	0	ba'an
austerity	0	0	0	0	0	1	0	0	0	0	guntinimo
authentic	0	0	0	0	1	0	1	0	0	1	dhab ah
authenticate	0	0	0	0	0	0	0	0	0	1	xaqiijin
authentication	0	0	0	0	0	0	0	0	0	1	xaqiijin
authenticity	0	0	0	0	0	0	1	0	0	1	runnimada
author	0	0	0	0	0	0	1	0	0	1	qoraa
authoritative	0	0	0	0	0	0	1	0	0	1	awood leh
authority	0	0	0	0	0	0	1	0	0	1	maamulka
authorization	0	0	0	0	0	0	1	0	0	1	oggolaansho
authorize	0	0	0	0	0	0	0	0	0	1	idman
authorized	0	0	0	0	0	0	1	0	0	0	idman
authorship	0	0	0	0	0	0	0	0	0	0	qoraanimo
auto	0	0	0	0	0	0	0	0	0	0	baabuur
autobiography	0	0	0	0	0	0	0	0	0	0	taariikh nololeedka
autocratic	0	0	0	0	0	1	0	0	0	0	talisnimo
autograph	0	0	0	0	0	0	0	0	0	0	sawir qaade
automatic	0	0	0	0	0	0	0	0	0	1	si toos ah
automobile	0	0	0	0	0	0	0	0	0	0	baabuur
autonomy	0	0	0	0	0	0	0	0	0	0	madaxbannaani
autopsy	0	0	1	1	0	1	0	1	0	0	baaris
autumn	0	0	0	0	0	0	0	0	0	0	dayrta
auxiliary	0	0	0	0	0	0	0	0	0	0	caawiye
avail	0	0	0	0	0	0	0	0	0	0	ka faa'ideyso
