English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Norwegian Word
amulet	0	0	0	0	0	0	0	0	0	0	amulett
amuse	0	0	0	0	1	0	1	0	0	0	underholde
amused	0	0	0	0	1	0	1	0	0	0	underholdt
amusement	0	0	0	0	1	0	1	0	0	0	fornøyelse
amusing	0	0	0	0	1	0	1	0	0	0	morsomt
ana	0	0	0	0	0	0	0	0	0	0	ana
anaconda	0	0	1	1	0	1	0	0	0	0	anakonda
anaesthesia	0	0	0	0	0	0	0	0	0	0	anestesi
anaesthetic	0	0	0	0	0	0	0	0	0	0	anestetisk
anal	0	0	0	0	0	1	0	0	0	0	anal
analgesic	0	0	0	0	0	0	0	0	0	0	smertestillende
analogous	0	0	0	0	0	0	0	0	0	0	analogt
analogue	0	0	0	0	0	0	0	0	0	0	analog
analogy	0	0	0	0	0	0	0	0	0	0	analogi
analysis	0	0	0	0	0	0	0	0	0	0	analyse
analyst	0	1	0	0	0	0	1	0	0	1	analytiker
analytic	0	0	0	0	0	0	0	0	0	0	analytisk
analyze	0	0	0	0	0	0	0	0	0	0	analysere
analyzer	0	0	0	0	0	0	0	0	0	0	analysator
anarchism	1	0	0	1	0	1	0	0	0	0	anarkisme
anarchist	1	0	0	1	0	1	0	0	0	0	anarkist
anarchy	1	0	0	1	0	1	0	0	0	0	anarki
anastomosis	0	0	0	0	0	0	0	0	0	0	anastomose
anathema	1	0	1	1	0	1	0	1	0	0	anathema
anatomic	0	0	0	0	0	0	0	0	0	0	anatomisk
anatomy	0	0	0	0	0	0	0	0	0	0	anatomi
ancestor	0	0	0	0	0	0	0	0	0	0	stamfar
ancestral	0	0	0	0	0	0	0	0	0	1	forfedres
ancestry	0	0	0	0	0	0	0	0	0	0	ætt
anchor	0	0	0	0	0	0	1	0	0	0	anker
anchorage	0	0	0	0	0	0	1	1	0	0	forankring
ancient	0	0	0	0	0	1	0	0	0	0	eldgammel
ancillary	0	0	0	0	0	0	0	0	0	0	hjelpemiddel
androgen	0	0	0	0	0	0	0	0	0	0	androgen
anemone	0	0	0	0	0	0	0	0	0	0	anemone
anew	0	0	0	0	0	0	0	0	0	0	på nytt
angel	0	1	0	0	1	0	1	0	1	1	engel
angelic	0	0	0	0	1	0	1	0	0	1	engleaktig
anger	1	0	0	0	0	1	0	0	0	0	sinne
angina	0	0	0	1	0	1	0	0	0	0	angina
angiography	0	0	0	0	0	0	0	0	0	0	angiografi
angle	0	0	0	0	0	0	0	0	0	0	vinkel
angling	0	1	0	0	0	1	0	0	0	0	fiske
angry	1	0	1	0	0	1	0	0	0	0	sint
anguish	1	0	0	1	0	1	0	1	0	0	kvaler
angular	0	0	0	0	0	0	0	0	0	0	kantete
anhydrous	0	0	0	0	0	0	0	0	0	0	vannfri
animal	0	0	0	0	0	0	0	0	0	0	dyr
animate	0	0	0	0	0	0	1	0	0	0	animere
animated	0	0	0	0	1	0	1	0	0	0	animert
animation	0	0	0	0	0	0	0	0	0	0	animasjon
animosity	1	0	1	1	0	1	0	1	0	0	fiendtlighet
animus	1	0	0	0	0	1	0	0	0	0	animus
ankle	0	0	0	0	0	0	0	0	0	0	ankel
annals	0	0	0	0	0	0	0	0	0	0	annaler
annex	0	0	0	0	0	0	0	0	0	0	tilbygg
annexation	0	0	0	0	0	0	0	0	0	0	annektering
annexe	0	0	0	0	0	0	0	0	0	0	anneks
annihilate	1	0	0	1	0	1	0	0	0	0	utslette
annihilated	1	0	0	1	0	1	0	1	0	0	utslettet
annihilation	1	0	0	1	0	1	0	1	0	0	utslettelse
annotate	0	0	0	0	0	0	0	0	0	0	kommentere
annotation	0	0	0	0	0	0	0	0	0	0	merknad
announce	0	0	0	0	0	0	0	0	0	0	kunngjøre
announcement	0	1	0	0	0	0	0	0	0	0	kunngjøring
annoy	1	0	1	0	0	1	0	0	0	0	irritere
annoyance	1	0	1	0	0	1	0	0	0	0	irritasjon
annoying	1	0	0	0	0	1	0	0	0	0	irriterende
annuity	0	0	0	0	0	0	0	0	0	0	livrente
annul	0	0	0	0	0	1	0	0	0	0	annullere
annular	0	0	0	0	0	0	0	0	0	0	ringformet
annulment	0	0	0	0	0	1	0	1	0	0	annulering
annulus	0	0	0	0	0	0	0	0	0	0	annulus
anointing	0	0	0	0	0	0	0	0	0	0	salving
anomalous	0	0	0	0	0	0	0	0	0	0	unormalt
anomaly	0	0	0	1	0	1	0	0	1	0	anomali
anon	0	0	0	0	0	0	0	0	0	0	anon
anonymous	0	0	0	0	0	1	0	0	0	0	anonym
answer	0	0	0	0	0	0	0	0	0	0	svar
answerable	0	0	0	0	0	0	0	0	0	1	ansvarlig
answering	0	0	0	0	0	0	0	0	0	0	svarer
ant	0	0	0	0	0	0	0	0	0	0	maur
antagonism	1	0	0	0	0	1	0	0	0	0	antagonisme
antagonist	1	0	0	0	0	1	0	0	0	0	motstander
antagonistic	1	0	1	0	0	1	0	0	0	0	antagonistisk
ante	0	0	0	0	0	0	0	0	0	0	ante
antecedent	0	0	0	0	0	0	0	0	0	0	forutgående
antelope	0	0	0	0	0	0	0	0	0	0	antilope
antenna	0	0	0	0	0	0	0	0	0	0	antenne
anterior	0	0	0	0	0	0	0	0	0	0	fremre
anthem	0	0	0	0	0	0	0	0	0	0	hymne
anthology	0	0	0	0	0	0	0	0	0	0	antologi
anthrax	0	0	1	1	0	1	0	1	0	0	miltbrann
anthropology	0	0	0	0	0	0	0	0	0	0	antropologi
antibiotic	0	0	0	0	0	0	0	0	0	0	antibiotika
antibiotics	0	0	0	0	0	0	1	0	0	0	antibiotika
antichrist	1	0	1	1	0	1	0	0	0	0	antikrist
anticipation	0	1	0	0	0	0	0	0	0	0	forventning
anticipatory	0	1	0	0	0	0	0	0	0	0	forventningsfull
antidote	0	1	0	0	0	0	1	0	0	1	motgift
antifungal	0	0	0	0	0	0	1	0	0	1	soppdrepende
antimony	0	0	0	0	0	0	0	0	0	0	antimon
antipathy	1	0	1	0	0	1	0	0	0	0	antipati
antiquarian	0	0	0	0	0	0	0	0	0	0	antikvarisk
antiquated	0	0	0	0	0	1	0	0	0	0	foreldet
antique	0	0	0	0	0	0	1	0	0	0	antikk
antiquity	0	0	0	0	0	0	0	0	0	0	antikken
antiseptic	0	0	0	0	0	0	1	0	0	1	antiseptisk middel
antisocial	1	0	1	1	0	1	0	1	0	0	asosial
antithesis	1	0	0	0	0	1	0	0	0	0	antitese
antithetical	0	0	0	0	0	0	0	0	0	0	antitetisk
antiviral	0	0	0	0	0	0	0	0	0	0	antiviralt
antler	0	0	0	0	0	0	0	0	0	0	gevir
anvil	0	0	0	0	0	0	0	0	0	0	ambolt
anxiety	1	1	0	1	0	1	0	1	0	0	angst
anxious	0	1	0	1	0	1	0	0	0	0	engstelig
aorta	0	0	0	0	0	0	0	0	0	0	aorta
apace	0	0	0	0	0	0	0	0	0	0	raskt
apache	0	0	0	1	0	1	0	0	0	0	apache
apartment	0	0	0	0	0	0	0	0	0	0	leilighet
apathetic	0	0	0	0	0	1	0	1	0	0	apatisk
apathy	0	0	0	0	0	1	0	1	0	0	apati
ape	0	0	0	0	0	0	0	0	0	0	ape
aperture	0	0	0	0	0	0	0	0	0	0	blenderåpning
apex	0	0	0	0	0	0	0	0	0	0	toppunkt
aphid	0	0	1	0	0	1	0	0	0	0	bladlus
apiece	0	0	0	0	0	0	0	0	0	0	et stykke
aplomb	0	0	0	0	0	0	1	0	0	0	aplomb
apocalyptic	0	0	0	0	0	0	0	0	0	0	apokalyptisk
apologetic	0	0	0	0	0	0	1	0	0	1	unnskyldende
apologist	0	0	0	0	0	0	0	0	0	0	unnskyldning
apologize	0	0	0	0	0	0	1	1	0	1	be om unnskyldning
apology	0	0	0	0	0	0	1	0	0	0	unnskyldning
apostasy	0	0	0	0	0	0	0	0	0	0	frafall
apostate	0	0	0	0	0	0	0	0	0	0	frafalne
apostle	0	0	0	0	0	0	1	0	0	1	apostel
apostolic	0	0	0	0	0	0	0	0	0	1	apostolisk
apostrophe	0	0	0	0	0	0	0	0	0	0	apostrof
appalling	0	0	1	1	0	1	0	0	0	0	forferdelig
apparatus	0	0	0	0	0	0	0	0	0	0	apparater
apparel	0	0	0	0	0	0	0	0	0	0	klær
apparently	0	0	0	0	0	0	0	0	0	0	tilsynelatende
apparition	0	0	0	1	0	0	0	0	1	0	tilsynekomst
appeal	0	1	0	0	0	0	0	0	0	0	anke
appearance	0	0	0	0	0	0	0	0	0	0	utseende
appease	0	0	0	0	0	0	0	0	0	0	blidgjøre
appellant	0	0	0	0	0	0	0	0	0	0	ankende part
append	0	0	0	0	0	0	0	0	0	0	legge til
appendage	0	0	0	0	0	0	0	0	0	0	vedheng
appendicitis	0	0	0	1	0	1	0	1	0	0	blindtarmbetennelse
appendix	0	0	0	0	0	0	0	0	0	0	blindtarm
appetite	0	0	0	0	0	0	0	0	0	0	appetitt
appetizer	0	0	0	0	0	0	0	0	0	0	forrett
applause	0	0	0	0	1	0	1	0	1	1	bifall
apple	0	0	0	0	0	0	0	0	0	0	eple
appliance	0	0	0	0	0	0	0	0	0	0	apparatet
appliances	0	0	0	0	0	0	0	0	0	0	hvitevarer
applicability	0	0	0	0	0	0	0	0	0	0	anvendelighet
applicable	0	0	0	0	0	0	0	0	0	0	aktuelt
applicant	0	1	0	0	0	0	0	0	0	0	søker
application	0	0	0	0	0	0	0	0	0	0	applikasjon
apply	0	0	0	0	0	0	0	0	0	0	søke om
appoint	0	0	0	0	0	0	0	0	0	0	ansette
appointment	0	0	0	0	0	0	0	0	0	0	avtale
appointments	0	0	0	0	0	0	0	0	0	0	avtaler
apportion	0	0	0	0	0	0	0	0	0	0	fordeling
apportionment	0	0	0	0	0	0	0	0	0	0	fordeling
appraise	0	0	0	0	0	0	0	0	0	0	vurdere
appreciable	0	0	0	0	0	0	0	0	0	0	nevneverdig
appreciation	0	0	0	0	1	0	1	0	0	1	verdsettelse
apprehend	0	0	0	1	0	0	0	0	0	0	anholde
apprehension	0	0	0	1	0	1	0	0	0	0	engstelse
apprehensive	0	1	0	1	0	1	0	0	0	0	engstelig
apprentice	0	0	0	0	0	0	0	0	0	1	lærling
apprenticeship	0	0	0	0	0	0	0	0	0	0	læretid
approach	0	0	0	0	0	0	0	0	0	0	nærme seg
approaching	0	1	0	0	0	0	0	0	0	0	nærmer seg
approbation	0	0	0	0	0	0	1	0	0	1	godkjenning
appropriation	0	0	0	0	0	1	0	0	0	0	tilegnelse
approval	0	0	0	0	0	0	1	0	0	0	godkjenning
approve	0	0	0	0	1	0	1	0	0	1	vedta
approving	0	0	0	0	0	0	1	0	0	0	godkjenner
approximate	0	0	0	0	0	0	0	0	0	0	tilnærmet
approximately	0	0	0	0	0	0	0	0	0	0	omtrent
approximating	0	0	0	0	0	0	0	0	0	0	tilnærmet
approximation	0	0	0	0	0	0	0	0	0	0	tilnærming
appurtenances	0	0	0	0	0	0	0	0	0	0	tilbehør
apron	0	0	0	0	0	0	0	0	0	0	forkle
apt	0	0	0	0	0	0	1	0	0	0	apt
aptitude	0	0	0	0	0	0	1	0	0	0	evne
aqua	0	0	0	0	0	0	0	0	0	0	aqua
aquamarine	0	0	0	0	0	0	0	0	0	0	akvamarin
aquarium	0	0	0	0	0	0	0	0	0	0	akvarium
aquatic	0	0	0	0	0	0	0	0	0	0	vannlevende
aqueduct	0	0	0	0	0	0	0	0	0	0	akvadukt
aqueous	0	0	0	0	0	0	0	0	0	0	vandig
arable	0	0	0	0	0	0	0	0	0	0	dyrkbar
arbiter	0	0	0	0	0	0	0	0	0	1	dommer
arbitrate	0	0	0	0	0	0	0	0	0	0	megle
arbitration	0	1	0	0	0	0	0	0	0	0	megling
arbitrator	0	0	0	0	0	0	0	0	0	1	megler
arbor	0	0	0	0	0	0	0	0	0	0	arbor
arc	0	0	0	0	0	0	0	0	0	0	bue
arcade	0	0	0	0	0	0	0	0	0	0	arkade
arch	0	0	0	0	0	0	0	0	0	0	bue
archaeological	0	0	0	0	0	0	0	0	0	0	arkeologiske
archaeologist	0	0	0	0	0	0	0	0	0	0	arkeolog
archaeology	0	1	0	0	0	0	1	0	0	0	arkeologi
archaic	0	0	0	0	0	1	0	0	0	0	arkaisk
archbishop	0	0	0	0	0	0	0	0	0	0	erkebiskop
arched	0	0	0	0	0	0	0	0	0	0	buet
archer	0	0	0	0	0	0	0	0	0	0	bueskytter
archery	0	0	0	0	0	0	0	0	0	0	bueskyting
archetype	0	0	0	0	0	0	0	0	0	0	arketype
archipelago	0	0	0	0	0	0	0	0	0	0	skjærgård
architect	0	0	0	0	0	0	0	0	0	0	arkitekt
architecture	0	0	0	0	0	0	0	0	0	1	arkitektur
archive	0	0	0	0	0	0	0	0	0	0	arkiv
arctic	0	0	0	0	0	0	0	0	0	0	Arktis
ardent	0	1	0	0	1	0	1	0	0	0	ivrig
ardor	0	0	0	0	0	0	1	0	0	0	iver
arduous	0	0	0	0	0	1	0	0	0	0	vanskelig
area	0	0	0	0	0	0	0	0	0	0	område
arena	0	0	0	0	0	0	0	0	0	0	arena
areola	0	0	0	0	0	0	0	0	0	0	areola
argent	0	0	0	0	0	0	0	0	0	0	argent
argue	1	0	0	0	0	1	0	0	0	0	argumentere
argument	1	0	0	0	0	1	0	0	0	0	argument
argumentation	1	0	0	0	0	0	0	0	0	0	argumentasjon
argumentative	0	0	0	0	0	1	0	0	0	0	argumenterende
arguments	1	0	0	0	0	0	0	0	0	0	argumenter
arid	0	0	0	0	0	1	0	1	0	0	tørt
aristocracy	0	0	0	0	0	0	1	0	0	0	aristokrati
aristocrat	0	0	0	0	0	0	0	0	0	0	aristokrat
aristocratic	0	0	0	0	0	0	1	0	0	0	aristokratisk
arithmetic	0	0	0	0	0	0	0	0	0	0	aritmetikk
ark	0	0	0	0	0	0	0	0	0	0	ark
arm	0	0	0	0	0	0	0	0	0	0	væpne
armada	0	0	0	0	0	0	0	0	0	0	armada
armament	1	0	0	1	0	0	0	0	0	0	bevæpning
armaments	0	0	0	1	0	1	0	0	0	0	våpen
armature	0	0	0	0	0	0	0	0	0	0	armatur
armed	1	0	0	1	0	1	1	0	0	0	bevæpnet
armor	0	0	0	1	0	0	1	0	0	1	rustning
armored	0	0	0	1	0	0	0	0	0	0	pansret
armory	0	0	0	0	0	0	0	0	0	1	våpenlager
arms	0	0	0	0	0	0	0	0	0	0	våpen
army	0	0	0	0	0	0	0	0	0	0	hæren
aroma	0	0	0	0	0	0	1	0	0	0	aroma
arousal	0	0	0	0	0	0	0	0	0	0	opphisselse
arouse	0	1	0	0	0	0	1	0	0	0	vekke
arraignment	1	0	0	1	0	1	0	1	0	0	rettssak
arrange	0	0	0	0	0	0	0	0	0	0	arrangere
arranged	0	0	0	0	0	0	0	0	0	0	arrangert
arrangement	0	0	0	0	0	0	0	0	0	0	ordning
array	0	0	0	0	0	0	1	0	0	0	array
arrears	0	0	0	0	0	1	0	0	0	0	restanse
arrest	0	0	0	0	0	1	0	0	0	0	arrestere
arrival	0	1	0	0	0	0	0	0	0	0	ankomst
arrive	0	1	0	0	0	0	0	0	0	0	ankomme
arrogance	0	0	0	0	0	1	0	0	0	0	arroganse
arrogant	1	0	1	0	0	1	0	0	0	0	arrogant
arrow	0	0	0	0	0	0	0	0	0	0	pil
arsenal	0	0	0	0	0	0	0	0	0	0	arsenal
arsenic	0	0	1	1	0	1	0	1	0	0	arsenikk
arson	1	0	0	1	0	1	0	0	0	0	mordbrann
art	0	1	0	0	1	0	1	1	1	0	Kunst
artery	0	0	0	0	0	0	0	0	0	0	arterie
artful	0	0	0	0	0	0	0	0	0	0	kunstferdig
arthropod	0	0	0	0	0	0	0	0	0	0	leddyr
artichoke	0	0	0	0	0	0	0	0	0	0	artisjokk
article	0	0	0	0	0	0	0	0	0	0	artikkel
articles	0	0	0	0	0	0	0	0	0	0	artikler
articulate	0	0	0	0	0	0	1	0	0	0	artikulere
articulation	0	0	0	0	0	0	1	0	0	0	artikulasjon
artifice	0	0	0	0	0	0	0	0	0	0	kunstgrep
artillery	0	0	0	1	0	1	0	0	0	0	artilleri
artisan	0	0	0	0	0	0	1	0	0	0	håndverker
artist	0	0	0	0	0	0	0	0	0	0	kunstner
artiste	0	0	0	0	0	0	1	0	0	0	artiste
artistic	0	0	0	0	0	0	1	0	0	0	kunstnerisk
artists	0	0	0	0	0	0	0	0	0	0	kunstnere
ascend	0	0	0	0	0	0	0	0	0	0	stige
ascendancy	0	0	0	0	0	0	1	0	0	0	oppgang
ascension	0	0	0	0	0	0	0	0	0	0	himmelfart
ascent	0	0	0	0	0	0	1	0	0	0	stigning
ascertain	0	0	0	0	0	0	0	0	0	0	fastslå
ascertained	0	0	0	0	0	0	0	0	0	0	konstatert
ascetic	0	0	0	0	0	0	0	0	0	0	asketisk
ash	0	0	0	0	0	1	0	0	0	0	aske
ashamed	0	0	1	0	0	1	0	1	0	0	skammer seg
ashes	0	0	0	0	0	1	0	1	0	0	aske
asleep	0	0	0	0	0	0	0	0	0	0	sover
asp	0	0	0	1	0	0	0	0	0	0	asp
aspartame	0	0	0	0	0	0	0	0	0	0	aspartam
aspect	0	0	0	0	0	0	0	0	0	0	aspekt
aspects	0	0	0	0	0	0	0	0	0	0	aspekter
asphalt	0	0	0	0	0	0	0	0	0	0	asfalt
aspiration	0	1	0	0	1	0	1	0	1	1	aspirasjon
aspire	0	1	0	0	1	0	1	0	0	0	strebe
aspiring	0	1	0	0	1	0	1	0	0	1	aspirerende
ass	0	0	0	0	0	1	0	0	0	0	ass
assail	1	0	0	1	0	1	0	0	1	0	angripe
assailant	1	0	0	1	0	1	0	1	0	0	overfallsmann
assassin	1	0	0	1	0	1	0	1	0	0	leiemorder
assassinate	1	0	0	1	0	1	0	0	0	0	myrde
assassination	1	0	0	1	0	1	0	1	0	0	attentat
assault	1	0	0	1	0	1	0	0	0	0	overfall
assay	0	0	0	0	0	0	0	0	0	0	analyse
assemblage	0	0	0	0	0	0	0	0	0	0	sammenstilling
assemble	0	0	0	0	0	0	0	0	0	0	montere
assembled	0	0	0	0	0	0	0	0	0	0	satt sammen
assembly	0	0	0	0	0	0	1	0	0	1	montering
assent	0	0	0	0	0	0	1	0	0	0	samtykke
assert	0	0	0	0	0	0	0	0	0	0	hevde
asserting	0	0	0	0	0	0	1	0	0	1	hevde
assertion	0	0	0	0	0	0	0	0	0	0	påstand
assess	0	0	0	0	0	0	0	0	0	0	vurdere
assessment	0	0	0	0	0	0	0	0	1	1	evaluering
assessor	0	0	0	0	0	0	0	0	0	1	assessor
assets	0	0	0	0	0	0	1	0	0	0	eiendeler
asshole	1	0	1	0	0	1	0	0	0	0	drittsekk
assign	0	0	0	0	0	0	0	0	0	0	tildele
assignee	0	0	0	0	0	0	0	0	0	1	oppdragstaker
assignment	0	0	0	0	0	0	0	0	0	0	oppdrag
assimilate	0	0	0	0	0	0	0	0	0	0	tilpasse seg
assimilation	0	0	0	0	0	0	0	0	0	0	assimilering
assist	0	0	0	0	0	0	1	0	0	1	assistere
assistance	0	0	0	0	0	0	1	0	0	0	assistanse
assistant	0	0	0	0	0	0	0	0	0	0	assistent
associate	0	0	0	0	0	0	1	0	0	1	forbinder
association	0	0	0	0	0	0	0	0	0	1	assosiasjon
assorted	0	0	0	0	0	0	0	0	0	0	assortert
assortment	0	0	0	0	0	0	0	0	0	0	sortiment
assuage	0	0	0	0	0	0	1	0	0	0	lindre
assumed	0	0	0	0	0	0	0	0	0	0	antatt
assuming	0	0	0	0	0	0	0	0	0	0	forutsatt
assumption	0	0	0	0	0	0	0	0	0	0	antagelse
assurance	0	0	0	0	0	0	1	0	0	1	forsikring
assure	0	0	0	0	0	0	0	0	0	1	forsikre
assured	0	0	0	0	0	0	1	0	0	1	forsikret
assuredly	0	0	0	0	0	0	0	0	0	1	helt sikkert
asterisk	0	0	0	0	0	0	0	0	0	0	stjerne
asteroids	0	0	0	0	0	0	0	0	0	0	asteroider
astigmatism	0	0	0	0	0	0	0	0	0	0	astigmatisme
astonishingly	0	0	0	0	0	0	1	0	1	0	forbløffende nok
astonishment	0	0	0	0	1	0	1	0	1	0	forbauselse
astral	0	0	0	0	0	0	0	0	0	0	astral
astray	0	0	0	1	0	1	0	0	0	0	på avveie
astringent	0	0	0	0	0	1	0	0	0	0	snerpende
astrologer	0	1	0	0	0	0	1	0	0	0	astrolog
astrology	0	0	0	0	0	0	0	0	0	0	astrologi
astronaut	0	0	0	0	0	0	1	0	0	0	astronaut
astronomer	0	1	0	0	0	0	1	0	0	0	astronom
astronomy	0	0	0	0	0	0	0	0	0	0	astronomi
astute	0	0	0	0	0	0	1	0	0	0	skarpsindig
asunder	0	0	0	0	0	0	0	0	0	0	skille seg fra hverandre
asylum	0	0	0	1	0	1	0	0	0	0	asyl
asymmetric	0	0	0	0	0	0	0	0	0	0	asymmetrisk
asymmetry	0	0	1	0	0	0	0	0	0	0	asymmetri
asymptotic	0	0	0	0	0	0	0	0	0	0	asymptotisk
atelier	0	0	0	0	0	0	0	0	0	0	atelier
atheism	0	0	0	0	0	1	0	0	0	0	ateisme
atheistic	0	0	0	0	0	0	0	0	0	0	ateistisk
atherosclerosis	0	0	0	1	0	1	0	1	0	0	aterosklerose
athlete	0	0	0	0	0	0	1	0	0	0	atlet
athletic	0	0	0	0	0	0	1	0	0	0	atletisk
athleticism	0	0	0	0	0	0	0	0	0	0	atletikk
athletics	0	0	0	0	0	0	0	0	0	0	friidrett
atlas	0	0	0	0	0	0	0	0	0	0	atlas
atmosphere	0	0	0	0	0	0	0	0	0	0	atmosfære
atmospheric	0	0	0	0	0	0	0	0	0	0	atmosfærisk
atoll	0	0	0	0	0	0	0	0	0	0	atoll
atom	0	0	0	0	0	0	1	0	0	0	atom
atomic	0	0	0	0	0	0	0	0	0	0	atomisk
atone	0	1	0	0	1	0	1	0	0	1	sone
atonement	0	0	0	0	0	0	1	0	0	0	forsoning
atrium	0	0	0	0	0	0	0	0	0	0	atrium
atrocious	1	0	1	0	0	1	0	0	0	0	grusomt
atrocity	1	0	1	1	0	1	0	1	0	0	grusomhet
atrophy	0	0	1	1	0	1	0	1	0	0	atrofi
attach	0	0	0	0	0	0	0	0	0	0	feste
attachment	0	0	0	0	0	0	1	0	0	0	vedlegg
attack	1	0	0	1	0	1	0	0	0	0	angrep
attacking	1	0	1	1	0	1	0	1	1	0	angripende
attain	0	0	0	0	0	0	0	0	0	0	oppnå
attainable	0	1	0	0	0	0	1	0	0	0	oppnåelig
attainment	0	0	0	0	0	0	1	0	0	0	oppnåelse
attempt	0	1	0	0	0	0	0	0	0	0	forsøk
attendance	0	1	0	0	0	0	0	0	0	0	deltakelse
attendant	0	0	0	0	0	0	1	0	0	1	ledsager
attention	0	0	0	0	0	0	1	0	0	0	Merk følgende
attentive	0	0	0	0	0	0	1	0	0	1	oppmerksomme
attenuate	0	0	0	0	0	0	0	0	0	0	dempe
attenuated	0	0	0	0	0	1	0	0	0	0	svekket
attenuation	0	0	0	0	0	1	0	1	0	0	demping
attest	0	0	0	0	0	0	1	0	0	1	attestere
attestation	0	0	0	0	0	0	0	0	0	1	attestasjon
attic	0	0	0	0	0	0	0	0	0	0	loft
attire	0	0	0	0	0	0	0	0	0	0	antrekk
attitude	0	0	0	0	0	0	0	0	0	0	holdning
attorney	1	0	0	1	0	0	1	0	0	1	advokat
attraction	0	0	0	0	0	0	1	0	0	0	tiltrekning
attractiveness	0	0	0	0	0	0	1	0	0	0	attraktivitet
attributable	0	0	0	0	0	0	0	0	0	0	henførbar
attribute	0	0	0	0	0	0	0	0	0	0	Egenskap
attribution	0	0	0	0	0	0	0	0	0	0	attribusjon
attrition	0	0	0	0	0	0	0	0	0	0	slitasje
auburn	0	0	0	0	0	0	0	0	0	0	rødbrun
auction	0	1	0	0	0	0	0	0	0	0	auksjon
auctioneer	0	0	0	0	0	0	0	0	0	0	auksjonarius
audacious	0	0	0	0	0	0	0	0	0	0	dristig
audacity	0	0	0	0	0	1	0	0	0	0	frekkhet
audible	0	0	0	0	0	0	0	0	0	0	hørbar
audience	0	1	0	0	0	0	0	0	0	0	publikum
audit	0	0	0	0	0	0	0	0	0	0	revidere
audition	0	0	0	0	0	0	0	0	0	0	audition
auditor	0	0	0	1	0	0	0	0	0	1	revisor
auditorium	0	0	0	0	0	0	0	0	0	0	auditorium
auditory	0	0	0	0	0	0	0	0	0	0	auditiv
aught	0	0	0	0	0	0	0	0	0	0	noe
augment	0	0	0	0	0	0	1	0	0	0	øke
augmentation	0	0	0	0	0	0	0	0	0	0	forstørrelse
august	0	0	0	0	0	0	1	0	0	0	august
aunt	0	0	0	0	0	0	1	0	0	1	tante
aura	0	0	0	0	0	0	1	0	0	0	aura
aurora	0	0	0	0	0	0	0	0	0	0	nordlys
auspices	0	0	0	0	0	0	0	0	0	0	regi
auspicious	0	1	0	0	1	0	1	0	0	0	gunstig
austere	0	0	0	1	0	1	0	1	0	0	streng
austerity	0	0	0	0	0	1	0	0	0	0	innstramminger
authentic	0	0	0	0	1	0	1	0	0	1	autentisk
authenticate	0	0	0	0	0	0	0	0	0	1	autentisere
authentication	0	0	0	0	0	0	0	0	0	1	godkjenning
authenticity	0	0	0	0	0	0	1	0	0	1	autentisitet
author	0	0	0	0	0	0	1	0	0	1	forfatter
authoritative	0	0	0	0	0	0	1	0	0	1	autoritær
authority	0	0	0	0	0	0	1	0	0	1	autoritet
authorization	0	0	0	0	0	0	1	0	0	1	autorisasjon
authorize	0	0	0	0	0	0	0	0	0	1	autorisere
authorized	0	0	0	0	0	0	1	0	0	0	autorisert
authorship	0	0	0	0	0	0	0	0	0	0	forfatterskap
auto	0	0	0	0	0	0	0	0	0	0	auto
autobiography	0	0	0	0	0	0	0	0	0	0	selvbiografi
autocratic	0	0	0	0	0	1	0	0	0	0	autokratisk
autograph	0	0	0	0	0	0	0	0	0	0	autograf
automatic	0	0	0	0	0	0	0	0	0	1	Automatisk
automobile	0	0	0	0	0	0	0	0	0	0	bil
autonomy	0	0	0	0	0	0	0	0	0	0	autonomi
autopsy	0	0	1	1	0	1	0	1	0	0	autopsi
autumn	0	0	0	0	0	0	0	0	0	0	høst
auxiliary	0	0	0	0	0	0	0	0	0	0	hjelpemiddel
avail	0	0	0	0	0	0	0	0	0	0	nytte
avalanche	0	0	0	1	0	1	0	1	1	0	snøskred
avarice	1	0	1	0	0	1	0	0	0	0	grådighet
avatar	0	0	0	0	0	0	1	0	0	0	avatar
avenger	1	0	0	0	0	1	0	0	0	0	hevner
avenue	0	0	0	0	0	0	0	0	0	0	allé
aver	0	0	0	0	0	0	0	0	0	0	aver
average	0	0	0	0	0	0	0	0	0	0	gjennomsnitt
averse	1	0	1	1	0	1	0	0	0	0	uvillig
aversion	1	0	1	1	0	1	0	0	0	0	aversjon
avert	0	0	0	0	0	0	0	0	0	0	avverge
aviary	0	0	0	0	0	0	0	0	0	0	voliere
aviation	0	0	0	0	0	0	0	0	0	0	luftfart
aviator	0	0	0	0	0	0	0	0	0	0	flyger
avid	0	0	0	0	0	0	0	0	0	0	ivrig
avocado	0	0	0	0	0	0	0	0	0	0	avokado
avoid	0	0	0	1	0	1	0	0	0	0	unngå
avoidance	0	0	0	1	0	1	0	0	0	0	unngåelse
avoiding	0	0	0	1	0	0	0	0	0	0	unngå
await	0	1	0	0	0	0	0	0	0	0	avvente
awake	0	0	0	0	0	0	0	0	0	0	våken
awaken	0	0	0	0	0	0	0	0	0	0	vekke
award	0	1	0	0	1	0	1	0	1	1	tildele
awe	0	0	0	0	0	0	0	0	0	0	ærefrykt
awful	1	0	1	1	0	1	0	1	0	0	fryktelig
awkwardness	0	0	1	0	0	1	0	0	0	0	klossethet
awning	0	0	0	0	0	0	0	0	0	0	markise
awry	0	0	0	0	0	1	0	0	0	0	galt
