English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Shona Word
amply	0	0	0	0	0	0	0	0	0	0	zvakakwana
amputation	0	0	0	0	0	0	0	0	0	0	kudimburwa
amulet	0	0	0	0	0	0	0	0	0	0	amulet
amuse	0	0	0	0	1	0	1	0	0	0	amuse
amused	0	0	0	0	1	0	1	0	0	0	amused
amusement	0	0	0	0	1	0	1	0	0	0	amusement
amusing	0	0	0	0	1	0	1	0	0	0	amusing
ana	0	0	0	0	0	0	0	0	0	0	ana
anaconda	0	0	1	1	0	1	0	0	0	0	anaconda
anaesthesia	0	0	0	0	0	0	0	0	0	0	anesthesia
anaesthetic	0	0	0	0	0	0	0	0	0	0	anesthetic
anal	0	0	0	0	0	1	0	0	0	0	anal
analgesic	0	0	0	0	0	0	0	0	0	0	analgesic
analogous	0	0	0	0	0	0	0	0	0	0	akafanana
analogue	0	0	0	0	0	0	0	0	0	0	analogue
analogy	0	0	0	0	0	0	0	0	0	0	fananidzo
analysis	0	0	0	0	0	0	0	0	0	0	kuongorora
analyst	0	1	0	0	0	0	1	0	0	1	muongorori
analytic	0	0	0	0	0	0	0	0	0	0	analytic
analyze	0	0	0	0	0	0	0	0	0	0	analyze
analyzer	0	0	0	0	0	0	0	0	0	0	analyzer
anarchism	1	0	0	1	0	1	0	0	0	0	anarchism
anarchist	1	0	0	1	0	1	0	0	0	0	anarchist
anarchy	1	0	0	1	0	1	0	0	0	0	nyonganyonga
anastomosis	0	0	0	0	0	0	0	0	0	0	anastomosis
anathema	1	0	1	1	0	1	0	1	0	0	anathema
anatomic	0	0	0	0	0	0	0	0	0	0	anatomic
anatomy	0	0	0	0	0	0	0	0	0	0	anatomy
ancestor	0	0	0	0	0	0	0	0	0	0	tateguru
ancestral	0	0	0	0	0	0	0	0	0	1	madzitateguru
ancestry	0	0	0	0	0	0	0	0	0	0	madzitateguru
anchor	0	0	0	0	0	0	1	0	0	0	anchor
anchorage	0	0	0	0	0	0	1	1	0	0	anchorage
ancient	0	0	0	0	0	1	0	0	0	0	yekare
ancillary	0	0	0	0	0	0	0	0	0	0	ancillary
androgen	0	0	0	0	0	0	0	0	0	0	androgen
anemone	0	0	0	0	0	0	0	0	0	0	anemone
anew	0	0	0	0	0	0	0	0	0	0	patsva
angel	0	1	0	0	1	0	1	0	1	1	ngirozi
angelic	0	0	0	0	1	0	1	0	0	1	ngirozi
anger	1	0	0	0	0	1	0	0	0	0	kutsamwa
angina	0	0	0	1	0	1	0	0	0	0	angina
angiography	0	0	0	0	0	0	0	0	0	0	angiography
angle	0	0	0	0	0	0	0	0	0	0	angle
angling	0	1	0	0	0	1	0	0	0	0	angleng
angry	1	0	1	0	0	1	0	0	0	0	akatsamwa
anguish	1	0	0	1	0	1	0	1	0	0	kurwadziwa
angular	0	0	0	0	0	0	0	0	0	0	angular
anhydrous	0	0	0	0	0	0	0	0	0	0	anhydrous
animal	0	0	0	0	0	0	0	0	0	0	mhuka
animate	0	0	0	0	0	0	1	0	0	0	rarama
animated	0	0	0	0	1	0	1	0	0	0	animated
animation	0	0	0	0	0	0	0	0	0	0	animation
animosity	1	0	1	1	0	1	0	1	0	0	ruvengo
animus	1	0	0	0	0	1	0	0	0	0	animus
ankle	0	0	0	0	0	0	0	0	0	0	ankle
annals	0	0	0	0	0	0	0	0	0	0	annals
annex	0	0	0	0	0	0	0	0	0	0	anex
annexation	0	0	0	0	0	0	0	0	0	0	kuwedzera
annexe	0	0	0	0	0	0	0	0	0	0	annexe
annihilate	1	0	0	1	0	1	0	0	0	0	paradza
annihilated	1	0	0	1	0	1	0	1	0	0	annihilated
annihilation	1	0	0	1	0	1	0	1	0	0	kuparadzwa
annotate	0	0	0	0	0	0	0	0	0	0	annotate
annotation	0	0	0	0	0	0	0	0	0	0	annotation
announce	0	0	0	0	0	0	0	0	0	0	zivisa
announcement	0	1	0	0	0	0	0	0	0	0	chiziviso
annoy	1	0	1	0	0	1	0	0	0	0	annoy
annoyance	1	0	1	0	0	1	0	0	0	0	kusvotwa
annoying	1	0	0	0	0	1	0	0	0	0	zvinogumbura
annuity	0	0	0	0	0	0	0	0	0	0	annuity
annul	0	0	0	0	0	1	0	0	0	0	annul
annular	0	0	0	0	0	0	0	0	0	0	annular
annulment	0	0	0	0	0	1	0	1	0	0	annulment
annulus	0	0	0	0	0	0	0	0	0	0	annulus
anointing	0	0	0	0	0	0	0	0	0	0	kuzodzwa
anomalous	0	0	0	0	0	0	0	0	0	0	anomalous
anomaly	0	0	0	1	0	1	0	0	1	0	anomaly
anon	0	0	0	0	0	0	0	0	0	0	anon
anonymous	0	0	0	0	0	1	0	0	0	0	anonymous
answer	0	0	0	0	0	0	0	0	0	0	mhinduro
answerable	0	0	0	0	0	0	0	0	0	1	inopindurika
answering	0	0	0	0	0	0	0	0	0	0	achipindura
ant	0	0	0	0	0	0	0	0	0	0	svosve
antagonism	1	0	0	0	0	1	0	0	0	0	kupikisa
antagonist	1	0	0	0	0	1	0	0	0	0	anopikisa
antagonistic	1	0	1	0	0	1	0	0	0	0	anopikisa
ante	0	0	0	0	0	0	0	0	0	0	ante
antecedent	0	0	0	0	0	0	0	0	0	0	antecedent
antelope	0	0	0	0	0	0	0	0	0	0	antelope
antenna	0	0	0	0	0	0	0	0	0	0	antenna
anterior	0	0	0	0	0	0	0	0	0	0	anterior
anthem	0	0	0	0	0	0	0	0	0	0	rwiyo
anthology	0	0	0	0	0	0	0	0	0	0	anthology
anthrax	0	0	1	1	0	1	0	1	0	0	chigwadara
anthropology	0	0	0	0	0	0	0	0	0	0	anthropology
antibiotic	0	0	0	0	0	0	0	0	0	0	mushonga unorwisa mabhakitiriya
antibiotics	0	0	0	0	0	0	1	0	0	0	antibiotics
antichrist	1	0	1	1	0	1	0	0	0	0	munhu anopesana naKristu
anticipation	0	1	0	0	0	0	0	0	0	0	kutarisira
anticipatory	0	1	0	0	0	0	0	0	0	0	kutarisira
antidote	0	1	0	0	0	0	1	0	0	1	mushonga
antifungal	0	0	0	0	0	0	1	0	0	1	antifungal
antimony	0	0	0	0	0	0	0	0	0	0	antimony
antipathy	1	0	1	0	0	1	0	0	0	0	kusafarira
antiquarian	0	0	0	0	0	0	0	0	0	0	antiquarian
antiquated	0	0	0	0	0	1	0	0	0	0	antiquated
antique	0	0	0	0	0	0	1	0	0	0	antique
antiquity	0	0	0	0	0	0	0	0	0	0	yekare
antiseptic	0	0	0	0	0	0	1	0	0	1	antiseptic
antisocial	1	0	1	1	0	1	0	1	0	0	antisocial
antithesis	1	0	0	0	0	1	0	0	0	0	antithesis
antithetical	0	0	0	0	0	0	0	0	0	0	antithetical
antiviral	0	0	0	0	0	0	0	0	0	0	antiviral
antler	0	0	0	0	0	0	0	0	0	0	antler
anvil	0	0	0	0	0	0	0	0	0	0	anvil
anxiety	1	1	0	1	0	1	0	1	0	0	kufunganya
anxious	0	1	0	1	0	1	0	0	0	0	anxious
aorta	0	0	0	0	0	0	0	0	0	0	aorta
apace	0	0	0	0	0	0	0	0	0	0	apace
apache	0	0	0	1	0	1	0	0	0	0	apache
apartment	0	0	0	0	0	0	0	0	0	0	imba
apathetic	0	0	0	0	0	1	0	1	0	0	kusava nehanya
apathy	0	0	0	0	0	1	0	1	0	0	kusava nehanya
ape	0	0	0	0	0	0	0	0	0	0	ape
aperture	0	0	0	0	0	0	0	0	0	0	aperture
apex	0	0	0	0	0	0	0	0	0	0	apex
aphid	0	0	1	0	0	1	0	0	0	0	aphid
apiece	0	0	0	0	0	0	0	0	0	0	apiece
aplomb	0	0	0	0	0	0	1	0	0	0	aplomb
apocalyptic	0	0	0	0	0	0	0	0	0	0	apocalyptic
apologetic	0	0	0	0	0	0	1	0	0	1	apologetic
apologist	0	0	0	0	0	0	0	0	0	0	apologist
apologize	0	0	0	0	0	0	1	1	0	1	kukumbira ruregerero
apology	0	0	0	0	0	0	1	0	0	0	ruregerero
apostasy	0	0	0	0	0	0	0	0	0	0	kuramba kutenda
apostate	0	0	0	0	0	0	0	0	0	0	vakaramba kutenda
apostle	0	0	0	0	0	0	1	0	0	1	mupostori
apostolic	0	0	0	0	0	0	0	0	0	1	vaapostora
apostrophe	0	0	0	0	0	0	0	0	0	0	apostrophe
appalling	0	0	1	1	0	1	0	0	0	0	zvinotyisa
apparatus	0	0	0	0	0	0	0	0	0	0	apparatus
apparel	0	0	0	0	0	0	0	0	0	0	nguo
apparently	0	0	0	0	0	0	0	0	0	0	sezviri pachena
apparition	0	0	0	1	0	0	0	0	1	0	kuonekwa
appeal	0	1	0	0	0	0	0	0	0	0	kukwidza
appearance	0	0	0	0	0	0	0	0	0	0	chitarisiko
appease	0	0	0	0	0	0	0	0	0	0	fadza
appellant	0	0	0	0	0	0	0	0	0	0	mumhan'ari
append	0	0	0	0	0	0	0	0	0	0	append
appendage	0	0	0	0	0	0	0	0	0	0	appendage
appendicitis	0	0	0	1	0	1	0	1	0	0	appendicitis
appendix	0	0	0	0	0	0	0	0	0	0	appendix
appetite	0	0	0	0	0	0	0	0	0	0	appetite
appetizer	0	0	0	0	0	0	0	0	0	0	appetizer
applause	0	0	0	0	1	0	1	0	1	1	kuombera maoko
apple	0	0	0	0	0	0	0	0	0	0	apuro
appliance	0	0	0	0	0	0	0	0	0	0	mudziyo
appliances	0	0	0	0	0	0	0	0	0	0	midziyo
applicability	0	0	0	0	0	0	0	0	0	0	kushanda
applicable	0	0	0	0	0	0	0	0	0	0	zvinoshanda
applicant	0	1	0	0	0	0	0	0	0	0	munyoreri
application	0	0	0	0	0	0	0	0	0	0	application
apply	0	0	0	0	0	0	0	0	0	0	shandisa
appoint	0	0	0	0	0	0	0	0	0	0	gadza
appointment	0	0	0	0	0	0	0	0	0	0	appointment
appointments	0	0	0	0	0	0	0	0	0	0	kugadzwa
apportion	0	0	0	0	0	0	0	0	0	0	mugove
apportionment	0	0	0	0	0	0	0	0	0	0	mugove
appraise	0	0	0	0	0	0	0	0	0	0	appraise
appreciable	0	0	0	0	0	0	0	0	0	0	zvinoyemurika
appreciation	0	0	0	0	1	0	1	0	0	1	kuonga
apprehend	0	0	0	1	0	0	0	0	0	0	kubata
apprehension	0	0	0	1	0	1	0	0	0	0	kutya
apprehensive	0	1	0	1	0	1	0	0	0	0	kutya
apprentice	0	0	0	0	0	0	0	0	0	1	mudzidzi
apprenticeship	0	0	0	0	0	0	0	0	0	0	kudzidzira basa
approach	0	0	0	0	0	0	0	0	0	0	kusvika
approaching	0	1	0	0	0	0	0	0	0	0	achiswedera
approbation	0	0	0	0	0	0	1	0	0	1	approbation
appropriation	0	0	0	0	0	1	0	0	0	0	appropriation
approval	0	0	0	0	0	0	1	0	0	0	mvumo
approve	0	0	0	0	1	0	1	0	0	1	bvumira
approving	0	0	0	0	0	0	1	0	0	0	kubvumira
approximate	0	0	0	0	0	0	0	0	0	0	approximate
approximately	0	0	0	0	0	0	0	0	0	0	anenge
approximating	0	0	0	0	0	0	0	0	0	0	approximating
approximation	0	0	0	0	0	0	0	0	0	0	approximation
appurtenances	0	0	0	0	0	0	0	0	0	0	appurtenances
apron	0	0	0	0	0	0	0	0	0	0	apron
apt	0	0	0	0	0	0	1	0	0	0	apt
aptitude	0	0	0	0	0	0	1	0	0	0	kugona
aqua	0	0	0	0	0	0	0	0	0	0	aqua
aquamarine	0	0	0	0	0	0	0	0	0	0	aquamarine
aquarium	0	0	0	0	0	0	0	0	0	0	aquarium
aquatic	0	0	0	0	0	0	0	0	0	0	mumvura
aqueduct	0	0	0	0	0	0	0	0	0	0	aqueduct
aqueous	0	0	0	0	0	0	0	0	0	0	aqueous
arable	0	0	0	0	0	0	0	0	0	0	arable
arbiter	0	0	0	0	0	0	0	0	0	1	arbiter
arbitrate	0	0	0	0	0	0	0	0	0	0	arbitrate
arbitration	0	1	0	0	0	0	0	0	0	0	arbitration
arbitrator	0	0	0	0	0	0	0	0	0	1	murevereri
arbor	0	0	0	0	0	0	0	0	0	0	arbor
arc	0	0	0	0	0	0	0	0	0	0	arc
arcade	0	0	0	0	0	0	0	0	0	0	arcade
arch	0	0	0	0	0	0	0	0	0	0	arch
archaeological	0	0	0	0	0	0	0	0	0	0	zvekuchera matongo
archaeologist	0	0	0	0	0	0	0	0	0	0	archaeologist
archaeology	0	1	0	0	0	0	1	0	0	0	kuchera matongo
archaic	0	0	0	0	0	1	0	0	0	0	archaic
archbishop	0	0	0	0	0	0	0	0	0	0	bhishopi mukuru
arched	0	0	0	0	0	0	0	0	0	0	arched
archer	0	0	0	0	0	0	0	0	0	0	mupfuri
archery	0	0	0	0	0	0	0	0	0	0	kupfura
archetype	0	0	0	0	0	0	0	0	0	0	archetype
archipelago	0	0	0	0	0	0	0	0	0	0	zvitsuwa
architect	0	0	0	0	0	0	0	0	0	0	architect
architecture	0	0	0	0	0	0	0	0	0	1	zvivakwa
archive	0	0	0	0	0	0	0	0	0	0	archive
arctic	0	0	0	0	0	0	0	0	0	0	arctic
ardent	0	1	0	0	1	0	1	0	0	0	ardent
ardor	0	0	0	0	0	0	1	0	0	0	shungu
arduous	0	0	0	0	0	1	0	0	0	0	zvakaoma
area	0	0	0	0	0	0	0	0	0	0	area
arena	0	0	0	0	0	0	0	0	0	0	arena
areola	0	0	0	0	0	0	0	0	0	0	areola
argent	0	0	0	0	0	0	0	0	0	0	argent
argue	1	0	0	0	0	1	0	0	0	0	nharo
argument	1	0	0	0	0	1	0	0	0	0	nharo
argumentation	1	0	0	0	0	0	0	0	0	0	kukakavara
argumentative	0	0	0	0	0	1	0	0	0	0	nharo
arguments	1	0	0	0	0	0	0	0	0	0	nharo
arid	0	0	0	0	0	1	0	1	0	0	arid
aristocracy	0	0	0	0	0	0	1	0	0	0	aristocracy
aristocrat	0	0	0	0	0	0	0	0	0	0	aristocrat
aristocratic	0	0	0	0	0	0	1	0	0	0	aristocratic
arithmetic	0	0	0	0	0	0	0	0	0	0	arithmetic
ark	0	0	0	0	0	0	0	0	0	0	areka
arm	0	0	0	0	0	0	0	0	0	0	ruoko
armada	0	0	0	0	0	0	0	0	0	0	armada
armament	1	0	0	1	0	0	0	0	0	0	zvombo
armaments	0	0	0	1	0	1	0	0	0	0	zvombo
armature	0	0	0	0	0	0	0	0	0	0	armature
armed	1	0	0	1	0	1	1	0	0	0	nezvombo
armor	0	0	0	1	0	0	1	0	0	1	zvombo
armored	0	0	0	1	0	0	0	0	0	0	armored
armory	0	0	0	0	0	0	0	0	0	1	dura rezvombo
arms	0	0	0	0	0	0	0	0	0	0	maoko
army	0	0	0	0	0	0	0	0	0	0	Mauto
aroma	0	0	0	0	0	0	1	0	0	0	munhuwi
arousal	0	0	0	0	0	0	0	0	0	0	arousal
arouse	0	1	0	0	0	0	1	0	0	0	mutsa
arraignment	1	0	0	1	0	1	0	1	0	0	arraignment
arrange	0	0	0	0	0	0	0	0	0	0	kuronga
arranged	0	0	0	0	0	0	0	0	0	0	kuronga
arrangement	0	0	0	0	0	0	0	0	0	0	urongwa
array	0	0	0	0	0	0	1	0	0	0	array
arrears	0	0	0	0	0	1	0	0	0	0	arrears
arrest	0	0	0	0	0	1	0	0	0	0	kusunga
arrival	0	1	0	0	0	0	0	0	0	0	kusvika
arrive	0	1	0	0	0	0	0	0	0	0	svika
arrogance	0	0	0	0	0	1	0	0	0	0	manyawi
arrogant	1	0	1	0	0	1	0	0	0	0	vanozvikudza
arrow	0	0	0	0	0	0	0	0	0	0	museve
arsenal	0	0	0	0	0	0	0	0	0	0	arsenal
arsenic	0	0	1	1	0	1	0	1	0	0	arsenic
arson	1	0	0	1	0	1	0	0	0	0	kupisa moto
art	0	1	0	0	1	0	1	1	1	0	art
artery	0	0	0	0	0	0	0	0	0	0	artery
artful	0	0	0	0	0	0	0	0	0	0	artful
arthropod	0	0	0	0	0	0	0	0	0	0	arthropod
artichoke	0	0	0	0	0	0	0	0	0	0	artichoke
article	0	0	0	0	0	0	0	0	0	0	article
articles	0	0	0	0	0	0	0	0	0	0	zvinyorwa
articulate	0	0	0	0	0	0	1	0	0	0	kutaura
articulation	0	0	0	0	0	0	1	0	0	0	kutaura
artifice	0	0	0	0	0	0	0	0	0	0	artifice
artillery	0	0	0	1	0	1	0	0	0	0	artillery
artisan	0	0	0	0	0	0	1	0	0	0	artisan
artist	0	0	0	0	0	0	0	0	0	0	artist
artiste	0	0	0	0	0	0	1	0	0	0	artiste
artistic	0	0	0	0	0	0	1	0	0	0	artistic
artists	0	0	0	0	0	0	0	0	0	0	artists
ascend	0	0	0	0	0	0	0	0	0	0	ascend
ascendancy	0	0	0	0	0	0	1	0	0	0	ascendancy
ascension	0	0	0	0	0	0	0	0	0	0	kukwira kudenga
ascent	0	0	0	0	0	0	1	0	0	0	kukwira
ascertain	0	0	0	0	0	0	0	0	0	0	ziva
ascertained	0	0	0	0	0	0	0	0	0	0	ascertained
ascetic	0	0	0	0	0	0	0	0	0	0	ascetic
ash	0	0	0	0	0	1	0	0	0	0	ash
ashamed	0	0	1	0	0	1	0	1	0	0	kunyara
ashes	0	0	0	0	0	1	0	1	0	0	madota
asleep	0	0	0	0	0	0	0	0	0	0	akarara
asp	0	0	0	1	0	0	0	0	0	0	asp
aspartame	0	0	0	0	0	0	0	0	0	0	aspartame
aspect	0	0	0	0	0	0	0	0	0	0	chimiro
aspects	0	0	0	0	0	0	0	0	0	0	zvikamu
asphalt	0	0	0	0	0	0	0	0	0	0	asphalt
aspiration	0	1	0	0	1	0	1	0	1	1	chido
aspire	0	1	0	0	1	0	1	0	0	0	aspire
aspiring	0	1	0	0	1	0	1	0	0	1	shuwa
ass	0	0	0	0	0	1	0	0	0	0	ass
assail	1	0	0	1	0	1	0	0	1	0	assail
assailant	1	0	0	1	0	1	0	1	0	0	mhondi
assassin	1	0	0	1	0	1	0	1	0	0	mhondi
assassinate	1	0	0	1	0	1	0	0	0	0	kuuraya
assassination	1	0	0	1	0	1	0	1	0	0	kuurayiwa
assault	1	0	0	1	0	1	0	0	0	0	kurova
assay	0	0	0	0	0	0	0	0	0	0	assay
assemblage	0	0	0	0	0	0	0	0	0	0	assemblage
assemble	0	0	0	0	0	0	0	0	0	0	assemble
assembled	0	0	0	0	0	0	0	0	0	0	assembled
assembly	0	0	0	0	0	0	1	0	0	1	ungano
assent	0	0	0	0	0	0	1	0	0	0	bvumira
assert	0	0	0	0	0	0	0	0	0	0	assert
asserting	0	0	0	0	0	0	1	0	0	1	vachisimbisa
assertion	0	0	0	0	0	0	0	0	0	0	kutaura
assess	0	0	0	0	0	0	0	0	0	0	kuongorora
assessment	0	0	0	0	0	0	0	0	1	1	kuongorora
assessor	0	0	0	0	0	0	0	0	0	1	muongorori
assets	0	0	0	0	0	0	1	0	0	0	assets
asshole	1	0	1	0	0	1	0	0	0	0	mbichana
assign	0	0	0	0	0	0	0	0	0	0	assign
assignee	0	0	0	0	0	0	0	0	0	1	assignee
assignment	0	0	0	0	0	0	0	0	0	0	assignment
assimilate	0	0	0	0	0	0	0	0	0	0	assimilate
assimilation	0	0	0	0	0	0	0	0	0	0	assimilation
assist	0	0	0	0	0	0	1	0	0	1	help
assistance	0	0	0	0	0	0	1	0	0	0	rubatsiro
assistant	0	0	0	0	0	0	0	0	0	0	mubatsiri
associate	0	0	0	0	0	0	1	0	0	1	shamwari
association	0	0	0	0	0	0	0	0	0	1	kusangana
assorted	0	0	0	0	0	0	0	0	0	0	assorted
assortment	0	0	0	0	0	0	0	0	0	0	assortment
assuage	0	0	0	0	0	0	1	0	0	0	assuage
assumed	0	0	0	0	0	0	0	0	0	0	kufungidzira
assuming	0	0	0	0	0	0	0	0	0	0	kufungidzira
assumption	0	0	0	0	0	0	0	0	0	0	fungidziro
assurance	0	0	0	0	0	0	1	0	0	1	vimbiso
assure	0	0	0	0	0	0	0	0	0	1	simbisa
assured	0	0	0	0	0	0	1	0	0	1	assured
assuredly	0	0	0	0	0	0	0	0	0	1	zvirokwazvo
asterisk	0	0	0	0	0	0	0	0	0	0	asterisk
asteroids	0	0	0	0	0	0	0	0	0	0	asteroids
astigmatism	0	0	0	0	0	0	0	0	0	0	astigmatism
astonishingly	0	0	0	0	0	0	1	0	1	0	zvinoshamisa
astonishment	0	0	0	0	1	0	1	0	1	0	kushamisika
astral	0	0	0	0	0	0	0	0	0	0	astral
astray	0	0	0	1	0	1	0	0	0	0	astray
astringent	0	0	0	0	0	1	0	0	0	0	astringent
astrologer	0	1	0	0	0	0	1	0	0	0	muzivi wenyeredzi
astrology	0	0	0	0	0	0	0	0	0	0	kuongorora nyeredzi
astronaut	0	0	0	0	0	0	1	0	0	0	astronaut
astronomer	0	1	0	0	0	0	1	0	0	0	nyanzvi yenyeredzi
astronomy	0	0	0	0	0	0	0	0	0	0	nyeredzi
astute	0	0	0	0	0	0	1	0	0	0	astute
asunder	0	0	0	0	0	0	0	0	0	0	pakati
asylum	0	0	0	1	0	1	0	0	0	0	asylum
asymmetric	0	0	0	0	0	0	0	0	0	0	asymmetric
asymmetry	0	0	1	0	0	0	0	0	0	0	asymmetry
asymptotic	0	0	0	0	0	0	0	0	0	0	asymptotic
atelier	0	0	0	0	0	0	0	0	0	0	atelier
atheism	0	0	0	0	0	1	0	0	0	0	kusatenda Mwari
atheistic	0	0	0	0	0	0	0	0	0	0	asingatendi kuvapo kwaMwari
atherosclerosis	0	0	0	1	0	1	0	1	0	0	atherosclerosis
athlete	0	0	0	0	0	0	1	0	0	0	mutambi
athletic	0	0	0	0	0	0	1	0	0	0	athletic
athleticism	0	0	0	0	0	0	0	0	0	0	athleticism
athletics	0	0	0	0	0	0	0	0	0	0	athletics
atlas	0	0	0	0	0	0	0	0	0	0	atlas
atmosphere	0	0	0	0	0	0	0	0	0	0	atmosphere
atmospheric	0	0	0	0	0	0	0	0	0	0	atmospheric
atoll	0	0	0	0	0	0	0	0	0	0	atoll
atom	0	0	0	0	0	0	1	0	0	0	atomu
atomic	0	0	0	0	0	0	0	0	0	0	atomic
atone	0	1	0	0	1	0	1	0	0	1	atone
atonement	0	0	0	0	0	0	1	0	0	0	kuyananisira
atrium	0	0	0	0	0	0	0	0	0	0	atrium
atrocious	1	0	1	0	0	1	0	0	0	0	atrocious
atrocity	1	0	1	1	0	1	0	1	0	0	hutsinye
atrophy	0	0	1	1	0	1	0	1	0	0	atrophy
attach	0	0	0	0	0	0	0	0	0	0	batanidza
attachment	0	0	0	0	0	0	1	0	0	0	attachment
attack	1	0	0	1	0	1	0	0	0	0	kurwisa
attacking	1	0	1	1	0	1	0	1	1	0	kurwisa
attain	0	0	0	0	0	0	0	0	0	0	attain
attainable	0	1	0	0	0	0	1	0	0	0	zvinogoneka
attainment	0	0	0	0	0	0	1	0	0	0	attainment
attempt	0	1	0	0	0	0	0	0	0	0	kuedza
attendance	0	1	0	0	0	0	0	0	0	0	kupinda
attendant	0	0	0	0	0	0	1	0	0	1	muranda
attention	0	0	0	0	0	0	1	0	0	0	kutarisa
attentive	0	0	0	0	0	0	1	0	0	1	teerera
attenuate	0	0	0	0	0	0	0	0	0	0	attenuate
attenuated	0	0	0	0	0	1	0	0	0	0	attenuated
attenuation	0	0	0	0	0	1	0	1	0	0	attenuation
attest	0	0	0	0	0	0	1	0	0	1	attest
attestation	0	0	0	0	0	0	0	0	0	1	uchapupu
attic	0	0	0	0	0	0	0	0	0	0	attic
attire	0	0	0	0	0	0	0	0	0	0	attire
attitude	0	0	0	0	0	0	0	0	0	0	mafungiro
attorney	1	0	0	1	0	0	1	0	0	1	Gweta
attraction	0	0	0	0	0	0	1	0	0	0	kukwezva
attractiveness	0	0	0	0	0	0	1	0	0	0	kukwezva
attributable	0	0	0	0	0	0	0	0	0	0	attributable
attribute	0	0	0	0	0	0	0	0	0	0	hunhu
attribution	0	0	0	0	0	0	0	0	0	0	attribution
attrition	0	0	0	0	0	0	0	0	0	0	attrition
auburn	0	0	0	0	0	0	0	0	0	0	auburn
auction	0	1	0	0	0	0	0	0	0	0	auction
auctioneer	0	0	0	0	0	0	0	0	0	0	auctioneer
audacious	0	0	0	0	0	0	0	0	0	0	audacious
audacity	0	0	0	0	0	1	0	0	0	0	audacity
audible	0	0	0	0	0	0	0	0	0	0	zvinonzwika
audience	0	1	0	0	0	0	0	0	0	0	vateereri
audit	0	0	0	0	0	0	0	0	0	0	audit
audition	0	0	0	0	0	0	0	0	0	0	audition
auditor	0	0	0	1	0	0	0	0	0	1	auditor
auditorium	0	0	0	0	0	0	0	0	0	0	odhitoriyamu
auditory	0	0	0	0	0	0	0	0	0	0	auditory
aught	0	0	0	0	0	0	0	0	0	0	zvachose
augment	0	0	0	0	0	0	1	0	0	0	kuwedzera
augmentation	0	0	0	0	0	0	0	0	0	0	kuwedzera
august	0	0	0	0	0	0	1	0	0	0	Nyamavhuvhu
aunt	0	0	0	0	0	0	1	0	0	1	tete
aura	0	0	0	0	0	0	1	0	0	0	aura
aurora	0	0	0	0	0	0	0	0	0	0	aurora
auspices	0	0	0	0	0	0	0	0	0	0	auspices
auspicious	0	1	0	0	1	0	1	0	0	0	zvakanaka
austere	0	0	0	1	0	1	0	1	0	0	austere
austerity	0	0	0	0	0	1	0	0	0	0	austerity
authentic	0	0	0	0	1	0	1	0	0	1	authentic
authenticate	0	0	0	0	0	0	0	0	0	1	authenticate
authentication	0	0	0	0	0	0	0	0	0	1	authentication
authenticity	0	0	0	0	0	0	1	0	0	1	chokwadi
author	0	0	0	0	0	0	1	0	0	1	munyori
authoritative	0	0	0	0	0	0	1	0	0	1	chiremera
authority	0	0	0	0	0	0	1	0	0	1	chiremera
authorization	0	0	0	0	0	0	1	0	0	1	mvumo
authorize	0	0	0	0	0	0	0	0	0	1	mvumo
authorized	0	0	0	0	0	0	1	0	0	0	mvumo
authorship	0	0	0	0	0	0	0	0	0	0	unyori
auto	0	0	0	0	0	0	0	0	0	0	auto
autobiography	0	0	0	0	0	0	0	0	0	0	autobiography
autocratic	0	0	0	0	0	1	0	0	0	0	autocratic
autograph	0	0	0	0	0	0	0	0	0	0	autograph
automatic	0	0	0	0	0	0	0	0	0	1	otomatiki
automobile	0	0	0	0	0	0	0	0	0	0	motokari
autonomy	0	0	0	0	0	0	0	0	0	0	kuzvitonga
autopsy	0	0	1	1	0	1	0	1	0	0	autopsy
autumn	0	0	0	0	0	0	0	0	0	0	matsutso
auxiliary	0	0	0	0	0	0	0	0	0	0	mubatsiri
avail	0	0	0	0	0	0	0	0	0	0	batsira
avalanche	0	0	0	1	0	1	0	1	1	0	avalanche
avarice	1	0	1	0	0	1	0	0	0	0	avarice
avatar	0	0	0	0	0	0	1	0	0	0	avatar
avenger	1	0	0	0	0	1	0	0	0	0	mutsivi
avenue	0	0	0	0	0	0	0	0	0	0	avenue
aver	0	0	0	0	0	0	0	0	0	0	aver
average	0	0	0	0	0	0	0	0	0	0	pakati
averse	1	0	1	1	0	1	0	0	0	0	averse
aversion	1	0	1	1	0	1	0	0	0	0	kuvenga
avert	0	0	0	0	0	0	0	0	0	0	avert
aviary	0	0	0	0	0	0	0	0	0	0	aviary
aviation	0	0	0	0	0	0	0	0	0	0	ndege
aviator	0	0	0	0	0	0	0	0	0	0	mutyairi wendege
avid	0	0	0	0	0	0	0	0	0	0	avid
avocado	0	0	0	0	0	0	0	0	0	0	avocado
avoid	0	0	0	1	0	1	0	0	0	0	avoid
avoidance	0	0	0	1	0	1	0	0	0	0	kudzivisa
avoiding	0	0	0	1	0	0	0	0	0	0	kudzivisa
await	0	1	0	0	0	0	0	0	0	0	wait
awake	0	0	0	0	0	0	0	0	0	0	akamuka
awaken	0	0	0	0	0	0	0	0	0	0	awaken
award	0	1	0	0	1	0	1	0	1	1	mubayiro
awe	0	0	0	0	0	0	0	0	0	0	kutya
awful	1	0	1	1	0	1	0	1	0	0	zvakaipa
