Word	Danish-da	Valence	Arousal	Dominance
ancestor	forfader	0.592	0.388	0.594
ancestral	forfædres	0.640	0.481	0.750
ancestry	herkomst	0.708	0.519	0.717
anchor	anker	0.520	0.284	0.564
anchorage	forankring	0.500	0.325	0.639
ancient	gammel	0.420	0.217	0.439
ancillary	accessoriske	0.449	0.442	0.278
androgen	androgen	0.255	0.523	0.527
android	android	0.663	0.436	0.500
anecdote	anekdote	0.583	0.529	0.500
anemia	anæmi	0.188	0.327	0.310
anemic	anæmisk	0.167	0.279	0.155
anemone	anemone	0.552	0.538	0.327
anesthesia	anæstesi	0.365	0.216	0.394
anesthesiologist	anæstesilæge	0.419	0.224	0.526
anesthetic	bedøvelsesmiddel	0.350	0.264	0.482
aneurysm	aneurisme	0.115	0.690	0.536
anew	påny	0.771	0.358	0.385
angel	Engel	0.906	0.158	0.704
angelic	engleblid	0.927	0.298	0.668
anger	vrede	0.167	0.865	0.657
angered	vred	0.010	0.860	0.547
angermanagement	NO TRANSLATION	0.260	0.632	0.482
angina	angina	0.230	0.630	0.464
angiogram	angiogram	0.347	0.520	0.465
angiography	angiografi	0.378	0.536	0.520
angle	vinkel	0.541	0.330	0.455
angling	lystfiskeri	0.625	0.408	0.500
angora	angora	0.529	0.425	0.405
angriest	vredeste	0.094	0.892	0.430
angry	vred	0.122	0.830	0.604
angrytweet	NO TRANSLATION	0.265	0.644	0.471
angst	angst	0.167	0.888	0.333
anguish	kvaler	0.153	0.792	0.265
anguished	forpinte	0.135	0.720	0.307
angular	kantet	0.449	0.281	0.444
anhydrous	vandfrit	0.456	0.365	0.355
animal	dyr	0.521	0.510	0.513
animate	animere	0.827	0.755	0.635
animated	animeret	0.823	0.676	0.538
animation	animation	0.888	0.750	0.549
animosity	fjendskab	0.510	0.724	0.545
animus	animus	0.698	0.676	0.466
ankle	ankel	0.500	0.274	0.234
anklet	anklet	0.410	0.276	0.302
annals	annaler	0.427	0.610	0.424
annex	bilag	0.594	0.350	0.458
annexation	annektering	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	tilintetgøre	0.115	0.918	0.681
annihilated	tilintetgjort	0.080	0.760	0.324
annihilation	tilintetgørelse	0.041	0.800	0.591
anniversary	jubilæum	0.880	0.770	0.723
annotate	anmærke	0.592	0.469	0.441
annotation	anmærkning	0.604	0.470	0.619
announce	annoncere	0.694	0.618	0.611
announcement	bekendtgørelse	0.729	0.491	0.482
announcer	speaker	0.602	0.570	0.732
annoy	irritere	0.094	0.765	0.286
annoyance	irritation	0.167	0.718	0.342
annoyed	irriteret	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	irriterende	0.082	0.853	0.348
annoys	irriterer	0.146	0.778	0.435
annual	årligt	0.552	0.236	0.500
annuity	livrente	0.521	0.304	0.527
annul	annullere	0.250	0.448	0.364
annular	ringformet	0.310	0.385	0.412
annulment	annullation	0.153	0.375	0.447
annulus	annulus	0.458	0.380	0.376
anointed	salvet	0.500	0.368	0.579
anointing	salvelse	0.653	0.350	0.547
anomalous	unormal	0.281	0.480	0.423
anomaly	anomali	0.188	0.538	0.404
anon	anon	0.479	0.354	0.298
anonymity	anonymitet	0.469	0.255	0.430
anonymous	anonym	0.396	0.291	0.431
anorexic	anorektiske	0.160	0.618	0.245
answer	svar	0.537	0.373	0.661
answerable	ansvarlig	0.708	0.481	0.750
answering	telefonsvarer	0.684	0.500	0.607
ant	myre	0.448	0.216	0.216
antagonism	antagonisme	0.224	0.618	0.524
antagonist	modstander	0.240	0.615	0.700
antagonistic	antagonistiske	0.296	0.604	0.565
antagonize	modarbejde	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	forudgående	0.427	0.551	0.566
antelope	antilope	0.542	0.510	0.500
antenna	antenne	0.521	0.327	0.358
anterior	anterior	0.510	0.245	0.362
anthem	hymne	0.780	0.343	0.729
anthill	myretue	0.327	0.578	0.377
anthology	antologi	0.338	0.406	0.537
anthrax	miltbrand	0.188	0.730	0.500
anthropological	antropologisk	0.367	0.390	0.490
anthropologist	antropolog	0.551	0.385	0.725
anthropology	antropologi	0.490	0.367	0.582
anti	anti	0.365	0.412	0.384
antiaircraft	antiaircraft	0.330	0.622	0.629
antibiotic	antibiotikum	0.510	0.373	0.658
antibiotics	antibiotika	0.448	0.406	0.557
antichrist	Antikrist	0.082	0.837	0.544
anticipate	foregribe	0.622	0.469	0.667
anticipation	forventning	0.698	0.539	0.711
anticipatory	foregribende	0.653	0.551	0.682
antics	antikviteter	0.448	0.740	0.236
antidote	modgift	0.541	0.490	0.629
antifungal	svampedræbende	0.408	0.412	0.441
antigravity	antigravity	0.430	0.714	0.658
antimony	antimon	0.378	0.398	0.490
antipathy	antipati	0.198	0.549	0.393
antiquarian	antikvarisk	0.500	0.233	0.426
antiquated	antikveret	0.420	0.392	0.236
antique	antik	0.634	0.290	0.518
antiques	antikviteter	0.540	0.370	0.595
antiquity	antikken	0.385	0.333	0.556
antiseptic	antiseptisk	0.438	0.370	0.623
antisocial	asocial	0.146	0.686	0.391
antithesis	antitese	0.396	0.412	0.536
antithetical	modsætninger	0.271	0.509	0.358
antiviral	antivirale	0.459	0.470	0.549
antler	hjortetak	0.448	0.470	0.500
antsy	antsy	0.449	0.558	0.417
anus	anus	0.347	0.644	0.350
anvil	ambolt	0.380	0.510	0.604
anxiety	angst	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	ængstelig	0.281	0.875	0.434
anxiousness	angst	0.235	0.814	0.282
anytime	når som helst	0.625	0.461	0.436
aorta	aorta	0.448	0.510	0.542
aortic	aorta	0.436	0.540	0.438
apace	hastigt	0.536	0.500	0.536
apache	apache	0.687	0.469	0.500
apartment	lejlighed	0.719	0.393	0.580
apartments	lejligheder	0.704	0.337	0.443
apathetic	apatisk	0.188	0.292	0.333
apathy	apati	0.184	0.212	0.204
ape	abe	0.548	0.389	0.336
aperture	åbning	0.612	0.450	0.667
apex	spids	0.570	0.433	0.418
aphid	bladlus	0.388	0.473	0.407
aphrodisiac	elskovsmiddel	0.750	0.846	0.667
apiece	et stykke	0.439	0.259	0.383
aplomb	selvsikkerhed	0.500	0.509	0.582
apocalypse	dommedag	0.050	0.867	0.736
apocalyptic	apokalyptisk	0.173	0.880	0.750
apologetic	undskyldende	0.479	0.461	0.571
apologist	apologet	0.406	0.429	0.526
apologize	undskylde	0.551	0.378	0.389
apology	apologi	0.571	0.346	0.402
apostasy	frafald	0.388	0.520	0.517
apostate	frafalden	0.342	0.500	0.528
apostle	apostel	0.646	0.347	0.732
apostolic	apostolske	0.592	0.300	0.717
apostrophe	apostrof	0.469	0.368	0.537
apothecary	apotekeren	0.561	0.328	0.529
appalled	rystet	0.194	0.792	0.562
appalling	rystende	0.160	0.827	0.415
apparatus	apparat	0.375	0.353	0.377
apparel	beklædning	0.698	0.435	0.453
apparent	tilsyneladende	0.473	0.383	0.398
apparently	tilsyneladende	0.531	0.410	0.426
apparition	genfærd	0.406	0.573	0.636
appeal	appel	0.663	0.598	0.558
appear	komme til syne	0.735	0.506	0.567
appearance	udseende	0.669	0.490	0.534
appease	berolige	0.633	0.278	0.434
appellant	appellant	0.327	0.588	0.568
append	Tilføj	0.573	0.464	0.453
appendage	vedhæng	0.229	0.382	0.438
appendectomy	blindtarmsoperation	0.177	0.670	0.554
appendicitis	blindtarmsbetændelse	0.031	0.640	0.347
appendix	bilag	0.365	0.387	0.425
appetite	appetit	0.704	0.637	0.581
appetizer	appetitvækker	0.755	0.560	0.406
appetizing	appetitvækkende	0.806	0.657	0.688
applaud	klappe	0.865	0.824	0.464
applause	bifald	0.953	0.857	0.621
apple	æble	0.811	0.300	0.264
apple juice	æblejuice	0.765	0.204	0.294
applejack	Applejack	0.604	0.431	0.473
applesauce	æblemos	0.750	0.167	0.291
appliance	apparat	0.582	0.453	0.538
appliances	hårde hvidevarer	0.594	0.394	0.567
applicability	anvendelighed	0.677	0.490	0.741
applicable	gældende	0.469	0.430	0.667
applicant	ansøger	0.612	0.558	0.688
application	Ansøgning	0.646	0.445	0.726
apply	ansøge	0.612	0.321	0.667
appoint	udpege	0.565	0.330	0.509
appointment	aftale	0.688	0.594	0.547
appointments	aftaler	0.745	0.677	0.625
apportion	fordele	0.677	0.490	0.638
apportionment	fordeling	0.552	0.481	0.453
appraisal	vurdering	0.417	0.667	0.682
appraise	vurdere	0.677	0.490	0.696
appreciable	mærkbar	0.873	0.491	0.778
appreciate	sætter pris på	0.885	0.422	0.741
appreciated	værdsat	0.910	0.434	0.779
appreciates	værdsætter	0.765	0.500	0.656
appreciation	påskønnelse	0.917	0.529	0.588
appreciative	anerkendende	0.857	0.380	0.654
apprehend	pågribe	0.521	0.624	0.696
apprehension	ængstelse	0.385	0.720	0.454
apprehensive	betænkelig	0.406	0.592	0.431
apprentice	lærling	0.615	0.413	0.452
apprenticeship	læreplads	0.812	0.482	0.643
approach	nærme sig	0.612	0.392	0.610
approaching	nærmer sig	0.740	0.557	0.491
approbate	NO TRANSLATION	0.646	0.590	0.860
approbation	billigelse	0.792	0.529	0.774
appropriate	passende	0.833	0.368	0.759
appropriation	bevilling	0.510	0.632	0.717
approval	godkendelse	0.854	0.460	0.889
approve	godkende	0.875	0.548	0.741
approved	godkendt	0.833	0.349	0.698
approvement	approvement	0.880	0.625	0.780
approving	godkendelse	0.917	0.583	0.773
approximate	omtrentlig	0.551	0.560	0.520
approximately	rundt regnet	0.622	0.396	0.538
approximating	approksimerende	0.583	0.615	0.471
approximation	tilnærmelse	0.582	0.402	0.593
appurtenances	rekvisitter	0.573	0.412	0.547
apricot	abrikos	0.708	0.320	0.278
apron	forklæde	0.582	0.208	0.245
apt	apt	0.582	0.418	0.382
aptitude	evne	0.750	0.471	0.746
aqua	aqua	0.656	0.292	0.359
aquamarine	akvamarin	0.729	0.306	0.413
aquarium	akvarium	0.663	0.327	0.393
aquatic	akvatiske	0.677	0.510	0.463
aqueduct	akvædukt	0.551	0.411	0.534
aqueous	vandig	0.429	0.270	0.310
arable	dyrkbar	0.510	0.350	0.465
arbiter	dommer	0.561	0.537	0.814
arbitrary	vilkårlig	0.281	0.702	0.686
arbitrate	mægle	0.470	0.620	0.682
arbitration	voldgift	0.587	0.602	0.670
arbitrator	voldgiftsmand	0.385	0.448	0.795
arbor	Lysthuset	0.583	0.490	0.591
arc	bue	0.552	0.388	0.396
arcade	arkade	0.676	0.521	0.502
arcane	mystiske	0.500	0.490	0.637
arch	bue	0.500	0.354	0.468
archaeological	arkæologisk	0.740	0.441	0.660
archaeologist	arkæolog	0.552	0.451	0.706
archaeology	arkæologi	0.596	0.358	0.691
archaic	gammeldags	0.271	0.327	0.332
archangel	ærkeengel	0.837	0.500	0.708
archbishop	ærkebiskop	0.622	0.280	0.776
archdiocese	ærkebispedømme	0.400	0.321	0.704
archduke	ærkehertug	0.458	0.413	0.634
arched	buet	0.582	0.403	0.398
archer	bueskytte	0.573	0.622	0.661
archery	bueskydning	0.594	0.604	0.589
archetype	arketype	0.448	0.520	0.569
archipelago	øhav	0.745	0.370	0.592
architect	arkitekt	0.776	0.442	0.836
architectural	arkitektoniske	0.729	0.390	0.670
architecture	arkitektur	0.820	0.390	0.694
archive	arkiv	0.438	0.294	0.527
arctic	arktisk	0.615	0.352	0.546
ardent	glødende	0.694	0.873	0.722
ardor	iver	0.500	0.780	0.538
arduous	besværlig	0.344	0.783	0.605
area	areal	0.490	0.306	0.464
arena	arena	0.510	0.235	0.404
areola	areola	0.417	0.396	0.381
areyoukidding	NO TRANSLATION	0.429	0.633	0.400
areyoukiddingme	NO TRANSLATION	0.365	0.635	0.375
argent	NO TRANSLATION	0.594	0.418	0.472
argh	argh	0.260	0.538	0.328
arghh	NO TRANSLATION	0.292	0.536	0.397
arghhhh	NO TRANSLATION	0.250	0.618	0.324
argue	argumentere	0.093	0.798	0.525
argument	argument	0.510	0.464	0.698
argumentation	argumentation	0.479	0.549	0.760
argumentative	argumenterende	0.450	0.531	0.679
arguments	argumenter	0.541	0.602	0.657
arid	tørre	0.323	0.333	0.379
arise	opstå	0.750	0.582	0.725
aristocracy	aristokrati	0.688	0.549	0.842
aristocrat	aristokrat	0.583	0.413	0.811
aristocratic	aristokratisk	0.449	0.519	0.676
arithmetic	aritmetik	0.453	0.460	0.634
ark	Arken	0.396	0.427	0.543
arm	arm	0.552	0.285	0.469
armada	armada	0.408	0.740	0.868
armament	bevæbning	0.198	0.764	0.810
armaments	våben	0.192	0.839	0.830
armature	anker	0.510	0.558	0.755
armchair	lænestol	0.646	0.164	0.339
armed	bevæbnet	0.188	0.750	0.808
armor	rustning	0.469	0.625	0.784
armored	pansrede	0.469	0.509	0.861
armory	arsenal	0.448	0.663	0.800
armpit	armhule	0.283	0.439	0.250
arms	arme	0.464	0.395	0.483
army	hær	0.417	0.759	0.902
aroma	aroma	0.823	0.235	0.442
aromatherapy	aromaterapi	0.847	0.220	0.473
arousal	ophidselse	0.791	0.943	0.731
arouse	vække	0.740	0.491	0.580
aroused	vakt	0.708	0.952	0.667
arraignment	anklage	0.406	0.837	0.534
arrange	arrangere	0.740	0.490	0.571
arranged	anbragt	0.698	0.531	0.728
arrangement	arrangement	0.625	0.382	0.683
array	matrix	0.521	0.396	0.568
arrears	restance	0.286	0.485	0.302
arrest	anholdelse	0.146	0.951	0.500
arrhythmia	arytmi	0.265	0.706	0.356
arrival	ankomst	0.678	0.510	0.474
arrive	ankomme	0.837	0.406	0.585
arrogance	arrogance	0.143	0.750	0.620
arrogant	arrogant	0.115	0.755	0.580
arrow	pil	0.439	0.390	0.454
arsehole	arsehole	0.276	0.598	0.433
arseholes	røvhuller	0.188	0.545	0.351
arsenal	arsenal	0.365	0.741	0.752
arsenic	arsen	0.281	0.472	0.447
arson	brandstiftelse	0.133	0.904	0.567
arsonist	brandstifter	0.348	0.840	0.500
art	kunst	0.812	0.360	0.603
arterial	arteriel	0.396	0.510	0.583
artery	pulsåre	0.396	0.580	0.537
artful	kunstfærdige	0.771	0.608	0.778
arthritis	gigt	0.110	0.518	0.345
arthropod	leddyr	0.344	0.464	0.434
artichoke	artiskok	0.583	0.218	0.287
article	artiklen	0.594	0.280	0.481
articles	artikler	0.552	0.324	0.565
articulate	artikulere	0.677	0.462	0.618
articulation	artikulation	0.479	0.480	0.591
artifact	artefakt	0.510	0.500	0.566
artifice	kunstgreb	0.316	0.696	0.482
artificial	kunstig	0.306	0.385	0.351
artillery	artilleri	0.350	0.912	0.794
artisan	håndværker	0.781	0.330	0.411
artist	kunstner	0.802	0.442	0.732
artiste	NO TRANSLATION	0.844	0.512	0.565
artistic	kunstnerisk	0.802	0.646	0.632
artistry	kunstfærdighed	0.823	0.346	0.769
artists	kunstnere	0.796	0.667	0.741
artwork	kunstværk	0.896	0.368	0.679
arty	arty	0.490	0.422	0.388
asap	asap	0.571	0.500	0.552
asbestos	asbest	0.357	0.481	0.464
ascend	bestige	0.830	0.620	0.812
ascendancy	overtag	0.724	0.625	0.700
ascendant	opstigende	0.656	0.673	0.821
ascending	opstigende	0.826	0.644	0.777
ascension	opstigning	0.765	0.720	0.714
ascent	opstigning	0.755	0.627	0.833
ascertain	fastslå	0.560	0.530	0.625
ascertained	konstateret	0.531	0.529	0.616
ascetic	asketisk	0.438	0.375	0.472
ash	aske	0.260	0.210	0.207
ashamed	skamme sig	0.156	0.588	0.228
ashes	aske	0.327	0.279	0.142
ashtray	askebæger	0.406	0.382	0.265
asinine	tåbelige	0.429	0.472	0.433
ask	Spørg	0.531	0.440	0.459
asleeep	NO TRANSLATION	0.490	0.210	0.322
asleep	i søvn	0.604	0.100	0.270
asp	asp	0.438	0.489	0.375
asparagus	asparges	0.469	0.317	0.264
aspartame	aspartam	0.469	0.480	0.322
aspect	aspekt	0.479	0.469	0.588
aspects	aspekter	0.439	0.480	0.565
aspen	asp	0.479	0.280	0.395
asphalt	asfalt	0.479	0.264	0.439
asphyxia	asfyksi	0.198	0.704	0.311
asphyxiation	kvælning	0.059	0.745	0.412
aspiration	forhåbning	0.704	0.724	0.675
aspire	stræbe	0.812	0.469	0.722
aspirin	aspirin	0.479	0.271	0.422
aspiring	aspirerende	0.844	0.582	0.604
ass	røv	0.323	0.750	0.345
assail	angribe	0.378	0.510	0.500
assailant	voldsmand	0.184	0.868	0.602
assassin	snigmorder	0.073	0.933	0.632
assassinate	myrde	0.051	0.969	0.722
assassination	snigmord	0.083	0.941	0.525
assault	angreb	0.167	0.848	0.550
assay	assay	0.633	0.559	0.594
assemblage	assemblage	0.429	0.452	0.600
assemble	samle	0.542	0.570	0.750
assembled	samles	0.663	0.450	0.644
assembly	montage	0.698	0.500	0.640
assemblyman	forsamlingsmand	0.430	0.538	0.760
assent	samstemmende udtalelse	0.615	0.515	0.719
assert	hævde	0.750	0.619	0.809
asserting	hævde	0.694	0.531	0.736
assertion	påstand	0.740	0.442	0.750
assertive	selvhævdende	0.719	0.412	0.770
assess	vurdere	0.698	0.500	0.623
assessment	vurdering	0.750	0.623	0.658
assessor	vurderingsmand	0.551	0.538	0.764
asset	aktiv	0.797	0.765	0.788
assets	aktiver	0.667	0.613	0.765
asshole	røvhul	0.133	0.582	0.263
assign	tildele	0.622	0.417	0.709
assignee	erhververen	0.510	0.462	0.510
assignment	opgave	0.483	0.398	0.745
assimilate	assimilere	0.559	0.391	0.683
assimilation	assimilation	0.429	0.378	0.463
assist	hjælpe	0.833	0.435	0.629
assistance	hjælp	0.656	0.519	0.633
assistant	assistent	0.625	0.390	0.536
associate	associeret	0.812	0.409	0.625
association	forening	0.745	0.500	0.817
assorted	assorteret	0.602	0.460	0.472
assortment	udvalg	0.694	0.360	0.526
assuage	dæmpe	0.745	0.255	0.500
assume	antage	0.698	0.401	0.464
assumed	antaget	0.612	0.247	0.454
assuming	under forudsætning af	0.740	0.390	0.526
assumption	antagelse	0.479	0.431	0.417
assurance	forsikring	0.675	0.442	0.704
assure	forsikre	0.910	0.460	0.839
assured	sikker	0.878	0.327	0.754
assuredly	sandelig	0.786	0.396	0.833
asterisk	stjerne	0.541	0.288	0.273
asteroid	asteroide	0.430	0.721	0.623
asteroids	asteroider	0.361	0.694	0.712
asthma	astma	0.198	0.549	0.227
asthmatic	astmatiker	0.229	0.706	0.294
astigmatism	bygningsfejl	0.214	0.490	0.429
astonish	forbavse	0.786	0.845	0.658
astonished	forbløffet	0.510	0.775	0.574
astonishing	forbavsende	0.844	0.802	0.821
astonishingly	NO TRANSLATION	0.827	0.898	0.773
astonishment	forbavselse	0.680	0.718	0.519
astound	forbavse	0.729	0.675	0.474
astral	astrale	0.604	0.417	0.567
astray	på afveje	0.098	0.676	0.308
astringent	astringerende	0.316	0.500	0.474
astrologer	astrolog	0.594	0.519	0.673
astrology	astrologi	0.635	0.340	0.500
astronaut	astronaut	0.792	0.601	0.761
astronomer	astronom	0.750	0.509	0.735
astronomical	astronomiske	0.600	0.632	0.726
astronomy	astronomi	0.613	0.474	0.722
astute	snu	0.776	0.658	0.827
asunder	sønder	0.208	0.442	0.259
asylum	asyl	0.407	0.330	0.445
asymmetric	asymmetrisk	0.580	0.343	0.465
asymmetry	asymmetri	0.476	0.373	0.527
asymptotic	asymptotiske	0.479	0.451	0.472
atelier	atelier	0.490	0.330	0.705
atheism	ateisme	0.276	0.460	0.481
atheist	ateist	0.225	0.447	0.377
atheistic	ateistisk	0.373	0.481	0.466
atherosclerosis	åreforkalkning	0.250	0.480	0.343
athlete	atlet	0.781	0.718	0.686
athletic	atletisk	0.857	0.798	0.708
athleticism	atletiske	0.750	0.863	0.778
athletics	atletik	0.831	0.691	0.740
atlas	atlas	0.531	0.306	0.554
atmosphere	atmosfære	0.604	0.300	0.560
atmospheric	atmosfærisk	0.531	0.420	0.594
atoll	atol	0.480	0.408	0.472
atom	atom	0.510	0.500	0.433
atomic	atomar	0.327	0.817	0.713
atone	sone	0.418	0.673	0.411
atonement	soning	0.550	0.602	0.683
atpeace	I fred	0.724	0.298	0.519
atrium	atrium	0.469	0.365	0.473
atrocious	grusomme	0.073	0.811	0.445
atrocity	grusomhed	0.115	0.844	0.593
atrophy	atrofi	0.177	0.540	0.208
attach	vedhæfte	0.520	0.363	0.559
attached	vedhæftet	0.562	0.350	0.439
attachment	vedhæftet fil	0.570	0.343	0.500
attack	angreb	0.286	0.948	0.670
attacker	hacker	0.185	0.962	0.629
attacking	angribe	0.276	0.837	0.642
attain	nå	0.806	0.510	0.719
attainable	opnåelige	0.760	0.500	0.759
attainment	virkeliggørelsen	0.830	0.520	0.940
attempt	forsøg	0.625	0.491	0.431
attempted	forsøgt	0.594	0.580	0.567
attend	deltage	0.650	0.420	0.625
attendance	tilstedeværelse	0.812	0.500	0.592
attendant	ledsager	0.580	0.365	0.519
attention	opmærksomhed	0.740	0.599	0.774
attentionseeker	NO TRANSLATION	0.367	0.745	0.457
attentionseekers	NO TRANSLATION	0.531	0.673	0.500
attentive	opmærksom	0.812	0.520	0.724
attenuate	dæmpe	0.408	0.302	0.429
attenuated	svækket	0.449	0.280	0.298
attenuation	dæmpning	0.458	0.363	0.464
attest	bevidne	0.439	0.710	0.685
attestation	attest	0.234	0.635	0.500
attic	loftsrum	0.521	0.259	0.377
attire	påklædning	0.742	0.388	0.483
attitude	holdning	0.760	0.644	0.861
attorney	advokat	0.600	0.594	0.754
attract	at tiltrække	0.796	0.663	0.769
attraction	attraktion	0.906	0.774	0.712
attractive	tiltrækkende	0.906	0.630	0.769
attractiveness	tiltrækningskraft	0.938	0.667	0.755
attributable	henføres	0.704	0.430	0.527
attribute	attribut	0.781	0.439	0.795
attribution	tilskrivning	0.646	0.467	0.658
attrition	nedslidning	0.229	0.540	0.259
auburn	rødbrun	0.510	0.240	0.411
auction	auktion	0.594	0.702	0.519
auctioneer	auktionarius	0.542	0.732	0.716
audacious	dristig	0.740	0.875	0.825
audacity	dristighed	0.760	0.755	0.916
audible	hørbar	0.673	0.370	0.462
audience	publikum	0.698	0.610	0.613
audio	lyd	0.709	0.425	0.370
audit	revidere	0.375	0.562	0.735
audition	audition	0.750	0.685	0.615
auditions	auditions	0.740	0.765	0.596
auditor	revisor	0.582	0.571	0.726
auditorium	auditorium	0.529	0.490	0.538
auditory	auditive	0.531	0.481	0.570
aught	aught	0.418	0.135	0.217
augment	forøge	0.650	0.683	0.645
augmentation	augmentation	0.714	0.613	0.850
august	august	0.652	0.292	0.462
aunt	tante	0.667	0.291	0.420
auntie	tante	0.643	0.275	0.447
aura	aura	0.760	0.333	0.500
aurora	aurora	0.817	0.306	0.537
auspices	regi	0.542	0.500	0.634
auspicious	lovende	0.562	0.635	0.669
austere	barsk	0.500	0.390	0.422
austerity	nøjsomhed	0.438	0.406	0.534
authentic	autentisk	0.885	0.510	0.782
authenticate	autentificere	0.833	0.480	0.789
authentication	Godkendelse	0.724	0.491	0.750
authenticity	ægthed	0.670	0.548	0.845
author	forfatter	0.775	0.343	0.749
authoritative	autoritativ	0.636	0.520	0.890
authority	myndighed	0.592	0.592	0.934
authorization	bemyndigelse	0.521	0.567	0.817
authorize	bemyndige	0.772	0.596	0.821
authorized	autoriseret	0.760	0.458	0.815
authorship	forfatterskab	0.667	0.635	0.773
autism	autisme	0.235	0.500	0.447
autistic	autistisk	0.367	0.337	0.404
auto	auto	0.571	0.569	0.500
autobiographical	selvbiografiske	0.909	0.462	0.582
autobiography	selvbiografi	0.735	0.284	0.629
autocorrect	Autokorrektur	0.551	0.439	0.616
autocratic	autokratisk	0.542	0.577	0.727
autograph	autograf	0.735	0.565	0.473
autographed	autografer	0.781	0.620	0.625
automated	automatiseret	0.578	0.402	0.632
automatic	automatisk	0.562	0.433	0.664
automobile	automobil	0.753	0.625	0.534
automotive	automotive	0.656	0.520	0.577
autonomy	autonomi	0.781	0.349	0.891
autopilot	autopilot	0.594	0.462	0.632
autopsy	obduktion	0.252	0.650	0.538
autumn	efterår	0.765	0.204	0.450
auxiliary	hjælpemotor	0.622	0.471	0.509
avail	nytte	0.800	0.430	0.603
availability	tilgængelighed	0.796	0.544	0.600
available	ledig	0.844	0.356	0.623
avalanche	lavine	0.265	0.915	0.683
avarice	griskhed	0.198	0.726	0.352
avatar	avatar	0.633	0.410	0.567
avenge	hævne	0.073	0.867	0.559
avenger	hævner	0.337	0.865	0.670
avenging	hævnende	0.143	0.880	0.717
