Word	Malayalam-ml	Valence	Arousal	Dominance
alleged	ആരോപണം	0.365	0.522	0.520
allegiance	കൂട്ടുത്തരവാദി	0.917	0.398	0.750
allegorical	അനുകരണീയമായ	0.517	0.558	0.598
allegory	ഉപന്യാസം	0.615	0.580	0.509
allegro	അഗ്രഗോൾ	0.635	0.627	0.453
allergic	അലർജി	0.135	0.549	0.273
allergy	അലർജി	0.296	0.606	0.389
alleviate	പരിഹരിക്കുക	0.869	0.270	0.528
alleviation	പരിഹാരം	0.735	0.200	0.491
alley	ചതുപ്പുനിലം	0.347	0.500	0.355
alleyway	ആലിംഗനം	0.357	0.471	0.382
alliance	സഖ്യം	0.696	0.473	0.769
allied	സഖ്യകക്ഷികൾ	0.714	0.245	0.642
alligator	എലിജേറ്റർ	0.354	0.704	0.645
allocate	നീക്കിവയ്ക്കുക	0.673	0.462	0.672
allocation	വിഹിതം	0.604	0.388	0.679
allot	വിഹിതം	0.622	0.481	0.616
allotment	അലോട്ട്മെന്റ്	0.600	0.390	0.640
allow	അനുവദിക്കുക	0.698	0.429	0.538
allowable	അനുവദനീയം	0.698	0.500	0.561
allowance	അലവൻസ്	0.673	0.382	0.591
allowed	അനുവദിച്ചു	0.730	0.360	0.655
alloy	ലോഹക്കൂട്ട്	0.583	0.443	0.593
allsmiles	NO TRANSLATION	0.786	0.528	0.430
allure	ആകർഷണീയമായ	0.804	0.585	0.686
alluring	രസകരം	0.837	0.745	0.843
allusion	allusion	0.440	0.308	0.462
alluvial	ഒഴുക്കുക	0.323	0.490	0.491
ally	സഖ്യം	0.792	0.320	0.688
almanac	അൽമാനാക്	0.688	0.190	0.412
almighty	സർവ്വശക്തൻ	0.938	0.874	0.958
almond	ബദാം	0.698	0.183	0.314
aloft	അലോപ്പതി	0.771	0.373	0.700
aloha	അലോഹ	0.698	0.440	0.441
alone	ഒറ്റക്ക്	0.333	0.167	0.216
alongside	അതോടൊപ്പം	0.458	0.333	0.347
aloof	അള്ളാഹു	0.189	0.423	0.302
aloud	ഉച്ചത്തിൽ	0.458	0.713	0.750
alpha	ആൽഫ	0.708	0.340	0.755
alphabet	അക്ഷരമാല	0.562	0.204	0.672
alphabetical	അക്ഷരമാല	0.537	0.296	0.535
alpine	ആൽപൈൻ	0.594	0.337	0.474
alreadyyyyy	ഇതിനകം തന്നെ	0.592	0.717	0.351
altar	യാഗപീഠം	0.724	0.387	0.635
altar boy	യാഗപീഠത്തിലെ ബാലൻ	0.434	0.206	0.350
alter	alter	0.333	0.694	0.654
alteration	തിരുത്തൽ	0.167	0.798	0.609
altercation	വഞ്ചന	0.170	0.806	0.500
altered	മാറ്റം വരുത്തി	0.255	0.765	0.500
alternate	ഏകാന്തരക്രമത്തിൽ	0.625	0.363	0.589
alternating	ഒന്നിടവിട്ട്	0.480	0.494	0.542
alternative	ബദൽ	0.628	0.373	0.631
altimeter	അളവറ്റ	0.615	0.510	0.580
altitude	ഉയരം	0.708	0.482	0.736
alto	അതല്ല	0.656	0.404	0.730
altogether	മൊത്തത്തിൽ	0.833	0.324	0.644
aluminum	അലൂമിനിയം	0.449	0.280	0.434
alumnus	പൂർവ്വവിദ്യാർത്ഥികൾ	0.633	0.368	0.422
alveolar	അൽവൊലാർ	0.469	0.481	0.367
alzheimers	NO TRANSLATION	0.194	0.518	0.319
amalgam	amalgam	0.438	0.333	0.510
amalgamation	ഒത്തുചേരൽ	0.406	0.470	0.531
amaretto	അമരട്ടെ	0.543	0.551	0.375
amass	കൊള്ളാം	0.552	0.465	0.465
amateur	അമച്വർ	0.469	0.500	0.409
amaze	ആശ്ചര്യപ്പെടുത്തുക	0.896	0.843	0.783
amazed	ആശ്ചര്യപ്പെട്ടു	0.796	0.779	0.533
amazedness	NO TRANSLATION	0.827	0.872	0.510
amazement	ആശ്ചര്യം	0.750	0.800	0.639
amazing	അത്ഭുതകരമായ	0.906	0.837	0.849
amazingly	അത്ഭുതകരമാണ്	0.918	0.765	0.920
ambassador	അംബാസഡർ	0.651	0.529	0.917
amber	ശുക്ളസ്വർണ്ണം	0.635	0.308	0.369
ambience	അന്തരീക്ഷം	0.735	0.356	0.426
ambient	ആംബിയന്റ്	0.625	0.360	0.582
ambiguity	അവ്യക്തത	0.164	0.460	0.370
ambiguous	അവ്യക്തമായ	0.265	0.462	0.358
ambit	പരിധി	0.479	0.380	0.386
ambition	അഭിലാഷ്	0.510	0.804	0.661
ambitious	അതിമോഹമാണ്	0.484	0.821	0.717
ambivalent	ക്രമരഹിതമായ	0.510	0.404	0.482
ambrosia	അംബ്രോസി	0.571	0.452	0.480
ambulance	ആംബുലന്സ്	0.500	0.750	0.609
ambush	പതിയിരുന്ന്	0.281	0.830	0.500
ameliorate	സുഗമമായി	0.770	0.548	0.747
amen	ആമേൻ	0.781	0.182	0.542
amenable	അനുയോജ്യമായ	0.448	0.410	0.406
amend	ഭേദഗതി വരുത്തുക	0.688	0.406	0.658
amendment	ഭേദഗതി	0.531	0.459	0.606
amends	ഭേദഗതികൾ	0.640	0.366	0.517
amenity	സമൃദ്ധി	0.750	0.327	0.574
amethyst	ആന്തസ്റ്റിക്	0.622	0.406	0.517
amiable	സുഖകരമാണ്	0.847	0.290	0.483
amicable	സുഖഭോഗമുള്ള	0.875	0.330	0.507
amid	നടുവിൽ	0.510	0.340	0.256
amidst	ഞാനും തമ്മിൽ	0.480	0.330	0.316
amino	അമിനോ	0.551	0.402	0.433
ammo	ammo	0.323	0.765	0.621
ammonia	അമോണിയ	0.292	0.587	0.409
ammonium	അമോണിയം	0.354	0.396	0.368
ammunition	വെടിമരുന്നു	0.338	0.635	0.667
amnesia	അമ്നിയോസിയ	0.296	0.330	0.308
amnesty	ആംനെസ്റ്റി	0.551	0.451	0.814
amorous	അമൃത	0.844	0.670	0.636
amorphous	അമോർഫസ്	0.327	0.402	0.349
amortization	അരോമൈസേഷൻ	0.592	0.491	0.522
amount	തുക	0.562	0.422	0.649
amour	NO TRANSLATION	0.865	0.480	0.652
amp	amp	0.439	0.393	0.375
ampersand	ampersand	0.480	0.448	0.483
amphetamines	ആംഫർട്ടമിൻസ്	0.133	0.667	0.526
amphibian	ഉഭയജീവികൾ	0.427	0.357	0.474
amphibious	ഉഭയജീവികൾ	0.479	0.346	0.445
amphitheater	ആംഫിതിയേറ്റർ	0.653	0.480	0.545
ample	മതിയാവോളമുള്ള	0.744	0.349	0.719
amplification	വികസനം	0.690	0.677	0.810
amplify	വർദ്ധിപ്പിക്കുന്നു	0.677	0.735	0.827
amplitude	വ്യാപ്തി	0.694	0.439	0.692
amply	നന്നായി	0.781	0.431	0.766
amputate	ഛേദിക്കുക	0.092	0.660	0.509
amputation	ഛേദിക്കൽ	0.100	0.755	0.483
amuck	സുഖമാണ്	0.385	0.602	0.321
amulet	ഉറപ്പ്	0.781	0.260	0.630
amuse	ശുഭാപ്തിവിശ്വാസം	0.812	0.684	0.664
amused	തമാശ	0.942	0.847	0.596
amusement	അമ്യൂസ്മെന്റ്	0.929	0.837	0.803
amusing	രസകരം	0.960	0.829	0.632
ana	NO TRANSLATION	0.541	0.300	0.314
anaconda	അനക്കോണ്ട	0.146	0.830	0.540
anaesthesia	അബോധാവസ്ഥ	0.350	0.217	0.473
anaesthetic	അനസ്തേഷ്യ	0.449	0.268	0.509
anagram	അനഗ്രം	0.552	0.327	0.449
anal	വിശപ്പ്	0.333	0.798	0.334
analgesic	ഭഗവാന്റെ	0.417	0.321	0.441
analogous	സമാനമായ	0.531	0.270	0.500
analogue	അനലോഗ്	0.570	0.320	0.446
analogy	സാമ്യം	0.510	0.367	0.509
analysis	വിശകലനം	0.729	0.448	0.705
analyst	വിശകലനം	0.604	0.415	0.755
analytic	വിശകലനം	0.665	0.521	0.634
analytical	വിശകലനം	0.625	0.324	0.800
analyze	വിശകലനം ചെയ്യുക	0.667	0.462	0.710
analyzer	വിശകലനം	0.625	0.556	0.854
anaphylactic	അനാഫൈലക്സിക്	0.378	0.588	0.500
anarchism	അരാജകത്വം	0.125	0.804	0.623
anarchist	അരാജകവാദി	0.204	0.700	0.759
anarchy	അരാജകത്വം	0.146	0.755	0.620
anastomosis	anastomosis	0.375	0.470	0.490
anathema	അനത്വമ	0.286	0.490	0.519
anatomic	അനാട്ടമിക്	0.562	0.442	0.546
anatomy	അനാട്ടമി	0.562	0.390	0.571
ancestor	പൂർവികൻ	0.592	0.388	0.594
ancestral	പൂർവ്വികൻ	0.640	0.481	0.750
ancestry	കുടുംബപശ്ചാത്തലം	0.708	0.519	0.717
anchor	ആങ്കർ	0.520	0.284	0.564
anchorage	ആങ്കറേജ്	0.500	0.325	0.639
ancient	പുരാതന	0.420	0.217	0.439
ancillary	ഉപഭോഗ	0.449	0.442	0.278
androgen	ആൻഡ്രജൻ	0.255	0.523	0.527
android	Android	0.663	0.436	0.500
anecdote	കഥാസംഗ്രഹം	0.583	0.529	0.500
anemia	വിളർച്ച	0.188	0.327	0.310
anemic	വിളർച്ച	0.167	0.279	0.155
anemone	അനിമേഷൻ	0.552	0.538	0.327
anesthesia	അബോധാവസ്ഥ	0.365	0.216	0.394
anesthesiologist	അനസ്തേഷ്യോളജിസ്റ്റ്	0.419	0.224	0.526
anesthetic	അനസ്തേഷ്യ	0.350	0.264	0.482
aneurysm	ആനിമേഷൻ	0.115	0.690	0.536
anew	പുതിയത്	0.771	0.358	0.385
angel	ദൂതൻ	0.906	0.158	0.704
angelic	മാലാഖ	0.927	0.298	0.668
anger	കോപം	0.167	0.865	0.657
angered	ആക്രോശിച്ചു	0.010	0.860	0.547
angermanagement	NO TRANSLATION	0.260	0.632	0.482
angina	angina	0.230	0.630	0.464
angiogram	ആൻജിയോഗ്രാം	0.347	0.520	0.465
angiography	angiography	0.378	0.536	0.520
angle	കോൺ	0.541	0.330	0.455
angling	ആലിംഗനം	0.625	0.408	0.500
angora	അങ്കോറ	0.529	0.425	0.405
angriest	ഏറ്റവും രൂക്ഷമായ	0.094	0.892	0.430
angry	ദേഷ്യം	0.122	0.830	0.604
angrytweet	NO TRANSLATION	0.265	0.644	0.471
angst	angst	0.167	0.888	0.333
anguish	വേദന	0.153	0.792	0.265
anguished	ക്ഷീണിച്ചിരിക്കുന്നു	0.135	0.720	0.307
angular	കോണിക	0.449	0.281	0.444
anhydrous	രക്തചംക്രമണം	0.456	0.365	0.355
animal	മൃഗ	0.521	0.510	0.513
animate	ആനിമേറ്റ് ചെയ്യുക	0.827	0.755	0.635
animated	ആനിമേറ്റഡ്	0.823	0.676	0.538
animation	ആനിമേഷൻ	0.888	0.750	0.549
animosity	വിദ്വേഷം	0.510	0.724	0.545
animus	ആനിമേഷൻ	0.698	0.676	0.466
ankle	കണങ്കാല്	0.500	0.274	0.234
anklet	വാരിയെല്ലുകൾ	0.410	0.276	0.302
annals	അനലോറുകൾ	0.427	0.610	0.424
annex	അനെക്സ്	0.594	0.350	0.458
annexation	കൂട്ടിച്ചേർക്കൽ	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	ഉന്മൂലനം ചെയ്യുക	0.115	0.918	0.681
annihilated	ഉന്മൂലനം	0.080	0.760	0.324
annihilation	ഉന്മൂലനം	0.041	0.800	0.591
anniversary	വാർഷികം	0.880	0.770	0.723
annotate	വ്യാഖ്യാനിക്കുക	0.592	0.469	0.441
annotation	വ്യാഖ്യാന	0.604	0.470	0.619
announce	അറിയിക്കുക	0.694	0.618	0.611
announcement	പ്രഖ്യാപനം	0.729	0.491	0.482
announcer	അറിയിപ്പ്	0.602	0.570	0.732
annoy	അലോസരപ്പെടുത്തുക	0.094	0.765	0.286
annoyance	ശല്യപ്പെടുത്തൽ	0.167	0.718	0.342
annoyed	വിദ്വേഷം	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	ശല്യപ്പെടുത്തുന്ന	0.082	0.853	0.348
annoys	ആശങ്കപ്പെടുത്തുന്നു	0.146	0.778	0.435
annual	വാർഷികം	0.552	0.236	0.500
annuity	ആന്വിറ്റി	0.521	0.304	0.527
annul	അൻസുൽ	0.250	0.448	0.364
annular	വാർഷിക	0.310	0.385	0.412
annulment	റദ്ദാക്കൽ	0.153	0.375	0.447
annulus	അണ്ഡുലസ്	0.458	0.380	0.376
anointed	അഭിഷേകം	0.500	0.368	0.579
anointing	അഭിഷേകം	0.653	0.350	0.547
anomalous	ക്രമരഹിതമായ	0.281	0.480	0.423
anomaly	അസന്തുലിതമായത്	0.188	0.538	0.404
anon	anon	0.479	0.354	0.298
anonymity	അജ്ഞാതത്വം	0.469	0.255	0.430
anonymous	അജ്ഞാതനാണ്	0.396	0.291	0.431
anorexic	അലോറിക്	0.160	0.618	0.245
answer	ഉത്തരം	0.537	0.373	0.661
answerable	ഉത്തരം പറയണം	0.708	0.481	0.750
answering	ഉത്തരം	0.684	0.500	0.607
ant	ഉറുമ്പ്	0.448	0.216	0.216
antagonism	എതിർപ്പ്	0.224	0.618	0.524
antagonist	വിരുദ്ധനാണ്	0.240	0.615	0.700
antagonistic	വിരുദ്ധമായ	0.296	0.604	0.565
antagonize	പ്രതികരിക്കുക	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	മുൻകാല	0.427	0.551	0.566
antelope	മണ്ണിൽ വളരുന്നു	0.542	0.510	0.500
antenna	ആന്റിന	0.521	0.327	0.358
anterior	മുൻഭാഗം	0.510	0.245	0.362
anthem	ഗാനം	0.780	0.343	0.729
anthill	ആന്തൂൾ	0.327	0.578	0.377
anthology	ആന്തോളജി	0.338	0.406	0.537
anthrax	ആന്ത്രാക്സ്	0.188	0.730	0.500
anthropological	നരവംശശാസ്ത്രം	0.367	0.390	0.490
anthropologist	നരവംശശാസ്ത്രജ്ഞൻ	0.551	0.385	0.725
anthropology	നരവംശശാസ്ത്രം	0.490	0.367	0.582
anti	വിരുദ്ധം	0.365	0.412	0.384
antiaircraft	ആന്റിന്ര്രോഫ്റ്റ്	0.330	0.622	0.629
antibiotic	ആൻറിബയോട്ടിക്	0.510	0.373	0.658
antibiotics	ആൻറിബയോട്ടിക്കുകൾ	0.448	0.406	0.557
antichrist	ആന്റിക്രൈസ്റ്റ്	0.082	0.837	0.544
anticipate	anticipate	0.622	0.469	0.667
anticipation	മുൻകൂട്ടിക്കാണാൻ	0.698	0.539	0.711
anticipatory	anticipatory	0.653	0.551	0.682
antics	വികാരങ്ങൾ	0.448	0.740	0.236
antidote	മറുമരുന്ന്	0.541	0.490	0.629
antifungal	ആന്റിപൂഞ്ചൽ	0.408	0.412	0.441
antigravity	പ്രതിയോഗി	0.430	0.714	0.658
antimony	ആന്റിമണി	0.378	0.398	0.490
antipathy	അണുബാധ	0.198	0.549	0.393
antiquarian	പഴഞ്ചൻ	0.500	0.233	0.426
antiquated	കാലഹരണപ്പെട്ടു	0.420	0.392	0.236
antique	പുരാതന	0.634	0.290	0.518
antiques	ആന്റിക്യ	0.540	0.370	0.595
antiquity	പുരാതന	0.385	0.333	0.556
antiseptic	ആന്റിസെപ്റ്റിക്	0.438	0.370	0.623
antisocial	ആന്റി സോഷ്യൽ	0.146	0.686	0.391
antithesis	പ്രതിവിധി	0.396	0.412	0.536
antithetical	എതിർപ്പ്	0.271	0.509	0.358
antiviral	ആൻറിവൈറൽ	0.459	0.470	0.549
antler	മന്ത്രവാദി	0.448	0.470	0.500
antsy	അൻസിൽ	0.449	0.558	0.417
anus	മലദ്വാരം	0.347	0.644	0.350
anvil	അണ്വല്ല്	0.380	0.510	0.604
anxiety	ഉത്കണ്ഠ	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	ഉത്കണ്ഠാജനകമായ	0.281	0.875	0.434
anxiousness	ഉത്കണ്ഠ	0.235	0.814	0.282
anytime	ഏതുസമയത്തും	0.625	0.461	0.436
aorta	aorta	0.448	0.510	0.542
aortic	അന്തരീക്ഷം	0.436	0.540	0.438
apace	അപ്സേസ്	0.536	0.500	0.536
apache	apache	0.687	0.469	0.500
apartment	അപ്പാർട്ട്മെന്റ്	0.719	0.393	0.580
apartments	അപാര്ട്മെംട്	0.704	0.337	0.443
apathetic	നിശബ്ദത	0.188	0.292	0.333
apathy	നിരുപമ	0.184	0.212	0.204
ape	കുരങ്ങനെ	0.548	0.389	0.336
aperture	അപ്പേർച്ചർ	0.612	0.450	0.667
apex	പത്രാഗ്രം	0.570	0.433	0.418
aphid	aphid	0.388	0.473	0.407
aphrodisiac	അണുവിമുക്തമാക്കുക	0.750	0.846	0.667
apiece	ഒരു കഷ്ണം	0.439	0.259	0.383
aplomb	അസുഖം	0.500	0.509	0.582
apocalypse	അപ്പോക്കലിപ്സ്	0.050	0.867	0.736
apocalyptic	അപകടം	0.173	0.880	0.750
apologetic	ക്ഷമിക്കണം	0.479	0.461	0.571
apologist	apologist	0.406	0.429	0.526
apologize	ക്ഷമയാചിക്കുക	0.551	0.378	0.389
apology	ക്ഷമാപണം	0.571	0.346	0.402
apostasy	വിശ്വാസത്യാഗം	0.388	0.520	0.517
apostate	വിശ്വാസത്യാഗം	0.342	0.500	0.528
apostle	അപ്പൊസ്തലൻ	0.646	0.347	0.732
apostolic	അപ്പസ്തോലിക	0.592	0.300	0.717
apostrophe	അപ്പോസ്തോപ്പ്	0.469	0.368	0.537
apothecary	അപ്പോത്തിക്കരി	0.561	0.328	0.529
appalled	ആശങ്കപ്പെടുന്നു	0.194	0.792	0.562
appalling	ശല്യപ്പെടുത്തൽ	0.160	0.827	0.415
apparatus	ഉപകരണം	0.375	0.353	0.377
apparel	വസ്ത്രം	0.698	0.435	0.453
apparent	വ്യക്തമായി	0.473	0.383	0.398
apparently	പ്രത്യക്ഷമായും	0.531	0.410	0.426
apparition	ഭാവന	0.406	0.573	0.636
appeal	അപ്പീൽ	0.663	0.598	0.558
appear	ദൃശ്യമാകും	0.735	0.506	0.567
appearance	ഭാവം	0.669	0.490	0.534
appease	പ്രേക്ഷണം	0.633	0.278	0.434
appellant	അപ്പലേറ്റ്	0.327	0.588	0.568
append	കൂട്ടിച്ചേർക്കുക	0.573	0.464	0.453
appendage	അനുബന്ധം	0.229	0.382	0.438
appendectomy	അണ്ഡവിശദനം	0.177	0.670	0.554
appendicitis	appendicitis	0.031	0.640	0.347
appendix	അനുബന്ധം	0.365	0.387	0.425
appetite	വിശപ്പ്	0.704	0.637	0.581
appetizer	വിശപ്പുണ്ടാകും	0.755	0.560	0.406
appetizing	വിശപ്പ്	0.806	0.657	0.688
applaud	അപേക്ഷിക്കുക	0.865	0.824	0.464
applause	കരഘോഷം	0.953	0.857	0.621
apple	ആപ്പിൾ	0.811	0.300	0.264
apple juice	ആപ്പിൾ നീര്	0.765	0.204	0.294
