Word	French-fr	Valence	Arousal	Dominance
anesthetic	anesthésique	0.350	0.264	0.482
aneurysm	anévrisme	0.115	0.690	0.536
anew	un nouveau	0.771	0.358	0.385
angel	ange	0.906	0.158	0.704
angelic	angélique	0.927	0.298	0.668
anger	colère	0.167	0.865	0.657
angered	en colère	0.010	0.860	0.547
angermanagement	NO TRANSLATION	0.260	0.632	0.482
angina	angine	0.230	0.630	0.464
angiogram	angiogramme	0.347	0.520	0.465
angiography	angiographie	0.378	0.536	0.520
angle	angle	0.541	0.330	0.455
angling	pêche à la ligne	0.625	0.408	0.500
angora	angora	0.529	0.425	0.405
angriest	angriest	0.094	0.892	0.430
angry	en colère	0.122	0.830	0.604
angrytweet	NO TRANSLATION	0.265	0.644	0.471
angst	angoisse	0.167	0.888	0.333
anguish	angoisse	0.153	0.792	0.265
anguished	angoissé	0.135	0.720	0.307
angular	angulaire	0.449	0.281	0.444
anhydrous	anhydre	0.456	0.365	0.355
animal	animal	0.521	0.510	0.513
animate	animer	0.827	0.755	0.635
animated	Animé	0.823	0.676	0.538
animation	animation	0.888	0.750	0.549
animosity	animosité	0.510	0.724	0.545
animus	animus	0.698	0.676	0.466
ankle	cheville	0.500	0.274	0.234
anklet	Bracelet de cheville	0.410	0.276	0.302
annals	annales	0.427	0.610	0.424
annex	annexe	0.594	0.350	0.458
annexation	annexion	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	annihiler	0.115	0.918	0.681
annihilated	annihilé	0.080	0.760	0.324
annihilation	annihilation	0.041	0.800	0.591
anniversary	anniversaire	0.880	0.770	0.723
annotate	annoter	0.592	0.469	0.441
annotation	annotation	0.604	0.470	0.619
announce	annoncer	0.694	0.618	0.611
announcement	annonce	0.729	0.491	0.482
announcer	annonceur	0.602	0.570	0.732
annoy	ennuyer	0.094	0.765	0.286
annoyance	contrariété	0.167	0.718	0.342
annoyed	agacé	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	ennuyeux	0.082	0.853	0.348
annoys	agace	0.146	0.778	0.435
annual	annuel	0.552	0.236	0.500
annuity	rente	0.521	0.304	0.527
annul	annuler	0.250	0.448	0.364
annular	annulaire	0.310	0.385	0.412
annulment	annulation	0.153	0.375	0.447
annulus	annulus	0.458	0.380	0.376
anointed	oint	0.500	0.368	0.579
anointing	onction	0.653	0.350	0.547
anomalous	anormal	0.281	0.480	0.423
anomaly	anomalie	0.188	0.538	0.404
anon	anon	0.479	0.354	0.298
anonymity	anonymat	0.469	0.255	0.430
anonymous	anonyme	0.396	0.291	0.431
anorexic	anorexique	0.160	0.618	0.245
answer	répondre	0.537	0.373	0.661
answerable	responsable	0.708	0.481	0.750
answering	répondant	0.684	0.500	0.607
ant	fourmi	0.448	0.216	0.216
antagonism	antagonisme	0.224	0.618	0.524
antagonist	antagoniste	0.240	0.615	0.700
antagonistic	antagoniste	0.296	0.604	0.565
antagonize	contrarier	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	antécédent	0.427	0.551	0.566
antelope	antilope	0.542	0.510	0.500
antenna	antenne	0.521	0.327	0.358
anterior	antérieur	0.510	0.245	0.362
anthem	hymne	0.780	0.343	0.729
anthill	fourmilière	0.327	0.578	0.377
anthology	anthologie	0.338	0.406	0.537
anthrax	anthrax	0.188	0.730	0.500
anthropological	anthropologique	0.367	0.390	0.490
anthropologist	anthropologiste	0.551	0.385	0.725
anthropology	anthropologie	0.490	0.367	0.582
anti	anti	0.365	0.412	0.384
antiaircraft	antiaérien	0.330	0.622	0.629
antibiotic	antibiotique	0.510	0.373	0.658
antibiotics	antibiotiques	0.448	0.406	0.557
antichrist	Antéchrist	0.082	0.837	0.544
anticipate	anticiper	0.622	0.469	0.667
anticipation	anticipation	0.698	0.539	0.711
anticipatory	anticipatif	0.653	0.551	0.682
antics	bouffonneries	0.448	0.740	0.236
antidote	antidote	0.541	0.490	0.629
antifungal	antifongique	0.408	0.412	0.441
antigravity	anti-gravité	0.430	0.714	0.658
antimony	antimoine	0.378	0.398	0.490
antipathy	antipathie	0.198	0.549	0.393
antiquarian	antiquaire	0.500	0.233	0.426
antiquated	vieilli	0.420	0.392	0.236
antique	antique	0.634	0.290	0.518
antiques	antiquités	0.540	0.370	0.595
antiquity	antiquité	0.385	0.333	0.556
antiseptic	antiseptique	0.438	0.370	0.623
antisocial	antisocial	0.146	0.686	0.391
antithesis	antithèse	0.396	0.412	0.536
antithetical	antithétique	0.271	0.509	0.358
antiviral	antiviral	0.459	0.470	0.549
antler	ramure	0.448	0.470	0.500
antsy	antsy	0.449	0.558	0.417
anus	anus	0.347	0.644	0.350
anvil	enclume	0.380	0.510	0.604
anxiety	anxiété	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	anxieux	0.281	0.875	0.434
anxiousness	anxiété	0.235	0.814	0.282
anytime	à tout moment	0.625	0.461	0.436
aorta	aorte	0.448	0.510	0.542
aortic	aortique	0.436	0.540	0.438
apace	un rythme	0.536	0.500	0.536
apache	apache	0.687	0.469	0.500
apartment	appartement	0.719	0.393	0.580
apartments	appartements	0.704	0.337	0.443
apathetic	apathique	0.188	0.292	0.333
apathy	apathie	0.184	0.212	0.204
ape	singe	0.548	0.389	0.336
aperture	ouverture	0.612	0.450	0.667
apex	sommet	0.570	0.433	0.418
aphid	puceron	0.388	0.473	0.407
aphrodisiac	aphrodisiaque	0.750	0.846	0.667
apiece	un morceau	0.439	0.259	0.383
aplomb	aplomb	0.500	0.509	0.582
apocalypse	apocalypse	0.050	0.867	0.736
apocalyptic	apocalyptique	0.173	0.880	0.750
apologetic	apologétique	0.479	0.461	0.571
apologist	apologiste	0.406	0.429	0.526
apologize	s'excuser	0.551	0.378	0.389
apology	excuses	0.571	0.346	0.402
apostasy	apostasie	0.388	0.520	0.517
apostate	apostat	0.342	0.500	0.528
apostle	apôtre	0.646	0.347	0.732
apostolic	apostolique	0.592	0.300	0.717
apostrophe	apostrophe	0.469	0.368	0.537
apothecary	apothicaire	0.561	0.328	0.529
appalled	consterné	0.194	0.792	0.562
appalling	épouvantable	0.160	0.827	0.415
apparatus	appareil	0.375	0.353	0.377
apparel	vêtements	0.698	0.435	0.453
apparent	apparent	0.473	0.383	0.398
apparently	Apparemment	0.531	0.410	0.426
apparition	apparition	0.406	0.573	0.636
appeal	charme	0.663	0.598	0.558
appear	apparaître	0.735	0.506	0.567
appearance	apparence	0.669	0.490	0.534
appease	apaiser	0.633	0.278	0.434
appellant	appelant	0.327	0.588	0.568
append	ajouter	0.573	0.464	0.453
appendage	appendice	0.229	0.382	0.438
appendectomy	appendicectomie	0.177	0.670	0.554
appendicitis	appendicite	0.031	0.640	0.347
appendix	annexe	0.365	0.387	0.425
appetite	appétit	0.704	0.637	0.581
appetizer	apéritif	0.755	0.560	0.406
appetizing	appétissant	0.806	0.657	0.688
applaud	applaudir	0.865	0.824	0.464
applause	applaudissements	0.953	0.857	0.621
apple	Pomme	0.811	0.300	0.264
apple juice	jus de pomme	0.765	0.204	0.294
applejack	cidre fort	0.604	0.431	0.473
applesauce	Compote de pommes	0.750	0.167	0.291
appliance	appareil	0.582	0.453	0.538
appliances	appareils électroménagers	0.594	0.394	0.567
applicability	applicabilité	0.677	0.490	0.741
applicable	en vigueur	0.469	0.430	0.667
applicant	demandeur	0.612	0.558	0.688
application	application	0.646	0.445	0.726
apply	appliquer	0.612	0.321	0.667
appoint	nommer	0.565	0.330	0.509
appointment	rendez-vous	0.688	0.594	0.547
appointments	rendez-vous	0.745	0.677	0.625
apportion	répartir	0.677	0.490	0.638
apportionment	répartition	0.552	0.481	0.453
appraisal	évaluation	0.417	0.667	0.682
appraise	évaluer	0.677	0.490	0.696
appreciable	appréciable	0.873	0.491	0.778
appreciate	apprécier	0.885	0.422	0.741
appreciated	apprécié	0.910	0.434	0.779
appreciates	apprécie	0.765	0.500	0.656
appreciation	appréciation	0.917	0.529	0.588
appreciative	reconnaissant	0.857	0.380	0.654
apprehend	appréhender	0.521	0.624	0.696
apprehension	appréhension	0.385	0.720	0.454
apprehensive	inquiet	0.406	0.592	0.431
apprentice	apprenti	0.615	0.413	0.452
apprenticeship	apprentissage	0.812	0.482	0.643
approach	approche	0.612	0.392	0.610
approaching	approchant	0.740	0.557	0.491
approbate	NO TRANSLATION	0.646	0.590	0.860
approbation	approbation	0.792	0.529	0.774
appropriate	approprié	0.833	0.368	0.759
appropriation	appropriation	0.510	0.632	0.717
approval	approbation	0.854	0.460	0.889
approve	approuver	0.875	0.548	0.741
approved	approuvé	0.833	0.349	0.698
approvement	approbation	0.880	0.625	0.780
approving	approuvant	0.917	0.583	0.773
approximate	approximatif	0.551	0.560	0.520
approximately	approximativement	0.622	0.396	0.538
approximating	approximation	0.583	0.615	0.471
approximation	approximation	0.582	0.402	0.593
appurtenances	accessoires	0.573	0.412	0.547
apricot	abricot	0.708	0.320	0.278
apron	tablier	0.582	0.208	0.245
apt	apte	0.582	0.418	0.382
aptitude	aptitude	0.750	0.471	0.746
aqua	aqua	0.656	0.292	0.359
aquamarine	bleu vert	0.729	0.306	0.413
aquarium	aquarium	0.663	0.327	0.393
aquatic	aquatique	0.677	0.510	0.463
aqueduct	aqueduc	0.551	0.411	0.534
aqueous	aqueux	0.429	0.270	0.310
arable	arable	0.510	0.350	0.465
arbiter	arbitre	0.561	0.537	0.814
arbitrary	arbitraire	0.281	0.702	0.686
arbitrate	arbitrer	0.470	0.620	0.682
arbitration	arbitrage	0.587	0.602	0.670
arbitrator	arbitre	0.385	0.448	0.795
arbor	tonnelle	0.583	0.490	0.591
arc	arc	0.552	0.388	0.396
arcade	arcade	0.676	0.521	0.502
arcane	ésotérique	0.500	0.490	0.637
arch	cambre	0.500	0.354	0.468
archaeological	archéologique	0.740	0.441	0.660
archaeologist	archéologue	0.552	0.451	0.706
archaeology	archéologie	0.596	0.358	0.691
archaic	archaïque	0.271	0.327	0.332
archangel	archange	0.837	0.500	0.708
archbishop	archevêque	0.622	0.280	0.776
archdiocese	archidiocèse	0.400	0.321	0.704
archduke	archiduc	0.458	0.413	0.634
arched	arqué	0.582	0.403	0.398
archer	archer	0.573	0.622	0.661
archery	tir à l'arc	0.594	0.604	0.589
archetype	archétype	0.448	0.520	0.569
archipelago	archipel	0.745	0.370	0.592
architect	architecte	0.776	0.442	0.836
architectural	architectural	0.729	0.390	0.670
architecture	architecture	0.820	0.390	0.694
archive	archiver	0.438	0.294	0.527
arctic	Arctique	0.615	0.352	0.546
ardent	ardent	0.694	0.873	0.722
ardor	ardeur	0.500	0.780	0.538
arduous	difficile	0.344	0.783	0.605
area	région	0.490	0.306	0.464
arena	arène	0.510	0.235	0.404
areola	aréole	0.417	0.396	0.381
areyoukidding	NO TRANSLATION	0.429	0.633	0.400
areyoukiddingme	NO TRANSLATION	0.365	0.635	0.375
argent	NO TRANSLATION	0.594	0.418	0.472
argh	argh	0.260	0.538	0.328
arghh	NO TRANSLATION	0.292	0.536	0.397
arghhhh	NO TRANSLATION	0.250	0.618	0.324
argue	se disputer	0.093	0.798	0.525
argument	argument	0.510	0.464	0.698
argumentation	argumentation	0.479	0.549	0.760
argumentative	argumentatif	0.450	0.531	0.679
arguments	arguments	0.541	0.602	0.657
arid	aride	0.323	0.333	0.379
arise	survenir	0.750	0.582	0.725
aristocracy	aristocratie	0.688	0.549	0.842
aristocrat	aristocrate	0.583	0.413	0.811
aristocratic	aristocratique	0.449	0.519	0.676
arithmetic	arithmétique	0.453	0.460	0.634
ark	arche	0.396	0.427	0.543
arm	bras	0.552	0.285	0.469
armada	armada	0.408	0.740	0.868
armament	armement	0.198	0.764	0.810
armaments	armements	0.192	0.839	0.830
armature	armature	0.510	0.558	0.755
armchair	fauteuil	0.646	0.164	0.339
armed	armé	0.188	0.750	0.808
armor	armure	0.469	0.625	0.784
armored	blindé	0.469	0.509	0.861
armory	arsenal	0.448	0.663	0.800
armpit	aisselle	0.283	0.439	0.250
arms	bras	0.464	0.395	0.483
army	armée	0.417	0.759	0.902
aroma	arôme	0.823	0.235	0.442
aromatherapy	aromathérapie	0.847	0.220	0.473
arousal	éveil	0.791	0.943	0.731
arouse	susciter	0.740	0.491	0.580
aroused	éveillé	0.708	0.952	0.667
arraignment	accusation	0.406	0.837	0.534
arrange	organiser	0.740	0.490	0.571
arranged	arrangé	0.698	0.531	0.728
arrangement	arrangement	0.625	0.382	0.683
array	tableau	0.521	0.396	0.568
arrears	arrérages	0.286	0.485	0.302
arrest	arrêter	0.146	0.951	0.500
arrhythmia	arythmie	0.265	0.706	0.356
arrival	arrivée	0.678	0.510	0.474
arrive	arrivée	0.837	0.406	0.585
arrogance	arrogance	0.143	0.750	0.620
arrogant	arrogant	0.115	0.755	0.580
arrow	flèche	0.439	0.390	0.454
arsehole	arsehole	0.276	0.598	0.433
arseholes	arseholes	0.188	0.545	0.351
arsenal	arsenal	0.365	0.741	0.752
arsenic	arsenic	0.281	0.472	0.447
arson	incendie volontaire	0.133	0.904	0.567
arsonist	pyromane	0.348	0.840	0.500
art	art	0.812	0.360	0.603
arterial	artériel	0.396	0.510	0.583
artery	artère	0.396	0.580	0.537
artful	astucieux	0.771	0.608	0.778
arthritis	arthrite	0.110	0.518	0.345
arthropod	arthropode	0.344	0.464	0.434
artichoke	artichaut	0.583	0.218	0.287
article	article	0.594	0.280	0.481
articles	des articles	0.552	0.324	0.565
articulate	articuler	0.677	0.462	0.618
articulation	articulation	0.479	0.480	0.591
artifact	artefact	0.510	0.500	0.566
artifice	artifice	0.316	0.696	0.482
artificial	artificiel	0.306	0.385	0.351
artillery	artillerie	0.350	0.912	0.794
artisan	artisan	0.781	0.330	0.411
artist	artiste	0.802	0.442	0.732
artiste	NO TRANSLATION	0.844	0.512	0.565
artistic	artistique	0.802	0.646	0.632
artistry	talent artistique	0.823	0.346	0.769
artists	artistes	0.796	0.667	0.741
artwork	ouvrages d'art	0.896	0.368	0.679
arty	arty	0.490	0.422	0.388
asap	au plus vite	0.571	0.500	0.552
asbestos	amiante	0.357	0.481	0.464
ascend	monter	0.830	0.620	0.812
ascendancy	ascendant	0.724	0.625	0.700
ascendant	ascendant	0.656	0.673	0.821
ascending	Ascendant	0.826	0.644	0.777
ascension	ascension	0.765	0.720	0.714
ascent	ascension	0.755	0.627	0.833
ascertain	vérifier	0.560	0.530	0.625
ascertained	vérifié	0.531	0.529	0.616
ascetic	ascétique	0.438	0.375	0.472
ash	cendre	0.260	0.210	0.207
ashamed	honteux	0.156	0.588	0.228
ashes	cendres	0.327	0.279	0.142
ashtray	cendrier	0.406	0.382	0.265
asinine	idiot	0.429	0.472	0.433
ask	demander	0.531	0.440	0.459
asleeep	NO TRANSLATION	0.490	0.210	0.322
asleep	endormi	0.604	0.100	0.270
asp	aspic	0.438	0.489	0.375
asparagus	asperges	0.469	0.317	0.264
aspartame	aspartame	0.469	0.480	0.322
aspect	aspect	0.479	0.469	0.588
aspects	aspects	0.439	0.480	0.565
aspen	tremble	0.479	0.280	0.395
asphalt	asphalte	0.479	0.264	0.439
asphyxia	asphyxie	0.198	0.704	0.311
asphyxiation	asphyxie	0.059	0.745	0.412
aspiration	aspiration	0.704	0.724	0.675
aspire	aspirer	0.812	0.469	0.722
aspirin	aspirine	0.479	0.271	0.422
aspiring	en herbe	0.844	0.582	0.604
ass	cul	0.323	0.750	0.345
assail	assaillir	0.378	0.510	0.500
assailant	agresseur	0.184	0.868	0.602
assassin	assassin	0.073	0.933	0.632
assassinate	assassiner	0.051	0.969	0.722
assassination	assassinat	0.083	0.941	0.525
assault	agression	0.167	0.848	0.550
assay	essai	0.633	0.559	0.594
assemblage	assemblage	0.429	0.452	0.600
assemble	assembler	0.542	0.570	0.750
assembled	assemblé	0.663	0.450	0.644
assembly	Assemblée	0.698	0.500	0.640
assemblyman	assemblyman	0.430	0.538	0.760
assent	assentiment	0.615	0.515	0.719
assert	affirmer	0.750	0.619	0.809
asserting	affirmer	0.694	0.531	0.736
assertion	affirmation	0.740	0.442	0.750
assertive	assertif	0.719	0.412	0.770
assess	évaluer	0.698	0.500	0.623
assessment	évaluation	0.750	0.623	0.658
assessor	assesseur	0.551	0.538	0.764
asset	atout	0.797	0.765	0.788
assets	les atouts	0.667	0.613	0.765
asshole	Connard	0.133	0.582	0.263
assign	attribuer	0.622	0.417	0.709
assignee	cessionnaire	0.510	0.462	0.510
assignment	affectation	0.483	0.398	0.745
assimilate	assimiler	0.559	0.391	0.683
assimilation	assimilation	0.429	0.378	0.463
assist	aider	0.833	0.435	0.629
assistance	assistance	0.656	0.519	0.633
assistant	assistant	0.625	0.390	0.536
associate	associer	0.812	0.409	0.625
association	association	0.745	0.500	0.817
assorted	assorti	0.602	0.460	0.472
assortment	assortiment	0.694	0.360	0.526
assuage	apaiser	0.745	0.255	0.500
assume	assumer	0.698	0.401	0.464
assumed	assumé	0.612	0.247	0.454
assuming	en supposant	0.740	0.390	0.526
assumption	supposition	0.479	0.431	0.417
assurance	assurance	0.675	0.442	0.704
assure	assurer	0.910	0.460	0.839
assured	assuré	0.878	0.327	0.754
assuredly	assurément	0.786	0.396	0.833
asterisk	astérisque	0.541	0.288	0.273
asteroid	astéroïde	0.430	0.721	0.623
asteroids	astéroïdes	0.361	0.694	0.712
asthma	asthme	0.198	0.549	0.227
asthmatic	asthmatique	0.229	0.706	0.294
astigmatism	astigmatisme	0.214	0.490	0.429
astonish	étonner	0.786	0.845	0.658
astonished	étonné	0.510	0.775	0.574
astonishing	étonnant	0.844	0.802	0.821
astonishingly	NO TRANSLATION	0.827	0.898	0.773
astonishment	étonnement	0.680	0.718	0.519
astound	étonner	0.729	0.675	0.474
astral	astral	0.604	0.417	0.567
astray	égaré	0.098	0.676	0.308
astringent	astringent	0.316	0.500	0.474
astrologer	astrologue	0.594	0.519	0.673
astrology	astrologie	0.635	0.340	0.500
astronaut	astronaute	0.792	0.601	0.761
astronomer	astronome	0.750	0.509	0.735
astronomical	astronomique	0.600	0.632	0.726
astronomy	astronomie	0.613	0.474	0.722
astute	astucieux	0.776	0.658	0.827
asunder	en morceaux	0.208	0.442	0.259
asylum	asile	0.407	0.330	0.445
asymmetric	asymétrique	0.580	0.343	0.465
asymmetry	asymétrie	0.476	0.373	0.527
asymptotic	asymptotique	0.479	0.451	0.472
atelier	atelier	0.490	0.330	0.705
atheism	athéisme	0.276	0.460	0.481
atheist	athée	0.225	0.447	0.377
atheistic	athée	0.373	0.481	0.466
atherosclerosis	athérosclérose	0.250	0.480	0.343
athlete	athlète	0.781	0.718	0.686
athletic	athlétique	0.857	0.798	0.708
athleticism	athlétisme	0.750	0.863	0.778
athletics	athlétisme	0.831	0.691	0.740
atlas	atlas	0.531	0.306	0.554
atmosphere	atmosphère	0.604	0.300	0.560
atmospheric	atmosphérique	0.531	0.420	0.594
atoll	atoll	0.480	0.408	0.472
atom	atome	0.510	0.500	0.433
atomic	atomique	0.327	0.817	0.713
atone	expier	0.418	0.673	0.411
atonement	expiation	0.550	0.602	0.683
atpeace	en paix	0.724	0.298	0.519
atrium	atrium	0.469	0.365	0.473
atrocious	atroce	0.073	0.811	0.445
atrocity	atrocité	0.115	0.844	0.593
atrophy	atrophie	0.177	0.540	0.208
attach	attacher	0.520	0.363	0.559
attached	attaché	0.562	0.350	0.439
attachment	attachement	0.570	0.343	0.500
attack	attaque	0.286	0.948	0.670
attacker	attaquant	0.185	0.962	0.629
attacking	attaquer	0.276	0.837	0.642
attain	atteindre	0.806	0.510	0.719
attainable	réalisable	0.760	0.500	0.759
attainment	réalisation	0.830	0.520	0.940
attempt	tentative	0.625	0.491	0.431
attempted	tenté	0.594	0.580	0.567
attend	assister	0.650	0.420	0.625
attendance	présence	0.812	0.500	0.592
attendant	préposé	0.580	0.365	0.519
attention	attention	0.740	0.599	0.774
attentionseeker	NO TRANSLATION	0.367	0.745	0.457
attentionseekers	NO TRANSLATION	0.531	0.673	0.500
attentive	attentif	0.812	0.520	0.724
attenuate	atténuer	0.408	0.302	0.429
attenuated	atténué	0.449	0.280	0.298
attenuation	atténuation	0.458	0.363	0.464
attest	attester	0.439	0.710	0.685
attestation	attestation	0.234	0.635	0.500
attic	grenier	0.521	0.259	0.377
attire	tenue	0.742	0.388	0.483
attitude	attitude	0.760	0.644	0.861
attorney	avocat	0.600	0.594	0.754
attract	attirer	0.796	0.663	0.769
attraction	attraction	0.906	0.774	0.712
attractive	attrayant	0.906	0.630	0.769
attractiveness	attraction	0.938	0.667	0.755
attributable	attribuable	0.704	0.430	0.527
attribute	attribut	0.781	0.439	0.795
attribution	attribution	0.646	0.467	0.658
attrition	usure	0.229	0.540	0.259
auburn	auburn	0.510	0.240	0.411
auction	enchères	0.594	0.702	0.519
auctioneer	commissaire-priseur	0.542	0.732	0.716
audacious	audacieux	0.740	0.875	0.825
audacity	audace	0.760	0.755	0.916
audible	audible	0.673	0.370	0.462
audience	public	0.698	0.610	0.613
audio	l'audio	0.709	0.425	0.370
audit	vérification	0.375	0.562	0.735
audition	audition	0.750	0.685	0.615
auditions	auditions	0.740	0.765	0.596
auditor	Auditeur	0.582	0.571	0.726
auditorium	salle	0.529	0.490	0.538
auditory	auditif	0.531	0.481	0.570
aught	rien	0.418	0.135	0.217
augment	augmenter	0.650	0.683	0.645
augmentation	augmentation	0.714	0.613	0.850
august	août	0.652	0.292	0.462
aunt	tante	0.667	0.291	0.420
auntie	tata	0.643	0.275	0.447
aura	aura	0.760	0.333	0.500
aurora	aurore	0.817	0.306	0.537
auspices	auspices	0.542	0.500	0.634
auspicious	de bon augure	0.562	0.635	0.669
austere	austère	0.500	0.390	0.422
austerity	austérité	0.438	0.406	0.534
authentic	authentique	0.885	0.510	0.782
authenticate	authentifier	0.833	0.480	0.789
authentication	authentification	0.724	0.491	0.750
authenticity	authenticité	0.670	0.548	0.845
author	auteur	0.775	0.343	0.749
authoritative	faisant autorité	0.636	0.520	0.890
authority	autorité	0.592	0.592	0.934
authorization	autorisation	0.521	0.567	0.817
authorize	autoriser	0.772	0.596	0.821
authorized	autorisé	0.760	0.458	0.815
authorship	paternité	0.667	0.635	0.773
autism	autisme	0.235	0.500	0.447
autistic	autistique	0.367	0.337	0.404
auto	auto	0.571	0.569	0.500
autobiographical	autobiographique	0.909	0.462	0.582
autobiography	autobiographie	0.735	0.284	0.629
autocorrect	correction automatique	0.551	0.439	0.616
autocratic	autocratique	0.542	0.577	0.727
autograph	un autographe	0.735	0.565	0.473
autographed	dédicacé	0.781	0.620	0.625
automated	automatique	0.578	0.402	0.632
automatic	automatique	0.562	0.433	0.664
automobile	voiture	0.753	0.625	0.534
automotive	automobile	0.656	0.520	0.577
autonomy	autonomie	0.781	0.349	0.891
