Word	Bengali-bn	Valence	Arousal	Dominance
alreadyyyyy	NO TRANSLATION	0.592	0.717	0.351
altar	বেদি	0.724	0.387	0.635
altar boy	বেদি ছেলে	0.434	0.206	0.350
alter	পরিবর্তন করা	0.333	0.694	0.654
alteration	পরিবর্তন	0.167	0.798	0.609
altercation	ঝগড়াঝাঁটি	0.170	0.806	0.500
altered	রদবদল করা	0.255	0.765	0.500
alternate	একান্তর	0.625	0.363	0.589
alternating	পর্যায়ক্রমে	0.480	0.494	0.542
alternative	বিকল্প	0.628	0.373	0.631
altimeter	উচ্চতা মাপিবার যন্ত্রবিশেষ	0.615	0.510	0.580
altitude	উচ্চতা	0.708	0.482	0.736
alto	সরু	0.656	0.404	0.730
altogether	পুরাপুরি	0.833	0.324	0.644
aluminum	অ্যালুমিনিয়াম	0.449	0.280	0.434
alumnus	প্রাক্তন ছাত্র	0.633	0.368	0.422
alveolar	ঝাঁঝর	0.469	0.481	0.367
alzheimers	NO TRANSLATION	0.194	0.518	0.319
amalgam	মিশ্রণ	0.438	0.333	0.510
amalgamation	একত্রীকরণ	0.406	0.470	0.531
amaretto	amaretto	0.543	0.551	0.375
amass	রাশীকৃত করা	0.552	0.465	0.465
amateur	অপেশাদার	0.469	0.500	0.409
amaze	স্তম্ভিত করা	0.896	0.843	0.783
amazed	বিস্মিত	0.796	0.779	0.533
amazedness	amazedness	0.827	0.872	0.510
amazement	আশ্চর্য	0.750	0.800	0.639
amazing	আশ্চর্যজনক	0.906	0.837	0.849
amazingly	বিস্ময়করভাবে	0.918	0.765	0.920
ambassador	রাষ্ট্রদূত	0.651	0.529	0.917
amber	অ্যাম্বার	0.635	0.308	0.369
ambience	বাতাবরণ	0.735	0.356	0.426
ambient	চারিপার্শ্বিক	0.625	0.360	0.582
ambiguity	অস্পষ্টতা	0.164	0.460	0.370
ambiguous	দ্ব্যর্থক	0.265	0.462	0.358
ambit	চৌহদ্দি	0.479	0.380	0.386
ambition	উচ্চাকাঙ্ক্ষা	0.510	0.804	0.661
ambitious	উচ্চাকাঙ্ক্ষী	0.484	0.821	0.717
ambivalent	পরস্পরবিরোধী	0.510	0.404	0.482
ambrosia	অমিয়	0.571	0.452	0.480
ambulance	অ্যাম্বুলেন্স	0.500	0.750	0.609
ambush	ত্তৎ পাতা	0.281	0.830	0.500
ameliorate	উন্নয়নসাধন করা	0.770	0.548	0.747
amen	তথাস্তু	0.781	0.182	0.542
amenable	এক্তিয়ারভুক্ত	0.448	0.410	0.406
amend	সংশোধন করা	0.688	0.406	0.658
amendment	সংশোধন	0.531	0.459	0.606
amends	ক্ষতিপূরণ	0.640	0.366	0.517
amenity	শিষ্টতা	0.750	0.327	0.574
amethyst	নীলা	0.622	0.406	0.517
amiable	বন্ধুসুলভ	0.847	0.290	0.483
amicable	বন্ধুত্বপূর্ণ	0.875	0.330	0.507
amid	মধ্যে	0.510	0.340	0.256
amidst	অন্তরে	0.480	0.330	0.316
amino	অ্যামিনো	0.551	0.402	0.433
ammo	গোলাবারুদ	0.323	0.765	0.621
ammonia	হাইড্রোজেন ত্ত নাইট্রোজেন গ্যাসের মিলনে গ্যাসীয়	0.292	0.587	0.409
ammonium	অ্যামোনিয়াম	0.354	0.396	0.368
ammunition	গুলি	0.338	0.635	0.667
amnesia	স্মৃতিবিলোপ	0.296	0.330	0.308
amnesty	রাজক্ষমা	0.551	0.451	0.814
amorous	কামার্ত	0.844	0.670	0.636
amorphous	নিরাকার	0.327	0.402	0.349
amortization	ঘাত-শোষণ	0.592	0.491	0.522
amount	পরিমাণ	0.562	0.422	0.649
amour	NO TRANSLATION	0.865	0.480	0.652
amp	বিশ্বকাপ	0.439	0.393	0.375
ampersand	এম্পারসেন্ড	0.480	0.448	0.483
amphetamines	amphetamines	0.133	0.667	0.526
amphibian	উভচর	0.427	0.357	0.474
amphibious	উভচর	0.479	0.346	0.445
amphitheater	অ্যামি্পথিয়েটার	0.653	0.480	0.545
ample	প্রশস্ত	0.744	0.349	0.719
amplification	বিকাস	0.690	0.677	0.810
amplify	প্রশস্ত করা	0.677	0.735	0.827
amplitude	প্রশস্ততা	0.694	0.439	0.692
amply	কানায় কানায়	0.781	0.431	0.766
amputate	অঙ্গচ্ছেদ করা	0.092	0.660	0.509
amputation	অঙ্গচ্ছেদ	0.100	0.755	0.483
amuck	ক্ষিপ্তবৎ	0.385	0.602	0.321
amulet	মাদুলি	0.781	0.260	0.630
amuse	আমোদিত করা	0.812	0.684	0.664
amused	আমোদিত	0.942	0.847	0.596
amusement	পরিতৃপ্তি	0.929	0.837	0.803
amusing	মজাদার	0.960	0.829	0.632
ana	NO TRANSLATION	0.541	0.300	0.314
anaconda	বড় অজগর সাপ	0.146	0.830	0.540
anaesthesia	অবেদন	0.350	0.217	0.473
anaesthetic	অবেদনিক	0.449	0.268	0.509
anagram	এক শব্দের বর্ণসমূহের স্থানপরিবর্তন দ্বারা ভিন্ন শব্দ গঠন	0.552	0.327	0.449
anal	পায়ুসংক্রান্ত	0.333	0.798	0.334
analgesic	বেদনানাশক	0.417	0.321	0.441
analogous	অনুরূপ	0.531	0.270	0.500
analogue	অনুরূপ উদাহরণ	0.570	0.320	0.446
analogy	উপমা	0.510	0.367	0.509
analysis	বিশ্লেষণ	0.729	0.448	0.705
analyst	বিশ্লেষক	0.604	0.415	0.755
analytic	বিশ্লেষণমূলক	0.665	0.521	0.634
analytical	বিশ্লেষণাত্মক	0.625	0.324	0.800
analyze	বিশ্লেষণ করা	0.667	0.462	0.710
analyzer	বিশ্লেষক	0.625	0.556	0.854
anaphylactic	anaphylactic	0.378	0.588	0.500
anarchism	নৈরাজ্যবাদ	0.125	0.804	0.623
anarchist	নৈরাজ্যবাদী	0.204	0.700	0.759
anarchy	অরাজকতা	0.146	0.755	0.620
anastomosis	anastomosis	0.375	0.470	0.490
anathema	অভিশাপ	0.286	0.490	0.519
anatomic	anatomic	0.562	0.442	0.546
anatomy	শারীরস্থান	0.562	0.390	0.571
ancestor	পূর্বপুরুষ	0.592	0.388	0.594
ancestral	পৈতৃক	0.640	0.481	0.750
ancestry	উত্পত্তি	0.708	0.519	0.717
anchor	নোঙ্গর	0.520	0.284	0.564
anchorage	নঙ্গর বাঁধিবার উপকরণ	0.500	0.325	0.639
ancient	প্রাচীন	0.420	0.217	0.439
ancillary	আনুষঙ্গিক	0.449	0.442	0.278
androgen	প্রাণীদেহে উত্পন্ন যে রাসায়নিক রক্তের সংগে মিশে পুরুষদেহের বৈশিষ্ট্যকে প্রকটতর করে ও বজায় রাখে	0.255	0.523	0.527
android	অ্যান্ড্রয়েড	0.663	0.436	0.500
anecdote	গপ্প	0.583	0.529	0.500
anemia	রক্তাল্পতা	0.188	0.327	0.310
anemic	রক্তহীন	0.167	0.279	0.155
anemone	বায়ুপরাগী পুষ্পবিশেষ	0.552	0.538	0.327
anesthesia	অবেদন	0.365	0.216	0.394
anesthesiologist	অ্যানেসথিসিয়াবিদ	0.419	0.224	0.526
anesthetic	অবেদনিক	0.350	0.264	0.482
aneurysm	aneurysm	0.115	0.690	0.536
anew	নতুনভাবে	0.771	0.358	0.385
angel	ফেরেশতা	0.906	0.158	0.704
angelic	দেবদূতোপম	0.927	0.298	0.668
anger	রাগ	0.167	0.865	0.657
angered	কুপিত	0.010	0.860	0.547
angermanagement	NO TRANSLATION	0.260	0.632	0.482
angina	কণ্ঠনালীপ্রদাহ	0.230	0.630	0.464
angiogram	angiogram	0.347	0.520	0.465
angiography	angiography	0.378	0.536	0.520
angle	কোণ	0.541	0.330	0.455
angling	Angling	0.625	0.408	0.500
angora	আংকারা-দেশীয় লোম	0.529	0.425	0.405
angriest	angriest	0.094	0.892	0.430
angry	ক্রুদ্ধ	0.122	0.830	0.604
angrytweet	NO TRANSLATION	0.265	0.644	0.471
angst	উদ্বেগ	0.167	0.888	0.333
anguish	যন্ত্রণা	0.153	0.792	0.265
anguished	ক্লেশিত	0.135	0.720	0.307
angular	কৌণিক	0.449	0.281	0.444
anhydrous	নির্জল	0.456	0.365	0.355
animal	পশু	0.521	0.510	0.513
animate	সজীব	0.827	0.755	0.635
animated	প্রাণবন্ত	0.823	0.676	0.538
animation	অ্যানিমেশন	0.888	0.750	0.549
animosity	বিদ্বেষ	0.510	0.724	0.545
animus	বিদ্বেষ	0.698	0.676	0.466
ankle	গোড়ালি	0.500	0.274	0.234
anklet	নূপুর	0.410	0.276	0.302
annals	কাহিনী	0.427	0.610	0.424
annex	আত্মসাৎ করা	0.594	0.350	0.458
annexation	আত্মসাৎ	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	ধ্বংস করা	0.115	0.918	0.681
annihilated	বিলুপ্ত	0.080	0.760	0.324
annihilation	নাশ	0.041	0.800	0.591
anniversary	বার্ষিকী	0.880	0.770	0.723
annotate	টীকা লেখা	0.592	0.469	0.441
annotation	টীকা	0.604	0.470	0.619
announce	ছাপানো	0.694	0.618	0.611
announcement	ঘোষণা	0.729	0.491	0.482
announcer	ঘোষক	0.602	0.570	0.732
annoy	বিরক্ত করা	0.094	0.765	0.286
annoyance	বিরক্তি	0.167	0.718	0.342
annoyed	উত্ত্যক্ত	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	বিরক্তিকর	0.082	0.853	0.348
annoys	প্রস্তাবে রেগে	0.146	0.778	0.435
annual	বার্ষিক	0.552	0.236	0.500
annuity	বার্ষিক	0.521	0.304	0.527
annul	খণ্ডিত করা	0.250	0.448	0.364
annular	বলয়াকার	0.310	0.385	0.412
annulment	রদ	0.153	0.375	0.447
annulus	annulus	0.458	0.380	0.376
anointed	উদ্বর্তিত	0.500	0.368	0.579
anointing	উদ্বর্তন	0.653	0.350	0.547
anomalous	ব্যতিক্রমী	0.281	0.480	0.423
anomaly	ব্যতিক্রম	0.188	0.538	0.404
anon	বেনামা	0.479	0.354	0.298
anonymity	অপ্রকাশিতনামা	0.469	0.255	0.430
anonymous	নামবিহীন	0.396	0.291	0.431
anorexic	anorexic	0.160	0.618	0.245
answer	উত্তর	0.537	0.373	0.661
answerable	দায়ী	0.708	0.481	0.750
answering	উত্তর	0.684	0.500	0.607
ant	পিপীলিকা	0.448	0.216	0.216
antagonism	বিরোধ	0.224	0.618	0.524
antagonist	বিরোধী	0.240	0.615	0.700
antagonistic	শত্রুভাবাপন্ন	0.296	0.604	0.565
antagonize	প্রতিকূলতা করা	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	পূর্বগামী	0.427	0.551	0.566
antelope	কৃষ্ণসারমৃগ	0.542	0.510	0.500
antenna	শুঙ্গ	0.521	0.327	0.358
anterior	অগ্র	0.510	0.245	0.362
anthem	স্তব	0.780	0.343	0.729
anthill	উইঢিবি	0.327	0.578	0.377
anthology	সংহিতা	0.338	0.406	0.537
anthrax	পশুরোগবিশেষ	0.188	0.730	0.500
anthropological	নৃতাত্ত্বিক	0.367	0.390	0.490
anthropologist	নৃবেজ্ঞানী	0.551	0.385	0.725
anthropology	নৃবিদ্যা	0.490	0.367	0.582
anti	বিরোধী	0.365	0.412	0.384
antiaircraft	antiaircraft	0.330	0.622	0.629
antibiotic	জীবাণু-প্রতিরোধী	0.510	0.373	0.658
antibiotics	অ্যান্টিবায়োটিক	0.448	0.406	0.557
antichrist	খ্রীষ্টশত্রু	0.082	0.837	0.544
anticipate	কহা	0.622	0.469	0.667
anticipation	অগ্রজ্ঞান	0.698	0.539	0.711
anticipatory	আগাম	0.653	0.551	0.682
antics	রঙ্গভঙ্গ	0.448	0.740	0.236
antidote	প্রতিষেধক	0.541	0.490	0.629
antifungal	antifungal	0.408	0.412	0.441
antigravity	বিরোধী মাধ্যাকর্ষণ	0.430	0.714	0.658
antimony	রসাঁজন	0.378	0.398	0.490
antipathy	বিদ্বেষ	0.198	0.549	0.393
antiquarian	প্রত্নতাত্ত্বিক	0.500	0.233	0.426
antiquated	অপ্রচলিত	0.420	0.392	0.236
antique	পুরাকালের	0.634	0.290	0.518
antiques	প্রাচীন	0.540	0.370	0.595
antiquity	অনাদিকাল	0.385	0.333	0.556
antiseptic	বীজবারক	0.438	0.370	0.623
antisocial	অসামাজিক	0.146	0.686	0.391
antithesis	বৈপরীত্য	0.396	0.412	0.536
antithetical	বিরূদ্ধ	0.271	0.509	0.358
antiviral	সংক্রামক রোগাদির বীজনাশক	0.459	0.470	0.549
antler	হরিণের সশাখ শৃঙ্গ	0.448	0.470	0.500
antsy	বিরোধ	0.449	0.558	0.417
anus	মলদ্বার	0.347	0.644	0.350
anvil	নেহাই	0.380	0.510	0.604
anxiety	উদ্বেগ	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	উদ্বিগ্ন	0.281	0.875	0.434
anxiousness	anxiousness	0.235	0.814	0.282
anytime	যে কোন সময়	0.625	0.461	0.436
aorta	মহাধমনী	0.448	0.510	0.542
aortic	মহাধমনীর	0.436	0.540	0.438
apace	ক্ষিপ্র-গতিতে	0.536	0.500	0.536
apache	Apache	0.687	0.469	0.500
apartment	কামরা	0.719	0.393	0.580
apartments	অ্যাপার্টমেন্ট	0.704	0.337	0.443
apathetic	উদাসী	0.188	0.292	0.333
apathy	ঔদাসীন্য	0.184	0.212	0.204
ape	উল্লুক	0.548	0.389	0.336
aperture	রন্ধ্র	0.612	0.450	0.667
apex	চূড়া	0.570	0.433	0.418
aphid	এদের অবস'ানের পাশাপাশি	0.388	0.473	0.407
aphrodisiac	কামোদ্দীপক	0.750	0.846	0.667
apiece	জনপ্রতি	0.439	0.259	0.383
aplomb	আত্মবিশ্বাস	0.500	0.509	0.582
apocalypse	রহস্যোদ্ঘাটন	0.050	0.867	0.736
apocalyptic	রহস্যদঘাটন	0.173	0.880	0.750
apologetic	কৈফিয়তমূলক	0.479	0.461	0.571
apologist	কৈফিয়তদানকারী	0.406	0.429	0.526
apologize	ক্ষমাপ্রার্থী	0.551	0.378	0.389
apology	কৈফিয়ৎ	0.571	0.346	0.402
apostasy	ধর্মত্যাগ	0.388	0.520	0.517
apostate	ধর্মত্যাগী	0.342	0.500	0.528
apostle	দূত	0.646	0.347	0.732
apostolic	প্রচারের জন্য প্রেরিত ব্যক্তি-সম্বন্ধীয় ভাববাদিতুল্য	0.592	0.300	0.717
apostrophe	অক্ষর বাদ দেত্তয়ার চিহ্ন	0.469	0.368	0.537
apothecary	ঔষধ বিক্রেতা	0.561	0.328	0.529
appalled	হতভম্ব হয়ে	0.194	0.792	0.562
appalling	আতঙ্কজনক	0.160	0.827	0.415
apparatus	যন্ত্রপাতি	0.375	0.353	0.377
apparel	পোশাক	0.698	0.435	0.453
apparent	আপাত	0.473	0.383	0.398
apparently	স্পষ্টতই	0.531	0.410	0.426
apparition	আবির্ভাব	0.406	0.573	0.636
appeal	আবেদন	0.663	0.598	0.558
appear	প্রদর্শিত	0.735	0.506	0.567
appearance	চেহারা	0.669	0.490	0.534
appease	প্রশমিত করা	0.633	0.278	0.434
appellant	আবেদনপূর্ণ	0.327	0.588	0.568
append	যুক্ত করা	0.573	0.464	0.453
appendage	উপাঙ্গ	0.229	0.382	0.438
appendectomy	appendectomy	0.177	0.670	0.554
appendicitis	আন্ত্রিক রোগবিশেষ	0.031	0.640	0.347
appendix	উপাঙ্গ	0.365	0.387	0.425
appetite	ক্ষুধা	0.704	0.637	0.581
appetizer	এপেটাইজার	0.755	0.560	0.406
appetizing	মুখরোচক	0.806	0.657	0.688
applaud	তারিফ করা	0.865	0.824	0.464
applause	সাধুবাদ	0.953	0.857	0.621
apple	আপেল	0.811	0.300	0.264
apple juice	আপেলের রস	0.765	0.204	0.294
applejack	applejack	0.604	0.431	0.473
applesauce	আজেবাজে কথা	0.750	0.167	0.291
appliance	যন্ত্রপাতি	0.582	0.453	0.538
appliances	যন্ত্রপাতি	0.594	0.394	0.567
applicability	প্রযোজ্যতা	0.677	0.490	0.741
applicable	প্রযোজ্য	0.469	0.430	0.667
applicant	আবেদক	0.612	0.558	0.688
application	আবেদন	0.646	0.445	0.726
apply	প্রয়োগ করা	0.612	0.321	0.667
appoint	নিয়োগ	0.565	0.330	0.509
appointment	এপয়েন্টমেন্ট	0.688	0.594	0.547
appointments	কলকব্জা	0.745	0.677	0.625
apportion	অংশে অংশে ভাগ করা	0.677	0.490	0.638
apportionment	অংশন	0.552	0.481	0.453
appraisal	গুণগ্রাহিতা	0.417	0.667	0.682
appraise	মূল্যাবধারণ করা	0.677	0.490	0.696
appreciable	উপলব্ধিজনক	0.873	0.491	0.778
appreciate	তারিফ করা	0.885	0.422	0.741
appreciated	উপলব্ধ	0.910	0.434	0.779
appreciates	appreciates	0.765	0.500	0.656
