Word	Somali-so	Valence	Arousal	Dominance
anaconda	anaconda	0.146	0.830	0.540
anaesthesia	suuxinta	0.350	0.217	0.473
anaesthetic	suuxinta	0.449	0.268	0.509
anagram	anagram	0.552	0.327	0.449
anal	anal	0.333	0.798	0.334
analgesic	xanuunka	0.417	0.321	0.441
analogous	isku mid ah	0.531	0.270	0.500
analogue	analogue	0.570	0.320	0.446
analogy	isku mid ah	0.510	0.367	0.509
analysis	falanqaynta	0.729	0.448	0.705
analyst	falanqeeyaha	0.604	0.415	0.755
analytic	falanqeyn	0.665	0.521	0.634
analytical	falanqayn	0.625	0.324	0.800
analyze	falanqeeya	0.667	0.462	0.710
analyzer	falanqeeye	0.625	0.556	0.854
anaphylactic	anaphylactic	0.378	0.588	0.500
anarchism	anarchism	0.125	0.804	0.623
anarchist	anarchist	0.204	0.700	0.759
anarchy	dhexdhexaad ah	0.146	0.755	0.620
anastomosis	anastomosis	0.375	0.470	0.490
anathema	anathema	0.286	0.490	0.519
anatomic	anatomic	0.562	0.442	0.546
anatomy	anatomy	0.562	0.390	0.571
ancestor	awoowe	0.592	0.388	0.594
ancestral	Aabe	0.640	0.481	0.750
ancestry	abtirsiin	0.708	0.519	0.717
anchor	anchor	0.520	0.284	0.564
anchorage	anchorage	0.500	0.325	0.639
ancient	qadiimiga ah	0.420	0.217	0.439
ancillary	xayeysiin	0.449	0.442	0.278
androgen	iyo xajiin	0.255	0.523	0.527
android	iyoroid	0.663	0.436	0.500
anecdote	anecdote	0.583	0.529	0.500
anemia	dhiig yari	0.188	0.327	0.310
anemic	dhiig yari	0.167	0.279	0.155
anemone	anemone	0.552	0.538	0.327
anesthesia	suuxinta	0.365	0.216	0.394
anesthesiologist	suuxiyeyaasha	0.419	0.224	0.526
anesthetic	suuxinta	0.350	0.264	0.482
aneurysm	aneurysm	0.115	0.690	0.536
anew	mar kale	0.771	0.358	0.385
angel	malaa'ig	0.906	0.158	0.704
angelic	malaa'ig	0.927	0.298	0.668
anger	xanaaq	0.167	0.865	0.657
angered	caro	0.010	0.860	0.547
angermanagement	NO TRANSLATION	0.260	0.632	0.482
angina	angina	0.230	0.630	0.464
angiogram	angiogram	0.347	0.520	0.465
angiography	angiography	0.378	0.536	0.520
angle	xagal	0.541	0.330	0.455
angling	dardargelinta	0.625	0.408	0.500
angora	angora	0.529	0.425	0.405
angriest	geesinimada	0.094	0.892	0.430
angry	xanaaq	0.122	0.830	0.604
angrytweet	NO TRANSLATION	0.265	0.644	0.471
angst	xagal	0.167	0.888	0.333
anguish	xanaaq	0.153	0.792	0.265
anguished	adkaatay	0.135	0.720	0.307
angular	xagal	0.449	0.281	0.444
anhydrous	anhydrous	0.456	0.365	0.355
animal	xayawaanka	0.521	0.510	0.513
animate	dhaqdhaqaaqa	0.827	0.755	0.635
animated	animated	0.823	0.676	0.538
animation	animation	0.888	0.750	0.549
animosity	diidmo	0.510	0.724	0.545
animus	animus	0.698	0.676	0.466
ankle	anqawga	0.500	0.274	0.234
anklet	canqowga	0.410	0.276	0.302
annals	annals	0.427	0.610	0.424
annex	lifaaq	0.594	0.350	0.458
annexation	dib udhigista	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	baabi'i	0.115	0.918	0.681
annihilated	baabi'iyay	0.080	0.760	0.324
annihilation	baabi'inta	0.041	0.800	0.591
anniversary	guuradii	0.880	0.770	0.723
annotate	sharxi	0.592	0.469	0.441
annotation	sharraxaad	0.604	0.470	0.619
announce	ku dhawaaq	0.694	0.618	0.611
announcement	dhawaaqa	0.729	0.491	0.482
announcer	dhawaaqa	0.602	0.570	0.732
annoy	annoy	0.094	0.765	0.286
annoyance	dhibaatada	0.167	0.718	0.342
annoyed	dhibsaday	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	dhibsado	0.082	0.853	0.348
annoys	niyad jab	0.146	0.778	0.435
annual	sannadkiiba	0.552	0.236	0.500
annuity	magdhow	0.521	0.304	0.527
annul	jooji	0.250	0.448	0.364
annular	annular	0.310	0.385	0.412
annulment	joojinta	0.153	0.375	0.447
annulus	annulus	0.458	0.380	0.376
anointed	la subkay	0.500	0.368	0.579
anointing	subag	0.653	0.350	0.547
anomalous	anomalous	0.281	0.480	0.423
anomaly	anomaly	0.188	0.538	0.404
anon	anon	0.479	0.354	0.298
anonymity	aqoonsi la'aan	0.469	0.255	0.430
anonymous	qarsoodi	0.396	0.291	0.431
anorexic	anorexic	0.160	0.618	0.245
answer	jawaab	0.537	0.373	0.661
answerable	laga jawaabi karo	0.708	0.481	0.750
answering	ka jawaab	0.684	0.500	0.607
ant	Quraanjo	0.448	0.216	0.216
antagonism	diidmo	0.224	0.618	0.524
antagonist	dhexdhexaadiye	0.240	0.615	0.700
antagonistic	dagaal	0.296	0.604	0.565
antagonize	ka horjeeda	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	horaantiisii	0.427	0.551	0.566
antelope	antelope	0.542	0.510	0.500
antenna	antenna	0.521	0.327	0.358
anterior	hore	0.510	0.245	0.362
anthem	heesta	0.780	0.343	0.729
anthill	anthill	0.327	0.578	0.377
anthology	anthology	0.338	0.406	0.537
anthrax	kudka	0.188	0.730	0.500
anthropological	anthropological	0.367	0.390	0.490
anthropologist	cilmi-nafsiga	0.551	0.385	0.725
anthropology	anthropology	0.490	0.367	0.582
anti	anti	0.365	0.412	0.384
antiaircraft	antiaircraft	0.330	0.622	0.629
antibiotic	antibiyootiko	0.510	0.373	0.658
antibiotics	antibiotics	0.448	0.406	0.557
antichrist	ka gees ah	0.082	0.837	0.544
anticipate	rajada	0.622	0.469	0.667
anticipation	rajada	0.698	0.539	0.711
anticipatory	rajo-gelis	0.653	0.551	0.682
antics	riwaayadaha	0.448	0.740	0.236
antidote	liddi kufid	0.541	0.490	0.629
antifungal	antifungal	0.408	0.412	0.441
antigravity	qoonsiga	0.430	0.714	0.658
antimony	iskuday	0.378	0.398	0.490
antipathy	iska caabin	0.198	0.549	0.393
antiquarian	taariikhda hore	0.500	0.233	0.426
antiquated	kuwii hore	0.420	0.392	0.236
antique	oo qaraami ah	0.634	0.290	0.518
antiques	antiques	0.540	0.370	0.595
antiquity	kuwii hore	0.385	0.333	0.556
antiseptic	antiseptic	0.438	0.370	0.623
antisocial	mujtamaca	0.146	0.686	0.391
antithesis	diidmo	0.396	0.412	0.536
antithetical	antiitetical	0.271	0.509	0.358
antiviral	fayruska	0.459	0.470	0.549
antler	caarada	0.448	0.470	0.500
antsy	antsy	0.449	0.558	0.417
anus	anus	0.347	0.644	0.350
anvil	anvil	0.380	0.510	0.604
anxiety	walaac	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	walwal	0.281	0.875	0.434
anxiousness	walwal	0.235	0.814	0.282
anytime	waqti kasta	0.625	0.461	0.436
aorta	aorta	0.448	0.510	0.542
aortic	aortic	0.436	0.540	0.438
apace	fadeexad	0.536	0.500	0.536
apache	apache	0.687	0.469	0.500
apartment	guriga	0.719	0.393	0.580
apartments	guryaha	0.704	0.337	0.443
apathetic	nacasnimo	0.188	0.292	0.333
apathy	nacayb	0.184	0.212	0.204
ape	runtii	0.548	0.389	0.336
aperture	furfurnaan	0.612	0.450	0.667
apex	raxan	0.570	0.433	0.418
aphid	aphid	0.388	0.473	0.407
aphrodisiac	aphrodisiac	0.750	0.846	0.667
apiece	qof	0.439	0.259	0.383
aplomb	aplomb	0.500	0.509	0.582
apocalypse	rafcaan	0.050	0.867	0.736
apocalyptic	rukunka	0.173	0.880	0.750
apologetic	raali gelin	0.479	0.461	0.571
apologist	raali gelin	0.406	0.429	0.526
apologize	raaligelin	0.551	0.378	0.389
apology	raali galin	0.571	0.346	0.402
apostasy	Baxniintii	0.388	0.520	0.517
apostate	riddoobay	0.342	0.500	0.528
apostle	rasuul	0.646	0.347	0.732
apostolic	Rasuul ah	0.592	0.300	0.717
apostrophe	fursan	0.469	0.368	0.537
apothecary	naadiga	0.561	0.328	0.529
appalled	waa la yaabay	0.194	0.792	0.562
appalling	cabsi	0.160	0.827	0.415
apparatus	qalab	0.375	0.353	0.377
apparel	dharka	0.698	0.435	0.453
apparent	muuqata	0.473	0.383	0.398
apparently	sida muuqata	0.531	0.410	0.426
apparition	muuqaalka	0.406	0.573	0.636
appeal	racfaan	0.663	0.598	0.558
appear	muuqan	0.735	0.506	0.567
appearance	muuqaalka	0.669	0.490	0.534
appease	roonaan	0.633	0.278	0.434
appellant	racfaan qaataha	0.327	0.588	0.568
append	ku dheji	0.573	0.464	0.453
appendage	xirmo	0.229	0.382	0.438
appendectomy	appendectomy	0.177	0.670	0.554
appendicitis	appendisitis	0.031	0.640	0.347
appendix	lifaaq	0.365	0.387	0.425
appetite	rabitaanka cuntada	0.704	0.637	0.581
appetizer	raashin	0.755	0.560	0.406
appetizing	Cuntada	0.806	0.657	0.688
applaud	ku heeso	0.865	0.824	0.464
applause	sacab	0.953	0.857	0.621
apple	tufaax	0.811	0.300	0.264
apple juice	Casiirka tufaaxa	0.765	0.204	0.294
applejack	applejack	0.604	0.431	0.473
applesauce	tufaaxa	0.750	0.167	0.291
appliance	qalabka	0.582	0.453	0.538
appliances	qalabka korontada	0.594	0.394	0.567
applicability	qaadashada	0.677	0.490	0.741
applicable	ku haboon	0.469	0.430	0.667
applicant	codsade	0.612	0.558	0.688
application	codsiga	0.646	0.445	0.726
apply	codso	0.612	0.321	0.667
appoint	magacaabi	0.565	0.330	0.509
appointment	ballan	0.688	0.594	0.547
appointments	balamaha	0.745	0.677	0.625
apportion	isku dhafka	0.677	0.490	0.638
apportionment	isugeyn	0.552	0.481	0.453
appraisal	qiimaynta	0.417	0.667	0.682
appraise	ku qiimee	0.677	0.490	0.696
appreciable	qadarin	0.873	0.491	0.778
appreciate	waad ku mahadsantahay	0.885	0.422	0.741
appreciated	qadarin	0.910	0.434	0.779
appreciates	waan ku mahadsanahay	0.765	0.500	0.656
appreciation	qadarin	0.917	0.529	0.588
appreciative	mahadsanid	0.857	0.380	0.654
apprehend	la xiro	0.521	0.624	0.696
apprehension	cabsida	0.385	0.720	0.454
apprehensive	cabsi leh	0.406	0.592	0.431
apprentice	tababar	0.615	0.413	0.452
apprenticeship	tababarka	0.812	0.482	0.643
approach	qaabka	0.612	0.392	0.610
approaching	soo dhoweyn	0.740	0.557	0.491
approbate	NO TRANSLATION	0.646	0.590	0.860
approbation	ansixinta	0.792	0.529	0.774
appropriate	ku habboon	0.833	0.368	0.759
appropriation	qoondaynta	0.510	0.632	0.717
approval	ansixin	0.854	0.460	0.889
approve	aqbalaan	0.875	0.548	0.741
approved	ansixiyay	0.833	0.349	0.698
approvement	ansixinta	0.880	0.625	0.780
approving	ansixinta	0.917	0.583	0.773
approximate	qiyaastii	0.551	0.560	0.520
approximately	qiyaastii	0.622	0.396	0.538
approximating	qiyaasidda	0.583	0.615	0.471
approximation	qiyaasidda	0.582	0.402	0.593
appurtenances	macmiilka	0.573	0.412	0.547
apricot	macaan	0.708	0.320	0.278
apron	horteed	0.582	0.208	0.245
apt	runtii	0.582	0.418	0.382
aptitude	macquul ah	0.750	0.471	0.746
aqua	aqua	0.656	0.292	0.359
aquamarine	aquamarine	0.729	0.306	0.413
aquarium	aquarium	0.663	0.327	0.393
aquatic	biyaha	0.677	0.510	0.463
aqueduct	aqueduct	0.551	0.411	0.534
aqueous	aqueous	0.429	0.270	0.310
arable	sarraysa	0.510	0.350	0.465
arbiter	arbiter	0.561	0.537	0.814
arbitrary	ikhtiyaari ah	0.281	0.702	0.686
arbitrate	heshiisiin	0.470	0.620	0.682
arbitration	heshiisiin	0.587	0.602	0.670
arbitrator	garqaade	0.385	0.448	0.795
arbor	arbor	0.583	0.490	0.591
arc	arc	0.552	0.388	0.396
arcade	arcade	0.676	0.521	0.502
arcane	arkan	0.500	0.490	0.637
arch	kaynta	0.500	0.354	0.468
archaeological	qadiimiga ah	0.740	0.441	0.660
archaeologist	arkeologist	0.552	0.451	0.706
archaeology	ariimo	0.596	0.358	0.691
archaic	Muuqaal	0.271	0.327	0.332
archangel	taliyuhu	0.837	0.500	0.708
archbishop	Archbishop	0.622	0.280	0.776
archdiocese	Buuggan	0.400	0.321	0.704
archduke	Archduke	0.458	0.413	0.634
arched	dillaacay	0.582	0.403	0.398
archer	qoryaha	0.573	0.622	0.661
archery	xaydhin	0.594	0.604	0.589
archetype	macmiilka	0.448	0.520	0.569
archipelago	jasiiradaha	0.745	0.370	0.592
architect	dhismaha	0.776	0.442	0.836
architectural	dhismaha	0.729	0.390	0.670
architecture	dhiska	0.820	0.390	0.694
archive	archive	0.438	0.294	0.527
arctic	arctic	0.615	0.352	0.546
ardent	dambiile	0.694	0.873	0.722
ardor	dabeecad	0.500	0.780	0.538
arduous	dhib badan	0.344	0.783	0.605
area	degaanka	0.490	0.306	0.464
arena	arena	0.510	0.235	0.404
areola	isola	0.417	0.396	0.381
areyoukidding	NO TRANSLATION	0.429	0.633	0.400
areyoukiddingme	NO TRANSLATION	0.365	0.635	0.375
argent	NO TRANSLATION	0.594	0.418	0.472
argh	argh	0.260	0.538	0.328
arghh	NO TRANSLATION	0.292	0.536	0.397
arghhhh	NO TRANSLATION	0.250	0.618	0.324
argue	dood	0.093	0.798	0.525
argument	dood	0.510	0.464	0.698
argumentation	dood	0.479	0.549	0.760
argumentative	dood	0.450	0.531	0.679
arguments	doodaha	0.541	0.602	0.657
arid	arid	0.323	0.333	0.379
arise	kac	0.750	0.582	0.725
aristocracy	aristocracy	0.688	0.549	0.842
aristocrat	aristocrat	0.583	0.413	0.811
aristocratic	aristocratic	0.449	0.519	0.676
arithmetic	arithmetic	0.453	0.460	0.634
ark	ark	0.396	0.427	0.543
arm	gacanta	0.552	0.285	0.469
armada	armada	0.408	0.740	0.868
armament	hub	0.198	0.764	0.810
armaments	silsilado	0.192	0.839	0.830
armature	armature	0.510	0.558	0.755
armchair	armaajo	0.646	0.164	0.339
armed	hubaysan	0.188	0.750	0.808
armor	hubka	0.469	0.625	0.784
armored	armaajo	0.469	0.509	0.861
armory	hubka	0.448	0.663	0.800
armpit	armpit	0.283	0.439	0.250
arms	hubka	0.464	0.395	0.483
army	ciidan	0.417	0.759	0.902
aroma	carafo	0.823	0.235	0.442
aromatherapy	aromaterapy	0.847	0.220	0.473
arousal	arousal	0.791	0.943	0.731
arouse	kacsanaan	0.740	0.491	0.580
aroused	kacday	0.708	0.952	0.667
arraignment	arraignment	0.406	0.837	0.534
arrange	samee	0.740	0.490	0.571
arranged	diyaariyey	0.698	0.531	0.728
arrangement	qorsheynta	0.625	0.382	0.683
array	array	0.521	0.396	0.568
arrears	been-abuurka	0.286	0.485	0.302
arrest	xiro	0.146	0.951	0.500
arrhythmia	arrhytmia	0.265	0.706	0.356
arrival	imaanshaha	0.678	0.510	0.474
arrive	yimaado	0.837	0.406	0.585
arrogance	kibirsanaan	0.143	0.750	0.620
arrogant	iskibrin	0.115	0.755	0.580
arrow	arrow	0.439	0.390	0.454
arsehole	duufaan	0.276	0.598	0.433
arseholes	arseholes	0.188	0.545	0.351
arsenal	arsenal	0.365	0.741	0.752
arsenic	arsenic	0.281	0.472	0.447
arson	dabka	0.133	0.904	0.567
arsonist	Dab-damis	0.348	0.840	0.500
art	farshaxanka	0.812	0.360	0.603
arterial	arterial	0.396	0.510	0.583
artery	artery	0.396	0.580	0.537
artful	farshaxan	0.771	0.608	0.778
arthritis	arthritis	0.110	0.518	0.345
arthropod	arthropod	0.344	0.464	0.434
artichoke	artichoke	0.583	0.218	0.287
article	maqaal	0.594	0.280	0.481
articles	maqaalada	0.552	0.324	0.565
articulate	sheeg	0.677	0.462	0.618
articulation	xoojinta	0.479	0.480	0.591
artifact	wax soo saar	0.510	0.500	0.566
artifice	wax soo saar	0.316	0.696	0.482
artificial	anshax	0.306	0.385	0.351
artillery	garaacis	0.350	0.912	0.794
artisan	farsamo	0.781	0.330	0.411
artist	farshaxan	0.802	0.442	0.732
artiste	NO TRANSLATION	0.844	0.512	0.565
artistic	farshaxanka	0.802	0.646	0.632
artistry	fanka	0.823	0.346	0.769
artists	farshaxanada	0.796	0.667	0.741
artwork	farshaxanka	0.896	0.368	0.679
arty	arty	0.490	0.422	0.388
asap	dhaqso badan	0.571	0.500	0.552
asbestos	asbestos	0.357	0.481	0.464
ascend	kicin	0.830	0.620	0.812
ascendancy	kor u kaca	0.724	0.625	0.700
ascendant	kicin	0.656	0.673	0.821
ascending	kor u kac	0.826	0.644	0.777
ascension	qaadashada	0.765	0.720	0.714
ascent	cagajiid	0.755	0.627	0.833
ascertain	aqoonsi	0.560	0.530	0.625
ascertained	la aqoonsan yahay	0.531	0.529	0.616
ascetic	ascetik	0.438	0.375	0.472
ash	ash	0.260	0.210	0.207
ashamed	ceeb	0.156	0.588	0.228
ashes	dambaska	0.327	0.279	0.142
ashtray	gabbalku	0.406	0.382	0.265
asinine	asinine	0.429	0.472	0.433
ask	weydii	0.531	0.440	0.459
asleeep	NO TRANSLATION	0.490	0.210	0.322
asleep	hurdo	0.604	0.100	0.270
asp	asp	0.438	0.489	0.375
asparagus	asparagus	0.469	0.317	0.264
aspartame	aspartame	0.469	0.480	0.322
aspect	dhinac	0.479	0.469	0.588
aspects	qaybaha	0.439	0.480	0.565
aspen	aspen	0.479	0.280	0.395
asphalt	asfalt	0.479	0.264	0.439
asphyxia	asfiko	0.198	0.704	0.311
asphyxiation	asfiyeynta	0.059	0.745	0.412
aspiration	rabitaan	0.704	0.724	0.675
aspire	dareen	0.812	0.469	0.722
aspirin	aspirin	0.479	0.271	0.422
aspiring	dardargelinta	0.844	0.582	0.604
ass	dameer	0.323	0.750	0.345
assail	geysato	0.378	0.510	0.500
assailant	dembiilaha	0.184	0.868	0.602
assassin	dil	0.073	0.933	0.632
assassinate	dil	0.051	0.969	0.722
assassination	dil	0.083	0.941	0.525
assault	weerarka	0.167	0.848	0.550
assay	tijaabi	0.633	0.559	0.594
assemblage	ururinta	0.429	0.452	0.600
assemble	isku dheji	0.542	0.570	0.750
assembled	isku duway	0.663	0.450	0.644
assembly	kulan	0.698	0.500	0.640
assemblyman	wada-xaajood	0.430	0.538	0.760
assent	oggolaansho	0.615	0.515	0.719
assert	sheeg	0.750	0.619	0.809
asserting	sheegashada	0.694	0.531	0.736
assertion	cadayn	0.740	0.442	0.750
assertive	cadeyn	0.719	0.412	0.770
assess	qiimee	0.698	0.500	0.623
assessment	qiimeynta	0.750	0.623	0.658
assessor	qiimeeye	0.551	0.538	0.764
asset	hanti	0.797	0.765	0.788
assets	hantida	0.667	0.613	0.765
asshole	asshole	0.133	0.582	0.263
assign	ku qor	0.622	0.417	0.709
assignee	wakiil	0.510	0.462	0.510
assignment	meeleynta	0.483	0.398	0.745
assimilate	iskuday	0.559	0.391	0.683
assimilation	isugeynta	0.429	0.378	0.463
assist	caawi	0.833	0.435	0.629
assistance	gargaar	0.656	0.519	0.633
assistant	kaaliye	0.625	0.390	0.536
associate	iskaashatada	0.812	0.409	0.625
association	urur	0.745	0.500	0.817
assorted	kala duwan	0.602	0.460	0.472
assortment	noocyo kala duwan	0.694	0.360	0.526
assuage	hubso	0.745	0.255	0.500
assume	qaado	0.698	0.401	0.464
assumed	la maleynayo	0.612	0.247	0.454
assuming	maleynayo	0.740	0.390	0.526
assumption	malaha	0.479	0.431	0.417
assurance	hubin	0.675	0.442	0.704
assure	hubi	0.910	0.460	0.839
assured	hubin	0.878	0.327	0.754
assuredly	hubaal	0.786	0.396	0.833
asterisk	asterisk	0.541	0.288	0.273
asteroid	asteroosto	0.430	0.721	0.623
asteroids	asteroids	0.361	0.694	0.712
asthma	neefta	0.198	0.549	0.227
asthmatic	asthmatic	0.229	0.706	0.294
astigmatism	astigmatism	0.214	0.490	0.429
astonish	yaab leh	0.786	0.845	0.658
astonished	yaabay	0.510	0.775	0.574
astonishing	yaab leh	0.844	0.802	0.821
astonishingly	NO TRANSLATION	0.827	0.898	0.773
astonishment	yaab	0.680	0.718	0.519
astound	astound	0.729	0.675	0.474
astral	asal ah	0.604	0.417	0.567
astray	dhumay	0.098	0.676	0.308
astringent	astringent	0.316	0.500	0.474
astrologer	astrologer	0.594	0.519	0.673
astrology	Asaasiga	0.635	0.340	0.500
astronaut	Astronaut	0.792	0.601	0.761
astronomer	Astaani	0.750	0.509	0.735
astronomical	astronomical	0.600	0.632	0.726
astronomy	astronomy	0.613	0.474	0.722
astute	astute	0.776	0.658	0.827
asunder	kala go'a	0.208	0.442	0.259
asylum	magangelyo	0.407	0.330	0.445
asymmetric	asymmetric	0.580	0.343	0.465
asymmetry	asymmetry	0.476	0.373	0.527
asymptotic	asymptotic	0.479	0.451	0.472
atelier	gaaban	0.490	0.330	0.705
atheism	aaladda	0.276	0.460	0.481
atheist	diin	0.225	0.447	0.377
atheistic	aamusan	0.373	0.481	0.466
atherosclerosis	atherosclerosis	0.250	0.480	0.343
athlete	ciyaaraha fudud	0.781	0.718	0.686
athletic	ciyaaraha fudud	0.857	0.798	0.708
athleticism	isboortiga	0.750	0.863	0.778
athletics	ciyaaraha fudud	0.831	0.691	0.740
atlas	atlas	0.531	0.306	0.554
atmosphere	jawi	0.604	0.300	0.560
atmospheric	atmospheric	0.531	0.420	0.594
atoll	atoll	0.480	0.408	0.472
atom	atom	0.510	0.500	0.433
atomic	atomic	0.327	0.817	0.713
atone	atone	0.418	0.673	0.411
atonement	kafaarogud	0.550	0.602	0.683
atpeace	atpeace	0.724	0.298	0.519
atrium	atrium	0.469	0.365	0.473
atrocious	jilicsan	0.073	0.811	0.445
atrocity	xasaasiyad	0.115	0.844	0.593
atrophy	atrophy	0.177	0.540	0.208
attach	ku lifaaq	0.520	0.363	0.559
attached	ku lifaaqan	0.562	0.350	0.439
attachment	lifaaq	0.570	0.343	0.500
attack	weerarka	0.286	0.948	0.670
attacker	weerarka	0.185	0.962	0.629
attacking	weerarka	0.276	0.837	0.642
attain	gaaro	0.806	0.510	0.719
attainable	la gaadhi karo	0.760	0.500	0.759
attainment	dardargelinta	0.830	0.520	0.940
attempt	iskuday	0.625	0.491	0.431
attempted	isku dayey	0.594	0.580	0.567
attend	tagaan	0.650	0.420	0.625
attendance	xaadiritaanka	0.812	0.500	0.592
attendant	shaqaale	0.580	0.365	0.519
attention	dareenka	0.740	0.599	0.774
attentionseeker	NO TRANSLATION	0.367	0.745	0.457
attentionseekers	NO TRANSLATION	0.531	0.673	0.500
attentive	fiiri	0.812	0.520	0.724
attenuate	isku dayaan	0.408	0.302	0.429
attenuated	lakulmay	0.449	0.280	0.298
attenuation	qaboojinta	0.458	0.363	0.464
attest	tijaabin	0.439	0.710	0.685
attestation	caddayn	0.234	0.635	0.500
attic	qiiqa	0.521	0.259	0.377
attire	dharka	0.742	0.388	0.483
attitude	dabeecadda	0.760	0.644	0.861
attorney	qareen	0.600	0.594	0.754
attract	soo jiidasho	0.796	0.663	0.769
attraction	soo jiidashada	0.906	0.774	0.712
attractive	soo jiidasho leh	0.906	0.630	0.769
attractiveness	soo jiidashada	0.938	0.667	0.755
attributable	loo aaneyn karo	0.704	0.430	0.527
attribute	sifo	0.781	0.439	0.795
attribution	ku xiran	0.646	0.467	0.658
attrition	xakameyn	0.229	0.540	0.259
auburn	auburn	0.510	0.240	0.411
auction	xaraashka	0.594	0.702	0.519
auctioneer	iibiyaha	0.542	0.732	0.716
audacious	raaxo leh	0.740	0.875	0.825
audacity	xisaabinta	0.760	0.755	0.916
audible	maqalka	0.673	0.370	0.462
audience	dhagaystayaasha	0.698	0.610	0.613
audio	maqalka	0.709	0.425	0.370
audit	baadhitaan	0.375	0.562	0.735
audition	xisaabinta	0.750	0.685	0.615
auditions	tijaabooyinka	0.740	0.765	0.596
auditor	xisaabiye	0.582	0.571	0.726
auditorium	qolka dhegeysiga	0.529	0.490	0.538
auditory	maqalka	0.531	0.481	0.570
aught	aught	0.418	0.135	0.217
augment	kordhinta	0.650	0.683	0.645
augmentation	xoojinta	0.714	0.613	0.850
august	Ogosto	0.652	0.292	0.462
aunt	adeer	0.667	0.291	0.420
auntie	auntie	0.643	0.275	0.447
aura	aura	0.760	0.333	0.500
aurora	aurora	0.817	0.306	0.537
auspices	Auspices	0.542	0.500	0.634
auspicious	auspicious	0.562	0.635	0.669
austere	austere	0.500	0.390	0.422
austerity	dulqaadasho	0.438	0.406	0.534
authentic	dhab ah	0.885	0.510	0.782
authenticate	xaqiijin	0.833	0.480	0.789
authentication	aqoonsi	0.724	0.491	0.750
authenticity	xaqiiqda	0.670	0.548	0.845
author	qoraa	0.775	0.343	0.749
authoritative	awood u leh	0.636	0.520	0.890
authority	maamulka	0.592	0.592	0.934
authorization	oggolaansho	0.521	0.567	0.817
authorize	oggolaansho	0.772	0.596	0.821
authorized	la oggol yahay	0.760	0.458	0.815
authorship	qoraaga	0.667	0.635	0.773
autism	autism	0.235	0.500	0.447
autistic	autistic	0.367	0.337	0.404
auto	baabuur	0.571	0.569	0.500
autobiographical	autobiographical	0.909	0.462	0.582
autobiography	buug	0.735	0.284	0.629
autocorrect	gaabis ah	0.551	0.439	0.616
autocratic	autocratic	0.542	0.577	0.727
autograph	sawirka	0.735	0.565	0.473
autographed	autographed	0.781	0.620	0.625
automated	gawaarida	0.578	0.402	0.632
automatic	si toos ah	0.562	0.433	0.664
automobile	gawaarida	0.753	0.625	0.534
automotive	baabuurta	0.656	0.520	0.577
autonomy	madax-bannaani	0.781	0.349	0.891
autopilot	autopilot	0.594	0.462	0.632
autopsy	cirbadeynta	0.252	0.650	0.538
autumn	dayrta	0.765	0.204	0.450
auxiliary	kaaliye	0.622	0.471	0.509
avail	faa'iido leh	0.800	0.430	0.603
availability	helitaanka	0.796	0.544	0.600
available	la heli karo	0.844	0.356	0.623
avalanche	qulqulka	0.265	0.915	0.683
avarice	kharashka	0.198	0.726	0.352
avatar	avatar	0.633	0.410	0.567
avenge	aargoosi	0.073	0.867	0.559
avenger	avenger	0.337	0.865	0.670
avenging	ka aargoosiga	0.143	0.880	0.717
avenue	avenue	0.677	0.360	0.377
aver	NO TRANSLATION	0.492	0.450	0.393
average	celcelis ahaan	0.684	0.280	0.455
aversation	NO TRANSLATION	0.582	0.442	0.432
averse	ladoonayo	0.253	0.569	0.492
