Word	Khmer-km	Valence	Arousal	Dominance
aloof	aloof	0.189	0.423	0.302
aloud	ឮ ៗ	0.458	0.713	0.750
alpha	អាល់ហ្វា	0.708	0.340	0.755
alphabet	អក្ខរក្រម	0.562	0.204	0.672
alphabetical	តាមអក្ខរក្រម	0.537	0.296	0.535
alpine	alpine	0.594	0.337	0.474
alreadyyyyy	alreadyyyyy	0.592	0.717	0.351
altar	អាសនៈ	0.724	0.387	0.635
altar boy	ក្មេងប្រុសអាសនៈ	0.434	0.206	0.350
alter	ផ្លាស់ប្តូរ	0.333	0.694	0.654
alteration	ការកែប្រែ	0.167	0.798	0.609
altercation	altercation	0.170	0.806	0.500
altered	ផ្លាស់ប្តូរ	0.255	0.765	0.500
alternate	ជំនួស	0.625	0.363	0.589
alternating	ជំនួស	0.480	0.494	0.542
alternative	ជំនួស	0.628	0.373	0.631
altimeter	កម្ពស់	0.615	0.510	0.580
altitude	កម្ពស់	0.708	0.482	0.736
alto	alto	0.656	0.404	0.730
altogether	ទាំងអស់គ្នា	0.833	0.324	0.644
aluminum	អាលុយមីញ៉ូម	0.449	0.280	0.434
alumnus	អតីតនិស្សិត	0.633	0.368	0.422
alveolar	alveolar	0.469	0.481	0.367
alzheimers	NO TRANSLATION	0.194	0.518	0.319
amalgam	amalgam	0.438	0.333	0.510
amalgamation	បញ្ចូលគ្នា	0.406	0.470	0.531
amaretto	amaretto	0.543	0.551	0.375
amass	amass	0.552	0.465	0.465
amateur	អ្នកស្ម័គ្រចិត្ត	0.469	0.500	0.409
amaze	ភ្ញាក់ផ្អើល	0.896	0.843	0.783
amazed	ភ្ញាក់ផ្អើល	0.796	0.779	0.533
amazedness	NO TRANSLATION	0.827	0.872	0.510
amazement	អស្ចារ្យ	0.750	0.800	0.639
amazing	អស្ចារ្យ	0.906	0.837	0.849
amazingly	អស្ចារ្យ	0.918	0.765	0.920
ambassador	ឯកអគ្គរដ្ឋទូត	0.651	0.529	0.917
amber	ពណ៌លឿង	0.635	0.308	0.369
ambience	បរិយាកាស	0.735	0.356	0.426
ambient	បរិយាកាស	0.625	0.360	0.582
ambiguity	ភាពមិនច្បាស់	0.164	0.460	0.370
ambiguous	មិនច្បាស់	0.265	0.462	0.358
ambit	ambit	0.479	0.380	0.386
ambition	មហិច្ឆតា	0.510	0.804	0.661
ambitious	មានមហិច្ឆតា	0.484	0.821	0.717
ambivalent	ភាពមិនច្បាស់លាស់	0.510	0.404	0.482
ambrosia	ambrosia	0.571	0.452	0.480
ambulance	រថយន្តសង្គ្រោះបន្ទាន់	0.500	0.750	0.609
ambush	ការ​វាយឆ្មក់	0.281	0.830	0.500
ameliorate	កែលម្អ	0.770	0.548	0.747
amen	អាម៉ែន	0.781	0.182	0.542
amenable	អាម៉ែន	0.448	0.410	0.406
amend	កែប្រែ	0.688	0.406	0.658
amendment	វិសោធនកម្ម	0.531	0.459	0.606
amends	កែប្រែ	0.640	0.366	0.517
amenity	សំណាង	0.750	0.327	0.574
amethyst	amethyst	0.622	0.406	0.517
amiable	amiable	0.847	0.290	0.483
amicable	អារម្មណ៍	0.875	0.330	0.507
amid	ចំក	0.510	0.340	0.256
amidst	ចំក	0.480	0.330	0.316
amino	អាមីណូ	0.551	0.402	0.433
ammo	ammo	0.323	0.765	0.621
ammonia	អាម៉ូញាក់	0.292	0.587	0.409
ammonium	អាម៉ូញ៉ូម	0.354	0.396	0.368
ammunition	គ្រាប់រំសេវ	0.338	0.635	0.667
amnesia	សោកសៅ	0.296	0.330	0.308
amnesty	ការលើកលែងទោស	0.551	0.451	0.814
amorous	ស្រឡាញ់	0.844	0.670	0.636
amorphous	amorphous	0.327	0.402	0.349
amortization	រំលស់	0.592	0.491	0.522
amount	ចំនួន	0.562	0.422	0.649
amour	NO TRANSLATION	0.865	0.480	0.652
amp	amp	0.439	0.393	0.375
ampersand	ampersand	0.480	0.448	0.483
amphetamines	amphetamines	0.133	0.667	0.526
amphibian	amphibian	0.427	0.357	0.474
amphibious	amphibious	0.479	0.346	0.445
amphitheater	amphitheater	0.653	0.480	0.545
ample	ច្រើន	0.744	0.349	0.719
amplification	amplification	0.690	0.677	0.810
amplify	ពង្រីក	0.677	0.735	0.827
amplitude	ទំហំ	0.694	0.439	0.692
amply	amply	0.781	0.431	0.766
amputate	កាត់អវយវៈ	0.092	0.660	0.509
amputation	កាត់	0.100	0.755	0.483
amuck	amuck	0.385	0.602	0.321
amulet	amulet	0.781	0.260	0.630
amuse	កំសត់	0.812	0.684	0.664
amused	រីករាយ	0.942	0.847	0.596
amusement	កម្សាន្ត	0.929	0.837	0.803
amusing	កំពុបញ្ឆោត	0.960	0.829	0.632
ana	NO TRANSLATION	0.541	0.300	0.314
anaconda	anaconda	0.146	0.830	0.540
anaesthesia	ថ្នាំស្ពឹក	0.350	0.217	0.473
anaesthetic	ចាក់ថ្នាំស្ពឹក	0.449	0.268	0.509
anagram	anagram	0.552	0.327	0.449
anal	រន្ធគូថ	0.333	0.798	0.334
analgesic	ថ្នាំបំបាត់ការឈឺចាប់	0.417	0.321	0.441
analogous	ស្រដៀងគ្នា	0.531	0.270	0.500
analogue	analogue	0.570	0.320	0.446
analogy	ភាពស្រដៀងគ្នា	0.510	0.367	0.509
analysis	ការវិភាគ	0.729	0.448	0.705
analyst	អ្នកវិភាគ	0.604	0.415	0.755
analytic	វិភាគ	0.665	0.521	0.634
analytical	វិភាគ	0.625	0.324	0.800
analyze	វិភាគ	0.667	0.462	0.710
analyzer	អ្នកវិភាគ	0.625	0.556	0.854
anaphylactic	anaphylactic	0.378	0.588	0.500
anarchism	អនាធិបតេយ្យ	0.125	0.804	0.623
anarchist	អនាធិបតេយ្យ	0.204	0.700	0.759
anarchy	អនាធិបតេយ្យ	0.146	0.755	0.620
anastomosis	anastomosis	0.375	0.470	0.490
anathema	anathema	0.286	0.490	0.519
anatomic	កាយវិភាគសាស្ត្រ	0.562	0.442	0.546
anatomy	កាយវិភាគសាស្ត្រ	0.562	0.390	0.571
ancestor	បុព្វបុរស	0.592	0.388	0.594
ancestral	ដូនតា	0.640	0.481	0.750
ancestry	ពូជពង្ស	0.708	0.519	0.717
anchor	យុថ្កា	0.520	0.284	0.564
anchorage	បោះយុថ្កា	0.500	0.325	0.639
ancient	បុរាណ	0.420	0.217	0.439
ancillary	ជំនួយ	0.449	0.442	0.278
androgen	androgen	0.255	0.523	0.527
android	ប្រព័ន្ធប្រតិបត្តិការ Android	0.663	0.436	0.500
anecdote	រឿងដំណាល	0.583	0.529	0.500
anemia	ភាពស្លកសាំង	0.188	0.327	0.310
anemic	ភាពស្លេកស្លាំង	0.167	0.279	0.155
anemone	anemone	0.552	0.538	0.327
anesthesia	ថ្នាំស្ពឹក	0.365	0.216	0.394
anesthesiologist	អនាម័យវិទូ	0.419	0.224	0.526
anesthetic	ចាក់ថ្នាំស្ពឹក	0.350	0.264	0.482
aneurysm	ជំងឺសរសៃឈាម	0.115	0.690	0.536
anew	ថ្មី	0.771	0.358	0.385
angel	ទេវតា	0.906	0.158	0.704
angelic	ទេវតា	0.927	0.298	0.668
anger	កំហឹង	0.167	0.865	0.657
angered	ខឹង	0.010	0.860	0.547
angermanagement	NO TRANSLATION	0.260	0.632	0.482
angina	angina	0.230	0.630	0.464
angiogram	angiogram	0.347	0.520	0.465
angiography	angiography	0.378	0.536	0.520
angle	មុំ	0.541	0.330	0.455
angling	មិច	0.625	0.408	0.500
angora	angora	0.529	0.425	0.405
angriest	angriest	0.094	0.892	0.430
angry	ខឹង	0.122	0.830	0.604
angrytweet	NO TRANSLATION	0.265	0.644	0.471
angst	angst	0.167	0.888	0.333
anguish	ការឈឺចាប់	0.153	0.792	0.265
anguished	តានតឹង	0.135	0.720	0.307
angular	ជ្រុង	0.449	0.281	0.444
anhydrous	ធ្យូង	0.456	0.365	0.355
animal	សត្វ	0.521	0.510	0.513
animate	មានចលនា	0.827	0.755	0.635
animated	មានចលនា	0.823	0.676	0.538
animation	ចលនា	0.888	0.750	0.549
animosity	ស្អប់ខ្ពើម	0.510	0.724	0.545
animus	animus	0.698	0.676	0.466
ankle	កជើង	0.500	0.274	0.234
anklet	កន្ទុយ	0.410	0.276	0.302
annals	កំណត់ត្រាប្រវត្តិសាស្ត្រ	0.427	0.610	0.424
annex	ឧបសម្ព័ន្ធ	0.594	0.350	0.458
annexation	ឧបសម្ព័ន្ធ	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	រំលាយ	0.115	0.918	0.681
annihilated	annihilated	0.080	0.760	0.324
annihilation	ការបំផ្លាញ	0.041	0.800	0.591
anniversary	ខួបកំណើត	0.880	0.770	0.723
annotate	ចំណារពន្យល់	0.592	0.469	0.441
annotation	ចំណារពន្យល់	0.604	0.470	0.619
announce	ប្រកាស	0.694	0.618	0.611
announcement	សេចក្តីប្រកាស	0.729	0.491	0.482
announcer	អ្នកប្រកាស	0.602	0.570	0.732
annoy	រំខាន	0.094	0.765	0.286
annoyance	ការរំខាន	0.167	0.718	0.342
annoyed	រំខាន	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	រំខាន	0.082	0.853	0.348
annoys	ការរំខាន	0.146	0.778	0.435
annual	ប្រចាំឆ្នាំ	0.552	0.236	0.500
annuity	annuity	0.521	0.304	0.527
annul	annul	0.250	0.448	0.364
annular	annular	0.310	0.385	0.412
annulment	ការបដិសេធ	0.153	0.375	0.447
annulus	annulus	0.458	0.380	0.376
anointed	ចាក់ប្រេងតាំង	0.500	0.368	0.579
anointing	ការចាក់ប្រេងតាំង	0.653	0.350	0.547
anomalous	មិនធម្មតា	0.281	0.480	0.423
anomaly	អសមត្ថភាព	0.188	0.538	0.404
anon	anon	0.479	0.354	0.298
anonymity	អនាមិក	0.469	0.255	0.430
anonymous	អនាមិក	0.396	0.291	0.431
anorexic	ការញ័រ	0.160	0.618	0.245
answer	ចម្លើយ	0.537	0.373	0.661
answerable	អាចឆ្លើយតបបាន	0.708	0.481	0.750
answering	ឆ្លើយ	0.684	0.500	0.607
ant	ស្រមោច	0.448	0.216	0.216
antagonism	បដិបក្ខ	0.224	0.618	0.524
antagonist	antagonist	0.240	0.615	0.700
antagonistic	ប្រឆាំង	0.296	0.604	0.565
antagonize	antagonize	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	មុន	0.427	0.551	0.566
antelope	អង់ទីលីស	0.542	0.510	0.500
antenna	អង់តែន	0.521	0.327	0.358
anterior	មុន	0.510	0.245	0.362
anthem	ចំរៀង	0.780	0.343	0.729
anthill	anthill	0.327	0.578	0.377
anthology	anthology	0.338	0.406	0.537
anthrax	anthrax	0.188	0.730	0.500
anthropological	anthropological	0.367	0.390	0.490
anthropologist	នរវិទូ	0.551	0.385	0.725
anthropology	នរវិទ្យា	0.490	0.367	0.582
anti	ប្រឆាំង	0.365	0.412	0.384
antiaircraft	យន្តហោះប្រឆាំង	0.330	0.622	0.629
antibiotic	អង់ទីប៊ីយ៉ូទិក	0.510	0.373	0.658
antibiotics	អង់ទីប៊ីយ៉ូទិក	0.448	0.406	0.557
antichrist	មេប្រឆាំងព្រះគ្រិស្ដ	0.082	0.837	0.544
anticipate	រំពឹង	0.622	0.469	0.667
anticipation	ការរំពឹងទុក	0.698	0.539	0.711
anticipatory	ការប្រមើលមើល	0.653	0.551	0.682
antics	ល្បែង	0.448	0.740	0.236
antidote	ថ្នាំបំបាត់ការឈឺចាប់	0.541	0.490	0.629
antifungal	ថ្នាំផ្សិត	0.408	0.412	0.441
antigravity	antigravity	0.430	0.714	0.658
antimony	antimony	0.378	0.398	0.490
antipathy	អាក់អន់ចិត្ត	0.198	0.549	0.393
antiquarian	antiquarian	0.500	0.233	0.426
antiquated	បុរាណ	0.420	0.392	0.236
antique	ចាស់	0.634	0.290	0.518
antiques	វត្ថុបុរាណ	0.540	0.370	0.595
antiquity	បុរាណ	0.385	0.333	0.556
antiseptic	ថ្នាំប្រឆាំងនឹងមេរោគ	0.438	0.370	0.623
antisocial	ប្រឆាំងសង្គម	0.146	0.686	0.391
antithesis	antithesis	0.396	0.412	0.536
antithetical	antithetical	0.271	0.509	0.358
antiviral	ថ្នាំប្រឆាំងវីរុស	0.459	0.470	0.549
antler	antler	0.448	0.470	0.500
antsy	antsy	0.449	0.558	0.417
anus	រន្ធគូថ	0.347	0.644	0.350
anvil	anvil	0.380	0.510	0.604
anxiety	ការថប់បារម្ភ	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	រំភើប	0.281	0.875	0.434
anxiousness	អន្ទះអន្ទែង	0.235	0.814	0.282
anytime	គ្រប់ពេល	0.625	0.461	0.436
aorta	aorta	0.448	0.510	0.542
aortic	aortic	0.436	0.540	0.438
apace	ឆាប់	0.536	0.500	0.536
apache	apache	0.687	0.469	0.500
apartment	ផ្ទះល្វែង	0.719	0.393	0.580
apartments	ផ្ទះល្វែង	0.704	0.337	0.443
apathetic	អន្ទះអន្ទែង	0.188	0.292	0.333
apathy	ស្មារតីស្ពឹកស្រពន់	0.184	0.212	0.204
ape	ape	0.548	0.389	0.336
aperture	ជំរៅ	0.612	0.450	0.667
apex	apex	0.570	0.433	0.418
aphid	aphid	0.388	0.473	0.407
aphrodisiac	aphrodisiac	0.750	0.846	0.667
apiece	មួយ	0.439	0.259	0.383
aplomb	aplomb	0.500	0.509	0.582
apocalypse	apocalypse	0.050	0.867	0.736
apocalyptic	apocalyptic	0.173	0.880	0.750
apologetic	អភេទ	0.479	0.461	0.571
apologist	អ្នកសុំទោស	0.406	0.429	0.526
apologize	សូមទោស	0.551	0.378	0.389
apology	ការសុំទោស	0.571	0.346	0.402
apostasy	ការបោះបង់ចោលព្រះ	0.388	0.520	0.517
apostate	អ្នកក្បត់ជំនឿ	0.342	0.500	0.528
apostle	សាវក	0.646	0.347	0.732
apostolic	សាវក	0.592	0.300	0.717
apostrophe	apostrophe	0.469	0.368	0.537
apothecary	apothecary	0.561	0.328	0.529
appalled	appalled	0.194	0.792	0.562
appalling	គួរឱ្យរន្ធត់	0.160	0.827	0.415
apparatus	ឧបករណ៍	0.375	0.353	0.377
apparel	សំលៀកបំពាក់	0.698	0.435	0.453
apparent	ច្បាស់	0.473	0.383	0.398
apparently	ជាក់ស្តែង	0.531	0.410	0.426
apparition	លេចឡើង	0.406	0.573	0.636
appeal	បណ្តឹងតវ៉ា	0.663	0.598	0.558
appear	លេចឡើង	0.735	0.506	0.567
appearance	រូបរាង	0.669	0.490	0.534
appease	appease	0.633	0.278	0.434
appellant	អ្នកហៅទូរស័ព្ទ	0.327	0.588	0.568
append	បន្ថែម	0.573	0.464	0.453
appendage	បន្ថែម	0.229	0.382	0.438
appendectomy	ពោះវៀនធំ	0.177	0.670	0.554
appendicitis	ជំងឺរលាកខ្នែងពោះវៀន	0.031	0.640	0.347
appendix	ឧបសម្ពន្ធ	0.365	0.387	0.425
appetite	appetite	0.704	0.637	0.581
appetizer	appetizer	0.755	0.560	0.406
appetizing	appetizing	0.806	0.657	0.688
applaud	អបអរសាទរ	0.865	0.824	0.464
applause	ការទះដៃ	0.953	0.857	0.621
apple	ផ្លែប៉ោម	0.811	0.300	0.264
apple juice	ទឹក​ផ្លែ​ប៉ោម	0.765	0.204	0.294
applejack	applejack	0.604	0.431	0.473
applesauce	ផ្លែប៉ោម	0.750	0.167	0.291
appliance	ឧបករណ៍	0.582	0.453	0.538
appliances	គ្រឿងប្រដាប់ប្រដាប្រើប្រាស់	0.594	0.394	0.567
applicability	អាចប្រើប្រាស់បាន	0.677	0.490	0.741
applicable	អនុវត្ត	0.469	0.430	0.667
applicant	បេក្ខជន	0.612	0.558	0.688
application	កម្មវិធី	0.646	0.445	0.726
apply	អនុវត្ត	0.612	0.321	0.667
appoint	តែងតាំង	0.565	0.330	0.509
appointment	ការណាត់ជួប	0.688	0.594	0.547
appointments	ការណាត់ជួប	0.745	0.677	0.625
apportion	ចែកចាយ	0.677	0.490	0.638
apportionment	ការចែកចាយ	0.552	0.481	0.453
appraisal	ការវាយតម្លៃ	0.417	0.667	0.682
appraise	វាយតម្លៃ	0.677	0.490	0.696
appreciable	គួរឱ្យកត់សម្គាល់	0.873	0.491	0.778
appreciate	ពេញចិត្ត	0.885	0.422	0.741
appreciated	បានកោតសរសើរ	0.910	0.434	0.779
appreciates	កោតសរសើរ	0.765	0.500	0.656
appreciation	ការ​កោតសរសើរ	0.917	0.529	0.588
appreciative	កោតសរសើរ	0.857	0.380	0.654
apprehend	ចាប់ខ្លួន	0.521	0.624	0.696
apprehension	ការយល់ដឹង	0.385	0.720	0.454
apprehensive	ការភ័យខ្លាច	0.406	0.592	0.431
apprentice	សិស្ស	0.615	0.413	0.452
apprenticeship	apprenticeship	0.812	0.482	0.643
approach	វិធីសាស្រ្ត	0.612	0.392	0.610
approaching	កំពុងខិតជិត	0.740	0.557	0.491
approbate	NO TRANSLATION	0.646	0.590	0.860
approbation	ការអនុម័ត	0.792	0.529	0.774
appropriate	សមរម្យ	0.833	0.368	0.759
appropriation	សមស្រប	0.510	0.632	0.717
approval	ការអនុម័ត	0.854	0.460	0.889
approve	អនុម័ត	0.875	0.548	0.741
approved	បានអនុម័ត	0.833	0.349	0.698
approvement	អភិក្រម	0.880	0.625	0.780
approving	អនុម័ត	0.917	0.583	0.773
approximate	ប្រហាក់ប្រហែល	0.551	0.560	0.520
approximately	ប្រមាណ	0.622	0.396	0.538
approximating	ប្រមាណ	0.583	0.615	0.471
approximation	ការប៉ាន់ស្មាន	0.582	0.402	0.593
appurtenances	appurtenances	0.573	0.412	0.547
apricot	apricot	0.708	0.320	0.278
apron	apron	0.582	0.208	0.245
apt	apt	0.582	0.418	0.382
aptitude	សម្បទា	0.750	0.471	0.746
aqua	ទឹក	0.656	0.292	0.359
aquamarine	aquamarine	0.729	0.306	0.413
aquarium	អាងចិញ្ចឹមត្រី	0.663	0.327	0.393
aquatic	ទឹក	0.677	0.510	0.463
aqueduct	បំពង់បង្ហូរទឹក	0.551	0.411	0.534
aqueous	aqueous	0.429	0.270	0.310
arable	អាចបង្កបង្កើន	0.510	0.350	0.465
arbiter	arbiter	0.561	0.537	0.814
arbitrary	បំពាន	0.281	0.702	0.686
arbitrate	អាជ្ញាកណ្តាល	0.470	0.620	0.682
arbitration	អាជ្ញាកណ្តាល	0.587	0.602	0.670
arbitrator	អាជ្ញាកណ្តាល	0.385	0.448	0.795
arbor	ដើមឈើ	0.583	0.490	0.591
arc	ធ្នូ	0.552	0.388	0.396
arcade	អាគារ	0.676	0.521	0.502
arcane	arcane	0.500	0.490	0.637
arch	មូល	0.500	0.354	0.468
archaeological	បុរាណវិទ្យា	0.740	0.441	0.660
archaeologist	បុរាណវិទូ	0.552	0.451	0.706
archaeology	បុរាណវិទ្យា	0.596	0.358	0.691
archaic	បុរាណ	0.271	0.327	0.332
archangel	មហាទេវតា	0.837	0.500	0.708
archbishop	អាចារ្យ	0.622	0.280	0.776
