Word	Nyanja (Chichewa)-ny	Valence	Arousal	Dominance
anaesthetic	kupweteka	0.449	0.268	0.509
anagram	anagram	0.552	0.327	0.449
anal	anal	0.333	0.798	0.334
analgesic	analgesic	0.417	0.321	0.441
analogous	analogous	0.531	0.270	0.500
analogue	analogue	0.570	0.320	0.446
analogy	analogy	0.510	0.367	0.509
analysis	kusanthula	0.729	0.448	0.705
analyst	wofufuza	0.604	0.415	0.755
analytic	kulingalira	0.665	0.521	0.634
analytical	kusinkhasinkha	0.625	0.324	0.800
analyze	sinkhasinkha	0.667	0.462	0.710
analyzer	analyzer	0.625	0.556	0.854
anaphylactic	anaphylactic	0.378	0.588	0.500
anarchism	anarchism	0.125	0.804	0.623
anarchist	anarchist	0.204	0.700	0.759
anarchy	chisokonezo	0.146	0.755	0.620
anastomosis	anastomosis	0.375	0.470	0.490
anathema	anathema	0.286	0.490	0.519
anatomic	anatomic	0.562	0.442	0.546
anatomy	anatomy	0.562	0.390	0.571
ancestor	kholo	0.592	0.388	0.594
ancestral	makolo	0.640	0.481	0.750
ancestry	makolo	0.708	0.519	0.717
anchor	nangula	0.520	0.284	0.564
anchorage	anchorage	0.500	0.325	0.639
ancient	wakale	0.420	0.217	0.439
ancillary	zovomerezeka	0.449	0.442	0.278
androgen	androgen	0.255	0.523	0.527
android	android	0.663	0.436	0.500
anecdote	anecdote	0.583	0.529	0.500
anemia	kuperewera kwa magazi	0.188	0.327	0.310
anemic	mliri	0.167	0.279	0.155
anemone	anemone	0.552	0.538	0.327
anesthesia	anesthesia	0.365	0.216	0.394
anesthesiologist	katswiri wamagetsi	0.419	0.224	0.526
anesthetic	kupweteka	0.350	0.264	0.482
aneurysm	aneurysm	0.115	0.690	0.536
anew	watsopano	0.771	0.358	0.385
angel	mngelo	0.906	0.158	0.704
angelic	angelo	0.927	0.298	0.668
anger	mkwiyo	0.167	0.865	0.657
angered	anakwiya	0.010	0.860	0.547
angermanagement	NO TRANSLATION	0.260	0.632	0.482
angina	angina	0.230	0.630	0.464
angiogram	chiwonetsero	0.347	0.520	0.465
angiography	angiography	0.378	0.536	0.520
angle	ngodya	0.541	0.330	0.455
angling	kuwomba	0.625	0.408	0.500
angora	angora	0.529	0.425	0.405
angriest	zowawa	0.094	0.892	0.430
angry	wokwiya	0.122	0.830	0.604
angrytweet	NO TRANSLATION	0.265	0.644	0.471
angst	osst	0.167	0.888	0.333
anguish	zowawa	0.153	0.792	0.265
anguished	ndikumva chisoni	0.135	0.720	0.307
angular	zovuta	0.449	0.281	0.444
anhydrous	anhydrous	0.456	0.365	0.355
animal	nyama	0.521	0.510	0.513
animate	pangani	0.827	0.755	0.635
animated	animated	0.823	0.676	0.538
animation	zojambula	0.888	0.750	0.549
animosity	chidani	0.510	0.724	0.545
animus	animus	0.698	0.676	0.466
ankle	ankle	0.500	0.274	0.234
anklet	anklet	0.410	0.276	0.302
annals	annals	0.427	0.610	0.424
annex	annex	0.594	0.350	0.458
annexation	kulembedwa	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	chiwonongeko	0.115	0.918	0.681
annihilated	anawonongedwa	0.080	0.760	0.324
annihilation	chiwonongeko	0.041	0.800	0.591
anniversary	tsiku lachikumbutso	0.880	0.770	0.723
annotate	wonaninso	0.592	0.469	0.441
annotation	ndemanga	0.604	0.470	0.619
announce	kulengeza	0.694	0.618	0.611
announcement	kulengeza	0.729	0.491	0.482
announcer	wolengeza	0.602	0.570	0.732
annoy	kukwiya	0.094	0.765	0.286
annoyance	kukwiya	0.167	0.718	0.342
annoyed	anakwiya	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	zokhumudwitsa	0.082	0.853	0.348
annoys	zimakwiyitsa	0.146	0.778	0.435
annual	pachaka	0.552	0.236	0.500
annuity	annuity	0.521	0.304	0.527
annul	pezani	0.250	0.448	0.364
annular	annular	0.310	0.385	0.412
annulment	kusokoneza	0.153	0.375	0.447
annulus	annulus	0.458	0.380	0.376
anointed	odzozedwa	0.500	0.368	0.579
anointing	kudzoza	0.653	0.350	0.547
anomalous	anomalous	0.281	0.480	0.423
anomaly	zovuta	0.188	0.538	0.404
anon	anon	0.479	0.354	0.298
anonymity	kudziwika	0.469	0.255	0.430
anonymous	osadziwika	0.396	0.291	0.431
anorexic	anorexic	0.160	0.618	0.245
answer	Yankhani	0.537	0.373	0.661
answerable	yankho	0.708	0.481	0.750
answering	kuyankha	0.684	0.500	0.607
ant	nyerere	0.448	0.216	0.216
antagonism	kutsutsana	0.224	0.618	0.524
antagonist	wotsutsa	0.240	0.615	0.700
antagonistic	kutsutsa	0.296	0.604	0.565
antagonize	adagonze	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	zotsutsana	0.427	0.551	0.566
antelope	antelope	0.542	0.510	0.500
antenna	antenna	0.521	0.327	0.358
anterior	anterior	0.510	0.245	0.362
anthem	nyimbo	0.780	0.343	0.729
anthill	nthano	0.327	0.578	0.377
anthology	anthology	0.338	0.406	0.537
anthrax	anthrax	0.188	0.730	0.500
anthropological	anthropological	0.367	0.390	0.490
anthropologist	katswiri wa chikhalidwe	0.551	0.385	0.725
anthropology	anthropology	0.490	0.367	0.582
anti	anti	0.365	0.412	0.384
antiaircraft	antiaircraft	0.330	0.622	0.629
antibiotic	maantibayotiki	0.510	0.373	0.658
antibiotics	maantibayotiki	0.448	0.406	0.557
antichrist	wotsutsakhristu	0.082	0.837	0.544
anticipate	yang'anani	0.622	0.469	0.667
anticipation	kuyembekezera	0.698	0.539	0.711
anticipatory	mwachidwi	0.653	0.551	0.682
antics	zamatsenga	0.448	0.740	0.236
antidote	antidote	0.541	0.490	0.629
antifungal	antifungal	0.408	0.412	0.441
antigravity	zotsutsana ndi chilengedwe	0.430	0.714	0.658
antimony	antimoni	0.378	0.398	0.490
antipathy	kusamvera	0.198	0.549	0.393
antiquarian	antiquarian	0.500	0.233	0.426
antiquated	adasinthidwa	0.420	0.392	0.236
antique	zachikale	0.634	0.290	0.518
antiques	antiques	0.540	0.370	0.595
antiquity	zakale	0.385	0.333	0.556
antiseptic	mankhwala osokoneza bongo	0.438	0.370	0.623
antisocial	kusagwirizana	0.146	0.686	0.391
antithesis	chiwonetsero	0.396	0.412	0.536
antithetical	antithetical	0.271	0.509	0.358
antiviral	antiviral	0.459	0.470	0.549
antler	antler	0.448	0.470	0.500
antsy	antsy	0.449	0.558	0.417
anus	anus	0.347	0.644	0.350
anvil	chikumbutso	0.380	0.510	0.604
anxiety	nkhawa	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	nkhawa	0.281	0.875	0.434
anxiousness	nkhawa	0.235	0.814	0.282
anytime	nthawi iliyonse	0.625	0.461	0.436
aorta	aorta	0.448	0.510	0.542
aortic	aortic	0.436	0.540	0.438
apace	mosamala	0.536	0.500	0.536
apache	apache	0.687	0.469	0.500
apartment	nyumba	0.719	0.393	0.580
apartments	nyumba	0.704	0.337	0.443
apathetic	osasamala	0.188	0.292	0.333
apathy	kusasamala	0.184	0.212	0.204
ape	ape	0.548	0.389	0.336
aperture	kutsegula	0.612	0.450	0.667
apex	mphindi	0.570	0.433	0.418
aphid	aphid	0.388	0.473	0.407
aphrodisiac	aphrodisiac	0.750	0.846	0.667
apiece	kagawo	0.439	0.259	0.383
aplomb	aplomb	0.500	0.509	0.582
apocalypse	apocalypse	0.050	0.867	0.736
apocalyptic	apocalyptic	0.173	0.880	0.750
apologetic	kupepesa	0.479	0.461	0.571
apologist	wolemba mapemphero	0.406	0.429	0.526
apologize	Pepesani	0.551	0.378	0.389
apology	kupepesa	0.571	0.346	0.402
apostasy	ampatuko	0.388	0.520	0.517
apostate	ampatuko	0.342	0.500	0.528
apostle	Mtumwi	0.646	0.347	0.732
apostolic	atumwi	0.592	0.300	0.717
apostrophe	apostrophe	0.469	0.368	0.537
apothecary	apothecary	0.561	0.328	0.529
appalled	kudabwa	0.194	0.792	0.562
appalling	zochititsa mantha	0.160	0.827	0.415
apparatus	zipangizo	0.375	0.353	0.377
apparel	zovala	0.698	0.435	0.453
apparent	zooneka	0.473	0.383	0.398
apparently	mwachiwonekere	0.531	0.410	0.426
apparition	maonekedwe	0.406	0.573	0.636
appeal	pempho	0.663	0.598	0.558
appear	kuonekera	0.735	0.506	0.567
appearance	maonekedwe	0.669	0.490	0.534
appease	sangalitsani	0.633	0.278	0.434
appellant	wotsutsa	0.327	0.588	0.568
append	yambani	0.573	0.464	0.453
appendage	zopangira	0.229	0.382	0.438
appendectomy	appendectomy	0.177	0.670	0.554
appendicitis	chidziwitso	0.031	0.640	0.347
appendix	zowonjezereka	0.365	0.387	0.425
appetite	njala	0.704	0.637	0.581
appetizer	chikumbutso	0.755	0.560	0.406
appetizing	zokondweretsa	0.806	0.657	0.688
applaud	ndikuwomba	0.865	0.824	0.464
applause	amawomba	0.953	0.857	0.621
apple	apulosi	0.811	0.300	0.264
apple juice	madzi apulo	0.765	0.204	0.294
applejack	apulojack	0.604	0.431	0.473
applesauce	apuloauce	0.750	0.167	0.291
appliance	chogwiritsira ntchito	0.582	0.453	0.538
appliances	zipangizo zamagetsi	0.594	0.394	0.567
applicability	kugwiritsa ntchito	0.677	0.490	0.741
applicable	zogwira ntchito	0.469	0.430	0.667
applicant	wopempha	0.612	0.558	0.688
application	ntchito	0.646	0.445	0.726
apply	ntchito	0.612	0.321	0.667
appoint	ikani	0.565	0.330	0.509
appointment	kusonkhana	0.688	0.594	0.547
appointments	zosankhidwa	0.745	0.677	0.625
apportion	kugawa	0.677	0.490	0.638
apportionment	kugawa	0.552	0.481	0.453
appraisal	kuyesa	0.417	0.667	0.682
appraise	onaninso	0.677	0.490	0.696
appreciable	kuyamikira	0.873	0.491	0.778
appreciate	kuyamikira	0.885	0.422	0.741
appreciated	amayamikira	0.910	0.434	0.779
appreciates	amayamikira	0.765	0.500	0.656
appreciation	kuyamikira	0.917	0.529	0.588
appreciative	kuyamikira	0.857	0.380	0.654
apprehend	gwirani	0.521	0.624	0.696
apprehension	mantha	0.385	0.720	0.454
apprehensive	mantha	0.406	0.592	0.431
apprentice	phunzirani	0.615	0.413	0.452
apprenticeship	kuphunzira	0.812	0.482	0.643
approach	yandikira	0.612	0.392	0.610
approaching	kuyandikira	0.740	0.557	0.491
approbate	NO TRANSLATION	0.646	0.590	0.860
approbation	kuvomereza	0.792	0.529	0.774
appropriate	zoyenera	0.833	0.368	0.759
appropriation	mayendedwe	0.510	0.632	0.717
approval	kuvomereza	0.854	0.460	0.889
approve	kuvomereza	0.875	0.548	0.741
approved	amavomerezedwa	0.833	0.349	0.698
approvement	kuvomereza	0.880	0.625	0.780
approving	kuvomereza	0.917	0.583	0.773
approximate	pafupifupi	0.551	0.560	0.520
approximately	pafupifupi	0.622	0.396	0.538
approximating	pafupifupi	0.583	0.615	0.471
approximation	chiwerengero	0.582	0.402	0.593
appurtenances	zopereka	0.573	0.412	0.547
apricot	apurikoti	0.708	0.320	0.278
apron	apron	0.582	0.208	0.245
apt	zoyenera	0.582	0.418	0.382
aptitude	aptitude	0.750	0.471	0.746
aqua	madzi	0.656	0.292	0.359
aquamarine	aquamarine	0.729	0.306	0.413
aquarium	aquarium	0.663	0.327	0.393
aquatic	m'madzi	0.677	0.510	0.463
aqueduct	ngalande	0.551	0.411	0.534
aqueous	aqueous	0.429	0.270	0.310
arable	arable	0.510	0.350	0.465
arbiter	wotsutsa	0.561	0.537	0.814
arbitrary	kusasamala	0.281	0.702	0.686
arbitrate	akutsutsana	0.470	0.620	0.682
arbitration	kukangana	0.587	0.602	0.670
arbitrator	mkangano	0.385	0.448	0.795
arbor	arbor	0.583	0.490	0.591
arc	arc	0.552	0.388	0.396
arcade	Arcade	0.676	0.521	0.502
arcane	arcane	0.500	0.490	0.637
arch	chingwe	0.500	0.354	0.468
archaeological	zofukula	0.740	0.441	0.660
archaeologist	wofukula zinthu zakale	0.552	0.451	0.706
archaeology	mabwinja	0.596	0.358	0.691
archaic	zamatsenga	0.271	0.327	0.332
archangel	mngelo wamkulu	0.837	0.500	0.708
archbishop	bishopu wamkulu	0.622	0.280	0.776
archdiocese	archdiocese	0.400	0.321	0.704
archduke	chigamulo	0.458	0.413	0.634
arched	inamangidwa	0.582	0.403	0.398
archer	woponya mivi	0.573	0.622	0.661
archery	kuponya mfuti	0.594	0.604	0.589
archetype	archetype	0.448	0.520	0.569
archipelago	zilumba	0.745	0.370	0.592
architect	wokonza mapulani	0.776	0.442	0.836
architectural	zomangamanga	0.729	0.390	0.670
architecture	zomangamanga	0.820	0.390	0.694
archive	mbiri	0.438	0.294	0.527
arctic	zamakono	0.615	0.352	0.546
ardent	mwamphamvu	0.694	0.873	0.722
ardor	kukonda	0.500	0.780	0.538
arduous	zovuta	0.344	0.783	0.605
area	dera	0.490	0.306	0.464
arena	masewera	0.510	0.235	0.404
areola	areola	0.417	0.396	0.381
areyoukidding	NO TRANSLATION	0.429	0.633	0.400
areyoukiddingme	NO TRANSLATION	0.365	0.635	0.375
argent	NO TRANSLATION	0.594	0.418	0.472
argh	mkondo	0.260	0.538	0.328
arghh	NO TRANSLATION	0.292	0.536	0.397
arghhhh	NO TRANSLATION	0.250	0.618	0.324
argue	kutsutsana	0.093	0.798	0.525
argument	ndewu	0.510	0.464	0.698
argumentation	ndemanga	0.479	0.549	0.760
argumentative	kukangana	0.450	0.531	0.679
arguments	zifukwa	0.541	0.602	0.657
arid	louma	0.323	0.333	0.379
arise	muka	0.750	0.582	0.725
aristocracy	aristocracy	0.688	0.549	0.842
aristocrat	aristocrat	0.583	0.413	0.811
aristocratic	olemekezeka	0.449	0.519	0.676
arithmetic	masamu	0.453	0.460	0.634
ark	chombo	0.396	0.427	0.543
arm	mkono	0.552	0.285	0.469
armada	armada	0.408	0.740	0.868
armament	zida	0.198	0.764	0.810
armaments	zida	0.192	0.839	0.830
armature	zida	0.510	0.558	0.755
armchair	wolowa manja	0.646	0.164	0.339
armed	zida	0.188	0.750	0.808
armor	zida	0.469	0.625	0.784
armored	zida zankhondo	0.469	0.509	0.861
armory	armory	0.448	0.663	0.800
armpit	kumenyana	0.283	0.439	0.250
arms	mikono	0.464	0.395	0.483
army	asilikali	0.417	0.759	0.902
aroma	fungo	0.823	0.235	0.442
aromatherapy	aromatherapy	0.847	0.220	0.473
arousal	kudzutsa	0.791	0.943	0.731
arouse	dzutsa	0.740	0.491	0.580
aroused	adawukitsidwa	0.708	0.952	0.667
arraignment	kusamvana	0.406	0.837	0.534
arrange	konzani	0.740	0.490	0.571
arranged	anakonza	0.698	0.531	0.728
arrangement	makonzedwe	0.625	0.382	0.683
array	zolemba	0.521	0.396	0.568
arrears	malipiro	0.286	0.485	0.302
arrest	kumangidwa	0.146	0.951	0.500
arrhythmia	arrhythmia	0.265	0.706	0.356
arrival	kufika	0.678	0.510	0.474
arrive	kufika	0.837	0.406	0.585
arrogance	kudzikweza	0.143	0.750	0.620
arrogant	odzikuza	0.115	0.755	0.580
arrow	Mtsinje	0.439	0.390	0.454
arsehole	kupitiliza	0.276	0.598	0.433
arseholes	arseholes	0.188	0.545	0.351
arsenal	arsenal	0.365	0.741	0.752
arsenic	arsenic	0.281	0.472	0.447
arson	chophimba	0.133	0.904	0.567
arsonist	wojambula	0.348	0.840	0.500
art	zojambulajambula	0.812	0.360	0.603
arterial	zovuta	0.396	0.510	0.583
artery	chida	0.396	0.580	0.537
artful	zowoneka bwino	0.771	0.608	0.778
arthritis	nyamakazi	0.110	0.518	0.345
arthropod	arthropod	0.344	0.464	0.434
artichoke	atitchoku	0.583	0.218	0.287
article	nkhani	0.594	0.280	0.481
articles	nkhani	0.552	0.324	0.565
articulate	fotokozani	0.677	0.462	0.618
articulation	kufotokozera	0.479	0.480	0.591
artifact	chojambula	0.510	0.500	0.566
artifice	zopangira	0.316	0.696	0.482
artificial	kupanga	0.306	0.385	0.351
artillery	zida zankhondo	0.350	0.912	0.794
artisan	wojambulajambula	0.781	0.330	0.411
artist	wojambula	0.802	0.442	0.732
artiste	NO TRANSLATION	0.844	0.512	0.565
artistic	zojambulajambula	0.802	0.646	0.632
artistry	zojambulajambula	0.823	0.346	0.769
artists	ojambula	0.796	0.667	0.741
artwork	zithunzi	0.896	0.368	0.679
arty	arty	0.490	0.422	0.388
asap	posachedwa	0.571	0.500	0.552
asbestos	asbesito	0.357	0.481	0.464
ascend	kukwera	0.830	0.620	0.812
ascendancy	kukwera	0.724	0.625	0.700
ascendant	ascendant	0.656	0.673	0.821
ascending	kukwera	0.826	0.644	0.777
ascension	kukwera	0.765	0.720	0.714
ascent	msinkhu	0.755	0.627	0.833
ascertain	kudziwa	0.560	0.530	0.625
ascertained	adatsimikiziridwa	0.531	0.529	0.616
ascetic	wokondweretsa	0.438	0.375	0.472
ash	phulusa	0.260	0.210	0.207
ashamed	manyazi	0.156	0.588	0.228
ashes	phulusa	0.327	0.279	0.142
ashtray	ashtray	0.406	0.382	0.265
asinine	asinine	0.429	0.472	0.433
ask	funsani	0.531	0.440	0.459
asleeep	NO TRANSLATION	0.490	0.210	0.322
asleep	akugona	0.604	0.100	0.270
asp	asp	0.438	0.489	0.375
asparagus	katsitsumzukwa	0.469	0.317	0.264
aspartame	aspartame	0.469	0.480	0.322
aspect	mbali	0.479	0.469	0.588
aspects	zinthu	0.439	0.480	0.565
aspen	aspen	0.479	0.280	0.395
asphalt	asphalt	0.479	0.264	0.439
asphyxia	asphyxia	0.198	0.704	0.311
asphyxiation	kusokoneza maganizo	0.059	0.745	0.412
aspiration	kufuna	0.704	0.724	0.675
aspire	kufuna	0.812	0.469	0.722
aspirin	aspirin	0.479	0.271	0.422
aspiring	kufuna	0.844	0.582	0.604
ass	bulu	0.323	0.750	0.345
assail	kuzunzidwa	0.378	0.510	0.500
assailant	wotsutsa	0.184	0.868	0.602
assassin	wakupha	0.073	0.933	0.632
assassinate	kupha	0.051	0.969	0.722
assassination	kuphedwa	0.083	0.941	0.525
assault	chiwawa	0.167	0.848	0.550
assay	kuyesa	0.633	0.559	0.594
assemblage	kusonkhana	0.429	0.452	0.600
assemble	kusonkhana	0.542	0.570	0.750
assembled	anasonkhana	0.663	0.450	0.644
assembly	msonkhano	0.698	0.500	0.640
assemblyman	mtsogoleri	0.430	0.538	0.760
assent	kuvomereza	0.615	0.515	0.719
assert	nenani	0.750	0.619	0.809
asserting	kunena	0.694	0.531	0.736
assertion	kunena	0.740	0.442	0.750
assertive	zolingalira	0.719	0.412	0.770
assess	onetsetsani	0.698	0.500	0.623
assessment	kuyesa	0.750	0.623	0.658
assessor	wofufuza	0.551	0.538	0.764
asset	chuma	0.797	0.765	0.788
assets	katundu	0.667	0.613	0.765
asshole	Chitsiru	0.133	0.582	0.263
assign	perekani	0.622	0.417	0.709
assignee	assignee	0.510	0.462	0.510
assignment	ntchito	0.483	0.398	0.745
assimilate	kuwonetsa	0.559	0.391	0.683
assimilation	kuyanjana	0.429	0.378	0.463
assist	kuthandiza	0.833	0.435	0.629
assistance	thandizo	0.656	0.519	0.633
assistant	wothandizira	0.625	0.390	0.536
associate	kucheza	0.812	0.409	0.625
association	kucheza	0.745	0.500	0.817
assorted	akutsitsimutsa	0.602	0.460	0.472
assortment	zovomerezeka	0.694	0.360	0.526
assuage	kutsuka	0.745	0.255	0.500
assume	taganizirani	0.698	0.401	0.464
assumed	akuganiza	0.612	0.247	0.454
assuming	kuganiza	0.740	0.390	0.526
assumption	malingaliro	0.479	0.431	0.417
assurance	chitsimikizo	0.675	0.442	0.704
assure	tsimikizirani	0.910	0.460	0.839
assured	otsimikiza	0.878	0.327	0.754
assuredly	motsimikiza	0.786	0.396	0.833
asterisk	asterisk	0.541	0.288	0.273
asteroid	asteroid	0.430	0.721	0.623
asteroids	asteroids	0.361	0.694	0.712
asthma	mphumu	0.198	0.549	0.227
asthmatic	asthmatic	0.229	0.706	0.294
astigmatism	astigmatism	0.214	0.490	0.429
astonish	kudabwa	0.786	0.845	0.658
astonished	anadabwa	0.510	0.775	0.574
astonishing	zodabwitsa	0.844	0.802	0.821
astonishingly	NO TRANSLATION	0.827	0.898	0.773
astonishment	kudabwa	0.680	0.718	0.519
astound	zodabwitsa	0.729	0.675	0.474
astral	astral	0.604	0.417	0.567
astray	kusocheretsa	0.098	0.676	0.308
astringent	astringent	0.316	0.500	0.474
astrologer	nyenyezi	0.594	0.519	0.673
astrology	nyenyezi	0.635	0.340	0.500
astronaut	astronaut	0.792	0.601	0.761
astronomer	nyenyezi	0.750	0.509	0.735
astronomical	zakuthambo	0.600	0.632	0.726
astronomy	zakuthambo	0.613	0.474	0.722
astute	ozindikira	0.776	0.658	0.827
asunder	patukana	0.208	0.442	0.259
asylum	Chothandizira	0.407	0.330	0.445
asymmetric	osakanikirana	0.580	0.343	0.465
asymmetry	asymmetry	0.476	0.373	0.527
asymptotic	asymptotic	0.479	0.451	0.472
atelier	nkhokwe	0.490	0.330	0.705
atheism	kusakhulupirira Mulungu	0.276	0.460	0.481
atheist	osakhulupirira kuti kuli Mulungu	0.225	0.447	0.377
atheistic	osakhulupirira kuti kuli Mulungu	0.373	0.481	0.466
atherosclerosis	atherosclerosis	0.250	0.480	0.343
athlete	wothamanga	0.781	0.718	0.686
athletic	othamanga	0.857	0.798	0.708
athleticism	masewera	0.750	0.863	0.778
athletics	masewera	0.831	0.691	0.740
atlas	atlas	0.531	0.306	0.554
atmosphere	mpweya	0.604	0.300	0.560
atmospheric	mlengalenga	0.531	0.420	0.594
atoll	atoll	0.480	0.408	0.472
atom	atomu	0.510	0.500	0.433
atomic	atomiki	0.327	0.817	0.713
atone	zonyansa	0.418	0.673	0.411
atonement	machimo	0.550	0.602	0.683
atpeace	atpeace	0.724	0.298	0.519
atrium	atrium	0.469	0.365	0.473
atrocious	zowawa	0.073	0.811	0.445
atrocity	nkhanza	0.115	0.844	0.593
atrophy	atrophy	0.177	0.540	0.208
attach	tumizani	0.520	0.363	0.559
attached	chotsatira	0.562	0.350	0.439
attachment	chotsatira	0.570	0.343	0.500
attack	kuukira	0.286	0.948	0.670
attacker	wotsutsa	0.185	0.962	0.629
attacking	kuwukira	0.276	0.837	0.642
attain	kufika	0.806	0.510	0.719
attainable	zopezeka	0.760	0.500	0.759
attainment	kupeza	0.830	0.520	0.940
attempt	yesetsani	0.625	0.491	0.431
attempted	kuyesa	0.594	0.580	0.567
attend	tengani	0.650	0.420	0.625
attendance	kupezeka	0.812	0.500	0.592
attendant	mtumiki	0.580	0.365	0.519
attention	tcherani	0.740	0.599	0.774
attentionseeker	NO TRANSLATION	0.367	0.745	0.457
attentionseekers	NO TRANSLATION	0.531	0.673	0.500
attentive	mosamala	0.812	0.520	0.724
attenuate	attenuate	0.408	0.302	0.429
attenuated	attenuated	0.449	0.280	0.298
attenuation	kusungidwa	0.458	0.363	0.464
attest	amatsimikizira	0.439	0.710	0.685
attestation	umboni	0.234	0.635	0.500
attic	chapamwamba	0.521	0.259	0.377
attire	zovala	0.742	0.388	0.483
attitude	maganizo	0.760	0.644	0.861
attorney	woweruza mlandu	0.600	0.594	0.754
attract	kukopa	0.796	0.663	0.769
attraction	kukopa	0.906	0.774	0.712
attractive	wokongola	0.906	0.630	0.769
attractiveness	kukongola	0.938	0.667	0.755
attributable	zofunikira	0.704	0.430	0.527
attribute	malingaliro	0.781	0.439	0.795
attribution	kupereka	0.646	0.467	0.658
attrition	mawonekedwe	0.229	0.540	0.259
auburn	auburn	0.510	0.240	0.411
auction	malonda	0.594	0.702	0.519
auctioneer	wogulitsa	0.542	0.732	0.716
audacious	olimba mtima	0.740	0.875	0.825
audacity	kulimbika mtima	0.760	0.755	0.916
audible	kumva	0.673	0.370	0.462
audience	omvera	0.698	0.610	0.613
audio	audio	0.709	0.425	0.370
audit	zofufuza	0.375	0.562	0.735
audition	kuyesa	0.750	0.685	0.615
auditions	auditions	0.740	0.765	0.596
auditor	wolemba mabuku	0.582	0.571	0.726
auditorium	holo	0.529	0.490	0.538
auditory	zofufuza	0.531	0.481	0.570
aught	zilizonse	0.418	0.135	0.217
augment	augment	0.650	0.683	0.645
augmentation	augmentation	0.714	0.613	0.850
august	August	0.652	0.292	0.462
aunt	azakhali	0.667	0.291	0.420
auntie	auntie	0.643	0.275	0.447
aura	aura	0.760	0.333	0.500
aurora	aurora	0.817	0.306	0.537
auspices	zovuta	0.542	0.500	0.634
auspicious	zosavuta	0.562	0.635	0.669
austere	zosavuta	0.500	0.390	0.422
austerity	chisokonezo	0.438	0.406	0.534
authentic	zenizeni	0.885	0.510	0.782
authenticate	kutsimikizira	0.833	0.480	0.789
authentication	kutsimikiziridwa	0.724	0.491	0.750
authenticity	zenizeni	0.670	0.548	0.845
author	wolemba	0.775	0.343	0.749
authoritative	wovomerezeka	0.636	0.520	0.890
authority	ulamuliro	0.592	0.592	0.934
authorization	chilolezo	0.521	0.567	0.817
authorize	avomereze	0.772	0.596	0.821
authorized	ovomerezeka	0.760	0.458	0.815
authorship	wolemba	0.667	0.635	0.773
autism	autism	0.235	0.500	0.447
autistic	autistic	0.367	0.337	0.404
auto	galimoto	0.571	0.569	0.500
autobiographical	zojambulajambula	0.909	0.462	0.582
autobiography	zojambulajambula	0.735	0.284	0.629
autocorrect	kudziwonetsera	0.551	0.439	0.616
autocratic	autocracy	0.542	0.577	0.727
autograph	autograph	0.735	0.565	0.473
autographed	autographed	0.781	0.620	0.625
automated	mwadzidzidzi	0.578	0.402	0.632
automatic	zosavuta	0.562	0.433	0.664
automobile	galimoto	0.753	0.625	0.534
automotive	magalimoto	0.656	0.520	0.577
autonomy	kudzilamulira	0.781	0.349	0.891
autopilot	autopilot	0.594	0.462	0.632
autopsy	autopsy	0.252	0.650	0.538
autumn	m'dzinja	0.765	0.204	0.450
auxiliary	wothandizira	0.622	0.471	0.509
avail	zilipo	0.800	0.430	0.603
