Word	Sesotho-st	Valence	Arousal	Dominance
amused	ho senyeha	0.942	0.847	0.596
amusement	boithabiso	0.929	0.837	0.803
amusing	ho monate	0.960	0.829	0.632
ana	NO TRANSLATION	0.541	0.300	0.314
anaconda	anaconda	0.146	0.830	0.540
anaesthesia	anesthesia	0.350	0.217	0.473
anaesthetic	ho itšoara	0.449	0.268	0.509
anagram	anagram	0.552	0.327	0.449
anal	anal	0.333	0.798	0.334
analgesic	analgesic	0.417	0.321	0.441
analogous	e tšoana	0.531	0.270	0.500
analogue	analogue	0.570	0.320	0.446
analogy	ho tšoana	0.510	0.367	0.509
analysis	tlhahlobo	0.729	0.448	0.705
analyst	mohlahlobisisi	0.604	0.415	0.755
analytic	tlhahlobo	0.665	0.521	0.634
analytical	tlhahlobo	0.625	0.324	0.800
analyze	hlahloba	0.667	0.462	0.710
analyzer	analyzer	0.625	0.556	0.854
anaphylactic	anaphylactic	0.378	0.588	0.500
anarchism	anarchism	0.125	0.804	0.623
anarchist	anarchist	0.204	0.700	0.759
anarchy	merusu	0.146	0.755	0.620
anastomosis	anastomosis	0.375	0.470	0.490
anathema	anathema	0.286	0.490	0.519
anatomic	anatomic	0.562	0.442	0.546
anatomy	anatomy	0.562	0.390	0.571
ancestor	moholo-holo	0.592	0.388	0.594
ancestral	baholo-holo	0.640	0.481	0.750
ancestry	holo	0.708	0.519	0.717
anchor	ankora	0.520	0.284	0.564
anchorage	anchorage	0.500	0.325	0.639
ancient	ea boholo-holo	0.420	0.217	0.439
ancillary	ancillary	0.449	0.442	0.278
androgen	androgen	0.255	0.523	0.527
android	android	0.663	0.436	0.500
anecdote	anecdote	0.583	0.529	0.500
anemia	khaello ea mali	0.188	0.327	0.310
anemic	lefu la mali	0.167	0.279	0.155
anemone	anemone	0.552	0.538	0.327
anesthesia	anesthesia	0.365	0.216	0.394
anesthesiologist	setsebi sa likokoana-hloko	0.419	0.224	0.526
anesthetic	ho itšoara	0.350	0.264	0.482
aneurysm	aneurysm	0.115	0.690	0.536
anew	e ncha	0.771	0.358	0.385
angel	lengeloi	0.906	0.158	0.704
angelic	mangeloi	0.927	0.298	0.668
anger	bohale	0.167	0.865	0.657
angered	ho halefa	0.010	0.860	0.547
angermanagement	NO TRANSLATION	0.260	0.632	0.482
angina	angina	0.230	0.630	0.464
angiogram	pono ea angiogram	0.347	0.520	0.465
angiography	angiography	0.378	0.536	0.520
angle	angle	0.541	0.330	0.455
angling	angling	0.625	0.408	0.500
angora	angora	0.529	0.425	0.405
angriest	bohale	0.094	0.892	0.430
angry	khalefo	0.122	0.830	0.604
angrytweet	NO TRANSLATION	0.265	0.644	0.471
angst	angst	0.167	0.888	0.333
anguish	bohloko	0.153	0.792	0.265
anguished	o utloile bohloko	0.135	0.720	0.307
angular	e le 'ngoe	0.449	0.281	0.444
anhydrous	anhydrous	0.456	0.365	0.355
animal	phoofolo	0.521	0.510	0.513
animate	fofa	0.827	0.755	0.635
animated	lipapatso	0.823	0.676	0.538
animation	papali	0.888	0.750	0.549
animosity	lehloeo	0.510	0.724	0.545
animus	animus	0.698	0.676	0.466
ankle	ankle	0.500	0.274	0.234
anklet	anklet	0.410	0.276	0.302
annals	e tlaleha	0.427	0.610	0.424
annex	kakaretso	0.594	0.350	0.458
annexation	ho tlatsoa	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	felisa	0.115	0.918	0.681
annihilated	felisoa	0.080	0.760	0.324
annihilation	ho timetsoa	0.041	0.800	0.591
anniversary	sehopotso	0.880	0.770	0.723
annotate	hlakola	0.592	0.469	0.441
annotation	tlhaloso	0.604	0.470	0.619
announce	phatlalatsa	0.694	0.618	0.611
announcement	phatlalatso	0.729	0.491	0.482
announcer	mohatlalatsi	0.602	0.570	0.732
annoy	ferekanya	0.094	0.765	0.286
annoyance	ho nyahama	0.167	0.718	0.342
annoyed	a halefile	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	ho nyahamisa	0.082	0.853	0.348
annoys	e halefisa	0.146	0.778	0.435
annual	selemo le selemo	0.552	0.236	0.500
annuity	annuity	0.521	0.304	0.527
annul	hlakola	0.250	0.448	0.364
annular	annular	0.310	0.385	0.412
annulment	ho hlakola	0.153	0.375	0.447
annulus	hlakola	0.458	0.380	0.376
anointed	ba tlotsitsoeng	0.500	0.368	0.579
anointing	ho tlotsa	0.653	0.350	0.547
anomalous	anomalous	0.281	0.480	0.423
anomaly	ho fokola	0.188	0.538	0.404
anon	Anon	0.479	0.354	0.298
anonymity	ho se tsejoe	0.469	0.255	0.430
anonymous	e sa tsejoe	0.396	0.291	0.431
anorexic	anorexic	0.160	0.618	0.245
answer	araba	0.537	0.373	0.661
answerable	e utloahalang	0.708	0.481	0.750
answering	araba	0.684	0.500	0.607
ant	bohloa	0.448	0.216	0.216
antagonism	ho hanyetsa	0.224	0.618	0.524
antagonist	mohanyetsi	0.240	0.615	0.700
antagonistic	ho hanyetsa	0.296	0.604	0.565
antagonize	hanyetsa	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	ho hlakile	0.427	0.551	0.566
antelope	antelope	0.542	0.510	0.500
antenna	antenna	0.521	0.327	0.358
anterior	anterior	0.510	0.245	0.362
anthem	pina ea thoriso	0.780	0.343	0.729
anthill	ho bua	0.327	0.578	0.377
anthology	anthology	0.338	0.406	0.537
anthrax	anthrax	0.188	0.730	0.500
anthropological	anthropology	0.367	0.390	0.490
anthropologist	setsebi sa lipolotiki	0.551	0.385	0.725
anthropology	anthropology	0.490	0.367	0.582
anti	ho loantša	0.365	0.412	0.384
antiaircraft	lithibela-mafu	0.330	0.622	0.629
antibiotic	lithibela-mafu	0.510	0.373	0.658
antibiotics	lithibela-mafu	0.448	0.406	0.557
antichrist	mohanyetsi oa Kreste	0.082	0.837	0.544
anticipate	lebella	0.622	0.469	0.667
anticipation	ho lebella	0.698	0.539	0.711
anticipatory	ho lebelloa	0.653	0.551	0.682
antics	li-antics	0.448	0.740	0.236
antidote	antidote	0.541	0.490	0.629
antifungal	ho etsa joalo	0.408	0.412	0.441
antigravity	antigravity	0.430	0.714	0.658
antimony	antimone	0.378	0.398	0.490
antipathy	ho se tsotelle	0.198	0.549	0.393
antiquarian	antiquarian	0.500	0.233	0.426
antiquated	e tsoetse pele	0.420	0.392	0.236
antique	antique	0.634	0.290	0.518
antiques	li-antiques	0.540	0.370	0.595
antiquity	khale	0.385	0.333	0.556
antiseptic	li-antiseptic	0.438	0.370	0.623
antisocial	ho se tsotelle	0.146	0.686	0.391
antithesis	tšitiso	0.396	0.412	0.536
antithetical	antithetical	0.271	0.509	0.358
antiviral	thibela meriana	0.459	0.470	0.549
antler	ho bapala	0.448	0.470	0.500
antsy	antsy	0.449	0.558	0.417
anus	anus	0.347	0.644	0.350
anvil	sefuba	0.380	0.510	0.604
anxiety	ho tšoenyeha	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	ho tšoenyeha	0.281	0.875	0.434
anxiousness	ho tšoenyeha	0.235	0.814	0.282
anytime	nako efe kapa efe	0.625	0.461	0.436
aorta	aorta	0.448	0.510	0.542
aortic	aortic	0.436	0.540	0.438
apace	kapele	0.536	0.500	0.536
apache	apache	0.687	0.469	0.500
apartment	folete	0.719	0.393	0.580
apartments	matlo	0.704	0.337	0.443
apathetic	ba se tsotelle	0.188	0.292	0.333
apathy	ho hloka thahasello	0.184	0.212	0.204
ape	mohala	0.548	0.389	0.336
aperture	ho bula	0.612	0.450	0.667
apex	sekoahelo	0.570	0.433	0.418
aphid	aphid	0.388	0.473	0.407
aphrodisiac	aphrodisiac	0.750	0.846	0.667
apiece	karoloana	0.439	0.259	0.383
aplomb	aplomb	0.500	0.509	0.582
apocalypse	apocalypse	0.050	0.867	0.736
apocalyptic	ho hlasela	0.173	0.880	0.750
apologetic	ho kōpa tšoarelo	0.479	0.461	0.571
apologist	setsebi sa tumelo	0.406	0.429	0.526
apologize	kōpa tšoarelo	0.551	0.378	0.389
apology	ho kōpa tšoarelo	0.571	0.346	0.402
apostasy	bokoenehi	0.388	0.520	0.517
apostate	bakoenehi	0.342	0.500	0.528
apostle	moapostola	0.646	0.347	0.732
apostolic	baapostola	0.592	0.300	0.717
apostrophe	apostrophe	0.469	0.368	0.537
apothecary	apothecary	0.561	0.328	0.529
appalled	e maketse	0.194	0.792	0.562
appalling	e tšosang	0.160	0.827	0.415
apparatus	lisebelisoa	0.375	0.353	0.377
apparel	seaparo	0.698	0.435	0.453
apparent	ho bonahala	0.473	0.383	0.398
apparently	ho hlakile	0.531	0.410	0.426
apparition	ho hlaha	0.406	0.573	0.636
appeal	boipiletso	0.663	0.598	0.558
appear	hlaha	0.735	0.506	0.567
appearance	ponahalo	0.669	0.490	0.534
appease	khahlisa	0.633	0.278	0.434
appellant	moemeli	0.327	0.588	0.568
append	kenya letsoho	0.573	0.464	0.453
appendage	ho kenya letsoho	0.229	0.382	0.438
appendectomy	appendectomy	0.177	0.670	0.554
appendicitis	ho kenya letsoho	0.031	0.640	0.347
appendix	sehlomathiso	0.365	0.387	0.425
appetite	takatso ea lijo	0.704	0.637	0.581
appetizer	mofuthu	0.755	0.560	0.406
appetizing	e khahlehang	0.806	0.657	0.688
applaud	ho opa	0.865	0.824	0.464
applause	ho opa liatla	0.953	0.857	0.621
apple	apole	0.811	0.300	0.264
apple juice	lero la apole	0.765	0.204	0.294
applejack	applejack	0.604	0.431	0.473
applesauce	applesauce	0.750	0.167	0.291
appliance	sesebelisoa	0.582	0.453	0.538
appliances	lisebelisoa	0.594	0.394	0.567
applicability	ho sebetsa	0.677	0.490	0.741
applicable	e sebetsa	0.469	0.430	0.667
applicant	mofuputsi	0.612	0.558	0.688
application	kopo	0.646	0.445	0.726
apply	sebetsa	0.612	0.321	0.667
appoint	khetha	0.565	0.330	0.509
appointment	kopano	0.688	0.594	0.547
appointments	likhetho	0.745	0.677	0.625
apportion	ho arolelana	0.677	0.490	0.638
apportionment	ho aroloa	0.552	0.481	0.453
appraisal	hlahloba	0.417	0.667	0.682
appraise	bapisa	0.677	0.490	0.696
appreciable	ho ananela	0.873	0.491	0.778
appreciate	ananela	0.885	0.422	0.741
appreciated	e ananeloa	0.910	0.434	0.779
appreciates	oa ananela	0.765	0.500	0.656
appreciation	kananelo	0.917	0.529	0.588
appreciative	ho ananela	0.857	0.380	0.654
apprehend	tšoara	0.521	0.624	0.696
apprehension	ho tšoha	0.385	0.720	0.454
apprehensive	ho tšoha	0.406	0.592	0.431
apprentice	ithute	0.615	0.413	0.452
apprenticeship	ho ithuta	0.812	0.482	0.643
approach	atamela	0.612	0.392	0.610
approaching	e atamela	0.740	0.557	0.491
approbate	NO TRANSLATION	0.646	0.590	0.860
approbation	ho amoheloa	0.792	0.529	0.774
appropriate	e loketse	0.833	0.368	0.759
appropriation	thepa	0.510	0.632	0.717
approval	ho amoheloa	0.854	0.460	0.889
approve	lumela	0.875	0.548	0.741
approved	e amohelehang	0.833	0.349	0.698
approvement	ho amoheloa	0.880	0.625	0.780
approving	ho amohela	0.917	0.583	0.773
approximate	hoo e ka bang	0.551	0.560	0.520
approximately	hoo e ka bang	0.622	0.396	0.538
approximating	ho lekanyelitsoe	0.583	0.615	0.471
approximation	kakaretso	0.582	0.402	0.593
appurtenances	matlotlo	0.573	0.412	0.547
apricot	mabolilane	0.708	0.320	0.278
apron	apron	0.582	0.208	0.245
apt	apt	0.582	0.418	0.382
aptitude	bokhoni	0.750	0.471	0.746
aqua	aqua	0.656	0.292	0.359
aquamarine	aquamarine	0.729	0.306	0.413
aquarium	aquarium	0.663	0.327	0.393
aquatic	metsing	0.677	0.510	0.463
aqueduct	metsi	0.551	0.411	0.534
aqueous	aqueous	0.429	0.270	0.310
arable	arable	0.510	0.350	0.465
arbiter	ho hanyetsa	0.561	0.537	0.814
arbitrary	ho hanyetsa	0.281	0.702	0.686
arbitrate	ho ahlola	0.470	0.620	0.682
arbitration	ho hanana	0.587	0.602	0.670
arbitrator	arbitrator	0.385	0.448	0.795
arbor	sekepe	0.583	0.490	0.591
arc	arc	0.552	0.388	0.396
arcade	Arcade	0.676	0.521	0.502
arcane	arcane	0.500	0.490	0.637
arch	mohaho	0.500	0.354	0.468
archaeological	baepolli ba lintho tsa khale	0.740	0.441	0.660
archaeologist	moepolli oa lintho tsa khale	0.552	0.451	0.706
archaeology	ho epolloa ha lintho tsa khale	0.596	0.358	0.691
archaic	sekhetho sa khale	0.271	0.327	0.332
archangel	lengeloi le ka sehloohong	0.837	0.500	0.708
archbishop	moarekabishopo	0.622	0.280	0.776
archdiocese	archdiocese	0.400	0.321	0.704
archduke	archduke	0.458	0.413	0.634
arched	arched	0.582	0.403	0.398
archer	motlakase	0.573	0.622	0.661
archery	ho phunyeletsa	0.594	0.604	0.589
archetype	archetype	0.448	0.520	0.569
archipelago	lihlekehleke	0.745	0.370	0.592
architect	moqapi	0.776	0.442	0.836
architectural	mehaho	0.729	0.390	0.670
architecture	ho haha	0.820	0.390	0.694
archive	archive	0.438	0.294	0.527
arctic	sepakapaka	0.615	0.352	0.546
ardent	e matla	0.694	0.873	0.722
ardor	khatello	0.500	0.780	0.538
arduous	e thata	0.344	0.783	0.605
area	sebakeng seo	0.490	0.306	0.464
arena	lebala la lipapali	0.510	0.235	0.404
areola	areola	0.417	0.396	0.381
areyoukidding	NO TRANSLATION	0.429	0.633	0.400
areyoukiddingme	NO TRANSLATION	0.365	0.635	0.375
argent	NO TRANSLATION	0.594	0.418	0.472
argh	holimo	0.260	0.538	0.328
arghh	NO TRANSLATION	0.292	0.536	0.397
arghhhh	NO TRANSLATION	0.250	0.618	0.324
argue	pheha khang	0.093	0.798	0.525
argument	khang	0.510	0.464	0.698
argumentation	phehisano	0.479	0.549	0.760
argumentative	ho ngangisana	0.450	0.531	0.679
arguments	likhang	0.541	0.602	0.657
arid	e omileng	0.323	0.333	0.379
arise	tsoha	0.750	0.582	0.725
aristocracy	lichaba tse phahameng	0.688	0.549	0.842
aristocrat	mohlomphehi	0.583	0.413	0.811
aristocratic	e nang le bokhabane	0.449	0.519	0.676
arithmetic	arithmetic	0.453	0.460	0.634
ark	areka	0.396	0.427	0.543
arm	letsoho	0.552	0.285	0.469
armada	armada	0.408	0.740	0.868
armament	matsoho	0.198	0.764	0.810
armaments	lihlomo	0.192	0.839	0.830
armature	liphahlo	0.510	0.558	0.755
armchair	setulo sa lihlomo	0.646	0.164	0.339
armed	ba hlometse	0.188	0.750	0.808
armor	lihlomo	0.469	0.625	0.784
armored	lihlomo	0.469	0.509	0.861
armory	lihlomo	0.448	0.663	0.800
armpit	mofomo	0.283	0.439	0.250
arms	matsoho	0.464	0.395	0.483
army	lebotho	0.417	0.759	0.902
aroma	monko o monate	0.823	0.235	0.442
aromatherapy	aromatherapy	0.847	0.220	0.473
arousal	tsosa	0.791	0.943	0.731
arouse	tsosoa	0.740	0.491	0.580
aroused	e tsohile	0.708	0.952	0.667
arraignment	ho loantša	0.406	0.837	0.534
arrange	lokisetsa	0.740	0.490	0.571
arranged	e hlophisitsoeng	0.698	0.531	0.728
arrangement	tokisetso	0.625	0.382	0.683
array	mefuta	0.521	0.396	0.568
arrears	likoloto tsa morao	0.286	0.485	0.302
arrest	ho tšoaroa	0.146	0.951	0.500
arrhythmia	arrhythmia	0.265	0.706	0.356
arrival	ho fihla	0.678	0.510	0.474
arrive	fihla	0.837	0.406	0.585
arrogance	boikhohomoso	0.143	0.750	0.620
arrogant	boikhohomoso	0.115	0.755	0.580
arrow	motsu	0.439	0.390	0.454
arsehole	ho hlasela	0.276	0.598	0.433
arseholes	arseholes	0.188	0.545	0.351
arsenal	arsenal	0.365	0.741	0.752
arsenic	arsenic	0.281	0.472	0.447
arson	mochopho	0.133	0.904	0.567
arsonist	setsebi sa maiketsetso	0.348	0.840	0.500
art	bonono	0.812	0.360	0.603
arterial	ho fetoha	0.396	0.510	0.583
artery	mochine	0.396	0.580	0.537
artful	tse ntle	0.771	0.608	0.778
arthritis	ramatiki	0.110	0.518	0.345
arthropod	arthropod	0.344	0.464	0.434
artichoke	artichoke	0.583	0.218	0.287
article	sehlooho	0.594	0.280	0.481
articles	lihlooho	0.552	0.324	0.565
articulate	hlahisa maikutlo	0.677	0.462	0.618
articulation	polelo	0.479	0.480	0.591
artifact	sekontiri	0.510	0.500	0.566
artifice	ho khabisa	0.316	0.696	0.482
artificial	maiketsetso	0.306	0.385	0.351
artillery	libetsa tsa ntoa	0.350	0.912	0.794
artisan	setsebi sa mesebetsi	0.781	0.330	0.411
artist	setsebi	0.802	0.442	0.732
artiste	NO TRANSLATION	0.844	0.512	0.565
artistic	bonono	0.802	0.646	0.632
artistry	bonono	0.823	0.346	0.769
artists	baetsi ba litšoantšo	0.796	0.667	0.741
artwork	litšoantšo	0.896	0.368	0.679
arty	motsoako	0.490	0.422	0.388
asap	ka pele ka potlako	0.571	0.500	0.552
asbestos	asbestos	0.357	0.481	0.464
ascend	nyolohela	0.830	0.620	0.812
ascendancy	ho nyolohela holimo	0.724	0.625	0.700
ascendant	ascending	0.656	0.673	0.821
ascending	ho nyoloha	0.826	0.644	0.777
ascension	ho nyoloha	0.765	0.720	0.714
ascent	ho nyolohela	0.755	0.627	0.833
ascertain	netefatsa	0.560	0.530	0.625
ascertained	ho netefatsoa	0.531	0.529	0.616
ascetic	ho ithabisa	0.438	0.375	0.472
ash	molora	0.260	0.210	0.207
ashamed	lihlong	0.156	0.588	0.228
ashes	molora	0.327	0.279	0.142
ashtray	ashtray	0.406	0.382	0.265
asinine	asinine	0.429	0.472	0.433
ask	botsa	0.531	0.440	0.459
asleeep	NO TRANSLATION	0.490	0.210	0.322
asleep	o robetse	0.604	0.100	0.270
asp	asp	0.438	0.489	0.375
asparagus	asparagase	0.469	0.317	0.264
aspartame	aspartame	0.469	0.480	0.322
aspect	tšobotsi	0.479	0.469	0.588
aspects	likarolo	0.439	0.480	0.565
aspen	aspen	0.479	0.280	0.395
asphalt	asphalt	0.479	0.264	0.439
asphyxia	asphyxia	0.198	0.704	0.311
asphyxiation	likephyxiation	0.059	0.745	0.412
aspiration	takatso	0.704	0.724	0.675
aspire	lakatsa	0.812	0.469	0.722
aspirin	aspirin	0.479	0.271	0.422
aspiring	ho lakatsa	0.844	0.582	0.604
ass	esele	0.323	0.750	0.345
assail	ho hlasela	0.378	0.510	0.500
assailant	sehlaseli	0.184	0.868	0.602
assassin	mothetsi	0.073	0.933	0.632
assassinate	bolaea	0.051	0.969	0.722
assassination	ho bolaoa	0.083	0.941	0.525
assault	tlhaselo	0.167	0.848	0.550
assay	leka	0.633	0.559	0.594
assemblage	bokella	0.429	0.452	0.600
assemble	bokana	0.542	0.570	0.750
assembled	ba bokane	0.663	0.450	0.644
assembly	kopano	0.698	0.500	0.640
assemblyman	mookameli	0.430	0.538	0.760
assent	lumela	0.615	0.515	0.719
assert	tiisa	0.750	0.619	0.809
asserting	ho tiisa	0.694	0.531	0.736
assertion	ho tiisa	0.740	0.442	0.750
assertive	e tiileng	0.719	0.412	0.770
assess	hlahloba	0.698	0.500	0.623
assessment	tlhahlobo	0.750	0.623	0.658
assessor	mofuputsi	0.551	0.538	0.764
asset	thepa	0.797	0.765	0.788
assets	thepa	0.667	0.613	0.765
asshole	Sebono	0.133	0.582	0.263
assign	abela	0.622	0.417	0.709
assignee	assignee	0.510	0.462	0.510
assignment	kabelo	0.483	0.398	0.745
assimilate	etsa joalo	0.559	0.391	0.683
assimilation	ho ikamahanya	0.429	0.378	0.463
assist	thusa	0.833	0.435	0.629
assistance	thuso	0.656	0.519	0.633
assistant	mothusi	0.625	0.390	0.536
associate	motsoalle	0.812	0.409	0.625
association	botsoalle	0.745	0.500	0.817
assorted	e tšehetsoeng	0.602	0.460	0.472
assortment	litšepe	0.694	0.360	0.526
assuage	tsuba	0.745	0.255	0.500
assume	nahana	0.698	0.401	0.464
assumed	ho nahanoa joalo	0.612	0.247	0.454
assuming	ho nahana	0.740	0.390	0.526
assumption	ho nahana	0.479	0.431	0.417
assurance	tiisetso	0.675	0.442	0.704
assure	tiisa	0.910	0.460	0.839
assured	kholisehile	0.878	0.327	0.754
assuredly	ka sebele	0.786	0.396	0.833
asterisk	asterisk	0.541	0.288	0.273
asteroid	asteroid	0.430	0.721	0.623
asteroids	asteroids	0.361	0.694	0.712
asthma	asthma	0.198	0.549	0.227
asthmatic	asthmatic	0.229	0.706	0.294
astigmatism	astigmatism	0.214	0.490	0.429
astonish	makatsoe	0.786	0.845	0.658
astonished	ba makala	0.510	0.775	0.574
astonishing	e makatsang	0.844	0.802	0.821
astonishingly	NO TRANSLATION	0.827	0.898	0.773
astonishment	makatso	0.680	0.718	0.519
astound	ho makatsa	0.729	0.675	0.474
astral	astral	0.604	0.417	0.567
astray	ho kheloha	0.098	0.676	0.308
astringent	astringent	0.316	0.500	0.474
astrologer	senohe	0.594	0.519	0.673
astrology	bonohe ba linaleli	0.635	0.340	0.500
astronaut	astronaut	0.792	0.601	0.761
astronomer	setsebi sa linaleli	0.750	0.509	0.735
astronomical	tsa linaleli	0.600	0.632	0.726
astronomy	sa linaleli	0.613	0.474	0.722
astute	e hlollang	0.776	0.658	0.827
asunder	ho fapana	0.208	0.442	0.259
asylum	sebaka sa bolulo	0.407	0.330	0.445
asymmetric	e sa lekanyetsoang	0.580	0.343	0.465
asymmetry	asymmetry	0.476	0.373	0.527
asymptotic	asymptotic	0.479	0.451	0.472
atelier	workshop	0.490	0.330	0.705
atheism	ho se lumele ho Molimo	0.276	0.460	0.481
atheist	atheist	0.225	0.447	0.377
atheistic	ea sa lumeleng hore Molimo o teng	0.373	0.481	0.466
atherosclerosis	atherosclerosis	0.250	0.480	0.343
athlete	moatlelete	0.781	0.718	0.686
athletic	baatlelete	0.857	0.798	0.708
athleticism	boithabiso	0.750	0.863	0.778
athletics	lipapali tsa lipapali	0.831	0.691	0.740
atlas	atlas	0.531	0.306	0.554
atmosphere	sepakapaka	0.604	0.300	0.560
atmospheric	sepakapaka	0.531	0.420	0.594
atoll	atoll	0.480	0.408	0.472
atom	athomo	0.510	0.500	0.433
atomic	athomo	0.327	0.817	0.713
atone	ho nyefola	0.418	0.673	0.411
atonement	ho koahela libe	0.550	0.602	0.683
atpeace	atpeace	0.724	0.298	0.519
atrium	atrium	0.469	0.365	0.473
atrocious	e bohale	0.073	0.811	0.445
atrocity	ho ferekana	0.115	0.844	0.593
atrophy	atrophy	0.177	0.540	0.208
attach	hokela	0.520	0.363	0.559
attached	e khomaretsoe	0.562	0.350	0.439
attachment	sethoathoa	0.570	0.343	0.500
attack	tlhaselo	0.286	0.948	0.670
attacker	mohlaseli	0.185	0.962	0.629
attacking	ho hlasela	0.276	0.837	0.642
attain	finyella	0.806	0.510	0.719
attainable	e fumanehang	0.760	0.500	0.759
attainment	ho fumana	0.830	0.520	0.940
attempt	teko	0.625	0.491	0.431
attempted	leka	0.594	0.580	0.567
attend	ba teng	0.650	0.420	0.625
attendance	ho ba teng	0.812	0.500	0.592
attendant	mohlanka	0.580	0.365	0.519
attention	hlokomela	0.740	0.599	0.774
attentionseeker	NO TRANSLATION	0.367	0.745	0.457
attentionseekers	NO TRANSLATION	0.531	0.673	0.500
attentive	ela hloko	0.812	0.520	0.724
attenuate	hanela	0.408	0.302	0.429
attenuated	ho fokotsoa	0.449	0.280	0.298
attenuation	ho thibela	0.458	0.363	0.464
attest	ho paka	0.439	0.710	0.685
attestation	bopaki	0.234	0.635	0.500
attic	marulelo	0.521	0.259	0.377
attire	liaparo	0.742	0.388	0.483
attitude	boikutlo ba bona	0.760	0.644	0.861
attorney	'muelli oa molao	0.600	0.594	0.754
attract	hohela	0.796	0.663	0.769
attraction	khahloa	0.906	0.774	0.712
attractive	e khahlehang	0.906	0.630	0.769
attractiveness	khahleho	0.938	0.667	0.755
attributable	e ka fumanoang	0.704	0.430	0.527
attribute	tšobotsi	0.781	0.439	0.795
attribution	kabelo	0.646	0.467	0.658
attrition	mekhoa ea boipheliso	0.229	0.540	0.259
auburn	auburn	0.510	0.240	0.411
auction	auction	0.594	0.702	0.519
auctioneer	morekisi	0.542	0.732	0.716
audacious	ba sebete	0.740	0.875	0.825
audacity	ho hloka matla	0.760	0.755	0.916
audible	utloahala	0.673	0.370	0.462
audience	bamameli	0.698	0.610	0.613
audio	mohala	0.709	0.425	0.370
audit	tlhahlobo	0.375	0.562	0.735
audition	tlhaloso	0.750	0.685	0.615
auditions	litlhaloso	0.740	0.765	0.596
auditor	moqolotsi oa libuka	0.582	0.571	0.726
auditorium	holo	0.529	0.490	0.538
auditory	ho hlahloba	0.531	0.481	0.570
aught	ho joalo	0.418	0.135	0.217
augment	eketsa	0.650	0.683	0.645
augmentation	augmentation	0.714	0.613	0.850
august	ka August	0.652	0.292	0.462
aunt	'Mangoane	0.667	0.291	0.420
auntie	auntie	0.643	0.275	0.447
aura	aura	0.760	0.333	0.500
aurora	aurora	0.817	0.306	0.537
auspices	auspices	0.542	0.500	0.634
auspicious	auspicious	0.562	0.635	0.669
austere	e sa tloaelehang	0.500	0.390	0.422
austerity	mokoloko	0.438	0.406	0.534
authentic	e nepahetse	0.885	0.510	0.782
authenticate	nete	0.833	0.480	0.789
authentication	bopaki	0.724	0.491	0.750
authenticity	botšepehi	0.670	0.548	0.845
author	mongoli	0.775	0.343	0.749
authoritative	ea nang le matla	0.636	0.520	0.890
authority	matla	0.592	0.592	0.934
authorization	tumello	0.521	0.567	0.817
authorize	lumella	0.772	0.596	0.821
authorized	ba lumelloa	0.760	0.458	0.815
authorship	bongoli	0.667	0.635	0.773
autism	autism	0.235	0.500	0.447
autistic	autistic	0.367	0.337	0.404
auto	sekoloi	0.571	0.569	0.500
autobiographical	boikutlo ba bona	0.909	0.462	0.582
autobiography	autobiography	0.735	0.284	0.629
