Word	Javanese-jw	Valence	Arousal	Dominance
android	Android	0.663	0.436	0.500
anecdote	anekdot	0.583	0.529	0.500
anemia	anemia	0.188	0.327	0.310
anemic	anemik	0.167	0.279	0.155
anemone	anemone	0.552	0.538	0.327
anesthesia	anestesi	0.365	0.216	0.394
anesthesiologist	anesthesiologist	0.419	0.224	0.526
anesthetic	anestesi	0.350	0.264	0.482
aneurysm	aneurysm	0.115	0.690	0.536
anew	maneh	0.771	0.358	0.385
angel	angel	0.906	0.158	0.704
angelic	angelic	0.927	0.298	0.668
anger	nesu	0.167	0.865	0.657
angered	angered	0.010	0.860	0.547
angermanagement	NO TRANSLATION	0.260	0.632	0.482
angina	angina	0.230	0.630	0.464
angiogram	angiogram	0.347	0.520	0.465
angiography	angiography	0.378	0.536	0.520
angle	amba	0.541	0.330	0.455
angling	angling	0.625	0.408	0.500
angora	angora	0.529	0.425	0.405
angriest	angriest	0.094	0.892	0.430
angry	duka	0.122	0.830	0.604
angrytweet	NO TRANSLATION	0.265	0.644	0.471
angst	angst	0.167	0.888	0.333
anguish	sengsara	0.153	0.792	0.265
anguished	anget	0.135	0.720	0.307
angular	sudut	0.449	0.281	0.444
anhydrous	anhydrous	0.456	0.365	0.355
animal	kewan	0.521	0.510	0.513
animate	animate	0.827	0.755	0.635
animated	animasi	0.823	0.676	0.538
animation	animasi	0.888	0.750	0.549
animosity	kepenak	0.510	0.724	0.545
animus	animus	0.698	0.676	0.466
ankle	ankle	0.500	0.274	0.234
anklet	anklet	0.410	0.276	0.302
annals	sejarah	0.427	0.610	0.424
annex	lampiran	0.594	0.350	0.458
annexation	annexation	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	ngrusak	0.115	0.918	0.681
annihilated	annihilated	0.080	0.760	0.324
annihilation	annihilation	0.041	0.800	0.591
anniversary	ulang taun	0.880	0.770	0.723
annotate	annotate	0.592	0.469	0.441
annotation	anotasi	0.604	0.470	0.619
announce	ngumumake	0.694	0.618	0.611
announcement	pengumuman	0.729	0.491	0.482
announcer	penyiar	0.602	0.570	0.732
annoy	ngganggu	0.094	0.765	0.286
annoyance	gangguan	0.167	0.718	0.342
annoyed	ngganggu	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	ngganggu	0.082	0.853	0.348
annoys	ngganggu	0.146	0.778	0.435
annual	taunan	0.552	0.236	0.500
annuity	annuity	0.521	0.304	0.527
annul	mbatalake	0.250	0.448	0.364
annular	annular	0.310	0.385	0.412
annulment	pambatalan	0.153	0.375	0.447
annulus	annulus	0.458	0.380	0.376
anointed	anointed	0.500	0.368	0.579
anointing	anointing	0.653	0.350	0.547
anomalous	anomali	0.281	0.480	0.423
anomaly	anomali	0.188	0.538	0.404
anon	anon	0.479	0.354	0.298
anonymity	anonimitas	0.469	0.255	0.430
anonymous	anonim	0.396	0.291	0.431
anorexic	anorexic	0.160	0.618	0.245
answer	njawab	0.537	0.373	0.661
answerable	jawabane	0.708	0.481	0.750
answering	njawab	0.684	0.500	0.607
ant	ant	0.448	0.216	0.216
antagonism	antagonism	0.224	0.618	0.524
antagonist	antagonis	0.240	0.615	0.700
antagonistic	antagonistic	0.296	0.604	0.565
antagonize	antagonize	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	antecedent	0.427	0.551	0.566
antelope	antelope	0.542	0.510	0.500
antenna	antena	0.521	0.327	0.358
anterior	anterior	0.510	0.245	0.362
anthem	anthem	0.780	0.343	0.729
anthill	anthill	0.327	0.578	0.377
anthology	antologi	0.338	0.406	0.537
anthrax	anthrax	0.188	0.730	0.500
anthropological	antropologi	0.367	0.390	0.490
anthropologist	antropolog	0.551	0.385	0.725
anthropology	antropologi	0.490	0.367	0.582
anti	anti	0.365	0.412	0.384
antiaircraft	antiaircraft	0.330	0.622	0.629
antibiotic	antibiotik	0.510	0.373	0.658
antibiotics	antibiotik	0.448	0.406	0.557
antichrist	antikristus	0.082	0.837	0.544
anticipate	antisipasi	0.622	0.469	0.667
anticipation	antisipasi	0.698	0.539	0.711
anticipatory	anticipatory	0.653	0.551	0.682
antics	antik	0.448	0.740	0.236
antidote	antidote	0.541	0.490	0.629
antifungal	antifungal	0.408	0.412	0.441
antigravity	antigravity	0.430	0.714	0.658
antimony	antimoni	0.378	0.398	0.490
antipathy	antipati	0.198	0.549	0.393
antiquarian	antiquarian	0.500	0.233	0.426
antiquated	antiquated	0.420	0.392	0.236
antique	antik	0.634	0.290	0.518
antiques	barang antik	0.540	0.370	0.595
antiquity	antiquity	0.385	0.333	0.556
antiseptic	antiseptik	0.438	0.370	0.623
antisocial	antisocial	0.146	0.686	0.391
antithesis	antithesis	0.396	0.412	0.536
antithetical	antithetical	0.271	0.509	0.358
antiviral	antiviral	0.459	0.470	0.549
antler	antler	0.448	0.470	0.500
antsy	antsy	0.449	0.558	0.417
anus	anus	0.347	0.644	0.350
anvil	anvil	0.380	0.510	0.604
anxiety	kuatir	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	cemas	0.281	0.875	0.434
anxiousness	penasaran	0.235	0.814	0.282
anytime	kapan wae	0.625	0.461	0.436
aorta	aorta	0.448	0.510	0.542
aortic	aortic	0.436	0.540	0.438
apace	apace	0.536	0.500	0.536
apache	apache	0.687	0.469	0.500
apartment	apartemen	0.719	0.393	0.580
apartments	apartemen	0.704	0.337	0.443
apathetic	kurang ajar	0.188	0.292	0.333
apathy	apathy	0.184	0.212	0.204
ape	ape	0.548	0.389	0.336
aperture	aperture	0.612	0.450	0.667
apex	puncak	0.570	0.433	0.418
aphid	aphid	0.388	0.473	0.407
aphrodisiac	aphrodisiac	0.750	0.846	0.667
apiece	siji	0.439	0.259	0.383
aplomb	aplomb	0.500	0.509	0.582
apocalypse	apocalypse	0.050	0.867	0.736
apocalyptic	apokaliptik	0.173	0.880	0.750
apologetic	apologetic	0.479	0.461	0.571
apologist	apologist	0.406	0.429	0.526
apologize	nyuwun pangapunten	0.551	0.378	0.389
apology	ngapuro	0.571	0.346	0.402
apostasy	murtad	0.388	0.520	0.517
apostate	murtat	0.342	0.500	0.528
apostle	rasul	0.646	0.347	0.732
apostolic	apostolik	0.592	0.300	0.717
apostrophe	apostrophe	0.469	0.368	0.537
apothecary	apothecary	0.561	0.328	0.529
appalled	nyenengake	0.194	0.792	0.562
appalling	ngguyu	0.160	0.827	0.415
apparatus	apparatus	0.375	0.353	0.377
apparel	rasukan	0.698	0.435	0.453
apparent	katon	0.473	0.383	0.398
apparently	ketoke	0.531	0.410	0.426
apparition	apparition	0.406	0.573	0.636
appeal	mréntahaké	0.663	0.598	0.558
appear	katon	0.735	0.506	0.567
appearance	katon	0.669	0.490	0.534
appease	nyenengake	0.633	0.278	0.434
appellant	b	0.327	0.588	0.568
append	nambah	0.573	0.464	0.453
appendage	appendage	0.229	0.382	0.438
appendectomy	appendectomy	0.177	0.670	0.554
appendicitis	appendicitis	0.031	0.640	0.347
appendix	lampiran	0.365	0.387	0.425
appetite	napsu	0.704	0.637	0.581
appetizer	appetizer	0.755	0.560	0.406
appetizing	appetising	0.806	0.657	0.688
applaud	ngguyu	0.865	0.824	0.464
applause	keplok	0.953	0.857	0.621
apple	apel	0.811	0.300	0.264
apple juice	jus apel	0.765	0.204	0.294
applejack	applejack	0.604	0.431	0.473
applesauce	applesauce	0.750	0.167	0.291
appliance	piranti	0.582	0.453	0.538
appliances	peralatan	0.594	0.394	0.567
applicability	penerapan	0.677	0.490	0.741
applicable	ditrapake	0.469	0.430	0.667
applicant	pelamar	0.612	0.558	0.688
application	aplikasi	0.646	0.445	0.726
apply	aplikasi	0.612	0.321	0.667
appoint	milih	0.565	0.330	0.509
appointment	janjian	0.688	0.594	0.547
appointments	janjian	0.745	0.677	0.625
apportion	apportion	0.677	0.490	0.638
apportionment	apportionment	0.552	0.481	0.453
appraisal	kaweruh	0.417	0.667	0.682
appraise	nyantolake	0.677	0.490	0.696
appreciable	apik banget	0.873	0.491	0.778
appreciate	appreciate	0.885	0.422	0.741
appreciated	dihargai	0.910	0.434	0.779
appreciates	appreciate	0.765	0.500	0.656
appreciation	apresiasi	0.917	0.529	0.588
appreciative	appreciate	0.857	0.380	0.654
apprehend	ngerti	0.521	0.624	0.696
apprehension	kekuwatan	0.385	0.720	0.454
apprehensive	kuwatir	0.406	0.592	0.431
apprentice	apprentice	0.615	0.413	0.452
apprenticeship	apprenticeship	0.812	0.482	0.643
approach	pendekatan	0.612	0.392	0.610
approaching	nyedhaki	0.740	0.557	0.491
approbate	NO TRANSLATION	0.646	0.590	0.860
approbation	approbation	0.792	0.529	0.774
appropriate	cocok	0.833	0.368	0.759
appropriation	appropriation	0.510	0.632	0.717
approval	persetujuan	0.854	0.460	0.889
approve	nyetujoni	0.875	0.548	0.741
approved	disetujoni	0.833	0.349	0.698
approvement	sarujuk	0.880	0.625	0.780
approving	nyetujoni	0.917	0.583	0.773
approximate	kira-kira	0.551	0.560	0.520
approximately	kurang luwih	0.622	0.396	0.538
approximating	approximating	0.583	0.615	0.471
approximation	perkiraan	0.582	0.402	0.593
appurtenances	aplikasi	0.573	0.412	0.547
apricot	apricot	0.708	0.320	0.278
apron	apron	0.582	0.208	0.245
apt	apt	0.582	0.418	0.382
aptitude	aptitude	0.750	0.471	0.746
aqua	banyu	0.656	0.292	0.359
aquamarine	aquamarine	0.729	0.306	0.413
aquarium	aquarium	0.663	0.327	0.393
aquatic	banyu	0.677	0.510	0.463
aqueduct	aqueduct	0.551	0.411	0.534
aqueous	banyu	0.429	0.270	0.310
arable	arable	0.510	0.350	0.465
arbiter	arbiter	0.561	0.537	0.814
arbitrary	kasepakatan	0.281	0.702	0.686
arbitrate	arbitrate	0.470	0.620	0.682
arbitration	arbitrase	0.587	0.602	0.670
arbitrator	arbitrator	0.385	0.448	0.795
arbor	arbor	0.583	0.490	0.591
arc	arc	0.552	0.388	0.396
arcade	arcade	0.676	0.521	0.502
arcane	arcane	0.500	0.490	0.637
arch	lengkungan	0.500	0.354	0.468
archaeological	arkeologi	0.740	0.441	0.660
archaeologist	archaeologist	0.552	0.451	0.706
archaeology	arkeologi	0.596	0.358	0.691
archaic	archaic	0.271	0.327	0.332
archangel	Archangel	0.837	0.500	0.708
archbishop	Uskup Agung	0.622	0.280	0.776
archdiocese	archdiocese	0.400	0.321	0.704
archduke	archduke	0.458	0.413	0.634
arched	arched	0.582	0.403	0.398
archer	pemanah	0.573	0.622	0.661
archery	memanah	0.594	0.604	0.589
archetype	archetype	0.448	0.520	0.569
archipelago	Nusantara	0.745	0.370	0.592
architect	arsitek	0.776	0.442	0.836
architectural	arsitektur	0.729	0.390	0.670
architecture	arsitektur	0.820	0.390	0.694
archive	arsip	0.438	0.294	0.527
arctic	Arktik	0.615	0.352	0.546
ardent	ardent	0.694	0.873	0.722
ardor	ardor	0.500	0.780	0.538
arduous	arang banget	0.344	0.783	0.605
area	wilayah	0.490	0.306	0.464
arena	arena	0.510	0.235	0.404
areola	areola	0.417	0.396	0.381
areyoukidding	NO TRANSLATION	0.429	0.633	0.400
areyoukiddingme	NO TRANSLATION	0.365	0.635	0.375
argent	NO TRANSLATION	0.594	0.418	0.472
argh	argh	0.260	0.538	0.328
arghh	NO TRANSLATION	0.292	0.536	0.397
arghhhh	NO TRANSLATION	0.250	0.618	0.324
argue	argue	0.093	0.798	0.525
argument	argumentasi	0.510	0.464	0.698
argumentation	argumentasi	0.479	0.549	0.760
argumentative	argumentatif	0.450	0.531	0.679
arguments	argumentasi	0.541	0.602	0.657
arid	garing	0.323	0.333	0.379
arise	tangi	0.750	0.582	0.725
aristocracy	aristokrasi	0.688	0.549	0.842
aristocrat	aristocrat	0.583	0.413	0.811
aristocratic	bangsawan	0.449	0.519	0.676
arithmetic	aritmetika	0.453	0.460	0.634
ark	prau	0.396	0.427	0.543
arm	lengen	0.552	0.285	0.469
armada	armada	0.408	0.740	0.868
armament	armament	0.198	0.764	0.810
armaments	armamen	0.192	0.839	0.830
armature	sarung tangan	0.510	0.558	0.755
armchair	armchair	0.646	0.164	0.339
armed	bersenjata	0.188	0.750	0.808
armor	waja	0.469	0.625	0.784
armored	lapis baja	0.469	0.509	0.861
armory	pabrik senjata	0.448	0.663	0.800
armpit	keti	0.283	0.439	0.250
arms	penyelundupan	0.464	0.395	0.483
army	tentara	0.417	0.759	0.902
aroma	aroma	0.823	0.235	0.442
aromatherapy	aromatherapy	0.847	0.220	0.473
arousal	arousal	0.791	0.943	0.731
arouse	arouse	0.740	0.491	0.580
aroused	aroused	0.708	0.952	0.667
arraignment	arraignment	0.406	0.837	0.534
arrange	ngatur	0.740	0.490	0.571
arranged	disusun	0.698	0.531	0.728
arrangement	pengaturan	0.625	0.382	0.683
array	array	0.521	0.396	0.568
arrears	tunggakan	0.286	0.485	0.302
arrest	penahanan	0.146	0.951	0.500
arrhythmia	arrhythmia	0.265	0.706	0.356
arrival	rawuh	0.678	0.510	0.474
arrive	teka	0.837	0.406	0.585
arrogance	arrogance	0.143	0.750	0.620
arrogant	arrogant	0.115	0.755	0.580
arrow	panah	0.439	0.390	0.454
arsehole	arsehole	0.276	0.598	0.433
arseholes	arseholes	0.188	0.545	0.351
arsenal	Arsenal	0.365	0.741	0.752
arsenic	arsenik	0.281	0.472	0.447
arson	kebakaran	0.133	0.904	0.567
arsonist	arsonist	0.348	0.840	0.500
art	seni	0.812	0.360	0.603
arterial	arteri	0.396	0.510	0.583
artery	arteri	0.396	0.580	0.537
artful	artine	0.771	0.608	0.778
arthritis	arthritis	0.110	0.518	0.345
arthropod	arthropod	0.344	0.464	0.434
artichoke	artichoke	0.583	0.218	0.287
article	artikel	0.594	0.280	0.481
articles	artikel	0.552	0.324	0.565
articulate	articulate	0.677	0.462	0.618
articulation	artikulasi	0.479	0.480	0.591
artifact	artefak	0.510	0.500	0.566
artifice	artine	0.316	0.696	0.482
artificial	manufaktur	0.306	0.385	0.351
artillery	artillery	0.350	0.912	0.794
artisan	artisan	0.781	0.330	0.411
artist	artis	0.802	0.442	0.732
artiste	NO TRANSLATION	0.844	0.512	0.565
artistic	seni	0.802	0.646	0.632
artistry	artistry	0.823	0.346	0.769
artists	seniman	0.796	0.667	0.741
artwork	karya seni	0.896	0.368	0.679
arty	arty	0.490	0.422	0.388
asap	asap	0.571	0.500	0.552
asbestos	asbes	0.357	0.481	0.464
ascend	munggah	0.830	0.620	0.812
ascendancy	dhuwit	0.724	0.625	0.700
ascendant	ascendant	0.656	0.673	0.821
ascending	munggah	0.826	0.644	0.777
ascension	Munggah	0.765	0.720	0.714
ascent	ascent	0.755	0.627	0.833
ascertain	dipriksa	0.560	0.530	0.625
ascertained	dipastèkaké	0.531	0.529	0.616
ascetic	ascetic	0.438	0.375	0.472
ash	awu	0.260	0.210	0.207
ashamed	mamang	0.156	0.588	0.228
ashes	awu	0.327	0.279	0.142
ashtray	ashtray	0.406	0.382	0.265
asinine	asinine	0.429	0.472	0.433
ask	takon	0.531	0.440	0.459
asleeep	NO TRANSLATION	0.490	0.210	0.322
asleep	turu	0.604	0.100	0.270
asp	asp	0.438	0.489	0.375
asparagus	asparagus	0.469	0.317	0.264
aspartame	aspartame	0.469	0.480	0.322
aspect	rasio	0.479	0.469	0.588
aspects	aspek	0.439	0.480	0.565
aspen	Aspen	0.479	0.280	0.395
asphalt	aspal	0.479	0.264	0.439
asphyxia	asphyxia	0.198	0.704	0.311
asphyxiation	asphyxiation	0.059	0.745	0.412
aspiration	aspirasi	0.704	0.724	0.675
aspire	ngarahake	0.812	0.469	0.722
aspirin	aspirin	0.479	0.271	0.422
aspiring	aspiring	0.844	0.582	0.604
ass	pantat	0.323	0.750	0.345
assail	nyalahake	0.378	0.510	0.500
assailant	assailant	0.184	0.868	0.602
assassin	assassin	0.073	0.933	0.632
assassinate	mateni	0.051	0.969	0.722
assassination	pembunuhan	0.083	0.941	0.525
assault	nyerang	0.167	0.848	0.550
assay	assay	0.633	0.559	0.594
assemblage	assemblage	0.429	0.452	0.600
assemble	ngumpulake	0.542	0.570	0.750
assembled	dipasang	0.663	0.450	0.644
assembly	Déwan	0.698	0.500	0.640
assemblyman	wakil rakyat	0.430	0.538	0.760
assent	assent	0.615	0.515	0.719
assert	tegese	0.750	0.619	0.809
asserting	nyatakake	0.694	0.531	0.736
assertion	tegese	0.740	0.442	0.750
assertive	tegas	0.719	0.412	0.770
assess	netepake	0.698	0.500	0.623
assessment	Assessment	0.750	0.623	0.658
assessor	Assessor	0.551	0.538	0.764
asset	aset	0.797	0.765	0.788
assets	aset	0.667	0.613	0.765
asshole	asshole	0.133	0.582	0.263
assign	ngaturake	0.622	0.417	0.709
assignee	assignee	0.510	0.462	0.510
assignment	tugas	0.483	0.398	0.745
assimilate	assimilate	0.559	0.391	0.683
assimilation	asimilasi	0.429	0.378	0.463
assist	ngewangi	0.833	0.435	0.629
assistance	pitulungan	0.656	0.519	0.633
assistant	asisten	0.625	0.390	0.536
associate	asosiasi	0.812	0.409	0.625
association	asosiasi	0.745	0.500	0.817
assorted	macem-macem	0.602	0.460	0.472
assortment	assortment	0.694	0.360	0.526
assuage	nyenyet	0.745	0.255	0.500
assume	nganggep	0.698	0.401	0.464
assumed	ngarani	0.612	0.247	0.454
assuming	assuming	0.740	0.390	0.526
assumption	anggepan	0.479	0.431	0.417
assurance	jaminan	0.675	0.442	0.704
assure	njamin	0.910	0.460	0.839
assured	njamin	0.878	0.327	0.754
assuredly	assuredly	0.786	0.396	0.833
asterisk	asterisk	0.541	0.288	0.273
asteroid	asteroid	0.430	0.721	0.623
asteroids	asteroid	0.361	0.694	0.712
asthma	asma	0.198	0.549	0.227
asthmatic	asma	0.229	0.706	0.294
astigmatism	astigmatism	0.214	0.490	0.429
astonish	astonish	0.786	0.845	0.658
astonished	nggumun	0.510	0.775	0.574
astonishing	nggumun	0.844	0.802	0.821
astonishingly	NO TRANSLATION	0.827	0.898	0.773
astonishment	astonishment	0.680	0.718	0.519
astound	astound	0.729	0.675	0.474
astral	astral	0.604	0.417	0.567
astray	kesasar	0.098	0.676	0.308
astringent	astringent	0.316	0.500	0.474
astrologer	astrologer	0.594	0.519	0.673
astrology	astrologi	0.635	0.340	0.500
astronaut	astronot	0.792	0.601	0.761
astronomer	astronom	0.750	0.509	0.735
astronomical	astronomi	0.600	0.632	0.726
astronomy	astronomi	0.613	0.474	0.722
astute	astute	0.776	0.658	0.827
asunder	asunder	0.208	0.442	0.259
asylum	asylum	0.407	0.330	0.445
asymmetric	asimetris	0.580	0.343	0.465
asymmetry	asimetri	0.476	0.373	0.527
asymptotic	asymptotic	0.479	0.451	0.472
atelier	atelier	0.490	0.330	0.705
atheism	atheism	0.276	0.460	0.481
atheist	atheis	0.225	0.447	0.377
atheistic	atheistic	0.373	0.481	0.466
atherosclerosis	atherosclerosis	0.250	0.480	0.343
athlete	atlet	0.781	0.718	0.686
athletic	atletik	0.857	0.798	0.708
athleticism	athleticism	0.750	0.863	0.778
athletics	atletik	0.831	0.691	0.740
atlas	atlas	0.531	0.306	0.554
atmosphere	atmosfer	0.604	0.300	0.560
atmospheric	atmosfer	0.531	0.420	0.594
atoll	atoll	0.480	0.408	0.472
atom	atom	0.510	0.500	0.433
atomic	atom	0.327	0.817	0.713
atone	atone	0.418	0.673	0.411
atonement	atonement	0.550	0.602	0.683
atpeace	atine	0.724	0.298	0.519
atrium	atrium	0.469	0.365	0.473
atrocious	atrocious	0.073	0.811	0.445
atrocity	atrocity	0.115	0.844	0.593
atrophy	atrophy	0.177	0.540	0.208
attach	masang	0.520	0.363	0.559
attached	ditempelake	0.562	0.350	0.439
attachment	lampiran	0.570	0.343	0.500
attack	anggempur	0.286	0.948	0.670
attacker	nyerang	0.185	0.962	0.629
attacking	nyerang	0.276	0.837	0.642
attain	ngrampungake	0.806	0.510	0.719
attainable	bisa diolehake	0.760	0.500	0.759
attainment	antuk	0.830	0.520	0.940
attempt	nyoba	0.625	0.491	0.431
attempted	nyoba	0.594	0.580	0.567
attend	rawuh	0.650	0.420	0.625
attendance	rame	0.812	0.500	0.592
attendant	pramugari	0.580	0.365	0.519
attention	manungsa waé	0.740	0.599	0.774
attentionseeker	NO TRANSLATION	0.367	0.745	0.457
attentionseekers	NO TRANSLATION	0.531	0.673	0.500
attentive	attentive	0.812	0.520	0.724
attenuate	attenuate	0.408	0.302	0.429
attenuated	dilemokake	0.449	0.280	0.298
attenuation	ngilangi	0.458	0.363	0.464
attest	mbuktèkaké	0.439	0.710	0.685
attestation	pengadilan	0.234	0.635	0.500
attic	loteng	0.521	0.259	0.377
attire	pakaian	0.742	0.388	0.483
attitude	sikap	0.760	0.644	0.861
attorney	pengacara	0.600	0.594	0.754
attract	narik	0.796	0.663	0.769
attraction	atraksi	0.906	0.774	0.712
attractive	apik banget	0.906	0.630	0.769
attractiveness	daya tarik	0.938	0.667	0.755
attributable	gumantung	0.704	0.430	0.527
attribute	atribut	0.781	0.439	0.795
attribution	atribusi	0.646	0.467	0.658
attrition	attrisi	0.229	0.540	0.259
auburn	auburn	0.510	0.240	0.411
auction	lelang	0.594	0.702	0.519
auctioneer	auctioneer	0.542	0.732	0.716
audacious	kepenak	0.740	0.875	0.825
audacity	audacity	0.760	0.755	0.916
audible	bisa diarani	0.673	0.370	0.462
audience	pamirsa	0.698	0.610	0.613
audio	audio	0.709	0.425	0.370
audit	audit	0.375	0.562	0.735
audition	audisi	0.750	0.685	0.615
auditions	audisi	0.740	0.765	0.596
auditor	auditor	0.582	0.571	0.726
auditorium	auditorium	0.529	0.490	0.538
auditory	pendengaran	0.531	0.481	0.570
aught	a	0.418	0.135	0.217
augment	augment	0.650	0.683	0.645
augmentation	augmentation	0.714	0.613	0.850
august	august	0.652	0.292	0.462
aunt	bibi	0.667	0.291	0.420
auntie	auntie	0.643	0.275	0.447
aura	aura	0.760	0.333	0.500
aurora	aurora	0.817	0.306	0.537
auspices	auspices	0.542	0.500	0.634
auspicious	auspicious	0.562	0.635	0.669
austere	austere	0.500	0.390	0.422
austerity	austerity	0.438	0.406	0.534
authentic	asli	0.885	0.510	0.782
authenticate	authenticate	0.833	0.480	0.789
authentication	otentikasi	0.724	0.491	0.750
authenticity	keaslian	0.670	0.548	0.845
author	penulis	0.775	0.343	0.749
authoritative	sah	0.636	0.520	0.890
authority	wewenang	0.592	0.592	0.934
authorization	wewenang	0.521	0.567	0.817
authorize	ngidini	0.772	0.596	0.821
authorized	sah	0.760	0.458	0.815
authorship	penulis	0.667	0.635	0.773
autism	autisme	0.235	0.500	0.447
autistic	autistic	0.367	0.337	0.404
auto	otomatis	0.571	0.569	0.500
autobiographical	autobiografis	0.909	0.462	0.582
autobiography	otobiografi	0.735	0.284	0.629
autocorrect	autocorrect	0.551	0.439	0.616
autocratic	otokratis	0.542	0.577	0.727
autograph	autograph	0.735	0.565	0.473
autographed	autographed	0.781	0.620	0.625
automated	otomatis	0.578	0.402	0.632
automatic	otomatis	0.562	0.433	0.664
automobile	mobil	0.753	0.625	0.534
automotive	automotive	0.656	0.520	0.577
autonomy	otonomi	0.781	0.349	0.891
autopilot	autopilot	0.594	0.462	0.632
autopsy	otopsi	0.252	0.650	0.538
autumn	musim gugur	0.765	0.204	0.450
auxiliary	tambahan	0.622	0.471	0.509
avail	duwe manfaat	0.800	0.430	0.603
availability	kasedhiya	0.796	0.544	0.600
available	kasedhiya	0.844	0.356	0.623
avalanche	avalanche	0.265	0.915	0.683
avarice	avarice	0.198	0.726	0.352
avatar	avatar	0.633	0.410	0.567
avenge	Mbales	0.073	0.867	0.559
avenger	Pengawal	0.337	0.865	0.670
avenging	avenging	0.143	0.880	0.717
avenue	avenue	0.677	0.360	0.377
aver	NO TRANSLATION	0.492	0.450	0.393
average	rata-rata	0.684	0.280	0.455
aversation	NO TRANSLATION	0.582	0.442	0.432
averse	nyegah	0.253	0.569	0.492
averseness	averseness	0.296	0.606	0.528
aversion	kebencian	0.074	0.663	0.525
avert	avert	0.510	0.388	0.465
aviary	aviary	0.500	0.360	0.467
aviation	aviation	0.708	0.646	0.741
aviator	aviator	0.615	0.700	0.644
avid	seneng banget	0.582	0.459	0.593
avocado	avocado	0.677	0.255	0.287
avoid	eling	0.427	0.442	0.415
avoidance	nyegah	0.470	0.481	0.466
avoiding	ngindari	0.457	0.433	0.309
await	nunggu	0.448	0.264	0.276
awake	awake	0.667	0.469	0.741
awaken	awaken	0.729	0.412	0.611
awakening	awakening	0.745	0.500	0.618
award	penghargaan	0.865	0.745	0.660
awards	penghargaan	0.958	0.736	0.652
aware	weruh	0.656	0.340	0.770
awareness	kesadaran	0.684	0.422	0.810
awe	NO TRANSLATION	0.469	0.740	0.300
awed	awed	0.364	0.774	0.361
awesome	apik	0.980	0.897	0.891
