Word	Estonian-et	Valence	Arousal	Dominance
analyst	analüütik	0.604	0.415	0.755
analytic	analüütiline	0.665	0.521	0.634
analytical	analüütiline	0.625	0.324	0.800
analyze	analüüsida	0.667	0.462	0.710
analyzer	analüsaator	0.625	0.556	0.854
anaphylactic	anafülaktiline	0.378	0.588	0.500
anarchism	anarhism	0.125	0.804	0.623
anarchist	anarhist	0.204	0.700	0.759
anarchy	anarhia	0.146	0.755	0.620
anastomosis	anastomoos	0.375	0.470	0.490
anathema	anathema	0.286	0.490	0.519
anatomic	anatoomiline	0.562	0.442	0.546
anatomy	anatoomia	0.562	0.390	0.571
ancestor	esivanem	0.592	0.388	0.594
ancestral	esialgne	0.640	0.481	0.750
ancestry	esialgne päritolu	0.708	0.519	0.717
anchor	ankur	0.520	0.284	0.564
anchorage	ankurdus	0.500	0.325	0.639
ancient	iidne	0.420	0.217	0.439
ancillary	abistav	0.449	0.442	0.278
androgen	androgeen	0.255	0.523	0.527
android	android	0.663	0.436	0.500
anecdote	anekdoot	0.583	0.529	0.500
anemia	aneemia	0.188	0.327	0.310
anemic	aneemiline	0.167	0.279	0.155
anemone	anemone	0.552	0.538	0.327
anesthesia	anesteesia	0.365	0.216	0.394
anesthesiologist	anesteesia	0.419	0.224	0.526
anesthetic	anesteetikum	0.350	0.264	0.482
aneurysm	aneurüsm	0.115	0.690	0.536
anew	uuesti	0.771	0.358	0.385
angel	ingel	0.906	0.158	0.704
angelic	ingelik	0.927	0.298	0.668
anger	viha	0.167	0.865	0.657
angered	vihane	0.010	0.860	0.547
angermanagement	NO TRANSLATION	0.260	0.632	0.482
angina	stenokardia	0.230	0.630	0.464
angiogram	angiogramm	0.347	0.520	0.465
angiography	angiograafia	0.378	0.536	0.520
angle	nurk	0.541	0.330	0.455
angling	kalastamine	0.625	0.408	0.500
angora	Angora	0.529	0.425	0.405
angriest	angriest	0.094	0.892	0.430
angry	vihane	0.122	0.830	0.604
angrytweet	NO TRANSLATION	0.265	0.644	0.471
angst	ahne	0.167	0.888	0.333
anguish	ahastus	0.153	0.792	0.265
anguished	ahastatud	0.135	0.720	0.307
angular	nurgeline	0.449	0.281	0.444
anhydrous	veevaba	0.456	0.365	0.355
animal	loom	0.521	0.510	0.513
animate	elavdada	0.827	0.755	0.635
animated	animeeritud	0.823	0.676	0.538
animation	animatsioon	0.888	0.750	0.549
animosity	vaenulikkus	0.510	0.724	0.545
animus	animus	0.698	0.676	0.466
ankle	pahkluu	0.500	0.274	0.234
anklet	pükskott	0.410	0.276	0.302
annals	annud	0.427	0.610	0.424
annex	lisa	0.594	0.350	0.458
annexation	anneksia	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	hävitada	0.115	0.918	0.681
annihilated	hävitati	0.080	0.760	0.324
annihilation	hävitamine	0.041	0.800	0.591
anniversary	aastapäev	0.880	0.770	0.723
annotate	märkida	0.592	0.469	0.441
annotation	märkus	0.604	0.470	0.619
announce	teatama	0.694	0.618	0.611
announcement	teadaanne	0.729	0.491	0.482
announcer	kõneleja	0.602	0.570	0.732
annoy	tüütu	0.094	0.765	0.286
annoyance	pahameelt	0.167	0.718	0.342
annoyed	tüütu	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	tüütu	0.082	0.853	0.348
annoys	annoys	0.146	0.778	0.435
annual	aastane	0.552	0.236	0.500
annuity	annuiteet	0.521	0.304	0.527
annul	tühistada	0.250	0.448	0.364
annular	rõngakujuline	0.310	0.385	0.412
annulment	tühistamine	0.153	0.375	0.447
annulus	tühjaks	0.458	0.380	0.376
anointed	anointed	0.500	0.368	0.579
anointing	võidmine	0.653	0.350	0.547
anomalous	anomaalne	0.281	0.480	0.423
anomaly	anomaalia	0.188	0.538	0.404
anon	anon	0.479	0.354	0.298
anonymity	anonüümsus	0.469	0.255	0.430
anonymous	anonüümne	0.396	0.291	0.431
anorexic	anoreksiline	0.160	0.618	0.245
answer	vastus	0.537	0.373	0.661
answerable	vastutav	0.708	0.481	0.750
answering	vastates	0.684	0.500	0.607
ant	ant	0.448	0.216	0.216
antagonism	antagonism	0.224	0.618	0.524
antagonist	antagonist	0.240	0.615	0.700
antagonistic	antagonistlik	0.296	0.604	0.565
antagonize	antagoniseerima	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	eelnev	0.427	0.551	0.566
antelope	antikeha	0.542	0.510	0.500
antenna	antenn	0.521	0.327	0.358
anterior	eesmine	0.510	0.245	0.362
anthem	hümn	0.780	0.343	0.729
anthill	anthill	0.327	0.578	0.377
anthology	antoloogia	0.338	0.406	0.537
anthrax	siberi katkhiire	0.188	0.730	0.500
anthropological	antropoloogiline	0.367	0.390	0.490
anthropologist	antropoloog	0.551	0.385	0.725
anthropology	antropoloogia	0.490	0.367	0.582
anti	anti	0.365	0.412	0.384
antiaircraft	õhusõiduk	0.330	0.622	0.629
antibiotic	antibiootikum	0.510	0.373	0.658
antibiotics	antibiootikumid	0.448	0.406	0.557
antichrist	Antikeha	0.082	0.837	0.544
anticipate	ennustada	0.622	0.469	0.667
anticipation	ennetamine	0.698	0.539	0.711
anticipatory	ennetav	0.653	0.551	0.682
antics	antics	0.448	0.740	0.236
antidote	antidoot	0.541	0.490	0.629
antifungal	seenevastane	0.408	0.412	0.441
antigravity	antigravitatsioon	0.430	0.714	0.658
antimony	antimon	0.378	0.398	0.490
antipathy	antipatsia	0.198	0.549	0.393
antiquarian	antiikmööbel	0.500	0.233	0.426
antiquated	vananenud	0.420	0.392	0.236
antique	antiikmööbel	0.634	0.290	0.518
antiques	antiikesemed	0.540	0.370	0.595
antiquity	antiik	0.385	0.333	0.556
antiseptic	antiseptiline	0.438	0.370	0.623
antisocial	antisotsiaalne	0.146	0.686	0.391
antithesis	antitekst	0.396	0.412	0.536
antithetical	antitheetiline	0.271	0.509	0.358
antiviral	viirusevastane	0.459	0.470	0.549
antler	antler	0.448	0.470	0.500
antsy	antsy	0.449	0.558	0.417
anus	anus	0.347	0.644	0.350
anvil	anvil	0.380	0.510	0.604
anxiety	ärevus	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	murelik	0.281	0.875	0.434
anxiousness	ärevus	0.235	0.814	0.282
anytime	igal ajal	0.625	0.461	0.436
aorta	aordi	0.448	0.510	0.542
aortic	aordi	0.436	0.540	0.438
apace	pingeline	0.536	0.500	0.536
apache	apache	0.687	0.469	0.500
apartment	korter	0.719	0.393	0.580
apartments	korterid	0.704	0.337	0.443
apathetic	apaetiline	0.188	0.292	0.333
apathy	apaatia	0.184	0.212	0.204
ape	ahv	0.548	0.389	0.336
aperture	ava	0.612	0.450	0.667
apex	tipp	0.570	0.433	0.418
aphid	lehetäide	0.388	0.473	0.407
aphrodisiac	aphrodisiac	0.750	0.846	0.667
apiece	tükk	0.439	0.259	0.383
aplomb	aplomb	0.500	0.509	0.582
apocalypse	apokalüpsis	0.050	0.867	0.736
apocalyptic	apokalüptiline	0.173	0.880	0.750
apologetic	apologetic	0.479	0.461	0.571
apologist	apoloog	0.406	0.429	0.526
apologize	vabandage	0.551	0.378	0.389
apology	vabandus	0.571	0.346	0.402
apostasy	viletsus	0.388	0.520	0.517
apostate	apostate	0.342	0.500	0.528
apostle	apostlit	0.646	0.347	0.732
apostolic	apostlik	0.592	0.300	0.717
apostrophe	apostroof	0.469	0.368	0.537
apothecary	apteeker	0.561	0.328	0.529
appalled	kohutav	0.194	0.792	0.562
appalling	kohutav	0.160	0.827	0.415
apparatus	aparaat	0.375	0.353	0.377
apparel	kehakate	0.698	0.435	0.453
apparent	ilmne	0.473	0.383	0.398
apparently	ilmselt	0.531	0.410	0.426
apparition	ilmutus	0.406	0.573	0.636
appeal	apellatsioonkaebus	0.663	0.598	0.558
appear	ilmuvad	0.735	0.506	0.567
appearance	välimus	0.669	0.490	0.534
appease	vaigistama	0.633	0.278	0.434
appellant	apellatsioonkaebuse esitaja	0.327	0.588	0.568
append	lisama	0.573	0.464	0.453
appendage	lisand	0.229	0.382	0.438
appendectomy	apendektoomia	0.177	0.670	0.554
appendicitis	apenditsiit	0.031	0.640	0.347
appendix	lisa	0.365	0.387	0.425
appetite	isu	0.704	0.637	0.581
appetizer	eelroog	0.755	0.560	0.406
appetizing	isuäratav	0.806	0.657	0.688
applaud	kiidelda	0.865	0.824	0.464
applause	aplaus	0.953	0.857	0.621
apple	õun	0.811	0.300	0.264
apple juice	õunamahl	0.765	0.204	0.294
applejack	applejack	0.604	0.431	0.473
applesauce	õunapuu	0.750	0.167	0.291
appliance	seade	0.582	0.453	0.538
appliances	seadmed	0.594	0.394	0.567
applicability	kohaldatavus	0.677	0.490	0.741
applicable	kohaldatav	0.469	0.430	0.667
applicant	taotleja	0.612	0.558	0.688
application	taotlus	0.646	0.445	0.726
apply	kohaldada	0.612	0.321	0.667
appoint	määrama	0.565	0.330	0.509
appointment	ametisse nimetamine	0.688	0.594	0.547
appointments	kohtumised	0.745	0.677	0.625
apportion	jagamine	0.677	0.490	0.638
apportionment	jaotamine	0.552	0.481	0.453
appraisal	hindamine	0.417	0.667	0.682
appraise	hindama	0.677	0.490	0.696
appreciable	märkimisväärne	0.873	0.491	0.778
appreciate	hindan	0.885	0.422	0.741
appreciated	hinnatud	0.910	0.434	0.779
appreciates	hindab	0.765	0.500	0.656
appreciation	kallinemine	0.917	0.529	0.588
appreciative	tänulik	0.857	0.380	0.654
apprehend	kinni pidama	0.521	0.624	0.696
apprehension	kahtlus	0.385	0.720	0.454
apprehensive	murettekitav	0.406	0.592	0.431
apprentice	õpipoiss	0.615	0.413	0.452
apprenticeship	praktikavõimalus	0.812	0.482	0.643
approach	lähenemine	0.612	0.392	0.610
approaching	läheneb	0.740	0.557	0.491
approbate	NO TRANSLATION	0.646	0.590	0.860
approbation	heakskiitmine	0.792	0.529	0.774
appropriate	asjakohane	0.833	0.368	0.759
appropriation	assigneering	0.510	0.632	0.717
approval	heakskiitmine	0.854	0.460	0.889
approve	heaks kiita	0.875	0.548	0.741
approved	heaks kiidetud	0.833	0.349	0.698
approvement	kinnitamine	0.880	0.625	0.780
approving	heaks kiita	0.917	0.583	0.773
approximate	ligikaudne	0.551	0.560	0.520
approximately	umbes	0.622	0.396	0.538
approximating	lähendamine	0.583	0.615	0.471
approximation	lähendus	0.582	0.402	0.593
appurtenances	lisaväärtused	0.573	0.412	0.547
apricot	aprikoos	0.708	0.320	0.278
apron	põll	0.582	0.208	0.245
apt	asjakohane	0.582	0.418	0.382
aptitude	sobivus	0.750	0.471	0.746
aqua	vesi	0.656	0.292	0.359
aquamarine	akvamariin	0.729	0.306	0.413
aquarium	akvaariumi	0.663	0.327	0.393
aquatic	vesi	0.677	0.510	0.463
aqueduct	akvedukt	0.551	0.411	0.534
aqueous	vesilahus	0.429	0.270	0.310
arable	põllumaa	0.510	0.350	0.465
arbiter	vahekohtunik	0.561	0.537	0.814
arbitrary	meelevaldne	0.281	0.702	0.686
arbitrate	vahekohtunik	0.470	0.620	0.682
arbitration	vahekohtumenetlus	0.587	0.602	0.670
arbitrator	vahekohtunik	0.385	0.448	0.795
arbor	lehtla	0.583	0.490	0.591
arc	kaar	0.552	0.388	0.396
arcade	arkaad	0.676	0.521	0.502
arcane	arkaan	0.500	0.490	0.637
arch	ark	0.500	0.354	0.468
archaeological	arheoloogiline	0.740	0.441	0.660
archaeologist	arheoloog	0.552	0.451	0.706
archaeology	arheoloogia	0.596	0.358	0.691
archaic	arhailine	0.271	0.327	0.332
archangel	orkester	0.837	0.500	0.708
archbishop	peapiiskop	0.622	0.280	0.776
archdiocese	peapiiskus	0.400	0.321	0.704
archduke	peapiiskop	0.458	0.413	0.634
arched	kaarjas	0.582	0.403	0.398
archer	archer	0.573	0.622	0.661
archery	vibulaskmine	0.594	0.604	0.589
archetype	arhetüüp	0.448	0.520	0.569
archipelago	saarestik	0.745	0.370	0.592
architect	arhitekt	0.776	0.442	0.836
architectural	arhitektuurne	0.729	0.390	0.670
architecture	arhitektuur	0.820	0.390	0.694
archive	arhiiv	0.438	0.294	0.527
arctic	arktiline	0.615	0.352	0.546
ardent	süütu	0.694	0.873	0.722
ardor	ah	0.500	0.780	0.538
arduous	raske	0.344	0.783	0.605
area	ala	0.490	0.306	0.464
arena	areenil	0.510	0.235	0.404
areola	areola	0.417	0.396	0.381
areyoukidding	NO TRANSLATION	0.429	0.633	0.400
areyoukiddingme	NO TRANSLATION	0.365	0.635	0.375
argent	NO TRANSLATION	0.594	0.418	0.472
argh	argh	0.260	0.538	0.328
arghh	NO TRANSLATION	0.292	0.536	0.397
arghhhh	NO TRANSLATION	0.250	0.618	0.324
argue	väidavad	0.093	0.798	0.525
argument	argument	0.510	0.464	0.698
argumentation	argumentatsioon	0.479	0.549	0.760
argumentative	argumentaalne	0.450	0.531	0.679
arguments	argumendid	0.541	0.602	0.657
arid	kuiv	0.323	0.333	0.379
arise	tekkida	0.750	0.582	0.725
aristocracy	aristokraatia	0.688	0.549	0.842
aristocrat	aristokraat	0.583	0.413	0.811
aristocratic	aristokraatlik	0.449	0.519	0.676
arithmetic	aritmeetika	0.453	0.460	0.634
ark	ark	0.396	0.427	0.543
arm	käsi	0.552	0.285	0.469
armada	armada	0.408	0.740	0.868
armament	relvastus	0.198	0.764	0.810
armaments	armament	0.192	0.839	0.830
armature	armatuur	0.510	0.558	0.755
armchair	tugitool	0.646	0.164	0.339
armed	relvastatud	0.188	0.750	0.808
armor	armor	0.469	0.625	0.784
armored	soomustatud	0.469	0.509	0.861
armory	armee	0.448	0.663	0.800
armpit	armpit	0.283	0.439	0.250
arms	relvad	0.464	0.395	0.483
army	armee	0.417	0.759	0.902
aroma	aroom	0.823	0.235	0.442
aromatherapy	aroomiteraapia	0.847	0.220	0.473
arousal	ärritus	0.791	0.943	0.731
arouse	ärritama	0.740	0.491	0.580
aroused	ärritunud	0.708	0.952	0.667
arraignment	arraignment	0.406	0.837	0.534
arrange	korraldama	0.740	0.490	0.571
arranged	korraldatud	0.698	0.531	0.728
arrangement	kokkulepe	0.625	0.382	0.683
array	massiiv	0.521	0.396	0.568
arrears	võlgnevused	0.286	0.485	0.302
arrest	arreteerimine	0.146	0.951	0.500
arrhythmia	arütmia	0.265	0.706	0.356
arrival	saabumine	0.678	0.510	0.474
arrive	saabuma	0.837	0.406	0.585
arrogance	ülbus	0.143	0.750	0.620
arrogant	ülbe	0.115	0.755	0.580
arrow	nool	0.439	0.390	0.454
arsehole	arsehole	0.276	0.598	0.433
arseholes	arseholes	0.188	0.545	0.351
arsenal	arsenal	0.365	0.741	0.752
arsenic	arseen	0.281	0.472	0.447
arson	süütamine	0.133	0.904	0.567
arsonist	süütamine	0.348	0.840	0.500
art	art	0.812	0.360	0.603
arterial	arteriaalne	0.396	0.510	0.583
artery	arteri	0.396	0.580	0.537
artful	kallis	0.771	0.608	0.778
arthritis	artriit	0.110	0.518	0.345
arthropod	lülijalgse	0.344	0.464	0.434
artichoke	artišokk	0.583	0.218	0.287
article	artikkel	0.594	0.280	0.481
articles	artiklid	0.552	0.324	0.565
articulate	sõnastama	0.677	0.462	0.618
articulation	liigendamine	0.479	0.480	0.591
artifact	artefakt	0.510	0.500	0.566
artifice	artifice	0.316	0.696	0.482
artificial	kunstlik	0.306	0.385	0.351
artillery	suurtükivägi	0.350	0.912	0.794
artisan	artisan	0.781	0.330	0.411
artist	kunstnik	0.802	0.442	0.732
artiste	NO TRANSLATION	0.844	0.512	0.565
artistic	kunstiline	0.802	0.646	0.632
artistry	kunstnikud	0.823	0.346	0.769
artists	kunstnikud	0.796	0.667	0.741
artwork	kunstiteos	0.896	0.368	0.679
arty	arty	0.490	0.422	0.388
asap	nii pea kui võimalik	0.571	0.500	0.552
asbestos	asbest	0.357	0.481	0.464
ascend	üles tõusma	0.830	0.620	0.812
ascendancy	ülestõusus	0.724	0.625	0.700
ascendant	ülenev	0.656	0.673	0.821
ascending	kasvav	0.826	0.644	0.777
ascension	ülestõusus	0.765	0.720	0.714
ascent	tõus	0.755	0.627	0.833
ascertain	kindlaks teha	0.560	0.530	0.625
ascertained	kindlaks tehtud	0.531	0.529	0.616
ascetic	askeet	0.438	0.375	0.472
ash	tuhk	0.260	0.210	0.207
ashamed	häbeneda	0.156	0.588	0.228
ashes	tuhk	0.327	0.279	0.142
ashtray	tuhatoos	0.406	0.382	0.265
asinine	asinine	0.429	0.472	0.433
ask	küsi	0.531	0.440	0.459
asleeep	NO TRANSLATION	0.490	0.210	0.322
asleep	magama	0.604	0.100	0.270
asp	asp	0.438	0.489	0.375
asparagus	spargel	0.469	0.317	0.264
aspartame	aspartaam	0.469	0.480	0.322
aspect	aspekt	0.479	0.469	0.588
aspects	aspekte	0.439	0.480	0.565
aspen	haab	0.479	0.280	0.395
asphalt	asfalt	0.479	0.264	0.439
asphyxia	asfiksia	0.198	0.704	0.311
asphyxiation	lämbumine	0.059	0.745	0.412
aspiration	püüdlus	0.704	0.724	0.675
aspire	püüdke	0.812	0.469	0.722
aspirin	aspiriin	0.479	0.271	0.422
aspiring	ambitsioonikas	0.844	0.582	0.604
ass	perse	0.323	0.750	0.345
assail	rünnak	0.378	0.510	0.500
assailant	ründaja	0.184	0.868	0.602
assassin	palgamõrvar	0.073	0.933	0.632
assassinate	mõrvati	0.051	0.969	0.722
assassination	mõrva	0.083	0.941	0.525
assault	rünnak	0.167	0.848	0.550
assay	test	0.633	0.559	0.594
assemblage	kokkupanek	0.429	0.452	0.600
assemble	kokku panema	0.542	0.570	0.750
assembled	kokku pandud	0.663	0.450	0.644
assembly	kokkupanek	0.698	0.500	0.640
assemblyman	kokkupanija	0.430	0.538	0.760
assent	nõusolek	0.615	0.515	0.719
assert	kinnitada	0.750	0.619	0.809
asserting	väites	0.694	0.531	0.736
assertion	väide	0.740	0.442	0.750
assertive	veenev	0.719	0.412	0.770
assess	hinnata	0.698	0.500	0.623
assessment	hindamine	0.750	0.623	0.658
assessor	hindaja	0.551	0.538	0.764
asset	vara	0.797	0.765	0.788
assets	varad	0.667	0.613	0.765
asshole	sitapea	0.133	0.582	0.263
assign	määrama	0.622	0.417	0.709
assignee	omandaja	0.510	0.462	0.510
assignment	ülesanne	0.483	0.398	0.745
assimilate	ühte sulama, assimileerima	0.559	0.391	0.683
assimilation	assimilatsioon	0.429	0.378	0.463
assist	abi	0.833	0.435	0.629
assistance	abi	0.656	0.519	0.633
assistant	assistent	0.625	0.390	0.536
associate	sidusettevõte	0.812	0.409	0.625
association	ühing	0.745	0.500	0.817
assorted	assortii	0.602	0.460	0.472
assortment	sortiment	0.694	0.360	0.526
assuage	ennustama	0.745	0.255	0.500
assume	eeldada	0.698	0.401	0.464
assumed	oletus	0.612	0.247	0.454
assuming	eeldades	0.740	0.390	0.526
assumption	eeldus	0.479	0.431	0.417
assurance	kindlustus	0.675	0.442	0.704
assure	kinnitan	0.910	0.460	0.839
assured	kindel	0.878	0.327	0.754
assuredly	kindlasti	0.786	0.396	0.833
asterisk	tärniga	0.541	0.288	0.273
asteroid	asteroid	0.430	0.721	0.623
asteroids	asteroidid	0.361	0.694	0.712
asthma	astma	0.198	0.549	0.227
asthmatic	astmaatiline	0.229	0.706	0.294
astigmatism	astigmatism	0.214	0.490	0.429
astonish	hämmastama	0.786	0.845	0.658
astonished	hämmastunud	0.510	0.775	0.574
astonishing	hämmastav	0.844	0.802	0.821
astonishingly	NO TRANSLATION	0.827	0.898	0.773
astonishment	hämmastus	0.680	0.718	0.519
astound	hämmastav	0.729	0.675	0.474
astral	astral	0.604	0.417	0.567
astray	eksitama	0.098	0.676	0.308
astringent	kahjutu	0.316	0.500	0.474
astrologer	astroloog	0.594	0.519	0.673
astrology	astroloogia	0.635	0.340	0.500
astronaut	astronaut	0.792	0.601	0.761
astronomer	astronoom	0.750	0.509	0.735
astronomical	astronoomiline	0.600	0.632	0.726
astronomy	astronoomia	0.613	0.474	0.722
astute	astute	0.776	0.658	0.827
asunder	asendama	0.208	0.442	0.259
asylum	varjupaik	0.407	0.330	0.445
asymmetric	asümmeetriline	0.580	0.343	0.465
asymmetry	asümmeetria	0.476	0.373	0.527
asymptotic	asümptootiline	0.479	0.451	0.472
atelier	ateljee	0.490	0.330	0.705
atheism	ateism	0.276	0.460	0.481
atheist	ateist	0.225	0.447	0.377
atheistic	ateistlik	0.373	0.481	0.466
atherosclerosis	ateroskleroos	0.250	0.480	0.343
athlete	sportlane	0.781	0.718	0.686
athletic	sportlik	0.857	0.798	0.708
athleticism	sportlikkus	0.750	0.863	0.778
athletics	kergejõustik	0.831	0.691	0.740
atlas	atlas	0.531	0.306	0.554
atmosphere	õhkkond	0.604	0.300	0.560
atmospheric	atmosfääriline	0.531	0.420	0.594
atoll	atoll	0.480	0.408	0.472
atom	aatom	0.510	0.500	0.433
atomic	aatomi	0.327	0.817	0.713
atone	puhas	0.418	0.673	0.411
atonement	lepitus	0.550	0.602	0.683
atpeace	rahus	0.724	0.298	0.519
atrium	aatrium	0.469	0.365	0.473
atrocious	julm	0.073	0.811	0.445
atrocity	vägivald	0.115	0.844	0.593
atrophy	atroofia	0.177	0.540	0.208
attach	kinnitage	0.520	0.363	0.559
attached	lisatud	0.562	0.350	0.439
attachment	kinnitus	0.570	0.343	0.500
attack	rünnak	0.286	0.948	0.670
attacker	ründaja	0.185	0.962	0.629
attacking	rünnata	0.276	0.837	0.642
attain	saavutama	0.806	0.510	0.719
attainable	saavutatav	0.760	0.500	0.759
attainment	saavutamine	0.830	0.520	0.940
attempt	katse	0.625	0.491	0.431
attempted	üritasin	0.594	0.580	0.567
attend	osalema	0.650	0.420	0.625
attendance	osalemine	0.812	0.500	0.592
attendant	saatja	0.580	0.365	0.519
attention	tähelepanu	0.740	0.599	0.774
attentionseeker	NO TRANSLATION	0.367	0.745	0.457
attentionseekers	NO TRANSLATION	0.531	0.673	0.500
attentive	tähelepanelik	0.812	0.520	0.724
attenuate	nõrgendama	0.408	0.302	0.429
attenuated	nõrgendatud	0.449	0.280	0.298
attenuation	sumbumine	0.458	0.363	0.464
attest	tõestada	0.439	0.710	0.685
attestation	tõendamine	0.234	0.635	0.500
attic	pööning	0.521	0.259	0.377
attire	riietus	0.742	0.388	0.483
attitude	suhtumine	0.760	0.644	0.861
attorney	vandeadvokaat	0.600	0.594	0.754
attract	meelitada	0.796	0.663	0.769
attraction	atraktsioon	0.906	0.774	0.712
attractive	atraktiivne	0.906	0.630	0.769
attractiveness	atraktiivsust	0.938	0.667	0.755
attributable	omistatav	0.704	0.430	0.527
attribute	atribuut	0.781	0.439	0.795
attribution	omistamine	0.646	0.467	0.658
attrition	hõõrdumine	0.229	0.540	0.259
auburn	auburn	0.510	0.240	0.411
auction	oksjonil	0.594	0.702	0.519
auctioneer	oksjonipidaja	0.542	0.732	0.716
audacious	talumatu	0.740	0.875	0.825
audacity	julmus	0.760	0.755	0.916
audible	kuuldav	0.673	0.370	0.462
audience	vaatajaskond	0.698	0.610	0.613
audio	heli	0.709	0.425	0.370
audit	audit	0.375	0.562	0.735
audition	kuulamine	0.750	0.685	0.615
auditions	auditooriumid	0.740	0.765	0.596
auditor	audiitor	0.582	0.571	0.726
auditorium	auditoorium	0.529	0.490	0.538
auditory	kuulaja	0.531	0.481	0.570
aught	ahv	0.418	0.135	0.217
augment	augment	0.650	0.683	0.645
augmentation	suurendamine	0.714	0.613	0.850
august	august	0.652	0.292	0.462
aunt	tädi	0.667	0.291	0.420
auntie	auntie	0.643	0.275	0.447
aura	aura	0.760	0.333	0.500
aurora	aurora	0.817	0.306	0.537
auspices	egiidi all	0.542	0.500	0.634
auspicious	õnnelik	0.562	0.635	0.669
austere	austere	0.500	0.390	0.422
austerity	karmistamine	0.438	0.406	0.534
authentic	autentne	0.885	0.510	0.782
authenticate	autentida	0.833	0.480	0.789
authentication	autentimine	0.724	0.491	0.750
authenticity	autentsus	0.670	0.548	0.845
author	autor	0.775	0.343	0.749
authoritative	autoriteetne	0.636	0.520	0.890
authority	asutus	0.592	0.592	0.934
authorization	luba	0.521	0.567	0.817
authorize	volitada	0.772	0.596	0.821
authorized	volitatud	0.760	0.458	0.815
authorship	autorsus	0.667	0.635	0.773
autism	autism	0.235	0.500	0.447
autistic	autistlik	0.367	0.337	0.404
auto	auto	0.571	0.569	0.500
autobiographical	autobiograafiline	0.909	0.462	0.582
autobiography	autobiograafia	0.735	0.284	0.629
autocorrect	autokorrekt	0.551	0.439	0.616
autocratic	autokraatlik	0.542	0.577	0.727
autograph	autogramm	0.735	0.565	0.473
autographed	autographed	0.781	0.620	0.625
automated	automatiseeritud	0.578	0.402	0.632
automatic	automaatne	0.562	0.433	0.664
automobile	auto	0.753	0.625	0.534
automotive	autotööstus	0.656	0.520	0.577
autonomy	autonoomia	0.781	0.349	0.891
autopilot	autopiloot	0.594	0.462	0.632
autopsy	autopsia	0.252	0.650	0.538
autumn	sügis	0.765	0.204	0.450
auxiliary	abiteenistujad	0.622	0.471	0.509
