Word	Xhosa-xh	Valence	Arousal	Dominance
amputation	ukuchithwa	0.100	0.755	0.483
amuck	i-amuck	0.385	0.602	0.321
amulet	i-amulet	0.781	0.260	0.630
amuse	nwabisa	0.812	0.684	0.664
amused	utyumkile	0.942	0.847	0.596
amusement	ukuzonwabisa	0.929	0.837	0.803
amusing	nwabisa	0.960	0.829	0.632
ana	NO TRANSLATION	0.541	0.300	0.314
anaconda	inconda	0.146	0.830	0.540
anaesthesia	anesthesia	0.350	0.217	0.473
anaesthetic	i-anesthetic	0.449	0.268	0.509
anagram	anagram	0.552	0.327	0.449
anal	esilumkileyo	0.333	0.798	0.334
analgesic	i-analgesic	0.417	0.321	0.441
analogous	fanayo	0.531	0.270	0.500
analogue	fanayo	0.570	0.320	0.446
analogy	fanayo	0.510	0.367	0.509
analysis	hlalutyo	0.729	0.448	0.705
analyst	uhlalutyi	0.604	0.415	0.755
analytic	uhlalutyo	0.665	0.521	0.634
analytical	uhlalutyo	0.625	0.324	0.800
analyze	hlalutya	0.667	0.462	0.710
analyzer	hlalutyi	0.625	0.556	0.854
anaphylactic	anaphylactic	0.378	0.588	0.500
anarchism	anarchism	0.125	0.804	0.623
anarchist	i-anarchist	0.204	0.700	0.759
anarchy	uhlaselo	0.146	0.755	0.620
anastomosis	anastomosis	0.375	0.470	0.490
anathema	ukuphazamiseka	0.286	0.490	0.519
anatomic	anatomic	0.562	0.442	0.546
anatomy	i-anatomy	0.562	0.390	0.571
ancestor	ukhokho	0.592	0.388	0.594
ancestral	okhokho	0.640	0.481	0.750
ancestry	kookhokho	0.708	0.519	0.717
anchor	ihange	0.520	0.284	0.564
anchorage	i-anchorage	0.500	0.325	0.639
ancient	mandulo	0.420	0.217	0.439
ancillary	ncedisa	0.449	0.442	0.278
androgen	androgen	0.255	0.523	0.527
android	android	0.663	0.436	0.500
anecdote	anecdote	0.583	0.529	0.500
anemia	i-anemia	0.188	0.327	0.310
anemic	egazini	0.167	0.279	0.155
anemone	i-anemone	0.552	0.538	0.327
anesthesia	anesthesia	0.365	0.216	0.394
anesthesiologist	i-anesthesiologist	0.419	0.224	0.526
anesthetic	i-anesthetic	0.350	0.264	0.482
aneurysm	aneurysm	0.115	0.690	0.536
anew	entsha	0.771	0.358	0.385
angel	ngelosi	0.906	0.158	0.704
angelic	ngelosi	0.927	0.298	0.668
anger	umsindo	0.167	0.865	0.657
angered	nomsindo	0.010	0.860	0.547
angermanagement	NO TRANSLATION	0.260	0.632	0.482
angina	angina	0.230	0.630	0.464
angiogram	i-angiogram	0.347	0.520	0.465
angiography	i-angiography	0.378	0.536	0.520
angle	ngekona	0.541	0.330	0.455
angling	ukukhwaza	0.625	0.408	0.500
angora	angora	0.529	0.425	0.405
angriest	buhlungu	0.094	0.892	0.430
angry	nomsindo	0.122	0.830	0.604
angrytweet	NO TRANSLATION	0.265	0.644	0.471
angst	angst	0.167	0.888	0.333
anguish	buhlungu	0.153	0.792	0.265
anguished	buhlungu	0.135	0.720	0.307
angular	ingqungquthela	0.449	0.281	0.444
anhydrous	anhydrous	0.456	0.365	0.355
animal	lwanyana	0.521	0.510	0.513
animate	philile	0.827	0.755	0.635
animated	oopayiweyo	0.823	0.676	0.538
animation	u mfa nekiso	0.888	0.750	0.549
animosity	inzondo	0.510	0.724	0.545
animus	animus	0.698	0.676	0.466
ankle	maqatha	0.500	0.274	0.234
anklet	i-anklet	0.410	0.276	0.302
annals	ngxelo	0.427	0.610	0.424
annex	si hlomelo	0.594	0.350	0.458
annexation	si hlomelo	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	ku tsha balala	0.115	0.918	0.681
annihilated	tsha balala	0.080	0.760	0.324
annihilation	ukutshabalalisa	0.041	0.800	0.591
anniversary	usuku enazimanya ngalo	0.880	0.770	0.723
annotate	kuchaza	0.592	0.469	0.441
annotation	ngcaciso	0.604	0.470	0.619
announce	bhengeza	0.694	0.618	0.611
announcement	saziso	0.729	0.491	0.482
announcer	mvakalisi	0.602	0.570	0.732
annoy	ukucaphukisa	0.094	0.765	0.286
annoyance	ukucaphuka	0.167	0.718	0.342
annoyed	wacasulwa	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	u xhaphaza	0.082	0.853	0.348
annoys	ucaphukisa	0.146	0.778	0.435
annual	ngonyaka	0.552	0.236	0.500
annuity	yonyaka	0.521	0.304	0.527
annul	rhoxisa	0.250	0.448	0.364
annular	ngonyaka	0.310	0.385	0.412
annulment	ku rhoxiswa	0.153	0.375	0.447
annulus	yonyaka	0.458	0.380	0.376
anointed	thanjiswa	0.500	0.368	0.579
anointing	ukuthambisa	0.653	0.350	0.547
anomalous	ngxamele	0.281	0.480	0.423
anomaly	engafanelekanga	0.188	0.538	0.404
anon	i-anon	0.479	0.354	0.298
anonymity	ukungaziwa	0.469	0.255	0.430
anonymous	engaziwa	0.396	0.291	0.431
anorexic	i-anorexic	0.160	0.618	0.245
answer	mpendulo	0.537	0.373	0.661
answerable	phendula	0.708	0.481	0.750
answering	phendula	0.684	0.500	0.607
ant	intuthwane	0.448	0.216	0.216
antagonism	ukuchasana	0.224	0.618	0.524
antagonist	umchasi	0.240	0.615	0.700
antagonistic	phikisa	0.296	0.604	0.565
antagonize	zichasene	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	ezichaseneyo	0.427	0.551	0.566
antelope	antelope	0.542	0.510	0.500
antenna	i-antenna	0.521	0.327	0.358
anterior	zangaphambili	0.510	0.245	0.362
anthem	ingoma	0.780	0.343	0.729
anthill	anthill	0.327	0.578	0.377
anthology	anthology	0.338	0.406	0.537
anthrax	i-anthrax	0.188	0.730	0.500
anthropological	anthropological	0.367	0.390	0.490
anthropologist	mthandi	0.551	0.385	0.725
anthropology	i-anthropology	0.490	0.367	0.582
anti	olwaziyo	0.365	0.412	0.384
antiaircraft	zokulwa nezixhobo	0.330	0.622	0.629
antibiotic	antibiotic	0.510	0.373	0.658
antibiotics	antibiotics	0.448	0.406	0.557
antichrist	mchasana	0.082	0.837	0.544
anticipate	lindele	0.622	0.469	0.667
anticipation	lindele	0.698	0.539	0.711
anticipatory	lindele	0.653	0.551	0.682
antics	NO TRANSLATION	0.448	0.740	0.236
antidote	antidote	0.541	0.490	0.629
antifungal	i-antitifungal	0.408	0.412	0.441
antigravity	ulwaphulo	0.430	0.714	0.658
antimony	antimony	0.378	0.398	0.490
antipathy	ulwaphulo	0.198	0.549	0.393
antiquarian	ulwahlulo	0.500	0.233	0.426
antiquated	zi nyiweyo	0.420	0.392	0.236
antique	antique	0.634	0.290	0.518
antiques	zokulwa	0.540	0.370	0.595
antiquity	mandulo	0.385	0.333	0.556
antiseptic	i-antiseptic	0.438	0.370	0.623
antisocial	ezingafaniyo	0.146	0.686	0.391
antithesis	nxu lumano	0.396	0.412	0.536
antithetical	ezichaseneyo	0.271	0.509	0.358
antiviral	untiviral	0.459	0.470	0.549
antler	nyiweyo	0.448	0.470	0.500
antsy	antsy	0.449	0.558	0.417
anus	anus	0.347	0.644	0.350
anvil	ikhefu	0.380	0.510	0.604
anxiety	uxhalaba	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	xhalaba	0.281	0.875	0.434
anxiousness	ukuxhalaba	0.235	0.814	0.282
anytime	naliphi na ixesha	0.625	0.461	0.436
aorta	aorta	0.448	0.510	0.542
aortic	aortic	0.436	0.540	0.438
apace	nendawo	0.536	0.500	0.536
apache	apache	0.687	0.469	0.500
apartment	indlu	0.719	0.393	0.580
apartments	zokuhlala	0.704	0.337	0.443
apathetic	abangenandaba	0.188	0.292	0.333
apathy	ukungakhathaleli	0.184	0.212	0.204
ape	ipepe	0.548	0.389	0.336
aperture	kuvula	0.612	0.450	0.667
apex	ipepe	0.570	0.433	0.418
aphid	aphid	0.388	0.473	0.407
aphrodisiac	aphrodisiac	0.750	0.846	0.667
apiece	ipisi	0.439	0.259	0.383
aplomb	ikhefu	0.500	0.509	0.582
apocalypse	apocalypse	0.050	0.867	0.736
apocalyptic	i-apocalyptic	0.173	0.880	0.750
apologetic	uxolo	0.479	0.461	0.571
apologist	umxhasi	0.406	0.429	0.526
apologize	xolisa	0.551	0.378	0.389
apology	uxolo	0.571	0.346	0.402
apostasy	uxuko	0.388	0.520	0.517
apostate	wexuki	0.342	0.500	0.528
apostle	mpostile	0.646	0.347	0.732
apostolic	abapostile	0.592	0.300	0.717
apostrophe	apostrophe	0.469	0.368	0.537
apothecary	apothecary	0.561	0.328	0.529
appalled	lisiwe	0.194	0.792	0.562
appalling	eyoyikisayo	0.160	0.827	0.415
apparatus	zixhobo	0.375	0.353	0.377
apparel	sambatho	0.698	0.435	0.453
apparent	kubonakala	0.473	0.383	0.398
apparently	ngokucacileyo	0.531	0.410	0.426
apparition	kuvela	0.406	0.573	0.636
appeal	sibheno	0.663	0.598	0.558
appear	kuvela	0.735	0.506	0.567
appearance	kuvela	0.669	0.490	0.534
appease	bhenela	0.633	0.278	0.434
appellant	ummangali	0.327	0.588	0.568
append	zifaka	0.573	0.464	0.453
appendage	ulwahlulo	0.229	0.382	0.438
appendectomy	appendectomy	0.177	0.670	0.554
appendicitis	appendicitis	0.031	0.640	0.347
appendix	si hlomelo	0.365	0.387	0.425
appetite	nesidlo	0.704	0.637	0.581
appetizer	khenkethi	0.755	0.560	0.406
appetizing	e mtsalane	0.806	0.657	0.688
applaud	bhala	0.865	0.824	0.464
applause	ihlombe	0.953	0.857	0.621
apple	apile	0.811	0.300	0.264
apple juice	ijusi ye-apile	0.765	0.204	0.294
applejack	i-applejack	0.604	0.431	0.473
applesauce	i-appleauce	0.750	0.167	0.291
appliance	umbane	0.582	0.453	0.538
appliances	zixhobo	0.594	0.394	0.567
applicability	sicelo	0.677	0.490	0.741
applicable	sebenza	0.469	0.430	0.667
applicant	sicelo	0.612	0.558	0.688
application	sicelo	0.646	0.445	0.726
apply	sicelo	0.612	0.321	0.667
appoint	kutyumba	0.565	0.330	0.509
appointment	kuqeshwa	0.688	0.594	0.547
appointments	utyunjwa	0.745	0.677	0.625
apportion	kwahlulwa	0.677	0.490	0.638
apportionment	kwahlulwa	0.552	0.481	0.453
appraisal	vavanyo	0.417	0.667	0.682
appraise	kuluhlu	0.677	0.490	0.696
appreciable	xabiso	0.873	0.491	0.778
appreciate	xabisa	0.885	0.422	0.741
appreciated	xabiswa	0.910	0.434	0.779
appreciates	xabisa	0.765	0.500	0.656
appreciation	xabiso	0.917	0.529	0.588
appreciative	xabiso	0.857	0.380	0.654
apprehend	zibandakanya	0.521	0.624	0.696
apprehension	ukukhathazeka	0.385	0.720	0.454
apprehensive	zixhala	0.406	0.592	0.431
apprentice	bafunde	0.615	0.413	0.452
apprenticeship	u kufunda	0.812	0.482	0.643
approach	indlela	0.612	0.392	0.610
approaching	sondela	0.740	0.557	0.491
approbate	NO TRANSLATION	0.646	0.590	0.860
approbation	kuvunywa	0.792	0.529	0.774
appropriate	ezifanelekileyo	0.833	0.368	0.759
appropriation	ulwabiwo	0.510	0.632	0.717
approval	kuvunywa	0.854	0.460	0.889
approve	vumela	0.875	0.548	0.741
approved	kuvunywe	0.833	0.349	0.698
approvement	ukuvunyelwa	0.880	0.625	0.780
approving	vumela	0.917	0.583	0.773
approximate	malunga	0.551	0.560	0.520
approximately	malunga	0.622	0.396	0.538
approximating	ngokulingana	0.583	0.615	0.471
approximation	ukulingana	0.582	0.402	0.593
appurtenances	ukuxhamla	0.573	0.412	0.547
apricot	I-aprikothi	0.708	0.320	0.278
apron	ipron	0.582	0.208	0.245
apt	efanelekileyo	0.582	0.418	0.382
aptitude	ukufaneleka	0.750	0.471	0.746
aqua	aqua	0.656	0.292	0.359
aquamarine	aquamarine	0.729	0.306	0.413
aquarium	aquarium	0.663	0.327	0.393
aquatic	emanzini	0.677	0.510	0.463
aqueduct	emanzini	0.551	0.411	0.534
aqueous	aqueous	0.429	0.270	0.310
arable	luleka	0.510	0.350	0.465
arbiter	i-arbiter	0.561	0.537	0.814
arbitrary	ngokungafaniyo	0.281	0.702	0.686
arbitrate	ugweba	0.470	0.620	0.682
arbitration	mbambano	0.587	0.602	0.670
arbitrator	umlamli	0.385	0.448	0.795
arbor	umgca	0.583	0.490	0.591
arc	arc	0.552	0.388	0.396
arcade	arcade	0.676	0.521	0.502
arcane	i-arcane	0.500	0.490	0.637
arch	umgca	0.500	0.354	0.468
archaeological	zakudala	0.740	0.441	0.660
archaeologist	wezinto zakudala	0.552	0.451	0.706
archaeology	yokuchonga	0.596	0.358	0.691
archaic	archaic	0.271	0.327	0.332
archangel	ngelosi	0.837	0.500	0.708
archbishop	bhishophu omkhulu	0.622	0.280	0.776
archdiocese	archdiocese	0.400	0.321	0.704
archduke	uhlalutyo	0.458	0.413	0.634
arched	kulungiswa	0.582	0.403	0.398
archer	umcibisi	0.573	0.622	0.661
archery	ukudubula	0.594	0.604	0.589
archetype	i-archetype	0.448	0.520	0.569
archipelago	kwiindawo	0.745	0.370	0.592
architect	umakhi	0.776	0.442	0.836
architectural	zokwakha	0.729	0.390	0.670
architecture	zakhiwo	0.820	0.390	0.694
archive	lovimba	0.438	0.294	0.527
arctic	i-arctic	0.615	0.352	0.546
ardent	likhulu	0.694	0.873	0.722
ardor	ngxaki	0.500	0.780	0.538
arduous	lukhuni	0.344	0.783	0.605
area	indawo	0.490	0.306	0.464
arena	kwibala	0.510	0.235	0.404
areola	isola	0.417	0.396	0.381
areyoukidding	NO TRANSLATION	0.429	0.633	0.400
areyoukiddingme	NO TRANSLATION	0.365	0.635	0.375
argent	NO TRANSLATION	0.594	0.418	0.472
argh	ephakamileyo	0.260	0.538	0.328
arghh	NO TRANSLATION	0.292	0.536	0.397
arghhhh	NO TRANSLATION	0.250	0.618	0.324
argue	ngxabano	0.093	0.798	0.525
argument	ngxabano	0.510	0.464	0.698
argumentation	ngxabano	0.479	0.549	0.760
argumentative	ngxabano	0.450	0.531	0.679
arguments	iingxabano	0.541	0.602	0.657
arid	lileyo	0.323	0.333	0.379
arise	kuvela	0.750	0.582	0.725
aristocracy	ubuKristu	0.688	0.549	0.842
aristocrat	ngumphathi	0.583	0.413	0.811
aristocratic	ephezulu	0.449	0.519	0.676
arithmetic	i-arithmetic	0.453	0.460	0.634
ark	ityeya	0.396	0.427	0.543
arm	ingalo	0.552	0.285	0.469
armada	ingalo	0.408	0.740	0.868
armament	ingalo	0.198	0.764	0.810
armaments	zixhobo	0.192	0.839	0.830
armature	ingcibi	0.510	0.558	0.755
armchair	yintonga	0.646	0.164	0.339
armed	zixhobile	0.188	0.750	0.808
armor	zixhobo	0.469	0.625	0.784
armored	i zikhali	0.469	0.509	0.861
armory	zixhobo	0.448	0.663	0.800
armpit	ukuvala	0.283	0.439	0.250
arms	i ingalo	0.464	0.395	0.483
army	umkhosi	0.417	0.759	0.902
aroma	livumba	0.823	0.235	0.442
aromatherapy	aromatherapy	0.847	0.220	0.473
arousal	kuvuka	0.791	0.943	0.731
arouse	kuvusa	0.740	0.491	0.580
aroused	vusiwe	0.708	0.952	0.667
arraignment	ukulungiswa	0.406	0.837	0.534
arrange	ngi selela	0.740	0.490	0.571
arranged	lu ngi selelwe	0.698	0.531	0.728
arrangement	ilungiselelo	0.625	0.382	0.683
array	uluhlu	0.521	0.396	0.568
arrears	emva kwemali	0.286	0.485	0.302
arrest	kubanjwa	0.146	0.951	0.500
arrhythmia	i-arrhythmia	0.265	0.706	0.356
arrival	kufika	0.678	0.510	0.474
arrive	kufika	0.837	0.406	0.585
arrogance	ukuzidla	0.143	0.750	0.620
arrogant	nekratshi	0.115	0.755	0.580
arrow	utolo	0.439	0.390	0.454
arsehole	i-arsehole	0.276	0.598	0.433
arseholes	arseholes	0.188	0.545	0.351
arsenal	arsenal	0.365	0.741	0.752
arsenic	arsenic	0.281	0.472	0.447
arson	ishushu	0.133	0.904	0.567
arsonist	umxhasi	0.348	0.840	0.500
art	ubugcisa	0.812	0.360	0.603
arterial	ulungelelaniso	0.396	0.510	0.583
artery	umzobo	0.396	0.580	0.537
artful	ubugcisa	0.771	0.608	0.778
arthritis	arthritis	0.110	0.518	0.345
arthropod	arthropod	0.344	0.464	0.434
artichoke	i-artichoke	0.583	0.218	0.287
article	nqaku	0.594	0.280	0.481
articles	amanqaku	0.552	0.324	0.565
articulate	ku cacisa	0.677	0.462	0.618
articulation	ngcaciso	0.479	0.480	0.591
artifact	i-artifact	0.510	0.500	0.566
artifice	i-artifice	0.316	0.696	0.482
artificial	yokwenza izinto	0.306	0.385	0.351
artillery	zixhobo	0.350	0.912	0.794
artisan	umculi	0.781	0.330	0.411
artist	umculi	0.802	0.442	0.732
artiste	NO TRANSLATION	0.844	0.512	0.565
artistic	zobugcisa	0.802	0.646	0.632
artistry	ubugcisa	0.823	0.346	0.769
artists	abaculi	0.796	0.667	0.741
artwork	ubugcisa	0.896	0.368	0.679
arty	umgca	0.490	0.422	0.388
asap	Ngokukhawuleza okudibene nokungxama	0.571	0.500	0.552
asbestos	i-asbestos	0.357	0.481	0.464
ascend	nyukela	0.830	0.620	0.812
ascendancy	kunyuka	0.724	0.625	0.700
ascendant	kunyuka	0.656	0.673	0.821
ascending	nyukela	0.826	0.644	0.777
ascension	kunyuka	0.765	0.720	0.714
ascent	kunyuka	0.755	0.627	0.833
ascertain	qinisekisa	0.560	0.530	0.625
ascertained	ya qi niseka	0.531	0.529	0.616
ascetic	i-ascetic	0.438	0.375	0.472
ash	umlotha	0.260	0.210	0.207
ashamed	neentloni	0.156	0.588	0.228
ashes	umlotha	0.327	0.279	0.142
ashtray	ashtray	0.406	0.382	0.265
asinine	asinine	0.429	0.472	0.433
ask	zibuze	0.531	0.440	0.459
asleeep	NO TRANSLATION	0.490	0.210	0.322
asleep	ulele	0.604	0.100	0.270
asp	asp	0.438	0.489	0.375
asparagus	i-asparagus	0.469	0.317	0.264
aspartame	aspartame	0.469	0.480	0.322
aspect	umba	0.479	0.469	0.588
aspects	imiba	0.439	0.480	0.565
aspen	aspen	0.479	0.280	0.395
asphalt	asphalt	0.479	0.264	0.439
asphyxia	asphyxia	0.198	0.704	0.311
asphyxiation	i-asphyxiation	0.059	0.745	0.412
aspiration	iinjongo	0.704	0.724	0.675
aspire	zifuna	0.812	0.469	0.722
aspirin	aspirin	0.479	0.271	0.422
aspiring	nqwenela	0.844	0.582	0.604
ass	esile	0.323	0.750	0.345
assail	ku hlaselwa	0.378	0.510	0.500
assailant	hlasela	0.184	0.868	0.602
assassin	bulala	0.073	0.933	0.632
assassinate	bulala	0.051	0.969	0.722
assassination	bulala	0.083	0.941	0.525
assault	ku hlaselwa	0.167	0.848	0.550
assay	uvavanyo	0.633	0.559	0.594
assemblage	nganiso	0.429	0.452	0.600
assemble	hla nganisa	0.542	0.570	0.750
assembled	badibene	0.663	0.450	0.644
assembly	kwindibano	0.698	0.500	0.640
assemblyman	nganiso	0.430	0.538	0.760
assent	zivuma	0.615	0.515	0.719
assert	ba xelela	0.750	0.619	0.809
asserting	ukuqinisekisile	0.694	0.531	0.736
assertion	ngqinisiso	0.740	0.442	0.750
assertive	nxu lumene	0.719	0.412	0.770
assess	vavanyo	0.698	0.500	0.623
assessment	vavanyo	0.750	0.623	0.658
assessor	umhloli	0.551	0.538	0.764
asset	asethi	0.797	0.765	0.788
assets	asethi	0.667	0.613	0.765
asshole	Umgqobho wempundu	0.133	0.582	0.263
assign	wabela	0.622	0.417	0.709
assignee	ummeli	0.510	0.462	0.510
assignment	isabelo	0.483	0.398	0.745
assimilate	zifana	0.559	0.391	0.683
assimilation	ukufana	0.429	0.378	0.463
assist	ncedisa	0.833	0.435	0.629
assistance	uncedo	0.656	0.519	0.633
assistant	mncedisi	0.625	0.390	0.536
associate	nxu lumene	0.812	0.409	0.625
association	umbutho	0.745	0.500	0.817
assorted	zihambelana	0.602	0.460	0.472
assortment	i-assortment	0.694	0.360	0.526
assuage	kukhishwa	0.745	0.255	0.500
assume	kuthatha	0.698	0.401	0.464
assumed	kuthathwa	0.612	0.247	0.454
assuming	kuthatha	0.740	0.390	0.526
assumption	kuthathwa	0.479	0.431	0.417
assurance	siqinisekiso	0.675	0.442	0.704
assure	qi ni sekisa	0.910	0.460	0.839
assured	qi niseka	0.878	0.327	0.754
assuredly	ngokuqinisekileyo	0.786	0.396	0.833
asterisk	i-asterisk	0.541	0.288	0.273
asteroid	asteroid	0.430	0.721	0.623
asteroids	asteroids	0.361	0.694	0.712
asthma	i-asthma	0.198	0.549	0.227
asthmatic	asthmatic	0.229	0.706	0.294
astigmatism	astigmatism	0.214	0.490	0.429
astonish	ma ngaliswa	0.786	0.845	0.658
astonished	ma ngaliswa	0.510	0.775	0.574
astonishing	ma ngaliswa	0.844	0.802	0.821
astonishingly	NO TRANSLATION	0.827	0.898	0.773
astonishment	ngaliswa	0.680	0.718	0.519
astound	ma ngaliswa	0.729	0.675	0.474
astral	astral	0.604	0.417	0.567
astray	lahleka	0.098	0.676	0.308
astringent	ngokukhawuleza	0.316	0.500	0.474
astrologer	ngeenkwenkwezi	0.594	0.519	0.673
astrology	ngeenkwenkwezi	0.635	0.340	0.500
astronaut	astronaut	0.792	0.601	0.761
astronomer	ngeenkwenkwezi	0.750	0.509	0.735
astronomical	ngeenkwenkwezi	0.600	0.632	0.726
astronomy	ngeenkwenkwezi	0.613	0.474	0.722
astute	bulumko	0.776	0.658	0.827
asunder	ukuhla	0.208	0.442	0.259
asylum	yokukhusela	0.407	0.330	0.445
asymmetric	i-asymmetric	0.580	0.343	0.465
asymmetry	asymmetry	0.476	0.373	0.527
asymptotic	asymptotic	0.479	0.451	0.472
atelier	umtya	0.490	0.330	0.705
atheism	bakholelwa kuThixo	0.276	0.460	0.481
atheist	ukholelwa kuThixo	0.225	0.447	0.377
atheistic	abangakholelwa kuThixo	0.373	0.481	0.466
atherosclerosis	i-atherosclerosis	0.250	0.480	0.343
athlete	umdlali	0.781	0.718	0.686
athletic	yezemidlalo	0.857	0.798	0.708
athleticism	umdlalo	0.750	0.863	0.778
athletics	midlalo	0.831	0.691	0.740
atlas	atlas	0.531	0.306	0.554
atmosphere	emoyeni	0.604	0.300	0.560
atmospheric	emkhathini	0.531	0.420	0.594
atoll	kwinqanaba	0.480	0.408	0.472
atom	i-athomu	0.510	0.500	0.433
atomic	i-athomu	0.327	0.817	0.713
atone	ku bonisa	0.418	0.673	0.411
atonement	ukucamagushela	0.550	0.602	0.683
atpeace	iqondo	0.724	0.298	0.519
atrium	atrium	0.469	0.365	0.473
atrocious	buhlungu	0.073	0.811	0.445
atrocity	kuhlaselwa	0.115	0.844	0.593
atrophy	i-atrophy	0.177	0.540	0.208
attach	fakela	0.520	0.363	0.559
attached	qhotyoshelweyo	0.562	0.350	0.439
attachment	uqhotyoshelweyo	0.570	0.343	0.500
attack	hlaselwa	0.286	0.948	0.670
attacker	hlasela	0.185	0.962	0.629
attacking	hlasela	0.276	0.837	0.642
attain	fi kelele	0.806	0.510	0.719
attainable	maneka	0.760	0.500	0.759
attainment	ukufikelela	0.830	0.520	0.940
attempt	umzamo	0.625	0.491	0.431
attempted	uzame	0.594	0.580	0.567
attend	ukuya khona	0.650	0.420	0.625
attendance	ukuhamba	0.812	0.500	0.592
attendant	umlindi	0.580	0.365	0.519
attention	ngqalelo	0.740	0.599	0.774
attentionseeker	NO TRANSLATION	0.367	0.745	0.457
attentionseekers	NO TRANSLATION	0.531	0.673	0.500
attentive	ngqalelo	0.812	0.520	0.724
attenuate	ukunyanzelisa	0.408	0.302	0.429
attenuated	zinyanzeliswe	0.449	0.280	0.298
attenuation	ukulinda	0.458	0.363	0.464
attest	u bungqina	0.439	0.710	0.685
attestation	ubungqinisiso	0.234	0.635	0.500
attic	i-attic	0.521	0.259	0.377
attire	iingubo	0.742	0.388	0.483
attitude	sengqondo	0.760	0.644	0.861
attorney	igqwetha	0.600	0.594	0.754
attract	kutsala	0.796	0.663	0.769
attraction	mtsalane	0.906	0.774	0.712
attractive	ekhangayo	0.906	0.630	0.769
attractiveness	ku mtsalane	0.938	0.667	0.755
attributable	ebonakalayo	0.704	0.430	0.527
attribute	mfanelo	0.781	0.439	0.795
attribution	isabelo	0.646	0.467	0.658
attrition	ummiselo	0.229	0.540	0.259
auburn	kutshaya	0.510	0.240	0.411
auction	yintengiso	0.594	0.702	0.519
auctioneer	yintengiso	0.542	0.732	0.716
audacious	zi phi	0.740	0.875	0.825
audacity	ukuphicotha	0.760	0.755	0.916
audible	ezivakalayo	0.673	0.370	0.462
audience	abaphulaphuli	0.698	0.610	0.613
audio	umyalezo	0.709	0.425	0.370
audit	phicotho	0.375	0.562	0.735
audition	phicotho	0.750	0.685	0.615
auditions	zokuphicothwa	0.740	0.765	0.596
auditor	mphicothi	0.582	0.571	0.726
auditorium	iholo	0.529	0.490	0.538
auditory	eziphicothiweyo	0.531	0.481	0.570
aught	nto	0.418	0.135	0.217
augment	kunyusa	0.650	0.683	0.645
augmentation	ukunyusa	0.714	0.613	0.850
august	EyeThupha	0.652	0.292	0.462
aunt	kanina	0.667	0.291	0.420
auntie	u Antite	0.643	0.275	0.447
aura	aura	0.760	0.333	0.500
aurora	aurora	0.817	0.306	0.537
auspices	izixhobo	0.542	0.500	0.634
auspicious	ku lungele	0.562	0.635	0.669
austere	austere	0.500	0.390	0.422
austerity	ubunzima	0.438	0.406	0.534
authentic	yinyani	0.885	0.510	0.782
authenticate	ukuqinisekisile	0.833	0.480	0.789
authentication	ukuqinisekiswa	0.724	0.491	0.750
authenticity	ukuthembeka	0.670	0.548	0.845
author	umbhali	0.775	0.343	0.749
authoritative	ogunyazisiweyo	0.636	0.520	0.890
authority	igunya	0.592	0.592	0.934
authorization	ugunyaziso	0.521	0.567	0.817
authorize	ugunyaze	0.772	0.596	0.821
authorized	eligunyazisiweyo	0.760	0.458	0.815
authorship	umbhali	0.667	0.635	0.773
autism	autism	0.235	0.500	0.447
autistic	autistic	0.367	0.337	0.404
auto	ngeemoto	0.571	0.569	0.500
autobiographical	ngokuzenzekelayo	0.909	0.462	0.582
autobiography	yendalo	0.735	0.284	0.629
autocorrect	ngokuzenzekelayo	0.551	0.439	0.616
autocratic	ngokuzenzekelayo	0.542	0.577	0.727
autograph	autograph	0.735	0.565	0.473
autographed	autographed	0.781	0.620	0.625
automated	ngokuzenzekelayo	0.578	0.402	0.632
automatic	ngokuzenzekelayo	0.562	0.433	0.664
automobile	imoto	0.753	0.625	0.534
automotive	imoto	0.656	0.520	0.577
autonomy	ukuzimela	0.781	0.349	0.891
autopilot	i-autopilot	0.594	0.462	0.632
autopsy	autopsy	0.252	0.650	0.538
autumn	ekwindla	0.765	0.204	0.450
auxiliary	abancedisayo	0.622	0.471	0.509
avail	ku fumana	0.800	0.430	0.603
availability	ukufumaneka	0.796	0.544	0.600
available	maneka	0.844	0.356	0.623
avalanche	i-avalanche	0.265	0.915	0.683
