Word	Lithuanian-lt	Valence	Arousal	Dominance
anaesthetic	anestezija	0.449	0.268	0.509
anagram	anagramas	0.552	0.327	0.449
anal	analinis	0.333	0.798	0.334
analgesic	analgetikas	0.417	0.321	0.441
analogous	analogiškas	0.531	0.270	0.500
analogue	analogas	0.570	0.320	0.446
analogy	analogija	0.510	0.367	0.509
analysis	analizė	0.729	0.448	0.705
analyst	analitikas	0.604	0.415	0.755
analytic	analitinis	0.665	0.521	0.634
analytical	analitinis	0.625	0.324	0.800
analyze	analizuoti	0.667	0.462	0.710
analyzer	analizatorius	0.625	0.556	0.854
anaphylactic	anafilaksinis	0.378	0.588	0.500
anarchism	anarchizmas	0.125	0.804	0.623
anarchist	anarchistas	0.204	0.700	0.759
anarchy	anarchija	0.146	0.755	0.620
anastomosis	anastomozė	0.375	0.470	0.490
anathema	Anathema	0.286	0.490	0.519
anatomic	anatominis	0.562	0.442	0.546
anatomy	anatomija	0.562	0.390	0.571
ancestor	protėvis	0.592	0.388	0.594
ancestral	protėviai	0.640	0.481	0.750
ancestry	protėviai	0.708	0.519	0.717
anchor	inkaras	0.520	0.284	0.564
anchorage	tvirtinimas	0.500	0.325	0.639
ancient	senovės	0.420	0.217	0.439
ancillary	pagalbinis	0.449	0.442	0.278
androgen	androgenas	0.255	0.523	0.527
android	android	0.663	0.436	0.500
anecdote	anekdotas	0.583	0.529	0.500
anemia	anemija	0.188	0.327	0.310
anemic	anemija	0.167	0.279	0.155
anemone	anemonis	0.552	0.538	0.327
anesthesia	anestezija	0.365	0.216	0.394
anesthesiologist	anesteziologas	0.419	0.224	0.526
anesthetic	anestezija	0.350	0.264	0.482
aneurysm	aneurizma	0.115	0.690	0.536
anew	iš naujo	0.771	0.358	0.385
angel	angelas	0.906	0.158	0.704
angelic	angeliškas	0.927	0.298	0.668
anger	pyktis	0.167	0.865	0.657
angered	pyktis	0.010	0.860	0.547
angermanagement	NO TRANSLATION	0.260	0.632	0.482
angina	angina	0.230	0.630	0.464
angiogram	angiograma	0.347	0.520	0.465
angiography	angiografija	0.378	0.536	0.520
angle	kampas	0.541	0.330	0.455
angling	žvejyba	0.625	0.408	0.500
angora	Angora	0.529	0.425	0.405
angriest	angriest	0.094	0.892	0.430
angry	piktas	0.122	0.830	0.604
angrytweet	NO TRANSLATION	0.265	0.644	0.471
angst	baimė	0.167	0.888	0.333
anguish	sielvartas	0.153	0.792	0.265
anguished	skausmingas	0.135	0.720	0.307
angular	kampinis	0.449	0.281	0.444
anhydrous	bevandenis	0.456	0.365	0.355
animal	gyvūnas	0.521	0.510	0.513
animate	gyvinti	0.827	0.755	0.635
animated	animacinis	0.823	0.676	0.538
animation	animacija	0.888	0.750	0.549
animosity	priešiškumas	0.510	0.724	0.545
animus	animusas	0.698	0.676	0.466
ankle	kulkšnis	0.500	0.274	0.234
anklet	kulkšnis	0.410	0.276	0.302
annals	metraščiai	0.427	0.610	0.424
annex	priedas	0.594	0.350	0.458
annexation	aneksija	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	sunaikinti	0.115	0.918	0.681
annihilated	sunaikintas	0.080	0.760	0.324
annihilation	sunaikinimas	0.041	0.800	0.591
anniversary	jubiliejus	0.880	0.770	0.723
annotate	komentuoti	0.592	0.469	0.441
annotation	anotacija	0.604	0.470	0.619
announce	skelbti	0.694	0.618	0.611
announcement	skelbimas	0.729	0.491	0.482
announcer	diktorius	0.602	0.570	0.732
annoy	erzina	0.094	0.765	0.286
annoyance	erzina	0.167	0.718	0.342
annoyed	erzina	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	erzina	0.082	0.853	0.348
annoys	erzina	0.146	0.778	0.435
annual	metinis	0.552	0.236	0.500
annuity	anuitetas	0.521	0.304	0.527
annul	atšaukti	0.250	0.448	0.364
annular	žiedinis	0.310	0.385	0.412
annulment	panaikinimas	0.153	0.375	0.447
annulus	žiedas	0.458	0.380	0.376
anointed	pateptas	0.500	0.368	0.579
anointing	patepimas	0.653	0.350	0.547
anomalous	anomalūs	0.281	0.480	0.423
anomaly	anomalija	0.188	0.538	0.404
anon	anon	0.479	0.354	0.298
anonymity	anonimiškumas	0.469	0.255	0.430
anonymous	Anoniminis	0.396	0.291	0.431
anorexic	anoreksija	0.160	0.618	0.245
answer	atsakyti	0.537	0.373	0.661
answerable	atskaitingas	0.708	0.481	0.750
answering	atsakydamas	0.684	0.500	0.607
ant	ant	0.448	0.216	0.216
antagonism	antagonizmas	0.224	0.618	0.524
antagonist	antagonistas	0.240	0.615	0.700
antagonistic	antagonistinis	0.296	0.604	0.565
antagonize	antagonizuoti	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	antecedentas	0.427	0.551	0.566
antelope	antilopė	0.542	0.510	0.500
antenna	antena	0.521	0.327	0.358
anterior	priekinis	0.510	0.245	0.362
anthem	himnas	0.780	0.343	0.729
anthill	anthill	0.327	0.578	0.377
anthology	antologija	0.338	0.406	0.537
anthrax	Siurbimas	0.188	0.730	0.500
anthropological	antropologinis	0.367	0.390	0.490
anthropologist	antropologas	0.551	0.385	0.725
anthropology	antropologija	0.490	0.367	0.582
anti	anti	0.365	0.412	0.384
antiaircraft	antiaircraft	0.330	0.622	0.629
antibiotic	antibiotikas	0.510	0.373	0.658
antibiotics	antibiotikai	0.448	0.406	0.557
antichrist	antikristas	0.082	0.837	0.544
anticipate	tikėtis	0.622	0.469	0.667
anticipation	numatymas	0.698	0.539	0.711
anticipatory	laukiama	0.653	0.551	0.682
antics	antics	0.448	0.740	0.236
antidote	priešnuodis	0.541	0.490	0.629
antifungal	priešgrybeliniai	0.408	0.412	0.441
antigravity	antigravitacija	0.430	0.714	0.658
antimony	stibis	0.378	0.398	0.490
antipathy	antipatija	0.198	0.549	0.393
antiquarian	antikvariatas	0.500	0.233	0.426
antiquated	senovinis	0.420	0.392	0.236
antique	Senovinis	0.634	0.290	0.518
antiques	antikvariniai daiktai	0.540	0.370	0.595
antiquity	senovė	0.385	0.333	0.556
antiseptic	antiseptikas	0.438	0.370	0.623
antisocial	antisocialas	0.146	0.686	0.391
antithesis	antitezė	0.396	0.412	0.536
antithetical	antithetic	0.271	0.509	0.358
antiviral	antivirusinis	0.459	0.470	0.549
antler	antleris	0.448	0.470	0.500
antsy	antsy	0.449	0.558	0.417
anus	anus	0.347	0.644	0.350
anvil	kvailys	0.380	0.510	0.604
anxiety	nerimas	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	nerimas	0.281	0.875	0.434
anxiousness	nerimas	0.235	0.814	0.282
anytime	bet kuriuo metu	0.625	0.461	0.436
aorta	aortos	0.448	0.510	0.542
aortic	aortas	0.436	0.540	0.438
apace	apace	0.536	0.500	0.536
apache	apache	0.687	0.469	0.500
apartment	Butas	0.719	0.393	0.580
apartments	apartamentai	0.704	0.337	0.443
apathetic	apatiškas	0.188	0.292	0.333
apathy	apatija	0.184	0.212	0.204
ape	ape	0.548	0.389	0.336
aperture	diafragma	0.612	0.450	0.667
apex	viršūnė	0.570	0.433	0.418
aphid	aphid	0.388	0.473	0.407
aphrodisiac	afrodiziakas	0.750	0.846	0.667
apiece	gabalas	0.439	0.259	0.383
aplomb	aplomb	0.500	0.509	0.582
apocalypse	apokalipsė	0.050	0.867	0.736
apocalyptic	apokaliptinis	0.173	0.880	0.750
apologetic	Apologetic	0.479	0.461	0.571
apologist	apologistas	0.406	0.429	0.526
apologize	Atsiprašau	0.551	0.378	0.389
apology	Atsiprašau	0.571	0.346	0.402
apostasy	apostasija	0.388	0.520	0.517
apostate	apostatas	0.342	0.500	0.528
apostle	apaštalas	0.646	0.347	0.732
apostolic	apaštališkas	0.592	0.300	0.717
apostrophe	apostrofas	0.469	0.368	0.537
apothecary	apotheciaras	0.561	0.328	0.529
appalled	siaubė	0.194	0.792	0.562
appalling	baisus	0.160	0.827	0.415
apparatus	aparatas	0.375	0.353	0.377
apparel	drabužiai	0.698	0.435	0.453
apparent	akivaizdus	0.473	0.383	0.398
apparently	matyt	0.531	0.410	0.426
apparition	pasirodymas	0.406	0.573	0.636
appeal	skundas	0.663	0.598	0.558
appear	atsiras	0.735	0.506	0.567
appearance	išvaizda	0.669	0.490	0.534
appease	nuraminti	0.633	0.278	0.434
appellant	apeliantas	0.327	0.588	0.568
append	pridėti	0.573	0.464	0.453
appendage	priedas	0.229	0.382	0.438
appendectomy	apendektomija	0.177	0.670	0.554
appendicitis	apendicitas	0.031	0.640	0.347
appendix	priedas	0.365	0.387	0.425
appetite	apetitas	0.704	0.637	0.581
appetizer	užkandis	0.755	0.560	0.406
appetizing	apetitas	0.806	0.657	0.688
applaud	sveikinu	0.865	0.824	0.464
applause	plojimai	0.953	0.857	0.621
apple	obuolys	0.811	0.300	0.264
apple juice	obuolių sultys	0.765	0.204	0.294
applejack	applejack	0.604	0.431	0.473
applesauce	obuoliai	0.750	0.167	0.291
appliance	prietaisas	0.582	0.453	0.538
appliances	prietaisai	0.594	0.394	0.567
applicability	taikomumas	0.677	0.490	0.741
applicable	taikoma	0.469	0.430	0.667
applicant	pareiškėjas	0.612	0.558	0.688
application	prašymas	0.646	0.445	0.726
apply	taikyti	0.612	0.321	0.667
appoint	paskirti	0.565	0.330	0.509
appointment	paskyrimas	0.688	0.594	0.547
appointments	paskyrimai	0.745	0.677	0.625
apportion	paskirstymas	0.677	0.490	0.638
apportionment	paskirstymas	0.552	0.481	0.453
appraisal	vertinimas	0.417	0.667	0.682
appraise	vertinti	0.677	0.490	0.696
appreciable	pastebimas	0.873	0.491	0.778
appreciate	vertiname	0.885	0.422	0.741
appreciated	vertinamas	0.910	0.434	0.779
appreciates	vertina	0.765	0.500	0.656
appreciation	dėkingi	0.917	0.529	0.588
appreciative	dėkingi	0.857	0.380	0.654
apprehend	sulaikyti	0.521	0.624	0.696
apprehension	susirūpinimą	0.385	0.720	0.454
apprehensive	nerimauja	0.406	0.592	0.431
apprentice	mokinys	0.615	0.413	0.452
apprenticeship	pameistrystė	0.812	0.482	0.643
approach	metodas	0.612	0.392	0.610
approaching	artėja	0.740	0.557	0.491
approbate	NO TRANSLATION	0.646	0.590	0.860
approbation	aprobavimas	0.792	0.529	0.774
appropriate	tinkamas	0.833	0.368	0.759
appropriation	asignavimas	0.510	0.632	0.717
approval	patvirtinimas	0.854	0.460	0.889
approve	patvirtinti	0.875	0.548	0.741
approved	patvirtintas	0.833	0.349	0.698
approvement	patvirtinimas	0.880	0.625	0.780
approving	tvirtinimas	0.917	0.583	0.773
approximate	apytiksliai	0.551	0.560	0.520
approximately	maždaug	0.622	0.396	0.538
approximating	apytiksliai	0.583	0.615	0.471
approximation	apytiksliai	0.582	0.402	0.593
appurtenances	asociacijos	0.573	0.412	0.547
apricot	abrikosas	0.708	0.320	0.278
apron	prijuostė	0.582	0.208	0.245
apt	apt	0.582	0.418	0.382
aptitude	tinkamumas	0.750	0.471	0.746
aqua	vanduo	0.656	0.292	0.359
aquamarine	akvamarinas	0.729	0.306	0.413
aquarium	akvariumas	0.663	0.327	0.393
aquatic	vandens	0.677	0.510	0.463
aqueduct	Akvedukas	0.551	0.411	0.534
aqueous	vandeninis	0.429	0.270	0.310
arable	ariamasis	0.510	0.350	0.465
arbiter	arbitras	0.561	0.537	0.814
arbitrary	savavališkas	0.281	0.702	0.686
arbitrate	arbitražas	0.470	0.620	0.682
arbitration	arbitražas	0.587	0.602	0.670
arbitrator	arbitras	0.385	0.448	0.795
arbor	pavėsinė	0.583	0.490	0.591
arc	lankas	0.552	0.388	0.396
arcade	arcade	0.676	0.521	0.502
arcane	arcane	0.500	0.490	0.637
arch	arka	0.500	0.354	0.468
archaeological	archeologiniai	0.740	0.441	0.660
archaeologist	archeologas	0.552	0.451	0.706
archaeology	archeologija	0.596	0.358	0.691
archaic	archajiškas	0.271	0.327	0.332
archangel	Archangelas	0.837	0.500	0.708
archbishop	arkivyskupas	0.622	0.280	0.776
archdiocese	arkivyskupija	0.400	0.321	0.704
archduke	Edukuche	0.458	0.413	0.634
arched	išlenktas	0.582	0.403	0.398
archer	archer	0.573	0.622	0.661
archery	šaudymas iš lanko	0.594	0.604	0.589
archetype	archetipas	0.448	0.520	0.569
archipelago	archipelagas	0.745	0.370	0.592
architect	architektas	0.776	0.442	0.836
architectural	architektūrinis	0.729	0.390	0.670
architecture	architektūra	0.820	0.390	0.694
archive	archyvuoti	0.438	0.294	0.527
arctic	arktinis	0.615	0.352	0.546
ardent	karštas	0.694	0.873	0.722
ardor	bjaurus	0.500	0.780	0.538
arduous	sunkus	0.344	0.783	0.605
area	plotas	0.490	0.306	0.464
arena	arena	0.510	0.235	0.404
areola	areola	0.417	0.396	0.381
areyoukidding	NO TRANSLATION	0.429	0.633	0.400
areyoukiddingme	NO TRANSLATION	0.365	0.635	0.375
argent	NO TRANSLATION	0.594	0.418	0.472
argh	argh	0.260	0.538	0.328
arghh	NO TRANSLATION	0.292	0.536	0.397
arghhhh	NO TRANSLATION	0.250	0.618	0.324
argue	ginčytis	0.093	0.798	0.525
argument	argumentas	0.510	0.464	0.698
argumentation	argumentavimas	0.479	0.549	0.760
argumentative	argumentuotas	0.450	0.531	0.679
arguments	argumentai	0.541	0.602	0.657
arid	sausas	0.323	0.333	0.379
arise	kilti	0.750	0.582	0.725
aristocracy	aristokratija	0.688	0.549	0.842
aristocrat	aristokratas	0.583	0.413	0.811
aristocratic	aristokratiškas	0.449	0.519	0.676
arithmetic	aritmetinis	0.453	0.460	0.634
ark	arkas	0.396	0.427	0.543
arm	ranka	0.552	0.285	0.469
armada	Armada	0.408	0.740	0.868
armament	ginkluote	0.198	0.764	0.810
armaments	ginkluote	0.192	0.839	0.830
armature	armatūra	0.510	0.558	0.755
armchair	fotelis	0.646	0.164	0.339
armed	ginkluotosios	0.188	0.750	0.808
armor	šarvai	0.469	0.625	0.784
armored	šarvuotos	0.469	0.509	0.861
armory	ginkluote	0.448	0.663	0.800
armpit	pažastis	0.283	0.439	0.250
arms	rankos	0.464	0.395	0.483
army	armija	0.417	0.759	0.902
aroma	aromatas	0.823	0.235	0.442
aromatherapy	aromaterapija	0.847	0.220	0.473
arousal	susijaudinimas	0.791	0.943	0.731
arouse	pakelti	0.740	0.491	0.580
aroused	sukėlė	0.708	0.952	0.667
arraignment	kaltinimas	0.406	0.837	0.534
arrange	susitarti	0.740	0.490	0.571
arranged	išdėstytas	0.698	0.531	0.728
arrangement	išdėstymas	0.625	0.382	0.683
array	masyvas	0.521	0.396	0.568
arrears	įsiskolinimas	0.286	0.485	0.302
arrest	areštas	0.146	0.951	0.500
arrhythmia	aritmija	0.265	0.706	0.356
arrival	Atvykimas	0.678	0.510	0.474
arrive	atvykti	0.837	0.406	0.585
arrogance	arogancija	0.143	0.750	0.620
arrogant	arogantiškas	0.115	0.755	0.580
arrow	rodyklė	0.439	0.390	0.454
arsehole	arsehole	0.276	0.598	0.433
arseholes	arseholes	0.188	0.545	0.351
arsenal	arsenalas	0.365	0.741	0.752
arsenic	arsenas	0.281	0.472	0.447
arson	padegimas	0.133	0.904	0.567
arsonist	dvasininkas	0.348	0.840	0.500
art	menas	0.812	0.360	0.603
arterial	arterija	0.396	0.510	0.583
artery	arterija	0.396	0.580	0.537
artful	kvailas	0.771	0.608	0.778
arthritis	artritas	0.110	0.518	0.345
arthropod	nariuotakojų	0.344	0.464	0.434
artichoke	artišokas	0.583	0.218	0.287
article	straipsnis	0.594	0.280	0.481
articles	straipsniai	0.552	0.324	0.565
articulate	suformuluoti	0.677	0.462	0.618
articulation	sąveika	0.479	0.480	0.591
artifact	artefaktas	0.510	0.500	0.566
artifice	artifice	0.316	0.696	0.482
artificial	dirbtinis	0.306	0.385	0.351
artillery	artilerija	0.350	0.912	0.794
artisan	amatininkas	0.781	0.330	0.411
artist	menininkas	0.802	0.442	0.732
artiste	NO TRANSLATION	0.844	0.512	0.565
artistic	meninis	0.802	0.646	0.632
artistry	meniškumas	0.823	0.346	0.769
artists	menininkai	0.796	0.667	0.741
artwork	meno kūriniai	0.896	0.368	0.679
arty	arty	0.490	0.422	0.388
asap	kaip galima greičiau	0.571	0.500	0.552
asbestos	asbestas	0.357	0.481	0.464
ascend	pakilti	0.830	0.620	0.812
ascendancy	ascendancy	0.724	0.625	0.700
ascendant	ascending	0.656	0.673	0.821
ascending	didėjantis	0.826	0.644	0.777
ascension	ascension	0.765	0.720	0.714
ascent	pakilimas	0.755	0.627	0.833
ascertain	įsitikinkite	0.560	0.530	0.625
ascertained	nustatytas	0.531	0.529	0.616
ascetic	asketika	0.438	0.375	0.472
ash	pelenai	0.260	0.210	0.207
ashamed	sugėdintas	0.156	0.588	0.228
ashes	pelenai	0.327	0.279	0.142
ashtray	peleninė	0.406	0.382	0.265
asinine	asinine	0.429	0.472	0.433
ask	paklausk	0.531	0.440	0.459
asleeep	NO TRANSLATION	0.490	0.210	0.322
asleep	miega	0.604	0.100	0.270
asp	asp	0.438	0.489	0.375
asparagus	šparagai	0.469	0.317	0.264
aspartame	aspartamas	0.469	0.480	0.322
aspect	aspektas	0.479	0.469	0.588
aspects	aspektai	0.439	0.480	0.565
aspen	aspen	0.479	0.280	0.395
asphalt	asfaltas	0.479	0.264	0.439
asphyxia	asfiksija	0.198	0.704	0.311
asphyxiation	asfyxiation	0.059	0.745	0.412
aspiration	aspiracija	0.704	0.724	0.675
aspire	aspira	0.812	0.469	0.722
aspirin	aspirinas	0.479	0.271	0.422
aspiring	siekiantis	0.844	0.582	0.604
ass	asilas	0.323	0.750	0.345
assail	užmušti	0.378	0.510	0.500
assailant	užpuolikas	0.184	0.868	0.602
assassin	Assassin	0.073	0.933	0.632
assassinate	nužudyti	0.051	0.969	0.722
assassination	nužudymas	0.083	0.941	0.525
assault	puolimas	0.167	0.848	0.550
assay	testas	0.633	0.559	0.594
assemblage	surinkimas	0.429	0.452	0.600
assemble	surinkti	0.542	0.570	0.750
assembled	surinkti	0.663	0.450	0.644
assembly	surinkimas	0.698	0.500	0.640
assemblyman	surinkėjas	0.430	0.538	0.760
assent	pritarimas	0.615	0.515	0.719
assert	teigti	0.750	0.619	0.809
asserting	teigdamas	0.694	0.531	0.736
assertion	teiginys	0.740	0.442	0.750
assertive	tvirtas	0.719	0.412	0.770
assess	įvertinti	0.698	0.500	0.623
assessment	vertinimas	0.750	0.623	0.658
assessor	vertintojas	0.551	0.538	0.764
asset	turtas	0.797	0.765	0.788
assets	turtas	0.667	0.613	0.765
asshole	asilas	0.133	0.582	0.263
assign	priskirti	0.622	0.417	0.709
assignee	perėmėjas	0.510	0.462	0.510
assignment	paskyrimas	0.483	0.398	0.745
assimilate	asimiliuot	0.559	0.391	0.683
assimilation	asimiliacija	0.429	0.378	0.463
assist	padėti	0.833	0.435	0.629
assistance	parama	0.656	0.519	0.633
assistant	asistentas	0.625	0.390	0.536
associate	bendradarbis	0.812	0.409	0.625
association	asociacija	0.745	0.500	0.817
assorted	Įvairūs	0.602	0.460	0.472
assortment	asortimentas	0.694	0.360	0.526
assuage	palengvinti	0.745	0.255	0.500
assume	prisiimkite	0.698	0.401	0.464
assumed	prielaida	0.612	0.247	0.454
assuming	darant prielaidą	0.740	0.390	0.526
assumption	prielaida	0.479	0.431	0.417
assurance	garantija	0.675	0.442	0.704
assure	įsitikinkite	0.910	0.460	0.839
assured	patikėta	0.878	0.327	0.754
assuredly	tikrai	0.786	0.396	0.833
asterisk	žvaigždutė	0.541	0.288	0.273
asteroid	asteroidas	0.430	0.721	0.623
asteroids	asteroidai	0.361	0.694	0.712
asthma	astma	0.198	0.549	0.227
asthmatic	astma	0.229	0.706	0.294
astigmatism	astigmatizmas	0.214	0.490	0.429
astonish	nustebinti	0.786	0.845	0.658
astonished	apstulbintas	0.510	0.775	0.574
astonishing	stebina	0.844	0.802	0.821
astonishingly	NO TRANSLATION	0.827	0.898	0.773
astonishment	nuostaba	0.680	0.718	0.519
astound	asound	0.729	0.675	0.474
astral	astralinis	0.604	0.417	0.567
astray	klaidinga	0.098	0.676	0.308
astringent	sutraukiantis	0.316	0.500	0.474
astrologer	astrologas	0.594	0.519	0.673
astrology	astrologija	0.635	0.340	0.500
astronaut	astronautas	0.792	0.601	0.761
astronomer	astronomas	0.750	0.509	0.735
astronomical	astronominis	0.600	0.632	0.726
astronomy	astronomija	0.613	0.474	0.722
astute	akli	0.776	0.658	0.827
asunder	asunder	0.208	0.442	0.259
asylum	prieglobstis	0.407	0.330	0.445
asymmetric	asimetriška	0.580	0.343	0.465
asymmetry	asimetrija	0.476	0.373	0.527
asymptotic	asimptotinis	0.479	0.451	0.472
atelier	ateljė	0.490	0.330	0.705
atheism	Ateizmas	0.276	0.460	0.481
atheist	ateistas	0.225	0.447	0.377
atheistic	ateistinis	0.373	0.481	0.466
atherosclerosis	aterosklerozė	0.250	0.480	0.343
athlete	sportininkas	0.781	0.718	0.686
athletic	Atletiškas	0.857	0.798	0.708
athleticism	atletika	0.750	0.863	0.778
athletics	lengvoji atletika	0.831	0.691	0.740
atlas	atlasas	0.531	0.306	0.554
atmosphere	atmosfera	0.604	0.300	0.560
atmospheric	atmosfera	0.531	0.420	0.594
atoll	atolas	0.480	0.408	0.472
atom	atomas	0.510	0.500	0.433
atomic	atominis	0.327	0.817	0.713
atone	Atonas	0.418	0.673	0.411
atonement	atpirkimas	0.550	0.602	0.683
atpeace	taikoje	0.724	0.298	0.519
atrium	atriumas	0.469	0.365	0.473
atrocious	žiaurus	0.073	0.811	0.445
atrocity	žiaurumas	0.115	0.844	0.593
atrophy	atrofija	0.177	0.540	0.208
attach	pritvirtinti	0.520	0.363	0.559
attached	pridedamas	0.562	0.350	0.439
attachment	priesaga	0.570	0.343	0.500
attack	ataka	0.286	0.948	0.670
attacker	užpuolikas	0.185	0.962	0.629
attacking	puola	0.276	0.837	0.642
attain	pasiekti	0.806	0.510	0.719
attainable	pasiekiamas	0.760	0.500	0.759
attainment	pasiekimai	0.830	0.520	0.940
attempt	bandymas	0.625	0.491	0.431
attempted	bandė	0.594	0.580	0.567
attend	dalyvauti	0.650	0.420	0.625
attendance	lankomumas	0.812	0.500	0.592
attendant	palydovas	0.580	0.365	0.519
attention	dėmesio	0.740	0.599	0.774
attentionseeker	NO TRANSLATION	0.367	0.745	0.457
attentionseekers	NO TRANSLATION	0.531	0.673	0.500
attentive	dėmesingas	0.812	0.520	0.724
attenuate	susilpninti	0.408	0.302	0.429
attenuated	susilpnintas	0.449	0.280	0.298
attenuation	silpninimas	0.458	0.363	0.464
attest	patvirtinti	0.439	0.710	0.685
attestation	atestacija	0.234	0.635	0.500
attic	palėpėje	0.521	0.259	0.377
attire	apranga	0.742	0.388	0.483
attitude	požiūris	0.760	0.644	0.861
attorney	advokatas	0.600	0.594	0.754
attract	pritraukti	0.796	0.663	0.769
attraction	pritraukimas	0.906	0.774	0.712
attractive	patrauklus	0.906	0.630	0.769
attractiveness	patrauklumas	0.938	0.667	0.755
attributable	priskirtinas	0.704	0.430	0.527
attribute	atributas	0.781	0.439	0.795
attribution	priskyrimas	0.646	0.467	0.658
attrition	trauka	0.229	0.540	0.259
auburn	auburn	0.510	0.240	0.411
auction	aukcione	0.594	0.702	0.519
auctioneer	aukcione	0.542	0.732	0.716
audacious	audringas	0.740	0.875	0.825
audacity	drąsumas	0.760	0.755	0.916
audible	girdimas	0.673	0.370	0.462
audience	auditorija	0.698	0.610	0.613
audio	garsas	0.709	0.425	0.370
audit	auditas	0.375	0.562	0.735
audition	klausymasis	0.750	0.685	0.615
auditions	klausymai	0.740	0.765	0.596
auditor	auditorius	0.582	0.571	0.726
auditorium	auditorija	0.529	0.490	0.538
auditory	klausytis	0.531	0.481	0.570
aught	taip	0.418	0.135	0.217
augment	didinti	0.650	0.683	0.645
augmentation	padidinimas	0.714	0.613	0.850
august	Rugpjūtis	0.652	0.292	0.462
aunt	teta	0.667	0.291	0.420
auntie	teta	0.643	0.275	0.447
aura	aura	0.760	0.333	0.500
aurora	Aurora	0.817	0.306	0.537
auspices	globoja	0.542	0.500	0.634
auspicious	palankus	0.562	0.635	0.669
austere	austere	0.500	0.390	0.422
austerity	taupymas	0.438	0.406	0.534
authentic	autentiškas	0.885	0.510	0.782
authenticate	patvirtinti	0.833	0.480	0.789
authentication	autentifikavimas	0.724	0.491	0.750
authenticity	autentiškumas	0.670	0.548	0.845
author	autorius	0.775	0.343	0.749
authoritative	autoritetingas	0.636	0.520	0.890
authority	institucija	0.592	0.592	0.934
authorization	leidimas	0.521	0.567	0.817
authorize	leisti	0.772	0.596	0.821
authorized	įgaliotas	0.760	0.458	0.815
authorship	autorius	0.667	0.635	0.773
autism	autizmas	0.235	0.500	0.447
autistic	autizmo	0.367	0.337	0.404
auto	automatinis	0.571	0.569	0.500
autobiographical	autobiografinis	0.909	0.462	0.582
