Word	Dutch-nl	Valence	Arousal	Dominance
analytical	analytisch	0.625	0.324	0.800
analyze	analyseren	0.667	0.462	0.710
analyzer	analyzer	0.625	0.556	0.854
anaphylactic	anafylactische	0.378	0.588	0.500
anarchism	anarchisme	0.125	0.804	0.623
anarchist	anarchist	0.204	0.700	0.759
anarchy	anarchie	0.146	0.755	0.620
anastomosis	anastomose	0.375	0.470	0.490
anathema	anathema	0.286	0.490	0.519
anatomic	anatomisch	0.562	0.442	0.546
anatomy	anatomie	0.562	0.390	0.571
ancestor	Voorvader	0.592	0.388	0.594
ancestral	voorouderlijke	0.640	0.481	0.750
ancestry	voorgeslacht	0.708	0.519	0.717
anchor	anker	0.520	0.284	0.564
anchorage	ankerplaats	0.500	0.325	0.639
ancient	oude	0.420	0.217	0.439
ancillary	ondergeschikt	0.449	0.442	0.278
androgen	androgeen	0.255	0.523	0.527
android	android	0.663	0.436	0.500
anecdote	anekdote	0.583	0.529	0.500
anemia	anemie	0.188	0.327	0.310
anemic	bloedarm	0.167	0.279	0.155
anemone	anemoon	0.552	0.538	0.327
anesthesia	anesthesie	0.365	0.216	0.394
anesthesiologist	anesthesist	0.419	0.224	0.526
anesthetic	verdovingsmiddel	0.350	0.264	0.482
aneurysm	aneurysma	0.115	0.690	0.536
anew	opnieuw	0.771	0.358	0.385
angel	engel	0.906	0.158	0.704
angelic	engelachtig	0.927	0.298	0.668
anger	boosheid	0.167	0.865	0.657
angered	boos	0.010	0.860	0.547
angermanagement	NO TRANSLATION	0.260	0.632	0.482
angina	angina	0.230	0.630	0.464
angiogram	angiogram	0.347	0.520	0.465
angiography	angiografie	0.378	0.536	0.520
angle	hoek	0.541	0.330	0.455
angling	hengelen	0.625	0.408	0.500
angora	Angora	0.529	0.425	0.405
angriest	angriest	0.094	0.892	0.430
angry	boos	0.122	0.830	0.604
angrytweet	NO TRANSLATION	0.265	0.644	0.471
angst	angst	0.167	0.888	0.333
anguish	angst	0.153	0.792	0.265
anguished	gekweld	0.135	0.720	0.307
angular	hoekig	0.449	0.281	0.444
anhydrous	watervrij	0.456	0.365	0.355
animal	dier	0.521	0.510	0.513
animate	bezielen	0.827	0.755	0.635
animated	geanimeerde	0.823	0.676	0.538
animation	animatie	0.888	0.750	0.549
animosity	vijandigheid	0.510	0.724	0.545
animus	animositeit	0.698	0.676	0.466
ankle	enkel	0.500	0.274	0.234
anklet	enkelband	0.410	0.276	0.302
annals	annalen	0.427	0.610	0.424
annex	bijlage	0.594	0.350	0.458
annexation	annexatie	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	vernietigen	0.115	0.918	0.681
annihilated	vernietigd	0.080	0.760	0.324
annihilation	vernietiging	0.041	0.800	0.591
anniversary	verjaardag	0.880	0.770	0.723
annotate	annoteren	0.592	0.469	0.441
annotation	aantekening	0.604	0.470	0.619
announce	aankondigen	0.694	0.618	0.611
announcement	Aankondiging	0.729	0.491	0.482
announcer	omroeper	0.602	0.570	0.732
annoy	ergeren	0.094	0.765	0.286
annoyance	ergernis	0.167	0.718	0.342
annoyed	geërgerd	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	vervelend	0.082	0.853	0.348
annoys	ergert	0.146	0.778	0.435
annual	jaar-	0.552	0.236	0.500
annuity	lijfrente	0.521	0.304	0.527
annul	vernietigen	0.250	0.448	0.364
annular	ringvormig	0.310	0.385	0.412
annulment	vernietiging	0.153	0.375	0.447
annulus	annulus	0.458	0.380	0.376
anointed	gezalfd	0.500	0.368	0.579
anointing	zalving	0.653	0.350	0.547
anomalous	abnormaal	0.281	0.480	0.423
anomaly	afwijking	0.188	0.538	0.404
anon	aanstonds	0.479	0.354	0.298
anonymity	anonimiteit	0.469	0.255	0.430
anonymous	anoniem	0.396	0.291	0.431
anorexic	anorexia	0.160	0.618	0.245
answer	antwoord	0.537	0.373	0.661
answerable	aansprakelijk	0.708	0.481	0.750
answering	antwoordapparaat	0.684	0.500	0.607
ant	mier	0.448	0.216	0.216
antagonism	antagonisme	0.224	0.618	0.524
antagonist	antagonist	0.240	0.615	0.700
antagonistic	vijandig	0.296	0.604	0.565
antagonize	tegenwerken	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	antecedent	0.427	0.551	0.566
antelope	antilope	0.542	0.510	0.500
antenna	antenne	0.521	0.327	0.358
anterior	voorste	0.510	0.245	0.362
anthem	hymne	0.780	0.343	0.729
anthill	mierenhoop	0.327	0.578	0.377
anthology	bloemlezing	0.338	0.406	0.537
anthrax	miltvuur	0.188	0.730	0.500
anthropological	antropologische	0.367	0.390	0.490
anthropologist	antropoloog	0.551	0.385	0.725
anthropology	antropologie	0.490	0.367	0.582
anti	anti	0.365	0.412	0.384
antiaircraft	luchtafweer	0.330	0.622	0.629
antibiotic	antibioticum	0.510	0.373	0.658
antibiotics	antibiotica	0.448	0.406	0.557
antichrist	antichrist	0.082	0.837	0.544
anticipate	anticiperen	0.622	0.469	0.667
anticipation	verwachting	0.698	0.539	0.711
anticipatory	vooruitlopend	0.653	0.551	0.682
antics	capriolen	0.448	0.740	0.236
antidote	tegengif	0.541	0.490	0.629
antifungal	antifungale	0.408	0.412	0.441
antigravity	anti zwaartekracht	0.430	0.714	0.658
antimony	antimonium	0.378	0.398	0.490
antipathy	antipathie	0.198	0.549	0.393
antiquarian	antiquair	0.500	0.233	0.426
antiquated	verouderd	0.420	0.392	0.236
antique	antiek	0.634	0.290	0.518
antiques	antiek	0.540	0.370	0.595
antiquity	oudheid	0.385	0.333	0.556
antiseptic	antiseptisch	0.438	0.370	0.623
antisocial	antisociaal	0.146	0.686	0.391
antithesis	tegenstelling	0.396	0.412	0.536
antithetical	tegengesteld	0.271	0.509	0.358
antiviral	antivirale	0.459	0.470	0.549
antler	gewei	0.448	0.470	0.500
antsy	antsy	0.449	0.558	0.417
anus	anus	0.347	0.644	0.350
anvil	aambeeld	0.380	0.510	0.604
anxiety	angst	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	angstig	0.281	0.875	0.434
anxiousness	angstgevoelens	0.235	0.814	0.282
anytime	op elk gewenst moment	0.625	0.461	0.436
aorta	aorta	0.448	0.510	0.542
aortic	aorta	0.436	0.540	0.438
apace	snel	0.536	0.500	0.536
apache	apache	0.687	0.469	0.500
apartment	appartement	0.719	0.393	0.580
apartments	appartementen	0.704	0.337	0.443
apathetic	apathisch	0.188	0.292	0.333
apathy	apathie	0.184	0.212	0.204
ape	aap	0.548	0.389	0.336
aperture	opening	0.612	0.450	0.667
apex	top	0.570	0.433	0.418
aphid	bladluis	0.388	0.473	0.407
aphrodisiac	afrodisiacum	0.750	0.846	0.667
apiece	een stuk	0.439	0.259	0.383
aplomb	aplomb	0.500	0.509	0.582
apocalypse	Apocalypse	0.050	0.867	0.736
apocalyptic	apocalyptische	0.173	0.880	0.750
apologetic	verontschuldigend	0.479	0.461	0.571
apologist	apologeet	0.406	0.429	0.526
apologize	verontschuldigen	0.551	0.378	0.389
apology	verontschuldiging	0.571	0.346	0.402
apostasy	afvalligheid	0.388	0.520	0.517
apostate	afvallige	0.342	0.500	0.528
apostle	apostel	0.646	0.347	0.732
apostolic	apostolisch	0.592	0.300	0.717
apostrophe	apostrof	0.469	0.368	0.537
apothecary	apotheker	0.561	0.328	0.529
appalled	geschokt	0.194	0.792	0.562
appalling	verschrikkelijk	0.160	0.827	0.415
apparatus	inrichting	0.375	0.353	0.377
apparel	kleding	0.698	0.435	0.453
apparent	schijnbaar	0.473	0.383	0.398
apparently	blijkbaar	0.531	0.410	0.426
apparition	verschijning	0.406	0.573	0.636
appeal	in beroep gaan	0.663	0.598	0.558
appear	verschijnen	0.735	0.506	0.567
appearance	uiterlijk	0.669	0.490	0.534
appease	sussen	0.633	0.278	0.434
appellant	appellant	0.327	0.588	0.568
append	toevoegen	0.573	0.464	0.453
appendage	aanhangsel	0.229	0.382	0.438
appendectomy	appendectomy	0.177	0.670	0.554
appendicitis	appendicitis	0.031	0.640	0.347
appendix	bijlage	0.365	0.387	0.425
appetite	eetlust	0.704	0.637	0.581
appetizer	voorgerechten	0.755	0.560	0.406
appetizing	smakelijk	0.806	0.657	0.688
applaud	toejuichen	0.865	0.824	0.464
applause	applaus	0.953	0.857	0.621
apple	appel	0.811	0.300	0.264
apple juice	appelsap	0.765	0.204	0.294
applejack	appeldrank	0.604	0.431	0.473
applesauce	appelmoes	0.750	0.167	0.291
appliance	toestel	0.582	0.453	0.538
appliances	huishoudelijke apparaten	0.594	0.394	0.567
applicability	toepasselijkheid	0.677	0.490	0.741
applicable	van toepassing	0.469	0.430	0.667
applicant	aanvrager	0.612	0.558	0.688
application	toepassing	0.646	0.445	0.726
apply	van toepassing zijn	0.612	0.321	0.667
appoint	aanstellen	0.565	0.330	0.509
appointment	afspraak	0.688	0.594	0.547
appointments	benoemingen	0.745	0.677	0.625
apportion	toewijzen	0.677	0.490	0.638
apportionment	verdeling	0.552	0.481	0.453
appraisal	taxatie	0.417	0.667	0.682
appraise	taxeren	0.677	0.490	0.696
appreciable	merkbaar	0.873	0.491	0.778
appreciate	op prijs stellen	0.885	0.422	0.741
appreciated	gewaardeerd	0.910	0.434	0.779
appreciates	waardeert	0.765	0.500	0.656
appreciation	waardering	0.917	0.529	0.588
appreciative	waarderend	0.857	0.380	0.654
apprehend	begrijpen	0.521	0.624	0.696
apprehension	vrees	0.385	0.720	0.454
apprehensive	beducht	0.406	0.592	0.431
apprentice	leerling	0.615	0.413	0.452
apprenticeship	leertijd	0.812	0.482	0.643
approach	nadering	0.612	0.392	0.610
approaching	naderen	0.740	0.557	0.491
approbate	NO TRANSLATION	0.646	0.590	0.860
approbation	goedkeuring	0.792	0.529	0.774
appropriate	geschikt	0.833	0.368	0.759
appropriation	toeëigening	0.510	0.632	0.717
approval	goedkeuring	0.854	0.460	0.889
approve	goedkeuren	0.875	0.548	0.741
approved	aangenomen	0.833	0.349	0.698
approvement	goedkeuring	0.880	0.625	0.780
approving	goedkeuren	0.917	0.583	0.773
approximate	benaderend	0.551	0.560	0.520
approximately	ongeveer	0.622	0.396	0.538
approximating	benaderende	0.583	0.615	0.471
approximation	benadering	0.582	0.402	0.593
appurtenances	aanhorigheden	0.573	0.412	0.547
apricot	abrikoos	0.708	0.320	0.278
apron	schort	0.582	0.208	0.245
apt	geneigd	0.582	0.418	0.382
aptitude	aanleg	0.750	0.471	0.746
aqua	aqua	0.656	0.292	0.359
aquamarine	aquamarijn	0.729	0.306	0.413
aquarium	aquarium	0.663	0.327	0.393
aquatic	aquatisch	0.677	0.510	0.463
aqueduct	waterleiding	0.551	0.411	0.534
aqueous	waterig	0.429	0.270	0.310
arable	bebouwbaar	0.510	0.350	0.465
arbiter	arbiter	0.561	0.537	0.814
arbitrary	arbitrair	0.281	0.702	0.686
arbitrate	beslechten	0.470	0.620	0.682
arbitration	arbitrage	0.587	0.602	0.670
arbitrator	arbiter	0.385	0.448	0.795
arbor	prieel	0.583	0.490	0.591
arc	boog	0.552	0.388	0.396
arcade	zuilengang	0.676	0.521	0.502
arcane	geheim	0.500	0.490	0.637
arch	boog	0.500	0.354	0.468
archaeological	archeologisch	0.740	0.441	0.660
archaeologist	archeoloog	0.552	0.451	0.706
archaeology	oudheidkunde	0.596	0.358	0.691
archaic	verouderd	0.271	0.327	0.332
archangel	aartsengel	0.837	0.500	0.708
archbishop	aartsbisschop	0.622	0.280	0.776
archdiocese	aartsbisdom	0.400	0.321	0.704
archduke	aartshertog	0.458	0.413	0.634
arched	gewelfd	0.582	0.403	0.398
archer	boogschutter	0.573	0.622	0.661
archery	boogschieten	0.594	0.604	0.589
archetype	archetype	0.448	0.520	0.569
archipelago	archipel	0.745	0.370	0.592
architect	architect	0.776	0.442	0.836
architectural	bouwkundig	0.729	0.390	0.670
architecture	architectuur	0.820	0.390	0.694
archive	archief	0.438	0.294	0.527
arctic	arctisch	0.615	0.352	0.546
ardent	vurig	0.694	0.873	0.722
ardor	ijver	0.500	0.780	0.538
arduous	zwaar	0.344	0.783	0.605
area	Gebied	0.490	0.306	0.464
arena	arena	0.510	0.235	0.404
areola	tepelhof	0.417	0.396	0.381
areyoukidding	NO TRANSLATION	0.429	0.633	0.400
areyoukiddingme	NO TRANSLATION	0.365	0.635	0.375
argent	NO TRANSLATION	0.594	0.418	0.472
argh	argh	0.260	0.538	0.328
arghh	NO TRANSLATION	0.292	0.536	0.397
arghhhh	NO TRANSLATION	0.250	0.618	0.324
argue	argumenteren	0.093	0.798	0.525
argument	argument	0.510	0.464	0.698
argumentation	redenering	0.479	0.549	0.760
argumentative	betogend	0.450	0.531	0.679
arguments	argumenten	0.541	0.602	0.657
arid	dor	0.323	0.333	0.379
arise	ontstaan	0.750	0.582	0.725
aristocracy	aristocratie	0.688	0.549	0.842
aristocrat	aristocraat	0.583	0.413	0.811
aristocratic	aristocratisch	0.449	0.519	0.676
arithmetic	rekenkundig	0.453	0.460	0.634
ark	ark	0.396	0.427	0.543
arm	arm	0.552	0.285	0.469
armada	vloot	0.408	0.740	0.868
armament	bewapening	0.198	0.764	0.810
armaments	bewapening	0.192	0.839	0.830
armature	bewapening	0.510	0.558	0.755
armchair	fauteuil	0.646	0.164	0.339
armed	gewapend	0.188	0.750	0.808
armor	schild	0.469	0.625	0.784
armored	gepantserd	0.469	0.509	0.861
armory	arsenaal	0.448	0.663	0.800
armpit	oksel	0.283	0.439	0.250
arms	armen	0.464	0.395	0.483
army	leger	0.417	0.759	0.902
aroma	aroma	0.823	0.235	0.442
aromatherapy	aromatherapie	0.847	0.220	0.473
arousal	opwinding	0.791	0.943	0.731
arouse	wekken	0.740	0.491	0.580
aroused	gewekt	0.708	0.952	0.667
arraignment	aanklacht	0.406	0.837	0.534
arrange	regelen	0.740	0.490	0.571
arranged	geregeld	0.698	0.531	0.728
arrangement	arrangement	0.625	0.382	0.683
array	rangschikking	0.521	0.396	0.568
arrears	achterstand	0.286	0.485	0.302
arrest	arresteren	0.146	0.951	0.500
arrhythmia	aritmie	0.265	0.706	0.356
arrival	aankomst	0.678	0.510	0.474
arrive	aankomen	0.837	0.406	0.585
arrogance	arrogantie	0.143	0.750	0.620
arrogant	arrogant	0.115	0.755	0.580
arrow	pijl	0.439	0.390	0.454
arsehole	arsehole	0.276	0.598	0.433
arseholes	klootzakken	0.188	0.545	0.351
arsenal	arsenaal	0.365	0.741	0.752
arsenic	arseen-	0.281	0.472	0.447
arson	brandstichting	0.133	0.904	0.567
arsonist	brandstichter	0.348	0.840	0.500
art	kunst	0.812	0.360	0.603
arterial	slagaderlijk	0.396	0.510	0.583
artery	slagader	0.396	0.580	0.537
artful	listig	0.771	0.608	0.778
arthritis	artritis	0.110	0.518	0.345
arthropod	geleedpotige	0.344	0.464	0.434
artichoke	artisjok	0.583	0.218	0.287
article	artikel	0.594	0.280	0.481
articles	artikelen	0.552	0.324	0.565
articulate	articuleren	0.677	0.462	0.618
articulation	articulatie	0.479	0.480	0.591
artifact	artefact	0.510	0.500	0.566
artifice	kunstgreep	0.316	0.696	0.482
artificial	kunstmatig	0.306	0.385	0.351
artillery	artillerie	0.350	0.912	0.794
artisan	ambachtsman	0.781	0.330	0.411
artist	artiest	0.802	0.442	0.732
artiste	NO TRANSLATION	0.844	0.512	0.565
artistic	artistiek	0.802	0.646	0.632
artistry	kunstenaarstalent	0.823	0.346	0.769
artists	kunstenaars	0.796	0.667	0.741
artwork	artwork	0.896	0.368	0.679
arty	arty	0.490	0.422	0.388
asap	zsm	0.571	0.500	0.552
asbestos	asbest	0.357	0.481	0.464
ascend	opstijgen	0.830	0.620	0.812
ascendancy	overwicht	0.724	0.625	0.700
ascendant	stijgend	0.656	0.673	0.821
ascending	oplopend	0.826	0.644	0.777
ascension	hemelvaart	0.765	0.720	0.714
ascent	beklimming	0.755	0.627	0.833
ascertain	vaststellen	0.560	0.530	0.625
ascertained	vastgesteld	0.531	0.529	0.616
ascetic	asceet	0.438	0.375	0.472
ash	as	0.260	0.210	0.207
ashamed	beschaamd	0.156	0.588	0.228
ashes	as	0.327	0.279	0.142
ashtray	asbakje	0.406	0.382	0.265
asinine	ezelachtig	0.429	0.472	0.433
ask	vragen	0.531	0.440	0.459
asleeep	NO TRANSLATION	0.490	0.210	0.322
asleep	in slaap	0.604	0.100	0.270
asp	adder	0.438	0.489	0.375
asparagus	asperge	0.469	0.317	0.264
aspartame	aspartaam	0.469	0.480	0.322
aspect	aspect	0.479	0.469	0.588
aspects	aspecten	0.439	0.480	0.565
aspen	esp	0.479	0.280	0.395
asphalt	asfalt	0.479	0.264	0.439
asphyxia	verstikking	0.198	0.704	0.311
asphyxiation	verstikking	0.059	0.745	0.412
aspiration	aspiratie	0.704	0.724	0.675
aspire	streven	0.812	0.469	0.722
aspirin	aspirine	0.479	0.271	0.422
aspiring	eerzuchtig	0.844	0.582	0.604
ass	ezel	0.323	0.750	0.345
assail	aanranden	0.378	0.510	0.500
assailant	aanvaller	0.184	0.868	0.602
assassin	moordenaar	0.073	0.933	0.632
assassinate	vermoorden	0.051	0.969	0.722
assassination	moord	0.083	0.941	0.525
assault	aanval	0.167	0.848	0.550
assay	analyse	0.633	0.559	0.594
assemblage	verzameling	0.429	0.452	0.600
assemble	monteren	0.542	0.570	0.750
assembled	geassembleerd	0.663	0.450	0.644
assembly	bijeenkomst	0.698	0.500	0.640
assemblyman	Assemblyman	0.430	0.538	0.760
assent	instemming	0.615	0.515	0.719
assert	beweren	0.750	0.619	0.809
asserting	beweren	0.694	0.531	0.736
assertion	bewering	0.740	0.442	0.750
assertive	zelfbewust	0.719	0.412	0.770
assess	schatten	0.698	0.500	0.623
assessment	beoordeling	0.750	0.623	0.658
assessor	assessor	0.551	0.538	0.764
asset	aanwinst	0.797	0.765	0.788
assets	middelen	0.667	0.613	0.765
asshole	lul	0.133	0.582	0.263
assign	toewijzen	0.622	0.417	0.709
assignee	cessionaris	0.510	0.462	0.510
assignment	toewijzing	0.483	0.398	0.745
assimilate	assimileren	0.559	0.391	0.683
assimilation	assimilatie	0.429	0.378	0.463
assist	helpen	0.833	0.435	0.629
assistance	bijstand	0.656	0.519	0.633
assistant	assistent	0.625	0.390	0.536
associate	associëren	0.812	0.409	0.625
association	vereniging	0.745	0.500	0.817
assorted	geassorteerd	0.602	0.460	0.472
assortment	assortiment	0.694	0.360	0.526
assuage	lenigen	0.745	0.255	0.500
assume	uitgaan van	0.698	0.401	0.464
assumed	uitgegaan van	0.612	0.247	0.454
assuming	ervan uitgaand	0.740	0.390	0.526
assumption	veronderstelling	0.479	0.431	0.417
assurance	zekerheid	0.675	0.442	0.704
assure	verzekeren	0.910	0.460	0.839
assured	verzekerd	0.878	0.327	0.754
assuredly	zeker	0.786	0.396	0.833
asterisk	asterisk	0.541	0.288	0.273
asteroid	asteroïde	0.430	0.721	0.623
asteroids	asteroïden	0.361	0.694	0.712
asthma	astma	0.198	0.549	0.227
asthmatic	astmatisch	0.229	0.706	0.294
astigmatism	astigmatisme	0.214	0.490	0.429
astonish	verbazen	0.786	0.845	0.658
astonished	verwonderd	0.510	0.775	0.574
astonishing	verbazingwekkend	0.844	0.802	0.821
astonishingly	NO TRANSLATION	0.827	0.898	0.773
astonishment	verbazing	0.680	0.718	0.519
astound	verbazen	0.729	0.675	0.474
astral	astraal	0.604	0.417	0.567
astray	op een dwaalspoor	0.098	0.676	0.308
astringent	samentrekkend	0.316	0.500	0.474
astrologer	astroloog	0.594	0.519	0.673
astrology	astrologie	0.635	0.340	0.500
astronaut	astronaut	0.792	0.601	0.761
astronomer	astronoom	0.750	0.509	0.735
astronomical	sterrenkundig	0.600	0.632	0.726
astronomy	astronomie	0.613	0.474	0.722
astute	geslepen	0.776	0.658	0.827
asunder	in stukken	0.208	0.442	0.259
asylum	asiel	0.407	0.330	0.445
asymmetric	asymmetrisch	0.580	0.343	0.465
asymmetry	asymmetrie	0.476	0.373	0.527
asymptotic	asymptotische	0.479	0.451	0.472
atelier	atelier	0.490	0.330	0.705
atheism	atheïsme	0.276	0.460	0.481
atheist	atheïst	0.225	0.447	0.377
atheistic	atheïstische	0.373	0.481	0.466
atherosclerosis	atherosclerose	0.250	0.480	0.343
athlete	atleet	0.781	0.718	0.686
athletic	atletisch	0.857	0.798	0.708
athleticism	atletisch	0.750	0.863	0.778
athletics	atletiek	0.831	0.691	0.740
atlas	atlas	0.531	0.306	0.554
atmosphere	atmosfeer	0.604	0.300	0.560
atmospheric	atmosferisch	0.531	0.420	0.594
atoll	atol	0.480	0.408	0.472
atom	atoom	0.510	0.500	0.433
atomic	atomair	0.327	0.817	0.713
atone	verzoenen	0.418	0.673	0.411
atonement	verzoening	0.550	0.602	0.683
atpeace	in vrede	0.724	0.298	0.519
atrium	atrium	0.469	0.365	0.473
atrocious	afgrijselijk	0.073	0.811	0.445
atrocity	gruweldaad	0.115	0.844	0.593
atrophy	atrofie	0.177	0.540	0.208
attach	hechten	0.520	0.363	0.559
attached	gehecht	0.562	0.350	0.439
attachment	gehechtheid	0.570	0.343	0.500
attack	aanval	0.286	0.948	0.670
attacker	aanvaller	0.185	0.962	0.629
attacking	aanvallende	0.276	0.837	0.642
attain	bereiken	0.806	0.510	0.719
attainable	bereikbaar	0.760	0.500	0.759
attainment	bereiking	0.830	0.520	0.940
attempt	poging	0.625	0.491	0.431
attempted	poging tot	0.594	0.580	0.567
attend	bijwonen	0.650	0.420	0.625
attendance	opkomst	0.812	0.500	0.592
attendant	begeleider	0.580	0.365	0.519
attention	aandacht	0.740	0.599	0.774
attentionseeker	NO TRANSLATION	0.367	0.745	0.457
attentionseekers	NO TRANSLATION	0.531	0.673	0.500
attentive	attent	0.812	0.520	0.724
attenuate	verzwakken	0.408	0.302	0.429
attenuated	verzwakt	0.449	0.280	0.298
attenuation	verzwakking	0.458	0.363	0.464
attest	getuigen	0.439	0.710	0.685
attestation	getuigenis	0.234	0.635	0.500
attic	vliering	0.521	0.259	0.377
attire	kleding	0.742	0.388	0.483
attitude	houding	0.760	0.644	0.861
attorney	advocaat	0.600	0.594	0.754
attract	aantrekken	0.796	0.663	0.769
attraction	aantrekkelijkheid	0.906	0.774	0.712
attractive	aantrekkelijk	0.906	0.630	0.769
attractiveness	aantrekkelijkheid	0.938	0.667	0.755
attributable	toe te schrijven	0.704	0.430	0.527
attribute	attribuut	0.781	0.439	0.795
attribution	attributie	0.646	0.467	0.658
attrition	wrijving	0.229	0.540	0.259
auburn	kastanjebruin	0.510	0.240	0.411
auction	veiling	0.594	0.702	0.519
auctioneer	veilingmeester	0.542	0.732	0.716
audacious	vermetel	0.740	0.875	0.825
audacity	vermetelheid	0.760	0.755	0.916
audible	hoorbaar	0.673	0.370	0.462
audience	publiek	0.698	0.610	0.613
audio	audio	0.709	0.425	0.370
audit	audit	0.375	0.562	0.735
audition	auditie	0.750	0.685	0.615
auditions	audities	0.740	0.765	0.596
auditor	revisor	0.582	0.571	0.726
auditorium	gehoorzaal	0.529	0.490	0.538
auditory	gehoor-	0.531	0.481	0.570
aught	iets	0.418	0.135	0.217
augment	vergroten	0.650	0.683	0.645
augmentation	vermeerdering	0.714	0.613	0.850
august	augustus	0.652	0.292	0.462
aunt	tante	0.667	0.291	0.420
auntie	tante	0.643	0.275	0.447
aura	aura	0.760	0.333	0.500
aurora	Aurora	0.817	0.306	0.537
auspices	auspiciën	0.542	0.500	0.634
auspicious	gunstig	0.562	0.635	0.669
austere	sober	0.500	0.390	0.422
austerity	strengheid	0.438	0.406	0.534
authentic	authentiek	0.885	0.510	0.782
authenticate	waarmerken	0.833	0.480	0.789
authentication	authenticatie	0.724	0.491	0.750
authenticity	echtheid	0.670	0.548	0.845
author	auteur	0.775	0.343	0.749
authoritative	gezaghebbend	0.636	0.520	0.890
authority	autoriteit	0.592	0.592	0.934
authorization	machtiging	0.521	0.567	0.817
authorize	toestemming geven	0.772	0.596	0.821
authorized	gemachtigde	0.760	0.458	0.815
authorship	auteurschap	0.667	0.635	0.773
autism	autisme	0.235	0.500	0.447
autistic	autistisch	0.367	0.337	0.404
auto	auto	0.571	0.569	0.500
autobiographical	autobiografisch	0.909	0.462	0.582
autobiography	autobiografie	0.735	0.284	0.629
autocorrect	autocorrect	0.551	0.439	0.616
autocratic	autocratisch	0.542	0.577	0.727
autograph	handtekening	0.735	0.565	0.473
autographed	gesigneerd	0.781	0.620	0.625
automated	automated	0.578	0.402	0.632
