Word	Lao-lo	Valence	Arousal	Dominance
alphabet	ຕົວອັກສອນ	0.562	0.204	0.672
alphabetical	ຕົວອັກສອນ	0.537	0.296	0.535
alpine	ເຂດເນີນພູ	0.594	0.337	0.474
alreadyyyyy	alreadyyyyy	0.592	0.717	0.351
altar	ແທ່ນບູຊາ	0.724	0.387	0.635
altar boy	altar boy	0.434	0.206	0.350
alter	ປ່ຽນແປງ	0.333	0.694	0.654
alteration	ການປ່ຽນແປງ	0.167	0.798	0.609
altercation	altercation	0.170	0.806	0.500
altered	ປ່ຽນແປງ	0.255	0.765	0.500
alternate	alternate	0.625	0.363	0.589
alternating	alternating	0.480	0.494	0.542
alternative	ທາງເລືອກ	0.628	0.373	0.631
altimeter	altimeter	0.615	0.510	0.580
altitude	altitude	0.708	0.482	0.736
alto	alto	0.656	0.404	0.730
altogether	ທັງຫມົດ	0.833	0.324	0.644
aluminum	ອາລູມິນຽມ	0.449	0.280	0.434
alumnus	ອາຍຸສູງສຸດ	0.633	0.368	0.422
alveolar	alveolar	0.469	0.481	0.367
alzheimers	NO TRANSLATION	0.194	0.518	0.319
amalgam	amalgam	0.438	0.333	0.510
amalgamation	ການປອມແປງ	0.406	0.470	0.531
amaretto	amaretto	0.543	0.551	0.375
amass	amass	0.552	0.465	0.465
amateur	ນັກສມັກເລ່ນ	0.469	0.500	0.409
amaze	ປະຫລາດໃຈ	0.896	0.843	0.783
amazed	ປະຫລາດໃຈ	0.796	0.779	0.533
amazedness	NO TRANSLATION	0.827	0.872	0.510
amazement	ປະຫລາດໃຈ	0.750	0.800	0.639
amazing	ເຮັດໃຫ້ປະລາດ	0.906	0.837	0.849
amazingly	amazingly	0.918	0.765	0.920
ambassador	ເອກອັກຄະລັດຖະທູດ	0.651	0.529	0.917
amber	amber	0.635	0.308	0.369
ambience	ambience	0.735	0.356	0.426
ambient	ambient	0.625	0.360	0.582
ambiguity	ambiguity	0.164	0.460	0.370
ambiguous	ບໍ່ແນ່ນອນ	0.265	0.462	0.358
ambit	ambit	0.479	0.380	0.386
ambition	ambition	0.510	0.804	0.661
ambitious	ມີຄວາມທະເຍີທະຍານ	0.484	0.821	0.717
ambivalent	ambivalent	0.510	0.404	0.482
ambrosia	ambrosia	0.571	0.452	0.480
ambulance	ambulance	0.500	0.750	0.609
ambush	ambush	0.281	0.830	0.500
ameliorate	ປັບປຸງ	0.770	0.548	0.747
amen	amen	0.781	0.182	0.542
amenable	ມີອໍານາດ	0.448	0.410	0.406
amend	ແກ້ໄຂ	0.688	0.406	0.658
amendment	ການແກ້ໄຂ	0.531	0.459	0.606
amends	ແກ້ໄຂ	0.640	0.366	0.517
amenity	ສະບາຍດີ	0.750	0.327	0.574
amethyst	amethyst	0.622	0.406	0.517
amiable	amiable	0.847	0.290	0.483
amicable	ເປັນມິດ	0.875	0.330	0.507
amid	ຢູ່ທ່າມກາງ	0.510	0.340	0.256
amidst	ຢູ່ທ່າມກາງ	0.480	0.330	0.316
amino	amino	0.551	0.402	0.433
ammo	ammo	0.323	0.765	0.621
ammonia	ammonia	0.292	0.587	0.409
ammonium	ammonium	0.354	0.396	0.368
ammunition	ລູກປືນ	0.338	0.635	0.667
amnesia	amnesia	0.296	0.330	0.308
amnesty	amnesty	0.551	0.451	0.814
amorous	amorous	0.844	0.670	0.636
amorphous	amorphous	0.327	0.402	0.349
amortization	amortization	0.592	0.491	0.522
amount	ຈໍາ​ນວນ	0.562	0.422	0.649
amour	NO TRANSLATION	0.865	0.480	0.652
amp	amp	0.439	0.393	0.375
ampersand	ampersand	0.480	0.448	0.483
amphetamines	amphetamines	0.133	0.667	0.526
amphibian	amphibian	0.427	0.357	0.474
amphibious	amphibious	0.479	0.346	0.445
amphitheater	amphitheater	0.653	0.480	0.545
ample	ຢ່າງຫຼວງຫຼາຍ	0.744	0.349	0.719
amplification	amplification	0.690	0.677	0.810
amplify	amplify	0.677	0.735	0.827
amplitude	amplitude	0.694	0.439	0.692
amply	ຢ່າງກວ້າງຂວາງ	0.781	0.431	0.766
amputate	amputate	0.092	0.660	0.509
amputation	amputation	0.100	0.755	0.483
amuck	amuck	0.385	0.602	0.321
amulet	amulet	0.781	0.260	0.630
amuse	amuse	0.812	0.684	0.664
amused	ມີຄວາມສຸກ	0.942	0.847	0.596
amusement	ເຮັດໃຫ້ຂົບຂັນ	0.929	0.837	0.803
amusing	ມ່ວນຊື່ນ	0.960	0.829	0.632
ana	NO TRANSLATION	0.541	0.300	0.314
anaconda	anaconda	0.146	0.830	0.540
anaesthesia	anesthesia	0.350	0.217	0.473
anaesthetic	ອາການແຊກຊ້ອນ	0.449	0.268	0.509
anagram	anagram	0.552	0.327	0.449
anal	anal	0.333	0.798	0.334
analgesic	analgesic	0.417	0.321	0.441
analogous	ຄ້າຍຄືກັນ	0.531	0.270	0.500
analogue	analogue	0.570	0.320	0.446
analogy	analogy	0.510	0.367	0.509
analysis	ການວິເຄາະ	0.729	0.448	0.705
analyst	ນັກວິເຄາະ	0.604	0.415	0.755
analytic	analytic	0.665	0.521	0.634
analytical	ການວິເຄາະ	0.625	0.324	0.800
analyze	ວິເຄາະ	0.667	0.462	0.710
analyzer	ນັກວິເຄາະ	0.625	0.556	0.854
anaphylactic	anaphylactic	0.378	0.588	0.500
anarchism	anarchism	0.125	0.804	0.623
anarchist	anarchist	0.204	0.700	0.759
anarchy	anarchy	0.146	0.755	0.620
anastomosis	anastomosis	0.375	0.470	0.490
anathema	anathema	0.286	0.490	0.519
anatomic	anatomic	0.562	0.442	0.546
anatomy	anatomy	0.562	0.390	0.571
ancestor	ancestor	0.592	0.388	0.594
ancestral	ບັນພະບຸລຸດ	0.640	0.481	0.750
ancestry	ບັນພະບຸລຸດ	0.708	0.519	0.717
anchor	anchor	0.520	0.284	0.564
anchorage	anchorage	0.500	0.325	0.639
ancient	ວັດຖຸບູຮານ	0.420	0.217	0.439
ancillary	ancillary	0.449	0.442	0.278
androgen	androgen	0.255	0.523	0.527
android	android	0.663	0.436	0.500
anecdote	anecdote	0.583	0.529	0.500
anemia	ພະຍາດເລືອດຈາງ	0.188	0.327	0.310
anemic	ພະຍາດເລືອດຈາງ	0.167	0.279	0.155
anemone	anemone	0.552	0.538	0.327
anesthesia	anesthesia	0.365	0.216	0.394
anesthesiologist	anesthesiologist	0.419	0.224	0.526
anesthetic	ອາການແຊກຊ້ອນ	0.350	0.264	0.482
aneurysm	aneurysm	0.115	0.690	0.536
anew	ໃຫມ່	0.771	0.358	0.385
angel	ທູດສະຫວັນ	0.906	0.158	0.704
angelic	angelic	0.927	0.298	0.668
anger	ຄວາມໃຈຮ້າຍ	0.167	0.865	0.657
angered	ໃຈຮ້າຍ	0.010	0.860	0.547
angermanagement	NO TRANSLATION	0.260	0.632	0.482
angina	angina	0.230	0.630	0.464
angiogram	angiogram	0.347	0.520	0.465
angiography	angiography	0.378	0.536	0.520
angle	ມຸມ	0.541	0.330	0.455
angling	ການລ່ອງເຮືອ	0.625	0.408	0.500
angora	angora	0.529	0.425	0.405
angriest	angriest	0.094	0.892	0.430
angry	ໃຈຮ້າຍ	0.122	0.830	0.604
angrytweet	NO TRANSLATION	0.265	0.644	0.471
angst	angst	0.167	0.888	0.333
anguish	ຄວາມເຈັບປວດ	0.153	0.792	0.265
anguished	ອຶດໃຈ	0.135	0.720	0.307
angular	ມຸມ	0.449	0.281	0.444
anhydrous	anhydrous	0.456	0.365	0.355
animal	ສັດ	0.521	0.510	0.513
animate	ດໍາລົງຊີວິດ	0.827	0.755	0.635
animated	animated	0.823	0.676	0.538
animation	animation	0.888	0.750	0.549
animosity	ຄວາມກຽດຊັງ	0.510	0.724	0.545
animus	animus	0.698	0.676	0.466
ankle	ຂໍ້ຕີນ	0.500	0.274	0.234
anklet	anklet	0.410	0.276	0.302
annals	annals	0.427	0.610	0.424
annex	annex	0.594	0.350	0.458
annexation	annexation	0.342	0.500	0.555
annexe	NO TRANSLATION	0.584	0.350	0.392
annihilate	annihilate	0.115	0.918	0.681
annihilated	annihilated	0.080	0.760	0.324
annihilation	ການທໍາລາຍ	0.041	0.800	0.591
anniversary	ຄົບຮອບ	0.880	0.770	0.723
annotate	annotate	0.592	0.469	0.441
annotation	annotation	0.604	0.470	0.619
announce	ປະກາດ	0.694	0.618	0.611
announcement	ແຈ້ງການ	0.729	0.491	0.482
announcer	ປະກາດ	0.602	0.570	0.732
annoy	annoy	0.094	0.765	0.286
annoyance	annoyance	0.167	0.718	0.342
annoyed	ຫນ້າຮໍາຄານ	0.104	0.783	0.345
annoyin	NO TRANSLATION	0.260	0.573	0.352
annoying	ຫນ້າຮໍາຄານ	0.082	0.853	0.348
annoys	annoys	0.146	0.778	0.435
annual	ປະຈໍາປີ	0.552	0.236	0.500
annuity	annuity	0.521	0.304	0.527
annul	annul	0.250	0.448	0.364
annular	annular	0.310	0.385	0.412
annulment	ການຍົກເລີກ	0.153	0.375	0.447
annulus	annulus	0.458	0.380	0.376
anointed	ເຈີມ	0.500	0.368	0.579
anointing	ການແຕ່ງຕົວ	0.653	0.350	0.547
anomalous	anomalous	0.281	0.480	0.423
anomaly	anomaly	0.188	0.538	0.404
anon	anon	0.479	0.354	0.298
anonymity	ຄວາມຊື່ສັດ	0.469	0.255	0.430
anonymous	anonymous	0.396	0.291	0.431
anorexic	anorexic	0.160	0.618	0.245
answer	ຕອບ	0.537	0.373	0.661
answerable	ສາມາດຕອບໄດ້	0.708	0.481	0.750
answering	ຕອບໂຕ້	0.684	0.500	0.607
ant	ant	0.448	0.216	0.216
antagonism	antagonism	0.224	0.618	0.524
antagonist	antagonist	0.240	0.615	0.700
antagonistic	antagonistic	0.296	0.604	0.565
antagonize	antagonize	0.143	0.663	0.629
ante	NO TRANSLATION	0.448	0.320	0.417
antecedent	antecedent	0.427	0.551	0.566
antelope	antelope	0.542	0.510	0.500
antenna	ເສົາອາກາດ	0.521	0.327	0.358
anterior	anterior	0.510	0.245	0.362
anthem	ເພງສັນລະເສີນ	0.780	0.343	0.729
anthill	anthill	0.327	0.578	0.377
anthology	anthology	0.338	0.406	0.537
anthrax	anthrax	0.188	0.730	0.500
anthropological	anthropological	0.367	0.390	0.490
anthropologist	anthropologist	0.551	0.385	0.725
anthropology	anthropology	0.490	0.367	0.582
anti	ຕ້ານ	0.365	0.412	0.384
antiaircraft	antiaircraft	0.330	0.622	0.629
antibiotic	ຢາຕ້ານເຊື້ອ	0.510	0.373	0.658
antibiotics	ຢາຕ້ານເຊື້ອ	0.448	0.406	0.557
antichrist	antichrist	0.082	0.837	0.544
anticipate	ຄາດຫວັງວ່າ	0.622	0.469	0.667
anticipation	ຄວາມຄາດຫວັງ	0.698	0.539	0.711
anticipatory	anticipatory	0.653	0.551	0.682
antics	ການແປກປະຫຼາດ	0.448	0.740	0.236
antidote	ຢາຕ້ານເຊື້ອ	0.541	0.490	0.629
antifungal	antifungal	0.408	0.412	0.441
antigravity	antigravity	0.430	0.714	0.658
antimony	antimony	0.378	0.398	0.490
antipathy	antipathy	0.198	0.549	0.393
antiquarian	antiquarian	0.500	0.233	0.426
antiquated	ເກົ່າແກ່	0.420	0.392	0.236
antique	ໂບລານ	0.634	0.290	0.518
antiques	ໂບລານ	0.540	0.370	0.595
antiquity	ໂບລານ	0.385	0.333	0.556
antiseptic	antiseptic	0.438	0.370	0.623
antisocial	antisocial	0.146	0.686	0.391
antithesis	antithesis	0.396	0.412	0.536
antithetical	antithetical	0.271	0.509	0.358
antiviral	antiviral	0.459	0.470	0.549
antler	antler	0.448	0.470	0.500
antsy	antsy	0.449	0.558	0.417
anus	anus	0.347	0.644	0.350
anvil	anvil	0.380	0.510	0.604
anxiety	ຄວາມກັງວົນ	0.146	0.865	0.342
anxietyattack	NO TRANSLATION	0.150	0.925	0.446
anxious	ກັງວົນ	0.281	0.875	0.434
anxiousness	ຄວາມກັງວົນໃຈ	0.235	0.814	0.282
anytime	ທຸກເວລາ	0.625	0.461	0.436
aorta	aorta	0.448	0.510	0.542
aortic	aortic	0.436	0.540	0.438
apace	apace	0.536	0.500	0.536
apache	apache	0.687	0.469	0.500
apartment	ອະພາດເມນ	0.719	0.393	0.580
apartments	ອະພາດເມນ	0.704	0.337	0.443
apathetic	ຄວາມບໍ່ສະຫງົບ	0.188	0.292	0.333
apathy	ຄວາມບໍ່ສະຫງົບ	0.184	0.212	0.204
ape	ape	0.548	0.389	0.336
aperture	aperture	0.612	0.450	0.667
apex	apex	0.570	0.433	0.418
aphid	aphid	0.388	0.473	0.407
aphrodisiac	aphrodisiac	0.750	0.846	0.667
apiece	ຫນຶ່ງຄັ້ງ	0.439	0.259	0.383
aplomb	aplomb	0.500	0.509	0.582
apocalypse	apocalypse	0.050	0.867	0.736
apocalyptic	apocalyptic	0.173	0.880	0.750
apologetic	ຂໍໂທດ	0.479	0.461	0.571
apologist	apologist	0.406	0.429	0.526
apologize	ຂໍໂທດ	0.551	0.378	0.389
apology	ຂໍໂທດ	0.571	0.346	0.402
apostasy	apostasy	0.388	0.520	0.517
apostate	apostate	0.342	0.500	0.528
apostle	ອັກຄະສາວົກ	0.646	0.347	0.732
apostolic	apostolic	0.592	0.300	0.717
apostrophe	apostrophe	0.469	0.368	0.537
apothecary	apothecary	0.561	0.328	0.529
appalled	ຫນ້າຢ້ານກົວ	0.194	0.792	0.562
appalling	ຫນ້າຢ້ານກົວ	0.160	0.827	0.415
apparatus	ອຸປະກອນ	0.375	0.353	0.377
apparel	ເຄື່ອງນຸ່ງຫົ່ມ	0.698	0.435	0.453
apparent	ປາກົດຂື້ນ	0.473	0.383	0.398
apparently	ປາກົດຂື້ນ	0.531	0.410	0.426
apparition	apparition	0.406	0.573	0.636
appeal	ຮ້ອງຂໍ	0.663	0.598	0.558
appear	ປາກົດ	0.735	0.506	0.567
appearance	ຮູບລັກສະນະ	0.669	0.490	0.534
appease	ສະບາຍໃຈ	0.633	0.278	0.434
appellant	appellant	0.327	0.588	0.568
append	ເພີ່ມເຕີມ	0.573	0.464	0.453
appendage	appendage	0.229	0.382	0.438
appendectomy	appendectomy	0.177	0.670	0.554
appendicitis	appendicitis	0.031	0.640	0.347
appendix	appendix	0.365	0.387	0.425
appetite	appetite	0.704	0.637	0.581
appetizer	appetizer	0.755	0.560	0.406
appetizing	appetizing	0.806	0.657	0.688
applaud	ຊົມເຊີຍ	0.865	0.824	0.464
applause	applause	0.953	0.857	0.621
apple	ຫມາກໂປມ	0.811	0.300	0.264
apple juice	ນໍ້​ໍ​າ​ຫມາກ​ໂປ້ມ	0.765	0.204	0.294
applejack	applejack	0.604	0.431	0.473
applesauce	applesauce	0.750	0.167	0.291
appliance	ເຄື່ອງໃຊ້ໄຟຟ້າ	0.582	0.453	0.538
appliances	ເຄື່ອງໃຊ້ໄຟຟ້າ	0.594	0.394	0.567
applicability	applicability	0.677	0.490	0.741
applicable	ສາມາດໃຊ້ໄດ້	0.469	0.430	0.667
applicant	ຜູ້ສະຫມັກ	0.612	0.558	0.688
application	ຄໍາຮ້ອງສະຫມັກ	0.646	0.445	0.726
apply	ນໍາໃຊ້	0.612	0.321	0.667
appoint	ແຕ່ງຕັ້ງ	0.565	0.330	0.509
appointment	ການແຕ່ງຕັ້ງ	0.688	0.594	0.547
appointments	ການນັດຫມາຍ	0.745	0.677	0.625
apportion	ການແບ່ງປັນ	0.677	0.490	0.638
apportionment	ການແບ່ງປັນ	0.552	0.481	0.453
appraisal	ການປະເມີນຜົນ	0.417	0.667	0.682
appraise	appraise	0.677	0.490	0.696
appreciable	ເຫັນໄດ້ຊັດເຈນ	0.873	0.491	0.778
appreciate	ຂອບໃຈ	0.885	0.422	0.741
appreciated	ຂອບໃຈ	0.910	0.434	0.779
appreciates	ຂອບໃຈ	0.765	0.500	0.656
appreciation	ຂອບໃຈ	0.917	0.529	0.588
appreciative	ຂອບໃຈ	0.857	0.380	0.654
apprehend	apprehend	0.521	0.624	0.696
apprehension	apprehension	0.385	0.720	0.454
apprehensive	ຄວາມຢ້ານກົວ	0.406	0.592	0.431
apprentice	apprentice	0.615	0.413	0.452
apprenticeship	apprenticeship	0.812	0.482	0.643
approach	ວິທີການ	0.612	0.392	0.610
approaching	approaching	0.740	0.557	0.491
approbate	NO TRANSLATION	0.646	0.590	0.860
approbation	ການອະນຸມັດ	0.792	0.529	0.774
appropriate	ເຫມາະສົມ	0.833	0.368	0.759
appropriation	appropriation	0.510	0.632	0.717
approval	ອະນຸມັດ	0.854	0.460	0.889
approve	ອະນຸມັດ	0.875	0.548	0.741
approved	ໄດ້ຮັບອະນຸມັດ	0.833	0.349	0.698
approvement	ຄວາມເຂົ້າໃຈ	0.880	0.625	0.780
approving	ການອະນຸມັດ	0.917	0.583	0.773
approximate	ປະມານ	0.551	0.560	0.520
approximately	ປະມານ	0.622	0.396	0.538
approximating	ປະມານ	0.583	0.615	0.471
approximation	approximation	0.582	0.402	0.593
appurtenances	appurtenances	0.573	0.412	0.547
apricot	apricot	0.708	0.320	0.278
apron	apron	0.582	0.208	0.245
apt	ເຫມາະສົມ	0.582	0.418	0.382
aptitude	aptitude	0.750	0.471	0.746
aqua	aqua	0.656	0.292	0.359
aquamarine	aquamarine	0.729	0.306	0.413
aquarium	ຕູ້ປາ	0.663	0.327	0.393
aquatic	ນ້ໍາ	0.677	0.510	0.463
aqueduct	aqueduct	0.551	0.411	0.534
aqueous	aqueous	0.429	0.270	0.310
arable	arable	0.510	0.350	0.465
arbiter	arbiter	0.561	0.537	0.814
arbitrary	ກົງກັນຂ້າມ	0.281	0.702	0.686
arbitrate	arbitrate	0.470	0.620	0.682
arbitration	ການໄກ່ເກ່ຍ	0.587	0.602	0.670
arbitrator	ຜູ້ຊີ້ຂາດ	0.385	0.448	0.795
arbor	arbor	0.583	0.490	0.591
arc	arc	0.552	0.388	0.396
arcade	arcade	0.676	0.521	0.502
arcane	arcane	0.500	0.490	0.637
arch	ໂຄ້ງ	0.500	0.354	0.468
archaeological	ໂບຮານຄະດີ	0.740	0.441	0.660
archaeologist	ນັກໂບຮານຄະດີ	0.552	0.451	0.706
archaeology	ໂບຮານຄະດີ	0.596	0.358	0.691
archaic	archaic	0.271	0.327	0.332
archangel	archangel	0.837	0.500	0.708
archbishop	archbishop	0.622	0.280	0.776
archdiocese	archdiocese	0.400	0.321	0.704
archduke	archduke	0.458	0.413	0.634
arched	arched	0.582	0.403	0.398
archer	archer	0.573	0.622	0.661
archery	archery	0.594	0.604	0.589
archetype	archetype	0.448	0.520	0.569
archipelago	ຫມູ່ເກາະ	0.745	0.370	0.592
architect	architect	0.776	0.442	0.836
architectural	ຖາປັດຕະຍະ	0.729	0.390	0.670
architecture	architecture	0.820	0.390	0.694
archive	archive	0.438	0.294	0.527
arctic	arctic	0.615	0.352	0.546
ardent	ແຂໍງແຮງ	0.694	0.873	0.722
ardor	ຕື່ນເຕັ້ນ	0.500	0.780	0.538
arduous	ແຂໍງແຮງ	0.344	0.783	0.605
area	ພື້ນທີ່	0.490	0.306	0.464
arena	ສະຫນາມກິລາ	0.510	0.235	0.404
areola	isola	0.417	0.396	0.381
areyoukidding	NO TRANSLATION	0.429	0.633	0.400
areyoukiddingme	NO TRANSLATION	0.365	0.635	0.375
argent	NO TRANSLATION	0.594	0.418	0.472
argh	argh	0.260	0.538	0.328
arghh	NO TRANSLATION	0.292	0.536	0.397
arghhhh	NO TRANSLATION	0.250	0.618	0.324
argue	ການໂຕ້ຖຽງ	0.093	0.798	0.525
argument	ການໂຕ້ຖຽງ	0.510	0.464	0.698
argumentation	ການໂຕ້ຖຽງ	0.479	0.549	0.760
argumentative	ການໂຕ້ຖຽງ	0.450	0.531	0.679
arguments	ການໂຕ້ຖຽງ	0.541	0.602	0.657
arid	ແຫ້ງແລ້ງ	0.323	0.333	0.379
arise	ເກີດຂຶ້ນ	0.750	0.582	0.725
aristocracy	ຊົນຊັ້ນສູງ	0.688	0.549	0.842
aristocrat	ຊົນຊັ້ນສູງ	0.583	0.413	0.811
aristocratic	ຄົນຊັ້ນສູງ	0.449	0.519	0.676
arithmetic	ເລກຄະນິດສາດ	0.453	0.460	0.634
ark	ເຮືອ	0.396	0.427	0.543
arm	ແຂນ	0.552	0.285	0.469
armada	armada	0.408	0.740	0.868
armament	armament	0.198	0.764	0.810
armaments	ອາວຸດ	0.192	0.839	0.830
armature	armature	0.510	0.558	0.755
armchair	armchair	0.646	0.164	0.339
armed	ປະກອບອາວຸດ	0.188	0.750	0.808
armor	armor	0.469	0.625	0.784
armored	ຫຸ້ມເກາະ	0.469	0.509	0.861
armory	armory	0.448	0.663	0.800
armpit	ນ້ໍາແຂໍງ	0.283	0.439	0.250
arms	ແຂນ	0.464	0.395	0.483
army	ກອງທັບ	0.417	0.759	0.902
aroma	ກິ່ນຫອມ	0.823	0.235	0.442
aromatherapy	aromatherapy	0.847	0.220	0.473
arousal	arousal	0.791	0.943	0.731
arouse	ສ້າງຂື້ນ	0.740	0.491	0.580
aroused	ກະຕຸ້ນໃຈ	0.708	0.952	0.667
arraignment	arraignment	0.406	0.837	0.534
arrange	ຈັດແຈງ	0.740	0.490	0.571
arranged	ຈັດລຽງ	0.698	0.531	0.728
arrangement	ການຈັດຕັ້ງ	0.625	0.382	0.683
array	array	0.521	0.396	0.568
arrears	ຫນີ້ສິນ	0.286	0.485	0.302
arrest	ຈັບກຸມ	0.146	0.951	0.500
arrhythmia	arrhythmia	0.265	0.706	0.356
arrival	ມາຮອດ	0.678	0.510	0.474
arrive	ມາຮອດ	0.837	0.406	0.585
arrogance	ອວດດີ	0.143	0.750	0.620
arrogant	ກຽດຊັງ	0.115	0.755	0.580
arrow	arrow	0.439	0.390	0.454
arsehole	arsehole	0.276	0.598	0.433
arseholes	arseholes	0.188	0.545	0.351
arsenal	arsenal	0.365	0.741	0.752
arsenic	arsenic	0.281	0.472	0.447
arson	ການເຜົາໄຫມ້	0.133	0.904	0.567
arsonist	ຜູ້ກໍ່ການຮ້າຍ	0.348	0.840	0.500
art	art	0.812	0.360	0.603
arterial	arterial	0.396	0.510	0.583
artery	ເສັ້ນເລືອດ	0.396	0.580	0.537
artful	artful	0.771	0.608	0.778
arthritis	ໂລກຂໍ້ອັກເສບ	0.110	0.518	0.345
arthropod	arthropod	0.344	0.464	0.434
artichoke	artichoke	0.583	0.218	0.287
article	ບົດຄວາມ	0.594	0.280	0.481
articles	ບົດຄວາມ	0.552	0.324	0.565
articulate	articulate	0.677	0.462	0.618
articulation	ການປາກເວົ້າ	0.479	0.480	0.591
artifact	artifact	0.510	0.500	0.566
artifice	artifice	0.316	0.696	0.482
artificial	artificial	0.306	0.385	0.351
artillery	ປືນໃຫຍ່	0.350	0.912	0.794
artisan	ຊ່າງຝີມື	0.781	0.330	0.411
artist	ສິລະປິນ	0.802	0.442	0.732
artiste	NO TRANSLATION	0.844	0.512	0.565
artistic	ສິລະປະ	0.802	0.646	0.632
artistry	artry	0.823	0.346	0.769
artists	ສິລະປິນ	0.796	0.667	0.741
artwork	artwork	0.896	0.368	0.679
arty	arty	0.490	0.422	0.388
asap	asap	0.571	0.500	0.552
asbestos	asbestos	0.357	0.481	0.464
ascend	ຂຶ້ນມາ	0.830	0.620	0.812
